Orthogroup	Prao	Pram
OG0000072	Prao.g_00309	Pram.g_00156
OG0000073	Prao.g_00605	Pram.g_01426, Pram.g_00437
OG0000074	Prao.g_00120	Pram.g_00772, Pram.g_00715, Pram.g_00684
OG0000075	Prao.g_01719	Pram.g_01807
OG0000076	Prao.g_01743	Pram.g_01833
OG0000077	Prao.g_00217	Pram.g_00063
OG0000078	Prao.g_00377	Pram.g_00227
OG0000079	Prao.g_00390	Pram.g_00240
OG0000081	Prao.g_01860	Pram.g_00469
OG0000082	Prao.g_00024	Pram.g_01559
OG0000084	Prao.g_01393	Pram.g_01384
OG0000085	Prao.g_01545	Pram.g_01265
OG0000086	Prao.g_00227	Pram.g_00072
OG0000087	Prao.g_00277	Pram.g_00125
OG0000088	Prao.g_00304	Pram.g_00151
OG0000089	Prao.g_00490	Pram.g_00352
OG0000090	Prao.g_01858	Pram.g_00471
OG0000091	Prao.g_00081	Pram.g_01068
OG0000092	Prao.g_00850	Pram.g_00739
OG0000093	Prao.g_00870	Pram.g_01038
OG0000094	Prao.g_00955	Pram.g_00987
OG0000095	Prao.g_00974	Pram.g_00888
OG0000096	Prao.g_01142, Prao.g_01316	Pram.g_01505, Pram.g_00621
OG0000097	Prao.g_01048	Pram.g_01093
OG0000098	Prao.g_01257	Pram.g_01478
OG0000099	Prao.g_01214	Pram.g_01445
OG0000100	Prao.g_01470	Pram.g_01298
OG0000101	Prao.g_01687	Pram.g_01770
OG0000102	Prao.g_01748	Pram.g_01838
OG0000103	Prao.g_01828	Pram.g_01925
OG0000104	Prao.g_01837	Pram.g_01934
OG0000105	Prao.g_01378	Pram.g_00262
OG0000106	Prao.g_00505	Pram.g_00677
OG0000107	Prao.g_00518	Pram.g_01696
OG0000108	Prao.g_00586	Pram.g_00416
OG0000109	Prao.g_00600	Pram.g_00430
OG0000110	Prao.g_01867	Pram.g_00513
OG0000111	Prao.g_00137	Pram.g_00793
OG0000112	Prao.g_00704	Pram.g_00935
OG0000113	Prao.g_00763	Pram.g_00832
OG0000114	Prao.g_00845	Pram.g_00734
OG0000115	Prao.g_01150	Pram.g_01201
OG0000116	Prao.g_01099	Pram.g_01151
OG0000117	Prao.g_01332	Pram.g_01112
OG0000118	Prao.g_01264	Pram.g_01242
OG0000119	Prao.g_01243	Pram.g_01283
OG0000120	Prao.g_01215	Pram.g_01446
OG0000121	Prao.g_01399	Pram.g_01376
OG0000122	Prao.g_01436	Pram.g_01204, Pram.g_01334
OG0000123	Prao.g_01694	Pram.g_01777
OG0000124	Prao.g_01759	Pram.g_01850
OG0000125	Prao.g_01796	Pram.g_01886
OG0000126	Prao.g_01836	Pram.g_01933
OG0000128	Prao.g_00158	Pram.g_01949
OG0000129	Prao.g_00190	Pram.g_00029
OG0000130	Prao.g_00208	Pram.g_00054
OG0000131	Prao.g_00283	Pram.g_00130
OG0000132	Prao.g_00302	Pram.g_00149
OG0000133	Prao.g_00458	Pram.g_00310
OG0000134	Prao.g_00491	Pram.g_00354
OG0000135	Prao.g_00516	Pram.g_01589
OG0000136	Prao.g_00545	Pram.g_00376
OG0000137	Prao.g_00581	Pram.g_00411
OG0000138	Prao.g_00601	Pram.g_00431
OG0000139	Prao.g_01854	Pram.g_00475
OG0000140	Prao.g_01853	Pram.g_00476
OG0000141	Prao.g_00045	Pram.g_00545
OG0000142	Prao.g_00074	Pram.g_01075
OG0000143	Prao.g_00078	Pram.g_01072
OG0000144	Prao.g_00091	Pram.g_01058
OG0000145	Prao.g_00701	Pram.g_01534
OG0000146	Prao.g_00705	Pram.g_00934
OG0000147	Prao.g_00706	Pram.g_00933
OG0000148	Prao.g_00757	Pram.g_00826
OG0000149	Prao.g_00788	Pram.g_00858
OG0000150	Prao.g_00796	Pram.g_00868
OG0000151	Prao.g_00855	Pram.g_00744
OG0000152	Prao.g_00902	Pram.g_00943
OG0000153	Prao.g_00921	Pram.g_00961
OG0000154	Prao.g_00948	Pram.g_00978
OG0000155	Prao.g_01069	Pram.g_01118
OG0000156	Prao.g_01287	Pram.g_01219
OG0000157	Prao.g_01286	Pram.g_01220
OG0000158	Prao.g_01220	Pram.g_01815
OG0000159	Prao.g_01219	Pram.g_01438
OG0000160	Prao.g_01398	Pram.g_01377
OG0000161	Prao.g_01404	Pram.g_01145, Pram.g_01371
OG0000162	Prao.g_01410	Pram.g_01365
OG0000163	Prao.g_01443	Pram.g_01326
OG0000164	Prao.g_01576	Pram.g_01656
OG0000165	Prao.g_01583	Pram.g_01664
OG0000166	Prao.g_01651	Pram.g_01733
OG0000167	Prao.g_01717	Pram.g_01805
OG0000168	Prao.g_01727	Pram.g_01816
OG0000169	Prao.g_01737	Pram.g_01826
OG0000170	Prao.g_01739	Pram.g_01829
OG0000171	Prao.g_01758	Pram.g_01849
OG0000172	Prao.g_01767	Pram.g_01856
OG0000173	Prao.g_01782	Pram.g_01871
OG0000174	Prao.g_01810	Pram.g_01902
OG0000175	Prao.g_01820	Pram.g_01914
OG0000176	Prao.g_01845	Pram.g_01942
OG0000177	Prao.g_01846	Pram.g_01943
OG0000178	Prao.g_01847	Pram.g_01944
OG0000179	Prao.g_00163	Pram.g_00003
OG0000180	Prao.g_00164	Pram.g_00004
OG0000181	Prao.g_00165	Pram.g_00005
OG0000182	Prao.g_00166	Pram.g_00006
OG0000183	Prao.g_00170	Pram.g_00010
OG0000184	Prao.g_00192	Pram.g_00033
OG0000185	Prao.g_00195	Pram.g_00036
OG0000186	Prao.g_00203	Pram.g_00048
OG0000187	Prao.g_00204	Pram.g_00049
OG0000188	Prao.g_00221	Pram.g_00066
OG0000189	Prao.g_00235	Pram.g_00080
OG0000190	Prao.g_00236	Pram.g_00081
OG0000191	Prao.g_00256	Pram.g_00103
OG0000192	Prao.g_00260	Pram.g_00108
OG0000193	Prao.g_00284	Pram.g_00131
OG0000194	Prao.g_00287	Pram.g_00134
OG0000195	Prao.g_00289	Pram.g_00136
OG0000196	Prao.g_00299	Pram.g_00146
OG0000197	Prao.g_00300	Pram.g_00147
OG0000198	Prao.g_00301	Pram.g_00148
OG0000199	Prao.g_00308	Pram.g_00155
OG0000200	Prao.g_00322	Pram.g_00168
OG0000201	Prao.g_00330	Pram.g_00177
OG0000202	Prao.g_00331	Pram.g_00178
OG0000203	Prao.g_00332	Pram.g_00179
OG0000204	Prao.g_00333	Pram.g_00180
OG0000205	Prao.g_00340	Pram.g_00187
OG0000206	Prao.g_00345	Pram.g_00192
OG0000207	Prao.g_00347	Pram.g_00194
OG0000208	Prao.g_00348	Pram.g_00195
OG0000209	Prao.g_00357	Pram.g_00204
OG0000210	Prao.g_00358	Pram.g_00205
OG0000211	Prao.g_00371	Pram.g_00220
OG0000212	Prao.g_00378	Pram.g_00228
OG0000213	Prao.g_00395	Pram.g_00246
OG0000214	Prao.g_00405	Pram.g_00255
OG0000215	Prao.g_00429	Pram.g_00282
OG0000216	Prao.g_00431	Pram.g_00283
OG0000217	Prao.g_00434	Pram.g_00286
OG0000218	Prao.g_00436	Pram.g_00288
OG0000219	Prao.g_00437	Pram.g_00289
OG0000220	Prao.g_00438	Pram.g_00290
OG0000221	Prao.g_00439	Pram.g_00291
OG0000222	Prao.g_00446	Pram.g_00298
OG0000223	Prao.g_00459	Pram.g_00311
OG0000224	Prao.g_00461	Pram.g_00313
OG0000225	Prao.g_00480	Pram.g_00341
OG0000226	Prao.g_00484	Pram.g_00345
OG0000227	Prao.g_00486	Pram.g_00347
OG0000228	Prao.g_00489	Pram.g_00351
OG0000229	Prao.g_00540	Pram.g_00371
OG0000230	Prao.g_00542	Pram.g_00373
OG0000231	Prao.g_00553	Pram.g_00384
OG0000232	Prao.g_00564	Pram.g_00397
OG0000233	Prao.g_00569	Pram.g_00402
OG0000234	Prao.g_00582	Pram.g_00412
OG0000235	Prao.g_00585	Pram.g_00415
OG0000236	Prao.g_00599	Pram.g_00429
OG0000237	Prao.g_00612	Pram.g_00443
OG0000238	Prao.g_00618	Pram.g_00449
OG0000239	Prao.g_00631	Pram.g_00462
OG0000240	Prao.g_00632	Pram.g_00463
OG0000241	Prao.g_01861	Pram.g_00468
OG0000242	Prao.g_01859	Pram.g_00470
OG0000243	Prao.g_01162	Pram.g_00480
OG0000244	Prao.g_01165	Pram.g_00483
OG0000245	Prao.g_01167	Pram.g_00485
OG0000246	Prao.g_01171	Pram.g_00489
OG0000247	Prao.g_01181	Pram.g_00500
OG0000248	Prao.g_01183	Pram.g_00503
OG0000249	Prao.g_01185	Pram.g_00505
OG0000250	Prao.g_01864	Pram.g_00510
OG0000251	Prao.g_00029	Pram.g_00528
OG0000252	Prao.g_00032	Pram.g_00531
OG0000253	Prao.g_00033	Pram.g_00532
OG0000254	Prao.g_00049	Pram.g_00549
OG0000255	Prao.g_00055	Pram.g_00555
OG0000256	Prao.g_00066	Pram.g_00566
OG0000257	Prao.g_00069	Pram.g_01080
OG0000258	Prao.g_00082	Pram.g_01067
OG0000259	Prao.g_00099	Pram.g_01050
OG0000260	Prao.g_00102	Pram.g_01047
OG0000261	Prao.g_00104	Pram.g_01044
OG0000262	Prao.g_00108	Pram.g_01039
OG0000263	Prao.g_00119	Pram.g_00771
OG0000264	Prao.g_00129	Pram.g_00782
OG0000265	Prao.g_00648	Pram.g_00801
OG0000266	Prao.g_00658	Pram.g_01020
OG0000267	Prao.g_00669	Pram.g_01007
OG0000268	Prao.g_00670	Pram.g_01006
OG0000269	Prao.g_00736	Pram.g_00804
OG0000270	Prao.g_00739	Pram.g_00807
OG0000271	Prao.g_00747	Pram.g_00815
OG0000272	Prao.g_00748	Pram.g_00816
OG0000273	Prao.g_00771	Pram.g_00839
OG0000274	Prao.g_00772	Pram.g_00840
OG0000275	Prao.g_00775	Pram.g_00843
OG0000276	Prao.g_00780	Pram.g_00849
OG0000277	Prao.g_00781	Pram.g_00850
OG0000278	Prao.g_00784	Pram.g_00853
OG0000279	Prao.g_00791	Pram.g_00861
OG0000280	Prao.g_00792	Pram.g_00862
OG0000281	Prao.g_00797	Pram.g_00870
OG0000282	Prao.g_00847	Pram.g_00736
OG0000283	Prao.g_00879	Pram.g_00916
OG0000284	Prao.g_00884	Pram.g_00921
OG0000285	Prao.g_00889	Pram.g_00926
OG0000286	Prao.g_00901	Pram.g_00942
OG0000287	Prao.g_00918	Pram.g_01199
OG0000288	Prao.g_00947	Pram.g_00977
OG0000289	Prao.g_00958	Pram.g_00992
OG0000290	Prao.g_00971	Pram.g_00891
OG0000291	Prao.g_00973	Pram.g_00889
OG0000292	Prao.g_01025	Pram.g_01185
OG0000293	Prao.g_01098	Pram.g_01150
OG0000294	Prao.g_01097	Pram.g_01149
OG0000295	Prao.g_01077	Pram.g_01125
OG0000296	Prao.g_01075	Pram.g_01123
OG0000297	Prao.g_01067	Pram.g_01114
OG0000298	Prao.g_01066	Pram.g_01113
OG0000299	Prao.g_01049	Pram.g_01094
OG0000300	Prao.g_01046	Pram.g_01091
OG0000301	Prao.g_01045	Pram.g_01090
OG0000302	Prao.g_01043	Pram.g_01088
OG0000303	Prao.g_01036	Pram.g_01082
OG0000304	Prao.g_01032	Pram.g_00571
OG0000305	Prao.g_01247	Pram.g_01183
OG0000306	Prao.g_01244	Pram.g_00874
OG0000307	Prao.g_01230	Pram.g_01458
OG0000308	Prao.g_01229	Pram.g_01457
OG0000309	Prao.g_01225	Pram.g_01453
OG0000310	Prao.g_01382	Pram.g_01395
OG0000311	Prao.g_01384	Pram.g_01393
OG0000312	Prao.g_01387	Pram.g_01390
OG0000313	Prao.g_01401	Pram.g_01374
OG0000314	Prao.g_01423	Pram.g_01351
OG0000315	Prao.g_01433	Pram.g_01341
OG0000316	Prao.g_01453	Pram.g_01315
OG0000317	Prao.g_01550	Pram.g_01629
OG0000318	Prao.g_01553	Pram.g_01633
OG0000319	Prao.g_01566	Pram.g_01646
OG0000320	Prao.g_01568	Pram.g_01648
OG0000321	Prao.g_01569	Pram.g_01649
OG0000322	Prao.g_01570	Pram.g_01650
OG0000323	Prao.g_01579	Pram.g_01659
OG0000324	Prao.g_01605	Pram.g_01687
OG0000325	Prao.g_01616	Pram.g_01697
OG0000326	Prao.g_01622	Pram.g_01704
OG0000327	Prao.g_01646	Pram.g_01728
OG0000328	Prao.g_01647	Pram.g_01729
OG0000329	Prao.g_01664	Pram.g_01746
OG0000330	Prao.g_01665	Pram.g_01747
OG0000331	Prao.g_01666	Pram.g_01748
OG0000332	Prao.g_01680	Pram.g_01762
OG0000333	Prao.g_01682	Pram.g_01764
OG0000334	Prao.g_01690	Pram.g_01773
OG0000335	Prao.g_01695	Pram.g_01778
OG0000336	Prao.g_01699	Pram.g_01782
OG0000337	Prao.g_01715	Pram.g_01801
OG0000338	Prao.g_01716	Pram.g_01802
OG0000339	Prao.g_01720	Pram.g_01808
OG0000340	Prao.g_01728	Pram.g_01817
OG0000341	Prao.g_01730	Pram.g_01819
OG0000342	Prao.g_01731	Pram.g_01820
OG0000343	Prao.g_01732	Pram.g_01821
OG0000344	Prao.g_01735	Pram.g_01824
OG0000345	Prao.g_01740	Pram.g_01830
OG0000346	Prao.g_01744	Pram.g_01834
OG0000347	Prao.g_01760	Pram.g_01851
OG0000348	Prao.g_01770	Pram.g_01859
OG0000349	Prao.g_01787	Pram.g_01877
OG0000350	Prao.g_01806	Pram.g_01898
OG0000351	Prao.g_01823	Pram.g_01917
OG0000352	Prao.g_01824	Pram.g_01918
OG0000353	Prao.g_01840	Pram.g_01937
OG0000355	Prao.g_01842	Pram.g_01939
OG0000356	Prao.g_01843	Pram.g_01940
OG0000357	Prao.g_01844	Pram.g_01941
OG0000358	Prao.g_01848	Pram.g_01945
OG0000359	Prao.g_01849	Pram.g_01946
OG0000360	Prao.g_01850	Pram.g_01947
OG0000361	Prao.g_00157	Pram.g_01948
OG0000362	Prao.g_00159	Pram.g_01950
OG0000363	Prao.g_00161	Pram.g_00001
OG0000364	Prao.g_00162	Pram.g_00002
OG0000365	Prao.g_00167	Pram.g_00007
OG0000366	Prao.g_00168	Pram.g_00008
OG0000367	Prao.g_00169	Pram.g_00009
OG0000368	Prao.g_00171	Pram.g_00011
OG0000369	Prao.g_00172	Pram.g_00012
OG0000370	Prao.g_00173	Pram.g_00013
OG0000371	Prao.g_00178	Pram.g_00019
OG0000372	Prao.g_00181	Pram.g_00021
OG0000373	Prao.g_00182	Pram.g_00022
OG0000374	Prao.g_00183	Pram.g_00023
OG0000375	Prao.g_00186	Pram.g_00024
OG0000376	Prao.g_00188	Pram.g_00026
OG0000377	Prao.g_00191	Pram.g_00030
OG0000378	Prao.g_00193	Pram.g_00034
OG0000379	Prao.g_00196	Pram.g_00037
OG0000380	Prao.g_00205	Pram.g_00050
OG0000381	Prao.g_00209	Pram.g_00055
OG0000382	Prao.g_00220	Pram.g_00065
OG0000383	Prao.g_00222	Pram.g_00067
OG0000384	Prao.g_00223	Pram.g_00068
OG0000385	Prao.g_00224	Pram.g_00069
OG0000386	Prao.g_00225	Pram.g_00070
OG0000387	Prao.g_00238	Pram.g_00083
OG0000388	Prao.g_00241	Pram.g_00087
OG0000389	Prao.g_00244	Pram.g_00090
OG0000390	Prao.g_00251	Pram.g_00099
OG0000391	Prao.g_00255	Pram.g_00102
OG0000392	Prao.g_00259	Pram.g_00106
OG0000393	Prao.g_00261	Pram.g_00109
OG0000394	Prao.g_00262	Pram.g_00110
OG0000395	Prao.g_00263	Pram.g_00111
OG0000396	Prao.g_00266	Pram.g_00113
OG0000397	Prao.g_00268	Pram.g_00115
OG0000398	Prao.g_00270	Pram.g_00118
OG0000399	Prao.g_00271	Pram.g_00119
OG0000400	Prao.g_00272	Pram.g_00120
OG0000401	Prao.g_00273	Pram.g_00121
OG0000402	Prao.g_00274	Pram.g_01001
OG0000403	Prao.g_00275	Pram.g_00123
OG0000404	Prao.g_00276	Pram.g_00124
OG0000405	Prao.g_00280	Pram.g_00128
OG0000406	Prao.g_00285	Pram.g_00132
OG0000407	Prao.g_00286	Pram.g_00133
OG0000408	Prao.g_00288	Pram.g_00135
OG0000409	Prao.g_00290	Pram.g_00137
OG0000410	Prao.g_00291	Pram.g_00138
OG0000411	Prao.g_00292	Pram.g_00139
OG0000412	Prao.g_00293	Pram.g_00140
OG0000413	Prao.g_00294	Pram.g_00141
OG0000414	Prao.g_00295	Pram.g_00142
OG0000415	Prao.g_00296	Pram.g_00143
OG0000416	Prao.g_00297	Pram.g_00144
OG0000417	Prao.g_00298	Pram.g_00145
OG0000418	Prao.g_00303	Pram.g_00150
OG0000419	Prao.g_00305	Pram.g_00152
OG0000420	Prao.g_00306	Pram.g_00153
OG0000421	Prao.g_00311	Pram.g_00157
OG0000422	Prao.g_00312	Pram.g_00158
OG0000423	Prao.g_00313	Pram.g_00159
OG0000424	Prao.g_00314	Pram.g_00160
OG0000425	Prao.g_00315	Pram.g_00161
OG0000426	Prao.g_00316	Pram.g_00162
OG0000427	Prao.g_00317	Pram.g_00163
OG0000428	Prao.g_00319	Pram.g_00165
OG0000429	Prao.g_00320	Pram.g_00166
OG0000430	Prao.g_00321	Pram.g_00167
OG0000431	Prao.g_00323	Pram.g_00169
OG0000432	Prao.g_00326	Pram.g_00173
OG0000433	Prao.g_00327	Pram.g_00174
OG0000434	Prao.g_00328	Pram.g_00175
OG0000435	Prao.g_00329	Pram.g_00176
OG0000436	Prao.g_00334	Pram.g_00181
OG0000437	Prao.g_00335	Pram.g_00182
OG0000438	Prao.g_00336	Pram.g_00183
OG0000439	Prao.g_00338	Pram.g_00185
OG0000440	Prao.g_00339	Pram.g_00186
OG0000441	Prao.g_00342	Pram.g_00189
OG0000442	Prao.g_00343	Pram.g_00190
OG0000443	Prao.g_00344	Pram.g_00191
OG0000444	Prao.g_00349	Pram.g_00196
OG0000445	Prao.g_00350	Pram.g_00197
OG0000446	Prao.g_00351	Pram.g_00198
OG0000447	Prao.g_00352	Pram.g_00199
OG0000448	Prao.g_00353	Pram.g_00200
OG0000449	Prao.g_00354	Pram.g_00201
OG0000450	Prao.g_00355	Pram.g_00202
OG0000451	Prao.g_00356	Pram.g_00203
OG0000452	Prao.g_00359	Pram.g_00206
OG0000453	Prao.g_00360	Pram.g_00207
OG0000454	Prao.g_00361	Pram.g_00208
OG0000455	Prao.g_00362	Pram.g_00209
OG0000456	Prao.g_00363	Pram.g_00210
OG0000457	Prao.g_00364	Pram.g_00212
OG0000458	Prao.g_00365	Pram.g_00213
OG0000459	Prao.g_00366	Pram.g_00214
OG0000460	Prao.g_00373	Pram.g_00222
OG0000461	Prao.g_00380	Pram.g_00230
OG0000462	Prao.g_00382	Pram.g_00232
OG0000463	Prao.g_00383	Pram.g_00233
OG0000464	Prao.g_00384	Pram.g_00234
OG0000465	Prao.g_00385	Pram.g_00235
OG0000466	Prao.g_00388	Pram.g_00238
OG0000467	Prao.g_00389	Pram.g_00239
OG0000468	Prao.g_00391	Pram.g_00242
OG0000469	Prao.g_00400	Pram.g_00250
OG0000470	Prao.g_00402	Pram.g_00252
OG0000471	Prao.g_00403	Pram.g_00253
OG0000472	Prao.g_00404	Pram.g_00254
OG0000473	Prao.g_00406	Pram.g_00256
OG0000474	Prao.g_00407	Pram.g_00257
OG0000475	Prao.g_00408	Pram.g_00258
OG0000476	Prao.g_00409	Pram.g_00260
OG0000477	Prao.g_00412	Pram.g_00263
OG0000478	Prao.g_00413	Pram.g_00264
OG0000479	Prao.g_00414	Pram.g_00265
OG0000480	Prao.g_00419	Pram.g_00270
OG0000481	Prao.g_00421	Pram.g_00273
OG0000482	Prao.g_00422	Pram.g_00274
OG0000483	Prao.g_00425	Pram.g_00277
OG0000484	Prao.g_00426	Pram.g_00278
OG0000485	Prao.g_00427	Pram.g_00280
OG0000486	Prao.g_00428	Pram.g_00281
OG0000487	Prao.g_00432	Pram.g_00284
OG0000488	Prao.g_00435	Pram.g_00287
OG0000489	Prao.g_00440	Pram.g_00292
OG0000490	Prao.g_00444	Pram.g_00296
OG0000491	Prao.g_00445	Pram.g_00297
OG0000492	Prao.g_00447	Pram.g_00299
OG0000493	Prao.g_00448	Pram.g_00300
OG0000494	Prao.g_00449	Pram.g_00301
OG0000495	Prao.g_00450	Pram.g_00302
OG0000496	Prao.g_00451	Pram.g_00303
OG0000497	Prao.g_00452	Pram.g_00304
OG0000498	Prao.g_00453	Pram.g_00305
OG0000499	Prao.g_00454	Pram.g_00306
OG0000500	Prao.g_00455	Pram.g_00307
OG0000501	Prao.g_00457	Pram.g_00309
OG0000502	Prao.g_00460	Pram.g_00312
OG0000503	Prao.g_00470	Pram.g_00328
OG0000504	Prao.g_00471	Pram.g_00330
OG0000505	Prao.g_00472	Pram.g_00331
OG0000506	Prao.g_00474	Pram.g_00332
OG0000507	Prao.g_00476	Pram.g_00336
OG0000508	Prao.g_00479	Pram.g_00340
OG0000509	Prao.g_00481	Pram.g_00342
OG0000510	Prao.g_00482	Pram.g_00343
OG0000511	Prao.g_00483	Pram.g_00344
OG0000512	Prao.g_00485	Pram.g_00346
OG0000513	Prao.g_00492	Pram.g_00355
OG0000514	Prao.g_00535	Pram.g_00366
OG0000515	Prao.g_00536	Pram.g_00367
OG0000516	Prao.g_00537	Pram.g_00368
OG0000517	Prao.g_00539	Pram.g_00370
OG0000518	Prao.g_00550	Pram.g_00381
OG0000519	Prao.g_00551	Pram.g_00382
OG0000520	Prao.g_00552	Pram.g_00383
OG0000521	Prao.g_00557	Pram.g_00393
OG0000522	Prao.g_00559	Pram.g_00395
OG0000523	Prao.g_00560	Pram.g_00396
OG0000524	Prao.g_00567	Pram.g_00400
OG0000525	Prao.g_00570	Pram.g_00404
OG0000526	Prao.g_00571	Pram.g_00406
OG0000527	Prao.g_00579	Pram.g_00409
OG0000528	Prao.g_00584	Pram.g_00414
OG0000529	Prao.g_00587	Pram.g_00417
OG0000530	Prao.g_00590	Pram.g_00420
OG0000531	Prao.g_00591	Pram.g_00421
OG0000532	Prao.g_00593	Pram.g_00423
OG0000533	Prao.g_00594	Pram.g_00424
OG0000534	Prao.g_00595	Pram.g_00425
OG0000535	Prao.g_00596	Pram.g_00426
OG0000536	Prao.g_00597	Pram.g_00427
OG0000537	Prao.g_00598	Pram.g_00428
OG0000538	Prao.g_00606	Pram.g_00438
OG0000539	Prao.g_00607	Pram.g_00439
OG0000540	Prao.g_00608	Pram.g_00440
OG0000541	Prao.g_00609	Pram.g_00441
OG0000542	Prao.g_00611	Pram.g_00442
OG0000543	Prao.g_00613	Pram.g_00444
OG0000544	Prao.g_00614	Pram.g_00445
OG0000545	Prao.g_00616	Pram.g_00447
OG0000546	Prao.g_00619	Pram.g_00450
OG0000547	Prao.g_00621	Pram.g_00452
OG0000548	Prao.g_00622	Pram.g_00453
OG0000549	Prao.g_00624	Pram.g_00456
OG0000550	Prao.g_00629	Pram.g_00461
OG0000551	Prao.g_00633	Pram.g_00464
OG0000552	Prao.g_00634	Pram.g_00465
OG0000553	Prao.g_00635	Pram.g_00466
OG0000554	Prao.g_01857	Pram.g_00472
OG0000555	Prao.g_01161	Pram.g_00479
OG0000556	Prao.g_01163	Pram.g_00481
OG0000557	Prao.g_01164	Pram.g_00482
OG0000558	Prao.g_01166	Pram.g_00484
OG0000559	Prao.g_01170	Pram.g_00488
OG0000560	Prao.g_01173	Pram.g_00491
OG0000561	Prao.g_01174	Pram.g_00492
OG0000562	Prao.g_01175	Pram.g_00493
OG0000563	Prao.g_01176	Pram.g_00494
OG0000564	Prao.g_01177	Pram.g_00495
OG0000565	Prao.g_01180	Pram.g_00498
OG0000566	Prao.g_01182	Pram.g_00502
OG0000567	Prao.g_01186	Pram.g_00506
OG0000568	Prao.g_01187	Pram.g_00507
OG0000569	Prao.g_01862	Pram.g_00508
OG0000570	Prao.g_01863	Pram.g_00509
OG0000571	Prao.g_01865	Pram.g_00511
OG0000572	Prao.g_00025	Pram.g_00523
OG0000573	Prao.g_00030	Pram.g_00529
OG0000574	Prao.g_00031	Pram.g_00530
OG0000575	Prao.g_00035	Pram.g_00534
OG0000576	Prao.g_00037	Pram.g_00536
OG0000577	Prao.g_00038	Pram.g_00537
OG0000578	Prao.g_00039	Pram.g_00538
OG0000579	Prao.g_00040	Pram.g_00539
OG0000580	Prao.g_00041	Pram.g_00540
OG0000581	Prao.g_00043	Pram.g_00543
OG0000582	Prao.g_00046	Pram.g_00546
OG0000583	Prao.g_00047	Pram.g_00547
OG0000584	Prao.g_00048	Pram.g_00548
OG0000585	Prao.g_00050	Pram.g_00550
OG0000586	Prao.g_00051	Pram.g_00551
OG0000587	Prao.g_00052	Pram.g_00552
OG0000588	Prao.g_00056	Pram.g_00556
