Orthogroup	Prao	Syae
OG0000050	Prao.g_01012	Syae.g_01023
OG0000051	Prao.g_01304	Syae.g_00438
OG0000052	Prao.g_01358	Syae.g_01224
OG0000053	Prao.g_01417	Syae.g_02629
OG0000054	Prao.g_00044	Syae.g_00014, Syae.g_00221
OG0000055	Prao.g_00721	Syae.g_00817
OG0000057	Prao.g_00136	Syae.g_00782
OG0000059	Prao.g_01639	Syae.g_02074
OG0000061	Prao.g_01089	Syae.g_00921
OG0000062	Prao.g_01474	Syae.g_01145
OG0000063	Prao.g_00179	Syae.g_01752
OG0000065	Prao.g_00245	Syae.g_01363, Syae.g_00722
OG0000067	Prao.g_00741	Syae.g_00521
OG0000068	Prao.g_01239	Syae.g_02299
OG0000069	Prao.g_01508	Syae.g_00458
OG0000070	Prao.g_00554	Syae.g_00979
OG0000071	Prao.g_01276	Syae.g_00961
OG0000072	Prao.g_00309	Syae.g_01455
OG0000073	Prao.g_00605	Syae.g_02330
OG0000074	Prao.g_00120	Syae.g_00719
OG0000075	Prao.g_01719	Syae.g_01871
OG0000076	Prao.g_01743	Syae.g_01829
OG0000077	Prao.g_00217	Syae.g_01297
OG0000078	Prao.g_00377	Syae.g_02243
OG0000079	Prao.g_00390	Syae.g_02011
OG0000081	Prao.g_01860	Syae.g_02261
OG0000082	Prao.g_00024	Syae.g_02447
OG0000084	Prao.g_01393	Syae.g_00857, Syae.g_02656
OG0000085	Prao.g_01545	Syae.g_01152
OG0000086	Prao.g_00227	Syae.g_01333
OG0000087	Prao.g_00277	Syae.g_01414
OG0000088	Prao.g_00304	Syae.g_01449
OG0000089	Prao.g_00490	Syae.g_02219
OG0000090	Prao.g_01858	Syae.g_02374
OG0000091	Prao.g_00081	Syae.g_00082
OG0000093	Prao.g_00870	Syae.g_00537
OG0000094	Prao.g_00955	Syae.g_00430
OG0000095	Prao.g_00974	Syae.g_00793, Syae.g_00259, Syae.g_01624
OG0000097	Prao.g_01048	Syae.g_00683
OG0000098	Prao.g_01257	Syae.g_02384, Syae.g_02058
OG0000099	Prao.g_01214	Syae.g_01913, Syae.g_01226
OG0000100	Prao.g_01470	Syae.g_00489
OG0000101	Prao.g_01687	Syae.g_02125
OG0000102	Prao.g_01748	Syae.g_01824
OG0000103	Prao.g_01828	Syae.g_01694
OG0000104	Prao.g_01837	Syae.g_01708
OG0000105	Prao.g_01378	Syae.g_01977
OG0000106	Prao.g_00505	Syae.g_00272
OG0000107	Prao.g_00518	Syae.g_02032
OG0000108	Prao.g_00586	Syae.g_02309
OG0000109	Prao.g_00600	Syae.g_02324
OG0000110	Prao.g_01867	Syae.g_02435
OG0000111	Prao.g_00137	Syae.g_00783
OG0000112	Prao.g_00704	Syae.g_00351
OG0000113	Prao.g_00763	Syae.g_00494
OG0000114	Prao.g_00845	Syae.g_00575
OG0000115	Prao.g_01150	Syae.g_02631
OG0000116	Prao.g_01099	Syae.g_00939
OG0000117	Prao.g_01332	Syae.g_00647
OG0000118	Prao.g_01264	Syae.g_02479
OG0000119	Prao.g_01243	Syae.g_00904
OG0000120	Prao.g_01215	Syae.g_01912
OG0000121	Prao.g_01399	Syae.g_02649
OG0000122	Prao.g_01436	Syae.g_00112
OG0000123	Prao.g_01694	Syae.g_02131
OG0000124	Prao.g_01759	Syae.g_01809
OG0000125	Prao.g_01796	Syae.g_01573
OG0000126	Prao.g_01836	Syae.g_01706
OG0000128	Prao.g_00158	Syae.g_01724
OG0000129	Prao.g_00190	Syae.g_01562
OG0000130	Prao.g_00208	Syae.g_01284
OG0000131	Prao.g_00283	Syae.g_01428
OG0000132	Prao.g_00302	Syae.g_01447
OG0000133	Prao.g_00458	Syae.g_00356
OG0000134	Prao.g_00491	Syae.g_02222
OG0000135	Prao.g_00516	Syae.g_01608
OG0000136	Prao.g_00545	Syae.g_00989
OG0000137	Prao.g_00581	Syae.g_02530
OG0000138	Prao.g_00601	Syae.g_02325
OG0000139	Prao.g_01854	Syae.g_02380
OG0000140	Prao.g_01853	Syae.g_02383
OG0000141	Prao.g_00045	Syae.g_00016
OG0000142	Prao.g_00074	Syae.g_00074
OG0000143	Prao.g_00078	Syae.g_00078
OG0000144	Prao.g_00091	Syae.g_00261
OG0000145	Prao.g_00701	Syae.g_02331
OG0000146	Prao.g_00705	Syae.g_00350
OG0000147	Prao.g_00706	Syae.g_00349
OG0000148	Prao.g_00757	Syae.g_00500
OG0000149	Prao.g_00788	Syae.g_00847
OG0000150	Prao.g_00796	Syae.g_00017
OG0000151	Prao.g_00855	Syae.g_00563
OG0000152	Prao.g_00902	Syae.g_00360
OG0000153	Prao.g_00921	Syae.g_00394
OG0000154	Prao.g_00948	Syae.g_00420
OG0000155	Prao.g_01069	Syae.g_00885
OG0000156	Prao.g_01287	Syae.g_00945
OG0000157	Prao.g_01286	Syae.g_00946
OG0000158	Prao.g_01220	Syae.g_01858
OG0000160	Prao.g_01398	Syae.g_02650
OG0000161	Prao.g_01404	Syae.g_02644
OG0000162	Prao.g_01410	Syae.g_02638
OG0000163	Prao.g_01443	Syae.g_01092
OG0000164	Prao.g_01576	Syae.g_01198
OG0000165	Prao.g_01583	Syae.g_01021
OG0000166	Prao.g_01651	Syae.g_02085
OG0000167	Prao.g_01717	Syae.g_01874
OG0000168	Prao.g_01727	Syae.g_01856
OG0000169	Prao.g_01737	Syae.g_01841
OG0000170	Prao.g_01739	Syae.g_01834
OG0000171	Prao.g_01758	Syae.g_01810
OG0000172	Prao.g_01767	Syae.g_01788
OG0000173	Prao.g_01782	Syae.g_01770
OG0000174	Prao.g_01810	Syae.g_01610
OG0000175	Prao.g_01820	Syae.g_01679
OG0000176	Prao.g_01845	Syae.g_01716
OG0000177	Prao.g_01846	Syae.g_01717
OG0000178	Prao.g_01847	Syae.g_01718
OG0000179	Prao.g_00163	Syae.g_01733
OG0000180	Prao.g_00164	Syae.g_01734
OG0000181	Prao.g_00165	Syae.g_01735
OG0000182	Prao.g_00166	Syae.g_01736
OG0000183	Prao.g_00170	Syae.g_01740
OG0000184	Prao.g_00192	Syae.g_01554
OG0000185	Prao.g_00195	Syae.g_01551
OG0000186	Prao.g_00203	Syae.g_01279
OG0000187	Prao.g_00204	Syae.g_01280
OG0000188	Prao.g_00221	Syae.g_01323
OG0000189	Prao.g_00235	Syae.g_01350
OG0000190	Prao.g_00236	Syae.g_01352
OG0000191	Prao.g_00256	Syae.g_01384
OG0000192	Prao.g_00260	Syae.g_01390
OG0000193	Prao.g_00284	Syae.g_01429
OG0000194	Prao.g_00287	Syae.g_01432
OG0000195	Prao.g_00289	Syae.g_01434
OG0000196	Prao.g_00299	Syae.g_01444
OG0000197	Prao.g_00300	Syae.g_01445
OG0000198	Prao.g_00301	Syae.g_01446
OG0000199	Prao.g_00308	Syae.g_01454
OG0000200	Prao.g_00322	Syae.g_01471
OG0000201	Prao.g_00330	Syae.g_01487
OG0000202	Prao.g_00331	Syae.g_01488
OG0000203	Prao.g_00332	Syae.g_01489
OG0000204	Prao.g_00333	Syae.g_01490
OG0000205	Prao.g_00340	Syae.g_01497
OG0000206	Prao.g_00345	Syae.g_01504
OG0000207	Prao.g_00347	Syae.g_01506
OG0000208	Prao.g_00348	Syae.g_01507
OG0000209	Prao.g_00357	Syae.g_01528
OG0000210	Prao.g_00358	Syae.g_01529
OG0000211	Prao.g_00371	Syae.g_02234
OG0000212	Prao.g_00378	Syae.g_02244
OG0000213	Prao.g_00395	Syae.g_02003
OG0000214	Prao.g_00405	Syae.g_01986
OG0000215	Prao.g_00429	Syae.g_01955
OG0000216	Prao.g_00431	Syae.g_01951
OG0000217	Prao.g_00434	Syae.g_01947
OG0000218	Prao.g_00436	Syae.g_01945
OG0000219	Prao.g_00437	Syae.g_01944
OG0000220	Prao.g_00438	Syae.g_01943
OG0000221	Prao.g_00439	Syae.g_01937
OG0000222	Prao.g_00446	Syae.g_01926
OG0000223	Prao.g_00459	Syae.g_01904
OG0000224	Prao.g_00461	Syae.g_01897
OG0000225	Prao.g_00480	Syae.g_02208
OG0000226	Prao.g_00484	Syae.g_02212
OG0000227	Prao.g_00486	Syae.g_02214
OG0000228	Prao.g_00489	Syae.g_02218
OG0000229	Prao.g_00540	Syae.g_00994
OG0000230	Prao.g_00542	Syae.g_00992
OG0000231	Prao.g_00553	Syae.g_00980
OG0000232	Prao.g_00564	Syae.g_02496
OG0000233	Prao.g_00569	Syae.g_02504
OG0000234	Prao.g_00582	Syae.g_02532
OG0000235	Prao.g_00585	Syae.g_02308
OG0000236	Prao.g_00599	Syae.g_02323
OG0000237	Prao.g_00612	Syae.g_02340
OG0000238	Prao.g_00618	Syae.g_02345
OG0000239	Prao.g_00631	Syae.g_02360
OG0000240	Prao.g_00632	Syae.g_02361
OG0000241	Prao.g_01861	Syae.g_00065
OG0000242	Prao.g_01859	Syae.g_02372
OG0000243	Prao.g_01162	Syae.g_02391
OG0000244	Prao.g_01165	Syae.g_02399
OG0000245	Prao.g_01167	Syae.g_02401
OG0000246	Prao.g_01171	Syae.g_02405
OG0000247	Prao.g_01181	Syae.g_02416
OG0000248	Prao.g_01183	Syae.g_02419
OG0000249	Prao.g_01185	Syae.g_02421
OG0000250	Prao.g_01864	Syae.g_02431
OG0000251	Prao.g_00029	Syae.g_02455
OG0000252	Prao.g_00032	Syae.g_02458
OG0000253	Prao.g_00033	Syae.g_02459
OG0000254	Prao.g_00049	Syae.g_00021
OG0000255	Prao.g_00055	Syae.g_00041
OG0000256	Prao.g_00066	Syae.g_00058
OG0000257	Prao.g_00069	Syae.g_00064
OG0000258	Prao.g_00082	Syae.g_00083
OG0000259	Prao.g_00099	Syae.g_00608
OG0000260	Prao.g_00102	Syae.g_00603
OG0000261	Prao.g_00104	Syae.g_00600
OG0000262	Prao.g_00108	Syae.g_00595
OG0000263	Prao.g_00119	Syae.g_00671
OG0000264	Prao.g_00129	Syae.g_00761
OG0000265	Prao.g_00648	Syae.g_00932, Syae.g_00226
OG0000266	Prao.g_00658	Syae.g_00457
OG0000267	Prao.g_00669	Syae.g_00304
OG0000268	Prao.g_00670	Syae.g_00308
OG0000269	Prao.g_00736	Syae.g_00526
OG0000270	Prao.g_00739	Syae.g_00523
OG0000271	Prao.g_00747	Syae.g_00515
OG0000272	Prao.g_00748	Syae.g_00514
OG0000273	Prao.g_00771	Syae.g_00825
OG0000274	Prao.g_00772	Syae.g_00826
OG0000275	Prao.g_00775	Syae.g_00832
OG0000276	Prao.g_00780	Syae.g_00839
OG0000277	Prao.g_00781	Syae.g_00840
OG0000278	Prao.g_00784	Syae.g_00843
OG0000279	Prao.g_00791	Syae.g_00851
OG0000280	Prao.g_00792	Syae.g_00877
OG0000281	Prao.g_00797	Syae.g_02057
OG0000282	Prao.g_00847	Syae.g_00573
OG0000283	Prao.g_00879	Syae.g_00321
OG0000284	Prao.g_00884	Syae.g_00327
OG0000285	Prao.g_00889	Syae.g_00340
OG0000286	Prao.g_00901	Syae.g_00359
OG0000287	Prao.g_00918	Syae.g_00387
OG0000288	Prao.g_00947	Syae.g_00419
OG0000289	Prao.g_00958	Syae.g_00433
OG0000290	Prao.g_00971	Syae.g_00796
OG0000291	Prao.g_00973	Syae.g_00794
OG0000292	Prao.g_01025	Syae.g_01705
OG0000293	Prao.g_01098	Syae.g_00938
OG0000294	Prao.g_01097	Syae.g_00937
OG0000295	Prao.g_01077	Syae.g_00893
OG0000296	Prao.g_01075	Syae.g_00891
OG0000297	Prao.g_01067	Syae.g_00645
OG0000298	Prao.g_01066	Syae.g_00646
OG0000299	Prao.g_01049	Syae.g_00680
OG0000300	Prao.g_01046	Syae.g_00686
OG0000301	Prao.g_01045	Syae.g_00687
OG0000302	Prao.g_01043	Syae.g_00691
OG0000303	Prao.g_01036	Syae.g_00700
OG0000304	Prao.g_01032	Syae.g_00706
OG0000305	Prao.g_01247	Syae.g_00791
OG0000306	Prao.g_01244	Syae.g_00277
OG0000307	Prao.g_01230	Syae.g_02290
OG0000308	Prao.g_01229	Syae.g_02288
OG0000309	Prao.g_01225	Syae.g_02283
OG0000310	Prao.g_01382	Syae.g_02687
OG0000311	Prao.g_01384	Syae.g_02682
OG0000312	Prao.g_01387	Syae.g_02664
OG0000313	Prao.g_01401	Syae.g_02647
OG0000314	Prao.g_01423	Syae.g_02618
OG0000315	Prao.g_01433	Syae.g_02609
OG0000316	Prao.g_01453	Syae.g_01118
OG0000317	Prao.g_01550	Syae.g_01160
OG0000318	Prao.g_01553	Syae.g_01164
OG0000319	Prao.g_01566	Syae.g_01181
OG0000320	Prao.g_01568	Syae.g_01183
OG0000321	Prao.g_01569	Syae.g_01184
OG0000322	Prao.g_01570	Syae.g_01185
OG0000323	Prao.g_01579	Syae.g_01200
OG0000324	Prao.g_01605	Syae.g_01049
OG0000325	Prao.g_01616	Syae.g_02033
OG0000326	Prao.g_01622	Syae.g_02040
OG0000327	Prao.g_01646	Syae.g_02080
OG0000328	Prao.g_01647	Syae.g_02081
OG0000329	Prao.g_01664	Syae.g_02099
OG0000330	Prao.g_01665	Syae.g_02100
OG0000331	Prao.g_01666	Syae.g_02101
OG0000332	Prao.g_01680	Syae.g_02116
OG0000333	Prao.g_01682	Syae.g_02119
OG0000334	Prao.g_01690	Syae.g_02128
OG0000335	Prao.g_01695	Syae.g_02132
OG0000336	Prao.g_01699	Syae.g_02136
OG0000337	Prao.g_01715	Syae.g_01879
OG0000338	Prao.g_01716	Syae.g_01876
OG0000339	Prao.g_01720	Syae.g_01869
OG0000340	Prao.g_01728	Syae.g_01855
OG0000341	Prao.g_01730	Syae.g_01853
OG0000342	Prao.g_01731	Syae.g_01852
OG0000343	Prao.g_01732	Syae.g_01848
OG0000344	Prao.g_01735	Syae.g_01843
OG0000345	Prao.g_01740	Syae.g_01833
OG0000346	Prao.g_01744	Syae.g_01828
OG0000347	Prao.g_01760	Syae.g_01805
OG0000348	Prao.g_01770	Syae.g_01781
OG0000349	Prao.g_01787	Syae.g_01763
OG0000350	Prao.g_01806	Syae.g_02047
OG0000351	Prao.g_01823	Syae.g_01684
OG0000352	Prao.g_01824	Syae.g_01685
OG0000353	Prao.g_01840	Syae.g_01711
OG0000354	Prao.g_00637	Syae.g_02351, Syae.g_01731
OG0000355	Prao.g_01842	Syae.g_01713
OG0000356	Prao.g_01843	Syae.g_01714
OG0000357	Prao.g_01844	Syae.g_01715
OG0000358	Prao.g_01848	Syae.g_01719
OG0000359	Prao.g_01849	Syae.g_01721
OG0000360	Prao.g_01850	Syae.g_01722
OG0000361	Prao.g_00157	Syae.g_01723
OG0000362	Prao.g_00159	Syae.g_01725
OG0000363	Prao.g_00161	Syae.g_01727
OG0000364	Prao.g_00162	Syae.g_01728
OG0000365	Prao.g_00167	Syae.g_01737
OG0000366	Prao.g_00168	Syae.g_01738
OG0000367	Prao.g_00169	Syae.g_01739
OG0000368	Prao.g_00171	Syae.g_01741
OG0000369	Prao.g_00172	Syae.g_01742
OG0000370	Prao.g_00173	Syae.g_01743
OG0000371	Prao.g_00178	Syae.g_01751
OG0000372	Prao.g_00181	Syae.g_01756
OG0000373	Prao.g_00182	Syae.g_01757
OG0000374	Prao.g_00183	Syae.g_01758
OG0000375	Prao.g_00186	Syae.g_01759
OG0000376	Prao.g_00188	Syae.g_01761
OG0000377	Prao.g_00191	Syae.g_01561
OG0000378	Prao.g_00193	Syae.g_01553
OG0000379	Prao.g_00196	Syae.g_01550
OG0000380	Prao.g_00205	Syae.g_01281
OG0000381	Prao.g_00209	Syae.g_01285
OG0000382	Prao.g_00220	Syae.g_01322
OG0000383	Prao.g_00222	Syae.g_01324
OG0000384	Prao.g_00223	Syae.g_01325
OG0000385	Prao.g_00224	Syae.g_01326
OG0000386	Prao.g_00225	Syae.g_01327
OG0000387	Prao.g_00238	Syae.g_01354
OG0000388	Prao.g_00241	Syae.g_01358
OG0000389	Prao.g_00244	Syae.g_01362
OG0000390	Prao.g_00251	Syae.g_01378
OG0000391	Prao.g_00255	Syae.g_01383
OG0000392	Prao.g_00259	Syae.g_01389
OG0000393	Prao.g_00261	Syae.g_01392
OG0000394	Prao.g_00262	Syae.g_01393
OG0000395	Prao.g_00263	Syae.g_01394
OG0000396	Prao.g_00266	Syae.g_01397
OG0000397	Prao.g_00268	Syae.g_01400
OG0000398	Prao.g_00270	Syae.g_01405
OG0000399	Prao.g_00271	Syae.g_01406
OG0000400	Prao.g_00272	Syae.g_01407
OG0000401	Prao.g_00273	Syae.g_01408
OG0000402	Prao.g_00274	Syae.g_01410
OG0000403	Prao.g_00275	Syae.g_01411
OG0000404	Prao.g_00276	Syae.g_01412
OG0000405	Prao.g_00280	Syae.g_01426
OG0000406	Prao.g_00285	Syae.g_01430
OG0000407	Prao.g_00286	Syae.g_01431
OG0000408	Prao.g_00288	Syae.g_01433
OG0000409	Prao.g_00290	Syae.g_01435
OG0000410	Prao.g_00291	Syae.g_01436
OG0000411	Prao.g_00292	Syae.g_01437
OG0000412	Prao.g_00293	Syae.g_01438
OG0000413	Prao.g_00294	Syae.g_01440
OG0000415	Prao.g_00296	Syae.g_01441
OG0000416	Prao.g_00297	Syae.g_01442
OG0000417	Prao.g_00298	Syae.g_01443
OG0000418	Prao.g_00303	Syae.g_01448
OG0000419	Prao.g_00305	Syae.g_01450
OG0000420	Prao.g_00306	Syae.g_01452
OG0000421	Prao.g_00311	Syae.g_01457
OG0000422	Prao.g_00312	Syae.g_01458
OG0000423	Prao.g_00313	Syae.g_01459
OG0000424	Prao.g_00314	Syae.g_01460
OG0000425	Prao.g_00315	Syae.g_01461
OG0000426	Prao.g_00316	Syae.g_01462
OG0000427	Prao.g_00317	Syae.g_01463
OG0000428	Prao.g_00319	Syae.g_01466
OG0000429	Prao.g_00320	Syae.g_01468
OG0000430	Prao.g_00321	Syae.g_01470
OG0000431	Prao.g_00323	Syae.g_01473
OG0000432	Prao.g_00326	Syae.g_01481
OG0000433	Prao.g_00327	Syae.g_01484
OG0000434	Prao.g_00328	Syae.g_01485
OG0000435	Prao.g_00329	Syae.g_01486
OG0000436	Prao.g_00334	Syae.g_01491
OG0000437	Prao.g_00335	Syae.g_01492
OG0000438	Prao.g_00336	Syae.g_01493
OG0000439	Prao.g_00338	Syae.g_01495
OG0000440	Prao.g_00339	Syae.g_01496
OG0000441	Prao.g_00342	Syae.g_01501
OG0000442	Prao.g_00343	Syae.g_01502
OG0000443	Prao.g_00344	Syae.g_01503
OG0000444	Prao.g_00349	Syae.g_01509
OG0000445	Prao.g_00350	Syae.g_01510
OG0000446	Prao.g_00351	Syae.g_01512
OG0000447	Prao.g_00352	Syae.g_01517
OG0000448	Prao.g_00353	Syae.g_01518
OG0000449	Prao.g_00354	Syae.g_01519
OG0000450	Prao.g_00355	Syae.g_01525
OG0000451	Prao.g_00356	Syae.g_01526
OG0000452	Prao.g_00359	Syae.g_01530
OG0000453	Prao.g_00360	Syae.g_01531
OG0000454	Prao.g_00361	Syae.g_01532
OG0000455	Prao.g_00362	Syae.g_01533
OG0000456	Prao.g_00363	Syae.g_01534
OG0000457	Prao.g_00364	Syae.g_01536
OG0000458	Prao.g_00365	Syae.g_01538
OG0000459	Prao.g_00366	Syae.g_01539
OG0000460	Prao.g_00373	Syae.g_02236
OG0000461	Prao.g_00380	Syae.g_02024
OG0000462	Prao.g_00382	Syae.g_02021
OG0000463	Prao.g_00383	Syae.g_02020
OG0000464	Prao.g_00384	Syae.g_02019
OG0000465	Prao.g_00385	Syae.g_02018
OG0000466	Prao.g_00388	Syae.g_02014
OG0000467	Prao.g_00389	Syae.g_02012
OG0000468	Prao.g_00391	Syae.g_02007
OG0000469	Prao.g_00400	Syae.g_01992
OG0000470	Prao.g_00402	Syae.g_01990
OG0000471	Prao.g_00403	Syae.g_01989
OG0000472	Prao.g_00404	Syae.g_01987
OG0000473	Prao.g_00406	Syae.g_01985
OG0000474	Prao.g_00407	Syae.g_01984
OG0000475	Prao.g_00408	Syae.g_01983
OG0000476	Prao.g_00409	Syae.g_01981
OG0000477	Prao.g_00412	Syae.g_01975
OG0000478	Prao.g_00413	Syae.g_01974
OG0000479	Prao.g_00414	Syae.g_01973
OG0000480	Prao.g_00419	Syae.g_01966
OG0000481	Prao.g_00421	Syae.g_01964
OG0000482	Prao.g_00422	Syae.g_01963
OG0000483	Prao.g_00425	Syae.g_01959
OG0000484	Prao.g_00426	Syae.g_01958
OG0000485	Prao.g_00427	Syae.g_01957
OG0000486	Prao.g_00428	Syae.g_01956
OG0000487	Prao.g_00432	Syae.g_01950
OG0000488	Prao.g_00435	Syae.g_01946
OG0000489	Prao.g_00440	Syae.g_01936
OG0000490	Prao.g_00444	Syae.g_01928
OG0000491	Prao.g_00445	Syae.g_01927
OG0000492	Prao.g_00447	Syae.g_01925
OG0000493	Prao.g_00448	Syae.g_01924
OG0000494	Prao.g_00449	Syae.g_01923
OG0000495	Prao.g_00450	Syae.g_01922
OG0000496	Prao.g_00451	Syae.g_01921
OG0000497	Prao.g_00452	Syae.g_01920
OG0000498	Prao.g_00453	Syae.g_01919
OG0000499	Prao.g_00454	Syae.g_01918
OG0000500	Prao.g_00455	Syae.g_01917
OG0000501	Prao.g_00457	Syae.g_01914
OG0000502	Prao.g_00460	Syae.g_01902
OG0000503	Prao.g_00470	Syae.g_02192
OG0000504	Prao.g_00471	Syae.g_02194
OG0000505	Prao.g_00472	Syae.g_02195
OG0000506	Prao.g_00474	Syae.g_02197
OG0000507	Prao.g_00476	Syae.g_02203
OG0000508	Prao.g_00479	Syae.g_02207
OG0000509	Prao.g_00481	Syae.g_02209
OG0000510	Prao.g_00482	Syae.g_02210
OG0000511	Prao.g_00483	Syae.g_02211
OG0000512	Prao.g_00485	Syae.g_02213
OG0000513	Prao.g_00492	Syae.g_02223
OG0000514	Prao.g_00535	Syae.g_02229
OG0000515	Prao.g_00536	Syae.g_02230
OG0000516	Prao.g_00537	Syae.g_01000
OG0000517	Prao.g_00539	Syae.g_00995
OG0000518	Prao.g_00550	Syae.g_00983
OG0000519	Prao.g_00551	Syae.g_00982
OG0000520	Prao.g_00552	Syae.g_00981
OG0000521	Prao.g_00557	Syae.g_02491
OG0000522	Prao.g_00559	Syae.g_02493
OG0000523	Prao.g_00560	Syae.g_02494
OG0000524	Prao.g_00567	Syae.g_02501
OG0000525	Prao.g_00570	Syae.g_02520
OG0000526	Prao.g_00571	Syae.g_02523
OG0000527	Prao.g_00579	Syae.g_02528
OG0000528	Prao.g_00584	Syae.g_02304
OG0000529	Prao.g_00587	Syae.g_02310
OG0000530	Prao.g_00590	Syae.g_02313
OG0000531	Prao.g_00591	Syae.g_02314
OG0000532	Prao.g_00593	Syae.g_02317
OG0000533	Prao.g_00594	Syae.g_02318
OG0000534	Prao.g_00595	Syae.g_02319
OG0000535	Prao.g_00596	Syae.g_02320
OG0000536	Prao.g_00597	Syae.g_02321
OG0000537	Prao.g_00598	Syae.g_02322
OG0000538	Prao.g_00606	Syae.g_02333
OG0000539	Prao.g_00607	Syae.g_02334
OG0000540	Prao.g_00608	Syae.g_02335
OG0000541	Prao.g_00609	Syae.g_02336
OG0000542	Prao.g_00611	Syae.g_02339
OG0000543	Prao.g_00613	Syae.g_02341
OG0000544	Prao.g_00614	Syae.g_02342
OG0000545	Prao.g_00616	Syae.g_02344
OG0000546	Prao.g_00619	Syae.g_02346
OG0000547	Prao.g_00621	Syae.g_02348
OG0000548	Prao.g_00622	Syae.g_02349
OG0000549	Prao.g_00624	Syae.g_02354
OG0000550	Prao.g_00629	Syae.g_02358
OG0000551	Prao.g_00633	Syae.g_02363
OG0000552	Prao.g_00634	Syae.g_02364
OG0000553	Prao.g_00635	Syae.g_02366
OG0000554	Prao.g_01857	Syae.g_02375
OG0000555	Prao.g_01161	Syae.g_02390
OG0000556	Prao.g_01163	Syae.g_02394
OG0000557	Prao.g_01164	Syae.g_02398
OG0000558	Prao.g_01166	Syae.g_02400
OG0000559	Prao.g_01170	Syae.g_02404
OG0000560	Prao.g_01173	Syae.g_02407
OG0000561	Prao.g_01174	Syae.g_02408
OG0000562	Prao.g_01175	Syae.g_02409
OG0000563	Prao.g_01176	Syae.g_02410
OG0000564	Prao.g_01177	Syae.g_02411
OG0000565	Prao.g_01180	Syae.g_02414
OG0000566	Prao.g_01182	Syae.g_02418
OG0000567	Prao.g_01186	Syae.g_02422
OG0000568	Prao.g_01187	Syae.g_02427
OG0000569	Prao.g_01862	Syae.g_02428
OG0000570	Prao.g_01863	Syae.g_02429
OG0000571	Prao.g_01865	Syae.g_02433
OG0000572	Prao.g_00025	Syae.g_02448
OG0000573	Prao.g_00030	Syae.g_02456
OG0000574	Prao.g_00031	Syae.g_02457
OG0000575	Prao.g_00035	Syae.g_02461
OG0000576	Prao.g_00037	Syae.g_02463
OG0000577	Prao.g_00038	Syae.g_02464
OG0000578	Prao.g_00039	Syae.g_02465
OG0000579	Prao.g_00040	Syae.g_02466
OG0000580	Prao.g_00041	Syae.g_02467
OG0000581	Prao.g_00043	Syae.g_02473
OG0000582	Prao.g_00046	Syae.g_00018
OG0000583	Prao.g_00047	Syae.g_00019
OG0000584	Prao.g_00048	Syae.g_00020
OG0000585	Prao.g_00050	Syae.g_00022
OG0000586	Prao.g_00051	Syae.g_00023
OG0000587	Prao.g_00052	Syae.g_00025
OG0000588	Prao.g_00056	Syae.g_00043
OG0000589	Prao.g_00060	Syae.g_00047
OG0000590	Prao.g_00061	Syae.g_00048
