Orthogroup	Prao	Prbb
OG0000175	Prao.g_01820	Prbb.g_02165
OG0000176	Prao.g_01845	Prbb.g_00004
OG0000177	Prao.g_01846	Prbb.g_00005
OG0000178	Prao.g_01847	Prbb.g_00007, Prbb.g_00006
OG0000179	Prao.g_00163	Prbb.g_00017
OG0000180	Prao.g_00164	Prbb.g_00018
OG0000181	Prao.g_00165	Prbb.g_00019
OG0000182	Prao.g_00166	Prbb.g_00020
OG0000183	Prao.g_00170	Prbb.g_00024
OG0000184	Prao.g_00192	Prbb.g_00061
OG0000185	Prao.g_00195	Prbb.g_00064
OG0000186	Prao.g_00203	Prbb.g_00119
OG0000187	Prao.g_00204	Prbb.g_00120
OG0000188	Prao.g_00221	Prbb.g_00137
OG0000189	Prao.g_00235	Prbb.g_00151
OG0000190	Prao.g_00236	Prbb.g_00152
OG0000191	Prao.g_00256	Prbb.g_00175
OG0000192	Prao.g_00260	Prbb.g_00179
OG0000193	Prao.g_00284	Prbb.g_00203
OG0000194	Prao.g_00287	Prbb.g_00206
OG0000195	Prao.g_00289	Prbb.g_00208
OG0000196	Prao.g_00299	Prbb.g_00218
OG0000197	Prao.g_00300	Prbb.g_00219
OG0000198	Prao.g_00301	Prbb.g_00220
OG0000199	Prao.g_00308	Prbb.g_00227
OG0000200	Prao.g_00322	Prbb.g_00240
OG0000201	Prao.g_00330	Prbb.g_00249
OG0000202	Prao.g_00331	Prbb.g_00250
OG0000203	Prao.g_00332	Prbb.g_00251
OG0000204	Prao.g_00333	Prbb.g_00252
OG0000205	Prao.g_00340	Prbb.g_00259
OG0000206	Prao.g_00345	Prbb.g_00263
OG0000207	Prao.g_00347	Prbb.g_00265
OG0000208	Prao.g_00348	Prbb.g_00266
OG0000209	Prao.g_00357	Prbb.g_00275
OG0000210	Prao.g_00358	Prbb.g_00276
OG0000211	Prao.g_00371	Prbb.g_00290
OG0000212	Prao.g_00378	Prbb.g_00298
OG0000213	Prao.g_00395	Prbb.g_00313
OG0000214	Prao.g_00405	Prbb.g_00321
OG0000215	Prao.g_00429	Prbb.g_00344
OG0000216	Prao.g_00431	Prbb.g_00345
OG0000217	Prao.g_00434	Prbb.g_00348
OG0000218	Prao.g_00436	Prbb.g_00350
OG0000219	Prao.g_00437	Prbb.g_00351
OG0000220	Prao.g_00438	Prbb.g_00352
OG0000221	Prao.g_00439	Prbb.g_00353
OG0000222	Prao.g_00446	Prbb.g_00361
OG0000223	Prao.g_00459	Prbb.g_00374
OG0000224	Prao.g_00461	Prbb.g_00376
OG0000225	Prao.g_00480	Prbb.g_00405
OG0000226	Prao.g_00484	Prbb.g_00409
OG0000227	Prao.g_00486	Prbb.g_00411
OG0000228	Prao.g_00489	Prbb.g_00415
OG0000229	Prao.g_00540	Prbb.g_00441
OG0000230	Prao.g_00542	Prbb.g_00443
OG0000231	Prao.g_00553	Prbb.g_00454
OG0000232	Prao.g_00564	Prbb.g_00462
OG0000233	Prao.g_00569	Prbb.g_00470
OG0000234	Prao.g_00582	Prbb.g_00479
OG0000235	Prao.g_00585	Prbb.g_00483
OG0000236	Prao.g_00599	Prbb.g_00497
OG0000237	Prao.g_00612	Prbb.g_00510
OG0000238	Prao.g_00618	Prbb.g_00516
OG0000239	Prao.g_00631	Prbb.g_00528
OG0000240	Prao.g_00632	Prbb.g_00529
OG0000241	Prao.g_01861	Prbb.g_00533
OG0000242	Prao.g_01859	Prbb.g_00535
OG0000243	Prao.g_01162	Prbb.g_00546
OG0000244	Prao.g_01165	Prbb.g_00550
OG0000245	Prao.g_01167	Prbb.g_00552
OG0000246	Prao.g_01171	Prbb.g_00556
OG0000247	Prao.g_01181	Prbb.g_00566
OG0000248	Prao.g_01183	Prbb.g_00568
OG0000249	Prao.g_01185	Prbb.g_00570
OG0000250	Prao.g_01864	Prbb.g_00575
OG0000251	Prao.g_00029	Prbb.g_00591
OG0000252	Prao.g_00032	Prbb.g_00593
OG0000253	Prao.g_00033	Prbb.g_00595
OG0000254	Prao.g_00049	Prbb.g_00612
OG0000255	Prao.g_00055	Prbb.g_00618
OG0000256	Prao.g_00066	Prbb.g_00628
OG0000257	Prao.g_00069	Prbb.g_00631
OG0000258	Prao.g_00082	Prbb.g_00644
OG0000259	Prao.g_00099	Prbb.g_00661
OG0000260	Prao.g_00102	Prbb.g_00665
OG0000261	Prao.g_00104	Prbb.g_00668
OG0000262	Prao.g_00108	Prbb.g_00673
OG0000263	Prao.g_00119	Prbb.g_00686
OG0000264	Prao.g_00129	Prbb.g_00697, Prbb.g_00698
OG0000265	Prao.g_00648	Prbb.g_00713
OG0000266	Prao.g_00658	Prbb.g_00723
OG0000267	Prao.g_00669	Prbb.g_00736
OG0000268	Prao.g_00670	Prbb.g_00737
OG0000269	Prao.g_00736	Prbb.g_00778
OG0000270	Prao.g_00739	Prbb.g_00781
OG0000271	Prao.g_00747	Prbb.g_00789
OG0000272	Prao.g_00748	Prbb.g_00790
OG0000273	Prao.g_00771	Prbb.g_00814
OG0000274	Prao.g_00772	Prbb.g_00815
OG0000275	Prao.g_00775	Prbb.g_00817
OG0000276	Prao.g_00780	Prbb.g_00823
OG0000277	Prao.g_00781	Prbb.g_00824
OG0000278	Prao.g_00784	Prbb.g_00828
OG0000279	Prao.g_00791	Prbb.g_00835
OG0000280	Prao.g_00792	Prbb.g_01370
OG0000281	Prao.g_00797	Prbb.g_00841
OG0000282	Prao.g_00847	Prbb.g_00934
OG0000283	Prao.g_00879	Prbb.g_00965
OG0000284	Prao.g_00884	Prbb.g_00970
OG0000285	Prao.g_00889	Prbb.g_00975
OG0000286	Prao.g_00901	Prbb.g_00990
OG0000287	Prao.g_00918	Prbb.g_00101
OG0000288	Prao.g_00947	Prbb.g_01039
OG0000289	Prao.g_00958	Prbb.g_01051
OG0000290	Prao.g_00971	Prbb.g_01067
OG0000291	Prao.g_00973	Prbb.g_01069
OG0000292	Prao.g_01025	Prbb.g_01238
OG0000293	Prao.g_01098	Prbb.g_01527
OG0000294	Prao.g_01097	Prbb.g_01526
OG0000295	Prao.g_01077	Prbb.g_01502
OG0000296	Prao.g_01075	Prbb.g_01500
OG0000297	Prao.g_01067	Prbb.g_01491
OG0000298	Prao.g_01066	Prbb.g_01490
OG0000299	Prao.g_01049	Prbb.g_01471
OG0000300	Prao.g_01046	Prbb.g_01468
OG0000301	Prao.g_01045	Prbb.g_01467
OG0000302	Prao.g_01043	Prbb.g_01464
OG0000303	Prao.g_01036	Prbb.g_01459
OG0000304	Prao.g_01032	Prbb.g_01456
OG0000305	Prao.g_01247	Prbb.g_01789
OG0000306	Prao.g_01244	Prbb.g_00845
OG0000307	Prao.g_01230	Prbb.g_01648
OG0000308	Prao.g_01229	Prbb.g_01649
OG0000309	Prao.g_01225	Prbb.g_01653
OG0000310	Prao.g_01382	Prbb.g_01671
OG0000311	Prao.g_01384	Prbb.g_01673
OG0000312	Prao.g_01387	Prbb.g_01676
OG0000313	Prao.g_01401	Prbb.g_01690
OG0000314	Prao.g_01423	Prbb.g_01711
OG0000315	Prao.g_01433	Prbb.g_01721
OG0000316	Prao.g_01453	Prbb.g_01746
OG0000317	Prao.g_01550	Prbb.g_01821
OG0000318	Prao.g_01553	Prbb.g_01824
OG0000319	Prao.g_01566	Prbb.g_01835
OG0000320	Prao.g_01568	Prbb.g_01837
OG0000321	Prao.g_01569	Prbb.g_01838
OG0000322	Prao.g_01570	Prbb.g_01839
OG0000323	Prao.g_01579	Prbb.g_01848
OG0000324	Prao.g_01605	Prbb.g_01875
OG0000325	Prao.g_01616	Prbb.g_01924
OG0000326	Prao.g_01622	Prbb.g_01930
OG0000327	Prao.g_01646	Prbb.g_01959
OG0000328	Prao.g_01647	Prbb.g_01960
OG0000329	Prao.g_01664	Prbb.g_01977
OG0000330	Prao.g_01665	Prbb.g_01978
OG0000331	Prao.g_01666	Prbb.g_01979
OG0000332	Prao.g_01680	Prbb.g_01993
OG0000333	Prao.g_01682	Prbb.g_01995
OG0000334	Prao.g_01690	Prbb.g_02004
OG0000335	Prao.g_01695	Prbb.g_02009
OG0000336	Prao.g_01699	Prbb.g_02013
OG0000337	Prao.g_01715	Prbb.g_02031
OG0000338	Prao.g_01716	Prbb.g_02032
OG0000339	Prao.g_01720	Prbb.g_02037
OG0000340	Prao.g_01728	Prbb.g_02046
OG0000341	Prao.g_01730	Prbb.g_02048
OG0000342	Prao.g_01731	Prbb.g_02049
OG0000343	Prao.g_01732	Prbb.g_02050
OG0000344	Prao.g_01735	Prbb.g_02053
OG0000345	Prao.g_01740	Prbb.g_02058
OG0000346	Prao.g_01744	Prbb.g_02062
OG0000347	Prao.g_01760	Prbb.g_02082
OG0000348	Prao.g_01770	Prbb.g_02104
OG0000349	Prao.g_01787	Prbb.g_02122
OG0000350	Prao.g_01806	Prbb.g_02143
OG0000351	Prao.g_01823	Prbb.g_02168
OG0000352	Prao.g_01824	Prbb.g_02169
OG0000353	Prao.g_01840	Prbb.g_02188
OG0000355	Prao.g_01842	Prbb.g_00001
OG0000356	Prao.g_01843	Prbb.g_00002
OG0000357	Prao.g_01844	Prbb.g_00003
OG0000358	Prao.g_01848	Prbb.g_00008
OG0000359	Prao.g_01849	Prbb.g_00009
OG0000360	Prao.g_01850	Prbb.g_00010
OG0000361	Prao.g_00157	Prbb.g_00011
OG0000362	Prao.g_00159	Prbb.g_00013
OG0000363	Prao.g_00161	Prbb.g_00015
OG0000364	Prao.g_00162	Prbb.g_00016
OG0000365	Prao.g_00167	Prbb.g_00021
OG0000366	Prao.g_00168	Prbb.g_00022
OG0000367	Prao.g_00169	Prbb.g_00023
OG0000368	Prao.g_00171	Prbb.g_00025
OG0000369	Prao.g_00172	Prbb.g_00026
OG0000370	Prao.g_00173	Prbb.g_00027
OG0000371	Prao.g_00178	Prbb.g_00033
OG0000372	Prao.g_00181	Prbb.g_00035
OG0000373	Prao.g_00182	Prbb.g_00036
OG0000374	Prao.g_00183	Prbb.g_00037
OG0000375	Prao.g_00186	Prbb.g_00055
OG0000376	Prao.g_00188	Prbb.g_00057
OG0000377	Prao.g_00191	Prbb.g_00060
OG0000378	Prao.g_00193	Prbb.g_00062
OG0000379	Prao.g_00196	Prbb.g_00065
OG0000380	Prao.g_00205	Prbb.g_00121
OG0000381	Prao.g_00209	Prbb.g_00125
OG0000382	Prao.g_00220	Prbb.g_00136
OG0000383	Prao.g_00222	Prbb.g_00138
OG0000384	Prao.g_00223	Prbb.g_00139
OG0000385	Prao.g_00224	Prbb.g_00140
OG0000386	Prao.g_00225	Prbb.g_00141
OG0000387	Prao.g_00238	Prbb.g_00154
OG0000388	Prao.g_00241	Prbb.g_00158
OG0000389	Prao.g_00244	Prbb.g_00161
OG0000390	Prao.g_00251	Prbb.g_00170
OG0000391	Prao.g_00255	Prbb.g_00174
OG0000392	Prao.g_00259	Prbb.g_00177
OG0000393	Prao.g_00261	Prbb.g_00180
OG0000394	Prao.g_00262	Prbb.g_00181
OG0000395	Prao.g_00263	Prbb.g_00182
OG0000396	Prao.g_00266	Prbb.g_00185
OG0000397	Prao.g_00268	Prbb.g_00187
OG0000398	Prao.g_00270	Prbb.g_00190
OG0000399	Prao.g_00271	Prbb.g_00191
OG0000400	Prao.g_00272	Prbb.g_00192
OG0000401	Prao.g_00273	Prbb.g_00193
OG0000402	Prao.g_00274	Prbb.g_01101
OG0000403	Prao.g_00275	Prbb.g_00194
OG0000404	Prao.g_00276	Prbb.g_00195
OG0000405	Prao.g_00280	Prbb.g_00200
OG0000406	Prao.g_00285	Prbb.g_00204
OG0000407	Prao.g_00286	Prbb.g_00205
OG0000408	Prao.g_00288	Prbb.g_00207
OG0000409	Prao.g_00290	Prbb.g_00209
OG0000410	Prao.g_00291	Prbb.g_00210
OG0000411	Prao.g_00292	Prbb.g_00211
OG0000412	Prao.g_00293	Prbb.g_00212
OG0000413	Prao.g_00294	Prbb.g_00213
OG0000414	Prao.g_00295	Prbb.g_00214
OG0000415	Prao.g_00296	Prbb.g_00215
OG0000416	Prao.g_00297	Prbb.g_00216
OG0000417	Prao.g_00298	Prbb.g_00217
OG0000418	Prao.g_00303	Prbb.g_00222
OG0000419	Prao.g_00305	Prbb.g_00224
OG0000420	Prao.g_00306	Prbb.g_00225
OG0000421	Prao.g_00311	Prbb.g_00229
OG0000422	Prao.g_00312	Prbb.g_00230
OG0000423	Prao.g_00313	Prbb.g_00231
OG0000424	Prao.g_00314	Prbb.g_00232
OG0000425	Prao.g_00315	Prbb.g_00233
OG0000426	Prao.g_00316	Prbb.g_00234
OG0000427	Prao.g_00317	Prbb.g_00235
OG0000428	Prao.g_00319	Prbb.g_00237
OG0000429	Prao.g_00320	Prbb.g_00238
OG0000430	Prao.g_00321	Prbb.g_00239
OG0000431	Prao.g_00323	Prbb.g_00241
OG0000432	Prao.g_00326	Prbb.g_00245
OG0000433	Prao.g_00327	Prbb.g_00246
OG0000434	Prao.g_00328	Prbb.g_00247
OG0000435	Prao.g_00329	Prbb.g_00248
OG0000436	Prao.g_00334	Prbb.g_00253
OG0000437	Prao.g_00335	Prbb.g_00254
OG0000438	Prao.g_00336	Prbb.g_00255
OG0000439	Prao.g_00338	Prbb.g_00257
OG0000440	Prao.g_00339	Prbb.g_00258
OG0000441	Prao.g_00342	Prbb.g_00260
OG0000442	Prao.g_00343	Prbb.g_00261
OG0000443	Prao.g_00344	Prbb.g_00262
OG0000444	Prao.g_00349	Prbb.g_00267
OG0000445	Prao.g_00350	Prbb.g_00268
OG0000446	Prao.g_00351	Prbb.g_00269
OG0000447	Prao.g_00352	Prbb.g_00270
OG0000448	Prao.g_00353	Prbb.g_00271
OG0000449	Prao.g_00354	Prbb.g_00272
OG0000450	Prao.g_00355	Prbb.g_00273
OG0000451	Prao.g_00356	Prbb.g_00274
OG0000452	Prao.g_00359	Prbb.g_00277
OG0000453	Prao.g_00360	Prbb.g_00278
OG0000454	Prao.g_00361	Prbb.g_00279
OG0000455	Prao.g_00362	Prbb.g_00280
OG0000456	Prao.g_00363	Prbb.g_00281
OG0000457	Prao.g_00364	Prbb.g_00282
OG0000458	Prao.g_00365	Prbb.g_00283
OG0000459	Prao.g_00366	Prbb.g_00284
OG0000460	Prao.g_00373	Prbb.g_00292
OG0000461	Prao.g_00380	Prbb.g_00300
OG0000462	Prao.g_00382	Prbb.g_00302
OG0000463	Prao.g_00383	Prbb.g_00303
OG0000464	Prao.g_00384	Prbb.g_00304
OG0000465	Prao.g_00385	Prbb.g_00305
OG0000466	Prao.g_00388	Prbb.g_00306
OG0000467	Prao.g_00389	Prbb.g_00307
OG0000468	Prao.g_00391	Prbb.g_00309
OG0000469	Prao.g_00400	Prbb.g_00316
OG0000470	Prao.g_00402	Prbb.g_00318
OG0000471	Prao.g_00403	Prbb.g_00319
OG0000472	Prao.g_00404	Prbb.g_00320
OG0000473	Prao.g_00406	Prbb.g_00322
OG0000474	Prao.g_00407	Prbb.g_00323
OG0000475	Prao.g_00408	Prbb.g_00324
OG0000476	Prao.g_00409	Prbb.g_00326
OG0000477	Prao.g_00412	Prbb.g_00328
OG0000478	Prao.g_00413	Prbb.g_00329
OG0000479	Prao.g_00414	Prbb.g_00330
OG0000480	Prao.g_00419	Prbb.g_00334
OG0000481	Prao.g_00421	Prbb.g_00336
OG0000482	Prao.g_00422	Prbb.g_00337
OG0000483	Prao.g_00425	Prbb.g_00340
OG0000484	Prao.g_00426	Prbb.g_00341
OG0000485	Prao.g_00427	Prbb.g_00342
OG0000486	Prao.g_00428	Prbb.g_00343
OG0000487	Prao.g_00432	Prbb.g_00346
OG0000488	Prao.g_00435	Prbb.g_00349
OG0000489	Prao.g_00440	Prbb.g_00354
OG0000490	Prao.g_00444	Prbb.g_00359
OG0000491	Prao.g_00445	Prbb.g_00360
OG0000492	Prao.g_00447	Prbb.g_00362
OG0000493	Prao.g_00448	Prbb.g_00363
OG0000494	Prao.g_00449	Prbb.g_00364
OG0000495	Prao.g_00450	Prbb.g_00365
OG0000496	Prao.g_00451	Prbb.g_00366
OG0000497	Prao.g_00452	Prbb.g_00367
OG0000498	Prao.g_00453	Prbb.g_00368
OG0000499	Prao.g_00454	Prbb.g_00369
OG0000500	Prao.g_00455	Prbb.g_00370
OG0000501	Prao.g_00457	Prbb.g_00372
OG0000502	Prao.g_00460	Prbb.g_00375
OG0000503	Prao.g_00470	Prbb.g_00394
OG0000504	Prao.g_00471	Prbb.g_00396
OG0000505	Prao.g_00472	Prbb.g_00397
OG0000506	Prao.g_00474	Prbb.g_00398
OG0000507	Prao.g_00476	Prbb.g_00401
OG0000508	Prao.g_00479	Prbb.g_00404
OG0000509	Prao.g_00481	Prbb.g_00406
OG0000510	Prao.g_00482	Prbb.g_00407
OG0000511	Prao.g_00483	Prbb.g_00408
OG0000512	Prao.g_00485	Prbb.g_00410
OG0000513	Prao.g_00492	Prbb.g_00419
OG0000514	Prao.g_00535	Prbb.g_00436
OG0000515	Prao.g_00536	Prbb.g_00437
OG0000516	Prao.g_00537	Prbb.g_00438
OG0000517	Prao.g_00539	Prbb.g_00440
OG0000518	Prao.g_00550	Prbb.g_00451
OG0000519	Prao.g_00551	Prbb.g_00452
OG0000520	Prao.g_00552	Prbb.g_00453
OG0000521	Prao.g_00557	Prbb.g_00458
OG0000522	Prao.g_00559	Prbb.g_00460
OG0000523	Prao.g_00560	Prbb.g_00461
OG0000524	Prao.g_00567	Prbb.g_00468
OG0000525	Prao.g_00570	Prbb.g_00472
OG0000526	Prao.g_00571	Prbb.g_00473
OG0000527	Prao.g_00579	Prbb.g_00476
OG0000528	Prao.g_00584	Prbb.g_00482
OG0000529	Prao.g_00587	Prbb.g_00486
OG0000530	Prao.g_00590	Prbb.g_00489
OG0000531	Prao.g_00591	Prbb.g_00490
OG0000532	Prao.g_00593	Prbb.g_00491
OG0000533	Prao.g_00594	Prbb.g_00492
OG0000534	Prao.g_00595	Prbb.g_00493
OG0000535	Prao.g_00596	Prbb.g_00494
OG0000536	Prao.g_00597	Prbb.g_00495
OG0000537	Prao.g_00598	Prbb.g_00496
OG0000538	Prao.g_00606	Prbb.g_00504
OG0000539	Prao.g_00607	Prbb.g_00505
OG0000540	Prao.g_00608	Prbb.g_00506
OG0000541	Prao.g_00609	Prbb.g_00507
OG0000542	Prao.g_00611	Prbb.g_00509
OG0000543	Prao.g_00613	Prbb.g_00511
OG0000544	Prao.g_00614	Prbb.g_00512
OG0000545	Prao.g_00616	Prbb.g_00514
OG0000546	Prao.g_00619	Prbb.g_00517
OG0000547	Prao.g_00621	Prbb.g_00519
OG0000548	Prao.g_00622	Prbb.g_00520
OG0000549	Prao.g_00624	Prbb.g_00523
OG0000550	Prao.g_00629	Prbb.g_00527
