Orthogroup	Prao	Syab
OG0000234	Prao.g_00582	Syab.g_00699
OG0000235	Prao.g_00585	Syab.g_02095
OG0000236	Prao.g_00599	Syab.g_02111
OG0000237	Prao.g_00612	Syab.g_02129
OG0000238	Prao.g_00618	Syab.g_02134
OG0000239	Prao.g_00631	Syab.g_02151
OG0000240	Prao.g_00632	Syab.g_02152
OG0000241	Prao.g_01861	Syab.g_01884
OG0000242	Prao.g_01859	Syab.g_02043
OG0000243	Prao.g_01162	Syab.g_02025
OG0000244	Prao.g_01165	Syab.g_02017
OG0000245	Prao.g_01167	Syab.g_02015
OG0000246	Prao.g_01171	Syab.g_02011
OG0000247	Prao.g_01181	Syab.g_01999
OG0000248	Prao.g_01183	Syab.g_01996
OG0000249	Prao.g_01185	Syab.g_01994
OG0000250	Prao.g_01864	Syab.g_01988
OG0000251	Prao.g_00029	Syab.g_01961
OG0000252	Prao.g_00032	Syab.g_01958
OG0000253	Prao.g_00033	Syab.g_01956
OG0000254	Prao.g_00049	Syab.g_01925
OG0000255	Prao.g_00055	Syab.g_01912
OG0000256	Prao.g_00066	Syab.g_01890
OG0000257	Prao.g_00069	Syab.g_01885
OG0000258	Prao.g_00082	Syab.g_01861
OG0000259	Prao.g_00099	Syab.g_01538
OG0000260	Prao.g_00102	Syab.g_01544
OG0000261	Prao.g_00104	Syab.g_01556
OG0000262	Prao.g_00108	Syab.g_01561
OG0000263	Prao.g_00119	Syab.g_01035
OG0000264	Prao.g_00129	Syab.g_01173
OG0000265	Prao.g_00648	Syab.g_01773
OG0000266	Prao.g_00658	Syab.g_01667
OG0000267	Prao.g_00669	Syab.g_01433
OG0000268	Prao.g_00670	Syab.g_01432
OG0000269	Prao.g_00736	Syab.g_01650
OG0000270	Prao.g_00739	Syab.g_01657
OG0000271	Prao.g_00747	Syab.g_01279
OG0000272	Prao.g_00748	Syab.g_01280
OG0000273	Prao.g_00771	Syab.g_01699
OG0000274	Prao.g_00772	Syab.g_01700
OG0000275	Prao.g_00775	Syab.g_01704
OG0000276	Prao.g_00780	Syab.g_01712
OG0000277	Prao.g_00781	Syab.g_01713
OG0000278	Prao.g_00784	Syab.g_01716
OG0000279	Prao.g_00791	Syab.g_01724
OG0000280	Prao.g_00792	Syab.g_01736
OG0000281	Prao.g_00797	Syab.g_00685, Syab.g_00852, Syab.g_01077, Syab.g_01546
OG0000282	Prao.g_00847	Syab.g_01631
OG0000283	Prao.g_00879	Syab.g_01418
OG0000284	Prao.g_00884	Syab.g_01413
OG0000285	Prao.g_00889	Syab.g_01402
OG0000286	Prao.g_00901	Syab.g_01384
OG0000287	Prao.g_00918	Syab.g_01350
OG0000288	Prao.g_00947	Syab.g_01318
OG0000289	Prao.g_00958	Syab.g_01303
OG0000290	Prao.g_00971	Syab.g_01213
OG0000291	Prao.g_00973	Syab.g_01211
OG0000292	Prao.g_01025	Syab.g_02907
OG0000293	Prao.g_01098	Syab.g_00946
OG0000294	Prao.g_01097	Syab.g_00947
OG0000295	Prao.g_01077	Syab.g_01001
OG0000296	Prao.g_01075	Syab.g_01003
OG0000297	Prao.g_01067	Syab.g_01016
OG0000298	Prao.g_01066	Syab.g_01017
OG0000299	Prao.g_01049	Syab.g_01047
OG0000300	Prao.g_01046	Syab.g_01054
OG0000301	Prao.g_01045	Syab.g_01055
OG0000302	Prao.g_01043	Syab.g_01056
OG0000303	Prao.g_01036	Syab.g_01149
OG0000304	Prao.g_01032	Syab.g_01143
OG0000305	Prao.g_01247	Syab.g_01208
OG0000306	Prao.g_01244	Syab.g_01819
OG0000307	Prao.g_01230	Syab.g_02078
OG0000308	Prao.g_01229	Syab.g_02076
OG0000309	Prao.g_01225	Syab.g_02071
OG0000310	Prao.g_01382	Syab.g_00817
OG0000311	Prao.g_01384	Syab.g_00811
OG0000312	Prao.g_01387	Syab.g_00793
OG0000313	Prao.g_01401	Syab.g_00769
OG0000314	Prao.g_01423	Syab.g_00736
OG0000315	Prao.g_01433	Syab.g_00726
OG0000316	Prao.g_01453	Syab.g_02189
OG0000317	Prao.g_01550	Syab.g_02251
OG0000318	Prao.g_01553	Syab.g_02257
OG0000319	Prao.g_01566	Syab.g_02291
OG0000320	Prao.g_01568	Syab.g_02293
OG0000321	Prao.g_01569	Syab.g_02294
OG0000322	Prao.g_01570	Syab.g_02295
OG0000323	Prao.g_01579	Syab.g_02310
OG0000324	Prao.g_01605	Syab.g_02341
OG0000325	Prao.g_01616	Syab.g_00368
OG0000326	Prao.g_01622	Syab.g_00375
OG0000327	Prao.g_01646	Syab.g_00402
OG0000328	Prao.g_01647	Syab.g_00403
OG0000329	Prao.g_01664	Syab.g_00420
OG0000330	Prao.g_01665	Syab.g_00421
OG0000331	Prao.g_01666	Syab.g_00422
OG0000332	Prao.g_01680	Syab.g_00437
OG0000333	Prao.g_01682	Syab.g_00440
OG0000334	Prao.g_01690	Syab.g_00450
OG0000335	Prao.g_01695	Syab.g_00455
OG0000336	Prao.g_01699	Syab.g_00459
OG0000337	Prao.g_01715	Syab.g_00210
OG0000338	Prao.g_01716	Syab.g_00207
OG0000339	Prao.g_01720	Syab.g_00201
OG0000340	Prao.g_01728	Syab.g_00135
OG0000341	Prao.g_01730	Syab.g_00157, Syab.g_00133
OG0000342	Prao.g_01731	Syab.g_00132
OG0000343	Prao.g_01732	Syab.g_00131
OG0000344	Prao.g_01735	Syab.g_00127, Syab.g_02424
OG0000345	Prao.g_01740	Syab.g_00117
OG0000346	Prao.g_01744	Syab.g_00112
OG0000347	Prao.g_01760	Syab.g_00087
OG0000348	Prao.g_01770	Syab.g_00076
OG0000349	Prao.g_01787	Syab.g_00054
OG0000350	Prao.g_01806	Syab.g_00382
OG0000351	Prao.g_01823	Syab.g_02879
OG0000352	Prao.g_01824	Syab.g_02880
OG0000353	Prao.g_01840	Syab.g_02913
OG0000354	Prao.g_00637	Syab.g_02140, Syab.g_00020
OG0000355	Prao.g_01842	Syab.g_00001
OG0000356	Prao.g_01843	Syab.g_00002
OG0000357	Prao.g_01844	Syab.g_00003
OG0000358	Prao.g_01848	Syab.g_00007
OG0000359	Prao.g_01849	Syab.g_00009
OG0000360	Prao.g_01850	Syab.g_00010
OG0000361	Prao.g_00157	Syab.g_00011
OG0000362	Prao.g_00159	Syab.g_00013
OG0000363	Prao.g_00161	Syab.g_00015
OG0000364	Prao.g_00162	Syab.g_00016
OG0000365	Prao.g_00167	Syab.g_00026
OG0000366	Prao.g_00168	Syab.g_00027
OG0000367	Prao.g_00169	Syab.g_00028
OG0000368	Prao.g_00171	Syab.g_00030
OG0000369	Prao.g_00172	Syab.g_00031
OG0000370	Prao.g_00173	Syab.g_00032
OG0000371	Prao.g_00178	Syab.g_00711, Syab.g_00039
OG0000372	Prao.g_00181	Syab.g_00045
OG0000373	Prao.g_00182	Syab.g_00046
OG0000374	Prao.g_00183	Syab.g_00047
OG0000375	Prao.g_00186	Syab.g_00050
OG0000376	Prao.g_00188	Syab.g_00052
OG0000377	Prao.g_00191	Syab.g_02748
OG0000378	Prao.g_00193	Syab.g_02717
OG0000379	Prao.g_00196	Syab.g_02714
OG0000380	Prao.g_00205	Syab.g_02432
OG0000381	Prao.g_00209	Syab.g_02435
OG0000382	Prao.g_00220	Syab.g_02453
OG0000383	Prao.g_00222	Syab.g_02459
OG0000384	Prao.g_00223	Syab.g_02460
OG0000385	Prao.g_00224	Syab.g_02461
OG0000386	Prao.g_00225	Syab.g_02462
OG0000387	Prao.g_00238	Syab.g_02491
OG0000388	Prao.g_00241	Syab.g_02495
OG0000389	Prao.g_00244	Syab.g_02499
OG0000390	Prao.g_00251	Syab.g_02516
OG0000391	Prao.g_00255	Syab.g_02521
OG0000392	Prao.g_00259	Syab.g_02527
OG0000393	Prao.g_00261	Syab.g_02530
OG0000394	Prao.g_00262	Syab.g_02531
OG0000395	Prao.g_00263	Syab.g_02532
OG0000396	Prao.g_00266	Syab.g_02535
OG0000397	Prao.g_00268	Syab.g_02537
OG0000398	Prao.g_00270	Syab.g_02542
OG0000399	Prao.g_00271	Syab.g_02543
OG0000400	Prao.g_00272	Syab.g_02544
OG0000401	Prao.g_00273	Syab.g_02545
OG0000402	Prao.g_00274	Syab.g_02547
OG0000403	Prao.g_00275	Syab.g_02548
OG0000404	Prao.g_00276	Syab.g_02550
OG0000405	Prao.g_00280	Syab.g_02562
OG0000406	Prao.g_00285	Syab.g_02566
OG0000407	Prao.g_00286	Syab.g_02567
OG0000408	Prao.g_00288	Syab.g_02569
OG0000409	Prao.g_00290	Syab.g_02571
OG0000410	Prao.g_00291	Syab.g_02572
OG0000411	Prao.g_00292	Syab.g_02573
OG0000412	Prao.g_00293	Syab.g_02574
OG0000413	Prao.g_00294	Syab.g_02576
OG0000414	Prao.g_00295	Syab.g_02577
OG0000415	Prao.g_00296	Syab.g_02578
OG0000416	Prao.g_00297	Syab.g_02579
OG0000417	Prao.g_00298	Syab.g_02580
OG0000418	Prao.g_00303	Syab.g_02585
OG0000419	Prao.g_00305	Syab.g_02587
OG0000420	Prao.g_00306	Syab.g_02589
OG0000421	Prao.g_00311	Syab.g_02595
OG0000422	Prao.g_00312	Syab.g_02596
OG0000423	Prao.g_00313	Syab.g_02597
OG0000424	Prao.g_00314	Syab.g_02598
OG0000425	Prao.g_00315	Syab.g_02599
OG0000426	Prao.g_00316	Syab.g_02600
OG0000427	Prao.g_00317	Syab.g_02601
OG0000428	Prao.g_00319	Syab.g_02604
OG0000429	Prao.g_00320	Syab.g_02608
OG0000430	Prao.g_00321	Syab.g_02610
OG0000431	Prao.g_00323	Syab.g_02613
OG0000432	Prao.g_00326	Syab.g_02619
OG0000433	Prao.g_00327	Syab.g_02622
OG0000434	Prao.g_00328	Syab.g_02623
OG0000435	Prao.g_00329	Syab.g_02625
OG0000436	Prao.g_00334	Syab.g_02632
OG0000437	Prao.g_00335	Syab.g_02633
OG0000438	Prao.g_00336	Syab.g_02634
OG0000439	Prao.g_00338	Syab.g_02636
OG0000440	Prao.g_00339	Syab.g_02637
OG0000441	Prao.g_00342	Syab.g_02641
OG0000442	Prao.g_00343	Syab.g_02642
OG0000443	Prao.g_00344	Syab.g_02668
OG0000444	Prao.g_00349	Syab.g_02681
OG0000445	Prao.g_00350	Syab.g_02682
OG0000446	Prao.g_00351	Syab.g_02684
OG0000447	Prao.g_00352	Syab.g_02687
OG0000448	Prao.g_00353	Syab.g_02688
OG0000449	Prao.g_00354	Syab.g_02689
OG0000450	Prao.g_00355	Syab.g_02695
OG0000451	Prao.g_00356	Syab.g_02696
OG0000452	Prao.g_00359	Syab.g_02701
OG0000453	Prao.g_00360	Syab.g_02702
OG0000454	Prao.g_00361	Syab.g_02703
OG0000455	Prao.g_00362	Syab.g_02704
OG0000456	Prao.g_00363	Syab.g_02705
OG0000457	Prao.g_00364	Syab.g_02707
OG0000458	Prao.g_00365	Syab.g_02708
OG0000459	Prao.g_00366	Syab.g_02709
OG0000460	Prao.g_00373	Syab.g_02372
OG0000461	Prao.g_00380	Syab.g_00356
OG0000462	Prao.g_00382	Syab.g_00352
OG0000463	Prao.g_00383	Syab.g_00351
OG0000464	Prao.g_00384	Syab.g_00350
OG0000465	Prao.g_00385	Syab.g_00349
OG0000466	Prao.g_00388	Syab.g_00343
OG0000467	Prao.g_00389	Syab.g_00341
OG0000468	Prao.g_00391	Syab.g_00336
OG0000469	Prao.g_00400	Syab.g_00318
OG0000470	Prao.g_00402	Syab.g_00316
OG0000471	Prao.g_00403	Syab.g_00315
OG0000472	Prao.g_00404	Syab.g_00313
OG0000473	Prao.g_00406	Syab.g_00311
OG0000474	Prao.g_00407	Syab.g_00310
OG0000475	Prao.g_00408	Syab.g_00309
OG0000476	Prao.g_00409	Syab.g_00307
OG0000477	Prao.g_00412	Syab.g_00301
OG0000478	Prao.g_00413	Syab.g_00300
OG0000479	Prao.g_00414	Syab.g_00299
OG0000480	Prao.g_00419	Syab.g_00292
OG0000481	Prao.g_00421	Syab.g_00290
OG0000482	Prao.g_00422	Syab.g_00289
OG0000483	Prao.g_00425	Syab.g_00285
OG0000484	Prao.g_00426	Syab.g_00284
OG0000485	Prao.g_00427	Syab.g_00283
OG0000486	Prao.g_00428	Syab.g_00282
OG0000487	Prao.g_00432	Syab.g_00276
OG0000488	Prao.g_00435	Syab.g_00272
OG0000489	Prao.g_00440	Syab.g_00256
OG0000490	Prao.g_00444	Syab.g_00247
OG0000491	Prao.g_00445	Syab.g_00245
OG0000492	Prao.g_00447	Syab.g_00243
OG0000493	Prao.g_00448	Syab.g_00242
OG0000494	Prao.g_00449	Syab.g_00241
OG0000495	Prao.g_00450	Syab.g_00240
OG0000496	Prao.g_00451	Syab.g_00239
OG0000497	Prao.g_00452	Syab.g_00238
OG0000498	Prao.g_00453	Syab.g_00237
OG0000499	Prao.g_00454	Syab.g_00236
OG0000500	Prao.g_00455	Syab.g_00235
OG0000501	Prao.g_00457	Syab.g_00232
OG0000502	Prao.g_00460	Syab.g_00224
OG0000503	Prao.g_00470	Syab.g_00523
OG0000504	Prao.g_00471	Syab.g_00525
OG0000505	Prao.g_00472	Syab.g_00526
OG0000506	Prao.g_00474	Syab.g_00528
OG0000507	Prao.g_00476	Syab.g_00533
OG0000508	Prao.g_00479	Syab.g_00537
OG0000509	Prao.g_00481	Syab.g_00539
OG0000510	Prao.g_00482	Syab.g_00540
OG0000511	Prao.g_00483	Syab.g_00541
OG0000512	Prao.g_00485	Syab.g_00543
OG0000513	Prao.g_00492	Syab.g_00555
OG0000514	Prao.g_00535	Syab.g_00566
OG0000515	Prao.g_00536	Syab.g_00567
OG0000516	Prao.g_00537	Syab.g_00575
OG0000517	Prao.g_00539	Syab.g_00582
OG0000518	Prao.g_00550	Syab.g_00594
OG0000519	Prao.g_00551	Syab.g_00610
OG0000520	Prao.g_00552	Syab.g_00611
OG0000521	Prao.g_00557	Syab.g_00624
OG0000522	Prao.g_00559	Syab.g_00626
OG0000523	Prao.g_00560	Syab.g_00627
OG0000524	Prao.g_00567	Syab.g_00640
OG0000525	Prao.g_00570	Syab.g_00671
OG0000526	Prao.g_00571	Syab.g_00689
OG0000527	Prao.g_00579	Syab.g_00695
OG0000528	Prao.g_00584	Syab.g_02092
OG0000529	Prao.g_00587	Syab.g_02097
OG0000530	Prao.g_00590	Syab.g_02100
OG0000531	Prao.g_00591	Syab.g_02101
OG0000532	Prao.g_00593	Syab.g_02104
OG0000533	Prao.g_00594	Syab.g_02106
OG0000534	Prao.g_00595	Syab.g_02107
OG0000535	Prao.g_00596	Syab.g_02108
OG0000536	Prao.g_00597	Syab.g_02109
OG0000537	Prao.g_00598	Syab.g_02110
OG0000538	Prao.g_00606	Syab.g_02122
OG0000539	Prao.g_00607	Syab.g_02123
OG0000540	Prao.g_00608	Syab.g_02124
OG0000541	Prao.g_00609	Syab.g_02125
OG0000542	Prao.g_00611	Syab.g_02128
OG0000543	Prao.g_00613	Syab.g_02130
OG0000544	Prao.g_00614	Syab.g_02131
OG0000545	Prao.g_00616	Syab.g_02133
OG0000546	Prao.g_00619	Syab.g_02135
OG0000547	Prao.g_00621	Syab.g_02137
OG0000548	Prao.g_00622	Syab.g_02138
OG0000549	Prao.g_00624	Syab.g_02144
OG0000550	Prao.g_00629	Syab.g_02149
OG0000551	Prao.g_00633	Syab.g_02153
OG0000552	Prao.g_00634	Syab.g_02154
OG0000553	Prao.g_00635	Syab.g_02046
OG0000554	Prao.g_01857	Syab.g_02040
OG0000555	Prao.g_01161	Syab.g_02026
OG0000556	Prao.g_01163	Syab.g_02022
OG0000557	Prao.g_01164	Syab.g_02019
OG0000558	Prao.g_01166	Syab.g_02016
OG0000559	Prao.g_01170	Syab.g_02012
OG0000560	Prao.g_01173	Syab.g_02009
OG0000561	Prao.g_01174	Syab.g_02008
OG0000562	Prao.g_01175	Syab.g_02007
OG0000563	Prao.g_01176	Syab.g_02006
OG0000564	Prao.g_01177	Syab.g_02005
OG0000565	Prao.g_01180	Syab.g_02001
OG0000566	Prao.g_01182	Syab.g_01997
OG0000567	Prao.g_01186	Syab.g_01993
OG0000568	Prao.g_01187	Syab.g_01991
OG0000569	Prao.g_01862	Syab.g_01990
OG0000570	Prao.g_01863	Syab.g_01989
OG0000571	Prao.g_01865	Syab.g_01986
OG0000572	Prao.g_00025	Syab.g_01969
OG0000573	Prao.g_00030	Syab.g_01960
OG0000574	Prao.g_00031	Syab.g_01959
OG0000575	Prao.g_00035	Syab.g_01954
OG0000576	Prao.g_00037	Syab.g_01952
OG0000577	Prao.g_00038	Syab.g_01951
OG0000578	Prao.g_00039	Syab.g_01950
OG0000579	Prao.g_00040	Syab.g_01949
OG0000580	Prao.g_00041	Syab.g_01948
OG0000581	Prao.g_00043	Syab.g_01934
OG0000582	Prao.g_00046	Syab.g_01929
OG0000583	Prao.g_00047	Syab.g_01928
OG0000584	Prao.g_00048	Syab.g_01927
OG0000585	Prao.g_00050	Syab.g_01924
OG0000586	Prao.g_00051	Syab.g_01923
OG0000587	Prao.g_00052	Syab.g_01921
