Orthogroup	Prao	Syao
OG0000070	Prao.g_00554	Syao.g_00330
OG0000071	Prao.g_01276	Syao.g_01433
OG0000072	Prao.g_00309	Syao.g_02509, Syao.g_01749
OG0000073	Prao.g_00605	Syao.g_00103
OG0000075	Prao.g_01719	Syao.g_02257
OG0000076	Prao.g_01743	Syao.g_01949
OG0000077	Prao.g_00217	Syao.g_02629
OG0000078	Prao.g_00377	Syao.g_01709
OG0000079	Prao.g_00390	Syao.g_00574, Syao.g_00010, Syao.g_00581, Syao.g_01145, Syao.g_02105
OG0000082	Prao.g_00024	Syao.g_01035
OG0000084	Prao.g_01393	Syao.g_01509, Syao.g_02606
OG0000085	Prao.g_01545	Syao.g_01569
OG0000086	Prao.g_00227	Syao.g_02653, Syao.g_01240
OG0000087	Prao.g_00277	Syao.g_02555
OG0000088	Prao.g_00304	Syao.g_02503
OG0000089	Prao.g_00490	Syao.g_01716
OG0000090	Prao.g_01858	Syao.g_01412
OG0000091	Prao.g_00081	Syao.g_00902
OG0000093	Prao.g_00870	Syao.g_00739
OG0000094	Prao.g_00955	Syao.g_00458
OG0000095	Prao.g_00974	Syao.g_00331
OG0000097	Prao.g_01048	Syao.g_00973
OG0000098	Prao.g_01257	Syao.g_01374
OG0000099	Prao.g_01214	Syao.g_02019
OG0000100	Prao.g_01470	Syao.g_00787
OG0000101	Prao.g_01687	Syao.g_01840
OG0000102	Prao.g_01748	Syao.g_01945
OG0000103	Prao.g_01828	Syao.g_02340
OG0000104	Prao.g_01837	Syao.g_02157
OG0000105	Prao.g_01378	Syao.g_02071, Syao.g_02072
OG0000106	Prao.g_00505	Syao.g_01385
OG0000107	Prao.g_00518	Syao.g_01935
OG0000108	Prao.g_00586	Syao.g_00028
OG0000109	Prao.g_00600	Syao.g_00110
OG0000110	Prao.g_01867	Syao.g_01051
OG0000111	Prao.g_00137	Syao.g_00378
OG0000112	Prao.g_00704	Syao.g_00683, Syao.g_00303
OG0000113	Prao.g_00763	Syao.g_00782
OG0000114	Prao.g_00845	Syao.g_00965
OG0000115	Prao.g_01150	Syao.g_01464, Syao.g_00065
OG0000116	Prao.g_01099	Syao.g_00137
OG0000117	Prao.g_01332	Syao.g_00169
OG0000118	Prao.g_01264	Syao.g_01475
OG0000120	Prao.g_01215	Syao.g_02009
OG0000121	Prao.g_01399	Syao.g_01489
OG0000122	Prao.g_01436	Syao.g_01247
OG0000123	Prao.g_01694	Syao.g_01832
OG0000124	Prao.g_01759	Syao.g_02179
OG0000125	Prao.g_01796	Syao.g_02444
OG0000126	Prao.g_01836	Syao.g_02198
OG0000128	Prao.g_00158	Syao.g_02149
OG0000129	Prao.g_00190	Syao.g_02434
OG0000130	Prao.g_00208	Syao.g_02617
OG0000131	Prao.g_00283	Syao.g_02480
OG0000132	Prao.g_00302	Syao.g_02501
OG0000133	Prao.g_00458	Syao.g_00678
OG0000134	Prao.g_00491	Syao.g_01719
OG0000135	Prao.g_00516	Syao.g_00147
OG0000136	Prao.g_00545	Syao.g_01614, Syao.g_01613
OG0000137	Prao.g_00581	Syao.g_02682
OG0000138	Prao.g_00601	Syao.g_00108
OG0000139	Prao.g_01854	Syao.g_01418, Syao.g_02005
OG0000140	Prao.g_01853	Syao.g_01373, Syao.g_01372
OG0000141	Prao.g_00045	Syao.g_01202
OG0000142	Prao.g_00074	Syao.g_00894
OG0000143	Prao.g_00078	Syao.g_00898
OG0000145	Prao.g_00701	Syao.g_00102
OG0000146	Prao.g_00705	Syao.g_00684, Syao.g_00304
OG0000147	Prao.g_00706	Syao.g_00305, Syao.g_00685
OG0000148	Prao.g_00757	Syao.g_00776
OG0000149	Prao.g_00788	Syao.g_00534
OG0000150	Prao.g_00796	Syao.g_01203
OG0000151	Prao.g_00855	Syao.g_00975
OG0000152	Prao.g_00902	Syao.g_00674
OG0000153	Prao.g_00921	Syao.g_00818, Syao.g_01176
OG0000154	Prao.g_00948	Syao.g_00447
OG0000155	Prao.g_01069	Syao.g_00178
OG0000156	Prao.g_01287	Syao.g_00151
OG0000157	Prao.g_01286	Syao.g_00152
OG0000158	Prao.g_01220	Syao.g_01141, Syao.g_02267
OG0000159	Prao.g_01219	Syao.g_02276
OG0000160	Prao.g_01398	Syao.g_01488
OG0000161	Prao.g_01404	Syao.g_01494
OG0000162	Prao.g_01410	Syao.g_01515
OG0000163	Prao.g_01443	Syao.g_01745
OG0000164	Prao.g_01576	Syao.g_01663
OG0000165	Prao.g_01583	Syao.g_01655
OG0000166	Prao.g_01651	Syao.g_01790
OG0000167	Prao.g_01717	Syao.g_01960
OG0000168	Prao.g_01727	Syao.g_02128
OG0000169	Prao.g_01737	Syao.g_02139
OG0000170	Prao.g_01739	Syao.g_02148
OG0000171	Prao.g_01758	Syao.g_02181
OG0000172	Prao.g_01767	Syao.g_02170
OG0000173	Prao.g_01782	Syao.g_02212
OG0000174	Prao.g_01810	Syao.g_02364, Syao.g_02355
OG0000175	Prao.g_01820	Syao.g_02327, Syao.g_00308
OG0000176	Prao.g_01845	Syao.g_02165
OG0000177	Prao.g_01846	Syao.g_02156
OG0000178	Prao.g_01847	Syao.g_02155
OG0000179	Prao.g_00163	Syao.g_02250
OG0000180	Prao.g_00164	Syao.g_02249
OG0000181	Prao.g_00165	Syao.g_02248
OG0000182	Prao.g_00166	Syao.g_02247
OG0000183	Prao.g_00170	Syao.g_02243
OG0000184	Prao.g_00192	Syao.g_02423
OG0000185	Prao.g_00195	Syao.g_02410
OG0000186	Prao.g_00203	Syao.g_02613
OG0000187	Prao.g_00204	Syao.g_02615
OG0000188	Prao.g_00221	Syao.g_02637
OG0000189	Prao.g_00235	Syao.g_02672
OG0000190	Prao.g_00236	Syao.g_01015
OG0000191	Prao.g_00256	Syao.g_02573
OG0000192	Prao.g_00260	Syao.g_02579
OG0000193	Prao.g_00284	Syao.g_02481
OG0000194	Prao.g_00287	Syao.g_02484
OG0000195	Prao.g_00289	Syao.g_02486
OG0000196	Prao.g_00299	Syao.g_02498
OG0000197	Prao.g_00300	Syao.g_02499
OG0000198	Prao.g_00301	Syao.g_02500
OG0000199	Prao.g_00308	Syao.g_02508
OG0000200	Prao.g_00322	Syao.g_02524
OG0000201	Prao.g_00330	Syao.g_02540
OG0000202	Prao.g_00331	Syao.g_02454
OG0000203	Prao.g_00332	Syao.g_02455
OG0000204	Prao.g_00333	Syao.g_02456
OG0000205	Prao.g_00340	Syao.g_02464
OG0000206	Prao.g_00345	Syao.g_02469
OG0000207	Prao.g_00347	Syao.g_02471
OG0000208	Prao.g_00348	Syao.g_02472
OG0000209	Prao.g_00357	Syao.g_02394
OG0000210	Prao.g_00358	Syao.g_02395
OG0000211	Prao.g_00371	Syao.g_01700
OG0000212	Prao.g_00378	Syao.g_01710
OG0000213	Prao.g_00395	Syao.g_02098
OG0000214	Prao.g_00405	Syao.g_02081
OG0000215	Prao.g_00429	Syao.g_02050
OG0000216	Prao.g_00431	Syao.g_02045
OG0000217	Prao.g_00434	Syao.g_02041
OG0000218	Prao.g_00436	Syao.g_02039
OG0000219	Prao.g_00437	Syao.g_02038
OG0000220	Prao.g_00438	Syao.g_02037
OG0000221	Prao.g_00439	Syao.g_02034
OG0000222	Prao.g_00446	Syao.g_02023
OG0000223	Prao.g_00459	Syao.g_00291
OG0000224	Prao.g_00461	Syao.g_01973
OG0000225	Prao.g_00480	Syao.g_01751
OG0000226	Prao.g_00484	Syao.g_01758
OG0000227	Prao.g_00486	Syao.g_01760
OG0000228	Prao.g_00489	Syao.g_01715
OG0000229	Prao.g_00540	Syao.g_01736
OG0000230	Prao.g_00542	Syao.g_01738
OG0000231	Prao.g_00553	Syao.g_01513
OG0000232	Prao.g_00564	Syao.g_00057
OG0000233	Prao.g_00569	Syao.g_02698
OG0000234	Prao.g_00582	Syao.g_02680
OG0000235	Prao.g_00585	Syao.g_00029
OG0000236	Prao.g_00599	Syao.g_00111
OG0000237	Prao.g_00612	Syao.g_00166
OG0000238	Prao.g_00618	Syao.g_00161
OG0000239	Prao.g_00631	Syao.g_01398
OG0000240	Prao.g_00632	Syao.g_01399
OG0000241	Prao.g_01861	Syao.g_00887
OG0000242	Prao.g_01859	Syao.g_01410
OG0000243	Prao.g_01162	Syao.g_00873
OG0000244	Prao.g_01165	Syao.g_00865
OG0000245	Prao.g_01167	Syao.g_00863
OG0000246	Prao.g_01171	Syao.g_00859
OG0000247	Prao.g_01181	Syao.g_00847
OG0000248	Prao.g_01183	Syao.g_00844
OG0000249	Prao.g_01185	Syao.g_00842
OG0000250	Prao.g_01864	Syao.g_00835
OG0000251	Prao.g_00029	Syao.g_01026
OG0000252	Prao.g_00032	Syao.g_01020
OG0000253	Prao.g_00033	Syao.g_01003
OG0000254	Prao.g_00049	Syao.g_01053
OG0000255	Prao.g_00055	Syao.g_01009
OG0000256	Prao.g_00066	Syao.g_01328
OG0000257	Prao.g_00069	Syao.g_00884
OG0000258	Prao.g_00082	Syao.g_00907
OG0000259	Prao.g_00099	Syao.g_00933, Syao.g_00932
OG0000260	Prao.g_00102	Syao.g_00936
OG0000261	Prao.g_00104	Syao.g_00941
OG0000262	Prao.g_00108	Syao.g_00946
OG0000263	Prao.g_00119	Syao.g_00247
OG0000264	Prao.g_00129	Syao.g_00699
OG0000265	Prao.g_00648	Syao.g_00049
OG0000266	Prao.g_00658	Syao.g_00480
OG0000267	Prao.g_00669	Syao.g_00589
OG0000268	Prao.g_00670	Syao.g_00588
OG0000269	Prao.g_00736	Syao.g_00751
OG0000270	Prao.g_00739	Syao.g_00754
OG0000271	Prao.g_00747	Syao.g_00762
OG0000272	Prao.g_00748	Syao.g_00763
OG0000273	Prao.g_00771	Syao.g_00791
OG0000274	Prao.g_00772	Syao.g_00792
OG0000275	Prao.g_00775	Syao.g_00438
OG0000276	Prao.g_00780	Syao.g_00558
OG0000277	Prao.g_00781	Syao.g_00557
OG0000278	Prao.g_00784	Syao.g_00554
OG0000279	Prao.g_00791	Syao.g_00529
OG0000280	Prao.g_00792	Syao.g_00608
OG0000281	Prao.g_00797	Syao.g_01377
OG0000282	Prao.g_00847	Syao.g_00967
OG0000283	Prao.g_00879	Syao.g_00640
OG0000284	Prao.g_00884	Syao.g_00634
OG0000285	Prao.g_00889	Syao.g_00706
OG0000286	Prao.g_00901	Syao.g_00675
OG0000287	Prao.g_00918	Syao.g_00825
OG0000288	Prao.g_00947	Syao.g_00446
OG0000289	Prao.g_00958	Syao.g_00461
OG0000290	Prao.g_00971	Syao.g_00428
OG0000291	Prao.g_00973	Syao.g_00333
OG0000292	Prao.g_01025	Syao.g_02196
OG0000293	Prao.g_01098	Syao.g_00136
OG0000294	Prao.g_01097	Syao.g_00135
OG0000295	Prao.g_01077	Syao.g_00186
OG0000296	Prao.g_01075	Syao.g_00184
OG0000297	Prao.g_01067	Syao.g_00171
OG0000298	Prao.g_01066	Syao.g_00170
OG0000299	Prao.g_01049	Syao.g_00231
OG0000300	Prao.g_01046	Syao.g_00274
OG0000301	Prao.g_01045	Syao.g_00272, Syao.g_00273
OG0000302	Prao.g_01043	Syao.g_00271
OG0000303	Prao.g_01036	Syao.g_00262
OG0000304	Prao.g_01032	Syao.g_00256
OG0000305	Prao.g_01247	Syao.g_00388
OG0000306	Prao.g_01244	Syao.g_01216
OG0000307	Prao.g_01230	Syao.g_00045
OG0000308	Prao.g_01229	Syao.g_00047
OG0000309	Prao.g_01225	Syao.g_02705
OG0000310	Prao.g_01382	Syao.g_01530
OG0000311	Prao.g_01384	Syao.g_01533
OG0000312	Prao.g_01387	Syao.g_01538
OG0000313	Prao.g_01401	Syao.g_01491
OG0000314	Prao.g_01423	Syao.g_00078
OG0000315	Prao.g_01433	Syao.g_00088
OG0000316	Prao.g_01453	Syao.g_01602
OG0000317	Prao.g_01550	Syao.g_01560
OG0000318	Prao.g_01553	Syao.g_01553
OG0000319	Prao.g_01566	Syao.g_01678
OG0000320	Prao.g_01568	Syao.g_01676
OG0000321	Prao.g_01569	Syao.g_01675
OG0000322	Prao.g_01570	Syao.g_01674
OG0000323	Prao.g_01579	Syao.g_01661
OG0000324	Prao.g_01605	Syao.g_01630
OG0000325	Prao.g_01616	Syao.g_01936
OG0000326	Prao.g_01622	Syao.g_01918
OG0000327	Prao.g_01646	Syao.g_01795
OG0000328	Prao.g_01647	Syao.g_01794
OG0000329	Prao.g_01664	Syao.g_01776
OG0000330	Prao.g_01665	Syao.g_01775
OG0000331	Prao.g_01666	Syao.g_01774
OG0000332	Prao.g_01680	Syao.g_01813
OG0000333	Prao.g_01682	Syao.g_01810
OG0000334	Prao.g_01690	Syao.g_01836
OG0000335	Prao.g_01695	Syao.g_01831
OG0000336	Prao.g_01699	Syao.g_01827
OG0000337	Prao.g_01715	Syao.g_01968
OG0000338	Prao.g_01716	Syao.g_01962
OG0000339	Prao.g_01720	Syao.g_02259
OG0000340	Prao.g_01728	Syao.g_02129
OG0000341	Prao.g_01730	Syao.g_02131
OG0000342	Prao.g_01731	Syao.g_02132
OG0000343	Prao.g_01732	Syao.g_02133
OG0000344	Prao.g_01735	Syao.g_02137
OG0000345	Prao.g_01740	Syao.g_01953
OG0000346	Prao.g_01744	Syao.g_01948
OG0000347	Prao.g_01760	Syao.g_02178
OG0000348	Prao.g_01770	Syao.g_02166
OG0000349	Prao.g_01787	Syao.g_02219
OG0000350	Prao.g_01806	Syao.g_01925
OG0000351	Prao.g_01823	Syao.g_02331
OG0000352	Prao.g_01824	Syao.g_02332
OG0000353	Prao.g_01840	Syao.g_02160
OG0000354	Prao.g_00637	Syao.g_00154, Syao.g_00155, Syao.g_02252
OG0000355	Prao.g_01842	Syao.g_02162
OG0000356	Prao.g_01843	Syao.g_02163
OG0000357	Prao.g_01844	Syao.g_02164
OG0000358	Prao.g_01848	Syao.g_02154
OG0000359	Prao.g_01849	Syao.g_02152
OG0000360	Prao.g_01850	Syao.g_02151
OG0000361	Prao.g_00157	Syao.g_02150
OG0000362	Prao.g_00159	Syao.g_01954
OG0000363	Prao.g_00161	Syao.g_02255
OG0000364	Prao.g_00162	Syao.g_01558
OG0000365	Prao.g_00167	Syao.g_02246
OG0000366	Prao.g_00168	Syao.g_02245
OG0000367	Prao.g_00169	Syao.g_02244
OG0000368	Prao.g_00171	Syao.g_02242
OG0000369	Prao.g_00172	Syao.g_02241
OG0000370	Prao.g_00173	Syao.g_02240
OG0000371	Prao.g_00178	Syao.g_02231
OG0000372	Prao.g_00181	Syao.g_02226
OG0000373	Prao.g_00182	Syao.g_02225
OG0000374	Prao.g_00183	Syao.g_02224
OG0000375	Prao.g_00186	Syao.g_02223
OG0000376	Prao.g_00188	Syao.g_02221
OG0000377	Prao.g_00191	Syao.g_02429
OG0000378	Prao.g_00193	Syao.g_02414
OG0000379	Prao.g_00196	Syao.g_02409
OG0000380	Prao.g_00205	Syao.g_02616
OG0000381	Prao.g_00209	Syao.g_02618
OG0000382	Prao.g_00220	Syao.g_02636
OG0000383	Prao.g_00222	Syao.g_02643
OG0000384	Prao.g_00223	Syao.g_02644
OG0000385	Prao.g_00224	Syao.g_02645
OG0000386	Prao.g_00225	Syao.g_02646
OG0000387	Prao.g_00238	Syao.g_01019
OG0000388	Prao.g_00241	Syao.g_02596
OG0000389	Prao.g_00244	Syao.g_02599
OG0000390	Prao.g_00251	Syao.g_02567
OG0000391	Prao.g_00255	Syao.g_02572
OG0000392	Prao.g_00259	Syao.g_02578
OG0000393	Prao.g_00261	Syao.g_02581
OG0000394	Prao.g_00262	Syao.g_02582
OG0000395	Prao.g_00263	Syao.g_02583
OG0000396	Prao.g_00266	Syao.g_02586
OG0000397	Prao.g_00268	Syao.g_02542
OG0000398	Prao.g_00270	Syao.g_02547
OG0000399	Prao.g_00271	Syao.g_02548
OG0000400	Prao.g_00272	Syao.g_02549
OG0000401	Prao.g_00273	Syao.g_02550
OG0000402	Prao.g_00274	Syao.g_02552
OG0000403	Prao.g_00275	Syao.g_02553
OG0000404	Prao.g_00276	Syao.g_02554
OG0000405	Prao.g_00280	Syao.g_02478
OG0000406	Prao.g_00285	Syao.g_02482
OG0000407	Prao.g_00286	Syao.g_02483
OG0000408	Prao.g_00288	Syao.g_02485
OG0000409	Prao.g_00290	Syao.g_02487
OG0000410	Prao.g_00291	Syao.g_02488
OG0000411	Prao.g_00292	Syao.g_02489
OG0000412	Prao.g_00293	Syao.g_02490
OG0000413	Prao.g_00294	Syao.g_02492
OG0000414	Prao.g_00295	Syao.g_02493
OG0000415	Prao.g_00296	Syao.g_02494
OG0000416	Prao.g_00297	Syao.g_02495
OG0000417	Prao.g_00298	Syao.g_02497
OG0000418	Prao.g_00303	Syao.g_02502
OG0000419	Prao.g_00305	Syao.g_02504
OG0000420	Prao.g_00306	Syao.g_02506
OG0000421	Prao.g_00311	Syao.g_02510
OG0000422	Prao.g_00312	Syao.g_02511
OG0000423	Prao.g_00313	Syao.g_02512
OG0000424	Prao.g_00314	Syao.g_02513
OG0000425	Prao.g_00315	Syao.g_02514
OG0000426	Prao.g_00316	Syao.g_02515
OG0000427	Prao.g_00317	Syao.g_02516
OG0000428	Prao.g_00319	Syao.g_02519
OG0000429	Prao.g_00320	Syao.g_02522
OG0000430	Prao.g_00321	Syao.g_02523
OG0000431	Prao.g_00323	Syao.g_02526
OG0000432	Prao.g_00326	Syao.g_02532
OG0000433	Prao.g_00327	Syao.g_02534
OG0000434	Prao.g_00328	Syao.g_02535
OG0000435	Prao.g_00329	Syao.g_02538
OG0000436	Prao.g_00334	Syao.g_02458
OG0000437	Prao.g_00335	Syao.g_02459
OG0000438	Prao.g_00336	Syao.g_02460
OG0000439	Prao.g_00338	Syao.g_02462
OG0000440	Prao.g_00339	Syao.g_02463
OG0000441	Prao.g_00342	Syao.g_02466
OG0000442	Prao.g_00343	Syao.g_02467
OG0000443	Prao.g_00344	Syao.g_02468
OG0000444	Prao.g_00349	Syao.g_02473
OG0000445	Prao.g_00350	Syao.g_02474
OG0000446	Prao.g_00351	Syao.g_02476
OG0000447	Prao.g_00352	Syao.g_02383
OG0000448	Prao.g_00353	Syao.g_02384
OG0000449	Prao.g_00354	Syao.g_02385
OG0000450	Prao.g_00355	Syao.g_02391
OG0000451	Prao.g_00356	Syao.g_02392
OG0000452	Prao.g_00359	Syao.g_02396
OG0000453	Prao.g_00360	Syao.g_02397
OG0000454	Prao.g_00361	Syao.g_02398
OG0000455	Prao.g_00362	Syao.g_02399
OG0000456	Prao.g_00363	Syao.g_02400
OG0000457	Prao.g_00364	Syao.g_02402
OG0000458	Prao.g_00365	Syao.g_02403
OG0000459	Prao.g_00366	Syao.g_02404
OG0000460	Prao.g_00373	Syao.g_01702
OG0000461	Prao.g_00380	Syao.g_02119
OG0000462	Prao.g_00382	Syao.g_02116
OG0000463	Prao.g_00383	Syao.g_02115
OG0000464	Prao.g_00384	Syao.g_02114
OG0000465	Prao.g_00385	Syao.g_02112
OG0000466	Prao.g_00388	Syao.g_02107
OG0000467	Prao.g_00389	Syao.g_02106
OG0000468	Prao.g_00391	Syao.g_02102
OG0000469	Prao.g_00400	Syao.g_02087
OG0000470	Prao.g_00402	Syao.g_02085
OG0000471	Prao.g_00403	Syao.g_02084
OG0000472	Prao.g_00404	Syao.g_02082
OG0000473	Prao.g_00406	Syao.g_02080
OG0000474	Prao.g_00407	Syao.g_02079
OG0000475	Prao.g_00408	Syao.g_02078
OG0000476	Prao.g_00409	Syao.g_02076
OG0000477	Prao.g_00412	Syao.g_02069
OG0000478	Prao.g_00413	Syao.g_02068
OG0000479	Prao.g_00414	Syao.g_02067
OG0000480	Prao.g_00419	Syao.g_02060
OG0000481	Prao.g_00421	Syao.g_01012
OG0000482	Prao.g_00422	Syao.g_02058
OG0000483	Prao.g_00425	Syao.g_02054
OG0000484	Prao.g_00426	Syao.g_02053
OG0000485	Prao.g_00427	Syao.g_02052
OG0000486	Prao.g_00428	Syao.g_02051
OG0000487	Prao.g_00432	Syao.g_02044
OG0000488	Prao.g_00435	Syao.g_02040
OG0000489	Prao.g_00440	Syao.g_02033
OG0000490	Prao.g_00444	Syao.g_02025
OG0000491	Prao.g_00445	Syao.g_02024
OG0000492	Prao.g_00447	Syao.g_02022
OG0000493	Prao.g_00448	Syao.g_02021
OG0000494	Prao.g_00449	Syao.g_02020
OG0000495	Prao.g_00450	Syao.g_02018
OG0000496	Prao.g_00451	Syao.g_02017
OG0000497	Prao.g_00452	Syao.g_02016
OG0000498	Prao.g_00453	Syao.g_02015
OG0000499	Prao.g_00454	Syao.g_02014
OG0000500	Prao.g_00455	Syao.g_02013
OG0000501	Prao.g_00457	Syao.g_02010
OG0000502	Prao.g_00460	Syao.g_01974
OG0000503	Prao.g_00470	Syao.g_01877
OG0000504	Prao.g_00471	Syao.g_01875
OG0000505	Prao.g_00472	Syao.g_01874
OG0000506	Prao.g_00474	Syao.g_01872
OG0000507	Prao.g_00476	Syao.g_01866
OG0000508	Prao.g_00479	Syao.g_01750
OG0000509	Prao.g_00481	Syao.g_01755
OG0000510	Prao.g_00482	Syao.g_01756
OG0000511	Prao.g_00483	Syao.g_01757
OG0000512	Prao.g_00485	Syao.g_01759
OG0000513	Prao.g_00492	Syao.g_01720
OG0000514	Prao.g_00535	Syao.g_01727
OG0000515	Prao.g_00536	Syao.g_01728
OG0000516	Prao.g_00537	Syao.g_01730
OG0000517	Prao.g_00539	Syao.g_01735
OG0000518	Prao.g_00550	Syao.g_01621
OG0000519	Prao.g_00551	Syao.g_01622
OG0000520	Prao.g_00552	Syao.g_01512
OG0000521	Prao.g_00557	Syao.g_00061
OG0000522	Prao.g_00559	Syao.g_00059
OG0000523	Prao.g_00560	Syao.g_00058
OG0000524	Prao.g_00567	Syao.g_02699
OG0000525	Prao.g_00570	Syao.g_02691
OG0000526	Prao.g_00571	Syao.g_02688
OG0000527	Prao.g_00579	Syao.g_02684
OG0000528	Prao.g_00584	Syao.g_00031
OG0000529	Prao.g_00587	Syao.g_00027
OG0000530	Prao.g_00590	Syao.g_00122
OG0000531	Prao.g_00591	Syao.g_00121
OG0000532	Prao.g_00593	Syao.g_00118
OG0000533	Prao.g_00594	Syao.g_00116
OG0000534	Prao.g_00595	Syao.g_00115
OG0000535	Prao.g_00596	Syao.g_00114
OG0000536	Prao.g_00597	Syao.g_00113
OG0000537	Prao.g_00598	Syao.g_00112
OG0000538	Prao.g_00606	Syao.g_00100
OG0000539	Prao.g_00607	Syao.g_00099
OG0000540	Prao.g_00608	Syao.g_00098
OG0000541	Prao.g_00609	Syao.g_00097
OG0000542	Prao.g_00611	Syao.g_00167
OG0000543	Prao.g_00613	Syao.g_00165
OG0000544	Prao.g_00614	Syao.g_00164
OG0000545	Prao.g_00616	Syao.g_00162
OG0000546	Prao.g_00619	Syao.g_00160
OG0000547	Prao.g_00621	Syao.g_00158
OG0000548	Prao.g_00622	Syao.g_00157
OG0000549	Prao.g_00624	Syao.g_01391
OG0000550	Prao.g_00629	Syao.g_01396
OG0000551	Prao.g_00633	Syao.g_01401
OG0000552	Prao.g_00634	Syao.g_01402
OG0000553	Prao.g_00635	Syao.g_01404
OG0000554	Prao.g_01857	Syao.g_01413
OG0000555	Prao.g_01161	Syao.g_00875
OG0000556	Prao.g_01163	Syao.g_00871
OG0000557	Prao.g_01164	Syao.g_00866
OG0000558	Prao.g_01166	Syao.g_00864
OG0000559	Prao.g_01170	Syao.g_00860
OG0000560	Prao.g_01173	Syao.g_00857
OG0000561	Prao.g_01174	Syao.g_00856
OG0000562	Prao.g_01175	Syao.g_00855
OG0000563	Prao.g_01176	Syao.g_00854
OG0000564	Prao.g_01177	Syao.g_00853
OG0000565	Prao.g_01180	Syao.g_00849
OG0000566	Prao.g_01182	Syao.g_00845
OG0000567	Prao.g_01186	Syao.g_00841
OG0000568	Prao.g_01187	Syao.g_00839
OG0000569	Prao.g_01862	Syao.g_00838
OG0000570	Prao.g_01863	Syao.g_00837
OG0000571	Prao.g_01865	Syao.g_00834
OG0000572	Prao.g_00025	Syao.g_01033
OG0000573	Prao.g_00030	Syao.g_01022
OG0000574	Prao.g_00031	Syao.g_01021
OG0000575	Prao.g_00035	Syao.g_01000
OG0000576	Prao.g_00037	Syao.g_00996
OG0000577	Prao.g_00038	Syao.g_00995
OG0000578	Prao.g_00039	Syao.g_00994
OG0000579	Prao.g_00040	Syao.g_00993
OG0000580	Prao.g_00041	Syao.g_00992
OG0000581	Prao.g_00043	Syao.g_01059
OG0000582	Prao.g_00046	Syao.g_01204
OG0000583	Prao.g_00047	Syao.g_01205
OG0000584	Prao.g_00048	Syao.g_01206
OG0000585	Prao.g_00050	Syao.g_01054
OG0000586	Prao.g_00051	Syao.g_01055
OG0000587	Prao.g_00052	Syao.g_01057
OG0000588	Prao.g_00056	Syao.g_00406
OG0000589	Prao.g_00060	Syao.g_01342
OG0000590	Prao.g_00061	Syao.g_01341
