Orthogroup	Prao	Prbh
OG0000118	Prao.g_01264	Prbh.g_01385
OG0000119	Prao.g_01243	Prbh.g_01333, Prbh.g_00194
OG0000120	Prao.g_01215	Prbh.g_00031
OG0000121	Prao.g_01399	Prbh.g_00101
OG0000122	Prao.g_01436	Prbh.g_01347, Prbh.g_00143
OG0000123	Prao.g_01694	Prbh.g_01637
OG0000124	Prao.g_01759	Prbh.g_01564
OG0000125	Prao.g_01796	Prbh.g_01528
OG0000126	Prao.g_01836	Prbh.g_01481
OG0000128	Prao.g_00158	Prbh.g_01953
OG0000129	Prao.g_00190	Prbh.g_00738
OG0000130	Prao.g_00208	Prbh.g_00713
OG0000131	Prao.g_00283	Prbh.g_00637
OG0000132	Prao.g_00302	Prbh.g_00618
OG0000133	Prao.g_00458	Prbh.g_00457
OG0000134	Prao.g_00491	Prbh.g_00413
OG0000135	Prao.g_00516	Prbh.g_01825
OG0000136	Prao.g_00545	Prbh.g_00391
OG0000137	Prao.g_00581	Prbh.g_00356
OG0000138	Prao.g_00601	Prbh.g_00336
OG0000139	Prao.g_01854	Prbh.g_00292
OG0000140	Prao.g_01853	Prbh.g_00291
OG0000141	Prao.g_00045	Prbh.g_00222
OG0000142	Prao.g_00074	Prbh.g_01218
OG0000143	Prao.g_00078	Prbh.g_01215
OG0000144	Prao.g_00091	Prbh.g_01201
OG0000145	Prao.g_00701	Prbh.g_01880
OG0000146	Prao.g_00705	Prbh.g_01077
OG0000147	Prao.g_00706	Prbh.g_01076
OG0000148	Prao.g_00757	Prbh.g_00970
OG0000149	Prao.g_00788	Prbh.g_01002
OG0000150	Prao.g_00796	Prbh.g_01012
OG0000151	Prao.g_00855	Prbh.g_00888
OG0000152	Prao.g_00902	Prbh.g_01086
OG0000153	Prao.g_00921	Prbh.g_01104
OG0000154	Prao.g_00948	Prbh.g_01121
OG0000155	Prao.g_01069	Prbh.g_01261
OG0000156	Prao.g_01287	Prbh.g_01362
OG0000157	Prao.g_01286	Prbh.g_01363
OG0000158	Prao.g_01220	Prbh.g_01599
OG0000159	Prao.g_01219	Prbh.g_00039
OG0000160	Prao.g_01398	Prbh.g_00100
OG0000161	Prao.g_01404	Prbh.g_01288, Prbh.g_00106
OG0000162	Prao.g_01410	Prbh.g_00112
OG0000163	Prao.g_01443	Prbh.g_00151
OG0000164	Prao.g_01576	Prbh.g_01758
OG0000165	Prao.g_01583	Prbh.g_01750
OG0000166	Prao.g_01651	Prbh.g_01681
OG0000167	Prao.g_01717	Prbh.g_01609
OG0000168	Prao.g_01727	Prbh.g_01598
OG0000169	Prao.g_01737	Prbh.g_01588
OG0000170	Prao.g_01739	Prbh.g_01585
OG0000171	Prao.g_01758	Prbh.g_01565
OG0000172	Prao.g_01767	Prbh.g_01558
OG0000173	Prao.g_01782	Prbh.g_01543
OG0000174	Prao.g_01810	Prbh.g_01512
OG0000175	Prao.g_01820	Prbh.g_01500
OG0000176	Prao.g_01845	Prbh.g_01472
OG0000177	Prao.g_01846	Prbh.g_01471
OG0000178	Prao.g_01847	Prbh.g_01470
OG0000179	Prao.g_00163	Prbh.g_00764
OG0000180	Prao.g_00164	Prbh.g_00763
OG0000181	Prao.g_00165	Prbh.g_00762
OG0000182	Prao.g_00166	Prbh.g_00761
OG0000183	Prao.g_00170	Prbh.g_00757
OG0000184	Prao.g_00192	Prbh.g_00734
OG0000185	Prao.g_00195	Prbh.g_00731
OG0000186	Prao.g_00203	Prbh.g_00719
OG0000187	Prao.g_00204	Prbh.g_00718
OG0000188	Prao.g_00221	Prbh.g_00701
OG0000189	Prao.g_00235	Prbh.g_00687
OG0000190	Prao.g_00236	Prbh.g_00686
OG0000191	Prao.g_00256	Prbh.g_00664
OG0000192	Prao.g_00260	Prbh.g_00659
OG0000193	Prao.g_00284	Prbh.g_00636
OG0000194	Prao.g_00287	Prbh.g_00633
OG0000195	Prao.g_00289	Prbh.g_00631
OG0000196	Prao.g_00299	Prbh.g_00621
OG0000197	Prao.g_00300	Prbh.g_00620
OG0000198	Prao.g_00301	Prbh.g_00619
OG0000199	Prao.g_00308	Prbh.g_00612
OG0000200	Prao.g_00322	Prbh.g_00599
OG0000201	Prao.g_00330	Prbh.g_00590
OG0000202	Prao.g_00331	Prbh.g_00589
OG0000203	Prao.g_00332	Prbh.g_00588
OG0000204	Prao.g_00333	Prbh.g_00587
OG0000205	Prao.g_00340	Prbh.g_00580
OG0000206	Prao.g_00345	Prbh.g_00575
OG0000207	Prao.g_00347	Prbh.g_00573
OG0000208	Prao.g_00348	Prbh.g_00572
OG0000209	Prao.g_00357	Prbh.g_00563
OG0000210	Prao.g_00358	Prbh.g_00562
OG0000211	Prao.g_00371	Prbh.g_00547
OG0000212	Prao.g_00378	Prbh.g_00539
OG0000213	Prao.g_00395	Prbh.g_00521
OG0000214	Prao.g_00405	Prbh.g_00512
OG0000215	Prao.g_00429	Prbh.g_00485
OG0000216	Prao.g_00431	Prbh.g_00484
OG0000217	Prao.g_00434	Prbh.g_00481
OG0000218	Prao.g_00436	Prbh.g_00479
OG0000219	Prao.g_00437	Prbh.g_00478
OG0000220	Prao.g_00438	Prbh.g_00477
OG0000221	Prao.g_00439	Prbh.g_00476
OG0000222	Prao.g_00446	Prbh.g_00469
OG0000223	Prao.g_00459	Prbh.g_00456
OG0000224	Prao.g_00461	Prbh.g_00454
OG0000225	Prao.g_00480	Prbh.g_00426
OG0000226	Prao.g_00484	Prbh.g_00422
OG0000227	Prao.g_00486	Prbh.g_00420
OG0000228	Prao.g_00489	Prbh.g_00416
OG0000229	Prao.g_00540	Prbh.g_00396
OG0000230	Prao.g_00542	Prbh.g_00394
OG0000231	Prao.g_00553	Prbh.g_00383
OG0000232	Prao.g_00564	Prbh.g_00370
OG0000233	Prao.g_00569	Prbh.g_00365
OG0000234	Prao.g_00582	Prbh.g_00355
OG0000235	Prao.g_00585	Prbh.g_00352
OG0000236	Prao.g_00599	Prbh.g_00338
OG0000237	Prao.g_00612	Prbh.g_00324
OG0000238	Prao.g_00618	Prbh.g_00318
OG0000239	Prao.g_00631	Prbh.g_00305
OG0000240	Prao.g_00632	Prbh.g_00304
OG0000241	Prao.g_01861	Prbh.g_00299
OG0000242	Prao.g_01859	Prbh.g_00297
OG0000243	Prao.g_01162	Prbh.g_00287
OG0000244	Prao.g_01165	Prbh.g_00284
OG0000245	Prao.g_01167	Prbh.g_00282
OG0000246	Prao.g_01171	Prbh.g_00278
OG0000247	Prao.g_01181	Prbh.g_00267
OG0000248	Prao.g_01183	Prbh.g_00264
OG0000249	Prao.g_01185	Prbh.g_00262
OG0000250	Prao.g_01864	Prbh.g_00257
OG0000251	Prao.g_00029	Prbh.g_00239
OG0000252	Prao.g_00032	Prbh.g_00236
OG0000253	Prao.g_00033	Prbh.g_00235
OG0000254	Prao.g_00049	Prbh.g_00218
OG0000255	Prao.g_00055	Prbh.g_00212
OG0000256	Prao.g_00066	Prbh.g_01455
OG0000257	Prao.g_00069	Prbh.g_01223
OG0000258	Prao.g_00082	Prbh.g_01210
OG0000259	Prao.g_00099	Prbh.g_01193
OG0000260	Prao.g_00102	Prbh.g_01190
OG0000261	Prao.g_00104	Prbh.g_01187
OG0000262	Prao.g_00108	Prbh.g_01182
OG0000263	Prao.g_00119	Prbh.g_00915
OG0000264	Prao.g_00129	Prbh.g_00926
OG0000265	Prao.g_00648	Prbh.g_00945
OG0000266	Prao.g_00658	Prbh.g_01163
OG0000267	Prao.g_00669	Prbh.g_01150
OG0000268	Prao.g_00670	Prbh.g_01149
OG0000269	Prao.g_00736	Prbh.g_00948
OG0000270	Prao.g_00739	Prbh.g_00951
OG0000271	Prao.g_00747	Prbh.g_00959
OG0000272	Prao.g_00748	Prbh.g_00960
OG0000273	Prao.g_00771	Prbh.g_00983
OG0000274	Prao.g_00772	Prbh.g_00984
OG0000275	Prao.g_00775	Prbh.g_00987
OG0000276	Prao.g_00780	Prbh.g_00993
OG0000277	Prao.g_00781	Prbh.g_00994
OG0000278	Prao.g_00784	Prbh.g_00997
OG0000279	Prao.g_00791	Prbh.g_01005
OG0000280	Prao.g_00792	Prbh.g_01006
OG0000281	Prao.g_00797	Prbh.g_01013
OG0000282	Prao.g_00847	Prbh.g_00880
OG0000283	Prao.g_00879	Prbh.g_01059
OG0000284	Prao.g_00884	Prbh.g_01064
OG0000285	Prao.g_00889	Prbh.g_01069
OG0000286	Prao.g_00901	Prbh.g_01085
OG0000287	Prao.g_00918	Prbh.g_01342
OG0000288	Prao.g_00947	Prbh.g_01120
OG0000289	Prao.g_00958	Prbh.g_01135
OG0000290	Prao.g_00971	Prbh.g_01034
OG0000291	Prao.g_00973	Prbh.g_01032
OG0000292	Prao.g_01025	Prbh.g_01328
OG0000293	Prao.g_01098	Prbh.g_01293
OG0000294	Prao.g_01097	Prbh.g_01292
OG0000295	Prao.g_01077	Prbh.g_01268
OG0000296	Prao.g_01075	Prbh.g_01266
OG0000297	Prao.g_01067	Prbh.g_01257
OG0000298	Prao.g_01066	Prbh.g_01256
OG0000299	Prao.g_01049	Prbh.g_01237
OG0000300	Prao.g_01046	Prbh.g_01234
OG0000301	Prao.g_01045	Prbh.g_01233
OG0000302	Prao.g_01043	Prbh.g_01231
OG0000303	Prao.g_01036	Prbh.g_01225
OG0000304	Prao.g_01032	Prbh.g_01450
OG0000305	Prao.g_01247	Prbh.g_01326
OG0000306	Prao.g_01244	Prbh.g_01017
OG0000307	Prao.g_01230	Prbh.g_00019
OG0000308	Prao.g_01229	Prbh.g_00020
OG0000309	Prao.g_01225	Prbh.g_00024
OG0000310	Prao.g_01382	Prbh.g_00082
OG0000311	Prao.g_01384	Prbh.g_00084
OG0000312	Prao.g_01387	Prbh.g_00087
OG0000313	Prao.g_01401	Prbh.g_00103
OG0000314	Prao.g_01423	Prbh.g_00126
OG0000315	Prao.g_01433	Prbh.g_00136
OG0000316	Prao.g_01453	Prbh.g_00162
OG0000317	Prao.g_01550	Prbh.g_01785
OG0000318	Prao.g_01553	Prbh.g_01781
OG0000319	Prao.g_01566	Prbh.g_01768
OG0000320	Prao.g_01568	Prbh.g_01766
OG0000321	Prao.g_01569	Prbh.g_01765
OG0000322	Prao.g_01570	Prbh.g_01764
OG0000323	Prao.g_01579	Prbh.g_01755
OG0000324	Prao.g_01605	Prbh.g_01727
OG0000325	Prao.g_01616	Prbh.g_01717
OG0000326	Prao.g_01622	Prbh.g_01710
OG0000327	Prao.g_01646	Prbh.g_01686
OG0000328	Prao.g_01647	Prbh.g_01685
OG0000329	Prao.g_01664	Prbh.g_01668
OG0000330	Prao.g_01665	Prbh.g_01667
OG0000331	Prao.g_01666	Prbh.g_01666
OG0000332	Prao.g_01680	Prbh.g_01652
OG0000333	Prao.g_01682	Prbh.g_01650
OG0000334	Prao.g_01690	Prbh.g_01641
OG0000335	Prao.g_01695	Prbh.g_01636
OG0000336	Prao.g_01699	Prbh.g_01632
OG0000337	Prao.g_01715	Prbh.g_01613
OG0000338	Prao.g_01716	Prbh.g_01612
OG0000339	Prao.g_01720	Prbh.g_01606
OG0000340	Prao.g_01728	Prbh.g_01597
OG0000341	Prao.g_01730	Prbh.g_01595
OG0000342	Prao.g_01731	Prbh.g_01594
OG0000343	Prao.g_01732	Prbh.g_01593
OG0000344	Prao.g_01735	Prbh.g_01590
OG0000345	Prao.g_01740	Prbh.g_01584
OG0000346	Prao.g_01744	Prbh.g_01580
OG0000347	Prao.g_01760	Prbh.g_01563
OG0000348	Prao.g_01770	Prbh.g_01555
OG0000349	Prao.g_01787	Prbh.g_01537
OG0000350	Prao.g_01806	Prbh.g_01516
OG0000351	Prao.g_01823	Prbh.g_01497
OG0000352	Prao.g_01824	Prbh.g_01496
OG0000353	Prao.g_01840	Prbh.g_01477
OG0000355	Prao.g_01842	Prbh.g_01475
OG0000356	Prao.g_01843	Prbh.g_01474
OG0000357	Prao.g_01844	Prbh.g_01473
OG0000358	Prao.g_01848	Prbh.g_01469
OG0000359	Prao.g_01849	Prbh.g_01468
OG0000360	Prao.g_01850	Prbh.g_01467
OG0000361	Prao.g_00157	Prbh.g_01466
OG0000362	Prao.g_00159	Prbh.g_01952
OG0000363	Prao.g_00161	Prbh.g_00766
OG0000364	Prao.g_00162	Prbh.g_00765
OG0000365	Prao.g_00167	Prbh.g_00760
OG0000366	Prao.g_00168	Prbh.g_00759
OG0000367	Prao.g_00169	Prbh.g_00758
OG0000368	Prao.g_00171	Prbh.g_00756
OG0000369	Prao.g_00172	Prbh.g_00755
OG0000370	Prao.g_00173	Prbh.g_00754
OG0000371	Prao.g_00178	Prbh.g_00748
OG0000372	Prao.g_00181	Prbh.g_00746
OG0000373	Prao.g_00182	Prbh.g_00745
OG0000374	Prao.g_00183	Prbh.g_00744
OG0000375	Prao.g_00186	Prbh.g_00743
OG0000376	Prao.g_00188	Prbh.g_00741
OG0000377	Prao.g_00191	Prbh.g_00737
OG0000378	Prao.g_00193	Prbh.g_00733
OG0000379	Prao.g_00196	Prbh.g_00730
OG0000380	Prao.g_00205	Prbh.g_00717
OG0000381	Prao.g_00209	Prbh.g_00712
OG0000382	Prao.g_00220	Prbh.g_00702
OG0000383	Prao.g_00222	Prbh.g_00700
OG0000384	Prao.g_00223	Prbh.g_00699
OG0000385	Prao.g_00224	Prbh.g_00698
OG0000386	Prao.g_00225	Prbh.g_00697
OG0000387	Prao.g_00238	Prbh.g_00684
OG0000388	Prao.g_00241	Prbh.g_00680
OG0000389	Prao.g_00244	Prbh.g_00677
OG0000390	Prao.g_00251	Prbh.g_00668
OG0000391	Prao.g_00255	Prbh.g_00665
OG0000392	Prao.g_00259	Prbh.g_00661
OG0000393	Prao.g_00261	Prbh.g_00658
OG0000394	Prao.g_00262	Prbh.g_00657
OG0000395	Prao.g_00263	Prbh.g_00656
OG0000396	Prao.g_00266	Prbh.g_00654
OG0000397	Prao.g_00268	Prbh.g_00652
OG0000398	Prao.g_00270	Prbh.g_00649
OG0000399	Prao.g_00271	Prbh.g_00648
OG0000400	Prao.g_00272	Prbh.g_00647
OG0000401	Prao.g_00273	Prbh.g_00646
OG0000402	Prao.g_00274	Prbh.g_01144
OG0000403	Prao.g_00275	Prbh.g_00644
OG0000404	Prao.g_00276	Prbh.g_00643
OG0000405	Prao.g_00280	Prbh.g_00639
OG0000406	Prao.g_00285	Prbh.g_00635
OG0000407	Prao.g_00286	Prbh.g_00634
OG0000408	Prao.g_00288	Prbh.g_00632
OG0000409	Prao.g_00290	Prbh.g_00630
OG0000410	Prao.g_00291	Prbh.g_00629
OG0000411	Prao.g_00292	Prbh.g_00628
OG0000412	Prao.g_00293	Prbh.g_00627
OG0000413	Prao.g_00294	Prbh.g_00626
OG0000414	Prao.g_00295	Prbh.g_00625
OG0000415	Prao.g_00296	Prbh.g_00624
OG0000416	Prao.g_00297	Prbh.g_00623
OG0000417	Prao.g_00298	Prbh.g_00622
OG0000418	Prao.g_00303	Prbh.g_00617
OG0000419	Prao.g_00305	Prbh.g_00615
OG0000420	Prao.g_00306	Prbh.g_00614
OG0000421	Prao.g_00311	Prbh.g_00610
OG0000422	Prao.g_00312	Prbh.g_00609
OG0000423	Prao.g_00313	Prbh.g_00608
OG0000424	Prao.g_00314	Prbh.g_00607
OG0000425	Prao.g_00315	Prbh.g_00606
OG0000426	Prao.g_00316	Prbh.g_00605
OG0000427	Prao.g_00317	Prbh.g_00604
OG0000428	Prao.g_00319	Prbh.g_00602
OG0000429	Prao.g_00320	Prbh.g_00601
OG0000430	Prao.g_00321	Prbh.g_00600
OG0000431	Prao.g_00323	Prbh.g_00598
OG0000432	Prao.g_00326	Prbh.g_00594
OG0000433	Prao.g_00327	Prbh.g_00593
OG0000434	Prao.g_00328	Prbh.g_00592
OG0000435	Prao.g_00329	Prbh.g_00591
OG0000436	Prao.g_00334	Prbh.g_00586
OG0000437	Prao.g_00335	Prbh.g_00585
OG0000438	Prao.g_00336	Prbh.g_00584
OG0000439	Prao.g_00338	Prbh.g_00582
OG0000440	Prao.g_00339	Prbh.g_00581
OG0000441	Prao.g_00342	Prbh.g_00578
OG0000442	Prao.g_00343	Prbh.g_00577
OG0000443	Prao.g_00344	Prbh.g_00576
OG0000444	Prao.g_00349	Prbh.g_00571
OG0000445	Prao.g_00350	Prbh.g_00570
OG0000446	Prao.g_00351	Prbh.g_00569
OG0000447	Prao.g_00352	Prbh.g_00568
OG0000448	Prao.g_00353	Prbh.g_00567
OG0000449	Prao.g_00354	Prbh.g_00566
OG0000450	Prao.g_00355	Prbh.g_00565
OG0000451	Prao.g_00356	Prbh.g_00564
OG0000452	Prao.g_00359	Prbh.g_00561
OG0000453	Prao.g_00360	Prbh.g_00560
OG0000454	Prao.g_00361	Prbh.g_00559
OG0000455	Prao.g_00362	Prbh.g_00558
OG0000456	Prao.g_00363	Prbh.g_00557
OG0000457	Prao.g_00364	Prbh.g_00555
OG0000458	Prao.g_00365	Prbh.g_00554
OG0000459	Prao.g_00366	Prbh.g_00553
OG0000460	Prao.g_00373	Prbh.g_00545
OG0000461	Prao.g_00380	Prbh.g_00537
OG0000462	Prao.g_00382	Prbh.g_00535
OG0000463	Prao.g_00383	Prbh.g_00534
OG0000464	Prao.g_00384	Prbh.g_00533
OG0000465	Prao.g_00385	Prbh.g_00532
OG0000466	Prao.g_00388	Prbh.g_00529
OG0000467	Prao.g_00389	Prbh.g_00528
OG0000468	Prao.g_00391	Prbh.g_00525
OG0000469	Prao.g_00400	Prbh.g_00517
OG0000470	Prao.g_00402	Prbh.g_00515
OG0000471	Prao.g_00403	Prbh.g_00514
OG0000472	Prao.g_00404	Prbh.g_00513
OG0000473	Prao.g_00406	Prbh.g_00511
OG0000474	Prao.g_00407	Prbh.g_00510
OG0000475	Prao.g_00408	Prbh.g_00509
OG0000476	Prao.g_00409	Prbh.g_00507
OG0000477	Prao.g_00412	Prbh.g_00504
OG0000478	Prao.g_00413	Prbh.g_00503
OG0000479	Prao.g_00414	Prbh.g_00502
OG0000480	Prao.g_00419	Prbh.g_00497
OG0000481	Prao.g_00421	Prbh.g_00494
OG0000482	Prao.g_00422	Prbh.g_00493
OG0000483	Prao.g_00425	Prbh.g_00490
OG0000484	Prao.g_00426	Prbh.g_00489
OG0000485	Prao.g_00427	Prbh.g_00487
OG0000486	Prao.g_00428	Prbh.g_00486
OG0000487	Prao.g_00432	Prbh.g_00483
OG0000488	Prao.g_00435	Prbh.g_00480
OG0000489	Prao.g_00440	Prbh.g_00475
OG0000490	Prao.g_00444	Prbh.g_00471
OG0000491	Prao.g_00445	Prbh.g_00470
OG0000492	Prao.g_00447	Prbh.g_00468
OG0000493	Prao.g_00448	Prbh.g_00467
OG0000494	Prao.g_00449	Prbh.g_00466
OG0000495	Prao.g_00450	Prbh.g_00465
OG0000496	Prao.g_00451	Prbh.g_00464
OG0000497	Prao.g_00452	Prbh.g_00463
OG0000498	Prao.g_00453	Prbh.g_00462
OG0000499	Prao.g_00454	Prbh.g_00461
OG0000500	Prao.g_00455	Prbh.g_00460
OG0000501	Prao.g_00457	Prbh.g_00458
OG0000502	Prao.g_00460	Prbh.g_00455
OG0000503	Prao.g_00470	Prbh.g_00439
OG0000504	Prao.g_00471	Prbh.g_00437
OG0000505	Prao.g_00472	Prbh.g_00436
OG0000506	Prao.g_00474	Prbh.g_00435
OG0000507	Prao.g_00476	Prbh.g_00431
OG0000508	Prao.g_00479	Prbh.g_00427
OG0000509	Prao.g_00481	Prbh.g_00425
OG0000510	Prao.g_00482	Prbh.g_00424
OG0000511	Prao.g_00483	Prbh.g_00423
OG0000512	Prao.g_00485	Prbh.g_00421
OG0000513	Prao.g_00492	Prbh.g_00412
OG0000514	Prao.g_00535	Prbh.g_00401
OG0000515	Prao.g_00536	Prbh.g_00400
OG0000516	Prao.g_00537	Prbh.g_00399
OG0000517	Prao.g_00539	Prbh.g_00397
OG0000518	Prao.g_00550	Prbh.g_00386
OG0000519	Prao.g_00551	Prbh.g_00385
OG0000520	Prao.g_00552	Prbh.g_00384
OG0000521	Prao.g_00557	Prbh.g_00374
OG0000522	Prao.g_00559	Prbh.g_00372
OG0000523	Prao.g_00560	Prbh.g_00371
OG0000524	Prao.g_00567	Prbh.g_00367
OG0000525	Prao.g_00570	Prbh.g_00363
OG0000526	Prao.g_00571	Prbh.g_00361
OG0000527	Prao.g_00579	Prbh.g_00358
OG0000528	Prao.g_00584	Prbh.g_00353
OG0000529	Prao.g_00587	Prbh.g_00350
OG0000530	Prao.g_00590	Prbh.g_00347
OG0000531	Prao.g_00591	Prbh.g_00346
OG0000532	Prao.g_00593	Prbh.g_00344
OG0000533	Prao.g_00594	Prbh.g_00343
OG0000534	Prao.g_00595	Prbh.g_00342
OG0000535	Prao.g_00596	Prbh.g_00341
OG0000536	Prao.g_00597	Prbh.g_00340
OG0000537	Prao.g_00598	Prbh.g_00339
OG0000538	Prao.g_00606	Prbh.g_00329
OG0000539	Prao.g_00607	Prbh.g_00328
OG0000540	Prao.g_00608	Prbh.g_00327
OG0000541	Prao.g_00609	Prbh.g_00326
OG0000542	Prao.g_00611	Prbh.g_00325
OG0000543	Prao.g_00613	Prbh.g_00323
OG0000544	Prao.g_00614	Prbh.g_00322
OG0000545	Prao.g_00616	Prbh.g_00320
OG0000546	Prao.g_00619	Prbh.g_00317
OG0000547	Prao.g_00621	Prbh.g_00315
OG0000548	Prao.g_00622	Prbh.g_00314
OG0000549	Prao.g_00624	Prbh.g_00311
OG0000550	Prao.g_00629	Prbh.g_00306
OG0000551	Prao.g_00633	Prbh.g_00303
OG0000552	Prao.g_00634	Prbh.g_00302
OG0000553	Prao.g_00635	Prbh.g_00301
OG0000554	Prao.g_01857	Prbh.g_00295
OG0000555	Prao.g_01161	Prbh.g_00288
OG0000556	Prao.g_01163	Prbh.g_00286
OG0000557	Prao.g_01164	Prbh.g_00285
OG0000558	Prao.g_01166	Prbh.g_00283
OG0000559	Prao.g_01170	Prbh.g_00279
OG0000560	Prao.g_01173	Prbh.g_00276
OG0000561	Prao.g_01174	Prbh.g_00275
OG0000562	Prao.g_01175	Prbh.g_00274
OG0000563	Prao.g_01176	Prbh.g_00273
OG0000564	Prao.g_01177	Prbh.g_00272
