Orthogroup	Prao	Syar
OG0000199	Prao.g_00308	Syar.g_00106
OG0000200	Prao.g_00322	Syar.g_00124
OG0000201	Prao.g_00330	Syar.g_01000
OG0000202	Prao.g_00331	Syar.g_00998, Syar.g_00021
OG0000203	Prao.g_00332	Syar.g_00020, Syar.g_00997
OG0000204	Prao.g_00333	Syar.g_00996
OG0000205	Prao.g_00340	Syar.g_00988
OG0000206	Prao.g_00345	Syar.g_00963
OG0000207	Prao.g_00347	Syar.g_00957
OG0000208	Prao.g_00348	Syar.g_00956
OG0000209	Prao.g_00357	Syar.g_00936, Syar.g_03261
OG0000210	Prao.g_00358	Syar.g_00935, Syar.g_03260
OG0000211	Prao.g_00371	Syar.g_03026
OG0000212	Prao.g_00378	Syar.g_03017
OG0000213	Prao.g_00395	Syar.g_00187
OG0000214	Prao.g_00405	Syar.g_00209
OG0000215	Prao.g_00429	Syar.g_00239
OG0000216	Prao.g_00431	Syar.g_00244
OG0000217	Prao.g_00434	Syar.g_00854
OG0000218	Prao.g_00436	Syar.g_00852
OG0000219	Prao.g_00437	Syar.g_00851
OG0000220	Prao.g_00438	Syar.g_00850, Syar.g_02026
OG0000221	Prao.g_00439	Syar.g_00834
OG0000222	Prao.g_00446	Syar.g_02119, Syar.g_00728
OG0000223	Prao.g_00459	Syar.g_00649
OG0000224	Prao.g_00461	Syar.g_00762, Syar.g_00273
OG0000225	Prao.g_00480	Syar.g_01142
OG0000226	Prao.g_00484	Syar.g_01146
OG0000227	Prao.g_00486	Syar.g_01148
OG0000228	Prao.g_00489	Syar.g_01161
OG0000229	Prao.g_00540	Syar.g_01177, Syar.g_03273
OG0000230	Prao.g_00542	Syar.g_01179, Syar.g_03275
OG0000231	Prao.g_00553	Syar.g_02865, Syar.g_03151
OG0000232	Prao.g_00564	Syar.g_01424
OG0000233	Prao.g_00569	Syar.g_03183, Syar.g_01247
OG0000234	Prao.g_00582	Syar.g_01275
OG0000235	Prao.g_00585	Syar.g_01468
OG0000236	Prao.g_00599	Syar.g_03311, Syar.g_01484
OG0000237	Prao.g_00612	Syar.g_01503
OG0000238	Prao.g_00618	Syar.g_01508
OG0000239	Prao.g_00631	Syar.g_03277, Syar.g_02687
OG0000240	Prao.g_00632	Syar.g_03278, Syar.g_02686
OG0000241	Prao.g_01861	Syar.g_02410
OG0000242	Prao.g_01859	Syar.g_01926
OG0000243	Prao.g_01162	Syar.g_02335
OG0000244	Prao.g_01165	Syar.g_02327
OG0000245	Prao.g_01167	Syar.g_02325, Syar.g_03238
OG0000246	Prao.g_01171	Syar.g_02321
OG0000247	Prao.g_01181	Syar.g_02310
OG0000248	Prao.g_01183	Syar.g_02307, Syar.g_03293
OG0000249	Prao.g_01185	Syar.g_02305
OG0000250	Prao.g_01864	Syar.g_02299, Syar.g_03194
OG0000251	Prao.g_00029	Syar.g_03207, Syar.g_02194
OG0000252	Prao.g_00032	Syar.g_02189, Syar.g_03263
OG0000253	Prao.g_00033	Syar.g_02028, Syar.g_03229
OG0000254	Prao.g_00049	Syar.g_02169
OG0000255	Prao.g_00055	Syar.g_00011, Syar.g_02224
OG0000256	Prao.g_00066	Syar.g_02244
OG0000257	Prao.g_00069	Syar.g_02407, Syar.g_01762
OG0000258	Prao.g_00082	Syar.g_02427, Syar.g_00010
OG0000259	Prao.g_00099	Syar.g_02472
OG0000260	Prao.g_00102	Syar.g_03220, Syar.g_02475
OG0000261	Prao.g_00104	Syar.g_01916
OG0000262	Prao.g_00108	Syar.g_01690
OG0000263	Prao.g_00119	Syar.g_01991
OG0000264	Prao.g_00129	Syar.g_02135, Syar.g_03267
OG0000266	Prao.g_00658	Syar.g_01570
OG0000267	Prao.g_00669	Syar.g_01873
OG0000268	Prao.g_00670	Syar.g_02589
OG0000269	Prao.g_00736	Syar.g_02634
OG0000270	Prao.g_00739	Syar.g_00744, Syar.g_02637
OG0000271	Prao.g_00747	Syar.g_02645
OG0000272	Prao.g_00748	Syar.g_02646
OG0000273	Prao.g_00771	Syar.g_02481, Syar.g_00008
OG0000274	Prao.g_00772	Syar.g_00009, Syar.g_02482
OG0000275	Prao.g_00775	Syar.g_01810
OG0000276	Prao.g_00780	Syar.g_01817
OG0000277	Prao.g_00781	Syar.g_01818, Syar.g_03242
OG0000278	Prao.g_00784	Syar.g_01821, Syar.g_03174
OG0000279	Prao.g_00791	Syar.g_01838
OG0000280	Prao.g_00792	Syar.g_02067, Syar.g_00734
OG0000281	Prao.g_00797	Syar.g_02218
OG0000282	Prao.g_00847	Syar.g_01614, Syar.g_03255
OG0000283	Prao.g_00879	Syar.g_02574
OG0000284	Prao.g_00884	Syar.g_03258, Syar.g_02568
OG0000285	Prao.g_00889	Syar.g_02560
OG0000286	Prao.g_00901	Syar.g_02540
OG0000287	Prao.g_00918	Syar.g_02512
OG0000288	Prao.g_00947	Syar.g_01801
OG0000289	Prao.g_00958	Syar.g_03305, Syar.g_01786
OG0000290	Prao.g_00971	Syar.g_01928
OG0000291	Prao.g_00973	Syar.g_01930
OG0000292	Prao.g_01025	Syar.g_00463
OG0000293	Prao.g_01098	Syar.g_03297, Syar.g_01526
OG0000294	Prao.g_01097	Syar.g_01527, Syar.g_03296
OG0000295	Prao.g_01077	Syar.g_01951, Syar.g_03208
OG0000296	Prao.g_01075	Syar.g_01953
OG0000297	Prao.g_01067	Syar.g_01967, Syar.g_03216
OG0000298	Prao.g_01066	Syar.g_01968, Syar.g_03215
OG0000299	Prao.g_01049	Syar.g_01704
OG0000300	Prao.g_01046	Syar.g_01646, Syar.g_01711
OG0000301	Prao.g_01045	Syar.g_01712
OG0000302	Prao.g_01043	Syar.g_01713
OG0000303	Prao.g_01036	Syar.g_03136, Syar.g_01723
OG0000304	Prao.g_01032	Syar.g_01728
OG0000305	Prao.g_01247	Syar.g_01933, Syar.g_03163
OG0000306	Prao.g_01244	Syar.g_01884, Syar.g_03140
OG0000307	Prao.g_01230	Syar.g_01452, Syar.g_03153
OG0000308	Prao.g_01229	Syar.g_01450
OG0000309	Prao.g_01225	Syar.g_01239
OG0000310	Prao.g_01382	Syar.g_02826
OG0000311	Prao.g_01384	Syar.g_02823
OG0000312	Prao.g_01387	Syar.g_00015, Syar.g_02818
OG0000313	Prao.g_01401	Syar.g_02804
OG0000314	Prao.g_01423	Syar.g_01403
OG0000315	Prao.g_01433	Syar.g_01393
OG0000316	Prao.g_01453	Syar.g_02885
OG0000317	Prao.g_01550	Syar.g_02926
OG0000318	Prao.g_01553	Syar.g_02930
OG0000319	Prao.g_01566	Syar.g_02954
OG0000320	Prao.g_01568	Syar.g_02956
OG0000321	Prao.g_01569	Syar.g_02957
OG0000322	Prao.g_01570	Syar.g_02958
OG0000323	Prao.g_01579	Syar.g_02973
OG0000324	Prao.g_01605	Syar.g_00350, Syar.g_03001
OG0000325	Prao.g_01616	Syar.g_03291, Syar.g_00148
OG0000326	Prao.g_01622	Syar.g_00139, Syar.g_03134
OG0000327	Prao.g_01646	Syar.g_01029
OG0000328	Prao.g_01647	Syar.g_01030
OG0000329	Prao.g_01664	Syar.g_03189, Syar.g_01048
OG0000330	Prao.g_01665	Syar.g_03190, Syar.g_01049
OG0000331	Prao.g_01666	Syar.g_01050, Syar.g_03191
OG0000332	Prao.g_01680	Syar.g_01064, Syar.g_03299
OG0000333	Prao.g_01682	Syar.g_01067
OG0000334	Prao.g_01690	Syar.g_01076
OG0000335	Prao.g_01695	Syar.g_01080
OG0000336	Prao.g_01699	Syar.g_01084
OG0000337	Prao.g_01715	Syar.g_00285
OG0000338	Prao.g_01716	Syar.g_03225, Syar.g_00287
OG0000339	Prao.g_01720	Syar.g_00658
OG0000340	Prao.g_01728	Syar.g_00247
OG0000341	Prao.g_01730	Syar.g_00249
OG0000342	Prao.g_01731	Syar.g_00250
OG0000343	Prao.g_01732	Syar.g_00256
OG0000344	Prao.g_01735	Syar.g_00260
OG0000345	Prao.g_01740	Syar.g_00612
OG0000346	Prao.g_01744	Syar.g_00607
OG0000347	Prao.g_01760	Syar.g_00558
OG0000348	Prao.g_01770	Syar.g_00544
OG0000349	Prao.g_01787	Syar.g_00521
OG0000350	Prao.g_01806	Syar.g_00132
OG0000351	Prao.g_01823	Syar.g_00442
OG0000352	Prao.g_01824	Syar.g_00443
OG0000353	Prao.g_01840	Syar.g_00469
OG0000354	Prao.g_00637	Syar.g_01514, Syar.g_00487
OG0000355	Prao.g_01842	Syar.g_00471
OG0000356	Prao.g_01843	Syar.g_00472
OG0000357	Prao.g_01844	Syar.g_00473
OG0000358	Prao.g_01848	Syar.g_00477
OG0000359	Prao.g_01849	Syar.g_00479
OG0000360	Prao.g_01850	Syar.g_00480
OG0000361	Prao.g_00157	Syar.g_00481
OG0000362	Prao.g_00159	Syar.g_00483
OG0000363	Prao.g_00161	Syar.g_00484
OG0000364	Prao.g_00162	Syar.g_02928
OG0000365	Prao.g_00167	Syar.g_00493
OG0000366	Prao.g_00168	Syar.g_00494
OG0000367	Prao.g_00169	Syar.g_03262, Syar.g_00495
OG0000368	Prao.g_00171	Syar.g_00497
OG0000369	Prao.g_00172	Syar.g_00498
OG0000370	Prao.g_00173	Syar.g_00499
OG0000371	Prao.g_00178	Syar.g_00508
OG0000372	Prao.g_00181	Syar.g_00514
OG0000373	Prao.g_00182	Syar.g_00515
OG0000374	Prao.g_00183	Syar.g_00516
OG0000375	Prao.g_00186	Syar.g_00517
OG0000376	Prao.g_00188	Syar.g_00519
OG0000377	Prao.g_00191	Syar.g_00322
OG0000378	Prao.g_00193	Syar.g_00905
OG0000379	Prao.g_00196	Syar.g_00910
OG0000380	Prao.g_00205	Syar.g_03039
OG0000381	Prao.g_00209	Syar.g_03041
OG0000382	Prao.g_00220	Syar.g_03057
OG0000383	Prao.g_00222	Syar.g_03074
OG0000384	Prao.g_00223	Syar.g_03075
OG0000385	Prao.g_00224	Syar.g_03076
OG0000386	Prao.g_00225	Syar.g_03077
OG0000387	Prao.g_00238	Syar.g_03109
OG0000388	Prao.g_00241	Syar.g_03148, Syar.g_03113
OG0000389	Prao.g_00244	Syar.g_03118
OG0000390	Prao.g_00251	Syar.g_00033
OG0000391	Prao.g_00255	Syar.g_00038
OG0000392	Prao.g_00259	Syar.g_00045
OG0000393	Prao.g_00261	Syar.g_00048
OG0000394	Prao.g_00262	Syar.g_00049
OG0000395	Prao.g_00263	Syar.g_00050
OG0000396	Prao.g_00266	Syar.g_00053
OG0000397	Prao.g_00268	Syar.g_00055
OG0000398	Prao.g_00270	Syar.g_00060
OG0000399	Prao.g_00271	Syar.g_00061
OG0000400	Prao.g_00272	Syar.g_00062
OG0000401	Prao.g_00273	Syar.g_00063
OG0000402	Prao.g_00274	Syar.g_00065
OG0000403	Prao.g_00275	Syar.g_00066
OG0000404	Prao.g_00276	Syar.g_00067
OG0000405	Prao.g_00280	Syar.g_00076
OG0000406	Prao.g_00285	Syar.g_00080
OG0000407	Prao.g_00286	Syar.g_00081
OG0000408	Prao.g_00288	Syar.g_00083
OG0000409	Prao.g_00290	Syar.g_00085
OG0000410	Prao.g_00291	Syar.g_00086
OG0000411	Prao.g_00292	Syar.g_00087
OG0000412	Prao.g_00293	Syar.g_00088
OG0000413	Prao.g_00294	Syar.g_00090
OG0000414	Prao.g_00295	Syar.g_00091, Syar.g_03179
OG0000415	Prao.g_00296	Syar.g_00092
OG0000416	Prao.g_00297	Syar.g_00093
OG0000417	Prao.g_00298	Syar.g_00095
OG0000418	Prao.g_00303	Syar.g_00100
OG0000419	Prao.g_00305	Syar.g_00102
OG0000420	Prao.g_00306	Syar.g_00104
OG0000421	Prao.g_00311	Syar.g_00109
OG0000422	Prao.g_00312	Syar.g_00110
OG0000423	Prao.g_00313	Syar.g_00111
OG0000424	Prao.g_00314	Syar.g_00112
OG0000425	Prao.g_00315	Syar.g_00113
OG0000426	Prao.g_00316	Syar.g_00114
OG0000427	Prao.g_00317	Syar.g_00115
OG0000428	Prao.g_00319	Syar.g_00118
OG0000429	Prao.g_00320	Syar.g_00121
OG0000430	Prao.g_00321	Syar.g_00123
OG0000431	Prao.g_00323	Syar.g_00127
OG0000432	Prao.g_00326	Syar.g_01009
OG0000433	Prao.g_00327	Syar.g_01007
OG0000434	Prao.g_00328	Syar.g_01006
OG0000435	Prao.g_00329	Syar.g_01003
OG0000436	Prao.g_00334	Syar.g_00994
OG0000437	Prao.g_00335	Syar.g_00993
OG0000438	Prao.g_00336	Syar.g_00992
OG0000439	Prao.g_00338	Syar.g_00990
OG0000440	Prao.g_00339	Syar.g_00989
OG0000441	Prao.g_00342	Syar.g_00986
OG0000442	Prao.g_00343	Syar.g_00977
OG0000443	Prao.g_00344	Syar.g_00964
OG0000444	Prao.g_00349	Syar.g_00954
OG0000445	Prao.g_00350	Syar.g_00953
OG0000446	Prao.g_00351	Syar.g_00951
OG0000447	Prao.g_00352	Syar.g_00948
OG0000448	Prao.g_00353	Syar.g_00947
OG0000449	Prao.g_00354	Syar.g_00946
OG0000450	Prao.g_00355	Syar.g_00939
OG0000451	Prao.g_00356	Syar.g_00938
OG0000452	Prao.g_00359	Syar.g_00934
OG0000453	Prao.g_00360	Syar.g_00933
OG0000454	Prao.g_00361	Syar.g_00932
OG0000455	Prao.g_00362	Syar.g_00931
OG0000456	Prao.g_00363	Syar.g_00930
OG0000457	Prao.g_00364	Syar.g_00928
OG0000458	Prao.g_00365	Syar.g_00918
OG0000459	Prao.g_00366	Syar.g_00917
OG0000460	Prao.g_00373	Syar.g_03024
OG0000461	Prao.g_00380	Syar.g_00153
OG0000462	Prao.g_00382	Syar.g_00155
OG0000463	Prao.g_00383	Syar.g_00156
OG0000464	Prao.g_00384	Syar.g_00157
OG0000465	Prao.g_00385	Syar.g_00159
OG0000466	Prao.g_00388	Syar.g_00164
OG0000467	Prao.g_00389	Syar.g_00165
OG0000468	Prao.g_00391	Syar.g_00170
OG0000469	Prao.g_00400	Syar.g_00203
OG0000470	Prao.g_00402	Syar.g_00206
OG0000471	Prao.g_00403	Syar.g_00207
OG0000472	Prao.g_00404	Syar.g_00208
OG0000473	Prao.g_00406	Syar.g_00210
OG0000474	Prao.g_00407	Syar.g_00211
OG0000475	Prao.g_00408	Syar.g_00212
OG0000476	Prao.g_00409	Syar.g_00214
OG0000477	Prao.g_00412	Syar.g_00219
OG0000478	Prao.g_00413	Syar.g_00220
OG0000479	Prao.g_00414	Syar.g_00221
OG0000480	Prao.g_00419	Syar.g_00228
OG0000481	Prao.g_00421	Syar.g_00230
OG0000482	Prao.g_00422	Syar.g_00231
OG0000483	Prao.g_00425	Syar.g_00235
OG0000484	Prao.g_00426	Syar.g_00236
OG0000485	Prao.g_00427	Syar.g_00237
OG0000486	Prao.g_00428	Syar.g_00024, Syar.g_00238
OG0000487	Prao.g_00432	Syar.g_00245
OG0000488	Prao.g_00435	Syar.g_00853
OG0000489	Prao.g_00440	Syar.g_00833
OG0000490	Prao.g_00444	Syar.g_00823
OG0000491	Prao.g_00445	Syar.g_00822
OG0000492	Prao.g_00447	Syar.g_00727
OG0000493	Prao.g_00448	Syar.g_00726
OG0000494	Prao.g_00449	Syar.g_00725
OG0000495	Prao.g_00450	Syar.g_00724
OG0000496	Prao.g_00451	Syar.g_00723
OG0000497	Prao.g_00452	Syar.g_00722
OG0000498	Prao.g_00453	Syar.g_00721
OG0000499	Prao.g_00454	Syar.g_00720
OG0000500	Prao.g_00455	Syar.g_00719
OG0000501	Prao.g_00457	Syar.g_00716
OG0000502	Prao.g_00460	Syar.g_00275
OG0000503	Prao.g_00470	Syar.g_01118
OG0000504	Prao.g_00471	Syar.g_01120
OG0000505	Prao.g_00472	Syar.g_01121
OG0000506	Prao.g_00474	Syar.g_01123
OG0000507	Prao.g_00476	Syar.g_01129
OG0000508	Prao.g_00479	Syar.g_01141
OG0000509	Prao.g_00481	Syar.g_01143
OG0000510	Prao.g_00482	Syar.g_01144
OG0000511	Prao.g_00483	Syar.g_01145
OG0000512	Prao.g_00485	Syar.g_01147
OG0000513	Prao.g_00492	Syar.g_01166
OG0000514	Prao.g_00535	Syar.g_01169
OG0000515	Prao.g_00536	Syar.g_01170
OG0000516	Prao.g_00537	Syar.g_01172
OG0000517	Prao.g_00539	Syar.g_01176
OG0000518	Prao.g_00550	Syar.g_02868
OG0000519	Prao.g_00551	Syar.g_02867
OG0000520	Prao.g_00552	Syar.g_02866
OG0000521	Prao.g_00557	Syar.g_01419
OG0000522	Prao.g_00559	Syar.g_01421
OG0000523	Prao.g_00560	Syar.g_01422
OG0000524	Prao.g_00567	Syar.g_01244
OG0000525	Prao.g_00570	Syar.g_01263
OG0000526	Prao.g_00571	Syar.g_01266
OG0000527	Prao.g_00579	Syar.g_01271
OG0000528	Prao.g_00584	Syar.g_01466
OG0000529	Prao.g_00587	Syar.g_01470
OG0000530	Prao.g_00590	Syar.g_01473
OG0000531	Prao.g_00591	Syar.g_01474
OG0000532	Prao.g_00593	Syar.g_01477
OG0000533	Prao.g_00594	Syar.g_01479
OG0000534	Prao.g_00595	Syar.g_01480
OG0000535	Prao.g_00596	Syar.g_01481
OG0000536	Prao.g_00597	Syar.g_01482
OG0000537	Prao.g_00598	Syar.g_01483
OG0000538	Prao.g_00606	Syar.g_01496
OG0000539	Prao.g_00607	Syar.g_01497
OG0000540	Prao.g_00608	Syar.g_01498
OG0000541	Prao.g_00609	Syar.g_01499
OG0000542	Prao.g_00611	Syar.g_01502
OG0000543	Prao.g_00613	Syar.g_01504
OG0000544	Prao.g_00614	Syar.g_01505
OG0000545	Prao.g_00616	Syar.g_01507
OG0000546	Prao.g_00619	Syar.g_01509
OG0000547	Prao.g_00621	Syar.g_01511
OG0000548	Prao.g_00622	Syar.g_01512
OG0000549	Prao.g_00624	Syar.g_02693
OG0000550	Prao.g_00629	Syar.g_02689
OG0000551	Prao.g_00633	Syar.g_02684
OG0000552	Prao.g_00634	Syar.g_02683
OG0000553	Prao.g_00635	Syar.g_02679
OG0000554	Prao.g_01857	Syar.g_02352
OG0000555	Prao.g_01161	Syar.g_02336
OG0000556	Prao.g_01163	Syar.g_02332
OG0000557	Prao.g_01164	Syar.g_02328
OG0000558	Prao.g_01166	Syar.g_02326
OG0000559	Prao.g_01170	Syar.g_02322
OG0000560	Prao.g_01173	Syar.g_02320
OG0000561	Prao.g_01174	Syar.g_02319
OG0000562	Prao.g_01175	Syar.g_02318
OG0000563	Prao.g_01176	Syar.g_02317
OG0000564	Prao.g_01177	Syar.g_02316
OG0000565	Prao.g_01180	Syar.g_02312
OG0000566	Prao.g_01182	Syar.g_02308
OG0000567	Prao.g_01186	Syar.g_02304
