Orthogroup	Prac	Prax
OG0000107	Prac.g_01148	Prax.g_00790
OG0000108	Prac.g_01064	Prax.g_00722
OG0000109	Prac.g_01050	Prax.g_00707
OG0000110	Prac.g_00798	Prax.g_00035
OG0000111	Prac.g_00672	Prax.g_00943
OG0000112	Prac.g_01507	Prax.g_00409
OG0000113	Prac.g_01453	Prax.g_00351
OG0000114	Prac.g_01384	Prax.g_00561
OG0000115	Prac.g_01040	Prax.g_00132
OG0000116	Prac.g_00995	Prax.g_00190
OG0000117	Prac.g_01955	Prax.g_01959
OG0000118	Prac.g_00187	Prax.g_01887
OG0000119	Prac.g_00213	Prax.g_01867
OG0000120	Prac.g_00248	Prax.g_01832
OG0000121	Prac.g_00409	Prax.g_01726
OG0000122	Prac.g_00371	Prax.g_01688
OG0000123	Prac.g_00554	Prax.g_01345
OG0000124	Prac.g_00056	Prax.g_01410
OG0000125	Prac.g_00092	Prax.g_01447
OG0000126	Prac.g_00130	Prax.g_01485
OG0000128	Prac.g_01936	Prax.g_01974
OG0000129	Prac.g_01888	Prax.g_00269
OG0000130	Prac.g_01862	Prax.g_00640
OG0000131	Prac.g_01785	Prax.g_01073
OG0000132	Prac.g_01766	Prax.g_01054
OG0000133	Prac.g_01609	Prax.g_00853
OG0000134	Prac.g_01177	Prax.g_00816
OG0000135	Prac.g_01150	Prax.g_00792
OG0000136	Prac.g_01106	Prax.g_00759
OG0000137	Prac.g_01069	Prax.g_00727
OG0000138	Prac.g_01049	Prax.g_00706
OG0000139	Prac.g_00835	Prax.g_00664
OG0000140	Prac.g_00834	Prax.g_00663
OG0000141	Prac.g_00764	Prax.g_00066
OG0000142	Prac.g_00736	Prax.g_00094
OG0000143	Prac.g_00732	Prax.g_00098
OG0000144	Prac.g_00719	Prax.g_00111
OG0000145	Prac.g_01508	Prax.g_00413
OG0000146	Prac.g_01506	Prax.g_00408
OG0000147	Prac.g_01505	Prax.g_00407
OG0000148	Prac.g_01459	Prax.g_00357
OG0000149	Prac.g_01429	Prax.g_00326
OG0000150	Prac.g_01421	Prax.g_00318
OG0000151	Prac.g_01374	Prax.g_00571
OG0000152	Prac.g_01327	Prax.g_01129
OG0000153	Prac.g_01308	Prax.g_01148
OG0000154	Prac.g_01282	Prax.g_01178
OG0000155	Prac.g_00965	Prax.g_00220
OG0000156	Prac.g_00164	Prax.g_01910
OG0000157	Prac.g_00165	Prax.g_01909
OG0000158	Prac.g_00447	Prax.g_01780
OG0000159	Prac.g_00257	Prax.g_01824
OG0000160	Prac.g_00410	Prax.g_01727
OG0000161	Prac.g_00404	Prax.g_01721
OG0000162	Prac.g_00398	Prax.g_01715
OG0000163	Prac.g_00364	Prax.g_01681
OG0000164	Prac.g_00601	Prax.g_01535
OG0000165	Prac.g_00594	Prax.g_01528
OG0000166	Prac.g_00512	Prax.g_01302
OG0000167	Prac.g_00015	Prax.g_01368
OG0000168	Prac.g_00025	Prax.g_01378
OG0000169	Prac.g_00035	Prax.g_01388
OG0000170	Prac.g_00037	Prax.g_01390
OG0000171	Prac.g_00055	Prax.g_01409
OG0000172	Prac.g_00063	Prax.g_01418
OG0000173	Prac.g_00078	Prax.g_01433
OG0000174	Prac.g_00105	Prax.g_01460
OG0000175	Prac.g_00115	Prax.g_01470
OG0000176	Prac.g_01943	Prax.g_01494
OG0000177	Prac.g_01942	Prax.g_01495
OG0000178	Prac.g_01941	Prax.g_01496
OG0000179	Prac.g_01931	Prax.g_00297
OG0000180	Prac.g_01930	Prax.g_00296
OG0000181	Prac.g_01929	Prax.g_00295
OG0000182	Prac.g_01928	Prax.g_00294
OG0000183	Prac.g_01924	Prax.g_00290
OG0000184	Prac.g_01885	Prax.g_00621
OG0000185	Prac.g_01882	Prax.g_00624
OG0000186	Prac.g_01867	Prax.g_00635
OG0000187	Prac.g_01866	Prax.g_00636
OG0000188	Prac.g_01849	Prax.g_00653
OG0000189	Prac.g_01835	Prax.g_01122
OG0000190	Prac.g_01834	Prax.g_01121
OG0000191	Prac.g_01814	Prax.g_01101
OG0000192	Prac.g_01810	Prax.g_01097
OG0000193	Prac.g_01784	Prax.g_01072
OG0000194	Prac.g_01781	Prax.g_01069
OG0000195	Prac.g_01779	Prax.g_01067
OG0000196	Prac.g_01769	Prax.g_01057
OG0000197	Prac.g_01768	Prax.g_01056
OG0000198	Prac.g_01767	Prax.g_01055
OG0000199	Prac.g_01760	Prax.g_01048
OG0000200	Prac.g_01746	Prax.g_01034
OG0000201	Prac.g_01738	Prax.g_01026
OG0000202	Prac.g_01737	Prax.g_01025
OG0000203	Prac.g_01736	Prax.g_01024
OG0000204	Prac.g_01735	Prax.g_01023
OG0000205	Prac.g_01728	Prax.g_01016
OG0000206	Prac.g_01723	Prax.g_01011
OG0000207	Prac.g_01721	Prax.g_01009
OG0000208	Prac.g_01720	Prax.g_01008
OG0000209	Prac.g_01711	Prax.g_00999
OG0000210	Prac.g_01710	Prax.g_00998
OG0000211	Prac.g_01697	Prax.g_00985
OG0000212	Prac.g_01690	Prax.g_00978
OG0000213	Prac.g_01674	Prax.g_00918
OG0000214	Prac.g_01664	Prax.g_00908
OG0000215	Prac.g_01639	Prax.g_00883
OG0000216	Prac.g_01637	Prax.g_00881
OG0000217	Prac.g_01634	Prax.g_00878
OG0000218	Prac.g_01632	Prax.g_00876
OG0000219	Prac.g_01631	Prax.g_00875
OG0000220	Prac.g_01630	Prax.g_00874
OG0000221	Prac.g_01629	Prax.g_00873
OG0000222	Prac.g_01621	Prax.g_00865
OG0000223	Prac.g_01608	Prax.g_00850
OG0000224	Prac.g_01606	Prax.g_00848
OG0000225	Prac.g_01188	Prax.g_00827
OG0000226	Prac.g_01184	Prax.g_00823
OG0000227	Prac.g_01182	Prax.g_00821
OG0000228	Prac.g_01179	Prax.g_00818
OG0000229	Prac.g_01111	Prax.g_00764
OG0000230	Prac.g_01109	Prax.g_00762
OG0000231	Prac.g_01098	Prax.g_00751
OG0000232	Prac.g_01089	Prax.g_00743
OG0000233	Prac.g_01082	Prax.g_00738
OG0000234	Prac.g_01068	Prax.g_00726
OG0000235	Prac.g_01065	Prax.g_00723
OG0000236	Prac.g_01051	Prax.g_00708
OG0000237	Prac.g_00865	Prax.g_00695
OG0000238	Prac.g_00859	Prax.g_00689
OG0000239	Prac.g_00847	Prax.g_00676
OG0000240	Prac.g_00846	Prax.g_00675
OG0000241	Prac.g_00842	Prax.g_00671
OG0000242	Prac.g_00840	Prax.g_00669
OG0000243	Prac.g_00829	Prax.g_00004
OG0000244	Prac.g_00826	Prax.g_00007
OG0000245	Prac.g_00824	Prax.g_00009
OG0000246	Prac.g_00820	Prax.g_00013
OG0000247	Prac.g_00810	Prax.g_00023
OG0000248	Prac.g_00808	Prax.g_00025
OG0000249	Prac.g_00806	Prax.g_00027
OG0000250	Prac.g_00801	Prax.g_00032
OG0000251	Prac.g_00782	Prax.g_00050
OG0000252	Prac.g_00778	Prax.g_00053
OG0000253	Prac.g_00777	Prax.g_00054
OG0000254	Prac.g_00760	Prax.g_00070
OG0000255	Prac.g_00754	Prax.g_00076
OG0000256	Prac.g_00744	Prax.g_00086
OG0000257	Prac.g_00741	Prax.g_00089
OG0000258	Prac.g_00728	Prax.g_00102
OG0000259	Prac.g_00711	Prax.g_00119
OG0000260	Prac.g_00708	Prax.g_00122
OG0000261	Prac.g_00706	Prax.g_00977
OG0000262	Prac.g_00702	Prax.g_00973
OG0000263	Prac.g_00690	Prax.g_00961
OG0000264	Prac.g_00680	Prax.g_00951
OG0000265	Prac.g_01560	Prax.g_00485
OG0000266	Prac.g_01550	Prax.g_00475
OG0000267	Prac.g_01539	Prax.g_00464
OG0000268	Prac.g_01538	Prax.g_00463
OG0000269	Prac.g_01480	Prax.g_00378
OG0000270	Prac.g_01477	Prax.g_00375
OG0000271	Prac.g_01469	Prax.g_00367
OG0000272	Prac.g_01468	Prax.g_00366
OG0000273	Prac.g_01445	Prax.g_00343
OG0000274	Prac.g_01444	Prax.g_00342
OG0000275	Prac.g_01442	Prax.g_00339
OG0000276	Prac.g_01437	Prax.g_00334
OG0000277	Prac.g_01436	Prax.g_00333
OG0000278	Prac.g_01433	Prax.g_00330
OG0000279	Prac.g_01426	Prax.g_00323
OG0000280	Prac.g_01425	Prax.g_00322
OG0000281	Prac.g_01420	Prax.g_00317
OG0000282	Prac.g_01382	Prax.g_00563
OG0000283	Prac.g_01350	Prax.g_00597
OG0000284	Prac.g_01345	Prax.g_00602
OG0000285	Prac.g_01340	Prax.g_00607
OG0000286	Prac.g_01328	Prax.g_00619
OG0000287	Prac.g_01311	Prax.g_01145
OG0000288	Prac.g_01283	Prax.g_01177
OG0000289	Prac.g_01272	Prax.g_01188
OG0000290	Prac.g_01259	Prax.g_01201
OG0000291	Prac.g_01257	Prax.g_01203
OG0000292	Prac.g_01207	Prax.g_01254
OG0000293	Prac.g_00994	Prax.g_00191
OG0000294	Prac.g_00993	Prax.g_00192
OG0000295	Prac.g_00973	Prax.g_00212
OG0000296	Prac.g_00971	Prax.g_00214
OG0000297	Prac.g_00963	Prax.g_00222
OG0000298	Prac.g_00962	Prax.g_00223
OG0000299	Prac.g_00945	Prax.g_00240
OG0000300	Prac.g_00942	Prax.g_00243
OG0000301	Prac.g_00941	Prax.g_00244
OG0000302	Prac.g_00939	Prax.g_00246
OG0000303	Prac.g_00932	Prax.g_00253
OG0000304	Prac.g_00928	Prax.g_00257
OG0000305	Prac.g_00209	Prax.g_01871
OG0000306	Prac.g_00212	Prax.g_01868
OG0000307	Prac.g_00226	Prax.g_01854
OG0000308	Prac.g_00227	Prax.g_01853
OG0000309	Prac.g_00231	Prax.g_01849
OG0000310	Prac.g_00426	Prax.g_01748
OG0000311	Prac.g_00424	Prax.g_01746
OG0000312	Prac.g_00421	Prax.g_01743
OG0000313	Prac.g_00407	Prax.g_01724
OG0000314	Prac.g_00384	Prax.g_01701
OG0000315	Prac.g_00374	Prax.g_01691
OG0000316	Prac.g_00354	Prax.g_01671
OG0000317	Prac.g_00627	Prax.g_01561
OG0000318	Prac.g_00624	Prax.g_01558
OG0000319	Prac.g_00611	Prax.g_01545
OG0000320	Prac.g_00609	Prax.g_01543
OG0000321	Prac.g_00608	Prax.g_01542
OG0000322	Prac.g_00607	Prax.g_01541
OG0000323	Prac.g_00598	Prax.g_01532
OG0000324	Prac.g_00572	Prax.g_01505
OG0000325	Prac.g_00477	Prax.g_01263
OG0000326	Prac.g_00483	Prax.g_01269
OG0000327	Prac.g_00507	Prax.g_01297
OG0000328	Prac.g_00508	Prax.g_01298
OG0000329	Prac.g_00525	Prax.g_01315
OG0000330	Prac.g_00526	Prax.g_01316
OG0000331	Prac.g_00527	Prax.g_01317
OG0000332	Prac.g_00541	Prax.g_01331
OG0000333	Prac.g_00543	Prax.g_01333
OG0000334	Prac.g_00551	Prax.g_01341
OG0000335	Prac.g_00555	Prax.g_01346
OG0000336	Prac.g_00559	Prax.g_01350
OG0000337	Prac.g_00013	Prax.g_01366
OG0000338	Prac.g_00014	Prax.g_01367
OG0000339	Prac.g_00018	Prax.g_01371
OG0000340	Prac.g_00026	Prax.g_01379
OG0000341	Prac.g_00028	Prax.g_01381
OG0000342	Prac.g_00029	Prax.g_01382
OG0000343	Prac.g_00030	Prax.g_01383
OG0000344	Prac.g_00033	Prax.g_01386
OG0000345	Prac.g_00038	Prax.g_01391
OG0000346	Prac.g_00042	Prax.g_01395
OG0000347	Prac.g_00057	Prax.g_01411
OG0000348	Prac.g_00066	Prax.g_01421
OG0000349	Prac.g_00083	Prax.g_01438
OG0000350	Prac.g_00101	Prax.g_01456
OG0000351	Prac.g_00118	Prax.g_01473
OG0000352	Prac.g_00119	Prax.g_01474
OG0000353	Prac.g_01948	Prax.g_01489
OG0000355	Prac.g_01946	Prax.g_01491
OG0000356	Prac.g_01945	Prax.g_01492
OG0000357	Prac.g_01944	Prax.g_01493
OG0000358	Prac.g_01940	Prax.g_01497
OG0000359	Prac.g_01939	Prax.g_01498
OG0000360	Prac.g_01938	Prax.g_01499
OG0000361	Prac.g_01937	Prax.g_01975
OG0000362	Prac.g_01935	Prax.g_01973
OG0000363	Prac.g_01933	Prax.g_00299
OG0000364	Prac.g_01932	Prax.g_00298
OG0000365	Prac.g_01927	Prax.g_00293
OG0000366	Prac.g_01926	Prax.g_00292
OG0000367	Prac.g_01925	Prax.g_00291
OG0000368	Prac.g_01923	Prax.g_00289
OG0000369	Prac.g_01922	Prax.g_00288
OG0000370	Prac.g_01921	Prax.g_00287
OG0000371	Prac.g_01915	Prax.g_00281
OG0000372	Prac.g_01911	Prax.g_00278
OG0000373	Prac.g_01910	Prax.g_00277
OG0000374	Prac.g_01909	Prax.g_00276
OG0000375	Prac.g_01892	Prax.g_00273
OG0000376	Prac.g_01890	Prax.g_00271
OG0000377	Prac.g_01886	Prax.g_00261
OG0000378	Prac.g_01884	Prax.g_00622
OG0000379	Prac.g_01881	Prax.g_00625
OG0000380	Prac.g_01865	Prax.g_00637
OG0000381	Prac.g_01861	Prax.g_00641
OG0000382	Prac.g_01850	Prax.g_00652
OG0000383	Prac.g_01848	Prax.g_00654
OG0000384	Prac.g_01847	Prax.g_00655
OG0000385	Prac.g_01846	Prax.g_00656
OG0000386	Prac.g_01845	Prax.g_00657
OG0000387	Prac.g_01832	Prax.g_01119
OG0000388	Prac.g_01829	Prax.g_01116
OG0000389	Prac.g_01825	Prax.g_01113
OG0000390	Prac.g_01818	Prax.g_01106
OG0000391	Prac.g_01815	Prax.g_01102
OG0000392	Prac.g_01811	Prax.g_01098
OG0000393	Prac.g_01809	Prax.g_01096
OG0000394	Prac.g_01808	Prax.g_01095
OG0000395	Prac.g_01807	Prax.g_01094
OG0000396	Prac.g_01804	Prax.g_01091
OG0000397	Prac.g_01802	Prax.g_01089
OG0000398	Prac.g_01800	Prax.g_01087
OG0000399	Prac.g_01799	Prax.g_01086
OG0000400	Prac.g_01798	Prax.g_01085
OG0000401	Prac.g_01797	Prax.g_01084
OG0000402	Prac.g_01795	Prax.g_01082
OG0000403	Prac.g_01794	Prax.g_01081
OG0000404	Prac.g_01793	Prax.g_01080
OG0000405	Prac.g_01789	Prax.g_01076
OG0000406	Prac.g_01783	Prax.g_01071
OG0000407	Prac.g_01782	Prax.g_01070
OG0000408	Prac.g_01780	Prax.g_01068
OG0000409	Prac.g_01778	Prax.g_01066
OG0000410	Prac.g_01777	Prax.g_01065
OG0000411	Prac.g_01776	Prax.g_01064
OG0000412	Prac.g_01775	Prax.g_01063
OG0000413	Prac.g_01774	Prax.g_01062
OG0000414	Prac.g_01773	Prax.g_01061
OG0000415	Prac.g_01772	Prax.g_01060
OG0000416	Prac.g_01771	Prax.g_01059
OG0000417	Prac.g_01770	Prax.g_01058
OG0000418	Prac.g_01765	Prax.g_01053
OG0000419	Prac.g_01763	Prax.g_01051
OG0000420	Prac.g_01762	Prax.g_01050
OG0000421	Prac.g_01757	Prax.g_01045
OG0000422	Prac.g_01756	Prax.g_01044
OG0000423	Prac.g_01755	Prax.g_01043
OG0000424	Prac.g_01754	Prax.g_01042
OG0000425	Prac.g_01753	Prax.g_01041
OG0000426	Prac.g_01752	Prax.g_01040
OG0000427	Prac.g_01751	Prax.g_01039
OG0000428	Prac.g_01749	Prax.g_01037
OG0000429	Prac.g_01748	Prax.g_01036
OG0000430	Prac.g_01747	Prax.g_01035
OG0000431	Prac.g_01745	Prax.g_01033
OG0000432	Prac.g_01742	Prax.g_01030
OG0000433	Prac.g_01741	Prax.g_01029
OG0000434	Prac.g_01740	Prax.g_01028
OG0000435	Prac.g_01739	Prax.g_01027
OG0000436	Prac.g_01734	Prax.g_01022
OG0000437	Prac.g_01733	Prax.g_01021
OG0000438	Prac.g_01732	Prax.g_01020
OG0000439	Prac.g_01730	Prax.g_01018
OG0000440	Prac.g_01729	Prax.g_01017
OG0000441	Prac.g_01726	Prax.g_01014
OG0000442	Prac.g_01725	Prax.g_01013
OG0000443	Prac.g_01724	Prax.g_01012
OG0000444	Prac.g_01719	Prax.g_01007
OG0000445	Prac.g_01718	Prax.g_01006
OG0000446	Prac.g_01717	Prax.g_01005
OG0000447	Prac.g_01716	Prax.g_01004
OG0000448	Prac.g_01715	Prax.g_01003
OG0000449	Prac.g_01714	Prax.g_01002
OG0000450	Prac.g_01713	Prax.g_01001
OG0000451	Prac.g_01712	Prax.g_01000
OG0000452	Prac.g_01709	Prax.g_00997
OG0000453	Prac.g_01708	Prax.g_00996
OG0000454	Prac.g_01707	Prax.g_00995
OG0000455	Prac.g_01706	Prax.g_00994
OG0000456	Prac.g_01705	Prax.g_00993
OG0000457	Prac.g_01704	Prax.g_00992
OG0000458	Prac.g_01703	Prax.g_00991
OG0000459	Prac.g_01702	Prax.g_00990
OG0000460	Prac.g_01695	Prax.g_00983
OG0000461	Prac.g_01688	Prax.g_00933
OG0000462	Prac.g_01686	Prax.g_00931
OG0000463	Prac.g_01685	Prax.g_00930
OG0000464	Prac.g_01684	Prax.g_00929
OG0000465	Prac.g_01683	Prax.g_00928
OG0000466	Prac.g_01680	Prax.g_00925
OG0000467	Prac.g_01679	Prax.g_00924
OG0000468	Prac.g_01678	Prax.g_00922
OG0000469	Prac.g_01669	Prax.g_00913
OG0000470	Prac.g_01667	Prax.g_00911
OG0000471	Prac.g_01666	Prax.g_00910
OG0000472	Prac.g_01665	Prax.g_00909
OG0000473	Prac.g_01663	Prax.g_00907
OG0000474	Prac.g_01662	Prax.g_00906
OG0000475	Prac.g_01661	Prax.g_00905
OG0000476	Prac.g_01660	Prax.g_00904
OG0000477	Prac.g_01656	Prax.g_00900
OG0000478	Prac.g_01655	Prax.g_00899
OG0000479	Prac.g_01654	Prax.g_00898
OG0000480	Prac.g_01649	Prax.g_00893
OG0000481	Prac.g_01647	Prax.g_00891
OG0000482	Prac.g_01646	Prax.g_00890
OG0000483	Prac.g_01643	Prax.g_00887
OG0000484	Prac.g_01642	Prax.g_00886
OG0000485	Prac.g_01641	Prax.g_00885
OG0000486	Prac.g_01640	Prax.g_00884
OG0000487	Prac.g_01636	Prax.g_00880
OG0000488	Prac.g_01633	Prax.g_00877
OG0000489	Prac.g_01628	Prax.g_00872
OG0000490	Prac.g_01623	Prax.g_00867
OG0000491	Prac.g_01622	Prax.g_00866
OG0000492	Prac.g_01620	Prax.g_00864
OG0000493	Prac.g_01619	Prax.g_00863
OG0000494	Prac.g_01618	Prax.g_00862
OG0000495	Prac.g_01617	Prax.g_00861
OG0000496	Prac.g_01616	Prax.g_00860
OG0000497	Prac.g_01615	Prax.g_00859
OG0000498	Prac.g_01614	Prax.g_00858
OG0000499	Prac.g_01613	Prax.g_00857
OG0000500	Prac.g_01612	Prax.g_00856
OG0000501	Prac.g_01610	Prax.g_00854
OG0000502	Prac.g_01607	Prax.g_00849
OG0000503	Prac.g_01200	Prax.g_00839
OG0000504	Prac.g_01199	Prax.g_00838
OG0000505	Prac.g_01198	Prax.g_00837
OG0000506	Prac.g_01196	Prax.g_00835
OG0000507	Prac.g_01193	Prax.g_00832
OG0000508	Prac.g_01189	Prax.g_00828
OG0000509	Prac.g_01187	Prax.g_00826
OG0000510	Prac.g_01186	Prax.g_00825
OG0000511	Prac.g_01185	Prax.g_00824
OG0000512	Prac.g_01183	Prax.g_00822
OG0000513	Prac.g_01176	Prax.g_00815
OG0000514	Prac.g_01116	Prax.g_00769
OG0000515	Prac.g_01115	Prax.g_00768
OG0000516	Prac.g_01114	Prax.g_00767
OG0000517	Prac.g_01112	Prax.g_00765
OG0000518	Prac.g_01101	Prax.g_00754
OG0000519	Prac.g_01100	Prax.g_00753
OG0000520	Prac.g_01099	Prax.g_00752
OG0000521	Prac.g_01094	Prax.g_00747
OG0000522	Prac.g_01092	Prax.g_00746
OG0000523	Prac.g_01091	Prax.g_00745
OG0000524	Prac.g_01084	Prax.g_00740
OG0000525	Prac.g_01081	Prax.g_00737
OG0000526	Prac.g_01080	Prax.g_00736
OG0000527	Prac.g_01071	Prax.g_00729
OG0000528	Prac.g_01066	Prax.g_00724
OG0000529	Prac.g_01063	Prax.g_00721
OG0000530	Prac.g_01060	Prax.g_00718
OG0000531	Prac.g_01059	Prax.g_00717
OG0000532	Prac.g_01057	Prax.g_00715
OG0000533	Prac.g_01056	Prax.g_00714
OG0000534	Prac.g_01055	Prax.g_00713
OG0000535	Prac.g_01054	Prax.g_00712
OG0000536	Prac.g_01053	Prax.g_00711
OG0000537	Prac.g_01052	Prax.g_00709
OG0000538	Prac.g_00871	Prax.g_00701
OG0000539	Prac.g_00870	Prax.g_00700
OG0000540	Prac.g_00869	Prax.g_00699
OG0000541	Prac.g_00868	Prax.g_00698
OG0000542	Prac.g_00866	Prax.g_00696
OG0000543	Prac.g_00864	Prax.g_00694
OG0000544	Prac.g_00863	Prax.g_00693
OG0000545	Prac.g_00861	Prax.g_00691
OG0000546	Prac.g_00858	Prax.g_00688
OG0000547	Prac.g_00857	Prax.g_00686
OG0000548	Prac.g_00856	Prax.g_00685
OG0000549	Prac.g_00854	Prax.g_00683
OG0000550	Prac.g_00849	Prax.g_00678
OG0000551	Prac.g_00845	Prax.g_00674
OG0000552	Prac.g_00844	Prax.g_00673
OG0000553	Prac.g_00843	Prax.g_00672
OG0000554	Prac.g_00838	Prax.g_00667
OG0000555	Prac.g_00830	Prax.g_00003
OG0000556	Prac.g_00828	Prax.g_00005
OG0000557	Prac.g_00827	Prax.g_00006
OG0000558	Prac.g_00825	Prax.g_00008
OG0000559	Prac.g_00821	Prax.g_00012
OG0000560	Prac.g_00818	Prax.g_00015
OG0000561	Prac.g_00817	Prax.g_00016
OG0000562	Prac.g_00816	Prax.g_00017
OG0000563	Prac.g_00815	Prax.g_00018
OG0000564	Prac.g_00814	Prax.g_00019
OG0000565	Prac.g_00811	Prax.g_00022
OG0000566	Prac.g_00809	Prax.g_00024
OG0000567	Prac.g_00805	Prax.g_00028
OG0000568	Prac.g_00804	Prax.g_00029
OG0000569	Prac.g_00803	Prax.g_00030
OG0000570	Prac.g_00802	Prax.g_00031
OG0000571	Prac.g_00800	Prax.g_00033
OG0000572	Prac.g_00787	Prax.g_00046
OG0000573	Prac.g_00780	Prax.g_00051
