Orthogroup	Prac	Pran
OG0000255	Prac.g_00754	Pran.g_01561
OG0000256	Prac.g_00744	Pran.g_01551
OG0000257	Prac.g_00741	Pran.g_01548
OG0000258	Prac.g_00728	Pran.g_01535
OG0000259	Prac.g_00711	Pran.g_01518
OG0000260	Prac.g_00708	Pran.g_01515
OG0000261	Prac.g_00706	Pran.g_01513
OG0000262	Prac.g_00702	Pran.g_01509
OG0000263	Prac.g_00690	Pran.g_01497
OG0000264	Prac.g_00680	Pran.g_01487
OG0000265	Prac.g_01560	Pran.g_01460
OG0000266	Prac.g_01550	Pran.g_01450
OG0000267	Prac.g_01539	Pran.g_01439
OG0000268	Prac.g_01538	Pran.g_01438
OG0000269	Prac.g_01480	Pran.g_01348
OG0000270	Prac.g_01477	Pran.g_01345
OG0000271	Prac.g_01469	Pran.g_01337
OG0000272	Prac.g_01468	Pran.g_01336
OG0000273	Prac.g_01445	Pran.g_01313
OG0000274	Prac.g_01444	Pran.g_01312
OG0000275	Prac.g_01442	Pran.g_01310
OG0000276	Prac.g_01437	Pran.g_01305
OG0000277	Prac.g_01436	Pran.g_01304
OG0000278	Prac.g_01433	Pran.g_01301
OG0000279	Prac.g_01426	Pran.g_01294
OG0000280	Prac.g_01425	Pran.g_01293
OG0000281	Prac.g_01420	Pran.g_01287
OG0000282	Prac.g_01382	Pran.g_00431
OG0000283	Prac.g_01350	Pran.g_00464
OG0000284	Prac.g_01345	Pran.g_00469
OG0000285	Prac.g_01340	Pran.g_00474
OG0000286	Prac.g_01328	Pran.g_00486
OG0000287	Prac.g_01311	Pran.g_00503
OG0000288	Prac.g_01283	Pran.g_00541
OG0000289	Prac.g_01272	Pran.g_00552
OG0000290	Prac.g_01259	Pran.g_00565
OG0000291	Prac.g_01257	Pran.g_00567
OG0000292	Prac.g_01207	Pran.g_00135
OG0000293	Prac.g_00994	Pran.g_00069
OG0000294	Prac.g_00993	Pran.g_00068
OG0000295	Prac.g_00973	Pran.g_00048
OG0000296	Prac.g_00971	Pran.g_00046
OG0000297	Prac.g_00963	Pran.g_00038
OG0000298	Prac.g_00962	Pran.g_00037
OG0000299	Prac.g_00945	Pran.g_00020
OG0000300	Prac.g_00942	Pran.g_00017
OG0000301	Prac.g_00941	Pran.g_00016
OG0000302	Prac.g_00939	Pran.g_00014
OG0000303	Prac.g_00932	Pran.g_00007
OG0000304	Prac.g_00928	Pran.g_00003
OG0000305	Prac.g_00209	Pran.g_00848
OG0000306	Prac.g_00212	Pran.g_00846
OG0000307	Prac.g_00226	Pran.g_00832
OG0000308	Prac.g_00227	Pran.g_00831
OG0000309	Prac.g_00231	Pran.g_00827
OG0000310	Prac.g_00426	Pran.g_00748
OG0000311	Prac.g_00424	Pran.g_00746
OG0000312	Prac.g_00421	Pran.g_00743
OG0000313	Prac.g_00407	Pran.g_00729
OG0000314	Prac.g_00384	Pran.g_00706
OG0000315	Prac.g_00374	Pran.g_00696
OG0000316	Prac.g_00354	Pran.g_00676
OG0000317	Prac.g_00627	Pran.g_00968
OG0000318	Prac.g_00624	Pran.g_00971
OG0000319	Prac.g_00611	Pran.g_00984
OG0000320	Prac.g_00609	Pran.g_00986
OG0000321	Prac.g_00608	Pran.g_00987
OG0000322	Prac.g_00607	Pran.g_00988
OG0000323	Prac.g_00598	Pran.g_00997
OG0000324	Prac.g_00572	Pran.g_01023
OG0000325	Prac.g_00477	Pran.g_01033
OG0000326	Prac.g_00483	Pran.g_01039
OG0000327	Prac.g_00507	Pran.g_01063
OG0000328	Prac.g_00508	Pran.g_01064
OG0000329	Prac.g_00525	Pran.g_01082
OG0000330	Prac.g_00526	Pran.g_01083
OG0000331	Prac.g_00527	Pran.g_01084
OG0000332	Prac.g_00541	Pran.g_01098
OG0000333	Prac.g_00543	Pran.g_01100
OG0000334	Prac.g_00551	Pran.g_01108
OG0000335	Prac.g_00555	Pran.g_01113
OG0000336	Prac.g_00559	Pran.g_01117
OG0000337	Prac.g_00013	Pran.g_01133
OG0000338	Prac.g_00014	Pran.g_01134
OG0000339	Prac.g_00018	Pran.g_01138
OG0000340	Prac.g_00026	Pran.g_01145
OG0000341	Prac.g_00028	Pran.g_01147
OG0000342	Prac.g_00029	Pran.g_01148
OG0000343	Prac.g_00030	Pran.g_01149
OG0000344	Prac.g_00033	Pran.g_01152
OG0000345	Prac.g_00038	Pran.g_01157
OG0000346	Prac.g_00042	Pran.g_01161
OG0000347	Prac.g_00057	Pran.g_01177
OG0000348	Prac.g_00066	Pran.g_01187
OG0000349	Prac.g_00083	Pran.g_01203
OG0000350	Prac.g_00101	Pran.g_01222
OG0000351	Prac.g_00118	Pran.g_01239
OG0000352	Prac.g_00119	Pran.g_01240
OG0000353	Prac.g_01948	Pran.g_01256
OG0000355	Prac.g_01946	Pran.g_01258
OG0000356	Prac.g_01945	Pran.g_01259
OG0000357	Prac.g_01944	Pran.g_01260
OG0000358	Prac.g_01940	Pran.g_01264
OG0000359	Prac.g_01939	Pran.g_01265
OG0000360	Prac.g_01938	Pran.g_01266
OG0000361	Prac.g_01937	Pran.g_01267
OG0000362	Prac.g_01935	Pran.g_01269
OG0000363	Prac.g_01933	Pran.g_00410
OG0000364	Prac.g_01932	Pran.g_00409
OG0000365	Prac.g_01927	Pran.g_00404
OG0000366	Prac.g_01926	Pran.g_00403
OG0000367	Prac.g_01925	Pran.g_00402
OG0000368	Prac.g_01923	Pran.g_00400
OG0000369	Prac.g_01922	Pran.g_00399
OG0000370	Prac.g_01921	Pran.g_00398
OG0000371	Prac.g_01915	Pran.g_00392
OG0000372	Prac.g_01911	Pran.g_00389
OG0000373	Prac.g_01910	Pran.g_00388
OG0000374	Prac.g_01909	Pran.g_00387
OG0000375	Prac.g_01892	Pran.g_00385
OG0000376	Prac.g_01890	Pran.g_00383
OG0000377	Prac.g_01886	Pran.g_00380
OG0000378	Prac.g_01884	Pran.g_00378
OG0000379	Prac.g_01881	Pran.g_00375
OG0000380	Prac.g_01865	Pran.g_00366
OG0000381	Prac.g_01861	Pran.g_00362
OG0000382	Prac.g_01850	Pran.g_00351
OG0000383	Prac.g_01848	Pran.g_00349
OG0000384	Prac.g_01847	Pran.g_00348
OG0000385	Prac.g_01846	Pran.g_00347
OG0000386	Prac.g_01845	Pran.g_00346
OG0000387	Prac.g_01832	Pran.g_00334
OG0000388	Prac.g_01829	Pran.g_00331
OG0000389	Prac.g_01825	Pran.g_00327
OG0000390	Prac.g_01818	Pran.g_00320
OG0000391	Prac.g_01815	Pran.g_00317
OG0000392	Prac.g_01811	Pran.g_00313
OG0000393	Prac.g_01809	Pran.g_00311
OG0000394	Prac.g_01808	Pran.g_00310
OG0000395	Prac.g_01807	Pran.g_00309
OG0000396	Prac.g_01804	Pran.g_00307
OG0000397	Prac.g_01802	Pran.g_00305
OG0000398	Prac.g_01800	Pran.g_00303
OG0000399	Prac.g_01799	Pran.g_00302
OG0000400	Prac.g_01798	Pran.g_00301
OG0000401	Prac.g_01797	Pran.g_00300
OG0000402	Prac.g_01795	Pran.g_00298
OG0000403	Prac.g_01794	Pran.g_00297
OG0000404	Prac.g_01793	Pran.g_00296
OG0000405	Prac.g_01789	Pran.g_00292
OG0000406	Prac.g_01783	Pran.g_00286
OG0000407	Prac.g_01782	Pran.g_00285
OG0000408	Prac.g_01780	Pran.g_00282
OG0000409	Prac.g_01778	Pran.g_00280
OG0000410	Prac.g_01777	Pran.g_00279
OG0000411	Prac.g_01776	Pran.g_00278
OG0000412	Prac.g_01775	Pran.g_00277
OG0000413	Prac.g_01774	Pran.g_00276
OG0000414	Prac.g_01773	Pran.g_00275
OG0000415	Prac.g_01772	Pran.g_00274
OG0000416	Prac.g_01771	Pran.g_00273
OG0000417	Prac.g_01770	Pran.g_00272
OG0000418	Prac.g_01765	Pran.g_00267
OG0000419	Prac.g_01763	Pran.g_00265
OG0000420	Prac.g_01762	Pran.g_00264
OG0000421	Prac.g_01757	Pran.g_00259
OG0000422	Prac.g_01756	Pran.g_00258
OG0000423	Prac.g_01755	Pran.g_00257
OG0000424	Prac.g_01754	Pran.g_00256
OG0000425	Prac.g_01753	Pran.g_00255
OG0000426	Prac.g_01752	Pran.g_00254
OG0000427	Prac.g_01751	Pran.g_00253
OG0000428	Prac.g_01749	Pran.g_00251
OG0000429	Prac.g_01748	Pran.g_00250
OG0000430	Prac.g_01747	Pran.g_00249
OG0000431	Prac.g_01745	Pran.g_00247
OG0000432	Prac.g_01742	Pran.g_00244
OG0000433	Prac.g_01741	Pran.g_00243
OG0000434	Prac.g_01740	Pran.g_00242
OG0000435	Prac.g_01739	Pran.g_00241
OG0000436	Prac.g_01734	Pran.g_00236
OG0000437	Prac.g_01733	Pran.g_00235
OG0000438	Prac.g_01732	Pran.g_00234
OG0000439	Prac.g_01730	Pran.g_00232
OG0000440	Prac.g_01729	Pran.g_00231
OG0000441	Prac.g_01726	Pran.g_00228
OG0000442	Prac.g_01725	Pran.g_00227
OG0000443	Prac.g_01724	Pran.g_00226
OG0000444	Prac.g_01719	Pran.g_00221
OG0000445	Prac.g_01718	Pran.g_00220
OG0000446	Prac.g_01717	Pran.g_00219
OG0000447	Prac.g_01716	Pran.g_00218
OG0000448	Prac.g_01715	Pran.g_00217
OG0000449	Prac.g_01714	Pran.g_00216
OG0000450	Prac.g_01713	Pran.g_00215
OG0000451	Prac.g_01712	Pran.g_00214
OG0000452	Prac.g_01709	Pran.g_00211
OG0000453	Prac.g_01708	Pran.g_00210
OG0000454	Prac.g_01707	Pran.g_00209
OG0000455	Prac.g_01706	Pran.g_00208
OG0000456	Prac.g_01705	Pran.g_00207
OG0000457	Prac.g_01704	Pran.g_00206
OG0000458	Prac.g_01703	Pran.g_00205
OG0000459	Prac.g_01702	Pran.g_00204
OG0000460	Prac.g_01695	Pran.g_00197
OG0000461	Prac.g_01688	Pran.g_01950
OG0000462	Prac.g_01686	Pran.g_01948
OG0000463	Prac.g_01685	Pran.g_01947
OG0000464	Prac.g_01684	Pran.g_01946
OG0000465	Prac.g_01683	Pran.g_01945
OG0000466	Prac.g_01680	Pran.g_01942
OG0000467	Prac.g_01679	Pran.g_01941
OG0000468	Prac.g_01678	Pran.g_01939
OG0000469	Prac.g_01669	Pran.g_01931
OG0000470	Prac.g_01667	Pran.g_01929
OG0000471	Prac.g_01666	Pran.g_01928
OG0000472	Prac.g_01665	Pran.g_01927
OG0000473	Prac.g_01663	Pran.g_01925
OG0000474	Prac.g_01662	Pran.g_01924
OG0000475	Prac.g_01661	Pran.g_01923
OG0000476	Prac.g_01660	Pran.g_01922
OG0000477	Prac.g_01656	Pran.g_01919
OG0000478	Prac.g_01655	Pran.g_01918
OG0000479	Prac.g_01654	Pran.g_01917
OG0000480	Prac.g_01649	Pran.g_01912
OG0000481	Prac.g_01647	Pran.g_01910
OG0000482	Prac.g_01646	Pran.g_01909
OG0000483	Prac.g_01643	Pran.g_01906
OG0000484	Prac.g_01642	Pran.g_01905
OG0000485	Prac.g_01641	Pran.g_01904
OG0000486	Prac.g_01640	Pran.g_01903
OG0000487	Prac.g_01636	Pran.g_01899
OG0000488	Prac.g_01633	Pran.g_01896
OG0000489	Prac.g_01628	Pran.g_01891
OG0000490	Prac.g_01623	Pran.g_01886
OG0000491	Prac.g_01622	Pran.g_01885
OG0000492	Prac.g_01620	Pran.g_01883
OG0000493	Prac.g_01619	Pran.g_01882
OG0000494	Prac.g_01618	Pran.g_01881
OG0000495	Prac.g_01617	Pran.g_01880
OG0000496	Prac.g_01616	Pran.g_01879
OG0000497	Prac.g_01615	Pran.g_01878
OG0000498	Prac.g_01614	Pran.g_01877
OG0000499	Prac.g_01613	Pran.g_01876
OG0000500	Prac.g_01612	Pran.g_01875
OG0000501	Prac.g_01610	Pran.g_01873
OG0000502	Prac.g_01607	Pran.g_01870
OG0000503	Prac.g_01200	Pran.g_01860
OG0000504	Prac.g_01199	Pran.g_01859
OG0000505	Prac.g_01198	Pran.g_01858
OG0000506	Prac.g_01196	Pran.g_01857
OG0000507	Prac.g_01193	Pran.g_01854
OG0000508	Prac.g_01189	Pran.g_01850
OG0000509	Prac.g_01187	Pran.g_01848
OG0000510	Prac.g_01186	Pran.g_01847
OG0000511	Prac.g_01185	Pran.g_01846
OG0000512	Prac.g_01183	Pran.g_01844
OG0000513	Prac.g_01176	Pran.g_01837
OG0000514	Prac.g_01116	Pran.g_01749
OG0000515	Prac.g_01115	Pran.g_01748
OG0000516	Prac.g_01114	Pran.g_01747
OG0000517	Prac.g_01112	Pran.g_01745
OG0000518	Prac.g_01101	Pran.g_01734
OG0000519	Prac.g_01100	Pran.g_01733
OG0000520	Prac.g_01099	Pran.g_01729
OG0000521	Prac.g_01094	Pran.g_01724
OG0000522	Prac.g_01092	Pran.g_01723
OG0000523	Prac.g_01091	Pran.g_01722
OG0000524	Prac.g_01084	Pran.g_01717
OG0000525	Prac.g_01081	Pran.g_01714
OG0000526	Prac.g_01080	Pran.g_01713
OG0000527	Prac.g_01071	Pran.g_01705
OG0000528	Prac.g_01066	Pran.g_01700
OG0000529	Prac.g_01063	Pran.g_01697
OG0000530	Prac.g_01060	Pran.g_01694
OG0000531	Prac.g_01059	Pran.g_01693
OG0000532	Prac.g_01057	Pran.g_01691
OG0000533	Prac.g_01056	Pran.g_01690
OG0000534	Prac.g_01055	Pran.g_01689
OG0000535	Prac.g_01054	Pran.g_01688
OG0000536	Prac.g_01053	Pran.g_01687
OG0000537	Prac.g_01052	Pran.g_01686
OG0000538	Prac.g_00871	Pran.g_01678
OG0000539	Prac.g_00870	Pran.g_01677
OG0000540	Prac.g_00869	Pran.g_01676
OG0000541	Prac.g_00868	Pran.g_01675
OG0000542	Prac.g_00866	Pran.g_01673
OG0000543	Prac.g_00864	Pran.g_01671
OG0000544	Prac.g_00863	Pran.g_01670
OG0000545	Prac.g_00861	Pran.g_01668
OG0000546	Prac.g_00858	Pran.g_01665
OG0000547	Prac.g_00857	Pran.g_01663
OG0000548	Prac.g_00856	Pran.g_01662
OG0000549	Prac.g_00854	Pran.g_01660
OG0000550	Prac.g_00849	Pran.g_01655
OG0000551	Prac.g_00845	Pran.g_01651
OG0000552	Prac.g_00844	Pran.g_01650
OG0000553	Prac.g_00843	Pran.g_01649
OG0000554	Prac.g_00838	Pran.g_01644
OG0000555	Prac.g_00830	Pran.g_01636
OG0000556	Prac.g_00828	Pran.g_01634
OG0000557	Prac.g_00827	Pran.g_01633
OG0000558	Prac.g_00825	Pran.g_01631
OG0000559	Prac.g_00821	Pran.g_01627
OG0000560	Prac.g_00818	Pran.g_01624
OG0000561	Prac.g_00817	Pran.g_01623
OG0000562	Prac.g_00816	Pran.g_01622
OG0000563	Prac.g_00815	Pran.g_01621
OG0000564	Prac.g_00814	Pran.g_01620
OG0000565	Prac.g_00811	Pran.g_01617
OG0000566	Prac.g_00809	Pran.g_01614
OG0000567	Prac.g_00805	Pran.g_01610
OG0000568	Prac.g_00804	Pran.g_01609
OG0000569	Prac.g_00803	Pran.g_01608
OG0000570	Prac.g_00802	Pran.g_01607
OG0000571	Prac.g_00800	Pran.g_01605
OG0000572	Prac.g_00787	Pran.g_01592
