Orthogroup	Prac	Syai
OG0000042	Prac.g_00048	Syai.g_00099
OG0000044	Prac.g_00892	Syai.g_00833
OG0000045	Prac.g_01162	Syai.g_02432
OG0000047	Prac.g_01127, Prac.g_01601	Syai.g_00462
OG0000048	Prac.g_01159	Syai.g_00272
OG0000053	Prac.g_01901, Prac.g_00391	Syai.g_00930
OG0000054	Prac.g_00765	Syai.g_01040
OG0000055	Prac.g_01495	Syai.g_02029
OG0000057	Prac.g_00673	Syai.g_01997
OG0000058	Prac.g_00258, Prac.g_00434	Syai.g_00195
OG0000059	Prac.g_00500	Syai.g_00351
OG0000061	Prac.g_00985	Syai.g_02144
OG0000063	Prac.g_01913, Prac.g_01914, Prac.g_00908	Syai.g_00042
OG0000066	Prac.g_00833	Syai.g_01709, Syai.g_00719
OG0000067	Prac.g_01475	Syai.g_01321
OG0000068	Prac.g_00217	Syai.g_00628
OG0000070	Prac.g_01097	Syai.g_02196
OG0000071	Prac.g_00175	Syai.g_02179
OG0000072	Prac.g_01759	Syai.g_02636
OG0000073	Prac.g_00872	Syai.g_00659
OG0000075	Prac.g_00017	Syai.g_00161
OG0000076	Prac.g_01904, Prac.g_00041	Syai.g_00111
OG0000077	Prac.g_01853	Syai.g_02486
OG0000078	Prac.g_01691	Syai.g_00543
OG0000081	Prac.g_00841	Syai.g_00553
OG0000082	Prac.g_00788	Syai.g_00781
OG0000084	Prac.g_00415	Syai.g_00958
OG0000085	Prac.g_00632	Syai.g_02365
OG0000086	Prac.g_01843	Syai.g_02507
OG0000087	Prac.g_01792	Syai.g_02592
OG0000088	Prac.g_01764	Syai.g_02630
OG0000089	Prac.g_01178	Syai.g_00517
OG0000090	Prac.g_00839	Syai.g_00707
OG0000091	Prac.g_00729	Syai.g_01112
OG0000092	Prac.g_01379, Prac.g_00003	Syai.g_01358
OG0000094	Prac.g_01275	Syai.g_01424
OG0000097	Prac.g_00944	Syai.g_01787
OG0000098	Prac.g_00199	Syai.g_01718
OG0000099	Prac.g_00256	Syai.g_00199
OG0000100	Prac.g_00337	Syai.g_01372
OG0000101	Prac.g_00548	Syai.g_00404
OG0000102	Prac.g_00046	Syai.g_00106
OG0000103	Prac.g_00123	Syai.g_02912
OG0000104	Prac.g_00131	Syai.g_02929
OG0000105	Prac.g_01657	Syai.g_00267
OG0000106	Prac.g_01163	Syai.g_01601
OG0000107	Prac.g_01148	Syai.g_00319
OG0000108	Prac.g_01064	Syai.g_00638
OG0000109	Prac.g_01050	Syai.g_00653
OG0000110	Prac.g_00798	Syai.g_00766
OG0000111	Prac.g_00672	Syai.g_00884
OG0000112	Prac.g_01507	Syai.g_01512
OG0000113	Prac.g_01453	Syai.g_01367
OG0000114	Prac.g_01384	Syai.g_01261
OG0000115	Prac.g_01040	Syai.g_00932
OG0000116	Prac.g_00995	Syai.g_02156
OG0000117	Prac.g_01955	Syai.g_01756
OG0000118	Prac.g_00187	Syai.g_00818
OG0000119	Prac.g_00213	Syai.g_02127
OG0000120	Prac.g_00248	Syai.g_00198
OG0000121	Prac.g_00409	Syai.g_00951
OG0000122	Prac.g_00371	Syai.g_01143
OG0000123	Prac.g_00554	Syai.g_00411
OG0000124	Prac.g_00056	Syai.g_00089
OG0000125	Prac.g_00092	Syai.g_02782
OG0000126	Prac.g_00130	Syai.g_02927
OG0000128	Prac.g_01936	Syai.g_00012
OG0000129	Prac.g_01888	Syai.g_02771
OG0000130	Prac.g_01862	Syai.g_02474
OG0000131	Prac.g_01785	Syai.g_02608
OG0000132	Prac.g_01766	Syai.g_02628
OG0000133	Prac.g_01609	Syai.g_01507
OG0000134	Prac.g_01177	Syai.g_00520
OG0000135	Prac.g_01150	Syai.g_02826
OG0000136	Prac.g_01106	Syai.g_02217
OG0000137	Prac.g_01069	Syai.g_00865
OG0000138	Prac.g_01049	Syai.g_00654
OG0000139	Prac.g_00835	Syai.g_00714
OG0000140	Prac.g_00834	Syai.g_00716
OG0000141	Prac.g_00764	Syai.g_01041
OG0000142	Prac.g_00736	Syai.g_01104
OG0000143	Prac.g_00732	Syai.g_01108
OG0000144	Prac.g_00719	Syai.g_01608
OG0000145	Prac.g_01508	Syai.g_00660
OG0000146	Prac.g_01506	Syai.g_01513
OG0000147	Prac.g_01505	Syai.g_01514
OG0000148	Prac.g_01459	Syai.g_01361
OG0000149	Prac.g_01429	Syai.g_02059
OG0000150	Prac.g_01421	Syai.g_00717
OG0000151	Prac.g_01374	Syai.g_01280
OG0000152	Prac.g_01327	Syai.g_01503
OG0000153	Prac.g_01308	Syai.g_01461
OG0000154	Prac.g_01282	Syai.g_01434
OG0000155	Prac.g_00965	Syai.g_02109
OG0000156	Prac.g_00164	Syai.g_02162
OG0000157	Prac.g_00165	Syai.g_02163
OG0000158	Prac.g_00447	Syai.g_00135
OG0000160	Prac.g_00410	Syai.g_00952
OG0000161	Prac.g_00404	Syai.g_00946
OG0000162	Prac.g_00398	Syai.g_00939
OG0000163	Prac.g_00364	Syai.g_02300
OG0000164	Prac.g_00601	Syai.g_02411
OG0000165	Prac.g_00594	Syai.g_02244
OG0000166	Prac.g_00512	Syai.g_00364
OG0000167	Prac.g_00015	Syai.g_00164
OG0000168	Prac.g_00025	Syai.g_00134
OG0000169	Prac.g_00035	Syai.g_00123
OG0000170	Prac.g_00037	Syai.g_00116
OG0000171	Prac.g_00055	Syai.g_00090
OG0000172	Prac.g_00063	Syai.g_00083
OG0000173	Prac.g_00078	Syai.g_00064
OG0000174	Prac.g_00105	Syai.g_02828
OG0000175	Prac.g_00115	Syai.g_02901
OG0000176	Prac.g_01943	Syai.g_00004
OG0000177	Prac.g_01942	Syai.g_00005
OG0000178	Prac.g_01941	Syai.g_00006
OG0000179	Prac.g_01931	Syai.g_00023
OG0000180	Prac.g_01930	Syai.g_00024
OG0000181	Prac.g_01929	Syai.g_00025
OG0000182	Prac.g_01928	Syai.g_00026
OG0000183	Prac.g_01924	Syai.g_00030
OG0000184	Prac.g_01885	Syai.g_02756
OG0000185	Prac.g_01882	Syai.g_02734
OG0000186	Prac.g_01867	Syai.g_02469
OG0000187	Prac.g_01866	Syai.g_02471
OG0000188	Prac.g_01849	Syai.g_02494
OG0000189	Prac.g_01835	Syai.g_02530
OG0000190	Prac.g_01834	Syai.g_02532
OG0000191	Prac.g_01814	Syai.g_02562
OG0000192	Prac.g_01810	Syai.g_02569
OG0000193	Prac.g_01784	Syai.g_02609
OG0000194	Prac.g_01781	Syai.g_02612
OG0000195	Prac.g_01779	Syai.g_02614
OG0000196	Prac.g_01769	Syai.g_02625
OG0000197	Prac.g_01768	Syai.g_02626
OG0000198	Prac.g_01767	Syai.g_02627
OG0000199	Prac.g_01760	Syai.g_02635
OG0000200	Prac.g_01746	Syai.g_02651
OG0000202	Prac.g_01737	Syai.g_02668
OG0000203	Prac.g_01736	Syai.g_02669
OG0000204	Prac.g_01735	Syai.g_02670
OG0000205	Prac.g_01728	Syai.g_02677
OG0000206	Prac.g_01723	Syai.g_02684
OG0000207	Prac.g_01721	Syai.g_02686
OG0000208	Prac.g_01720	Syai.g_02687
OG0000209	Prac.g_01711	Syai.g_02699
OG0000210	Prac.g_01710	Syai.g_02700
OG0000212	Prac.g_01690	Syai.g_00544
OG0000213	Prac.g_01674	Syai.g_00292
OG0000214	Prac.g_01664	Syai.g_00276
OG0000215	Prac.g_01639	Syai.g_00245
OG0000216	Prac.g_01637	Syai.g_00241
OG0000217	Prac.g_01634	Syai.g_00237
OG0000218	Prac.g_01632	Syai.g_00235
OG0000219	Prac.g_01631	Syai.g_00234
OG0000220	Prac.g_01630	Syai.g_00233
OG0000221	Prac.g_01629	Syai.g_00227
OG0000222	Prac.g_01621	Syai.g_00215
OG0000223	Prac.g_01608	Syai.g_00194
OG0000224	Prac.g_01606	Syai.g_00186
OG0000225	Prac.g_01188	Syai.g_00502
OG0000226	Prac.g_01184	Syai.g_00506
OG0000227	Prac.g_01182	Syai.g_00508
OG0000228	Prac.g_01179	Syai.g_00516
OG0000229	Prac.g_01111	Syai.g_02228
OG0000230	Prac.g_01109	Syai.g_02226
OG0000231	Prac.g_01098	Syai.g_02208
OG0000232	Prac.g_01089	Syai.g_00846
OG0000233	Prac.g_01082	Syai.g_00855
OG0000234	Prac.g_01068	Syai.g_00866
OG0000235	Prac.g_01065	Syai.g_00637
OG0000236	Prac.g_01051	Syai.g_00652
OG0000237	Prac.g_00865	Syai.g_00669
OG0000238	Prac.g_00859	Syai.g_00674
OG0000239	Prac.g_00847	Syai.g_00691
OG0000240	Prac.g_00846	Syai.g_00692
OG0000241	Prac.g_00842	Syai.g_01089, Syai.g_01085
OG0000242	Prac.g_00840	Syai.g_00705
OG0000243	Prac.g_00829	Syai.g_00726
OG0000244	Prac.g_00826	Syai.g_00731
OG0000245	Prac.g_00824	Syai.g_00733
OG0000246	Prac.g_00820	Syai.g_00737
OG0000247	Prac.g_00810	Syai.g_00748
OG0000248	Prac.g_00808	Syai.g_00751
OG0000249	Prac.g_00806	Syai.g_00753
OG0000250	Prac.g_00801	Syai.g_00762
OG0000251	Prac.g_00782	Syai.g_00789
OG0000252	Prac.g_00778	Syai.g_00797
OG0000253	Prac.g_00777	Syai.g_00798
OG0000254	Prac.g_00760	Syai.g_01045
OG0000255	Prac.g_00754	Syai.g_01061
OG0000256	Prac.g_00744	Syai.g_01077
OG0000257	Prac.g_00741	Syai.g_01084
OG0000258	Prac.g_00728	Syai.g_01113
OG0000259	Prac.g_00711	Syai.g_01229
OG0000260	Prac.g_00708	Syai.g_01232
OG0000261	Prac.g_00706	Syai.g_01235
OG0000262	Prac.g_00702	Syai.g_01240
OG0000263	Prac.g_00690	Syai.g_01776
OG0000264	Prac.g_00680	Syai.g_01962
OG0000265	Prac.g_01560	Syai.g_02245
OG0000266	Prac.g_01550	Syai.g_01401
OG0000267	Prac.g_01539	Syai.g_01569
OG0000268	Prac.g_01538	Syai.g_01568
OG0000269	Prac.g_01480	Syai.g_01316
OG0000270	Prac.g_01477	Syai.g_01319
OG0000271	Prac.g_01469	Syai.g_01327
OG0000272	Prac.g_01468	Syai.g_01328
OG0000273	Prac.g_01445	Syai.g_02037
OG0000274	Prac.g_01444	Syai.g_02038
OG0000275	Prac.g_01442	Syai.g_02043
OG0000276	Prac.g_01437	Syai.g_02051
OG0000277	Prac.g_01436	Syai.g_02052
OG0000278	Prac.g_01433	Syai.g_02055
OG0000279	Prac.g_01426	Syai.g_02063
OG0000280	Prac.g_01425	Syai.g_02084
OG0000281	Prac.g_01420	Syai.g_01719
OG0000282	Prac.g_01382	Syai.g_01263
OG0000283	Prac.g_01350	Syai.g_01554
OG0000284	Prac.g_01345	Syai.g_01548
OG0000285	Prac.g_01340	Syai.g_01522
OG0000286	Prac.g_01328	Syai.g_01504
OG0000288	Prac.g_01283	Syai.g_01435
OG0000289	Prac.g_01272	Syai.g_01421
OG0000290	Prac.g_01259	Syai.g_02010
OG0000291	Prac.g_01257	Syai.g_02008
OG0000292	Prac.g_01207	Syai.g_02926
OG0000293	Prac.g_00994	Syai.g_02155
OG0000294	Prac.g_00993	Syai.g_02154
OG0000295	Prac.g_00973	Syai.g_02117
OG0000296	Prac.g_00971	Syai.g_02115
OG0000297	Prac.g_00963	Syai.g_01754
OG0000298	Prac.g_00962	Syai.g_01755
OG0000299	Prac.g_00945	Syai.g_01783
OG0000300	Prac.g_00942	Syai.g_01790
OG0000301	Prac.g_00941	Syai.g_01791
OG0000302	Prac.g_00939	Syai.g_01793
OG0000303	Prac.g_00932	Syai.g_01802
OG0000304	Prac.g_00928	Syai.g_01826
OG0000305	Prac.g_00209	Syai.g_02005
OG0000306	Prac.g_00212	Syai.g_02090
OG0000307	Prac.g_00226	Syai.g_00619
OG0000308	Prac.g_00227	Syai.g_00617
OG0000309	Prac.g_00231	Syai.g_00612
OG0000310	Prac.g_00426	Syai.g_00989
OG0000311	Prac.g_00424	Syai.g_00985
OG0000312	Prac.g_00421	Syai.g_00966
OG0000313	Prac.g_00407	Syai.g_00949
OG0000314	Prac.g_00384	Syai.g_00908
OG0000315	Prac.g_00374	Syai.g_00897
OG0000316	Prac.g_00354	Syai.g_02320, Syai.g_02322
OG0000317	Prac.g_00627	Syai.g_02373
OG0000318	Prac.g_00624	Syai.g_02379
OG0000319	Prac.g_00611	Syai.g_02395
OG0000320	Prac.g_00609	Syai.g_02397
OG0000321	Prac.g_00608	Syai.g_02398
OG0000322	Prac.g_00607	Syai.g_02399
OG0000323	Prac.g_00598	Syai.g_02413
OG0000324	Prac.g_00572	Syai.g_02272
OG0000325	Prac.g_00477	Syai.g_00320
OG0000326	Prac.g_00483	Syai.g_00327
OG0000327	Prac.g_00507	Syai.g_00359
OG0000328	Prac.g_00508	Syai.g_00360
OG0000329	Prac.g_00525	Syai.g_00378
OG0000330	Prac.g_00526	Syai.g_00379
OG0000331	Prac.g_00527	Syai.g_00380
OG0000332	Prac.g_00541	Syai.g_00395
OG0000333	Prac.g_00543	Syai.g_00398
OG0000334	Prac.g_00551	Syai.g_00407
OG0000335	Prac.g_00555	Syai.g_00412
OG0000336	Prac.g_00559	Syai.g_00416
OG0000337	Prac.g_00013	Syai.g_00169
OG0000338	Prac.g_00014	Syai.g_00166
OG0000339	Prac.g_00018	Syai.g_00160
OG0000340	Prac.g_00026	Syai.g_00133
OG0000341	Prac.g_00028	Syai.g_00131
OG0000342	Prac.g_00029	Syai.g_00130
OG0000343	Prac.g_00030	Syai.g_00129
OG0000344	Prac.g_00033	Syai.g_00125
OG0000345	Prac.g_00038	Syai.g_00115
OG0000346	Prac.g_00042	Syai.g_00110
OG0000347	Prac.g_00057	Syai.g_00087
OG0000348	Prac.g_00066	Syai.g_00076
OG0000349	Prac.g_00083	Syai.g_00057
OG0000350	Prac.g_00101	Syai.g_00334
OG0000351	Prac.g_00118	Syai.g_02904
OG0000352	Prac.g_00119	Syai.g_02905
OG0000353	Prac.g_01948	Syai.g_02932
OG0000355	Prac.g_01946	Syai.g_00001
OG0000356	Prac.g_01945	Syai.g_00002
OG0000357	Prac.g_01944	Syai.g_00003
OG0000358	Prac.g_01940	Syai.g_00007
OG0000359	Prac.g_01939	Syai.g_00009
OG0000360	Prac.g_01938	Syai.g_00010
OG0000361	Prac.g_01937	Syai.g_00011
OG0000362	Prac.g_01935	Syai.g_00013
OG0000363	Prac.g_01933	Syai.g_00015
OG0000364	Prac.g_01932	Syai.g_00016
OG0000365	Prac.g_01927	Syai.g_00027
OG0000366	Prac.g_01926	Syai.g_00028
OG0000367	Prac.g_01925	Syai.g_00029
OG0000368	Prac.g_01923	Syai.g_00031
OG0000369	Prac.g_01922	Syai.g_00032
OG0000370	Prac.g_01921	Syai.g_00033
OG0000371	Prac.g_01915	Syai.g_00041
OG0000372	Prac.g_01911	Syai.g_00047
OG0000373	Prac.g_01910	Syai.g_00048
OG0000374	Prac.g_01909	Syai.g_00049
OG0000375	Prac.g_01892	Syai.g_00053
OG0000376	Prac.g_01890	Syai.g_00055
OG0000377	Prac.g_01886	Syai.g_02769
OG0000378	Prac.g_01884	Syai.g_02751
OG0000379	Prac.g_01881	Syai.g_02733
OG0000380	Prac.g_01865	Syai.g_02472
OG0000381	Prac.g_01861	Syai.g_02475
OG0000382	Prac.g_01850	Syai.g_02493
OG0000383	Prac.g_01848	Syai.g_02498
OG0000384	Prac.g_01847	Syai.g_02499
OG0000385	Prac.g_01846	Syai.g_02500
OG0000386	Prac.g_01845	Syai.g_02501
OG0000387	Prac.g_01832	Syai.g_02534
OG0000388	Prac.g_01829	Syai.g_02538
OG0000389	Prac.g_01825	Syai.g_02542
OG0000390	Prac.g_01818	Syai.g_02556
OG0000391	Prac.g_01815	Syai.g_02561
OG0000392	Prac.g_01811	Syai.g_02568
OG0000393	Prac.g_01809	Syai.g_02570
OG0000394	Prac.g_01808	Syai.g_02571
OG0000395	Prac.g_01807	Syai.g_02572
OG0000396	Prac.g_01804	Syai.g_02575
OG0000397	Prac.g_01802	Syai.g_02577
OG0000398	Prac.g_01800	Syai.g_02582
OG0000399	Prac.g_01799	Syai.g_02583
OG0000400	Prac.g_01798	Syai.g_02584
OG0000401	Prac.g_01797	Syai.g_02585
OG0000402	Prac.g_01795	Syai.g_02588
OG0000403	Prac.g_01794	Syai.g_02589
OG0000404	Prac.g_01793	Syai.g_02590
OG0000405	Prac.g_01789	Syai.g_02606
OG0000406	Prac.g_01783	Syai.g_02610
OG0000407	Prac.g_01782	Syai.g_02611
OG0000408	Prac.g_01780	Syai.g_02613
OG0000409	Prac.g_01778	Syai.g_02615
OG0000410	Prac.g_01777	Syai.g_02616
OG0000411	Prac.g_01776	Syai.g_02617
OG0000412	Prac.g_01775	Syai.g_02618
OG0000413	Prac.g_01774	Syai.g_02620
OG0000414	Prac.g_01590, Prac.g_01773	Syai.g_02621
OG0000415	Prac.g_01772	Syai.g_02622
OG0000416	Prac.g_01771	Syai.g_02623
OG0000417	Prac.g_01770	Syai.g_02624
OG0000418	Prac.g_01765	Syai.g_02629
OG0000419	Prac.g_01763	Syai.g_02631
OG0000420	Prac.g_01762	Syai.g_02633
OG0000421	Prac.g_01757	Syai.g_02638
OG0000422	Prac.g_01756	Syai.g_02639
OG0000423	Prac.g_01755	Syai.g_02640
OG0000424	Prac.g_01754	Syai.g_02641
OG0000425	Prac.g_01753	Syai.g_02642
OG0000426	Prac.g_01752	Syai.g_02643
OG0000427	Prac.g_01751	Syai.g_02644
OG0000428	Prac.g_01749	Syai.g_02647
OG0000429	Prac.g_01748	Syai.g_02649
OG0000430	Prac.g_01747	Syai.g_02650
OG0000431	Prac.g_01745	Syai.g_02654
OG0000432	Prac.g_01742	Syai.g_02660
OG0000433	Prac.g_01741	Syai.g_02662
OG0000434	Prac.g_01740	Syai.g_02663
OG0000435	Prac.g_01739	Syai.g_02666
OG0000436	Prac.g_01734	Syai.g_02671
OG0000437	Prac.g_01733	Syai.g_02672
OG0000438	Prac.g_01732	Syai.g_02673
OG0000439	Prac.g_01730	Syai.g_02675
OG0000440	Prac.g_01729	Syai.g_02676
OG0000441	Prac.g_01726	Syai.g_02681
OG0000442	Prac.g_01725	Syai.g_02682
OG0000443	Prac.g_01724	Syai.g_02683
OG0000444	Prac.g_01719	Syai.g_02688
OG0000445	Prac.g_01718	Syai.g_02689
OG0000446	Prac.g_01717	Syai.g_02690
OG0000447	Prac.g_01716	Syai.g_02693
OG0000448	Prac.g_01715	Syai.g_02694
OG0000449	Prac.g_01714	Syai.g_02695
OG0000450	Prac.g_01713	Syai.g_02696
OG0000451	Prac.g_01712	Syai.g_02697
OG0000452	Prac.g_01709	Syai.g_02701
OG0000453	Prac.g_01708	Syai.g_02702
OG0000454	Prac.g_01707	Syai.g_02703
OG0000455	Prac.g_01706	Syai.g_02704
OG0000456	Prac.g_01705	Syai.g_02705
OG0000457	Prac.g_01704	Syai.g_02707
OG0000458	Prac.g_01703	Syai.g_02708
OG0000459	Prac.g_01702	Syai.g_02709
OG0000460	Prac.g_01695	Syai.g_00535
OG0000461	Prac.g_01688	Syai.g_00314
OG0000462	Prac.g_01686	Syai.g_00311
OG0000463	Prac.g_01685	Syai.g_00310
OG0000464	Prac.g_01684	Syai.g_00309
OG0000465	Prac.g_01683	Syai.g_00307
OG0000466	Prac.g_01680	Syai.g_00303
OG0000467	Prac.g_01679	Syai.g_00301
OG0000468	Prac.g_01678	Syai.g_00296
OG0000469	Prac.g_01669	Syai.g_00282
OG0000470	Prac.g_01667	Syai.g_00280
OG0000471	Prac.g_01666	Syai.g_00279
OG0000472	Prac.g_01665	Syai.g_00277
OG0000473	Prac.g_01663	Syai.g_00275
OG0000474	Prac.g_01662	Syai.g_00274
OG0000475	Prac.g_01661	Syai.g_00273
OG0000476	Prac.g_01660	Syai.g_00271
OG0000477	Prac.g_01656	Syai.g_00265
OG0000478	Prac.g_01655	Syai.g_00264
OG0000479	Prac.g_01654	Syai.g_00263
OG0000480	Prac.g_01649	Syai.g_00256
OG0000481	Prac.g_01647	Syai.g_00254
OG0000482	Prac.g_01646	Syai.g_00253
OG0000483	Prac.g_01643	Syai.g_00249
OG0000484	Prac.g_01642	Syai.g_00248
OG0000485	Prac.g_01641	Syai.g_00247
OG0000486	Prac.g_01640	Syai.g_00246
OG0000487	Prac.g_01636	Syai.g_00240
OG0000488	Prac.g_01633	Syai.g_00236
OG0000489	Prac.g_01628	Syai.g_00226
OG0000490	Prac.g_01623	Syai.g_00218
OG0000491	Prac.g_01622	Syai.g_00217
OG0000492	Prac.g_01620	Syai.g_00214
OG0000493	Prac.g_01619	Syai.g_00213
OG0000494	Prac.g_01618	Syai.g_00212
OG0000495	Prac.g_01617	Syai.g_00211
OG0000496	Prac.g_01616	Syai.g_00210
OG0000497	Prac.g_01615	Syai.g_00209
OG0000498	Prac.g_01614	Syai.g_00208
OG0000499	Prac.g_01613	Syai.g_00207
OG0000500	Prac.g_01612	Syai.g_00206
OG0000501	Prac.g_01610	Syai.g_00203
OG0000502	Prac.g_01607	Syai.g_00192
OG0000503	Prac.g_01200	Syai.g_00486
OG0000504	Prac.g_01199	Syai.g_00488
OG0000505	Prac.g_01198	Syai.g_00489
OG0000506	Prac.g_01196	Syai.g_00491
OG0000507	Prac.g_01193	Syai.g_00497
OG0000508	Prac.g_01189	Syai.g_00501
OG0000509	Prac.g_01187	Syai.g_00503
OG0000510	Prac.g_01186	Syai.g_00504
OG0000511	Prac.g_01185	Syai.g_00505
OG0000512	Prac.g_01183	Syai.g_00507
OG0000513	Prac.g_01176	Syai.g_00521
OG0000514	Prac.g_01116	Syai.g_00528
OG0000515	Prac.g_01115	Syai.g_00529
OG0000516	Prac.g_01114	Syai.g_02223
OG0000517	Prac.g_01112	Syai.g_02229
OG0000518	Prac.g_01101	Syai.g_02211
OG0000519	Prac.g_01100	Syai.g_02210
OG0000520	Prac.g_01099	Syai.g_02209
OG0000521	Prac.g_01094	Syai.g_00842
OG0000522	Prac.g_01092	Syai.g_00844
OG0000523	Prac.g_01091	Syai.g_00845
OG0000524	Prac.g_01084	Syai.g_00852
OG0000525	Prac.g_01081	Syai.g_00856
OG0000526	Prac.g_01080	Syai.g_00859
OG0000527	Prac.g_01071	Syai.g_00863
OG0000528	Prac.g_01066	Syai.g_00633
OG0000529	Prac.g_01063	Syai.g_00639
OG0000530	Prac.g_01060	Syai.g_00642
OG0000531	Prac.g_01059	Syai.g_00643
OG0000532	Prac.g_01057	Syai.g_00646
OG0000533	Prac.g_01056	Syai.g_00647
OG0000534	Prac.g_01055	Syai.g_00648
OG0000535	Prac.g_01054	Syai.g_00649
OG0000536	Prac.g_01053	Syai.g_00650
OG0000537	Prac.g_01052	Syai.g_00651
OG0000538	Prac.g_00871	Syai.g_00662
OG0000539	Prac.g_00870	Syai.g_00663
OG0000540	Prac.g_00869	Syai.g_00664
OG0000541	Prac.g_00868	Syai.g_00665
OG0000542	Prac.g_00866	Syai.g_00668
OG0000543	Prac.g_00864	Syai.g_00670
OG0000544	Prac.g_00863	Syai.g_00671
OG0000545	Prac.g_00861	Syai.g_00673
OG0000546	Prac.g_00858	Syai.g_00675
OG0000547	Prac.g_00857	Syai.g_00677
OG0000548	Prac.g_00856	Syai.g_00678
OG0000549	Prac.g_00854	Syai.g_00684
OG0000550	Prac.g_00849	Syai.g_00689
OG0000551	Prac.g_00845	Syai.g_00694
OG0000552	Prac.g_00844	Syai.g_00695
OG0000553	Prac.g_00843	Syai.g_00698
OG0000554	Prac.g_00838	Syai.g_00708
OG0000555	Prac.g_00830	Syai.g_00725
OG0000556	Prac.g_00828	Syai.g_00728
OG0000557	Prac.g_00827	Syai.g_00730
OG0000558	Prac.g_00825	Syai.g_00732
OG0000559	Prac.g_00821	Syai.g_00736
OG0000560	Prac.g_00818	Syai.g_00739
OG0000561	Prac.g_00817	Syai.g_00740
OG0000562	Prac.g_00816	Syai.g_00741
OG0000563	Prac.g_00815	Syai.g_00742
OG0000564	Prac.g_00814	Syai.g_00743
OG0000565	Prac.g_00811	Syai.g_00746
OG0000566	Prac.g_00809	Syai.g_00750
OG0000567	Prac.g_00805	Syai.g_00754
OG0000568	Prac.g_00804	Syai.g_00758
OG0000569	Prac.g_00803	Syai.g_00759
OG0000570	Prac.g_00802	Syai.g_00760
OG0000571	Prac.g_00800	Syai.g_00764
OG0000572	Prac.g_00787	Syai.g_00782
OG0000573	Prac.g_00780	Syai.g_00790
OG0000574	Prac.g_00779	Syai.g_00796
OG0000575	Prac.g_00775	Syai.g_00800
OG0000576	Prac.g_00772	Syai.g_00802
OG0000577	Prac.g_00771	Syai.g_00803
OG0000578	Prac.g_00770	Syai.g_00804
OG0000579	Prac.g_00769	Syai.g_00805
OG0000580	Prac.g_00768	Syai.g_00806
OG0000581	Prac.g_00766	Syai.g_00812
OG0000582	Prac.g_00763	Syai.g_01042
OG0000583	Prac.g_00762	Syai.g_01043
OG0000584	Prac.g_00761	Syai.g_01044
OG0000585	Prac.g_00759	Syai.g_01046
OG0000586	Prac.g_00758	Syai.g_01047
OG0000587	Prac.g_00757	Syai.g_01049
OG0000588	Prac.g_00753	Syai.g_01063
OG0000589	Prac.g_00750	Syai.g_01066
OG0000590	Prac.g_00749	Syai.g_01067
OG0000591	Prac.g_00746	Syai.g_01075
OG0000592	Prac.g_00745	Syai.g_01076
