Orthogroup	Prac	Syaq
OG0000255	Prac.g_00754	Syaq.g_02041
OG0000256	Prac.g_00744	Syaq.g_02068
OG0000257	Prac.g_00741	Syaq.g_02073
OG0000258	Prac.g_00728	Syaq.g_02095
OG0000259	Prac.g_00711	Syaq.g_02239
OG0000260	Prac.g_00708	Syaq.g_02242
OG0000261	Prac.g_00706	Syaq.g_02245
OG0000262	Prac.g_00702	Syaq.g_02250
OG0000263	Prac.g_00690	Syaq.g_00185
OG0000264	Prac.g_00680	Syaq.g_02582
OG0000266	Prac.g_01550	Syaq.g_00037
OG0000267	Prac.g_01539	Syaq.g_02430
OG0000268	Prac.g_01538	Syaq.g_02431
OG0000269	Prac.g_01480	Syaq.g_02335
OG0000270	Prac.g_01477	Syaq.g_02338
OG0000271	Prac.g_01469	Syaq.g_02346
OG0000272	Prac.g_01468	Syaq.g_02347
OG0000273	Prac.g_01445	Syaq.g_02376
OG0000274	Prac.g_01444	Syaq.g_02377
OG0000275	Prac.g_01442	Syaq.g_02380
OG0000276	Prac.g_01437	Syaq.g_02387
OG0000277	Prac.g_01436	Syaq.g_02388
OG0000278	Prac.g_01433	Syaq.g_02391
OG0000279	Prac.g_01426	Syaq.g_02401
OG0000280	Prac.g_01425	Syaq.g_02410
OG0000281	Prac.g_01420	Syaq.g_02224
OG0000282	Prac.g_01382	Syaq.g_02271
OG0000283	Prac.g_01350	Syaq.g_02445
OG0000284	Prac.g_01345	Syaq.g_02450
OG0000285	Prac.g_01340	Syaq.g_02466
OG0000286	Prac.g_01328	Syaq.g_02484
OG0000288	Prac.g_01283	Syaq.g_00067
OG0000289	Prac.g_01272	Syaq.g_00053
OG0000290	Prac.g_01259	Syaq.g_02682
OG0000291	Prac.g_01257	Syaq.g_02680
OG0000292	Prac.g_01207	Syaq.g_01157
OG0000293	Prac.g_00994	Syaq.g_00262
OG0000294	Prac.g_00993	Syaq.g_00261
OG0000295	Prac.g_00973	Syaq.g_00220
OG0000296	Prac.g_00971	Syaq.g_00218
OG0000297	Prac.g_00963	Syaq.g_00205
OG0000298	Prac.g_00962	Syaq.g_00204
OG0000299	Prac.g_00945	Syaq.g_00171
OG0000300	Prac.g_00942	Syaq.g_00164
OG0000301	Prac.g_00941	Syaq.g_00163
OG0000302	Prac.g_00939	Syaq.g_00162
OG0000303	Prac.g_00932	Syaq.g_00152
OG0000304	Prac.g_00928	Syaq.g_00146
OG0000305	Prac.g_00209	Syaq.g_02677
OG0000306	Prac.g_00212	Syaq.g_01861
OG0000307	Prac.g_00226	Syaq.g_01754
OG0000308	Prac.g_00227	Syaq.g_01752
OG0000309	Prac.g_00231	Syaq.g_01747
OG0000310	Prac.g_00426	Syaq.g_00347
OG0000311	Prac.g_00424	Syaq.g_00352
OG0000312	Prac.g_00421	Syaq.g_00359
OG0000313	Prac.g_00407	Syaq.g_00379
OG0000314	Prac.g_00384	Syaq.g_00408
OG0000315	Prac.g_00374	Syaq.g_00418
OG0000316	Prac.g_00354	Syaq.g_01716
OG0000317	Prac.g_00627	Syaq.g_01675
OG0000318	Prac.g_00624	Syaq.g_01672
OG0000319	Prac.g_00611	Syaq.g_01657
OG0000320	Prac.g_00609	Syaq.g_01655
OG0000321	Prac.g_00608	Syaq.g_01654
OG0000322	Prac.g_00607	Syaq.g_01653
OG0000323	Prac.g_00598	Syaq.g_01638
OG0000324	Prac.g_00572	Syaq.g_01605
OG0000325	Prac.g_00477	Syaq.g_00693
OG0000326	Prac.g_00483	Syaq.g_00686
OG0000327	Prac.g_00507	Syaq.g_00652
OG0000328	Prac.g_00508	Syaq.g_00651
OG0000329	Prac.g_00525	Syaq.g_00633
OG0000330	Prac.g_00526	Syaq.g_00632
OG0000331	Prac.g_00527	Syaq.g_00631
OG0000332	Prac.g_00541	Syaq.g_00616
OG0000333	Prac.g_00543	Syaq.g_00613
OG0000334	Prac.g_00551	Syaq.g_00603
OG0000335	Prac.g_00555	Syaq.g_00598
OG0000336	Prac.g_00559	Syaq.g_00594
OG0000337	Prac.g_00013	Syaq.g_00975
OG0000338	Prac.g_00014	Syaq.g_00981
OG0000339	Prac.g_00018	Syaq.g_00988
OG0000340	Prac.g_00026	Syaq.g_01005
OG0000341	Prac.g_00028	Syaq.g_01007
OG0000342	Prac.g_00029	Syaq.g_01008
OG0000343	Prac.g_00030	Syaq.g_01010
OG0000344	Prac.g_00033	Syaq.g_01014
OG0000345	Prac.g_00038	Syaq.g_01024
OG0000346	Prac.g_00042	Syaq.g_01029
OG0000347	Prac.g_00057	Syaq.g_01057
OG0000348	Prac.g_00066	Syaq.g_01070
OG0000349	Prac.g_00083	Syaq.g_01099
OG0000350	Prac.g_00101	Syaq.g_00679
OG0000351	Prac.g_00118	Syaq.g_01179
OG0000352	Prac.g_00119	Syaq.g_01178
OG0000353	Prac.g_01948	Syaq.g_01151
OG0000355	Prac.g_01946	Syaq.g_01149
OG0000356	Prac.g_01945	Syaq.g_01148
OG0000357	Prac.g_01944	Syaq.g_01147
OG0000358	Prac.g_01940	Syaq.g_01143
OG0000359	Prac.g_01939	Syaq.g_01141
OG0000360	Prac.g_01938	Syaq.g_01140
OG0000361	Prac.g_01937	Syaq.g_01139
OG0000362	Prac.g_01935	Syaq.g_01137
OG0000363	Prac.g_01933	Syaq.g_01135
OG0000364	Prac.g_01932	Syaq.g_01134
OG0000365	Prac.g_01927	Syaq.g_01125
OG0000366	Prac.g_01926	Syaq.g_01124
OG0000367	Prac.g_01925	Syaq.g_01123
OG0000368	Prac.g_01923	Syaq.g_01121
OG0000369	Prac.g_01922	Syaq.g_01120
OG0000370	Prac.g_01921	Syaq.g_01119
OG0000371	Prac.g_01915	Syaq.g_01111
OG0000372	Prac.g_01911	Syaq.g_01106
OG0000373	Prac.g_01910	Syaq.g_01105
OG0000374	Prac.g_01909	Syaq.g_01104
OG0000375	Prac.g_01892	Syaq.g_01103
OG0000376	Prac.g_01890	Syaq.g_01101
OG0000377	Prac.g_01886	Syaq.g_01270
OG0000378	Prac.g_01884	Syaq.g_01286
OG0000379	Prac.g_01881	Syaq.g_01291
OG0000380	Prac.g_01865	Syaq.g_01560
OG0000381	Prac.g_01861	Syaq.g_01558
OG0000382	Prac.g_01850	Syaq.g_01540
OG0000383	Prac.g_01848	Syaq.g_01535
OG0000384	Prac.g_01847	Syaq.g_01534
OG0000385	Prac.g_01846	Syaq.g_01533
OG0000386	Prac.g_01845	Syaq.g_01532
OG0000387	Prac.g_01832	Syaq.g_01495
OG0000388	Prac.g_01829	Syaq.g_01491
OG0000389	Prac.g_01825	Syaq.g_01488
OG0000390	Prac.g_01818	Syaq.g_01473
OG0000391	Prac.g_01815	Syaq.g_01468
OG0000392	Prac.g_01811	Syaq.g_01463
OG0000393	Prac.g_01809	Syaq.g_01460
OG0000394	Prac.g_01808	Syaq.g_01459
OG0000395	Prac.g_01807	Syaq.g_01458
OG0000396	Prac.g_01804	Syaq.g_01455
OG0000397	Prac.g_01802	Syaq.g_01453
OG0000398	Prac.g_01800	Syaq.g_01448
OG0000399	Prac.g_01799	Syaq.g_01447
OG0000400	Prac.g_01798	Syaq.g_01446
OG0000401	Prac.g_01797	Syaq.g_01445
OG0000402	Prac.g_01795	Syaq.g_01443
OG0000403	Prac.g_01794	Syaq.g_01442
OG0000404	Prac.g_01793	Syaq.g_01440
OG0000405	Prac.g_01789	Syaq.g_01429
OG0000406	Prac.g_01783	Syaq.g_01422
OG0000407	Prac.g_01782	Syaq.g_01421
OG0000408	Prac.g_01780	Syaq.g_01419
OG0000409	Prac.g_01778	Syaq.g_01417
OG0000410	Prac.g_01777	Syaq.g_01416
OG0000411	Prac.g_01776	Syaq.g_01415
OG0000412	Prac.g_01775	Syaq.g_01414
OG0000413	Prac.g_01774	Syaq.g_01412
OG0000414	Prac.g_01590, Prac.g_01773	Syaq.g_01411
OG0000415	Prac.g_01772	Syaq.g_01410
OG0000416	Prac.g_01771	Syaq.g_01409
OG0000417	Prac.g_01770	Syaq.g_01408
OG0000418	Prac.g_01765	Syaq.g_01403
OG0000419	Prac.g_01763	Syaq.g_01401
OG0000420	Prac.g_01762	Syaq.g_01400
OG0000421	Prac.g_01757	Syaq.g_01395
OG0000422	Prac.g_01756	Syaq.g_01394
OG0000423	Prac.g_01755	Syaq.g_01393
OG0000424	Prac.g_01754	Syaq.g_01392
OG0000425	Prac.g_01753	Syaq.g_01391
OG0000426	Prac.g_01752	Syaq.g_01390
OG0000427	Prac.g_01751	Syaq.g_01389
OG0000428	Prac.g_01749	Syaq.g_01386
OG0000429	Prac.g_01748	Syaq.g_01384
OG0000430	Prac.g_01747	Syaq.g_01383
OG0000431	Prac.g_01745	Syaq.g_01380
OG0000432	Prac.g_01742	Syaq.g_01374
OG0000433	Prac.g_01741	Syaq.g_01369
OG0000434	Prac.g_01740	Syaq.g_01368
OG0000435	Prac.g_01739	Syaq.g_01367
OG0000436	Prac.g_01734	Syaq.g_01361
OG0000437	Prac.g_01733	Syaq.g_01360
OG0000438	Prac.g_01732	Syaq.g_01359
OG0000439	Prac.g_01730	Syaq.g_01357
OG0000440	Prac.g_01729	Syaq.g_01356
OG0000441	Prac.g_01726	Syaq.g_01352
OG0000442	Prac.g_01725	Syaq.g_01350
OG0000443	Prac.g_01724	Syaq.g_01347
OG0000444	Prac.g_01719	Syaq.g_01333
OG0000445	Prac.g_01718	Syaq.g_01332
OG0000446	Prac.g_01717	Syaq.g_01330
OG0000447	Prac.g_01716	Syaq.g_01328
OG0000448	Prac.g_01715	Syaq.g_01327
OG0000449	Prac.g_01714	Syaq.g_01320
OG0000450	Prac.g_01713	Syaq.g_01313
OG0000451	Prac.g_01712	Syaq.g_01312
OG0000452	Prac.g_01709	Syaq.g_01308
OG0000453	Prac.g_01708	Syaq.g_01307
OG0000454	Prac.g_01707	Syaq.g_01306
OG0000455	Prac.g_01706	Syaq.g_01305
OG0000456	Prac.g_01705	Syaq.g_01304
OG0000457	Prac.g_01704	Syaq.g_01302
OG0000458	Prac.g_01703	Syaq.g_01299
OG0000459	Prac.g_01702	Syaq.g_01298
OG0000460	Prac.g_01695	Syaq.g_01577
OG0000461	Prac.g_01688	Syaq.g_00707
OG0000462	Prac.g_01686	Syaq.g_00710
OG0000463	Prac.g_01685	Syaq.g_00711
OG0000464	Prac.g_01684	Syaq.g_00712
OG0000465	Prac.g_01683	Syaq.g_00714
OG0000466	Prac.g_01680	Syaq.g_00718
OG0000467	Prac.g_01679	Syaq.g_00720
OG0000468	Prac.g_01678	Syaq.g_00725
OG0000469	Prac.g_01669	Syaq.g_00739
OG0000470	Prac.g_01667	Syaq.g_00741
OG0000471	Prac.g_01666	Syaq.g_00742
OG0000472	Prac.g_01665	Syaq.g_00744
OG0000473	Prac.g_01663	Syaq.g_00746
OG0000474	Prac.g_01662	Syaq.g_00747
OG0000475	Prac.g_01661	Syaq.g_00748
OG0000476	Prac.g_01660	Syaq.g_00750
OG0000477	Prac.g_01656	Syaq.g_00756
OG0000478	Prac.g_01655	Syaq.g_00757
OG0000479	Prac.g_01654	Syaq.g_00759
OG0000480	Prac.g_01649	Syaq.g_00766
OG0000481	Prac.g_01647	Syaq.g_00768
OG0000482	Prac.g_01646	Syaq.g_00769
OG0000483	Prac.g_01643	Syaq.g_00773
OG0000484	Prac.g_01642	Syaq.g_00774
OG0000485	Prac.g_01641	Syaq.g_00775
OG0000486	Prac.g_01640	Syaq.g_00776
OG0000487	Prac.g_01636	Syaq.g_00782
OG0000488	Prac.g_01633	Syaq.g_00845
OG0000489	Prac.g_01628	Syaq.g_00857
OG0000490	Prac.g_01623	Syaq.g_00864
OG0000491	Prac.g_01622	Syaq.g_00865
OG0000492	Prac.g_01620	Syaq.g_00869
OG0000493	Prac.g_01619	Syaq.g_00870
OG0000494	Prac.g_01618	Syaq.g_00871
OG0000495	Prac.g_01617	Syaq.g_00872
OG0000496	Prac.g_01616	Syaq.g_00873
OG0000497	Prac.g_01615	Syaq.g_00874
OG0000498	Prac.g_01614	Syaq.g_00875
OG0000499	Prac.g_01613	Syaq.g_00876
OG0000500	Prac.g_01612	Syaq.g_00877
OG0000501	Prac.g_01610	Syaq.g_00880
OG0000502	Prac.g_01607	Syaq.g_00953
OG0000503	Prac.g_01200	Syaq.g_00559
OG0000504	Prac.g_01199	Syaq.g_00557
OG0000505	Prac.g_01198	Syaq.g_00556
OG0000506	Prac.g_01196	Syaq.g_00554
OG0000507	Prac.g_01193	Syaq.g_00548
OG0000508	Prac.g_01189	Syaq.g_00544
OG0000509	Prac.g_01187	Syaq.g_00542
OG0000510	Prac.g_01186	Syaq.g_00538
OG0000511	Prac.g_01185	Syaq.g_00537
OG0000512	Prac.g_01183	Syaq.g_00535
OG0000513	Prac.g_01176	Syaq.g_00525
OG0000514	Prac.g_01116	Syaq.g_00514
OG0000515	Prac.g_01115	Syaq.g_00513
OG0000516	Prac.g_01114	Syaq.g_00509
OG0000517	Prac.g_01112	Syaq.g_00502
OG0000518	Prac.g_01101	Syaq.g_00490
OG0000519	Prac.g_01100	Syaq.g_00489
OG0000520	Prac.g_01099	Syaq.g_00488
OG0000521	Prac.g_01094	Syaq.g_00477
OG0000522	Prac.g_01092	Syaq.g_00475
OG0000523	Prac.g_01091	Syaq.g_00474
OG0000524	Prac.g_01084	Syaq.g_00469
OG0000525	Prac.g_01081	Syaq.g_00450
OG0000526	Prac.g_01080	Syaq.g_00448
OG0000527	Prac.g_01071	Syaq.g_00444
OG0000528	Prac.g_01066	Syaq.g_01768
OG0000529	Prac.g_01063	Syaq.g_01773
OG0000530	Prac.g_01060	Syaq.g_01776
OG0000531	Prac.g_01059	Syaq.g_01777
OG0000532	Prac.g_01057	Syaq.g_01780
OG0000533	Prac.g_01056	Syaq.g_01782
OG0000534	Prac.g_01055	Syaq.g_01783
OG0000535	Prac.g_01054	Syaq.g_01784
OG0000536	Prac.g_01053	Syaq.g_01785
OG0000537	Prac.g_01052	Syaq.g_01786
OG0000538	Prac.g_00871	Syaq.g_01798
OG0000539	Prac.g_00870	Syaq.g_01799
OG0000540	Prac.g_00869	Syaq.g_01800
OG0000541	Prac.g_00868	Syaq.g_01801
OG0000542	Prac.g_00866	Syaq.g_01804
OG0000543	Prac.g_00864	Syaq.g_01806
OG0000544	Prac.g_00863	Syaq.g_02567
OG0000545	Prac.g_00861	Syaq.g_01809
OG0000546	Prac.g_00858	Syaq.g_01811
OG0000547	Prac.g_00857	Syaq.g_01813
OG0000548	Prac.g_00856	Syaq.g_01814
OG0000549	Prac.g_00854	Syaq.g_01819
OG0000550	Prac.g_00849	Syaq.g_01824
OG0000551	Prac.g_00845	Syaq.g_01829
OG0000552	Prac.g_00844	Syaq.g_01830
OG0000553	Prac.g_00843	Syaq.g_01834
OG0000554	Prac.g_00838	Syaq.g_01839
OG0000555	Prac.g_00830	Syaq.g_01857
OG0000556	Prac.g_00828	Syaq.g_01925
OG0000557	Prac.g_00827	Syaq.g_01927
OG0000558	Prac.g_00825	Syaq.g_01929
OG0000559	Prac.g_00821	Syaq.g_01933
OG0000560	Prac.g_00818	Syaq.g_01936
OG0000561	Prac.g_00817	Syaq.g_01937
OG0000562	Prac.g_00816	Syaq.g_01938
OG0000563	Prac.g_00815	Syaq.g_01939
OG0000564	Prac.g_00814	Syaq.g_01940
OG0000565	Prac.g_00811	Syaq.g_01943
OG0000566	Prac.g_00809	Syaq.g_01947
OG0000567	Prac.g_00805	Syaq.g_01951
OG0000568	Prac.g_00804	Syaq.g_01954
OG0000569	Prac.g_00803	Syaq.g_01955
OG0000570	Prac.g_00802	Syaq.g_01956
OG0000571	Prac.g_00800	Syaq.g_01960
OG0000572	Prac.g_00787	Syaq.g_01977
OG0000573	Prac.g_00780	Syaq.g_01985
OG0000574	Prac.g_00779	Syaq.g_01986
OG0000575	Prac.g_00775	Syaq.g_01991
OG0000576	Prac.g_00772	Syaq.g_01993
OG0000577	Prac.g_00771	Syaq.g_01994
OG0000578	Prac.g_00770	Syaq.g_01995
OG0000579	Prac.g_00769	Syaq.g_01996
OG0000580	Prac.g_00768	Syaq.g_01997
OG0000581	Prac.g_00766	Syaq.g_02003
OG0000582	Prac.g_00763	Syaq.g_02012
OG0000583	Prac.g_00762	Syaq.g_02013
OG0000584	Prac.g_00761	Syaq.g_02014
