Orthogroup	Prac	Syam
OG0000220	Prac.g_01630	Syam.g_00204
OG0000221	Prac.g_01629	Syam.g_00198
OG0000222	Prac.g_01621	Syam.g_00186
OG0000223	Prac.g_01608	Syam.g_00168
OG0000224	Prac.g_01606	Syam.g_00164
OG0000225	Prac.g_01188	Syam.g_00473
OG0000226	Prac.g_01184	Syam.g_00477
OG0000227	Prac.g_01182	Syam.g_00479
OG0000228	Prac.g_01179	Syam.g_00488
OG0000229	Prac.g_01111	Syam.g_01867
OG0000230	Prac.g_01109	Syam.g_01865
OG0000231	Prac.g_01098	Syam.g_01848
OG0000232	Prac.g_01089	Syam.g_01692
OG0000233	Prac.g_01082	Syam.g_01678
OG0000234	Prac.g_01068	Syam.g_01667
OG0000235	Prac.g_01065	Syam.g_00582
OG0000236	Prac.g_01051	Syam.g_00597
OG0000237	Prac.g_00865	Syam.g_00614
OG0000238	Prac.g_00859	Syam.g_00619
OG0000239	Prac.g_00847	Syam.g_00637
OG0000240	Prac.g_00846	Syam.g_00638
OG0000241	Prac.g_00842	Syam.g_01477
OG0000242	Prac.g_00840	Syam.g_00649
OG0000243	Prac.g_00829	Syam.g_00668
OG0000244	Prac.g_00826	Syam.g_00674
OG0000245	Prac.g_00824	Syam.g_00676
OG0000246	Prac.g_00820	Syam.g_00680
OG0000247	Prac.g_00810	Syam.g_00692
OG0000248	Prac.g_00808	Syam.g_00695
OG0000249	Prac.g_00806	Syam.g_00697
OG0000250	Prac.g_00801	Syam.g_01747
OG0000251	Prac.g_00782	Syam.g_01722
OG0000252	Prac.g_00778	Syam.g_01719
OG0000253	Prac.g_00777	Syam.g_01718
OG0000254	Prac.g_00760	Syam.g_01510
OG0000255	Prac.g_00754	Syam.g_01500
OG0000256	Prac.g_00744	Syam.g_01484
OG0000257	Prac.g_00741	Syam.g_01478
OG0000258	Prac.g_00728	Syam.g_01459
OG0000259	Prac.g_00711	Syam.g_01378
OG0000260	Prac.g_00708	Syam.g_01375
OG0000261	Prac.g_00706	Syam.g_01372
OG0000262	Prac.g_00702	Syam.g_01367
OG0000263	Prac.g_00690	Syam.g_00885
OG0000264	Prac.g_00680	Syam.g_00805
OG0000265	Prac.g_01560	Syam.g_01880
OG0000266	Prac.g_01550	Syam.g_01234
OG0000267	Prac.g_01539	Syam.g_01071
OG0000268	Prac.g_01538	Syam.g_01072
OG0000269	Prac.g_01480	Syam.g_01295
OG0000270	Prac.g_01477	Syam.g_01292
OG0000271	Prac.g_01469	Syam.g_01284
OG0000272	Prac.g_01468	Syam.g_01283
OG0000273	Prac.g_01445	Syam.g_00745
OG0000274	Prac.g_01444	Syam.g_00744
OG0000275	Prac.g_01442	Syam.g_00741
OG0000276	Prac.g_01437	Syam.g_00733
OG0000277	Prac.g_01436	Syam.g_00732
OG0000278	Prac.g_01433	Syam.g_00729
OG0000279	Prac.g_01426	Syam.g_00721
OG0000280	Prac.g_01425	Syam.g_00701
OG0000281	Prac.g_01420	Syam.g_00943
OG0000282	Prac.g_01382	Syam.g_01347
OG0000283	Prac.g_01350	Syam.g_01087
OG0000284	Prac.g_01345	Syam.g_01093
OG0000285	Prac.g_01340	Syam.g_01105
OG0000286	Prac.g_01328	Syam.g_01123
OG0000288	Prac.g_01283	Syam.g_01186
OG0000289	Prac.g_01272	Syam.g_01201
OG0000290	Prac.g_01259	Syam.g_00771
OG0000291	Prac.g_01257	Syam.g_00773
OG0000292	Prac.g_01207	Syam.g_02439
OG0000293	Prac.g_00994	Syam.g_01806
OG0000294	Prac.g_00993	Syam.g_01805
OG0000295	Prac.g_00973	Syam.g_01771
OG0000296	Prac.g_00971	Syam.g_01769
OG0000297	Prac.g_00963	Syam.g_00906
OG0000298	Prac.g_00962	Syam.g_00905
OG0000299	Prac.g_00945	Syam.g_00878
OG0000300	Prac.g_00942	Syam.g_00871
OG0000301	Prac.g_00941	Syam.g_00870
OG0000302	Prac.g_00939	Syam.g_00868
OG0000303	Prac.g_00932	Syam.g_00859
OG0000304	Prac.g_00928	Syam.g_00853
OG0000305	Prac.g_00209	Syam.g_00776
OG0000306	Prac.g_00212	Syam.g_01757
OG0000307	Prac.g_00226	Syam.g_00566
OG0000308	Prac.g_00227	Syam.g_00564
OG0000309	Prac.g_00231	Syam.g_00559
OG0000310	Prac.g_00426	Syam.g_01591
OG0000311	Prac.g_00424	Syam.g_01595
OG0000312	Prac.g_00421	Syam.g_01601
OG0000313	Prac.g_00407	Syam.g_01617
OG0000314	Prac.g_00384	Syam.g_01647
OG0000315	Prac.g_00374	Syam.g_01658
OG0000316	Prac.g_00354	Syam.g_01945
OG0000317	Prac.g_00627	Syam.g_01987
OG0000318	Prac.g_00624	Syam.g_01991
OG0000319	Prac.g_00611	Syam.g_02006
OG0000320	Prac.g_00609	Syam.g_02008
OG0000321	Prac.g_00608	Syam.g_02009
OG0000322	Prac.g_00607	Syam.g_02010
OG0000323	Prac.g_00598	Syam.g_02025
OG0000324	Prac.g_00572	Syam.g_01906
OG0000325	Prac.g_00477	Syam.g_00289
OG0000326	Prac.g_00483	Syam.g_00296
OG0000327	Prac.g_00507	Syam.g_00325
OG0000328	Prac.g_00508	Syam.g_00326
OG0000329	Prac.g_00525	Syam.g_00344
OG0000330	Prac.g_00526	Syam.g_00345
OG0000331	Prac.g_00527	Syam.g_00346
OG0000332	Prac.g_00541	Syam.g_00361
OG0000333	Prac.g_00543	Syam.g_00364
OG0000334	Prac.g_00551	Syam.g_00375
OG0000335	Prac.g_00555	Syam.g_00380
OG0000336	Prac.g_00559	Syam.g_00384
OG0000337	Prac.g_00013	Syam.g_00155
OG0000338	Prac.g_00014	Syam.g_00153
OG0000339	Prac.g_00018	Syam.g_00147
OG0000340	Prac.g_00026	Syam.g_00137
OG0000341	Prac.g_00028	Syam.g_00135
OG0000342	Prac.g_00029	Syam.g_00134
OG0000343	Prac.g_00030	Syam.g_00133
OG0000344	Prac.g_00033	Syam.g_00129
OG0000345	Prac.g_00038	Syam.g_00119
OG0000346	Prac.g_00042	Syam.g_00114
OG0000347	Prac.g_00057	Syam.g_00083
OG0000348	Prac.g_00066	Syam.g_00068
OG0000349	Prac.g_00083	Syam.g_00050
OG0000350	Prac.g_00101	Syam.g_00303
OG0000351	Prac.g_00118	Syam.g_02420
OG0000352	Prac.g_00119	Syam.g_02421
OG0000353	Prac.g_01948	Syam.g_02445
OG0000355	Prac.g_01946	Syam.g_00001
OG0000356	Prac.g_01945	Syam.g_00002
OG0000357	Prac.g_01944	Syam.g_00003
OG0000358	Prac.g_01940	Syam.g_00007
OG0000359	Prac.g_01939	Syam.g_00009
OG0000360	Prac.g_01938	Syam.g_00010
OG0000361	Prac.g_01937	Syam.g_00011
OG0000362	Prac.g_01935	Syam.g_00013
OG0000363	Prac.g_01933	Syam.g_00015
OG0000364	Prac.g_01932	Syam.g_00016
OG0000365	Prac.g_01927	Syam.g_00025
OG0000366	Prac.g_01926	Syam.g_00026
OG0000367	Prac.g_01925	Syam.g_00027
OG0000368	Prac.g_01923	Syam.g_00029
OG0000369	Prac.g_01922	Syam.g_00030
OG0000370	Prac.g_01921	Syam.g_00031
OG0000371	Prac.g_01915	Syam.g_00038
OG0000372	Prac.g_01911	Syam.g_00043
OG0000373	Prac.g_01910	Syam.g_00044
OG0000374	Prac.g_01909	Syam.g_00045
OG0000375	Prac.g_01892	Syam.g_00046
OG0000376	Prac.g_01890	Syam.g_00048
OG0000377	Prac.g_01886	Syam.g_02306
OG0000378	Prac.g_01884	Syam.g_02297
OG0000379	Prac.g_01881	Syam.g_02294
OG0000380	Prac.g_01865	Syam.g_02060
OG0000381	Prac.g_01861	Syam.g_02063
OG0000382	Prac.g_01850	Syam.g_02080
OG0000383	Prac.g_01848	Syam.g_02083
OG0000384	Prac.g_01847	Syam.g_02084
OG0000385	Prac.g_01846	Syam.g_02085
OG0000386	Prac.g_01845	Syam.g_02086
OG0000387	Prac.g_01832	Syam.g_02112
OG0000388	Prac.g_01829	Syam.g_02116
OG0000389	Prac.g_01825	Syam.g_02120
OG0000390	Prac.g_01818	Syam.g_02136
OG0000391	Prac.g_01815	Syam.g_02141
OG0000392	Prac.g_01811	Syam.g_02147
OG0000393	Prac.g_01809	Syam.g_02149
OG0000394	Prac.g_01808	Syam.g_02150
OG0000395	Prac.g_01807	Syam.g_02151
OG0000396	Prac.g_01804	Syam.g_02153
OG0000397	Prac.g_01802	Syam.g_02160
OG0000398	Prac.g_01800	Syam.g_02165
OG0000399	Prac.g_01799	Syam.g_02166
OG0000400	Prac.g_01798	Syam.g_02167
OG0000401	Prac.g_01797	Syam.g_02168
OG0000402	Prac.g_01795	Syam.g_02171
OG0000403	Prac.g_01794	Syam.g_02172
OG0000404	Prac.g_01793	Syam.g_02173
OG0000405	Prac.g_01789	Syam.g_02189
OG0000406	Prac.g_01783	Syam.g_02193
OG0000407	Prac.g_01782	Syam.g_02194
OG0000408	Prac.g_01780	Syam.g_02196
OG0000409	Prac.g_01778	Syam.g_02198
OG0000410	Prac.g_01777	Syam.g_02199
OG0000411	Prac.g_01776	Syam.g_02200
OG0000412	Prac.g_01775	Syam.g_02201
OG0000413	Prac.g_01774	Syam.g_02203
OG0000414	Prac.g_01590, Prac.g_01773	Syam.g_02204
OG0000415	Prac.g_01772	Syam.g_02205
OG0000416	Prac.g_01771	Syam.g_02206
OG0000417	Prac.g_01770	Syam.g_02207
OG0000418	Prac.g_01765	Syam.g_02212
OG0000419	Prac.g_01763	Syam.g_02214
OG0000420	Prac.g_01762	Syam.g_02216
OG0000421	Prac.g_01757	Syam.g_02221
OG0000422	Prac.g_01756	Syam.g_02222
OG0000423	Prac.g_01755	Syam.g_02223
OG0000424	Prac.g_01754	Syam.g_02224
OG0000425	Prac.g_01753	Syam.g_02225
OG0000426	Prac.g_01752	Syam.g_02226
OG0000427	Prac.g_01751	Syam.g_02227
OG0000428	Prac.g_01749	Syam.g_02230
OG0000429	Prac.g_01748	Syam.g_02232
OG0000430	Prac.g_01747	Syam.g_02233
OG0000431	Prac.g_01745	Syam.g_02237
OG0000432	Prac.g_01742	Syam.g_02243
OG0000433	Prac.g_01741	Syam.g_02244
OG0000434	Prac.g_01740	Syam.g_02245
OG0000435	Prac.g_01739	Syam.g_02246
OG0000436	Prac.g_01734	Syam.g_02252
OG0000437	Prac.g_01733	Syam.g_02253
OG0000438	Prac.g_01732	Syam.g_02254
OG0000439	Prac.g_01730	Syam.g_02256
OG0000440	Prac.g_01729	Syam.g_02257
OG0000441	Prac.g_01726	Syam.g_02261
OG0000442	Prac.g_01725	Syam.g_02262
OG0000443	Prac.g_01724	Syam.g_02263
OG0000444	Prac.g_01719	Syam.g_02268
OG0000445	Prac.g_01718	Syam.g_02269
OG0000446	Prac.g_01717	Syam.g_02270
OG0000447	Prac.g_01716	Syam.g_02272
OG0000448	Prac.g_01715	Syam.g_02273
OG0000449	Prac.g_01714	Syam.g_02274
OG0000450	Prac.g_01713	Syam.g_02275
OG0000451	Prac.g_01712	Syam.g_02276
OG0000452	Prac.g_01709	Syam.g_02280
OG0000453	Prac.g_01708	Syam.g_02281
OG0000454	Prac.g_01707	Syam.g_02282
OG0000455	Prac.g_01706	Syam.g_02283
OG0000456	Prac.g_01705	Syam.g_02284
OG0000457	Prac.g_01704	Syam.g_02286
OG0000458	Prac.g_01703	Syam.g_02287
OG0000459	Prac.g_01702	Syam.g_02288
OG0000460	Prac.g_01695	Syam.g_00506
OG0000461	Prac.g_01688	Syam.g_00284
OG0000462	Prac.g_01686	Syam.g_00281
OG0000463	Prac.g_01685	Syam.g_00280
OG0000464	Prac.g_01684	Syam.g_00279
OG0000465	Prac.g_01683	Syam.g_00277
OG0000466	Prac.g_01680	Syam.g_00273
OG0000467	Prac.g_01679	Syam.g_00271
OG0000468	Prac.g_01678	Syam.g_00266
OG0000469	Prac.g_01669	Syam.g_00253
OG0000470	Prac.g_01667	Syam.g_00251
OG0000471	Prac.g_01666	Syam.g_00250
OG0000472	Prac.g_01665	Syam.g_00248
OG0000473	Prac.g_01663	Syam.g_00246
OG0000474	Prac.g_01662	Syam.g_00245
OG0000475	Prac.g_01661	Syam.g_00244
OG0000476	Prac.g_01660	Syam.g_00242
OG0000477	Prac.g_01656	Syam.g_00236
OG0000478	Prac.g_01655	Syam.g_00235
OG0000479	Prac.g_01654	Syam.g_00234
OG0000480	Prac.g_01649	Syam.g_00227
OG0000481	Prac.g_01647	Syam.g_00225
OG0000482	Prac.g_01646	Syam.g_00224
OG0000483	Prac.g_01643	Syam.g_00220
OG0000484	Prac.g_01642	Syam.g_00219
OG0000485	Prac.g_01641	Syam.g_00218
OG0000486	Prac.g_01640	Syam.g_00217
OG0000487	Prac.g_01636	Syam.g_00211
OG0000488	Prac.g_01633	Syam.g_00207
OG0000489	Prac.g_01628	Syam.g_00197
OG0000490	Prac.g_01623	Syam.g_00189
OG0000491	Prac.g_01622	Syam.g_00187
OG0000492	Prac.g_01620	Syam.g_00185
OG0000493	Prac.g_01619	Syam.g_00184
OG0000494	Prac.g_01618	Syam.g_00183
OG0000495	Prac.g_01617	Syam.g_00182
OG0000496	Prac.g_01616	Syam.g_00181
OG0000497	Prac.g_01615	Syam.g_00180
OG0000498	Prac.g_01614	Syam.g_00179
OG0000499	Prac.g_01613	Syam.g_00178
OG0000500	Prac.g_01612	Syam.g_00177
OG0000501	Prac.g_01610	Syam.g_00174
OG0000502	Prac.g_01607	Syam.g_00165
OG0000503	Prac.g_01200	Syam.g_00457
OG0000504	Prac.g_01199	Syam.g_00459
OG0000505	Prac.g_01198	Syam.g_00460
OG0000506	Prac.g_01196	Syam.g_00462
OG0000507	Prac.g_01193	Syam.g_00468
OG0000508	Prac.g_01189	Syam.g_00472
OG0000509	Prac.g_01187	Syam.g_00474
OG0000510	Prac.g_01186	Syam.g_00475
OG0000511	Prac.g_01185	Syam.g_00476
OG0000512	Prac.g_01183	Syam.g_00478
OG0000513	Prac.g_01176	Syam.g_00493
OG0000514	Prac.g_01116	Syam.g_00499
OG0000515	Prac.g_01115	Syam.g_00500
OG0000516	Prac.g_01114	Syam.g_01862
OG0000517	Prac.g_01112	Syam.g_01868
OG0000518	Prac.g_01101	Syam.g_01851
OG0000519	Prac.g_01100	Syam.g_01850
OG0000520	Prac.g_01099	Syam.g_01849
OG0000521	Prac.g_01094	Syam.g_01696
OG0000522	Prac.g_01092	Syam.g_01694
OG0000523	Prac.g_01091	Syam.g_01693
OG0000524	Prac.g_01084	Syam.g_01681
OG0000525	Prac.g_01081	Syam.g_01677
OG0000526	Prac.g_01080	Syam.g_01674
OG0000527	Prac.g_01071	Syam.g_01670
OG0000528	Prac.g_01066	Syam.g_00580
OG0000529	Prac.g_01063	Syam.g_00584
OG0000530	Prac.g_01060	Syam.g_00587
OG0000531	Prac.g_01059	Syam.g_00588
OG0000532	Prac.g_01057	Syam.g_00591
OG0000533	Prac.g_01056	Syam.g_00592
OG0000534	Prac.g_01055	Syam.g_00593
OG0000535	Prac.g_01054	Syam.g_00594
OG0000536	Prac.g_01053	Syam.g_00595
OG0000537	Prac.g_01052	Syam.g_00596
OG0000538	Prac.g_00871	Syam.g_00607
OG0000539	Prac.g_00870	Syam.g_00608
OG0000540	Prac.g_00869	Syam.g_00609
OG0000541	Prac.g_00868	Syam.g_00610
OG0000542	Prac.g_00866	Syam.g_00613
OG0000543	Prac.g_00864	Syam.g_00615
OG0000544	Prac.g_00863	Syam.g_00616
OG0000545	Prac.g_00861	Syam.g_00618
OG0000546	Prac.g_00858	Syam.g_00620
OG0000547	Prac.g_00857	Syam.g_00622
OG0000548	Prac.g_00856	Syam.g_00623
OG0000549	Prac.g_00854	Syam.g_00630
OG0000550	Prac.g_00849	Syam.g_00635
OG0000551	Prac.g_00845	Syam.g_00640
OG0000552	Prac.g_00844	Syam.g_00641
OG0000553	Prac.g_00843	Syam.g_00643
OG0000554	Prac.g_00838	Syam.g_00652
OG0000555	Prac.g_00830	Syam.g_00667
OG0000556	Prac.g_00828	Syam.g_00670
OG0000557	Prac.g_00827	Syam.g_00672
OG0000558	Prac.g_00825	Syam.g_00675
OG0000559	Prac.g_00821	Syam.g_00679
OG0000560	Prac.g_00818	Syam.g_00682
OG0000561	Prac.g_00817	Syam.g_00683
OG0000562	Prac.g_00816	Syam.g_00684
OG0000563	Prac.g_00815	Syam.g_00685
OG0000564	Prac.g_00814	Syam.g_00686
OG0000565	Prac.g_00811	Syam.g_00690
OG0000566	Prac.g_00809	Syam.g_00694
OG0000567	Prac.g_00805	Syam.g_00698
OG0000568	Prac.g_00804	Syam.g_01751
OG0000569	Prac.g_00803	Syam.g_01750
OG0000570	Prac.g_00802	Syam.g_01749
OG0000571	Prac.g_00800	Syam.g_01745
OG0000572	Prac.g_00787	Syam.g_01729
OG0000573	Prac.g_00780	Syam.g_01721
OG0000574	Prac.g_00779	Syam.g_01720
OG0000575	Prac.g_00775	Syam.g_01716
OG0000576	Prac.g_00772	Syam.g_01714
OG0000577	Prac.g_00771	Syam.g_01713
OG0000578	Prac.g_00770	Syam.g_01712
OG0000579	Prac.g_00769	Syam.g_01711
OG0000580	Prac.g_00768	Syam.g_01710
OG0000581	Prac.g_00766	Syam.g_01704
OG0000582	Prac.g_00763	Syam.g_01513
OG0000583	Prac.g_00762	Syam.g_01512
OG0000584	Prac.g_00761	Syam.g_01511
OG0000585	Prac.g_00759	Syam.g_01509
OG0000586	Prac.g_00758	Syam.g_01508
OG0000587	Prac.g_00757	Syam.g_01506
OG0000588	Prac.g_00753	Syam.g_01498
OG0000589	Prac.g_00750	Syam.g_01494
OG0000590	Prac.g_00749	Syam.g_01493
OG0000591	Prac.g_00746	Syam.g_01486
OG0000592	Prac.g_00745	Syam.g_01485
OG0000593	Prac.g_00739	Syam.g_01471
OG0000594	Prac.g_00738	Syam.g_01470
OG0000595	Prac.g_00737	Syam.g_01469
OG0000596	Prac.g_00733	Syam.g_01465
OG0000597	Prac.g_00731	Syam.g_01462
OG0000598	Prac.g_00730	Syam.g_01461
OG0000599	Prac.g_00727	Syam.g_01458
