Orthogroup	Prac	Prar
OG0000138	Prac.g_01049	Prar.g_00545
OG0000139	Prac.g_00835	Prar.g_01367
OG0000140	Prac.g_00834	Prar.g_01368
OG0000141	Prac.g_00764	Prar.g_01437
OG0000142	Prac.g_00736	Prar.g_01465
OG0000143	Prac.g_00732	Prar.g_01469
OG0000144	Prac.g_00719	Prar.g_01482
OG0000145	Prac.g_01508	Prar.g_01651
OG0000146	Prac.g_01506	Prar.g_01653
OG0000147	Prac.g_01505	Prar.g_01654
OG0000148	Prac.g_01459	Prar.g_01700
OG0000149	Prac.g_01429	Prar.g_01730
OG0000150	Prac.g_01421	Prar.g_01738
OG0000151	Prac.g_01374	Prar.g_01786
OG0000152	Prac.g_01327	Prar.g_01833
OG0000153	Prac.g_01308	Prar.g_01852
OG0000154	Prac.g_01282	Prar.g_01878
OG0000155	Prac.g_00965	Prar.g_01243
OG0000156	Prac.g_00164	Prar.g_00966
OG0000157	Prac.g_00165	Prar.g_00965
OG0000158	Prac.g_00447	Prar.g_00375
OG0000159	Prac.g_00452	Prar.g_00380
OG0000159	Prac.g_00257	Prar.g_00871
OG0000160	Prac.g_00410	Prar.g_00338
OG0000161	Prac.g_00404	Prar.g_00840
OG0000162	Prac.g_00398	Prar.g_00834
OG0000163	Prac.g_00364	Prar.g_00800
OG0000164	Prac.g_00601	Prar.g_01964
OG0000165	Prac.g_00594	Prar.g_01971
OG0000166	Prac.g_00512	Prar.g_01063
OG0000167	Prac.g_00015	Prar.g_00627
OG0000168	Prac.g_00025	Prar.g_00637
OG0000169	Prac.g_00035	Prar.g_00647
OG0000170	Prac.g_00037	Prar.g_00649
OG0000171	Prac.g_00055	Prar.g_00667
OG0000172	Prac.g_00063	Prar.g_00675
OG0000173	Prac.g_00078	Prar.g_00690
OG0000174	Prac.g_00105	Prar.g_00068
OG0000175	Prac.g_00115	Prar.g_00058
OG0000176	Prac.g_01943	Prar.g_00034
OG0000177	Prac.g_01942	Prar.g_00033
OG0000178	Prac.g_01941	Prar.g_00032
OG0000179	Prac.g_01931	Prar.g_00022
OG0000180	Prac.g_01930	Prar.g_00021
OG0000181	Prac.g_01929	Prar.g_00020
OG0000182	Prac.g_01928	Prar.g_00019
OG0000183	Prac.g_01924	Prar.g_00015
OG0000184	Prac.g_01885	Prar.g_00573
OG0000185	Prac.g_01882	Prar.g_00570
OG0000186	Prac.g_01867	Prar.g_00554
OG0000187	Prac.g_01866	Prar.g_00553
OG0000188	Prac.g_01849	Prar.g_00246
OG0000189	Prac.g_01835	Prar.g_00232
OG0000190	Prac.g_01834	Prar.g_00231
OG0000191	Prac.g_01814	Prar.g_00211
OG0000192	Prac.g_01810	Prar.g_00207
OG0000193	Prac.g_01784	Prar.g_00181
OG0000194	Prac.g_01781	Prar.g_00178
OG0000195	Prac.g_01779	Prar.g_00176
OG0000196	Prac.g_01769	Prar.g_00166
OG0000197	Prac.g_01768	Prar.g_00165
OG0000198	Prac.g_01767	Prar.g_00164
OG0000199	Prac.g_01760	Prar.g_00157
OG0000200	Prac.g_01746	Prar.g_00143
OG0000201	Prac.g_01738	Prar.g_00135
OG0000202	Prac.g_01737	Prar.g_00134
OG0000203	Prac.g_01736	Prar.g_00133
OG0000204	Prac.g_01735	Prar.g_00132
OG0000205	Prac.g_01728	Prar.g_00125
OG0000206	Prac.g_01723	Prar.g_00120
OG0000207	Prac.g_01721	Prar.g_00118
OG0000208	Prac.g_01720	Prar.g_00117
OG0000209	Prac.g_01711	Prar.g_00108
OG0000210	Prac.g_01710	Prar.g_00107
OG0000211	Prac.g_01697	Prar.g_00094
OG0000212	Prac.g_01690	Prar.g_00087
OG0000213	Prac.g_01674	Prar.g_00330
OG0000214	Prac.g_01664	Prar.g_00320
OG0000215	Prac.g_01639	Prar.g_00295
OG0000216	Prac.g_01637	Prar.g_00293
OG0000217	Prac.g_01634	Prar.g_00290
OG0000218	Prac.g_01632	Prar.g_00288
OG0000219	Prac.g_01631	Prar.g_00287
OG0000220	Prac.g_01630	Prar.g_00286
OG0000221	Prac.g_01629	Prar.g_00285
OG0000222	Prac.g_01621	Prar.g_00277
OG0000223	Prac.g_01608	Prar.g_00264
OG0000224	Prac.g_01606	Prar.g_00262
OG0000225	Prac.g_01188	Prar.g_00406
OG0000226	Prac.g_01184	Prar.g_00410
OG0000227	Prac.g_01182	Prar.g_00412
OG0000228	Prac.g_01179	Prar.g_00415
OG0000229	Prac.g_01111	Prar.g_00484
OG0000230	Prac.g_01109	Prar.g_00486
OG0000231	Prac.g_01098	Prar.g_00497
OG0000232	Prac.g_01089	Prar.g_00506
OG0000233	Prac.g_01082	Prar.g_00512
OG0000234	Prac.g_01068	Prar.g_00526
OG0000235	Prac.g_01065	Prar.g_00529
OG0000236	Prac.g_01051	Prar.g_00543
OG0000237	Prac.g_00865	Prar.g_01337
OG0000238	Prac.g_00859	Prar.g_01343
OG0000239	Prac.g_00847	Prar.g_01355
OG0000240	Prac.g_00846	Prar.g_01356
OG0000241	Prac.g_00842	Prar.g_01360
OG0000242	Prac.g_00840	Prar.g_01362
OG0000243	Prac.g_00829	Prar.g_01373
OG0000244	Prac.g_00826	Prar.g_01376
OG0000245	Prac.g_00824	Prar.g_01378
OG0000246	Prac.g_00820	Prar.g_01382
OG0000247	Prac.g_00810	Prar.g_01392
OG0000248	Prac.g_00808	Prar.g_01394
OG0000249	Prac.g_00806	Prar.g_01396
OG0000250	Prac.g_00801	Prar.g_01401
OG0000251	Prac.g_00782	Prar.g_01420
OG0000252	Prac.g_00778	Prar.g_01424
OG0000253	Prac.g_00777	Prar.g_01425
OG0000254	Prac.g_00760	Prar.g_01441
OG0000255	Prac.g_00754	Prar.g_01447
OG0000256	Prac.g_00744	Prar.g_01457
OG0000257	Prac.g_00741	Prar.g_01460
OG0000258	Prac.g_00728	Prar.g_01473
OG0000259	Prac.g_00711	Prar.g_01490
OG0000260	Prac.g_00708	Prar.g_01493
OG0000261	Prac.g_00706	Prar.g_01495
OG0000262	Prac.g_00702	Prar.g_01499
OG0000263	Prac.g_00690	Prar.g_01511
OG0000264	Prac.g_00680	Prar.g_01521
OG0000265	Prac.g_01560	Prar.g_01599
OG0000266	Prac.g_01550	Prar.g_01609
OG0000267	Prac.g_01539	Prar.g_01620
OG0000268	Prac.g_01538	Prar.g_01621
OG0000269	Prac.g_01480	Prar.g_01679
OG0000270	Prac.g_01477	Prar.g_01682
OG0000271	Prac.g_01469	Prar.g_01690
OG0000272	Prac.g_01468	Prar.g_01691
OG0000273	Prac.g_01445	Prar.g_01714
OG0000274	Prac.g_01444	Prar.g_01715
OG0000275	Prac.g_01442	Prar.g_01717
OG0000276	Prac.g_01437	Prar.g_01722
OG0000277	Prac.g_01436	Prar.g_01723
OG0000278	Prac.g_01433	Prar.g_01726
OG0000279	Prac.g_01426	Prar.g_01733
OG0000280	Prac.g_01425	Prar.g_01734
OG0000281	Prac.g_01420	Prar.g_01740
OG0000282	Prac.g_01382	Prar.g_01778
OG0000283	Prac.g_01350	Prar.g_01810
OG0000284	Prac.g_01345	Prar.g_01815
OG0000285	Prac.g_01340	Prar.g_01820
OG0000286	Prac.g_01328	Prar.g_01832
OG0000287	Prac.g_01311	Prar.g_01849
OG0000288	Prac.g_01283	Prar.g_01877
OG0000289	Prac.g_01272	Prar.g_01888
OG0000290	Prac.g_01259	Prar.g_01901
OG0000291	Prac.g_01257	Prar.g_01903
OG0000292	Prac.g_01207	Prar.g_01953
OG0000293	Prac.g_00994	Prar.g_01272
OG0000294	Prac.g_00993	Prar.g_01271
OG0000295	Prac.g_00973	Prar.g_01251
OG0000296	Prac.g_00971	Prar.g_01249
OG0000297	Prac.g_00963	Prar.g_01241
OG0000298	Prac.g_00962	Prar.g_01240
OG0000299	Prac.g_00945	Prar.g_01223
OG0000300	Prac.g_00942	Prar.g_01220
OG0000301	Prac.g_00941	Prar.g_01219
OG0000302	Prac.g_00939	Prar.g_01217
OG0000303	Prac.g_00932	Prar.g_01210
OG0000304	Prac.g_00928	Prar.g_01206
OG0000305	Prac.g_00209	Prar.g_00919
OG0000306	Prac.g_00212	Prar.g_00916
OG0000307	Prac.g_00226	Prar.g_00902
OG0000308	Prac.g_00227	Prar.g_00901
OG0000309	Prac.g_00231	Prar.g_00897
OG0000310	Prac.g_00426	Prar.g_00354
OG0000311	Prac.g_00424	Prar.g_00352
OG0000312	Prac.g_00421	Prar.g_00349
OG0000313	Prac.g_00407	Prar.g_00335
OG0000314	Prac.g_00384	Prar.g_00820
OG0000315	Prac.g_00374	Prar.g_00810
OG0000316	Prac.g_00354	Prar.g_00790
OG0000317	Prac.g_00627	Prar.g_01145
OG0000318	Prac.g_00624	Prar.g_01142
OG0000319	Prac.g_00611	Prar.g_01129
OG0000320	Prac.g_00609	Prar.g_01127
OG0000321	Prac.g_00608	Prar.g_01126
OG0000322	Prac.g_00607	Prar.g_01125
OG0000323	Prac.g_00598	Prar.g_01967
OG0000324	Prac.g_00572	Prar.g_00609
OG0000325	Prac.g_00477	Prar.g_01113
OG0000326	Prac.g_00483	Prar.g_01107
OG0000327	Prac.g_00507	Prar.g_01068
OG0000328	Prac.g_00508	Prar.g_01067
OG0000329	Prac.g_00525	Prar.g_01050
OG0000330	Prac.g_00526	Prar.g_01049
OG0000331	Prac.g_00527	Prar.g_01048
OG0000332	Prac.g_00541	Prar.g_01034
OG0000333	Prac.g_00543	Prar.g_01032
OG0000334	Prac.g_00551	Prar.g_01024
OG0000335	Prac.g_00555	Prar.g_01020
OG0000336	Prac.g_00559	Prar.g_01016
OG0000337	Prac.g_00013	Prar.g_00625
OG0000338	Prac.g_00014	Prar.g_00626
OG0000339	Prac.g_00018	Prar.g_00630
OG0000340	Prac.g_00026	Prar.g_00638
OG0000341	Prac.g_00028	Prar.g_00640
OG0000342	Prac.g_00029	Prar.g_00641
OG0000343	Prac.g_00030	Prar.g_00642
OG0000344	Prac.g_00033	Prar.g_00645
OG0000345	Prac.g_00038	Prar.g_00650
OG0000346	Prac.g_00042	Prar.g_00654
OG0000347	Prac.g_00057	Prar.g_00669
OG0000348	Prac.g_00066	Prar.g_00678
OG0000349	Prac.g_00083	Prar.g_00695
OG0000350	Prac.g_00101	Prar.g_00072
OG0000351	Prac.g_00118	Prar.g_00055
OG0000352	Prac.g_00119	Prar.g_00054
OG0000353	Prac.g_01948	Prar.g_00039
OG0000355	Prac.g_01946	Prar.g_00037
OG0000356	Prac.g_01945	Prar.g_00036
OG0000357	Prac.g_01944	Prar.g_00035
OG0000358	Prac.g_01940	Prar.g_00031
OG0000359	Prac.g_01939	Prar.g_00030
OG0000360	Prac.g_01938	Prar.g_00029
OG0000361	Prac.g_01937	Prar.g_00028
OG0000362	Prac.g_01935	Prar.g_00026
OG0000363	Prac.g_01933	Prar.g_00024
OG0000364	Prac.g_01932	Prar.g_00023
OG0000365	Prac.g_01927	Prar.g_00018
OG0000366	Prac.g_01926	Prar.g_00017
OG0000367	Prac.g_01925	Prar.g_00016
OG0000368	Prac.g_01923	Prar.g_00014
OG0000369	Prac.g_01922	Prar.g_00013
OG0000370	Prac.g_01921	Prar.g_00012
OG0000371	Prac.g_01915	Prar.g_00006
OG0000372	Prac.g_01911	Prar.g_00002
OG0000373	Prac.g_01910	Prar.g_00001
OG0000374	Prac.g_01909	Prar.g_00594
OG0000375	Prac.g_01892	Prar.g_00580
OG0000376	Prac.g_01890	Prar.g_00578
OG0000377	Prac.g_01886	Prar.g_00574
OG0000378	Prac.g_01884	Prar.g_00572
OG0000379	Prac.g_01881	Prar.g_00569
OG0000380	Prac.g_01865	Prar.g_00552
OG0000381	Prac.g_01861	Prar.g_00548
OG0000382	Prac.g_01850	Prar.g_00247
OG0000383	Prac.g_01848	Prar.g_00245
OG0000384	Prac.g_01847	Prar.g_00244
OG0000385	Prac.g_01846	Prar.g_00243
OG0000386	Prac.g_01845	Prar.g_00242
OG0000387	Prac.g_01832	Prar.g_00229
OG0000388	Prac.g_01829	Prar.g_00226
OG0000389	Prac.g_01825	Prar.g_00222
OG0000390	Prac.g_01818	Prar.g_00215
OG0000391	Prac.g_01815	Prar.g_00212
OG0000392	Prac.g_01811	Prar.g_00208
OG0000393	Prac.g_01809	Prar.g_00206
OG0000394	Prac.g_01808	Prar.g_00205
OG0000395	Prac.g_01807	Prar.g_00204
OG0000396	Prac.g_01804	Prar.g_00201
OG0000397	Prac.g_01802	Prar.g_00199
OG0000398	Prac.g_01800	Prar.g_00197
OG0000399	Prac.g_01799	Prar.g_00196
OG0000400	Prac.g_01798	Prar.g_00195
OG0000401	Prac.g_01797	Prar.g_00194
OG0000402	Prac.g_01795	Prar.g_00192
OG0000403	Prac.g_01794	Prar.g_00191
OG0000404	Prac.g_01793	Prar.g_00190
OG0000405	Prac.g_01789	Prar.g_00186
OG0000406	Prac.g_01783	Prar.g_00180
OG0000407	Prac.g_01782	Prar.g_00179
OG0000408	Prac.g_01780	Prar.g_00177
OG0000409	Prac.g_01778	Prar.g_00175
OG0000410	Prac.g_01777	Prar.g_00174
OG0000411	Prac.g_01776	Prar.g_00173
OG0000412	Prac.g_01775	Prar.g_00172
OG0000413	Prac.g_01774	Prar.g_00171
OG0000414	Prac.g_01590	Prar.g_01569
OG0000414	Prac.g_01773	Prar.g_00170
OG0000415	Prac.g_01772	Prar.g_00169
OG0000416	Prac.g_01771	Prar.g_00168
OG0000417	Prac.g_01770	Prar.g_00167
OG0000418	Prac.g_01765	Prar.g_00162
OG0000419	Prac.g_01763	Prar.g_00160
OG0000420	Prac.g_01762	Prar.g_00159
OG0000421	Prac.g_01757	Prar.g_00154
OG0000422	Prac.g_01756	Prar.g_00153
OG0000423	Prac.g_01755	Prar.g_00152
OG0000424	Prac.g_01754	Prar.g_00151
OG0000425	Prac.g_01753	Prar.g_00150
OG0000426	Prac.g_01752	Prar.g_00149
OG0000427	Prac.g_01751	Prar.g_00148
OG0000428	Prac.g_01749	Prar.g_00146
OG0000429	Prac.g_01748	Prar.g_00145
OG0000430	Prac.g_01747	Prar.g_00144
OG0000431	Prac.g_01745	Prar.g_00142
OG0000432	Prac.g_01742	Prar.g_00139
OG0000433	Prac.g_01741	Prar.g_00138
OG0000434	Prac.g_01740	Prar.g_00137
OG0000435	Prac.g_01739	Prar.g_00136
OG0000436	Prac.g_01734	Prar.g_00131
OG0000437	Prac.g_01733	Prar.g_00130
OG0000438	Prac.g_01732	Prar.g_00129
OG0000439	Prac.g_01730	Prar.g_00127
OG0000440	Prac.g_01729	Prar.g_00126
OG0000441	Prac.g_01726	Prar.g_00123
OG0000442	Prac.g_01725	Prar.g_00122
OG0000443	Prac.g_01724	Prar.g_00121
OG0000444	Prac.g_01719	Prar.g_00116
OG0000445	Prac.g_01718	Prar.g_00115
OG0000446	Prac.g_01717	Prar.g_00114
OG0000447	Prac.g_01716	Prar.g_00113
OG0000448	Prac.g_01715	Prar.g_00112
OG0000449	Prac.g_01714	Prar.g_00111
OG0000450	Prac.g_01713	Prar.g_00110
OG0000451	Prac.g_01712	Prar.g_00109
OG0000452	Prac.g_01709	Prar.g_00106
OG0000453	Prac.g_01708	Prar.g_00105
OG0000454	Prac.g_01707	Prar.g_00104
OG0000455	Prac.g_01706	Prar.g_00103
OG0000456	Prac.g_01705	Prar.g_00102
OG0000457	Prac.g_01704	Prar.g_00101
OG0000458	Prac.g_01703	Prar.g_00100
OG0000459	Prac.g_01702	Prar.g_00099
OG0000460	Prac.g_01695	Prar.g_00092
OG0000461	Prac.g_01688	Prar.g_00085
OG0000462	Prac.g_01686	Prar.g_00083
OG0000463	Prac.g_01685	Prar.g_00082
OG0000464	Prac.g_01684	Prar.g_00081
OG0000465	Prac.g_01683	Prar.g_00080
OG0000466	Prac.g_01680	Prar.g_00077
OG0000467	Prac.g_01679	Prar.g_00076
OG0000468	Prac.g_01678	Prar.g_00334
OG0000469	Prac.g_01669	Prar.g_00325
OG0000470	Prac.g_01667	Prar.g_00323
OG0000471	Prac.g_01666	Prar.g_00322
OG0000472	Prac.g_01665	Prar.g_00321
OG0000473	Prac.g_01663	Prar.g_00319
OG0000474	Prac.g_01662	Prar.g_00318
OG0000475	Prac.g_01661	Prar.g_00317
OG0000476	Prac.g_01660	Prar.g_00316
OG0000477	Prac.g_01656	Prar.g_00312
OG0000478	Prac.g_01655	Prar.g_00311
OG0000479	Prac.g_01654	Prar.g_00310
OG0000480	Prac.g_01649	Prar.g_00305
OG0000481	Prac.g_01647	Prar.g_00303
OG0000482	Prac.g_01646	Prar.g_00302
OG0000483	Prac.g_01643	Prar.g_00299
OG0000484	Prac.g_01642	Prar.g_00298
OG0000485	Prac.g_01641	Prar.g_00297
OG0000486	Prac.g_01640	Prar.g_00296
OG0000487	Prac.g_01636	Prar.g_00292
OG0000488	Prac.g_01633	Prar.g_00289
OG0000489	Prac.g_01628	Prar.g_00284
OG0000490	Prac.g_01623	Prar.g_00279
OG0000491	Prac.g_01622	Prar.g_00278
OG0000492	Prac.g_01620	Prar.g_00276
OG0000493	Prac.g_01619	Prar.g_00275
OG0000494	Prac.g_01618	Prar.g_00274
OG0000495	Prac.g_01617	Prar.g_00273
OG0000496	Prac.g_01616	Prar.g_00272
OG0000497	Prac.g_01615	Prar.g_00271
OG0000498	Prac.g_01614	Prar.g_00270
OG0000499	Prac.g_01613	Prar.g_00269
OG0000500	Prac.g_01612	Prar.g_00268
OG0000501	Prac.g_01610	Prar.g_00266
OG0000502	Prac.g_01607	Prar.g_00263
OG0000503	Prac.g_01200	Prar.g_00394
OG0000504	Prac.g_01199	Prar.g_00395
OG0000505	Prac.g_01198	Prar.g_00396
OG0000506	Prac.g_01196	Prar.g_00398
OG0000507	Prac.g_01193	Prar.g_00401
OG0000508	Prac.g_01189	Prar.g_00405
OG0000509	Prac.g_01187	Prar.g_00407
OG0000510	Prac.g_01186	Prar.g_00408
OG0000511	Prac.g_01185	Prar.g_00409
OG0000512	Prac.g_01183	Prar.g_00411
OG0000513	Prac.g_01176	Prar.g_00418
OG0000514	Prac.g_01116	Prar.g_00479
OG0000515	Prac.g_01115	Prar.g_00480
OG0000516	Prac.g_01114	Prar.g_00481
OG0000517	Prac.g_01112	Prar.g_00483
OG0000518	Prac.g_01101	Prar.g_00494
OG0000519	Prac.g_01100	Prar.g_00495
OG0000520	Prac.g_01099	Prar.g_00496
OG0000521	Prac.g_01094	Prar.g_00501
OG0000522	Prac.g_01092	Prar.g_00503
OG0000523	Prac.g_01091	Prar.g_00504
OG0000524	Prac.g_01084	Prar.g_00510
OG0000525	Prac.g_01081	Prar.g_00513
OG0000526	Prac.g_01080	Prar.g_00514
OG0000527	Prac.g_01071	Prar.g_00523
OG0000528	Prac.g_01066	Prar.g_00528
OG0000529	Prac.g_01063	Prar.g_00531
OG0000530	Prac.g_01060	Prar.g_00534
OG0000531	Prac.g_01059	Prar.g_00535
OG0000532	Prac.g_01057	Prar.g_00537
OG0000533	Prac.g_01056	Prar.g_00538
OG0000534	Prac.g_01055	Prar.g_00539
OG0000535	Prac.g_01054	Prar.g_00540
OG0000536	Prac.g_01053	Prar.g_00541
OG0000537	Prac.g_01052	Prar.g_00542
OG0000538	Prac.g_00871	Prar.g_01331
OG0000539	Prac.g_00870	Prar.g_01332
OG0000540	Prac.g_00869	Prar.g_01333
OG0000541	Prac.g_00868	Prar.g_01334
OG0000542	Prac.g_00866	Prar.g_01336
OG0000543	Prac.g_00864	Prar.g_01338
OG0000544	Prac.g_00863	Prar.g_01339
OG0000545	Prac.g_00861	Prar.g_01341
OG0000546	Prac.g_00858	Prar.g_01344
OG0000547	Prac.g_00857	Prar.g_01345
