Orthogroup	Prac	Syal
OG0000218	Prac.g_01632	Syal.g_01287
OG0000219	Prac.g_01631	Syal.g_01288
OG0000220	Prac.g_01630	Syal.g_01289
OG0000221	Prac.g_01629	Syal.g_01297
OG0000222	Prac.g_01621	Syal.g_01309
OG0000223	Prac.g_01608	Syal.g_01327
OG0000224	Prac.g_01606	Syal.g_01329
OG0000225	Prac.g_01188	Syal.g_00363
OG0000226	Prac.g_01184	Syal.g_00367
OG0000227	Prac.g_01182	Syal.g_00369
OG0000228	Prac.g_01179	Syal.g_00556
OG0000229	Prac.g_01111	Syal.g_00525
OG0000230	Prac.g_01109	Syal.g_00523
OG0000231	Prac.g_01098	Syal.g_00510
OG0000232	Prac.g_01089	Syal.g_00495
OG0000233	Prac.g_01082	Syal.g_00487
OG0000234	Prac.g_01068	Syal.g_00461
OG0000235	Prac.g_01065	Syal.g_02896
OG0000236	Prac.g_01051	Syal.g_02912
OG0000237	Prac.g_00865	Syal.g_02930
OG0000238	Prac.g_00859	Syal.g_02935
OG0000239	Prac.g_00847	Syal.g_02951
OG0000240	Prac.g_00846	Syal.g_02952
OG0000241	Prac.g_00842	Syal.g_02696
OG0000242	Prac.g_00840	Syal.g_02840
OG0000243	Prac.g_00829	Syal.g_02822
OG0000244	Prac.g_00826	Syal.g_02815
OG0000245	Prac.g_00824	Syal.g_02813
OG0000246	Prac.g_00820	Syal.g_02809
OG0000247	Prac.g_00810	Syal.g_02797
OG0000248	Prac.g_00808	Syal.g_02794
OG0000249	Prac.g_00806	Syal.g_02792
OG0000250	Prac.g_00801	Syal.g_02786
OG0000251	Prac.g_00782	Syal.g_02760
OG0000252	Prac.g_00778	Syal.g_02757
OG0000253	Prac.g_00777	Syal.g_02755
OG0000254	Prac.g_00760	Syal.g_02732
OG0000255	Prac.g_00754	Syal.g_02719
OG0000256	Prac.g_00744	Syal.g_02705
OG0000257	Prac.g_00741	Syal.g_02697
OG0000258	Prac.g_00728	Syal.g_02623
OG0000259	Prac.g_00711	Syal.g_02182
OG0000260	Prac.g_00708	Syal.g_02188
OG0000261	Prac.g_00706	Syal.g_02199
OG0000262	Prac.g_00702	Syal.g_02204
OG0000263	Prac.g_00690	Syal.g_01720
OG0000264	Prac.g_00680	Syal.g_01788
OG0000265	Prac.g_01560	Syal.g_02534
OG0000266	Prac.g_01550	Syal.g_02421
OG0000267	Prac.g_01539	Syal.g_02043
OG0000268	Prac.g_01538	Syal.g_02042
OG0000269	Prac.g_01480	Syal.g_02409
OG0000270	Prac.g_01477	Syal.g_02412
OG0000271	Prac.g_01469	Syal.g_01871
OG0000272	Prac.g_01468	Syal.g_01872
OG0000274	Prac.g_01444	Syal.g_02455
OG0000275	Prac.g_01442	Syal.g_02458
OG0000276	Prac.g_01437	Syal.g_02467
OG0000277	Prac.g_01436	Syal.g_02468
OG0000278	Prac.g_01433	Syal.g_02471
OG0000279	Prac.g_01426	Syal.g_02479
OG0000280	Prac.g_01425	Syal.g_02493
OG0000281	Prac.g_01420	Syal.g_02190
OG0000282	Prac.g_01382	Syal.g_02284
OG0000283	Prac.g_01350	Syal.g_02028
OG0000284	Prac.g_01345	Syal.g_02023
OG0000285	Prac.g_01340	Syal.g_02012
OG0000286	Prac.g_01328	Syal.g_01992
OG0000288	Prac.g_01283	Syal.g_01919
OG0000289	Prac.g_01272	Syal.g_01904
OG0000290	Prac.g_01259	Syal.g_01826
OG0000291	Prac.g_01257	Syal.g_01824
OG0000292	Prac.g_01207	Syal.g_00089
OG0000293	Prac.g_00994	Syal.g_01631
OG0000294	Prac.g_00993	Syal.g_01632
OG0000295	Prac.g_00973	Syal.g_01687
OG0000296	Prac.g_00971	Syal.g_01689
OG0000297	Prac.g_00963	Syal.g_01702
OG0000298	Prac.g_00962	Syal.g_01703
OG0000299	Prac.g_00945	Syal.g_01732
OG0000300	Prac.g_00942	Syal.g_01738
OG0000301	Prac.g_00941	Syal.g_01739
OG0000302	Prac.g_00939	Syal.g_01740
OG0000303	Prac.g_00932	Syal.g_01763
OG0000304	Prac.g_00928	Syal.g_01756
OG0000305	Prac.g_00209	Syal.g_01821
OG0000306	Prac.g_00212	Syal.g_02579
OG0000307	Prac.g_00226	Syal.g_02880
OG0000308	Prac.g_00227	Syal.g_02878
OG0000309	Prac.g_00231	Syal.g_02873
OG0000310	Prac.g_00426	Syal.g_01537
OG0000311	Prac.g_00424	Syal.g_00061
OG0000312	Prac.g_00421	Syal.g_00031
OG0000313	Prac.g_00407	Syal.g_00381
OG0000314	Prac.g_00384	Syal.g_00416
OG0000315	Prac.g_00374	Syal.g_00426
OG0000316	Prac.g_00354	Syal.g_02987
OG0000317	Prac.g_00627	Syal.g_00583
OG0000318	Prac.g_00624	Syal.g_00588
OG0000319	Prac.g_00611	Syal.g_00608
OG0000320	Prac.g_00609	Syal.g_00610
OG0000321	Prac.g_00608	Syal.g_00611
OG0000322	Prac.g_00607	Syal.g_00612
OG0000323	Prac.g_00598	Syal.g_00626
OG0000324	Prac.g_00572	Syal.g_00656
OG0000325	Prac.g_00477	Syal.g_00195
OG0000326	Prac.g_00483	Syal.g_00202
OG0000327	Prac.g_00507	Syal.g_00230
OG0000328	Prac.g_00508	Syal.g_00231
OG0000329	Prac.g_00525	Syal.g_00249
OG0000330	Prac.g_00526	Syal.g_00250
OG0000331	Prac.g_00527	Syal.g_00251
OG0000332	Prac.g_00541	Syal.g_00266
OG0000333	Prac.g_00543	Syal.g_00269
OG0000334	Prac.g_00551	Syal.g_00279
OG0000335	Prac.g_00555	Syal.g_00284
OG0000336	Prac.g_00559	Syal.g_00288
OG0000337	Prac.g_00013	Syal.g_01343
OG0000338	Prac.g_00014	Syal.g_01345
OG0000339	Prac.g_00018	Syal.g_01351
OG0000340	Prac.g_00026	Syal.g_01434
OG0000341	Prac.g_00028	Syal.g_01436
OG0000342	Prac.g_00029	Syal.g_01437
OG0000343	Prac.g_00030	Syal.g_01441
OG0000344	Prac.g_00033	Syal.g_01445
OG0000345	Prac.g_00038	Syal.g_01455
OG0000346	Prac.g_00042	Syal.g_01460
OG0000347	Prac.g_00057	Syal.g_01525
OG0000348	Prac.g_00066	Syal.g_00170
OG0000349	Prac.g_00083	Syal.g_00148
OG0000350	Prac.g_00101	Syal.g_00209
OG0000351	Prac.g_00118	Syal.g_01175
OG0000352	Prac.g_00119	Syal.g_01176
OG0000353	Prac.g_01948	Syal.g_00095
OG0000355	Prac.g_01946	Syal.g_00098
OG0000356	Prac.g_01945	Syal.g_00099
OG0000357	Prac.g_01944	Syal.g_00100
OG0000358	Prac.g_01940	Syal.g_00104
OG0000359	Prac.g_01939	Syal.g_00106
OG0000360	Prac.g_01938	Syal.g_00107
OG0000361	Prac.g_01937	Syal.g_00108
OG0000362	Prac.g_01935	Syal.g_00110
OG0000363	Prac.g_01933	Syal.g_00112
OG0000364	Prac.g_01932	Syal.g_00113
OG0000365	Prac.g_01927	Syal.g_00122
OG0000366	Prac.g_01926	Syal.g_00123
OG0000367	Prac.g_01925	Syal.g_00124
OG0000368	Prac.g_01923	Syal.g_00126
OG0000369	Prac.g_01922	Syal.g_00127
OG0000370	Prac.g_01921	Syal.g_00128
OG0000371	Prac.g_01915	Syal.g_00135
OG0000372	Prac.g_01911	Syal.g_00141
OG0000373	Prac.g_01910	Syal.g_00142
OG0000374	Prac.g_01909	Syal.g_00143
OG0000375	Prac.g_01892	Syal.g_00144
OG0000376	Prac.g_01890	Syal.g_00146
OG0000377	Prac.g_01886	Syal.g_01061
OG0000378	Prac.g_01884	Syal.g_01027
OG0000379	Prac.g_01881	Syal.g_01024
OG0000380	Prac.g_01865	Syal.g_00749
OG0000381	Prac.g_01861	Syal.g_00752
OG0000382	Prac.g_01850	Syal.g_00770
OG0000383	Prac.g_01848	Syal.g_00775
OG0000384	Prac.g_01847	Syal.g_00776
OG0000385	Prac.g_01846	Syal.g_00777
OG0000386	Prac.g_01845	Syal.g_00778
OG0000387	Prac.g_01832	Syal.g_00811
OG0000388	Prac.g_01829	Syal.g_00815
OG0000389	Prac.g_01825	Syal.g_00819
OG0000390	Prac.g_01818	Syal.g_00835
OG0000391	Prac.g_01815	Syal.g_00840
OG0000392	Prac.g_01811	Syal.g_00846
OG0000393	Prac.g_01809	Syal.g_00849
OG0000394	Prac.g_01808	Syal.g_00850
OG0000395	Prac.g_01807	Syal.g_00851
OG0000396	Prac.g_01804	Syal.g_00854
OG0000397	Prac.g_01802	Syal.g_00857
OG0000398	Prac.g_01800	Syal.g_00862
OG0000399	Prac.g_01799	Syal.g_00863
OG0000400	Prac.g_01798	Syal.g_00864
OG0000401	Prac.g_01797	Syal.g_00865
OG0000402	Prac.g_01795	Syal.g_00867
OG0000403	Prac.g_01794	Syal.g_00868
OG0000404	Prac.g_01793	Syal.g_00870
OG0000405	Prac.g_01789	Syal.g_00883
OG0000406	Prac.g_01783	Syal.g_00888
OG0000407	Prac.g_01782	Syal.g_00889
OG0000408	Prac.g_01780	Syal.g_00891
OG0000409	Prac.g_01778	Syal.g_00893
OG0000410	Prac.g_01777	Syal.g_00894
OG0000411	Prac.g_01776	Syal.g_00895
OG0000412	Prac.g_01775	Syal.g_00896
OG0000413	Prac.g_01774	Syal.g_00898
OG0000414	Prac.g_01590, Prac.g_01773	Syal.g_00899
OG0000415	Prac.g_01772	Syal.g_00900
OG0000416	Prac.g_01771	Syal.g_00901
OG0000417	Prac.g_01770	Syal.g_00902
OG0000418	Prac.g_01765	Syal.g_00907
OG0000419	Prac.g_01763	Syal.g_00909
OG0000420	Prac.g_01762	Syal.g_00911
OG0000421	Prac.g_01757	Syal.g_00916
OG0000422	Prac.g_01756	Syal.g_00917
OG0000423	Prac.g_01755	Syal.g_00918
OG0000424	Prac.g_01754	Syal.g_00919
OG0000425	Prac.g_01753	Syal.g_00920
OG0000426	Prac.g_01752	Syal.g_00921
OG0000427	Prac.g_01751	Syal.g_00922
OG0000428	Prac.g_01749	Syal.g_00925
OG0000429	Prac.g_01748	Syal.g_00929
OG0000430	Prac.g_01747	Syal.g_00931
OG0000431	Prac.g_01745	Syal.g_00934
OG0000432	Prac.g_01742	Syal.g_00940
OG0000433	Prac.g_01741	Syal.g_00943
OG0000434	Prac.g_01740	Syal.g_00944
OG0000435	Prac.g_01739	Syal.g_00946
OG0000436	Prac.g_01734	Syal.g_00953
OG0000437	Prac.g_01733	Syal.g_00954
OG0000438	Prac.g_01732	Syal.g_00955
OG0000439	Prac.g_01730	Syal.g_00957
OG0000440	Prac.g_01729	Syal.g_00958
OG0000441	Prac.g_01726	Syal.g_00962
OG0000442	Prac.g_01725	Syal.g_00964
OG0000443	Prac.g_01724	Syal.g_00966
OG0000444	Prac.g_01719	Syal.g_00978
OG0000445	Prac.g_01718	Syal.g_00979
OG0000446	Prac.g_01717	Syal.g_00981
OG0000447	Prac.g_01716	Syal.g_00989
OG0000448	Prac.g_01715	Syal.g_00990
OG0000449	Prac.g_01714	Syal.g_00991
OG0000450	Prac.g_01713	Syal.g_00997
OG0000451	Prac.g_01712	Syal.g_00998
OG0000452	Prac.g_01709	Syal.g_01002
OG0000453	Prac.g_01708	Syal.g_01003
OG0000454	Prac.g_01707	Syal.g_01004
OG0000455	Prac.g_01706	Syal.g_01005
OG0000456	Prac.g_01705	Syal.g_01006
OG0000457	Prac.g_01704	Syal.g_01008
OG0000458	Prac.g_01703	Syal.g_01009
OG0000459	Prac.g_01702	Syal.g_01010
OG0000460	Prac.g_01695	Syal.g_00686
OG0000461	Prac.g_01688	Syal.g_01199
OG0000462	Prac.g_01686	Syal.g_01202
OG0000463	Prac.g_01685	Syal.g_01203
OG0000464	Prac.g_01684	Syal.g_01204
OG0000465	Prac.g_01683	Syal.g_01205
OG0000466	Prac.g_01680	Syal.g_01210
OG0000467	Prac.g_01679	Syal.g_01212
OG0000468	Prac.g_01678	Syal.g_01225
OG0000469	Prac.g_01669	Syal.g_01240
OG0000470	Prac.g_01667	Syal.g_01242
OG0000471	Prac.g_01666	Syal.g_01243
OG0000472	Prac.g_01665	Syal.g_01245
OG0000473	Prac.g_01663	Syal.g_01247
OG0000474	Prac.g_01662	Syal.g_01248
OG0000475	Prac.g_01661	Syal.g_01249
OG0000476	Prac.g_01660	Syal.g_01251
OG0000477	Prac.g_01656	Syal.g_01257
OG0000478	Prac.g_01655	Syal.g_01258
OG0000479	Prac.g_01654	Syal.g_01259
OG0000480	Prac.g_01649	Syal.g_01266
OG0000481	Prac.g_01647	Syal.g_01268
OG0000482	Prac.g_01646	Syal.g_01269
OG0000483	Prac.g_01643	Syal.g_01273
OG0000484	Prac.g_01642	Syal.g_01274
OG0000485	Prac.g_01641	Syal.g_01275
OG0000486	Prac.g_01640	Syal.g_01276
OG0000487	Prac.g_01636	Syal.g_01282
OG0000488	Prac.g_01633	Syal.g_01286
OG0000489	Prac.g_01628	Syal.g_01298
OG0000490	Prac.g_01623	Syal.g_01307
OG0000491	Prac.g_01622	Syal.g_01308
OG0000492	Prac.g_01620	Syal.g_01310
OG0000493	Prac.g_01619	Syal.g_01311
OG0000494	Prac.g_01618	Syal.g_01312
OG0000495	Prac.g_01617	Syal.g_01313
OG0000496	Prac.g_01616	Syal.g_01314
OG0000497	Prac.g_01615	Syal.g_01315
OG0000498	Prac.g_01614	Syal.g_01316
OG0000499	Prac.g_01613	Syal.g_01317
OG0000500	Prac.g_01612	Syal.g_01318
OG0000501	Prac.g_01610	Syal.g_01321
OG0000502	Prac.g_01607	Syal.g_01328
OG0000503	Prac.g_01200	Syal.g_00347
OG0000504	Prac.g_01199	Syal.g_00349
OG0000505	Prac.g_01198	Syal.g_00350
OG0000506	Prac.g_01196	Syal.g_00352
OG0000507	Prac.g_01193	Syal.g_00358
OG0000508	Prac.g_01189	Syal.g_00362
OG0000509	Prac.g_01187	Syal.g_00364
OG0000510	Prac.g_01186	Syal.g_00365
OG0000511	Prac.g_01185	Syal.g_00366
OG0000512	Prac.g_01183	Syal.g_00368
OG0000513	Prac.g_01176	Syal.g_00551
OG0000514	Prac.g_01116	Syal.g_00539
OG0000515	Prac.g_01115	Syal.g_00538
OG0000516	Prac.g_01114	Syal.g_00534
OG0000517	Prac.g_01112	Syal.g_00526
OG0000518	Prac.g_01101	Syal.g_00514
OG0000519	Prac.g_01100	Syal.g_00513
OG0000520	Prac.g_01099	Syal.g_00512
OG0000521	Prac.g_01094	Syal.g_00502
OG0000522	Prac.g_01092	Syal.g_00500
OG0000523	Prac.g_01091	Syal.g_00499
OG0000524	Prac.g_01084	Syal.g_00491
OG0000525	Prac.g_01081	Syal.g_00473
OG0000526	Prac.g_01080	Syal.g_00471
OG0000527	Prac.g_01071	Syal.g_00465
OG0000528	Prac.g_01066	Syal.g_02893
OG0000529	Prac.g_01063	Syal.g_02898
OG0000530	Prac.g_01060	Syal.g_02901
OG0000531	Prac.g_01059	Syal.g_02902
OG0000532	Prac.g_01057	Syal.g_02905
OG0000533	Prac.g_01056	Syal.g_02907
OG0000534	Prac.g_01055	Syal.g_02908
OG0000535	Prac.g_01054	Syal.g_02909
OG0000536	Prac.g_01053	Syal.g_02910
OG0000537	Prac.g_01052	Syal.g_02911
OG0000538	Prac.g_00871	Syal.g_02923
OG0000539	Prac.g_00870	Syal.g_02924
OG0000540	Prac.g_00869	Syal.g_02925
OG0000541	Prac.g_00868	Syal.g_02926
OG0000542	Prac.g_00866	Syal.g_02929
OG0000543	Prac.g_00864	Syal.g_02931
OG0000544	Prac.g_00863	Syal.g_02932
OG0000545	Prac.g_00861	Syal.g_02934
OG0000546	Prac.g_00858	Syal.g_02936
OG0000547	Prac.g_00857	Syal.g_02938
OG0000548	Prac.g_00856	Syal.g_02939
OG0000549	Prac.g_00854	Syal.g_02945
OG0000550	Prac.g_00849	Syal.g_02949
OG0000551	Prac.g_00845	Syal.g_02953
OG0000552	Prac.g_00844	Syal.g_02954
OG0000553	Prac.g_00843	Syal.g_02843
OG0000554	Prac.g_00838	Syal.g_02837
OG0000555	Prac.g_00830	Syal.g_02823
OG0000556	Prac.g_00828	Syal.g_02819
OG0000557	Prac.g_00827	Syal.g_02816
OG0000558	Prac.g_00825	Syal.g_02814
OG0000559	Prac.g_00821	Syal.g_02305, Syal.g_02810
OG0000560	Prac.g_00818	Syal.g_02807
OG0000561	Prac.g_00817	Syal.g_02806
OG0000562	Prac.g_00816	Syal.g_02805
OG0000563	Prac.g_00815	Syal.g_02804
OG0000564	Prac.g_00814	Syal.g_02803
OG0000565	Prac.g_00811	Syal.g_02799
OG0000566	Prac.g_00809	Syal.g_02795
OG0000567	Prac.g_00805	Syal.g_02791
OG0000568	Prac.g_00804	Syal.g_02789
OG0000569	Prac.g_00803	Syal.g_02788
OG0000570	Prac.g_00802	Syal.g_02787
OG0000571	Prac.g_00800	Syal.g_02784
OG0000572	Prac.g_00787	Syal.g_02767
OG0000573	Prac.g_00780	Syal.g_02759
OG0000574	Prac.g_00779	Syal.g_02758
OG0000575	Prac.g_00775	Syal.g_02753
OG0000576	Prac.g_00772	Syal.g_02751
OG0000577	Prac.g_00771	Syal.g_02750
OG0000578	Prac.g_00770	Syal.g_02749
OG0000579	Prac.g_00769	Syal.g_02748
OG0000580	Prac.g_00768	Syal.g_02747
OG0000581	Prac.g_00766	Syal.g_02741
OG0000582	Prac.g_00763	Syal.g_02736
OG0000583	Prac.g_00762	Syal.g_02735
OG0000584	Prac.g_00761	Syal.g_02734
OG0000585	Prac.g_00759	Syal.g_02731
OG0000586	Prac.g_00758	Syal.g_02730
OG0000587	Prac.g_00757	Syal.g_02728
OG0000588	Prac.g_00753	Syal.g_02717
OG0000589	Prac.g_00750	Syal.g_02714
OG0000590	Prac.g_00749	Syal.g_02713
