Orthogroup	Pras	Prah
OG0000148	Pras.g_00854	Prah.g_00014
OG0000149	Pras.g_00856	Prah.g_00016
OG0000150	Pras.g_00857	Prah.g_00017
OG0000151	Pras.g_00858	Prah.g_00022
OG0000152	Pras.g_00859	Prah.g_00023
OG0000153	Pras.g_00860	Prah.g_00024
OG0000154	Pras.g_00861	Prah.g_00025
OG0000155	Pras.g_00862	Prah.g_00026
OG0000156	Pras.g_00863	Prah.g_00027
OG0000157	Pras.g_00864	Prah.g_00028
OG0000158	Pras.g_00866	Prah.g_00030
OG0000159	Pras.g_00867	Prah.g_00031
OG0000160	Pras.g_00868	Prah.g_00032
OG0000161	Pras.g_00869	Prah.g_00033
OG0000162	Pras.g_00870	Prah.g_00034
OG0000163	Pras.g_00871	Prah.g_00036
OG0000164	Pras.g_00874	Prah.g_00041
OG0000165	Pras.g_00877	Prah.g_00046
OG0000166	Pras.g_00878	Prah.g_00047
OG0000167	Pras.g_00879	Prah.g_00048
OG0000168	Pras.g_00893	Prah.g_00049
OG0000169	Pras.g_00895	Prah.g_00051
OG0000170	Pras.g_00896	Prah.g_02488
OG0000171	Pras.g_00897	Prah.g_02486
OG0000172	Pras.g_00898	Prah.g_02485
OG0000173	Pras.g_00899	Prah.g_02478
OG0000174	Pras.g_00900	Prah.g_02471
OG0000175	Pras.g_00901	Prah.g_02466
OG0000176	Pras.g_00903	Prah.g_02457
OG0000177	Pras.g_00904	Prah.g_02454
OG0000178	Pras.g_00905	Prah.g_02453
OG0000179	Pras.g_00916	Prah.g_01830
OG0000180	Pras.g_00917	Prah.g_01833
OG0000181	Pras.g_00918	Prah.g_01834
OG0000182	Pras.g_00921	Prah.g_01838
OG0000183	Pras.g_00922	Prah.g_01839
OG0000184	Pras.g_00924	Prah.g_01843
OG0000185	Pras.g_00928	Prah.g_01849
OG0000186	Pras.g_00929	Prah.g_01850
OG0000187	Pras.g_00930	Prah.g_01211
OG0000188	Pras.g_00931	Prah.g_01851
OG0000189	Pras.g_00932	Prah.g_01859
OG0000190	Pras.g_00933	Prah.g_01860
OG0000191	Pras.g_00934	Prah.g_01861
OG0000192	Pras.g_00935	Prah.g_01862
OG0000193	Pras.g_00936	Prah.g_01863
OG0000194	Pras.g_00937	Prah.g_01864
OG0000195	Pras.g_00939	Prah.g_01866
OG0000196	Pras.g_00940	Prah.g_01867
OG0000197	Pras.g_00941	Prah.g_01873
OG0000198	Pras.g_00942	Prah.g_01877
OG0000199	Pras.g_00945	Prah.g_01882
OG0000200	Pras.g_00946	Prah.g_01883
OG0000201	Pras.g_00947	Prah.g_01884
OG0000202	Pras.g_00948	Prah.g_01886
OG0000203	Pras.g_00949	Prah.g_01887
OG0000204	Pras.g_00950	Prah.g_01888
OG0000205	Pras.g_00951	Prah.g_01890
OG0000206	Pras.g_00952	Prah.g_01891
OG0000207	Pras.g_00953	Prah.g_01892
OG0000208	Pras.g_00954	Prah.g_01893
OG0000209	Pras.g_00955	Prah.g_01894
OG0000210	Pras.g_00957	Prah.g_01896
OG0000211	Pras.g_00958	Prah.g_01897
OG0000212	Pras.g_00959	Prah.g_01898
OG0000213	Pras.g_00960	Prah.g_01901
OG0000214	Pras.g_00962	Prah.g_01908
OG0000215	Pras.g_00963	Prah.g_00195
OG0000216	Pras.g_00965	Prah.g_00193
OG0000217	Pras.g_00966	Prah.g_00191
OG0000218	Pras.g_00967	Prah.g_00189
OG0000219	Pras.g_00968	Prah.g_00188
OG0000220	Pras.g_00971	Prah.g_00183
OG0000221	Pras.g_00973	Prah.g_00175
OG0000222	Pras.g_00974	Prah.g_00174
OG0000223	Pras.g_00975	Prah.g_00173
OG0000224	Pras.g_00978	Prah.g_02252
OG0000225	Pras.g_00980	Prah.g_02254
OG0000226	Pras.g_00981	Prah.g_02257
OG0000227	Pras.g_00982	Prah.g_02259
OG0000228	Pras.g_00983	Prah.g_02260
OG0000229	Pras.g_00984	Prah.g_02261
OG0000230	Pras.g_00985	Prah.g_02262
OG0000231	Pras.g_00987	Prah.g_02264
OG0000232	Pras.g_00988	Prah.g_02265
OG0000233	Pras.g_00991	Prah.g_02269
OG0000234	Pras.g_00993	Prah.g_02280
OG0000235	Pras.g_00996	Prah.g_02282
OG0000236	Pras.g_00997	Prah.g_02283
OG0000237	Pras.g_00998	Prah.g_02284
OG0000238	Pras.g_00999	Prah.g_02285
OG0000239	Pras.g_01000	Prah.g_02286
OG0000240	Pras.g_01002	Prah.g_02288
OG0000241	Pras.g_01003	Prah.g_02289
OG0000242	Pras.g_01004	Prah.g_02290
OG0000243	Pras.g_01005	Prah.g_02291
OG0000244	Pras.g_01006	Prah.g_02292
OG0000245	Pras.g_01007	Prah.g_02294
OG0000246	Pras.g_01009	Prah.g_02296
OG0000247	Pras.g_01010	Prah.g_02297
OG0000248	Pras.g_01011	Prah.g_02298
OG0000249	Pras.g_01012	Prah.g_02299
OG0000250	Pras.g_01013	Prah.g_02300
OG0000251	Pras.g_01014	Prah.g_02301
OG0000252	Pras.g_01015	Prah.g_02302
OG0000253	Pras.g_01016	Prah.g_02303
OG0000254	Pras.g_01018	Prah.g_02305
OG0000255	Pras.g_01019	Prah.g_02306
OG0000256	Pras.g_01022	Prah.g_02309
OG0000257	Pras.g_01024	Prah.g_02310
OG0000258	Pras.g_01025	Prah.g_02311
OG0000259	Pras.g_01026	Prah.g_02312
OG0000260	Pras.g_01027	Prah.g_02313
OG0000261	Pras.g_01028	Prah.g_02314
OG0000262	Pras.g_01029	Prah.g_02315
OG0000263	Pras.g_01030	Prah.g_02316
OG0000264	Pras.g_01032	Prah.g_00709
OG0000265	Pras.g_01033	Prah.g_02321
OG0000266	Pras.g_01034	Prah.g_02323
OG0000267	Pras.g_01036	Prah.g_02334
OG0000268	Pras.g_01037	Prah.g_02336
OG0000269	Pras.g_01038	Prah.g_02339
OG0000270	Pras.g_01039	Prah.g_02341
OG0000271	Pras.g_01040	Prah.g_02344
OG0000272	Pras.g_01041	Prah.g_02345
OG0000273	Pras.g_01042	Prah.g_02350
OG0000274	Pras.g_01043	Prah.g_02352
OG0000275	Pras.g_01044	Prah.g_02353
OG0000276	Pras.g_01045	Prah.g_02354
OG0000277	Pras.g_01046	Prah.g_02355
OG0000278	Pras.g_01047	Prah.g_02356
OG0000279	Pras.g_01048	Prah.g_02357
OG0000280	Pras.g_01049	Prah.g_02358
OG0000281	Pras.g_01051	Prah.g_02360
OG0000282	Pras.g_01052	Prah.g_02361
OG0000283	Pras.g_01055	Prah.g_02364
OG0000284	Pras.g_01056	Prah.g_02365
OG0000285	Pras.g_01057	Prah.g_02370
OG0000286	Pras.g_01060	Prah.g_02372
OG0000287	Pras.g_01061	Prah.g_02420
OG0000288	Pras.g_01062	Prah.g_02419
OG0000289	Pras.g_01063	Prah.g_02418
OG0000290	Pras.g_01064	Prah.g_02417
OG0000291	Pras.g_01065	Prah.g_02415
OG0000292	Pras.g_01066	Prah.g_02411
OG0000293	Pras.g_01067	Prah.g_02410
OG0000294	Pras.g_01068	Prah.g_02409
OG0000295	Pras.g_01069	Prah.g_02403
OG0000296	Pras.g_01070	Prah.g_02402
OG0000297	Pras.g_01071	Prah.g_02400
OG0000298	Pras.g_01072	Prah.g_02399
OG0000299	Pras.g_01073	Prah.g_02398
OG0000300	Pras.g_01074	Prah.g_02397
OG0000301	Pras.g_01075	Prah.g_02396
OG0000302	Pras.g_01076	Prah.g_02395
OG0000303	Pras.g_01077	Prah.g_02394
OG0000304	Pras.g_01078	Prah.g_02392
OG0000305	Pras.g_01079	Prah.g_02391
OG0000306	Pras.g_01080	Prah.g_02390
OG0000307	Pras.g_01081	Prah.g_01786
OG0000308	Pras.g_01082	Prah.g_01411
OG0000309	Pras.g_01083	Prah.g_01412
OG0000310	Pras.g_01084	Prah.g_01413
OG0000311	Pras.g_01085	Prah.g_01782
OG0000312	Pras.g_01087	Prah.g_01781
OG0000313	Pras.g_01088	Prah.g_01779
OG0000314	Pras.g_01091	Prah.g_01773
OG0000315	Pras.g_01092	Prah.g_01772
OG0000316	Pras.g_01094	Prah.g_02074
OG0000317	Pras.g_01096	Prah.g_02078
OG0000318	Pras.g_01097	Prah.g_02079
OG0000319	Pras.g_01098	Prah.g_02080
OG0000320	Pras.g_01099	Prah.g_02082
OG0000321	Pras.g_01102	Prah.g_02087
OG0000322	Pras.g_01105	Prah.g_02098
OG0000323	Pras.g_01106	Prah.g_02099
OG0000324	Pras.g_01109	Prah.g_02101
OG0000325	Pras.g_01111	Prah.g_02103
OG0000326	Pras.g_01112	Prah.g_02105
OG0000327	Pras.g_01114	Prah.g_02111
OG0000328	Pras.g_01115	Prah.g_01785
OG0000329	Pras.g_01116	Prah.g_02114
OG0000330	Pras.g_01117	Prah.g_02115
OG0000331	Pras.g_01118	Prah.g_02117
OG0000332	Pras.g_01119	Prah.g_02118
OG0000333	Pras.g_01120	Prah.g_02119
OG0000334	Pras.g_01121	Prah.g_02120
OG0000335	Pras.g_01122	Prah.g_02121
OG0000336	Pras.g_01123	Prah.g_02123
OG0000337	Pras.g_01127	Prah.g_02128
OG0000338	Pras.g_01128	Prah.g_02129
OG0000339	Pras.g_01129	Prah.g_02130
OG0000340	Pras.g_01130	Prah.g_02132
OG0000341	Pras.g_01134	Prah.g_02137
OG0000342	Pras.g_01135	Prah.g_02138
OG0000343	Pras.g_01137	Prah.g_02140
OG0000344	Pras.g_01138	Prah.g_02142
OG0000345	Pras.g_01139	Prah.g_02143
OG0000346	Pras.g_01140	Prah.g_02144
OG0000347	Pras.g_01141	Prah.g_02145
OG0000348	Pras.g_01142	Prah.g_02146
OG0000349	Pras.g_01143	Prah.g_02147
OG0000350	Pras.g_01144	Prah.g_02148
OG0000351	Pras.g_01146	Prah.g_02152
OG0000352	Pras.g_01149	Prah.g_02156
OG0000353	Pras.g_01150	Prah.g_02157
OG0000354	Pras.g_01151	Prah.g_02158
OG0000355	Pras.g_01152	Prah.g_02159
OG0000356	Pras.g_01153	Prah.g_02166
OG0000357	Pras.g_01155	Prah.g_02167
OG0000358	Pras.g_01156	Prah.g_02168
OG0000359	Pras.g_01157	Prah.g_02170
OG0000360	Pras.g_01160	Prah.g_02172
OG0000361	Pras.g_01161	Prah.g_02173
OG0000362	Pras.g_01162	Prah.g_02174
OG0000363	Pras.g_01163	Prah.g_02175
OG0000364	Pras.g_01164	Prah.g_02176
OG0000365	Pras.g_01165	Prah.g_02177
OG0000366	Pras.g_01166	Prah.g_02178
OG0000367	Pras.g_01167	Prah.g_02179
OG0000368	Pras.g_01168	Prah.g_02180
OG0000369	Pras.g_01169	Prah.g_02181
OG0000370	Pras.g_01170	Prah.g_02182
OG0000371	Pras.g_01171	Prah.g_02183
OG0000372	Pras.g_01173	Prah.g_02186
OG0000373	Pras.g_01175	Prah.g_02197
OG0000374	Pras.g_01176	Prah.g_02199
OG0000375	Pras.g_01177	Prah.g_02207
OG0000376	Pras.g_01179	Prah.g_01956
OG0000377	Pras.g_01180	Prah.g_01949
OG0000378	Pras.g_01181	Prah.g_01948
OG0000379	Pras.g_01187	Prah.g_01940
OG0000380	Pras.g_01188	Prah.g_01938
OG0000381	Pras.g_01189	Prah.g_01937
OG0000382	Pras.g_01191	Prah.g_01935
OG0000383	Pras.g_01194	Prah.g_01930
OG0000384	Pras.g_01195	Prah.g_01929
OG0000385	Pras.g_01198	Prah.g_01922
OG0000386	Pras.g_01199	Prah.g_01921
OG0000387	Pras.g_01200	Prah.g_01920
OG0000388	Pras.g_01201	Prah.g_01919
OG0000389	Pras.g_01202	Prah.g_01918
OG0000390	Pras.g_01203	Prah.g_01917
OG0000391	Pras.g_01204	Prah.g_01916
OG0000392	Pras.g_01205	Prah.g_01915
OG0000393	Pras.g_01208	Prah.g_00204
OG0000394	Pras.g_01209	Prah.g_00205
OG0000395	Pras.g_01211	Prah.g_00209
OG0000396	Pras.g_01212	Prah.g_00579
OG0000397	Pras.g_01224	Prah.g_01837
OG0000398	Pras.g_01232	Prah.g_01661
OG0000399	Pras.g_01233	Prah.g_01181
OG0000400	Pras.g_01239	Prah.g_02072
OG0000401	Pras.g_01309	Prah.g_00218
OG0000402	Pras.g_01310	Prah.g_00219
OG0000403	Pras.g_01311	Prah.g_00221
OG0000404	Pras.g_01313	Prah.g_00229
OG0000405	Pras.g_01314	Prah.g_00230
OG0000406	Pras.g_01316	Prah.g_00232
OG0000407	Pras.g_01317	Prah.g_00233
OG0000408	Pras.g_01318	Prah.g_00234
OG0000409	Pras.g_01319	Prah.g_00235
OG0000410	Pras.g_01320	Prah.g_00237
OG0000411	Pras.g_01321	Prah.g_00238
OG0000412	Pras.g_01322	Prah.g_00239
OG0000413	Pras.g_01323	Prah.g_00240
OG0000414	Pras.g_01324	Prah.g_00241
OG0000415	Pras.g_01325	Prah.g_00242
OG0000416	Pras.g_01326	Prah.g_00247
OG0000417	Pras.g_01327	Prah.g_00251
OG0000418	Pras.g_01328	Prah.g_00252
OG0000419	Pras.g_01329	Prah.g_00253
OG0000420	Pras.g_01330	Prah.g_00254
OG0000421	Pras.g_01331	Prah.g_00255
OG0000422	Pras.g_01332	Prah.g_00257
OG0000423	Pras.g_01333	Prah.g_00258
OG0000424	Pras.g_01335	Prah.g_00261
OG0000425	Pras.g_01339	Prah.g_00290
OG0000426	Pras.g_01340	Prah.g_00291
OG0000427	Pras.g_01341	Prah.g_00294
OG0000428	Pras.g_01342	Prah.g_00304
OG0000429	Pras.g_01343	Prah.g_00306
OG0000430	Pras.g_01349	Prah.g_00308
OG0000431	Pras.g_01351	Prah.g_00310
OG0000432	Pras.g_01352	Prah.g_00311
OG0000433	Pras.g_01355	Prah.g_01575
OG0000434	Pras.g_01356	Prah.g_01572
OG0000435	Pras.g_01357	Prah.g_01567
OG0000436	Pras.g_01359	Prah.g_01565
OG0000437	Pras.g_01361	Prah.g_01563
OG0000438	Pras.g_01362	Prah.g_01562
OG0000439	Pras.g_01363	Prah.g_01561
OG0000440	Pras.g_01365	Prah.g_01558
OG0000441	Pras.g_01366	Prah.g_01556
OG0000442	Pras.g_01367	Prah.g_01555
OG0000443	Pras.g_01368	Prah.g_01554
OG0000444	Pras.g_01369	Prah.g_01553
OG0000445	Pras.g_01370	Prah.g_01552
OG0000446	Pras.g_01371	Prah.g_01551
OG0000447	Pras.g_01372	Prah.g_01550
OG0000448	Pras.g_01373	Prah.g_01549
OG0000449	Pras.g_01378	Prah.g_01541
OG0000450	Pras.g_01379	Prah.g_01540
OG0000451	Pras.g_01380	Prah.g_01539
OG0000452	Pras.g_01381	Prah.g_01538
OG0000453	Pras.g_01383	Prah.g_01535
OG0000454	Pras.g_01384	Prah.g_01534
OG0000455	Pras.g_01385	Prah.g_01533
OG0000456	Pras.g_01386	Prah.g_01532
OG0000457	Pras.g_01388	Prah.g_01530
OG0000458	Pras.g_01390	Prah.g_01529
OG0000459	Pras.g_01391	Prah.g_01528
OG0000460	Pras.g_01393	Prah.g_01526
OG0000461	Pras.g_01394	Prah.g_01525
OG0000462	Pras.g_01395	Prah.g_01524
OG0000463	Pras.g_01396	Prah.g_01519
OG0000464	Pras.g_01401	Prah.g_01514
OG0000465	Pras.g_01402	Prah.g_01513
OG0000466	Pras.g_01403	Prah.g_01512
OG0000467	Pras.g_01404	Prah.g_01510
OG0000468	Pras.g_01405	Prah.g_01509
OG0000469	Pras.g_01406	Prah.g_01505
OG0000470	Pras.g_01407	Prah.g_01094
OG0000471	Pras.g_01408	Prah.g_01035
OG0000472	Pras.g_01411	Prah.g_01500
OG0000473	Pras.g_01412	Prah.g_01498
OG0000474	Pras.g_01413	Prah.g_01496
OG0000475	Pras.g_01414	Prah.g_01495
OG0000476	Pras.g_01415	Prah.g_01489
OG0000477	Pras.g_01417	Prah.g_01484
OG0000478	Pras.g_01418	Prah.g_01482
OG0000479	Pras.g_01419	Prah.g_01480
OG0000480	Pras.g_01421	Prah.g_01474
OG0000481	Pras.g_01422	Prah.g_01473
OG0000482	Pras.g_01423	Prah.g_01472
OG0000483	Pras.g_01424	Prah.g_01470
OG0000484	Pras.g_01425	Prah.g_01469
OG0000485	Pras.g_01426	Prah.g_01468
OG0000486	Pras.g_01427	Prah.g_01467
OG0000487	Pras.g_01428	Prah.g_01466
OG0000488	Pras.g_01430	Prah.g_01464
OG0000489	Pras.g_01431	Prah.g_01463
OG0000490	Pras.g_01432	Prah.g_01462
OG0000491	Pras.g_01433	Prah.g_01461
OG0000492	Pras.g_01434	Prah.g_01460
OG0000493	Pras.g_01435	Prah.g_01459
OG0000494	Pras.g_01437	Prah.g_01458
OG0000495	Pras.g_01438	Prah.g_01457
OG0000496	Pras.g_01439	Prah.g_01454
OG0000497	Pras.g_01440	Prah.g_01452
OG0000498	Pras.g_01441	Prah.g_01451
OG0000499	Pras.g_01443	Prah.g_01449
OG0000500	Pras.g_01444	Prah.g_01448
OG0000501	Pras.g_01446	Prah.g_01445
OG0000502	Pras.g_01447	Prah.g_01444
OG0000503	Pras.g_01448	Prah.g_01443
OG0000504	Pras.g_01449	Prah.g_01441
OG0000505	Pras.g_01450	Prah.g_01440
OG0000506	Pras.g_01451	Prah.g_01439
OG0000507	Pras.g_01452	Prah.g_01438
OG0000508	Pras.g_01454	Prah.g_01434
OG0000509	Pras.g_01455	Prah.g_01433
OG0000510	Pras.g_01456	Prah.g_01432
OG0000511	Pras.g_01457	Prah.g_01431
OG0000512	Pras.g_01459	Prah.g_01430
OG0000513	Pras.g_01460	Prah.g_01429
OG0000514	Pras.g_01461	Prah.g_01428
OG0000515	Pras.g_01463	Prah.g_01425
OG0000516	Pras.g_01464	Prah.g_01424
OG0000517	Pras.g_01465	Prah.g_01423
OG0000518	Pras.g_01467	Prah.g_01417
OG0000519	Pras.g_01468	Prah.g_01416
OG0000520	Pras.g_01469	Prah.g_01415
OG0000521	Pras.g_01470	Prah.g_01414
OG0000522	Pras.g_01471	Prah.g_01408
OG0000523	Pras.g_01472	Prah.g_01407
OG0000524	Pras.g_01473	Prah.g_01406
OG0000525	Pras.g_01475	Prah.g_01404
OG0000526	Pras.g_01476	Prah.g_01403
OG0000527	Pras.g_01477	Prah.g_01402
OG0000528	Pras.g_01478	Prah.g_01401
OG0000529	Pras.g_01479	Prah.g_01400
OG0000530	Pras.g_01480	Prah.g_01399
OG0000531	Pras.g_01481	Prah.g_01396
OG0000532	Pras.g_01482	Prah.g_01394
OG0000533	Pras.g_01483	Prah.g_01393
OG0000534	Pras.g_01484	Prah.g_01392
OG0000535	Pras.g_01485	Prah.g_01391
OG0000536	Pras.g_01486	Prah.g_01390
OG0000537	Pras.g_01487	Prah.g_01389
OG0000538	Pras.g_01488	Prah.g_01388
OG0000539	Pras.g_01489	Prah.g_01387
OG0000540	Pras.g_01490	Prah.g_01385
OG0000541	Pras.g_01491	Prah.g_00532
OG0000542	Pras.g_01492	Prah.g_00531
OG0000543	Pras.g_01493	Prah.g_00530
OG0000544	Pras.g_01494	Prah.g_00529
OG0000545	Pras.g_01497	Prah.g_00526
OG0000546	Pras.g_01498	Prah.g_00525
OG0000547	Pras.g_01500	Prah.g_00523
OG0000548	Pras.g_01501	Prah.g_00518
OG0000549	Pras.g_01502	Prah.g_00517
OG0000550	Pras.g_01503	Prah.g_00516
OG0000551	Pras.g_01504	Prah.g_00513
OG0000552	Pras.g_01505	Prah.g_00510
OG0000553	Pras.g_01506	Prah.g_00509
OG0000554	Pras.g_01507	Prah.g_00506
OG0000555	Pras.g_01508	Prah.g_00505
OG0000556	Pras.g_01509	Prah.g_00504
OG0000557	Pras.g_01510	Prah.g_00503
OG0000558	Pras.g_01511	Prah.g_00501
OG0000559	Pras.g_01512	Prah.g_00500
OG0000560	Pras.g_01514	Prah.g_00498
OG0000561	Pras.g_01515	Prah.g_00497
OG0000562	Pras.g_01516	Prah.g_00495
OG0000563	Pras.g_01517	Prah.g_00494
OG0000564	Pras.g_01518	Prah.g_00493
OG0000565	Pras.g_01519	Prah.g_00486
OG0000566	Pras.g_01520	Prah.g_00485
OG0000567	Pras.g_01521	Prah.g_00484
OG0000568	Pras.g_01522	Prah.g_00483
OG0000569	Pras.g_01523	Prah.g_00482
OG0000570	Pras.g_01524	Prah.g_00478
OG0000571	Pras.g_01525	Prah.g_00477
OG0000572	Pras.g_01526	Prah.g_00476
OG0000573	Pras.g_01529	Prah.g_00472
OG0000574	Pras.g_01530	Prah.g_00466
OG0000575	Pras.g_01531	Prah.g_00465
OG0000576	Pras.g_01532	Prah.g_00464
OG0000577	Pras.g_01533	Prah.g_00463
OG0000578	Pras.g_01534	Prah.g_00462
OG0000579	Pras.g_01535	Prah.g_00460
OG0000580	Pras.g_01536	Prah.g_00457
OG0000581	Pras.g_01537	Prah.g_00456
OG0000582	Pras.g_01538	Prah.g_00455
OG0000583	Pras.g_01539	Prah.g_00454
OG0000584	Pras.g_01540	Prah.g_00452
OG0000585	Pras.g_01541	Prah.g_00451
OG0000586	Pras.g_01543	Prah.g_00449
OG0000587	Pras.g_01544	Prah.g_00448
OG0000588	Pras.g_01546	Prah.g_00444
OG0000589	Pras.g_01547	Prah.g_00442
