Orthogroup	Pras	Prax
OG0000161	Pras.g_00869	Prax.g_00286
OG0000162	Pras.g_00870	Prax.g_00285
OG0000163	Pras.g_00871	Prax.g_00284
OG0000164	Pras.g_00874	Prax.g_00281
OG0000165	Pras.g_00877	Prax.g_00278
OG0000166	Pras.g_00878	Prax.g_00277
OG0000167	Pras.g_00879	Prax.g_00276
OG0000168	Pras.g_00893	Prax.g_00273
OG0000169	Pras.g_00895	Prax.g_00271
OG0000170	Pras.g_00896	Prax.g_00270
OG0000171	Pras.g_00897	Prax.g_00269
OG0000172	Pras.g_00898	Prax.g_00261
OG0000173	Pras.g_00899	Prax.g_00621
OG0000174	Pras.g_00900	Prax.g_00622
OG0000175	Pras.g_00901	Prax.g_00623
OG0000176	Pras.g_00903	Prax.g_00625
OG0000177	Pras.g_00904	Prax.g_00626
OG0000178	Pras.g_00905	Prax.g_00627
OG0000179	Pras.g_00916	Prax.g_00635
OG0000180	Pras.g_00917	Prax.g_00636
OG0000181	Pras.g_00918	Prax.g_00637
OG0000182	Pras.g_00921	Prax.g_00640
OG0000183	Pras.g_00922	Prax.g_00641
OG0000184	Pras.g_00924	Prax.g_00644
OG0000185	Pras.g_00928	Prax.g_00648
OG0000186	Pras.g_00929	Prax.g_00649
OG0000187	Pras.g_00930	Prax.g_00650
OG0000188	Pras.g_00931	Prax.g_00651
OG0000189	Pras.g_00932	Prax.g_00652
OG0000190	Pras.g_00933	Prax.g_00653
OG0000191	Pras.g_00934	Prax.g_00654
OG0000192	Pras.g_00935	Prax.g_00655
OG0000193	Pras.g_00936	Prax.g_00656
OG0000194	Pras.g_00937	Prax.g_00657
OG0000195	Pras.g_00939	Prax.g_00659
OG0000196	Pras.g_00940	Prax.g_00660
OG0000197	Pras.g_00941	Prax.g_01128
OG0000198	Pras.g_00942	Prax.g_01127
OG0000199	Pras.g_00945	Prax.g_01124
OG0000200	Pras.g_00946	Prax.g_01123
OG0000201	Pras.g_00947	Prax.g_01122
OG0000202	Pras.g_00948	Prax.g_01121
OG0000203	Pras.g_00949	Prax.g_01120
OG0000204	Pras.g_00950	Prax.g_01119
OG0000205	Pras.g_00951	Prax.g_01118
OG0000206	Pras.g_00952	Prax.g_01117
OG0000207	Pras.g_00953	Prax.g_01116
OG0000208	Pras.g_00954	Prax.g_01115
OG0000209	Pras.g_00955	Prax.g_01114
OG0000210	Pras.g_00957	Prax.g_01113
OG0000211	Pras.g_00958	Prax.g_01112
OG0000212	Pras.g_00959	Prax.g_01111
OG0000213	Pras.g_00960	Prax.g_01110
OG0000214	Pras.g_00962	Prax.g_01108
OG0000215	Pras.g_00963	Prax.g_01107
OG0000216	Pras.g_00965	Prax.g_01105
OG0000217	Pras.g_00966	Prax.g_01103
OG0000218	Pras.g_00967	Prax.g_01102
OG0000219	Pras.g_00968	Prax.g_01101
OG0000220	Pras.g_00971	Prax.g_01098
OG0000221	Pras.g_00973	Prax.g_01096
OG0000222	Pras.g_00974	Prax.g_01095
OG0000223	Pras.g_00975	Prax.g_01094
OG0000224	Pras.g_00978	Prax.g_01091
OG0000225	Pras.g_00980	Prax.g_01089
OG0000226	Pras.g_00981	Prax.g_01088
OG0000227	Pras.g_00982	Prax.g_01087
OG0000228	Pras.g_00983	Prax.g_01086
OG0000229	Pras.g_00984	Prax.g_01085
OG0000230	Pras.g_00985	Prax.g_01084
OG0000231	Pras.g_00987	Prax.g_01082
OG0000232	Pras.g_00988	Prax.g_01081
OG0000233	Pras.g_00991	Prax.g_01078
OG0000234	Pras.g_00993	Prax.g_01076
OG0000235	Pras.g_00996	Prax.g_01073
OG0000236	Pras.g_00997	Prax.g_01072
OG0000237	Pras.g_00998	Prax.g_01071
OG0000238	Pras.g_00999	Prax.g_01070
OG0000239	Pras.g_01000	Prax.g_01069
OG0000240	Pras.g_01002	Prax.g_01067
OG0000241	Pras.g_01003	Prax.g_01066
OG0000242	Pras.g_01004	Prax.g_01065
OG0000243	Pras.g_01005	Prax.g_01064
OG0000244	Pras.g_01006	Prax.g_01063
OG0000245	Pras.g_01007	Prax.g_01062
OG0000246	Pras.g_01009	Prax.g_01060
OG0000247	Pras.g_01010	Prax.g_01059
OG0000248	Pras.g_01011	Prax.g_01058
OG0000249	Pras.g_01012	Prax.g_01057
OG0000250	Pras.g_01013	Prax.g_01056
OG0000251	Pras.g_01014	Prax.g_01055
OG0000252	Pras.g_01015	Prax.g_01054
OG0000253	Pras.g_01016	Prax.g_01053
OG0000254	Pras.g_01018	Prax.g_01051
OG0000255	Pras.g_01019	Prax.g_01050
OG0000256	Pras.g_01022	Prax.g_01047
OG0000257	Pras.g_01024	Prax.g_01045
OG0000258	Pras.g_01025	Prax.g_01044
OG0000259	Pras.g_01026	Prax.g_01043
OG0000260	Pras.g_01027	Prax.g_01042
OG0000261	Pras.g_01028	Prax.g_01041
OG0000262	Pras.g_01029	Prax.g_01040
OG0000263	Pras.g_01030	Prax.g_01039
OG0000264	Pras.g_01032	Prax.g_01037
OG0000265	Pras.g_01033	Prax.g_01036
OG0000266	Pras.g_01034	Prax.g_01035
OG0000267	Pras.g_01036	Prax.g_01033
OG0000268	Pras.g_01037	Prax.g_01032
OG0000269	Pras.g_01038	Prax.g_01031
OG0000270	Pras.g_01039	Prax.g_01030
OG0000271	Pras.g_01040	Prax.g_01029
OG0000272	Pras.g_01041	Prax.g_01028
OG0000273	Pras.g_01042	Prax.g_01027
OG0000274	Pras.g_01043	Prax.g_01026
OG0000275	Pras.g_01044	Prax.g_01025
OG0000276	Pras.g_01045	Prax.g_01024
OG0000277	Pras.g_01046	Prax.g_01023
OG0000278	Pras.g_01047	Prax.g_01022
OG0000279	Pras.g_01048	Prax.g_01021
OG0000280	Pras.g_01049	Prax.g_01020
OG0000281	Pras.g_01051	Prax.g_01018
OG0000282	Pras.g_01052	Prax.g_01017
OG0000283	Pras.g_01055	Prax.g_01014
OG0000284	Pras.g_01056	Prax.g_01013
OG0000285	Pras.g_01057	Prax.g_01012
OG0000286	Pras.g_01060	Prax.g_01010
OG0000287	Pras.g_01061	Prax.g_01009
OG0000288	Pras.g_01062	Prax.g_01008
OG0000289	Pras.g_01063	Prax.g_01007
OG0000290	Pras.g_01064	Prax.g_01006
OG0000291	Pras.g_01065	Prax.g_01005
OG0000292	Pras.g_01066	Prax.g_01004
OG0000293	Pras.g_01067	Prax.g_01003
OG0000294	Pras.g_01068	Prax.g_01002
OG0000295	Pras.g_01069	Prax.g_01001
OG0000296	Pras.g_01070	Prax.g_01000
OG0000297	Pras.g_01071	Prax.g_00999
OG0000298	Pras.g_01072	Prax.g_00998
OG0000299	Pras.g_01073	Prax.g_00997
OG0000300	Pras.g_01074	Prax.g_00996
OG0000301	Pras.g_01075	Prax.g_00995
OG0000302	Pras.g_01076	Prax.g_00994
OG0000303	Pras.g_01077	Prax.g_00993
OG0000304	Pras.g_01078	Prax.g_00992
OG0000305	Pras.g_01079	Prax.g_00991
OG0000306	Pras.g_01080	Prax.g_00990
OG0000307	Pras.g_01081	Prax.g_00989
OG0000308	Pras.g_01082	Prax.g_00988
OG0000309	Pras.g_01083	Prax.g_00987
OG0000310	Pras.g_01084	Prax.g_00986
OG0000311	Pras.g_01085	Prax.g_00985
OG0000312	Pras.g_01087	Prax.g_00983
OG0000313	Pras.g_01088	Prax.g_00982
OG0000314	Pras.g_01091	Prax.g_00979
OG0000315	Pras.g_01092	Prax.g_00978
OG0000316	Pras.g_01094	Prax.g_00933
OG0000317	Pras.g_01096	Prax.g_00931
OG0000318	Pras.g_01097	Prax.g_00930
OG0000319	Pras.g_01098	Prax.g_00929
OG0000320	Pras.g_01099	Prax.g_00928
OG0000321	Pras.g_01102	Prax.g_00925
OG0000322	Pras.g_01105	Prax.g_00922
OG0000323	Pras.g_01106	Prax.g_00921
OG0000324	Pras.g_01109	Prax.g_00918
OG0000325	Pras.g_01111	Prax.g_00916
OG0000326	Pras.g_01112	Prax.g_00915
OG0000327	Pras.g_01114	Prax.g_00913
OG0000328	Pras.g_01115	Prax.g_00912
OG0000329	Pras.g_01116	Prax.g_00911
OG0000330	Pras.g_01117	Prax.g_00910
OG0000331	Pras.g_01118	Prax.g_00909
OG0000332	Pras.g_01119	Prax.g_00908
OG0000333	Pras.g_01120	Prax.g_00907
OG0000334	Pras.g_01121	Prax.g_00906
OG0000335	Pras.g_01122	Prax.g_00905
OG0000336	Pras.g_01123	Prax.g_00904
OG0000337	Pras.g_01127	Prax.g_00900
OG0000338	Pras.g_01128	Prax.g_00899
OG0000339	Pras.g_01129	Prax.g_00898
OG0000340	Pras.g_01130	Prax.g_00897
OG0000341	Pras.g_01134	Prax.g_00893
OG0000342	Pras.g_01135	Prax.g_00892
OG0000343	Pras.g_01137	Prax.g_00890
OG0000344	Pras.g_01138	Prax.g_00889
OG0000345	Pras.g_01139	Prax.g_00888
OG0000346	Pras.g_01140	Prax.g_00887
OG0000347	Pras.g_01141	Prax.g_00886
OG0000348	Pras.g_01142	Prax.g_00885
OG0000349	Pras.g_01143	Prax.g_00884
OG0000350	Pras.g_01144	Prax.g_00883
OG0000351	Pras.g_01146	Prax.g_00880
OG0000352	Pras.g_01149	Prax.g_00877
OG0000353	Pras.g_01150	Prax.g_00876
OG0000354	Pras.g_01151	Prax.g_00875
OG0000355	Pras.g_01152	Prax.g_00874
OG0000356	Pras.g_01153	Prax.g_00873
OG0000357	Pras.g_01155	Prax.g_00872
OG0000358	Pras.g_01156	Prax.g_00871
OG0000359	Pras.g_01157	Prax.g_00870
OG0000360	Pras.g_01160	Prax.g_00867
OG0000361	Pras.g_01161	Prax.g_00866
OG0000362	Pras.g_01162	Prax.g_00865
OG0000363	Pras.g_01163	Prax.g_00864
OG0000364	Pras.g_01164	Prax.g_00863
OG0000365	Pras.g_01165	Prax.g_00862
OG0000366	Pras.g_01166	Prax.g_00861
OG0000367	Pras.g_01167	Prax.g_00860
OG0000368	Pras.g_01168	Prax.g_00859
OG0000369	Pras.g_01169	Prax.g_00858
OG0000370	Pras.g_01170	Prax.g_00857
OG0000371	Pras.g_01171	Prax.g_00856
OG0000372	Pras.g_01173	Prax.g_00854
OG0000373	Pras.g_01175	Prax.g_00850
OG0000374	Pras.g_01176	Prax.g_00849
OG0000375	Pras.g_01177	Prax.g_00848
OG0000376	Pras.g_01179	Prax.g_00846
OG0000377	Pras.g_01180	Prax.g_00845
OG0000378	Pras.g_01181	Prax.g_00844
OG0000379	Pras.g_01187	Prax.g_00839
OG0000380	Pras.g_01188	Prax.g_00838
OG0000381	Pras.g_01189	Prax.g_00837
OG0000382	Pras.g_01191	Prax.g_00835
OG0000383	Pras.g_01194	Prax.g_00832
OG0000384	Pras.g_01195	Prax.g_00831
OG0000385	Pras.g_01198	Prax.g_00828
OG0000386	Pras.g_01199	Prax.g_00827
OG0000387	Pras.g_01200	Prax.g_00826
OG0000388	Pras.g_01201	Prax.g_00825
OG0000389	Pras.g_01202	Prax.g_00824
OG0000390	Pras.g_01203	Prax.g_00823
OG0000391	Pras.g_01204	Prax.g_00822
OG0000392	Pras.g_01205	Prax.g_00821
OG0000393	Pras.g_01208	Prax.g_00818
OG0000394	Pras.g_01209	Prax.g_00817
OG0000395	Pras.g_01211	Prax.g_00815
OG0000396	Pras.g_01212	Prax.g_00814
OG0000397	Pras.g_01224	Prax.g_00802
OG0000398	Pras.g_01232	Prax.g_00795
OG0000399	Pras.g_01233	Prax.g_00794
OG0000400	Pras.g_01239	Prax.g_00790
OG0000401	Pras.g_01309	Prax.g_00769
OG0000402	Pras.g_01310	Prax.g_00768
OG0000403	Pras.g_01311	Prax.g_00767
OG0000404	Pras.g_01313	Prax.g_00765
OG0000405	Pras.g_01314	Prax.g_00764
OG0000406	Pras.g_01316	Prax.g_00762
OG0000407	Pras.g_01317	Prax.g_00761
OG0000408	Pras.g_01318	Prax.g_00760
OG0000409	Pras.g_01319	Prax.g_00759
OG0000410	Pras.g_01320	Prax.g_00758
OG0000411	Pras.g_01321	Prax.g_00757
OG0000412	Pras.g_01322	Prax.g_00756
OG0000413	Pras.g_01323	Prax.g_00755
OG0000414	Pras.g_01324	Prax.g_00754
OG0000415	Pras.g_01325	Prax.g_00753
OG0000416	Pras.g_01326	Prax.g_00752
OG0000417	Pras.g_01327	Prax.g_00751
OG0000418	Pras.g_01328	Prax.g_00750
OG0000419	Pras.g_01329	Prax.g_00749
OG0000420	Pras.g_01330	Prax.g_00748
OG0000421	Pras.g_01331	Prax.g_00747
OG0000422	Pras.g_01332	Prax.g_00746
OG0000423	Pras.g_01333	Prax.g_00745
OG0000424	Pras.g_01335	Prax.g_00743
OG0000425	Pras.g_01339	Prax.g_00740
OG0000426	Pras.g_01340	Prax.g_00739
OG0000427	Pras.g_01341	Prax.g_00738
OG0000428	Pras.g_01342	Prax.g_00737
OG0000429	Pras.g_01343	Prax.g_00736
OG0000430	Pras.g_01349	Prax.g_00731
OG0000431	Pras.g_01351	Prax.g_00729
OG0000432	Pras.g_01352	Prax.g_00728
OG0000433	Pras.g_01355	Prax.g_00725
OG0000434	Pras.g_01356	Prax.g_00724
OG0000435	Pras.g_01357	Prax.g_00723
OG0000436	Pras.g_01359	Prax.g_00721
OG0000437	Pras.g_01361	Prax.g_00719
OG0000438	Pras.g_01362	Prax.g_00718
OG0000439	Pras.g_01363	Prax.g_00717
OG0000440	Pras.g_01365	Prax.g_00715
OG0000441	Pras.g_01366	Prax.g_00714
OG0000442	Pras.g_01367	Prax.g_00713
OG0000443	Pras.g_01368	Prax.g_00712
OG0000444	Pras.g_01369	Prax.g_00711
OG0000445	Pras.g_01370	Prax.g_00709
OG0000446	Pras.g_01371	Prax.g_00708
OG0000447	Pras.g_01372	Prax.g_00707
OG0000448	Pras.g_01373	Prax.g_00706
OG0000449	Pras.g_01378	Prax.g_00701
OG0000450	Pras.g_01379	Prax.g_00700
OG0000451	Pras.g_01380	Prax.g_00699
OG0000452	Pras.g_01381	Prax.g_00698
OG0000453	Pras.g_01383	Prax.g_00696
OG0000454	Pras.g_01384	Prax.g_00695
OG0000455	Pras.g_01385	Prax.g_00694
OG0000456	Pras.g_01386	Prax.g_00693
OG0000457	Pras.g_01388	Prax.g_00691
OG0000458	Pras.g_01390	Prax.g_00689
OG0000459	Pras.g_01391	Prax.g_00688
OG0000460	Pras.g_01393	Prax.g_00686
OG0000461	Pras.g_01394	Prax.g_00685
OG0000462	Pras.g_01395	Prax.g_00684
OG0000463	Pras.g_01396	Prax.g_00683
OG0000464	Pras.g_01401	Prax.g_00678
OG0000465	Pras.g_01402	Prax.g_00676
OG0000466	Pras.g_01403	Prax.g_00675
OG0000467	Pras.g_01404	Prax.g_00674
OG0000468	Pras.g_01405	Prax.g_00673
OG0000469	Pras.g_01406	Prax.g_00672
OG0000470	Pras.g_01407	Prax.g_00671
OG0000471	Pras.g_01408	Prax.g_00670
OG0000472	Pras.g_01411	Prax.g_00667
OG0000473	Pras.g_01412	Prax.g_00666
OG0000474	Pras.g_01413	Prax.g_00665
OG0000475	Pras.g_01414	Prax.g_00664
OG0000476	Pras.g_01415	Prax.g_00663
OG0000477	Pras.g_01417	Prax.g_00001
OG0000478	Pras.g_01418	Prax.g_00002
OG0000479	Pras.g_01419	Prax.g_00003
OG0000480	Pras.g_01421	Prax.g_00005
OG0000481	Pras.g_01422	Prax.g_00006
OG0000482	Pras.g_01423	Prax.g_00007
OG0000483	Pras.g_01424	Prax.g_00008
OG0000484	Pras.g_01425	Prax.g_00009
OG0000485	Pras.g_01426	Prax.g_00010
OG0000486	Pras.g_01427	Prax.g_00011
OG0000487	Pras.g_01428	Prax.g_00012
OG0000488	Pras.g_01430	Prax.g_00014
OG0000489	Pras.g_01431	Prax.g_00015
OG0000490	Pras.g_01432	Prax.g_00016
OG0000491	Pras.g_01433	Prax.g_00017
OG0000492	Pras.g_01434	Prax.g_00018
OG0000493	Pras.g_01435	Prax.g_00019
OG0000494	Pras.g_01437	Prax.g_00021
OG0000495	Pras.g_01438	Prax.g_00022
OG0000496	Pras.g_01439	Prax.g_00023
OG0000497	Pras.g_01440	Prax.g_00024
OG0000498	Pras.g_01441	Prax.g_00025
OG0000499	Pras.g_01443	Prax.g_00027
OG0000500	Pras.g_01444	Prax.g_00028
OG0000501	Pras.g_01446	Prax.g_00030
OG0000502	Pras.g_01447	Prax.g_00031
OG0000503	Pras.g_01448	Prax.g_00032
OG0000504	Pras.g_01449	Prax.g_00033
OG0000505	Pras.g_01450	Prax.g_00034
OG0000506	Pras.g_01451	Prax.g_00035
OG0000507	Pras.g_01452	Prax.g_00036
OG0000508	Pras.g_01454	Prax.g_00038
OG0000509	Pras.g_01455	Prax.g_00039
OG0000510	Pras.g_01456	Prax.g_00040
OG0000511	Pras.g_01457	Prax.g_00041
OG0000512	Pras.g_01459	Prax.g_00042
OG0000513	Pras.g_01460	Prax.g_00043
OG0000514	Pras.g_01461	Prax.g_00044
OG0000515	Pras.g_01463	Prax.g_00046
OG0000516	Pras.g_01464	Prax.g_00047
OG0000517	Pras.g_01465	Prax.g_00048
OG0000518	Pras.g_01467	Prax.g_00050
OG0000519	Pras.g_01468	Prax.g_00051
OG0000520	Pras.g_01469	Prax.g_00052
OG0000521	Pras.g_01470	Prax.g_00053
OG0000522	Pras.g_01471	Prax.g_00054
OG0000523	Pras.g_01472	Prax.g_00055
OG0000524	Pras.g_01473	Prax.g_00056
OG0000525	Pras.g_01475	Prax.g_00058
OG0000526	Pras.g_01476	Prax.g_00059
OG0000527	Pras.g_01477	Prax.g_00060
OG0000528	Pras.g_01478	Prax.g_00061
OG0000529	Pras.g_01479	Prax.g_00062
OG0000530	Pras.g_01480	Prax.g_00063
OG0000531	Pras.g_01481	Prax.g_00064
OG0000532	Pras.g_01482	Prax.g_00065
OG0000533	Pras.g_01483	Prax.g_00066
OG0000534	Pras.g_01484	Prax.g_00067
OG0000535	Pras.g_01485	Prax.g_00068
OG0000536	Pras.g_01486	Prax.g_00069
OG0000537	Pras.g_01487	Prax.g_00070
OG0000538	Pras.g_01488	Prax.g_00071
OG0000539	Pras.g_01489	Prax.g_00072
OG0000540	Pras.g_01490	Prax.g_00073
OG0000541	Pras.g_01491	Prax.g_00074
OG0000542	Pras.g_01492	Prax.g_00075
OG0000543	Pras.g_01493	Prax.g_00076
OG0000544	Pras.g_01494	Prax.g_00077
OG0000545	Pras.g_01497	Prax.g_00080
OG0000546	Pras.g_01498	Prax.g_00081
OG0000547	Pras.g_01500	Prax.g_00083
OG0000548	Pras.g_01501	Prax.g_00084
OG0000549	Pras.g_01502	Prax.g_00085
OG0000550	Pras.g_01503	Prax.g_00086
OG0000551	Pras.g_01504	Prax.g_00087
OG0000552	Pras.g_01505	Prax.g_00088
OG0000553	Pras.g_01506	Prax.g_00089
OG0000554	Pras.g_01507	Prax.g_00090
OG0000555	Pras.g_01508	Prax.g_00091
OG0000556	Pras.g_01509	Prax.g_00092
OG0000557	Pras.g_01510	Prax.g_00093
OG0000558	Pras.g_01511	Prax.g_00094
OG0000559	Pras.g_01512	Prax.g_00095
OG0000560	Pras.g_01514	Prax.g_00097
OG0000561	Pras.g_01515	Prax.g_00098
OG0000562	Pras.g_01516	Prax.g_00099
OG0000563	Pras.g_01517	Prax.g_00100
OG0000564	Pras.g_01518	Prax.g_00101
OG0000565	Pras.g_01519	Prax.g_00102
OG0000566	Pras.g_01520	Prax.g_00103
OG0000567	Pras.g_01521	Prax.g_00104
