Orthogroup	Pras	Prba
OG0000026	Pras.g_00875	Prba.g_01826
OG0000027	Pras.g_01634	Prba.g_01567
OG0000027	Pras.g_00440	Prba.g_00301
OG0000028	Pras.g_00350	Prba.g_00713
OG0000029	Pras.g_00464	Prba.g_00275
OG0000030	Pras.g_00119	Prba.g_01832
OG0000031	Pras.g_00179	Prba.g_01168
OG0000032	Pras.g_00331	Prba.g_00173
OG0000033	Pras.g_00855	Prba.g_01806
OG0000034	Pras.g_00285	Prba.g_00160
OG0000036	Pras.g_01462	Prba.g_01731
OG0000037	Pras.g_01499	Prba.g_01694
OG0000038	Pras.g_01662	Prba.g_01543
OG0000039	Pras.g_01017	Prba.g_00622
OG0000040	Pras.g_01213	Prba.g_00854
OG0000041	Pras.g_01296	Prba.g_01041
OG0000042	Pras.g_01606	Prba.g_01594
OG0000043	Pras.g_01686	Prba.g_01514
OG0000044	Pras.g_00056	Prba.g_00064
OG0000045	Pras.g_00291	Prba.g_00153
OG0000046	Pras.g_00543	Prba.g_00233
OG0000047	Pras.g_00743	Prba.g_00768
OG0000048	Pras.g_00750	Prba.g_00775
OG0000050	Pras.g_00873	Prba.g_01824
OG0000051	Pras.g_01008	Prba.g_01945
OG0000052	Pras.g_01223	Prba.g_00864
OG0000053	Pras.g_01416	Prba.g_00922
OG0000054	Pras.g_01656	Prba.g_01548
OG0000055	Pras.g_01723	Prba.g_01477
OG0000056	Pras.g_00011	Prba.g_00727
OG0000057	Pras.g_01089	Prba.g_00456
OG0000058	Pras.g_01353	Prba.g_00986
OG0000059	Pras.g_01574	Prba.g_01619
OG0000060	Pras.g_01636	Prba.g_01565
OG0000061	Pras.g_01880	Prba.g_01317
OG0000062	Pras.g_00023	Prba.g_00097
OG0000063	Pras.g_00150	Prba.g_01135
OG0000064	Pras.g_00504	Prba.g_00249
OG0000065	Pras.g_00209	Prba.g_01192
OG0000066	Pras.g_00273, Pras.g_00271, Pras.g_00272, Pras.g_00330	Prba.g_00175
OG0000067	Pras.g_00142	Prba.g_01132
OG0000068	Pras.g_00687	Prba.g_00429
OG0000069	Pras.g_00326	Prba.g_00149
OG0000070	Pras.g_00191, Pras.g_00881	Prba.g_01120
OG0000071	Pras.g_00853	Prba.g_01804
OG0000072	Pras.g_01174	Prba.g_00538
OG0000073	Pras.g_01545	Prba.g_01648
OG0000074	Pras.g_01567	Prba.g_01626
OG0000075	Pras.g_01708	Prba.g_01492
OG0000076	Pras.g_01934	Prba.g_01264
OG0000077	Pras.g_00494	Prba.g_00242
OG0000078	Pras.g_00294	Prba.g_00155
OG0000079	Pras.g_00431	Prba.g_00310
OG0000080	Pras.g_00477	Prba.g_00261
OG0000081	Pras.g_00717	Prba.g_01069
OG0000082	Pras.g_00131, Pras.g_00806	Prba.g_00831
OG0000083	Pras.g_00845	Prba.g_01796
OG0000084	Pras.g_00848	Prba.g_01799
OG0000085	Pras.g_00865	Prba.g_01816
OG0000086	Pras.g_00892	Prba.g_01833
OG0000086	Pras.g_01273	Prba.g_01044
OG0000087	Pras.g_00902	Prba.g_01843
OG0000088	Pras.g_00964	Prba.g_01901
OG0000089	Pras.g_00972	Prba.g_01909
OG0000090	Pras.g_00990	Prba.g_01927
OG0000091	Pras.g_01020	Prba.g_00625
OG0000092	Pras.g_01021	Prba.g_00626
OG0000093	Pras.g_01035	Prba.g_00640
OG0000094	Pras.g_01053	Prba.g_00658
OG0000095	Pras.g_01058, Pras.g_01059	Prba.g_00663
OG0000096	Pras.g_01103	Prba.g_00470
OG0000097	Pras.g_01126	Prba.g_00491
OG0000098	Pras.g_01136	Prba.g_00501
OG0000099	Pras.g_01145	Prba.g_00510
OG0000100	Pras.g_01148	Prba.g_00513
OG0000101	Pras.g_01210	Prba.g_00851
OG0000102	Pras.g_01236	Prba.g_00877
OG0000103	Pras.g_01354	Prba.g_00985
OG0000104	Pras.g_01358	Prba.g_00981
OG0000105	Pras.g_01377	Prba.g_00962
OG0000106	Pras.g_01409	Prba.g_00929
OG0000107	Pras.g_01410	Prba.g_00928
OG0000108	Pras.g_01420	Prba.g_01772
OG0000109	Pras.g_01429	Prba.g_01763
OG0000110	Pras.g_01445	Prba.g_01747
OG0000111	Pras.g_01527	Prba.g_01666
OG0000112	Pras.g_01528	Prba.g_01665
OG0000113	Pras.g_01628	Prba.g_01572
OG0000114	Pras.g_01699	Prba.g_01501
OG0000115	Pras.g_01859	Prba.g_01337
OG0000116	Pras.g_01863	Prba.g_01333
OG0000117	Pras.g_01931	Prba.g_01267
OG0000118	Pras.g_01982	Prba.g_01216
OG0000119	Pras.g_00026	Prba.g_00094
OG0000120	Pras.g_00062	Prba.g_00057
OG0000121	Pras.g_00081	Prba.g_00038
OG0000122	Pras.g_00101	Prba.g_00019
OG0000123	Pras.g_00114	Prba.g_00006
OG0000124	Pras.g_00122	Prba.g_01084
OG0000125	Pras.g_00221, Pras.g_00222	Prba.g_01204
OG0000126	Pras.g_00250	Prba.g_00196
OG0000127	Pras.g_00337	Prba.g_00110
OG0000128	Pras.g_00351	Prba.g_00712
OG0000129	Pras.g_00388	Prba.g_00676, Prba.g_00351
OG0000130	Pras.g_00548	Prba.g_00228
OG0000131	Pras.g_00586	Prba.g_00584
OG0000132	Pras.g_00589	Prba.g_00581
OG0000133	Pras.g_00646	Prba.g_00388
OG0000134	Pras.g_00682	Prba.g_00424
OG0000135	Pras.g_00684	Prba.g_00426
OG0000136	Pras.g_00728	Prba.g_00752
OG0000137	Pras.g_00761	Prba.g_00785
OG0000138	Pras.g_00797	Prba.g_00821
OG0000139	Pras.g_00824	Prba.g_00848, Prba.g_01776
OG0000140	Pras.g_00843	Prba.g_01794
OG0000141	Pras.g_00844	Prba.g_01795
OG0000142	Pras.g_00846	Prba.g_01797
OG0000143	Pras.g_00847	Prba.g_01798
OG0000144	Pras.g_00849	Prba.g_01800
OG0000145	Pras.g_00850	Prba.g_01801
OG0000146	Pras.g_00851	Prba.g_01802
OG0000147	Pras.g_00852	Prba.g_01803
OG0000148	Pras.g_00854	Prba.g_01805
OG0000149	Pras.g_00856	Prba.g_01807
OG0000150	Pras.g_00857	Prba.g_01808
OG0000151	Pras.g_00858	Prba.g_01809
OG0000152	Pras.g_00859	Prba.g_01810
OG0000153	Pras.g_00860	Prba.g_01811
OG0000154	Pras.g_00861	Prba.g_01812
OG0000155	Pras.g_00862	Prba.g_01813
OG0000156	Pras.g_00863	Prba.g_01814
OG0000157	Pras.g_00864	Prba.g_01815
OG0000158	Pras.g_00866	Prba.g_01817
OG0000159	Pras.g_00867	Prba.g_01818
OG0000160	Pras.g_00868	Prba.g_01819
OG0000161	Pras.g_00869	Prba.g_01820
OG0000162	Pras.g_00870	Prba.g_01821
OG0000163	Pras.g_00871	Prba.g_01822
OG0000164	Pras.g_00874	Prba.g_01825
OG0000165	Pras.g_00877	Prba.g_01828
OG0000166	Pras.g_00878	Prba.g_01829
OG0000167	Pras.g_00879	Prba.g_01830
OG0000168	Pras.g_00893	Prba.g_01834
OG0000169	Pras.g_00895	Prba.g_01836
OG0000170	Pras.g_00896	Prba.g_01837
OG0000171	Pras.g_00897	Prba.g_01838
OG0000172	Pras.g_00898	Prba.g_01839
OG0000173	Pras.g_00899	Prba.g_01840
OG0000174	Pras.g_00900	Prba.g_01841
OG0000175	Pras.g_00901	Prba.g_01842
OG0000176	Pras.g_00903	Prba.g_01844
OG0000177	Pras.g_00904	Prba.g_01845
OG0000178	Pras.g_00905	Prba.g_01846
OG0000179	Pras.g_00916	Prba.g_01852
OG0000180	Pras.g_00917	Prba.g_01853
OG0000181	Pras.g_00918	Prba.g_01854
OG0000182	Pras.g_00921	Prba.g_01857
OG0000183	Pras.g_00922	Prba.g_01858
OG0000184	Pras.g_00924	Prba.g_01861
OG0000185	Pras.g_00928	Prba.g_01865
OG0000186	Pras.g_00929	Prba.g_01866
OG0000187	Pras.g_00930	Prba.g_01867
OG0000188	Pras.g_00931	Prba.g_01868
OG0000189	Pras.g_00932	Prba.g_01869
OG0000190	Pras.g_00933	Prba.g_01870
OG0000191	Pras.g_00934	Prba.g_01871
OG0000192	Pras.g_00935	Prba.g_01872
OG0000193	Pras.g_00936	Prba.g_01873
OG0000194	Pras.g_00937	Prba.g_01874
OG0000195	Pras.g_00939	Prba.g_01876
OG0000196	Pras.g_00940	Prba.g_01877
OG0000197	Pras.g_00941	Prba.g_01878
OG0000198	Pras.g_00942	Prba.g_01879
OG0000199	Pras.g_00945	Prba.g_01882
OG0000200	Pras.g_00946	Prba.g_01883
OG0000201	Pras.g_00947	Prba.g_01884
OG0000202	Pras.g_00948	Prba.g_01885
OG0000203	Pras.g_00949	Prba.g_01886
OG0000204	Pras.g_00950	Prba.g_01887
OG0000205	Pras.g_00951	Prba.g_01888
OG0000206	Pras.g_00952	Prba.g_01889
OG0000207	Pras.g_00953	Prba.g_01890
OG0000208	Pras.g_00954	Prba.g_01891
OG0000209	Pras.g_00955	Prba.g_01892
OG0000210	Pras.g_00957	Prba.g_01894
OG0000211	Pras.g_00958	Prba.g_01895
OG0000212	Pras.g_00959	Prba.g_01896
OG0000213	Pras.g_00960	Prba.g_01897
OG0000214	Pras.g_00962	Prba.g_01899
OG0000215	Pras.g_00963	Prba.g_01900
OG0000216	Pras.g_00965	Prba.g_01902
OG0000217	Pras.g_00966	Prba.g_01903
OG0000218	Pras.g_00967	Prba.g_01904
OG0000219	Pras.g_00968	Prba.g_01905
OG0000220	Pras.g_00971	Prba.g_01908
OG0000221	Pras.g_00973	Prba.g_01910
OG0000222	Pras.g_00974	Prba.g_01911
OG0000223	Pras.g_00975	Prba.g_01912
OG0000224	Pras.g_00978	Prba.g_01915
OG0000225	Pras.g_00980	Prba.g_01917
OG0000226	Pras.g_00981	Prba.g_01918
OG0000227	Pras.g_00982	Prba.g_01919
OG0000228	Pras.g_00983	Prba.g_01920
OG0000229	Pras.g_00984	Prba.g_01921
OG0000230	Pras.g_00985	Prba.g_01922
OG0000231	Pras.g_00987	Prba.g_01924
OG0000232	Pras.g_00988	Prba.g_01925
OG0000233	Pras.g_00991	Prba.g_01928
OG0000234	Pras.g_00993	Prba.g_01930
OG0000235	Pras.g_00996	Prba.g_01933
OG0000236	Pras.g_00997	Prba.g_01934
OG0000237	Pras.g_00998	Prba.g_01935
OG0000238	Pras.g_00999	Prba.g_01936
OG0000239	Pras.g_01000	Prba.g_01937
OG0000240	Pras.g_01002	Prba.g_01939
OG0000241	Pras.g_01003	Prba.g_01940
OG0000242	Pras.g_01004	Prba.g_01941
OG0000243	Pras.g_01005	Prba.g_01942
OG0000244	Pras.g_01006	Prba.g_01943
OG0000245	Pras.g_01007	Prba.g_01944
OG0000246	Pras.g_01009	Prba.g_01946
OG0000247	Pras.g_01010	Prba.g_01947
OG0000248	Pras.g_01011	Prba.g_01948
OG0000249	Pras.g_01012	Prba.g_01949
OG0000250	Pras.g_01013	Prba.g_01950
OG0000251	Pras.g_01014	Prba.g_01951
OG0000252	Pras.g_01015	Prba.g_01952
OG0000253	Pras.g_01016	Prba.g_01953
OG0000254	Pras.g_01018	Prba.g_00623
OG0000255	Pras.g_01019	Prba.g_00624
OG0000256	Pras.g_01022	Prba.g_00627
OG0000257	Pras.g_01024	Prba.g_00629
OG0000258	Pras.g_01025	Prba.g_00630
OG0000259	Pras.g_01026	Prba.g_00631
OG0000260	Pras.g_01027	Prba.g_00632
OG0000261	Pras.g_01028	Prba.g_00633
OG0000262	Pras.g_01029	Prba.g_00634
OG0000263	Pras.g_01030	Prba.g_00635
OG0000264	Pras.g_01032	Prba.g_00637
OG0000265	Pras.g_01033	Prba.g_00638
OG0000266	Pras.g_01034	Prba.g_00639
OG0000267	Pras.g_01036	Prba.g_00641
OG0000268	Pras.g_01037	Prba.g_00642
OG0000269	Pras.g_01038	Prba.g_00643
OG0000270	Pras.g_01039	Prba.g_00644
OG0000271	Pras.g_01040	Prba.g_00645
OG0000272	Pras.g_01041	Prba.g_00646
OG0000273	Pras.g_01042	Prba.g_00647
OG0000274	Pras.g_01043	Prba.g_00648
OG0000275	Pras.g_01044	Prba.g_00649
OG0000276	Pras.g_01045	Prba.g_00650
OG0000277	Pras.g_01046	Prba.g_00651
OG0000278	Pras.g_01047	Prba.g_00652
OG0000279	Pras.g_01048	Prba.g_00653
OG0000280	Pras.g_01049	Prba.g_00654
OG0000281	Pras.g_01051	Prba.g_00656
OG0000282	Pras.g_01052	Prba.g_00657
OG0000283	Pras.g_01055	Prba.g_00660
OG0000284	Pras.g_01056	Prba.g_00661
OG0000285	Pras.g_01057	Prba.g_00662
OG0000286	Pras.g_01060	Prba.g_00664
OG0000287	Pras.g_01061	Prba.g_00665
OG0000288	Pras.g_01062	Prba.g_00666
OG0000289	Pras.g_01063	Prba.g_00667
OG0000290	Pras.g_01064	Prba.g_00668
OG0000291	Pras.g_01065	Prba.g_00669
OG0000292	Pras.g_01066	Prba.g_00670
OG0000293	Pras.g_01067	Prba.g_00671
OG0000294	Pras.g_01068	Prba.g_00672
OG0000295	Pras.g_01069	Prba.g_00673
OG0000296	Pras.g_01070	Prba.g_00674
OG0000297	Pras.g_01071	Prba.g_00675
OG0000298	Pras.g_01072	Prba.g_00439
OG0000299	Pras.g_01073	Prba.g_00440
OG0000300	Pras.g_01074	Prba.g_00441
OG0000301	Pras.g_01075	Prba.g_00442
OG0000302	Pras.g_01076	Prba.g_00443
OG0000303	Pras.g_01077	Prba.g_00444
OG0000304	Pras.g_01078	Prba.g_00445
OG0000305	Pras.g_01079	Prba.g_00446
OG0000306	Pras.g_01080	Prba.g_00447
OG0000307	Pras.g_01081	Prba.g_00448
OG0000308	Pras.g_01082	Prba.g_00449
OG0000309	Pras.g_01083	Prba.g_00450
OG0000310	Pras.g_01084	Prba.g_00451
OG0000311	Pras.g_01085	Prba.g_00452
OG0000312	Pras.g_01087	Prba.g_00454
OG0000313	Pras.g_01088	Prba.g_00455
OG0000314	Pras.g_01091	Prba.g_00458
OG0000315	Pras.g_01092	Prba.g_00459
OG0000316	Pras.g_01094	Prba.g_00461
OG0000317	Pras.g_01096	Prba.g_00463
OG0000318	Pras.g_01097	Prba.g_00464
OG0000319	Pras.g_01098	Prba.g_00465
OG0000320	Pras.g_01099	Prba.g_00466
OG0000321	Pras.g_01102	Prba.g_00469
OG0000322	Pras.g_01105	Prba.g_00472
OG0000323	Pras.g_01106	Prba.g_00473
OG0000324	Pras.g_01109	Prba.g_00476
OG0000325	Pras.g_01111	Prba.g_00477
OG0000326	Pras.g_01112	Prba.g_00478
OG0000327	Pras.g_01114	Prba.g_00480
OG0000328	Pras.g_01115	Prba.g_00481
OG0000329	Pras.g_01116	Prba.g_00482
OG0000330	Pras.g_01117	Prba.g_00483
OG0000331	Pras.g_01118	Prba.g_00484
OG0000332	Pras.g_01119	Prba.g_00485
OG0000333	Pras.g_01120	Prba.g_00486
OG0000334	Pras.g_01121	Prba.g_00487
OG0000335	Pras.g_01122	Prba.g_00488
OG0000336	Pras.g_01123	Prba.g_00489
OG0000337	Pras.g_01127	Prba.g_00492
OG0000338	Pras.g_01128	Prba.g_00493
OG0000339	Pras.g_01129	Prba.g_00494
OG0000340	Pras.g_01130	Prba.g_00495
OG0000341	Pras.g_01134	Prba.g_00499
OG0000342	Pras.g_01135	Prba.g_00500
OG0000343	Pras.g_01137	Prba.g_00502
OG0000344	Pras.g_01138	Prba.g_00503
OG0000345	Pras.g_01139	Prba.g_00504
OG0000346	Pras.g_01140	Prba.g_00505
OG0000347	Pras.g_01141	Prba.g_00506
OG0000348	Pras.g_01142	Prba.g_00507
OG0000349	Pras.g_01143	Prba.g_00508
OG0000350	Pras.g_01144	Prba.g_00509
OG0000351	Pras.g_01146	Prba.g_00511
OG0000352	Pras.g_01149	Prba.g_00514
OG0000353	Pras.g_01150	Prba.g_00515
OG0000354	Pras.g_01151	Prba.g_00516
OG0000355	Pras.g_01152	Prba.g_00517
OG0000356	Pras.g_01153	Prba.g_00518
OG0000357	Pras.g_01155	Prba.g_00519
OG0000358	Pras.g_01156	Prba.g_00520
OG0000359	Pras.g_01157	Prba.g_00521
OG0000360	Pras.g_01160	Prba.g_00524
OG0000361	Pras.g_01161	Prba.g_00525
OG0000362	Pras.g_01162	Prba.g_00526
OG0000363	Pras.g_01163	Prba.g_00527
OG0000364	Pras.g_01164	Prba.g_00528
OG0000365	Pras.g_01165	Prba.g_00529
OG0000366	Pras.g_01166	Prba.g_00530
OG0000367	Pras.g_01167	Prba.g_00531
OG0000368	Pras.g_01168	Prba.g_00532
OG0000369	Pras.g_01169	Prba.g_00533
OG0000370	Pras.g_01170	Prba.g_00534
OG0000371	Pras.g_01171	Prba.g_00535
OG0000372	Pras.g_01173	Prba.g_00537
OG0000373	Pras.g_01175	Prba.g_00539
OG0000374	Pras.g_01176	Prba.g_00540
OG0000375	Pras.g_01177	Prba.g_00541
OG0000376	Pras.g_01179	Prba.g_00543
OG0000377	Pras.g_01180	Prba.g_00544
OG0000378	Pras.g_01181	Prba.g_00545
OG0000379	Pras.g_01187	Prba.g_00550
OG0000380	Pras.g_01188	Prba.g_00551
OG0000381	Pras.g_01189	Prba.g_00552
OG0000382	Pras.g_01191	Prba.g_00554
OG0000383	Pras.g_01194	Prba.g_00557
OG0000384	Pras.g_01195	Prba.g_00558
OG0000385	Pras.g_01198	Prba.g_00561
OG0000386	Pras.g_01199	Prba.g_00562
OG0000387	Pras.g_01200	Prba.g_00218
OG0000388	Pras.g_01201	Prba.g_00219
OG0000389	Pras.g_01202	Prba.g_00220
OG0000390	Pras.g_01203	Prba.g_00221
OG0000391	Pras.g_01204	Prba.g_00222
OG0000392	Pras.g_01205	Prba.g_00223
OG0000393	Pras.g_01208	Prba.g_00849
OG0000394	Pras.g_01209	Prba.g_00850
OG0000395	Pras.g_01211	Prba.g_00852
OG0000396	Pras.g_01212	Prba.g_00853
OG0000397	Pras.g_01224	Prba.g_00865
OG0000398	Pras.g_01232	Prba.g_00873
OG0000399	Pras.g_01233	Prba.g_00874
OG0000400	Pras.g_01239	Prba.g_00880
OG0000401	Pras.g_01309	Prba.g_01030
OG0000402	Pras.g_01310	Prba.g_01029
OG0000403	Pras.g_01311	Prba.g_01028
OG0000404	Pras.g_01313	Prba.g_01026
OG0000405	Pras.g_01314	Prba.g_01025
OG0000406	Pras.g_01316	Prba.g_01023
OG0000407	Pras.g_01317	Prba.g_01022
OG0000408	Pras.g_01318	Prba.g_01021
OG0000409	Pras.g_01319	Prba.g_01020
OG0000410	Pras.g_01320	Prba.g_01019
OG0000411	Pras.g_01321	Prba.g_01018
OG0000412	Pras.g_01322	Prba.g_01017
OG0000413	Pras.g_01323	Prba.g_01016
OG0000414	Pras.g_01324	Prba.g_01015
OG0000415	Pras.g_01325	Prba.g_01014
OG0000416	Pras.g_01326	Prba.g_01013
OG0000417	Pras.g_01327	Prba.g_01012
OG0000418	Pras.g_01328	Prba.g_01011
OG0000419	Pras.g_01329	Prba.g_01010
OG0000420	Pras.g_01330	Prba.g_01009
OG0000421	Pras.g_01331	Prba.g_01008
OG0000422	Pras.g_01332	Prba.g_01006
OG0000423	Pras.g_01333	Prba.g_01005
OG0000424	Pras.g_01335	Prba.g_01003
OG0000425	Pras.g_01339	Prba.g_01000
OG0000426	Pras.g_01340	Prba.g_00999
OG0000427	Pras.g_01341	Prba.g_00998
OG0000428	Pras.g_01342	Prba.g_00997
OG0000429	Pras.g_01343	Prba.g_00996
OG0000430	Pras.g_01349	Prba.g_00990
OG0000431	Pras.g_01351	Prba.g_00988
OG0000432	Pras.g_01352	Prba.g_00987
OG0000433	Pras.g_01355	Prba.g_00984
OG0000434	Pras.g_01356	Prba.g_00983
OG0000435	Pras.g_01357	Prba.g_00982
OG0000436	Pras.g_01359	Prba.g_00980
OG0000437	Pras.g_01361	Prba.g_00978
OG0000438	Pras.g_01362	Prba.g_00977
OG0000439	Pras.g_01363	Prba.g_00976
OG0000440	Pras.g_01365	Prba.g_00974
OG0000441	Pras.g_01366	Prba.g_00973
OG0000442	Pras.g_01367	Prba.g_00972
OG0000443	Pras.g_01368	Prba.g_00971
OG0000444	Pras.g_01369	Prba.g_00970
OG0000445	Pras.g_01370	Prba.g_00969
OG0000446	Pras.g_01371	Prba.g_00968
OG0000447	Pras.g_01372	Prba.g_00967
OG0000448	Pras.g_01373	Prba.g_00966
OG0000449	Pras.g_01378	Prba.g_00961
OG0000450	Pras.g_01379	Prba.g_00960
OG0000451	Pras.g_01380	Prba.g_00959
OG0000452	Pras.g_01381	Prba.g_00958
OG0000453	Pras.g_01383	Prba.g_00956
OG0000454	Pras.g_01384	Prba.g_00955
OG0000455	Pras.g_01385	Prba.g_00954
OG0000456	Pras.g_01386	Prba.g_00953
OG0000457	Pras.g_01388	Prba.g_00951
OG0000458	Pras.g_01390	Prba.g_00949
OG0000459	Pras.g_01391	Prba.g_00948
OG0000460	Pras.g_01393	Prba.g_00946
OG0000461	Pras.g_01394	Prba.g_00945
OG0000462	Pras.g_01395	Prba.g_00944
OG0000463	Pras.g_01396	Prba.g_00943
OG0000464	Pras.g_01401	Prba.g_00938
OG0000465	Pras.g_01402	Prba.g_00936
OG0000466	Pras.g_01403	Prba.g_00935
OG0000467	Pras.g_01404	Prba.g_00934
OG0000468	Pras.g_01405	Prba.g_00933
OG0000469	Pras.g_01406	Prba.g_00932
OG0000470	Pras.g_01407	Prba.g_00931
OG0000471	Pras.g_01408	Prba.g_00930
OG0000472	Pras.g_01411	Prba.g_00927
OG0000473	Pras.g_01412	Prba.g_00926
OG0000474	Pras.g_01413	Prba.g_00925
OG0000475	Pras.g_01414	Prba.g_00924
OG0000476	Pras.g_01415	Prba.g_00923
OG0000477	Pras.g_01417	Prba.g_01775
OG0000478	Pras.g_01418	Prba.g_01774
OG0000479	Pras.g_01419	Prba.g_01773
OG0000480	Pras.g_01421	Prba.g_01771
OG0000481	Pras.g_01422	Prba.g_01770
OG0000482	Pras.g_01423	Prba.g_01769
OG0000483	Pras.g_01424	Prba.g_01768
OG0000484	Pras.g_01425	Prba.g_01767
OG0000485	Pras.g_01426	Prba.g_01766
OG0000486	Pras.g_01427	Prba.g_01765
OG0000487	Pras.g_01428	Prba.g_01764
OG0000488	Pras.g_01430	Prba.g_01762
OG0000489	Pras.g_01431	Prba.g_01761
OG0000490	Pras.g_01432	Prba.g_01760
OG0000491	Pras.g_01433	Prba.g_01759
OG0000492	Pras.g_01434	Prba.g_01758
OG0000493	Pras.g_01435	Prba.g_01757
OG0000494	Pras.g_01437	Prba.g_01755
OG0000495	Pras.g_01438	Prba.g_01754
OG0000496	Pras.g_01439	Prba.g_01753
OG0000497	Pras.g_01440	Prba.g_01752
OG0000498	Pras.g_01441	Prba.g_01751
OG0000499	Pras.g_01443	Prba.g_01749
OG0000500	Pras.g_01444	Prba.g_01748
OG0000501	Pras.g_01446	Prba.g_01746
OG0000502	Pras.g_01447	Prba.g_01745
OG0000503	Pras.g_01448	Prba.g_01744
OG0000504	Pras.g_01449	Prba.g_01743
OG0000505	Pras.g_01450	Prba.g_01742
OG0000506	Pras.g_01451	Prba.g_01741
OG0000507	Pras.g_01452	Prba.g_01740
OG0000508	Pras.g_01454	Prba.g_01738
OG0000509	Pras.g_01455	Prba.g_01737
OG0000510	Pras.g_01456	Prba.g_01736
OG0000511	Pras.g_01457	Prba.g_01735
OG0000512	Pras.g_01459	Prba.g_01734
OG0000513	Pras.g_01460	Prba.g_01733
OG0000514	Pras.g_01461	Prba.g_01732
OG0000515	Pras.g_01463	Prba.g_01730
OG0000516	Pras.g_01464	Prba.g_01729
OG0000517	Pras.g_01465	Prba.g_01728
OG0000518	Pras.g_01467	Prba.g_01726
OG0000519	Pras.g_01468	Prba.g_01725
OG0000520	Pras.g_01469	Prba.g_01724
OG0000521	Pras.g_01470	Prba.g_01723
OG0000522	Pras.g_01471	Prba.g_01722
OG0000523	Pras.g_01472	Prba.g_01721
OG0000524	Pras.g_01473	Prba.g_01720
OG0000525	Pras.g_01475	Prba.g_01718
OG0000526	Pras.g_01476	Prba.g_01717
OG0000527	Pras.g_01477	Prba.g_01716
OG0000528	Pras.g_01478	Prba.g_01715
OG0000529	Pras.g_01479	Prba.g_01714
OG0000530	Pras.g_01480	Prba.g_01713
OG0000531	Pras.g_01481	Prba.g_01712
OG0000532	Pras.g_01482	Prba.g_01711
OG0000533	Pras.g_01483	Prba.g_01710
OG0000534	Pras.g_01484	Prba.g_01709
OG0000535	Pras.g_01485	Prba.g_01708
OG0000536	Pras.g_01486	Prba.g_01707
OG0000537	Pras.g_01487	Prba.g_01706
OG0000538	Pras.g_01488	Prba.g_01705
OG0000539	Pras.g_01489	Prba.g_01704
OG0000540	Pras.g_01490	Prba.g_01703
OG0000541	Pras.g_01491	Prba.g_01702
OG0000542	Pras.g_01492	Prba.g_01701
OG0000543	Pras.g_01493	Prba.g_01700
OG0000544	Pras.g_01494	Prba.g_01699
OG0000545	Pras.g_01497	Prba.g_01696
OG0000546	Pras.g_01498	Prba.g_01695
OG0000547	Pras.g_01500	Prba.g_01693
OG0000548	Pras.g_01501	Prba.g_01692
OG0000549	Pras.g_01502	Prba.g_01691
OG0000550	Pras.g_01503	Prba.g_01690
OG0000551	Pras.g_01504	Prba.g_01689
OG0000552	Pras.g_01505	Prba.g_01688
OG0000553	Pras.g_01506	Prba.g_01687
OG0000554	Pras.g_01507	Prba.g_01686
OG0000555	Pras.g_01508	Prba.g_01685
OG0000556	Pras.g_01509	Prba.g_01684
OG0000557	Pras.g_01510	Prba.g_01683
OG0000558	Pras.g_01511	Prba.g_01682
OG0000559	Pras.g_01512	Prba.g_01681
OG0000560	Pras.g_01514	Prba.g_01679
OG0000561	Pras.g_01515	Prba.g_01678
