Orthogroup	Pras	Prat
OG0000071	Pras.g_00853	Prat.g_00012, Prat.g_00011
OG0000073	Pras.g_01545	Prat.g_01054
OG0000074	Pras.g_01567	Prat.g_00765
OG0000075	Pras.g_01708	Prat.g_01030
OG0000076	Pras.g_01934	Prat.g_00965
OG0000078	Pras.g_00294	Prat.g_01312
OG0000079	Pras.g_00431	Prat.g_01442
OG0000080	Pras.g_00477	Prat.g_01539
OG0000081	Pras.g_00717	Prat.g_01759
OG0000082	Pras.g_00131	Prat.g_01853
OG0000083	Pras.g_00845	Prat.g_00003
OG0000084	Pras.g_00848	Prat.g_00006
OG0000085	Pras.g_00865	Prat.g_01314, Prat.g_00024
OG0000086	Pras.g_01273	Prat.g_00614
OG0000087	Pras.g_00902	Prat.g_00054
OG0000088	Pras.g_00964	Prat.g_00112
OG0000089	Pras.g_00972	Prat.g_00121
OG0000090	Pras.g_00990	Prat.g_00138
OG0000091	Pras.g_01020	Prat.g_00170
OG0000092	Pras.g_01021	Prat.g_00171
OG0000093	Pras.g_01035	Prat.g_00185
OG0000094	Pras.g_01053	Prat.g_00204
OG0000095	Pras.g_01058, Pras.g_01059	Prat.g_00209
OG0000096	Pras.g_01103	Prat.g_00257
OG0000097	Pras.g_01126	Prat.g_00281
OG0000098	Pras.g_01136	Prat.g_00292
OG0000099	Pras.g_01145	Prat.g_00302
OG0000100	Pras.g_01148	Prat.g_00305
OG0000101	Pras.g_01210	Prat.g_00372
OG0000102	Pras.g_01236	Prat.g_01477
OG0000103	Pras.g_01354	Prat.g_00435
OG0000104	Pras.g_01358	Prat.g_00440
OG0000105	Pras.g_01377	Prat.g_00462
OG0000106	Pras.g_01409	Prat.g_00494
OG0000107	Pras.g_01410	Prat.g_00495
OG0000108	Pras.g_01420	Prat.g_00504
OG0000109	Pras.g_01429	Prat.g_00514, Prat.g_00513
OG0000110	Pras.g_01445	Prat.g_00532
OG0000111	Pras.g_01527	Prat.g_01073
OG0000112	Pras.g_01528	Prat.g_01072
OG0000113	Pras.g_01628	Prat.g_00815
OG0000114	Pras.g_01699	Prat.g_01039
OG0000115	Pras.g_01859	Prat.g_00896
OG0000116	Pras.g_01863	Prat.g_00900
OG0000117	Pras.g_01931	Prat.g_00962
OG0000118	Pras.g_01982	Prat.g_01208
OG0000119	Pras.g_00026	Prat.g_01557
OG0000120	Pras.g_00062	Prat.g_01150
OG0000121	Pras.g_00081	Prat.g_01127
OG0000122	Pras.g_00101	Prat.g_01107
OG0000123	Pras.g_00114	Prat.g_00595
OG0000124	Pras.g_00122	Prat.g_01509
OG0000125	Pras.g_00221, Pras.g_00222	Prat.g_01261
OG0000126	Pras.g_00250	Prat.g_01291
OG0000127	Pras.g_00337	Prat.g_01338
OG0000128	Pras.g_00351	Prat.g_01354
OG0000129	Pras.g_00388	Prat.g_01392
OG0000130	Pras.g_00548	Prat.g_01589
OG0000131	Pras.g_00586	Prat.g_01377, Prat.g_01628
OG0000132	Pras.g_00589	Prat.g_01631
OG0000133	Pras.g_00646	Prat.g_01685
OG0000134	Pras.g_00682	Prat.g_01720
OG0000135	Pras.g_00684	Prat.g_01722
OG0000136	Pras.g_00728	Prat.g_01771
OG0000137	Pras.g_00761	Prat.g_01806
OG0000138	Pras.g_00797	Prat.g_01841
OG0000139	Pras.g_00824	Prat.g_01873
OG0000140	Pras.g_00843	Prat.g_00001
OG0000141	Pras.g_00844	Prat.g_00002
OG0000142	Pras.g_00846	Prat.g_00004
OG0000143	Pras.g_00847	Prat.g_00005
OG0000144	Pras.g_00849	Prat.g_00007
OG0000145	Pras.g_00850	Prat.g_00008
OG0000146	Pras.g_00851	Prat.g_00009
OG0000147	Pras.g_00852	Prat.g_00010
OG0000148	Pras.g_00854	Prat.g_00013
OG0000149	Pras.g_00856	Prat.g_00015
OG0000150	Pras.g_00857	Prat.g_00016
OG0000151	Pras.g_00858	Prat.g_00017
OG0000152	Pras.g_00859	Prat.g_00018
OG0000153	Pras.g_00860	Prat.g_00019
OG0000154	Pras.g_00861	Prat.g_00020
OG0000155	Pras.g_00862	Prat.g_00021
OG0000156	Pras.g_00863	Prat.g_00022
OG0000157	Pras.g_00864	Prat.g_00023
OG0000158	Pras.g_00866	Prat.g_00025
OG0000159	Pras.g_00867	Prat.g_00026
OG0000160	Pras.g_00868	Prat.g_00027
OG0000161	Pras.g_00869	Prat.g_00028
OG0000162	Pras.g_00870	Prat.g_00029
OG0000163	Pras.g_00871	Prat.g_00031
OG0000164	Pras.g_00874	Prat.g_00034
OG0000165	Pras.g_00877	Prat.g_00036
OG0000166	Pras.g_00878	Prat.g_00037
OG0000167	Pras.g_00879	Prat.g_00038
OG0000168	Pras.g_00893	Prat.g_00042
OG0000169	Pras.g_00895	Prat.g_00044
OG0000170	Pras.g_00896	Prat.g_00046
OG0000171	Pras.g_00897	Prat.g_00047
OG0000172	Pras.g_00898	Prat.g_00048
OG0000173	Pras.g_00899	Prat.g_00051
OG0000174	Pras.g_00900	Prat.g_00052
OG0000175	Pras.g_00901	Prat.g_00053
OG0000176	Pras.g_00903	Prat.g_00055
OG0000177	Pras.g_00904	Prat.g_00056
OG0000178	Pras.g_00905	Prat.g_00057
OG0000179	Pras.g_00916	Prat.g_00060
OG0000180	Pras.g_00917	Prat.g_00061
OG0000181	Pras.g_00918	Prat.g_00062
OG0000182	Pras.g_00921	Prat.g_00066
OG0000183	Pras.g_00922	Prat.g_00067
OG0000184	Pras.g_00924	Prat.g_00070
OG0000185	Pras.g_00928	Prat.g_00074
OG0000186	Pras.g_00929	Prat.g_00075
OG0000187	Pras.g_00930	Prat.g_01504
OG0000188	Pras.g_00931	Prat.g_00076
OG0000189	Pras.g_00932	Prat.g_00079
OG0000190	Pras.g_00933	Prat.g_00080
OG0000191	Pras.g_00934	Prat.g_00081
OG0000192	Pras.g_00935	Prat.g_00082
OG0000193	Pras.g_00936	Prat.g_00083
OG0000194	Pras.g_00937	Prat.g_00084
OG0000195	Pras.g_00939	Prat.g_00086
OG0000196	Pras.g_00940	Prat.g_00087
OG0000197	Pras.g_00941	Prat.g_00088
OG0000198	Pras.g_00942	Prat.g_00089
OG0000199	Pras.g_00945	Prat.g_00091
OG0000200	Pras.g_00946	Prat.g_00092
OG0000201	Pras.g_00947	Prat.g_00093
OG0000202	Pras.g_00948	Prat.g_00094
OG0000203	Pras.g_00949	Prat.g_00095
OG0000204	Pras.g_00950	Prat.g_00096
OG0000205	Pras.g_00951	Prat.g_00098
OG0000206	Pras.g_00952	Prat.g_00099
OG0000207	Pras.g_00953	Prat.g_00100
OG0000208	Pras.g_00954	Prat.g_00101
OG0000209	Pras.g_00955	Prat.g_00102
OG0000210	Pras.g_00957	Prat.g_00103
OG0000211	Pras.g_00958	Prat.g_00104
OG0000212	Pras.g_00959	Prat.g_00105
OG0000213	Pras.g_00960	Prat.g_00106
OG0000214	Pras.g_00962	Prat.g_00110
OG0000215	Pras.g_00963	Prat.g_00111
OG0000216	Pras.g_00965	Prat.g_00113
OG0000217	Pras.g_00966	Prat.g_00114
OG0000218	Pras.g_00967	Prat.g_00115
OG0000219	Pras.g_00968	Prat.g_00116
OG0000220	Pras.g_00971	Prat.g_00118
OG0000221	Pras.g_00973	Prat.g_00122
OG0000222	Pras.g_00974	Prat.g_00123
OG0000223	Pras.g_00975	Prat.g_00124
OG0000224	Pras.g_00978	Prat.g_00126
OG0000225	Pras.g_00980	Prat.g_00128
OG0000226	Pras.g_00981	Prat.g_00130
OG0000227	Pras.g_00982	Prat.g_00131
OG0000228	Pras.g_00983	Prat.g_00132
OG0000229	Pras.g_00984	Prat.g_00133
OG0000230	Pras.g_00985	Prat.g_00134
OG0000231	Pras.g_00987	Prat.g_00601
OG0000232	Pras.g_00988	Prat.g_00136
OG0000233	Pras.g_00991	Prat.g_00139
OG0000234	Pras.g_00993	Prat.g_00141
OG0000235	Pras.g_00996	Prat.g_00144
OG0000236	Pras.g_00997	Prat.g_00145
OG0000237	Pras.g_00998	Prat.g_00146
OG0000238	Pras.g_00999	Prat.g_00147
OG0000239	Pras.g_01000	Prat.g_00148
OG0000240	Pras.g_01002	Prat.g_00150
OG0000241	Pras.g_01003	Prat.g_00151
OG0000242	Pras.g_01004	Prat.g_00152
OG0000243	Pras.g_01005	Prat.g_00153
OG0000244	Pras.g_01006	Prat.g_00154
OG0000245	Pras.g_01007	Prat.g_00156
OG0000246	Pras.g_01009	Prat.g_00158
OG0000247	Pras.g_01010	Prat.g_00159
OG0000248	Pras.g_01011	Prat.g_00160
OG0000249	Pras.g_01012	Prat.g_00161
OG0000250	Pras.g_01013	Prat.g_00162
OG0000251	Pras.g_01014	Prat.g_00163
OG0000252	Pras.g_01015	Prat.g_00164
OG0000253	Pras.g_01016	Prat.g_00165
OG0000254	Pras.g_01018	Prat.g_00167
OG0000255	Pras.g_01019	Prat.g_00169
OG0000256	Pras.g_01022	Prat.g_00172
OG0000257	Pras.g_01024	Prat.g_00174
OG0000258	Pras.g_01025	Prat.g_00175
OG0000259	Pras.g_01026	Prat.g_00176
OG0000260	Pras.g_01027	Prat.g_00177
OG0000261	Pras.g_01028	Prat.g_00178
OG0000262	Pras.g_01029	Prat.g_00179
OG0000263	Pras.g_01030	Prat.g_00180
OG0000264	Pras.g_01032	Prat.g_00182
OG0000265	Pras.g_01033	Prat.g_00183
OG0000266	Pras.g_01034	Prat.g_00184
OG0000267	Pras.g_01036	Prat.g_00186
OG0000268	Pras.g_01037	Prat.g_00188
OG0000269	Pras.g_01038	Prat.g_00189
OG0000270	Pras.g_01039	Prat.g_00190
OG0000271	Pras.g_01040	Prat.g_00191
OG0000272	Pras.g_01041	Prat.g_00192
OG0000273	Pras.g_01042	Prat.g_00193
OG0000274	Pras.g_01043	Prat.g_00194
OG0000275	Pras.g_01044	Prat.g_00195
OG0000276	Pras.g_01045	Prat.g_00196
OG0000277	Pras.g_01046	Prat.g_00197
OG0000278	Pras.g_01047	Prat.g_00198
OG0000279	Pras.g_01048	Prat.g_00199
OG0000280	Pras.g_01049	Prat.g_00200
OG0000281	Pras.g_01051	Prat.g_00202
OG0000282	Pras.g_01052	Prat.g_00203
OG0000283	Pras.g_01055	Prat.g_00206
OG0000284	Pras.g_01056	Prat.g_00207
OG0000285	Pras.g_01057	Prat.g_00208
OG0000286	Pras.g_01060	Prat.g_00210
OG0000287	Pras.g_01061	Prat.g_00211
OG0000288	Pras.g_01062	Prat.g_00212
OG0000289	Pras.g_01063	Prat.g_00213
OG0000290	Pras.g_01064	Prat.g_00214
OG0000291	Pras.g_01065	Prat.g_00215
OG0000292	Pras.g_01066	Prat.g_00216
OG0000293	Pras.g_01067	Prat.g_00217
OG0000294	Pras.g_01068	Prat.g_00218
OG0000295	Pras.g_01069	Prat.g_00219
OG0000296	Pras.g_01070	Prat.g_00220
OG0000297	Pras.g_01071	Prat.g_00221
OG0000298	Pras.g_01072	Prat.g_00222
OG0000299	Pras.g_01073	Prat.g_00223
OG0000300	Pras.g_01074	Prat.g_00224
OG0000301	Pras.g_01075	Prat.g_00225
OG0000302	Pras.g_01076	Prat.g_00226
OG0000303	Pras.g_01077	Prat.g_00227
OG0000304	Pras.g_01078	Prat.g_00229
OG0000305	Pras.g_01079	Prat.g_00230
OG0000306	Pras.g_01080	Prat.g_00231
OG0000307	Pras.g_01081	Prat.g_00233
OG0000308	Pras.g_01082	Prat.g_00234
OG0000309	Pras.g_01083	Prat.g_00235
OG0000310	Pras.g_01084	Prat.g_00236
OG0000311	Pras.g_01085	Prat.g_00238
OG0000312	Pras.g_01087	Prat.g_00240
OG0000313	Pras.g_01088	Prat.g_00241
OG0000314	Pras.g_01091	Prat.g_00245
OG0000315	Pras.g_01092	Prat.g_00246
OG0000316	Pras.g_01094	Prat.g_00249
OG0000317	Pras.g_01096	Prat.g_00250
OG0000318	Pras.g_01097	Prat.g_00251
OG0000319	Pras.g_01098	Prat.g_00252
OG0000320	Pras.g_01099	Prat.g_00253
OG0000321	Pras.g_01102	Prat.g_00256
OG0000322	Pras.g_01105	Prat.g_00260
OG0000323	Pras.g_01106	Prat.g_00261
OG0000324	Pras.g_01109	Prat.g_00264
OG0000325	Pras.g_01111	Prat.g_00266
OG0000326	Pras.g_01112	Prat.g_00267
OG0000327	Pras.g_01114	Prat.g_00269
OG0000328	Pras.g_01115	Prat.g_00270
OG0000329	Pras.g_01116	Prat.g_00271
OG0000330	Pras.g_01117	Prat.g_00272
OG0000331	Pras.g_01118	Prat.g_00273
OG0000332	Pras.g_01119	Prat.g_00274
OG0000333	Pras.g_01120	Prat.g_00275
OG0000334	Pras.g_01121	Prat.g_00276
OG0000335	Pras.g_01122	Prat.g_00277
OG0000336	Pras.g_01123	Prat.g_00279
OG0000337	Pras.g_01127	Prat.g_00282
OG0000338	Pras.g_01128	Prat.g_00283
OG0000339	Pras.g_01129	Prat.g_00284
OG0000340	Pras.g_01130	Prat.g_00285
OG0000341	Pras.g_01134	Prat.g_00290
OG0000342	Pras.g_01135	Prat.g_00291
OG0000343	Pras.g_01137	Prat.g_00293
OG0000344	Pras.g_01138	Prat.g_00294
OG0000345	Pras.g_01139	Prat.g_00295
OG0000346	Pras.g_01140	Prat.g_00296
OG0000347	Pras.g_01141	Prat.g_00297
OG0000348	Pras.g_01142	Prat.g_00298
OG0000349	Pras.g_01143	Prat.g_00299
OG0000350	Pras.g_01144	Prat.g_00300
OG0000351	Pras.g_01146	Prat.g_00303
OG0000352	Pras.g_01149	Prat.g_00306
OG0000353	Pras.g_01150	Prat.g_00307
OG0000354	Pras.g_01151	Prat.g_00308
OG0000355	Pras.g_01152	Prat.g_00309
OG0000356	Pras.g_01153	Prat.g_00310
OG0000357	Pras.g_01155	Prat.g_00311
OG0000358	Pras.g_01156	Prat.g_00312
OG0000359	Pras.g_01157	Prat.g_00313
OG0000360	Pras.g_01160	Prat.g_00315
OG0000361	Pras.g_01161	Prat.g_00316
OG0000362	Pras.g_01162	Prat.g_00317
OG0000363	Pras.g_01163	Prat.g_00318
OG0000364	Pras.g_01164	Prat.g_00319
OG0000365	Pras.g_01165	Prat.g_00320
OG0000366	Pras.g_01166	Prat.g_00321
OG0000367	Pras.g_01167	Prat.g_00322
OG0000368	Pras.g_01168	Prat.g_00323
OG0000369	Pras.g_01169	Prat.g_00324
OG0000370	Pras.g_01170	Prat.g_00325
OG0000371	Pras.g_01171	Prat.g_00326
OG0000372	Pras.g_01173	Prat.g_00328
OG0000373	Pras.g_01175	Prat.g_00330
OG0000374	Pras.g_01176	Prat.g_00331
OG0000375	Pras.g_01177	Prat.g_00332
OG0000376	Pras.g_01179	Prat.g_00334
OG0000377	Pras.g_01180	Prat.g_00340
OG0000378	Pras.g_01181	Prat.g_00341
OG0000379	Pras.g_01187	Prat.g_00348
OG0000380	Pras.g_01188	Prat.g_00350
OG0000381	Pras.g_01189	Prat.g_00351
OG0000382	Pras.g_01191	Prat.g_00352
OG0000383	Pras.g_01194	Prat.g_00355
OG0000384	Pras.g_01195	Prat.g_00356
OG0000385	Pras.g_01198	Prat.g_00359
OG0000386	Pras.g_01199	Prat.g_00360
OG0000387	Pras.g_01200	Prat.g_00361
OG0000388	Pras.g_01201	Prat.g_00362
OG0000389	Pras.g_01202	Prat.g_00363
OG0000390	Pras.g_01203	Prat.g_00364
OG0000391	Pras.g_01204	Prat.g_00365
OG0000392	Pras.g_01205	Prat.g_00366
OG0000393	Pras.g_01208	Prat.g_00369
OG0000394	Pras.g_01209	Prat.g_00370
OG0000395	Pras.g_01211	Prat.g_00373
OG0000396	Pras.g_01212	Prat.g_00985
OG0000397	Pras.g_01224	Prat.g_01203
OG0000398	Pras.g_01232	Prat.g_01469
OG0000399	Pras.g_01233	Prat.g_00671
OG0000400	Pras.g_01239	Prat.g_01656
OG0000401	Pras.g_01309	Prat.g_00390
OG0000402	Pras.g_01310	Prat.g_00391
OG0000403	Pras.g_01311	Prat.g_00392
OG0000404	Pras.g_01313	Prat.g_00395
OG0000405	Pras.g_01314	Prat.g_00396
OG0000406	Pras.g_01316	Prat.g_00398
OG0000407	Pras.g_01317	Prat.g_00399
OG0000408	Pras.g_01318	Prat.g_00400
OG0000409	Pras.g_01319	Prat.g_00401
OG0000410	Pras.g_01320	Prat.g_00403
OG0000411	Pras.g_01321	Prat.g_00404
OG0000412	Pras.g_01322	Prat.g_00405
OG0000413	Pras.g_01323	Prat.g_00406
OG0000414	Pras.g_01324	Prat.g_00407
OG0000415	Pras.g_01325	Prat.g_00408
OG0000416	Pras.g_01326	Prat.g_00410
OG0000417	Pras.g_01327	Prat.g_00411
OG0000418	Pras.g_01328	Prat.g_00412
OG0000419	Pras.g_01329	Prat.g_00413
OG0000420	Pras.g_01330	Prat.g_00414
OG0000421	Pras.g_01331	Prat.g_00415
OG0000422	Pras.g_01332	Prat.g_00417
OG0000423	Pras.g_01333	Prat.g_00418
OG0000424	Pras.g_01335	Prat.g_00419
OG0000425	Pras.g_01339	Prat.g_00424
OG0000426	Pras.g_01340	Prat.g_00425
OG0000427	Pras.g_01341	Prat.g_00426
OG0000428	Pras.g_01342	Prat.g_00428
OG0000429	Pras.g_01343	Prat.g_00429
OG0000430	Pras.g_01349	Prat.g_00430
OG0000431	Pras.g_01351	Prat.g_00432
OG0000432	Pras.g_01352	Prat.g_00433
OG0000433	Pras.g_01355	Prat.g_00436
OG0000434	Pras.g_01356	Prat.g_00438
OG0000435	Pras.g_01357	Prat.g_00439
OG0000436	Pras.g_01359	Prat.g_00441
OG0000437	Pras.g_01361	Prat.g_00443
OG0000438	Pras.g_01362	Prat.g_00444
OG0000439	Pras.g_01363	Prat.g_00445
OG0000440	Pras.g_01365	Prat.g_00447
OG0000441	Pras.g_01366	Prat.g_00448
OG0000442	Pras.g_01367	Prat.g_00449
OG0000443	Pras.g_01368	Prat.g_00450
OG0000444	Pras.g_01369	Prat.g_00451
OG0000445	Pras.g_01370	Prat.g_00453
OG0000446	Pras.g_01371	Prat.g_00454
OG0000447	Pras.g_01372	Prat.g_00455
OG0000448	Pras.g_01373	Prat.g_00456
OG0000449	Pras.g_01378	Prat.g_00463
OG0000450	Pras.g_01379	Prat.g_00464
OG0000451	Pras.g_01380	Prat.g_00465
OG0000452	Pras.g_01381	Prat.g_00466
OG0000453	Pras.g_01383	Prat.g_00468
OG0000454	Pras.g_01384	Prat.g_00469
OG0000455	Pras.g_01385	Prat.g_00470
OG0000456	Pras.g_01386	Prat.g_00471
OG0000457	Pras.g_01388	Prat.g_00473
OG0000458	Pras.g_01390	Prat.g_00475
OG0000459	Pras.g_01391	Prat.g_00476
OG0000460	Pras.g_01393	Prat.g_00478
OG0000461	Pras.g_01394	Prat.g_00479
OG0000462	Pras.g_01395	Prat.g_00480
OG0000463	Pras.g_01396	Prat.g_00482
OG0000464	Pras.g_01401	Prat.g_00486
OG0000465	Pras.g_01402	Prat.g_00487
OG0000466	Pras.g_01403	Prat.g_00488
OG0000467	Pras.g_01404	Prat.g_00489
OG0000468	Pras.g_01405	Prat.g_00490
OG0000469	Pras.g_01406	Prat.g_00491
OG0000470	Pras.g_01407	Prat.g_00492
OG0000471	Pras.g_01408	Prat.g_00493
OG0000472	Pras.g_01411	Prat.g_00496
OG0000473	Pras.g_01412	Prat.g_00497
OG0000474	Pras.g_01413	Prat.g_00498
OG0000475	Pras.g_01414	Prat.g_00499
OG0000476	Pras.g_01415	Prat.g_00500
OG0000477	Pras.g_01417	Prat.g_00501
OG0000478	Pras.g_01418	Prat.g_00502
OG0000479	Pras.g_01419	Prat.g_00503
OG0000480	Pras.g_01421	Prat.g_00505
OG0000481	Pras.g_01422	Prat.g_00506
OG0000482	Pras.g_01423	Prat.g_00507
OG0000483	Pras.g_01424	Prat.g_00508
OG0000484	Pras.g_01425	Prat.g_00509
OG0000485	Pras.g_01426	Prat.g_00510
OG0000486	Pras.g_01427	Prat.g_00511
OG0000487	Pras.g_01428	Prat.g_00512
OG0000488	Pras.g_01430	Prat.g_00515
OG0000489	Pras.g_01431	Prat.g_00516
OG0000490	Pras.g_01432	Prat.g_00517
OG0000491	Pras.g_01433	Prat.g_00518
OG0000492	Pras.g_01434	Prat.g_00519
OG0000493	Pras.g_01435	Prat.g_00520
OG0000494	Pras.g_01437	Prat.g_00522
OG0000495	Pras.g_01438	Prat.g_00523
OG0000496	Pras.g_01439	Prat.g_00525
OG0000497	Pras.g_01440	Prat.g_00527
OG0000498	Pras.g_01441	Prat.g_00528
OG0000499	Pras.g_01443	Prat.g_00530
OG0000500	Pras.g_01444	Prat.g_00531
OG0000501	Pras.g_01446	Prat.g_00533
OG0000502	Pras.g_01447	Prat.g_00534
OG0000503	Pras.g_01448	Prat.g_00536
OG0000504	Pras.g_01449	Prat.g_00537
OG0000505	Pras.g_01450	Prat.g_00538
OG0000506	Pras.g_01451	Prat.g_00539
OG0000507	Pras.g_01452	Prat.g_00540
OG0000508	Pras.g_01454	Prat.g_00542
OG0000509	Pras.g_01455	Prat.g_00543
OG0000510	Pras.g_01456	Prat.g_00544
OG0000511	Pras.g_01457	Prat.g_00545
OG0000512	Pras.g_01459	Prat.g_00546
OG0000513	Pras.g_01460	Prat.g_00547
OG0000514	Pras.g_01461	Prat.g_00548
OG0000515	Pras.g_01463	Prat.g_00549
OG0000516	Pras.g_01464	Prat.g_00550
OG0000517	Pras.g_01465	Prat.g_00551
OG0000518	Pras.g_01467	Prat.g_00553
OG0000519	Pras.g_01468	Prat.g_00554
OG0000520	Pras.g_01469	Prat.g_00555
OG0000521	Pras.g_01470	Prat.g_00556
OG0000522	Pras.g_01471	Prat.g_00557
OG0000523	Pras.g_01472	Prat.g_00558
OG0000524	Pras.g_01473	Prat.g_00559
OG0000525	Pras.g_01475	Prat.g_00561
OG0000526	Pras.g_01476	Prat.g_00562
OG0000527	Pras.g_01477	Prat.g_00563
OG0000528	Pras.g_01478	Prat.g_00564
OG0000529	Pras.g_01479	Prat.g_00565
OG0000530	Pras.g_01480	Prat.g_00566
OG0000531	Pras.g_01481	Prat.g_00568
OG0000532	Pras.g_01482	Prat.g_00569
OG0000533	Pras.g_01483	Prat.g_00570
OG0000534	Pras.g_01484	Prat.g_00571
OG0000535	Pras.g_01485	Prat.g_00572
OG0000536	Pras.g_01486	Prat.g_00573
OG0000537	Pras.g_01487	Prat.g_00574
OG0000538	Pras.g_01488	Prat.g_00575
OG0000539	Pras.g_01489	Prat.g_00576
OG0000540	Pras.g_01490	Prat.g_00577
OG0000541	Pras.g_01491	Prat.g_00579
OG0000542	Pras.g_01492	Prat.g_00580
OG0000543	Pras.g_01493	Prat.g_00581
OG0000544	Pras.g_01494	Prat.g_00582
OG0000545	Pras.g_01497	Prat.g_00584
OG0000546	Pras.g_01498	Prat.g_00585
OG0000547	Pras.g_01500	Prat.g_00587
OG0000548	Pras.g_01501	Prat.g_00589
OG0000549	Pras.g_01502	Prat.g_00590
OG0000550	Pras.g_01503	Prat.g_00591
OG0000551	Pras.g_01504	Prat.g_00592
OG0000552	Pras.g_01505	Prat.g_00593
OG0000553	Pras.g_01506	Prat.g_01097
OG0000554	Pras.g_01507	Prat.g_01095
OG0000555	Pras.g_01508	Prat.g_01094
OG0000556	Pras.g_01509	Prat.g_01093
OG0000557	Pras.g_01510	Prat.g_01091
OG0000558	Pras.g_01511	Prat.g_01090
OG0000559	Pras.g_01512	Prat.g_01089
OG0000560	Pras.g_01514	Prat.g_01087
OG0000561	Pras.g_01515	Prat.g_01086
OG0000562	Pras.g_01516	Prat.g_01084
OG0000563	Pras.g_01517	Prat.g_01083
OG0000564	Pras.g_01518	Prat.g_01082
OG0000565	Pras.g_01519	Prat.g_01081
OG0000566	Pras.g_01520	Prat.g_01080
OG0000567	Pras.g_01521	Prat.g_01079
OG0000568	Pras.g_01522	Prat.g_01078
OG0000569	Pras.g_01523	Prat.g_01077
OG0000570	Pras.g_01524	Prat.g_01076
OG0000571	Pras.g_01525	Prat.g_01075
OG0000572	Pras.g_01526	Prat.g_01074
OG0000573	Pras.g_01529	Prat.g_01071
OG0000574	Pras.g_01530	Prat.g_01070
OG0000575	Pras.g_01531	Prat.g_01069
OG0000576	Pras.g_01532	Prat.g_01068
OG0000577	Pras.g_01533	Prat.g_01067
OG0000578	Pras.g_01534	Prat.g_01066
OG0000579	Pras.g_01535	Prat.g_01065
OG0000580	Pras.g_01536	Prat.g_01064
OG0000581	Pras.g_01537	Prat.g_01063
OG0000582	Pras.g_01538	Prat.g_01062
