Orthogroup	Prar	Prbj
OG0000069	Prar.g_00886	Prbj.g_01468
OG0000070	Prar.g_00932	Prbj.g_00371, Prbj.g_02533
OG0000071	Prar.g_00027	Prbj.g_02085
OG0000072	Prar.g_00265	Prbj.g_01460
OG0000073	Prar.g_01499	Prbj.g_00824
OG0000074	Prar.g_01521	Prbj.g_00933
OG0000075	Prar.g_01691	Prbj.g_02419
OG0000076	Prar.g_01904	Prbj.g_01838
OG0000078	Prar.g_00872	Prbj.g_01464
OG0000079	Prar.g_00769	Prbj.g_00881
OG0000080	Prar.g_01166	Prbj.g_01678
OG0000081	Prar.g_00627	Prbj.g_01500
OG0000083	Prar.g_00035	Prbj.g_02076
OG0000084	Prar.g_00032	Prbj.g_02079
OG0000085	Prar.g_00015	Prbj.g_01195
OG0000087	Prar.g_00570	Prbj.g_01921
OG0000088	Prar.g_00215	Prbj.g_01551
OG0000089	Prar.g_00207	Prbj.g_01566
OG0000090	Prar.g_00189	Prbj.g_01547
OG0000091	Prar.g_00158	Prbj.g_00518
OG0000092	Prar.g_00157	Prbj.g_00517
OG0000093	Prar.g_00143	Prbj.g_01138
OG0000094	Prar.g_00125	Prbj.g_01167
OG0000095	Prar.g_00120	Prbj.g_00288
OG0000096	Prar.g_00076	Prbj.g_01352
OG0000097	Prar.g_00313	Prbj.g_01397
OG0000098	Prar.g_00303	Prbj.g_01410
OG0000099	Prar.g_00293	Prbj.g_01422
OG0000100	Prar.g_00290, Prar.g_01154	Prbj.g_01426
OG0000101	Prar.g_00417	Prbj.g_00067
OG0000102	Prar.g_00444	Prbj.g_02004
OG0000103	Prar.g_00526	Prbj.g_00127
OG0000104	Prar.g_00530	Prbj.g_01630
OG0000105	Prar.g_01330	Prbj.g_01608
OG0000106	Prar.g_01362	Prbj.g_02125
OG0000107	Prar.g_01363	Prbj.g_02127
OG0000108	Prar.g_01373	Prbj.g_02668
OG0000109	Prar.g_01382	Prbj.g_01866
OG0000110	Prar.g_01398	Prbj.g_01885
OG0000111	Prar.g_01481	Prbj.g_00792
OG0000112	Prar.g_01482	Prbj.g_00793
OG0000113	Prar.g_01621	Prbj.g_02314
OG0000114	Prar.g_01682	Prbj.g_02410
OG0000115	Prar.g_01833	Prbj.g_02268
OG0000116	Prar.g_01837	Prbj.g_02260
OG0000117	Prar.g_01901	Prbj.g_01841
OG0000118	Prar.g_01953	Prbj.g_02066
OG0000119	Prar.g_01293	Prbj.g_01992
OG0000120	Prar.g_01257	Prbj.g_00843
OG0000121	Prar.g_01238	Prbj.g_00003
OG0000122	Prar.g_01219	Prbj.g_02156
OG0000123	Prar.g_01206	Prbj.g_00020
OG0000124	Prar.g_00376	Prbj.g_01848
OG0000125	Prar.g_00943	Prbj.g_01742
OG0000126	Prar.g_00911	Prbj.g_01639
OG0000127	Prar.g_00352	Prbj.g_01040
OG0000128	Prar.g_00338	Prbj.g_01057
OG0000129	Prar.g_00810	Prbj.g_00656
OG0000130	Prar.g_01145	Prbj.g_00863
OG0000131	Prar.g_01959	Prbj.g_00461
OG0000132	Prar.g_00595, Prar.g_01956	Prbj.g_00458
OG0000133	Prar.g_01068	Prbj.g_01024
OG0000134	Prar.g_01032	Prbj.g_00987
OG0000135	Prar.g_01030	Prbj.g_00985
OG0000136	Prar.g_00638	Prbj.g_01516
OG0000137	Prar.g_00669	Prbj.g_01280
OG0000138	Prar.g_00704	Prbj.g_01963
OG0000139	Prar.g_00055	Prbj.g_02047
OG0000140	Prar.g_00037	Prbj.g_02074
OG0000141	Prar.g_00036	Prbj.g_02075
OG0000142	Prar.g_00034	Prbj.g_02077
OG0000143	Prar.g_00033	Prbj.g_02078
OG0000144	Prar.g_00031	Prbj.g_02080
OG0000145	Prar.g_00030	Prbj.g_02082
OG0000146	Prar.g_00029	Prbj.g_02083
OG0000147	Prar.g_00028	Prbj.g_02084
OG0000148	Prar.g_00026	Prbj.g_02086
OG0000149	Prar.g_00024	Prbj.g_01182
OG0000150	Prar.g_00023	Prbj.g_01183
OG0000151	Prar.g_00022	Prbj.g_01188
OG0000152	Prar.g_00021	Prbj.g_01189
OG0000153	Prar.g_00020	Prbj.g_01190
OG0000154	Prar.g_00019	Prbj.g_01191
OG0000155	Prar.g_00018	Prbj.g_01192
OG0000156	Prar.g_00017	Prbj.g_01193
OG0000157	Prar.g_00016	Prbj.g_01194
OG0000158	Prar.g_00014	Prbj.g_01196
OG0000159	Prar.g_00013	Prbj.g_01197
OG0000160	Prar.g_00012	Prbj.g_01198
OG0000161	Prar.g_00011	Prbj.g_01199
OG0000162	Prar.g_00010	Prbj.g_01200
OG0000163	Prar.g_00009	Prbj.g_01202
OG0000164	Prar.g_00006	Prbj.g_01207
OG0000165	Prar.g_00002	Prbj.g_01212
OG0000166	Prar.g_00001	Prbj.g_01213
OG0000167	Prar.g_00594	Prbj.g_01214
OG0000168	Prar.g_00580	Prbj.g_01215
OG0000169	Prar.g_00578	Prbj.g_01217
OG0000170	Prar.g_00577	Prbj.g_01953
OG0000171	Prar.g_00576	Prbj.g_01951
OG0000172	Prar.g_00574	Prbj.g_01950
OG0000173	Prar.g_00573	Prbj.g_01943
OG0000174	Prar.g_00572	Prbj.g_01936
OG0000175	Prar.g_00571	Prbj.g_01928
OG0000176	Prar.g_00569	Prbj.g_01920
OG0000177	Prar.g_00568	Prbj.g_01919
OG0000178	Prar.g_00567	Prbj.g_01918
OG0000179	Prar.g_00554	Prbj.g_00558
OG0000180	Prar.g_00553	Prbj.g_00560
OG0000181	Prar.g_00552	Prbj.g_00561
OG0000182	Prar.g_00549	Prbj.g_00564
OG0000183	Prar.g_00548	Prbj.g_00565
OG0000184	Prar.g_00255	Prbj.g_00569
OG0000185	Prar.g_00251	Prbj.g_00575
OG0000186	Prar.g_00250	Prbj.g_00576
OG0000187	Prar.g_00249	Prbj.g_00047
OG0000188	Prar.g_00248	Prbj.g_00577
OG0000189	Prar.g_00247	Prbj.g_00580
OG0000190	Prar.g_00246	Prbj.g_00581
OG0000191	Prar.g_00245	Prbj.g_00582
OG0000192	Prar.g_00244	Prbj.g_00583
OG0000193	Prar.g_00243	Prbj.g_00584
OG0000194	Prar.g_00242	Prbj.g_00585
OG0000195	Prar.g_00240	Prbj.g_00589
OG0000196	Prar.g_00239	Prbj.g_00590
OG0000197	Prar.g_00238	Prbj.g_00596
OG0000198	Prar.g_00237	Prbj.g_00600
OG0000199	Prar.g_00234	Prbj.g_00605
OG0000200	Prar.g_00233	Prbj.g_00606
OG0000201	Prar.g_00232	Prbj.g_00607
OG0000202	Prar.g_00231	Prbj.g_00609
OG0000203	Prar.g_00230	Prbj.g_00610
OG0000204	Prar.g_00229	Prbj.g_00611
OG0000205	Prar.g_00228	Prbj.g_00613
OG0000206	Prar.g_00227	Prbj.g_00614
OG0000207	Prar.g_00226	Prbj.g_00615
OG0000208	Prar.g_00225	Prbj.g_00616
OG0000209	Prar.g_00224	Prbj.g_00617
OG0000210	Prar.g_00222	Prbj.g_00619
OG0000211	Prar.g_00221	Prbj.g_00620
OG0000212	Prar.g_00220	Prbj.g_00621
OG0000213	Prar.g_00219	Prbj.g_00624
OG0000214	Prar.g_00217	Prbj.g_00630
OG0000215	Prar.g_00216	Prbj.g_01550
OG0000216	Prar.g_00214	Prbj.g_01552
OG0000217	Prar.g_00213	Prbj.g_01554
OG0000218	Prar.g_00212	Prbj.g_01556
OG0000219	Prar.g_00211	Prbj.g_01557
OG0000220	Prar.g_00208	Prbj.g_01562
OG0000221	Prar.g_00206	Prbj.g_01567
OG0000222	Prar.g_00205	Prbj.g_01568
OG0000223	Prar.g_00204	Prbj.g_01569
OG0000224	Prar.g_00201	Prbj.g_01530
OG0000225	Prar.g_00199	Prbj.g_01532
OG0000226	Prar.g_00198	Prbj.g_01535
OG0000227	Prar.g_00197	Prbj.g_01537
OG0000228	Prar.g_00196	Prbj.g_01538
OG0000229	Prar.g_00195	Prbj.g_01539
OG0000230	Prar.g_00194	Prbj.g_01540
OG0000231	Prar.g_00192	Prbj.g_01542
OG0000232	Prar.g_00191	Prbj.g_01543
OG0000233	Prar.g_00188	Prbj.g_01548
OG0000234	Prar.g_00186	Prbj.g_00545
OG0000235	Prar.g_00182	Prbj.g_00543
OG0000236	Prar.g_00181	Prbj.g_00542
OG0000237	Prar.g_00180	Prbj.g_00541
OG0000238	Prar.g_00179	Prbj.g_00540
OG0000239	Prar.g_00178	Prbj.g_00539
OG0000240	Prar.g_00176	Prbj.g_00537
OG0000241	Prar.g_00175	Prbj.g_00536
OG0000242	Prar.g_00174	Prbj.g_00535
OG0000243	Prar.g_00173	Prbj.g_00534
OG0000244	Prar.g_00172	Prbj.g_00533
OG0000245	Prar.g_00171	Prbj.g_00531
OG0000246	Prar.g_00169	Prbj.g_00529
OG0000247	Prar.g_00168	Prbj.g_00528
OG0000248	Prar.g_00167	Prbj.g_00527
OG0000249	Prar.g_00166	Prbj.g_00526
OG0000250	Prar.g_00165	Prbj.g_00525
OG0000251	Prar.g_00164	Prbj.g_00524
OG0000252	Prar.g_00163	Prbj.g_00523
OG0000253	Prar.g_00162	Prbj.g_00522
OG0000254	Prar.g_00160	Prbj.g_00520
OG0000255	Prar.g_00159	Prbj.g_00519
OG0000256	Prar.g_00156	Prbj.g_00516
OG0000257	Prar.g_00154	Prbj.g_00515
OG0000258	Prar.g_00153	Prbj.g_00514
OG0000259	Prar.g_00152	Prbj.g_00513
OG0000260	Prar.g_00151	Prbj.g_00512
OG0000261	Prar.g_00150	Prbj.g_00511
OG0000262	Prar.g_00149	Prbj.g_00510
OG0000263	Prar.g_00148	Prbj.g_00509
OG0000264	Prar.g_00146	Prbj.g_02369
OG0000265	Prar.g_00145	Prbj.g_01135
OG0000266	Prar.g_00144	Prbj.g_01137
OG0000267	Prar.g_00142	Prbj.g_01141
OG0000268	Prar.g_00141	Prbj.g_01143
OG0000269	Prar.g_00140	Prbj.g_01146
OG0000270	Prar.g_00139	Prbj.g_01148
OG0000271	Prar.g_00138	Prbj.g_01151
OG0000272	Prar.g_00137	Prbj.g_01152
OG0000273	Prar.g_00136	Prbj.g_01155
OG0000274	Prar.g_00135	Prbj.g_01157
OG0000275	Prar.g_00134	Prbj.g_01158
OG0000276	Prar.g_00133	Prbj.g_01159
OG0000277	Prar.g_00132	Prbj.g_01160
OG0000278	Prar.g_00131	Prbj.g_01161
OG0000279	Prar.g_00130	Prbj.g_01162
OG0000280	Prar.g_00129	Prbj.g_01163
OG0000281	Prar.g_00127	Prbj.g_01165
OG0000282	Prar.g_00126	Prbj.g_01166
OG0000283	Prar.g_00123	Prbj.g_01173
OG0000284	Prar.g_00122	Prbj.g_01174
OG0000285	Prar.g_00121	Prbj.g_00289
OG0000286	Prar.g_00119	Prbj.g_00287
OG0000287	Prar.g_00118	Prbj.g_00234
OG0000288	Prar.g_00117	Prbj.g_00235
OG0000289	Prar.g_00116	Prbj.g_00237
OG0000290	Prar.g_00115	Prbj.g_00238
OG0000291	Prar.g_00114	Prbj.g_00240
OG0000292	Prar.g_00113	Prbj.g_00250
OG0000293	Prar.g_00112	Prbj.g_00251
OG0000294	Prar.g_00111	Prbj.g_00252
OG0000295	Prar.g_00110	Prbj.g_00258
OG0000296	Prar.g_00109	Prbj.g_00259
OG0000297	Prar.g_00108	Prbj.g_00262
OG0000298	Prar.g_00107	Prbj.g_00263
OG0000299	Prar.g_00106	Prbj.g_00264
OG0000300	Prar.g_00105	Prbj.g_00265
OG0000301	Prar.g_00104	Prbj.g_00266
OG0000302	Prar.g_00103	Prbj.g_00267
OG0000303	Prar.g_00102	Prbj.g_00268
OG0000304	Prar.g_00101	Prbj.g_00270
OG0000305	Prar.g_00100	Prbj.g_00271
OG0000306	Prar.g_00099	Prbj.g_00272
OG0000307	Prar.g_00098	Prbj.g_00181
OG0000308	Prar.g_00097	Prbj.g_01775
OG0000309	Prar.g_00096	Prbj.g_01776
OG0000310	Prar.g_00095	Prbj.g_01777
OG0000311	Prar.g_00094	Prbj.g_00177
OG0000312	Prar.g_00092	Prbj.g_00176
OG0000313	Prar.g_00091	Prbj.g_02608
OG0000314	Prar.g_00088	Prbj.g_02614
OG0000315	Prar.g_00087	Prbj.g_02615
OG0000316	Prar.g_00085	Prbj.g_02661
OG0000317	Prar.g_00083	Prbj.g_01341
OG0000318	Prar.g_00082	Prbj.g_01342
OG0000319	Prar.g_00081	Prbj.g_01343
OG0000320	Prar.g_00080	Prbj.g_01345
OG0000321	Prar.g_00077	Prbj.g_01350
OG0000322	Prar.g_00334	Prbj.g_01359
OG0000323	Prar.g_00333	Prbj.g_01360
OG0000324	Prar.g_00330	Prbj.g_01362
OG0000325	Prar.g_00328	Prbj.g_01364
OG0000326	Prar.g_00327	Prbj.g_01366
OG0000327	Prar.g_00325	Prbj.g_01372
OG0000328	Prar.g_00324	Prbj.g_00180
OG0000329	Prar.g_00323	Prbj.g_01385
OG0000330	Prar.g_00322	Prbj.g_01386
OG0000331	Prar.g_00321	Prbj.g_01388
OG0000332	Prar.g_00320	Prbj.g_01389
OG0000333	Prar.g_00319	Prbj.g_01390
OG0000334	Prar.g_00318	Prbj.g_01391
OG0000335	Prar.g_00317	Prbj.g_01392
OG0000336	Prar.g_00316	Prbj.g_01394
OG0000337	Prar.g_00312	Prbj.g_01399
OG0000338	Prar.g_00311	Prbj.g_01400
OG0000339	Prar.g_00310	Prbj.g_01401
OG0000340	Prar.g_00309	Prbj.g_01403
OG0000341	Prar.g_00305	Prbj.g_01408
OG0000342	Prar.g_00304	Prbj.g_01409
OG0000343	Prar.g_00302	Prbj.g_01411
OG0000344	Prar.g_00301	Prbj.g_01413
OG0000345	Prar.g_00300	Prbj.g_01414
OG0000346	Prar.g_00299	Prbj.g_01415
OG0000347	Prar.g_00298	Prbj.g_01416
OG0000348	Prar.g_00297	Prbj.g_01417
OG0000349	Prar.g_00296	Prbj.g_01418
OG0000350	Prar.g_00295	Prbj.g_01419
OG0000351	Prar.g_00292	Prbj.g_01423
OG0000352	Prar.g_00289	Prbj.g_01427
OG0000353	Prar.g_00288	Prbj.g_01430
OG0000354	Prar.g_00287	Prbj.g_01431
OG0000355	Prar.g_00286	Prbj.g_01432
OG0000356	Prar.g_00285	Prbj.g_01437
OG0000357	Prar.g_00284	Prbj.g_01438
OG0000358	Prar.g_00283	Prbj.g_01439
OG0000359	Prar.g_00282	Prbj.g_01441
OG0000360	Prar.g_00279	Prbj.g_01444
OG0000361	Prar.g_00278	Prbj.g_01445
OG0000362	Prar.g_00277	Prbj.g_01446
OG0000363	Prar.g_00276	Prbj.g_01448
OG0000364	Prar.g_00275	Prbj.g_01449
OG0000365	Prar.g_00274	Prbj.g_01450
OG0000366	Prar.g_00273	Prbj.g_01451
OG0000367	Prar.g_00272	Prbj.g_01452
OG0000368	Prar.g_00271	Prbj.g_01453
OG0000369	Prar.g_00270	Prbj.g_01454
OG0000370	Prar.g_00269	Prbj.g_01455
OG0000371	Prar.g_00268	Prbj.g_01456
OG0000372	Prar.g_00266	Prbj.g_01459
OG0000373	Prar.g_00264	Prbj.g_01469
OG0000374	Prar.g_00263	Prbj.g_01471
OG0000375	Prar.g_00262	Prbj.g_01480
OG0000376	Prar.g_00260	Prbj.g_00359
OG0000377	Prar.g_00259	Prbj.g_00352
OG0000378	Prar.g_00258	Prbj.g_00351
OG0000379	Prar.g_00394	Prbj.g_00341
OG0000380	Prar.g_00395	Prbj.g_00339
OG0000381	Prar.g_00396	Prbj.g_00338
OG0000382	Prar.g_00398	Prbj.g_00336
OG0000383	Prar.g_00401	Prbj.g_00331
OG0000384	Prar.g_00402	Prbj.g_00330
OG0000385	Prar.g_00405	Prbj.g_00324
OG0000386	Prar.g_00406	Prbj.g_00323
OG0000387	Prar.g_00407	Prbj.g_00322
OG0000388	Prar.g_00408	Prbj.g_00321
OG0000389	Prar.g_00409	Prbj.g_00320
OG0000390	Prar.g_00410	Prbj.g_00319
OG0000391	Prar.g_00411	Prbj.g_00318
OG0000392	Prar.g_00412	Prbj.g_00317
OG0000393	Prar.g_00415	Prbj.g_00063
OG0000394	Prar.g_00416	Prbj.g_00064
OG0000395	Prar.g_00418	Prbj.g_00068
OG0000396	Prar.g_00419	Prbj.g_02500
OG0000397	Prar.g_00432	Prbj.g_00563
OG0000398	Prar.g_00440	Prbj.g_00874
OG0000399	Prar.g_00441	Prbj.g_00689
OG0000400	Prar.g_00446	Prbj.g_02659
OG0000401	Prar.g_00479	Prbj.g_00076
OG0000402	Prar.g_00480	Prbj.g_00077
OG0000403	Prar.g_00481	Prbj.g_00089
OG0000404	Prar.g_00483	Prbj.g_00099
OG0000405	Prar.g_00484	Prbj.g_00100
OG0000406	Prar.g_00486	Prbj.g_00102
OG0000407	Prar.g_00487	Prbj.g_00103
OG0000408	Prar.g_00488	Prbj.g_00104
OG0000409	Prar.g_00489	Prbj.g_00105
OG0000410	Prar.g_00490	Prbj.g_00107
OG0000411	Prar.g_00491	Prbj.g_00108
OG0000412	Prar.g_00492	Prbj.g_00109
OG0000413	Prar.g_00493	Prbj.g_00110
OG0000414	Prar.g_00494	Prbj.g_00111
OG0000415	Prar.g_00495	Prbj.g_00112
OG0000416	Prar.g_00496	Prbj.g_00113
OG0000417	Prar.g_00497	Prbj.g_00117
OG0000418	Prar.g_00498	Prbj.g_00118
OG0000419	Prar.g_00499	Prbj.g_00119
OG0000420	Prar.g_00500	Prbj.g_00120
OG0000421	Prar.g_00501	Prbj.g_01894
OG0000422	Prar.g_00503	Prbj.g_01892
OG0000423	Prar.g_00504	Prbj.g_01891
OG0000424	Prar.g_00506	Prbj.g_01888
OG0000425	Prar.g_00510	Prbj.g_00152
OG0000426	Prar.g_00511	Prbj.g_00151
OG0000427	Prar.g_00512	Prbj.g_00148
OG0000428	Prar.g_00513	Prbj.g_00136
OG0000429	Prar.g_00514	Prbj.g_00134
OG0000430	Prar.g_00521	Prbj.g_00132
OG0000431	Prar.g_00523	Prbj.g_00130
OG0000432	Prar.g_00524	Prbj.g_00129
OG0000433	Prar.g_00527	Prbj.g_01638
OG0000434	Prar.g_00528	Prbj.g_01635
OG0000435	Prar.g_00529	Prbj.g_01631
OG0000436	Prar.g_00531	Prbj.g_01629
OG0000437	Prar.g_00533	Prbj.g_01627
OG0000438	Prar.g_00534	Prbj.g_01626
OG0000439	Prar.g_00535	Prbj.g_01625
OG0000440	Prar.g_00537	Prbj.g_01622
OG0000441	Prar.g_00538	Prbj.g_01620
OG0000442	Prar.g_00539	Prbj.g_01619
OG0000443	Prar.g_00540	Prbj.g_01618
OG0000444	Prar.g_00541	Prbj.g_01617
OG0000445	Prar.g_00542	Prbj.g_01616
OG0000446	Prar.g_00543	Prbj.g_01615
OG0000447	Prar.g_00544	Prbj.g_01614
OG0000448	Prar.g_00545	Prbj.g_01613
OG0000449	Prar.g_01331	Prbj.g_01605
OG0000450	Prar.g_01332	Prbj.g_02088
OG0000451	Prar.g_01333	Prbj.g_02089
OG0000452	Prar.g_01334	Prbj.g_02090
OG0000453	Prar.g_01336	Prbj.g_02093
OG0000454	Prar.g_01337	Prbj.g_02094
OG0000455	Prar.g_01338	Prbj.g_02095
OG0000456	Prar.g_01339	Prbj.g_02096
OG0000457	Prar.g_01341	Prbj.g_02097
OG0000458	Prar.g_01343	Prbj.g_02098
OG0000459	Prar.g_01344	Prbj.g_02099
OG0000460	Prar.g_01345	Prbj.g_02101
OG0000461	Prar.g_01346	Prbj.g_02102
OG0000462	Prar.g_01347	Prbj.g_02103
OG0000463	Prar.g_01348	Prbj.g_02108
OG0000464	Prar.g_01353	Prbj.g_02113
OG0000465	Prar.g_01355	Prbj.g_02114
OG0000466	Prar.g_01356	Prbj.g_02115
OG0000467	Prar.g_01357	Prbj.g_02117
OG0000468	Prar.g_01358	Prbj.g_02118
OG0000469	Prar.g_01359	Prbj.g_02123
OG0000470	Prar.g_01360	Prbj.g_01116
OG0000471	Prar.g_01361	Prbj.g_00765
OG0000472	Prar.g_01364	Prbj.g_02128
OG0000473	Prar.g_01365	Prbj.g_02130
OG0000474	Prar.g_01366	Prbj.g_02132
OG0000475	Prar.g_01367	Prbj.g_02133
OG0000476	Prar.g_01368	Prbj.g_02139
OG0000477	Prar.g_01370	Prbj.g_02142
OG0000478	Prar.g_01371	Prbj.g_02144
OG0000479	Prar.g_01372	Prbj.g_02146
OG0000480	Prar.g_01374	Prbj.g_02666
OG0000481	Prar.g_01375	Prbj.g_01858
OG0000482	Prar.g_01376	Prbj.g_01859
OG0000483	Prar.g_01377	Prbj.g_01861
OG0000484	Prar.g_01378	Prbj.g_01862
OG0000485	Prar.g_01379	Prbj.g_01863
OG0000486	Prar.g_01380	Prbj.g_01864
OG0000487	Prar.g_01381	Prbj.g_01865
OG0000488	Prar.g_01383	Prbj.g_01867
OG0000489	Prar.g_01384	Prbj.g_01868
OG0000490	Prar.g_01385	Prbj.g_01869
OG0000491	Prar.g_01386	Prbj.g_01870
OG0000492	Prar.g_01387	Prbj.g_01871
OG0000493	Prar.g_01388	Prbj.g_01872
OG0000494	Prar.g_01390	Prbj.g_01874
OG0000495	Prar.g_01391	Prbj.g_01875
OG0000496	Prar.g_01392	Prbj.g_01877
OG0000497	Prar.g_01393	Prbj.g_01879
OG0000498	Prar.g_01394	Prbj.g_01880
OG0000499	Prar.g_01396	Prbj.g_01882
OG0000500	Prar.g_01397	Prbj.g_01883
OG0000501	Prar.g_01399	Prbj.g_01807
OG0000502	Prar.g_01400	Prbj.g_01806
OG0000503	Prar.g_01401	Prbj.g_01805
OG0000504	Prar.g_01402	Prbj.g_01803
OG0000505	Prar.g_01403	Prbj.g_01802
OG0000506	Prar.g_01404	Prbj.g_01801
OG0000507	Prar.g_01405	Prbj.g_01800
OG0000508	Prar.g_01407	Prbj.g_01796
OG0000509	Prar.g_01408	Prbj.g_01795
OG0000510	Prar.g_01409	Prbj.g_01794
OG0000511	Prar.g_01410	Prbj.g_01793
OG0000512	Prar.g_01411	Prbj.g_01792
OG0000513	Prar.g_01412	Prbj.g_01791
OG0000514	Prar.g_01413	Prbj.g_01790
OG0000515	Prar.g_01415	Prbj.g_01787
OG0000516	Prar.g_01416	Prbj.g_01786
OG0000517	Prar.g_01417	Prbj.g_01785
OG0000518	Prar.g_01420	Prbj.g_01781
OG0000519	Prar.g_01422	Prbj.g_01780
OG0000520	Prar.g_01423	Prbj.g_01779
OG0000521	Prar.g_01424	Prbj.g_01778
OG0000522	Prar.g_01425	Prbj.g_01772
OG0000523	Prar.g_01426	Prbj.g_01771
OG0000524	Prar.g_01427	Prbj.g_01770
OG0000525	Prar.g_01429	Prbj.g_01768
OG0000526	Prar.g_01430	Prbj.g_01767
OG0000527	Prar.g_01431	Prbj.g_01766
OG0000528	Prar.g_01432	Prbj.g_01765
OG0000529	Prar.g_01433	Prbj.g_01764
OG0000530	Prar.g_01434	Prbj.g_01763
OG0000531	Prar.g_01435	Prbj.g_01760
OG0000532	Prar.g_01436	Prbj.g_01758
OG0000533	Prar.g_01437	Prbj.g_01757
OG0000534	Prar.g_01438	Prbj.g_01756
OG0000535	Prar.g_01439	Prbj.g_01755
OG0000536	Prar.g_01440	Prbj.g_01754
OG0000537	Prar.g_01441	Prbj.g_01753
OG0000538	Prar.g_01442	Prbj.g_01752
OG0000539	Prar.g_01443	Prbj.g_01750
OG0000540	Prar.g_01444	Prbj.g_01748
OG0000541	Prar.g_01445	Prbj.g_02544
OG0000542	Prar.g_01446	Prbj.g_02545
OG0000543	Prar.g_01447	Prbj.g_02546
OG0000544	Prar.g_01448	Prbj.g_02547
OG0000545	Prar.g_01451	Prbj.g_02550
OG0000546	Prar.g_01452	Prbj.g_02551
OG0000547	Prar.g_01454	Prbj.g_02553
OG0000548	Prar.g_01455	Prbj.g_02558
OG0000549	Prar.g_01456	Prbj.g_02559
OG0000550	Prar.g_01457	Prbj.g_02560
OG0000551	Prar.g_01458	Prbj.g_02563
OG0000552	Prar.g_01459	Prbj.g_02565
OG0000553	Prar.g_01460	Prbj.g_02566
OG0000554	Prar.g_01461	Prbj.g_02568
OG0000555	Prar.g_01462	Prbj.g_02569
OG0000556	Prar.g_01463	Prbj.g_02570
OG0000557	Prar.g_01464	Prbj.g_02571
OG0000558	Prar.g_01465	Prbj.g_02573
OG0000559	Prar.g_01466	Prbj.g_02574
OG0000560	Prar.g_01468	Prbj.g_02576
OG0000561	Prar.g_01469	Prbj.g_02577
OG0000562	Prar.g_01470	Prbj.g_02579
OG0000563	Prar.g_01471	Prbj.g_02580
OG0000564	Prar.g_01472	Prbj.g_02581
OG0000565	Prar.g_01473	Prbj.g_02589
OG0000566	Prar.g_01474	Prbj.g_02590
OG0000567	Prar.g_01475	Prbj.g_02591
OG0000568	Prar.g_01476	Prbj.g_02592
OG0000569	Prar.g_01477	Prbj.g_02593
OG0000570	Prar.g_01478	Prbj.g_02596
OG0000571	Prar.g_01479	Prbj.g_02597
OG0000572	Prar.g_01480	Prbj.g_02598
