Orthogroup	Prar	Pray
OG0000176	Prar.g_00569	Pray.g_00233
OG0000177	Prar.g_00568	Pray.g_00232
OG0000178	Prar.g_00567	Pray.g_00231
OG0000179	Prar.g_00554	Pray.g_00225
OG0000180	Prar.g_00553	Pray.g_00224
OG0000181	Prar.g_00552	Pray.g_00223
OG0000182	Prar.g_00549	Pray.g_00220
OG0000183	Prar.g_00548	Pray.g_00219
OG0000184	Prar.g_00255	Pray.g_00216
OG0000185	Prar.g_00251	Pray.g_00212
OG0000186	Prar.g_00250	Pray.g_00211
OG0000187	Prar.g_00249	Pray.g_00210
OG0000188	Prar.g_00248	Pray.g_00209
OG0000189	Prar.g_00247	Pray.g_00208
OG0000190	Prar.g_00246	Pray.g_00207
OG0000191	Prar.g_00245	Pray.g_00206
OG0000192	Prar.g_00244	Pray.g_00205
OG0000193	Prar.g_00243	Pray.g_00204
OG0000194	Prar.g_00242	Pray.g_00203
OG0000195	Prar.g_00240	Pray.g_00201
OG0000196	Prar.g_00239	Pray.g_00200
OG0000197	Prar.g_00238	Pray.g_00199
OG0000198	Prar.g_00237	Pray.g_00198
OG0000199	Prar.g_00234	Pray.g_00195
OG0000200	Prar.g_00233	Pray.g_00194
OG0000201	Prar.g_00232	Pray.g_00193
OG0000202	Prar.g_00231	Pray.g_00192
OG0000203	Prar.g_00230	Pray.g_00191
OG0000204	Prar.g_00229	Pray.g_00190
OG0000205	Prar.g_00228	Pray.g_00189
OG0000206	Prar.g_00227	Pray.g_00188
OG0000207	Prar.g_00226	Pray.g_00187
OG0000208	Prar.g_00225	Pray.g_00186
OG0000209	Prar.g_00224	Pray.g_00185
OG0000210	Prar.g_00222	Pray.g_00183
OG0000211	Prar.g_00221	Pray.g_00182
OG0000212	Prar.g_00220	Pray.g_00181
OG0000213	Prar.g_00219	Pray.g_00180
OG0000214	Prar.g_00217	Pray.g_00178
OG0000215	Prar.g_00216	Pray.g_00177
OG0000216	Prar.g_00214	Pray.g_00175
OG0000217	Prar.g_00213	Pray.g_00174
OG0000218	Prar.g_00212	Pray.g_00173
OG0000219	Prar.g_00211	Pray.g_00172
OG0000220	Prar.g_00208	Pray.g_00169
OG0000221	Prar.g_00206	Pray.g_00167
OG0000222	Prar.g_00205	Pray.g_00166
OG0000223	Prar.g_00204	Pray.g_00165
OG0000224	Prar.g_00201	Pray.g_00162
OG0000225	Prar.g_00199	Pray.g_00160
OG0000226	Prar.g_00198	Pray.g_00159
OG0000227	Prar.g_00197	Pray.g_00158
OG0000228	Prar.g_00196	Pray.g_00157
OG0000229	Prar.g_00195	Pray.g_00156
OG0000230	Prar.g_00194	Pray.g_00155
OG0000231	Prar.g_00192	Pray.g_00153
OG0000232	Prar.g_00191	Pray.g_00152
OG0000233	Prar.g_00188	Pray.g_00149
OG0000234	Prar.g_00186	Pray.g_00147
OG0000235	Prar.g_00182	Pray.g_00144
OG0000236	Prar.g_00181	Pray.g_00143
OG0000237	Prar.g_00180	Pray.g_00142
OG0000238	Prar.g_00179	Pray.g_00141
OG0000239	Prar.g_00178	Pray.g_00140
OG0000240	Prar.g_00176	Pray.g_00138
OG0000241	Prar.g_00175	Pray.g_00137
OG0000242	Prar.g_00174	Pray.g_00136
OG0000243	Prar.g_00173	Pray.g_00635
OG0000244	Prar.g_00172	Pray.g_00636
OG0000245	Prar.g_00171	Pray.g_00637
OG0000246	Prar.g_00169	Pray.g_00639
OG0000247	Prar.g_00168	Pray.g_00640
OG0000248	Prar.g_00167	Pray.g_00641
OG0000249	Prar.g_00166	Pray.g_00642
OG0000250	Prar.g_00165	Pray.g_00643
OG0000251	Prar.g_00164	Pray.g_00644
OG0000252	Prar.g_00163	Pray.g_00645
OG0000253	Prar.g_00162	Pray.g_00646
OG0000254	Prar.g_00160	Pray.g_00648
OG0000255	Prar.g_00159	Pray.g_00649
OG0000256	Prar.g_00156	Pray.g_00652
OG0000257	Prar.g_00154	Pray.g_00654
OG0000258	Prar.g_00153	Pray.g_00655
OG0000259	Prar.g_00152	Pray.g_00656
OG0000260	Prar.g_00151	Pray.g_00657
OG0000261	Prar.g_00150	Pray.g_00658
OG0000262	Prar.g_00149	Pray.g_00659
OG0000263	Prar.g_00148	Pray.g_00660
OG0000264	Prar.g_00146	Pray.g_00662
OG0000265	Prar.g_00145	Pray.g_00663
OG0000266	Prar.g_00144	Pray.g_00664
OG0000267	Prar.g_00142	Pray.g_00666
OG0000268	Prar.g_00141	Pray.g_00667
OG0000269	Prar.g_00140	Pray.g_00668
OG0000270	Prar.g_00139	Pray.g_00669
OG0000271	Prar.g_00138	Pray.g_00670
OG0000272	Prar.g_00137	Pray.g_00671
OG0000273	Prar.g_00136	Pray.g_00672
OG0000274	Prar.g_00135	Pray.g_00673
OG0000275	Prar.g_00134	Pray.g_00674
OG0000276	Prar.g_00133	Pray.g_00675
OG0000277	Prar.g_00132	Pray.g_00676
OG0000278	Prar.g_00131	Pray.g_00677
OG0000279	Prar.g_00130	Pray.g_00678
OG0000280	Prar.g_00129	Pray.g_00679
OG0000281	Prar.g_00127	Pray.g_00681
OG0000282	Prar.g_00126	Pray.g_00682
OG0000283	Prar.g_00123	Pray.g_00685
OG0000284	Prar.g_00122	Pray.g_00686
OG0000285	Prar.g_00121	Pray.g_00687
OG0000286	Prar.g_00119	Pray.g_00689
OG0000287	Prar.g_00118	Pray.g_00690
OG0000288	Prar.g_00117	Pray.g_00691
OG0000289	Prar.g_00116	Pray.g_00692
OG0000290	Prar.g_00115	Pray.g_00693
OG0000291	Prar.g_00114	Pray.g_00694
OG0000292	Prar.g_00113	Pray.g_00695
OG0000293	Prar.g_00112	Pray.g_00696
OG0000294	Prar.g_00111	Pray.g_00697
OG0000295	Prar.g_00110	Pray.g_00698
OG0000296	Prar.g_00109	Pray.g_00699
OG0000297	Prar.g_00108	Pray.g_00700
OG0000298	Prar.g_00107	Pray.g_00701
OG0000299	Prar.g_00106	Pray.g_00702
OG0000300	Prar.g_00105	Pray.g_00703
OG0000301	Prar.g_00104	Pray.g_00704
OG0000302	Prar.g_00103	Pray.g_00705
OG0000303	Prar.g_00102	Pray.g_00706
OG0000304	Prar.g_00101	Pray.g_00707
OG0000305	Prar.g_00100	Pray.g_00708
OG0000306	Prar.g_00099	Pray.g_00709
OG0000307	Prar.g_00098	Pray.g_00710
OG0000308	Prar.g_00097	Pray.g_00711
OG0000309	Prar.g_00096	Pray.g_00712
OG0000310	Prar.g_00095	Pray.g_00713
OG0000311	Prar.g_00094	Pray.g_00714
OG0000312	Prar.g_00092	Pray.g_00716
OG0000313	Prar.g_00091	Pray.g_00717
OG0000314	Prar.g_00088	Pray.g_00720
OG0000315	Prar.g_00087	Pray.g_00721
OG0000316	Prar.g_00085	Pray.g_00723
OG0000317	Prar.g_00083	Pray.g_00725
OG0000318	Prar.g_00082	Pray.g_00726
OG0000319	Prar.g_00081	Pray.g_00727
OG0000320	Prar.g_00080	Pray.g_00728
OG0000321	Prar.g_00077	Pray.g_00731
OG0000322	Prar.g_00334	Pray.g_00734
OG0000323	Prar.g_00333	Pray.g_00735
OG0000324	Prar.g_00330	Pray.g_00738
OG0000325	Prar.g_00328	Pray.g_00739
OG0000326	Prar.g_00327	Pray.g_00740
OG0000327	Prar.g_00325	Pray.g_00742
OG0000328	Prar.g_00324	Pray.g_00743
OG0000329	Prar.g_00323	Pray.g_00744
OG0000330	Prar.g_00322	Pray.g_00745
OG0000331	Prar.g_00321	Pray.g_00746
OG0000332	Prar.g_00320	Pray.g_00747
OG0000333	Prar.g_00319	Pray.g_00748
OG0000334	Prar.g_00318	Pray.g_00749
OG0000335	Prar.g_00317	Pray.g_00750
OG0000336	Prar.g_00316	Pray.g_00751
OG0000337	Prar.g_00312	Pray.g_00754
OG0000338	Prar.g_00311	Pray.g_00755
OG0000339	Prar.g_00310	Pray.g_00756
OG0000340	Prar.g_00309	Pray.g_00757
OG0000341	Prar.g_00305	Pray.g_00761
OG0000342	Prar.g_00304	Pray.g_00762
OG0000343	Prar.g_00302	Pray.g_00764
OG0000344	Prar.g_00301	Pray.g_00765
OG0000345	Prar.g_00300	Pray.g_00766
OG0000346	Prar.g_00299	Pray.g_00767
OG0000347	Prar.g_00298	Pray.g_00768
OG0000348	Prar.g_00297	Pray.g_00769
OG0000349	Prar.g_00296	Pray.g_00770
OG0000350	Prar.g_00295	Pray.g_00771
OG0000351	Prar.g_00292	Pray.g_00773
OG0000352	Prar.g_00289	Pray.g_00776
OG0000353	Prar.g_00288	Pray.g_00777
OG0000354	Prar.g_00287	Pray.g_00778
OG0000355	Prar.g_00286	Pray.g_00779
OG0000356	Prar.g_00285	Pray.g_00780
OG0000357	Prar.g_00284	Pray.g_00781
OG0000358	Prar.g_00283	Pray.g_00782
OG0000359	Prar.g_00282	Pray.g_00783
OG0000360	Prar.g_00279	Pray.g_00786
OG0000361	Prar.g_00278	Pray.g_00787
OG0000362	Prar.g_00277	Pray.g_00788
OG0000363	Prar.g_00276	Pray.g_00789
OG0000364	Prar.g_00275	Pray.g_00790
OG0000365	Prar.g_00274	Pray.g_00791
OG0000366	Prar.g_00273	Pray.g_00792
OG0000367	Prar.g_00272	Pray.g_00793
OG0000368	Prar.g_00271	Pray.g_00794
OG0000369	Prar.g_00270	Pray.g_00795
OG0000370	Prar.g_00269	Pray.g_00796
OG0000371	Prar.g_00268	Pray.g_00797
OG0000372	Prar.g_00266	Pray.g_00799
OG0000373	Prar.g_00264	Pray.g_00801
OG0000374	Prar.g_00263	Pray.g_00802
OG0000375	Prar.g_00262	Pray.g_00803
OG0000376	Prar.g_00260	Pray.g_00805
OG0000377	Prar.g_00259	Pray.g_00806
OG0000378	Prar.g_00258	Pray.g_00807
OG0000379	Prar.g_00394	Pray.g_00812
OG0000380	Prar.g_00395	Pray.g_00813
OG0000381	Prar.g_00396	Pray.g_00814
OG0000382	Prar.g_00398	Pray.g_00816
OG0000383	Prar.g_00401	Pray.g_00819
OG0000384	Prar.g_00402	Pray.g_00820
OG0000385	Prar.g_00405	Pray.g_00823
OG0000386	Prar.g_00406	Pray.g_00824
OG0000387	Prar.g_00407	Pray.g_00825
OG0000388	Prar.g_00408	Pray.g_00826
OG0000389	Prar.g_00409	Pray.g_00827
OG0000390	Prar.g_00410	Pray.g_00828
OG0000391	Prar.g_00411	Pray.g_00829
OG0000392	Prar.g_00412	Pray.g_00830
OG0000393	Prar.g_00415	Pray.g_00833
OG0000394	Prar.g_00416	Pray.g_00834
OG0000395	Prar.g_00418	Pray.g_00836
OG0000396	Prar.g_00419	Pray.g_00837
OG0000397	Prar.g_00432	Pray.g_00849
OG0000398	Prar.g_00440	Pray.g_00857
OG0000399	Prar.g_00441	Pray.g_00858
OG0000400	Prar.g_00446	Pray.g_00864
OG0000401	Prar.g_00479	Pray.g_00921
OG0000402	Prar.g_00480	Pray.g_00922
OG0000403	Prar.g_00481	Pray.g_00923
OG0000404	Prar.g_00483	Pray.g_00925
OG0000405	Prar.g_00484	Pray.g_00926
OG0000406	Prar.g_00486	Pray.g_00928
OG0000407	Prar.g_00487	Pray.g_00929
OG0000408	Prar.g_00488	Pray.g_00930
OG0000409	Prar.g_00489	Pray.g_00931
OG0000410	Prar.g_00490	Pray.g_00932
OG0000411	Prar.g_00491	Pray.g_00933
OG0000412	Prar.g_00492	Pray.g_00934
OG0000413	Prar.g_00493	Pray.g_00935
OG0000414	Prar.g_00494	Pray.g_00936
OG0000415	Prar.g_00495	Pray.g_00937
OG0000416	Prar.g_00496	Pray.g_00938
OG0000417	Prar.g_00497	Pray.g_00939
OG0000418	Prar.g_00498	Pray.g_00940
OG0000419	Prar.g_00499	Pray.g_00941
OG0000420	Prar.g_00500	Pray.g_00942
OG0000421	Prar.g_00501	Pray.g_00943
OG0000422	Prar.g_00503	Pray.g_00945
OG0000423	Prar.g_00504	Pray.g_00946
OG0000424	Prar.g_00506	Pray.g_00948
OG0000425	Prar.g_00510	Pray.g_00951
OG0000426	Prar.g_00511	Pray.g_00952
OG0000427	Prar.g_00512	Pray.g_00953
OG0000428	Prar.g_00513	Pray.g_00954
OG0000429	Prar.g_00514	Pray.g_00955
OG0000430	Prar.g_00521	Pray.g_00961
OG0000431	Prar.g_00523	Pray.g_00963
OG0000432	Prar.g_00524	Pray.g_00964
OG0000433	Prar.g_00527	Pray.g_00967
OG0000434	Prar.g_00528	Pray.g_00968
OG0000435	Prar.g_00529	Pray.g_00969
OG0000436	Prar.g_00531	Pray.g_00971
OG0000437	Prar.g_00533	Pray.g_00973
OG0000438	Prar.g_00534	Pray.g_00974
OG0000439	Prar.g_00535	Pray.g_00975
OG0000440	Prar.g_00537	Pray.g_00977
OG0000441	Prar.g_00538	Pray.g_00978
OG0000442	Prar.g_00539	Pray.g_00979
OG0000443	Prar.g_00540	Pray.g_00980
OG0000444	Prar.g_00541	Pray.g_00981
OG0000445	Prar.g_00542	Pray.g_00982
OG0000446	Prar.g_00543	Pray.g_00983
OG0000447	Prar.g_00544	Pray.g_00984
OG0000448	Prar.g_00545	Pray.g_00985
OG0000449	Prar.g_01331	Pray.g_00991
OG0000450	Prar.g_01332	Pray.g_00992
OG0000451	Prar.g_01333	Pray.g_00993
OG0000452	Prar.g_01334	Pray.g_00994
OG0000453	Prar.g_01336	Pray.g_00996
OG0000454	Prar.g_01337	Pray.g_00997
OG0000455	Prar.g_01338	Pray.g_00998
OG0000456	Prar.g_01339	Pray.g_00999
OG0000457	Prar.g_01341	Pray.g_01001
OG0000458	Prar.g_01343	Pray.g_01003
OG0000459	Prar.g_01344	Pray.g_01004
OG0000460	Prar.g_01345	Pray.g_01006
OG0000461	Prar.g_01346	Pray.g_01007
OG0000462	Prar.g_01347	Pray.g_01008
OG0000463	Prar.g_01348	Pray.g_01009
OG0000464	Prar.g_01353	Pray.g_01014
OG0000465	Prar.g_01355	Pray.g_01016
OG0000466	Prar.g_01356	Pray.g_01017
OG0000467	Prar.g_01357	Pray.g_01018
OG0000468	Prar.g_01358	Pray.g_01019
OG0000469	Prar.g_01359	Pray.g_01020
OG0000470	Prar.g_01360	Pray.g_01021
OG0000471	Prar.g_01361	Pray.g_01022
OG0000472	Prar.g_01364	Pray.g_01227
OG0000473	Prar.g_01365	Pray.g_01226
OG0000474	Prar.g_01366	Pray.g_01225
OG0000475	Prar.g_01367	Pray.g_01224
OG0000476	Prar.g_01368	Pray.g_01223
OG0000477	Prar.g_01370	Pray.g_01221
OG0000478	Prar.g_01371	Pray.g_01220
OG0000479	Prar.g_01372	Pray.g_01219
OG0000480	Prar.g_01374	Pray.g_01217
OG0000481	Prar.g_01375	Pray.g_01216
OG0000482	Prar.g_01376	Pray.g_01215
OG0000483	Prar.g_01377	Pray.g_01214
OG0000484	Prar.g_01378	Pray.g_01213
OG0000485	Prar.g_01379	Pray.g_01212
OG0000486	Prar.g_01380	Pray.g_01211
OG0000487	Prar.g_01381	Pray.g_01210
OG0000488	Prar.g_01383	Pray.g_01208
OG0000489	Prar.g_01384	Pray.g_01207
OG0000490	Prar.g_01385	Pray.g_01206
OG0000491	Prar.g_01386	Pray.g_01205
OG0000492	Prar.g_01387	Pray.g_01204
OG0000493	Prar.g_01388	Pray.g_01203
OG0000494	Prar.g_01390	Pray.g_01201
OG0000495	Prar.g_01391	Pray.g_01200
OG0000496	Prar.g_01392	Pray.g_01199
OG0000497	Prar.g_01393	Pray.g_01198
OG0000498	Prar.g_01394	Pray.g_01197
OG0000499	Prar.g_01396	Pray.g_01195
OG0000500	Prar.g_01397	Pray.g_01194
OG0000501	Prar.g_01399	Pray.g_01192
OG0000502	Prar.g_01400	Pray.g_01191
OG0000503	Prar.g_01401	Pray.g_01190
OG0000504	Prar.g_01402	Pray.g_01189
OG0000505	Prar.g_01403	Pray.g_01188
OG0000506	Prar.g_01404	Pray.g_01187
OG0000507	Prar.g_01405	Pray.g_01186
OG0000508	Prar.g_01407	Pray.g_01184
OG0000509	Prar.g_01408	Pray.g_01183
OG0000510	Prar.g_01409	Pray.g_01182
OG0000511	Prar.g_01410	Pray.g_01181
OG0000512	Prar.g_01411	Pray.g_01180
OG0000513	Prar.g_01412	Pray.g_01179
OG0000514	Prar.g_01413	Pray.g_01178
OG0000515	Prar.g_01415	Pray.g_01176
OG0000516	Prar.g_01416	Pray.g_01175
OG0000517	Prar.g_01417	Pray.g_01174
OG0000518	Prar.g_01420	Pray.g_01172
OG0000519	Prar.g_01422	Pray.g_01171
OG0000520	Prar.g_01423	Pray.g_01170
OG0000521	Prar.g_01424	Pray.g_01169
OG0000522	Prar.g_01425	Pray.g_01168
OG0000523	Prar.g_01426	Pray.g_01167
OG0000524	Prar.g_01427	Pray.g_01166
OG0000525	Prar.g_01429	Pray.g_01164
OG0000526	Prar.g_01430	Pray.g_01163
OG0000527	Prar.g_01431	Pray.g_01162
OG0000528	Prar.g_01432	Pray.g_01161
OG0000529	Prar.g_01433	Pray.g_01160
OG0000530	Prar.g_01434	Pray.g_01159
OG0000531	Prar.g_01435	Pray.g_01158
OG0000532	Prar.g_01436	Pray.g_01157
OG0000533	Prar.g_01437	Pray.g_01156
OG0000534	Prar.g_01438	Pray.g_01155
OG0000535	Prar.g_01439	Pray.g_01154
OG0000536	Prar.g_01440	Pray.g_01153
OG0000537	Prar.g_01441	Pray.g_01152
OG0000538	Prar.g_01442	Pray.g_01151
OG0000539	Prar.g_01443	Pray.g_01150
OG0000540	Prar.g_01444	Pray.g_01149
OG0000541	Prar.g_01445	Pray.g_01148
OG0000542	Prar.g_01446	Pray.g_01147
OG0000543	Prar.g_01447	Pray.g_01146
OG0000544	Prar.g_01448	Pray.g_01145
OG0000545	Prar.g_01451	Pray.g_01142
OG0000546	Prar.g_01452	Pray.g_01141
OG0000547	Prar.g_01454	Pray.g_01139
OG0000548	Prar.g_01455	Pray.g_01138
OG0000549	Prar.g_01456	Pray.g_01137
OG0000550	Prar.g_01457	Pray.g_01136
OG0000551	Prar.g_01458	Pray.g_01135
OG0000552	Prar.g_01459	Pray.g_01134
OG0000553	Prar.g_01460	Pray.g_01133
OG0000554	Prar.g_01461	Pray.g_01132
OG0000555	Prar.g_01462	Pray.g_01131
OG0000556	Prar.g_01463	Pray.g_01130
OG0000557	Prar.g_01464	Pray.g_01129
OG0000558	Prar.g_01465	Pray.g_01128
OG0000559	Prar.g_01466	Pray.g_01127
OG0000560	Prar.g_01468	Pray.g_01125
OG0000561	Prar.g_01469	Pray.g_01124
OG0000562	Prar.g_01470	Pray.g_01123
OG0000563	Prar.g_01471	Pray.g_01122
OG0000564	Prar.g_01472	Pray.g_01121
OG0000565	Prar.g_01473	Pray.g_01120
OG0000566	Prar.g_01474	Pray.g_01119
OG0000567	Prar.g_01475	Pray.g_01118
OG0000568	Prar.g_01476	Pray.g_01117
