Orthogroup	Prar	Prbg
OG0000257	Prar.g_00154	Prbg.g_00951
OG0000258	Prar.g_00153	Prbg.g_00952
OG0000259	Prar.g_00152	Prbg.g_00953
OG0000260	Prar.g_00151	Prbg.g_00954
OG0000261	Prar.g_00150	Prbg.g_00955
OG0000262	Prar.g_00149	Prbg.g_00956
OG0000263	Prar.g_00148	Prbg.g_00957
OG0000264	Prar.g_00146	Prbg.g_00959
OG0000265	Prar.g_00145	Prbg.g_00960
OG0000266	Prar.g_00144	Prbg.g_00961
OG0000267	Prar.g_00142	Prbg.g_00963
OG0000268	Prar.g_00141	Prbg.g_00965
OG0000269	Prar.g_00140	Prbg.g_00966
OG0000270	Prar.g_00139	Prbg.g_00967
OG0000271	Prar.g_00138	Prbg.g_00968
OG0000272	Prar.g_00137	Prbg.g_00969
OG0000273	Prar.g_00136	Prbg.g_00970
OG0000274	Prar.g_00135	Prbg.g_00971
OG0000275	Prar.g_00134	Prbg.g_00972
OG0000276	Prar.g_00133	Prbg.g_00973
OG0000277	Prar.g_00132	Prbg.g_00974
OG0000278	Prar.g_00131	Prbg.g_00975
OG0000279	Prar.g_00130	Prbg.g_00976
OG0000280	Prar.g_00129	Prbg.g_00977
OG0000281	Prar.g_00127	Prbg.g_00979
OG0000282	Prar.g_00126	Prbg.g_00980
OG0000283	Prar.g_00123	Prbg.g_00983
OG0000284	Prar.g_00122	Prbg.g_00984
OG0000285	Prar.g_00121	Prbg.g_00985
OG0000286	Prar.g_00119	Prbg.g_00987
OG0000287	Prar.g_00118	Prbg.g_00989
OG0000288	Prar.g_00117	Prbg.g_00990
OG0000289	Prar.g_00116	Prbg.g_00991
OG0000290	Prar.g_00115	Prbg.g_00992
OG0000291	Prar.g_00114	Prbg.g_00993
OG0000292	Prar.g_00113	Prbg.g_00994
OG0000293	Prar.g_00112	Prbg.g_00995
OG0000294	Prar.g_00111	Prbg.g_00996
OG0000295	Prar.g_00110	Prbg.g_00997
OG0000296	Prar.g_00109	Prbg.g_00998
OG0000297	Prar.g_00108	Prbg.g_00999
OG0000298	Prar.g_00107	Prbg.g_01000
OG0000299	Prar.g_00106	Prbg.g_01001
OG0000300	Prar.g_00105	Prbg.g_01002
OG0000301	Prar.g_00104	Prbg.g_01003
OG0000302	Prar.g_00103	Prbg.g_01004
OG0000303	Prar.g_00102	Prbg.g_01005
OG0000304	Prar.g_00101	Prbg.g_01007
OG0000305	Prar.g_00100	Prbg.g_01008
OG0000306	Prar.g_00099	Prbg.g_01009
OG0000307	Prar.g_00098	Prbg.g_01011
OG0000308	Prar.g_00097	Prbg.g_01012
OG0000309	Prar.g_00096	Prbg.g_01013
OG0000310	Prar.g_00095	Prbg.g_01014
OG0000311	Prar.g_00094	Prbg.g_01015
OG0000312	Prar.g_00092	Prbg.g_01017
OG0000313	Prar.g_00091	Prbg.g_01018
OG0000314	Prar.g_00088	Prbg.g_01022
OG0000315	Prar.g_00087	Prbg.g_01023
OG0000316	Prar.g_00085	Prbg.g_01025
OG0000317	Prar.g_00083	Prbg.g_01027
OG0000318	Prar.g_00082	Prbg.g_01028
OG0000319	Prar.g_00081	Prbg.g_01029
OG0000320	Prar.g_00080	Prbg.g_01030
OG0000321	Prar.g_00077	Prbg.g_01033
OG0000322	Prar.g_00334	Prbg.g_01037
OG0000323	Prar.g_00333	Prbg.g_01038
OG0000324	Prar.g_00330	Prbg.g_01041
OG0000325	Prar.g_00328	Prbg.g_01042
OG0000326	Prar.g_00327	Prbg.g_01043
OG0000327	Prar.g_00325	Prbg.g_01045
OG0000328	Prar.g_00324	Prbg.g_01046
OG0000329	Prar.g_00323	Prbg.g_00042
OG0000330	Prar.g_00322	Prbg.g_00043
OG0000331	Prar.g_00321	Prbg.g_00045
OG0000332	Prar.g_00320	Prbg.g_00046
OG0000333	Prar.g_00319	Prbg.g_00047
OG0000334	Prar.g_00318	Prbg.g_00048
OG0000335	Prar.g_00317	Prbg.g_00049
OG0000336	Prar.g_00316	Prbg.g_00051
OG0000337	Prar.g_00312	Prbg.g_00054
OG0000338	Prar.g_00311	Prbg.g_00055
OG0000339	Prar.g_00310	Prbg.g_00056
OG0000340	Prar.g_00309	Prbg.g_00057
OG0000341	Prar.g_00305	Prbg.g_00061
OG0000342	Prar.g_00304	Prbg.g_00062
OG0000343	Prar.g_00302	Prbg.g_00065
OG0000344	Prar.g_00301	Prbg.g_00066
OG0000345	Prar.g_00300	Prbg.g_00067
OG0000346	Prar.g_00299	Prbg.g_00068
OG0000347	Prar.g_00298	Prbg.g_00069
OG0000348	Prar.g_00297	Prbg.g_00071
OG0000349	Prar.g_00296	Prbg.g_00072
OG0000350	Prar.g_00295	Prbg.g_00073
OG0000351	Prar.g_00292	Prbg.g_00075
OG0000352	Prar.g_00289	Prbg.g_00078
OG0000353	Prar.g_00288	Prbg.g_00079
OG0000354	Prar.g_00287	Prbg.g_00080
OG0000355	Prar.g_00286	Prbg.g_00081
OG0000356	Prar.g_00285	Prbg.g_00082
OG0000357	Prar.g_00284	Prbg.g_00083
OG0000358	Prar.g_00283	Prbg.g_00084
OG0000359	Prar.g_00282	Prbg.g_00085
OG0000360	Prar.g_00279	Prbg.g_00087
OG0000361	Prar.g_00278	Prbg.g_00088
OG0000362	Prar.g_00277	Prbg.g_00089
OG0000363	Prar.g_00276	Prbg.g_00090
OG0000364	Prar.g_00275	Prbg.g_00091
OG0000365	Prar.g_00274	Prbg.g_00092
OG0000366	Prar.g_00273	Prbg.g_00093
OG0000367	Prar.g_00272	Prbg.g_00094
OG0000368	Prar.g_00271	Prbg.g_00095
OG0000369	Prar.g_00270	Prbg.g_00096
OG0000370	Prar.g_00269	Prbg.g_00097
OG0000371	Prar.g_00268	Prbg.g_00098
OG0000372	Prar.g_00266	Prbg.g_00099
OG0000373	Prar.g_00264	Prbg.g_00101
OG0000374	Prar.g_00263	Prbg.g_00102
OG0000375	Prar.g_00262	Prbg.g_00103
OG0000376	Prar.g_00260	Prbg.g_00104
OG0000377	Prar.g_00259	Prbg.g_00110
OG0000378	Prar.g_00258	Prbg.g_00111
OG0000379	Prar.g_00394	Prbg.g_00117
OG0000380	Prar.g_00395	Prbg.g_00119
OG0000381	Prar.g_00396	Prbg.g_00120
OG0000382	Prar.g_00398	Prbg.g_00121
OG0000383	Prar.g_00401	Prbg.g_00124
OG0000384	Prar.g_00402	Prbg.g_00125
OG0000385	Prar.g_00405	Prbg.g_00128
OG0000386	Prar.g_00406	Prbg.g_00129
OG0000387	Prar.g_00407	Prbg.g_00130
OG0000388	Prar.g_00408	Prbg.g_00131
OG0000389	Prar.g_00409	Prbg.g_00132
OG0000390	Prar.g_00410	Prbg.g_01941
OG0000391	Prar.g_00411	Prbg.g_01942
OG0000392	Prar.g_00412	Prbg.g_01943
OG0000393	Prar.g_00415	Prbg.g_00136
OG0000394	Prar.g_00416	Prbg.g_00137
OG0000395	Prar.g_00418	Prbg.g_00140
OG0000396	Prar.g_00419	Prbg.g_01214
OG0000397	Prar.g_00432	Prbg.g_01530
OG0000398	Prar.g_00440	Prbg.g_01602
OG0000399	Prar.g_00441	Prbg.g_01525
OG0000400	Prar.g_00446	Prbg.g_01714
OG0000401	Prar.g_00479	Prbg.g_00151
OG0000402	Prar.g_00480	Prbg.g_00152
OG0000403	Prar.g_00481	Prbg.g_00153
OG0000404	Prar.g_00483	Prbg.g_00155
OG0000405	Prar.g_00484	Prbg.g_00156
OG0000406	Prar.g_00486	Prbg.g_00158
OG0000407	Prar.g_00487	Prbg.g_00159
OG0000408	Prar.g_00488	Prbg.g_00160
OG0000409	Prar.g_00489	Prbg.g_00161
OG0000410	Prar.g_00490	Prbg.g_00162
OG0000411	Prar.g_00491	Prbg.g_00163
OG0000412	Prar.g_00492	Prbg.g_00164
OG0000413	Prar.g_00493	Prbg.g_00165
OG0000414	Prar.g_00494	Prbg.g_00166
OG0000415	Prar.g_00495	Prbg.g_00167
OG0000416	Prar.g_00496	Prbg.g_00168
OG0000417	Prar.g_00497	Prbg.g_00169
OG0000418	Prar.g_00498	Prbg.g_00170
OG0000419	Prar.g_00499	Prbg.g_00171
OG0000420	Prar.g_00500	Prbg.g_00172
OG0000421	Prar.g_00501	Prbg.g_00176
OG0000422	Prar.g_00503	Prbg.g_00178
OG0000423	Prar.g_00504	Prbg.g_00179
OG0000424	Prar.g_00506	Prbg.g_00180
OG0000425	Prar.g_00510	Prbg.g_00184
OG0000426	Prar.g_00511	Prbg.g_00185
OG0000427	Prar.g_00512	Prbg.g_00186
OG0000428	Prar.g_00513	Prbg.g_00188
OG0000429	Prar.g_00514	Prbg.g_00189
OG0000430	Prar.g_00521	Prbg.g_00190
OG0000431	Prar.g_00523	Prbg.g_00192
OG0000432	Prar.g_00524	Prbg.g_00193
OG0000433	Prar.g_00527	Prbg.g_00196
OG0000434	Prar.g_00528	Prbg.g_00197
OG0000435	Prar.g_00529	Prbg.g_00198
OG0000436	Prar.g_00531	Prbg.g_00200
OG0000437	Prar.g_00533	Prbg.g_00202
OG0000438	Prar.g_00534	Prbg.g_00203
OG0000439	Prar.g_00535	Prbg.g_00204
OG0000440	Prar.g_00537	Prbg.g_00206
OG0000441	Prar.g_00538	Prbg.g_00207
OG0000442	Prar.g_00539	Prbg.g_00208
OG0000443	Prar.g_00540	Prbg.g_00209
OG0000444	Prar.g_00541	Prbg.g_00210
OG0000445	Prar.g_00542	Prbg.g_00211
OG0000446	Prar.g_00543	Prbg.g_00212
OG0000447	Prar.g_00544	Prbg.g_00213
OG0000448	Prar.g_00545	Prbg.g_00214
OG0000449	Prar.g_01331	Prbg.g_00220
OG0000450	Prar.g_01332	Prbg.g_00221
OG0000451	Prar.g_01333	Prbg.g_00222
OG0000452	Prar.g_01334	Prbg.g_00223
OG0000453	Prar.g_01336	Prbg.g_00224
OG0000454	Prar.g_01337	Prbg.g_00225
OG0000455	Prar.g_01338	Prbg.g_00226
OG0000456	Prar.g_01339	Prbg.g_00227
OG0000457	Prar.g_01341	Prbg.g_00229
OG0000458	Prar.g_01343	Prbg.g_00231
OG0000459	Prar.g_01344	Prbg.g_00232
OG0000460	Prar.g_01345	Prbg.g_00234
OG0000461	Prar.g_01346	Prbg.g_00235
OG0000462	Prar.g_01347	Prbg.g_00236
OG0000463	Prar.g_01348	Prbg.g_00237
OG0000464	Prar.g_01353	Prbg.g_00241
OG0000465	Prar.g_01355	Prbg.g_00242
OG0000466	Prar.g_01356	Prbg.g_00243
OG0000467	Prar.g_01357	Prbg.g_00244
OG0000468	Prar.g_01358	Prbg.g_00245
OG0000469	Prar.g_01359	Prbg.g_00246
OG0000470	Prar.g_01360	Prbg.g_00247
OG0000471	Prar.g_01361	Prbg.g_00248
OG0000472	Prar.g_01364	Prbg.g_00251
OG0000473	Prar.g_01365	Prbg.g_00252
OG0000474	Prar.g_01366	Prbg.g_00253
OG0000475	Prar.g_01367	Prbg.g_00254
OG0000476	Prar.g_01368	Prbg.g_00255
OG0000477	Prar.g_01370	Prbg.g_00257
OG0000478	Prar.g_01371	Prbg.g_00258
OG0000479	Prar.g_01372	Prbg.g_00259
OG0000480	Prar.g_01374	Prbg.g_00261
OG0000481	Prar.g_01375	Prbg.g_00262
OG0000482	Prar.g_01376	Prbg.g_00264
OG0000483	Prar.g_01377	Prbg.g_00265
OG0000484	Prar.g_01378	Prbg.g_00266
OG0000485	Prar.g_01379	Prbg.g_00267
OG0000486	Prar.g_01380	Prbg.g_00268
OG0000487	Prar.g_01381	Prbg.g_00269
OG0000488	Prar.g_01383	Prbg.g_00271
OG0000489	Prar.g_01384	Prbg.g_00272
OG0000490	Prar.g_01385	Prbg.g_00273
OG0000491	Prar.g_01386	Prbg.g_00274
OG0000492	Prar.g_01387	Prbg.g_00275
OG0000493	Prar.g_01388	Prbg.g_00276
OG0000494	Prar.g_01390	Prbg.g_00277
OG0000495	Prar.g_01391	Prbg.g_00278
OG0000496	Prar.g_01392	Prbg.g_00280
OG0000497	Prar.g_01393	Prbg.g_00282
OG0000498	Prar.g_01394	Prbg.g_00283
OG0000499	Prar.g_01396	Prbg.g_00285
OG0000500	Prar.g_01397	Prbg.g_00286
OG0000501	Prar.g_01399	Prbg.g_00288
OG0000502	Prar.g_01400	Prbg.g_00289
OG0000503	Prar.g_01401	Prbg.g_00290
OG0000504	Prar.g_01402	Prbg.g_00291
OG0000505	Prar.g_01403	Prbg.g_00292
OG0000506	Prar.g_01404	Prbg.g_00293
OG0000507	Prar.g_01405	Prbg.g_00294
OG0000508	Prar.g_01407	Prbg.g_00296
OG0000509	Prar.g_01408	Prbg.g_00297
OG0000510	Prar.g_01409	Prbg.g_00298
OG0000511	Prar.g_01410	Prbg.g_00299
OG0000512	Prar.g_01411	Prbg.g_00300
OG0000513	Prar.g_01412	Prbg.g_00301
OG0000514	Prar.g_01413	Prbg.g_00302
OG0000515	Prar.g_01415	Prbg.g_00305
OG0000516	Prar.g_01416	Prbg.g_00306
OG0000517	Prar.g_01417	Prbg.g_00307
OG0000518	Prar.g_01420	Prbg.g_00310
OG0000519	Prar.g_01422	Prbg.g_00311
OG0000520	Prar.g_01423	Prbg.g_00312
OG0000521	Prar.g_01424	Prbg.g_00313
OG0000522	Prar.g_01425	Prbg.g_00314
OG0000523	Prar.g_01426	Prbg.g_00315
OG0000524	Prar.g_01427	Prbg.g_00316
OG0000525	Prar.g_01429	Prbg.g_00318
OG0000526	Prar.g_01430	Prbg.g_00319
OG0000527	Prar.g_01431	Prbg.g_00320
OG0000528	Prar.g_01432	Prbg.g_00321
OG0000529	Prar.g_01433	Prbg.g_00322
OG0000530	Prar.g_01434	Prbg.g_00323
OG0000531	Prar.g_01435	Prbg.g_00325
OG0000532	Prar.g_01436	Prbg.g_00326
OG0000533	Prar.g_01437	Prbg.g_00327
OG0000534	Prar.g_01438	Prbg.g_00328
OG0000535	Prar.g_01439	Prbg.g_00329
OG0000536	Prar.g_01440	Prbg.g_00330
OG0000537	Prar.g_01441	Prbg.g_00331
OG0000538	Prar.g_01442	Prbg.g_00332
OG0000539	Prar.g_01443	Prbg.g_00333
OG0000540	Prar.g_01444	Prbg.g_00334
OG0000541	Prar.g_01445	Prbg.g_00335
OG0000542	Prar.g_01446	Prbg.g_00336
OG0000543	Prar.g_01447	Prbg.g_00337
OG0000544	Prar.g_01448	Prbg.g_00338
OG0000545	Prar.g_01451	Prbg.g_00340
OG0000546	Prar.g_01452	Prbg.g_00341
OG0000547	Prar.g_01454	Prbg.g_00343
OG0000548	Prar.g_01455	Prbg.g_00345
OG0000549	Prar.g_01456	Prbg.g_00346
OG0000550	Prar.g_01457	Prbg.g_00347
OG0000551	Prar.g_01458	Prbg.g_00349
OG0000552	Prar.g_01459	Prbg.g_00350
OG0000553	Prar.g_01460	Prbg.g_01427
OG0000554	Prar.g_01461	Prbg.g_01426
OG0000555	Prar.g_01462	Prbg.g_01425
OG0000556	Prar.g_01463	Prbg.g_01424
OG0000557	Prar.g_01464	Prbg.g_01423
OG0000558	Prar.g_01465	Prbg.g_01422
OG0000559	Prar.g_01466	Prbg.g_01421
OG0000560	Prar.g_01468	Prbg.g_01419
OG0000561	Prar.g_01469	Prbg.g_01418
OG0000562	Prar.g_01470	Prbg.g_01416
OG0000563	Prar.g_01471	Prbg.g_01415
OG0000564	Prar.g_01472	Prbg.g_01414
