Orthogroup	Prar	Prbh
OG0000047	Prar.g_00592, Prar.g_00653	Prbh.g_01581
OG0000048	Prar.g_00660	Prbh.g_01573
OG0000050	Prar.g_00007	Prbh.g_00749
OG0000051	Prar.g_01569, Prar.g_00170	Prbh.g_00625
OG0000052	Prar.g_00431	Prbh.g_00821
OG0000053	Prar.g_01369	Prbh.g_01856
OG0000055	Prar.g_01706	Prbh.g_00976
OG0000057	Prar.g_00090	Prbh.g_00543
OG0000058	Prar.g_00525	Prbh.g_00356
OG0000059	Prar.g_01528	Prbh.g_00936
OG0000060	Prar.g_01628, Prar.g_01558, Prar.g_01562, Prar.g_01004	Prbh.g_00775
OG0000062	Prar.g_01296	Prbh.g_01868
OG0000063	Prar.g_01003	Prbh.g_01255
OG0000065	Prar.g_00955	Prbh.g_01373
OG0000066	Prar.g_00880	Prbh.g_00031
OG0000067	Prar.g_00988	Prbh.g_01835
OG0000068	Prar.g_01027	Prbh.g_01644
OG0000070	Prar.g_00932	Prbh.g_01803
OG0000071	Prar.g_00027	Prbh.g_01953
OG0000072	Prar.g_00265	Prbh.g_00457
OG0000073	Prar.g_01499	Prbh.g_01182
OG0000074	Prar.g_01521	Prbh.g_00926
OG0000075	Prar.g_01691	Prbh.g_00960
OG0000076	Prar.g_01904	Prbh.g_01031
OG0000077	Prar.g_00712	Prbh.g_01904
OG0000078	Prar.g_00872	Prbh.g_00032
OG0000079	Prar.g_00769	Prbh.g_00184
OG0000080	Prar.g_01166	Prbh.g_01860
OG0000081	Prar.g_00627	Prbh.g_01609
OG0000083	Prar.g_00035	Prbh.g_01473
OG0000084	Prar.g_00032	Prbh.g_01470
OG0000085	Prar.g_00015	Prbh.g_00757
OG0000086	Prar.g_00581	Prbh.g_01826
OG0000087	Prar.g_00570	Prbh.g_00731
OG0000088	Prar.g_00215	Prbh.g_00668
OG0000089	Prar.g_00207	Prbh.g_00659
OG0000090	Prar.g_00189	Prbh.g_00642
OG0000091	Prar.g_00158	Prbh.g_00613
OG0000092	Prar.g_00157	Prbh.g_00612
OG0000093	Prar.g_00143	Prbh.g_00599
OG0000094	Prar.g_00125	Prbh.g_00580
OG0000095	Prar.g_00120	Prbh.g_00575
OG0000096	Prar.g_00076	Prbh.g_00528
OG0000097	Prar.g_00313	Prbh.g_00505
OG0000098	Prar.g_00303	Prbh.g_00494
OG0000099	Prar.g_00293	Prbh.g_00484
OG0000100	Prar.g_00290, Prar.g_01154	Prbh.g_00481
OG0000101	Prar.g_00417	Prbh.g_00413
OG0000102	Prar.g_00444	Prbh.g_01825
OG0000103	Prar.g_00526	Prbh.g_00355
OG0000104	Prar.g_00530	Prbh.g_00351
OG0000105	Prar.g_01330	Prbh.g_00330
OG0000106	Prar.g_01362	Prbh.g_00297
OG0000107	Prar.g_01363	Prbh.g_00296
OG0000108	Prar.g_01373	Prbh.g_00287
OG0000109	Prar.g_01382	Prbh.g_00278
OG0000110	Prar.g_01398	Prbh.g_00260
OG0000111	Prar.g_01481	Prbh.g_01202
OG0000112	Prar.g_01482	Prbh.g_01201
OG0000113	Prar.g_01621	Prbh.g_01149
OG0000114	Prar.g_01682	Prbh.g_00951
OG0000115	Prar.g_01833	Prbh.g_01086
OG0000116	Prar.g_01837	Prbh.g_01090
OG0000117	Prar.g_01901	Prbh.g_01034
OG0000118	Prar.g_01953	Prbh.g_01328
OG0000119	Prar.g_01293	Prbh.g_01865
OG0000120	Prar.g_01257	Prbh.g_01276
OG0000121	Prar.g_01238	Prbh.g_01253
OG0000122	Prar.g_01219	Prbh.g_01233
OG0000123	Prar.g_01206	Prbh.g_01450
OG0000124	Prar.g_00376	Prbh.g_01397
OG0000125	Prar.g_00943	Prbh.g_01385
OG0000126	Prar.g_00911	Prbh.g_00009
OG0000127	Prar.g_00352	Prbh.g_00084
OG0000128	Prar.g_00338	Prbh.g_00100
OG0000129	Prar.g_00810	Prbh.g_00136
OG0000130	Prar.g_01145	Prbh.g_01785
OG0000131	Prar.g_01959	Prbh.g_01745
OG0000132	Prar.g_00595, Prar.g_01956	Prbh.g_01742
OG0000133	Prar.g_01068	Prbh.g_01686
OG0000134	Prar.g_01032	Prbh.g_01650
OG0000135	Prar.g_01030	Prbh.g_01648
OG0000136	Prar.g_00638	Prbh.g_01597
OG0000137	Prar.g_00669	Prbh.g_01563
OG0000138	Prar.g_00704	Prbh.g_01528
OG0000139	Prar.g_00055	Prbh.g_01497
OG0000140	Prar.g_00037	Prbh.g_01475
OG0000141	Prar.g_00036	Prbh.g_01474
OG0000142	Prar.g_00034	Prbh.g_01472
OG0000143	Prar.g_00033	Prbh.g_01471
OG0000144	Prar.g_00031	Prbh.g_01469
OG0000145	Prar.g_00030	Prbh.g_01468
OG0000146	Prar.g_00029	Prbh.g_01467
OG0000147	Prar.g_00028	Prbh.g_01466
OG0000148	Prar.g_00026	Prbh.g_01952
OG0000149	Prar.g_00024	Prbh.g_00766
OG0000150	Prar.g_00023	Prbh.g_00765
OG0000151	Prar.g_00022	Prbh.g_00764
OG0000152	Prar.g_00021	Prbh.g_00763
OG0000153	Prar.g_00020	Prbh.g_00762
OG0000154	Prar.g_00019	Prbh.g_00761
OG0000155	Prar.g_00018	Prbh.g_00760
OG0000156	Prar.g_00017	Prbh.g_00759
OG0000157	Prar.g_00016	Prbh.g_00758
OG0000158	Prar.g_00014	Prbh.g_00756
OG0000159	Prar.g_00013	Prbh.g_00755
OG0000160	Prar.g_00012	Prbh.g_00754
OG0000161	Prar.g_00011	Prbh.g_00753
OG0000162	Prar.g_00010	Prbh.g_00752
OG0000163	Prar.g_00009	Prbh.g_00751
OG0000164	Prar.g_00006	Prbh.g_00748
OG0000165	Prar.g_00002	Prbh.g_00746
OG0000166	Prar.g_00001	Prbh.g_00745
OG0000167	Prar.g_00594	Prbh.g_00744
OG0000168	Prar.g_00580	Prbh.g_00743
OG0000169	Prar.g_00578	Prbh.g_00741
OG0000170	Prar.g_00577	Prbh.g_00739
OG0000171	Prar.g_00576	Prbh.g_00738
OG0000172	Prar.g_00574	Prbh.g_00737
OG0000173	Prar.g_00573	Prbh.g_00734
OG0000174	Prar.g_00572	Prbh.g_00733
OG0000175	Prar.g_00571	Prbh.g_00732
OG0000176	Prar.g_00569	Prbh.g_00730
OG0000177	Prar.g_00568	Prbh.g_00729
OG0000178	Prar.g_00567	Prbh.g_00728
OG0000179	Prar.g_00554	Prbh.g_00719
OG0000180	Prar.g_00553	Prbh.g_00718
OG0000181	Prar.g_00552	Prbh.g_00717
OG0000182	Prar.g_00549	Prbh.g_00713
OG0000183	Prar.g_00548	Prbh.g_00712
OG0000184	Prar.g_00255	Prbh.g_00709
OG0000185	Prar.g_00251	Prbh.g_00705
OG0000186	Prar.g_00250	Prbh.g_00704
OG0000187	Prar.g_00249	Prbh.g_01878
OG0000188	Prar.g_00248	Prbh.g_00703
OG0000189	Prar.g_00247	Prbh.g_00702
OG0000190	Prar.g_00246	Prbh.g_00701
OG0000191	Prar.g_00245	Prbh.g_00700
OG0000192	Prar.g_00244	Prbh.g_00699
OG0000193	Prar.g_00243	Prbh.g_00698
OG0000194	Prar.g_00242	Prbh.g_00697
OG0000195	Prar.g_00240	Prbh.g_00695
OG0000196	Prar.g_00239	Prbh.g_00694
OG0000197	Prar.g_00238	Prbh.g_00693
OG0000198	Prar.g_00237	Prbh.g_00692
OG0000199	Prar.g_00234	Prbh.g_00689
OG0000200	Prar.g_00233	Prbh.g_00688
OG0000201	Prar.g_00232	Prbh.g_00687
OG0000202	Prar.g_00231	Prbh.g_00686
OG0000203	Prar.g_00230	Prbh.g_00685
OG0000204	Prar.g_00229	Prbh.g_00684
OG0000205	Prar.g_00228	Prbh.g_00682
OG0000206	Prar.g_00227	Prbh.g_00681
OG0000207	Prar.g_00226	Prbh.g_00680
OG0000208	Prar.g_00225	Prbh.g_00679
OG0000209	Prar.g_00224	Prbh.g_00678
OG0000210	Prar.g_00222	Prbh.g_00677
OG0000211	Prar.g_00221	Prbh.g_00676
OG0000212	Prar.g_00220	Prbh.g_00675
OG0000213	Prar.g_00219	Prbh.g_00674
OG0000214	Prar.g_00217	Prbh.g_00670
OG0000215	Prar.g_00216	Prbh.g_00669
OG0000216	Prar.g_00214	Prbh.g_00667
OG0000217	Prar.g_00213	Prbh.g_00666
OG0000218	Prar.g_00212	Prbh.g_00665
OG0000219	Prar.g_00211	Prbh.g_00664
OG0000220	Prar.g_00208	Prbh.g_00661
OG0000221	Prar.g_00206	Prbh.g_00658
OG0000222	Prar.g_00205	Prbh.g_00657
OG0000223	Prar.g_00204	Prbh.g_00656
OG0000224	Prar.g_00201	Prbh.g_00654
OG0000225	Prar.g_00199	Prbh.g_00652
OG0000226	Prar.g_00198	Prbh.g_00650
OG0000227	Prar.g_00197	Prbh.g_00649
OG0000228	Prar.g_00196	Prbh.g_00648
OG0000229	Prar.g_00195	Prbh.g_00647
OG0000230	Prar.g_00194	Prbh.g_00646
OG0000231	Prar.g_00192	Prbh.g_01144
OG0000232	Prar.g_00191	Prbh.g_00644
OG0000233	Prar.g_00188	Prbh.g_00641
OG0000234	Prar.g_00186	Prbh.g_00639
OG0000235	Prar.g_00182	Prbh.g_00637
OG0000236	Prar.g_00181	Prbh.g_00636
OG0000237	Prar.g_00180	Prbh.g_00635
OG0000238	Prar.g_00179	Prbh.g_00634
OG0000239	Prar.g_00178	Prbh.g_00633
OG0000240	Prar.g_00176	Prbh.g_00631
OG0000241	Prar.g_00175	Prbh.g_00630
OG0000242	Prar.g_00174	Prbh.g_00629
OG0000243	Prar.g_00173	Prbh.g_00628
OG0000244	Prar.g_00172	Prbh.g_00627
OG0000245	Prar.g_00171	Prbh.g_00626
OG0000246	Prar.g_00169	Prbh.g_00624
OG0000247	Prar.g_00168	Prbh.g_00623
OG0000248	Prar.g_00167	Prbh.g_00622
OG0000249	Prar.g_00166	Prbh.g_00621
OG0000250	Prar.g_00165	Prbh.g_00620
OG0000251	Prar.g_00164	Prbh.g_00619
OG0000252	Prar.g_00163	Prbh.g_00618
OG0000253	Prar.g_00162	Prbh.g_00617
OG0000254	Prar.g_00160	Prbh.g_00615
OG0000255	Prar.g_00159	Prbh.g_00614
OG0000256	Prar.g_00156	Prbh.g_00611
OG0000257	Prar.g_00154	Prbh.g_00610
OG0000258	Prar.g_00153	Prbh.g_00609
OG0000259	Prar.g_00152	Prbh.g_00608
OG0000260	Prar.g_00151	Prbh.g_00607
OG0000261	Prar.g_00150	Prbh.g_00606
OG0000262	Prar.g_00149	Prbh.g_00605
OG0000263	Prar.g_00148	Prbh.g_00604
OG0000264	Prar.g_00146	Prbh.g_00602
OG0000265	Prar.g_00145	Prbh.g_00601
OG0000266	Prar.g_00144	Prbh.g_00600
OG0000267	Prar.g_00142	Prbh.g_00598
OG0000268	Prar.g_00141	Prbh.g_00596
OG0000269	Prar.g_00140	Prbh.g_00595
OG0000270	Prar.g_00139	Prbh.g_00594
OG0000271	Prar.g_00138	Prbh.g_00593
OG0000272	Prar.g_00137	Prbh.g_00592
OG0000273	Prar.g_00136	Prbh.g_00591
OG0000274	Prar.g_00135	Prbh.g_00590
OG0000275	Prar.g_00134	Prbh.g_00589
OG0000276	Prar.g_00133	Prbh.g_00588
OG0000277	Prar.g_00132	Prbh.g_00587
OG0000278	Prar.g_00131	Prbh.g_00586
OG0000279	Prar.g_00130	Prbh.g_00585
OG0000280	Prar.g_00129	Prbh.g_00584
OG0000281	Prar.g_00127	Prbh.g_00582
OG0000282	Prar.g_00126	Prbh.g_00581
OG0000283	Prar.g_00123	Prbh.g_00578
OG0000284	Prar.g_00122	Prbh.g_00577
OG0000285	Prar.g_00121	Prbh.g_00576
OG0000286	Prar.g_00119	Prbh.g_00574
OG0000287	Prar.g_00118	Prbh.g_00573
OG0000288	Prar.g_00117	Prbh.g_00572
OG0000289	Prar.g_00116	Prbh.g_00571
OG0000290	Prar.g_00115	Prbh.g_00570
OG0000291	Prar.g_00114	Prbh.g_00569
OG0000292	Prar.g_00113	Prbh.g_00568
OG0000293	Prar.g_00112	Prbh.g_00567
OG0000294	Prar.g_00111	Prbh.g_00566
OG0000295	Prar.g_00110	Prbh.g_00565
OG0000296	Prar.g_00109	Prbh.g_00564
OG0000297	Prar.g_00108	Prbh.g_00563
OG0000298	Prar.g_00107	Prbh.g_00562
OG0000299	Prar.g_00106	Prbh.g_00561
OG0000300	Prar.g_00105	Prbh.g_00560
OG0000301	Prar.g_00104	Prbh.g_00559
OG0000302	Prar.g_00103	Prbh.g_00558
OG0000303	Prar.g_00102	Prbh.g_00557
OG0000304	Prar.g_00101	Prbh.g_00555
OG0000305	Prar.g_00100	Prbh.g_00554
OG0000306	Prar.g_00099	Prbh.g_00553
OG0000307	Prar.g_00098	Prbh.g_00551
OG0000308	Prar.g_00097	Prbh.g_00550
OG0000309	Prar.g_00096	Prbh.g_00549
OG0000310	Prar.g_00095	Prbh.g_00548
OG0000311	Prar.g_00094	Prbh.g_00547
OG0000312	Prar.g_00092	Prbh.g_00545
OG0000313	Prar.g_00091	Prbh.g_00544
OG0000314	Prar.g_00088	Prbh.g_00540
OG0000315	Prar.g_00087	Prbh.g_00539
OG0000316	Prar.g_00085	Prbh.g_00537
OG0000317	Prar.g_00083	Prbh.g_00535
OG0000318	Prar.g_00082	Prbh.g_00534
OG0000319	Prar.g_00081	Prbh.g_00533
OG0000320	Prar.g_00080	Prbh.g_00532
OG0000321	Prar.g_00077	Prbh.g_00529
OG0000322	Prar.g_00334	Prbh.g_00525
OG0000323	Prar.g_00333	Prbh.g_00524
OG0000324	Prar.g_00330	Prbh.g_00521
OG0000325	Prar.g_00328	Prbh.g_00520
OG0000326	Prar.g_00327	Prbh.g_00519
OG0000327	Prar.g_00325	Prbh.g_00517
OG0000328	Prar.g_00324	Prbh.g_00516
OG0000329	Prar.g_00323	Prbh.g_00515
OG0000330	Prar.g_00322	Prbh.g_00514
OG0000331	Prar.g_00321	Prbh.g_00513
OG0000332	Prar.g_00320	Prbh.g_00512
OG0000333	Prar.g_00319	Prbh.g_00511
OG0000334	Prar.g_00318	Prbh.g_00510
OG0000335	Prar.g_00317	Prbh.g_00509
OG0000336	Prar.g_00316	Prbh.g_00507
OG0000337	Prar.g_00312	Prbh.g_00504
OG0000338	Prar.g_00311	Prbh.g_00503
OG0000339	Prar.g_00310	Prbh.g_00502
OG0000340	Prar.g_00309	Prbh.g_00501
OG0000341	Prar.g_00305	Prbh.g_00497
OG0000342	Prar.g_00304	Prbh.g_00496
OG0000343	Prar.g_00302	Prbh.g_00493
OG0000344	Prar.g_00301	Prbh.g_00492
OG0000345	Prar.g_00300	Prbh.g_00491
OG0000346	Prar.g_00299	Prbh.g_00490
OG0000347	Prar.g_00298	Prbh.g_00489
OG0000348	Prar.g_00297	Prbh.g_00487
OG0000349	Prar.g_00296	Prbh.g_00486
OG0000350	Prar.g_00295	Prbh.g_00485
OG0000351	Prar.g_00292	Prbh.g_00483
OG0000352	Prar.g_00289	Prbh.g_00480
OG0000353	Prar.g_00288	Prbh.g_00479
OG0000354	Prar.g_00287	Prbh.g_00478
OG0000355	Prar.g_00286	Prbh.g_00477
OG0000356	Prar.g_00285	Prbh.g_00476
OG0000357	Prar.g_00284	Prbh.g_00475
OG0000358	Prar.g_00283	Prbh.g_00474
OG0000359	Prar.g_00282	Prbh.g_00473
OG0000360	Prar.g_00279	Prbh.g_00471
OG0000361	Prar.g_00278	Prbh.g_00470
OG0000362	Prar.g_00277	Prbh.g_00469
OG0000363	Prar.g_00276	Prbh.g_00468
OG0000364	Prar.g_00275	Prbh.g_00467
OG0000365	Prar.g_00274	Prbh.g_00466
OG0000366	Prar.g_00273	Prbh.g_00465
OG0000367	Prar.g_00272	Prbh.g_00464
OG0000368	Prar.g_00271	Prbh.g_00463
OG0000369	Prar.g_00270	Prbh.g_00462
OG0000370	Prar.g_00269	Prbh.g_00461
OG0000371	Prar.g_00268	Prbh.g_00460
OG0000372	Prar.g_00266	Prbh.g_00458
OG0000373	Prar.g_00264	Prbh.g_00456
OG0000374	Prar.g_00263	Prbh.g_00455
OG0000375	Prar.g_00262	Prbh.g_00454
OG0000376	Prar.g_00260	Prbh.g_00452
OG0000377	Prar.g_00259	Prbh.g_00446
OG0000378	Prar.g_00258	Prbh.g_00445
OG0000379	Prar.g_00394	Prbh.g_00439
OG0000380	Prar.g_00395	Prbh.g_00437
OG0000381	Prar.g_00396	Prbh.g_00436
OG0000382	Prar.g_00398	Prbh.g_00435
OG0000383	Prar.g_00401	Prbh.g_00431
OG0000384	Prar.g_00402	Prbh.g_00430
OG0000385	Prar.g_00405	Prbh.g_00427
OG0000386	Prar.g_00406	Prbh.g_00426
OG0000387	Prar.g_00407	Prbh.g_00425
OG0000388	Prar.g_00408	Prbh.g_00424
OG0000389	Prar.g_00409	Prbh.g_00423
OG0000390	Prar.g_00410	Prbh.g_00422
OG0000391	Prar.g_00411	Prbh.g_00421
OG0000392	Prar.g_00412	Prbh.g_00420
OG0000393	Prar.g_00415	Prbh.g_00416
OG0000394	Prar.g_00416	Prbh.g_00415
OG0000395	Prar.g_00418	Prbh.g_00412
OG0000396	Prar.g_00419	Prbh.g_01008
OG0000397	Prar.g_00432	Prbh.g_01327
OG0000398	Prar.g_00440	Prbh.g_01877
OG0000399	Prar.g_00441	Prbh.g_01320
OG0000400	Prar.g_00446	Prbh.g_01718
OG0000401	Prar.g_00479	Prbh.g_00401
OG0000402	Prar.g_00480	Prbh.g_00400
OG0000403	Prar.g_00481	Prbh.g_00399
OG0000404	Prar.g_00483	Prbh.g_00397
OG0000405	Prar.g_00484	Prbh.g_00396
OG0000406	Prar.g_00486	Prbh.g_00394
OG0000407	Prar.g_00487	Prbh.g_00393
OG0000408	Prar.g_00488	Prbh.g_00392
OG0000409	Prar.g_00489	Prbh.g_00391
OG0000410	Prar.g_00490	Prbh.g_00390
OG0000411	Prar.g_00491	Prbh.g_00389
OG0000412	Prar.g_00492	Prbh.g_00388
OG0000413	Prar.g_00493	Prbh.g_00387
OG0000414	Prar.g_00494	Prbh.g_00386
OG0000415	Prar.g_00495	Prbh.g_00385
OG0000416	Prar.g_00496	Prbh.g_00384
OG0000417	Prar.g_00497	Prbh.g_00383
OG0000418	Prar.g_00498	Prbh.g_00382
OG0000419	Prar.g_00499	Prbh.g_00381
OG0000420	Prar.g_00500	Prbh.g_00380
OG0000421	Prar.g_00501	Prbh.g_00374
OG0000422	Prar.g_00503	Prbh.g_00372
OG0000423	Prar.g_00504	Prbh.g_00371
OG0000424	Prar.g_00506	Prbh.g_00370
OG0000425	Prar.g_00510	Prbh.g_00367
OG0000426	Prar.g_00511	Prbh.g_00366
OG0000427	Prar.g_00512	Prbh.g_00365
OG0000428	Prar.g_00513	Prbh.g_00363
OG0000429	Prar.g_00514	Prbh.g_00361
OG0000430	Prar.g_00521	Prbh.g_00360
OG0000431	Prar.g_00523	Prbh.g_00358
OG0000432	Prar.g_00524	Prbh.g_00357
OG0000433	Prar.g_00527	Prbh.g_00354
OG0000434	Prar.g_00528	Prbh.g_00353
OG0000435	Prar.g_00529	Prbh.g_00352
OG0000436	Prar.g_00531	Prbh.g_00350
OG0000437	Prar.g_00533	Prbh.g_00348
OG0000438	Prar.g_00534	Prbh.g_00347
OG0000439	Prar.g_00535	Prbh.g_00346
OG0000440	Prar.g_00537	Prbh.g_00344
OG0000441	Prar.g_00538	Prbh.g_00343
OG0000442	Prar.g_00539	Prbh.g_00342
OG0000443	Prar.g_00540	Prbh.g_00341
OG0000444	Prar.g_00541	Prbh.g_00340
OG0000445	Prar.g_00542	Prbh.g_00339
OG0000446	Prar.g_00543	Prbh.g_00338
OG0000447	Prar.g_00544	Prbh.g_00337
OG0000448	Prar.g_00545	Prbh.g_00336
OG0000449	Prar.g_01331	Prbh.g_00329
OG0000450	Prar.g_01332	Prbh.g_00328
OG0000451	Prar.g_01333	Prbh.g_00327
OG0000452	Prar.g_01334	Prbh.g_00326
OG0000453	Prar.g_01336	Prbh.g_00325
OG0000454	Prar.g_01337	Prbh.g_00324
OG0000455	Prar.g_01338	Prbh.g_00323
OG0000456	Prar.g_01339	Prbh.g_00322
OG0000457	Prar.g_01341	Prbh.g_00320
OG0000458	Prar.g_01343	Prbh.g_00318
OG0000459	Prar.g_01344	Prbh.g_00317
OG0000460	Prar.g_01345	Prbh.g_00315
OG0000461	Prar.g_01346	Prbh.g_00314
OG0000462	Prar.g_01347	Prbh.g_00313
OG0000463	Prar.g_01348	Prbh.g_00311
OG0000464	Prar.g_01353	Prbh.g_00306
OG0000465	Prar.g_01355	Prbh.g_00305
OG0000466	Prar.g_01356	Prbh.g_00304
OG0000467	Prar.g_01357	Prbh.g_00303
OG0000468	Prar.g_01358	Prbh.g_00302
OG0000469	Prar.g_01359	Prbh.g_00301
OG0000470	Prar.g_01360	Prbh.g_00299
OG0000471	Prar.g_01361	Prbh.g_00298
OG0000472	Prar.g_01364	Prbh.g_00295
OG0000473	Prar.g_01365	Prbh.g_00294
OG0000474	Prar.g_01366	Prbh.g_00293
OG0000475	Prar.g_01367	Prbh.g_00292
OG0000476	Prar.g_01368	Prbh.g_00291
OG0000477	Prar.g_01370	Prbh.g_00290
OG0000478	Prar.g_01371	Prbh.g_00289
OG0000479	Prar.g_01372	Prbh.g_00288
OG0000480	Prar.g_01374	Prbh.g_00286
OG0000481	Prar.g_01375	Prbh.g_00285
OG0000482	Prar.g_01376	Prbh.g_00284
OG0000483	Prar.g_01377	Prbh.g_00283
OG0000484	Prar.g_01378	Prbh.g_00282
OG0000485	Prar.g_01379	Prbh.g_00281
OG0000486	Prar.g_01380	Prbh.g_00280
OG0000487	Prar.g_01381	Prbh.g_00279
OG0000488	Prar.g_01383	Prbh.g_00277
OG0000489	Prar.g_01384	Prbh.g_00276
OG0000490	Prar.g_01385	Prbh.g_00275
OG0000491	Prar.g_01386	Prbh.g_00274
OG0000492	Prar.g_01387	Prbh.g_00273
OG0000493	Prar.g_01388	Prbh.g_00272
OG0000494	Prar.g_01390	Prbh.g_00270
OG0000495	Prar.g_01391	Prbh.g_00269
OG0000496	Prar.g_01392	Prbh.g_00267
OG0000497	Prar.g_01393	Prbh.g_00265
OG0000498	Prar.g_01394	Prbh.g_00264
OG0000499	Prar.g_01396	Prbh.g_00262
OG0000500	Prar.g_01397	Prbh.g_00261
OG0000501	Prar.g_01399	Prbh.g_00259
OG0000502	Prar.g_01400	Prbh.g_00258
OG0000503	Prar.g_01401	Prbh.g_00257
OG0000504	Prar.g_01402	Prbh.g_00256
OG0000505	Prar.g_01403	Prbh.g_00255
OG0000506	Prar.g_01404	Prbh.g_00254
OG0000507	Prar.g_01405	Prbh.g_00253
OG0000508	Prar.g_01407	Prbh.g_00251
OG0000509	Prar.g_01408	Prbh.g_00250
OG0000510	Prar.g_01409	Prbh.g_00249
OG0000511	Prar.g_01410	Prbh.g_00248
OG0000512	Prar.g_01411	Prbh.g_00247
OG0000513	Prar.g_01412	Prbh.g_00246
OG0000514	Prar.g_01413	Prbh.g_00245
OG0000515	Prar.g_01415	Prbh.g_00244
OG0000516	Prar.g_01416	Prbh.g_00243
OG0000517	Prar.g_01417	Prbh.g_00242
OG0000518	Prar.g_01420	Prbh.g_00239
OG0000519	Prar.g_01422	Prbh.g_00238
OG0000520	Prar.g_01423	Prbh.g_00237
OG0000521	Prar.g_01424	Prbh.g_00236
OG0000522	Prar.g_01425	Prbh.g_00235
OG0000523	Prar.g_01426	Prbh.g_00234
OG0000524	Prar.g_01427	Prbh.g_00233
OG0000525	Prar.g_01429	Prbh.g_00231
OG0000526	Prar.g_01430	Prbh.g_00230
OG0000527	Prar.g_01431	Prbh.g_00229
OG0000528	Prar.g_01432	Prbh.g_00228
OG0000529	Prar.g_01433	Prbh.g_00227
OG0000530	Prar.g_01434	Prbh.g_00226
OG0000531	Prar.g_01435	Prbh.g_00224
OG0000532	Prar.g_01436	Prbh.g_00223
OG0000533	Prar.g_01437	Prbh.g_00222
OG0000534	Prar.g_01438	Prbh.g_00221
OG0000535	Prar.g_01439	Prbh.g_00220
OG0000536	Prar.g_01440	Prbh.g_00219
OG0000537	Prar.g_01441	Prbh.g_00218
OG0000538	Prar.g_01442	Prbh.g_00217
OG0000539	Prar.g_01443	Prbh.g_00216
OG0000540	Prar.g_01444	Prbh.g_00215
OG0000541	Prar.g_01445	Prbh.g_00214
OG0000542	Prar.g_01446	Prbh.g_00213
OG0000543	Prar.g_01447	Prbh.g_00212
OG0000544	Prar.g_01448	Prbh.g_01465
OG0000545	Prar.g_01451	Prbh.g_01462
OG0000546	Prar.g_01452	Prbh.g_01461
OG0000547	Prar.g_01454	Prbh.g_01459
OG0000548	Prar.g_01455	Prbh.g_01457
OG0000549	Prar.g_01456	Prbh.g_01456
OG0000550	Prar.g_01457	Prbh.g_01455
OG0000551	Prar.g_01458	Prbh.g_01453
OG0000552	Prar.g_01459	Prbh.g_01452
OG0000553	Prar.g_01460	Prbh.g_01223
OG0000554	Prar.g_01461	Prbh.g_01222
OG0000555	Prar.g_01462	Prbh.g_01221
OG0000556	Prar.g_01463	Prbh.g_01220
OG0000557	Prar.g_01464	Prbh.g_01219
OG0000558	Prar.g_01465	Prbh.g_01218
OG0000559	Prar.g_01466	Prbh.g_01217
