Orthogroup	Prar	Prap
OG0000276	Prar.g_00133	Prap.g_00975
OG0000277	Prar.g_00132	Prap.g_00974
OG0000278	Prar.g_00131	Prap.g_00973
OG0000279	Prar.g_00130	Prap.g_00972
OG0000280	Prar.g_00129	Prap.g_00971
OG0000281	Prar.g_00127	Prap.g_00969
OG0000282	Prar.g_00126	Prap.g_00968
OG0000283	Prar.g_00123	Prap.g_00965
OG0000284	Prar.g_00122	Prap.g_00964
OG0000285	Prar.g_00121	Prap.g_00963
OG0000286	Prar.g_00119	Prap.g_00961
OG0000287	Prar.g_00118	Prap.g_00959
OG0000288	Prar.g_00117	Prap.g_00958
OG0000289	Prar.g_00116	Prap.g_00957
OG0000290	Prar.g_00115	Prap.g_00956
OG0000291	Prar.g_00114	Prap.g_00955
OG0000292	Prar.g_00113	Prap.g_00954
OG0000293	Prar.g_00112	Prap.g_00953
OG0000294	Prar.g_00111	Prap.g_00952
OG0000295	Prar.g_00110	Prap.g_00951
OG0000296	Prar.g_00109	Prap.g_00950
OG0000297	Prar.g_00108	Prap.g_00949
OG0000298	Prar.g_00107	Prap.g_00948
OG0000299	Prar.g_00106	Prap.g_00947
OG0000300	Prar.g_00105	Prap.g_00946
OG0000301	Prar.g_00104	Prap.g_00945
OG0000302	Prar.g_00103	Prap.g_00944
OG0000303	Prar.g_00102	Prap.g_00943
OG0000304	Prar.g_00101	Prap.g_01487
OG0000305	Prar.g_00100	Prap.g_01486
OG0000306	Prar.g_00099	Prap.g_01485
OG0000307	Prar.g_00098	Prap.g_01483
OG0000308	Prar.g_00097	Prap.g_01482
OG0000309	Prar.g_00096	Prap.g_01481
OG0000310	Prar.g_00095	Prap.g_01480
OG0000311	Prar.g_00094	Prap.g_01479
OG0000312	Prar.g_00092	Prap.g_01477
OG0000313	Prar.g_00091	Prap.g_01476
OG0000314	Prar.g_00088	Prap.g_01472
OG0000315	Prar.g_00087	Prap.g_01471
OG0000316	Prar.g_00085	Prap.g_01469
OG0000317	Prar.g_00083	Prap.g_01467
OG0000318	Prar.g_00082	Prap.g_01466
OG0000319	Prar.g_00081	Prap.g_01465
OG0000320	Prar.g_00080	Prap.g_01464
OG0000321	Prar.g_00077	Prap.g_01461
OG0000322	Prar.g_00334	Prap.g_01457
OG0000323	Prar.g_00333	Prap.g_01456
OG0000324	Prar.g_00330	Prap.g_01453
OG0000325	Prar.g_00328	Prap.g_01452
OG0000326	Prar.g_00327	Prap.g_01451
OG0000327	Prar.g_00325	Prap.g_01449
OG0000328	Prar.g_00324	Prap.g_01448
OG0000329	Prar.g_00323	Prap.g_01447
OG0000330	Prar.g_00322	Prap.g_01446
OG0000331	Prar.g_00321	Prap.g_01444
OG0000332	Prar.g_00320	Prap.g_01443
OG0000333	Prar.g_00319	Prap.g_01442
OG0000334	Prar.g_00318	Prap.g_01441
OG0000335	Prar.g_00317	Prap.g_01440
OG0000336	Prar.g_00316	Prap.g_01438
OG0000337	Prar.g_00312	Prap.g_01435
OG0000338	Prar.g_00311	Prap.g_01434
OG0000339	Prar.g_00310	Prap.g_01433
OG0000340	Prar.g_00309	Prap.g_01432
OG0000341	Prar.g_00305	Prap.g_01428
OG0000342	Prar.g_00304	Prap.g_01427
OG0000343	Prar.g_00302	Prap.g_01424
OG0000344	Prar.g_00301	Prap.g_01423
OG0000345	Prar.g_00300	Prap.g_01422
OG0000346	Prar.g_00299	Prap.g_01421
OG0000347	Prar.g_00298	Prap.g_01420
OG0000348	Prar.g_00297	Prap.g_01418
OG0000349	Prar.g_00296	Prap.g_01417
OG0000350	Prar.g_00295	Prap.g_01416
OG0000351	Prar.g_00292	Prap.g_01414
OG0000352	Prar.g_00289	Prap.g_01411
OG0000353	Prar.g_00288	Prap.g_01410
OG0000354	Prar.g_00287	Prap.g_01409
OG0000355	Prar.g_00286	Prap.g_01408
OG0000356	Prar.g_00285	Prap.g_01407
OG0000357	Prar.g_00284	Prap.g_01406
OG0000358	Prar.g_00283	Prap.g_01405
OG0000359	Prar.g_00282	Prap.g_01404
OG0000360	Prar.g_00279	Prap.g_01402
OG0000361	Prar.g_00278	Prap.g_01401
OG0000362	Prar.g_00277	Prap.g_01400
OG0000363	Prar.g_00276	Prap.g_01399
OG0000364	Prar.g_00275	Prap.g_01398
OG0000365	Prar.g_00274	Prap.g_01397
OG0000366	Prar.g_00273	Prap.g_01396
OG0000367	Prar.g_00272	Prap.g_01395
OG0000368	Prar.g_00271	Prap.g_01394
OG0000369	Prar.g_00270	Prap.g_01393
OG0000370	Prar.g_00269	Prap.g_01392
OG0000371	Prar.g_00268	Prap.g_01391
OG0000372	Prar.g_00266	Prap.g_01390
OG0000373	Prar.g_00264	Prap.g_01388
OG0000374	Prar.g_00263	Prap.g_01387
OG0000375	Prar.g_00262	Prap.g_01386
OG0000376	Prar.g_00260	Prap.g_01385
OG0000377	Prar.g_00259	Prap.g_01379
OG0000378	Prar.g_00258	Prap.g_01378
OG0000379	Prar.g_00394	Prap.g_01372
OG0000380	Prar.g_00395	Prap.g_01370
OG0000381	Prar.g_00396	Prap.g_01369
OG0000382	Prar.g_00398	Prap.g_01368
OG0000383	Prar.g_00401	Prap.g_01365
OG0000384	Prar.g_00402	Prap.g_01364
OG0000385	Prar.g_00405	Prap.g_01361
OG0000386	Prar.g_00406	Prap.g_01360
OG0000387	Prar.g_00407	Prap.g_01359
OG0000388	Prar.g_00408	Prap.g_01358
OG0000389	Prar.g_00409	Prap.g_01357
OG0000390	Prar.g_00410	Prap.g_01356
OG0000391	Prar.g_00411	Prap.g_01355
OG0000392	Prar.g_00412	Prap.g_01354
OG0000393	Prar.g_00415	Prap.g_01350
OG0000394	Prar.g_00416	Prap.g_01349
OG0000395	Prar.g_00418	Prap.g_01346
OG0000396	Prar.g_00419	Prap.g_00728
OG0000397	Prar.g_00432	Prap.g_00500
OG0000398	Prar.g_00440	Prap.g_01827
OG0000399	Prar.g_00441	Prap.g_00495
OG0000400	Prar.g_00446	Prap.g_01714
OG0000401	Prar.g_00479	Prap.g_01335
OG0000402	Prar.g_00480	Prap.g_01334
OG0000403	Prar.g_00481	Prap.g_01333
OG0000404	Prar.g_00483	Prap.g_01331
OG0000405	Prar.g_00484	Prap.g_01330
OG0000406	Prar.g_00486	Prap.g_01328
OG0000407	Prar.g_00487	Prap.g_01327
OG0000408	Prar.g_00488	Prap.g_01326
OG0000409	Prar.g_00489	Prap.g_01325
OG0000410	Prar.g_00490	Prap.g_01324
OG0000411	Prar.g_00491	Prap.g_01323
OG0000412	Prar.g_00492	Prap.g_01322
OG0000413	Prar.g_00493	Prap.g_01321
OG0000414	Prar.g_00494	Prap.g_01320
OG0000415	Prar.g_00495	Prap.g_01319
OG0000416	Prar.g_00496	Prap.g_01318
OG0000417	Prar.g_00497	Prap.g_01317
OG0000418	Prar.g_00498	Prap.g_01316
OG0000419	Prar.g_00499	Prap.g_01315
OG0000420	Prar.g_00500	Prap.g_01314
OG0000421	Prar.g_00501	Prap.g_01310
OG0000422	Prar.g_00503	Prap.g_01308
OG0000423	Prar.g_00504	Prap.g_01307
OG0000424	Prar.g_00506	Prap.g_01306
OG0000425	Prar.g_00510	Prap.g_01302
OG0000426	Prar.g_00511	Prap.g_01301
OG0000427	Prar.g_00512	Prap.g_01300
OG0000428	Prar.g_00513	Prap.g_01298
OG0000429	Prar.g_00514	Prap.g_01297
OG0000430	Prar.g_00521	Prap.g_01296
OG0000431	Prar.g_00523	Prap.g_01294
OG0000432	Prar.g_00524	Prap.g_01293
OG0000433	Prar.g_00527	Prap.g_01290
OG0000434	Prar.g_00528	Prap.g_01289
OG0000435	Prar.g_00529	Prap.g_01288
OG0000436	Prar.g_00531	Prap.g_01286
OG0000437	Prar.g_00533	Prap.g_01284
OG0000438	Prar.g_00534	Prap.g_01283
OG0000439	Prar.g_00535	Prap.g_01282
OG0000440	Prar.g_00537	Prap.g_01280
OG0000441	Prar.g_00538	Prap.g_01279
OG0000442	Prar.g_00539	Prap.g_01278
OG0000443	Prar.g_00540	Prap.g_01277
OG0000444	Prar.g_00541	Prap.g_01276
OG0000445	Prar.g_00542	Prap.g_01275
OG0000446	Prar.g_00543	Prap.g_01274
OG0000447	Prar.g_00544	Prap.g_01273
OG0000448	Prar.g_00545	Prap.g_01272
OG0000449	Prar.g_01331	Prap.g_01266
OG0000450	Prar.g_01332	Prap.g_01265
OG0000451	Prar.g_01333	Prap.g_01264
OG0000452	Prar.g_01334	Prap.g_01263
OG0000453	Prar.g_01336	Prap.g_01262
OG0000454	Prar.g_01337	Prap.g_01261
OG0000455	Prar.g_01338	Prap.g_01260
OG0000456	Prar.g_01339	Prap.g_01259
OG0000457	Prar.g_01341	Prap.g_01257
OG0000458	Prar.g_01343	Prap.g_01255
OG0000459	Prar.g_01344	Prap.g_01254
OG0000460	Prar.g_01345	Prap.g_01252
OG0000461	Prar.g_01346	Prap.g_01251
OG0000462	Prar.g_01347	Prap.g_01250
OG0000463	Prar.g_01348	Prap.g_01249
OG0000464	Prar.g_01353	Prap.g_01245
OG0000465	Prar.g_01355	Prap.g_01244
OG0000466	Prar.g_01356	Prap.g_01243
OG0000467	Prar.g_01357	Prap.g_01242
OG0000468	Prar.g_01358	Prap.g_01241
OG0000469	Prar.g_01359	Prap.g_01240
OG0000470	Prar.g_01360	Prap.g_01239
OG0000471	Prar.g_01361	Prap.g_01238
OG0000472	Prar.g_01364	Prap.g_01235
OG0000473	Prar.g_01365	Prap.g_01234
OG0000474	Prar.g_01366	Prap.g_01233
OG0000475	Prar.g_01367	Prap.g_01232
OG0000476	Prar.g_01368	Prap.g_01231
OG0000477	Prar.g_01370	Prap.g_01229
OG0000478	Prar.g_01371	Prap.g_01228
OG0000479	Prar.g_01372	Prap.g_01227
OG0000480	Prar.g_01374	Prap.g_01225
OG0000481	Prar.g_01375	Prap.g_01224
OG0000482	Prar.g_01376	Prap.g_01223
OG0000483	Prar.g_01377	Prap.g_01222
OG0000484	Prar.g_01378	Prap.g_01221
OG0000485	Prar.g_01379	Prap.g_01220
OG0000486	Prar.g_01380	Prap.g_01219
OG0000487	Prar.g_01381	Prap.g_01218
OG0000488	Prar.g_01383	Prap.g_01216
OG0000489	Prar.g_01384	Prap.g_01215
OG0000490	Prar.g_01385	Prap.g_01214
OG0000491	Prar.g_01386	Prap.g_01213
OG0000492	Prar.g_01387	Prap.g_01212
OG0000493	Prar.g_01388	Prap.g_01211
OG0000494	Prar.g_01390	Prap.g_01210
OG0000495	Prar.g_01391	Prap.g_01209
OG0000496	Prar.g_01392	Prap.g_01207
OG0000497	Prar.g_01393	Prap.g_01205
OG0000498	Prar.g_01394	Prap.g_01204
OG0000499	Prar.g_01396	Prap.g_01202
OG0000500	Prar.g_01397	Prap.g_01201
OG0000501	Prar.g_01399	Prap.g_01199
OG0000502	Prar.g_01400	Prap.g_01198
OG0000503	Prar.g_01401	Prap.g_01197
OG0000504	Prar.g_01402	Prap.g_01196
OG0000505	Prar.g_01403	Prap.g_01195
OG0000506	Prar.g_01404	Prap.g_01194
OG0000507	Prar.g_01405	Prap.g_01193
OG0000508	Prar.g_01407	Prap.g_01191
OG0000509	Prar.g_01408	Prap.g_01190
OG0000510	Prar.g_01409	Prap.g_01189
OG0000511	Prar.g_01410	Prap.g_01188
OG0000512	Prar.g_01411	Prap.g_01187
OG0000513	Prar.g_01412	Prap.g_01186
OG0000514	Prar.g_01413	Prap.g_01185
OG0000515	Prar.g_01415	Prap.g_01182
OG0000516	Prar.g_01416	Prap.g_01181
OG0000517	Prar.g_01417	Prap.g_01180
OG0000518	Prar.g_01420	Prap.g_01177
OG0000519	Prar.g_01422	Prap.g_01176
OG0000520	Prar.g_01423	Prap.g_01175
OG0000521	Prar.g_01424	Prap.g_01174
OG0000522	Prar.g_01425	Prap.g_01173
OG0000523	Prar.g_01426	Prap.g_01172
OG0000524	Prar.g_01427	Prap.g_01171
OG0000525	Prar.g_01429	Prap.g_01169
OG0000526	Prar.g_01430	Prap.g_01168
OG0000527	Prar.g_01431	Prap.g_01167
OG0000528	Prar.g_01432	Prap.g_01166
OG0000529	Prar.g_01433	Prap.g_01165
OG0000530	Prar.g_01434	Prap.g_01164
OG0000531	Prar.g_01435	Prap.g_01162
OG0000532	Prar.g_01436	Prap.g_01161
OG0000533	Prar.g_01437	Prap.g_01160
OG0000534	Prar.g_01438	Prap.g_01159
OG0000535	Prar.g_01439	Prap.g_01158
OG0000536	Prar.g_01440	Prap.g_01157
OG0000537	Prar.g_01441	Prap.g_01156
OG0000538	Prar.g_01442	Prap.g_01155
OG0000539	Prar.g_01443	Prap.g_01154
OG0000540	Prar.g_01444	Prap.g_01153
OG0000541	Prar.g_01445	Prap.g_01152
OG0000542	Prar.g_01446	Prap.g_01151
OG0000543	Prar.g_01447	Prap.g_01150
OG0000544	Prar.g_01448	Prap.g_01149
OG0000545	Prar.g_01451	Prap.g_01147
OG0000546	Prar.g_01452	Prap.g_01146
OG0000547	Prar.g_01454	Prap.g_01144
OG0000548	Prar.g_01455	Prap.g_01142
OG0000549	Prar.g_01456	Prap.g_01141
OG0000550	Prar.g_01457	Prap.g_01140
OG0000551	Prar.g_01458	Prap.g_01138
OG0000552	Prar.g_01459	Prap.g_01137
OG0000553	Prar.g_01460	Prap.g_00397
OG0000554	Prar.g_01461	Prap.g_00396
OG0000555	Prar.g_01462	Prap.g_00395
OG0000556	Prar.g_01463	Prap.g_00394
OG0000557	Prar.g_01464	Prap.g_00393
OG0000558	Prar.g_01465	Prap.g_00392
OG0000559	Prar.g_01466	Prap.g_00391
OG0000560	Prar.g_01468	Prap.g_00389
OG0000561	Prar.g_01469	Prap.g_00388
OG0000562	Prar.g_01470	Prap.g_00386
OG0000563	Prar.g_01471	Prap.g_00385
OG0000564	Prar.g_01472	Prap.g_00384
OG0000565	Prar.g_01473	Prap.g_00383
OG0000566	Prar.g_01474	Prap.g_00382
OG0000567	Prar.g_01475	Prap.g_00381
OG0000568	Prar.g_01476	Prap.g_00380
OG0000569	Prar.g_01477	Prap.g_00379
OG0000570	Prar.g_01478	Prap.g_00378
OG0000571	Prar.g_01479	Prap.g_00377
OG0000572	Prar.g_01480	Prap.g_00376
OG0000573	Prar.g_01483	Prap.g_00373
OG0000574	Prar.g_01484	Prap.g_00372
OG0000575	Prar.g_01485	Prap.g_00371
OG0000576	Prar.g_01486	Prap.g_00370
OG0000577	Prar.g_01487	Prap.g_00369
OG0000578	Prar.g_01488	Prap.g_00368
OG0000579	Prar.g_01489	Prap.g_00367
OG0000580	Prar.g_01490	Prap.g_00366
OG0000581	Prar.g_01491	Prap.g_00365
OG0000582	Prar.g_01492	Prap.g_00364
OG0000583	Prar.g_01493	Prap.g_00363
OG0000584	Prar.g_01494	Prap.g_00361
OG0000585	Prar.g_01495	Prap.g_00360
OG0000586	Prar.g_01497	Prap.g_00358
OG0000587	Prar.g_01498	Prap.g_00357
