Orthogroup	Prar	Pras
OG0000066	Prar.g_00880	Pras.g_00330, Pras.g_00273, Pras.g_00271, Pras.g_00272
OG0000067	Prar.g_00988	Pras.g_00166, Pras.g_00142
OG0000068	Prar.g_01027	Pras.g_00687
OG0000069	Prar.g_00886	Pras.g_00326
OG0000070	Prar.g_00932	Pras.g_00881
OG0000071	Prar.g_00027	Pras.g_00853
OG0000072	Prar.g_00265	Pras.g_01174
OG0000073	Prar.g_01499	Pras.g_01545
OG0000074	Prar.g_01521	Pras.g_01567
OG0000075	Prar.g_01691	Pras.g_01708
OG0000076	Prar.g_01904	Pras.g_01934
OG0000077	Prar.g_00712	Pras.g_00494
OG0000078	Prar.g_00872	Pras.g_00294
OG0000079	Prar.g_00769	Pras.g_00431
OG0000080	Prar.g_01166	Pras.g_00477
OG0000081	Prar.g_00627	Pras.g_00717
OG0000082	Prar.g_00072	Pras.g_00806
OG0000083	Prar.g_00035	Pras.g_00845
OG0000084	Prar.g_00032	Pras.g_00848
OG0000085	Prar.g_00015	Pras.g_00865
OG0000086	Prar.g_00581	Pras.g_00892
OG0000087	Prar.g_00570	Pras.g_00902
OG0000088	Prar.g_00215	Pras.g_00964
OG0000089	Prar.g_00207	Pras.g_00972
OG0000090	Prar.g_00189	Pras.g_00990
OG0000091	Prar.g_00158	Pras.g_01020
OG0000092	Prar.g_00157	Pras.g_01021
OG0000093	Prar.g_00143	Pras.g_01035
OG0000094	Prar.g_00125	Pras.g_01053
OG0000095	Prar.g_00120	Pras.g_01058
OG0000097	Prar.g_00313	Pras.g_01126
OG0000098	Prar.g_00303	Pras.g_01136
OG0000099	Prar.g_00293	Pras.g_01145
OG0000100	Prar.g_00290	Pras.g_01148
OG0000101	Prar.g_00417	Pras.g_01210
OG0000102	Prar.g_00444	Pras.g_01236
OG0000103	Prar.g_00526	Pras.g_01354
OG0000104	Prar.g_00530	Pras.g_01358
OG0000105	Prar.g_01330	Pras.g_01377
OG0000106	Prar.g_01362	Pras.g_01409
OG0000107	Prar.g_01363	Pras.g_01410
OG0000108	Prar.g_01373	Pras.g_01420
OG0000109	Prar.g_01382	Pras.g_01429
OG0000110	Prar.g_01398	Pras.g_01445
OG0000111	Prar.g_01481	Pras.g_01527
OG0000112	Prar.g_01482	Pras.g_01528
OG0000113	Prar.g_01621	Pras.g_01628
OG0000114	Prar.g_01682	Pras.g_01699
OG0000115	Prar.g_01833	Pras.g_01859
OG0000116	Prar.g_01837	Pras.g_01863
OG0000117	Prar.g_01901	Pras.g_01931
OG0000118	Prar.g_01953	Pras.g_01982
OG0000119	Prar.g_01293	Pras.g_00026
OG0000120	Prar.g_01257	Pras.g_00062
OG0000121	Prar.g_01238	Pras.g_00081
OG0000122	Prar.g_01219	Pras.g_00101
OG0000123	Prar.g_01206	Pras.g_00114
OG0000124	Prar.g_00376	Pras.g_00122
OG0000125	Prar.g_00943	Pras.g_00222
OG0000126	Prar.g_00911	Pras.g_00250
OG0000127	Prar.g_00352	Pras.g_00337
OG0000128	Prar.g_00338	Pras.g_00351
OG0000129	Prar.g_00810	Pras.g_00388
OG0000130	Prar.g_01145	Pras.g_00548
OG0000131	Prar.g_01959	Pras.g_00586
OG0000132	Prar.g_00595, Prar.g_01956	Pras.g_00589
OG0000133	Prar.g_01068	Pras.g_00646
OG0000134	Prar.g_01032	Pras.g_00682
OG0000135	Prar.g_01030	Pras.g_00684
OG0000136	Prar.g_00638	Pras.g_00728
OG0000137	Prar.g_00669	Pras.g_00761
OG0000138	Prar.g_00704	Pras.g_00797
OG0000139	Prar.g_00055	Pras.g_00824
OG0000140	Prar.g_00037	Pras.g_00843
OG0000141	Prar.g_00036	Pras.g_00844
OG0000142	Prar.g_00034	Pras.g_00846
OG0000143	Prar.g_00033	Pras.g_00847
OG0000144	Prar.g_00031	Pras.g_00849
OG0000145	Prar.g_00030	Pras.g_00850
OG0000146	Prar.g_00029	Pras.g_00851
OG0000147	Prar.g_00028	Pras.g_00852
OG0000148	Prar.g_00026	Pras.g_00854
OG0000149	Prar.g_00024	Pras.g_00856
OG0000150	Prar.g_00023	Pras.g_00857
OG0000151	Prar.g_00022	Pras.g_00858
OG0000152	Prar.g_00021	Pras.g_00859
OG0000153	Prar.g_00020	Pras.g_00860
OG0000154	Prar.g_00019	Pras.g_00861
OG0000155	Prar.g_00018	Pras.g_00862
OG0000156	Prar.g_00017	Pras.g_00863
OG0000157	Prar.g_00016	Pras.g_00864
OG0000158	Prar.g_00014	Pras.g_00866
OG0000159	Prar.g_00013	Pras.g_00867
OG0000160	Prar.g_00012	Pras.g_00868
OG0000161	Prar.g_00011	Pras.g_00869
OG0000162	Prar.g_00010	Pras.g_00870
OG0000163	Prar.g_00009	Pras.g_00871
OG0000164	Prar.g_00006	Pras.g_00874
OG0000165	Prar.g_00002	Pras.g_00877
OG0000166	Prar.g_00001	Pras.g_00878
OG0000167	Prar.g_00594	Pras.g_00879
OG0000168	Prar.g_00580	Pras.g_00893
OG0000169	Prar.g_00578	Pras.g_00895
OG0000170	Prar.g_00577	Pras.g_00896
OG0000171	Prar.g_00576	Pras.g_00897
OG0000172	Prar.g_00574	Pras.g_00898
OG0000173	Prar.g_00573	Pras.g_00899
OG0000174	Prar.g_00572	Pras.g_00900
OG0000175	Prar.g_00571	Pras.g_00901
OG0000176	Prar.g_00569	Pras.g_00903
OG0000177	Prar.g_00568	Pras.g_00904
OG0000178	Prar.g_00567	Pras.g_00905
OG0000179	Prar.g_00554	Pras.g_00916
OG0000180	Prar.g_00553	Pras.g_00917
OG0000181	Prar.g_00552	Pras.g_00918
OG0000182	Prar.g_00549	Pras.g_00921
OG0000183	Prar.g_00548	Pras.g_00922
OG0000184	Prar.g_00255	Pras.g_00924
OG0000185	Prar.g_00251	Pras.g_00928
OG0000186	Prar.g_00250	Pras.g_00929
OG0000187	Prar.g_00249	Pras.g_00930
OG0000188	Prar.g_00248	Pras.g_00931
OG0000189	Prar.g_00247	Pras.g_00932
OG0000190	Prar.g_00246	Pras.g_00933
OG0000191	Prar.g_00245	Pras.g_00934
OG0000192	Prar.g_00244	Pras.g_00935
OG0000193	Prar.g_00243	Pras.g_00936
OG0000194	Prar.g_00242	Pras.g_00937
OG0000195	Prar.g_00240	Pras.g_00939
OG0000196	Prar.g_00239	Pras.g_00940
OG0000197	Prar.g_00238	Pras.g_00941
OG0000198	Prar.g_00237	Pras.g_00942
OG0000199	Prar.g_00234	Pras.g_00945
OG0000200	Prar.g_00233	Pras.g_00946
OG0000201	Prar.g_00232	Pras.g_00947
OG0000202	Prar.g_00231	Pras.g_00948
OG0000203	Prar.g_00230	Pras.g_00949
OG0000204	Prar.g_00229	Pras.g_00950
OG0000205	Prar.g_00228	Pras.g_00951
OG0000206	Prar.g_00227	Pras.g_00952
OG0000207	Prar.g_00226	Pras.g_00953
OG0000208	Prar.g_00225	Pras.g_00954
OG0000209	Prar.g_00224	Pras.g_00955
OG0000210	Prar.g_00222	Pras.g_00957
OG0000211	Prar.g_00221	Pras.g_00958
OG0000212	Prar.g_00220	Pras.g_00959
OG0000213	Prar.g_00219	Pras.g_00960
OG0000214	Prar.g_00217	Pras.g_00962
OG0000215	Prar.g_00216	Pras.g_00963
OG0000216	Prar.g_00214	Pras.g_00965
OG0000217	Prar.g_00213	Pras.g_00966
OG0000218	Prar.g_00212	Pras.g_00967
OG0000219	Prar.g_00211	Pras.g_00968
OG0000220	Prar.g_00208	Pras.g_00971
OG0000221	Prar.g_00206	Pras.g_00973
OG0000222	Prar.g_00205	Pras.g_00974
OG0000223	Prar.g_00204	Pras.g_00975
OG0000224	Prar.g_00201	Pras.g_00978
OG0000225	Prar.g_00199	Pras.g_00980
OG0000226	Prar.g_00198	Pras.g_00981
OG0000227	Prar.g_00197	Pras.g_00982
OG0000228	Prar.g_00196	Pras.g_00983
OG0000229	Prar.g_00195	Pras.g_00984
OG0000230	Prar.g_00194	Pras.g_00985
OG0000231	Prar.g_00192	Pras.g_00987
OG0000232	Prar.g_00191	Pras.g_00988
OG0000233	Prar.g_00188	Pras.g_00991
OG0000234	Prar.g_00186	Pras.g_00993
OG0000235	Prar.g_00182	Pras.g_00996
OG0000236	Prar.g_00181	Pras.g_00997
OG0000237	Prar.g_00180	Pras.g_00998
OG0000238	Prar.g_00179	Pras.g_00999
OG0000239	Prar.g_00178	Pras.g_01000
OG0000240	Prar.g_00176	Pras.g_01002
OG0000241	Prar.g_00175	Pras.g_01003
OG0000242	Prar.g_00174	Pras.g_01004
OG0000243	Prar.g_00173	Pras.g_01005
OG0000244	Prar.g_00172	Pras.g_01006
OG0000245	Prar.g_00171	Pras.g_01007
OG0000246	Prar.g_00169	Pras.g_01009
OG0000247	Prar.g_00168	Pras.g_01010
OG0000248	Prar.g_00167	Pras.g_01011
OG0000249	Prar.g_00166	Pras.g_01012
OG0000250	Prar.g_00165	Pras.g_01013
OG0000251	Prar.g_00164	Pras.g_01014
OG0000252	Prar.g_00163	Pras.g_01015
OG0000253	Prar.g_00162	Pras.g_01016
OG0000254	Prar.g_00160	Pras.g_01018
OG0000255	Prar.g_00159	Pras.g_01019
OG0000256	Prar.g_00156	Pras.g_01022
OG0000257	Prar.g_00154	Pras.g_01024
OG0000258	Prar.g_00153	Pras.g_01025
OG0000259	Prar.g_00152	Pras.g_01026
OG0000260	Prar.g_00151	Pras.g_01027
OG0000261	Prar.g_00150	Pras.g_01028
OG0000262	Prar.g_00149	Pras.g_01029
OG0000263	Prar.g_00148	Pras.g_01030
OG0000264	Prar.g_00146	Pras.g_01032
OG0000265	Prar.g_00145	Pras.g_01033
OG0000266	Prar.g_00144	Pras.g_01034
OG0000267	Prar.g_00142	Pras.g_01036
OG0000268	Prar.g_00141	Pras.g_01037
OG0000269	Prar.g_00140	Pras.g_01038
OG0000270	Prar.g_00139	Pras.g_01039
OG0000271	Prar.g_00138	Pras.g_01040
OG0000272	Prar.g_00137	Pras.g_01041
OG0000273	Prar.g_00136	Pras.g_01042
OG0000274	Prar.g_00135	Pras.g_01043
OG0000275	Prar.g_00134	Pras.g_01044
OG0000276	Prar.g_00133	Pras.g_01045
OG0000277	Prar.g_00132	Pras.g_01046
OG0000278	Prar.g_00131	Pras.g_01047
OG0000279	Prar.g_00130	Pras.g_01048
OG0000280	Prar.g_00129	Pras.g_01049
OG0000281	Prar.g_00127	Pras.g_01051
OG0000282	Prar.g_00126	Pras.g_01052
OG0000283	Prar.g_00123	Pras.g_01055
OG0000284	Prar.g_00122	Pras.g_01056
OG0000285	Prar.g_00121	Pras.g_01057
OG0000286	Prar.g_00119	Pras.g_01060
OG0000287	Prar.g_00118	Pras.g_01061
OG0000288	Prar.g_00117	Pras.g_01062
OG0000289	Prar.g_00116	Pras.g_01063
OG0000290	Prar.g_00115	Pras.g_01064
OG0000291	Prar.g_00114	Pras.g_01065
OG0000292	Prar.g_00113	Pras.g_01066
OG0000293	Prar.g_00112	Pras.g_01067
OG0000294	Prar.g_00111	Pras.g_01068
OG0000295	Prar.g_00110	Pras.g_01069
OG0000296	Prar.g_00109	Pras.g_01070
OG0000297	Prar.g_00108	Pras.g_01071
OG0000298	Prar.g_00107	Pras.g_01072
OG0000299	Prar.g_00106	Pras.g_01073
OG0000300	Prar.g_00105	Pras.g_01074
OG0000301	Prar.g_00104	Pras.g_01075
OG0000302	Prar.g_00103	Pras.g_01076
OG0000303	Prar.g_00102	Pras.g_01077
OG0000304	Prar.g_00101	Pras.g_01078
OG0000305	Prar.g_00100	Pras.g_01079
OG0000306	Prar.g_00099	Pras.g_01080
OG0000307	Prar.g_00098	Pras.g_01081
OG0000308	Prar.g_00097	Pras.g_01082
OG0000309	Prar.g_00096	Pras.g_01083
OG0000310	Prar.g_00095	Pras.g_01084
OG0000311	Prar.g_00094	Pras.g_01085
OG0000312	Prar.g_00092	Pras.g_01087
OG0000313	Prar.g_00091	Pras.g_01088
OG0000314	Prar.g_00088	Pras.g_01091
OG0000315	Prar.g_00087	Pras.g_01092
OG0000316	Prar.g_00085	Pras.g_01094
OG0000317	Prar.g_00083	Pras.g_01096
OG0000318	Prar.g_00082	Pras.g_01097
OG0000319	Prar.g_00081	Pras.g_01098
OG0000320	Prar.g_00080	Pras.g_01099
OG0000321	Prar.g_00077	Pras.g_01102
OG0000322	Prar.g_00334	Pras.g_01105
OG0000323	Prar.g_00333	Pras.g_01106
OG0000324	Prar.g_00330	Pras.g_01109
OG0000325	Prar.g_00328	Pras.g_01111
OG0000326	Prar.g_00327	Pras.g_01112
OG0000327	Prar.g_00325	Pras.g_01114
OG0000328	Prar.g_00324	Pras.g_01115
OG0000329	Prar.g_00323	Pras.g_01116
OG0000330	Prar.g_00322	Pras.g_01117
OG0000331	Prar.g_00321	Pras.g_01118
OG0000332	Prar.g_00320	Pras.g_01119
OG0000333	Prar.g_00319	Pras.g_01120
OG0000334	Prar.g_00318	Pras.g_01121
OG0000335	Prar.g_00317	Pras.g_01122
OG0000336	Prar.g_00316	Pras.g_01123
OG0000337	Prar.g_00312	Pras.g_01127
OG0000338	Prar.g_00311	Pras.g_01128
OG0000339	Prar.g_00310	Pras.g_01129
OG0000340	Prar.g_00309	Pras.g_01130
OG0000341	Prar.g_00305	Pras.g_01134
OG0000342	Prar.g_00304	Pras.g_01135
OG0000343	Prar.g_00302	Pras.g_01137
OG0000344	Prar.g_00301	Pras.g_01138
OG0000345	Prar.g_00300	Pras.g_01139
OG0000346	Prar.g_00299	Pras.g_01140
OG0000347	Prar.g_00298	Pras.g_01141
OG0000348	Prar.g_00297	Pras.g_01142
OG0000349	Prar.g_00296	Pras.g_01143
OG0000350	Prar.g_00295	Pras.g_01144
OG0000351	Prar.g_00292	Pras.g_01146
OG0000352	Prar.g_00289	Pras.g_01149
OG0000353	Prar.g_00288	Pras.g_01150
OG0000354	Prar.g_00287	Pras.g_01151
OG0000355	Prar.g_00286	Pras.g_01152
OG0000356	Prar.g_00285	Pras.g_01153
OG0000357	Prar.g_00284	Pras.g_01155
OG0000358	Prar.g_00283	Pras.g_01156
OG0000359	Prar.g_00282	Pras.g_01157
OG0000360	Prar.g_00279	Pras.g_01160
OG0000361	Prar.g_00278	Pras.g_01161
OG0000362	Prar.g_00277	Pras.g_01162
OG0000363	Prar.g_00276	Pras.g_01163
OG0000364	Prar.g_00275	Pras.g_01164
OG0000365	Prar.g_00274	Pras.g_01165
OG0000366	Prar.g_00273	Pras.g_01166
OG0000367	Prar.g_00272	Pras.g_01167
OG0000368	Prar.g_00271	Pras.g_01168
OG0000369	Prar.g_00270	Pras.g_01169
OG0000370	Prar.g_00269	Pras.g_01170
OG0000371	Prar.g_00268	Pras.g_01171
OG0000372	Prar.g_00266	Pras.g_01173
OG0000373	Prar.g_00264	Pras.g_01175
OG0000374	Prar.g_00263	Pras.g_01176
OG0000375	Prar.g_00262	Pras.g_01177
OG0000376	Prar.g_00260	Pras.g_01179
OG0000377	Prar.g_00259	Pras.g_01180
OG0000378	Prar.g_00258	Pras.g_01181
OG0000379	Prar.g_00394	Pras.g_01187
OG0000380	Prar.g_00395	Pras.g_01188
OG0000381	Prar.g_00396	Pras.g_01189
OG0000382	Prar.g_00398	Pras.g_01191
OG0000383	Prar.g_00401	Pras.g_01194
OG0000384	Prar.g_00402	Pras.g_01195
OG0000385	Prar.g_00405	Pras.g_01198
OG0000386	Prar.g_00406	Pras.g_01199
OG0000387	Prar.g_00407	Pras.g_01200
OG0000388	Prar.g_00408	Pras.g_01201
OG0000389	Prar.g_00409	Pras.g_01202
OG0000390	Prar.g_00410	Pras.g_01203
OG0000391	Prar.g_00411	Pras.g_01204
OG0000392	Prar.g_00412	Pras.g_01205
OG0000393	Prar.g_00415	Pras.g_01208
OG0000394	Prar.g_00416	Pras.g_01209
OG0000395	Prar.g_00418	Pras.g_01211
OG0000396	Prar.g_00419	Pras.g_01212
OG0000397	Prar.g_00432	Pras.g_01224
OG0000398	Prar.g_00440	Pras.g_01232
OG0000399	Prar.g_00441	Pras.g_01233
OG0000400	Prar.g_00446	Pras.g_01239
OG0000401	Prar.g_00479	Pras.g_01309
OG0000402	Prar.g_00480	Pras.g_01310
OG0000403	Prar.g_00481	Pras.g_01311
OG0000404	Prar.g_00483	Pras.g_01313
OG0000405	Prar.g_00484	Pras.g_01314
OG0000406	Prar.g_00486	Pras.g_01316
OG0000407	Prar.g_00487	Pras.g_01317
OG0000408	Prar.g_00488	Pras.g_01318
OG0000409	Prar.g_00489	Pras.g_01319
OG0000410	Prar.g_00490	Pras.g_01320
OG0000411	Prar.g_00491	Pras.g_01321
OG0000412	Prar.g_00492	Pras.g_01322
OG0000413	Prar.g_00493	Pras.g_01323
OG0000414	Prar.g_00494	Pras.g_01324
OG0000415	Prar.g_00495	Pras.g_01325
OG0000416	Prar.g_00496	Pras.g_01326
OG0000417	Prar.g_00497	Pras.g_01327
OG0000418	Prar.g_00498	Pras.g_01328
OG0000419	Prar.g_00499	Pras.g_01329
OG0000420	Prar.g_00500	Pras.g_01330
OG0000421	Prar.g_00501	Pras.g_01331
OG0000422	Prar.g_00503	Pras.g_01332
OG0000423	Prar.g_00504	Pras.g_01333
OG0000424	Prar.g_00506	Pras.g_01335
OG0000425	Prar.g_00510	Pras.g_01339
OG0000426	Prar.g_00511	Pras.g_01340
OG0000427	Prar.g_00512	Pras.g_01341
OG0000428	Prar.g_00513	Pras.g_01342
OG0000429	Prar.g_00514	Pras.g_01343
OG0000430	Prar.g_00521	Pras.g_01349
OG0000431	Prar.g_00523	Pras.g_01351
OG0000432	Prar.g_00524	Pras.g_01352
OG0000433	Prar.g_00527	Pras.g_01355
OG0000434	Prar.g_00528	Pras.g_01356
OG0000435	Prar.g_00529	Pras.g_01357
OG0000436	Prar.g_00531	Pras.g_01359
OG0000437	Prar.g_00533	Pras.g_01361
OG0000438	Prar.g_00534	Pras.g_01362
OG0000439	Prar.g_00535	Pras.g_01363
OG0000440	Prar.g_00537	Pras.g_01365
OG0000441	Prar.g_00538	Pras.g_01366
OG0000442	Prar.g_00539	Pras.g_01367
OG0000443	Prar.g_00540	Pras.g_01368
OG0000444	Prar.g_00541	Pras.g_01369
OG0000445	Prar.g_00542	Pras.g_01370
OG0000446	Prar.g_00543	Pras.g_01371
OG0000447	Prar.g_00544	Pras.g_01372
OG0000448	Prar.g_00545	Pras.g_01373
OG0000449	Prar.g_01331	Pras.g_01378
OG0000450	Prar.g_01332	Pras.g_01379
OG0000451	Prar.g_01333	Pras.g_01380
OG0000452	Prar.g_01334	Pras.g_01381
OG0000453	Prar.g_01336	Pras.g_01383
OG0000454	Prar.g_01337	Pras.g_01384
OG0000455	Prar.g_01338	Pras.g_01385
OG0000456	Prar.g_01339	Pras.g_01386
OG0000457	Prar.g_01341	Pras.g_01388
OG0000458	Prar.g_01343	Pras.g_01390
OG0000459	Prar.g_01344	Pras.g_01391
OG0000460	Prar.g_01345	Pras.g_01393
OG0000461	Prar.g_01346	Pras.g_01394
OG0000462	Prar.g_01347	Pras.g_01395
OG0000463	Prar.g_01348	Pras.g_01396
OG0000464	Prar.g_01353	Pras.g_01401
OG0000465	Prar.g_01355	Pras.g_01402
OG0000466	Prar.g_01356	Pras.g_01403
OG0000467	Prar.g_01357	Pras.g_01404
OG0000468	Prar.g_01358	Pras.g_01405
OG0000469	Prar.g_01359	Pras.g_01406
OG0000470	Prar.g_01360	Pras.g_01407
OG0000471	Prar.g_01361	Pras.g_01408
OG0000472	Prar.g_01364	Pras.g_01411
OG0000473	Prar.g_01365	Pras.g_01412
OG0000474	Prar.g_01366	Pras.g_01413
OG0000475	Prar.g_01367	Pras.g_01414
OG0000476	Prar.g_01368	Pras.g_01415
OG0000477	Prar.g_01370	Pras.g_01417
OG0000478	Prar.g_01371	Pras.g_01418
OG0000479	Prar.g_01372	Pras.g_01419
OG0000480	Prar.g_01374	Pras.g_01421
OG0000481	Prar.g_01375	Pras.g_01422
OG0000482	Prar.g_01376	Pras.g_01423
OG0000483	Prar.g_01377	Pras.g_01424
OG0000484	Prar.g_01378	Pras.g_01425
OG0000485	Prar.g_01379	Pras.g_01426
OG0000486	Prar.g_01380	Pras.g_01427
OG0000487	Prar.g_01381	Pras.g_01428
OG0000488	Prar.g_01383	Pras.g_01430
OG0000489	Prar.g_01384	Pras.g_01431
OG0000490	Prar.g_01385	Pras.g_01432
OG0000491	Prar.g_01386	Pras.g_01433
OG0000492	Prar.g_01387	Pras.g_01434
OG0000493	Prar.g_01388	Pras.g_01435
OG0000494	Prar.g_01390	Pras.g_01437
OG0000495	Prar.g_01391	Pras.g_01438
OG0000496	Prar.g_01392	Pras.g_01439
OG0000497	Prar.g_01393	Pras.g_01440
OG0000498	Prar.g_01394	Pras.g_01441
OG0000499	Prar.g_01396	Pras.g_01443
OG0000500	Prar.g_01397	Pras.g_01444
OG0000501	Prar.g_01399	Pras.g_01446
OG0000502	Prar.g_01400	Pras.g_01447
OG0000503	Prar.g_01401	Pras.g_01448
OG0000504	Prar.g_01402	Pras.g_01449
OG0000505	Prar.g_01403	Pras.g_01450
OG0000506	Prar.g_01404	Pras.g_01451
OG0000507	Prar.g_01405	Pras.g_01452
OG0000508	Prar.g_01407	Pras.g_01454
OG0000509	Prar.g_01408	Pras.g_01455
OG0000510	Prar.g_01409	Pras.g_01456
OG0000511	Prar.g_01410	Pras.g_01457
OG0000512	Prar.g_01411	Pras.g_01459
OG0000513	Prar.g_01412	Pras.g_01460
OG0000514	Prar.g_01413	Pras.g_01461
OG0000515	Prar.g_01415	Pras.g_01463
OG0000516	Prar.g_01416	Pras.g_01464
OG0000517	Prar.g_01417	Pras.g_01465
OG0000518	Prar.g_01420	Pras.g_01467
OG0000519	Prar.g_01422	Pras.g_01468
OG0000520	Prar.g_01423	Pras.g_01469
OG0000521	Prar.g_01424	Pras.g_01470
OG0000522	Prar.g_01425	Pras.g_01471
OG0000523	Prar.g_01426	Pras.g_01472
OG0000524	Prar.g_01427	Pras.g_01473
OG0000525	Prar.g_01429	Pras.g_01475
OG0000526	Prar.g_01430	Pras.g_01476
OG0000527	Prar.g_01431	Pras.g_01477
OG0000528	Prar.g_01432	Pras.g_01478
OG0000529	Prar.g_01433	Pras.g_01479
OG0000530	Prar.g_01434	Pras.g_01480
OG0000531	Prar.g_01435	Pras.g_01481
OG0000532	Prar.g_01436	Pras.g_01482
OG0000533	Prar.g_01437	Pras.g_01483
OG0000534	Prar.g_01438	Pras.g_01484
OG0000535	Prar.g_01439	Pras.g_01485
OG0000536	Prar.g_01440	Pras.g_01486
OG0000537	Prar.g_01441	Pras.g_01487
OG0000538	Prar.g_01442	Pras.g_01488
OG0000539	Prar.g_01443	Pras.g_01489
OG0000540	Prar.g_01444	Pras.g_01490
OG0000541	Prar.g_01445	Pras.g_01491
OG0000542	Prar.g_01446	Pras.g_01492
OG0000543	Prar.g_01447	Pras.g_01493
OG0000544	Prar.g_01448	Pras.g_01494
OG0000545	Prar.g_01451	Pras.g_01497
OG0000546	Prar.g_01452	Pras.g_01498
OG0000547	Prar.g_01454	Pras.g_01500
OG0000548	Prar.g_01455	Pras.g_01501
OG0000549	Prar.g_01456	Pras.g_01502
OG0000550	Prar.g_01457	Pras.g_01503
OG0000551	Prar.g_01458	Pras.g_01504
OG0000552	Prar.g_01459	Pras.g_01505
OG0000553	Prar.g_01460	Pras.g_01506
OG0000554	Prar.g_01461	Pras.g_01507
OG0000555	Prar.g_01462	Pras.g_01508
OG0000556	Prar.g_01463	Pras.g_01509
OG0000557	Prar.g_01464	Pras.g_01510
OG0000558	Prar.g_01465	Pras.g_01511
OG0000559	Prar.g_01466	Pras.g_01512
OG0000560	Prar.g_01468	Pras.g_01514
OG0000561	Prar.g_01469	Pras.g_01515
OG0000562	Prar.g_01470	Pras.g_01516
OG0000563	Prar.g_01471	Pras.g_01517
OG0000564	Prar.g_01472	Pras.g_01518
OG0000565	Prar.g_01473	Pras.g_01519
OG0000566	Prar.g_01474	Pras.g_01520
