Orthogroup	Prar	Prau
OG0000215	Prar.g_00216	Prau.g_00113
OG0000216	Prar.g_00214	Prau.g_00115
OG0000217	Prar.g_00213	Prau.g_00116
OG0000218	Prar.g_00212	Prau.g_00117
OG0000219	Prar.g_00211	Prau.g_00118
OG0000220	Prar.g_00208	Prau.g_00121
OG0000221	Prar.g_00206	Prau.g_00123
OG0000222	Prar.g_00205	Prau.g_00124
OG0000223	Prar.g_00204	Prau.g_00125
OG0000224	Prar.g_00201	Prau.g_00128
OG0000225	Prar.g_00199	Prau.g_00130
OG0000226	Prar.g_00198	Prau.g_00131
OG0000227	Prar.g_00197	Prau.g_00132
OG0000228	Prar.g_00196	Prau.g_00133
OG0000229	Prar.g_00195	Prau.g_00134
OG0000230	Prar.g_00194	Prau.g_00135
OG0000231	Prar.g_00192	Prau.g_00137
OG0000232	Prar.g_00191	Prau.g_00138
OG0000233	Prar.g_00188	Prau.g_00141
OG0000234	Prar.g_00186	Prau.g_00143
OG0000235	Prar.g_00182	Prau.g_00146
OG0000236	Prar.g_00181	Prau.g_00147
OG0000237	Prar.g_00180	Prau.g_00148
OG0000238	Prar.g_00179	Prau.g_00149
OG0000239	Prar.g_00178	Prau.g_00150
OG0000240	Prar.g_00176	Prau.g_00152
OG0000241	Prar.g_00175	Prau.g_00153
OG0000242	Prar.g_00174	Prau.g_00154
OG0000243	Prar.g_00173	Prau.g_00155
OG0000244	Prar.g_00172	Prau.g_00156
OG0000245	Prar.g_00171	Prau.g_00157
OG0000246	Prar.g_00169	Prau.g_00159
OG0000247	Prar.g_00168	Prau.g_00160
OG0000248	Prar.g_00167	Prau.g_00161
OG0000249	Prar.g_00166	Prau.g_00162
OG0000250	Prar.g_00165	Prau.g_00163
OG0000251	Prar.g_00164	Prau.g_00164
OG0000252	Prar.g_00163	Prau.g_00165
OG0000253	Prar.g_00162	Prau.g_00166
OG0000254	Prar.g_00160	Prau.g_00168
OG0000255	Prar.g_00159	Prau.g_00169
OG0000256	Prar.g_00156	Prau.g_00172
OG0000257	Prar.g_00154	Prau.g_00174
OG0000258	Prar.g_00153	Prau.g_00175
OG0000259	Prar.g_00152	Prau.g_00176
OG0000260	Prar.g_00151	Prau.g_00177
OG0000261	Prar.g_00150	Prau.g_00178
OG0000262	Prar.g_00149	Prau.g_00179
OG0000263	Prar.g_00148	Prau.g_00180
OG0000264	Prar.g_00146	Prau.g_00182
OG0000265	Prar.g_00145	Prau.g_00183
OG0000266	Prar.g_00144	Prau.g_00184
OG0000267	Prar.g_00142	Prau.g_00186
OG0000268	Prar.g_00141	Prau.g_00187
OG0000269	Prar.g_00140	Prau.g_00188
OG0000270	Prar.g_00139	Prau.g_00189
OG0000271	Prar.g_00138	Prau.g_00190
OG0000272	Prar.g_00137	Prau.g_00191
OG0000273	Prar.g_00136	Prau.g_00192
OG0000274	Prar.g_00135	Prau.g_00193
OG0000275	Prar.g_00134	Prau.g_00194
OG0000276	Prar.g_00133	Prau.g_00195
OG0000277	Prar.g_00132	Prau.g_00196
OG0000278	Prar.g_00131	Prau.g_00197
OG0000279	Prar.g_00130	Prau.g_00198
OG0000280	Prar.g_00129	Prau.g_00199
OG0000281	Prar.g_00127	Prau.g_00201
OG0000282	Prar.g_00126	Prau.g_00202
OG0000283	Prar.g_00123	Prau.g_00205
OG0000284	Prar.g_00122	Prau.g_00206
OG0000285	Prar.g_00121	Prau.g_00207
OG0000286	Prar.g_00119	Prau.g_00209
OG0000287	Prar.g_00118	Prau.g_00210
OG0000288	Prar.g_00117	Prau.g_00211
OG0000289	Prar.g_00116	Prau.g_00212
OG0000290	Prar.g_00115	Prau.g_00213
OG0000291	Prar.g_00114	Prau.g_00214
OG0000292	Prar.g_00113	Prau.g_00215
OG0000293	Prar.g_00112	Prau.g_00216
OG0000294	Prar.g_00111	Prau.g_00217
OG0000295	Prar.g_00110	Prau.g_00218
OG0000296	Prar.g_00109	Prau.g_00219
OG0000297	Prar.g_00108	Prau.g_00220
OG0000298	Prar.g_00107	Prau.g_00221
OG0000299	Prar.g_00106	Prau.g_00222
OG0000300	Prar.g_00105	Prau.g_00223
OG0000301	Prar.g_00104	Prau.g_00224
OG0000302	Prar.g_00103	Prau.g_00225
OG0000303	Prar.g_00102	Prau.g_00226
OG0000304	Prar.g_00101	Prau.g_00227
OG0000305	Prar.g_00100	Prau.g_00228
OG0000306	Prar.g_00099	Prau.g_00229
OG0000307	Prar.g_00098	Prau.g_00230
OG0000308	Prar.g_00097	Prau.g_00231
OG0000309	Prar.g_00096	Prau.g_00232
OG0000310	Prar.g_00095	Prau.g_00233
OG0000311	Prar.g_00094	Prau.g_00234
OG0000312	Prar.g_00092	Prau.g_00236
OG0000313	Prar.g_00091	Prau.g_00237
OG0000314	Prar.g_00088	Prau.g_00240
OG0000315	Prar.g_00087	Prau.g_00241
OG0000316	Prar.g_00085	Prau.g_00244
OG0000317	Prar.g_00083	Prau.g_00246
OG0000318	Prar.g_00082	Prau.g_00247
OG0000319	Prar.g_00081	Prau.g_00248
OG0000320	Prar.g_00080	Prau.g_00249
OG0000321	Prar.g_00077	Prau.g_00252
OG0000322	Prar.g_00334	Prau.g_00255
OG0000323	Prar.g_00333	Prau.g_00256
OG0000324	Prar.g_00330	Prau.g_00259
OG0000325	Prar.g_00328	Prau.g_00261
OG0000326	Prar.g_00327	Prau.g_00262
OG0000327	Prar.g_00325	Prau.g_00264
OG0000328	Prar.g_00324	Prau.g_00265
OG0000329	Prar.g_00323	Prau.g_00266
OG0000330	Prar.g_00322	Prau.g_00267
OG0000331	Prar.g_00321	Prau.g_00268
OG0000332	Prar.g_00320	Prau.g_00269
OG0000333	Prar.g_00319	Prau.g_00270
OG0000334	Prar.g_00318	Prau.g_00271
OG0000335	Prar.g_00317	Prau.g_00272
OG0000336	Prar.g_00316	Prau.g_00273
OG0000337	Prar.g_00312	Prau.g_00277
OG0000338	Prar.g_00311	Prau.g_00278
OG0000339	Prar.g_00310	Prau.g_00279
OG0000340	Prar.g_00309	Prau.g_00280
OG0000341	Prar.g_00305	Prau.g_00284
OG0000342	Prar.g_00304	Prau.g_00285
OG0000343	Prar.g_00302	Prau.g_00287
OG0000344	Prar.g_00301	Prau.g_00288
OG0000345	Prar.g_00300	Prau.g_00289
OG0000346	Prar.g_00299	Prau.g_00290
OG0000347	Prar.g_00298	Prau.g_00291
OG0000348	Prar.g_00297	Prau.g_00292
OG0000349	Prar.g_00296	Prau.g_00293
OG0000350	Prar.g_00295	Prau.g_00294
OG0000351	Prar.g_00292	Prau.g_00297
OG0000352	Prar.g_00289	Prau.g_00300
OG0000353	Prar.g_00288	Prau.g_00301
OG0000354	Prar.g_00287	Prau.g_00302
OG0000355	Prar.g_00286	Prau.g_00303
OG0000356	Prar.g_00285	Prau.g_00304
OG0000357	Prar.g_00284	Prau.g_00305
OG0000358	Prar.g_00283	Prau.g_00306
OG0000359	Prar.g_00282	Prau.g_00307
OG0000360	Prar.g_00279	Prau.g_00310
OG0000361	Prar.g_00278	Prau.g_00311
OG0000362	Prar.g_00277	Prau.g_00312
OG0000363	Prar.g_00276	Prau.g_00313
OG0000364	Prar.g_00275	Prau.g_00314
OG0000365	Prar.g_00274	Prau.g_00315
OG0000366	Prar.g_00273	Prau.g_00316
OG0000367	Prar.g_00272	Prau.g_00317
OG0000368	Prar.g_00271	Prau.g_00318
OG0000369	Prar.g_00270	Prau.g_00319
OG0000370	Prar.g_00269	Prau.g_00320
OG0000371	Prar.g_00268	Prau.g_00321
OG0000372	Prar.g_00266	Prau.g_00323
OG0000373	Prar.g_00264	Prau.g_00325
OG0000374	Prar.g_00263	Prau.g_00326
OG0000375	Prar.g_00262	Prau.g_00327
OG0000376	Prar.g_00260	Prau.g_00329
OG0000377	Prar.g_00259	Prau.g_00330
OG0000378	Prar.g_00258	Prau.g_00331
OG0000379	Prar.g_00394	Prau.g_00336
OG0000380	Prar.g_00395	Prau.g_00337
OG0000381	Prar.g_00396	Prau.g_00338
OG0000382	Prar.g_00398	Prau.g_00340
OG0000383	Prar.g_00401	Prau.g_00343
OG0000384	Prar.g_00402	Prau.g_00344
OG0000385	Prar.g_00405	Prau.g_00347
OG0000386	Prar.g_00406	Prau.g_00348
OG0000387	Prar.g_00407	Prau.g_00349
OG0000388	Prar.g_00408	Prau.g_00350
OG0000389	Prar.g_00409	Prau.g_00351
OG0000390	Prar.g_00410	Prau.g_00352
OG0000391	Prar.g_00411	Prau.g_00353
OG0000392	Prar.g_00412	Prau.g_00354
OG0000393	Prar.g_00415	Prau.g_00357
OG0000394	Prar.g_00416	Prau.g_00358
OG0000395	Prar.g_00418	Prau.g_00360
OG0000396	Prar.g_00419	Prau.g_00361
OG0000397	Prar.g_00432	Prau.g_00374
OG0000398	Prar.g_00440	Prau.g_00382
OG0000399	Prar.g_00441	Prau.g_00383
OG0000400	Prar.g_00446	Prau.g_00389
OG0000401	Prar.g_00479	Prau.g_00472
OG0000402	Prar.g_00480	Prau.g_00473
OG0000403	Prar.g_00481	Prau.g_00474
OG0000404	Prar.g_00483	Prau.g_00476
OG0000405	Prar.g_00484	Prau.g_00477
OG0000406	Prar.g_00486	Prau.g_00479
OG0000407	Prar.g_00487	Prau.g_00480
OG0000408	Prar.g_00488	Prau.g_00481
OG0000409	Prar.g_00489	Prau.g_00482
OG0000410	Prar.g_00490	Prau.g_00483
OG0000411	Prar.g_00491	Prau.g_00484
OG0000412	Prar.g_00492	Prau.g_00485
OG0000413	Prar.g_00493	Prau.g_00486
OG0000414	Prar.g_00494	Prau.g_00487
OG0000415	Prar.g_00495	Prau.g_00488
OG0000416	Prar.g_00496	Prau.g_00489
OG0000417	Prar.g_00497	Prau.g_00490
OG0000418	Prar.g_00498	Prau.g_00491
OG0000419	Prar.g_00499	Prau.g_00492
OG0000420	Prar.g_00500	Prau.g_00493
OG0000421	Prar.g_00501	Prau.g_00494
OG0000422	Prar.g_00503	Prau.g_00496
OG0000423	Prar.g_00504	Prau.g_00497
OG0000424	Prar.g_00506	Prau.g_00499
OG0000425	Prar.g_00510	Prau.g_00503
OG0000426	Prar.g_00511	Prau.g_00504
OG0000427	Prar.g_00512	Prau.g_00505
OG0000428	Prar.g_00513	Prau.g_00506
OG0000429	Prar.g_00514	Prau.g_00507
OG0000430	Prar.g_00521	Prau.g_00512
OG0000431	Prar.g_00523	Prau.g_00514
OG0000432	Prar.g_00524	Prau.g_00515
OG0000433	Prar.g_00527	Prau.g_00518
OG0000434	Prar.g_00528	Prau.g_00519
OG0000435	Prar.g_00529	Prau.g_00520
OG0000436	Prar.g_00531	Prau.g_00522
OG0000437	Prar.g_00533	Prau.g_00524
OG0000438	Prar.g_00534	Prau.g_00525
OG0000439	Prar.g_00535	Prau.g_00526
OG0000440	Prar.g_00537	Prau.g_00528
OG0000441	Prar.g_00538	Prau.g_00529
OG0000442	Prar.g_00539	Prau.g_00530
OG0000443	Prar.g_00540	Prau.g_00531
OG0000444	Prar.g_00541	Prau.g_00532
OG0000445	Prar.g_00542	Prau.g_00533
OG0000446	Prar.g_00543	Prau.g_00534
OG0000447	Prar.g_00544	Prau.g_00535
OG0000448	Prar.g_00545	Prau.g_00536
OG0000449	Prar.g_01331	Prau.g_00541
OG0000450	Prar.g_01332	Prau.g_00542
OG0000451	Prar.g_01333	Prau.g_00543
OG0000452	Prar.g_01334	Prau.g_00544
OG0000453	Prar.g_01336	Prau.g_00546
OG0000454	Prar.g_01337	Prau.g_00547
OG0000455	Prar.g_01338	Prau.g_00548
OG0000456	Prar.g_01339	Prau.g_00549
OG0000457	Prar.g_01341	Prau.g_00551
OG0000458	Prar.g_01343	Prau.g_00553
OG0000459	Prar.g_01344	Prau.g_00554
OG0000460	Prar.g_01345	Prau.g_00556
OG0000461	Prar.g_01346	Prau.g_00557
OG0000462	Prar.g_01347	Prau.g_00558
OG0000463	Prar.g_01348	Prau.g_00559
OG0000464	Prar.g_01353	Prau.g_00564
OG0000465	Prar.g_01355	Prau.g_00565
OG0000466	Prar.g_01356	Prau.g_00566
OG0000467	Prar.g_01357	Prau.g_00567
OG0000468	Prar.g_01358	Prau.g_00568
OG0000469	Prar.g_01359	Prau.g_00569
OG0000470	Prar.g_01360	Prau.g_00570
OG0000471	Prar.g_01361	Prau.g_00571
OG0000472	Prar.g_01364	Prau.g_00574
OG0000473	Prar.g_01365	Prau.g_00575
OG0000474	Prar.g_01366	Prau.g_00576
OG0000475	Prar.g_01367	Prau.g_00577
OG0000476	Prar.g_01368	Prau.g_00578
OG0000477	Prar.g_01370	Prau.g_00580
OG0000478	Prar.g_01371	Prau.g_00581
OG0000479	Prar.g_01372	Prau.g_00582
OG0000480	Prar.g_01374	Prau.g_00584
OG0000481	Prar.g_01375	Prau.g_00585
OG0000482	Prar.g_01376	Prau.g_00586
OG0000483	Prar.g_01377	Prau.g_00587
OG0000484	Prar.g_01378	Prau.g_00588
OG0000485	Prar.g_01379	Prau.g_00589
OG0000486	Prar.g_01380	Prau.g_00590
OG0000487	Prar.g_01381	Prau.g_00591
OG0000488	Prar.g_01383	Prau.g_00593
OG0000489	Prar.g_01384	Prau.g_00594
OG0000490	Prar.g_01385	Prau.g_00595
OG0000491	Prar.g_01386	Prau.g_00596
OG0000492	Prar.g_01387	Prau.g_00597
OG0000493	Prar.g_01388	Prau.g_00598
OG0000494	Prar.g_01390	Prau.g_00600
OG0000495	Prar.g_01391	Prau.g_00601
OG0000496	Prar.g_01392	Prau.g_00602
OG0000497	Prar.g_01393	Prau.g_00603
OG0000498	Prar.g_01394	Prau.g_00604
OG0000499	Prar.g_01396	Prau.g_00606
OG0000500	Prar.g_01397	Prau.g_00607
OG0000501	Prar.g_01399	Prau.g_00609
OG0000502	Prar.g_01400	Prau.g_00610
OG0000503	Prar.g_01401	Prau.g_00611
OG0000504	Prar.g_01402	Prau.g_00612
OG0000505	Prar.g_01403	Prau.g_00613
OG0000506	Prar.g_01404	Prau.g_00614
OG0000507	Prar.g_01405	Prau.g_00615
OG0000508	Prar.g_01407	Prau.g_00617
OG0000509	Prar.g_01408	Prau.g_00618
OG0000510	Prar.g_01409	Prau.g_00619
OG0000511	Prar.g_01410	Prau.g_00620
OG0000512	Prar.g_01411	Prau.g_00621
OG0000513	Prar.g_01412	Prau.g_00622
OG0000514	Prar.g_01413	Prau.g_00623
OG0000515	Prar.g_01415	Prau.g_00625
OG0000516	Prar.g_01416	Prau.g_00626
OG0000517	Prar.g_01417	Prau.g_00627
OG0000518	Prar.g_01420	Prau.g_00629
OG0000519	Prar.g_01422	Prau.g_00630
OG0000520	Prar.g_01423	Prau.g_00631
OG0000521	Prar.g_01424	Prau.g_00632
OG0000522	Prar.g_01425	Prau.g_00633
OG0000523	Prar.g_01426	Prau.g_00634
OG0000524	Prar.g_01427	Prau.g_00635
OG0000525	Prar.g_01429	Prau.g_00637
OG0000526	Prar.g_01430	Prau.g_00638
OG0000527	Prar.g_01431	Prau.g_00639
OG0000528	Prar.g_01432	Prau.g_00640
OG0000529	Prar.g_01433	Prau.g_00641
OG0000530	Prar.g_01434	Prau.g_00642
OG0000531	Prar.g_01435	Prau.g_00643
OG0000532	Prar.g_01436	Prau.g_00644
OG0000533	Prar.g_01437	Prau.g_00645
OG0000534	Prar.g_01438	Prau.g_00646
OG0000535	Prar.g_01439	Prau.g_00647
OG0000536	Prar.g_01440	Prau.g_00648
OG0000537	Prar.g_01441	Prau.g_00649
OG0000538	Prar.g_01442	Prau.g_00650
OG0000539	Prar.g_01443	Prau.g_00651
OG0000540	Prar.g_01444	Prau.g_00652
OG0000541	Prar.g_01445	Prau.g_00653
OG0000542	Prar.g_01446	Prau.g_00654
OG0000543	Prar.g_01447	Prau.g_00655
OG0000544	Prar.g_01448	Prau.g_00656
OG0000545	Prar.g_01451	Prau.g_00661
OG0000546	Prar.g_01452	Prau.g_00662
OG0000547	Prar.g_01454	Prau.g_00664
OG0000548	Prar.g_01455	Prau.g_00665
OG0000549	Prar.g_01456	Prau.g_00666
OG0000550	Prar.g_01457	Prau.g_00667
OG0000551	Prar.g_01458	Prau.g_00668
OG0000552	Prar.g_01459	Prau.g_00669
OG0000553	Prar.g_01460	Prau.g_00670
OG0000554	Prar.g_01461	Prau.g_00671
OG0000555	Prar.g_01462	Prau.g_00672
OG0000556	Prar.g_01463	Prau.g_00673
OG0000557	Prar.g_01464	Prau.g_00674
OG0000558	Prar.g_01465	Prau.g_00675
OG0000559	Prar.g_01466	Prau.g_00676
OG0000560	Prar.g_01468	Prau.g_00678
OG0000561	Prar.g_01469	Prau.g_00679
OG0000562	Prar.g_01470	Prau.g_00680
OG0000563	Prar.g_01471	Prau.g_00681
OG0000564	Prar.g_01472	Prau.g_00682
OG0000565	Prar.g_01473	Prau.g_00683
