Orthogroup	Prar	Prbe
OG0000089	Prar.g_00207	Prbe.g_01666
OG0000090	Prar.g_00189	Prbe.g_01683
OG0000091	Prar.g_00158	Prbe.g_01717
OG0000092	Prar.g_00157	Prbe.g_01718
OG0000093	Prar.g_00143	Prbe.g_01732
OG0000094	Prar.g_00125	Prbe.g_01751
OG0000095	Prar.g_00120	Prbe.g_01756
OG0000096	Prar.g_00076	Prbe.g_01804
OG0000097	Prar.g_00313	Prbe.g_01828
OG0000098	Prar.g_00303	Prbe.g_01839
OG0000099	Prar.g_00293	Prbe.g_01849
OG0000100	Prar.g_00290, Prar.g_01154	Prbe.g_01852
OG0000101	Prar.g_00417	Prbe.g_01917
OG0000102	Prar.g_00444	Prbe.g_00911
OG0000103	Prar.g_00526	Prbe.g_00657
OG0000104	Prar.g_00530	Prbe.g_00653
OG0000105	Prar.g_01330	Prbe.g_00633
OG0000106	Prar.g_01362	Prbe.g_00603
OG0000107	Prar.g_01363	Prbe.g_00602
OG0000108	Prar.g_01373	Prbe.g_00592
OG0000109	Prar.g_01382	Prbe.g_00583
OG0000110	Prar.g_01398	Prbe.g_00566
OG0000111	Prar.g_01481	Prbe.g_01468
OG0000112	Prar.g_01482	Prbe.g_01467
OG0000113	Prar.g_01621	Prbe.g_01417
OG0000114	Prar.g_01682	Prbe.g_01220
OG0000115	Prar.g_01833	Prbe.g_01350
OG0000116	Prar.g_01837	Prbe.g_01354
OG0000117	Prar.g_01901	Prbe.g_01300
OG0000118	Prar.g_01953	Prbe.g_01594
OG0000119	Prar.g_01293	Prbe.g_00044
OG0000120	Prar.g_01257	Prbe.g_01543
OG0000121	Prar.g_01238	Prbe.g_01520
OG0000122	Prar.g_01219	Prbe.g_01500
OG0000123	Prar.g_01206	Prbe.g_00501
OG0000124	Prar.g_00376	Prbe.g_00215
OG0000125	Prar.g_00943	Prbe.g_00880
OG0000126	Prar.g_00911	Prbe.g_00373
OG0000127	Prar.g_00352	Prbe.g_00323
OG0000128	Prar.g_00338	Prbe.g_00310
OG0000129	Prar.g_00810	Prbe.g_00274
OG0000130	Prar.g_01145	Prbe.g_00988
OG0000131	Prar.g_01959	Prbe.g_00949
OG0000132	Prar.g_00595, Prar.g_01956	Prbe.g_00946
OG0000133	Prar.g_01068	Prbe.g_01088
OG0000134	Prar.g_01032	Prbe.g_00842
OG0000135	Prar.g_01030	Prbe.g_00840
OG0000136	Prar.g_00638	Prbe.g_00790
OG0000137	Prar.g_00669	Prbe.g_00746
OG0000138	Prar.g_00704	Prbe.g_01158
OG0000139	Prar.g_00055	Prbe.g_01189
OG0000140	Prar.g_00037	Prbe.g_01066
OG0000141	Prar.g_00036	Prbe.g_01067
OG0000142	Prar.g_00034	Prbe.g_01069
OG0000143	Prar.g_00033	Prbe.g_01070
OG0000144	Prar.g_00031	Prbe.g_01072
OG0000145	Prar.g_00030	Prbe.g_01073
OG0000146	Prar.g_00029	Prbe.g_01074
OG0000147	Prar.g_00028	Prbe.g_01075
OG0000148	Prar.g_00026	Prbe.g_01077
OG0000149	Prar.g_00024	Prbe.g_00114
OG0000150	Prar.g_00023	Prbe.g_00115
OG0000151	Prar.g_00022	Prbe.g_00116
OG0000152	Prar.g_00021	Prbe.g_00117
OG0000153	Prar.g_00020	Prbe.g_00118
OG0000154	Prar.g_00019	Prbe.g_00119
OG0000155	Prar.g_00018	Prbe.g_00120
OG0000156	Prar.g_00017	Prbe.g_00121
OG0000157	Prar.g_00016	Prbe.g_00122
OG0000158	Prar.g_00014	Prbe.g_00124
OG0000159	Prar.g_00013	Prbe.g_00125
OG0000160	Prar.g_00012	Prbe.g_00126
OG0000161	Prar.g_00011	Prbe.g_00127
OG0000162	Prar.g_00010	Prbe.g_00128
OG0000163	Prar.g_00009	Prbe.g_00130
OG0000164	Prar.g_00006	Prbe.g_00133
OG0000165	Prar.g_00002	Prbe.g_00136
OG0000166	Prar.g_00001	Prbe.g_00137
OG0000167	Prar.g_00594	Prbe.g_00138
OG0000168	Prar.g_00580	Prbe.g_00140
OG0000169	Prar.g_00578	Prbe.g_00142
OG0000170	Prar.g_00577	Prbe.g_00144
OG0000171	Prar.g_00576	Prbe.g_00145
OG0000172	Prar.g_00574	Prbe.g_00146
OG0000173	Prar.g_00573	Prbe.g_00149
OG0000174	Prar.g_00572	Prbe.g_00150
OG0000175	Prar.g_00571	Prbe.g_00151
OG0000176	Prar.g_00569	Prbe.g_00153
OG0000177	Prar.g_00568	Prbe.g_00154
OG0000178	Prar.g_00567	Prbe.g_00156
OG0000179	Prar.g_00554	Prbe.g_00168
OG0000180	Prar.g_00553	Prbe.g_00169
OG0000181	Prar.g_00552	Prbe.g_00170
OG0000182	Prar.g_00549	Prbe.g_00174
OG0000183	Prar.g_00548	Prbe.g_00175
OG0000184	Prar.g_00255	Prbe.g_00178
OG0000185	Prar.g_00251	Prbe.g_00182
OG0000186	Prar.g_00250	Prbe.g_00183
OG0000187	Prar.g_00249	Prbe.g_00066
OG0000188	Prar.g_00248	Prbe.g_00184
OG0000189	Prar.g_00247	Prbe.g_00185
OG0000190	Prar.g_00246	Prbe.g_00186
OG0000191	Prar.g_00245	Prbe.g_00187
OG0000192	Prar.g_00244	Prbe.g_00188
OG0000193	Prar.g_00243	Prbe.g_00189
OG0000194	Prar.g_00242	Prbe.g_00190
OG0000195	Prar.g_00240	Prbe.g_00192
OG0000196	Prar.g_00239	Prbe.g_00193
OG0000197	Prar.g_00238	Prbe.g_01630
OG0000198	Prar.g_00237	Prbe.g_01631
OG0000199	Prar.g_00234	Prbe.g_01634
OG0000200	Prar.g_00233	Prbe.g_01635
OG0000201	Prar.g_00232	Prbe.g_01636
OG0000202	Prar.g_00231	Prbe.g_01638
OG0000203	Prar.g_00230	Prbe.g_01639
OG0000204	Prar.g_00229	Prbe.g_01640
OG0000205	Prar.g_00228	Prbe.g_01642
OG0000206	Prar.g_00227	Prbe.g_01643
OG0000207	Prar.g_00226	Prbe.g_01644
OG0000208	Prar.g_00225	Prbe.g_01645
OG0000209	Prar.g_00224	Prbe.g_01646
OG0000210	Prar.g_00222	Prbe.g_01647
OG0000211	Prar.g_00221	Prbe.g_01649
OG0000212	Prar.g_00220	Prbe.g_01650
OG0000213	Prar.g_00219	Prbe.g_01651
OG0000214	Prar.g_00217	Prbe.g_01655
OG0000215	Prar.g_00216	Prbe.g_01656
OG0000216	Prar.g_00214	Prbe.g_01658
OG0000217	Prar.g_00213	Prbe.g_01659
OG0000218	Prar.g_00212	Prbe.g_01660
OG0000219	Prar.g_00211	Prbe.g_01661
OG0000220	Prar.g_00208	Prbe.g_01664
OG0000221	Prar.g_00206	Prbe.g_01667
OG0000222	Prar.g_00205	Prbe.g_01668
OG0000223	Prar.g_00204	Prbe.g_01669
OG0000224	Prar.g_00201	Prbe.g_01671
OG0000225	Prar.g_00199	Prbe.g_01673
OG0000226	Prar.g_00198	Prbe.g_01675
OG0000227	Prar.g_00197	Prbe.g_01676
OG0000228	Prar.g_00196	Prbe.g_01677
OG0000229	Prar.g_00195	Prbe.g_01678
OG0000230	Prar.g_00194	Prbe.g_01679
OG0000231	Prar.g_00192	Prbe.g_01412
OG0000232	Prar.g_00191	Prbe.g_01681
OG0000233	Prar.g_00188	Prbe.g_01684
OG0000234	Prar.g_00186	Prbe.g_01686
OG0000235	Prar.g_00182	Prbe.g_01692
OG0000236	Prar.g_00181	Prbe.g_01693
OG0000237	Prar.g_00180	Prbe.g_01694
OG0000238	Prar.g_00179	Prbe.g_01695
OG0000239	Prar.g_00178	Prbe.g_01696
OG0000240	Prar.g_00176	Prbe.g_01698
OG0000241	Prar.g_00175	Prbe.g_01699
OG0000242	Prar.g_00174	Prbe.g_01700
OG0000243	Prar.g_00173	Prbe.g_01701
OG0000244	Prar.g_00172	Prbe.g_01702
OG0000245	Prar.g_00171	Prbe.g_01704
OG0000246	Prar.g_00169	Prbe.g_01706
OG0000247	Prar.g_00168	Prbe.g_01707
OG0000248	Prar.g_00167	Prbe.g_01708
OG0000249	Prar.g_00166	Prbe.g_01709
OG0000250	Prar.g_00165	Prbe.g_01710
OG0000251	Prar.g_00164	Prbe.g_01711
OG0000252	Prar.g_00163	Prbe.g_01712
OG0000253	Prar.g_00162	Prbe.g_01713
OG0000254	Prar.g_00160	Prbe.g_01715
OG0000255	Prar.g_00159	Prbe.g_01716
OG0000256	Prar.g_00156	Prbe.g_01719
OG0000257	Prar.g_00154	Prbe.g_01721
OG0000258	Prar.g_00153	Prbe.g_01722
OG0000259	Prar.g_00152	Prbe.g_01723
OG0000260	Prar.g_00151	Prbe.g_01724
OG0000261	Prar.g_00150	Prbe.g_01725
OG0000262	Prar.g_00149	Prbe.g_01726
OG0000263	Prar.g_00148	Prbe.g_01727
OG0000264	Prar.g_00146	Prbe.g_01729
OG0000265	Prar.g_00145	Prbe.g_01730
OG0000266	Prar.g_00144	Prbe.g_01731
OG0000267	Prar.g_00142	Prbe.g_01733
OG0000268	Prar.g_00141	Prbe.g_01735
OG0000269	Prar.g_00140	Prbe.g_01736
OG0000270	Prar.g_00139	Prbe.g_01737
OG0000271	Prar.g_00138	Prbe.g_01738
OG0000272	Prar.g_00137	Prbe.g_01739
OG0000273	Prar.g_00136	Prbe.g_01740
OG0000274	Prar.g_00135	Prbe.g_01741
OG0000275	Prar.g_00134	Prbe.g_01742
OG0000276	Prar.g_00133	Prbe.g_01743
OG0000277	Prar.g_00132	Prbe.g_01744
OG0000278	Prar.g_00131	Prbe.g_01745
OG0000279	Prar.g_00130	Prbe.g_01746
OG0000280	Prar.g_00129	Prbe.g_01747
OG0000281	Prar.g_00127	Prbe.g_01749
OG0000282	Prar.g_00126	Prbe.g_01750
OG0000283	Prar.g_00123	Prbe.g_01753
OG0000284	Prar.g_00122	Prbe.g_01754
OG0000285	Prar.g_00121	Prbe.g_01755
OG0000286	Prar.g_00119	Prbe.g_01757
OG0000287	Prar.g_00118	Prbe.g_01759
OG0000288	Prar.g_00117	Prbe.g_01760
OG0000289	Prar.g_00116	Prbe.g_01761
OG0000290	Prar.g_00115	Prbe.g_01762
OG0000291	Prar.g_00114	Prbe.g_01763
OG0000292	Prar.g_00113	Prbe.g_01764
OG0000293	Prar.g_00112	Prbe.g_01765
OG0000294	Prar.g_00111	Prbe.g_01766
OG0000295	Prar.g_00110	Prbe.g_01767
OG0000296	Prar.g_00109	Prbe.g_01768
OG0000297	Prar.g_00108	Prbe.g_01769
OG0000298	Prar.g_00107	Prbe.g_01770
OG0000299	Prar.g_00106	Prbe.g_01771
OG0000300	Prar.g_00105	Prbe.g_01772
OG0000301	Prar.g_00104	Prbe.g_01773
OG0000302	Prar.g_00103	Prbe.g_01774
OG0000303	Prar.g_00102	Prbe.g_01775
OG0000304	Prar.g_00101	Prbe.g_01777
OG0000305	Prar.g_00100	Prbe.g_01778
OG0000306	Prar.g_00099	Prbe.g_01779
OG0000307	Prar.g_00098	Prbe.g_01781
OG0000308	Prar.g_00097	Prbe.g_01782
OG0000309	Prar.g_00096	Prbe.g_01783
OG0000310	Prar.g_00095	Prbe.g_01784
OG0000311	Prar.g_00094	Prbe.g_01785
OG0000312	Prar.g_00092	Prbe.g_01787
OG0000313	Prar.g_00091	Prbe.g_01788
OG0000314	Prar.g_00088	Prbe.g_01792
OG0000315	Prar.g_00087	Prbe.g_01793
OG0000316	Prar.g_00085	Prbe.g_01795
OG0000317	Prar.g_00083	Prbe.g_01797
OG0000318	Prar.g_00082	Prbe.g_01798
OG0000319	Prar.g_00081	Prbe.g_01799
OG0000320	Prar.g_00080	Prbe.g_01800
OG0000321	Prar.g_00077	Prbe.g_01803
OG0000322	Prar.g_00334	Prbe.g_01807
OG0000323	Prar.g_00333	Prbe.g_01808
OG0000324	Prar.g_00330	Prbe.g_01811
OG0000325	Prar.g_00328	Prbe.g_01812
OG0000326	Prar.g_00327	Prbe.g_01813
OG0000327	Prar.g_00325	Prbe.g_01815
OG0000328	Prar.g_00324	Prbe.g_01816
OG0000329	Prar.g_00323	Prbe.g_01817
OG0000330	Prar.g_00322	Prbe.g_01818
OG0000331	Prar.g_00321	Prbe.g_01820
OG0000332	Prar.g_00320	Prbe.g_01821
OG0000333	Prar.g_00319	Prbe.g_01822
OG0000334	Prar.g_00318	Prbe.g_01823
OG0000335	Prar.g_00317	Prbe.g_01824
OG0000336	Prar.g_00316	Prbe.g_01826
OG0000337	Prar.g_00312	Prbe.g_01829
OG0000338	Prar.g_00311	Prbe.g_01830
OG0000339	Prar.g_00310	Prbe.g_01831
OG0000340	Prar.g_00309	Prbe.g_01832
OG0000341	Prar.g_00305	Prbe.g_01836
OG0000342	Prar.g_00304	Prbe.g_01837
OG0000343	Prar.g_00302	Prbe.g_01840
OG0000344	Prar.g_00301	Prbe.g_01841
OG0000345	Prar.g_00300	Prbe.g_01842
OG0000346	Prar.g_00299	Prbe.g_01843
OG0000347	Prar.g_00298	Prbe.g_01844
OG0000348	Prar.g_00297	Prbe.g_01846
OG0000349	Prar.g_00296	Prbe.g_01847
OG0000350	Prar.g_00295	Prbe.g_01848
OG0000351	Prar.g_00292	Prbe.g_01850
OG0000352	Prar.g_00289	Prbe.g_01853
OG0000353	Prar.g_00288	Prbe.g_01854
OG0000354	Prar.g_00287	Prbe.g_01855
OG0000355	Prar.g_00286	Prbe.g_01856
OG0000356	Prar.g_00285	Prbe.g_01857
OG0000357	Prar.g_00284	Prbe.g_01858
OG0000358	Prar.g_00283	Prbe.g_01859
OG0000359	Prar.g_00282	Prbe.g_01860
OG0000360	Prar.g_00279	Prbe.g_01862
OG0000361	Prar.g_00278	Prbe.g_01863
OG0000362	Prar.g_00277	Prbe.g_01864
OG0000363	Prar.g_00276	Prbe.g_01865
OG0000364	Prar.g_00275	Prbe.g_01866
OG0000365	Prar.g_00274	Prbe.g_01867
OG0000366	Prar.g_00273	Prbe.g_01868
OG0000367	Prar.g_00272	Prbe.g_01869
OG0000368	Prar.g_00271	Prbe.g_01870
OG0000369	Prar.g_00270	Prbe.g_01871
OG0000370	Prar.g_00269	Prbe.g_01872
OG0000371	Prar.g_00268	Prbe.g_01873
OG0000372	Prar.g_00266	Prbe.g_01874
OG0000373	Prar.g_00264	Prbe.g_01876
OG0000374	Prar.g_00263	Prbe.g_01877
OG0000375	Prar.g_00262	Prbe.g_01878
OG0000376	Prar.g_00260	Prbe.g_01879
OG0000377	Prar.g_00259	Prbe.g_01885
OG0000378	Prar.g_00258	Prbe.g_01886
OG0000379	Prar.g_00394	Prbe.g_01892
OG0000380	Prar.g_00395	Prbe.g_01894
OG0000381	Prar.g_00396	Prbe.g_01895
OG0000382	Prar.g_00398	Prbe.g_01896
OG0000383	Prar.g_00401	Prbe.g_01899
OG0000384	Prar.g_00402	Prbe.g_01900
OG0000385	Prar.g_00405	Prbe.g_01903
OG0000386	Prar.g_00406	Prbe.g_01904
OG0000387	Prar.g_00407	Prbe.g_01905
OG0000388	Prar.g_00408	Prbe.g_01906
OG0000389	Prar.g_00409	Prbe.g_01907
OG0000390	Prar.g_00410	Prbe.g_01908
OG0000391	Prar.g_00411	Prbe.g_01909
OG0000392	Prar.g_00412	Prbe.g_01910
OG0000393	Prar.g_00415	Prbe.g_01914
OG0000394	Prar.g_00416	Prbe.g_01915
OG0000395	Prar.g_00418	Prbe.g_01918
OG0000396	Prar.g_00419	Prbe.g_01277
OG0000397	Prar.g_00432	Prbe.g_01593
OG0000398	Prar.g_00440	Prbe.g_01033
OG0000399	Prar.g_00441	Prbe.g_01588
OG0000400	Prar.g_00446	Prbe.g_00921
OG0000401	Prar.g_00479	Prbe.g_01929
OG0000402	Prar.g_00480	Prbe.g_01930
OG0000403	Prar.g_00481	Prbe.g_01931
OG0000404	Prar.g_00483	Prbe.g_01933
OG0000405	Prar.g_00484	Prbe.g_01934
OG0000406	Prar.g_00486	Prbe.g_01936
OG0000407	Prar.g_00487	Prbe.g_01937
OG0000408	Prar.g_00488	Prbe.g_01938
OG0000409	Prar.g_00489	Prbe.g_01939
OG0000410	Prar.g_00490	Prbe.g_01940
OG0000411	Prar.g_00491	Prbe.g_01941
OG0000412	Prar.g_00492	Prbe.g_01942
OG0000413	Prar.g_00493	Prbe.g_01943
OG0000414	Prar.g_00494	Prbe.g_01944
OG0000415	Prar.g_00495	Prbe.g_01945
OG0000416	Prar.g_00496	Prbe.g_01946
OG0000417	Prar.g_00497	Prbe.g_01947
OG0000418	Prar.g_00498	Prbe.g_01948
OG0000419	Prar.g_00499	Prbe.g_01949
OG0000420	Prar.g_00500	Prbe.g_01950
OG0000421	Prar.g_00501	Prbe.g_00676
OG0000422	Prar.g_00503	Prbe.g_00674
OG0000423	Prar.g_00504	Prbe.g_00673
OG0000424	Prar.g_00506	Prbe.g_00672
OG0000425	Prar.g_00510	Prbe.g_00668
OG0000426	Prar.g_00511	Prbe.g_00667
OG0000427	Prar.g_00512	Prbe.g_00666
OG0000428	Prar.g_00513	Prbe.g_00664
OG0000429	Prar.g_00514	Prbe.g_00663
OG0000430	Prar.g_00521	Prbe.g_00662
OG0000431	Prar.g_00523	Prbe.g_00660
OG0000432	Prar.g_00524	Prbe.g_00659
OG0000433	Prar.g_00527	Prbe.g_00656
OG0000434	Prar.g_00528	Prbe.g_00655
OG0000435	Prar.g_00529	Prbe.g_00654
OG0000436	Prar.g_00531	Prbe.g_00652
OG0000437	Prar.g_00533	Prbe.g_00650
OG0000438	Prar.g_00534	Prbe.g_00649
OG0000439	Prar.g_00535	Prbe.g_00648
OG0000440	Prar.g_00537	Prbe.g_00646
OG0000441	Prar.g_00538	Prbe.g_00645
OG0000442	Prar.g_00539	Prbe.g_00644
OG0000443	Prar.g_00540	Prbe.g_00643
OG0000444	Prar.g_00541	Prbe.g_00642
OG0000445	Prar.g_00542	Prbe.g_00641
OG0000446	Prar.g_00543	Prbe.g_00640
OG0000447	Prar.g_00544	Prbe.g_00639
OG0000448	Prar.g_00545	Prbe.g_00638
OG0000449	Prar.g_01331	Prbe.g_00632
OG0000450	Prar.g_01332	Prbe.g_00631
OG0000451	Prar.g_01333	Prbe.g_00630
OG0000452	Prar.g_01334	Prbe.g_00629
OG0000453	Prar.g_01336	Prbe.g_00628
OG0000454	Prar.g_01337	Prbe.g_00627
OG0000455	Prar.g_01338	Prbe.g_00626
OG0000456	Prar.g_01339	Prbe.g_00625
OG0000457	Prar.g_01341	Prbe.g_00623
OG0000458	Prar.g_01343	Prbe.g_00621
OG0000459	Prar.g_01344	Prbe.g_00620
OG0000460	Prar.g_01345	Prbe.g_00618
OG0000461	Prar.g_01346	Prbe.g_00617
OG0000462	Prar.g_01347	Prbe.g_00616
OG0000463	Prar.g_01348	Prbe.g_00615
OG0000464	Prar.g_01353	Prbe.g_00611
OG0000465	Prar.g_01355	Prbe.g_00610
OG0000466	Prar.g_01356	Prbe.g_00609
OG0000467	Prar.g_01357	Prbe.g_00608
OG0000468	Prar.g_01358	Prbe.g_00607
OG0000469	Prar.g_01359	Prbe.g_00606
OG0000470	Prar.g_01360	Prbe.g_00605
OG0000471	Prar.g_01361	Prbe.g_00604
OG0000472	Prar.g_01364	Prbe.g_00601
OG0000473	Prar.g_01365	Prbe.g_00600
OG0000474	Prar.g_01366	Prbe.g_00599
OG0000475	Prar.g_01367	Prbe.g_00598
OG0000476	Prar.g_01368	Prbe.g_00597
OG0000477	Prar.g_01370	Prbe.g_00595
OG0000478	Prar.g_01371	Prbe.g_00594
OG0000479	Prar.g_01372	Prbe.g_00593
OG0000480	Prar.g_01374	Prbe.g_00591
OG0000481	Prar.g_01375	Prbe.g_00590
OG0000482	Prar.g_01376	Prbe.g_00589
OG0000483	Prar.g_01377	Prbe.g_00588
OG0000484	Prar.g_01378	Prbe.g_00587
OG0000485	Prar.g_01379	Prbe.g_00586
OG0000486	Prar.g_01380	Prbe.g_00585
OG0000487	Prar.g_01381	Prbe.g_00584
OG0000488	Prar.g_01383	Prbe.g_00582
OG0000489	Prar.g_01384	Prbe.g_00581
OG0000490	Prar.g_01385	Prbe.g_00580
OG0000491	Prar.g_01386	Prbe.g_00579
OG0000492	Prar.g_01387	Prbe.g_00578
OG0000493	Prar.g_01388	Prbe.g_00577
OG0000494	Prar.g_01390	Prbe.g_00576
OG0000495	Prar.g_01391	Prbe.g_00575
OG0000496	Prar.g_01392	Prbe.g_00573
OG0000497	Prar.g_01393	Prbe.g_00571
OG0000498	Prar.g_01394	Prbe.g_00570
OG0000499	Prar.g_01396	Prbe.g_00568
OG0000500	Prar.g_01397	Prbe.g_00567
OG0000501	Prar.g_01399	Prbe.g_00565
OG0000502	Prar.g_01400	Prbe.g_00564
OG0000503	Prar.g_01401	Prbe.g_00563
OG0000504	Prar.g_01402	Prbe.g_00562
OG0000505	Prar.g_01403	Prbe.g_00561
OG0000506	Prar.g_01404	Prbe.g_00560
OG0000507	Prar.g_01405	Prbe.g_00559
OG0000508	Prar.g_01407	Prbe.g_00557
OG0000509	Prar.g_01408	Prbe.g_00556
OG0000510	Prar.g_01409	Prbe.g_00555
OG0000511	Prar.g_01410	Prbe.g_00554
OG0000512	Prar.g_01411	Prbe.g_00553
OG0000513	Prar.g_01412	Prbe.g_00552
OG0000514	Prar.g_01413	Prbe.g_00551
OG0000515	Prar.g_01415	Prbe.g_00548
OG0000516	Prar.g_01416	Prbe.g_00547
OG0000517	Prar.g_01417	Prbe.g_00546
OG0000518	Prar.g_01420	Prbe.g_00543
OG0000519	Prar.g_01422	Prbe.g_00542
OG0000520	Prar.g_01423	Prbe.g_00541
OG0000521	Prar.g_01424	Prbe.g_00540
OG0000522	Prar.g_01425	Prbe.g_00539
OG0000523	Prar.g_01426	Prbe.g_00538
OG0000524	Prar.g_01427	Prbe.g_00537
OG0000525	Prar.g_01429	Prbe.g_00535
OG0000526	Prar.g_01430	Prbe.g_00534
OG0000527	Prar.g_01431	Prbe.g_00533
OG0000528	Prar.g_01432	Prbe.g_00532
OG0000529	Prar.g_01433	Prbe.g_00531
OG0000530	Prar.g_01434	Prbe.g_00530
OG0000531	Prar.g_01435	Prbe.g_00528
OG0000532	Prar.g_01436	Prbe.g_00527
OG0000533	Prar.g_01437	Prbe.g_00526
OG0000534	Prar.g_01438	Prbe.g_00525
OG0000535	Prar.g_01439	Prbe.g_00524
OG0000536	Prar.g_01440	Prbe.g_00523
OG0000537	Prar.g_01441	Prbe.g_00522
OG0000538	Prar.g_01442	Prbe.g_00521
OG0000539	Prar.g_01443	Prbe.g_00520
OG0000540	Prar.g_01444	Prbe.g_00519
OG0000541	Prar.g_01445	Prbe.g_00518
OG0000542	Prar.g_01446	Prbe.g_00517
OG0000543	Prar.g_01447	Prbe.g_00516
OG0000544	Prar.g_01448	Prbe.g_00515
OG0000545	Prar.g_01451	Prbe.g_00513
OG0000546	Prar.g_01452	Prbe.g_00512
OG0000547	Prar.g_01454	Prbe.g_00510
OG0000548	Prar.g_01455	Prbe.g_00508
OG0000549	Prar.g_01456	Prbe.g_00507
OG0000550	Prar.g_01457	Prbe.g_00506
OG0000551	Prar.g_01458	Prbe.g_00504
OG0000552	Prar.g_01459	Prbe.g_00503
OG0000553	Prar.g_01460	Prbe.g_01490
OG0000554	Prar.g_01461	Prbe.g_01489
OG0000555	Prar.g_01462	Prbe.g_01488
OG0000556	Prar.g_01463	Prbe.g_01487
OG0000557	Prar.g_01464	Prbe.g_01486
OG0000558	Prar.g_01465	Prbe.g_01485
OG0000559	Prar.g_01466	Prbe.g_01484
OG0000560	Prar.g_01468	Prbe.g_01482
OG0000561	Prar.g_01469	Prbe.g_01481
OG0000562	Prar.g_01470	Prbe.g_01479
OG0000563	Prar.g_01471	Prbe.g_01478
