Orthogroup	Pras	Prar
OG0000053	Pras.g_00370	Prar.g_00827
OG0000054	Pras.g_01482	Prar.g_01436
OG0000055	Pras.g_01682	Prar.g_01664
OG0000056	Pras.g_00881	Prar.g_00932
OG0000057	Pras.g_01574	Prar.g_01528
OG0000058	Pras.g_00291	Prar.g_00870
OG0000059	Pras.g_00637	Prar.g_01090
OG0000061	Pras.g_00056	Prar.g_01263
OG0000062	Pras.g_00431	Prar.g_00769
OG0000063	Pras.g_00875	Prar.g_00004
OG0000065	Pras.g_00958	Prar.g_00221
OG0000066	Pras.g_01416	Prar.g_01369
OG0000067	Pras.g_00311	Prar.g_01684
OG0000068	Pras.g_00250	Prar.g_00911
OG0000069	Pras.g_00538	Prar.g_01170
OG0000069	Pras.g_00464	Prar.g_00736
OG0000070	Pras.g_01328	Prar.g_00498
OG0000071	Pras.g_00209	Prar.g_00955
OG0000072	Pras.g_01022	Prar.g_00156
OG0000073	Pras.g_01377	Prar.g_01330
OG0000074	Pras.g_01558	Prar.g_01512
OG0000075	Pras.g_00719	Prar.g_00629
OG0000076	Pras.g_00883	Prar.g_00592
OG0000076	Pras.g_00743	Prar.g_00653
OG0000077	Pras.g_00929	Prar.g_00250
OG0000078	Pras.g_01091	Prar.g_00088
OG0000081	Pras.g_01408	Prar.g_01361
OG0000082	Pras.g_01462	Prar.g_01414
OG0000083	Pras.g_01638	Prar.g_01630
OG0000083	Pras.g_01631	Prar.g_01623
OG0000084	Pras.g_00346	Prar.g_00343
OG0000085	Pras.g_00543	Prar.g_01150
OG0000086	Pras.g_00939	Prar.g_00240
OG0000087	Pras.g_00990	Prar.g_00189
OG0000088	Pras.g_01017	Prar.g_00161
OG0000089	Pras.g_01209	Prar.g_00416
OG0000090	Pras.g_01410	Prar.g_01363
OG0000091	Pras.g_01518	Prar.g_01472
OG0000092	Pras.g_01806	Prar.g_01781
OG0000093	Pras.g_01827	Prar.g_01801
OG0000094	Pras.g_01915	Prar.g_01885
OG0000095	Pras.g_01934	Prar.g_01904
OG0000096	Pras.g_00004	Prar.g_01313
OG0000096	Pras.g_00163	Prar.g_00991
OG0000097	Pras.g_00098	Prar.g_01222
OG0000098	Pras.g_00232	Prar.g_00929
OG0000099	Pras.g_00294	Prar.g_00872
OG0000100	Pras.g_00427	Prar.g_00773
OG0000101	Pras.g_00687	Prar.g_01027
OG0000102	Pras.g_00748	Prar.g_00658
OG0000103	Pras.g_00829	Prar.g_00050
OG0000104	Pras.g_00838	Prar.g_00042
OG0000105	Pras.g_01126	Prar.g_00313
OG0000106	Pras.g_01223	Prar.g_00431
OG0000107	Pras.g_01239	Prar.g_00446
OG0000108	Pras.g_01358	Prar.g_00530
OG0000109	Pras.g_01372	Prar.g_00544
OG0000110	Pras.g_01451	Prar.g_01404
OG0000111	Pras.g_01575	Prar.g_01529
OG0000112	Pras.g_01665	Prar.g_01652
OG0000113	Pras.g_01723	Prar.g_01706
OG0000114	Pras.g_01801	Prar.g_01776
OG0000115	Pras.g_01994	Prar.g_01318
OG0000116	Pras.g_00046	Prar.g_01273
OG0000117	Pras.g_00150	Prar.g_01003
OG0000118	Pras.g_00221, Pras.g_00222	Prar.g_00943
OG0000119	Pras.g_00246	Prar.g_00915
OG0000120	Pras.g_00273, Pras.g_00272, Pras.g_00271, Pras.g_00330	Prar.g_00880
OG0000121	Pras.g_00352	Prar.g_00337
OG0000122	Pras.g_00391	Prar.g_00807
OG0000123	Pras.g_00694	Prar.g_01021
OG0000124	Pras.g_00759	Prar.g_00668
OG0000125	Pras.g_00797	Prar.g_00704
OG0000126	Pras.g_00837	Prar.g_00043
OG0000128	Pras.g_00853	Prar.g_00027
OG0000129	Pras.g_00897	Prar.g_00576
OG0000130	Pras.g_00921	Prar.g_00549
OG0000131	Pras.g_00996	Prar.g_00182
OG0000132	Pras.g_01015	Prar.g_00163
OG0000133	Pras.g_01174	Prar.g_00265
OG0000134	Pras.g_01210	Prar.g_00417
OG0000135	Pras.g_01236	Prar.g_00444
OG0000136	Pras.g_01319	Prar.g_00489
OG0000137	Pras.g_01353	Prar.g_00525
OG0000138	Pras.g_01373	Prar.g_00545
OG0000139	Pras.g_01414	Prar.g_01367
OG0000140	Pras.g_01415	Prar.g_01368
OG0000141	Pras.g_01483	Prar.g_01437
OG0000142	Pras.g_01511	Prar.g_01465
OG0000143	Pras.g_01515	Prar.g_01469
OG0000144	Pras.g_01528	Prar.g_01482
OG0000145	Pras.g_01664	Prar.g_01651
OG0000146	Pras.g_01666	Prar.g_01653
OG0000147	Pras.g_01667	Prar.g_01654
OG0000148	Pras.g_01717	Prar.g_01700
OG0000149	Pras.g_01747	Prar.g_01730
OG0000150	Pras.g_01755	Prar.g_01738
OG0000151	Pras.g_01811	Prar.g_01786
OG0000152	Pras.g_01859	Prar.g_01833
OG0000153	Pras.g_01878	Prar.g_01852
OG0000154	Pras.g_01908	Prar.g_01878
OG0000155	Pras.g_00076	Prar.g_01243
OG0000156	Pras.g_00197	Prar.g_00966
OG0000157	Pras.g_00198	Prar.g_00965
OG0000158	Pras.g_00289	Prar.g_00375
OG0000160	Pras.g_00351	Prar.g_00338
OG0000161	Pras.g_00357	Prar.g_00840
OG0000162	Pras.g_00363	Prar.g_00834
OG0000163	Pras.g_00399	Prar.g_00800
OG0000164	Pras.g_00574	Prar.g_01964
OG0000165	Pras.g_00581	Prar.g_01971
OG0000166	Pras.g_00651	Prar.g_01063
OG0000167	Pras.g_00717	Prar.g_00627
OG0000168	Pras.g_00727	Prar.g_00637
OG0000169	Pras.g_00737	Prar.g_00647
OG0000170	Pras.g_00739	Prar.g_00649
OG0000171	Pras.g_00758	Prar.g_00667
OG0000172	Pras.g_00768	Prar.g_00675
OG0000173	Pras.g_00783	Prar.g_00690
OG0000174	Pras.g_00810	Prar.g_00068
OG0000175	Pras.g_00821	Prar.g_00058
OG0000176	Pras.g_00846	Prar.g_00034
OG0000177	Pras.g_00847	Prar.g_00033
OG0000178	Pras.g_00848	Prar.g_00032
OG0000179	Pras.g_00858	Prar.g_00022
OG0000180	Pras.g_00859	Prar.g_00021
OG0000181	Pras.g_00860	Prar.g_00020
OG0000182	Pras.g_00861	Prar.g_00019
OG0000183	Pras.g_00865	Prar.g_00015
OG0000184	Pras.g_00899	Prar.g_00573
OG0000185	Pras.g_00902	Prar.g_00570
OG0000186	Pras.g_00916	Prar.g_00554
OG0000187	Pras.g_00917	Prar.g_00553
OG0000188	Pras.g_00933	Prar.g_00246
OG0000189	Pras.g_00947	Prar.g_00232
OG0000190	Pras.g_00948	Prar.g_00231
OG0000191	Pras.g_00968	Prar.g_00211
OG0000192	Pras.g_00972	Prar.g_00207
OG0000193	Pras.g_00997	Prar.g_00181
OG0000194	Pras.g_01000	Prar.g_00178
OG0000195	Pras.g_01002	Prar.g_00176
OG0000196	Pras.g_01012	Prar.g_00166
OG0000197	Pras.g_01013	Prar.g_00165
OG0000198	Pras.g_01014	Prar.g_00164
OG0000199	Pras.g_01021	Prar.g_00157
OG0000200	Pras.g_01035	Prar.g_00143
OG0000201	Pras.g_01043	Prar.g_00135
OG0000202	Pras.g_01044	Prar.g_00134
OG0000203	Pras.g_01045	Prar.g_00133
OG0000204	Pras.g_01046	Prar.g_00132
OG0000205	Pras.g_01053	Prar.g_00125
OG0000206	Pras.g_01058, Pras.g_01059	Prar.g_00120
OG0000207	Pras.g_01061	Prar.g_00118
OG0000208	Pras.g_01062	Prar.g_00117
OG0000209	Pras.g_01071	Prar.g_00108
OG0000210	Pras.g_01072	Prar.g_00107
OG0000211	Pras.g_01085	Prar.g_00094
OG0000212	Pras.g_01092	Prar.g_00087
OG0000213	Pras.g_01109	Prar.g_00330
OG0000214	Pras.g_01119	Prar.g_00320
OG0000215	Pras.g_01144	Prar.g_00295
OG0000216	Pras.g_01145	Prar.g_00293
OG0000217	Pras.g_01148	Prar.g_00290
OG0000218	Pras.g_01150	Prar.g_00288
OG0000219	Pras.g_01151	Prar.g_00287
OG0000220	Pras.g_01152	Prar.g_00286
OG0000221	Pras.g_01153	Prar.g_00285
OG0000222	Pras.g_01162	Prar.g_00277
OG0000223	Pras.g_01175	Prar.g_00264
OG0000224	Pras.g_01177	Prar.g_00262
OG0000225	Pras.g_01199	Prar.g_00406
OG0000226	Pras.g_01203	Prar.g_00410
OG0000227	Pras.g_01205	Prar.g_00412
OG0000228	Pras.g_01208	Prar.g_00415
OG0000229	Pras.g_01314	Prar.g_00484
OG0000230	Pras.g_01316	Prar.g_00486
OG0000231	Pras.g_01327	Prar.g_00497
OG0000232	Pras.g_01335	Prar.g_00506
OG0000233	Pras.g_01341	Prar.g_00512
OG0000234	Pras.g_01354	Prar.g_00526
OG0000235	Pras.g_01357	Prar.g_00529
OG0000236	Pras.g_01371	Prar.g_00543
OG0000237	Pras.g_01384	Prar.g_01337
OG0000238	Pras.g_01390	Prar.g_01343
OG0000239	Pras.g_01402	Prar.g_01355
OG0000240	Pras.g_01403	Prar.g_01356
OG0000241	Pras.g_01407	Prar.g_01360
OG0000242	Pras.g_01409	Prar.g_01362
OG0000243	Pras.g_01420	Prar.g_01373
OG0000244	Pras.g_01423	Prar.g_01376
OG0000245	Pras.g_01425	Prar.g_01378
OG0000246	Pras.g_01429	Prar.g_01382
OG0000247	Pras.g_01439	Prar.g_01392
OG0000248	Pras.g_01441	Prar.g_01394
OG0000249	Pras.g_01443	Prar.g_01396
OG0000250	Pras.g_01448	Prar.g_01401
OG0000251	Pras.g_01467	Prar.g_01420
OG0000252	Pras.g_01470	Prar.g_01424
OG0000253	Pras.g_01471	Prar.g_01425
OG0000254	Pras.g_01487	Prar.g_01441
OG0000255	Pras.g_01493	Prar.g_01447
OG0000256	Pras.g_01503	Prar.g_01457
OG0000257	Pras.g_01506	Prar.g_01460
OG0000258	Pras.g_01519	Prar.g_01473
OG0000259	Pras.g_01536	Prar.g_01490
OG0000260	Pras.g_01539	Prar.g_01493
OG0000261	Pras.g_01541	Prar.g_01495
OG0000262	Pras.g_00327, Pras.g_01545	Prar.g_01499
OG0000263	Pras.g_01557	Prar.g_01511
OG0000264	Pras.g_01567	Prar.g_01521
OG0000265	Pras.g_01606	Prar.g_01599
OG0000266	Pras.g_01616	Prar.g_01609
OG0000267	Pras.g_01627	Prar.g_01620
OG0000268	Pras.g_01628	Prar.g_01621
OG0000269	Pras.g_01696	Prar.g_01679
OG0000270	Pras.g_01699	Prar.g_01682
OG0000271	Pras.g_01707	Prar.g_01690
OG0000272	Pras.g_01708	Prar.g_01691
OG0000273	Pras.g_01731	Prar.g_01714
OG0000274	Pras.g_01732	Prar.g_01715
OG0000275	Pras.g_01734	Prar.g_01717
OG0000276	Pras.g_01739	Prar.g_01722
OG0000277	Pras.g_01740	Prar.g_01723
OG0000278	Pras.g_01743	Prar.g_01726
OG0000279	Pras.g_01750	Prar.g_01733
OG0000280	Pras.g_01751	Prar.g_01734
OG0000281	Pras.g_01756	Prar.g_01740
OG0000282	Pras.g_01803	Prar.g_01778
OG0000283	Pras.g_01836	Prar.g_01810
OG0000284	Pras.g_01841	Prar.g_01815
OG0000285	Pras.g_01846	Prar.g_01820
OG0000286	Pras.g_01858	Prar.g_01832
OG0000287	Pras.g_01875	Prar.g_01849
OG0000288	Pras.g_01907	Prar.g_01877
OG0000289	Pras.g_01918	Prar.g_01888
OG0000290	Pras.g_01931	Prar.g_01901
OG0000291	Pras.g_01933	Prar.g_01903
OG0000292	Pras.g_01982	Prar.g_01953
OG0000293	Pras.g_00047	Prar.g_01272
OG0000294	Pras.g_00048	Prar.g_01271
OG0000295	Pras.g_00068	Prar.g_01251
OG0000296	Pras.g_00070	Prar.g_01249
OG0000297	Pras.g_00078	Prar.g_01241
OG0000298	Pras.g_00079	Prar.g_01240
OG0000299	Pras.g_00096, Pras.g_00097	Prar.g_01223
OG0000300	Pras.g_00100	Prar.g_01220
OG0000301	Pras.g_00101	Prar.g_01219
OG0000302	Pras.g_00103	Prar.g_01217
OG0000303	Pras.g_00110	Prar.g_01210
OG0000304	Pras.g_00114	Prar.g_01206
OG0000305	Pras.g_00242	Prar.g_00919
OG0000306	Pras.g_00245	Prar.g_00916
OG0000307	Pras.g_00259	Prar.g_00902
OG0000308	Pras.g_00260	Prar.g_00901
OG0000309	Pras.g_00264	Prar.g_00897
OG0000310	Pras.g_00335	Prar.g_00354
OG0000311	Pras.g_00337	Prar.g_00352
OG0000312	Pras.g_00340	Prar.g_00349
OG0000313	Pras.g_00354	Prar.g_00335
OG0000314	Pras.g_00377	Prar.g_00820
OG0000315	Pras.g_00388	Prar.g_00810
OG0000316	Pras.g_00410	Prar.g_00790
OG0000317	Pras.g_00548	Prar.g_01145
OG0000318	Pras.g_00551	Prar.g_01142
OG0000319	Pras.g_00564	Prar.g_01129
OG0000320	Pras.g_00566	Prar.g_01127
OG0000321	Pras.g_00567	Prar.g_01126
OG0000322	Pras.g_00568	Prar.g_01125
OG0000323	Pras.g_00577	Prar.g_01967
OG0000324	Pras.g_00604	Prar.g_00609
OG0000325	Pras.g_00614	Prar.g_01113
OG0000326	Pras.g_00620	Prar.g_01107
OG0000327	Pras.g_00646	Prar.g_01068
OG0000328	Pras.g_00647	Prar.g_01067
OG0000329	Pras.g_00664	Prar.g_01050
OG0000330	Pras.g_00665	Prar.g_01049
OG0000331	Pras.g_00666	Prar.g_01048
OG0000332	Pras.g_00680	Prar.g_01034
OG0000333	Pras.g_00682	Prar.g_01032
OG0000334	Pras.g_00690	Prar.g_01024
OG0000335	Pras.g_00695	Prar.g_01020
OG0000336	Pras.g_00699	Prar.g_01016
OG0000337	Pras.g_00715	Prar.g_00625
OG0000338	Pras.g_00716	Prar.g_00626
OG0000339	Pras.g_00720	Prar.g_00630
OG0000340	Pras.g_00728	Prar.g_00638
OG0000341	Pras.g_00730	Prar.g_00640
OG0000342	Pras.g_00731	Prar.g_00641
OG0000343	Pras.g_00732	Prar.g_00642
OG0000344	Pras.g_00735	Prar.g_00645
OG0000345	Pras.g_00740	Prar.g_00650
OG0000346	Pras.g_00744	Prar.g_00654
OG0000347	Pras.g_00761	Prar.g_00669
OG0000348	Pras.g_00771	Prar.g_00678
OG0000349	Pras.g_00788	Prar.g_00695
OG0000350	Pras.g_00806	Prar.g_00072
OG0000351	Pras.g_00824	Prar.g_00055
OG0000352	Pras.g_00825	Prar.g_00054
OG0000353	Pras.g_00841	Prar.g_00039
OG0000355	Pras.g_00843	Prar.g_00037
OG0000356	Pras.g_00844	Prar.g_00036
OG0000357	Pras.g_00845	Prar.g_00035
OG0000358	Pras.g_00849	Prar.g_00031
OG0000359	Pras.g_00850	Prar.g_00030
OG0000360	Pras.g_00851	Prar.g_00029
OG0000361	Pras.g_00852	Prar.g_00028
OG0000362	Pras.g_00854	Prar.g_00026
OG0000363	Pras.g_00856	Prar.g_00024
OG0000364	Pras.g_00857	Prar.g_00023
OG0000365	Pras.g_00862	Prar.g_00018
OG0000366	Pras.g_00863	Prar.g_00017
OG0000367	Pras.g_00864	Prar.g_00016
OG0000368	Pras.g_00866	Prar.g_00014
OG0000369	Pras.g_00867	Prar.g_00013
OG0000370	Pras.g_00868	Prar.g_00012
OG0000371	Pras.g_00874	Prar.g_00006
OG0000372	Pras.g_00877	Prar.g_00002
OG0000373	Pras.g_00878	Prar.g_00001
OG0000374	Pras.g_00879	Prar.g_00594
OG0000375	Pras.g_00893	Prar.g_00580
OG0000376	Pras.g_00895	Prar.g_00578
OG0000377	Pras.g_00898	Prar.g_00574
OG0000378	Pras.g_00900	Prar.g_00572
OG0000379	Pras.g_00903	Prar.g_00569
OG0000380	Pras.g_00918	Prar.g_00552
OG0000381	Pras.g_00922	Prar.g_00548
OG0000382	Pras.g_00932	Prar.g_00247
OG0000383	Pras.g_00934	Prar.g_00245
OG0000384	Pras.g_00935	Prar.g_00244
OG0000385	Pras.g_00936	Prar.g_00243
OG0000386	Pras.g_00937	Prar.g_00242
OG0000387	Pras.g_00950	Prar.g_00229
OG0000388	Pras.g_00953	Prar.g_00226
OG0000389	Pras.g_00957	Prar.g_00222
OG0000390	Pras.g_00964	Prar.g_00215
OG0000391	Pras.g_00967	Prar.g_00212
OG0000392	Pras.g_00971	Prar.g_00208
OG0000393	Pras.g_00973	Prar.g_00206
OG0000394	Pras.g_00974	Prar.g_00205
OG0000395	Pras.g_00975	Prar.g_00204
OG0000396	Pras.g_00978	Prar.g_00201
OG0000397	Pras.g_00980	Prar.g_00199
OG0000398	Pras.g_00982	Prar.g_00197
OG0000399	Pras.g_00983	Prar.g_00196
OG0000400	Pras.g_00984	Prar.g_00195
OG0000401	Pras.g_00985	Prar.g_00194
OG0000402	Pras.g_00987	Prar.g_00192
OG0000403	Pras.g_00988	Prar.g_00191
OG0000404	Pras.g_00989	Prar.g_00190
OG0000405	Pras.g_00993	Prar.g_00186
OG0000406	Pras.g_00998	Prar.g_00180
OG0000407	Pras.g_00999	Prar.g_00179
OG0000408	Pras.g_01001	Prar.g_00177
OG0000409	Pras.g_01003	Prar.g_00175
OG0000410	Pras.g_01004	Prar.g_00174
OG0000411	Pras.g_01005	Prar.g_00173
OG0000412	Pras.g_01006	Prar.g_00172
OG0000413	Pras.g_01007	Prar.g_00171
OG0000414	Pras.g_01008	Prar.g_00170
OG0000415	Pras.g_01009	Prar.g_00169
OG0000416	Pras.g_01010	Prar.g_00168
OG0000417	Pras.g_01011	Prar.g_00167
OG0000418	Pras.g_01016	Prar.g_00162
OG0000419	Pras.g_01018	Prar.g_00160
OG0000420	Pras.g_01019	Prar.g_00159
OG0000421	Pras.g_01024	Prar.g_00154
OG0000422	Pras.g_01025	Prar.g_00153
OG0000423	Pras.g_01026	Prar.g_00152
OG0000424	Pras.g_01027	Prar.g_00151
OG0000425	Pras.g_01028	Prar.g_00150
OG0000426	Pras.g_01029	Prar.g_00149
OG0000427	Pras.g_01030	Prar.g_00148
OG0000428	Pras.g_01032	Prar.g_00146
OG0000429	Pras.g_01033	Prar.g_00145
OG0000430	Pras.g_01034	Prar.g_00144
OG0000431	Pras.g_01036	Prar.g_00142
OG0000432	Pras.g_01039	Prar.g_00139
OG0000433	Pras.g_01040	Prar.g_00138
OG0000434	Pras.g_01041	Prar.g_00137
OG0000435	Pras.g_01042	Prar.g_00136
OG0000436	Pras.g_01047	Prar.g_00131
OG0000437	Pras.g_01048	Prar.g_00130
OG0000438	Pras.g_01049	Prar.g_00129
OG0000439	Pras.g_01051	Prar.g_00127
OG0000440	Pras.g_01052	Prar.g_00126
OG0000441	Pras.g_01055	Prar.g_00123
OG0000442	Pras.g_01056	Prar.g_00122
OG0000443	Pras.g_01057	Prar.g_00121
OG0000444	Pras.g_01063	Prar.g_00116
OG0000445	Pras.g_01064	Prar.g_00115
OG0000446	Pras.g_01065	Prar.g_00114
OG0000447	Pras.g_01066	Prar.g_00113
OG0000448	Pras.g_01067	Prar.g_00112
OG0000449	Pras.g_01068	Prar.g_00111
OG0000450	Pras.g_01069	Prar.g_00110
OG0000451	Pras.g_01070	Prar.g_00109
OG0000452	Pras.g_01073	Prar.g_00106
OG0000453	Pras.g_01074	Prar.g_00105
OG0000454	Pras.g_01075	Prar.g_00104
OG0000455	Pras.g_01076	Prar.g_00103
OG0000456	Pras.g_01077	Prar.g_00102
OG0000457	Pras.g_01078	Prar.g_00101
OG0000458	Pras.g_01079	Prar.g_00100
OG0000459	Pras.g_01080	Prar.g_00099
OG0000460	Pras.g_01087	Prar.g_00092
OG0000461	Pras.g_01094	Prar.g_00085
OG0000462	Pras.g_01096	Prar.g_00083
OG0000463	Pras.g_01097	Prar.g_00082
OG0000464	Pras.g_01098	Prar.g_00081
OG0000465	Pras.g_01099	Prar.g_00080
OG0000466	Pras.g_01102	Prar.g_00077
OG0000467	Pras.g_01103	Prar.g_00076
OG0000468	Pras.g_01105	Prar.g_00334
OG0000469	Pras.g_01114	Prar.g_00325
OG0000470	Pras.g_01116	Prar.g_00323
OG0000471	Pras.g_01117	Prar.g_00322
OG0000472	Pras.g_01118	Prar.g_00321
OG0000473	Pras.g_01120	Prar.g_00319
OG0000474	Pras.g_01121	Prar.g_00318
OG0000475	Pras.g_01122	Prar.g_00317
OG0000476	Pras.g_01123	Prar.g_00316
OG0000477	Pras.g_01127	Prar.g_00312
OG0000478	Pras.g_01128	Prar.g_00311
OG0000479	Pras.g_01129	Prar.g_00310
OG0000480	Pras.g_01134	Prar.g_00305
OG0000481	Pras.g_01136	Prar.g_00303
OG0000482	Pras.g_01137	Prar.g_00302
OG0000483	Pras.g_01140	Prar.g_00299
OG0000484	Pras.g_01141	Prar.g_00298
OG0000485	Pras.g_01142	Prar.g_00297
OG0000486	Pras.g_01143	Prar.g_00296
OG0000487	Pras.g_01146	Prar.g_00292
OG0000488	Pras.g_01149	Prar.g_00289
OG0000489	Pras.g_01155	Prar.g_00284
OG0000490	Pras.g_01160	Prar.g_00279
OG0000491	Pras.g_01161	Prar.g_00278
OG0000492	Pras.g_01163	Prar.g_00276
OG0000493	Pras.g_01164	Prar.g_00275
OG0000494	Pras.g_01165	Prar.g_00274
OG0000495	Pras.g_01166	Prar.g_00273
OG0000496	Pras.g_01167	Prar.g_00272
OG0000497	Pras.g_01168	Prar.g_00271
OG0000498	Pras.g_01169	Prar.g_00270
OG0000499	Pras.g_01170	Prar.g_00269
OG0000500	Pras.g_01171	Prar.g_00268
OG0000501	Pras.g_01173	Prar.g_00266
OG0000502	Pras.g_01176	Prar.g_00263
OG0000503	Pras.g_01187	Prar.g_00394
OG0000504	Pras.g_01188	Prar.g_00395
OG0000505	Pras.g_01189	Prar.g_00396
OG0000506	Pras.g_01191	Prar.g_00398
OG0000507	Pras.g_01194	Prar.g_00401
OG0000508	Pras.g_01198	Prar.g_00405
OG0000509	Pras.g_01200	Prar.g_00407
OG0000510	Pras.g_01201	Prar.g_00408
OG0000511	Pras.g_01202	Prar.g_00409
OG0000512	Pras.g_01204	Prar.g_00411
OG0000513	Pras.g_01211	Prar.g_00418
OG0000514	Pras.g_01309	Prar.g_00479
OG0000515	Pras.g_01310	Prar.g_00480
OG0000516	Pras.g_01311	Prar.g_00481
OG0000517	Pras.g_01313	Prar.g_00483
OG0000518	Pras.g_01324	Prar.g_00494
OG0000519	Pras.g_01325	Prar.g_00495
OG0000520	Pras.g_01326	Prar.g_00496
OG0000521	Pras.g_01331	Prar.g_00501
OG0000522	Pras.g_01332	Prar.g_00503
OG0000523	Pras.g_01333	Prar.g_00504
OG0000524	Pras.g_01339	Prar.g_00510
OG0000525	Pras.g_01342	Prar.g_00513
OG0000526	Pras.g_01343	Prar.g_00514
OG0000527	Pras.g_01351	Prar.g_00523
OG0000528	Pras.g_01356	Prar.g_00528
OG0000529	Pras.g_01359	Prar.g_00531
OG0000530	Pras.g_01362	Prar.g_00534
OG0000531	Pras.g_01363	Prar.g_00535
OG0000532	Pras.g_01365	Prar.g_00537
OG0000533	Pras.g_01366	Prar.g_00538
OG0000534	Pras.g_01367	Prar.g_00539
OG0000535	Pras.g_01368	Prar.g_00540
OG0000536	Pras.g_01369	Prar.g_00541
OG0000537	Pras.g_01370	Prar.g_00542
OG0000538	Pras.g_01378	Prar.g_01331
OG0000539	Pras.g_01379	Prar.g_01332
OG0000540	Pras.g_01380	Prar.g_01333
OG0000541	Pras.g_01381	Prar.g_01334
OG0000542	Pras.g_01383	Prar.g_01336
OG0000543	Pras.g_01385	Prar.g_01338
OG0000544	Pras.g_01386	Prar.g_01339
OG0000545	Pras.g_01388	Prar.g_01341
OG0000546	Pras.g_01391	Prar.g_01344
OG0000547	Pras.g_01393	Prar.g_01345
OG0000548	Pras.g_01394	Prar.g_01346
OG0000549	Pras.g_01396	Prar.g_01348
OG0000550	Pras.g_01401	Prar.g_01353
OG0000551	Pras.g_01404	Prar.g_01357
OG0000552	Pras.g_01405	Prar.g_01358
OG0000553	Pras.g_01406	Prar.g_01359
OG0000554	Pras.g_01411	Prar.g_01364
OG0000555	Pras.g_01419	Prar.g_01372
OG0000556	Pras.g_01421	Prar.g_01374
