Orthogroup	Pras	Syae
OG0000082	Pras.g_01462	Syae.g_02447
OG0000084	Pras.g_00346	Syae.g_00857, Syae.g_02656
OG0000085	Pras.g_00543	Syae.g_01152
OG0000086	Pras.g_00939	Syae.g_01333
OG0000087	Pras.g_00990	Syae.g_01414
OG0000088	Pras.g_01017	Syae.g_01449
OG0000089	Pras.g_01209	Syae.g_02219
OG0000090	Pras.g_01410	Syae.g_02374
OG0000091	Pras.g_01518	Syae.g_00082
OG0000093	Pras.g_01827	Syae.g_00537
OG0000094	Pras.g_01915	Syae.g_00430
OG0000095	Pras.g_01934	Syae.g_00793, Syae.g_00259, Syae.g_01624
OG0000097	Pras.g_00098	Syae.g_00683
OG0000098	Pras.g_00232	Syae.g_02384, Syae.g_02058
OG0000099	Pras.g_00294	Syae.g_01913, Syae.g_01226
OG0000100	Pras.g_00427	Syae.g_00489
OG0000101	Pras.g_00687	Syae.g_02125
OG0000102	Pras.g_00748	Syae.g_01824
OG0000103	Pras.g_00829	Syae.g_01694
OG0000104	Pras.g_00838	Syae.g_01708
OG0000105	Pras.g_01126	Syae.g_01977
OG0000106	Pras.g_01223	Syae.g_00272
OG0000107	Pras.g_01239	Syae.g_02032
OG0000108	Pras.g_01358	Syae.g_02309
OG0000109	Pras.g_01372	Syae.g_02324
OG0000110	Pras.g_01451	Syae.g_02435
OG0000111	Pras.g_01575	Syae.g_00783
OG0000112	Pras.g_01665	Syae.g_00351
OG0000113	Pras.g_01723	Syae.g_00494
OG0000114	Pras.g_01801	Syae.g_00575
OG0000115	Pras.g_01994	Syae.g_02631
OG0000116	Pras.g_00046	Syae.g_00939
OG0000117	Pras.g_00150	Syae.g_00647
OG0000118	Pras.g_00221, Pras.g_00222	Syae.g_02479
OG0000119	Pras.g_00246	Syae.g_00904
OG0000120	Pras.g_00273, Pras.g_00272, Pras.g_00271, Pras.g_00330	Syae.g_01912
OG0000121	Pras.g_00352	Syae.g_02649
OG0000122	Pras.g_00391	Syae.g_00112
OG0000123	Pras.g_00694	Syae.g_02131
OG0000124	Pras.g_00759	Syae.g_01809
OG0000125	Pras.g_00797	Syae.g_01573
OG0000126	Pras.g_00837	Syae.g_01706
OG0000128	Pras.g_00853	Syae.g_01724
OG0000129	Pras.g_00897	Syae.g_01562
OG0000130	Pras.g_00921	Syae.g_01284
OG0000131	Pras.g_00996	Syae.g_01428
OG0000132	Pras.g_01015	Syae.g_01447
OG0000133	Pras.g_01174	Syae.g_00356
OG0000134	Pras.g_01210	Syae.g_02222
OG0000135	Pras.g_01236	Syae.g_01608
OG0000136	Pras.g_01319	Syae.g_00989
OG0000137	Pras.g_01353	Syae.g_02530
OG0000138	Pras.g_01373	Syae.g_02325
OG0000139	Pras.g_01414	Syae.g_02380
OG0000140	Pras.g_01415	Syae.g_02383
OG0000141	Pras.g_01483	Syae.g_00016
OG0000142	Pras.g_01511	Syae.g_00074
OG0000143	Pras.g_01515	Syae.g_00078
OG0000144	Pras.g_01528	Syae.g_00261
OG0000145	Pras.g_01664	Syae.g_02331
OG0000146	Pras.g_01666	Syae.g_00350
OG0000147	Pras.g_01667	Syae.g_00349
OG0000148	Pras.g_01717	Syae.g_00500
OG0000149	Pras.g_01747	Syae.g_00847
OG0000150	Pras.g_01755	Syae.g_00017
OG0000151	Pras.g_01811	Syae.g_00563
OG0000152	Pras.g_01859	Syae.g_00360
OG0000153	Pras.g_01878	Syae.g_00394
OG0000154	Pras.g_01908	Syae.g_00420
OG0000155	Pras.g_00076	Syae.g_00885
OG0000156	Pras.g_00197	Syae.g_00945
OG0000157	Pras.g_00198	Syae.g_00946
OG0000158	Pras.g_00289	Syae.g_01858
OG0000160	Pras.g_00351	Syae.g_02650
OG0000161	Pras.g_00357	Syae.g_02644
OG0000162	Pras.g_00363	Syae.g_02638
OG0000163	Pras.g_00399	Syae.g_01092
OG0000164	Pras.g_00574	Syae.g_01198
OG0000165	Pras.g_00581	Syae.g_01021
OG0000166	Pras.g_00651	Syae.g_02085
OG0000167	Pras.g_00717	Syae.g_01874
OG0000168	Pras.g_00727	Syae.g_01856
OG0000169	Pras.g_00737	Syae.g_01841
OG0000170	Pras.g_00739	Syae.g_01834
OG0000171	Pras.g_00758	Syae.g_01810
OG0000172	Pras.g_00768	Syae.g_01788
OG0000173	Pras.g_00783	Syae.g_01770
OG0000174	Pras.g_00811, Pras.g_00810	Syae.g_01610
OG0000175	Pras.g_00821	Syae.g_01679
OG0000176	Pras.g_00846	Syae.g_01716
OG0000177	Pras.g_00847	Syae.g_01717
OG0000178	Pras.g_00848	Syae.g_01718
OG0000179	Pras.g_00858	Syae.g_01733
OG0000180	Pras.g_00859	Syae.g_01734
OG0000181	Pras.g_00860	Syae.g_01735
OG0000182	Pras.g_00861	Syae.g_01736
OG0000183	Pras.g_00865	Syae.g_01740
OG0000184	Pras.g_00899	Syae.g_01554
OG0000185	Pras.g_00902	Syae.g_01551
OG0000186	Pras.g_00916	Syae.g_01279
OG0000187	Pras.g_00917	Syae.g_01280
OG0000188	Pras.g_00933	Syae.g_01323
OG0000189	Pras.g_00947	Syae.g_01350
OG0000190	Pras.g_00948	Syae.g_01352
OG0000191	Pras.g_00968	Syae.g_01384
OG0000192	Pras.g_00972	Syae.g_01390
OG0000193	Pras.g_00997	Syae.g_01429
OG0000194	Pras.g_01000	Syae.g_01432
OG0000195	Pras.g_01002	Syae.g_01434
OG0000196	Pras.g_01012	Syae.g_01444
OG0000197	Pras.g_01013	Syae.g_01445
OG0000198	Pras.g_01014	Syae.g_01446
OG0000199	Pras.g_01021	Syae.g_01454
OG0000200	Pras.g_01035	Syae.g_01471
OG0000201	Pras.g_01043	Syae.g_01487
OG0000202	Pras.g_01044	Syae.g_01488
OG0000203	Pras.g_01045	Syae.g_01489
OG0000204	Pras.g_01046	Syae.g_01490
OG0000205	Pras.g_01053	Syae.g_01497
OG0000206	Pras.g_01058, Pras.g_01059	Syae.g_01504
OG0000207	Pras.g_01061	Syae.g_01506
OG0000208	Pras.g_01062	Syae.g_01507
OG0000209	Pras.g_01071	Syae.g_01528
OG0000210	Pras.g_01072	Syae.g_01529
OG0000211	Pras.g_01085	Syae.g_02234
OG0000212	Pras.g_01092	Syae.g_02244
OG0000213	Pras.g_01109	Syae.g_02003
OG0000214	Pras.g_01119	Syae.g_01986
OG0000215	Pras.g_01144	Syae.g_01955
OG0000216	Pras.g_01145	Syae.g_01951
OG0000217	Pras.g_01148	Syae.g_01947
OG0000218	Pras.g_01150	Syae.g_01945
OG0000219	Pras.g_01151	Syae.g_01944
OG0000220	Pras.g_01152	Syae.g_01943
OG0000221	Pras.g_01153	Syae.g_01937
OG0000222	Pras.g_01162	Syae.g_01926
OG0000223	Pras.g_01175	Syae.g_01904
OG0000224	Pras.g_01177	Syae.g_01897
OG0000225	Pras.g_01199	Syae.g_02208
OG0000226	Pras.g_01203	Syae.g_02212
OG0000227	Pras.g_01205	Syae.g_02214
OG0000228	Pras.g_01208	Syae.g_02218
OG0000229	Pras.g_01314	Syae.g_00994
OG0000230	Pras.g_01316	Syae.g_00992
OG0000231	Pras.g_01327	Syae.g_00980
OG0000232	Pras.g_01335	Syae.g_02496
OG0000233	Pras.g_01341	Syae.g_02504
OG0000234	Pras.g_01354	Syae.g_02532
OG0000235	Pras.g_01357	Syae.g_02308
OG0000236	Pras.g_01371	Syae.g_02323
OG0000237	Pras.g_01384	Syae.g_02340
OG0000238	Pras.g_01390	Syae.g_02345
OG0000239	Pras.g_01402	Syae.g_02360
OG0000240	Pras.g_01403	Syae.g_02361
OG0000241	Pras.g_01407	Syae.g_00065
OG0000242	Pras.g_01409	Syae.g_02372
OG0000243	Pras.g_01420	Syae.g_02391
OG0000244	Pras.g_01423	Syae.g_02399
OG0000245	Pras.g_01425	Syae.g_02401
OG0000246	Pras.g_01429	Syae.g_02405
OG0000247	Pras.g_01439	Syae.g_02416
OG0000248	Pras.g_01441	Syae.g_02419
OG0000249	Pras.g_01443	Syae.g_02421
OG0000250	Pras.g_01448	Syae.g_02431
OG0000251	Pras.g_01467	Syae.g_02455
OG0000252	Pras.g_01470	Syae.g_02458
OG0000253	Pras.g_01471	Syae.g_02459
OG0000254	Pras.g_01487	Syae.g_00021
OG0000255	Pras.g_01493	Syae.g_00041
OG0000256	Pras.g_01503	Syae.g_00058
OG0000257	Pras.g_01506	Syae.g_00064
OG0000258	Pras.g_01519	Syae.g_00083
OG0000259	Pras.g_01536	Syae.g_00608
OG0000260	Pras.g_01539	Syae.g_00603
OG0000261	Pras.g_01541	Syae.g_00600
OG0000262	Pras.g_00327, Pras.g_01545	Syae.g_00595
OG0000263	Pras.g_01557	Syae.g_00671
OG0000264	Pras.g_01567	Syae.g_00761
OG0000265	Pras.g_01606	Syae.g_00932, Syae.g_00226
OG0000266	Pras.g_01616	Syae.g_00457
OG0000267	Pras.g_01627	Syae.g_00304
OG0000268	Pras.g_01628	Syae.g_00308
OG0000269	Pras.g_01696	Syae.g_00526
OG0000270	Pras.g_01699	Syae.g_00523
OG0000271	Pras.g_01707	Syae.g_00515
OG0000272	Pras.g_01708	Syae.g_00514
OG0000273	Pras.g_01731	Syae.g_00825
OG0000274	Pras.g_01732	Syae.g_00826
OG0000275	Pras.g_01734	Syae.g_00832
OG0000276	Pras.g_01739	Syae.g_00839
OG0000277	Pras.g_01740	Syae.g_00840
OG0000278	Pras.g_01743	Syae.g_00843
OG0000279	Pras.g_01750	Syae.g_00851
OG0000280	Pras.g_01751	Syae.g_00877
OG0000281	Pras.g_01756	Syae.g_02057
OG0000282	Pras.g_01803	Syae.g_00573
OG0000283	Pras.g_01836	Syae.g_00321
OG0000284	Pras.g_01841	Syae.g_00327
OG0000285	Pras.g_01846	Syae.g_00340
OG0000286	Pras.g_01858	Syae.g_00359
OG0000287	Pras.g_01875	Syae.g_00387
OG0000288	Pras.g_01907	Syae.g_00419
OG0000289	Pras.g_01918	Syae.g_00433
OG0000290	Pras.g_01931	Syae.g_00796
OG0000291	Pras.g_01933	Syae.g_00794
OG0000292	Pras.g_01982	Syae.g_01705
OG0000293	Pras.g_00047	Syae.g_00938
OG0000294	Pras.g_00048	Syae.g_00937
OG0000295	Pras.g_00068	Syae.g_00893
OG0000296	Pras.g_00070	Syae.g_00891
OG0000297	Pras.g_00078	Syae.g_00645
OG0000298	Pras.g_00079	Syae.g_00646
OG0000299	Pras.g_00096, Pras.g_00097	Syae.g_00680
OG0000300	Pras.g_00100	Syae.g_00686
OG0000301	Pras.g_00101	Syae.g_00687
OG0000302	Pras.g_00103	Syae.g_00691
OG0000303	Pras.g_00110	Syae.g_00700
OG0000304	Pras.g_00114	Syae.g_00706
OG0000305	Pras.g_00242	Syae.g_00791
OG0000306	Pras.g_00245	Syae.g_00277
OG0000307	Pras.g_00259	Syae.g_02290
OG0000308	Pras.g_00260	Syae.g_02288
OG0000309	Pras.g_00264	Syae.g_02283
OG0000310	Pras.g_00335	Syae.g_02687
OG0000311	Pras.g_00337	Syae.g_02682
OG0000312	Pras.g_00340	Syae.g_02664
OG0000313	Pras.g_00354	Syae.g_02647
OG0000314	Pras.g_00377	Syae.g_02618
OG0000315	Pras.g_00388	Syae.g_02609
OG0000316	Pras.g_00410	Syae.g_01118
OG0000317	Pras.g_00548	Syae.g_01160
OG0000318	Pras.g_00551	Syae.g_01164
OG0000319	Pras.g_00564	Syae.g_01181
OG0000320	Pras.g_00566	Syae.g_01183
OG0000321	Pras.g_00567	Syae.g_01184
OG0000322	Pras.g_00568	Syae.g_01185
OG0000323	Pras.g_00577	Syae.g_01200
OG0000324	Pras.g_00604	Syae.g_01049
OG0000325	Pras.g_00614	Syae.g_02033
OG0000326	Pras.g_00620	Syae.g_02040
OG0000327	Pras.g_00646	Syae.g_02080
OG0000328	Pras.g_00647	Syae.g_02081
OG0000329	Pras.g_00664	Syae.g_02099
OG0000330	Pras.g_00665	Syae.g_02100
OG0000331	Pras.g_00666	Syae.g_02101
OG0000332	Pras.g_00680	Syae.g_02116
OG0000333	Pras.g_00682	Syae.g_02119
OG0000334	Pras.g_00690	Syae.g_02128
OG0000335	Pras.g_00695	Syae.g_02132
OG0000336	Pras.g_00699	Syae.g_02136
OG0000337	Pras.g_00715	Syae.g_01879
OG0000338	Pras.g_00716	Syae.g_01876
OG0000339	Pras.g_00720	Syae.g_01869
OG0000340	Pras.g_00728	Syae.g_01855
OG0000341	Pras.g_00730	Syae.g_01853
OG0000342	Pras.g_00731	Syae.g_01852
OG0000343	Pras.g_00732	Syae.g_01848
OG0000344	Pras.g_00735	Syae.g_01843
OG0000345	Pras.g_00740	Syae.g_01833
OG0000346	Pras.g_00744	Syae.g_01828
OG0000347	Pras.g_00761	Syae.g_01805
OG0000348	Pras.g_00771	Syae.g_01781
OG0000349	Pras.g_00788	Syae.g_01763
OG0000350	Pras.g_00806, Pras.g_00131	Syae.g_02047
OG0000351	Pras.g_00824	Syae.g_01684
OG0000352	Pras.g_00825	Syae.g_01685
OG0000353	Pras.g_00841	Syae.g_01711
OG0000355	Pras.g_00843	Syae.g_01713
OG0000356	Pras.g_00844	Syae.g_01714
OG0000357	Pras.g_00845	Syae.g_01715
OG0000358	Pras.g_00849	Syae.g_01719
OG0000359	Pras.g_00850	Syae.g_01721
OG0000360	Pras.g_00851	Syae.g_01722
OG0000361	Pras.g_00852	Syae.g_01723
OG0000362	Pras.g_00854	Syae.g_01725
OG0000363	Pras.g_00856	Syae.g_01727
OG0000364	Pras.g_00857	Syae.g_01728
OG0000365	Pras.g_00862	Syae.g_01737
OG0000366	Pras.g_00863	Syae.g_01738
OG0000367	Pras.g_00864	Syae.g_01739
OG0000368	Pras.g_00866	Syae.g_01741
OG0000369	Pras.g_00867	Syae.g_01742
OG0000370	Pras.g_00868	Syae.g_01743
OG0000371	Pras.g_00874	Syae.g_01751
OG0000372	Pras.g_00877	Syae.g_01756
OG0000373	Pras.g_00878	Syae.g_01757
OG0000374	Pras.g_00879	Syae.g_01758
OG0000375	Pras.g_00893	Syae.g_01759
OG0000376	Pras.g_00895	Syae.g_01761
OG0000377	Pras.g_00898	Syae.g_01561
OG0000378	Pras.g_00900	Syae.g_01553
OG0000379	Pras.g_00903	Syae.g_01550
OG0000380	Pras.g_00918	Syae.g_01281
OG0000381	Pras.g_00922	Syae.g_01285
OG0000382	Pras.g_00932	Syae.g_01322
OG0000383	Pras.g_00934	Syae.g_01324
OG0000384	Pras.g_00935	Syae.g_01325
OG0000385	Pras.g_00936	Syae.g_01326
OG0000386	Pras.g_00937	Syae.g_01327
OG0000387	Pras.g_00950	Syae.g_01354
OG0000388	Pras.g_00953	Syae.g_01358
OG0000389	Pras.g_00957	Syae.g_01362
OG0000390	Pras.g_00964	Syae.g_01378
OG0000391	Pras.g_00967	Syae.g_01383
OG0000392	Pras.g_00971	Syae.g_01389
OG0000393	Pras.g_00973	Syae.g_01392
OG0000394	Pras.g_00974	Syae.g_01393
OG0000395	Pras.g_00975	Syae.g_01394
OG0000396	Pras.g_00978	Syae.g_01397
OG0000397	Pras.g_00980	Syae.g_01400
OG0000398	Pras.g_00982	Syae.g_01405
OG0000399	Pras.g_00983	Syae.g_01406
OG0000400	Pras.g_00984	Syae.g_01407
OG0000401	Pras.g_00985	Syae.g_01408
OG0000402	Pras.g_00987	Syae.g_01410
OG0000403	Pras.g_00988	Syae.g_01411
OG0000404	Pras.g_00989	Syae.g_01412
OG0000405	Pras.g_00993	Syae.g_01426
OG0000406	Pras.g_00998	Syae.g_01430
OG0000407	Pras.g_00999	Syae.g_01431
OG0000408	Pras.g_01001	Syae.g_01433
OG0000409	Pras.g_01003	Syae.g_01435
OG0000410	Pras.g_01004	Syae.g_01436
OG0000411	Pras.g_01005	Syae.g_01437
OG0000412	Pras.g_01006	Syae.g_01438
OG0000413	Pras.g_01007	Syae.g_01440
OG0000415	Pras.g_01009	Syae.g_01441
OG0000416	Pras.g_01010	Syae.g_01442
OG0000417	Pras.g_01011	Syae.g_01443
OG0000418	Pras.g_01016	Syae.g_01448
OG0000419	Pras.g_01018	Syae.g_01450
OG0000420	Pras.g_01019	Syae.g_01452
OG0000421	Pras.g_01024	Syae.g_01457
OG0000422	Pras.g_01025	Syae.g_01458
OG0000423	Pras.g_01026	Syae.g_01459
OG0000424	Pras.g_01027	Syae.g_01460
OG0000425	Pras.g_01028	Syae.g_01461
OG0000426	Pras.g_01029	Syae.g_01462
OG0000427	Pras.g_01030	Syae.g_01463
OG0000428	Pras.g_01032	Syae.g_01466
OG0000429	Pras.g_01033	Syae.g_01468
OG0000430	Pras.g_01034	Syae.g_01470
OG0000431	Pras.g_01036	Syae.g_01473
OG0000432	Pras.g_01039	Syae.g_01481
OG0000433	Pras.g_01040	Syae.g_01484
OG0000434	Pras.g_01041	Syae.g_01485
OG0000435	Pras.g_01042	Syae.g_01486
OG0000436	Pras.g_01047	Syae.g_01491
OG0000437	Pras.g_01048	Syae.g_01492
OG0000438	Pras.g_01049	Syae.g_01493
OG0000439	Pras.g_01051	Syae.g_01495
OG0000440	Pras.g_01052	Syae.g_01496
OG0000441	Pras.g_01055	Syae.g_01501
OG0000442	Pras.g_01056	Syae.g_01502
OG0000443	Pras.g_01057	Syae.g_01503
OG0000444	Pras.g_01063	Syae.g_01509
OG0000445	Pras.g_01064	Syae.g_01510
OG0000446	Pras.g_01065	Syae.g_01512
OG0000447	Pras.g_01066	Syae.g_01517
OG0000448	Pras.g_01067	Syae.g_01518
OG0000449	Pras.g_01068	Syae.g_01519
OG0000450	Pras.g_01069	Syae.g_01525
OG0000451	Pras.g_01070	Syae.g_01526
OG0000452	Pras.g_01073	Syae.g_01530
OG0000453	Pras.g_01074	Syae.g_01531
OG0000454	Pras.g_01075	Syae.g_01532
OG0000455	Pras.g_01076	Syae.g_01533
OG0000456	Pras.g_01077	Syae.g_01534
OG0000457	Pras.g_01078	Syae.g_01536
OG0000458	Pras.g_01079	Syae.g_01538
OG0000459	Pras.g_01080	Syae.g_01539
OG0000460	Pras.g_01087	Syae.g_02236
OG0000461	Pras.g_01094	Syae.g_02024
OG0000462	Pras.g_01096	Syae.g_02021
OG0000463	Pras.g_01097	Syae.g_02020
OG0000464	Pras.g_01098	Syae.g_02019
OG0000465	Pras.g_01099	Syae.g_02018
OG0000466	Pras.g_01102	Syae.g_02014
OG0000467	Pras.g_01103	Syae.g_02012
OG0000468	Pras.g_01105	Syae.g_02007
OG0000469	Pras.g_01114	Syae.g_01992
OG0000470	Pras.g_01116	Syae.g_01990
OG0000471	Pras.g_01117	Syae.g_01989
OG0000472	Pras.g_01118	Syae.g_01987
OG0000473	Pras.g_01120	Syae.g_01985
OG0000474	Pras.g_01121	Syae.g_01984
OG0000475	Pras.g_01122	Syae.g_01983
OG0000476	Pras.g_01123	Syae.g_01981
OG0000477	Pras.g_01127	Syae.g_01975
OG0000478	Pras.g_01128	Syae.g_01974
OG0000479	Pras.g_01129	Syae.g_01973
OG0000480	Pras.g_01134	Syae.g_01966
OG0000481	Pras.g_01136	Syae.g_01964
OG0000482	Pras.g_01137	Syae.g_01963
OG0000483	Pras.g_01140	Syae.g_01959
OG0000484	Pras.g_01141	Syae.g_01958
OG0000485	Pras.g_01142	Syae.g_01957
OG0000486	Pras.g_01143	Syae.g_01956
OG0000487	Pras.g_01146	Syae.g_01950
OG0000488	Pras.g_01149	Syae.g_01946
OG0000489	Pras.g_01155	Syae.g_01936
OG0000490	Pras.g_01160	Syae.g_01928
OG0000491	Pras.g_01161	Syae.g_01927
OG0000492	Pras.g_01163	Syae.g_01925
OG0000493	Pras.g_01164	Syae.g_01924
OG0000494	Pras.g_01165	Syae.g_01923
OG0000495	Pras.g_01166	Syae.g_01922
OG0000496	Pras.g_01167	Syae.g_01921
OG0000497	Pras.g_01168	Syae.g_01920
OG0000498	Pras.g_01169	Syae.g_01919
OG0000499	Pras.g_01170	Syae.g_01918
OG0000500	Pras.g_01171	Syae.g_01917
OG0000501	Pras.g_01173	Syae.g_01914
OG0000502	Pras.g_01176	Syae.g_01902
OG0000503	Pras.g_01187	Syae.g_02192
OG0000504	Pras.g_01188	Syae.g_02194
OG0000505	Pras.g_01189	Syae.g_02195
OG0000506	Pras.g_01191	Syae.g_02197
OG0000507	Pras.g_01194	Syae.g_02203
OG0000508	Pras.g_01198	Syae.g_02207
OG0000509	Pras.g_01200	Syae.g_02209
OG0000510	Pras.g_01201	Syae.g_02210
OG0000511	Pras.g_01202	Syae.g_02211
OG0000512	Pras.g_01204	Syae.g_02213
OG0000513	Pras.g_01211	Syae.g_02223
OG0000514	Pras.g_01309	Syae.g_02229
OG0000515	Pras.g_01310	Syae.g_02230
OG0000516	Pras.g_01311	Syae.g_01000
OG0000517	Pras.g_01313	Syae.g_00995
OG0000518	Pras.g_01324	Syae.g_00983
OG0000519	Pras.g_01325	Syae.g_00982
OG0000520	Pras.g_01326	Syae.g_00981
OG0000521	Pras.g_01331	Syae.g_02491
OG0000522	Pras.g_01332	Syae.g_02493
OG0000523	Pras.g_01333	Syae.g_02494
OG0000524	Pras.g_01339	Syae.g_02501
OG0000525	Pras.g_01342	Syae.g_02520
OG0000526	Pras.g_01343	Syae.g_02523
OG0000527	Pras.g_01351	Syae.g_02528
OG0000528	Pras.g_01356	Syae.g_02304
OG0000529	Pras.g_01359	Syae.g_02310
OG0000530	Pras.g_01362	Syae.g_02313
OG0000531	Pras.g_01363	Syae.g_02314
OG0000532	Pras.g_01365	Syae.g_02317
OG0000533	Pras.g_01366	Syae.g_02318
OG0000534	Pras.g_01367	Syae.g_02319
OG0000535	Pras.g_01368	Syae.g_02320
OG0000536	Pras.g_01369	Syae.g_02321
OG0000537	Pras.g_01370	Syae.g_02322
OG0000538	Pras.g_01378	Syae.g_02333
OG0000539	Pras.g_01379	Syae.g_02334
OG0000540	Pras.g_01380	Syae.g_02335
OG0000541	Pras.g_01381	Syae.g_02336
OG0000542	Pras.g_01383	Syae.g_02339
OG0000543	Pras.g_01385	Syae.g_02341
OG0000544	Pras.g_01386	Syae.g_02342
OG0000545	Pras.g_01388	Syae.g_02344
OG0000546	Pras.g_01391	Syae.g_02346
OG0000547	Pras.g_01393	Syae.g_02348
OG0000548	Pras.g_01394	Syae.g_02349
OG0000549	Pras.g_01396	Syae.g_02354
OG0000550	Pras.g_01401	Syae.g_02358
OG0000551	Pras.g_01404	Syae.g_02363
OG0000552	Pras.g_01405	Syae.g_02364
OG0000553	Pras.g_01406	Syae.g_02366
OG0000554	Pras.g_01411	Syae.g_02375
OG0000555	Pras.g_01419	Syae.g_02390
OG0000556	Pras.g_01421	Syae.g_02394
OG0000557	Pras.g_01422	Syae.g_02398
OG0000558	Pras.g_01424	Syae.g_02400
OG0000559	Pras.g_01428	Syae.g_02404
OG0000560	Pras.g_01431	Syae.g_02407
OG0000561	Pras.g_01432	Syae.g_02408
OG0000562	Pras.g_01433	Syae.g_02409
OG0000563	Pras.g_01434	Syae.g_02410
OG0000564	Pras.g_01435	Syae.g_02411
OG0000565	Pras.g_01438	Syae.g_02414
OG0000566	Pras.g_01440	Syae.g_02418
OG0000567	Pras.g_01444	Syae.g_02422
OG0000568	Pras.g_01445	Syae.g_02427
OG0000569	Pras.g_01446	Syae.g_02428
OG0000570	Pras.g_01447	Syae.g_02429
OG0000571	Pras.g_01449	Syae.g_02433
OG0000572	Pras.g_01463	Syae.g_02448
OG0000573	Pras.g_01468	Syae.g_02456
OG0000574	Pras.g_01469	Syae.g_02457
OG0000575	Pras.g_01473	Syae.g_02461
OG0000576	Pras.g_01475	Syae.g_02463
OG0000577	Pras.g_01476	Syae.g_02464
OG0000578	Pras.g_01477	Syae.g_02465
OG0000579	Pras.g_01478	Syae.g_02466
OG0000580	Pras.g_01479	Syae.g_02467
OG0000581	Pras.g_01481	Syae.g_02473
OG0000582	Pras.g_01484	Syae.g_00018
