Orthogroup	Prah	Syab
OG0000081	Prah.g_01035	Syab.g_01793
OG0000082	Prah.g_01427	Syab.g_01971
OG0000084	Prah.g_00412	Syab.g_00781
OG0000085	Prah.g_01666	Syab.g_02243
OG0000086	Prah.g_01866	Syab.g_02468
OG0000087	Prah.g_02268	Syab.g_02551
OG0000088	Prah.g_02304, Prah.g_00957	Syab.g_02586
OG0000089	Prah.g_00205	Syab.g_00551
OG0000090	Prah.g_01501	Syab.g_02041
OG0000091	Prah.g_00493	Syab.g_01866
OG0000093	Prah.g_00692	Syab.g_01582
OG0000094	Prah.g_02518	Syab.g_01306
OG0000095	Prah.g_00915	Syab.g_01210
OG0000097	Prah.g_01272	Syab.g_01051
OG0000098	Prah.g_00327	Syab.g_01553
OG0000099	Prah.g_02191	Syab.g_00230
OG0000100	Prah.g_01791, Prah.g_00636	Syab.g_01694
OG0000101	Prah.g_01995	Syab.g_00446
OG0000102	Prah.g_00144	Syab.g_00104
OG0000103	Prah.g_02586	Syab.g_02895, Syab.g_01296
OG0000104	Prah.g_02600	Syab.g_02910
OG0000105	Prah.g_02126	Syab.g_00303
OG0000106	Prah.g_01660	Syab.g_01817
OG0000107	Prah.g_02072	Syab.g_00367
OG0000108	Prah.g_01566	Syab.g_02096
OG0000109	Prah.g_01550	Syab.g_02112
OG0000110	Prah.g_01439	Syab.g_01984
OG0000111	Prah.g_01028	Syab.g_01201
OG0000112	Prah.g_00788	Syab.g_01392
OG0000113	Prah.g_00641	Syab.g_01689
OG0000114	Prah.g_00733	Syab.g_02656, Syab.g_01633
OG0000115	Prah.g_00383	Syab.g_00748
OG0000116	Prah.g_01337	Syab.g_00945
OG0000117	Prah.g_01257	Syab.g_01018
OG0000118	Prah.g_01378	Syab.g_00897
OG0000120	Prah.g_02192	Syab.g_00229
OG0000121	Prah.g_00406	Syab.g_00772
OG0000122	Prah.g_01203	Syab.g_01839
OG0000123	Prah.g_01987	Syab.g_00454
OG0000124	Prah.g_00125	Syab.g_00088
OG0000125	Prah.g_02498	Syab.g_02763
OG0000126	Prah.g_02598	Syab.g_02908
OG0000128	Prah.g_00013	Syab.g_00012
OG0000129	Prah.g_02486	Syab.g_02749
OG0000130	Prah.g_01838	Syab.g_02434
OG0000131	Prah.g_02282	Syab.g_02564
OG0000132	Prah.g_02302	Syab.g_02584
OG0000133	Prah.g_02187	Syab.g_01387
OG0000134	Prah.g_00208	Syab.g_00554
OG0000135	Prah.g_02538	Syab.g_02815
OG0000136	Prah.g_00235	Syab.g_00588
OG0000137	Prah.g_00312	Syab.g_00697
OG0000138	Prah.g_01549	Syab.g_02113
OG0000139	Prah.g_01495	Syab.g_02035
OG0000140	Prah.g_01489	Syab.g_02033
OG0000141	Prah.g_01393	Syab.g_01931
OG0000142	Prah.g_00501	Syab.g_01524, Syab.g_01873
OG0000143	Prah.g_00497	Syab.g_01870
OG0000144	Prah.g_00473	Syab.g_01757
OG0000145	Prah.g_01543	Syab.g_02120
OG0000146	Prah.g_00787	Syab.g_01393
OG0000147	Prah.g_00786	Syab.g_01394
OG0000148	Prah.g_00649	Syab.g_01682
OG0000149	Prah.g_00591	Syab.g_01720
OG0000150	Prah.g_00568	Syab.g_01930
OG0000151	Prah.g_00718	Syab.g_01612
OG0000152	Prah.g_00796	Syab.g_01383
OG0000153	Prah.g_00826	Syab.g_01343
OG0000154	Prah.g_00852	Syab.g_01317
OG0000155	Prah.g_01291	Syab.g_01009
OG0000156	Prah.g_01349	Syab.g_00933
OG0000157	Prah.g_01350	Syab.g_00932
OG0000158	Prah.g_02242	Syab.g_00161
OG0000160	Prah.g_00407	Syab.g_00774
OG0000161	Prah.g_00399	Syab.g_00766
OG0000162	Prah.g_00391	Syab.g_00755
OG0000163	Prah.g_01619	Syab.g_02173
OG0000164	Prah.g_01705	Syab.g_02307
OG0000165	Prah.g_01716	Syab.g_02316
OG0000166	Prah.g_02033	Syab.g_00407
OG0000167	Prah.g_02230	Syab.g_00205
OG0000168	Prah.g_02243	Syab.g_00136
OG0000169	Prah.g_00163	Syab.g_00125
OG0000170	Prah.g_00155	Syab.g_00118
OG0000171	Prah.g_00126	Syab.g_00089
OG0000172	Prah.g_00084	Syab.g_00080
OG0000173	Prah.g_00061	Syab.g_00061
OG0000174	Prah.g_02541	Syab.g_02819
OG0000175	Prah.g_02575	Syab.g_02876
OG0000176	Prah.g_00005	Syab.g_00004
OG0000177	Prah.g_00006	Syab.g_00005
OG0000178	Prah.g_00007	Syab.g_00006
OG0000179	Prah.g_00022	Syab.g_00022
OG0000180	Prah.g_00023	Syab.g_00023
OG0000181	Prah.g_00024	Syab.g_00024
OG0000182	Prah.g_00025	Syab.g_00025
OG0000183	Prah.g_00029	Syab.g_00029
OG0000184	Prah.g_02478	Syab.g_02738
OG0000185	Prah.g_02458	Syab.g_02715
OG0000186	Prah.g_01830	Syab.g_02430
OG0000187	Prah.g_01833	Syab.g_02431
OG0000188	Prah.g_01860	Syab.g_02454
OG0000189	Prah.g_01884	Syab.g_02487
OG0000190	Prah.g_01886	Syab.g_00190, Syab.g_00139
OG0000191	Prah.g_00188	Syab.g_02522
OG0000192	Prah.g_00176, Prah.g_00180	Syab.g_02528
OG0000193	Prah.g_02283	Syab.g_02565
OG0000194	Prah.g_02286	Syab.g_02568
OG0000195	Prah.g_02288	Syab.g_02570
OG0000196	Prah.g_02299	Syab.g_02581
OG0000197	Prah.g_02300	Syab.g_02582
OG0000198	Prah.g_02301	Syab.g_02583
OG0000199	Prah.g_02308	Syab.g_02591
OG0000200	Prah.g_02324	Syab.g_02611
OG0000201	Prah.g_02352	Syab.g_02628
OG0000202	Prah.g_02353	Syab.g_02629
OG0000203	Prah.g_02354	Syab.g_02630
OG0000204	Prah.g_02355	Syab.g_02631
OG0000205	Prah.g_02362	Syab.g_02638
OG0000206	Prah.g_02371	Syab.g_02674
OG0000207	Prah.g_02420	Syab.g_02677
OG0000208	Prah.g_02419	Syab.g_02678
OG0000209	Prah.g_02400	Syab.g_02698
OG0000210	Prah.g_02399	Syab.g_02699
OG0000211	Prah.g_01782	Syab.g_02374
OG0000212	Prah.g_01772	Syab.g_02365
OG0000213	Prah.g_02101	Syab.g_00332
OG0000214	Prah.g_02118	Syab.g_00312
OG0000215	Prah.g_02148	Syab.g_00281
OG0000217	Prah.g_02155	Syab.g_00273
OG0000218	Prah.g_02157	Syab.g_00271
OG0000219	Prah.g_02158	Syab.g_00270
OG0000220	Prah.g_02159	Syab.g_00269
OG0000221	Prah.g_02166	Syab.g_00257
OG0000222	Prah.g_02174	Syab.g_00244
OG0000223	Prah.g_02197	Syab.g_00226
OG0000224	Prah.g_02207	Syab.g_00223
OG0000225	Prah.g_01921	Syab.g_00538
OG0000226	Prah.g_01917	Syab.g_00542
OG0000227	Prah.g_01915	Syab.g_00544
OG0000228	Prah.g_00204	Syab.g_00550
OG0000229	Prah.g_00230	Syab.g_00583
OG0000230	Prah.g_00232	Syab.g_00585
OG0000231	Prah.g_00251	Syab.g_00613
OG0000232	Prah.g_00261	Syab.g_00631
OG0000233	Prah.g_00294	Syab.g_00645
OG0000234	Prah.g_00313, Prah.g_00314	Syab.g_00699
OG0000235	Prah.g_01567	Syab.g_02095
OG0000236	Prah.g_01551	Syab.g_02111
OG0000237	Prah.g_01534	Syab.g_02129
OG0000238	Prah.g_01529	Syab.g_02134
OG0000239	Prah.g_01513	Syab.g_02151
OG0000240	Prah.g_01512	Syab.g_02152
OG0000241	Prah.g_01094	Syab.g_01884
OG0000242	Prah.g_00108, Prah.g_01503	Syab.g_02043
OG0000243	Prah.g_01476	Syab.g_02025
OG0000244	Prah.g_01472	Syab.g_02017
OG0000245	Prah.g_01469	Syab.g_02015
OG0000246	Prah.g_01465	Syab.g_02011
OG0000247	Prah.g_01454	Syab.g_01999
OG0000248	Prah.g_01451	Syab.g_01996
OG0000249	Prah.g_01449	Syab.g_01994
OG0000250	Prah.g_01443	Syab.g_01988
OG0000251	Prah.g_01417	Syab.g_01961
OG0000252	Prah.g_01414	Syab.g_01958
OG0000253	Prah.g_01408	Syab.g_01956
OG0000254	Prah.g_01389	Syab.g_01925
OG0000255	Prah.g_00530	Syab.g_01912
OG0000256	Prah.g_00516	Syab.g_01890
OG0000257	Prah.g_00509	Syab.g_01885
OG0000258	Prah.g_00486	Syab.g_01861
OG0000259	Prah.g_00457	Syab.g_01538
OG0000260	Prah.g_00454	Syab.g_01544
OG0000261	Prah.g_00451	Syab.g_01556
OG0000262	Prah.g_00445	Syab.g_01561
OG0000263	Prah.g_02413	Syab.g_01035
OG0000264	Prah.g_00974	Syab.g_01173
OG0000265	Prah.g_00887	Syab.g_01773
OG0000266	Prah.g_00876	Syab.g_01667
OG0000267	Prah.g_00751	Syab.g_01433
OG0000268	Prah.g_00752	Syab.g_01432
OG0000269	Prah.g_00672	Syab.g_01650
OG0000270	Prah.g_00669	Syab.g_01657
OG0000271	Prah.g_00661	Syab.g_01279
OG0000272	Prah.g_00660	Syab.g_01280
OG0000274	Prah.g_00608	Syab.g_01700
OG0000275	Prah.g_00605	Syab.g_01704
OG0000276	Prah.g_00599	Syab.g_01712
OG0000277	Prah.g_00598	Syab.g_01713
OG0000278	Prah.g_00595	Syab.g_01716
OG0000279	Prah.g_00587	Syab.g_01724
OG0000280	Prah.g_00581	Syab.g_01736
OG0000281	Prah.g_00566	Syab.g_00685, Syab.g_00852, Syab.g_01077, Syab.g_01546
OG0000282	Prah.g_00731	Syab.g_01631
OG0000283	Prah.g_00761	Syab.g_01418
OG0000284	Prah.g_00767	Syab.g_01413
OG0000285	Prah.g_01178	Syab.g_01402
OG0000286	Prah.g_00795	Syab.g_01384
OG0000287	Prah.g_01131	Syab.g_01350
OG0000288	Prah.g_00851	Syab.g_01318
OG0000289	Prah.g_00864	Syab.g_01303
OG0000290	Prah.g_00912	Syab.g_01213
OG0000291	Prah.g_00914	Syab.g_01211
OG0000292	Prah.g_02597	Syab.g_02907
OG0000293	Prah.g_01336	Syab.g_00946
OG0000294	Prah.g_01335	Syab.g_00947
OG0000295	Prah.g_01298	Syab.g_01001
OG0000296	Prah.g_01296	Syab.g_01003
OG0000297	Prah.g_01259	Syab.g_01016
OG0000298	Prah.g_01258	Syab.g_01017
OG0000299	Prah.g_01268	Syab.g_01047
OG0000300	Prah.g_01275	Syab.g_01054
OG0000301	Prah.g_01276	Syab.g_01055
OG0000302	Prah.g_01279	Syab.g_01056
OG0000303	Prah.g_01289	Syab.g_01149
OG0000304	Prah.g_01237, Prah.g_01238	Syab.g_01143
OG0000305	Prah.g_00918	Syab.g_01208
OG0000306	Prah.g_00560	Syab.g_01819
OG0000307	Prah.g_01584	Syab.g_02078
OG0000308	Prah.g_01586	Syab.g_02076
OG0000309	Prah.g_01590	Syab.g_02071
OG0000310	Prah.g_00428	Syab.g_00817
OG0000311	Prah.g_00424	Syab.g_00811
OG0000312	Prah.g_00420	Syab.g_00793
OG0000313	Prah.g_00402	Syab.g_00769
OG0000314	Prah.g_00371	Syab.g_00736
OG0000315	Prah.g_00361	Syab.g_00726
OG0000316	Prah.g_01631	Syab.g_02189
OG0000317	Prah.g_01672	Syab.g_02251
OG0000318	Prah.g_01677	Syab.g_02257
OG0000319	Prah.g_01694	Syab.g_02291
OG0000320	Prah.g_01696	Syab.g_02293
OG0000321	Prah.g_01697	Syab.g_02294
OG0000322	Prah.g_01698	Syab.g_02295
OG0000323	Prah.g_01710	Syab.g_02310
OG0000324	Prah.g_01744	Syab.g_02341
OG0000325	Prah.g_02071	Syab.g_00368
OG0000326	Prah.g_02064	Syab.g_00375
OG0000327	Prah.g_02038	Syab.g_00402
OG0000328	Prah.g_02037	Syab.g_00403
OG0000329	Prah.g_02020	Syab.g_00420
OG0000330	Prah.g_02019	Syab.g_00421
OG0000331	Prah.g_02018	Syab.g_00422
OG0000332	Prah.g_02003	Syab.g_00437
OG0000333	Prah.g_02001	Syab.g_00440
OG0000334	Prah.g_01991	Syab.g_00450
OG0000335	Prah.g_01986	Syab.g_00455
OG0000336	Prah.g_01982	Syab.g_00459
OG0000337	Prah.g_02224	Syab.g_00210
OG0000338	Prah.g_02227	Syab.g_00207
OG0000339	Prah.g_02234	Syab.g_00201
OG0000340	Prah.g_02244	Syab.g_00135
OG0000341	Prah.g_02246	Syab.g_00157, Syab.g_00133
OG0000342	Prah.g_02247	Syab.g_00132
OG0000343	Prah.g_00168	Syab.g_00131
OG0000344	Prah.g_00165	Syab.g_00127
OG0000345	Prah.g_00154	Syab.g_00117
OG0000346	Prah.g_00149	Syab.g_00112
OG0000347	Prah.g_00089	Syab.g_00087
OG0000348	Prah.g_00078	Syab.g_00076
OG0000349	Prah.g_00053	Syab.g_00054
OG0000350	Prah.g_02533	Syab.g_00382
OG0000351	Prah.g_02578	Syab.g_02879
OG0000352	Prah.g_02579	Syab.g_02880
OG0000353	Prah.g_02603	Syab.g_02913
OG0000354	Prah.g_01523	Syab.g_02140
OG0000354	Prah.g_00020	Syab.g_00020
OG0000355	Prah.g_00002	Syab.g_00001
OG0000356	Prah.g_00003	Syab.g_00002
OG0000357	Prah.g_00004	Syab.g_00003
OG0000358	Prah.g_00008	Syab.g_00007
OG0000359	Prah.g_00010	Syab.g_00009
OG0000360	Prah.g_00011	Syab.g_00010
OG0000361	Prah.g_00012	Syab.g_00011
OG0000362	Prah.g_00014	Syab.g_00013
OG0000363	Prah.g_00016	Syab.g_00015
OG0000364	Prah.g_00017	Syab.g_00016
OG0000365	Prah.g_00026	Syab.g_00026
OG0000366	Prah.g_00027	Syab.g_00027
OG0000367	Prah.g_00028	Syab.g_00028
OG0000368	Prah.g_00030	Syab.g_00030
OG0000369	Prah.g_00031	Syab.g_00031
OG0000370	Prah.g_00032	Syab.g_00032
OG0000371	Prah.g_00041	Syab.g_00711, Syab.g_00039
OG0000372	Prah.g_00046	Syab.g_00045
OG0000373	Prah.g_00047	Syab.g_00046
OG0000374	Prah.g_00048	Syab.g_00047
OG0000375	Prah.g_00049	Syab.g_00050
OG0000376	Prah.g_00051	Syab.g_00052
OG0000377	Prah.g_02485	Syab.g_02748
OG0000378	Prah.g_02471	Syab.g_02717
OG0000379	Prah.g_02457	Syab.g_02714
OG0000380	Prah.g_01834	Syab.g_02432
OG0000381	Prah.g_01839	Syab.g_02435
OG0000382	Prah.g_01859	Syab.g_02453
OG0000383	Prah.g_01861	Syab.g_02459
OG0000384	Prah.g_01862	Syab.g_02460
OG0000385	Prah.g_01863	Syab.g_02461
OG0000386	Prah.g_01864	Syab.g_02462
OG0000387	Prah.g_01888	Syab.g_02491
OG0000388	Prah.g_01892	Syab.g_02495
OG0000389	Prah.g_01896	Syab.g_02499
OG0000390	Prah.g_00194	Syab.g_02516
OG0000391	Prah.g_00189	Syab.g_02521
OG0000392	Prah.g_00183	Syab.g_02527
OG0000393	Prah.g_00175	Syab.g_02530
OG0000394	Prah.g_00174	Syab.g_02531
OG0000395	Prah.g_00173	Syab.g_02532
OG0000396	Prah.g_02252	Syab.g_02535
OG0000397	Prah.g_02254	Syab.g_02537
OG0000398	Prah.g_02259	Syab.g_02542
OG0000399	Prah.g_02260	Syab.g_02543
OG0000400	Prah.g_02261	Syab.g_02544
OG0000401	Prah.g_02262	Syab.g_02545
OG0000402	Prah.g_02264	Syab.g_02547
OG0000403	Prah.g_02265	Syab.g_02548
OG0000405	Prah.g_02280	Syab.g_02562
OG0000406	Prah.g_02284	Syab.g_02566
OG0000407	Prah.g_02285	Syab.g_02567
OG0000408	Prah.g_02287	Syab.g_02569
OG0000409	Prah.g_02289	Syab.g_02571
OG0000410	Prah.g_02290	Syab.g_02572
OG0000411	Prah.g_02291	Syab.g_02573
OG0000412	Prah.g_02292	Syab.g_02574
OG0000413	Prah.g_02294	Syab.g_02576
OG0000414	Prah.g_02295	Syab.g_02577
OG0000415	Prah.g_02296	Syab.g_02578
OG0000416	Prah.g_02297	Syab.g_02579
OG0000417	Prah.g_02298	Syab.g_02580
OG0000418	Prah.g_02303	Syab.g_02585
OG0000419	Prah.g_02305	Syab.g_02587
OG0000420	Prah.g_02306	Syab.g_02589
OG0000421	Prah.g_02310	Syab.g_02595
OG0000422	Prah.g_02311	Syab.g_02596
OG0000423	Prah.g_02312	Syab.g_02597
OG0000424	Prah.g_02313	Syab.g_02598
OG0000425	Prah.g_02314	Syab.g_02599
OG0000426	Prah.g_02315	Syab.g_02600
OG0000427	Prah.g_02316	Syab.g_02601
OG0000428	Prah.g_00709	Syab.g_02604
OG0000429	Prah.g_02321	Syab.g_02608
OG0000430	Prah.g_02323	Syab.g_02610
OG0000431	Prah.g_02334	Syab.g_02613
OG0000432	Prah.g_02341	Syab.g_02619
OG0000433	Prah.g_02344	Syab.g_02622
OG0000434	Prah.g_02345	Syab.g_02623
OG0000435	Prah.g_02350	Syab.g_02625
OG0000436	Prah.g_02356	Syab.g_02632
OG0000437	Prah.g_02357	Syab.g_02633
OG0000438	Prah.g_02358	Syab.g_02634
OG0000439	Prah.g_02360	Syab.g_02636
OG0000440	Prah.g_02361	Syab.g_02637
OG0000441	Prah.g_02364	Syab.g_02641
OG0000442	Prah.g_02365	Syab.g_02642
OG0000443	Prah.g_02370	Syab.g_02668
OG0000444	Prah.g_02418	Syab.g_02681
OG0000445	Prah.g_02417	Syab.g_02682
OG0000446	Prah.g_02415	Syab.g_02684
OG0000447	Prah.g_02411	Syab.g_02687
OG0000448	Prah.g_02410	Syab.g_02688
OG0000449	Prah.g_02409	Syab.g_02689
OG0000450	Prah.g_02403	Syab.g_02695
OG0000451	Prah.g_02402	Syab.g_02696
OG0000452	Prah.g_02398	Syab.g_02701
OG0000453	Prah.g_02397	Syab.g_02702
OG0000454	Prah.g_02396	Syab.g_02703
OG0000455	Prah.g_02395	Syab.g_02704
OG0000456	Prah.g_02394	Syab.g_02705
OG0000457	Prah.g_02392	Syab.g_02707
OG0000458	Prah.g_02391	Syab.g_02708
OG0000459	Prah.g_02390	Syab.g_02709
OG0000460	Prah.g_01781	Syab.g_02372
OG0000461	Prah.g_02074	Syab.g_00356
OG0000462	Prah.g_02078	Syab.g_00352
OG0000463	Prah.g_02079	Syab.g_00351
OG0000464	Prah.g_02080	Syab.g_00350
OG0000465	Prah.g_02082	Syab.g_00349
OG0000466	Prah.g_02087	Syab.g_00343
OG0000467	Prah.g_02089	Syab.g_00341
OG0000468	Prah.g_02098	Syab.g_00336
OG0000469	Prah.g_02111	Syab.g_00318
OG0000470	Prah.g_02114	Syab.g_00316
OG0000471	Prah.g_02115	Syab.g_00315
OG0000472	Prah.g_02117	Syab.g_00313
OG0000473	Prah.g_02119	Syab.g_00311
OG0000474	Prah.g_02120	Syab.g_00310
OG0000475	Prah.g_02121	Syab.g_00309
OG0000476	Prah.g_02123	Syab.g_00307
OG0000477	Prah.g_02128	Syab.g_00301
OG0000478	Prah.g_02129	Syab.g_00300
OG0000479	Prah.g_02130	Syab.g_00299
OG0000480	Prah.g_02137	Syab.g_00292
OG0000481	Prah.g_02139	Syab.g_00290
OG0000482	Prah.g_02140	Syab.g_00289
OG0000483	Prah.g_02144	Syab.g_00285
OG0000484	Prah.g_02145	Syab.g_00284
OG0000485	Prah.g_02146	Syab.g_00283
OG0000486	Prah.g_02147	Syab.g_00282
OG0000487	Prah.g_02152	Syab.g_00276
OG0000488	Prah.g_02156	Syab.g_00272
OG0000489	Prah.g_02167	Syab.g_00256
OG0000490	Prah.g_02172	Syab.g_00247
OG0000491	Prah.g_02173	Syab.g_00245
OG0000492	Prah.g_02175	Syab.g_00243
OG0000493	Prah.g_02176	Syab.g_00242
OG0000494	Prah.g_02177	Syab.g_00241
OG0000495	Prah.g_02178	Syab.g_00240
OG0000496	Prah.g_02179	Syab.g_00239
OG0000497	Prah.g_02180	Syab.g_00238
OG0000498	Prah.g_02181	Syab.g_00237
OG0000499	Prah.g_02182	Syab.g_00236
OG0000500	Prah.g_02183	Syab.g_00235
OG0000501	Prah.g_02186	Syab.g_00232
OG0000502	Prah.g_02199	Syab.g_00224
OG0000503	Prah.g_01940	Syab.g_00523
OG0000504	Prah.g_01938	Syab.g_00525
OG0000505	Prah.g_01937	Syab.g_00526
OG0000506	Prah.g_01935	Syab.g_00528
OG0000507	Prah.g_01930	Syab.g_00533
OG0000508	Prah.g_01922	Syab.g_00537
OG0000509	Prah.g_01920	Syab.g_00539
OG0000510	Prah.g_01919	Syab.g_00540
OG0000511	Prah.g_01918	Syab.g_00541
OG0000512	Prah.g_01916	Syab.g_00543
OG0000513	Prah.g_00209	Syab.g_00555
OG0000514	Prah.g_00218	Syab.g_00566
OG0000515	Prah.g_00219	Syab.g_00567
OG0000516	Prah.g_00221	Syab.g_00575
OG0000517	Prah.g_00229	Syab.g_00582
OG0000518	Prah.g_00241	Syab.g_00594
OG0000519	Prah.g_00242	Syab.g_00610
OG0000520	Prah.g_00247	Syab.g_00611
OG0000521	Prah.g_00255	Syab.g_00624
OG0000522	Prah.g_00257	Syab.g_00626
OG0000523	Prah.g_00258	Syab.g_00627
OG0000524	Prah.g_00290	Syab.g_00640
OG0000525	Prah.g_00304	Syab.g_00671
OG0000526	Prah.g_00306	Syab.g_00689
OG0000527	Prah.g_00310	Syab.g_00695
OG0000528	Prah.g_01572	Syab.g_02092
OG0000529	Prah.g_01565	Syab.g_02097
OG0000530	Prah.g_01562	Syab.g_02100
OG0000531	Prah.g_01561	Syab.g_02101
OG0000532	Prah.g_01558	Syab.g_02104
OG0000533	Prah.g_01556	Syab.g_02106
OG0000534	Prah.g_01555	Syab.g_02107
OG0000535	Prah.g_01554	Syab.g_02108
OG0000536	Prah.g_01553	Syab.g_02109
OG0000537	Prah.g_01552	Syab.g_02110
OG0000538	Prah.g_01541	Syab.g_02122
OG0000539	Prah.g_01540	Syab.g_02123
OG0000540	Prah.g_01539	Syab.g_02124
OG0000541	Prah.g_01538	Syab.g_02125
OG0000542	Prah.g_01535	Syab.g_02128
OG0000543	Prah.g_01533	Syab.g_02130
OG0000544	Prah.g_01532	Syab.g_02131
OG0000545	Prah.g_01530	Syab.g_02133
OG0000546	Prah.g_01528	Syab.g_02135
OG0000547	Prah.g_01526	Syab.g_02137
OG0000548	Prah.g_01525	Syab.g_02138
OG0000549	Prah.g_01519	Syab.g_02144
OG0000550	Prah.g_01514	Syab.g_02149
OG0000551	Prah.g_01510	Syab.g_02153
OG0000552	Prah.g_01509	Syab.g_02154
OG0000553	Prah.g_01505	Syab.g_02046
OG0000554	Prah.g_01500	Syab.g_02040
OG0000555	Prah.g_01480	Syab.g_02026
OG0000556	Prah.g_01474	Syab.g_02022
OG0000557	Prah.g_01473	Syab.g_02019
OG0000558	Prah.g_01470	Syab.g_02016
OG0000559	Prah.g_01466	Syab.g_02012
OG0000560	Prah.g_01463	Syab.g_02009
OG0000561	Prah.g_01462	Syab.g_02008
OG0000562	Prah.g_01461	Syab.g_02007
OG0000563	Prah.g_01460	Syab.g_02006
OG0000564	Prah.g_01459	Syab.g_02005
OG0000565	Prah.g_01457	Syab.g_02001
OG0000566	Prah.g_01452	Syab.g_01997
OG0000567	Prah.g_01448	Syab.g_01993
OG0000568	Prah.g_01446	Syab.g_01991
OG0000569	Prah.g_01445	Syab.g_01990
OG0000570	Prah.g_01444	Syab.g_01989
OG0000571	Prah.g_01441	Syab.g_01986
OG0000572	Prah.g_01425	Syab.g_01969
OG0000573	Prah.g_01416	Syab.g_01960
OG0000574	Prah.g_01415	Syab.g_01959
OG0000575	Prah.g_01406	Syab.g_01954
OG0000576	Prah.g_01404	Syab.g_01952
