Orthogroup	Prah	Prbj
OG0000088	Prah.g_02304	Prbj.g_00521
OG0000088	Prah.g_00957	Prbj.g_00912
OG0000089	Prah.g_00205	Prbj.g_00064
OG0000090	Prah.g_01501	Prbj.g_02127
OG0000091	Prah.g_00493	Prbj.g_02581
OG0000093	Prah.g_00692	Prbj.g_02388
OG0000094	Prah.g_02518	Prbj.g_01985
OG0000095	Prah.g_00915	Prbj.g_01838
OG0000097	Prah.g_01272	Prbj.g_02152
OG0000098	Prah.g_00327	Prbj.g_00669
OG0000099	Prah.g_02191	Prbj.g_01464
OG0000100	Prah.g_01791	Prbj.g_00185
OG0000100	Prah.g_00636	Prbj.g_02442
OG0000101	Prah.g_01995	Prbj.g_00981
OG0000102	Prah.g_00144	Prbj.g_01819
OG0000103	Prah.g_02586	Prbj.g_02055
OG0000104	Prah.g_02600	Prbj.g_02069
OG0000105	Prah.g_02126	Prbj.g_01397
OG0000106	Prah.g_01660	Prbj.g_00875
OG0000107	Prah.g_02072	Prbj.g_02659
OG0000108	Prah.g_01566	Prbj.g_01630
OG0000109	Prah.g_01550	Prbj.g_01614
OG0000110	Prah.g_01439	Prbj.g_01801
OG0000111	Prah.g_01028	Prbj.g_00759
OG0000112	Prah.g_00788	Prbj.g_02276
OG0000113	Prah.g_00641	Prbj.g_02437
OG0000114	Prah.g_00733	Prbj.g_02340
OG0000115	Prah.g_00383	Prbj.g_00634
OG0000116	Prah.g_01337	Prbj.g_00956
OG0000117	Prah.g_01257	Prbj.g_01915
OG0000118	Prah.g_01378	Prbj.g_01742
OG0000119	Prah.g_01007	Prbj.g_00740
OG0000119	Prah.g_01048	Prbj.g_00778
OG0000120	Prah.g_02192	Prbj.g_01465
OG0000121	Prah.g_00406	Prbj.g_01064, Prbj.g_01058
OG0000122	Prah.g_01203	Prbj.g_02627
OG0000123	Prah.g_01987	Prbj.g_00406
OG0000124	Prah.g_00125	Prbj.g_01281
OG0000125	Prah.g_02498	Prbj.g_01963
OG0000126	Prah.g_02598	Prbj.g_02067
OG0000127	Prah.g_01083	Prbj.g_00210
OG0000128	Prah.g_00013	Prbj.g_02085
OG0000129	Prah.g_02486	Prbj.g_01951
OG0000130	Prah.g_01838	Prbj.g_00564
OG0000131	Prah.g_02282	Prbj.g_00543
OG0000132	Prah.g_02302	Prbj.g_00523
OG0000133	Prah.g_02187	Prbj.g_01460
OG0000134	Prah.g_00208	Prbj.g_00067
OG0000135	Prah.g_02538	Prbj.g_02004
OG0000136	Prah.g_00235	Prbj.g_00105
OG0000137	Prah.g_00312	Prbj.g_00128
OG0000138	Prah.g_01549	Prbj.g_01613
OG0000139	Prah.g_01495	Prbj.g_02133
OG0000140	Prah.g_01489	Prbj.g_02139
OG0000141	Prah.g_01393	Prbj.g_01757
OG0000142	Prah.g_00501	Prbj.g_02573
OG0000143	Prah.g_00497	Prbj.g_02577
OG0000144	Prah.g_00473	Prbj.g_00793
OG0000145	Prah.g_01543	Prbj.g_01607
OG0000146	Prah.g_00787	Prbj.g_02277
OG0000147	Prah.g_00786	Prbj.g_02278
OG0000148	Prah.g_00649	Prbj.g_02431
OG0000149	Prah.g_00591	Prbj.g_02488
OG0000150	Prah.g_00568	Prbj.g_02511
OG0000151	Prah.g_00718	Prbj.g_02361
OG0000152	Prah.g_00796	Prbj.g_02268
OG0000153	Prah.g_00826	Prbj.g_02241
OG0000154	Prah.g_00852	Prbj.g_02213
OG0000155	Prah.g_01291	Prbj.g_00312
OG0000156	Prah.g_01349	Prbj.g_00163
OG0000157	Prah.g_01350	Prbj.g_00162
OG0000158	Prah.g_02242	Prbj.g_01514
OG0000160	Prah.g_00407	Prbj.g_01057
OG0000161	Prah.g_00399	Prbj.g_01071
OG0000162	Prah.g_00391	Prbj.g_01077
OG0000163	Prah.g_01619	Prbj.g_01688
OG0000164	Prah.g_01705	Prbj.g_00476
OG0000165	Prah.g_01716	Prbj.g_00467
OG0000166	Prah.g_02033	Prbj.g_01019
OG0000167	Prah.g_02230	Prbj.g_01500
OG0000168	Prah.g_02243	Prbj.g_01515
OG0000169	Prah.g_00163	Prbj.g_01581
OG0000170	Prah.g_00155	Prbj.g_01593
OG0000171	Prah.g_00126	Prbj.g_01282
OG0000172	Prah.g_00084	Prbj.g_01248
OG0000173	Prah.g_00061	Prbj.g_01227
OG0000174	Prah.g_02541	Prbj.g_02006
OG0000175	Prah.g_02575	Prbj.g_02044
OG0000176	Prah.g_00005	Prbj.g_02077
OG0000177	Prah.g_00006	Prbj.g_02078
OG0000178	Prah.g_00007	Prbj.g_02079
OG0000179	Prah.g_00022	Prbj.g_01188
OG0000180	Prah.g_00023	Prbj.g_01189
OG0000181	Prah.g_00024	Prbj.g_01190
OG0000182	Prah.g_00025	Prbj.g_01191
OG0000183	Prah.g_00029	Prbj.g_01195
OG0000184	Prah.g_02478	Prbj.g_01943
OG0000185	Prah.g_02458	Prbj.g_01921
OG0000186	Prah.g_01830	Prbj.g_00558
OG0000187	Prah.g_01833	Prbj.g_00560
OG0000188	Prah.g_01860	Prbj.g_00581
OG0000189	Prah.g_01884	Prbj.g_00607
OG0000190	Prah.g_01886	Prbj.g_00609
OG0000191	Prah.g_00188	Prbj.g_01557
OG0000192	Prah.g_00176, Prah.g_00180	Prbj.g_01566
OG0000193	Prah.g_02283	Prbj.g_00542
OG0000194	Prah.g_02286	Prbj.g_00539
OG0000195	Prah.g_02288	Prbj.g_00537
OG0000196	Prah.g_02299	Prbj.g_00526
OG0000197	Prah.g_02300	Prbj.g_00525
OG0000198	Prah.g_02301	Prbj.g_00524
OG0000199	Prah.g_02308	Prbj.g_00517
OG0000200	Prah.g_02324	Prbj.g_01138
OG0000201	Prah.g_02352	Prbj.g_01157
OG0000202	Prah.g_02353	Prbj.g_01158
OG0000203	Prah.g_02354	Prbj.g_01159
OG0000204	Prah.g_02355	Prbj.g_01160
OG0000205	Prah.g_02362	Prbj.g_01167
OG0000206	Prah.g_02371	Prbj.g_00288
OG0000207	Prah.g_02420	Prbj.g_00234
OG0000208	Prah.g_02419	Prbj.g_00235
OG0000209	Prah.g_02400	Prbj.g_00262
OG0000210	Prah.g_02399	Prbj.g_00263
OG0000211	Prah.g_01782	Prbj.g_00177
OG0000212	Prah.g_01772	Prbj.g_02615
OG0000213	Prah.g_02101	Prbj.g_01362
OG0000214	Prah.g_02118	Prbj.g_01389
OG0000215	Prah.g_02148	Prbj.g_01419
OG0000216	Prah.g_02151	Prbj.g_01422
OG0000217	Prah.g_02155	Prbj.g_01426
OG0000218	Prah.g_02157	Prbj.g_01430
OG0000219	Prah.g_02158	Prbj.g_01431
OG0000220	Prah.g_02159	Prbj.g_01432
OG0000221	Prah.g_02166	Prbj.g_01437
OG0000222	Prah.g_02174	Prbj.g_01446
OG0000223	Prah.g_02197	Prbj.g_01469
OG0000224	Prah.g_02207	Prbj.g_01480
OG0000225	Prah.g_01921	Prbj.g_00323
OG0000226	Prah.g_01917	Prbj.g_00319
OG0000227	Prah.g_01915	Prbj.g_00317
OG0000228	Prah.g_00204	Prbj.g_00063
OG0000229	Prah.g_00230	Prbj.g_00100
OG0000230	Prah.g_00232	Prbj.g_00102
OG0000231	Prah.g_00251	Prbj.g_00117
OG0000232	Prah.g_00261	Prbj.g_01888
OG0000233	Prah.g_00294	Prbj.g_00148
OG0000234	Prah.g_00313, Prah.g_00314	Prbj.g_00127
OG0000235	Prah.g_01567	Prbj.g_01631
OG0000236	Prah.g_01551	Prbj.g_01615
OG0000237	Prah.g_01534	Prbj.g_02094
OG0000238	Prah.g_01529	Prbj.g_02098
OG0000239	Prah.g_01513	Prbj.g_02114
OG0000240	Prah.g_01512	Prbj.g_02115
OG0000241	Prah.g_01094	Prbj.g_01116
OG0000242	Prah.g_00108, Prah.g_01503	Prbj.g_02125
OG0000243	Prah.g_01476	Prbj.g_02668
OG0000244	Prah.g_01472	Prbj.g_01859
OG0000245	Prah.g_01469	Prbj.g_01862
OG0000246	Prah.g_01465	Prbj.g_01866
OG0000247	Prah.g_01454	Prbj.g_01877
OG0000248	Prah.g_01451	Prbj.g_01880
OG0000249	Prah.g_01449	Prbj.g_01882
OG0000250	Prah.g_01443	Prbj.g_01805
OG0000251	Prah.g_01417	Prbj.g_01781
OG0000252	Prah.g_01414	Prbj.g_01778
OG0000253	Prah.g_01408	Prbj.g_01772
OG0000254	Prah.g_01389	Prbj.g_01753
OG0000255	Prah.g_00530	Prbj.g_02546
OG0000256	Prah.g_00516	Prbj.g_02560
OG0000257	Prah.g_00509	Prbj.g_02566
OG0000258	Prah.g_00486	Prbj.g_02589
OG0000259	Prah.g_00457	Prbj.g_00812
OG0000260	Prah.g_00454	Prbj.g_00816
OG0000261	Prah.g_00451	Prbj.g_00819
OG0000262	Prah.g_00445	Prbj.g_00824
OG0000263	Prah.g_02413	Prbj.g_00248
OG0000264	Prah.g_00974	Prbj.g_00933
OG0000265	Prah.g_00958	Prbj.g_00913
OG0000265	Prah.g_00887	Prbj.g_02178
OG0000266	Prah.g_00876	Prbj.g_02189
OG0000267	Prah.g_00751	Prbj.g_02315
OG0000268	Prah.g_00752	Prbj.g_02314
OG0000269	Prah.g_00672	Prbj.g_02407
OG0000270	Prah.g_00669	Prbj.g_02410
OG0000271	Prah.g_00661	Prbj.g_02418
OG0000272	Prah.g_00660	Prbj.g_02419
OG0000273	Prah.g_00609	Prbj.g_02470
OG0000274	Prah.g_00608	Prbj.g_02471
OG0000275	Prah.g_00605	Prbj.g_02474
OG0000276	Prah.g_00599	Prbj.g_02480
OG0000277	Prah.g_00598	Prbj.g_02481
OG0000278	Prah.g_00595	Prbj.g_02484
OG0000279	Prah.g_00587	Prbj.g_02492
OG0000280	Prah.g_00581	Prbj.g_02498
OG0000281	Prah.g_00566	Prbj.g_02512
OG0000282	Prah.g_00731	Prbj.g_02342
OG0000283	Prah.g_00761	Prbj.g_02303
OG0000284	Prah.g_00767	Prbj.g_02297
OG0000285	Prah.g_01178	Prbj.g_00694
OG0000286	Prah.g_00795	Prbj.g_02269
OG0000287	Prah.g_01131	Prbj.g_00722
OG0000288	Prah.g_00851	Prbj.g_02214
OG0000289	Prah.g_00864	Prbj.g_02201
OG0000290	Prah.g_00912	Prbj.g_01841
OG0000291	Prah.g_00914	Prbj.g_01839
OG0000292	Prah.g_02597	Prbj.g_02066
OG0000293	Prah.g_01336	Prbj.g_00958
OG0000294	Prah.g_01335	Prbj.g_00959
OG0000295	Prah.g_01298	Prbj.g_00304
OG0000296	Prah.g_01296	Prbj.g_00306, Prbj.g_00307
OG0000297	Prah.g_01259	Prbj.g_01913
OG0000298	Prah.g_01258	Prbj.g_01914
OG0000299	Prah.g_01268	Prbj.g_01903
OG0000300	Prah.g_01275	Prbj.g_02155
OG0000301	Prah.g_01276	Prbj.g_02156
OG0000302	Prah.g_01279	Prbj.g_02159
OG0000303	Prah.g_01289	Prbj.g_00314
OG0000304	Prah.g_01237, Prah.g_01238	Prbj.g_00020
OG0000305	Prah.g_00918	Prbj.g_01837
OG0000306	Prah.g_00560	Prbj.g_02521
OG0000307	Prah.g_01584	Prbj.g_01647
OG0000308	Prah.g_01586	Prbj.g_01649
OG0000309	Prah.g_01590	Prbj.g_01653
OG0000310	Prah.g_00428	Prbj.g_01294
OG0000311	Prah.g_00424	Prbj.g_01040
OG0000312	Prah.g_00420	Prbj.g_01044
OG0000313	Prah.g_00402	Prbj.g_01068
OG0000314	Prah.g_00371	Prbj.g_00646
OG0000315	Prah.g_00361	Prbj.g_00656
OG0000316	Prah.g_01631	Prbj.g_01699
OG0000317	Prah.g_01672	Prbj.g_00863
OG0000318	Prah.g_01677	Prbj.g_00856
OG0000319	Prah.g_01694	Prbj.g_00487
OG0000320	Prah.g_01696	Prbj.g_00485
OG0000321	Prah.g_01697	Prbj.g_00484
OG0000322	Prah.g_01698	Prbj.g_00483
OG0000323	Prah.g_01710	Prbj.g_00472
OG0000324	Prah.g_01744	Prbj.g_00443
OG0000325	Prah.g_02071	Prbj.g_02657
OG0000326	Prah.g_02064	Prbj.g_02649
OG0000327	Prah.g_02038	Prbj.g_01024
OG0000328	Prah.g_02037	Prbj.g_01023
OG0000329	Prah.g_02020	Prbj.g_01006
OG0000330	Prah.g_02019	Prbj.g_01005
OG0000331	Prah.g_02018	Prbj.g_01004
OG0000332	Prah.g_02003	Prbj.g_00989
OG0000333	Prah.g_02001	Prbj.g_00987
OG0000334	Prah.g_01991	Prbj.g_00410
OG0000335	Prah.g_01986	Prbj.g_00405
OG0000336	Prah.g_01982	Prbj.g_00401
OG0000337	Prah.g_02224	Prbj.g_01494
OG0000338	Prah.g_02227	Prbj.g_01498
OG0000339	Prah.g_02234	Prbj.g_01504
OG0000340	Prah.g_02244	Prbj.g_01516
OG0000341	Prah.g_02246	Prbj.g_01518
OG0000342	Prah.g_02247	Prbj.g_01519
OG0000343	Prah.g_00168	Prbj.g_01576
OG0000344	Prah.g_00165	Prbj.g_01579
OG0000345	Prah.g_00154	Prbj.g_01594
OG0000346	Prah.g_00149	Prbj.g_01599
OG0000347	Prah.g_00089	Prbj.g_01280
OG0000348	Prah.g_00078	Prbj.g_01243
OG0000349	Prah.g_00053	Prbj.g_01219
OG0000350	Prah.g_02533	Prbj.g_01999
OG0000351	Prah.g_02578	Prbj.g_02047
OG0000352	Prah.g_02579	Prbj.g_02048
OG0000353	Prah.g_02603	Prbj.g_02072
OG0000354	Prah.g_01523	Prbj.g_02104
OG0000354	Prah.g_00020	Prbj.g_01186
OG0000355	Prah.g_00002	Prbj.g_02074
OG0000356	Prah.g_00003	Prbj.g_02075
OG0000357	Prah.g_00004	Prbj.g_02076
OG0000358	Prah.g_00008	Prbj.g_02080
OG0000359	Prah.g_00010	Prbj.g_02082
OG0000360	Prah.g_00011	Prbj.g_02083
OG0000361	Prah.g_00012	Prbj.g_02084
OG0000362	Prah.g_00014	Prbj.g_02086
OG0000363	Prah.g_00016	Prbj.g_01182
OG0000364	Prah.g_00017	Prbj.g_01183
OG0000365	Prah.g_00026	Prbj.g_01192
OG0000366	Prah.g_00027	Prbj.g_01193
OG0000367	Prah.g_00028	Prbj.g_01194
OG0000368	Prah.g_00030	Prbj.g_01196
OG0000369	Prah.g_00031	Prbj.g_01197
OG0000370	Prah.g_00032	Prbj.g_01198
OG0000371	Prah.g_00041	Prbj.g_01207
OG0000372	Prah.g_00046	Prbj.g_01212
OG0000373	Prah.g_00047	Prbj.g_01213
OG0000374	Prah.g_00048	Prbj.g_01214
OG0000375	Prah.g_00049	Prbj.g_01215
OG0000376	Prah.g_00051	Prbj.g_01217
OG0000377	Prah.g_02485	Prbj.g_01950
OG0000378	Prah.g_02471	Prbj.g_01936
OG0000379	Prah.g_02457	Prbj.g_01920
OG0000380	Prah.g_01834	Prbj.g_00561
OG0000381	Prah.g_01839	Prbj.g_00565
OG0000382	Prah.g_01859	Prbj.g_00580
OG0000383	Prah.g_01861	Prbj.g_00582
OG0000384	Prah.g_01862	Prbj.g_00583
OG0000385	Prah.g_01863	Prbj.g_00584
OG0000386	Prah.g_01864	Prbj.g_00585
OG0000387	Prah.g_01888	Prbj.g_00611
OG0000388	Prah.g_01892	Prbj.g_00615
OG0000389	Prah.g_01896	Prbj.g_00619
OG0000390	Prah.g_00194	Prbj.g_01551
OG0000391	Prah.g_00189	Prbj.g_01556
OG0000392	Prah.g_00183	Prbj.g_01562
OG0000393	Prah.g_00175	Prbj.g_01567
OG0000394	Prah.g_00174	Prbj.g_01568
OG0000395	Prah.g_00173	Prbj.g_01569
OG0000396	Prah.g_02252	Prbj.g_01530
OG0000397	Prah.g_02254	Prbj.g_01532
OG0000398	Prah.g_02259	Prbj.g_01537
OG0000399	Prah.g_02260	Prbj.g_01538
OG0000400	Prah.g_02261	Prbj.g_01539
OG0000401	Prah.g_02262	Prbj.g_01540
OG0000402	Prah.g_02264	Prbj.g_01542
OG0000403	Prah.g_02265	Prbj.g_01543
OG0000405	Prah.g_02280	Prbj.g_00545
OG0000406	Prah.g_02284	Prbj.g_00541
OG0000407	Prah.g_02285	Prbj.g_00540
OG0000408	Prah.g_02287	Prbj.g_00538
OG0000409	Prah.g_02289	Prbj.g_00536
OG0000410	Prah.g_02290	Prbj.g_00535
OG0000411	Prah.g_02291	Prbj.g_00534
OG0000412	Prah.g_02292	Prbj.g_00533
OG0000413	Prah.g_02294	Prbj.g_00531
OG0000414	Prah.g_02295	Prbj.g_00530
OG0000415	Prah.g_02296	Prbj.g_00529
OG0000416	Prah.g_02297	Prbj.g_00528
OG0000417	Prah.g_02298	Prbj.g_00527
OG0000418	Prah.g_02303	Prbj.g_00522
OG0000419	Prah.g_02305	Prbj.g_00520
OG0000420	Prah.g_02306	Prbj.g_00519
OG0000421	Prah.g_02310	Prbj.g_00515
OG0000422	Prah.g_02311	Prbj.g_00514
OG0000423	Prah.g_02312	Prbj.g_00513
OG0000424	Prah.g_02313	Prbj.g_00512
OG0000425	Prah.g_02314	Prbj.g_00511
OG0000426	Prah.g_02315	Prbj.g_00510
OG0000427	Prah.g_02316	Prbj.g_00509
OG0000428	Prah.g_00709	Prbj.g_02369
OG0000429	Prah.g_02321	Prbj.g_01135
OG0000430	Prah.g_02323	Prbj.g_01137
OG0000431	Prah.g_02334	Prbj.g_01141
OG0000432	Prah.g_02341	Prbj.g_01148
OG0000433	Prah.g_02344	Prbj.g_01151
OG0000434	Prah.g_02345	Prbj.g_01152
OG0000435	Prah.g_02350	Prbj.g_01155
OG0000436	Prah.g_02356	Prbj.g_01161
OG0000437	Prah.g_02357	Prbj.g_01162
OG0000438	Prah.g_02358	Prbj.g_01163
OG0000439	Prah.g_02360	Prbj.g_01165
OG0000440	Prah.g_02361	Prbj.g_01166
OG0000441	Prah.g_02364	Prbj.g_01173
OG0000442	Prah.g_02365	Prbj.g_01174
OG0000443	Prah.g_02370	Prbj.g_00289
OG0000444	Prah.g_02418	Prbj.g_00237
OG0000445	Prah.g_02417	Prbj.g_00238
OG0000446	Prah.g_02415	Prbj.g_00240
OG0000447	Prah.g_02411	Prbj.g_00250
OG0000448	Prah.g_02410	Prbj.g_00251
OG0000449	Prah.g_02409	Prbj.g_00252
OG0000450	Prah.g_02403	Prbj.g_00258
OG0000451	Prah.g_02402	Prbj.g_00259
OG0000452	Prah.g_02398	Prbj.g_00264
OG0000453	Prah.g_02397	Prbj.g_00265
OG0000454	Prah.g_02396	Prbj.g_00266
OG0000455	Prah.g_02395	Prbj.g_00267
OG0000456	Prah.g_02394	Prbj.g_00268
OG0000457	Prah.g_02392	Prbj.g_00270
OG0000458	Prah.g_02391	Prbj.g_00271
OG0000459	Prah.g_02390	Prbj.g_00272
OG0000460	Prah.g_01781	Prbj.g_00176
OG0000461	Prah.g_02074	Prbj.g_02661
OG0000462	Prah.g_02078	Prbj.g_01341
OG0000463	Prah.g_02079	Prbj.g_01342
OG0000464	Prah.g_02080	Prbj.g_01343
OG0000465	Prah.g_02082	Prbj.g_01345
OG0000466	Prah.g_02087	Prbj.g_01350
OG0000467	Prah.g_02089	Prbj.g_01352
OG0000468	Prah.g_02098	Prbj.g_01359
OG0000469	Prah.g_02111	Prbj.g_01372
OG0000470	Prah.g_02114	Prbj.g_01385
OG0000471	Prah.g_02115	Prbj.g_01386
OG0000472	Prah.g_02117	Prbj.g_01388
OG0000473	Prah.g_02119	Prbj.g_01390
OG0000474	Prah.g_02120	Prbj.g_01391
OG0000475	Prah.g_02121	Prbj.g_01392
OG0000476	Prah.g_02123	Prbj.g_01394
OG0000477	Prah.g_02128	Prbj.g_01399
OG0000478	Prah.g_02129	Prbj.g_01400
OG0000479	Prah.g_02130	Prbj.g_01401
OG0000480	Prah.g_02137	Prbj.g_01408
OG0000481	Prah.g_02139	Prbj.g_01410
OG0000482	Prah.g_02140	Prbj.g_01411
OG0000483	Prah.g_02144	Prbj.g_01415
OG0000484	Prah.g_02145	Prbj.g_01416
OG0000485	Prah.g_02146	Prbj.g_01417
OG0000486	Prah.g_02147	Prbj.g_01418
OG0000487	Prah.g_02152	Prbj.g_01423
OG0000488	Prah.g_02156	Prbj.g_01427
OG0000489	Prah.g_02167	Prbj.g_01438
OG0000490	Prah.g_02172	Prbj.g_01444
OG0000491	Prah.g_02173	Prbj.g_01445
OG0000492	Prah.g_02175	Prbj.g_01448
OG0000493	Prah.g_02176	Prbj.g_01449
OG0000494	Prah.g_02177	Prbj.g_01450
OG0000495	Prah.g_02178	Prbj.g_01451
OG0000496	Prah.g_02179	Prbj.g_01452
OG0000497	Prah.g_02180	Prbj.g_01453
OG0000498	Prah.g_02181	Prbj.g_01454
OG0000499	Prah.g_02182	Prbj.g_01455
OG0000500	Prah.g_02183	Prbj.g_01456
OG0000501	Prah.g_02186	Prbj.g_01459
OG0000502	Prah.g_02199	Prbj.g_01471
OG0000503	Prah.g_01940	Prbj.g_00341
OG0000504	Prah.g_01938	Prbj.g_00339
OG0000505	Prah.g_01937	Prbj.g_00338
OG0000506	Prah.g_01935	Prbj.g_00336
OG0000507	Prah.g_01930	Prbj.g_00331
OG0000508	Prah.g_01922	Prbj.g_00324
OG0000509	Prah.g_01920	Prbj.g_00322
OG0000510	Prah.g_01919	Prbj.g_00321
OG0000511	Prah.g_01918	Prbj.g_00320
OG0000512	Prah.g_01916	Prbj.g_00318
OG0000513	Prah.g_00209	Prbj.g_00068
OG0000514	Prah.g_00218	Prbj.g_00076
OG0000515	Prah.g_00219	Prbj.g_00077
OG0000516	Prah.g_00221	Prbj.g_00089
OG0000517	Prah.g_00229	Prbj.g_00099
OG0000518	Prah.g_00241	Prbj.g_00111
OG0000519	Prah.g_00242	Prbj.g_00112
OG0000520	Prah.g_00247	Prbj.g_00113
OG0000521	Prah.g_00255	Prbj.g_01894
OG0000522	Prah.g_00257	Prbj.g_01892
OG0000523	Prah.g_00258	Prbj.g_01891
OG0000524	Prah.g_00290	Prbj.g_00152
OG0000525	Prah.g_00304	Prbj.g_00136
OG0000526	Prah.g_00306	Prbj.g_00134
OG0000527	Prah.g_00310	Prbj.g_00130
OG0000528	Prah.g_01572	Prbj.g_01635
