Orthogroup	Prah	Syak
OG0000114	Prah.g_00733	Syak.g_00373, Syak.g_00065
OG0000115	Prah.g_00383	Syak.g_01066
OG0000116	Prah.g_01337	Syak.g_00911
OG0000117	Prah.g_01257	Syak.g_00846
OG0000118	Prah.g_01378	Syak.g_00954
OG0000119	Prah.g_01007, Prah.g_01048	Syak.g_00917
OG0000120	Prah.g_02192	Syak.g_01526
OG0000121	Prah.g_00406	Syak.g_01044
OG0000122	Prah.g_01203	Syak.g_00081
OG0000123	Prah.g_01987	Syak.g_01299
OG0000124	Prah.g_00125	Syak.g_01692
OG0000125	Prah.g_02498	Syak.g_01934
OG0000126	Prah.g_02598	Syak.g_01801
OG0000128	Prah.g_00013	Syak.g_01782
OG0000129	Prah.g_02486	Syak.g_01947
OG0000130	Prah.g_01838	Syak.g_02255
OG0000131	Prah.g_02282	Syak.g_02128
OG0000132	Prah.g_02302	Syak.g_02108
OG0000133	Prah.g_02187	Syak.g_00507
OG0000134	Prah.g_00208	Syak.g_01212
OG0000135	Prah.g_02538	Syak.g_01897
OG0000136	Prah.g_00235	Syak.g_01186
OG0000137	Prah.g_00312	Syak.g_01118
OG0000138	Prah.g_01549	Syak.g_02591
OG0000139	Prah.g_01495	Syak.g_02646
OG0000140	Prah.g_01489	Syak.g_02650
OG0000141	Prah.g_01393	Syak.g_02746
OG0000142	Prah.g_00501	Syak.g_00035
OG0000143	Prah.g_00497	Syak.g_00039
OG0000144	Prah.g_00473	Syak.g_00260
OG0000145	Prah.g_01543	Syak.g_02598
OG0000146	Prah.g_00787	Syak.g_00514
OG0000147	Prah.g_00786	Syak.g_00515
OG0000148	Prah.g_00649	Syak.g_00455
OG0000149	Prah.g_00591	Syak.g_00596
OG0000150	Prah.g_00568	Syak.g_02747
OG0000151	Prah.g_00718	Syak.g_00387
OG0000152	Prah.g_00796	Syak.g_00503
OG0000153	Prah.g_00826	Syak.g_00470
OG0000154	Prah.g_00852	Syak.g_00645
OG0000155	Prah.g_01291	Syak.g_00855
OG0000156	Prah.g_01349	Syak.g_00919
OG0000157	Prah.g_01350	Syak.g_00920
OG0000158	Prah.g_02242	Syak.g_01624
OG0000160	Prah.g_00407	Syak.g_01043
OG0000161	Prah.g_00399	Syak.g_01050
OG0000162	Prah.g_00391	Syak.g_01058
OG0000163	Prah.g_01619	Syak.g_02478
OG0000164	Prah.g_01705	Syak.g_02384
OG0000165	Prah.g_01716	Syak.g_02374
OG0000166	Prah.g_02033	Syak.g_01345
OG0000167	Prah.g_02230	Syak.g_01561
OG0000168	Prah.g_02243	Syak.g_01625
OG0000169	Prah.g_00163	Syak.g_01637
OG0000170	Prah.g_00155	Syak.g_01644
OG0000171	Prah.g_00126	Syak.g_01691
OG0000172	Prah.g_00084	Syak.g_01713
OG0000173	Prah.g_00061	Syak.g_01733
OG0000174	Prah.g_02541	Syak.g_01895
OG0000175	Prah.g_02575	Syak.g_01827
OG0000176	Prah.g_00005	Syak.g_01790
OG0000177	Prah.g_00006	Syak.g_01789
OG0000178	Prah.g_00007	Syak.g_01788
OG0000179	Prah.g_00022	Syak.g_01773
OG0000180	Prah.g_00023	Syak.g_01772
OG0000181	Prah.g_00024	Syak.g_01771
OG0000182	Prah.g_00025	Syak.g_01770
OG0000183	Prah.g_00029	Syak.g_01766
OG0000184	Prah.g_02478	Syak.g_01955
OG0000185	Prah.g_02458	Syak.g_01971
OG0000186	Prah.g_01830	Syak.g_02258
OG0000187	Prah.g_01833	Syak.g_02257
OG0000188	Prah.g_01860	Syak.g_02235
OG0000189	Prah.g_01884	Syak.g_02203
OG0000190	Prah.g_01886	Syak.g_01575
OG0000191	Prah.g_00188	Syak.g_02171
OG0000192	Prah.g_00176, Prah.g_00180	Syak.g_02165
OG0000193	Prah.g_02283	Syak.g_02127
OG0000194	Prah.g_02286	Syak.g_02124
OG0000195	Prah.g_02288	Syak.g_02122
OG0000196	Prah.g_02299	Syak.g_02111
OG0000197	Prah.g_02300	Syak.g_02110
OG0000198	Prah.g_02301	Syak.g_02109
OG0000199	Prah.g_02308	Syak.g_02100
OG0000200	Prah.g_02324	Syak.g_02083
OG0000201	Prah.g_02352	Syak.g_02068
OG0000202	Prah.g_02353	Syak.g_02067
OG0000203	Prah.g_02354	Syak.g_02066
OG0000204	Prah.g_02355	Syak.g_02065
OG0000205	Prah.g_02362	Syak.g_02058
OG0000206	Prah.g_02371	Syak.g_02038
OG0000207	Prah.g_02420	Syak.g_02025
OG0000208	Prah.g_02419	Syak.g_02024
OG0000209	Prah.g_02400	Syak.g_01995
OG0000210	Prah.g_02399	Syak.g_01994
OG0000211	Prah.g_01782	Syak.g_02300
OG0000212	Prah.g_01772	Syak.g_02311
OG0000213	Prah.g_02101	Syak.g_01425
OG0000214	Prah.g_02118	Syak.g_01442
OG0000215	Prah.g_02148	Syak.g_01474
OG0000217	Prah.g_02155	Syak.g_01482
OG0000218	Prah.g_02157	Syak.g_01484
OG0000219	Prah.g_02158	Syak.g_01485
OG0000220	Prah.g_02159	Syak.g_01486
OG0000221	Prah.g_02166	Syak.g_01498
OG0000222	Prah.g_02174	Syak.g_01512
OG0000223	Prah.g_02197	Syak.g_01531
OG0000224	Prah.g_02207	Syak.g_01532
OG0000225	Prah.g_01921	Syak.g_01230
OG0000226	Prah.g_01917	Syak.g_01226
OG0000227	Prah.g_01915	Syak.g_01224
OG0000228	Prah.g_00204	Syak.g_01216
OG0000229	Prah.g_00230	Syak.g_01191
OG0000230	Prah.g_00232	Syak.g_01189
OG0000231	Prah.g_00251	Syak.g_01176
OG0000232	Prah.g_00261	Syak.g_01156
OG0000233	Prah.g_00294	Syak.g_01145
OG0000234	Prah.g_00313, Prah.g_00314	Syak.g_01116
OG0000235	Prah.g_01567	Syak.g_02573
OG0000236	Prah.g_01551	Syak.g_02589
OG0000237	Prah.g_01534	Syak.g_02607
OG0000238	Prah.g_01529	Syak.g_02612
OG0000239	Prah.g_01513	Syak.g_02628
OG0000240	Prah.g_01512	Syak.g_02629
OG0000241	Prah.g_01094	Syak.g_00027
OG0000242	Prah.g_00108, Prah.g_01503	Syak.g_02638
OG0000243	Prah.g_01476	Syak.g_02658
OG0000244	Prah.g_01472	Syak.g_02665
OG0000245	Prah.g_01469	Syak.g_02667
OG0000246	Prah.g_01465	Syak.g_02671
OG0000247	Prah.g_01454	Syak.g_02681
OG0000248	Prah.g_01451	Syak.g_02684
OG0000249	Prah.g_01449	Syak.g_02686
OG0000250	Prah.g_01443	Syak.g_02694
OG0000251	Prah.g_01417	Syak.g_02722
OG0000252	Prah.g_01414	Syak.g_02725
OG0000253	Prah.g_01408	Syak.g_02727
OG0000254	Prah.g_01389	Syak.g_02752
OG0000255	Prah.g_00530	Syak.g_02772
OG0000256	Prah.g_00516	Syak.g_00020
OG0000257	Prah.g_00509	Syak.g_00026
OG0000258	Prah.g_00486	Syak.g_00044
OG0000259	Prah.g_00457	Syak.g_00334
OG0000260	Prah.g_00454	Syak.g_00338
OG0000261	Prah.g_00451	Syak.g_00348
OG0000262	Prah.g_00445	Syak.g_00353
OG0000263	Prah.g_02413	Syak.g_00828
OG0000264	Prah.g_00974	Syak.g_00698
OG0000265	Prah.g_00887	Syak.g_00211
OG0000266	Prah.g_00876	Syak.g_00778
OG0000267	Prah.g_00751	Syak.g_00555
OG0000268	Prah.g_00752	Syak.g_00554
OG0000269	Prah.g_00672	Syak.g_00429
OG0000270	Prah.g_00669	Syak.g_00432
OG0000271	Prah.g_00661	Syak.g_00440
OG0000272	Prah.g_00660	Syak.g_00441
OG0000274	Prah.g_00608	Syak.g_00615
OG0000275	Prah.g_00605	Syak.g_00611
OG0000276	Prah.g_00599	Syak.g_00604
OG0000277	Prah.g_00598	Syak.g_00603
OG0000278	Prah.g_00595	Syak.g_00600
OG0000279	Prah.g_00587	Syak.g_00592
OG0000280	Prah.g_00581	Syak.g_00582
OG0000281	Prah.g_00566	Syak.g_00339
OG0000282	Prah.g_00731	Syak.g_00375
OG0000283	Prah.g_00761	Syak.g_00541
OG0000284	Prah.g_00767	Syak.g_00536
OG0000285	Prah.g_01178	Syak.g_00523
OG0000286	Prah.g_00795	Syak.g_00504
OG0000287	Prah.g_01131	Syak.g_00477
OG0000288	Prah.g_00851	Syak.g_00644
OG0000289	Prah.g_00864	Syak.g_00659
OG0000290	Prah.g_00912	Syak.g_00738
OG0000291	Prah.g_00914	Syak.g_00734, Syak.g_00737
OG0000292	Prah.g_02597	Syak.g_01802
OG0000293	Prah.g_01336	Syak.g_00910
OG0000294	Prah.g_01335	Syak.g_00909
OG0000295	Prah.g_01298	Syak.g_00863
OG0000296	Prah.g_01296	Syak.g_00861
OG0000297	Prah.g_01259	Syak.g_00848
OG0000298	Prah.g_01258	Syak.g_00847
OG0000299	Prah.g_01268	Syak.g_00820
OG0000300	Prah.g_01275	Syak.g_00813
OG0000301	Prah.g_01276	Syak.g_00812
OG0000302	Prah.g_01279	Syak.g_00811
OG0000303	Prah.g_01289	Syak.g_00674
OG0000304	Prah.g_01237, Prah.g_01238	Syak.g_00680
OG0000305	Prah.g_00918	Syak.g_00732
OG0000306	Prah.g_00560	Syak.g_00094
OG0000307	Prah.g_01584	Syak.g_02556
OG0000308	Prah.g_01586	Syak.g_02554
OG0000309	Prah.g_01590	Syak.g_02549
OG0000310	Prah.g_00428	Syak.g_00994
OG0000311	Prah.g_00424	Syak.g_00999
OG0000312	Prah.g_00420	Syak.g_01028
OG0000313	Prah.g_00402	Syak.g_01046
OG0000314	Prah.g_00371	Syak.g_01079
OG0000315	Prah.g_00361	Syak.g_01090
OG0000316	Prah.g_01631	Syak.g_02462
OG0000317	Prah.g_01672	Syak.g_02419
OG0000318	Prah.g_01677	Syak.g_02415
OG0000319	Prah.g_01694	Syak.g_02399
OG0000320	Prah.g_01696	Syak.g_02397
OG0000321	Prah.g_01697	Syak.g_02396
OG0000322	Prah.g_01698	Syak.g_02395
OG0000323	Prah.g_01710	Syak.g_02380
OG0000324	Prah.g_01744	Syak.g_02347
OG0000325	Prah.g_02071	Syak.g_01391
OG0000326	Prah.g_02064	Syak.g_01384
OG0000327	Prah.g_02038	Syak.g_01350
OG0000328	Prah.g_02037	Syak.g_01349
OG0000329	Prah.g_02020	Syak.g_01331
OG0000330	Prah.g_02019	Syak.g_01330
OG0000331	Prah.g_02018	Syak.g_01329
OG0000332	Prah.g_02003	Syak.g_01314
OG0000333	Prah.g_02001	Syak.g_01311
OG0000334	Prah.g_01991	Syak.g_01302
OG0000335	Prah.g_01986	Syak.g_01298
OG0000336	Prah.g_01982	Syak.g_01294
OG0000337	Prah.g_02224	Syak.g_01555
OG0000338	Prah.g_02227	Syak.g_01558
OG0000339	Prah.g_02234	Syak.g_01566
OG0000340	Prah.g_02244	Syak.g_01626
OG0000341	Prah.g_02246	Syak.g_01628
OG0000342	Prah.g_02247	Syak.g_01629
OG0000343	Prah.g_00168	Syak.g_01631
OG0000344	Prah.g_00165	Syak.g_01635
OG0000345	Prah.g_00154	Syak.g_01645
OG0000346	Prah.g_00149	Syak.g_01651
OG0000347	Prah.g_00089	Syak.g_01694
OG0000348	Prah.g_00078	Syak.g_01717
OG0000349	Prah.g_00053	Syak.g_01740
OG0000350	Prah.g_02533	Syak.g_01377
OG0000351	Prah.g_02578	Syak.g_01823
OG0000352	Prah.g_02579	Syak.g_01822
OG0000353	Prah.g_02603	Syak.g_01796
OG0000354	Prah.g_01523	Syak.g_02618
OG0000354	Prah.g_00020	Syak.g_01775
OG0000355	Prah.g_00002	Syak.g_01793
OG0000356	Prah.g_00003	Syak.g_01792
OG0000357	Prah.g_00004	Syak.g_01791
OG0000358	Prah.g_00008	Syak.g_01787
OG0000359	Prah.g_00010	Syak.g_01785
OG0000360	Prah.g_00011	Syak.g_01784
OG0000361	Prah.g_00012	Syak.g_01783
OG0000362	Prah.g_00014	Syak.g_01781
OG0000363	Prah.g_00016	Syak.g_01779
OG0000364	Prah.g_00017	Syak.g_01778
OG0000365	Prah.g_00026	Syak.g_01769
OG0000366	Prah.g_00027	Syak.g_01768
OG0000367	Prah.g_00028	Syak.g_01767
OG0000368	Prah.g_00030	Syak.g_01765
OG0000369	Prah.g_00031	Syak.g_01764
OG0000370	Prah.g_00032	Syak.g_01763
OG0000371	Prah.g_00041	Syak.g_01753
OG0000372	Prah.g_00046	Syak.g_01748
OG0000373	Prah.g_00047	Syak.g_01747
OG0000374	Prah.g_00048	Syak.g_01746
OG0000375	Prah.g_00049	Syak.g_01744
OG0000376	Prah.g_00051	Syak.g_01742
OG0000377	Prah.g_02485	Syak.g_01948
OG0000378	Prah.g_02471	Syak.g_01968
OG0000379	Prah.g_02457	Syak.g_01972
OG0000380	Prah.g_01834	Syak.g_02256
OG0000381	Prah.g_01839	Syak.g_02254
OG0000382	Prah.g_01859	Syak.g_02236
OG0000383	Prah.g_01861	Syak.g_02229
OG0000384	Prah.g_01862	Syak.g_02228
OG0000385	Prah.g_01863	Syak.g_02227
OG0000386	Prah.g_01864	Syak.g_02226
OG0000387	Prah.g_01888	Syak.g_02200
OG0000388	Prah.g_01892	Syak.g_02196
OG0000389	Prah.g_01896	Syak.g_02193, Syak.g_02345
OG0000390	Prah.g_00194	Syak.g_02177
OG0000391	Prah.g_00189	Syak.g_02172
OG0000392	Prah.g_00183	Syak.g_02166
OG0000393	Prah.g_00175	Syak.g_02163
OG0000394	Prah.g_00174	Syak.g_02162
OG0000395	Prah.g_00173	Syak.g_02161
OG0000396	Prah.g_02252	Syak.g_02158
OG0000397	Prah.g_02254	Syak.g_02156
OG0000398	Prah.g_02259	Syak.g_02151
OG0000399	Prah.g_02260	Syak.g_02150
OG0000400	Prah.g_02261	Syak.g_02149
OG0000401	Prah.g_02262	Syak.g_02148
OG0000402	Prah.g_02264	Syak.g_02146
OG0000403	Prah.g_02265	Syak.g_02145
OG0000405	Prah.g_02280	Syak.g_02131
OG0000406	Prah.g_02284	Syak.g_02126
OG0000407	Prah.g_02285	Syak.g_02125
OG0000408	Prah.g_02287	Syak.g_02123
OG0000409	Prah.g_02289	Syak.g_02121
OG0000410	Prah.g_02290	Syak.g_02120
OG0000411	Prah.g_02291	Syak.g_02119
OG0000412	Prah.g_02292	Syak.g_02118
OG0000413	Prah.g_02294	Syak.g_02116
OG0000415	Prah.g_02296	Syak.g_02114
OG0000416	Prah.g_02297	Syak.g_02113
OG0000417	Prah.g_02298	Syak.g_02112
OG0000418	Prah.g_02303	Syak.g_02107
OG0000419	Prah.g_02305	Syak.g_02105
OG0000420	Prah.g_02306	Syak.g_02103
OG0000421	Prah.g_02310	Syak.g_02097
OG0000422	Prah.g_02311	Syak.g_02096
OG0000423	Prah.g_02312	Syak.g_02095
OG0000424	Prah.g_02313	Syak.g_02094
OG0000425	Prah.g_02314	Syak.g_02093
OG0000426	Prah.g_02315	Syak.g_02092
OG0000427	Prah.g_02316	Syak.g_02091
OG0000428	Prah.g_00709	Syak.g_02088
OG0000429	Prah.g_02321	Syak.g_02086
OG0000430	Prah.g_02323	Syak.g_02084
OG0000431	Prah.g_02334	Syak.g_02081
OG0000432	Prah.g_02341	Syak.g_02075
OG0000433	Prah.g_02344	Syak.g_02073
OG0000434	Prah.g_02345	Syak.g_02072
OG0000435	Prah.g_02350	Syak.g_02071
OG0000436	Prah.g_02356	Syak.g_02064
OG0000437	Prah.g_02357	Syak.g_02063
OG0000438	Prah.g_02358	Syak.g_02062
OG0000439	Prah.g_02360	Syak.g_02060
OG0000440	Prah.g_02361	Syak.g_02059
OG0000441	Prah.g_02364	Syak.g_02053
OG0000442	Prah.g_02365	Syak.g_02043
OG0000443	Prah.g_02370	Syak.g_02041
OG0000444	Prah.g_02418	Syak.g_02022
OG0000445	Prah.g_02417	Syak.g_02015
OG0000446	Prah.g_02415	Syak.g_02013
OG0000447	Prah.g_02411	Syak.g_02006
OG0000448	Prah.g_02410	Syak.g_02005
OG0000449	Prah.g_02409	Syak.g_02004
OG0000450	Prah.g_02403	Syak.g_01998
OG0000451	Prah.g_02402	Syak.g_01997
OG0000452	Prah.g_02398	Syak.g_01993
OG0000453	Prah.g_02397	Syak.g_01992
OG0000454	Prah.g_02396	Syak.g_01991
OG0000455	Prah.g_02395	Syak.g_01990
OG0000456	Prah.g_02394	Syak.g_01989
OG0000457	Prah.g_02392	Syak.g_01987
OG0000458	Prah.g_02391	Syak.g_01986
OG0000459	Prah.g_02390	Syak.g_01985
OG0000460	Prah.g_01781	Syak.g_02303
OG0000461	Prah.g_02074	Syak.g_01402
OG0000462	Prah.g_02078	Syak.g_01405
OG0000463	Prah.g_02079	Syak.g_01406
OG0000464	Prah.g_02080	Syak.g_01407
OG0000465	Prah.g_02082	Syak.g_01409
OG0000466	Prah.g_02087	Syak.g_01414
OG0000467	Prah.g_02089	Syak.g_01416
OG0000468	Prah.g_02098	Syak.g_01421
OG0000469	Prah.g_02111	Syak.g_01436
OG0000470	Prah.g_02114	Syak.g_01438
OG0000471	Prah.g_02115	Syak.g_01439
OG0000472	Prah.g_02117	Syak.g_01441
OG0000473	Prah.g_02119	Syak.g_01443
OG0000474	Prah.g_02120	Syak.g_01444
OG0000475	Prah.g_02121	Syak.g_01445
OG0000476	Prah.g_02123	Syak.g_01447
OG0000477	Prah.g_02128	Syak.g_01453
OG0000478	Prah.g_02129	Syak.g_01454
OG0000479	Prah.g_02130	Syak.g_01455
OG0000480	Prah.g_02137	Syak.g_01462
OG0000481	Prah.g_02139	Syak.g_01464
OG0000482	Prah.g_02140	Syak.g_01465
OG0000483	Prah.g_02144	Syak.g_01469
OG0000484	Prah.g_02145	Syak.g_01470
OG0000485	Prah.g_02146	Syak.g_01472
OG0000486	Prah.g_02147	Syak.g_01473
OG0000487	Prah.g_02152	Syak.g_01479
OG0000488	Prah.g_02156	Syak.g_01483
OG0000489	Prah.g_02167	Syak.g_01499
OG0000490	Prah.g_02172	Syak.g_01507
OG0000491	Prah.g_02173	Syak.g_01511
OG0000492	Prah.g_02175	Syak.g_01513
OG0000493	Prah.g_02176	Syak.g_01514
OG0000494	Prah.g_02177	Syak.g_01515
OG0000495	Prah.g_02178	Syak.g_01516
OG0000496	Prah.g_02179	Syak.g_01517
OG0000497	Prah.g_02180	Syak.g_01518
OG0000498	Prah.g_02181	Syak.g_01519
OG0000499	Prah.g_02182	Syak.g_01520
OG0000500	Prah.g_02183	Syak.g_01521
OG0000501	Prah.g_02186	Syak.g_01524
OG0000502	Prah.g_02199	Syak.g_01538
OG0000503	Prah.g_01940	Syak.g_01246
OG0000504	Prah.g_01938	Syak.g_01244
OG0000505	Prah.g_01937	Syak.g_01243
OG0000506	Prah.g_01935	Syak.g_01241
OG0000507	Prah.g_01930	Syak.g_01235
OG0000508	Prah.g_01922	Syak.g_01231
OG0000509	Prah.g_01920	Syak.g_01229
OG0000510	Prah.g_01919	Syak.g_01228
OG0000511	Prah.g_01918	Syak.g_01227
OG0000512	Prah.g_01916	Syak.g_01225
OG0000513	Prah.g_00209	Syak.g_01211
OG0000514	Prah.g_00218	Syak.g_01204
OG0000515	Prah.g_00219	Syak.g_01203
OG0000516	Prah.g_00221	Syak.g_01199
OG0000517	Prah.g_00229	Syak.g_01192
OG0000518	Prah.g_00241	Syak.g_01180
OG0000519	Prah.g_00242	Syak.g_01179
OG0000520	Prah.g_00247	Syak.g_01178
OG0000521	Prah.g_00255	Syak.g_01167
OG0000522	Prah.g_00257	Syak.g_01163
OG0000523	Prah.g_00258	Syak.g_01162
OG0000524	Prah.g_00290	Syak.g_01149
OG0000525	Prah.g_00304	Syak.g_01130
OG0000526	Prah.g_00306	Syak.g_01127
OG0000527	Prah.g_00310	Syak.g_01120
OG0000528	Prah.g_01572	Syak.g_02570
OG0000529	Prah.g_01565	Syak.g_02575
OG0000530	Prah.g_01562	Syak.g_02578
OG0000531	Prah.g_01561	Syak.g_02579
OG0000532	Prah.g_01558	Syak.g_02582
OG0000533	Prah.g_01556	Syak.g_02584
OG0000534	Prah.g_01555	Syak.g_02585
OG0000535	Prah.g_01554	Syak.g_02586
OG0000536	Prah.g_01553	Syak.g_02587
OG0000537	Prah.g_01552	Syak.g_02588
OG0000538	Prah.g_01541	Syak.g_02600
OG0000539	Prah.g_01540	Syak.g_02601
OG0000540	Prah.g_01539	Syak.g_02602
OG0000541	Prah.g_01538	Syak.g_02603
OG0000542	Prah.g_01535	Syak.g_02606
OG0000543	Prah.g_01533	Syak.g_02608
OG0000544	Prah.g_01532	Syak.g_02609
OG0000545	Prah.g_01530	Syak.g_02611
OG0000546	Prah.g_01528	Syak.g_02613
OG0000547	Prah.g_01526	Syak.g_02615
OG0000548	Prah.g_01525	Syak.g_02616
OG0000549	Prah.g_01519	Syak.g_02622
OG0000550	Prah.g_01514	Syak.g_02626
OG0000551	Prah.g_01510	Syak.g_02631
OG0000552	Prah.g_01509	Syak.g_02632
OG0000553	Prah.g_01505	Syak.g_02636
OG0000554	Prah.g_01500	Syak.g_02641
OG0000555	Prah.g_01480	Syak.g_02657
OG0000556	Prah.g_01474	Syak.g_02661
OG0000557	Prah.g_01473	Syak.g_02663
OG0000558	Prah.g_01470	Syak.g_02666
OG0000559	Prah.g_01466	Syak.g_02670
OG0000560	Prah.g_01463	Syak.g_02672
OG0000561	Prah.g_01462	Syak.g_02673
OG0000562	Prah.g_01461	Syak.g_02674
OG0000563	Prah.g_01460	Syak.g_02675
OG0000564	Prah.g_01459	Syak.g_02676
OG0000565	Prah.g_01457	Syak.g_02679
OG0000566	Prah.g_01452	Syak.g_02683
OG0000567	Prah.g_01448	Syak.g_02687
OG0000568	Prah.g_01446	Syak.g_02690
OG0000569	Prah.g_01445	Syak.g_02691
OG0000570	Prah.g_01444	Syak.g_02692
OG0000571	Prah.g_01441	Syak.g_02696
OG0000572	Prah.g_01425	Syak.g_02713
OG0000573	Prah.g_01416	Syak.g_02723
OG0000574	Prah.g_01415	Syak.g_02724
OG0000575	Prah.g_01406	Syak.g_02729
OG0000576	Prah.g_01404	Syak.g_02731
OG0000577	Prah.g_01403	Syak.g_02732
OG0000578	Prah.g_01402	Syak.g_02733
OG0000579	Prah.g_01401	Syak.g_02734
OG0000580	Prah.g_01400	Syak.g_02735
OG0000581	Prah.g_01396	Syak.g_02742
OG0000582	Prah.g_01392	Syak.g_02748
OG0000583	Prah.g_01391	Syak.g_02749
