Orthogroup	Prah	Syac
OG0000041	Prah.g_01737	Syac.g_00655, Syac.g_00876
OG0000042	Prah.g_00135, Prah.g_01256	Syac.g_00146
OG0000043	Prah.g_01190	Syac.g_00808
OG0000045	Prah.g_01837	Syac.g_00576
OG0000046	Prah.g_01955	Syac.g_02055, Syac.g_02047, Syac.g_02063
OG0000047	Prah.g_00353, Prah.g_00321, Prah.g_00322	Syac.g_02031
OG0000048	Prah.g_02122	Syac.g_02240
OG0000050	Prah.g_01120	Syac.g_01937
OG0000052	Prah.g_02219	Syac.g_00207
OG0000053	Prah.g_00381	Syac.g_01657
OG0000054	Prah.g_01394	Syac.g_00933, Syac.g_01050
OG0000055	Prah.g_00942	Syac.g_01034, Syac.g_00859
OG0000057	Prah.g_01027	Syac.g_00894
OG0000058	Prah.g_02195	Syac.g_00226
OG0000059	Prah.g_02043	Syac.g_02142
OG0000060	Prah.g_01569	Syac.g_01909
OG0000061	Prah.g_01322	Syac.g_00769
OG0000062	Prah.g_01654	Syac.g_00567
OG0000063	Prah.g_00042	Syac.g_00037
OG0000066	Prah.g_01485	Syac.g_01827
OG0000067	Prah.g_00667, Prah.g_01826	Syac.g_01341
OG0000068	Prah.g_01576	Syac.g_01916
OG0000070	Prah.g_00252	Syac.g_00711
OG0000071	Prah.g_01364	Syac.g_01049, Syac.g_00729
OG0000072	Prah.g_02309	Syac.g_00302
OG0000073	Prah.g_01544	Syac.g_01883
OG0000075	Prah.g_02232	Syac.g_00191
OG0000076	Prah.g_00150	Syac.g_00156
OG0000078	Prah.g_01773	Syac.g_01964
OG0000082	Prah.g_01427	Syac.g_01766
OG0000084	Prah.g_00412	Syac.g_00822, Syac.g_01627
OG0000085	Prah.g_01666	Syac.g_00560
OG0000086	Prah.g_01866	Syac.g_00423
OG0000087	Prah.g_02268	Syac.g_00343
OG0000088	Prah.g_02304, Prah.g_00957	Syac.g_00308
OG0000089	Prah.g_00205	Syac.g_01988, Syac.g_01543
OG0000090	Prah.g_01501	Syac.g_01836
OG0000091	Prah.g_00493	Syac.g_00987
OG0000093	Prah.g_00692	Syac.g_01357
OG0000094	Prah.g_02518	Syac.g_01251
OG0000095	Prah.g_00915	Syac.g_00884
OG0000097	Prah.g_01272	Syac.g_01507
OG0000098	Prah.g_00327	Syac.g_02157
OG0000099	Prah.g_02191	Syac.g_00234
OG0000100	Prah.g_01791, Prah.g_00636	Syac.g_01309
OG0000101	Prah.g_01995	Syac.g_02094
OG0000102	Prah.g_00144	Syac.g_00151
OG0000103	Prah.g_02586	Syac.g_02476
OG0000104	Prah.g_02600	Syac.g_02490
OG0000105	Prah.g_02126	Syac.g_02245
OG0000106	Prah.g_01660	Syac.g_01098
OG0000107	Prah.g_02072	Syac.g_02191
OG0000108	Prah.g_01566	Syac.g_01904
OG0000109	Prah.g_01550	Syac.g_01889
OG0000110	Prah.g_01439	Syac.g_01778
OG0000111	Prah.g_01028	Syac.g_00893
OG0000112	Prah.g_00788	Syac.g_01173
OG0000113	Prah.g_00641	Syac.g_01314
OG0000114	Prah.g_00733	Syac.g_01394
OG0000115	Prah.g_00383	Syac.g_01655
OG0000116	Prah.g_01337	Syac.g_00753
OG0000117	Prah.g_01257	Syac.g_01477
OG0000118	Prah.g_01378	Syac.g_01728
OG0000120	Prah.g_02192	Syac.g_00233
OG0000121	Prah.g_00406	Syac.g_01635
OG0000122	Prah.g_01203	Syac.g_01013
OG0000123	Prah.g_01987	Syac.g_02086
OG0000124	Prah.g_00125	Syac.g_00135
OG0000125	Prah.g_02498	Syac.g_02360
OG0000126	Prah.g_02598	Syac.g_02488
OG0000127	Prah.g_01085	Syac.g_01547
OG0000128	Prah.g_00013	Syac.g_00012
OG0000129	Prah.g_02486	Syac.g_02349
OG0000130	Prah.g_01838	Syac.g_00450
OG0000131	Prah.g_02282	Syac.g_00330
OG0000132	Prah.g_02302	Syac.g_00310
OG0000133	Prah.g_02187	Syac.g_01178
OG0000134	Prah.g_00208	Syac.g_01985
OG0000135	Prah.g_02538	Syac.g_02398
OG0000136	Prah.g_00235	Syac.g_00701
OG0000137	Prah.g_00312	Syac.g_01700
OG0000138	Prah.g_01549	Syac.g_01888
OG0000139	Prah.g_01495	Syac.g_01830
OG0000140	Prah.g_01489	Syac.g_01829
OG0000141	Prah.g_01393	Syac.g_00934
OG0000142	Prah.g_00501	Syac.g_00979
OG0000143	Prah.g_00497	Syac.g_00983
OG0000144	Prah.g_00473	Syac.g_01090
OG0000145	Prah.g_01543	Syac.g_01882
OG0000146	Prah.g_00787	Syac.g_01172
OG0000147	Prah.g_00786	Syac.g_01171
OG0000148	Prah.g_00649	Syac.g_01320
OG0000149	Prah.g_00591	Syac.g_00832
OG0000150	Prah.g_00568	Syac.g_00935
OG0000151	Prah.g_00718	Syac.g_01383
OG0000152	Prah.g_00796	Syac.g_01182
OG0000153	Prah.g_00826	Syac.g_01217
OG0000154	Prah.g_00852	Syac.g_01241
OG0000155	Prah.g_01291	Syac.g_00804
OG0000156	Prah.g_01349	Syac.g_00743
OG0000157	Prah.g_01350	Syac.g_00742
OG0000158	Prah.g_02242	Syac.g_00182
OG0000160	Prah.g_00407	Syac.g_01633
OG0000161	Prah.g_00399	Syac.g_01641
OG0000162	Prah.g_00391	Syac.g_01648
OG0000163	Prah.g_01619	Syac.g_00619
OG0000164	Prah.g_01705	Syac.g_00508
OG0000165	Prah.g_01716	Syac.g_00674
OG0000166	Prah.g_02033	Syac.g_02132
OG0000167	Prah.g_02230	Syac.g_00194
OG0000168	Prah.g_02243	Syac.g_00179
OG0000169	Prah.g_00163	Syac.g_00168
OG0000170	Prah.g_00155	Syac.g_00161
OG0000171	Prah.g_00126	Syac.g_00136
OG0000172	Prah.g_00084	Syac.g_00084
OG0000173	Prah.g_00061	Syac.g_00057
OG0000174	Prah.g_02541	Syac.g_02401
OG0000175	Prah.g_02575	Syac.g_02465
OG0000176	Prah.g_00005	Syac.g_00004
OG0000177	Prah.g_00006	Syac.g_00005
OG0000178	Prah.g_00007	Syac.g_00006
OG0000179	Prah.g_00022	Syac.g_00019
OG0000180	Prah.g_00023	Syac.g_00020
OG0000181	Prah.g_00024	Syac.g_00021
OG0000182	Prah.g_00025	Syac.g_00022
OG0000183	Prah.g_00029	Syac.g_00026
OG0000184	Prah.g_02478	Syac.g_02339
OG0000185	Prah.g_02458	Syac.g_02336
OG0000186	Prah.g_01830	Syac.g_00454
OG0000187	Prah.g_01833	Syac.g_00453
OG0000188	Prah.g_01860	Syac.g_00433
OG0000189	Prah.g_01884	Syac.g_00408
OG0000190	Prah.g_01886	Syac.g_00406
OG0000191	Prah.g_00188	Syac.g_00373
OG0000192	Prah.g_00176, Prah.g_00180	Syac.g_00368
OG0000193	Prah.g_02283	Syac.g_00329
OG0000194	Prah.g_02286	Syac.g_00326
OG0000195	Prah.g_02288	Syac.g_00324
OG0000196	Prah.g_02299	Syac.g_00313
OG0000197	Prah.g_02300	Syac.g_00312
OG0000198	Prah.g_02301	Syac.g_00311
OG0000199	Prah.g_02308	Syac.g_00303
OG0000200	Prah.g_02324	Syac.g_02261
OG0000201	Prah.g_02352	Syac.g_02278
OG0000202	Prah.g_02353	Syac.g_02279
OG0000203	Prah.g_02354	Syac.g_02280
OG0000204	Prah.g_02355	Syac.g_02281
OG0000205	Prah.g_02362	Syac.g_02288
OG0000206	Prah.g_02371	Syac.g_02297
OG0000207	Prah.g_02420	Syac.g_02300
OG0000208	Prah.g_02419	Syac.g_02301
OG0000209	Prah.g_02400	Syac.g_02316
OG0000210	Prah.g_02399	Syac.g_02317
OG0000211	Prah.g_01782	Syac.g_01972
OG0000212	Prah.g_01772	Syac.g_01963
OG0000213	Prah.g_02101	Syac.g_02219
OG0000214	Prah.g_02118	Syac.g_02236
OG0000215	Prah.g_02148	Syac.g_00281
OG0000217	Prah.g_02155	Syac.g_00273
OG0000218	Prah.g_02157	Syac.g_00271
OG0000219	Prah.g_02158	Syac.g_00270
OG0000220	Prah.g_02159	Syac.g_00269
OG0000221	Prah.g_02166	Syac.g_00261
OG0000222	Prah.g_02174	Syac.g_00247
OG0000223	Prah.g_02197	Syac.g_00225
OG0000224	Prah.g_02207	Syac.g_00217
OG0000225	Prah.g_01921	Syac.g_02004
OG0000226	Prah.g_01917	Syac.g_02000
OG0000227	Prah.g_01915	Syac.g_01998
OG0000228	Prah.g_00204	Syac.g_01989
OG0000229	Prah.g_00230	Syac.g_00692
OG0000230	Prah.g_00232	Syac.g_00694
OG0000231	Prah.g_00251	Syac.g_00710
OG0000232	Prah.g_00261	Syac.g_01717
OG0000233	Prah.g_00294	Syac.g_01713
OG0000234	Prah.g_00313, Prah.g_00314	Syac.g_01699
OG0000235	Prah.g_01567	Syac.g_01905
OG0000236	Prah.g_01551	Syac.g_01890
OG0000237	Prah.g_01534	Syac.g_01873
OG0000238	Prah.g_01529	Syac.g_01868
OG0000239	Prah.g_01513	Syac.g_01852
OG0000240	Prah.g_01512	Syac.g_01851
OG0000241	Prah.g_01094	Syac.g_00970
OG0000242	Prah.g_00108, Prah.g_01503	Syac.g_01839
OG0000243	Prah.g_01476	Syac.g_01821
OG0000244	Prah.g_01472	Syac.g_01814
OG0000245	Prah.g_01469	Syac.g_01811
OG0000246	Prah.g_01465	Syac.g_01807
OG0000247	Prah.g_01454	Syac.g_01795
OG0000248	Prah.g_01451	Syac.g_01792
OG0000249	Prah.g_01449	Syac.g_01790
OG0000250	Prah.g_01443	Syac.g_01782
OG0000251	Prah.g_01417	Syac.g_01757
OG0000252	Prah.g_01414	Syac.g_01753
OG0000253	Prah.g_01408	Syac.g_01752
OG0000254	Prah.g_01389	Syac.g_00939
OG0000255	Prah.g_00530	Syac.g_00947
OG0000256	Prah.g_00516	Syac.g_00963
OG0000257	Prah.g_00509	Syac.g_00969
OG0000258	Prah.g_00486	Syac.g_00988
OG0000259	Prah.g_00457	Syac.g_01425
OG0000260	Prah.g_00454	Syac.g_01422
OG0000261	Prah.g_00451	Syac.g_01418
OG0000262	Prah.g_00445	Syac.g_01413
OG0000263	Prah.g_02413	Syac.g_01497
OG0000264	Prah.g_00974	Syac.g_00915
OG0000265	Prah.g_00887	Syac.g_00673
OG0000266	Prah.g_00876	Syac.g_01271
OG0000267	Prah.g_00751	Syac.g_01131
OG0000268	Prah.g_00752	Syac.g_01132
OG0000269	Prah.g_00672	Syac.g_01346
OG0000270	Prah.g_00669	Syac.g_01343
OG0000271	Prah.g_00661	Syac.g_01335
OG0000272	Prah.g_00660	Syac.g_01334
OG0000273	Prah.g_00609	Syac.g_00854
OG0000274	Prah.g_00608	Syac.g_00853
OG0000275	Prah.g_00605	Syac.g_00848
OG0000276	Prah.g_00599	Syac.g_00840
OG0000277	Prah.g_00598	Syac.g_00839
OG0000278	Prah.g_00595	Syac.g_00836
OG0000279	Prah.g_00587	Syac.g_00828
OG0000280	Prah.g_00581	Syac.g_00814
OG0000281	Prah.g_00566	Syac.g_02158
OG0000282	Prah.g_00731	Syac.g_01392
OG0000283	Prah.g_00761	Syac.g_01142
OG0000284	Prah.g_00767	Syac.g_01148
OG0000285	Prah.g_01178	Syac.g_01160
OG0000286	Prah.g_00795	Syac.g_01181
OG0000287	Prah.g_01131	Syac.g_01209
OG0000288	Prah.g_00851	Syac.g_01240
OG0000289	Prah.g_00864	Syac.g_01254
OG0000290	Prah.g_00912	Syac.g_00881
OG0000291	Prah.g_00914	Syac.g_00883
OG0000292	Prah.g_02597	Syac.g_02487
OG0000293	Prah.g_01336	Syac.g_00754
OG0000294	Prah.g_01335	Syac.g_00755
OG0000295	Prah.g_01298	Syac.g_00796
OG0000296	Prah.g_01296	Syac.g_00798
OG0000297	Prah.g_01259	Syac.g_01475
OG0000298	Prah.g_01258	Syac.g_01476
OG0000299	Prah.g_01268	Syac.g_01503
OG0000300	Prah.g_01275	Syac.g_01510
OG0000301	Prah.g_01276	Syac.g_01511
OG0000302	Prah.g_01279	Syac.g_01512
OG0000303	Prah.g_01289	Syac.g_01520
OG0000304	Prah.g_01237, Prah.g_01238	Syac.g_01526
OG0000305	Prah.g_00918	Syac.g_00886
OG0000306	Prah.g_00560	Syac.g_00810
OG0000307	Prah.g_01584	Syac.g_01924
OG0000308	Prah.g_01586	Syac.g_01926
OG0000309	Prah.g_01590	Syac.g_01931
OG0000310	Prah.g_00428	Syac.g_01607
OG0000311	Prah.g_00424	Syac.g_01611
OG0000312	Prah.g_00420	Syac.g_01619
OG0000313	Prah.g_00402	Syac.g_01638
OG0000314	Prah.g_00371	Syac.g_01665
OG0000315	Prah.g_00361	Syac.g_01675
OG0000316	Prah.g_01631	Syac.g_00601
OG0000317	Prah.g_01672	Syac.g_00552
OG0000318	Prah.g_01677	Syac.g_00543
OG0000319	Prah.g_01694	Syac.g_00525
OG0000320	Prah.g_01696	Syac.g_00523
OG0000321	Prah.g_01697	Syac.g_00522
OG0000322	Prah.g_01698	Syac.g_00521
OG0000323	Prah.g_01710	Syac.g_00506
OG0000324	Prah.g_01744	Syac.g_00648
OG0000325	Prah.g_02071	Syac.g_02190
OG0000326	Prah.g_02064	Syac.g_02183
OG0000327	Prah.g_02038	Syac.g_02137
OG0000328	Prah.g_02037	Syac.g_02136
OG0000329	Prah.g_02020	Syac.g_02119
OG0000330	Prah.g_02019	Syac.g_02118
OG0000331	Prah.g_02018	Syac.g_02117
OG0000332	Prah.g_02003	Syac.g_02103
OG0000333	Prah.g_02001	Syac.g_02100
OG0000334	Prah.g_01991	Syac.g_02090
OG0000335	Prah.g_01986	Syac.g_02085
OG0000336	Prah.g_01982	Syac.g_02081
OG0000337	Prah.g_02224	Syac.g_00199
OG0000338	Prah.g_02227	Syac.g_00196
OG0000339	Prah.g_02234	Syac.g_00190
OG0000340	Prah.g_02244	Syac.g_00178
OG0000341	Prah.g_02246	Syac.g_00176
OG0000342	Prah.g_02247	Syac.g_00175
OG0000343	Prah.g_00168	Syac.g_00174
OG0000344	Prah.g_00165	Syac.g_00170
OG0000345	Prah.g_00154	Syac.g_00160
OG0000346	Prah.g_00149	Syac.g_00155
OG0000347	Prah.g_00089	Syac.g_00129
OG0000348	Prah.g_00078	Syac.g_00070, Syac.g_00074
OG0000349	Prah.g_00053	Syac.g_00050
OG0000350	Prah.g_02533	Syac.g_02176
OG0000351	Prah.g_02578	Syac.g_02468
OG0000352	Prah.g_02579	Syac.g_02469
OG0000353	Prah.g_02603	Syac.g_02493
OG0000354	Prah.g_01523	Syac.g_01862
OG0000355	Prah.g_00002	Syac.g_00001
OG0000356	Prah.g_00003	Syac.g_00002
OG0000357	Prah.g_00004	Syac.g_00003
OG0000358	Prah.g_00008	Syac.g_00007
OG0000359	Prah.g_00010	Syac.g_00009
OG0000360	Prah.g_00011	Syac.g_00010
OG0000361	Prah.g_00012	Syac.g_00011
OG0000362	Prah.g_00014	Syac.g_00013
OG0000363	Prah.g_00016	Syac.g_00015
OG0000364	Prah.g_00017	Syac.g_00016
OG0000365	Prah.g_00026	Syac.g_00023
OG0000366	Prah.g_00027	Syac.g_00024
OG0000367	Prah.g_00028	Syac.g_00025
OG0000368	Prah.g_00030	Syac.g_00027
OG0000369	Prah.g_00031	Syac.g_00028
OG0000370	Prah.g_00032	Syac.g_00029
OG0000371	Prah.g_00041	Syac.g_00036
OG0000372	Prah.g_00046	Syac.g_00041
OG0000373	Prah.g_00047	Syac.g_00042
OG0000374	Prah.g_00048	Syac.g_00043
OG0000375	Prah.g_00049	Syac.g_00046
OG0000376	Prah.g_00051	Syac.g_00048
OG0000377	Prah.g_02485	Syac.g_02346
OG0000378	Prah.g_02471	Syac.g_02338
OG0000379	Prah.g_02457	Syac.g_02335
OG0000380	Prah.g_01834	Syac.g_00452
OG0000381	Prah.g_01839	Syac.g_00449
OG0000382	Prah.g_01859	Syac.g_00434
OG0000383	Prah.g_01861	Syac.g_00432
OG0000384	Prah.g_01862	Syac.g_00431
OG0000385	Prah.g_01863	Syac.g_00430
OG0000386	Prah.g_01864	Syac.g_00429
OG0000387	Prah.g_01888	Syac.g_00404
OG0000388	Prah.g_01892	Syac.g_00401
OG0000389	Prah.g_01896	Syac.g_00397
OG0000390	Prah.g_00194	Syac.g_00379
OG0000391	Prah.g_00189	Syac.g_00374
OG0000392	Prah.g_00183	Syac.g_00369
OG0000393	Prah.g_00175	Syac.g_00366
OG0000394	Prah.g_00174	Syac.g_00365
OG0000395	Prah.g_00173	Syac.g_00364
OG0000396	Prah.g_02252	Syac.g_00361
OG0000397	Prah.g_02254	Syac.g_00359
OG0000398	Prah.g_02259	Syac.g_00354
OG0000399	Prah.g_02260	Syac.g_00353
OG0000400	Prah.g_02261	Syac.g_00352
OG0000401	Prah.g_02262	Syac.g_00351
OG0000402	Prah.g_02264	Syac.g_00348
OG0000403	Prah.g_02265	Syac.g_00347
OG0000405	Prah.g_02280	Syac.g_00332
OG0000406	Prah.g_02284	Syac.g_00328
OG0000407	Prah.g_02285	Syac.g_00327
OG0000408	Prah.g_02287	Syac.g_00325
OG0000409	Prah.g_02289	Syac.g_00323
OG0000410	Prah.g_02290	Syac.g_00322
OG0000411	Prah.g_02291	Syac.g_00321
OG0000412	Prah.g_02292	Syac.g_00320
OG0000413	Prah.g_02294	Syac.g_00318
OG0000414	Prah.g_02295	Syac.g_00317
OG0000415	Prah.g_02296	Syac.g_00316
OG0000416	Prah.g_02297	Syac.g_00315
OG0000417	Prah.g_02298	Syac.g_00314
OG0000418	Prah.g_02303	Syac.g_00309
OG0000419	Prah.g_02305	Syac.g_00307
OG0000420	Prah.g_02306	Syac.g_00305
OG0000421	Prah.g_02310	Syac.g_00300
OG0000422	Prah.g_02311	Syac.g_00299
OG0000423	Prah.g_02312	Syac.g_00298
OG0000424	Prah.g_02313	Syac.g_00297
OG0000425	Prah.g_02314	Syac.g_00296
OG0000426	Prah.g_02315	Syac.g_00295
OG0000427	Prah.g_02316	Syac.g_00294
OG0000428	Prah.g_00709	Syac.g_02257
OG0000429	Prah.g_02321	Syac.g_02259
OG0000430	Prah.g_02323	Syac.g_02260
OG0000431	Prah.g_02334	Syac.g_02264
OG0000432	Prah.g_02341	Syac.g_02270
OG0000433	Prah.g_02344	Syac.g_02272
OG0000434	Prah.g_02345	Syac.g_02273
OG0000435	Prah.g_02350	Syac.g_02277
OG0000436	Prah.g_02356	Syac.g_02282
OG0000437	Prah.g_02357	Syac.g_02283
OG0000438	Prah.g_02358	Syac.g_02284
OG0000439	Prah.g_02360	Syac.g_02286
OG0000440	Prah.g_02361	Syac.g_02287
OG0000441	Prah.g_02364	Syac.g_02294
OG0000442	Prah.g_02365	Syac.g_02295
OG0000443	Prah.g_02370	Syac.g_02296
OG0000444	Prah.g_02418	Syac.g_02303
OG0000445	Prah.g_02417	Syac.g_02304
OG0000446	Prah.g_02415	Syac.g_02305
OG0000447	Prah.g_02411	Syac.g_02308
OG0000448	Prah.g_02410	Syac.g_02309
OG0000449	Prah.g_02409	Syac.g_02310
OG0000450	Prah.g_02403	Syac.g_02313
OG0000451	Prah.g_02402	Syac.g_02314
OG0000452	Prah.g_02398	Syac.g_02318
OG0000453	Prah.g_02397	Syac.g_02319
OG0000454	Prah.g_02396	Syac.g_02320
OG0000455	Prah.g_02395	Syac.g_02321
OG0000456	Prah.g_02394	Syac.g_02322
OG0000457	Prah.g_02392	Syac.g_02324
OG0000458	Prah.g_02391	Syac.g_02325
OG0000459	Prah.g_02390	Syac.g_02326
OG0000460	Prah.g_01781	Syac.g_01970
OG0000461	Prah.g_02074	Syac.g_02198
OG0000462	Prah.g_02078	Syac.g_02201
OG0000463	Prah.g_02079	Syac.g_02202
OG0000464	Prah.g_02080	Syac.g_02203
OG0000465	Prah.g_02082	Syac.g_02204
OG0000466	Prah.g_02087	Syac.g_02208
OG0000467	Prah.g_02089	Syac.g_02210
OG0000468	Prah.g_02098	Syac.g_02216
OG0000469	Prah.g_02111	Syac.g_02230
OG0000470	Prah.g_02114	Syac.g_02232
OG0000471	Prah.g_02115	Syac.g_02233
OG0000472	Prah.g_02117	Syac.g_02235
OG0000473	Prah.g_02119	Syac.g_02237
OG0000474	Prah.g_02120	Syac.g_02238
OG0000475	Prah.g_02121	Syac.g_02239
OG0000476	Prah.g_02123	Syac.g_02241
OG0000477	Prah.g_02128	Syac.g_02247
OG0000478	Prah.g_02129	Syac.g_02248
OG0000479	Prah.g_02130	Syac.g_02249
OG0000480	Prah.g_02137	Syac.g_00293
OG0000481	Prah.g_02139	Syac.g_00291
OG0000482	Prah.g_02140	Syac.g_00290
OG0000483	Prah.g_02144	Syac.g_00286
OG0000484	Prah.g_02145	Syac.g_00285
OG0000485	Prah.g_02146	Syac.g_00284
OG0000486	Prah.g_02147	Syac.g_00283
OG0000487	Prah.g_02152	Syac.g_00276
OG0000488	Prah.g_02156	Syac.g_00272
OG0000489	Prah.g_02167	Syac.g_00260
OG0000490	Prah.g_02172	Syac.g_00249
OG0000491	Prah.g_02173	Syac.g_00248
OG0000492	Prah.g_02175	Syac.g_00246
OG0000493	Prah.g_02176	Syac.g_00245
OG0000494	Prah.g_02177	Syac.g_00244
OG0000495	Prah.g_02178	Syac.g_00243
OG0000496	Prah.g_02179	Syac.g_00242
OG0000497	Prah.g_02180	Syac.g_00241
OG0000498	Prah.g_02181	Syac.g_00240
OG0000499	Prah.g_02182	Syac.g_00239
OG0000500	Prah.g_02183	Syac.g_00238
OG0000501	Prah.g_02186	Syac.g_00235
OG0000502	Prah.g_02199	Syac.g_00223
OG0000503	Prah.g_01940	Syac.g_02020
OG0000504	Prah.g_01938	Syac.g_02018
OG0000505	Prah.g_01937	Syac.g_02017
OG0000506	Prah.g_01935	Syac.g_02015
OG0000507	Prah.g_01930	Syac.g_02009
OG0000508	Prah.g_01922	Syac.g_02005
OG0000509	Prah.g_01920	Syac.g_02003
OG0000510	Prah.g_01919	Syac.g_02002
OG0000511	Prah.g_01918	Syac.g_02001
OG0000512	Prah.g_01916	Syac.g_01999
OG0000513	Prah.g_00209	Syac.g_01984
OG0000514	Prah.g_00218	Syac.g_01977
OG0000515	Prah.g_00219	Syac.g_01976
OG0000516	Prah.g_00221	Syac.g_00697
OG0000517	Prah.g_00229	Syac.g_00691
OG0000518	Prah.g_00241	Syac.g_00707
OG0000519	Prah.g_00242	Syac.g_00708
OG0000520	Prah.g_00247	Syac.g_00709
OG0000521	Prah.g_00255	Syac.g_01721
OG0000522	Prah.g_00257	Syac.g_01719
OG0000523	Prah.g_00258	Syac.g_01718
OG0000524	Prah.g_00290	Syac.g_01716
OG0000525	Prah.g_00304	Syac.g_01709
OG0000526	Prah.g_00306	Syac.g_01706
OG0000527	Prah.g_00310	Syac.g_01702
OG0000528	Prah.g_01572	Syac.g_01911
OG0000529	Prah.g_01565	Syac.g_01903
OG0000530	Prah.g_01562	Syac.g_01900
OG0000531	Prah.g_01561	Syac.g_01899
OG0000532	Prah.g_01558	Syac.g_01896
OG0000533	Prah.g_01556	Syac.g_01895
OG0000534	Prah.g_01555	Syac.g_01894
OG0000535	Prah.g_01554	Syac.g_01893
OG0000536	Prah.g_01553	Syac.g_01892
OG0000537	Prah.g_01552	Syac.g_01891
OG0000538	Prah.g_01541	Syac.g_01880
OG0000539	Prah.g_01540	Syac.g_01879
OG0000540	Prah.g_01539	Syac.g_01878
OG0000541	Prah.g_01538	Syac.g_01877
OG0000542	Prah.g_01535	Syac.g_01874
OG0000543	Prah.g_01533	Syac.g_01872
OG0000544	Prah.g_01532	Syac.g_01871
OG0000545	Prah.g_01530	Syac.g_01869
OG0000546	Prah.g_01528	Syac.g_01867
OG0000547	Prah.g_01526	Syac.g_01865
OG0000548	Prah.g_01525	Syac.g_01864
OG0000549	Prah.g_01519	Syac.g_01858
OG0000550	Prah.g_01514	Syac.g_01854
OG0000551	Prah.g_01510	Syac.g_01849
OG0000552	Prah.g_01509	Syac.g_01848
OG0000553	Prah.g_01505	Syac.g_01846
OG0000554	Prah.g_01500	Syac.g_01835
OG0000555	Prah.g_01480	Syac.g_01822
OG0000556	Prah.g_01474	Syac.g_01817
OG0000557	Prah.g_01473	Syac.g_01815
OG0000558	Prah.g_01470	Syac.g_01813
OG0000559	Prah.g_01466	Syac.g_01808
OG0000560	Prah.g_01463	Syac.g_01805
OG0000561	Prah.g_01462	Syac.g_01804
OG0000562	Prah.g_01461	Syac.g_01803
OG0000563	Prah.g_01460	Syac.g_01802
OG0000564	Prah.g_01459	Syac.g_01801
OG0000565	Prah.g_01457	Syac.g_01797
OG0000566	Prah.g_01452	Syac.g_01793
OG0000567	Prah.g_01448	Syac.g_01789
OG0000568	Prah.g_01446	Syac.g_01786
OG0000569	Prah.g_01445	Syac.g_01785
OG0000570	Prah.g_01444	Syac.g_01784
OG0000571	Prah.g_01441	Syac.g_01780
OG0000572	Prah.g_01425	Syac.g_01765
OG0000573	Prah.g_01416	Syac.g_01755
OG0000574	Prah.g_01415	Syac.g_01754
OG0000575	Prah.g_01406	Syac.g_01750
OG0000576	Prah.g_01404	Syac.g_01748
OG0000577	Prah.g_01403	Syac.g_01747
OG0000578	Prah.g_01402	Syac.g_01746
OG0000579	Prah.g_01401	Syac.g_01745
OG0000580	Prah.g_01400	Syac.g_01744
OG0000581	Prah.g_01396	Syac.g_01738
OG0000582	Prah.g_01392	Syac.g_00936
OG0000583	Prah.g_01391	Syac.g_00937
OG0000584	Prah.g_01390	Syac.g_00938
OG0000585	Prah.g_01388	Syac.g_00940
OG0000586	Prah.g_01387	Syac.g_00941
OG0000587	Prah.g_01385	Syac.g_00943
OG0000588	Prah.g_00529	Syac.g_00949
OG0000589	Prah.g_00526	Syac.g_00953
OG0000590	Prah.g_00525	Syac.g_00954
