Orthogroup	Prah	Prbe
OG0000057	Prah.g_01027	Prbe.g_01206
OG0000058	Prah.g_02195	Prbe.g_00351
OG0000059	Prah.g_02043	Prbe.g_01094
OG0000061	Prah.g_01322	Prbe.g_01549
OG0000062	Prah.g_01654	Prbe.g_00226
OG0000063	Prah.g_00042	Prbe.g_00021
OG0000065	Prah.g_01897	Prbe.g_01649
OG0000066	Prah.g_01485	Prbe.g_00596, Prbe.g_01114
OG0000067	Prah.g_00667, Prah.g_01826	Prbe.g_01222
OG0000068	Prah.g_01576	Prbe.g_00373
OG0000070	Prah.g_00252	Prbe.g_01948
OG0000071	Prah.g_01364	Prbe.g_00893
OG0000072	Prah.g_02309	Prbe.g_01719
OG0000073	Prah.g_01544	Prbe.g_00633
OG0000075	Prah.g_02232	Prbe.g_00800
OG0000076	Prah.g_00150	Prbe.g_00774
OG0000077	Prah.g_01850	Prbe.g_00183
OG0000078	Prah.g_01773	Prbe.g_01792
OG0000079	Prah.g_02090, Prah.g_01868	Prbe.g_01805
OG0000081	Prah.g_01035	Prbe.g_00604
OG0000082	Prah.g_01427	Prbe.g_00549, Prbe.g_00996
OG0000084	Prah.g_00412	Prbe.g_00314
OG0000085	Prah.g_01666	Prbe.g_00007, Prbe.g_00993
OG0000086	Prah.g_01866	Prbe.g_00192
OG0000087	Prah.g_02268	Prbe.g_01683
OG0000088	Prah.g_02304, Prah.g_00957	Prbe.g_01714
OG0000089	Prah.g_00205	Prbe.g_01915
OG0000090	Prah.g_01501	Prbe.g_00602
OG0000091	Prah.g_00493	Prbe.g_01477
OG0000093	Prah.g_00692	Prbe.g_01448
OG0000094	Prah.g_02518	Prbe.g_01399
OG0000095	Prah.g_00915	Prbe.g_01297
OG0000097	Prah.g_01272	Prbe.g_01503
OG0000098	Prah.g_00327	Prbe.g_00397
OG0000099	Prah.g_02191	Prbe.g_00350
OG0000100	Prah.g_01791, Prah.g_00636	Prbe.g_00232
OG0000101	Prah.g_01995	Prbe.g_00836
OG0000102	Prah.g_00144	Prbe.g_00769
OG0000103	Prah.g_02586	Prbe.g_01195
OG0000104	Prah.g_02600	Prbe.g_01061
OG0000105	Prah.g_02126	Prbe.g_01828
OG0000106	Prah.g_01660	Prbe.g_00740
OG0000107	Prah.g_02072	Prbe.g_00921
OG0000108	Prah.g_01566	Prbe.g_00653
OG0000109	Prah.g_01550	Prbe.g_00639
OG0000110	Prah.g_01439	Prbe.g_00560
OG0000111	Prah.g_01028	Prbe.g_01207
OG0000112	Prah.g_00788	Prbe.g_00487
OG0000113	Prah.g_00641	Prbe.g_01245
OG0000114	Prah.g_00733	Prbe.g_00417
OG0000115	Prah.g_00383	Prbe.g_01618
OG0000116	Prah.g_01337	Prbe.g_01560
OG0000117	Prah.g_01257	Prbe.g_01522
OG0000118	Prah.g_01378	Prbe.g_00880
OG0000119	Prah.g_01007	Prbe.g_01603
OG0000119	Prah.g_01048	Prbe.g_00214
OG0000120	Prah.g_02192	Prbe.g_00353
OG0000121	Prah.g_00406	Prbe.g_00309
OG0000122	Prah.g_01203	Prbe.g_00268
OG0000123	Prah.g_01987	Prbe.g_00829
OG0000124	Prah.g_00125	Prbe.g_00745
OG0000125	Prah.g_02498	Prbe.g_01158
OG0000126	Prah.g_02598	Prbe.g_01060
OG0000128	Prah.g_00013	Prbe.g_01076
OG0000129	Prah.g_02486	Prbe.g_00145
OG0000130	Prah.g_01838	Prbe.g_00174
OG0000131	Prah.g_02282	Prbe.g_01692
OG0000132	Prah.g_02302	Prbe.g_01712
OG0000133	Prah.g_02187	Prbe.g_01875
OG0000134	Prah.g_00208	Prbe.g_01917
OG0000135	Prah.g_02538	Prbe.g_00911
OG0000136	Prah.g_00235	Prbe.g_01939
OG0000137	Prah.g_00312	Prbe.g_00658
OG0000138	Prah.g_01549	Prbe.g_00638
OG0000139	Prah.g_01495	Prbe.g_00598
OG0000140	Prah.g_01489	Prbe.g_00597
OG0000141	Prah.g_01393	Prbe.g_00526
OG0000142	Prah.g_00501	Prbe.g_01485
OG0000143	Prah.g_00497	Prbe.g_01481
OG0000144	Prah.g_00473	Prbe.g_01467
OG0000145	Prah.g_01543	Prbe.g_00909
OG0000146	Prah.g_00787	Prbe.g_00488
OG0000147	Prah.g_00786	Prbe.g_00489
OG0000148	Prah.g_00649	Prbe.g_01239
OG0000149	Prah.g_00591	Prbe.g_01271
OG0000150	Prah.g_00568	Prbe.g_01281
OG0000151	Prah.g_00718	Prbe.g_00427
OG0000152	Prah.g_00796	Prbe.g_01350
OG0000153	Prah.g_00826	Prbe.g_01369
OG0000154	Prah.g_00852	Prbe.g_01389
OG0000155	Prah.g_01291	Prbe.g_01528
OG0000156	Prah.g_01349	Prbe.g_00904
OG0000157	Prah.g_01350	Prbe.g_00903
OG0000158	Prah.g_02242	Prbe.g_00792
OG0000160	Prah.g_00407	Prbe.g_00310
OG0000161	Prah.g_00399	Prbe.g_00304
OG0000162	Prah.g_00391	Prbe.g_00298
OG0000163	Prah.g_01619	Prbe.g_00259
OG0000164	Prah.g_01705	Prbe.g_00961
OG0000165	Prah.g_01716	Prbe.g_00954
OG0000166	Prah.g_02033	Prbe.g_01083
OG0000167	Prah.g_02230	Prbe.g_00802
OG0000168	Prah.g_02243	Prbe.g_00791
OG0000169	Prah.g_00163	Prbe.g_00781
OG0000170	Prah.g_00155	Prbe.g_00778
OG0000171	Prah.g_00126	Prbe.g_00758
OG0000172	Prah.g_00084	Prbe.g_00751
OG0000173	Prah.g_00061	Prbe.g_01143
OG0000174	Prah.g_02541	Prbe.g_01173
OG0000175	Prah.g_02575	Prbe.g_01186
OG0000176	Prah.g_00005	Prbe.g_01069
OG0000177	Prah.g_00006	Prbe.g_01070
OG0000178	Prah.g_00007	Prbe.g_01071
OG0000179	Prah.g_00022	Prbe.g_00116
OG0000180	Prah.g_00023	Prbe.g_00117
OG0000181	Prah.g_00024	Prbe.g_00118
OG0000182	Prah.g_00025	Prbe.g_00119
OG0000183	Prah.g_00029	Prbe.g_00123
OG0000184	Prah.g_02478	Prbe.g_00149
OG0000185	Prah.g_02458	Prbe.g_00152
OG0000186	Prah.g_01830	Prbe.g_00168
OG0000187	Prah.g_01833	Prbe.g_00169
OG0000188	Prah.g_01860	Prbe.g_00186
OG0000189	Prah.g_01884	Prbe.g_01636
OG0000190	Prah.g_01886	Prbe.g_01638
OG0000191	Prah.g_00188	Prbe.g_01661
OG0000192	Prah.g_00176, Prah.g_00180	Prbe.g_01666
OG0000193	Prah.g_02283	Prbe.g_01693
OG0000194	Prah.g_02286	Prbe.g_01696
OG0000195	Prah.g_02288	Prbe.g_01698
OG0000196	Prah.g_02299	Prbe.g_01709
OG0000197	Prah.g_02300	Prbe.g_01710
OG0000198	Prah.g_02301	Prbe.g_01711
OG0000199	Prah.g_02308	Prbe.g_01718
OG0000200	Prah.g_02324	Prbe.g_01732
OG0000201	Prah.g_02352	Prbe.g_01741
OG0000202	Prah.g_02353	Prbe.g_01742
OG0000203	Prah.g_02354	Prbe.g_01743
OG0000204	Prah.g_02355	Prbe.g_01744
OG0000205	Prah.g_02362	Prbe.g_01751
OG0000206	Prah.g_02371	Prbe.g_01756
OG0000207	Prah.g_02420	Prbe.g_01759
OG0000208	Prah.g_02419	Prbe.g_01760
OG0000209	Prah.g_02400	Prbe.g_01769
OG0000210	Prah.g_02399	Prbe.g_01770
OG0000211	Prah.g_01782	Prbe.g_01785
OG0000212	Prah.g_01772	Prbe.g_01793
OG0000213	Prah.g_02101	Prbe.g_01811
OG0000214	Prah.g_02118	Prbe.g_01821
OG0000215	Prah.g_02148	Prbe.g_01848
OG0000216	Prah.g_02151	Prbe.g_01849
OG0000217	Prah.g_02155	Prbe.g_01852
OG0000218	Prah.g_02157	Prbe.g_01854
OG0000219	Prah.g_02158	Prbe.g_01855
OG0000220	Prah.g_02159	Prbe.g_01856
OG0000221	Prah.g_02166	Prbe.g_01857
OG0000222	Prah.g_02174	Prbe.g_01864
OG0000223	Prah.g_02197	Prbe.g_01876
OG0000224	Prah.g_02207	Prbe.g_01878
OG0000225	Prah.g_01921	Prbe.g_01904
OG0000226	Prah.g_01917	Prbe.g_01908
OG0000227	Prah.g_01915	Prbe.g_01910
OG0000228	Prah.g_00204	Prbe.g_01914
OG0000229	Prah.g_00230	Prbe.g_01934
OG0000230	Prah.g_00232	Prbe.g_01936
OG0000231	Prah.g_00251	Prbe.g_01947
OG0000232	Prah.g_00261	Prbe.g_00672
OG0000233	Prah.g_00294	Prbe.g_00666
OG0000234	Prah.g_00313, Prah.g_00314	Prbe.g_00657
OG0000235	Prah.g_01567	Prbe.g_00654
OG0000236	Prah.g_01551	Prbe.g_00640
OG0000237	Prah.g_01534	Prbe.g_00627
OG0000238	Prah.g_01529	Prbe.g_00621
OG0000239	Prah.g_01513	Prbe.g_00610
OG0000240	Prah.g_01512	Prbe.g_00609
OG0000241	Prah.g_01094	Prbe.g_00605
OG0000242	Prah.g_00108, Prah.g_01503	Prbe.g_00603
OG0000243	Prah.g_01476	Prbe.g_00592
OG0000244	Prah.g_01472	Prbe.g_00589
OG0000245	Prah.g_01469	Prbe.g_00587
OG0000246	Prah.g_01465	Prbe.g_00583
OG0000247	Prah.g_01454	Prbe.g_00573
OG0000248	Prah.g_01451	Prbe.g_00570
OG0000249	Prah.g_01449	Prbe.g_00568
OG0000250	Prah.g_01443	Prbe.g_00563
OG0000251	Prah.g_01417	Prbe.g_00543
OG0000252	Prah.g_01414	Prbe.g_00540
OG0000253	Prah.g_01408	Prbe.g_00539
OG0000254	Prah.g_01389	Prbe.g_00522
OG0000255	Prah.g_00530	Prbe.g_00516
OG0000256	Prah.g_00516	Prbe.g_00506
OG0000257	Prah.g_00509	Prbe.g_01490
OG0000258	Prah.g_00486	Prbe.g_01476
OG0000259	Prah.g_00457	Prbe.g_01459
OG0000260	Prah.g_00454	Prbe.g_01456
OG0000261	Prah.g_00451	Prbe.g_01453
OG0000262	Prah.g_00445	Prbe.g_01449
OG0000263	Prah.g_02413	Prbe.g_00455
OG0000264	Prah.g_00974	Prbe.g_00466
OG0000265	Prah.g_00958, Prah.g_00887	Prbe.g_01214
OG0000266	Prah.g_00876	Prbe.g_01430
OG0000267	Prah.g_00751	Prbe.g_01418
OG0000268	Prah.g_00752	Prbe.g_01417
OG0000269	Prah.g_00672	Prbe.g_01217
OG0000270	Prah.g_00669	Prbe.g_01220
OG0000271	Prah.g_00661	Prbe.g_01228
OG0000272	Prah.g_00660	Prbe.g_01229
OG0000273	Prah.g_00609	Prbe.g_01253
OG0000274	Prah.g_00608	Prbe.g_01254
OG0000275	Prah.g_00605	Prbe.g_01257
OG0000276	Prah.g_00599	Prbe.g_01263
OG0000277	Prah.g_00598	Prbe.g_01264
OG0000278	Prah.g_00595	Prbe.g_01267
OG0000279	Prah.g_00587	Prbe.g_01274
OG0000280	Prah.g_00581	Prbe.g_01275
OG0000281	Prah.g_00566	Prbe.g_01282
OG0000282	Prah.g_00731	Prbe.g_00419
OG0000283	Prah.g_00761	Prbe.g_01326
OG0000284	Prah.g_00767	Prbe.g_01331
OG0000285	Prah.g_01178	Prbe.g_01336
OG0000286	Prah.g_00795	Prbe.g_01349
OG0000287	Prah.g_01131	Prbe.g_01615
OG0000288	Prah.g_00851	Prbe.g_01388
OG0000289	Prah.g_00864	Prbe.g_01404
OG0000290	Prah.g_00912	Prbe.g_01300
OG0000291	Prah.g_00914	Prbe.g_01298
OG0000292	Prah.g_02597	Prbe.g_01594
OG0000293	Prah.g_01336	Prbe.g_01559
OG0000294	Prah.g_01335	Prbe.g_01558
OG0000295	Prah.g_01298	Prbe.g_01535
OG0000296	Prah.g_01296	Prbe.g_01533
OG0000297	Prah.g_01259	Prbe.g_01524
OG0000298	Prah.g_01258	Prbe.g_01523
OG0000299	Prah.g_01268	Prbe.g_01504
OG0000300	Prah.g_01275	Prbe.g_01501
OG0000301	Prah.g_01276	Prbe.g_01500
OG0000302	Prah.g_01279	Prbe.g_01498
OG0000303	Prah.g_01289	Prbe.g_01492
OG0000304	Prah.g_01237, Prah.g_01238	Prbe.g_00501
OG0000305	Prah.g_00918	Prbe.g_01592
OG0000306	Prah.g_00560	Prbe.g_01286
OG0000307	Prah.g_01584	Prbe.g_00364
OG0000308	Prah.g_01586	Prbe.g_00363
OG0000309	Prah.g_01590	Prbe.g_00359
OG0000310	Prah.g_00428	Prbe.g_00325
OG0000311	Prah.g_00424	Prbe.g_00323
OG0000312	Prah.g_00420	Prbe.g_00320
OG0000313	Prah.g_00402	Prbe.g_00307
OG0000314	Prah.g_00371	Prbe.g_00284
OG0000315	Prah.g_00361	Prbe.g_00274
OG0000316	Prah.g_01631	Prbe.g_00249
OG0000317	Prah.g_01672	Prbe.g_00988
OG0000318	Prah.g_01677	Prbe.g_00984
OG0000319	Prah.g_01694	Prbe.g_00971
OG0000320	Prah.g_01696	Prbe.g_00969
OG0000321	Prah.g_01697	Prbe.g_00968
OG0000322	Prah.g_01698	Prbe.g_00967
OG0000323	Prah.g_01710	Prbe.g_00958
OG0000324	Prah.g_01744	Prbe.g_00931
OG0000325	Prah.g_02071	Prbe.g_00920
OG0000326	Prah.g_02064	Prbe.g_01109
OG0000327	Prah.g_02038	Prbe.g_01088
OG0000328	Prah.g_02037	Prbe.g_01087
OG0000329	Prah.g_02020	Prbe.g_00860
OG0000330	Prah.g_02019	Prbe.g_00859
OG0000331	Prah.g_02018	Prbe.g_00858
OG0000332	Prah.g_02003	Prbe.g_00844
OG0000333	Prah.g_02001	Prbe.g_00842
OG0000334	Prah.g_01991	Prbe.g_00833
OG0000335	Prah.g_01986	Prbe.g_00828
OG0000336	Prah.g_01982	Prbe.g_00824
OG0000337	Prah.g_02224	Prbe.g_00806
OG0000338	Prah.g_02227	Prbe.g_00805
OG0000339	Prah.g_02234	Prbe.g_00799
OG0000340	Prah.g_02244	Prbe.g_00790
OG0000341	Prah.g_02246	Prbe.g_00788
OG0000342	Prah.g_02247	Prbe.g_00787
OG0000343	Prah.g_00168	Prbe.g_00786
OG0000344	Prah.g_00165	Prbe.g_00783
OG0000345	Prah.g_00154	Prbe.g_00777
OG0000346	Prah.g_00149	Prbe.g_00773
OG0000347	Prah.g_00089	Prbe.g_00746
OG0000348	Prah.g_00078	Prbe.g_00754
OG0000349	Prah.g_00053	Prbe.g_01149
OG0000350	Prah.g_02533	Prbe.g_00709
OG0000351	Prah.g_02578	Prbe.g_01189
OG0000352	Prah.g_02579	Prbe.g_01190
OG0000353	Prah.g_02603	Prbe.g_01064
OG0000355	Prah.g_00002	Prbe.g_01066
OG0000356	Prah.g_00003	Prbe.g_01067
OG0000357	Prah.g_00004	Prbe.g_01068
OG0000358	Prah.g_00008	Prbe.g_01072
OG0000359	Prah.g_00010	Prbe.g_01073
OG0000360	Prah.g_00011	Prbe.g_01074
OG0000361	Prah.g_00012	Prbe.g_01075
OG0000362	Prah.g_00014	Prbe.g_01077
OG0000363	Prah.g_00016	Prbe.g_00114
OG0000364	Prah.g_00017	Prbe.g_00115
OG0000365	Prah.g_00026	Prbe.g_00120
OG0000366	Prah.g_00027	Prbe.g_00121
OG0000367	Prah.g_00028	Prbe.g_00122
OG0000368	Prah.g_00030	Prbe.g_00124
OG0000369	Prah.g_00031	Prbe.g_00125
OG0000370	Prah.g_00032	Prbe.g_00126
OG0000371	Prah.g_00041	Prbe.g_00133
OG0000372	Prah.g_00046	Prbe.g_00136
OG0000373	Prah.g_00047	Prbe.g_00137
OG0000374	Prah.g_00048	Prbe.g_00138
OG0000375	Prah.g_00049	Prbe.g_00140
OG0000376	Prah.g_00051	Prbe.g_00142
OG0000377	Prah.g_02485	Prbe.g_00146
OG0000378	Prah.g_02471	Prbe.g_00150
OG0000379	Prah.g_02457	Prbe.g_00153
OG0000380	Prah.g_01834	Prbe.g_00170
OG0000381	Prah.g_01839	Prbe.g_00175
OG0000382	Prah.g_01859	Prbe.g_00185
OG0000383	Prah.g_01861	Prbe.g_00187
OG0000384	Prah.g_01862	Prbe.g_00188
OG0000385	Prah.g_01863	Prbe.g_00189
OG0000386	Prah.g_01864	Prbe.g_00190
OG0000387	Prah.g_01888	Prbe.g_01640
OG0000388	Prah.g_01892	Prbe.g_01644
OG0000389	Prah.g_01896	Prbe.g_01647
OG0000390	Prah.g_00194	Prbe.g_01657
OG0000391	Prah.g_00189	Prbe.g_01660
OG0000392	Prah.g_00183	Prbe.g_01664
OG0000393	Prah.g_00175	Prbe.g_01667
OG0000394	Prah.g_00174	Prbe.g_01668
OG0000395	Prah.g_00173	Prbe.g_01669
OG0000396	Prah.g_02252	Prbe.g_01671
OG0000397	Prah.g_02254	Prbe.g_01673
OG0000398	Prah.g_02259	Prbe.g_01676
OG0000399	Prah.g_02260	Prbe.g_01677
OG0000400	Prah.g_02261	Prbe.g_01678
OG0000401	Prah.g_02262	Prbe.g_01679
OG0000402	Prah.g_02264	Prbe.g_01412
OG0000403	Prah.g_02265	Prbe.g_01681
OG0000405	Prah.g_02280	Prbe.g_01686
OG0000406	Prah.g_02284	Prbe.g_01694
OG0000407	Prah.g_02285	Prbe.g_01695
OG0000408	Prah.g_02287	Prbe.g_01697
OG0000409	Prah.g_02289	Prbe.g_01699
OG0000410	Prah.g_02290	Prbe.g_01700
OG0000411	Prah.g_02291	Prbe.g_01701
OG0000412	Prah.g_02292	Prbe.g_01702
OG0000413	Prah.g_02294	Prbe.g_01704
OG0000414	Prah.g_02295	Prbe.g_01705
OG0000415	Prah.g_02296	Prbe.g_01706
OG0000416	Prah.g_02297	Prbe.g_01707
OG0000417	Prah.g_02298	Prbe.g_01708
OG0000418	Prah.g_02303	Prbe.g_01713
OG0000419	Prah.g_02305	Prbe.g_01715
OG0000420	Prah.g_02306	Prbe.g_01716
OG0000421	Prah.g_02310	Prbe.g_01721
OG0000422	Prah.g_02311	Prbe.g_01722
OG0000423	Prah.g_02312	Prbe.g_01723
OG0000424	Prah.g_02313	Prbe.g_01724
OG0000425	Prah.g_02314	Prbe.g_01725
OG0000426	Prah.g_02315	Prbe.g_01726
OG0000427	Prah.g_02316	Prbe.g_01727
OG0000428	Prah.g_00709	Prbe.g_01729
OG0000429	Prah.g_02321	Prbe.g_01730
OG0000430	Prah.g_02323	Prbe.g_01731
OG0000431	Prah.g_02334	Prbe.g_01733
OG0000432	Prah.g_02341	Prbe.g_01737
OG0000433	Prah.g_02344	Prbe.g_01738
OG0000434	Prah.g_02345	Prbe.g_01739
OG0000435	Prah.g_02350	Prbe.g_01740
OG0000436	Prah.g_02356	Prbe.g_01745
OG0000437	Prah.g_02357	Prbe.g_01746
OG0000438	Prah.g_02358	Prbe.g_01747
OG0000439	Prah.g_02360	Prbe.g_01749
OG0000440	Prah.g_02361	Prbe.g_01750
OG0000441	Prah.g_02364	Prbe.g_01753
OG0000442	Prah.g_02365	Prbe.g_01754
OG0000443	Prah.g_02370	Prbe.g_01755
OG0000444	Prah.g_02418	Prbe.g_01761
OG0000445	Prah.g_02417	Prbe.g_01762
OG0000446	Prah.g_02415	Prbe.g_01763
OG0000447	Prah.g_02411	Prbe.g_01764
OG0000448	Prah.g_02410	Prbe.g_01765
OG0000449	Prah.g_02409	Prbe.g_01766
OG0000450	Prah.g_02403	Prbe.g_01767
OG0000451	Prah.g_02402	Prbe.g_01768
OG0000452	Prah.g_02398	Prbe.g_01771
OG0000453	Prah.g_02397	Prbe.g_01772
OG0000454	Prah.g_02396	Prbe.g_01773
OG0000455	Prah.g_02395	Prbe.g_01774
OG0000456	Prah.g_02394	Prbe.g_01775
OG0000457	Prah.g_02392	Prbe.g_01777
OG0000458	Prah.g_02391	Prbe.g_01778
OG0000459	Prah.g_02390	Prbe.g_01779
OG0000460	Prah.g_01781	Prbe.g_01787
OG0000461	Prah.g_02074	Prbe.g_01795
OG0000462	Prah.g_02078	Prbe.g_01797
OG0000463	Prah.g_02079	Prbe.g_01798
OG0000464	Prah.g_02080	Prbe.g_01799
OG0000465	Prah.g_02082	Prbe.g_01800
OG0000466	Prah.g_02087	Prbe.g_01803
OG0000467	Prah.g_02089	Prbe.g_01804
OG0000468	Prah.g_02098	Prbe.g_01807
OG0000469	Prah.g_02111	Prbe.g_01815
OG0000470	Prah.g_02114	Prbe.g_01817
OG0000471	Prah.g_02115	Prbe.g_01818
OG0000472	Prah.g_02117	Prbe.g_01820
OG0000473	Prah.g_02119	Prbe.g_01822
OG0000474	Prah.g_02120	Prbe.g_01823
OG0000475	Prah.g_02121	Prbe.g_01824
OG0000476	Prah.g_02123	Prbe.g_01826
OG0000477	Prah.g_02128	Prbe.g_01829
OG0000478	Prah.g_02129	Prbe.g_01830
OG0000479	Prah.g_02130	Prbe.g_01831
OG0000480	Prah.g_02137	Prbe.g_01836
OG0000481	Prah.g_02139	Prbe.g_01839
OG0000482	Prah.g_02140	Prbe.g_01840
OG0000483	Prah.g_02144	Prbe.g_01843
OG0000484	Prah.g_02145	Prbe.g_01844
OG0000485	Prah.g_02146	Prbe.g_01846
OG0000486	Prah.g_02147	Prbe.g_01847
OG0000487	Prah.g_02152	Prbe.g_01850
OG0000488	Prah.g_02156	Prbe.g_01853
OG0000489	Prah.g_02167	Prbe.g_01858
OG0000490	Prah.g_02172	Prbe.g_01862
OG0000491	Prah.g_02173	Prbe.g_01863
OG0000492	Prah.g_02175	Prbe.g_01865
OG0000493	Prah.g_02176	Prbe.g_01866
OG0000494	Prah.g_02177	Prbe.g_01867
OG0000495	Prah.g_02178	Prbe.g_01868
OG0000496	Prah.g_02179	Prbe.g_01869
OG0000497	Prah.g_02180	Prbe.g_01870
OG0000498	Prah.g_02181	Prbe.g_01871
OG0000499	Prah.g_02182	Prbe.g_01872
OG0000500	Prah.g_02183	Prbe.g_01873
OG0000501	Prah.g_02186	Prbe.g_01874
OG0000502	Prah.g_02199	Prbe.g_01877
OG0000503	Prah.g_01940	Prbe.g_01892
OG0000504	Prah.g_01938	Prbe.g_01894
OG0000505	Prah.g_01937	Prbe.g_01895
OG0000506	Prah.g_01935	Prbe.g_01896
OG0000507	Prah.g_01930	Prbe.g_01899
OG0000508	Prah.g_01922	Prbe.g_01903
OG0000509	Prah.g_01920	Prbe.g_01905
OG0000510	Prah.g_01919	Prbe.g_01906
OG0000511	Prah.g_01918	Prbe.g_01907
OG0000512	Prah.g_01916	Prbe.g_01909
OG0000513	Prah.g_00209	Prbe.g_01918
OG0000514	Prah.g_00218	Prbe.g_01929
OG0000515	Prah.g_00219	Prbe.g_01930
OG0000516	Prah.g_00221	Prbe.g_01931
OG0000517	Prah.g_00229	Prbe.g_01933
OG0000518	Prah.g_00241	Prbe.g_01944
OG0000519	Prah.g_00242	Prbe.g_01945
OG0000520	Prah.g_00247	Prbe.g_01946
OG0000521	Prah.g_00255	Prbe.g_00676
OG0000522	Prah.g_00257	Prbe.g_00674
OG0000523	Prah.g_00258	Prbe.g_00673
OG0000524	Prah.g_00290	Prbe.g_00668
OG0000525	Prah.g_00304	Prbe.g_00664
OG0000526	Prah.g_00306	Prbe.g_00663
OG0000527	Prah.g_00310	Prbe.g_00660
OG0000528	Prah.g_01572	Prbe.g_00655
OG0000529	Prah.g_01565	Prbe.g_00652
OG0000530	Prah.g_01562	Prbe.g_00649
OG0000531	Prah.g_01561	Prbe.g_00648
OG0000532	Prah.g_01558	Prbe.g_00646
OG0000533	Prah.g_01556	Prbe.g_00645
OG0000534	Prah.g_01555	Prbe.g_00644
OG0000535	Prah.g_01554	Prbe.g_00643
OG0000536	Prah.g_01553	Prbe.g_00642
OG0000537	Prah.g_01552	Prbe.g_00641
OG0000538	Prah.g_01541	Prbe.g_00632
OG0000539	Prah.g_01540	Prbe.g_00631
OG0000540	Prah.g_01539	Prbe.g_00630
OG0000541	Prah.g_01538	Prbe.g_00629
OG0000542	Prah.g_01535	Prbe.g_00628
OG0000543	Prah.g_01533	Prbe.g_00626
OG0000544	Prah.g_01532	Prbe.g_00625
OG0000545	Prah.g_01530	Prbe.g_00623
OG0000546	Prah.g_01528	Prbe.g_00620
OG0000547	Prah.g_01526	Prbe.g_00618
OG0000548	Prah.g_01525	Prbe.g_00617
OG0000549	Prah.g_01519	Prbe.g_00615
OG0000550	Prah.g_01514	Prbe.g_00611
OG0000551	Prah.g_01510	Prbe.g_00608
OG0000552	Prah.g_01509	Prbe.g_00607
OG0000553	Prah.g_01505	Prbe.g_00606
OG0000554	Prah.g_01500	Prbe.g_00601
OG0000555	Prah.g_01480	Prbe.g_00593
OG0000556	Prah.g_01474	Prbe.g_00591
OG0000557	Prah.g_01473	Prbe.g_00590
OG0000558	Prah.g_01470	Prbe.g_00588
OG0000559	Prah.g_01466	Prbe.g_00584
