Orthogroup	Prbi	Praw
OG0000216	Prbi.g_00318	Praw.g_00840
OG0000217	Prbi.g_00321	Praw.g_00837
OG0000218	Prbi.g_00323	Praw.g_00835
OG0000219	Prbi.g_00324	Praw.g_00834
OG0000220	Prbi.g_00325	Praw.g_00833
OG0000221	Prbi.g_00326	Praw.g_00832
OG0000222	Prbi.g_00334	Praw.g_00824
OG0000223	Prbi.g_00347	Praw.g_00811
OG0000224	Prbi.g_00349	Praw.g_00809
OG0000225	Prbi.g_00370	Praw.g_00786
OG0000226	Prbi.g_00374	Praw.g_00782
OG0000227	Prbi.g_00376	Praw.g_00780
OG0000228	Prbi.g_00379	Praw.g_00777
OG0000229	Prbi.g_00437	Praw.g_00711
OG0000230	Prbi.g_00439	Praw.g_00709
OG0000231	Prbi.g_00450	Praw.g_00698
OG0000232	Prbi.g_00459	Praw.g_00689
OG0000233	Prbi.g_00465	Praw.g_00684
OG0000234	Prbi.g_00479	Praw.g_00671
OG0000235	Prbi.g_00482	Praw.g_00668
OG0000236	Prbi.g_00496	Praw.g_00655
OG0000237	Prbi.g_00509	Praw.g_00642
OG0000238	Prbi.g_00515	Praw.g_00636
OG0000239	Prbi.g_00528	Praw.g_00623
OG0000240	Prbi.g_00529	Praw.g_00622
OG0000241	Prbi.g_00533	Praw.g_00618
OG0000242	Prbi.g_00535	Praw.g_00616
OG0000243	Prbi.g_00546	Praw.g_00605
OG0000244	Prbi.g_00549	Praw.g_00602
OG0000245	Prbi.g_00551	Praw.g_00600
OG0000246	Prbi.g_00555	Praw.g_00596
OG0000247	Prbi.g_00565	Praw.g_00586
OG0000248	Prbi.g_00567	Praw.g_00584
OG0000249	Prbi.g_00569	Praw.g_00582
OG0000250	Prbi.g_00574	Praw.g_00577
OG0000251	Prbi.g_00593	Praw.g_01937
OG0000252	Prbi.g_00596	Praw.g_01940
OG0000253	Prbi.g_00597	Praw.g_01941
OG0000254	Prbi.g_00613	Praw.g_00147
OG0000255	Prbi.g_00619	Praw.g_00153
OG0000256	Prbi.g_00629	Praw.g_00163
OG0000257	Prbi.g_00632	Praw.g_00166
OG0000258	Prbi.g_00646	Praw.g_01879
OG0000259	Prbi.g_00663	Praw.g_01862
OG0000260	Prbi.g_00666	Praw.g_01859
OG0000261	Prbi.g_00668	Praw.g_01857
OG0000262	Prbi.g_00672	Praw.g_01853
OG0000263	Prbi.g_00684	Praw.g_01841
OG0000264	Prbi.g_00694	Praw.g_01831
OG0000265	Prbi.g_00745	Praw.g_01809
OG0000266	Prbi.g_00755	Praw.g_01799
OG0000267	Prbi.g_00766	Praw.g_01788
OG0000268	Prbi.g_00767	Praw.g_01787
OG0000269	Prbi.g_00842	Praw.g_01702
OG0000270	Prbi.g_00845	Praw.g_01699
OG0000271	Prbi.g_00853	Praw.g_01691
OG0000272	Prbi.g_00854	Praw.g_01690
OG0000273	Prbi.g_00877	Praw.g_01668
OG0000274	Prbi.g_00878	Praw.g_01667
OG0000275	Prbi.g_00881	Praw.g_01665
OG0000276	Prbi.g_00886	Praw.g_01660
OG0000277	Prbi.g_00887	Praw.g_01659
OG0000278	Prbi.g_00890	Praw.g_01656
OG0000279	Prbi.g_00897	Praw.g_01649
OG0000280	Prbi.g_00898	Praw.g_01648
OG0000281	Prbi.g_00903	Praw.g_01643
OG0000282	Prbi.g_00953	Praw.g_01595
OG0000283	Prbi.g_00986	Praw.g_01562
OG0000284	Prbi.g_00991	Praw.g_01557
OG0000285	Prbi.g_00996	Praw.g_01552
OG0000286	Prbi.g_01008	Praw.g_01540
OG0000287	Prbi.g_01025	Praw.g_01523
OG0000288	Prbi.g_01059	Praw.g_01494
OG0000289	Prbi.g_01070	Praw.g_01483
OG0000290	Prbi.g_01083	Praw.g_01470
OG0000291	Prbi.g_01085	Praw.g_01468
OG0000292	Prbi.g_01136	Praw.g_01418
OG0000293	Prbi.g_01198	Praw.g_00225
OG0000294	Prbi.g_01199	Praw.g_00226
OG0000295	Prbi.g_01219	Praw.g_00246
OG0000296	Prbi.g_01221	Praw.g_00248
OG0000297	Prbi.g_01229	Praw.g_00256
OG0000298	Prbi.g_01230	Praw.g_00257
OG0000299	Prbi.g_01247	Praw.g_00274
OG0000300	Prbi.g_01250	Praw.g_00277
OG0000301	Prbi.g_01251	Praw.g_00278
OG0000302	Prbi.g_01253	Praw.g_00280
OG0000303	Prbi.g_01260	Praw.g_00287
OG0000304	Prbi.g_01264	Praw.g_00291
OG0000305	Prbi.g_01431	Praw.g_01008
OG0000306	Prbi.g_01434	Praw.g_01011
OG0000307	Prbi.g_01448	Praw.g_01025
OG0000308	Prbi.g_01449	Praw.g_01026
OG0000309	Prbi.g_01453	Praw.g_01030
OG0000310	Prbi.g_01574	Praw.g_01098
OG0000311	Prbi.g_01576	Praw.g_01096
OG0000312	Prbi.g_01579	Praw.g_01093
OG0000313	Prbi.g_01595	Praw.g_01076
OG0000314	Prbi.g_01617	Praw.g_00363
OG0000315	Prbi.g_01627	Praw.g_00374
OG0000316	Prbi.g_01647	Praw.g_00394
OG0000317	Prbi.g_01785	Praw.g_00513
OG0000318	Prbi.g_01788	Praw.g_00516
OG0000319	Prbi.g_01801	Praw.g_00529
OG0000320	Prbi.g_01803	Praw.g_00531
OG0000321	Prbi.g_01804	Praw.g_00532
OG0000322	Prbi.g_01805	Praw.g_00533
OG0000323	Prbi.g_01814	Praw.g_00542
OG0000324	Prbi.g_01840	Praw.g_00569
OG0000325	Prbi.g_01849	Praw.g_01916
OG0000326	Prbi.g_01855	Praw.g_01910
OG0000327	Prbi.g_01897	Praw.g_00137
OG0000328	Prbi.g_01898	Praw.g_00136
OG0000329	Prbi.g_01915	Praw.g_00119
OG0000330	Prbi.g_01916	Praw.g_00118
OG0000331	Prbi.g_01917	Praw.g_00117
OG0000332	Prbi.g_01931	Praw.g_00103
OG0000333	Prbi.g_01933	Praw.g_00101
OG0000334	Prbi.g_01941	Praw.g_00093
OG0000335	Prbi.g_01946	Praw.g_00088
OG0000336	Prbi.g_01950	Praw.g_00084
OG0000337	Prbi.g_01966	Praw.g_00068
OG0000338	Prbi.g_01967	Praw.g_00067
OG0000339	Prbi.g_01971	Praw.g_00063
OG0000340	Prbi.g_01979	Praw.g_00055
OG0000341	Prbi.g_01981	Praw.g_00053
OG0000342	Prbi.g_01982	Praw.g_00052
OG0000343	Prbi.g_01983	Praw.g_00051
OG0000344	Prbi.g_01986	Praw.g_00048
OG0000345	Prbi.g_01991	Praw.g_00043
OG0000346	Prbi.g_01995	Praw.g_00038
OG0000347	Prbi.g_02011	Praw.g_00022
OG0000348	Prbi.g_02033	Praw.g_00013
OG0000349	Prbi.g_02050	Praw.g_01189
OG0000350	Prbi.g_02069	Praw.g_01170
OG0000351	Prbi.g_02086	Praw.g_01153
OG0000352	Prbi.g_02087	Praw.g_01152
OG0000353	Prbi.g_02102	Praw.g_01137
OG0000355	Prbi.g_00001	Praw.g_01135
OG0000356	Prbi.g_00002	Praw.g_01134
OG0000357	Prbi.g_00003	Praw.g_01133
OG0000358	Prbi.g_00007	Praw.g_01129
OG0000359	Prbi.g_00008	Praw.g_01128
OG0000360	Prbi.g_00009	Praw.g_01127
OG0000361	Prbi.g_00010	Praw.g_01126
OG0000362	Prbi.g_00012	Praw.g_01124
OG0000363	Prbi.g_00014	Praw.g_01414
OG0000364	Prbi.g_00015	Praw.g_01413
OG0000365	Prbi.g_00020	Praw.g_01408
OG0000366	Prbi.g_00021	Praw.g_01407
OG0000367	Prbi.g_00022	Praw.g_01406
OG0000368	Prbi.g_00024	Praw.g_01404
OG0000369	Prbi.g_00025	Praw.g_01403
OG0000370	Prbi.g_00026	Praw.g_01402
OG0000371	Prbi.g_00032	Praw.g_01396
OG0000372	Prbi.g_00035	Praw.g_01393
OG0000373	Prbi.g_00036	Praw.g_01392
OG0000374	Prbi.g_00037	Praw.g_01391
OG0000375	Prbi.g_00049	Praw.g_01388
OG0000376	Prbi.g_00051	Praw.g_01386
OG0000377	Prbi.g_00056	Praw.g_01383
OG0000378	Prbi.g_00058	Praw.g_01381
OG0000379	Prbi.g_00061	Praw.g_01378
OG0000380	Prbi.g_00073	Praw.g_01368
OG0000381	Prbi.g_00077	Praw.g_01364
OG0000382	Prbi.g_00088	Praw.g_01353
OG0000383	Prbi.g_00090	Praw.g_01351
OG0000384	Prbi.g_00091	Praw.g_01350
OG0000385	Prbi.g_00092	Praw.g_01349
OG0000386	Prbi.g_00093	Praw.g_01348
OG0000387	Prbi.g_00106	Praw.g_01336
OG0000388	Prbi.g_00109	Praw.g_01333
OG0000389	Prbi.g_00113	Praw.g_01329
OG0000390	Prbi.g_00120	Praw.g_01322
OG0000391	Prbi.g_00124	Praw.g_01319
OG0000392	Prbi.g_00128	Praw.g_01315
OG0000393	Prbi.g_00130	Praw.g_01313
OG0000394	Prbi.g_00131	Praw.g_01312
OG0000395	Prbi.g_00132	Praw.g_01311
OG0000396	Prbi.g_00135	Praw.g_01308
OG0000397	Prbi.g_00137	Praw.g_01306
OG0000398	Prbi.g_00139	Praw.g_01304
OG0000399	Prbi.g_00140	Praw.g_01303
OG0000400	Prbi.g_00141	Praw.g_01302
OG0000401	Prbi.g_00142	Praw.g_01301
OG0000402	Prbi.g_00144	Praw.g_01299
OG0000403	Prbi.g_00145	Praw.g_01298
OG0000404	Prbi.g_00146	Praw.g_01297
OG0000405	Prbi.g_00150	Praw.g_01293
OG0000406	Prbi.g_00171	Praw.g_01288
OG0000407	Prbi.g_00172	Praw.g_01287
OG0000408	Prbi.g_00174	Praw.g_01285
OG0000409	Prbi.g_00176	Praw.g_01283
OG0000410	Prbi.g_00177	Praw.g_01282
OG0000411	Prbi.g_00178	Praw.g_01281
OG0000412	Prbi.g_00179	Praw.g_01280
OG0000413	Prbi.g_00180	Praw.g_01279
OG0000414	Prbi.g_00181	Praw.g_01278
OG0000415	Prbi.g_00182	Praw.g_01277
OG0000416	Prbi.g_00183	Praw.g_01276
OG0000417	Prbi.g_00184	Praw.g_01275
OG0000418	Prbi.g_00189	Praw.g_01270
OG0000419	Prbi.g_00191	Praw.g_01268
OG0000420	Prbi.g_00192	Praw.g_01267
OG0000421	Prbi.g_00197	Praw.g_01262
OG0000422	Prbi.g_00198	Praw.g_01261
OG0000423	Prbi.g_00199	Praw.g_01260
OG0000424	Prbi.g_00200	Praw.g_01259
OG0000425	Prbi.g_00201	Praw.g_01258
OG0000426	Prbi.g_00202	Praw.g_01257
OG0000427	Prbi.g_00203	Praw.g_01256
OG0000428	Prbi.g_00205	Praw.g_01254
OG0000429	Prbi.g_00206	Praw.g_01253
OG0000430	Prbi.g_00207	Praw.g_01252
OG0000431	Prbi.g_00209	Praw.g_01250
OG0000432	Prbi.g_00212	Praw.g_01247
OG0000433	Prbi.g_00213	Praw.g_01246
OG0000434	Prbi.g_00214	Praw.g_01245
OG0000435	Prbi.g_00215	Praw.g_01244
OG0000436	Prbi.g_00220	Praw.g_01239
OG0000437	Prbi.g_00221	Praw.g_01238
OG0000438	Prbi.g_00222	Praw.g_01237
OG0000439	Prbi.g_00224	Praw.g_01235
OG0000440	Prbi.g_00225	Praw.g_01234
OG0000441	Prbi.g_00228	Praw.g_01231
OG0000442	Prbi.g_00229	Praw.g_01230
OG0000443	Prbi.g_00230	Praw.g_01229
OG0000444	Prbi.g_00235	Praw.g_01224
OG0000445	Prbi.g_00236	Praw.g_01223
OG0000446	Prbi.g_00237	Praw.g_01222
OG0000447	Prbi.g_00238	Praw.g_01221
OG0000448	Prbi.g_00239	Praw.g_01220
OG0000449	Prbi.g_00240	Praw.g_01219
OG0000450	Prbi.g_00241	Praw.g_01218
OG0000451	Prbi.g_00242	Praw.g_01217
OG0000452	Prbi.g_00245	Praw.g_01214
OG0000453	Prbi.g_00246	Praw.g_01213
OG0000454	Prbi.g_00247	Praw.g_01212
OG0000455	Prbi.g_00248	Praw.g_01211
OG0000456	Prbi.g_00249	Praw.g_01210
OG0000457	Prbi.g_00250	Praw.g_01209
OG0000458	Prbi.g_00251	Praw.g_01208
OG0000459	Prbi.g_00252	Praw.g_01207
OG0000460	Prbi.g_00259	Praw.g_01200
OG0000461	Prbi.g_00266	Praw.g_00891
OG0000462	Prbi.g_00268	Praw.g_00889
OG0000463	Prbi.g_00269	Praw.g_00888
OG0000464	Prbi.g_00270	Praw.g_00887
OG0000465	Prbi.g_00271	Praw.g_00886
OG0000466	Prbi.g_00274	Praw.g_00883
OG0000467	Prbi.g_00275	Praw.g_00882
OG0000468	Prbi.g_00277	Praw.g_00880
OG0000469	Prbi.g_00286	Praw.g_00872
OG0000470	Prbi.g_00288	Praw.g_00870
OG0000471	Prbi.g_00289	Praw.g_00869
OG0000472	Prbi.g_00290	Praw.g_00868
OG0000473	Prbi.g_00292	Praw.g_00866
OG0000474	Prbi.g_00293	Praw.g_00865
OG0000475	Prbi.g_00294	Praw.g_00864
OG0000476	Prbi.g_00295	Praw.g_00863
OG0000477	Prbi.g_00299	Praw.g_00859
OG0000478	Prbi.g_00300	Praw.g_00858
OG0000479	Prbi.g_00301	Praw.g_00857
OG0000480	Prbi.g_00306	Praw.g_00852
OG0000481	Prbi.g_00308	Praw.g_00850
OG0000482	Prbi.g_00309	Praw.g_00849
OG0000483	Prbi.g_00312	Praw.g_00846
OG0000484	Prbi.g_00313	Praw.g_00845
OG0000485	Prbi.g_00314	Praw.g_00844
OG0000486	Prbi.g_00315	Praw.g_00843
OG0000487	Prbi.g_00319	Praw.g_00839
OG0000488	Prbi.g_00322	Praw.g_00836
OG0000489	Prbi.g_00327	Praw.g_00831
OG0000490	Prbi.g_00332	Praw.g_00826
OG0000491	Prbi.g_00333	Praw.g_00825
OG0000492	Prbi.g_00335	Praw.g_00823
OG0000493	Prbi.g_00336	Praw.g_00822
OG0000494	Prbi.g_00337	Praw.g_00821
OG0000495	Prbi.g_00338	Praw.g_00820
OG0000496	Prbi.g_00339	Praw.g_00819
OG0000497	Prbi.g_00340	Praw.g_00818
OG0000498	Prbi.g_00341	Praw.g_00817
OG0000499	Prbi.g_00342	Praw.g_00816
OG0000500	Prbi.g_00343	Praw.g_00815
OG0000501	Prbi.g_00345	Praw.g_00813
OG0000502	Prbi.g_00348	Praw.g_00810
OG0000503	Prbi.g_00358	Praw.g_00796
OG0000504	Prbi.g_00359	Praw.g_00795
OG0000505	Prbi.g_00360	Praw.g_00794
OG0000506	Prbi.g_00362	Praw.g_00792
OG0000507	Prbi.g_00365	Praw.g_00790
OG0000508	Prbi.g_00369	Praw.g_00787
OG0000509	Prbi.g_00371	Praw.g_00785
OG0000510	Prbi.g_00372	Praw.g_00784
OG0000511	Prbi.g_00373	Praw.g_00783
OG0000512	Prbi.g_00375	Praw.g_00781
OG0000513	Prbi.g_00382	Praw.g_00774
OG0000514	Prbi.g_00432	Praw.g_00716
OG0000515	Prbi.g_00433	Praw.g_00715
OG0000516	Prbi.g_00434	Praw.g_00714
OG0000517	Prbi.g_00436	Praw.g_00712
OG0000518	Prbi.g_00447	Praw.g_00701
OG0000519	Prbi.g_00448	Praw.g_00700
OG0000520	Prbi.g_00449	Praw.g_00699
OG0000521	Prbi.g_00454	Praw.g_00694
OG0000522	Prbi.g_00456	Praw.g_00692
OG0000523	Prbi.g_00457	Praw.g_00691
OG0000524	Prbi.g_00463	Praw.g_00686
OG0000525	Prbi.g_00466	Praw.g_00683
OG0000526	Prbi.g_00467	Praw.g_00682
OG0000527	Prbi.g_00476	Praw.g_00674
OG0000528	Prbi.g_00481	Praw.g_00669
OG0000529	Prbi.g_00484	Praw.g_00666
OG0000530	Prbi.g_00487	Praw.g_00664
OG0000531	Prbi.g_00488	Praw.g_00663
OG0000532	Prbi.g_00490	Praw.g_00661
