Orthogroup	Prbi	Syat
OG0000177	Prbi.g_00005	Syat.g_02338
OG0000178	Prbi.g_00006	Syat.g_02337
OG0000179	Prbi.g_00016	Syat.g_02322
OG0000180	Prbi.g_00017	Syat.g_02321
OG0000181	Prbi.g_00018	Syat.g_02320
OG0000182	Prbi.g_00019	Syat.g_02319
OG0000183	Prbi.g_00023	Syat.g_02315
OG0000184	Prbi.g_00057	Syat.g_02704
OG0000185	Prbi.g_00060	Syat.g_02719
OG0000186	Prbi.g_00071	Syat.g_01463
OG0000187	Prbi.g_00072	Syat.g_01467
OG0000188	Prbi.g_00089	Syat.g_01489
OG0000189	Prbi.g_00103	Syat.g_00386, Syat.g_01557
OG0000190	Prbi.g_00104	Syat.g_00330
OG0000191	Prbi.g_00125	Syat.g_03344, Syat.g_02939
OG0000192	Prbi.g_00129	Syat.g_02933
OG0000193	Prbi.g_00170	Syat.g_02897
OG0000194	Prbi.g_00173	Syat.g_02894
OG0000195	Prbi.g_00175	Syat.g_02892
OG0000196	Prbi.g_00185	Syat.g_02867
OG0000197	Prbi.g_00186	Syat.g_02866
OG0000198	Prbi.g_00187	Syat.g_02865
OG0000199	Prbi.g_00194	Syat.g_02857
OG0000200	Prbi.g_00208	Syat.g_02840
OG0000201	Prbi.g_00216	Syat.g_02821
OG0000202	Prbi.g_00217	Syat.g_02820
OG0000203	Prbi.g_00218	Syat.g_02819
OG0000204	Prbi.g_00219	Syat.g_02818
OG0000205	Prbi.g_00226	Syat.g_02809
OG0000206	Prbi.g_00231	Syat.g_02785
OG0000207	Prbi.g_00233	Syat.g_02778
OG0000208	Prbi.g_00234	Syat.g_02777
OG0000209	Prbi.g_00243	Syat.g_02735
OG0000210	Prbi.g_00244	Syat.g_02734
OG0000211	Prbi.g_00257	Syat.g_01452
OG0000212	Prbi.g_00264	Syat.g_01442
OG0000213	Prbi.g_00281	Syat.g_01889
OG0000214	Prbi.g_00291	Syat.g_02042
OG0000215	Prbi.g_00316	Syat.g_02075
OG0000216	Prbi.g_00318	Syat.g_02079
OG0000217	Prbi.g_00321	Syat.g_02085
OG0000218	Prbi.g_00323	Syat.g_02087
OG0000219	Prbi.g_00324	Syat.g_02088
OG0000220	Prbi.g_00325	Syat.g_02089
OG0000221	Prbi.g_00326	Syat.g_02095
OG0000222	Prbi.g_00334	Syat.g_02109
OG0000223	Prbi.g_00347	Syat.g_02570
OG0000224	Prbi.g_00349	Syat.g_02139
OG0000225	Prbi.g_00370	Syat.g_01595
OG0000226	Prbi.g_00374	Syat.g_01588
OG0000228	Prbi.g_00379	Syat.g_02952
OG0000229	Prbi.g_00437	Syat.g_02970
OG0000230	Prbi.g_00439	Syat.g_02972
OG0000231	Prbi.g_00450	Syat.g_01283
OG0000232	Prbi.g_00459	Syat.g_01313
OG0000233	Prbi.g_00465	Syat.g_01407
OG0000234	Prbi.g_00479	Syat.g_01369
OG0000235	Prbi.g_00482	Syat.g_03169
OG0000236	Prbi.g_00496	Syat.g_03186
OG0000237	Prbi.g_00509	Syat.g_03214
OG0000238	Prbi.g_00515	Syat.g_03219
OG0000239	Prbi.g_00528	Syat.g_01105
OG0000240	Prbi.g_00529	Syat.g_01104
OG0000241	Prbi.g_00533	Syat.g_00111
OG0000242	Prbi.g_00535	Syat.g_01077
OG0000243	Prbi.g_00546	Syat.g_00092
OG0000244	Prbi.g_00549	Syat.g_00082
OG0000245	Prbi.g_00551	Syat.g_00080
OG0000246	Prbi.g_00555	Syat.g_00076
OG0000247	Prbi.g_00565	Syat.g_00065
OG0000248	Prbi.g_00567	Syat.g_00062
OG0000249	Prbi.g_00569	Syat.g_00060
OG0000250	Prbi.g_00574	Syat.g_00053
OG0000251	Prbi.g_00593	Syat.g_00027
OG0000252	Prbi.g_00596	Syat.g_00022
OG0000253	Prbi.g_00597	Syat.g_00021
OG0000254	Prbi.g_00613	Syat.g_03407
OG0000255	Prbi.g_00619	Syat.g_02405
OG0000256	Prbi.g_00629	Syat.g_03306
OG0000257	Prbi.g_00632	Syat.g_00109
OG0000258	Prbi.g_00646	Syat.g_00382
OG0000259	Prbi.g_00663	Syat.g_00342
OG0000260	Prbi.g_00666	Syat.g_00392
OG0000261	Prbi.g_00668	Syat.g_00400
OG0000262	Prbi.g_00672	Syat.g_00407
OG0000263	Prbi.g_00684	Syat.g_00200
OG0000266	Prbi.g_00755	Syat.g_00671
OG0000267	Prbi.g_00766	Syat.g_00636
OG0000268	Prbi.g_00767	Syat.g_00634
OG0000269	Prbi.g_00842	Syat.g_00474, Syat.g_00126
OG0000270	Prbi.g_00845	Syat.g_00477
OG0000271	Prbi.g_00853	Syat.g_00485
OG0000272	Prbi.g_00854	Syat.g_00486
OG0000273	Prbi.g_00877	Syat.g_00520
OG0000274	Prbi.g_00878	Syat.g_00521
OG0000275	Prbi.g_00881	Syat.g_00718
OG0000276	Prbi.g_00886	Syat.g_00725
OG0000277	Prbi.g_00887	Syat.g_00738
OG0000278	Prbi.g_00890	Syat.g_00741
OG0000279	Prbi.g_00897	Syat.g_00755
OG0000280	Prbi.g_00898	Syat.g_01669
OG0000281	Prbi.g_00903	Syat.g_00960
OG0000282	Prbi.g_00953	Syat.g_00431
OG0000283	Prbi.g_00986	Syat.g_00620
OG0000284	Prbi.g_00991	Syat.g_00614
OG0000285	Prbi.g_00996	Syat.g_00607
OG0000286	Prbi.g_01008	Syat.g_00579
OG0000287	Prbi.g_01025	Syat.g_00550
OG0000288	Prbi.g_01059	Syat.g_00709
OG0000289	Prbi.g_01070	Syat.g_00695
OG0000290	Prbi.g_01083	Syat.g_00805
OG0000291	Prbi.g_01085	Syat.g_00807
OG0000292	Prbi.g_01136	Syat.g_02388
OG0000293	Prbi.g_01198	Syat.g_03241
OG0000294	Prbi.g_01199	Syat.g_03248
OG0000295	Prbi.g_01219	Syat.g_00297
OG0000296	Prbi.g_01221	Syat.g_00295
OG0000297	Prbi.g_01229	Syat.g_00226
OG0000298	Prbi.g_01230	Syat.g_00225
OG0000299	Prbi.g_01247	Syat.g_00910
OG0000300	Prbi.g_01250	Syat.g_00904
OG0000301	Prbi.g_01251	Syat.g_00903
OG0000302	Prbi.g_01253	Syat.g_00901
OG0000303	Prbi.g_01260	Syat.g_00892
OG0000304	Prbi.g_01264	Syat.g_00885
OG0000305	Prbi.g_01431	Syat.g_00809
OG0000306	Prbi.g_01434	Syat.g_01704
OG0000307	Prbi.g_01448	Syat.g_01304
OG0000308	Prbi.g_01449	Syat.g_01306
OG0000309	Prbi.g_01453	Syat.g_01417
OG0000310	Prbi.g_01574	Syat.g_01246
OG0000311	Prbi.g_01576	Syat.g_01242
OG0000312	Prbi.g_01579	Syat.g_01237
OG0000313	Prbi.g_01595	Syat.g_01183
OG0000314	Prbi.g_01617	Syat.g_01341
OG0000315	Prbi.g_01627	Syat.g_01351
OG0000316	Prbi.g_01647	Syat.g_03082
OG0000317	Prbi.g_01785	Syat.g_03120
OG0000318	Prbi.g_01788	Syat.g_03125
OG0000319	Prbi.g_01801	Syat.g_03055
OG0000320	Prbi.g_01803	Syat.g_03053
OG0000321	Prbi.g_01804	Syat.g_03052
OG0000322	Prbi.g_01805	Syat.g_03051
OG0000323	Prbi.g_01814	Syat.g_03038
OG0000324	Prbi.g_01840	Syat.g_02998
OG0000325	Prbi.g_01849	Syat.g_01861
OG0000326	Prbi.g_01855	Syat.g_01854
OG0000327	Prbi.g_01897	Syat.g_01827
OG0000328	Prbi.g_01898	Syat.g_01826
OG0000329	Prbi.g_01915	Syat.g_01808
OG0000330	Prbi.g_01916	Syat.g_01807
OG0000331	Prbi.g_01917	Syat.g_01806
OG0000332	Prbi.g_01931	Syat.g_01790
OG0000333	Prbi.g_01933	Syat.g_01787
OG0000334	Prbi.g_01941	Syat.g_01657
OG0000335	Prbi.g_01946	Syat.g_01652
OG0000336	Prbi.g_01950	Syat.g_01648
OG0000337	Prbi.g_01966	Syat.g_02144
OG0000338	Prbi.g_01967	Syat.g_02146
OG0000339	Prbi.g_01971	Syat.g_02155, Syat.g_01055
OG0000340	Prbi.g_01979	Syat.g_02165
OG0000341	Prbi.g_01981	Syat.g_02167
OG0000342	Prbi.g_01982	Syat.g_02168
OG0000343	Prbi.g_01983	Syat.g_02185
OG0000344	Prbi.g_01986	Syat.g_02189
OG0000345	Prbi.g_01991	Syat.g_02202
OG0000346	Prbi.g_01995	Syat.g_02207
OG0000347	Prbi.g_02011	Syat.g_02234
OG0000348	Prbi.g_02033	Syat.g_02264
OG0000349	Prbi.g_02050	Syat.g_02291
OG0000350	Prbi.g_02069	Syat.g_01847
OG0000351	Prbi.g_02086	Syat.g_02411
OG0000352	Prbi.g_02087	Syat.g_02410
OG0000353	Prbi.g_02102	Syat.g_00955, Syat.g_02377
OG0000355	Prbi.g_00001	Syat.g_02375
OG0000356	Prbi.g_00002	Syat.g_02374
OG0000357	Prbi.g_00003	Syat.g_02373
OG0000358	Prbi.g_00007	Syat.g_02336
OG0000359	Prbi.g_00008	Syat.g_02334
OG0000360	Prbi.g_00009	Syat.g_02333
OG0000361	Prbi.g_00010	Syat.g_02332
OG0000362	Prbi.g_00012	Syat.g_02330
OG0000363	Prbi.g_00014	Syat.g_02328
OG0000364	Prbi.g_00015	Syat.g_03122
OG0000365	Prbi.g_00020	Syat.g_02318
OG0000366	Prbi.g_00021	Syat.g_02317
OG0000367	Prbi.g_00022	Syat.g_02316
OG0000368	Prbi.g_00024	Syat.g_02314
OG0000369	Prbi.g_00025	Syat.g_02313
OG0000370	Prbi.g_00026	Syat.g_02312
OG0000371	Prbi.g_00032	Syat.g_02304
OG0000372	Prbi.g_00035	Syat.g_02298
OG0000373	Prbi.g_00036	Syat.g_02297
OG0000374	Prbi.g_00037	Syat.g_02296
OG0000375	Prbi.g_00049	Syat.g_02295
OG0000376	Prbi.g_00051	Syat.g_02293
OG0000377	Prbi.g_00056	Syat.g_02695
OG0000378	Prbi.g_00058	Syat.g_02715
OG0000379	Prbi.g_00061	Syat.g_02720
OG0000380	Prbi.g_00073	Syat.g_01468
OG0000381	Prbi.g_00077	Syat.g_01470
OG0000382	Prbi.g_00088	Syat.g_01488
OG0000383	Prbi.g_00090	Syat.g_01521
OG0000384	Prbi.g_00091	Syat.g_01522
OG0000385	Prbi.g_00092	Syat.g_01523
OG0000386	Prbi.g_00093	Syat.g_01524
OG0000387	Prbi.g_00106	Syat.g_01561
OG0000388	Prbi.g_00109	Syat.g_01565
OG0000389	Prbi.g_00113	Syat.g_01569
OG0000390	Prbi.g_00120	Syat.g_02945
OG0000391	Prbi.g_00124	Syat.g_02940
OG0000392	Prbi.g_00128	Syat.g_02934
OG0000393	Prbi.g_00130	Syat.g_02931
OG0000394	Prbi.g_00131	Syat.g_02930
OG0000395	Prbi.g_00132	Syat.g_02929
OG0000396	Prbi.g_00135	Syat.g_02927
OG0000397	Prbi.g_00137	Syat.g_02925
OG0000398	Prbi.g_00139	Syat.g_02920
OG0000399	Prbi.g_00140	Syat.g_02919
OG0000400	Prbi.g_00141	Syat.g_02918
OG0000401	Prbi.g_00142	Syat.g_02917
OG0000402	Prbi.g_00144	Syat.g_02915
OG0000403	Prbi.g_00145	Syat.g_02914
OG0000404	Prbi.g_00146	Syat.g_02913
OG0000405	Prbi.g_00150	Syat.g_02900
OG0000406	Prbi.g_00171	Syat.g_02896
OG0000407	Prbi.g_00172	Syat.g_02895
OG0000408	Prbi.g_00174	Syat.g_02893
OG0000409	Prbi.g_00176	Syat.g_02891
OG0000410	Prbi.g_00177	Syat.g_02890
OG0000411	Prbi.g_00178	Syat.g_02889
OG0000412	Prbi.g_00179	Syat.g_02888
OG0000413	Prbi.g_00180	Syat.g_02886
OG0000414	Prbi.g_00181	Syat.g_02885
OG0000415	Prbi.g_00182	Syat.g_02884
OG0000416	Prbi.g_00183	Syat.g_02883
OG0000417	Prbi.g_00184	Syat.g_02868
OG0000418	Prbi.g_00189	Syat.g_02863
OG0000419	Prbi.g_00191	Syat.g_02861
OG0000420	Prbi.g_00192	Syat.g_02859
OG0000421	Prbi.g_00197	Syat.g_02855
OG0000422	Prbi.g_00198	Syat.g_02854
OG0000423	Prbi.g_00199	Syat.g_02853
OG0000424	Prbi.g_00200	Syat.g_02852
OG0000425	Prbi.g_00201	Syat.g_02851
OG0000426	Prbi.g_00202	Syat.g_02850
OG0000427	Prbi.g_00203	Syat.g_02849
OG0000428	Prbi.g_00205	Syat.g_02846
OG0000429	Prbi.g_00206	Syat.g_02843
OG0000430	Prbi.g_00207	Syat.g_02841
OG0000431	Prbi.g_00209	Syat.g_02838
OG0000432	Prbi.g_00212	Syat.g_02832
OG0000433	Prbi.g_00213	Syat.g_02829
OG0000434	Prbi.g_00214	Syat.g_02828
OG0000435	Prbi.g_00215	Syat.g_02824
OG0000436	Prbi.g_00220	Syat.g_02817
OG0000437	Prbi.g_00221	Syat.g_02558
OG0000438	Prbi.g_00222	Syat.g_02813
OG0000439	Prbi.g_00224	Syat.g_02811
OG0000440	Prbi.g_00225	Syat.g_02810
OG0000441	Prbi.g_00228	Syat.g_02807
OG0000442	Prbi.g_00229	Syat.g_02797
OG0000443	Prbi.g_00230	Syat.g_02787
OG0000444	Prbi.g_00235	Syat.g_02756
OG0000445	Prbi.g_00236	Syat.g_02755
OG0000446	Prbi.g_00237	Syat.g_02753
OG0000447	Prbi.g_00238	Syat.g_02749
OG0000448	Prbi.g_00239	Syat.g_02748
OG0000449	Prbi.g_00240	Syat.g_02747
OG0000450	Prbi.g_00241	Syat.g_02738
OG0000451	Prbi.g_00242	Syat.g_02737
OG0000452	Prbi.g_00245	Syat.g_02732
OG0000453	Prbi.g_00246	Syat.g_02731
OG0000454	Prbi.g_00247	Syat.g_02730
OG0000455	Prbi.g_00248	Syat.g_02729
OG0000456	Prbi.g_00249	Syat.g_02728
OG0000457	Prbi.g_00250	Syat.g_02726
OG0000458	Prbi.g_00251	Syat.g_02725
OG0000459	Prbi.g_00252	Syat.g_02724
OG0000460	Prbi.g_00259	Syat.g_01450
OG0000461	Prbi.g_00266	Syat.g_01866
OG0000462	Prbi.g_00268	Syat.g_01868
OG0000463	Prbi.g_00269	Syat.g_01869
OG0000464	Prbi.g_00270	Syat.g_01870
OG0000465	Prbi.g_00271	Syat.g_01872
OG0000466	Prbi.g_00274	Syat.g_01877
OG0000467	Prbi.g_00275	Syat.g_01878
OG0000468	Prbi.g_00277	Syat.g_01884
OG0000469	Prbi.g_00286	Syat.g_02000
OG0000470	Prbi.g_00288	Syat.g_02038
OG0000471	Prbi.g_00289	Syat.g_02039
OG0000472	Prbi.g_00290	Syat.g_02041
OG0000473	Prbi.g_00292	Syat.g_02043
OG0000474	Prbi.g_00293	Syat.g_02044
OG0000475	Prbi.g_00294	Syat.g_02045
OG0000476	Prbi.g_00295	Syat.g_02047
OG0000477	Prbi.g_00299	Syat.g_02053
OG0000478	Prbi.g_00300	Syat.g_02054
OG0000479	Prbi.g_00301	Syat.g_02056
OG0000480	Prbi.g_00306	Syat.g_02063
OG0000481	Prbi.g_00308	Syat.g_02066
OG0000482	Prbi.g_00309	Syat.g_02067
OG0000483	Prbi.g_00312	Syat.g_02071
OG0000484	Prbi.g_00313	Syat.g_02072
OG0000485	Prbi.g_00314	Syat.g_02073
OG0000486	Prbi.g_00315	Syat.g_02074
OG0000487	Prbi.g_00319	Syat.g_02080
OG0000488	Prbi.g_00322	Syat.g_02086
OG0000489	Prbi.g_00327	Syat.g_02097
OG0000490	Prbi.g_00332	Syat.g_02106
OG0000491	Prbi.g_00333	Syat.g_02107
OG0000492	Prbi.g_00335	Syat.g_02110
OG0000493	Prbi.g_00336	Syat.g_02111
OG0000494	Prbi.g_00337	Syat.g_02112
OG0000495	Prbi.g_00338	Syat.g_02120
OG0000496	Prbi.g_00339	Syat.g_02121
OG0000497	Prbi.g_00340	Syat.g_02122
OG0000498	Prbi.g_00341	Syat.g_02123
OG0000499	Prbi.g_00342	Syat.g_02124
OG0000500	Prbi.g_00343	Syat.g_02125
OG0000501	Prbi.g_00345	Syat.g_02128
OG0000502	Prbi.g_00348	Syat.g_02135
OG0000503	Prbi.g_00358	Syat.g_01614
OG0000504	Prbi.g_00359	Syat.g_01612
OG0000505	Prbi.g_00360	Syat.g_01611
OG0000506	Prbi.g_00362	Syat.g_01609
OG0000507	Prbi.g_00365	Syat.g_01603
OG0000508	Prbi.g_00369	Syat.g_01596
OG0000509	Prbi.g_00371	Syat.g_01591
OG0000510	Prbi.g_00372	Syat.g_01590
OG0000511	Prbi.g_00373	Syat.g_01589
OG0000512	Prbi.g_00375	Syat.g_01587
OG0000513	Prbi.g_00382	Syat.g_02957
OG0000514	Prbi.g_00432	Syat.g_02962
OG0000515	Prbi.g_00433	Syat.g_02963
OG0000516	Prbi.g_00434	Syat.g_02965
OG0000517	Prbi.g_00436	Syat.g_02969
OG0000518	Prbi.g_00447	Syat.g_01286
OG0000519	Prbi.g_00448	Syat.g_01285
OG0000520	Prbi.g_00449	Syat.g_01284
OG0000521	Prbi.g_00454	Syat.g_01319
OG0000522	Prbi.g_00456	Syat.g_01317
OG0000523	Prbi.g_00457	Syat.g_01316
OG0000524	Prbi.g_00463	Syat.g_01409
OG0000525	Prbi.g_00466	Syat.g_01382
OG0000526	Prbi.g_00467	Syat.g_01380
OG0000527	Prbi.g_00476	Syat.g_01373
OG0000528	Prbi.g_00481	Syat.g_03167
OG0000529	Prbi.g_00484	Syat.g_03171
OG0000530	Prbi.g_00487	Syat.g_03174
OG0000531	Prbi.g_00488	Syat.g_03175
OG0000532	Prbi.g_00490	Syat.g_03178
OG0000533	Prbi.g_00491	Syat.g_03180
OG0000534	Prbi.g_00492	Syat.g_03181
OG0000535	Prbi.g_00493	Syat.g_03182
OG0000536	Prbi.g_00494	Syat.g_03183
OG0000537	Prbi.g_00495	Syat.g_03185
OG0000538	Prbi.g_00503	Syat.g_03204
OG0000539	Prbi.g_00504	Syat.g_03206
OG0000540	Prbi.g_00505	Syat.g_03207
OG0000541	Prbi.g_00506	Syat.g_03208
OG0000542	Prbi.g_00508	Syat.g_03213
OG0000543	Prbi.g_00510	Syat.g_03215
OG0000544	Prbi.g_00511	Syat.g_03216
OG0000545	Prbi.g_00513	Syat.g_03218
OG0000546	Prbi.g_00516	Syat.g_03220
OG0000547	Prbi.g_00518	Syat.g_03222
OG0000548	Prbi.g_00519	Syat.g_03223
OG0000549	Prbi.g_00521	Syat.g_01795
OG0000550	Prbi.g_00526	Syat.g_01107
OG0000551	Prbi.g_00530	Syat.g_01103
OG0000552	Prbi.g_00531	Syat.g_01102
OG0000553	Prbi.g_00532	Syat.g_01098
OG0000554	Prbi.g_00537	Syat.g_03271
OG0000555	Prbi.g_00545	Syat.g_00093
OG0000556	Prbi.g_00547	Syat.g_00088
OG0000557	Prbi.g_00548	Syat.g_00083
OG0000558	Prbi.g_00550	Syat.g_00081
OG0000559	Prbi.g_00554	Syat.g_00077
OG0000560	Prbi.g_00557	Syat.g_00074
OG0000561	Prbi.g_00558	Syat.g_00073
OG0000562	Prbi.g_00559	Syat.g_00072
OG0000563	Prbi.g_00560	Syat.g_00071
OG0000564	Prbi.g_00561	Syat.g_00070
OG0000565	Prbi.g_00564	Syat.g_00067
OG0000566	Prbi.g_00566	Syat.g_00063
