Orthogroup	Pras	Pram
OG0000034	Pras.g_00350	Pram.g_01381, Pram.g_01378
OG0000035	Pras.g_00464, Pras.g_00538	Pram.g_00391
OG0000036	Pras.g_00001	Pram.g_01275
OG0000038	Pras.g_00331	Pram.g_01413
OG0000041	Pras.g_01499	Pram.g_00561
OG0000045	Pras.g_01462	Pram.g_01559
OG0000046	Pras.g_01662	Pram.g_01287
OG0000047	Pras.g_00056	Pram.g_01140
OG0000048	Pras.g_00096	Pram.g_00040
OG0000049	Pras.g_00291, Pras.g_00290	Pram.g_01447
OG0000050	Pras.g_01017	Pram.g_00151
OG0000051	Pras.g_01213	Pram.g_00689
OG0000052	Pras.g_01285	Pram.g_01587
OG0000053	Pras.g_01606	Pram.g_00801
OG0000054	Pras.g_00543	Pram.g_01265
OG0000055	Pras.g_00883, Pras.g_00743	Pram.g_01833
OG0000056	Pras.g_00873	Pram.g_00018
OG0000057	Pras.g_01008	Pram.g_00142
OG0000058	Pras.g_01223	Pram.g_00677
OG0000059	Pras.g_01416	Pram.g_01558
OG0000062	Pras.g_01723	Pram.g_00832
OG0000065	Pras.g_01089	Pram.g_00224
OG0000066	Pras.g_01353	Pram.g_00411
OG0000067	Pras.g_01574	Pram.g_00792
OG0000068	Pras.g_01636, Pras.g_00529, Pras.g_01594	Pram.g_00631
OG0000070	Pras.g_01934	Pram.g_00888
OG0000071	Pras.g_00150	Pram.g_01112
OG0000072	Pras.g_00209	Pram.g_01230
OG0000074	Pras.g_00272, Pras.g_00273, Pras.g_00271, Pras.g_00330	Pram.g_01446
OG0000075	Pras.g_00687	Pram.g_01770
OG0000076	Pras.g_00326	Pram.g_01339
OG0000077	Pras.g_00853	Pram.g_01949
OG0000078	Pras.g_01174	Pram.g_00310
OG0000079	Pras.g_01236	Pram.g_01589
OG0000080	Pras.g_00327, Pras.g_01545	Pram.g_01039
OG0000081	Pras.g_01567	Pram.g_00782
OG0000082	Pras.g_01708	Pram.g_00816
OG0000083	Pras.g_01772	Pram.g_01161
OG0000084	Pras.g_01859	Pram.g_00943
OG0000085	Pras.g_01982	Pram.g_01185
OG0000086	Pras.g_00023	Pram.g_01546
OG0000087	Pras.g_00494	Pram.g_01510
OG0000090	Pras.g_00294	Pram.g_01445
OG0000091	Pras.g_00358	Pram.g_01370
OG0000092	Pras.g_00477	Pram.g_01554
OG0000093	Pras.g_00637	Pram.g_01719
OG0000094	Pras.g_00684	Pram.g_01766
OG0000095	Pras.g_00717	Pram.g_01805
OG0000096	Pras.g_00789	Pram.g_01878
OG0000097	Pras.g_00131	Pram.g_01898
OG0000098	Pras.g_00845	Pram.g_01941
OG0000099	Pras.g_00865	Pram.g_00010
OG0000100	Pras.g_01273	Pram.g_01588
OG0000101	Pras.g_00902	Pram.g_00036
OG0000102	Pras.g_00964	Pram.g_00099
OG0000103	Pras.g_00972	Pram.g_00108
OG0000104	Pras.g_00990	Pram.g_00125
OG0000105	Pras.g_01021	Pram.g_00155
OG0000106	Pras.g_01035	Pram.g_00168
OG0000107	Pras.g_01043	Pram.g_00177
OG0000108	Pras.g_01053	Pram.g_00187
OG0000109	Pras.g_01091	Pram.g_00227
OG0000110	Pras.g_01103	Pram.g_00239
OG0000111	Pras.g_01126	Pram.g_00262
OG0000113	Pras.g_01148	Pram.g_00286
OG0000114	Pras.g_01177	Pram.g_00313
OG0000115	Pras.g_01352	Pram.g_00410
OG0000116	Pras.g_01354	Pram.g_00412
OG0000117	Pras.g_01358	Pram.g_00416
OG0000118	Pras.g_01377	Pram.g_00437
OG0000119	Pras.g_01409	Pram.g_00470
OG0000120	Pras.g_01410	Pram.g_00471
OG0000121	Pras.g_01420	Pram.g_00480
OG0000122	Pras.g_01429	Pram.g_00489
OG0000123	Pras.g_01461	Pram.g_00522
OG0000124	Pras.g_01527	Pram.g_01059
OG0000125	Pras.g_01528	Pram.g_01058
OG0000126	Pras.g_01529	Pram.g_01057
OG0000127	Pras.g_01562	Pram.g_00777
OG0000128	Pras.g_01608, Pras.g_00302	Pram.g_00803
OG0000129	Pras.g_01628	Pram.g_01006
OG0000130	Pras.g_01686	Pram.g_00905
OG0000131	Pras.g_01699	Pram.g_00807
OG0000132	Pras.g_01734	Pram.g_00843
OG0000133	Pras.g_01818	Pram.g_00751
OG0000134	Pras.g_01827	Pram.g_01038
OG0000135	Pras.g_01863	Pram.g_00947
OG0000136	Pras.g_01931	Pram.g_00891
OG0000137	Pras.g_00026	Pram.g_01549
OG0000139	Pras.g_00062	Pram.g_01133
OG0000140	Pras.g_00114	Pram.g_00571
OG0000141	Pras.g_00122	Pram.g_01254
OG0000142	Pras.g_00221, Pras.g_00222	Pram.g_01242
OG0000143	Pras.g_00250	Pram.g_01468
OG0000144	Pras.g_00337	Pram.g_01393
OG0000145	Pras.g_00351	Pram.g_01377
OG0000146	Pras.g_00388	Pram.g_01341
OG0000147	Pras.g_00430	Pram.g_01294
OG0000148	Pras.g_00431	Pram.g_01293
OG0000149	Pras.g_00548	Pram.g_01629
OG0000150	Pras.g_00586	Pram.g_01669
OG0000151	Pras.g_00589	Pram.g_01672
OG0000152	Pras.g_00609	Pram.g_01691
OG0000153	Pras.g_00646	Pram.g_01728
OG0000154	Pras.g_00682	Pram.g_01764
OG0000155	Pras.g_00700	Pram.g_01783
OG0000156	Pras.g_00728	Pram.g_01817
OG0000157	Pras.g_00761	Pram.g_01851
OG0000158	Pras.g_00824	Pram.g_01917
OG0000160	Pras.g_00843	Pram.g_01939
OG0000161	Pras.g_00844	Pram.g_01940
OG0000162	Pras.g_00846	Pram.g_01942
OG0000163	Pras.g_00847	Pram.g_01943
OG0000164	Pras.g_00848	Pram.g_01944
OG0000165	Pras.g_00849	Pram.g_01945
OG0000166	Pras.g_00850	Pram.g_01946
OG0000167	Pras.g_00851	Pram.g_01947
OG0000168	Pras.g_00852	Pram.g_01948
OG0000169	Pras.g_00854	Pram.g_01950
OG0000170	Pras.g_00856	Pram.g_00001
OG0000171	Pras.g_00857	Pram.g_00002
OG0000172	Pras.g_00858	Pram.g_00003
OG0000173	Pras.g_00859	Pram.g_00004
OG0000174	Pras.g_00860	Pram.g_00005
OG0000175	Pras.g_00861	Pram.g_00006
OG0000176	Pras.g_00862	Pram.g_00007
OG0000177	Pras.g_00863	Pram.g_00008
OG0000178	Pras.g_00864	Pram.g_00009
OG0000179	Pras.g_00866	Pram.g_00011
OG0000180	Pras.g_00867	Pram.g_00012
OG0000181	Pras.g_00868	Pram.g_00013
OG0000182	Pras.g_00869	Pram.g_00014
OG0000183	Pras.g_00870	Pram.g_00015
OG0000184	Pras.g_00871	Pram.g_00016
OG0000185	Pras.g_00874	Pram.g_00019
OG0000186	Pras.g_00877	Pram.g_00021
OG0000187	Pras.g_00878	Pram.g_00022
OG0000188	Pras.g_00879	Pram.g_00023
OG0000189	Pras.g_00893	Pram.g_00024
OG0000190	Pras.g_00895	Pram.g_00026
OG0000191	Pras.g_00896	Pram.g_00028
OG0000192	Pras.g_00897	Pram.g_00029
OG0000193	Pras.g_00898	Pram.g_00030
OG0000194	Pras.g_00899	Pram.g_00033
OG0000195	Pras.g_00900	Pram.g_00034
OG0000196	Pras.g_00901	Pram.g_00035
OG0000197	Pras.g_00903	Pram.g_00037
OG0000198	Pras.g_00904	Pram.g_00038
OG0000199	Pras.g_00905	Pram.g_00039
OG0000200	Pras.g_00916	Pram.g_00048
OG0000201	Pras.g_00917	Pram.g_00049
OG0000202	Pras.g_00918	Pram.g_00050
OG0000203	Pras.g_00921	Pram.g_00054
OG0000204	Pras.g_00922	Pram.g_00055
OG0000205	Pras.g_00924	Pram.g_00058
OG0000206	Pras.g_00926	Pram.g_00060
OG0000207	Pras.g_00928	Pram.g_00062
OG0000208	Pras.g_00929	Pram.g_00063
OG0000209	Pras.g_00930	Pram.g_01536
OG0000210	Pras.g_00931	Pram.g_00064
OG0000211	Pras.g_00932	Pram.g_00065
OG0000212	Pras.g_00933	Pram.g_00066
OG0000213	Pras.g_00934	Pram.g_00067
OG0000214	Pras.g_00935	Pram.g_00068
OG0000215	Pras.g_00936	Pram.g_00069
OG0000216	Pras.g_00937	Pram.g_00070
OG0000217	Pras.g_00939	Pram.g_00072
OG0000218	Pras.g_00940	Pram.g_00073
OG0000219	Pras.g_00941	Pram.g_00074
OG0000220	Pras.g_00942	Pram.g_00075
OG0000221	Pras.g_00945	Pram.g_00078
OG0000222	Pras.g_00946	Pram.g_00079
OG0000223	Pras.g_00947	Pram.g_00080
OG0000224	Pras.g_00948	Pram.g_00081
OG0000225	Pras.g_00949	Pram.g_00082
OG0000226	Pras.g_00950	Pram.g_00083
OG0000227	Pras.g_00951	Pram.g_00085
OG0000228	Pras.g_00952	Pram.g_00086
OG0000229	Pras.g_00953	Pram.g_00087
OG0000230	Pras.g_00954	Pram.g_00088
OG0000231	Pras.g_00955	Pram.g_00089
OG0000232	Pras.g_00957	Pram.g_00090
OG0000233	Pras.g_00958	Pram.g_00091
OG0000234	Pras.g_00959	Pram.g_00092
OG0000235	Pras.g_00960	Pram.g_00093
OG0000236	Pras.g_00961	Pram.g_00096
OG0000237	Pras.g_00962	Pram.g_00097
OG0000238	Pras.g_00963	Pram.g_00098
OG0000239	Pras.g_00965	Pram.g_00100
OG0000240	Pras.g_00966	Pram.g_00101
OG0000241	Pras.g_00967	Pram.g_00102
OG0000242	Pras.g_00968	Pram.g_00103
OG0000243	Pras.g_00971	Pram.g_00106
OG0000244	Pras.g_00973	Pram.g_00109
OG0000245	Pras.g_00974	Pram.g_00110
OG0000246	Pras.g_00975	Pram.g_00111
OG0000247	Pras.g_00978	Pram.g_00113
OG0000248	Pras.g_00980	Pram.g_00115
OG0000249	Pras.g_00981	Pram.g_00117
OG0000250	Pras.g_00982	Pram.g_00118
OG0000251	Pras.g_00983	Pram.g_00119
OG0000252	Pras.g_00984	Pram.g_00120
OG0000253	Pras.g_00985	Pram.g_00121
OG0000254	Pras.g_00987	Pram.g_01001
OG0000255	Pras.g_00988	Pram.g_00123
OG0000256	Pras.g_00991	Pram.g_00126
OG0000257	Pras.g_00993	Pram.g_00128
OG0000258	Pras.g_00996	Pram.g_00130
OG0000259	Pras.g_00997	Pram.g_00131
OG0000260	Pras.g_00998	Pram.g_00132
OG0000261	Pras.g_00999	Pram.g_00133
OG0000262	Pras.g_01000	Pram.g_00134
OG0000263	Pras.g_01002	Pram.g_00136
OG0000264	Pras.g_01003	Pram.g_00137
OG0000265	Pras.g_01004	Pram.g_00138
OG0000266	Pras.g_01005	Pram.g_00139
OG0000267	Pras.g_01006	Pram.g_00140
OG0000268	Pras.g_01007	Pram.g_00141
OG0000269	Pras.g_01009	Pram.g_00143
OG0000270	Pras.g_01010	Pram.g_00144
OG0000271	Pras.g_01011	Pram.g_00145
OG0000272	Pras.g_01012	Pram.g_00146
OG0000273	Pras.g_01013	Pram.g_00147
OG0000274	Pras.g_01014	Pram.g_00148
OG0000275	Pras.g_01015	Pram.g_00149
OG0000276	Pras.g_01016	Pram.g_00150
OG0000277	Pras.g_01018	Pram.g_00152
OG0000278	Pras.g_01019	Pram.g_00153
OG0000279	Pras.g_01020	Pram.g_00154
OG0000280	Pras.g_01022	Pram.g_00156
OG0000281	Pras.g_01024	Pram.g_00157
OG0000282	Pras.g_01025	Pram.g_00158
OG0000283	Pras.g_01026	Pram.g_00159
OG0000284	Pras.g_01027	Pram.g_00160
OG0000285	Pras.g_01028	Pram.g_00161
OG0000286	Pras.g_01029	Pram.g_00162
OG0000287	Pras.g_01030	Pram.g_00163
OG0000288	Pras.g_01032	Pram.g_00165
OG0000289	Pras.g_01033	Pram.g_00166
OG0000290	Pras.g_01034	Pram.g_00167
OG0000291	Pras.g_01036	Pram.g_00169
OG0000292	Pras.g_01037	Pram.g_00171
OG0000293	Pras.g_01038	Pram.g_00172
OG0000294	Pras.g_01039	Pram.g_00173
OG0000295	Pras.g_01040	Pram.g_00174
OG0000296	Pras.g_01041	Pram.g_00175
OG0000297	Pras.g_01042	Pram.g_00176
OG0000298	Pras.g_01044	Pram.g_00178
OG0000299	Pras.g_01045	Pram.g_00179
OG0000300	Pras.g_01046	Pram.g_00180
OG0000301	Pras.g_01047	Pram.g_00181
OG0000302	Pras.g_01048	Pram.g_00182
OG0000303	Pras.g_01049	Pram.g_00183
OG0000304	Pras.g_01051	Pram.g_00185
OG0000305	Pras.g_01052	Pram.g_00186
OG0000306	Pras.g_01055	Pram.g_00189
OG0000307	Pras.g_01056	Pram.g_00190
OG0000308	Pras.g_01057	Pram.g_00191
OG0000309	Pras.g_01059	Pram.g_00192
OG0000310	Pras.g_01060	Pram.g_00193
OG0000311	Pras.g_01061	Pram.g_00194
OG0000312	Pras.g_01062	Pram.g_00195
OG0000313	Pras.g_01063	Pram.g_00196
OG0000314	Pras.g_01064	Pram.g_00197
OG0000315	Pras.g_01065	Pram.g_00198
OG0000316	Pras.g_01066	Pram.g_00199
OG0000317	Pras.g_01067	Pram.g_00200
OG0000318	Pras.g_01068	Pram.g_00201
OG0000319	Pras.g_01069	Pram.g_00202
OG0000320	Pras.g_01070	Pram.g_00203
OG0000321	Pras.g_01071	Pram.g_00204
OG0000322	Pras.g_01072	Pram.g_00205
OG0000323	Pras.g_01073	Pram.g_00206
OG0000324	Pras.g_01074	Pram.g_00207
OG0000325	Pras.g_01075	Pram.g_00208
OG0000326	Pras.g_01076	Pram.g_00209
OG0000327	Pras.g_01077	Pram.g_00210
OG0000328	Pras.g_01078	Pram.g_00212
OG0000329	Pras.g_01079	Pram.g_00213
OG0000330	Pras.g_01080	Pram.g_00214
OG0000331	Pras.g_01081	Pram.g_00216
OG0000332	Pras.g_01082	Pram.g_00217
OG0000333	Pras.g_01083	Pram.g_00218
OG0000334	Pras.g_01084	Pram.g_00219
OG0000335	Pras.g_01085	Pram.g_00220
OG0000336	Pras.g_01087	Pram.g_00222
OG0000337	Pras.g_01088	Pram.g_00223
OG0000338	Pras.g_01092	Pram.g_00228
OG0000339	Pras.g_01094	Pram.g_00230
OG0000340	Pras.g_01096	Pram.g_00232
OG0000341	Pras.g_01097	Pram.g_00233
OG0000342	Pras.g_01098	Pram.g_00234
OG0000343	Pras.g_01099	Pram.g_00235
OG0000344	Pras.g_01102	Pram.g_00238
OG0000345	Pras.g_01105	Pram.g_00242
OG0000346	Pras.g_01106	Pram.g_00243
OG0000347	Pras.g_01109	Pram.g_00246
OG0000348	Pras.g_01111	Pram.g_00247
OG0000349	Pras.g_01112	Pram.g_00248
OG0000350	Pras.g_01114	Pram.g_00250
OG0000351	Pras.g_01115	Pram.g_00251
OG0000352	Pras.g_01116	Pram.g_00252
OG0000353	Pras.g_01117	Pram.g_00253
OG0000354	Pras.g_01118	Pram.g_00254
OG0000355	Pras.g_01119	Pram.g_00255
OG0000356	Pras.g_01120	Pram.g_00256
OG0000357	Pras.g_01121	Pram.g_00257
OG0000358	Pras.g_01122	Pram.g_00258
OG0000359	Pras.g_01123	Pram.g_00260
OG0000360	Pras.g_01127	Pram.g_00263
OG0000361	Pras.g_01128	Pram.g_00264
OG0000362	Pras.g_01129	Pram.g_00265
OG0000363	Pras.g_01130	Pram.g_00266
OG0000364	Pras.g_01134	Pram.g_00270
OG0000365	Pras.g_01135	Pram.g_00271
OG0000366	Pras.g_01137	Pram.g_00274
OG0000367	Pras.g_01138	Pram.g_00275
OG0000368	Pras.g_01139	Pram.g_00276
OG0000369	Pras.g_01140	Pram.g_00277
OG0000370	Pras.g_01141	Pram.g_00278
OG0000371	Pras.g_01142	Pram.g_00280
OG0000372	Pras.g_01143	Pram.g_00281
OG0000373	Pras.g_01144	Pram.g_00282
OG0000374	Pras.g_01145	Pram.g_00283
OG0000375	Pras.g_01146	Pram.g_00284
OG0000376	Pras.g_01149	Pram.g_00287
OG0000377	Pras.g_01150	Pram.g_00288
OG0000378	Pras.g_01151	Pram.g_00289
OG0000379	Pras.g_01152	Pram.g_00290
OG0000380	Pras.g_01153	Pram.g_00291
OG0000381	Pras.g_01155	Pram.g_00292
OG0000382	Pras.g_01156	Pram.g_00293
OG0000383	Pras.g_01157	Pram.g_00294
OG0000384	Pras.g_01160	Pram.g_00296
OG0000385	Pras.g_01161	Pram.g_00297
OG0000386	Pras.g_01162	Pram.g_00298
OG0000387	Pras.g_01163	Pram.g_00299
OG0000388	Pras.g_01164	Pram.g_00300
OG0000389	Pras.g_01165	Pram.g_00301
OG0000390	Pras.g_01166	Pram.g_00302
OG0000391	Pras.g_01167	Pram.g_00303
OG0000392	Pras.g_01168	Pram.g_00304
OG0000393	Pras.g_01169	Pram.g_00305
OG0000394	Pras.g_01170	Pram.g_00306
OG0000395	Pras.g_01171	Pram.g_00307
OG0000396	Pras.g_01173	Pram.g_00309
OG0000397	Pras.g_01175	Pram.g_00311
OG0000398	Pras.g_01176	Pram.g_00312
OG0000399	Pras.g_01179	Pram.g_00315
OG0000400	Pras.g_01180	Pram.g_00321
OG0000401	Pras.g_01181	Pram.g_00322
OG0000402	Pras.g_01187	Pram.g_00328
OG0000403	Pras.g_01188	Pram.g_00330
OG0000404	Pras.g_01189	Pram.g_00331
OG0000405	Pras.g_01191	Pram.g_00332
OG0000406	Pras.g_01194	Pram.g_00336
OG0000407	Pras.g_01195	Pram.g_00337
OG0000408	Pras.g_01198	Pram.g_00340
OG0000409	Pras.g_01199	Pram.g_00341
OG0000410	Pras.g_01200	Pram.g_00342
OG0000411	Pras.g_01201	Pram.g_00343
OG0000412	Pras.g_01202	Pram.g_00344
OG0000413	Pras.g_01203	Pram.g_00345
OG0000414	Pras.g_01204	Pram.g_00346
OG0000415	Pras.g_01205	Pram.g_00347
OG0000416	Pras.g_01208	Pram.g_00351
OG0000417	Pras.g_01209	Pram.g_00352
OG0000418	Pras.g_01210	Pram.g_00354
OG0000419	Pras.g_01211	Pram.g_00355
OG0000420	Pras.g_01212	Pram.g_00864
OG0000421	Pras.g_01224	Pram.g_01184
OG0000422	Pras.g_01232	Pram.g_01537
OG0000423	Pras.g_01233	Pram.g_01177
OG0000424	Pras.g_01239	Pram.g_01696
OG0000425	Pras.g_01309	Pram.g_00366
OG0000426	Pras.g_01310	Pram.g_00367
OG0000427	Pras.g_01311	Pram.g_00368
OG0000428	Pras.g_01313	Pram.g_00370
OG0000429	Pras.g_01314	Pram.g_00371
OG0000430	Pras.g_01316	Pram.g_00373
OG0000431	Pras.g_01317	Pram.g_00374
OG0000432	Pras.g_01318	Pram.g_00375
OG0000433	Pras.g_01319	Pram.g_00376
OG0000434	Pras.g_01320	Pram.g_00377
OG0000435	Pras.g_01321	Pram.g_00378
OG0000436	Pras.g_01322	Pram.g_00379
OG0000437	Pras.g_01323	Pram.g_00380
OG0000438	Pras.g_01324	Pram.g_00381
OG0000439	Pras.g_01325	Pram.g_00382
OG0000440	Pras.g_01326	Pram.g_00383
OG0000441	Pras.g_01327	Pram.g_00384
OG0000442	Pras.g_01328	Pram.g_00385
OG0000443	Pras.g_01329	Pram.g_00386
OG0000444	Pras.g_01330	Pram.g_00387
OG0000445	Pras.g_01331	Pram.g_00393
OG0000446	Pras.g_01332	Pram.g_00395
OG0000447	Pras.g_01333	Pram.g_00396
OG0000448	Pras.g_01335	Pram.g_00397
OG0000449	Pras.g_01339	Pram.g_00400
OG0000450	Pras.g_01340	Pram.g_00401
OG0000451	Pras.g_01341	Pram.g_00402
OG0000452	Pras.g_01342	Pram.g_00404
OG0000453	Pras.g_01343	Pram.g_00406
OG0000454	Pras.g_01349	Pram.g_00407
OG0000455	Pras.g_01351	Pram.g_00409
OG0000456	Pras.g_01355	Pram.g_00413
OG0000457	Pras.g_01356	Pram.g_00414
OG0000458	Pras.g_01357	Pram.g_00415
OG0000459	Pras.g_01359	Pram.g_00417
OG0000460	Pras.g_01361	Pram.g_00419
OG0000461	Pras.g_01362	Pram.g_00420
OG0000462	Pras.g_01363	Pram.g_00421
OG0000463	Pras.g_01365	Pram.g_00423
OG0000464	Pras.g_01366	Pram.g_00424
OG0000465	Pras.g_01367	Pram.g_00425
OG0000466	Pras.g_01368	Pram.g_00426
OG0000467	Pras.g_01369	Pram.g_00427
OG0000468	Pras.g_01370	Pram.g_00428
OG0000469	Pras.g_01371	Pram.g_00429
OG0000470	Pras.g_01372	Pram.g_00430
OG0000471	Pras.g_01373	Pram.g_00431
OG0000472	Pras.g_01378	Pram.g_00438
OG0000473	Pras.g_01379	Pram.g_00439
OG0000474	Pras.g_01380	Pram.g_00440
OG0000475	Pras.g_01381	Pram.g_00441
OG0000476	Pras.g_01383	Pram.g_00442
OG0000477	Pras.g_01384	Pram.g_00443
OG0000478	Pras.g_01385	Pram.g_00444
OG0000479	Pras.g_01386	Pram.g_00445
OG0000480	Pras.g_01388	Pram.g_00447
OG0000481	Pras.g_01390	Pram.g_00449
OG0000482	Pras.g_01391	Pram.g_00450
OG0000483	Pras.g_01393	Pram.g_00452
OG0000484	Pras.g_01394	Pram.g_00453
OG0000485	Pras.g_01395	Pram.g_00454
OG0000486	Pras.g_01396	Pram.g_00456
OG0000487	Pras.g_01401	Pram.g_00461
OG0000488	Pras.g_01402	Pram.g_00462
OG0000489	Pras.g_01403	Pram.g_00463
OG0000490	Pras.g_01404	Pram.g_00464
OG0000491	Pras.g_01405	Pram.g_00465
OG0000492	Pras.g_01406	Pram.g_00466
OG0000493	Pras.g_01407	Pram.g_00468
OG0000494	Pras.g_01408	Pram.g_00469
OG0000495	Pras.g_01411	Pram.g_00472
OG0000496	Pras.g_01412	Pram.g_00473
OG0000497	Pras.g_01413	Pram.g_00474
OG0000498	Pras.g_01414	Pram.g_00475
OG0000499	Pras.g_01415	Pram.g_00476
OG0000500	Pras.g_01417	Pram.g_00477
OG0000501	Pras.g_01418	Pram.g_00478
OG0000502	Pras.g_01419	Pram.g_00479
OG0000503	Pras.g_01421	Pram.g_00481
OG0000504	Pras.g_01422	Pram.g_00482
OG0000505	Pras.g_01423	Pram.g_00483
OG0000506	Pras.g_01424	Pram.g_00484
OG0000507	Pras.g_01425	Pram.g_00485
OG0000508	Pras.g_01426	Pram.g_00486
OG0000509	Pras.g_01427	Pram.g_00487
OG0000510	Pras.g_01428	Pram.g_00488
OG0000511	Pras.g_01430	Pram.g_00490
OG0000512	Pras.g_01431	Pram.g_00491
OG0000513	Pras.g_01432	Pram.g_00492
OG0000514	Pras.g_01433	Pram.g_00493
OG0000515	Pras.g_01434	Pram.g_00494
OG0000516	Pras.g_01435	Pram.g_00495
OG0000517	Pras.g_01437	Pram.g_00497
OG0000518	Pras.g_01438	Pram.g_00498
OG0000519	Pras.g_01439	Pram.g_00500
OG0000520	Pras.g_01440	Pram.g_00502
OG0000521	Pras.g_01441	Pram.g_00503
OG0000522	Pras.g_01442	Pram.g_00504
OG0000523	Pras.g_01443	Pram.g_00505
OG0000524	Pras.g_01444	Pram.g_00506
OG0000525	Pras.g_01445	Pram.g_00507
OG0000526	Pras.g_01446	Pram.g_00508
OG0000527	Pras.g_01447	Pram.g_00509
OG0000528	Pras.g_01448	Pram.g_00510
OG0000529	Pras.g_01449	Pram.g_00511
OG0000530	Pras.g_01450	Pram.g_00512
OG0000531	Pras.g_01451	Pram.g_00513
OG0000532	Pras.g_01452	Pram.g_00514
OG0000533	Pras.g_01454	Pram.g_00516
OG0000534	Pras.g_01455	Pram.g_00517
OG0000535	Pras.g_01456	Pram.g_00518
OG0000536	Pras.g_01457	Pram.g_00519
OG0000537	Pras.g_01459	Pram.g_00520
OG0000538	Pras.g_01460	Pram.g_00521
OG0000539	Pras.g_01463	Pram.g_00523
OG0000540	Pras.g_01464	Pram.g_00524
OG0000541	Pras.g_01465	Pram.g_00525
OG0000542	Pras.g_01467	Pram.g_00528
OG0000543	Pras.g_01468	Pram.g_00529
OG0000544	Pras.g_01469	Pram.g_00530
OG0000545	Pras.g_01470	Pram.g_00531
OG0000546	Pras.g_01471	Pram.g_00532
OG0000547	Pras.g_01472	Pram.g_00533
OG0000548	Pras.g_01473	Pram.g_00534
OG0000549	Pras.g_01475	Pram.g_00536
OG0000550	Pras.g_01476	Pram.g_00537
OG0000551	Pras.g_01477	Pram.g_00538
OG0000552	Pras.g_01478	Pram.g_00539
OG0000553	Pras.g_01479	Pram.g_00540
OG0000554	Pras.g_01480	Pram.g_00541
OG0000555	Pras.g_01481	Pram.g_00543
OG0000556	Pras.g_01482	Pram.g_00544
OG0000557	Pras.g_01483	Pram.g_00545
OG0000558	Pras.g_01484	Pram.g_00546
OG0000559	Pras.g_01485	Pram.g_00547
OG0000560	Pras.g_01486	Pram.g_00548
OG0000561	Pras.g_01487	Pram.g_00549
OG0000562	Pras.g_01488	Pram.g_00550
OG0000563	Pras.g_01489	Pram.g_00551
OG0000564	Pras.g_01490	Pram.g_00552
OG0000565	Pras.g_01491	Pram.g_00553
OG0000566	Pras.g_01492	Pram.g_00554
OG0000567	Pras.g_01493	Pram.g_00555
OG0000568	Pras.g_01494	Pram.g_00556
OG0000569	Pras.g_01497	Pram.g_00559
OG0000570	Pras.g_01498	Pram.g_00560
OG0000571	Pras.g_01500	Pram.g_00562
OG0000572	Pras.g_01501	Pram.g_00564
OG0000573	Pras.g_01502	Pram.g_00565
OG0000574	Pras.g_01503	Pram.g_00566
OG0000575	Pras.g_01504	Pram.g_00568
OG0000576	Pras.g_01505	Pram.g_00569
OG0000577	Pras.g_01506	Pram.g_01080
OG0000578	Pras.g_01507	Pram.g_01079
OG0000579	Pras.g_01508	Pram.g_01078
OG0000580	Pras.g_01509	Pram.g_01077
OG0000581	Pras.g_01510	Pram.g_01076
OG0000582	Pras.g_01511	Pram.g_01075
OG0000583	Pras.g_01512	Pram.g_01074
