Orthogroup	Pras	Praw
OG0000049	Pras.g_00291, Pras.g_00290	Praw.g_01055
OG0000050	Pras.g_01017	Praw.g_01269
OG0000051	Pras.g_01213	Praw.g_00772
OG0000052	Pras.g_01296	Praw.g_00730
OG0000053	Pras.g_01606	Praw.g_01809
OG0000054	Pras.g_00543	Praw.g_00508
OG0000055	Pras.g_00743	Praw.g_00039
OG0000056	Pras.g_00873	Praw.g_01397
OG0000057	Pras.g_01008	Praw.g_01278
OG0000058	Pras.g_01223	Praw.g_00762
OG0000059	Pras.g_01416	Praw.g_00609
OG0000060	Pras.g_01619	Praw.g_01796
OG0000061	Pras.g_01656	Praw.g_01752
OG0000062	Pras.g_01723	Praw.g_01675
OG0000063	Pras.g_00011	Praw.g_00189
OG0000065	Pras.g_01089	Praw.g_01198
OG0000066	Pras.g_01353	Praw.g_00672
OG0000067	Pras.g_01574	Praw.g_01824
OG0000068	Pras.g_01636	Praw.g_01771
OG0000069	Pras.g_00021	Praw.g_00199
OG0000069	Pras.g_01880	Praw.g_01519
OG0000070	Pras.g_01934	Praw.g_01467
OG0000071	Pras.g_00150	Praw.g_00926
OG0000072	Pras.g_00209	Praw.g_00981
OG0000073	Pras.g_00227	Praw.g_00474
OG0000074	Pras.g_00272, Pras.g_00273, Pras.g_00271, Pras.g_00330	Praw.g_01050
OG0000075	Pras.g_00687	Praw.g_00096
OG0000076	Pras.g_00326	Praw.g_01043
OG0000077	Pras.g_00853	Praw.g_01125
OG0000078	Pras.g_01174	Praw.g_00812
OG0000079	Pras.g_01236	Praw.g_00751
OG0000080	Pras.g_01545	Praw.g_01853
OG0000081	Pras.g_01567	Praw.g_01831
OG0000082	Pras.g_01708	Praw.g_01690
OG0000083	Pras.g_01772	Praw.g_01627
OG0000084	Pras.g_01859	Praw.g_01539
OG0000085	Pras.g_01982	Praw.g_01418
OG0000086	Pras.g_00023	Praw.g_00201
OG0000088	Pras.g_00155	Praw.g_00934
OG0000090	Pras.g_00294	Praw.g_01051
OG0000091	Pras.g_00358	Praw.g_00345
OG0000092	Pras.g_00477	Praw.g_00464
OG0000093	Pras.g_00637	Praw.g_01894
OG0000094	Pras.g_00684	Praw.g_00099
OG0000095	Pras.g_00717	Praw.g_00066
OG0000096	Pras.g_00789	Praw.g_01188
OG0000097	Pras.g_00806	Praw.g_01170
OG0000098	Pras.g_00845	Praw.g_01133
OG0000099	Pras.g_00865	Praw.g_01405
OG0000100	Pras.g_00892	Praw.g_01389
OG0000100	Pras.g_01273	Praw.g_00735
OG0000101	Pras.g_00902	Praw.g_01379
OG0000102	Pras.g_00964	Praw.g_01322
OG0000103	Pras.g_00972	Praw.g_01314
OG0000104	Pras.g_00990	Praw.g_01296
OG0000105	Pras.g_01021	Praw.g_01265
OG0000106	Pras.g_01035	Praw.g_01251
OG0000107	Pras.g_01043	Praw.g_01243
OG0000108	Pras.g_01053	Praw.g_01233
OG0000109	Pras.g_01091	Praw.g_01196
OG0000110	Pras.g_01103	Praw.g_00882
OG0000111	Pras.g_01126	Praw.g_00860
OG0000112	Pras.g_01136	Praw.g_00850
OG0000113	Pras.g_01148	Praw.g_00837
OG0000114	Pras.g_01177	Praw.g_00809
OG0000115	Pras.g_01352	Praw.g_00673
OG0000116	Pras.g_01354	Praw.g_00671
OG0000117	Pras.g_01358	Praw.g_00667
OG0000118	Pras.g_01377	Praw.g_00649
OG0000119	Pras.g_01409	Praw.g_00616
OG0000120	Pras.g_01410	Praw.g_00615
OG0000121	Pras.g_01420	Praw.g_00605
OG0000122	Pras.g_01429	Praw.g_00596
OG0000123	Pras.g_01461	Praw.g_01931
OG0000124	Pras.g_01527	Praw.g_01871
OG0000125	Pras.g_01528	Praw.g_01870
OG0000126	Pras.g_01529	Praw.g_01869
OG0000127	Pras.g_01562	Praw.g_01836
OG0000128	Pras.g_01608	Praw.g_01807
OG0000129	Pras.g_01628	Praw.g_01787
OG0000130	Pras.g_01686	Praw.g_01712
OG0000131	Pras.g_01699	Praw.g_01699
OG0000132	Pras.g_01734	Praw.g_01665
OG0000133	Pras.g_01818	Praw.g_01581
OG0000134	Pras.g_01827	Praw.g_01571
OG0000135	Pras.g_01863	Praw.g_01535
OG0000136	Pras.g_01931	Praw.g_01470
OG0000137	Pras.g_00026	Praw.g_00204
OG0000138	Pras.g_00051	Praw.g_00229
OG0000139	Pras.g_00062	Praw.g_00240
OG0000140	Pras.g_00114	Praw.g_00291
OG0000141	Pras.g_00122	Praw.g_00904
OG0000142	Pras.g_00221, Pras.g_00222	Praw.g_00993
OG0000143	Pras.g_00250	Praw.g_01016
OG0000144	Pras.g_00337	Praw.g_01096
OG0000145	Pras.g_00351	Praw.g_01080
OG0000146	Pras.g_00388	Praw.g_00374
OG0000147	Pras.g_00430	Praw.g_00414
OG0000148	Pras.g_00431	Praw.g_00415
OG0000149	Pras.g_00548	Praw.g_00513
OG0000150	Pras.g_00586	Praw.g_00551
OG0000151	Pras.g_00589	Praw.g_00554
OG0000152	Pras.g_00609	Praw.g_01921
OG0000153	Pras.g_00646	Praw.g_00137
OG0000154	Pras.g_00682	Praw.g_00101
OG0000155	Pras.g_00700	Praw.g_00083
OG0000156	Pras.g_00728	Praw.g_00055
OG0000157	Pras.g_00761	Praw.g_00022
OG0000158	Pras.g_00824	Praw.g_01153
OG0000160	Pras.g_00843	Praw.g_01135
OG0000161	Pras.g_00844	Praw.g_01134
OG0000162	Pras.g_00846	Praw.g_01132
OG0000163	Pras.g_00847	Praw.g_01131
OG0000164	Pras.g_00848	Praw.g_01130
OG0000165	Pras.g_00849	Praw.g_01129
OG0000166	Pras.g_00850	Praw.g_01128
OG0000167	Pras.g_00851	Praw.g_01127
OG0000168	Pras.g_00852	Praw.g_01126
OG0000169	Pras.g_00854	Praw.g_01124
OG0000170	Pras.g_00856	Praw.g_01414
OG0000171	Pras.g_00857	Praw.g_01413
OG0000172	Pras.g_00858	Praw.g_01412
OG0000173	Pras.g_00859	Praw.g_01411
OG0000174	Pras.g_00860	Praw.g_01410
OG0000175	Pras.g_00861	Praw.g_01409
OG0000176	Pras.g_00862	Praw.g_01408
OG0000177	Pras.g_00863	Praw.g_01407
OG0000178	Pras.g_00864	Praw.g_01406
OG0000179	Pras.g_00866	Praw.g_01404
OG0000180	Pras.g_00867	Praw.g_01403
OG0000181	Pras.g_00868	Praw.g_01402
OG0000182	Pras.g_00869	Praw.g_01401
OG0000183	Pras.g_00870	Praw.g_01400
OG0000184	Pras.g_00871	Praw.g_01399
OG0000185	Pras.g_00874	Praw.g_01396
OG0000186	Pras.g_00877	Praw.g_01393
OG0000187	Pras.g_00878	Praw.g_01392
OG0000188	Pras.g_00879	Praw.g_01391
OG0000189	Pras.g_00893	Praw.g_01388
OG0000190	Pras.g_00895	Praw.g_01386
OG0000191	Pras.g_00896	Praw.g_01385
OG0000192	Pras.g_00897	Praw.g_01384
OG0000193	Pras.g_00898	Praw.g_01383
OG0000194	Pras.g_00899	Praw.g_01382
OG0000195	Pras.g_00900	Praw.g_01381
OG0000196	Pras.g_00901	Praw.g_01380
OG0000197	Pras.g_00903	Praw.g_01378
OG0000198	Pras.g_00904	Praw.g_01377
OG0000199	Pras.g_00905	Praw.g_01376
OG0000200	Pras.g_00916	Praw.g_01370
OG0000201	Pras.g_00917	Praw.g_01369
OG0000202	Pras.g_00918	Praw.g_01368
OG0000203	Pras.g_00921	Praw.g_01365
OG0000204	Pras.g_00922	Praw.g_01364
OG0000205	Pras.g_00924	Praw.g_01361
OG0000206	Pras.g_00926	Praw.g_01359
OG0000207	Pras.g_00928	Praw.g_01357
OG0000208	Pras.g_00929	Praw.g_01356
OG0000209	Pras.g_00930	Praw.g_01355
OG0000210	Pras.g_00931	Praw.g_01354
OG0000211	Pras.g_00932	Praw.g_01353
OG0000212	Pras.g_00933	Praw.g_01352
OG0000213	Pras.g_00934	Praw.g_01351
OG0000214	Pras.g_00935	Praw.g_01350
OG0000215	Pras.g_00936	Praw.g_01349
OG0000216	Pras.g_00937	Praw.g_01348
OG0000217	Pras.g_00939	Praw.g_01346
OG0000218	Pras.g_00940	Praw.g_01345
OG0000219	Pras.g_00941	Praw.g_01344
OG0000220	Pras.g_00942	Praw.g_01343
OG0000221	Pras.g_00945	Praw.g_01341
OG0000222	Pras.g_00946	Praw.g_01340
OG0000223	Pras.g_00947	Praw.g_01339
OG0000224	Pras.g_00948	Praw.g_01338
OG0000225	Pras.g_00949	Praw.g_01337
OG0000226	Pras.g_00950	Praw.g_01336
OG0000227	Pras.g_00951	Praw.g_01335
OG0000228	Pras.g_00952	Praw.g_01334
OG0000229	Pras.g_00953	Praw.g_01333
OG0000230	Pras.g_00954	Praw.g_01332
OG0000231	Pras.g_00955	Praw.g_01331
OG0000232	Pras.g_00957	Praw.g_01329
OG0000233	Pras.g_00958	Praw.g_01328
OG0000234	Pras.g_00959	Praw.g_01327
OG0000235	Pras.g_00960	Praw.g_01326
OG0000236	Pras.g_00961	Praw.g_01325
OG0000237	Pras.g_00962	Praw.g_01324
OG0000238	Pras.g_00963	Praw.g_01323
OG0000239	Pras.g_00965	Praw.g_01321
OG0000240	Pras.g_00966	Praw.g_01320
OG0000241	Pras.g_00967	Praw.g_01319
OG0000242	Pras.g_00968	Praw.g_01318
OG0000243	Pras.g_00971	Praw.g_01315
OG0000244	Pras.g_00973	Praw.g_01313
OG0000245	Pras.g_00974	Praw.g_01312
OG0000246	Pras.g_00975	Praw.g_01311
OG0000247	Pras.g_00978	Praw.g_01308
OG0000248	Pras.g_00980	Praw.g_01306
OG0000249	Pras.g_00981	Praw.g_01305
OG0000250	Pras.g_00982	Praw.g_01304
OG0000251	Pras.g_00983	Praw.g_01303
OG0000252	Pras.g_00984	Praw.g_01302
OG0000253	Pras.g_00985	Praw.g_01301
OG0000254	Pras.g_00987	Praw.g_01299
OG0000255	Pras.g_00988	Praw.g_01298
OG0000256	Pras.g_00991	Praw.g_01295
OG0000257	Pras.g_00993	Praw.g_01293
OG0000258	Pras.g_00996	Praw.g_01290
OG0000259	Pras.g_00997	Praw.g_01289
OG0000260	Pras.g_00998	Praw.g_01288
OG0000261	Pras.g_00999	Praw.g_01287
OG0000262	Pras.g_01000	Praw.g_01286
OG0000263	Pras.g_01002	Praw.g_01284
OG0000264	Pras.g_01003	Praw.g_01283
OG0000265	Pras.g_01004	Praw.g_01282
OG0000266	Pras.g_01005	Praw.g_01281
OG0000267	Pras.g_01006	Praw.g_01280
OG0000268	Pras.g_01007	Praw.g_01279
OG0000269	Pras.g_01009	Praw.g_01277
OG0000270	Pras.g_01010	Praw.g_01276
OG0000271	Pras.g_01011	Praw.g_01275
OG0000272	Pras.g_01012	Praw.g_01274
OG0000273	Pras.g_01013	Praw.g_01273
OG0000274	Pras.g_01014	Praw.g_01272
OG0000275	Pras.g_01015	Praw.g_01271
OG0000276	Pras.g_01016	Praw.g_01270
OG0000277	Pras.g_01018	Praw.g_01268
OG0000278	Pras.g_01019	Praw.g_01267
OG0000279	Pras.g_01020	Praw.g_01266
OG0000280	Pras.g_01022	Praw.g_01264
OG0000281	Pras.g_01024	Praw.g_01262
OG0000282	Pras.g_01025	Praw.g_01261
OG0000283	Pras.g_01026	Praw.g_01260
OG0000284	Pras.g_01027	Praw.g_01259
OG0000285	Pras.g_01028	Praw.g_01258
OG0000286	Pras.g_01029	Praw.g_01257
OG0000287	Pras.g_01030	Praw.g_01256
OG0000288	Pras.g_01032	Praw.g_01254
OG0000289	Pras.g_01033	Praw.g_01253
OG0000290	Pras.g_01034	Praw.g_01252
OG0000291	Pras.g_01036	Praw.g_01250
OG0000292	Pras.g_01037	Praw.g_01249
OG0000293	Pras.g_01038	Praw.g_01248
OG0000294	Pras.g_01039	Praw.g_01247
OG0000295	Pras.g_01040	Praw.g_01246
OG0000296	Pras.g_01041	Praw.g_01245
OG0000297	Pras.g_01042	Praw.g_01244
OG0000298	Pras.g_01044	Praw.g_01242
OG0000299	Pras.g_01045	Praw.g_01241
OG0000300	Pras.g_01046	Praw.g_01240
OG0000301	Pras.g_01047	Praw.g_01239
OG0000302	Pras.g_01048	Praw.g_01238
OG0000303	Pras.g_01049	Praw.g_01237
OG0000304	Pras.g_01051	Praw.g_01235
OG0000305	Pras.g_01052	Praw.g_01234
OG0000306	Pras.g_01055	Praw.g_01231
OG0000307	Pras.g_01056	Praw.g_01230
OG0000308	Pras.g_01057	Praw.g_01229
OG0000309	Pras.g_01059	Praw.g_01228
OG0000310	Pras.g_01060	Praw.g_01227
OG0000311	Pras.g_01061	Praw.g_01226
OG0000312	Pras.g_01062	Praw.g_01225
OG0000313	Pras.g_01063	Praw.g_01224
OG0000314	Pras.g_01064	Praw.g_01223
OG0000315	Pras.g_01065	Praw.g_01222
OG0000316	Pras.g_01066	Praw.g_01221
OG0000317	Pras.g_01067	Praw.g_01220
OG0000318	Pras.g_01068	Praw.g_01219
OG0000319	Pras.g_01069	Praw.g_01218
OG0000320	Pras.g_01070	Praw.g_01217
OG0000321	Pras.g_01071	Praw.g_01216
OG0000322	Pras.g_01072	Praw.g_01215
OG0000323	Pras.g_01073	Praw.g_01214
OG0000324	Pras.g_01074	Praw.g_01213
OG0000325	Pras.g_01075	Praw.g_01212
OG0000326	Pras.g_01076	Praw.g_01211
OG0000327	Pras.g_01077	Praw.g_01210
OG0000328	Pras.g_01078	Praw.g_01209
OG0000329	Pras.g_01079	Praw.g_01208
OG0000330	Pras.g_01080	Praw.g_01207
OG0000331	Pras.g_01081	Praw.g_01206
OG0000332	Pras.g_01082	Praw.g_01205
OG0000333	Pras.g_01083	Praw.g_01204
OG0000334	Pras.g_01084	Praw.g_01203
OG0000335	Pras.g_01085	Praw.g_01202
OG0000336	Pras.g_01087	Praw.g_01200
OG0000337	Pras.g_01088	Praw.g_01199
OG0000338	Pras.g_01092	Praw.g_01195
OG0000339	Pras.g_01094	Praw.g_00891
OG0000340	Pras.g_01096	Praw.g_00889
OG0000341	Pras.g_01097	Praw.g_00888
OG0000342	Pras.g_01098	Praw.g_00887
OG0000343	Pras.g_01099	Praw.g_00886
OG0000344	Pras.g_01102	Praw.g_00883
OG0000345	Pras.g_01105	Praw.g_00880
OG0000346	Pras.g_01106	Praw.g_00879
OG0000347	Pras.g_01109	Praw.g_00876
OG0000348	Pras.g_01111	Praw.g_00875
OG0000349	Pras.g_01112	Praw.g_00874
OG0000350	Pras.g_01114	Praw.g_00872
OG0000351	Pras.g_01115	Praw.g_00871
OG0000352	Pras.g_01116	Praw.g_00870
OG0000353	Pras.g_01117	Praw.g_00869
OG0000354	Pras.g_01118	Praw.g_00868
OG0000355	Pras.g_01119	Praw.g_00867
OG0000356	Pras.g_01120	Praw.g_00866
OG0000357	Pras.g_01121	Praw.g_00865
OG0000358	Pras.g_01122	Praw.g_00864
OG0000359	Pras.g_01123	Praw.g_00863
OG0000360	Pras.g_01127	Praw.g_00859
OG0000361	Pras.g_01128	Praw.g_00858
OG0000362	Pras.g_01129	Praw.g_00857
OG0000363	Pras.g_01130	Praw.g_00856
OG0000364	Pras.g_01134	Praw.g_00852
OG0000365	Pras.g_01135	Praw.g_00851
OG0000366	Pras.g_01137	Praw.g_00849
OG0000367	Pras.g_01138	Praw.g_00848
OG0000368	Pras.g_01139	Praw.g_00847
OG0000369	Pras.g_01140	Praw.g_00846
OG0000370	Pras.g_01141	Praw.g_00845
OG0000371	Pras.g_01142	Praw.g_00844
OG0000372	Pras.g_01143	Praw.g_00843
OG0000373	Pras.g_01144	Praw.g_00842
OG0000374	Pras.g_01145	Praw.g_00840
OG0000375	Pras.g_01146	Praw.g_00839
OG0000376	Pras.g_01149	Praw.g_00836
OG0000377	Pras.g_01150	Praw.g_00835
OG0000378	Pras.g_01151	Praw.g_00834
OG0000379	Pras.g_01152	Praw.g_00833
OG0000380	Pras.g_01153	Praw.g_00832
OG0000381	Pras.g_01155	Praw.g_00831
OG0000382	Pras.g_01156	Praw.g_00830
OG0000383	Pras.g_01157	Praw.g_00829
OG0000384	Pras.g_01160	Praw.g_00826
OG0000385	Pras.g_01161	Praw.g_00825
OG0000386	Pras.g_01162	Praw.g_00824
OG0000387	Pras.g_01163	Praw.g_00823
OG0000388	Pras.g_01164	Praw.g_00822
OG0000389	Pras.g_01165	Praw.g_00821
OG0000390	Pras.g_01166	Praw.g_00820
OG0000391	Pras.g_01167	Praw.g_00819
OG0000392	Pras.g_01168	Praw.g_00818
OG0000393	Pras.g_01169	Praw.g_00817
OG0000394	Pras.g_01170	Praw.g_00816
OG0000395	Pras.g_01171	Praw.g_00815
OG0000396	Pras.g_01173	Praw.g_00813
OG0000397	Pras.g_01175	Praw.g_00811
OG0000398	Pras.g_01176	Praw.g_00810
OG0000399	Pras.g_01179	Praw.g_00807
OG0000400	Pras.g_01180	Praw.g_00806
OG0000401	Pras.g_01181	Praw.g_00805
OG0000402	Pras.g_01187	Praw.g_00796
OG0000403	Pras.g_01188	Praw.g_00795
OG0000404	Pras.g_01189	Praw.g_00794
OG0000405	Pras.g_01191	Praw.g_00792
OG0000406	Pras.g_01194	Praw.g_00790
OG0000407	Pras.g_01195	Praw.g_00789
OG0000408	Pras.g_01198	Praw.g_00787
OG0000409	Pras.g_01199	Praw.g_00786
OG0000410	Pras.g_01200	Praw.g_00785
OG0000411	Pras.g_01201	Praw.g_00784
OG0000412	Pras.g_01202	Praw.g_00783
OG0000413	Pras.g_01203	Praw.g_00782
OG0000414	Pras.g_01204	Praw.g_00781
OG0000415	Pras.g_01205	Praw.g_00780
OG0000416	Pras.g_01208	Praw.g_00777
OG0000417	Pras.g_01209	Praw.g_00776
OG0000418	Pras.g_01210	Praw.g_00775
OG0000419	Pras.g_01211	Praw.g_00774
OG0000420	Pras.g_01212	Praw.g_00773
OG0000421	Pras.g_01224	Praw.g_00761
OG0000422	Pras.g_01232	Praw.g_00754
OG0000423	Pras.g_01233	Praw.g_00753
OG0000424	Pras.g_01239	Praw.g_00748
OG0000425	Pras.g_01309	Praw.g_00716
OG0000426	Pras.g_01310	Praw.g_00715
OG0000427	Pras.g_01311	Praw.g_00714
OG0000428	Pras.g_01313	Praw.g_00712
OG0000429	Pras.g_01314	Praw.g_00711
OG0000430	Pras.g_01316	Praw.g_00709
OG0000431	Pras.g_01317	Praw.g_00708
OG0000432	Pras.g_01318	Praw.g_00707
OG0000433	Pras.g_01319	Praw.g_00706
OG0000434	Pras.g_01320	Praw.g_00705
OG0000435	Pras.g_01321	Praw.g_00704
OG0000436	Pras.g_01322	Praw.g_00703
OG0000437	Pras.g_01323	Praw.g_00702
OG0000438	Pras.g_01324	Praw.g_00701
OG0000439	Pras.g_01325	Praw.g_00700
OG0000440	Pras.g_01326	Praw.g_00699
OG0000441	Pras.g_01327	Praw.g_00698
OG0000442	Pras.g_01328	Praw.g_00697
OG0000443	Pras.g_01329	Praw.g_00696
OG0000444	Pras.g_01330	Praw.g_00695
OG0000445	Pras.g_01331	Praw.g_00694
OG0000446	Pras.g_01332	Praw.g_00692
OG0000447	Pras.g_01333	Praw.g_00691
OG0000448	Pras.g_01335	Praw.g_00689
OG0000449	Pras.g_01339	Praw.g_00686
OG0000450	Pras.g_01340	Praw.g_00685
OG0000451	Pras.g_01341	Praw.g_00684
OG0000452	Pras.g_01342	Praw.g_00683
OG0000453	Pras.g_01343	Praw.g_00682
OG0000454	Pras.g_01349	Praw.g_00676
OG0000455	Pras.g_01351	Praw.g_00674
OG0000456	Pras.g_01355	Praw.g_00670
OG0000457	Pras.g_01356	Praw.g_00669
OG0000458	Pras.g_01357	Praw.g_00668
OG0000459	Pras.g_01359	Praw.g_00666
OG0000460	Pras.g_01361	Praw.g_00665
OG0000461	Pras.g_01362	Praw.g_00664
OG0000462	Pras.g_01363	Praw.g_00663
OG0000463	Pras.g_01365	Praw.g_00661
OG0000464	Pras.g_01366	Praw.g_00660
OG0000465	Pras.g_01367	Praw.g_00659
OG0000466	Pras.g_01368	Praw.g_00658
OG0000467	Pras.g_01369	Praw.g_00657
OG0000468	Pras.g_01370	Praw.g_00656
OG0000469	Pras.g_01371	Praw.g_00655
OG0000470	Pras.g_01372	Praw.g_00654
OG0000471	Pras.g_01373	Praw.g_00653
OG0000472	Pras.g_01378	Praw.g_00648
OG0000473	Pras.g_01379	Praw.g_00647
OG0000474	Pras.g_01380	Praw.g_00646
OG0000475	Pras.g_01381	Praw.g_00645
OG0000476	Pras.g_01383	Praw.g_00643
OG0000477	Pras.g_01384	Praw.g_00642
OG0000478	Pras.g_01385	Praw.g_00641
OG0000479	Pras.g_01386	Praw.g_00640
OG0000480	Pras.g_01388	Praw.g_00638
OG0000481	Pras.g_01390	Praw.g_00636
OG0000482	Pras.g_01391	Praw.g_00635
OG0000483	Pras.g_01393	Praw.g_00633
OG0000484	Pras.g_01394	Praw.g_00632
OG0000485	Pras.g_01395	Praw.g_00631
OG0000486	Pras.g_01396	Praw.g_00630
OG0000487	Pras.g_01401	Praw.g_00625
OG0000488	Pras.g_01402	Praw.g_00623
OG0000489	Pras.g_01403	Praw.g_00622
OG0000490	Pras.g_01404	Praw.g_00621
OG0000491	Pras.g_01405	Praw.g_00620
OG0000492	Pras.g_01406	Praw.g_00619
OG0000493	Pras.g_01407	Praw.g_00618
OG0000494	Pras.g_01408	Praw.g_00617
OG0000495	Pras.g_01411	Praw.g_00614
OG0000496	Pras.g_01412	Praw.g_00613
OG0000497	Pras.g_01413	Praw.g_00612
OG0000498	Pras.g_01414	Praw.g_00611
OG0000499	Pras.g_01415	Praw.g_00610
OG0000500	Pras.g_01417	Praw.g_00608
OG0000501	Pras.g_01418	Praw.g_00607
OG0000502	Pras.g_01419	Praw.g_00606
OG0000503	Pras.g_01421	Praw.g_00604
OG0000504	Pras.g_01422	Praw.g_00603
OG0000505	Pras.g_01423	Praw.g_00602
OG0000506	Pras.g_01424	Praw.g_00601
OG0000507	Pras.g_01425	Praw.g_00600
OG0000508	Pras.g_01426	Praw.g_00599
OG0000509	Pras.g_01427	Praw.g_00598
OG0000510	Pras.g_01428	Praw.g_00597
OG0000511	Pras.g_01430	Praw.g_00595
OG0000512	Pras.g_01431	Praw.g_00594
OG0000513	Pras.g_01432	Praw.g_00593
OG0000514	Pras.g_01433	Praw.g_00592
OG0000515	Pras.g_01434	Praw.g_00591
OG0000516	Pras.g_01435	Praw.g_00590
OG0000517	Pras.g_01437	Praw.g_00588
OG0000518	Pras.g_01438	Praw.g_00587
OG0000519	Pras.g_01439	Praw.g_00586
OG0000520	Pras.g_01440	Praw.g_00585
OG0000521	Pras.g_01441	Praw.g_00584
OG0000522	Pras.g_01442	Praw.g_00583
OG0000523	Pras.g_01443	Praw.g_00582
OG0000524	Pras.g_01444	Praw.g_00581
OG0000525	Pras.g_01445	Praw.g_00580
OG0000526	Pras.g_01446	Praw.g_00579
OG0000527	Pras.g_01447	Praw.g_00578
OG0000528	Pras.g_01448	Praw.g_00577
OG0000529	Pras.g_01449	Praw.g_00576
OG0000530	Pras.g_01450	Praw.g_00575
OG0000531	Pras.g_01451	Praw.g_01922
OG0000532	Pras.g_01452	Praw.g_01923
OG0000533	Pras.g_01454	Praw.g_01925
OG0000534	Pras.g_01455	Praw.g_01926
OG0000535	Pras.g_01456	Praw.g_01927
OG0000536	Pras.g_01457	Praw.g_01928
OG0000537	Pras.g_01459	Praw.g_01929
OG0000538	Pras.g_01460	Praw.g_01930
OG0000539	Pras.g_01463	Praw.g_01933
OG0000540	Pras.g_01464	Praw.g_01934
OG0000541	Pras.g_01465	Praw.g_01935
OG0000542	Pras.g_01467	Praw.g_01937
OG0000543	Pras.g_01468	Praw.g_01938
OG0000544	Pras.g_01469	Praw.g_01939
OG0000545	Pras.g_01470	Praw.g_01940
OG0000546	Pras.g_01471	Praw.g_01941
OG0000547	Pras.g_01472	Praw.g_01942
OG0000548	Pras.g_01473	Praw.g_01943
OG0000549	Pras.g_01475	Praw.g_01945
OG0000550	Pras.g_01476	Praw.g_01946
OG0000551	Pras.g_01477	Praw.g_01947
OG0000552	Pras.g_01478	Praw.g_01948
OG0000553	Pras.g_01479	Praw.g_01949
OG0000554	Pras.g_01480	Praw.g_00140
OG0000555	Pras.g_01481	Praw.g_00141
OG0000556	Pras.g_01482	Praw.g_00142
OG0000557	Pras.g_01483	Praw.g_00143
OG0000558	Pras.g_01484	Praw.g_00144
OG0000559	Pras.g_01485	Praw.g_00145
OG0000560	Pras.g_01486	Praw.g_00146
OG0000561	Pras.g_01487	Praw.g_00147
OG0000562	Pras.g_01488	Praw.g_00148
OG0000563	Pras.g_01489	Praw.g_00149
OG0000564	Pras.g_01490	Praw.g_00150
OG0000565	Pras.g_01491	Praw.g_00151
OG0000566	Pras.g_01492	Praw.g_00152
OG0000567	Pras.g_01493	Praw.g_00153
OG0000568	Pras.g_01494	Praw.g_00154
OG0000569	Pras.g_01497	Praw.g_00157
