Orthogroup	Pras	Prbd
OG0000298	Pras.g_01044	Prbd.g_01047
OG0000299	Pras.g_01045	Prbd.g_01046
OG0000300	Pras.g_01046	Prbd.g_01045
OG0000301	Pras.g_01047	Prbd.g_01044
OG0000302	Pras.g_01048	Prbd.g_01043
OG0000303	Pras.g_01049	Prbd.g_01042
OG0000304	Pras.g_01051	Prbd.g_01040
OG0000305	Pras.g_01052	Prbd.g_01039
OG0000306	Pras.g_01055	Prbd.g_01036
OG0000307	Pras.g_01056	Prbd.g_01035
OG0000308	Pras.g_01057	Prbd.g_01034
OG0000309	Pras.g_01059	Prbd.g_01033
OG0000310	Pras.g_01060	Prbd.g_01032
OG0000311	Pras.g_01061	Prbd.g_01031
OG0000312	Pras.g_01062	Prbd.g_01030
OG0000313	Pras.g_01063	Prbd.g_01029
OG0000314	Pras.g_01064	Prbd.g_01028
OG0000315	Pras.g_01065	Prbd.g_01027
OG0000316	Pras.g_01066	Prbd.g_01026
OG0000317	Pras.g_01067	Prbd.g_01025
OG0000318	Pras.g_01068	Prbd.g_01024
OG0000319	Pras.g_01069	Prbd.g_01023
OG0000320	Pras.g_01070	Prbd.g_01022
OG0000321	Pras.g_01071	Prbd.g_01021
OG0000322	Pras.g_01072	Prbd.g_01020
OG0000323	Pras.g_01073	Prbd.g_01019
OG0000324	Pras.g_01074	Prbd.g_01018
OG0000325	Pras.g_01075	Prbd.g_01017
OG0000326	Pras.g_01076	Prbd.g_01016
OG0000327	Pras.g_01077	Prbd.g_01015
OG0000328	Pras.g_01078	Prbd.g_01013
OG0000329	Pras.g_01079	Prbd.g_01012
OG0000330	Pras.g_01080	Prbd.g_01011
OG0000331	Pras.g_01081	Prbd.g_01010
OG0000332	Pras.g_01082	Prbd.g_01009
OG0000333	Pras.g_01083	Prbd.g_01008
OG0000334	Pras.g_01084	Prbd.g_01007
OG0000335	Pras.g_01085	Prbd.g_01006
OG0000336	Pras.g_01087	Prbd.g_01004
OG0000337	Pras.g_01088	Prbd.g_01003
OG0000338	Pras.g_01092	Prbd.g_00999
OG0000339	Pras.g_01094	Prbd.g_00997
OG0000340	Pras.g_01096	Prbd.g_00995
OG0000341	Pras.g_01097	Prbd.g_00994
OG0000342	Pras.g_01098	Prbd.g_00993
OG0000343	Pras.g_01099	Prbd.g_00992
OG0000344	Pras.g_01102	Prbd.g_00989
OG0000345	Pras.g_01105	Prbd.g_00986
OG0000346	Pras.g_01106	Prbd.g_00985
OG0000347	Pras.g_01109	Prbd.g_00982
OG0000348	Pras.g_01111	Prbd.g_00980
OG0000349	Pras.g_01112	Prbd.g_00979
OG0000350	Pras.g_01114	Prbd.g_00977
OG0000351	Pras.g_01115	Prbd.g_00976
OG0000352	Pras.g_01116	Prbd.g_00975
OG0000353	Pras.g_01117	Prbd.g_00974
OG0000354	Pras.g_01118	Prbd.g_00973
OG0000355	Pras.g_01119	Prbd.g_00972
OG0000356	Pras.g_01120	Prbd.g_00971
OG0000357	Pras.g_01121	Prbd.g_00970
OG0000358	Pras.g_01122	Prbd.g_00969
OG0000359	Pras.g_01123	Prbd.g_00968
OG0000360	Pras.g_01127	Prbd.g_00964
OG0000361	Pras.g_01128	Prbd.g_00963
OG0000362	Pras.g_01129	Prbd.g_00962
OG0000363	Pras.g_01130	Prbd.g_00961
OG0000364	Pras.g_01134	Prbd.g_00957
OG0000365	Pras.g_01135	Prbd.g_00956
OG0000366	Pras.g_01137	Prbd.g_00954
OG0000367	Pras.g_01138	Prbd.g_00953
OG0000368	Pras.g_01139	Prbd.g_00952
OG0000369	Pras.g_01140	Prbd.g_00951
OG0000370	Pras.g_01141	Prbd.g_00950
OG0000371	Pras.g_01142	Prbd.g_00949
OG0000372	Pras.g_01143	Prbd.g_00948
OG0000373	Pras.g_01144	Prbd.g_00947
OG0000374	Pras.g_01145	Prbd.g_00945
OG0000375	Pras.g_01146	Prbd.g_00944
OG0000376	Pras.g_01149	Prbd.g_00941
OG0000377	Pras.g_01150	Prbd.g_00940
OG0000378	Pras.g_01151	Prbd.g_00939
OG0000379	Pras.g_01152	Prbd.g_00938
OG0000380	Pras.g_01153	Prbd.g_00937
OG0000381	Pras.g_01155	Prbd.g_00936
OG0000382	Pras.g_01156	Prbd.g_00935
OG0000383	Pras.g_01157	Prbd.g_00934
OG0000384	Pras.g_01160	Prbd.g_00931
OG0000385	Pras.g_01161	Prbd.g_00930
OG0000386	Pras.g_01162	Prbd.g_00929
OG0000387	Pras.g_01163	Prbd.g_00928
OG0000388	Pras.g_01164	Prbd.g_00927
OG0000389	Pras.g_01165	Prbd.g_00926
OG0000390	Pras.g_01166	Prbd.g_00925
OG0000391	Pras.g_01167	Prbd.g_00924
OG0000392	Pras.g_01168	Prbd.g_00923
OG0000393	Pras.g_01169	Prbd.g_00922
OG0000394	Pras.g_01170	Prbd.g_00921
OG0000395	Pras.g_01171	Prbd.g_00920
OG0000396	Pras.g_01173	Prbd.g_00918
OG0000397	Pras.g_01175	Prbd.g_00916
OG0000398	Pras.g_01176	Prbd.g_00915
OG0000399	Pras.g_01179	Prbd.g_00912
OG0000400	Pras.g_01180	Prbd.g_00911
OG0000401	Pras.g_01181	Prbd.g_00910
OG0000402	Pras.g_01187	Prbd.g_00905
OG0000403	Pras.g_01188	Prbd.g_00904
OG0000404	Pras.g_01189	Prbd.g_00903
OG0000405	Pras.g_01191	Prbd.g_00901
OG0000406	Pras.g_01194	Prbd.g_00898
OG0000407	Pras.g_01195	Prbd.g_00897
OG0000408	Pras.g_01198	Prbd.g_00894
OG0000409	Pras.g_01199	Prbd.g_00893
OG0000410	Pras.g_01200	Prbd.g_00892
OG0000411	Pras.g_01201	Prbd.g_00891
OG0000412	Pras.g_01202	Prbd.g_00890
OG0000413	Pras.g_01203	Prbd.g_00889
OG0000414	Pras.g_01204	Prbd.g_00888
OG0000415	Pras.g_01205	Prbd.g_00887
OG0000416	Pras.g_01208	Prbd.g_00884
OG0000417	Pras.g_01209	Prbd.g_00883
OG0000418	Pras.g_01210	Prbd.g_00882
OG0000419	Pras.g_01211	Prbd.g_00881
OG0000420	Pras.g_01212	Prbd.g_00880
OG0000421	Pras.g_01224	Prbd.g_00867
OG0000422	Pras.g_01232	Prbd.g_00859
OG0000423	Pras.g_01233	Prbd.g_00858
OG0000424	Pras.g_01239	Prbd.g_00852
OG0000425	Pras.g_01309	Prbd.g_00811
OG0000426	Pras.g_01310	Prbd.g_00810
OG0000427	Pras.g_01311	Prbd.g_00809
OG0000428	Pras.g_01313	Prbd.g_00807
OG0000429	Pras.g_01314	Prbd.g_00806
OG0000430	Pras.g_01316	Prbd.g_00804
OG0000431	Pras.g_01317	Prbd.g_00803
OG0000432	Pras.g_01318	Prbd.g_00802
OG0000433	Pras.g_01319	Prbd.g_00801
OG0000434	Pras.g_01320	Prbd.g_00800
OG0000435	Pras.g_01321	Prbd.g_00799
OG0000436	Pras.g_01322	Prbd.g_00798
OG0000437	Pras.g_01323	Prbd.g_00797
OG0000438	Pras.g_01324	Prbd.g_00796
OG0000439	Pras.g_01325	Prbd.g_00795
OG0000440	Pras.g_01326	Prbd.g_00794
OG0000441	Pras.g_01327	Prbd.g_00793
OG0000442	Pras.g_01328	Prbd.g_00792
OG0000443	Pras.g_01329	Prbd.g_00791
OG0000444	Pras.g_01330	Prbd.g_00790
OG0000445	Pras.g_01331	Prbd.g_00789
OG0000446	Pras.g_01332	Prbd.g_00787
OG0000447	Pras.g_01333	Prbd.g_00786
OG0000448	Pras.g_01335	Prbd.g_00784
OG0000449	Pras.g_01339	Prbd.g_00781
OG0000450	Pras.g_01340	Prbd.g_00780
OG0000451	Pras.g_01341	Prbd.g_00779
OG0000452	Pras.g_01342	Prbd.g_00778
OG0000453	Pras.g_01343	Prbd.g_00777
OG0000454	Pras.g_01349	Prbd.g_00771
OG0000455	Pras.g_01351	Prbd.g_00769
OG0000456	Pras.g_01355	Prbd.g_00765
OG0000457	Pras.g_01356	Prbd.g_00764
OG0000458	Pras.g_01357	Prbd.g_00763
OG0000459	Pras.g_01359	Prbd.g_00761
OG0000460	Pras.g_01361	Prbd.g_00759
OG0000461	Pras.g_01362	Prbd.g_00758
OG0000462	Pras.g_01363	Prbd.g_00757
OG0000463	Pras.g_01365	Prbd.g_00755
OG0000464	Pras.g_01366	Prbd.g_00754
OG0000465	Pras.g_01367	Prbd.g_00753
OG0000466	Pras.g_01368	Prbd.g_00752
OG0000467	Pras.g_01369	Prbd.g_00751
OG0000468	Pras.g_01370	Prbd.g_00750
OG0000469	Pras.g_01371	Prbd.g_00749
OG0000470	Pras.g_01372	Prbd.g_00748
OG0000471	Pras.g_01373	Prbd.g_00747
OG0000472	Pras.g_01378	Prbd.g_00742
OG0000473	Pras.g_01379	Prbd.g_00741
OG0000474	Pras.g_01380	Prbd.g_00740
OG0000475	Pras.g_01381	Prbd.g_00739
OG0000476	Pras.g_01383	Prbd.g_00737
OG0000477	Pras.g_01384	Prbd.g_00736
OG0000478	Pras.g_01385	Prbd.g_00735
OG0000479	Pras.g_01386	Prbd.g_00734
OG0000480	Pras.g_01388	Prbd.g_00732
OG0000481	Pras.g_01390	Prbd.g_00730
OG0000482	Pras.g_01391	Prbd.g_00729
OG0000483	Pras.g_01393	Prbd.g_00727
OG0000484	Pras.g_01394	Prbd.g_00726
OG0000485	Pras.g_01395	Prbd.g_00725
OG0000486	Pras.g_01396	Prbd.g_00724
OG0000487	Pras.g_01401	Prbd.g_00719
OG0000488	Pras.g_01402	Prbd.g_00717
OG0000489	Pras.g_01403	Prbd.g_00716
OG0000490	Pras.g_01404	Prbd.g_00715
OG0000491	Pras.g_01405	Prbd.g_00714
OG0000492	Pras.g_01406	Prbd.g_00713
OG0000493	Pras.g_01407	Prbd.g_00712
OG0000494	Pras.g_01408	Prbd.g_00711
OG0000495	Pras.g_01411	Prbd.g_00708
OG0000496	Pras.g_01412	Prbd.g_00707
OG0000497	Pras.g_01413	Prbd.g_00706
OG0000498	Pras.g_01414	Prbd.g_00705
OG0000499	Pras.g_01415	Prbd.g_00704
OG0000500	Pras.g_01417	Prbd.g_00702
OG0000501	Pras.g_01418	Prbd.g_00701
OG0000502	Pras.g_01419	Prbd.g_00700
OG0000503	Pras.g_01421	Prbd.g_00698
OG0000504	Pras.g_01422	Prbd.g_00697
OG0000505	Pras.g_01423	Prbd.g_00696
OG0000506	Pras.g_01424	Prbd.g_00695
OG0000507	Pras.g_01425	Prbd.g_00694
OG0000508	Pras.g_01426	Prbd.g_00693
OG0000509	Pras.g_01427	Prbd.g_00692
OG0000510	Pras.g_01428	Prbd.g_00691
OG0000511	Pras.g_01430	Prbd.g_00689
OG0000512	Pras.g_01431	Prbd.g_00688
OG0000513	Pras.g_01432	Prbd.g_00687
OG0000514	Pras.g_01433	Prbd.g_00686
OG0000515	Pras.g_01434	Prbd.g_00685
OG0000516	Pras.g_01435	Prbd.g_00684
OG0000517	Pras.g_01437	Prbd.g_00682
OG0000518	Pras.g_01438	Prbd.g_00681
OG0000519	Pras.g_01439	Prbd.g_00680
OG0000520	Pras.g_01440	Prbd.g_00679
OG0000521	Pras.g_01441	Prbd.g_00678
OG0000522	Pras.g_01442	Prbd.g_00677
OG0000523	Pras.g_01443	Prbd.g_00676
OG0000524	Pras.g_01444	Prbd.g_00675
OG0000525	Pras.g_01445	Prbd.g_00674
OG0000526	Pras.g_01446	Prbd.g_00673
OG0000527	Pras.g_01447	Prbd.g_00672
OG0000528	Pras.g_01448	Prbd.g_00671
OG0000529	Pras.g_01449	Prbd.g_00670
OG0000530	Pras.g_01450	Prbd.g_00669
OG0000531	Pras.g_01451	Prbd.g_00668
OG0000532	Pras.g_01452	Prbd.g_00667
OG0000533	Pras.g_01454	Prbd.g_00665
OG0000534	Pras.g_01455	Prbd.g_00664
OG0000535	Pras.g_01456	Prbd.g_00663
OG0000536	Pras.g_01457	Prbd.g_00662
OG0000537	Pras.g_01459	Prbd.g_00661
OG0000538	Pras.g_01460	Prbd.g_00660
OG0000539	Pras.g_01463	Prbd.g_00657
OG0000540	Pras.g_01464	Prbd.g_00656
OG0000541	Pras.g_01465	Prbd.g_00655
OG0000542	Pras.g_01467	Prbd.g_00653
OG0000543	Pras.g_01468	Prbd.g_00652
OG0000544	Pras.g_01469	Prbd.g_00651
OG0000545	Pras.g_01470	Prbd.g_00650
OG0000546	Pras.g_01471	Prbd.g_00649
