Orthogroup	Pras	Prbe
OG0000079	Pras.g_01236	Prbe.g_00911
OG0000080	Pras.g_00327, Pras.g_01545	Prbe.g_01449
OG0000081	Pras.g_01567	Prbe.g_00466
OG0000082	Pras.g_01708	Prbe.g_01229
OG0000083	Pras.g_01772	Prbe.g_01570
OG0000084	Pras.g_01859	Prbe.g_01350
OG0000085	Pras.g_01982	Prbe.g_01594
OG0000086	Pras.g_00023	Prbe.g_00041
OG0000087	Pras.g_00494	Prbe.g_01118
OG0000090	Pras.g_00294	Prbe.g_00350
OG0000091	Pras.g_00358	Prbe.g_00303
OG0000092	Pras.g_00477	Prbe.g_00714
OG0000093	Pras.g_00637	Prbe.g_01094
OG0000094	Pras.g_00684	Prbe.g_00840
OG0000095	Pras.g_00717	Prbe.g_00802
OG0000096	Pras.g_00789	Prbe.g_01150
OG0000097	Pras.g_00131	Prbe.g_00709
OG0000098	Pras.g_00845	Prbe.g_01068
OG0000099	Pras.g_00865	Prbe.g_00123
OG0000101	Pras.g_00902	Prbe.g_00152
OG0000102	Pras.g_00964	Prbe.g_01657
OG0000103	Pras.g_00972	Prbe.g_01666
OG0000104	Pras.g_00990	Prbe.g_01683
OG0000105	Pras.g_01021	Prbe.g_01718
OG0000106	Pras.g_01035	Prbe.g_01732
OG0000107	Pras.g_01043	Prbe.g_01741
OG0000108	Pras.g_01053	Prbe.g_01751
OG0000109	Pras.g_01091	Prbe.g_01792
OG0000110	Pras.g_01103	Prbe.g_01804
OG0000111	Pras.g_01126	Prbe.g_01828
OG0000113	Pras.g_01148	Prbe.g_01852
OG0000114	Pras.g_01177	Prbe.g_01878
OG0000115	Pras.g_01352	Prbe.g_00659
OG0000116	Pras.g_01354	Prbe.g_00657
OG0000117	Pras.g_01358	Prbe.g_00653
OG0000118	Pras.g_01377	Prbe.g_00633
OG0000119	Pras.g_01409	Prbe.g_00603
OG0000120	Pras.g_01410	Prbe.g_00602
OG0000121	Pras.g_01420	Prbe.g_00592
OG0000122	Pras.g_01429	Prbe.g_00583
OG0000123	Pras.g_01461	Prbe.g_00551
OG0000124	Pras.g_01527	Prbe.g_01468
OG0000125	Pras.g_01528	Prbe.g_01467
OG0000126	Pras.g_01529	Prbe.g_01466
OG0000127	Pras.g_01562	Prbe.g_00461
OG0000128	Pras.g_01608, Pras.g_00302	Prbe.g_01216
OG0000129	Pras.g_01628	Prbe.g_01417
OG0000130	Pras.g_01686	Prbe.g_01314
OG0000131	Pras.g_01699	Prbe.g_01220
OG0000132	Pras.g_01734	Prbe.g_01257
OG0000133	Pras.g_01818	Prbe.g_00434
OG0000134	Pras.g_01827	Prbe.g_01448
OG0000135	Pras.g_01863	Prbe.g_01354
OG0000136	Pras.g_01931	Prbe.g_01300
OG0000137	Pras.g_00026	Prbe.g_00044
OG0000139	Pras.g_00062	Prbe.g_01543
OG0000140	Pras.g_00114	Prbe.g_00501
OG0000141	Pras.g_00122	Prbe.g_00215
OG0000142	Pras.g_00221, Pras.g_00222	Prbe.g_00880
OG0000143	Pras.g_00250	Prbe.g_00373
OG0000144	Pras.g_00337	Prbe.g_00323
OG0000145	Pras.g_00351	Prbe.g_00310
OG0000146	Pras.g_00388	Prbe.g_00274
OG0000147	Pras.g_00430	Prbe.g_00227
OG0000148	Pras.g_00431	Prbe.g_00226
OG0000149	Pras.g_00548	Prbe.g_00988
OG0000150	Pras.g_00586	Prbe.g_00949
OG0000151	Pras.g_00589	Prbe.g_00946
OG0000152	Pras.g_00609	Prbe.g_00926
OG0000153	Pras.g_00646	Prbe.g_01088
OG0000154	Pras.g_00682	Prbe.g_00842
OG0000155	Pras.g_00700	Prbe.g_00823
OG0000156	Pras.g_00728	Prbe.g_00790
OG0000157	Pras.g_00761	Prbe.g_00746
OG0000158	Pras.g_00824	Prbe.g_01189
OG0000160	Pras.g_00843	Prbe.g_01066
OG0000161	Pras.g_00844	Prbe.g_01067
OG0000162	Pras.g_00846	Prbe.g_01069
OG0000163	Pras.g_00847	Prbe.g_01070
OG0000164	Pras.g_00848	Prbe.g_01071
OG0000165	Pras.g_00849	Prbe.g_01072
OG0000166	Pras.g_00850	Prbe.g_01073
OG0000167	Pras.g_00851	Prbe.g_01074
OG0000168	Pras.g_00852	Prbe.g_01075
OG0000169	Pras.g_00854	Prbe.g_01077
OG0000170	Pras.g_00856	Prbe.g_00114
OG0000171	Pras.g_00857	Prbe.g_00115
OG0000172	Pras.g_00858	Prbe.g_00116
OG0000173	Pras.g_00859	Prbe.g_00117
OG0000174	Pras.g_00860	Prbe.g_00118
OG0000175	Pras.g_00861	Prbe.g_00119
OG0000176	Pras.g_00862	Prbe.g_00120
OG0000177	Pras.g_00863	Prbe.g_00121
OG0000178	Pras.g_00864	Prbe.g_00122
OG0000179	Pras.g_00866	Prbe.g_00124
OG0000180	Pras.g_00867	Prbe.g_00125
OG0000181	Pras.g_00868	Prbe.g_00126
OG0000182	Pras.g_00869	Prbe.g_00127
OG0000183	Pras.g_00870	Prbe.g_00128
OG0000184	Pras.g_00871	Prbe.g_00130
OG0000185	Pras.g_00874	Prbe.g_00133
OG0000186	Pras.g_00877	Prbe.g_00136
OG0000187	Pras.g_00878	Prbe.g_00137
OG0000188	Pras.g_00879	Prbe.g_00138
OG0000189	Pras.g_00893	Prbe.g_00140
OG0000190	Pras.g_00895	Prbe.g_00142
OG0000191	Pras.g_00896	Prbe.g_00144
OG0000192	Pras.g_00897	Prbe.g_00145
OG0000193	Pras.g_00898	Prbe.g_00146
OG0000194	Pras.g_00899	Prbe.g_00149
OG0000195	Pras.g_00900	Prbe.g_00150
OG0000196	Pras.g_00901	Prbe.g_00151
OG0000197	Pras.g_00903	Prbe.g_00153
OG0000198	Pras.g_00904	Prbe.g_00154
OG0000199	Pras.g_00905	Prbe.g_00156
OG0000200	Pras.g_00916	Prbe.g_00168
OG0000201	Pras.g_00917	Prbe.g_00169
OG0000202	Pras.g_00918	Prbe.g_00170
OG0000203	Pras.g_00921	Prbe.g_00174
OG0000204	Pras.g_00922	Prbe.g_00175
OG0000205	Pras.g_00924	Prbe.g_00178
OG0000206	Pras.g_00926	Prbe.g_00180
OG0000207	Pras.g_00928	Prbe.g_00182
OG0000208	Pras.g_00929	Prbe.g_00183
OG0000209	Pras.g_00930	Prbe.g_00066
OG0000210	Pras.g_00931	Prbe.g_00184
OG0000211	Pras.g_00932	Prbe.g_00185
OG0000212	Pras.g_00933	Prbe.g_00186
OG0000213	Pras.g_00934	Prbe.g_00187
OG0000214	Pras.g_00935	Prbe.g_00188
OG0000215	Pras.g_00936	Prbe.g_00189
OG0000216	Pras.g_00937	Prbe.g_00190
OG0000217	Pras.g_00939	Prbe.g_00192
OG0000218	Pras.g_00940	Prbe.g_00193
OG0000219	Pras.g_00941	Prbe.g_01630
OG0000220	Pras.g_00942	Prbe.g_01631
OG0000221	Pras.g_00945	Prbe.g_01634
OG0000222	Pras.g_00946	Prbe.g_01635
OG0000223	Pras.g_00947	Prbe.g_01636
OG0000224	Pras.g_00948	Prbe.g_01638
OG0000225	Pras.g_00949	Prbe.g_01639
OG0000226	Pras.g_00950	Prbe.g_01640
OG0000227	Pras.g_00951	Prbe.g_01642
OG0000228	Pras.g_00952	Prbe.g_01643
OG0000229	Pras.g_00953	Prbe.g_01644
OG0000230	Pras.g_00954	Prbe.g_01645
OG0000231	Pras.g_00955	Prbe.g_01646
OG0000232	Pras.g_00957	Prbe.g_01647
OG0000233	Pras.g_00958	Prbe.g_01649
OG0000234	Pras.g_00959	Prbe.g_01650
OG0000235	Pras.g_00960	Prbe.g_01651
OG0000236	Pras.g_00961	Prbe.g_01654
OG0000237	Pras.g_00962	Prbe.g_01655
OG0000238	Pras.g_00963	Prbe.g_01656
OG0000239	Pras.g_00965	Prbe.g_01658
OG0000240	Pras.g_00966	Prbe.g_01659
OG0000241	Pras.g_00967	Prbe.g_01660
OG0000242	Pras.g_00968	Prbe.g_01661
OG0000243	Pras.g_00971	Prbe.g_01664
OG0000244	Pras.g_00973	Prbe.g_01667
OG0000245	Pras.g_00974	Prbe.g_01668
OG0000246	Pras.g_00975	Prbe.g_01669
OG0000247	Pras.g_00978	Prbe.g_01671
OG0000248	Pras.g_00980	Prbe.g_01673
OG0000249	Pras.g_00981	Prbe.g_01675
OG0000250	Pras.g_00982	Prbe.g_01676
OG0000251	Pras.g_00983	Prbe.g_01677
OG0000252	Pras.g_00984	Prbe.g_01678
OG0000253	Pras.g_00985	Prbe.g_01679
OG0000254	Pras.g_00987	Prbe.g_01412
OG0000255	Pras.g_00988	Prbe.g_01681
OG0000256	Pras.g_00991	Prbe.g_01684
OG0000257	Pras.g_00993	Prbe.g_01686
OG0000258	Pras.g_00996	Prbe.g_01692
OG0000259	Pras.g_00997	Prbe.g_01693
OG0000260	Pras.g_00998	Prbe.g_01694
OG0000261	Pras.g_00999	Prbe.g_01695
OG0000262	Pras.g_01000	Prbe.g_01696
OG0000263	Pras.g_01002	Prbe.g_01698
OG0000264	Pras.g_01003	Prbe.g_01699
OG0000265	Pras.g_01004	Prbe.g_01700
OG0000266	Pras.g_01005	Prbe.g_01701
OG0000267	Pras.g_01006	Prbe.g_01702
OG0000268	Pras.g_01007	Prbe.g_01704
OG0000269	Pras.g_01009	Prbe.g_01706
OG0000270	Pras.g_01010	Prbe.g_01707
OG0000271	Pras.g_01011	Prbe.g_01708
OG0000272	Pras.g_01012	Prbe.g_01709
OG0000273	Pras.g_01013	Prbe.g_01710
OG0000274	Pras.g_01014	Prbe.g_01711
OG0000275	Pras.g_01015	Prbe.g_01712
OG0000276	Pras.g_01016	Prbe.g_01713
OG0000277	Pras.g_01018	Prbe.g_01715
OG0000278	Pras.g_01019	Prbe.g_01716
OG0000279	Pras.g_01020	Prbe.g_01717
OG0000280	Pras.g_01022	Prbe.g_01719
OG0000281	Pras.g_01024	Prbe.g_01721
OG0000282	Pras.g_01025	Prbe.g_01722
OG0000283	Pras.g_01026	Prbe.g_01723
OG0000284	Pras.g_01027	Prbe.g_01724
OG0000285	Pras.g_01028	Prbe.g_01725
OG0000286	Pras.g_01029	Prbe.g_01726
OG0000287	Pras.g_01030	Prbe.g_01727
OG0000288	Pras.g_01032	Prbe.g_01729
OG0000289	Pras.g_01033	Prbe.g_01730
OG0000290	Pras.g_01034	Prbe.g_01731
OG0000291	Pras.g_01036	Prbe.g_01733
OG0000292	Pras.g_01037	Prbe.g_01735
OG0000293	Pras.g_01038	Prbe.g_01736
OG0000294	Pras.g_01039	Prbe.g_01737
OG0000295	Pras.g_01040	Prbe.g_01738
OG0000296	Pras.g_01041	Prbe.g_01739
OG0000297	Pras.g_01042	Prbe.g_01740
OG0000298	Pras.g_01044	Prbe.g_01742
OG0000299	Pras.g_01045	Prbe.g_01743
OG0000300	Pras.g_01046	Prbe.g_01744
OG0000301	Pras.g_01047	Prbe.g_01745
OG0000302	Pras.g_01048	Prbe.g_01746
OG0000303	Pras.g_01049	Prbe.g_01747
OG0000304	Pras.g_01051	Prbe.g_01749
OG0000305	Pras.g_01052	Prbe.g_01750
OG0000306	Pras.g_01055	Prbe.g_01753
OG0000307	Pras.g_01056	Prbe.g_01754
OG0000308	Pras.g_01057	Prbe.g_01755
OG0000309	Pras.g_01059	Prbe.g_01756
OG0000310	Pras.g_01060	Prbe.g_01757
OG0000311	Pras.g_01061	Prbe.g_01759
OG0000312	Pras.g_01062	Prbe.g_01760
OG0000313	Pras.g_01063	Prbe.g_01761
OG0000314	Pras.g_01064	Prbe.g_01762
OG0000315	Pras.g_01065	Prbe.g_01763
OG0000316	Pras.g_01066	Prbe.g_01764
OG0000317	Pras.g_01067	Prbe.g_01765
OG0000318	Pras.g_01068	Prbe.g_01766
OG0000319	Pras.g_01069	Prbe.g_01767
OG0000320	Pras.g_01070	Prbe.g_01768
OG0000321	Pras.g_01071	Prbe.g_01769
OG0000322	Pras.g_01072	Prbe.g_01770
OG0000323	Pras.g_01073	Prbe.g_01771
OG0000324	Pras.g_01074	Prbe.g_01772
OG0000325	Pras.g_01075	Prbe.g_01773
OG0000326	Pras.g_01076	Prbe.g_01774
OG0000327	Pras.g_01077	Prbe.g_01775
OG0000328	Pras.g_01078	Prbe.g_01777
OG0000329	Pras.g_01079	Prbe.g_01778
OG0000330	Pras.g_01080	Prbe.g_01779
OG0000331	Pras.g_01081	Prbe.g_01781
OG0000332	Pras.g_01082	Prbe.g_01782
OG0000333	Pras.g_01083	Prbe.g_01783
OG0000334	Pras.g_01084	Prbe.g_01784
OG0000335	Pras.g_01085	Prbe.g_01785
OG0000336	Pras.g_01087	Prbe.g_01787
OG0000337	Pras.g_01088	Prbe.g_01788
OG0000338	Pras.g_01092	Prbe.g_01793
OG0000339	Pras.g_01094	Prbe.g_01795
OG0000340	Pras.g_01096	Prbe.g_01797
OG0000341	Pras.g_01097	Prbe.g_01798
OG0000342	Pras.g_01098	Prbe.g_01799
OG0000343	Pras.g_01099	Prbe.g_01800
OG0000344	Pras.g_01102	Prbe.g_01803
OG0000345	Pras.g_01105	Prbe.g_01807
OG0000346	Pras.g_01106	Prbe.g_01808
OG0000347	Pras.g_01109	Prbe.g_01811
OG0000348	Pras.g_01111	Prbe.g_01812
OG0000349	Pras.g_01112	Prbe.g_01813
OG0000350	Pras.g_01114	Prbe.g_01815
OG0000351	Pras.g_01115	Prbe.g_01816
OG0000352	Pras.g_01116	Prbe.g_01817
OG0000353	Pras.g_01117	Prbe.g_01818
OG0000354	Pras.g_01118	Prbe.g_01820
OG0000355	Pras.g_01119	Prbe.g_01821
OG0000356	Pras.g_01120	Prbe.g_01822
OG0000357	Pras.g_01121	Prbe.g_01823
OG0000358	Pras.g_01122	Prbe.g_01824
OG0000359	Pras.g_01123	Prbe.g_01826
OG0000360	Pras.g_01127	Prbe.g_01829
OG0000361	Pras.g_01128	Prbe.g_01830
OG0000362	Pras.g_01129	Prbe.g_01831
OG0000363	Pras.g_01130	Prbe.g_01832
OG0000364	Pras.g_01134	Prbe.g_01836
OG0000365	Pras.g_01135	Prbe.g_01837
OG0000366	Pras.g_01137	Prbe.g_01840
OG0000367	Pras.g_01138	Prbe.g_01841
OG0000368	Pras.g_01139	Prbe.g_01842
OG0000369	Pras.g_01140	Prbe.g_01843
OG0000370	Pras.g_01141	Prbe.g_01844
OG0000371	Pras.g_01142	Prbe.g_01846
OG0000372	Pras.g_01143	Prbe.g_01847
OG0000373	Pras.g_01144	Prbe.g_01848
OG0000374	Pras.g_01145	Prbe.g_01849
OG0000375	Pras.g_01146	Prbe.g_01850
OG0000376	Pras.g_01149	Prbe.g_01853
OG0000377	Pras.g_01150	Prbe.g_01854
OG0000378	Pras.g_01151	Prbe.g_01855
OG0000379	Pras.g_01152	Prbe.g_01856
OG0000380	Pras.g_01153	Prbe.g_01857
OG0000381	Pras.g_01155	Prbe.g_01858
OG0000382	Pras.g_01156	Prbe.g_01859
OG0000383	Pras.g_01157	Prbe.g_01860
OG0000384	Pras.g_01160	Prbe.g_01862
OG0000385	Pras.g_01161	Prbe.g_01863
OG0000386	Pras.g_01162	Prbe.g_01864
OG0000387	Pras.g_01163	Prbe.g_01865
OG0000388	Pras.g_01164	Prbe.g_01866
OG0000389	Pras.g_01165	Prbe.g_01867
OG0000390	Pras.g_01166	Prbe.g_01868
OG0000391	Pras.g_01167	Prbe.g_01869
OG0000392	Pras.g_01168	Prbe.g_01870
OG0000393	Pras.g_01169	Prbe.g_01871
OG0000394	Pras.g_01170	Prbe.g_01872
OG0000395	Pras.g_01171	Prbe.g_01873
OG0000396	Pras.g_01173	Prbe.g_01874
OG0000397	Pras.g_01175	Prbe.g_01876
OG0000398	Pras.g_01176	Prbe.g_01877
OG0000399	Pras.g_01179	Prbe.g_01879
OG0000400	Pras.g_01180	Prbe.g_01885
OG0000401	Pras.g_01181	Prbe.g_01886
OG0000402	Pras.g_01187	Prbe.g_01892
OG0000403	Pras.g_01188	Prbe.g_01894
OG0000404	Pras.g_01189	Prbe.g_01895
OG0000405	Pras.g_01191	Prbe.g_01896
OG0000406	Pras.g_01194	Prbe.g_01899
OG0000407	Pras.g_01195	Prbe.g_01900
OG0000408	Pras.g_01198	Prbe.g_01903
OG0000409	Pras.g_01199	Prbe.g_01904
OG0000410	Pras.g_01200	Prbe.g_01905
OG0000411	Pras.g_01201	Prbe.g_01906
OG0000412	Pras.g_01202	Prbe.g_01907
OG0000413	Pras.g_01203	Prbe.g_01908
OG0000414	Pras.g_01204	Prbe.g_01909
OG0000415	Pras.g_01205	Prbe.g_01910
OG0000416	Pras.g_01208	Prbe.g_01914
OG0000417	Pras.g_01209	Prbe.g_01915
OG0000418	Pras.g_01210	Prbe.g_01917
OG0000419	Pras.g_01211	Prbe.g_01918
OG0000420	Pras.g_01212	Prbe.g_01277
OG0000421	Pras.g_01224	Prbe.g_01593
OG0000422	Pras.g_01232	Prbe.g_01033
OG0000423	Pras.g_01233	Prbe.g_01588
OG0000424	Pras.g_01239	Prbe.g_00921
OG0000425	Pras.g_01309	Prbe.g_01929
OG0000426	Pras.g_01310	Prbe.g_01930
OG0000427	Pras.g_01311	Prbe.g_01931
OG0000428	Pras.g_01313	Prbe.g_01933
OG0000429	Pras.g_01314	Prbe.g_01934
OG0000430	Pras.g_01316	Prbe.g_01936
OG0000431	Pras.g_01317	Prbe.g_01937
OG0000432	Pras.g_01318	Prbe.g_01938
OG0000433	Pras.g_01319	Prbe.g_01939
OG0000434	Pras.g_01320	Prbe.g_01940
OG0000435	Pras.g_01321	Prbe.g_01941
OG0000436	Pras.g_01322	Prbe.g_01942
OG0000437	Pras.g_01323	Prbe.g_01943
OG0000438	Pras.g_01324	Prbe.g_01944
OG0000439	Pras.g_01325	Prbe.g_01945
OG0000440	Pras.g_01326	Prbe.g_01946
OG0000441	Pras.g_01327	Prbe.g_01947
OG0000442	Pras.g_01328	Prbe.g_01948
OG0000443	Pras.g_01329	Prbe.g_01949
OG0000444	Pras.g_01330	Prbe.g_01950
OG0000445	Pras.g_01331	Prbe.g_00676
OG0000446	Pras.g_01332	Prbe.g_00674
OG0000447	Pras.g_01333	Prbe.g_00673
OG0000448	Pras.g_01335	Prbe.g_00672
OG0000449	Pras.g_01339	Prbe.g_00668
OG0000450	Pras.g_01340	Prbe.g_00667
OG0000451	Pras.g_01341	Prbe.g_00666
OG0000452	Pras.g_01342	Prbe.g_00664
OG0000453	Pras.g_01343	Prbe.g_00663
OG0000454	Pras.g_01349	Prbe.g_00662
OG0000455	Pras.g_01351	Prbe.g_00660
OG0000456	Pras.g_01355	Prbe.g_00656
OG0000457	Pras.g_01356	Prbe.g_00655
OG0000458	Pras.g_01357	Prbe.g_00654
OG0000459	Pras.g_01359	Prbe.g_00652
OG0000460	Pras.g_01361	Prbe.g_00650
OG0000461	Pras.g_01362	Prbe.g_00649
OG0000462	Pras.g_01363	Prbe.g_00648
OG0000463	Pras.g_01365	Prbe.g_00646
OG0000464	Pras.g_01366	Prbe.g_00645
OG0000465	Pras.g_01367	Prbe.g_00644
OG0000466	Pras.g_01368	Prbe.g_00643
OG0000467	Pras.g_01369	Prbe.g_00642
OG0000468	Pras.g_01370	Prbe.g_00641
OG0000469	Pras.g_01371	Prbe.g_00640
OG0000470	Pras.g_01372	Prbe.g_00639
OG0000471	Pras.g_01373	Prbe.g_00638
OG0000472	Pras.g_01378	Prbe.g_00632
OG0000473	Pras.g_01379	Prbe.g_00631
OG0000474	Pras.g_01380	Prbe.g_00630
OG0000475	Pras.g_01381	Prbe.g_00629
OG0000476	Pras.g_01383	Prbe.g_00628
OG0000477	Pras.g_01384	Prbe.g_00627
OG0000478	Pras.g_01385	Prbe.g_00626
OG0000479	Pras.g_01386	Prbe.g_00625
OG0000480	Pras.g_01388	Prbe.g_00623
OG0000481	Pras.g_01390	Prbe.g_00621
OG0000482	Pras.g_01391	Prbe.g_00620
OG0000483	Pras.g_01393	Prbe.g_00618
OG0000484	Pras.g_01394	Prbe.g_00617
OG0000485	Pras.g_01395	Prbe.g_00616
OG0000486	Pras.g_01396	Prbe.g_00615
OG0000487	Pras.g_01401	Prbe.g_00611
OG0000488	Pras.g_01402	Prbe.g_00610
OG0000489	Pras.g_01403	Prbe.g_00609
OG0000490	Pras.g_01404	Prbe.g_00608
OG0000491	Pras.g_01405	Prbe.g_00607
OG0000492	Pras.g_01406	Prbe.g_00606
OG0000493	Pras.g_01407	Prbe.g_00605
OG0000494	Pras.g_01408	Prbe.g_00604
OG0000495	Pras.g_01411	Prbe.g_00601
OG0000496	Pras.g_01412	Prbe.g_00600
OG0000497	Pras.g_01413	Prbe.g_00599
OG0000498	Pras.g_01414	Prbe.g_00598
OG0000499	Pras.g_01415	Prbe.g_00597
OG0000500	Pras.g_01417	Prbe.g_00595
OG0000501	Pras.g_01418	Prbe.g_00594
OG0000502	Pras.g_01419	Prbe.g_00593
OG0000503	Pras.g_01421	Prbe.g_00591
OG0000504	Pras.g_01422	Prbe.g_00590
OG0000505	Pras.g_01423	Prbe.g_00589
OG0000506	Pras.g_01424	Prbe.g_00588
OG0000507	Pras.g_01425	Prbe.g_00587
OG0000508	Pras.g_01426	Prbe.g_00586
OG0000509	Pras.g_01427	Prbe.g_00585
OG0000510	Pras.g_01428	Prbe.g_00584
OG0000511	Pras.g_01430	Prbe.g_00582
OG0000512	Pras.g_01431	Prbe.g_00581
OG0000513	Pras.g_01432	Prbe.g_00580
OG0000514	Pras.g_01433	Prbe.g_00579
OG0000515	Pras.g_01434	Prbe.g_00578
OG0000516	Pras.g_01435	Prbe.g_00577
OG0000517	Pras.g_01437	Prbe.g_00576
OG0000518	Pras.g_01438	Prbe.g_00575
OG0000519	Pras.g_01439	Prbe.g_00573
OG0000520	Pras.g_01440	Prbe.g_00571
OG0000521	Pras.g_01441	Prbe.g_00570
OG0000522	Pras.g_01442	Prbe.g_00569
OG0000523	Pras.g_01443	Prbe.g_00568
OG0000524	Pras.g_01444	Prbe.g_00567
OG0000525	Pras.g_01445	Prbe.g_00566
OG0000526	Pras.g_01446	Prbe.g_00565
OG0000527	Pras.g_01447	Prbe.g_00564
OG0000528	Pras.g_01448	Prbe.g_00563
OG0000529	Pras.g_01449	Prbe.g_00562
OG0000530	Pras.g_01450	Prbe.g_00561
OG0000531	Pras.g_01451	Prbe.g_00560
OG0000532	Pras.g_01452	Prbe.g_00559
OG0000533	Pras.g_01454	Prbe.g_00557
OG0000534	Pras.g_01455	Prbe.g_00556
OG0000535	Pras.g_01456	Prbe.g_00555
OG0000536	Pras.g_01457	Prbe.g_00554
OG0000537	Pras.g_01459	Prbe.g_00553
OG0000538	Pras.g_01460	Prbe.g_00552
OG0000539	Pras.g_01463	Prbe.g_00548
OG0000540	Pras.g_01464	Prbe.g_00547
OG0000541	Pras.g_01465	Prbe.g_00546
OG0000542	Pras.g_01467	Prbe.g_00543
OG0000543	Pras.g_01468	Prbe.g_00542
OG0000544	Pras.g_01469	Prbe.g_00541
OG0000545	Pras.g_01470	Prbe.g_00540
OG0000546	Pras.g_01471	Prbe.g_00539
OG0000547	Pras.g_01472	Prbe.g_00538
OG0000548	Pras.g_01473	Prbe.g_00537
OG0000549	Pras.g_01475	Prbe.g_00535
OG0000550	Pras.g_01476	Prbe.g_00534
OG0000551	Pras.g_01477	Prbe.g_00533
OG0000552	Pras.g_01478	Prbe.g_00532
OG0000553	Pras.g_01479	Prbe.g_00531
OG0000554	Pras.g_01480	Prbe.g_00530
OG0000555	Pras.g_01481	Prbe.g_00528
OG0000556	Pras.g_01482	Prbe.g_00527
OG0000557	Pras.g_01483	Prbe.g_00526
OG0000558	Pras.g_01484	Prbe.g_00525
OG0000559	Pras.g_01485	Prbe.g_00524
OG0000560	Pras.g_01486	Prbe.g_00523
