Orthogroup	Pras	Prbb
OG0000050	Pras.g_01017	Prbb.g_00223
OG0000051	Pras.g_01213	Prbb.g_01373, Prbb.g_01411
OG0000052	Pras.g_01285	Prbb.g_01286
OG0000053	Pras.g_01606	Prbb.g_00713
OG0000054	Pras.g_00543	Prbb.g_01816
OG0000055	Pras.g_00883, Pras.g_00743	Prbb.g_02061
OG0000056	Pras.g_00873	Prbb.g_00032
OG0000057	Pras.g_01008	Prbb.g_00214
OG0000058	Pras.g_01223	Prbb.g_01197, Prbb.g_01329
OG0000059	Pras.g_01416	Prbb.g_00542
OG0000062	Pras.g_01723	Prbb.g_00807, Prbb.g_01218
OG0000063	Pras.g_00011	Prbb.g_00054
OG0000065	Pras.g_01089	Prbb.g_00294
OG0000066	Pras.g_01353	Prbb.g_00478
OG0000067	Pras.g_01574	Prbb.g_01359, Prbb.g_00706
OG0000068	Pras.g_00529, Pras.g_01594	Prbb.g_01212
OG0000069	Pras.g_00021, Pras.g_01880	Prbb.g_01627
OG0000070	Pras.g_01934	Prbb.g_01070
OG0000071	Pras.g_00150	Prbb.g_01399
OG0000072	Pras.g_00209	Prbb.g_01586
OG0000073	Pras.g_00882	Prbb.g_01187
OG0000073	Pras.g_00227	Prbb.g_01270, Prbb.g_01432
OG0000074	Pras.g_00272, Pras.g_00273, Pras.g_00271	Prbb.g_00678
OG0000075	Pras.g_00687	Prbb.g_02001
OG0000076	Pras.g_00326	Prbb.g_01723
OG0000077	Pras.g_00853	Prbb.g_00012
OG0000078	Pras.g_01174	Prbb.g_00373
OG0000079	Pras.g_01236	Prbb.g_01326
OG0000080	Pras.g_00327, Pras.g_01545	Prbb.g_00673
OG0000081	Pras.g_01567	Prbb.g_00697, Prbb.g_00698
OG0000082	Pras.g_01708	Prbb.g_00790
OG0000083	Pras.g_01772	Prbb.g_00909, Prbb.g_01198
OG0000084	Pras.g_01859	Prbb.g_00991
OG0000085	Pras.g_01982	Prbb.g_01238
OG0000086	Pras.g_00023	Prbb.g_01887
OG0000087	Pras.g_00494	Prbb.g_01320, Prbb.g_01245, Prbb.g_01122, Prbb.g_01786, Prbb.g_00430, Prbb.g_01355, Prbb.g_01402
OG0000088	Pras.g_00155	Prbb.g_01306
OG0000090	Pras.g_00294	Prbb.g_00388
OG0000091	Pras.g_00358	Prbb.g_01694
OG0000092	Pras.g_00477	Prbb.g_01208
OG0000093	Pras.g_00637	Prbb.g_01946
OG0000094	Pras.g_00684	Prbb.g_01997
OG0000095	Pras.g_00717	Prbb.g_02034
OG0000096	Pras.g_00789	Prbb.g_02123
OG0000097	Pras.g_00131	Prbb.g_02143
OG0000098	Pras.g_00845	Prbb.g_00003
OG0000099	Pras.g_00865	Prbb.g_00024
OG0000100	Pras.g_01273	Prbb.g_01195
OG0000101	Pras.g_00902	Prbb.g_00064
OG0000102	Pras.g_00964	Prbb.g_00170
OG0000103	Pras.g_00972	Prbb.g_00179
OG0000104	Pras.g_00990	Prbb.g_00196
OG0000105	Pras.g_01021	Prbb.g_00227
OG0000106	Pras.g_01035	Prbb.g_00240
OG0000107	Pras.g_01043	Prbb.g_00249
OG0000108	Pras.g_01053	Prbb.g_00259
OG0000109	Pras.g_01091	Prbb.g_00041, Prbb.g_00297
OG0000110	Pras.g_01103	Prbb.g_00307
OG0000111	Pras.g_01126	Prbb.g_00327
OG0000113	Pras.g_01148	Prbb.g_00348
OG0000114	Pras.g_01177	Prbb.g_00376
OG0000115	Pras.g_01352	Prbb.g_00477
OG0000116	Pras.g_01354	Prbb.g_00479
OG0000117	Pras.g_01358	Prbb.g_00484, Prbb.g_00485
OG0000118	Pras.g_01377	Prbb.g_00503
OG0000119	Pras.g_01409	Prbb.g_00535
OG0000120	Pras.g_01410	Prbb.g_00536
OG0000121	Pras.g_01420	Prbb.g_00546
OG0000122	Pras.g_01429	Prbb.g_00556
OG0000123	Pras.g_01461	Prbb.g_00586
OG0000124	Pras.g_01527	Prbb.g_00652
OG0000125	Pras.g_01528	Prbb.g_00653
OG0000126	Pras.g_01529	Prbb.g_00654
OG0000127	Pras.g_01562	Prbb.g_00692
OG0000128	Pras.g_01608, Pras.g_00302	Prbb.g_00715
OG0000129	Pras.g_01628	Prbb.g_00737
OG0000130	Pras.g_01686	Prbb.g_00954
OG0000131	Pras.g_01699	Prbb.g_00781
OG0000132	Pras.g_01734	Prbb.g_00817
OG0000133	Pras.g_01818	Prbb.g_00950
OG0000134	Pras.g_01827	Prbb.g_00768
OG0000135	Pras.g_01863	Prbb.g_00995
OG0000136	Pras.g_01931	Prbb.g_01067
OG0000137	Pras.g_00026	Prbb.g_01890
OG0000138	Pras.g_00051	Prbb.g_01523
OG0000139	Pras.g_00062	Prbb.g_01510
OG0000140	Pras.g_00114	Prbb.g_01456
OG0000141	Pras.g_00122	Prbb.g_01060
OG0000142	Pras.g_00221, Pras.g_00222	Prbb.g_01598
OG0000143	Pras.g_00250	Prbb.g_01639
OG0000144	Pras.g_00337	Prbb.g_01673
OG0000145	Pras.g_00351	Prbb.g_01687
OG0000146	Pras.g_00388	Prbb.g_01721
OG0000147	Pras.g_00430	Prbb.g_01767
OG0000148	Pras.g_00431	Prbb.g_01768
OG0000149	Pras.g_00548	Prbb.g_01821
OG0000150	Pras.g_00586	Prbb.g_01858
OG0000151	Pras.g_00589	Prbb.g_01860
OG0000152	Pras.g_00609	Prbb.g_01880
OG0000153	Pras.g_00646	Prbb.g_01959
OG0000154	Pras.g_00682	Prbb.g_01995
OG0000155	Pras.g_00700	Prbb.g_02014
OG0000156	Pras.g_00728	Prbb.g_02046
OG0000157	Pras.g_00761	Prbb.g_02082
OG0000158	Pras.g_00824	Prbb.g_02168
OG0000160	Pras.g_00843	Prbb.g_00001
OG0000161	Pras.g_00844	Prbb.g_00002
OG0000162	Pras.g_00846	Prbb.g_00004
OG0000163	Pras.g_00847	Prbb.g_00005
OG0000164	Pras.g_00848	Prbb.g_00007
OG0000165	Pras.g_00849	Prbb.g_00008
OG0000166	Pras.g_00850	Prbb.g_00009
OG0000167	Pras.g_00851	Prbb.g_00010
OG0000168	Pras.g_00852	Prbb.g_00011
OG0000169	Pras.g_00854	Prbb.g_00013
OG0000170	Pras.g_00856	Prbb.g_00015
OG0000171	Pras.g_00857	Prbb.g_00016
OG0000172	Pras.g_00858	Prbb.g_00017
OG0000173	Pras.g_00859	Prbb.g_00018
OG0000174	Pras.g_00860	Prbb.g_00019
OG0000175	Pras.g_00861	Prbb.g_00020
OG0000176	Pras.g_00862	Prbb.g_00021
OG0000177	Pras.g_00863	Prbb.g_00022
OG0000178	Pras.g_00864	Prbb.g_00023
OG0000179	Pras.g_00866	Prbb.g_00025
OG0000180	Pras.g_00867	Prbb.g_00026
OG0000181	Pras.g_00868	Prbb.g_00027
OG0000182	Pras.g_00869	Prbb.g_00028
OG0000183	Pras.g_00870	Prbb.g_00029
OG0000184	Pras.g_00871	Prbb.g_00030
OG0000185	Pras.g_00874	Prbb.g_00033
OG0000186	Pras.g_00877	Prbb.g_00035
OG0000187	Pras.g_00878	Prbb.g_00036
OG0000188	Pras.g_00879	Prbb.g_00037
OG0000189	Pras.g_00893	Prbb.g_00055
OG0000190	Pras.g_00895	Prbb.g_00057
OG0000191	Pras.g_00896	Prbb.g_00058
OG0000192	Pras.g_00897	Prbb.g_00059
OG0000193	Pras.g_00898	Prbb.g_00060
OG0000194	Pras.g_00899	Prbb.g_00061
OG0000195	Pras.g_00900	Prbb.g_00062
OG0000196	Pras.g_00901	Prbb.g_00063
OG0000197	Pras.g_00903	Prbb.g_00065
OG0000198	Pras.g_00904	Prbb.g_00066
OG0000199	Pras.g_00905	Prbb.g_00067
OG0000200	Pras.g_00916	Prbb.g_00119
OG0000201	Pras.g_00917	Prbb.g_00120
OG0000202	Pras.g_00918	Prbb.g_00121
OG0000203	Pras.g_00921	Prbb.g_00124
OG0000204	Pras.g_00922	Prbb.g_00125
OG0000205	Pras.g_00924	Prbb.g_00128
OG0000206	Pras.g_00926	Prbb.g_00130
OG0000207	Pras.g_00928	Prbb.g_00132
OG0000208	Pras.g_00929	Prbb.g_00133
OG0000209	Pras.g_00930	Prbb.g_00134
OG0000210	Pras.g_00931	Prbb.g_00135
OG0000211	Pras.g_00932	Prbb.g_00136
OG0000212	Pras.g_00933	Prbb.g_00137
OG0000213	Pras.g_00934	Prbb.g_00138
OG0000214	Pras.g_00935	Prbb.g_00139
OG0000215	Pras.g_00936	Prbb.g_00140
OG0000216	Pras.g_00937	Prbb.g_00141
OG0000217	Pras.g_00939	Prbb.g_00143
OG0000218	Pras.g_00940	Prbb.g_00144
OG0000219	Pras.g_00941	Prbb.g_00145
OG0000220	Pras.g_00942	Prbb.g_00146
OG0000221	Pras.g_00945	Prbb.g_00149
OG0000222	Pras.g_00946	Prbb.g_00150
OG0000223	Pras.g_00947	Prbb.g_00151
OG0000224	Pras.g_00948	Prbb.g_00152
OG0000225	Pras.g_00949	Prbb.g_00153
OG0000226	Pras.g_00950	Prbb.g_00154
OG0000227	Pras.g_00951	Prbb.g_00156
OG0000228	Pras.g_00952	Prbb.g_00157
OG0000229	Pras.g_00953	Prbb.g_00158
OG0000230	Pras.g_00954	Prbb.g_00159
OG0000231	Pras.g_00955	Prbb.g_00160
OG0000232	Pras.g_00957	Prbb.g_00161
OG0000233	Pras.g_00958	Prbb.g_00162
OG0000234	Pras.g_00959	Prbb.g_00163
OG0000235	Pras.g_00960	Prbb.g_00164
OG0000236	Pras.g_00961	Prbb.g_00167
OG0000237	Pras.g_00962	Prbb.g_00168
OG0000238	Pras.g_00963	Prbb.g_00169
OG0000239	Pras.g_00965	Prbb.g_00171
OG0000240	Pras.g_00966	Prbb.g_00173
OG0000241	Pras.g_00967	Prbb.g_00174
OG0000242	Pras.g_00968	Prbb.g_00175
OG0000243	Pras.g_00971	Prbb.g_00177
OG0000244	Pras.g_00973	Prbb.g_00180
OG0000245	Pras.g_00974	Prbb.g_00181
OG0000246	Pras.g_00975	Prbb.g_00182
OG0000247	Pras.g_00978	Prbb.g_00185
OG0000248	Pras.g_00980	Prbb.g_00187
OG0000249	Pras.g_00981	Prbb.g_00189
OG0000250	Pras.g_00982	Prbb.g_00190
OG0000251	Pras.g_00983	Prbb.g_00191
OG0000252	Pras.g_00984	Prbb.g_00192
OG0000253	Pras.g_00985	Prbb.g_00193
OG0000254	Pras.g_00987	Prbb.g_01101
OG0000255	Pras.g_00988	Prbb.g_00194
OG0000256	Pras.g_00991	Prbb.g_00197
OG0000257	Pras.g_00993	Prbb.g_00200
OG0000258	Pras.g_00996	Prbb.g_00202
OG0000259	Pras.g_00997	Prbb.g_00203
OG0000260	Pras.g_00998	Prbb.g_00204
OG0000261	Pras.g_00999	Prbb.g_00205
OG0000262	Pras.g_01000	Prbb.g_00206
OG0000263	Pras.g_01002	Prbb.g_00208
OG0000264	Pras.g_01003	Prbb.g_00209
OG0000265	Pras.g_01004	Prbb.g_00210
OG0000266	Pras.g_01005	Prbb.g_00211
OG0000267	Pras.g_01006	Prbb.g_00212
OG0000268	Pras.g_01007	Prbb.g_00213
OG0000269	Pras.g_01009	Prbb.g_00215
OG0000270	Pras.g_01010	Prbb.g_00216
OG0000271	Pras.g_01011	Prbb.g_00217
OG0000272	Pras.g_01012	Prbb.g_00218
OG0000273	Pras.g_01013	Prbb.g_00219
OG0000274	Pras.g_01014	Prbb.g_00220
OG0000275	Pras.g_01015	Prbb.g_00221
OG0000276	Pras.g_01016	Prbb.g_00222
OG0000277	Pras.g_01018	Prbb.g_00224
OG0000278	Pras.g_01019	Prbb.g_00225
OG0000279	Pras.g_01020	Prbb.g_00226
OG0000280	Pras.g_01022	Prbb.g_00228
OG0000281	Pras.g_01024	Prbb.g_00229
OG0000282	Pras.g_01025	Prbb.g_00230
OG0000283	Pras.g_01026	Prbb.g_00231
OG0000284	Pras.g_01027	Prbb.g_00232
OG0000285	Pras.g_01028	Prbb.g_00233
OG0000286	Pras.g_01029	Prbb.g_00234
OG0000287	Pras.g_01030	Prbb.g_00235
OG0000288	Pras.g_01032	Prbb.g_00237
OG0000289	Pras.g_01033	Prbb.g_00238
OG0000290	Pras.g_01034	Prbb.g_00239
OG0000291	Pras.g_01036	Prbb.g_00241
OG0000292	Pras.g_01037	Prbb.g_00243
OG0000293	Pras.g_01038	Prbb.g_00244
OG0000294	Pras.g_01039	Prbb.g_00245
OG0000295	Pras.g_01040	Prbb.g_00246
OG0000296	Pras.g_01041	Prbb.g_00247
OG0000297	Pras.g_01042	Prbb.g_00248
OG0000298	Pras.g_01044	Prbb.g_00250
OG0000299	Pras.g_01045	Prbb.g_00251
OG0000300	Pras.g_01046	Prbb.g_00252
OG0000301	Pras.g_01047	Prbb.g_00253
OG0000302	Pras.g_01048	Prbb.g_00254
OG0000303	Pras.g_01049	Prbb.g_00255
OG0000304	Pras.g_01051	Prbb.g_00257
OG0000305	Pras.g_01052	Prbb.g_00258
OG0000306	Pras.g_01055	Prbb.g_00260
OG0000307	Pras.g_01056	Prbb.g_00261
OG0000308	Pras.g_01057	Prbb.g_00262
OG0000309	Pras.g_01059	Prbb.g_00263
OG0000310	Pras.g_01060	Prbb.g_00264
OG0000311	Pras.g_01061	Prbb.g_00265
OG0000312	Pras.g_01062	Prbb.g_00266
OG0000313	Pras.g_01063	Prbb.g_00267
OG0000314	Pras.g_01064	Prbb.g_00268
OG0000315	Pras.g_01065	Prbb.g_00269
OG0000316	Pras.g_01066	Prbb.g_00270
OG0000317	Pras.g_01067	Prbb.g_00271
OG0000318	Pras.g_01068	Prbb.g_00272
OG0000319	Pras.g_01069	Prbb.g_00273
OG0000320	Pras.g_01070	Prbb.g_00274
OG0000321	Pras.g_01071	Prbb.g_00275
OG0000322	Pras.g_01072	Prbb.g_00276
OG0000323	Pras.g_01073	Prbb.g_00277
OG0000324	Pras.g_01074	Prbb.g_00278
OG0000325	Pras.g_01075	Prbb.g_00279
OG0000326	Pras.g_01076	Prbb.g_00280
OG0000327	Pras.g_01077	Prbb.g_00281
OG0000328	Pras.g_01078	Prbb.g_00282
OG0000329	Pras.g_01079	Prbb.g_00283
OG0000330	Pras.g_01080	Prbb.g_00284
OG0000331	Pras.g_01081	Prbb.g_00285
OG0000332	Pras.g_01082	Prbb.g_00286
OG0000333	Pras.g_01083	Prbb.g_00287
OG0000334	Pras.g_01084	Prbb.g_00288
OG0000335	Pras.g_01085	Prbb.g_00290
OG0000336	Pras.g_01087	Prbb.g_00292
OG0000337	Pras.g_01088	Prbb.g_00293
OG0000338	Pras.g_01092	Prbb.g_00298
OG0000339	Pras.g_01094	Prbb.g_00300
OG0000340	Pras.g_01096	Prbb.g_00302
OG0000341	Pras.g_01097	Prbb.g_00303
OG0000342	Pras.g_01098	Prbb.g_00304
OG0000343	Pras.g_01099	Prbb.g_00305
OG0000344	Pras.g_01102	Prbb.g_00306
OG0000345	Pras.g_01105	Prbb.g_00309
OG0000346	Pras.g_01106	Prbb.g_00310
OG0000347	Pras.g_01109	Prbb.g_00313
OG0000348	Pras.g_01111	Prbb.g_00314
OG0000349	Pras.g_01112	Prbb.g_00315
OG0000350	Pras.g_01114	Prbb.g_00316
OG0000351	Pras.g_01115	Prbb.g_00317
OG0000352	Pras.g_01116	Prbb.g_00318
OG0000353	Pras.g_01117	Prbb.g_00319
OG0000354	Pras.g_01118	Prbb.g_00320
OG0000355	Pras.g_01119	Prbb.g_00321
OG0000356	Pras.g_01120	Prbb.g_00322
OG0000357	Pras.g_01121	Prbb.g_00323
OG0000358	Pras.g_01122	Prbb.g_00324
OG0000359	Pras.g_01123	Prbb.g_00326
OG0000360	Pras.g_01127	Prbb.g_00328
OG0000361	Pras.g_01128	Prbb.g_00329
OG0000362	Pras.g_01129	Prbb.g_00330
OG0000363	Pras.g_01130	Prbb.g_00331
OG0000364	Pras.g_01134	Prbb.g_00334
OG0000365	Pras.g_01135	Prbb.g_00335
OG0000366	Pras.g_01137	Prbb.g_00337
OG0000367	Pras.g_01138	Prbb.g_00338
OG0000368	Pras.g_01139	Prbb.g_00339
OG0000369	Pras.g_01140	Prbb.g_00340
OG0000370	Pras.g_01141	Prbb.g_00341
OG0000371	Pras.g_01142	Prbb.g_00342
OG0000372	Pras.g_01143	Prbb.g_00343
OG0000373	Pras.g_01144	Prbb.g_00344
OG0000374	Pras.g_01145	Prbb.g_00345
OG0000375	Pras.g_01146	Prbb.g_00346
OG0000376	Pras.g_01149	Prbb.g_00349
OG0000377	Pras.g_01150	Prbb.g_00350
OG0000378	Pras.g_01151	Prbb.g_00351
OG0000379	Pras.g_01152	Prbb.g_00352
OG0000380	Pras.g_01153	Prbb.g_00353
OG0000381	Pras.g_01155	Prbb.g_00354
OG0000382	Pras.g_01156	Prbb.g_00355
OG0000383	Pras.g_01157	Prbb.g_00356
OG0000384	Pras.g_01160	Prbb.g_00359
OG0000385	Pras.g_01161	Prbb.g_00360
OG0000386	Pras.g_01162	Prbb.g_00361
OG0000387	Pras.g_01163	Prbb.g_00362
OG0000388	Pras.g_01164	Prbb.g_00363
OG0000389	Pras.g_01165	Prbb.g_00364
OG0000390	Pras.g_01166	Prbb.g_00365
OG0000391	Pras.g_01167	Prbb.g_00366
OG0000392	Pras.g_01168	Prbb.g_00367
OG0000393	Pras.g_01169	Prbb.g_00368
OG0000394	Pras.g_01170	Prbb.g_00369
OG0000395	Pras.g_01171	Prbb.g_00370
OG0000396	Pras.g_01173	Prbb.g_00372
OG0000397	Pras.g_01175	Prbb.g_00374
OG0000398	Pras.g_01176	Prbb.g_00375
OG0000399	Pras.g_01179	Prbb.g_00378
OG0000400	Pras.g_01180	Prbb.g_00384
OG0000401	Pras.g_01181	Prbb.g_00739
OG0000402	Pras.g_01187	Prbb.g_00394
OG0000403	Pras.g_01188	Prbb.g_00396
OG0000404	Pras.g_01189	Prbb.g_00397
OG0000405	Pras.g_01191	Prbb.g_00398
OG0000406	Pras.g_01194	Prbb.g_00401
OG0000407	Pras.g_01195	Prbb.g_00402
OG0000408	Pras.g_01198	Prbb.g_00404
OG0000409	Pras.g_01199	Prbb.g_00405
OG0000410	Pras.g_01200	Prbb.g_00406
OG0000411	Pras.g_01201	Prbb.g_00407
OG0000412	Pras.g_01202	Prbb.g_00408
OG0000413	Pras.g_01203	Prbb.g_00409
OG0000414	Pras.g_01204	Prbb.g_00410
OG0000415	Pras.g_01205	Prbb.g_00411
OG0000416	Pras.g_01208	Prbb.g_00415
OG0000417	Pras.g_01209	Prbb.g_00416
OG0000418	Pras.g_01210	Prbb.g_00418
OG0000419	Pras.g_01211	Prbb.g_00419
OG0000420	Pras.g_01212	Prbb.g_00836
OG0000421	Pras.g_01224	Prbb.g_01094
OG0000422	Pras.g_01232	Prbb.g_01124
OG0000423	Pras.g_01233	Prbb.g_01288
OG0000424	Pras.g_01239	Prbb.g_01923
OG0000425	Pras.g_01309	Prbb.g_00436
OG0000426	Pras.g_01310	Prbb.g_00437
OG0000427	Pras.g_01311	Prbb.g_00438
OG0000428	Pras.g_01313	Prbb.g_00440
OG0000429	Pras.g_01314	Prbb.g_00441
OG0000430	Pras.g_01316	Prbb.g_00443
OG0000431	Pras.g_01317	Prbb.g_00444
OG0000432	Pras.g_01318	Prbb.g_00445
OG0000433	Pras.g_01319	Prbb.g_00446
OG0000434	Pras.g_01320	Prbb.g_00447
OG0000435	Pras.g_01321	Prbb.g_00448
OG0000436	Pras.g_01322	Prbb.g_00449
OG0000437	Pras.g_01323	Prbb.g_00450
OG0000438	Pras.g_01324	Prbb.g_00451
OG0000439	Pras.g_01325	Prbb.g_00452
OG0000440	Pras.g_01326	Prbb.g_00453
OG0000441	Pras.g_01327	Prbb.g_00454
OG0000442	Pras.g_01328	Prbb.g_00455
OG0000443	Pras.g_01329	Prbb.g_00456
OG0000444	Pras.g_01330	Prbb.g_00457
OG0000445	Pras.g_01331	Prbb.g_00458
OG0000446	Pras.g_01332	Prbb.g_00460
OG0000447	Pras.g_01333	Prbb.g_00461
OG0000448	Pras.g_01335	Prbb.g_00462
OG0000449	Pras.g_01339	Prbb.g_00468
OG0000450	Pras.g_01340	Prbb.g_00469
OG0000451	Pras.g_01341	Prbb.g_00470
OG0000452	Pras.g_01342	Prbb.g_00472
OG0000453	Pras.g_01343	Prbb.g_00473
OG0000454	Pras.g_01349	Prbb.g_00475
OG0000455	Pras.g_01351	Prbb.g_00476
OG0000456	Pras.g_01355	Prbb.g_00480
OG0000457	Pras.g_01356	Prbb.g_00482
OG0000458	Pras.g_01357	Prbb.g_00483
OG0000459	Pras.g_01359	Prbb.g_00486
OG0000460	Pras.g_01361	Prbb.g_00488
OG0000461	Pras.g_01362	Prbb.g_00489
OG0000462	Pras.g_01363	Prbb.g_00490
OG0000463	Pras.g_01365	Prbb.g_00491
OG0000464	Pras.g_01366	Prbb.g_00492
OG0000465	Pras.g_01367	Prbb.g_00493
OG0000466	Pras.g_01368	Prbb.g_00494
OG0000467	Pras.g_01369	Prbb.g_00495
OG0000468	Pras.g_01370	Prbb.g_00496
OG0000469	Pras.g_01371	Prbb.g_00497
OG0000470	Pras.g_01372	Prbb.g_00498
OG0000471	Pras.g_01373	Prbb.g_00499
OG0000472	Pras.g_01378	Prbb.g_00504
OG0000473	Pras.g_01379	Prbb.g_00505
OG0000474	Pras.g_01380	Prbb.g_00506
OG0000475	Pras.g_01381	Prbb.g_00507
OG0000476	Pras.g_01383	Prbb.g_00509
OG0000477	Pras.g_01384	Prbb.g_00510
OG0000478	Pras.g_01385	Prbb.g_00511
OG0000479	Pras.g_01386	Prbb.g_00512
OG0000480	Pras.g_01388	Prbb.g_00514
OG0000481	Pras.g_01390	Prbb.g_00516
OG0000482	Pras.g_01391	Prbb.g_00517
OG0000483	Pras.g_01393	Prbb.g_00519
OG0000484	Pras.g_01394	Prbb.g_00520
OG0000485	Pras.g_01395	Prbb.g_00521
OG0000486	Pras.g_01396	Prbb.g_00523
OG0000487	Pras.g_01401	Prbb.g_00527
OG0000488	Pras.g_01402	Prbb.g_00528
OG0000489	Pras.g_01403	Prbb.g_00529
OG0000490	Pras.g_01404	Prbb.g_00530
OG0000491	Pras.g_01405	Prbb.g_00531
OG0000492	Pras.g_01406	Prbb.g_00532
OG0000493	Pras.g_01407	Prbb.g_00533
OG0000494	Pras.g_01408	Prbb.g_00534
OG0000495	Pras.g_01411	Prbb.g_00537
OG0000496	Pras.g_01412	Prbb.g_00538
OG0000497	Pras.g_01413	Prbb.g_00539
OG0000498	Pras.g_01414	Prbb.g_00540
OG0000499	Pras.g_01415	Prbb.g_00541
OG0000500	Pras.g_01417	Prbb.g_00543
OG0000501	Pras.g_01418	Prbb.g_00544
OG0000502	Pras.g_01419	Prbb.g_00545
OG0000503	Pras.g_01421	Prbb.g_00547
OG0000504	Pras.g_01422	Prbb.g_00548
OG0000505	Pras.g_01423	Prbb.g_00550
OG0000506	Pras.g_01424	Prbb.g_00551
OG0000507	Pras.g_01425	Prbb.g_00552
OG0000508	Pras.g_01426	Prbb.g_00553
OG0000509	Pras.g_01427	Prbb.g_00554
OG0000510	Pras.g_01428	Prbb.g_00555
OG0000511	Pras.g_01430	Prbb.g_00557
OG0000512	Pras.g_01431	Prbb.g_00558
OG0000513	Pras.g_01432	Prbb.g_00559
OG0000514	Pras.g_01433	Prbb.g_00560
OG0000515	Pras.g_01434	Prbb.g_00561
OG0000516	Pras.g_01435	Prbb.g_00562
OG0000517	Pras.g_01437	Prbb.g_00564
OG0000518	Pras.g_01438	Prbb.g_00565
OG0000519	Pras.g_01439	Prbb.g_00566
OG0000520	Pras.g_01440	Prbb.g_00567
OG0000521	Pras.g_01441	Prbb.g_00568
OG0000522	Pras.g_01442	Prbb.g_00569
OG0000523	Pras.g_01443	Prbb.g_00570
OG0000524	Pras.g_01444	Prbb.g_00571
OG0000525	Pras.g_01445	Prbb.g_00572
OG0000526	Pras.g_01446	Prbb.g_00573
OG0000527	Pras.g_01447	Prbb.g_00574
OG0000528	Pras.g_01448	Prbb.g_00575
OG0000529	Pras.g_01449	Prbb.g_00576
OG0000530	Pras.g_01450	Prbb.g_00577
OG0000531	Pras.g_01451	Prbb.g_00578
OG0000532	Pras.g_01452	Prbb.g_00579
OG0000533	Pras.g_01454	Prbb.g_00580
OG0000534	Pras.g_01455	Prbb.g_00581
