HOG	OG	Gene Tree Parent Clade	Praa	Prab	Prac	Prad	Prae	Praf	Prag	Prah	Prai	Praj	Prak	Pral	Pram	Pran	Prao	Prap	Praq	Prar	Pras	Prat	Prau	Prav	Praw	Prax	Pray	Praz	Prba	Prbb	Prbc	Prbd	Prbe	Prbf	Prbg	Prbh	Prbi	Prbj	Prbk	Prbl	Prbm	Prbn
N30.HOG0000103	OG0000093	n0																																					Prbk.g_01280	Prbl.g_00069		
N30.HOG0000104	OG0000094	n0																																					Prbk.g_01251	Prbl.g_00098		
N30.HOG0000105	OG0000095	n0																																					Prbk.g_00632	Prbl.g_01282		
N30.HOG0000106	OG0000096	n0																																					Prbk.g_01001	Prbl.g_01506		
N30.HOG0000107	OG0000097	n0																																					Prbk.g_00409	Prbl.g_01461		
N30.HOG0000108	OG0000098	n4																																					Prbk.g_00422	Prbl.g_01448		
N30.HOG0000109	OG0000099	n0																																					Prbk.g_00434	Prbl.g_01436		
N30.HOG0000110	OG0000100	n0																																					Prbk.g_00438	Prbl.g_01432		
N30.HOG0000111	OG0000101	n0																																					Prbk.g_00361	Prbl.g_02677		
N30.HOG0000112	OG0000102	n0																																					Prbk.g_02209	Prbl.g_02190		
N30.HOG0000113	OG0000103	n0																																					Prbk.g_02114	Prbl.g_01339		
N30.HOG0000114	OG0000104	n0																																					Prbk.g_02061	Prbl.g_00511		
N30.HOG0000115	OG0000105	n0																																					Prbk.g_01862	Prbl.g_00533		
N30.HOG0000116	OG0000106	n9																																					Prbk.g_01078	Prbl.g_00768		
N30.HOG0000117	OG0000107	n0																																					Prbk.g_01080	Prbl.g_00766		
N30.HOG0000118	OG0000108	n0																																					Prbk.g_02684	Prbl.g_02647		
N30.HOG0000119	OG0000109	n0																																					Prbk.g_01890	Prbl.g_01886		
N30.HOG0000120	OG0000110	n0																																					Prbk.g_01871	Prbl.g_01905		
N30.HOG0000121	OG0000111	n0																																					Prbk.g_00740	Prbl.g_01043		
N30.HOG0000122	OG0000112	n0																																					Prbk.g_00739	Prbl.g_01042		
N30.HOG0000123	OG0000113	n0																																					Prbk.g_02370	Prbl.g_02432		
N30.HOG0000124	OG0000114	n0																																					Prbk.g_02466	Prbl.g_02337		
N30.HOG0000125	OG0000115	n0																																					Prbk.g_02324	Prbl.g_02478		
N30.HOG0000126	OG0000116	n0																																					Prbk.g_02316	Prbl.g_02486		
N30.HOG0000127	OG0000117	n0																																					Prbk.g_00059	Prbl.g_00930		
N30.HOG0000128	OG0000118	n0																																					Prbk.g_02271	Prbl.g_02128		
N30.HOG0000129	OG0000119	n0																																					Prbk.g_02197	Prbl.g_02202		
N30.HOG0000130	OG0000120	n0																																					Prbk.g_00144	Prbl.g_02091		
N30.HOG0000131	OG0000121	n0																																					Prbk.g_00138	Prbl.g_01119		
N30.HOG0000132	OG0000122	n0																																					Prbk.g_00185	Prbl.g_02583		
N30.HOG0000133	OG0000123	n0																																					Prbk.g_00121	Prbl.g_01102		
N30.HOG0000134	OG0000124	n0																																					Prbk.g_00066	Prbl.g_00937		
N30.HOG0000135	OG0000125	n0																																					Prbk.g_01169	Prbl.g_01736		
N30.HOG0000136	OG0000126	n0																																					Prbk.g_02052	Prbl.g_00502		
N30.HOG0000137	OG0000127	n0																																					Prbk.g_00243	Prbl.g_00258		
N30.HOG0000138	OG0000128	n0																																					Prbk.g_00260	Prbl.g_00241		
N30.HOG0000139	OG0000129	n0																																					Prbk.g_01212	Prbl.g_00709		
N30.HOG0000140	OG0000130	n0																																					Prbk.g_00913	Prbl.g_00399		
N30.HOG0000141	OG0000131	n0																																					Prbk.g_01417	Prbl.g_00350		
N30.HOG0000142	OG0000132	n0																																					Prbk.g_01414	Prbl.g_00347		
N30.HOG0000143	OG0000133	n0																																					Prbk.g_00987	Prbl.g_00957		
N30.HOG0000144	OG0000134	n0																																					Prbk.g_00950	Prbl.g_00994		
N30.HOG0000145	OG0000135	n0																																					Prbk.g_00948	Prbl.g_00996		
N30.HOG0000146	OG0000136	n0																																					Prbk.g_00528	Prbl.g_00841		
N30.HOG0000147	OG0000137	n27																																					Prbk.g_01540	Prbl.g_02053		
N30.HOG0000148	OG0000138	n0																																					Prbk.g_02168	Prbl.g_02231		
N30.HOG0000149	OG0000139	n0																																					Prbk.g_02252	Prbl.g_02147		
N30.HOG0000150	OG0000140	n0																																					Prbk.g_02279	Prbl.g_02120		
N30.HOG0000151	OG0000141	n0																																					Prbk.g_02280	Prbl.g_02119		
N30.HOG0000152	OG0000142	n0																																					Prbk.g_02282	Prbl.g_02117		
N30.HOG0000153	OG0000143	n0																																					Prbk.g_02283	Prbl.g_02116		
N30.HOG0000154	OG0000144	n0																																					Prbk.g_02285	Prbl.g_02114		
N30.HOG0000155	OG0000145	n0																																					Prbk.g_02287	Prbl.g_02112		
N30.HOG0000156	OG0000146	n0																																					Prbk.g_02288	Prbl.g_02111		
N30.HOG0000157	OG0000147	n0																																					Prbk.g_02289	Prbl.g_02110		
N30.HOG0000158	OG0000148	n0																																					Prbk.g_02291	Prbl.g_02108		
N30.HOG0000159	OG0000149	n0																																					Prbk.g_01639	Prbl.g_01955		
N30.HOG0000160	OG0000150	n0																																					Prbk.g_01638	Prbl.g_01956		
N30.HOG0000161	OG0000151	n0																																					Prbk.g_01633	Prbl.g_01961		
N30.HOG0000162	OG0000152	n0																																					Prbk.g_01632	Prbl.g_01962		
N30.HOG0000163	OG0000153	n0																																					Prbk.g_01631	Prbl.g_01963		
N30.HOG0000164	OG0000154	n0																																					Prbk.g_01630	Prbl.g_01964		
N30.HOG0000165	OG0000155	n0																																					Prbk.g_01629	Prbl.g_01965		
N30.HOG0000166	OG0000156	n0																																					Prbk.g_01628	Prbl.g_01966		
N30.HOG0000167	OG0000157	n0																																					Prbk.g_01627	Prbl.g_01967		
N30.HOG0000168	OG0000158	n0																																					Prbk.g_01625	Prbl.g_01969		
N30.HOG0000169	OG0000159	n0																																					Prbk.g_01624	Prbl.g_01970		
N30.HOG0000170	OG0000160	n0																																					Prbk.g_01623	Prbl.g_01971		
N30.HOG0000171	OG0000161	n0																																					Prbk.g_01622	Prbl.g_01972		
N30.HOG0000172	OG0000162	n0																																					Prbk.g_01621	Prbl.g_01973		
N30.HOG0000173	OG0000163	n0																																					Prbk.g_01619	Prbl.g_01975		
N30.HOG0000174	OG0000164	n0																																					Prbk.g_01614	Prbl.g_01980		
N30.HOG0000175	OG0000165	n0																																					Prbk.g_01609	Prbl.g_01985		
N30.HOG0000176	OG0000166	n0																																					Prbk.g_01608	Prbl.g_01986		
N30.HOG0000177	OG0000167	n0																																					Prbk.g_01607	Prbl.g_01987		
N30.HOG0000178	OG0000168	n0																																					Prbk.g_01606	Prbl.g_01988		
N30.HOG0000179	OG0000169	n0																																					Prbk.g_01604	Prbl.g_01990		
N30.HOG0000180	OG0000170	n0																																					Prbk.g_02158	Prbl.g_02241		
N30.HOG0000181	OG0000171	n0																																					Prbk.g_02156	Prbl.g_02243		
N30.HOG0000182	OG0000172	n0																																					Prbk.g_02155	Prbl.g_02244		
N30.HOG0000183	OG0000173	n0																																					Prbk.g_02148	Prbl.g_02251		
N30.HOG0000184	OG0000174	n0																																					Prbk.g_02141	Prbl.g_02258		
N30.HOG0000185	OG0000175	n0																																					Prbk.g_02133	Prbl.g_02266		
N30.HOG0000186	OG0000176	n0																																					Prbk.g_02125	Prbl.g_02274		
N30.HOG0000187	OG0000177	n0																																					Prbk.g_02124	Prbl.g_02275		
N30.HOG0000188	OG0000178	n0																																					Prbk.g_02123	Prbl.g_02276		
N30.HOG0000189	OG0000179	n0																																					Prbk.g_01326	Prbl.g_00614		
N30.HOG0000190	OG0000180	n0																																					Prbk.g_01324	Prbl.g_00613		
N30.HOG0000191	OG0000181	n0																																					Prbk.g_01323	Prbl.g_00612		
N30.HOG0000192	OG0000182	n0																																					Prbk.g_01320	Prbl.g_00608		
N30.HOG0000193	OG0000183	n0																																					Prbk.g_01319	Prbl.g_00607		
N30.HOG0000194	OG0000184	n0																																					Prbk.g_01315	Prbl.g_00603		
N30.HOG0000195	OG0000185	n0																																					Prbk.g_01309	Prbl.g_00597		
N30.HOG0000196	OG0000186	n0																																					Prbk.g_01308	Prbl.g_00596		
N30.HOG0000197	OG0000187	n0																																					Prbk.g_01665	Prbl.g_01075		
N30.HOG0000198	OG0000188	n0																																					Prbk.g_01307	Prbl.g_00595		
N30.HOG0000199	OG0000189	n0																																					Prbk.g_01304	Prbl.g_00592		
N30.HOG0000200	OG0000190	n0																																					Prbk.g_01303	Prbl.g_00591		
N30.HOG0000201	OG0000191	n0																																					Prbk.g_01302	Prbl.g_00590		
N30.HOG0000202	OG0000192	n0																																					Prbk.g_01301	Prbl.g_00589		
N30.HOG0000203	OG0000193	n0																																					Prbk.g_01300	Prbl.g_00588		
N30.HOG0000204	OG0000194	n0																																					Prbk.g_01299	Prbl.g_00587		
N30.HOG0000205	OG0000195	n0																																					Prbk.g_01295	Prbl.g_00583		
N30.HOG0000206	OG0000196	n0																																					Prbk.g_01294	Prbl.g_00582		
N30.HOG0000207	OG0000197	n0																																					Prbk.g_00035	Prbl.g_00576		
N30.HOG0000208	OG0000198	n0																																					Prbk.g_00031	Prbl.g_00572		
N30.HOG0000209	OG0000199	n0																																					Prbk.g_00026	Prbl.g_00567		
N30.HOG0000210	OG0000200	n0																																					Prbk.g_00025	Prbl.g_00566		
N30.HOG0000211	OG0000201	n0																																					Prbk.g_00024	Prbl.g_00565		
N30.HOG0000212	OG0000202	n0																																					Prbk.g_00022	Prbl.g_00563		
N30.HOG0000213	OG0000203	n0																																					Prbk.g_00021	Prbl.g_00562		
N30.HOG0000214	OG0000204	n0																																					Prbk.g_00020	Prbl.g_00561		
N30.HOG0000215	OG0000205	n0																																					Prbk.g_00018	Prbl.g_00559		
N30.HOG0000216	OG0000206	n0																																					Prbk.g_00017	Prbl.g_00558		
N30.HOG0000217	OG0000207	n0																																					Prbk.g_00016	Prbl.g_00557		
N30.HOG0000218	OG0000208	n0																																					Prbk.g_00015	Prbl.g_00556		
N30.HOG0000219	OG0000209	n0																																					Prbk.g_00014	Prbl.g_00555		
N30.HOG0000220	OG0000210	n0																																					Prbk.g_00012	Prbl.g_00553		
N30.HOG0000221	OG0000211	n0																																					Prbk.g_00011	Prbl.g_00552		
N30.HOG0000222	OG0000212	n0																																					Prbk.g_00010	Prbl.g_00551		
N30.HOG0000223	OG0000213	n0																																					Prbk.g_00007	Prbl.g_00548		
N30.HOG0000224	OG0000214	n0																																					Prbk.g_00001	Prbl.g_00542		
N30.HOG0000225	OG0000215	n0																																					Prbk.g_00190	Prbl.g_01332		
N30.HOG0000226	OG0000216	n0																																					Prbk.g_00192	Prbl.g_01330		
N30.HOG0000227	OG0000217	n0																																					Prbk.g_00194	Prbl.g_01328		
N30.HOG0000228	OG0000218	n0																																					Prbk.g_00196	Prbl.g_01326		
N30.HOG0000229	OG0000219	n0																																					Prbk.g_00197	Prbl.g_01325		
N30.HOG0000230	OG0000220	n0																																					Prbk.g_00202	Prbl.g_01320		
N30.HOG0000231	OG0000221	n0																																					Prbk.g_00207	Prbl.g_01315		
N30.HOG0000232	OG0000222	n0																																					Prbk.g_00208	Prbl.g_01314		
N30.HOG0000233	OG0000223	n0																																					Prbk.g_00209	Prbl.g_01313		
N30.HOG0000234	OG0000224	n0																																					Prbk.g_00542	Prbl.g_00827		
N30.HOG0000235	OG0000225	n0																																					Prbk.g_00544	Prbl.g_00825		
N30.HOG0000236	OG0000226	n0																																					Prbk.g_00547	Prbl.g_00822		
N30.HOG0000237	OG0000227	n0																																					Prbk.g_00549	Prbl.g_00820		
N30.HOG0000238	OG0000228	n0																																					Prbk.g_00550	Prbl.g_00819		
N30.HOG0000239	OG0000229	n0																																					Prbk.g_00551	Prbl.g_00818		
N30.HOG0000240	OG0000230	n0																																					Prbk.g_00552	Prbl.g_00817		
N30.HOG0000241	OG0000231	n0																																					Prbk.g_00554	Prbl.g_00815		
N30.HOG0000242	OG0000232	n0																																					Prbk.g_00555	Prbl.g_00814		
N30.HOG0000243	OG0000233	n0																																					Prbk.g_00560	Prbl.g_00809		
N30.HOG0000244	OG0000234	n0																																					Prbk.g_00749	Prbl.g_00305		
N30.HOG0000245	OG0000235	n0																																					Prbk.g_00751	Prbl.g_00303		
N30.HOG0000246	OG0000236	n0																																					Prbk.g_00752	Prbl.g_00302		
N30.HOG0000247	OG0000237	n0																																					Prbk.g_00753	Prbl.g_00301		
N30.HOG0000248	OG0000238	n0																																					Prbk.g_00754	Prbl.g_00300		
N30.HOG0000249	OG0000239	n0																																					Prbk.g_00755	Prbl.g_00299		
N30.HOG0000250	OG0000240	n0																																					Prbk.g_00757	Prbl.g_00297		
N30.HOG0000251	OG0000241	n0																																					Prbk.g_00758	Prbl.g_00296		
N30.HOG0000252	OG0000242	n0																																					Prbk.g_00759	Prbl.g_00295		
N30.HOG0000253	OG0000243	n0																																					Prbk.g_00760	Prbl.g_00294		
N30.HOG0000254	OG0000244	n0																																					Prbk.g_00761	Prbl.g_00293		
N30.HOG0000255	OG0000245	n0																																					Prbk.g_00763	Prbl.g_00291		
N30.HOG0000256	OG0000246	n0																																					Prbk.g_00765	Prbl.g_00289		
N30.HOG0000257	OG0000247	n0																																					Prbk.g_00766	Prbl.g_00288		
N30.HOG0000258	OG0000248	n0																																					Prbk.g_00767	Prbl.g_00287		
N30.HOG0000259	OG0000249	n0																																					Prbk.g_00768	Prbl.g_00286		
N30.HOG0000260	OG0000250	n0																																					Prbk.g_00769	Prbl.g_00285		
N30.HOG0000261	OG0000251	n0																																					Prbk.g_00770	Prbl.g_00284		
N30.HOG0000262	OG0000252	n0																																					Prbk.g_00771	Prbl.g_00283		
N30.HOG0000263	OG0000253	n0																																					Prbk.g_00772	Prbl.g_00282		
N30.HOG0000264	OG0000254	n0																																					Prbk.g_00774	Prbl.g_00280		
N30.HOG0000265	OG0000255	n0																																					Prbk.g_00775	Prbl.g_00279		
N30.HOG0000266	OG0000256	n0																																					Prbk.g_00778	Prbl.g_00276		
N30.HOG0000267	OG0000257	n0																																					Prbk.g_00779	Prbl.g_00275		
N30.HOG0000268	OG0000258	n0																																					Prbk.g_00780	Prbl.g_00274		
N30.HOG0000269	OG0000259	n0																																					Prbk.g_00781	Prbl.g_00273		
N30.HOG0000270	OG0000260	n0																																					Prbk.g_00782	Prbl.g_00272		
N30.HOG0000271	OG0000261	n0																																					Prbk.g_00783	Prbl.g_00271		
N30.HOG0000272	OG0000262	n0																																					Prbk.g_00784	Prbl.g_00270		
N30.HOG0000273	OG0000263	n0																																					Prbk.g_00785	Prbl.g_00269		
N30.HOG0000274	OG0000264	n0																																					Prbk.g_02425	Prbl.g_02377		
N30.HOG0000275	OG0000265	n0																																					Prbk.g_01283	Prbl.g_00066		
N30.HOG0000276	OG0000266	n0																																					Prbk.g_01281	Prbl.g_00068		
N30.HOG0000277	OG0000267	n0																																					Prbk.g_01277	Prbl.g_00072		
N30.HOG0000278	OG0000268	n0																																					Prbk.g_01275	Prbl.g_00074		
N30.HOG0000279	OG0000269	n0																																					Prbk.g_01272	Prbl.g_00077		
N30.HOG0000280	OG0000270	n0																																					Prbk.g_01270	Prbl.g_00079		
N30.HOG0000281	OG0000271	n0																																					Prbk.g_01267	Prbl.g_00082		
N30.HOG0000282	OG0000272	n0																																					Prbk.g_01266	Prbl.g_00083		
N30.HOG0000283	OG0000273	n0																																					Prbk.g_01263	Prbl.g_00086		
N30.HOG0000284	OG0000274	n0																																					Prbk.g_01261	Prbl.g_00088		
N30.HOG0000285	OG0000275	n0																																					Prbk.g_01260	Prbl.g_00089		
N30.HOG0000286	OG0000276	n0																																					Prbk.g_01259	Prbl.g_00090		
N30.HOG0000287	OG0000277	n0																																					Prbk.g_01258	Prbl.g_00091		
N30.HOG0000288	OG0000278	n0																																					Prbk.g_01257	Prbl.g_00092		
N30.HOG0000289	OG0000279	n0																																					Prbk.g_01256	Prbl.g_00093		
N30.HOG0000290	OG0000280	n0																																					Prbk.g_01255	Prbl.g_00094		
N30.HOG0000291	OG0000281	n0																																					Prbk.g_01253	Prbl.g_00096		
N30.HOG0000292	OG0000282	n0																																					Prbk.g_01252	Prbl.g_00097		
N30.HOG0000293	OG0000283	n0																																					Prbk.g_01245	Prbl.g_00104		
N30.HOG0000294	OG0000284	n0																																					Prbk.g_01244	Prbl.g_00105		
N30.HOG0000295	OG0000285	n0																																					Prbk.g_00631	Prbl.g_01283		
N30.HOG0000296	OG0000286	n0																																					Prbk.g_00633	Prbl.g_01281		
N30.HOG0000297	OG0000287	n0																																					Prbk.g_00686	Prbl.g_00130		
N30.HOG0000298	OG0000288	n0																																					Prbk.g_00685	Prbl.g_00129		
N30.HOG0000299	OG0000289	n0																																					Prbk.g_00683	Prbl.g_00127		
N30.HOG0000300	OG0000290	n0																																					Prbk.g_00682	Prbl.g_00126		
N30.HOG0000301	OG0000291	n0																																					Prbk.g_00680	Prbl.g_00124		
N30.HOG0000302	OG0000292	n0																																					Prbk.g_00670	Prbl.g_01244		
N30.HOG0000303	OG0000293	n0																																					Prbk.g_00669	Prbl.g_01245		
N30.HOG0000304	OG0000294	n0																																					Prbk.g_00668	Prbl.g_01246		
N30.HOG0000305	OG0000295	n0																																					Prbk.g_00662	Prbl.g_01252		
N30.HOG0000306	OG0000296	n0																																					Prbk.g_00661	Prbl.g_01253		
N30.HOG0000307	OG0000297	n0																																					Prbk.g_00658	Prbl.g_01256		
N30.HOG0000308	OG0000298	n0																																					Prbk.g_00657	Prbl.g_01257		
N30.HOG0000309	OG0000299	n0																																					Prbk.g_00656	Prbl.g_01258		
N30.HOG0000310	OG0000300	n0																																					Prbk.g_00655	Prbl.g_01259		
N30.HOG0000311	OG0000301	n0																																					Prbk.g_00654	Prbl.g_01260		
N30.HOG0000312	OG0000302	n0																																					Prbk.g_00653	Prbl.g_01261		
N30.HOG0000313	OG0000303	n0																																					Prbk.g_00652	Prbl.g_01262		
N30.HOG0000314	OG0000304	n0																																					Prbk.g_00650	Prbl.g_01264		
N30.HOG0000315	OG0000305	n0																																					Prbk.g_00649	Prbl.g_01265		
N30.HOG0000316	OG0000306	n0																																					Prbk.g_00648	Prbl.g_01266		
N30.HOG0000317	OG0000307	n0																																					Prbk.g_01364	Prbl.g_01918		
N30.HOG0000318	OG0000308	n0																																					Prbk.g_01136	Prbl.g_01769		
N30.HOG0000319	OG0000309	n0																																					Prbk.g_01135	Prbl.g_01770		
N30.HOG0000320	OG0000310	n0																																					Prbk.g_01134	Prbl.g_01771		
N30.HOG0000321	OG0000311	n0																																					Prbk.g_01368	Prbl.g_01922		
N30.HOG0000322	OG0000312	n0																																					Prbk.g_01369	Prbl.g_01923		
N30.HOG0000323	OG0000313	n0																																					Prbk.g_01521	Prbl.g_00199		
N30.HOG0000324	OG0000314	n0																																					Prbk.g_01515	Prbl.g_00193		
