HOG	OG	Gene Tree Parent Clade	Praa	Prab	Prac	Prad	Prae	Praf	Prag	Prah	Prai	Praj	Prak	Pral	Pram	Pran	Prao	Prap	Praq	Prar	Pras	Prat	Prau	Prav	Praw	Prax	Pray	Praz	Prba	Prbb	Prbc	Prbd	Prbe	Prbf	Prbg	Prbh	Prbi	Prbj	Prbk	Prbl	Prbm	Prbn
N17.HOG0000040	OG0000014	n0										Praj.g_01331																		Prbb.g_01375	Prbc.g_00072											
N17.HOG0000041	OG0000015	n13																													Prbc.g_00037, Prbc.g_00013											
N17.HOG0000042	OG0000015	n23										Praj.g_01148																		Prbb.g_01189	Prbc.g_00125											
N17.HOG0000043	OG0000016	n0										Praj.g_01568																		Prbb.g_01632	Prbc.g_00650											
N17.HOG0000044	OG0000017	n2										Praj.g_01651																		Prbb.g_01705	Prbc.g_00728											
N17.HOG0000045	OG0000018	n18										Praj.g_00282, Praj.g_01281, Praj.g_01505																		Prbb.g_00299	Prbc.g_02202											
N17.HOG0000046	OG0000018	n19																												Prbb.g_01328, Prbb.g_01560												
N17.HOG0000047	OG0000019	n0										Praj.g_00084																		Prbb.g_00099	Prbc.g_02189											
N17.HOG0000048	OG0000020	n0										Praj.g_00308																		Prbb.g_00325	Prbc.g_01165											
N17.HOG0000049	OG0000021	n13																												Prbb.g_01362	Prbc.g_00059											
N17.HOG0000050	OG0000021	n14										Praj.g_01051																		Prbb.g_01096	Prbc.g_02139											
N17.HOG0000051	OG0000021	n20																												Prbb.g_01626	Prbc.g_00543											
N17.HOG0000052	OG0000021	n22										Praj.g_01335																		Prbb.g_01379	Prbc.g_00075											
N17.HOG0000053	OG0000021	n26										Praj.g_00976																		Prbb.g_01020	Prbc.g_02065											
N17.HOG0000054	OG0000021	n29										Praj.g_00975																		Prbb.g_01019	Prbc.g_02064											
N17.HOG0000055	OG0000022	n13										Praj.g_01076																		Prbb.g_01119	Prbc.g_02163											
N17.HOG0000056	OG0000022	n17										Praj.g_00419, Praj.g_01356																		Prbb.g_00433, Prbb.g_01318, Prbb.g_01353												
N17.HOG0000057	OG0000022	n18										Praj.g_01201, Praj.g_01271, Praj.g_01308																		Prbb.g_01243, Prbb.g_01400	Prbc.g_00103											
N17.HOG0000058	OG0000023	n36																													Prbc.g_01344											
N17.HOG0000059	OG0000024	n19										Praj.g_00341																		Prbb.g_00357	Prbc.g_01198											
N17.HOG0000060	OG0000024	n32										Praj.g_01609																			Prbc.g_00680											
N17.HOG0000061	OG0000025	n35										Praj.g_00099																		Prbb.g_00116	Prbc.g_00513											
N17.HOG0000062	OG0000025	n37										Praj.g_01398																		Prbb.g_01452	Prbc.g_01383											
N17.HOG0000063	OG0000026	n2										Praj.g_01867																		Prbb.g_01921	Prbc.g_00932											
N17.HOG0000064	OG0000027	n21										Praj.g_01084																		Prbb.g_01127	Prbc.g_02171											
N17.HOG0000065	OG0000027	n25										Praj.g_01070																		Prbb.g_01114	Prbc.g_02158											
N17.HOG0000066	OG0000027	n28																													Prbc.g_00045											
N17.HOG0000067	OG0000028	n0										Praj.g_01632																		Prbb.g_01686	Prbc.g_00709											
N17.HOG0000068	OG0000029	n8										Praj.g_01276																		Prbb.g_01324	Prbc.g_02181											
N17.HOG0000069	OG0000029	n13										Praj.g_01675																		Prbb.g_01729	Prbc.g_00752											
N17.HOG0000070	OG0000030	n6										Praj.g_01595																														
N17.HOG0000071	OG0000030	n30																												Prbb.g_01663												
N17.HOG0000072	OG0000030	n32																												Prbb.g_01954												
N17.HOG0000073	OG0000030	n33																												Prbb.g_00046, Prbb.g_01806												
N17.HOG0000074	OG0000030	n37										Praj.g_01902																		Prbb.g_01562, Prbb.g_01563, Prbb.g_01570, Prbb.g_00045												
N17.HOG0000075	OG0000031	n5										Praj.g_01339																		Prbb.g_01383	Prbc.g_00088											
N17.HOG0000076	OG0000031	n25										Praj.g_01347																		Prbb.g_01391	Prbc.g_00095											
N17.HOG0000077	OG0000032	n33										Praj.g_00371																		Prbb.g_00387	Prbc.g_01228											
N17.HOG0000078	OG0000033	n14										Praj.g_00013																		Prbb.g_00014	Prbc.g_01083											
N17.HOG0000079	OG0000033	n23										Praj.g_01865																		Prbb.g_01919	Prbc.g_00929											
N17.HOG0000080	OG0000034	n4										Praj.g_00095																		Prbb.g_00112	Prbc.g_00518, Prbc.g_00517											
N17.HOG0000081	OG0000035	n1										Praj.g_01395																		Prbb.g_01449	Prbc.g_01380											
N17.HOG0000082	OG0000036	n0										Praj.g_01827																		Prbb.g_01882	Prbc.g_00891											
N17.HOG0000083	OG0000037	n0										Praj.g_01066																		Prbb.g_01111	Prbc.g_02155											
N17.HOG0000084	OG0000038	n0										Praj.g_01189																		Prbb.g_01231	Prbc.g_00166											
N17.HOG0000085	OG0000039	n0										Praj.g_00206																		Prbb.g_00223	Prbc.g_00405											
N17.HOG0000086	OG0000040	n13																													Prbc.g_00006											
N17.HOG0000087	OG0000040	n15										Praj.g_01365																		Prbb.g_01411												
N17.HOG0000088	OG0000040	n17										Praj.g_01329																		Prbb.g_01373	Prbc.g_00047, Prbc.g_00071											
N17.HOG0000089	OG0000041	n20										Praj.g_01242																		Prbb.g_01286	Prbc.g_01315											
N17.HOG0000090	OG0000042	n0										Praj.g_00698																		Prbb.g_00713	Prbc.g_01787											
N17.HOG0000091	OG0000043	n0										Praj.g_00909																		Prbb.g_00954	Prbc.g_01999											
N17.HOG0000092	OG0000044	n18																												Prbb.g_00874												
N17.HOG0000093	OG0000044	n22										Praj.g_01461																		Prbb.g_01517	Prbc.g_01446											
N17.HOG0000094	OG0000045	n22										Praj.g_00839																		Prbb.g_00851	Prbc.g_01928											
N17.HOG0000095	OG0000046	n0										Praj.g_01762																		Prbb.g_01816	Prbc.g_00826											
N17.HOG0000096	OG0000047	n2										Praj.g_02012																		Prbb.g_02061	Prbc.g_00211											
N17.HOG0000097	OG0000048	n0										Praj.g_02020																		Prbb.g_02069	Prbc.g_00203											
N17.HOG0000098	OG0000050	n0										Praj.g_00031																		Prbb.g_00032	Prbc.g_01101											
N17.HOG0000099	OG0000051	n1										Praj.g_00197																		Prbb.g_00214	Prbc.g_00414											
N17.HOG0000100	OG0000052	n28										Praj.g_01156																		Prbb.g_01197	Prbc.g_00134											
N17.HOG0000101	OG0000052	n31										Praj.g_01282																		Prbb.g_01329	Prbc.g_00641											
N17.HOG0000102	OG0000053	n0										Praj.g_00530																		Prbb.g_00542	Prbc.g_01618											
N17.HOG0000103	OG0000054	n0										Praj.g_00042																		Prbb.g_00053	Prbc.g_01116											
N17.HOG0000104	OG0000055	n17										Praj.g_00793																		Prbb.g_00807	Prbc.g_01882											
N17.HOG0000105	OG0000055	n20										Praj.g_01176																		Prbb.g_01218	Prbc.g_00153											
N17.HOG0000106	OG0000056	n0										Praj.g_00043																		Prbb.g_00054	Prbc.g_01117											
N17.HOG0000107	OG0000057	n0										Praj.g_00277																		Prbb.g_00294	Prbc.g_00333											
N17.HOG0000108	OG0000058	n12																												Prbb.g_00873												
N17.HOG0000109	OG0000058	n14										Praj.g_00467																		Prbb.g_00478	Prbc.g_01534											
N17.HOG0000110	OG0000059	n14										Praj.g_01313																		Prbb.g_01359	Prbc.g_00055											
N17.HOG0000111	OG0000059	n16										Praj.g_00691																		Prbb.g_00706	Prbc.g_01780											
N17.HOG0000112	OG0000060	n2										Praj.g_01170																		Prbb.g_01212	Prbc.g_00148											
N17.HOG0000113	OG0000061	n0										Praj.g_01563																		Prbb.g_01627	Prbc.g_00645											
N17.HOG0000114	OG0000062	n0										Praj.g_01832																		Prbb.g_01887	Prbc.g_00896											
N17.HOG0000115	OG0000063	n0										Praj.g_01355																		Prbb.g_01399	Prbc.g_00102											
N17.HOG0000116	OG0000065	n0										Praj.g_01528																		Prbb.g_01586	Prbc.g_00566											
N17.HOG0000117	OG0000066	n0										Praj.g_00664																		Prbb.g_00678	Prbc.g_01753											
N17.HOG0000118	OG0000067	n11										Praj.g_01158																		Prbb.g_01199	Prbc.g_00136											
N17.HOG0000119	OG0000067	n31																												Prbb.g_01137	Prbc.g_00616											
N17.HOG0000120	OG0000067	n32										Praj.g_01323																		Prbb.g_01368	Prbc.g_00066											
N17.HOG0000121	OG0000068	n0										Praj.g_01952																		Prbb.g_02001	Prbc.g_00284											
N17.HOG0000122	OG0000069	n0										Praj.g_01669																		Prbb.g_01723	Prbc.g_00746											
N17.HOG0000123	OG0000070	n0																												Prbb.g_00078	Prbc.g_00011, Prbc.g_01108, Prbc.g_00532											
N17.HOG0000124	OG0000071	n0										Praj.g_00011																		Prbb.g_00012	Prbc.g_01081											
N17.HOG0000125	OG0000072	n0										Praj.g_00357																		Prbb.g_00373	Prbc.g_01214											
N17.HOG0000126	OG0000073	n0										Praj.g_00659																		Prbb.g_00673	Prbc.g_01748											
N17.HOG0000127	OG0000074	n0										Praj.g_00684																		Prbb.g_00697, Prbb.g_00698	Prbc.g_01773											
N17.HOG0000128	OG0000075	n0										Praj.g_00776																		Prbb.g_00790	Prbc.g_01865											
N17.HOG0000129	OG0000076	n0										Praj.g_01024																		Prbb.g_01070	Prbc.g_02113											
N17.HOG0000130	OG0000077	n10										Praj.g_00416, Praj.g_01079, Praj.g_01203, Praj.g_01273, Praj.g_01310, Praj.g_01731																		Prbb.g_00430, Prbb.g_01122, Prbb.g_01786	Prbc.g_00105, Prbc.g_00807, Prbc.g_02166											
N17.HOG0000131	OG0000077	n11										Praj.g_01358																		Prbb.g_01245, Prbb.g_01320, Prbb.g_01355, Prbb.g_01402												
N17.HOG0000132	OG0000078	n0										Praj.g_00372																		Prbb.g_00388	Prbc.g_01229											
N17.HOG0000133	OG0000079	n0										Praj.g_01714																		Prbb.g_01768	Prbc.g_00790											
N17.HOG0000134	OG0000080	n0										Praj.g_01166																		Prbb.g_01208	Prbc.g_00144											
N17.HOG0000135	OG0000081	n0										Praj.g_01985																		Prbb.g_02034	Prbc.g_00238											
N17.HOG0000136	OG0000082	n13										Praj.g_02103																		Prbb.g_02143	Prbc.g_01009											
N17.HOG0000137	OG0000083	n0										Praj.g_00003																		Prbb.g_00003	Prbc.g_01073											
N17.HOG0000138	OG0000084	n0										Praj.g_00006																		Prbb.g_00006, Prbb.g_00007	Prbc.g_01076											
N17.HOG0000139	OG0000085	n0										Praj.g_00023																		Prbb.g_00024	Prbc.g_01093											
N17.HOG0000140	OG0000086	n0										Praj.g_01154																		Prbb.g_01195	Prbc.g_00132											
N17.HOG0000141	OG0000087	n0										Praj.g_00053																		Prbb.g_00064	Prbc.g_01127											
N17.HOG0000142	OG0000088	n0										Praj.g_00153																		Prbb.g_00170	Prbc.g_00458											
N17.HOG0000143	OG0000089	n0										Praj.g_00162																		Prbb.g_00179	Prbc.g_00449											
N17.HOG0000144	OG0000090	n0										Praj.g_00179																		Prbb.g_00196	Prbc.g_00432											
N17.HOG0000145	OG0000091	n0										Praj.g_00209																		Prbb.g_00226	Prbc.g_00402											
N17.HOG0000146	OG0000092	n0										Praj.g_00210																		Prbb.g_00227	Prbc.g_00401											
N17.HOG0000147	OG0000093	n0										Praj.g_00223																		Prbb.g_00240	Prbc.g_00388											
N17.HOG0000148	OG0000094	n0										Praj.g_00242																		Prbb.g_00259	Prbc.g_00369											
N17.HOG0000149	OG0000095	n0										Praj.g_00246																		Prbb.g_00263	Prbc.g_00365											
N17.HOG0000150	OG0000096	n0										Praj.g_00290																		Prbb.g_00307	Prbc.g_01147											
N17.HOG0000151	OG0000097	n0										Praj.g_00310																		Prbb.g_00327	Prbc.g_01167											
N17.HOG0000152	OG0000098	n21										Praj.g_00320																		Prbb.g_00336	Prbc.g_01177											
N17.HOG0000153	OG0000099	n0										Praj.g_00329																		Prbb.g_00345	Prbc.g_01186											
N17.HOG0000154	OG0000100	n0										Praj.g_00332																		Prbb.g_00348	Prbc.g_01189											
N17.HOG0000155	OG0000101	n0										Praj.g_00405																		Prbb.g_00418	Prbc.g_01270											
N17.HOG0000156	OG0000102	n0										Praj.g_01279																		Prbb.g_01326	Prbc.g_02183											
N17.HOG0000157	OG0000103	n0										Praj.g_00468																		Prbb.g_00479	Prbc.g_01535											
N17.HOG0000158	OG0000104	n0										Praj.g_00473																		Prbb.g_00484, Prbb.g_00485	Prbc.g_01540											
N17.HOG0000159	OG0000105	n0										Praj.g_00491																		Prbb.g_00503	Prbc.g_01579											
N17.HOG0000160	OG0000106	n0										Praj.g_00523																		Prbb.g_00535	Prbc.g_01611											
N17.HOG0000161	OG0000107	n0										Praj.g_00524																		Prbb.g_00536	Prbc.g_01612											
N17.HOG0000162	OG0000108	n0										Praj.g_00534																		Prbb.g_00546	Prbc.g_01622											
N17.HOG0000163	OG0000109	n0										Praj.g_00543																		Prbb.g_00556	Prbc.g_01632											
N17.HOG0000164	OG0000110	n0										Praj.g_00559																		Prbb.g_00572	Prbc.g_01648											
N17.HOG0000165	OG0000111	n0										Praj.g_00639																		Prbb.g_00652	Prbc.g_01728											
N17.HOG0000166	OG0000112	n0										Praj.g_00640																		Prbb.g_00653	Prbc.g_01729											
N17.HOG0000167	OG0000113	n0										Praj.g_00722																		Prbb.g_00737	Prbc.g_01811											
N17.HOG0000168	OG0000114	n0										Praj.g_00767																		Prbb.g_00781	Prbc.g_01856											
N17.HOG0000169	OG0000115	n0										Praj.g_01601, Praj.g_00946																		Prbb.g_00991	Prbc.g_02036											
N17.HOG0000170	OG0000116	n0										Praj.g_00950																		Prbb.g_00995	Prbc.g_02040											
N17.HOG0000171	OG0000117	n0										Praj.g_01021																		Prbb.g_01067	Prbc.g_02110											
N17.HOG0000172	OG0000118	n0										Praj.g_01196																		Prbb.g_01238	Prbc.g_00173											
N17.HOG0000173	OG0000119	n0										Praj.g_01835																		Prbb.g_01890	Prbc.g_00899											
N17.HOG0000174	OG0000120	n0										Praj.g_01455																		Prbb.g_01510	Prbc.g_01439											
N17.HOG0000175	OG0000121	n0										Praj.g_01433																		Prbb.g_01487	Prbc.g_01417											
N17.HOG0000176	OG0000122	n0										Praj.g_01413																		Prbb.g_01467	Prbc.g_01397											
N17.HOG0000177	OG0000123	n0										Praj.g_01402																		Prbb.g_01456	Prbc.g_01387											
N17.HOG0000178	OG0000124	n0										Praj.g_01014																		Prbb.g_01060	Prbc.g_02103											
N17.HOG0000179	OG0000125	n0										Praj.g_01540																		Prbb.g_01598	Prbc.g_00577											
N17.HOG0000180	OG0000126	n0										Praj.g_01575																		Prbb.g_01639	Prbc.g_00657											
N17.HOG0000181	OG0000127	n0										Praj.g_01618																		Prbb.g_01673	Prbc.g_00695											
N17.HOG0000182	OG0000128	n0										Praj.g_01633																		Prbb.g_01687	Prbc.g_00710											
N17.HOG0000183	OG0000129	n0										Praj.g_01667																		Prbb.g_01721	Prbc.g_00744											
N17.HOG0000184	OG0000130	n0										Praj.g_01766																		Prbb.g_01821	Prbc.g_00830											
N17.HOG0000185	OG0000131	n0										Praj.g_01803																		Prbb.g_01858	Prbc.g_00867											
N17.HOG0000186	OG0000132	n0										Praj.g_01805																		Prbb.g_01860	Prbc.g_00869											
N17.HOG0000187	OG0000133	n0										Praj.g_01910																		Prbb.g_01959	Prbc.g_00326, Prbc.g_01572											
N17.HOG0000188	OG0000134	n0										Praj.g_01946																		Prbb.g_01995	Prbc.g_00290											
N17.HOG0000189	OG0000135	n10																													Prbc.g_01560											
N17.HOG0000190	OG0000135	n12										Praj.g_01948																		Prbb.g_01997	Prbc.g_00288											
N17.HOG0000191	OG0000136	n0										Praj.g_01997																		Prbb.g_02046	Prbc.g_00226											
N17.HOG0000192	OG0000137	n0										Praj.g_02034																		Prbb.g_02082	Prbc.g_00190											
N17.HOG0000193	OG0000138	n0										Praj.g_02091																		Prbb.g_02131	Prbc.g_00997											
N17.HOG0000194	OG0000139	n0										Praj.g_02128																		Prbb.g_02168	Prbc.g_01047											
N17.HOG0000195	OG0000140	n0										Praj.g_00001																		Prbb.g_00001	Prbc.g_01071											
N17.HOG0000196	OG0000141	n0										Praj.g_00002																		Prbb.g_00002	Prbc.g_01072											
N17.HOG0000197	OG0000142	n0										Praj.g_00004																		Prbb.g_00004	Prbc.g_01074											
N17.HOG0000198	OG0000143	n0										Praj.g_00005																		Prbb.g_00005	Prbc.g_01075											
N17.HOG0000199	OG0000144	n0										Praj.g_00007																		Prbb.g_00008	Prbc.g_01077											
N17.HOG0000200	OG0000145	n0										Praj.g_00008																		Prbb.g_00009	Prbc.g_01078											
N17.HOG0000201	OG0000146	n0										Praj.g_00009																		Prbb.g_00010	Prbc.g_01079											
N17.HOG0000202	OG0000147	n0										Praj.g_00010																		Prbb.g_00011	Prbc.g_01080											
N17.HOG0000203	OG0000148	n0										Praj.g_00012																		Prbb.g_00013	Prbc.g_01082											
N17.HOG0000204	OG0000149	n0										Praj.g_00014																		Prbb.g_00015	Prbc.g_01084											
N17.HOG0000205	OG0000150	n0										Praj.g_00015																		Prbb.g_00016	Prbc.g_01085											
N17.HOG0000206	OG0000151	n0										Praj.g_00016																		Prbb.g_00017	Prbc.g_01086											
N17.HOG0000207	OG0000152	n0										Praj.g_00017																		Prbb.g_00018	Prbc.g_01087											
N17.HOG0000208	OG0000153	n0										Praj.g_00018																		Prbb.g_00019	Prbc.g_01088											
N17.HOG0000209	OG0000154	n0										Praj.g_00019																		Prbb.g_00020	Prbc.g_01089											
N17.HOG0000210	OG0000155	n0										Praj.g_00020																		Prbb.g_00021	Prbc.g_01090											
N17.HOG0000211	OG0000156	n0										Praj.g_00021																		Prbb.g_00022	Prbc.g_01091											
N17.HOG0000212	OG0000157	n0										Praj.g_00022																		Prbb.g_00023	Prbc.g_01092											
N17.HOG0000213	OG0000158	n0										Praj.g_00024																		Prbb.g_00025	Prbc.g_01094											
N17.HOG0000214	OG0000159	n0										Praj.g_00025																		Prbb.g_00026	Prbc.g_01095											
N17.HOG0000215	OG0000160	n0										Praj.g_00026																		Prbb.g_00027	Prbc.g_01096											
N17.HOG0000216	OG0000161	n0										Praj.g_00027																		Prbb.g_00028	Prbc.g_01097											
N17.HOG0000217	OG0000162	n0										Praj.g_00028																		Prbb.g_00029	Prbc.g_01098											
N17.HOG0000218	OG0000163	n0										Praj.g_00029																		Prbb.g_00030	Prbc.g_01099											
N17.HOG0000219	OG0000164	n0										Praj.g_00032																		Prbb.g_00033	Prbc.g_01102											
N17.HOG0000220	OG0000165	n0										Praj.g_00034																		Prbb.g_00035	Prbc.g_01104											
N17.HOG0000221	OG0000166	n0										Praj.g_00035																		Prbb.g_00036	Prbc.g_01105											
N17.HOG0000222	OG0000167	n0										Praj.g_00036																		Prbb.g_00037	Prbc.g_01106											
N17.HOG0000223	OG0000168	n0										Praj.g_00044																		Prbb.g_00055	Prbc.g_01118											
N17.HOG0000224	OG0000169	n0										Praj.g_00046																		Prbb.g_00057	Prbc.g_01120											
N17.HOG0000225	OG0000170	n0										Praj.g_00047																		Prbb.g_00058	Prbc.g_01121											
N17.HOG0000226	OG0000171	n0										Praj.g_00048																		Prbb.g_00059	Prbc.g_01122											
N17.HOG0000227	OG0000172	n0										Praj.g_00049																		Prbb.g_00060	Prbc.g_01123											
N17.HOG0000228	OG0000173	n0										Praj.g_00050																		Prbb.g_00061	Prbc.g_01124											
N17.HOG0000229	OG0000174	n0										Praj.g_00051																		Prbb.g_00062	Prbc.g_01125											
N17.HOG0000230	OG0000175	n0										Praj.g_00052																		Prbb.g_00063	Prbc.g_01126											
N17.HOG0000231	OG0000176	n0										Praj.g_00054																		Prbb.g_00065	Prbc.g_01128											
N17.HOG0000232	OG0000177	n0										Praj.g_00055																		Prbb.g_00066	Prbc.g_01129											
N17.HOG0000233	OG0000178	n0										Praj.g_00056																		Prbb.g_00067	Prbc.g_01130											
N17.HOG0000234	OG0000179	n0										Praj.g_00102																		Prbb.g_00119	Prbc.g_00509											
N17.HOG0000235	OG0000180	n0										Praj.g_00103																		Prbb.g_00120	Prbc.g_00508											
N17.HOG0000236	OG0000181	n0										Praj.g_00104																		Prbb.g_00121	Prbc.g_00507											
N17.HOG0000237	OG0000182	n0										Praj.g_00107																		Prbb.g_00124	Prbc.g_00504											
N17.HOG0000238	OG0000183	n0										Praj.g_00108																		Prbb.g_00125	Prbc.g_00503											
N17.HOG0000239	OG0000184	n0										Praj.g_00111																		Prbb.g_00128	Prbc.g_00500											
N17.HOG0000240	OG0000185	n0										Praj.g_00115																		Prbb.g_00132	Prbc.g_00496											
N17.HOG0000241	OG0000186	n0										Praj.g_00116																		Prbb.g_00133	Prbc.g_00495											
N17.HOG0000242	OG0000187	n0										Praj.g_00117																		Prbb.g_00134	Prbc.g_00494											
N17.HOG0000243	OG0000188	n0										Praj.g_00118																		Prbb.g_00135	Prbc.g_00493											
N17.HOG0000244	OG0000189	n0										Praj.g_00119																		Prbb.g_00136	Prbc.g_00492											
N17.HOG0000245	OG0000190	n0										Praj.g_00120																		Prbb.g_00137	Prbc.g_00491											
N17.HOG0000246	OG0000191	n0										Praj.g_00121																		Prbb.g_00138	Prbc.g_00490											
N17.HOG0000247	OG0000192	n0										Praj.g_00122																		Prbb.g_00139	Prbc.g_00489											
N17.HOG0000248	OG0000193	n0										Praj.g_00123																		Prbb.g_00140	Prbc.g_00488											
N17.HOG0000249	OG0000194	n0										Praj.g_00124																		Prbb.g_00141	Prbc.g_00487											
N17.HOG0000250	OG0000195	n0										Praj.g_00126																		Prbb.g_00143	Prbc.g_00485											
N17.HOG0000251	OG0000196	n0										Praj.g_00127																		Prbb.g_00144	Prbc.g_00484											
N17.HOG0000252	OG0000197	n0										Praj.g_00128																		Prbb.g_00145	Prbc.g_00483											
N17.HOG0000253	OG0000198	n0										Praj.g_00129																		Prbb.g_00146	Prbc.g_00482											
N17.HOG0000254	OG0000199	n0										Praj.g_00132																		Prbb.g_00149	Prbc.g_00479											
N17.HOG0000255	OG0000200	n0										Praj.g_00133																		Prbb.g_00150	Prbc.g_00478											
N17.HOG0000256	OG0000201	n0										Praj.g_00134																		Prbb.g_00151	Prbc.g_00477											
N17.HOG0000257	OG0000202	n0										Praj.g_00135																		Prbb.g_00152	Prbc.g_00476											
N17.HOG0000258	OG0000203	n0										Praj.g_00136																		Prbb.g_00153	Prbc.g_00475											
N17.HOG0000259	OG0000204	n0										Praj.g_00137																		Prbb.g_00154	Prbc.g_00474											
N17.HOG0000260	OG0000205	n0										Praj.g_00139																		Prbb.g_00156	Prbc.g_00472											
N17.HOG0000261	OG0000206	n0										Praj.g_00140																		Prbb.g_00157	Prbc.g_00471											
N17.HOG0000262	OG0000207	n0										Praj.g_00141																		Prbb.g_00158	Prbc.g_00470											
N17.HOG0000263	OG0000208	n0										Praj.g_00142																		Prbb.g_00159	Prbc.g_00469											
N17.HOG0000264	OG0000209	n0										Praj.g_00143																		Prbb.g_00160	Prbc.g_00468											
N17.HOG0000265	OG0000210	n0										Praj.g_00144																		Prbb.g_00161	Prbc.g_00467											
N17.HOG0000266	OG0000211	n0										Praj.g_00145																		Prbb.g_00162	Prbc.g_00466											
N17.HOG0000267	OG0000212	n0										Praj.g_00146																		Prbb.g_00163	Prbc.g_00465											
N17.HOG0000268	OG0000213	n0										Praj.g_00147																		Prbb.g_00164	Prbc.g_00464											
N17.HOG0000269	OG0000214	n0										Praj.g_00151																		Prbb.g_00168	Prbc.g_00460											
