HOG	OG	Gene Tree Parent Clade	Praa	Prab	Prac	Prad	Prae	Praf	Prag	Prah	Prai	Praj	Prak	Pral	Pram	Pran	Prao	Prap	Praq	Prar	Pras	Prat	Prau	Prav	Praw	Prax	Pray	Praz	Prba	Prbb	Prbc	Prbd	Prbe	Prbf	Prbg	Prbh	Prbi	Prbj	Prbk	Prbl	Prbm	Prbn
N34.HOG0000038	OG0000020	n19																																	Prbg.g_00050							Prbn.g_00038
N34.HOG0000039	OG0000021	n6																																	Prbg.g_01632							Prbn.g_01727
N34.HOG0000040	OG0000023	n20																																	Prbg.g_00686							Prbn.g_00887
N34.HOG0000041	OG0000024	n19																																	Prbg.g_00086							Prbn.g_00074
N34.HOG0000042	OG0000025	n0																																	Prbg.g_01055							Prbn.g_01937
N34.HOG0000043	OG0000026	n27																																	Prbg.g_00730							Prbn.g_00130
N34.HOG0000044	OG0000028	n19																																	Prbg.g_00591							Prbn.g_00212
N34.HOG0000045	OG0000029	n3																																	Prbg.g_00174							Prbn.g_00659
N34.HOG0000046	OG0000031	n5																																	Prbg.g_00408							Prbn.g_00809
N34.HOG0000047	OG0000032	n18																																	Prbg.g_00550							Prbn.g_00171
N34.HOG0000048	OG0000033	n23																																	Prbg.g_01544							Prbn.g_01131
N34.HOG0000049	OG0000034	n4																																	Prbg.g_00816							Prbn.g_00724
N34.HOG0000050	OG0000034	n19																																	Prbg.g_00569							Prbn.g_00190
N34.HOG0000051	OG0000035	n1																																	Prbg.g_00025							Prbn.g_01042
N34.HOG0000052	OG0000036	n10																																	Prbg.g_01639							Prbn.g_01734
N34.HOG0000053	OG0000036	n19																																	Prbg.g_00304							Prbn.g_00530
N34.HOG0000054	OG0000037	n13																																	Prbg.g_00706							Prbn.g_00867
N34.HOG0000055	OG0000037	n17																																	Prbg.g_00342							Prbn.g_00492
N34.HOG0000056	OG0000038	n0																																	Prbg.g_00682							Prbn.g_00891
N34.HOG0000057	OG0000039	n0																																	Prbg.g_00944							Prbn.g_01247
N34.HOG0000058	OG0000040	n0																																	Prbg.g_00013							Prbn.g_01030
N34.HOG0000059	OG0000041	n28																																	Prbg.g_01614							Prbn.g_01709
N34.HOG0000060	OG0000041	n32																																	Prbg.g_01608							Prbn.g_01703
N34.HOG0000061	OG0000042	n0																																	Prbg.g_01151							Prbn.g_01554
N34.HOG0000062	OG0000043	n0																																	Prbg.g_01251							Prbn.g_01454
N34.HOG0000063	OG0000044	n22																																	Prbg.g_01486							Prbn.g_01189
N34.HOG0000064	OG0000045	n2																																	Prbg.g_00551							Prbn.g_00172
N34.HOG0000065	OG0000046	n14																																	Prbg.g_01642							Prbn.g_01737
N34.HOG0000066	OG0000046	n15																																	Prbg.g_00716							Prbn.g_00144
N34.HOG0000067	OG0000047	n2																																	Prbg.g_01847							Prbn.g_00996
N34.HOG0000068	OG0000048	n0																																	Prbg.g_01855							Prbn.g_00988
N34.HOG0000069	OG0000050	n0																																	Prbg.g_00842							Prbn.g_00750
N34.HOG0000070	OG0000051	n1																																	Prbg.g_00935							Prbn.g_01256
N34.HOG0000071	OG0000052	n0																																	Prbg.g_00388							Prbn.g_00829
N34.HOG0000072	OG0000053	n13																																	Prbg.g_00256							Prbn.g_00577
N34.HOG0000073	OG0000053	n14																																								Prbn.g_01657
N34.HOG0000074	OG0000054	n0																																	Prbg.g_00359							Prbn.g_00475
N34.HOG0000075	OG0000055	n0																																	Prbg.g_01182							Prbn.g_01523
N34.HOG0000076	OG0000056	n0																																	Prbg.g_01542							Prbn.g_01133
N34.HOG0000077	OG0000057	n0																																	Prbg.g_01019							Prbn.g_00313
N34.HOG0000078	OG0000058	n14																																	Prbg.g_00194							Prbn.g_00639
N34.HOG0000079	OG0000059	n0																																	Prbg.g_01143							Prbn.g_01562
N34.HOG0000080	OG0000062	n26																																	Prbg.g_00749							Prbn.g_01650
N34.HOG0000081	OG0000063	n0																																	Prbg.g_01459							Prbn.g_00389
N34.HOG0000082	OG0000065	n0																																	Prbg.g_00477							Prbn.g_01084
N34.HOG0000083	OG0000066	n0																																	Prbg.g_00549							Prbn.g_00170
N34.HOG0000084	OG0000067	n24																																	Prbg.g_00415							Prbn.g_00802
N34.HOG0000085	OG0000068	n0																																	Prbg.g_01785							Prbn.g_01881
N34.HOG0000086	OG0000069	n0																																	Prbg.g_00630							Prbn.g_00251
N34.HOG0000087	OG0000071	n0																																	Prbg.g_00778							Prbn.g_00002, Prbn.g_00003
N34.HOG0000088	OG0000072	n0																																	Prbg.g_00100							Prbn.g_00088
N34.HOG0000089	OG0000073	n0																																	Prbg.g_01386							Prbn.g_00845
N34.HOG0000090	OG0000074	n0																																	Prbg.g_01133							Prbn.g_01572
N34.HOG0000091	OG0000075	n0																																	Prbg.g_01166							Prbn.g_01539
N34.HOG0000092	OG0000076	n0																																	Prbg.g_01234							Prbn.g_01471
N34.HOG0000093	OG0000077	n0																																	Prbg.g_01566							Prbn.g_01661
N34.HOG0000094	OG0000078	n0																																	Prbg.g_00552							Prbn.g_00173
N34.HOG0000095	OG0000079	n0																																	Prbg.g_00676							Prbn.g_00897
N34.HOG0000096	OG0000080	n0																																	Prbg.g_00414							Prbn.g_00803
N34.HOG0000097	OG0000081	n0																																	Prbg.g_01819							Prbn.g_01915
N34.HOG0000098	OG0000082	n13																																	Prbg.g_00419							Prbn.g_00798
N34.HOG0000099	OG0000083	n0																																	Prbg.g_00770							Prbn.g_00011
N34.HOG0000100	OG0000084	n0																																	Prbg.g_00773							Prbn.g_00008
N34.HOG0000101	OG0000085	n0																																	Prbg.g_00851							Prbn.g_00759
N34.HOG0000102	OG0000087	n0																																	Prbg.g_00822							Prbn.g_00730
N34.HOG0000103	OG0000088	n0																																	Prbg.g_00887							Prbn.g_01304
N34.HOG0000104	OG0000089	n0																																	Prbg.g_00896							Prbn.g_01295
N34.HOG0000105	OG0000090	n0																																	Prbg.g_00913							Prbn.g_01278
N34.HOG0000106	OG0000091	n0																																	Prbg.g_00947							Prbn.g_01244
N34.HOG0000107	OG0000092	n0																																	Prbg.g_00948							Prbn.g_01243, Prbn.g_00384
N34.HOG0000108	OG0000093	n0																																	Prbg.g_00962							Prbn.g_00370
N34.HOG0000109	OG0000094	n0																																	Prbg.g_00981							Prbn.g_00351
N34.HOG0000110	OG0000095	n0																																	Prbg.g_00986							Prbn.g_00346
N34.HOG0000111	OG0000096	n0																																	Prbg.g_01034							Prbn.g_00017
N34.HOG0000112	OG0000097	n0																																	Prbg.g_00053							Prbn.g_00041
N34.HOG0000113	OG0000098	n21																																	Prbg.g_00064							Prbn.g_00052
N34.HOG0000114	OG0000099	n0																																	Prbg.g_00074							Prbn.g_00062
N34.HOG0000115	OG0000100	n0																																	Prbg.g_00077							Prbn.g_00065
N34.HOG0000116	OG0000101	n0																																	Prbg.g_00139							Prbn.g_00694
N34.HOG0000117	OG0000102	n0																																	Prbg.g_00459							Prbn.g_01102
N34.HOG0000118	OG0000103	n0																																	Prbg.g_00195							Prbn.g_00638
N34.HOG0000119	OG0000104	n0																																	Prbg.g_00199							Prbn.g_00634
N34.HOG0000120	OG0000105	n0																																	Prbg.g_00219							Prbn.g_00614
N34.HOG0000121	OG0000106	n9																																	Prbg.g_00249							Prbn.g_00584
N34.HOG0000122	OG0000107	n0																																	Prbg.g_00250							Prbn.g_00583
N34.HOG0000123	OG0000108	n0																																	Prbg.g_00260							Prbn.g_00573
N34.HOG0000124	OG0000109	n0																																	Prbg.g_00270							Prbn.g_00564
N34.HOG0000125	OG0000110	n0																																	Prbg.g_00287							Prbn.g_00547
N34.HOG0000126	OG0000111	n0																																	Prbg.g_01405							Prbn.g_00443
N34.HOG0000127	OG0000112	n0																																	Prbg.g_01404							Prbn.g_00444
N34.HOG0000128	OG0000113	n0																																	Prbg.g_01354							Prbn.g_01351
N34.HOG0000129	OG0000114	n0																																	Prbg.g_01157							Prbn.g_01548
N34.HOG0000130	OG0000115	n0																																	Prbg.g_01287							Prbn.g_01418
N34.HOG0000131	OG0000116	n0																																	Prbg.g_01291							Prbn.g_01414
N34.HOG0000132	OG0000117	n0																																	Prbg.g_01237							Prbn.g_01468
N34.HOG0000133	OG0000118	n0																																	Prbg.g_01531							Prbn.g_01144
N34.HOG0000134	OG0000119	n0																																	Prbg.g_00752							Prbn.g_01653
N34.HOG0000135	OG0000120	n0																																	Prbg.g_01480							Prbn.g_01195
N34.HOG0000136	OG0000121	n0																																	Prbg.g_01457							Prbn.g_00391
N34.HOG0000137	OG0000122	n0																																	Prbg.g_01437							Prbn.g_00411
N34.HOG0000138	OG0000123	n0																																	Prbg.g_00352							Prbn.g_00482
N34.HOG0000139	OG0000124	n0																																	Prbg.g_00687							Prbn.g_00886
N34.HOG0000140	OG0000125	n0																																	Prbg.g_00490							Prbn.g_01071
N34.HOG0000141	OG0000126	n0																																	Prbg.g_00529							Prbn.g_01240
N34.HOG0000142	OG0000127	n0																																	Prbg.g_00579							Prbn.g_00200
N34.HOG0000143	OG0000128	n0																																	Prbg.g_00592							Prbn.g_00213
N34.HOG0000144	OG0000129	n0																																	Prbg.g_00628							Prbn.g_00249
N34.HOG0000145	OG0000130	n0																																	Prbg.g_01647							Prbn.g_01742
N34.HOG0000146	OG0000131	n0																																	Prbg.g_01686							Prbn.g_01782
N34.HOG0000147	OG0000132	n0																																	Prbg.g_01689							Prbn.g_01785
N34.HOG0000148	OG0000133	n0																																	Prbg.g_01743							Prbn.g_01839
N34.HOG0000149	OG0000134	n0																																	Prbg.g_01779							Prbn.g_01875
N34.HOG0000150	OG0000135	n0																																	Prbg.g_01781							Prbn.g_01877
N34.HOG0000151	OG0000136	n0																																	Prbg.g_01831							Prbn.g_01012
N34.HOG0000152	OG0000137	n0																																	Prbg.g_01865							Prbn.g_00978
N34.HOG0000153	OG0000138	n0																																	Prbg.g_01900							Prbn.g_00944
N34.HOG0000154	OG0000139	n0																																	Prbg.g_01931							Prbn.g_00913
N34.HOG0000155	OG0000140	n0																																	Prbg.g_00768							Prbn.g_00301
N34.HOG0000156	OG0000141	n0																																	Prbg.g_00769							Prbn.g_00302
N34.HOG0000157	OG0000142	n0																																	Prbg.g_00771							Prbn.g_00010
N34.HOG0000158	OG0000143	n0																																	Prbg.g_00772							Prbn.g_00009
N34.HOG0000159	OG0000144	n0																																	Prbg.g_00774							Prbn.g_00007
N34.HOG0000160	OG0000145	n0																																	Prbg.g_00775							Prbn.g_00006
N34.HOG0000161	OG0000146	n0																																	Prbg.g_00776							Prbn.g_00005
N34.HOG0000162	OG0000147	n0																																	Prbg.g_00777							Prbn.g_00004
N34.HOG0000163	OG0000148	n0																																	Prbg.g_00779							Prbn.g_00001
N34.HOG0000164	OG0000149	n0																																	Prbg.g_00860							Prbn.g_00768
N34.HOG0000165	OG0000150	n0																																	Prbg.g_00859							Prbn.g_00767
N34.HOG0000166	OG0000151	n0																																	Prbg.g_00858							Prbn.g_00766
N34.HOG0000167	OG0000152	n0																																	Prbg.g_00857							Prbn.g_00765
N34.HOG0000168	OG0000153	n0																																	Prbg.g_00856							Prbn.g_00764
N34.HOG0000169	OG0000154	n0																																	Prbg.g_00855							Prbn.g_00763
N34.HOG0000170	OG0000155	n0																																	Prbg.g_00854							Prbn.g_00762
N34.HOG0000171	OG0000156	n0																																	Prbg.g_00853							Prbn.g_00761
N34.HOG0000172	OG0000157	n0																																	Prbg.g_00852							Prbn.g_00760
N34.HOG0000173	OG0000158	n0																																	Prbg.g_00850							Prbn.g_00758
N34.HOG0000174	OG0000159	n0																																	Prbg.g_00849							Prbn.g_00757
N34.HOG0000175	OG0000160	n0																																	Prbg.g_00848							Prbn.g_00756
N34.HOG0000176	OG0000161	n0																																	Prbg.g_00847							Prbn.g_00755
N34.HOG0000177	OG0000162	n0																																	Prbg.g_00846							Prbn.g_00754
N34.HOG0000178	OG0000163	n0																																	Prbg.g_00844							Prbn.g_00752
N34.HOG0000179	OG0000164	n0																																	Prbg.g_00841							Prbn.g_00749
N34.HOG0000180	OG0000165	n0																																	Prbg.g_00838							Prbn.g_00746
N34.HOG0000181	OG0000166	n0																																	Prbg.g_00837							Prbn.g_00745
N34.HOG0000182	OG0000167	n0																																	Prbg.g_00836							Prbn.g_00744
N34.HOG0000183	OG0000168	n0																																	Prbg.g_00834							Prbn.g_00742
N34.HOG0000184	OG0000169	n0																																	Prbg.g_00832							Prbn.g_00740
N34.HOG0000185	OG0000170	n0																																	Prbg.g_00830							Prbn.g_00738
N34.HOG0000186	OG0000171	n0																																	Prbg.g_00829							Prbn.g_00737
N34.HOG0000187	OG0000172	n0																																	Prbg.g_00828							Prbn.g_00736
N34.HOG0000188	OG0000173	n0																																	Prbg.g_00825							Prbn.g_00733
N34.HOG0000189	OG0000174	n0																																	Prbg.g_00824							Prbn.g_00732
N34.HOG0000190	OG0000175	n0																																	Prbg.g_00823							Prbn.g_00731
N34.HOG0000191	OG0000176	n0																																	Prbg.g_00821							Prbn.g_00729
N34.HOG0000192	OG0000177	n0																																	Prbg.g_00820							Prbn.g_00728
N34.HOG0000193	OG0000178	n0																																	Prbg.g_00818							Prbn.g_00726
N34.HOG0000194	OG0000179	n0																																	Prbg.g_00806							Prbn.g_00714
N34.HOG0000195	OG0000180	n0																																	Prbg.g_00805							Prbn.g_00713
N34.HOG0000196	OG0000181	n0																																	Prbg.g_00804							Prbn.g_00712
N34.HOG0000197	OG0000182	n0																																	Prbg.g_00800							Prbn.g_00708
N34.HOG0000198	OG0000183	n0																																	Prbg.g_00799							Prbn.g_00707
N34.HOG0000199	OG0000184	n0																																	Prbg.g_00796							Prbn.g_00704
N34.HOG0000200	OG0000185	n0																																	Prbg.g_00792							Prbn.g_01343
N34.HOG0000201	OG0000186	n0																																	Prbg.g_00791							Prbn.g_01342
N34.HOG0000202	OG0000187	n0																																	Prbg.g_00017							Prbn.g_01034
N34.HOG0000203	OG0000188	n0																																	Prbg.g_00790							Prbn.g_01341
N34.HOG0000204	OG0000189	n0																																	Prbg.g_00789							Prbn.g_01340
N34.HOG0000205	OG0000190	n0																																	Prbg.g_00788							Prbn.g_01339
N34.HOG0000206	OG0000191	n0																																	Prbg.g_00787							Prbn.g_01338
N34.HOG0000207	OG0000192	n0																																	Prbg.g_00786							Prbn.g_01337
N34.HOG0000208	OG0000193	n0																																	Prbg.g_00785							Prbn.g_01336
N34.HOG0000209	OG0000194	n0																																	Prbg.g_00784							Prbn.g_01335
N34.HOG0000210	OG0000195	n0																																	Prbg.g_00782							Prbn.g_01333
N34.HOG0000211	OG0000196	n0																																	Prbg.g_00781							Prbn.g_01332
N34.HOG0000212	OG0000197	n0																																	Prbg.g_00780							Prbn.g_01331
N34.HOG0000213	OG0000198	n0																																	Prbg.g_00861							Prbn.g_01330
N34.HOG0000214	OG0000199	n0																																	Prbg.g_00864							Prbn.g_01327
N34.HOG0000215	OG0000200	n0																																	Prbg.g_00865							Prbn.g_01326
N34.HOG0000216	OG0000201	n0																																	Prbg.g_00866							Prbn.g_01325
N34.HOG0000217	OG0000202	n0																																	Prbg.g_00868							Prbn.g_01323
N34.HOG0000218	OG0000203	n0																																	Prbg.g_00869							Prbn.g_01322
N34.HOG0000219	OG0000204	n0																																	Prbg.g_00870							Prbn.g_01321
N34.HOG0000220	OG0000205	n0																																	Prbg.g_00872							Prbn.g_01319
N34.HOG0000221	OG0000206	n0																																	Prbg.g_00873							Prbn.g_01318
N34.HOG0000222	OG0000207	n0																																	Prbg.g_00874							Prbn.g_01317
N34.HOG0000223	OG0000208	n0																																	Prbg.g_00875							Prbn.g_01316
N34.HOG0000224	OG0000209	n0																																	Prbg.g_00876							Prbn.g_01315
N34.HOG0000225	OG0000210	n0																																	Prbg.g_00877							Prbn.g_01314
N34.HOG0000226	OG0000211	n0																																	Prbg.g_00879							Prbn.g_01312
N34.HOG0000227	OG0000212	n0																																	Prbg.g_00880							Prbn.g_01311
N34.HOG0000228	OG0000213	n0																																	Prbg.g_00881							Prbn.g_01310
N34.HOG0000229	OG0000214	n0																																	Prbg.g_00885							Prbn.g_01306
N34.HOG0000230	OG0000215	n0																																	Prbg.g_00886							Prbn.g_01305
N34.HOG0000231	OG0000216	n0																																	Prbg.g_00888							Prbn.g_01303
N34.HOG0000232	OG0000217	n0																																	Prbg.g_00889							Prbn.g_01302
N34.HOG0000233	OG0000218	n0																																	Prbg.g_00890							Prbn.g_01301
N34.HOG0000234	OG0000219	n0																																	Prbg.g_00891							Prbn.g_01300
N34.HOG0000235	OG0000220	n0																																	Prbg.g_00894							Prbn.g_01297
N34.HOG0000236	OG0000221	n0																																	Prbg.g_00897							Prbn.g_01294
N34.HOG0000237	OG0000222	n0																																	Prbg.g_00898							Prbn.g_01293
N34.HOG0000238	OG0000223	n0																																	Prbg.g_00899							Prbn.g_01292
N34.HOG0000239	OG0000224	n0																																	Prbg.g_00901							Prbn.g_01290
N34.HOG0000240	OG0000225	n0																																	Prbg.g_00903							Prbn.g_01288
N34.HOG0000241	OG0000226	n0																																	Prbg.g_00905							Prbn.g_01286
N34.HOG0000242	OG0000227	n0																																	Prbg.g_00906							Prbn.g_01285
N34.HOG0000243	OG0000228	n0																																	Prbg.g_00907							Prbn.g_01284
N34.HOG0000244	OG0000229	n0																																	Prbg.g_00908							Prbn.g_01283
N34.HOG0000245	OG0000230	n0																																	Prbg.g_00909							Prbn.g_01282
N34.HOG0000246	OG0000231	n0																																	Prbg.g_01349							Prbn.g_01356
N34.HOG0000247	OG0000232	n0																																	Prbg.g_00911							Prbn.g_01280
N34.HOG0000248	OG0000233	n0																																	Prbg.g_00914							Prbn.g_01277
N34.HOG0000249	OG0000234	n0																																	Prbg.g_00916							Prbn.g_01275
N34.HOG0000250	OG0000235	n0																																	Prbg.g_00922							Prbn.g_01269
N34.HOG0000251	OG0000236	n0																																	Prbg.g_00923							Prbn.g_01268
N34.HOG0000252	OG0000237	n0																																	Prbg.g_00924							Prbn.g_01267
N34.HOG0000253	OG0000238	n0																																	Prbg.g_00925							Prbn.g_01266
N34.HOG0000254	OG0000239	n0																																	Prbg.g_00926							Prbn.g_01265
N34.HOG0000255	OG0000240	n0																																	Prbg.g_00928							Prbn.g_01263
N34.HOG0000256	OG0000241	n0																																	Prbg.g_00929							Prbn.g_01262
N34.HOG0000257	OG0000242	n0																																	Prbg.g_00930							Prbn.g_01261
N34.HOG0000258	OG0000243	n0																																	Prbg.g_00931							Prbn.g_01260
N34.HOG0000259	OG0000244	n0																																	Prbg.g_00932							Prbn.g_01259
N34.HOG0000260	OG0000245	n0																																	Prbg.g_00934							Prbn.g_01257
N34.HOG0000261	OG0000246	n0																																	Prbg.g_00936							Prbn.g_01255
N34.HOG0000262	OG0000247	n0																																	Prbg.g_00937							Prbn.g_01254
N34.HOG0000263	OG0000248	n0																																	Prbg.g_00938							Prbn.g_01253
N34.HOG0000264	OG0000249	n0																																	Prbg.g_00939							Prbn.g_01252
N34.HOG0000265	OG0000250	n0																																	Prbg.g_00940							Prbn.g_01251
N34.HOG0000266	OG0000251	n0																																	Prbg.g_00941							Prbn.g_01250
N34.HOG0000267	OG0000252	n0																																	Prbg.g_00942							Prbn.g_01249
N34.HOG0000268	OG0000253	n0																																	Prbg.g_00943							Prbn.g_01248
N34.HOG0000269	OG0000254	n0																																	Prbg.g_00945							Prbn.g_01246
N34.HOG0000270	OG0000255	n0																																	Prbg.g_00946							Prbn.g_01245
N34.HOG0000271	OG0000256	n0																																	Prbg.g_00949							Prbn.g_00383
N34.HOG0000272	OG0000257	n0																																	Prbg.g_00951							Prbn.g_00381
N34.HOG0000273	OG0000258	n0																																	Prbg.g_00952							Prbn.g_00380
N34.HOG0000274	OG0000259	n0																																	Prbg.g_00953							Prbn.g_00379
N34.HOG0000275	OG0000260	n0																																	Prbg.g_00954							Prbn.g_00378
N34.HOG0000276	OG0000261	n0																																	Prbg.g_00955							Prbn.g_00377
N34.HOG0000277	OG0000262	n0																																	Prbg.g_00956							Prbn.g_00376
N34.HOG0000278	OG0000263	n0																																	Prbg.g_00957							Prbn.g_00375
N34.HOG0000279	OG0000264	n0																																	Prbg.g_00959							Prbn.g_00373
N34.HOG0000280	OG0000265	n0																																	Prbg.g_00960							Prbn.g_00372
N34.HOG0000281	OG0000266	n0																																	Prbg.g_00961							Prbn.g_00371
N34.HOG0000282	OG0000267	n0																																	Prbg.g_00963							Prbn.g_00369
N34.HOG0000283	OG0000268	n0																																	Prbg.g_00965							Prbn.g_00367
N34.HOG0000284	OG0000269	n0																																	Prbg.g_00966							Prbn.g_00366
N34.HOG0000285	OG0000270	n0																																	Prbg.g_00967							Prbn.g_00365
N34.HOG0000286	OG0000271	n0																																	Prbg.g_00968							Prbn.g_00364
N34.HOG0000287	OG0000272	n0																																	Prbg.g_00969							Prbn.g_00363
N34.HOG0000288	OG0000273	n0																																	Prbg.g_00970							Prbn.g_00362
N34.HOG0000289	OG0000274	n0																																	Prbg.g_00971							Prbn.g_00361
N34.HOG0000290	OG0000275	n0																																	Prbg.g_00972							Prbn.g_00360
N34.HOG0000291	OG0000276	n0																																	Prbg.g_00973							Prbn.g_00359
N34.HOG0000292	OG0000277	n0																																	Prbg.g_00974							Prbn.g_00358
N34.HOG0000293	OG0000278	n0																																	Prbg.g_00975							Prbn.g_00357
N34.HOG0000294	OG0000279	n0																																	Prbg.g_00976							Prbn.g_00356
N34.HOG0000295	OG0000280	n0																																	Prbg.g_00977							Prbn.g_00355
N34.HOG0000296	OG0000281	n0																																	Prbg.g_00979							Prbn.g_00353
N34.HOG0000297	OG0000282	n0																																	Prbg.g_00980							Prbn.g_00352
N34.HOG0000298	OG0000283	n0																																	Prbg.g_00983							Prbn.g_00349
N34.HOG0000299	OG0000284	n0																																	Prbg.g_00984							Prbn.g_00348
N34.HOG0000300	OG0000285	n0																																	Prbg.g_00985							Prbn.g_00347
N34.HOG0000301	OG0000286	n0																																	Prbg.g_00987							Prbn.g_00345
N34.HOG0000302	OG0000287	n0																																	Prbg.g_00989							Prbn.g_00343
N34.HOG0000303	OG0000288	n0																																	Prbg.g_00990							Prbn.g_00342
N34.HOG0000304	OG0000289	n0																																	Prbg.g_00991							Prbn.g_00341
N34.HOG0000305	OG0000290	n0																																	Prbg.g_00992							Prbn.g_00340
N34.HOG0000306	OG0000291	n0																																	Prbg.g_00993							Prbn.g_00339
N34.HOG0000307	OG0000292	n0																																	Prbg.g_00994							Prbn.g_00338
N34.HOG0000308	OG0000293	n0																																	Prbg.g_00995							Prbn.g_00337
N34.HOG0000309	OG0000294	n0																																	Prbg.g_00996							Prbn.g_00336
N34.HOG0000310	OG0000295	n0																																	Prbg.g_00997							Prbn.g_00335
N34.HOG0000311	OG0000296	n0																																	Prbg.g_00998							Prbn.g_00334
N34.HOG0000312	OG0000297	n0																																	Prbg.g_00999							Prbn.g_00333
N34.HOG0000313	OG0000298	n0																																	Prbg.g_01000							Prbn.g_00332
N34.HOG0000314	OG0000299	n0																																	Prbg.g_01001							Prbn.g_00331
N34.HOG0000315	OG0000300	n0																																	Prbg.g_01002							Prbn.g_00330
N34.HOG0000316	OG0000301	n0																																	Prbg.g_01003							Prbn.g_00329
N34.HOG0000317	OG0000302	n0																																	Prbg.g_01004							Prbn.g_00328
N34.HOG0000318	OG0000303	n0																																	Prbg.g_01005							Prbn.g_00327
N34.HOG0000319	OG0000304	n0																																	Prbg.g_01007							Prbn.g_00325
N34.HOG0000320	OG0000305	n0																																	Prbg.g_01008							Prbn.g_00324
N34.HOG0000321	OG0000306	n0																																	Prbg.g_01009							Prbn.g_00323
N34.HOG0000322	OG0000307	n0																																	Prbg.g_01011							Prbn.g_00321
N34.HOG0000323	OG0000308	n0																																	Prbg.g_01012							Prbn.g_00320
N34.HOG0000324	OG0000309	n0																																	Prbg.g_01013							Prbn.g_00319
N34.HOG0000325	OG0000310	n0																																	Prbg.g_01014							Prbn.g_00318
N34.HOG0000326	OG0000311	n0																																	Prbg.g_01015							Prbn.g_00317
N34.HOG0000327	OG0000312	n0																																	Prbg.g_01017							Prbn.g_00315
N34.HOG0000328	OG0000313	n0																																	Prbg.g_01018							Prbn.g_00314
N34.HOG0000329	OG0000314	n0																																	Prbg.g_01022							Prbn.g_00310
N34.HOG0000330	OG0000315	n0																																	Prbg.g_01023							Prbn.g_00309
