Orthogroup	Prbm	Prbc
OG0000231	Prbm.g_00459	Prbc.g_01510
OG0000232	Prbm.g_00484	Prbc.g_01518
OG0000233	Prbm.g_00492	Prbc.g_01526
OG0000234	Prbm.g_00501	Prbc.g_01535
OG0000235	Prbm.g_00505	Prbc.g_01539
OG0000236	Prbm.g_00518	Prbc.g_01552
OG0000237	Prbm.g_00540	Prbc.g_01586
OG0000238	Prbm.g_00546	Prbc.g_01592
OG0000239	Prbm.g_00558	Prbc.g_01604
OG0000240	Prbm.g_00559	Prbc.g_01605
OG0000241	Prbm.g_00563	Prbc.g_01609
OG0000242	Prbm.g_00565	Prbc.g_01611
OG0000243	Prbm.g_00576	Prbc.g_01622
OG0000244	Prbm.g_00579	Prbc.g_01626
OG0000245	Prbm.g_00581	Prbc.g_01628
OG0000246	Prbm.g_00585	Prbc.g_01632
OG0000247	Prbm.g_00595	Prbc.g_01642
OG0000248	Prbm.g_00597	Prbc.g_01644
OG0000249	Prbm.g_00599	Prbc.g_01646
OG0000250	Prbm.g_00604	Prbc.g_01651
OG0000251	Prbm.g_00620	Prbc.g_01667
OG0000252	Prbm.g_00623	Prbc.g_01669
OG0000253	Prbm.g_00625	Prbc.g_01671
OG0000254	Prbm.g_00642	Prbc.g_01688
OG0000255	Prbm.g_00648	Prbc.g_01694
OG0000256	Prbm.g_00658	Prbc.g_01704
OG0000257	Prbm.g_00661	Prbc.g_01707
OG0000258	Prbm.g_00674	Prbc.g_01720
OG0000259	Prbm.g_00691	Prbc.g_01737
OG0000260	Prbm.g_00694	Prbc.g_01740
OG0000261	Prbm.g_00697	Prbc.g_01743
OG0000262	Prbm.g_00702	Prbc.g_01748
OG0000263	Prbm.g_00716	Prbc.g_01762
OG0000264	Prbm.g_00728	Prbc.g_01773
OG0000265	Prbm.g_00742	Prbc.g_01787
OG0000266	Prbm.g_00752	Prbc.g_01797
OG0000267	Prbm.g_00765	Prbc.g_01810
OG0000268	Prbm.g_00766	Prbc.g_01811
OG0000269	Prbm.g_00809	Prbc.g_01853
OG0000270	Prbm.g_00812	Prbc.g_01856
OG0000271	Prbm.g_00820	Prbc.g_01864
OG0000272	Prbm.g_00821	Prbc.g_01865
OG0000273	Prbm.g_00845	Prbc.g_01890
OG0000274	Prbm.g_00846	Prbc.g_01891
OG0000275	Prbm.g_00848	Prbc.g_01893
OG0000276	Prbm.g_00854	Prbc.g_01899
OG0000277	Prbm.g_00855	Prbc.g_01900
OG0000278	Prbm.g_00858	Prbc.g_01904
OG0000279	Prbm.g_00865	Prbc.g_01911
OG0000281	Prbm.g_00871	Prbc.g_01917
OG0000282	Prbm.g_00931	Prbc.g_01979
OG0000283	Prbm.g_00962	Prbc.g_02010
OG0000284	Prbm.g_00967	Prbc.g_02015
OG0000285	Prbm.g_00972	Prbc.g_02020
OG0000286	Prbm.g_00987	Prbc.g_02035
OG0000287	Prbm.g_00102	Prbc.g_02190
OG0000288	Prbm.g_01034	Prbc.g_02082
OG0000289	Prbm.g_01045	Prbc.g_02094
OG0000290	Prbm.g_01061	Prbc.g_02110
OG0000291	Prbm.g_01063	Prbc.g_02112
OG0000292	Prbm.g_01210	Prbc.g_00173
OG0000293	Prbm.g_01559	Prbc.g_01456
OG0000294	Prbm.g_01558	Prbc.g_01455
OG0000295	Prbm.g_01534	Prbc.g_01431
OG0000296	Prbm.g_01532	Prbc.g_01429
OG0000297	Prbm.g_01524	Prbc.g_01421
OG0000298	Prbm.g_01523	Prbc.g_01420
OG0000299	Prbm.g_01503	Prbc.g_01401
OG0000300	Prbm.g_01500	Prbc.g_01398
OG0000301	Prbm.g_01499	Prbc.g_01397
OG0000302	Prbm.g_01497	Prbc.g_01395
OG0000303	Prbm.g_01492	Prbc.g_01390
OG0000304	Prbm.g_01489	Prbc.g_01387
OG0000305	Prbm.g_01812	Prbc.g_00810
OG0000306	Prbm.g_00875	Prbc.g_01921
OG0000307	Prbm.g_01669	Prbc.g_00666
OG0000308	Prbm.g_01670	Prbc.g_00667
OG0000309	Prbm.g_01674	Prbc.g_00671
OG0000310	Prbm.g_01694	Prbc.g_00693
OG0000311	Prbm.g_01696	Prbc.g_00695
OG0000312	Prbm.g_01699	Prbc.g_00698
OG0000313	Prbm.g_01714	Prbc.g_00713
OG0000314	Prbm.g_01735	Prbc.g_00734
OG0000315	Prbm.g_01745	Prbc.g_00744
OG0000316	Prbm.g_01770	Prbc.g_00768
OG0000317	Prbm.g_01839	Prbc.g_00830
OG0000318	Prbm.g_01842	Prbc.g_00833
OG0000319	Prbm.g_01853	Prbc.g_00844
OG0000320	Prbm.g_01855	Prbc.g_00846
OG0000321	Prbm.g_01856	Prbc.g_00847
OG0000322	Prbm.g_01857	Prbc.g_00848
OG0000323	Prbm.g_01866	Prbc.g_00857
OG0000324	Prbm.g_01893	Prbc.g_00884
OG0000325	Prbm.g_01950	Prbc.g_00935
OG0000326	Prbm.g_01956	Prbc.g_00941
OG0000327	Prbm.g_01991	Prbc.g_00326
OG0000328	Prbm.g_01992	Prbc.g_00325
OG0000329	Prbm.g_02009	Prbc.g_00308
OG0000330	Prbm.g_02010	Prbc.g_00307
OG0000331	Prbm.g_02011	Prbc.g_00306
OG0000332	Prbm.g_02025	Prbc.g_00292
OG0000333	Prbm.g_02027	Prbc.g_00290
OG0000334	Prbm.g_02036	Prbc.g_00281
OG0000335	Prbm.g_02041	Prbc.g_00276
OG0000336	Prbm.g_02045	Prbc.g_00272
OG0000337	Prbm.g_02064	Prbc.g_00241
OG0000338	Prbm.g_02065	Prbc.g_00240
OG0000339	Prbm.g_02070	Prbc.g_00235
OG0000340	Prbm.g_02079	Prbc.g_00226
OG0000341	Prbm.g_02081	Prbc.g_00224
OG0000342	Prbm.g_02082	Prbc.g_00223
OG0000343	Prbm.g_02083	Prbc.g_00222
OG0000344	Prbm.g_02086	Prbc.g_00219
OG0000345	Prbm.g_02091	Prbc.g_00214
OG0000346	Prbm.g_02095	Prbc.g_00210
OG0000347	Prbm.g_02114	Prbc.g_00190
OG0000348	Prbm.g_02149	Prbc.g_00970
OG0000349	Prbm.g_02167	Prbc.g_00988
OG0000350	Prbm.g_02188	Prbc.g_01009
OG0000351	Prbm.g_02212	Prbc.g_01047
OG0000352	Prbm.g_02213	Prbc.g_01048
OG0000353	Prbm.g_02232	Prbc.g_01068
OG0000355	Prbm.g_00001	Prbc.g_01071
OG0000356	Prbm.g_00002	Prbc.g_01072
OG0000357	Prbm.g_00003	Prbc.g_01073
OG0000358	Prbm.g_00007	Prbc.g_01077
OG0000359	Prbm.g_00008	Prbc.g_01078
OG0000360	Prbm.g_00009	Prbc.g_01079
OG0000361	Prbm.g_00010	Prbc.g_01080
OG0000362	Prbm.g_00012	Prbc.g_01082
OG0000363	Prbm.g_00014	Prbc.g_01084
OG0000364	Prbm.g_00015	Prbc.g_01085
OG0000365	Prbm.g_00020	Prbc.g_01090
OG0000366	Prbm.g_00021	Prbc.g_01091
OG0000367	Prbm.g_00022	Prbc.g_01092
OG0000368	Prbm.g_00024	Prbc.g_01094
OG0000369	Prbm.g_00025	Prbc.g_01095
OG0000370	Prbm.g_00026	Prbc.g_01096
OG0000371	Prbm.g_00032	Prbc.g_01102
OG0000372	Prbm.g_00033	Prbc.g_01104
OG0000373	Prbm.g_00034	Prbc.g_01105
OG0000374	Prbm.g_00035	Prbc.g_01106
OG0000375	Prbm.g_00049	Prbc.g_01118
OG0000376	Prbm.g_00051	Prbc.g_01120
OG0000377	Prbm.g_00054	Prbc.g_01123
OG0000378	Prbm.g_00056	Prbc.g_01125
OG0000379	Prbm.g_00059	Prbc.g_01128
OG0000380	Prbm.g_00123	Prbc.g_00507
OG0000381	Prbm.g_00127	Prbc.g_00503
OG0000382	Prbm.g_00138	Prbc.g_00492
OG0000383	Prbm.g_00140	Prbc.g_00490
OG0000384	Prbm.g_00141	Prbc.g_00489
OG0000385	Prbm.g_00142	Prbc.g_00488
OG0000386	Prbm.g_00143	Prbc.g_00487
OG0000387	Prbm.g_00156	Prbc.g_00474
OG0000388	Prbm.g_00160	Prbc.g_00470
OG0000389	Prbm.g_00163	Prbc.g_00467
OG0000390	Prbm.g_00172	Prbc.g_00458
OG0000391	Prbm.g_00176	Prbc.g_00454
OG0000392	Prbm.g_00179	Prbc.g_00451
OG0000393	Prbm.g_00182	Prbc.g_00448
OG0000394	Prbm.g_00183	Prbc.g_00447
OG0000395	Prbm.g_00184	Prbc.g_00446
OG0000396	Prbm.g_00187	Prbc.g_00443
OG0000397	Prbm.g_00189	Prbc.g_00441
OG0000398	Prbm.g_00192	Prbc.g_00438
OG0000399	Prbm.g_00193	Prbc.g_00437
OG0000400	Prbm.g_00194	Prbc.g_00436
OG0000401	Prbm.g_00195	Prbc.g_00435
OG0000402	Prbm.g_01096	Prbc.g_02145
OG0000403	Prbm.g_00196	Prbc.g_00434
OG0000404	Prbm.g_00197	Prbc.g_00433
OG0000405	Prbm.g_00202	Prbc.g_00428
OG0000406	Prbm.g_00206	Prbc.g_00424
OG0000407	Prbm.g_00207	Prbc.g_00423
OG0000408	Prbm.g_00209	Prbc.g_00421
OG0000409	Prbm.g_00211	Prbc.g_00419
OG0000410	Prbm.g_00212	Prbc.g_00418
OG0000411	Prbm.g_00213	Prbc.g_00417
OG0000412	Prbm.g_00214	Prbc.g_00416
OG0000413	Prbm.g_00215	Prbc.g_00415
OG0000414	Prbm.g_00216	Prbc.g_00414
OG0000415	Prbm.g_00217	Prbc.g_00413
OG0000416	Prbm.g_00218	Prbc.g_00412
OG0000417	Prbm.g_00219	Prbc.g_00411
OG0000418	Prbm.g_00224	Prbc.g_00406
OG0000419	Prbm.g_00226	Prbc.g_00404
OG0000420	Prbm.g_00227	Prbc.g_00403
OG0000421	Prbm.g_00232	Prbc.g_00399
OG0000422	Prbm.g_00233	Prbc.g_00398
OG0000423	Prbm.g_00234	Prbc.g_00397
OG0000424	Prbm.g_00235	Prbc.g_00396
OG0000425	Prbm.g_00236	Prbc.g_00395
OG0000426	Prbm.g_00237	Prbc.g_00394
OG0000427	Prbm.g_00238	Prbc.g_00393
OG0000428	Prbm.g_00240	Prbc.g_00391
OG0000429	Prbm.g_00241	Prbc.g_00390
OG0000430	Prbm.g_00242	Prbc.g_00389
OG0000431	Prbm.g_00244	Prbc.g_00387
OG0000432	Prbm.g_00248	Prbc.g_00383
OG0000433	Prbm.g_00249	Prbc.g_00382
OG0000434	Prbm.g_00250	Prbc.g_00381
OG0000435	Prbm.g_00251	Prbc.g_00380
OG0000436	Prbm.g_00256	Prbc.g_00375
OG0000437	Prbm.g_00257	Prbc.g_00374
OG0000438	Prbm.g_00258	Prbc.g_00373
OG0000439	Prbm.g_00260	Prbc.g_00371
OG0000440	Prbm.g_00261	Prbc.g_00370
OG0000441	Prbm.g_00263	Prbc.g_00368
OG0000442	Prbm.g_00264	Prbc.g_00367
OG0000443	Prbm.g_00265	Prbc.g_00366
OG0000444	Prbm.g_00270	Prbc.g_00361
OG0000445	Prbm.g_00271	Prbc.g_00360
OG0000446	Prbm.g_00272	Prbc.g_00358
OG0000447	Prbm.g_00273	Prbc.g_00357
OG0000448	Prbm.g_00274	Prbc.g_00356
OG0000449	Prbm.g_00275	Prbc.g_00355
OG0000450	Prbm.g_00276	Prbc.g_00354
OG0000451	Prbm.g_00277	Prbc.g_00353
OG0000452	Prbm.g_00280	Prbc.g_00350
OG0000453	Prbm.g_00281	Prbc.g_00349
OG0000454	Prbm.g_00282	Prbc.g_00348
OG0000455	Prbm.g_00283	Prbc.g_00347
OG0000456	Prbm.g_00284	Prbc.g_00346
OG0000457	Prbm.g_00285	Prbc.g_00345
OG0000458	Prbm.g_00286	Prbc.g_00344
OG0000459	Prbm.g_00287	Prbc.g_00343
OG0000460	Prbm.g_00295	Prbc.g_00335
OG0000461	Prbm.g_00303	Prbc.g_01140
OG0000462	Prbm.g_00305	Prbc.g_01142
OG0000463	Prbm.g_00306	Prbc.g_01143
OG0000464	Prbm.g_00307	Prbc.g_01144
OG0000465	Prbm.g_00308	Prbc.g_01145
OG0000466	Prbm.g_00309	Prbc.g_01146
OG0000467	Prbm.g_00310	Prbc.g_01147
OG0000468	Prbm.g_00312	Prbc.g_01149
OG0000469	Prbm.g_00320	Prbc.g_01156
OG0000470	Prbm.g_00322	Prbc.g_01158
OG0000471	Prbm.g_00323	Prbc.g_01159
OG0000472	Prbm.g_00324	Prbc.g_01160
OG0000473	Prbm.g_00326	Prbc.g_01162
OG0000474	Prbm.g_00327	Prbc.g_01163
OG0000475	Prbm.g_00328	Prbc.g_01164
OG0000476	Prbm.g_00330	Prbc.g_01166
OG0000477	Prbm.g_00332	Prbc.g_01168
OG0000478	Prbm.g_00333	Prbc.g_01169
OG0000479	Prbm.g_00334	Prbc.g_01170
OG0000480	Prbm.g_00339	Prbc.g_01175
OG0000481	Prbm.g_00341	Prbc.g_01177
OG0000482	Prbm.g_00342	Prbc.g_01178
OG0000483	Prbm.g_00345	Prbc.g_01181
OG0000484	Prbm.g_00346	Prbc.g_01182
OG0000485	Prbm.g_00347	Prbc.g_01183
OG0000486	Prbm.g_00348	Prbc.g_01184
OG0000487	Prbm.g_00351	Prbc.g_01187
OG0000488	Prbm.g_00354	Prbc.g_01190
OG0000489	Prbm.g_00359	Prbc.g_01195
OG0000490	Prbm.g_00364	Prbc.g_01200
OG0000491	Prbm.g_00365	Prbc.g_01201
