Orthogroup	Prbm	Prbd
OG0000158	Prbm.g_02077	Prbd.g_01736
OG0000159	Prbm.g_02133, Prbm.g_02115	Prbd.g_01735
OG0000160	Prbm.g_01711	Prbd.g_01688
OG0000161	Prbm.g_01717	Prbd.g_01682
OG0000162	Prbm.g_01723	Prbd.g_01676
OG0000163	Prbm.g_01759	Prbd.g_01642
OG0000164	Prbm.g_01863	Prbd.g_01501
OG0000165	Prbm.g_01871	Prbd.g_01494
OG0000166	Prbm.g_01996	Prbd.g_01427
OG0000167	Prbm.g_02067	Prbd.g_01361
OG0000168	Prbm.g_02078	Prbd.g_01351
OG0000169	Prbm.g_02088	Prbd.g_01341
OG0000170	Prbm.g_02090	Prbd.g_01339
OG0000171	Prbm.g_02110	Prbd.g_01319
OG0000172	Prbm.g_02146	Prbd.g_01310
OG0000173	Prbm.g_02161	Prbd.g_01295
OG0000174	Prbm.g_02192	Prbd.g_01268
OG0000175	Prbm.g_02209	Prbd.g_01258
OG0000176	Prbm.g_00004	Prbd.g_01233
OG0000177	Prbm.g_00005	Prbd.g_01232
OG0000178	Prbm.g_00006	Prbd.g_01231
OG0000179	Prbm.g_00016	Prbd.g_01221
OG0000180	Prbm.g_00017	Prbd.g_01220
OG0000181	Prbm.g_00018	Prbd.g_01219
OG0000182	Prbm.g_00019	Prbd.g_01218
OG0000183	Prbm.g_00023	Prbd.g_01214
OG0000184	Prbm.g_00055	Prbd.g_01191
OG0000185	Prbm.g_00058	Prbd.g_01188
OG0000186	Prbm.g_00121	Prbd.g_01180
OG0000187	Prbm.g_00122	Prbd.g_01179
OG0000188	Prbm.g_00139	Prbd.g_01162
OG0000189	Prbm.g_00153	Prbd.g_01148
OG0000190	Prbm.g_00154	Prbd.g_01147
OG0000191	Prbm.g_00177	Prbd.g_01126
OG0000192	Prbm.g_00181	Prbd.g_01122
OG0000193	Prbm.g_00205	Prbd.g_01094
OG0000194	Prbm.g_00208	Prbd.g_01091
OG0000195	Prbm.g_00210	Prbd.g_01089
OG0000196	Prbm.g_00220	Prbd.g_01079
OG0000197	Prbm.g_00221	Prbd.g_01078
OG0000198	Prbm.g_00222	Prbd.g_01077
OG0000199	Prbm.g_00229	Prbd.g_01070
OG0000200	Prbm.g_00243	Prbd.g_01056
OG0000201	Prbm.g_00252	Prbd.g_01048
OG0000202	Prbm.g_00253	Prbd.g_01047
OG0000203	Prbm.g_00254	Prbd.g_01046
OG0000204	Prbm.g_00255	Prbd.g_01045
OG0000205	Prbm.g_00262	Prbd.g_01038
OG0000206	Prbm.g_00266	Prbd.g_01033
OG0000207	Prbm.g_00268	Prbd.g_01031
OG0000208	Prbm.g_00269	Prbd.g_01030
OG0000209	Prbm.g_00278	Prbd.g_01021
OG0000210	Prbm.g_00279	Prbd.g_01020
OG0000211	Prbm.g_00293	Prbd.g_01006
OG0000212	Prbm.g_00301	Prbd.g_00999
OG0000213	Prbm.g_00317	Prbd.g_00982
OG0000214	Prbm.g_00325	Prbd.g_00972
OG0000215	Prbm.g_00349	Prbd.g_00947
OG0000216	Prbm.g_00350	Prbd.g_00945
OG0000217	Prbm.g_00353	Prbd.g_00942
OG0000218	Prbm.g_00355	Prbd.g_00940
OG0000219	Prbm.g_00356	Prbd.g_00939
OG0000220	Prbm.g_00357	Prbd.g_00938
OG0000221	Prbm.g_00358	Prbd.g_00937
OG0000222	Prbm.g_00366	Prbd.g_00929
OG0000223	Prbm.g_00378	Prbd.g_00916
OG0000224	Prbm.g_00380	Prbd.g_00914
OG0000225	Prbm.g_00411	Prbd.g_00893
OG0000226	Prbm.g_00415	Prbd.g_00889
OG0000227	Prbm.g_00417	Prbd.g_00887
OG0000228	Prbm.g_00422	Prbd.g_00884
OG0000229	Prbm.g_00446	Prbd.g_00806
OG0000230	Prbm.g_00448	Prbd.g_00804
OG0000231	Prbm.g_00459	Prbd.g_00793
OG0000232	Prbm.g_00484	Prbd.g_00784
OG0000233	Prbm.g_00492	Prbd.g_00779
OG0000234	Prbm.g_00501	Prbd.g_00766
OG0000235	Prbm.g_00505	Prbd.g_00763
OG0000236	Prbm.g_00518	Prbd.g_00749
OG0000237	Prbm.g_00540	Prbd.g_00736
OG0000238	Prbm.g_00546	Prbd.g_00730
OG0000239	Prbm.g_00558	Prbd.g_00717
OG0000240	Prbm.g_00559	Prbd.g_00716
OG0000241	Prbm.g_00563	Prbd.g_00712
OG0000242	Prbm.g_00565	Prbd.g_00710
OG0000243	Prbm.g_00576	Prbd.g_00699
OG0000244	Prbm.g_00579	Prbd.g_00696
OG0000245	Prbm.g_00581	Prbd.g_00694
OG0000246	Prbm.g_00585	Prbd.g_00690
OG0000247	Prbm.g_00595	Prbd.g_00680
OG0000248	Prbm.g_00597	Prbd.g_00678
OG0000249	Prbm.g_00599	Prbd.g_00676
OG0000250	Prbm.g_00604	Prbd.g_00671
OG0000251	Prbm.g_00620	Prbd.g_00653
OG0000252	Prbm.g_00623	Prbd.g_00650
OG0000253	Prbm.g_00625	Prbd.g_00649
OG0000254	Prbm.g_00642	Prbd.g_00633
OG0000255	Prbm.g_00648	Prbd.g_00627
OG0000256	Prbm.g_00658	Prbd.g_00617
OG0000257	Prbm.g_00661	Prbd.g_00614
OG0000258	Prbm.g_00674	Prbd.g_00601
OG0000259	Prbm.g_00691	Prbd.g_00584
OG0000260	Prbm.g_00694	Prbd.g_00581
OG0000261	Prbm.g_00697	Prbd.g_00579
OG0000262	Prbm.g_00702	Prbd.g_00575
OG0000263	Prbm.g_00716	Prbd.g_00563
OG0000264	Prbm.g_00728	Prbd.g_00553
OG0000265	Prbm.g_00742	Prbd.g_00007
OG0000266	Prbm.g_00752	Prbd.g_00017
OG0000267	Prbm.g_00765	Prbd.g_00028
OG0000268	Prbm.g_00766	Prbd.g_00029
OG0000269	Prbm.g_00809	Prbd.g_00097
OG0000270	Prbm.g_00812	Prbd.g_00100
OG0000271	Prbm.g_00820	Prbd.g_00108
OG0000272	Prbm.g_00821	Prbd.g_00109
OG0000273	Prbm.g_00845	Prbd.g_00132
OG0000274	Prbm.g_00846	Prbd.g_00133
OG0000275	Prbm.g_00848	Prbd.g_00136
OG0000276	Prbm.g_00854	Prbd.g_00141
OG0000277	Prbm.g_00855	Prbd.g_00142
OG0000278	Prbm.g_00858	Prbd.g_00145
OG0000279	Prbm.g_00865	Prbd.g_00152
OG0000281	Prbm.g_00871	Prbd.g_00158
OG0000282	Prbm.g_00931	Prbd.g_00208
OG0000283	Prbm.g_00962	Prbd.g_00241
OG0000284	Prbm.g_00967	Prbd.g_00246
OG0000285	Prbm.g_00972	Prbd.g_00251
OG0000286	Prbm.g_00987	Prbd.g_00263
OG0000287	Prbm.g_00102	Prbd.g_00280
OG0000288	Prbm.g_01034	Prbd.g_00313
OG0000289	Prbm.g_01045	Prbd.g_00324
OG0000290	Prbm.g_01061	Prbd.g_00337
OG0000291	Prbm.g_01063	Prbd.g_00339
OG0000292	Prbm.g_01210	Prbd.g_00389
OG0000293	Prbm.g_01559	Prbd.g_00459
OG0000294	Prbm.g_01558	Prbd.g_00460
OG0000295	Prbm.g_01534	Prbd.g_00480
OG0000296	Prbm.g_01532	Prbd.g_00482
OG0000297	Prbm.g_01524	Prbd.g_00490
OG0000298	Prbm.g_01523	Prbd.g_00491
OG0000299	Prbm.g_01503	Prbd.g_00508
OG0000300	Prbm.g_01500	Prbd.g_00511
OG0000301	Prbm.g_01499	Prbd.g_00512
OG0000302	Prbm.g_01497	Prbd.g_00514
OG0000303	Prbm.g_01492	Prbd.g_00521
OG0000304	Prbm.g_01489	Prbd.g_00525
OG0000305	Prbm.g_01812	Prbd.g_01772
OG0000306	Prbm.g_00875	Prbd.g_01769
OG0000307	Prbm.g_01669	Prbd.g_01755
OG0000308	Prbm.g_01670	Prbd.g_01754
OG0000309	Prbm.g_01674	Prbd.g_01750
OG0000310	Prbm.g_01694	Prbd.g_01704
OG0000311	Prbm.g_01696	Prbd.g_01702
OG0000312	Prbm.g_01699	Prbd.g_01699
OG0000313	Prbm.g_01714	Prbd.g_01685
OG0000314	Prbm.g_01735	Prbd.g_01662
OG0000315	Prbm.g_01745	Prbd.g_01652
OG0000316	Prbm.g_01770	Prbd.g_01632
OG0000317	Prbm.g_01839	Prbd.g_01527
OG0000318	Prbm.g_01842	Prbd.g_01524
OG0000319	Prbm.g_01853	Prbd.g_01511
OG0000320	Prbm.g_01855	Prbd.g_01509
OG0000321	Prbm.g_01856	Prbd.g_01508
OG0000322	Prbm.g_01857	Prbd.g_01507
OG0000323	Prbm.g_01866	Prbd.g_01498
OG0000324	Prbm.g_01893	Prbd.g_01471
OG0000325	Prbm.g_01950	Prbd.g_01462
OG0000326	Prbm.g_01956	Prbd.g_01456
OG0000327	Prbm.g_01991	Prbd.g_01432
OG0000328	Prbm.g_01992	Prbd.g_01431
OG0000329	Prbm.g_02009	Prbd.g_01414
OG0000330	Prbm.g_02010	Prbd.g_01413
OG0000331	Prbm.g_02011	Prbd.g_01412
OG0000332	Prbm.g_02025	Prbd.g_01398
OG0000333	Prbm.g_02027	Prbd.g_01396
OG0000334	Prbm.g_02036	Prbd.g_01388
OG0000335	Prbm.g_02041	Prbd.g_01383
OG0000336	Prbm.g_02045	Prbd.g_01379
OG0000337	Prbm.g_02064	Prbd.g_01363
OG0000338	Prbm.g_02065	Prbd.g_01362
OG0000339	Prbm.g_02070	Prbd.g_01358
OG0000340	Prbm.g_02079	Prbd.g_01350
OG0000341	Prbm.g_02081	Prbd.g_01348
OG0000342	Prbm.g_02082	Prbd.g_01347
OG0000343	Prbm.g_02083	Prbd.g_01346
OG0000344	Prbm.g_02086	Prbd.g_01343
OG0000345	Prbm.g_02091	Prbd.g_01338
OG0000346	Prbm.g_02095	Prbd.g_01334
OG0000347	Prbm.g_02114	Prbd.g_01317
OG0000348	Prbm.g_02149	Prbd.g_01307
OG0000349	Prbm.g_02167	Prbd.g_01290
OG0000350	Prbm.g_02188	Prbd.g_01272
OG0000351	Prbm.g_02212	Prbd.g_01255
OG0000352	Prbm.g_02213	Prbd.g_01254
OG0000353	Prbm.g_02232	Prbd.g_01238
OG0000355	Prbm.g_00001	Prbd.g_01236
OG0000356	Prbm.g_00002	Prbd.g_01235
OG0000357	Prbm.g_00003	Prbd.g_01234
OG0000358	Prbm.g_00007	Prbd.g_01230
OG0000359	Prbm.g_00008	Prbd.g_01229
OG0000360	Prbm.g_00009	Prbd.g_01228
OG0000361	Prbm.g_00010	Prbd.g_01227
OG0000362	Prbm.g_00012	Prbd.g_01225
OG0000363	Prbm.g_00014	Prbd.g_01223
OG0000364	Prbm.g_00015	Prbd.g_01222
OG0000365	Prbm.g_00020	Prbd.g_01217
OG0000366	Prbm.g_00021	Prbd.g_01216
OG0000367	Prbm.g_00022	Prbd.g_01215
OG0000368	Prbm.g_00024	Prbd.g_01213
OG0000369	Prbm.g_00025	Prbd.g_01212
OG0000370	Prbm.g_00026	Prbd.g_01211
OG0000371	Prbm.g_00032	Prbd.g_01205
OG0000372	Prbm.g_00033	Prbd.g_01202
OG0000373	Prbm.g_00034	Prbd.g_01201
OG0000374	Prbm.g_00035	Prbd.g_01200
OG0000375	Prbm.g_00049	Prbd.g_01198
OG0000376	Prbm.g_00051	Prbd.g_01196
OG0000377	Prbm.g_00054	Prbd.g_01192
OG0000378	Prbm.g_00056	Prbd.g_01190
OG0000379	Prbm.g_00059	Prbd.g_01187
OG0000380	Prbm.g_00123	Prbd.g_01178
OG0000381	Prbm.g_00127	Prbd.g_01174
OG0000382	Prbm.g_00138	Prbd.g_01163
OG0000383	Prbm.g_00140	Prbd.g_01161
OG0000384	Prbm.g_00141	Prbd.g_01160
OG0000385	Prbm.g_00142	Prbd.g_01159
OG0000386	Prbm.g_00143	Prbd.g_01158
OG0000387	Prbm.g_00156	Prbd.g_01145
OG0000388	Prbm.g_00160	Prbd.g_01142
OG0000389	Prbm.g_00163	Prbd.g_01138
OG0000390	Prbm.g_00172	Prbd.g_01131
OG0000391	Prbm.g_00176	Prbd.g_01127
OG0000392	Prbm.g_00179	Prbd.g_01123
OG0000393	Prbm.g_00182	Prbd.g_01121
OG0000394	Prbm.g_00183	Prbd.g_01120
OG0000395	Prbm.g_00184	Prbd.g_01119
OG0000396	Prbm.g_00187	Prbd.g_01116
OG0000397	Prbm.g_00189	Prbd.g_01114
OG0000398	Prbm.g_00192	Prbd.g_01112
OG0000399	Prbm.g_00193	Prbd.g_01111
OG0000400	Prbm.g_00194	Prbd.g_01110
OG0000401	Prbm.g_00195	Prbd.g_01109
OG0000402	Prbm.g_01096	Prbd.g_01107
OG0000403	Prbm.g_00196	Prbd.g_01106
OG0000404	Prbm.g_00197	Prbd.g_01105
OG0000405	Prbm.g_00202	Prbd.g_01100
OG0000406	Prbm.g_00206	Prbd.g_01093
OG0000407	Prbm.g_00207	Prbd.g_01092
OG0000408	Prbm.g_00209	Prbd.g_01090
OG0000409	Prbm.g_00211	Prbd.g_01088
OG0000410	Prbm.g_00212	Prbd.g_01087
OG0000411	Prbm.g_00213	Prbd.g_01086
OG0000412	Prbm.g_00214	Prbd.g_01085
OG0000413	Prbm.g_00215	Prbd.g_01084
OG0000414	Prbm.g_00216	Prbd.g_01083
OG0000415	Prbm.g_00217	Prbd.g_01082
OG0000416	Prbm.g_00218	Prbd.g_01081
OG0000417	Prbm.g_00219	Prbd.g_01080
OG0000418	Prbm.g_00224	Prbd.g_01075
OG0000419	Prbm.g_00226	Prbd.g_01073
OG0000420	Prbm.g_00227	Prbd.g_01072
OG0000421	Prbm.g_00232	Prbd.g_01067
OG0000422	Prbm.g_00233	Prbd.g_01066
OG0000423	Prbm.g_00234	Prbd.g_01065
OG0000424	Prbm.g_00235	Prbd.g_01064
OG0000425	Prbm.g_00236	Prbd.g_01063
OG0000426	Prbm.g_00237	Prbd.g_01062
OG0000427	Prbm.g_00238	Prbd.g_01061
OG0000428	Prbm.g_00240	Prbd.g_01059
OG0000429	Prbm.g_00241	Prbd.g_01058
OG0000430	Prbm.g_00242	Prbd.g_01057
OG0000431	Prbm.g_00244	Prbd.g_01055
OG0000432	Prbm.g_00248	Prbd.g_01052
OG0000433	Prbm.g_00249	Prbd.g_01051
OG0000434	Prbm.g_00250	Prbd.g_01050
OG0000435	Prbm.g_00251	Prbd.g_01049
OG0000436	Prbm.g_00256	Prbd.g_01044
OG0000437	Prbm.g_00257	Prbd.g_01043
OG0000438	Prbm.g_00258	Prbd.g_01042
OG0000439	Prbm.g_00260	Prbd.g_01040
OG0000440	Prbm.g_00261	Prbd.g_01039
OG0000441	Prbm.g_00263	Prbd.g_01036
OG0000442	Prbm.g_00264	Prbd.g_01035
OG0000443	Prbm.g_00265	Prbd.g_01034
OG0000444	Prbm.g_00270	Prbd.g_01029
OG0000445	Prbm.g_00271	Prbd.g_01028
OG0000446	Prbm.g_00272	Prbd.g_01027
OG0000447	Prbm.g_00273	Prbd.g_01026
OG0000448	Prbm.g_00274	Prbd.g_01025
OG0000449	Prbm.g_00275	Prbd.g_01024
OG0000450	Prbm.g_00276	Prbd.g_01023
OG0000451	Prbm.g_00277	Prbd.g_01022
OG0000452	Prbm.g_00280	Prbd.g_01019
OG0000453	Prbm.g_00281	Prbd.g_01018
OG0000454	Prbm.g_00282	Prbd.g_01017
OG0000455	Prbm.g_00283	Prbd.g_01016
OG0000456	Prbm.g_00284	Prbd.g_01015
OG0000457	Prbm.g_00285	Prbd.g_01013
OG0000458	Prbm.g_00286	Prbd.g_01012
OG0000459	Prbm.g_00287	Prbd.g_01011
OG0000460	Prbm.g_00295	Prbd.g_01004
OG0000461	Prbm.g_00303	Prbd.g_00997
OG0000462	Prbm.g_00305	Prbd.g_00995
OG0000463	Prbm.g_00306	Prbd.g_00994
OG0000464	Prbm.g_00307	Prbd.g_00993
OG0000465	Prbm.g_00308	Prbd.g_00992
OG0000466	Prbm.g_00309	Prbd.g_00989
OG0000467	Prbm.g_00310	Prbd.g_00988
OG0000468	Prbm.g_00312	Prbd.g_00986
OG0000469	Prbm.g_00320	Prbd.g_00977
OG0000470	Prbm.g_00322	Prbd.g_00975
OG0000471	Prbm.g_00323	Prbd.g_00974
OG0000472	Prbm.g_00324	Prbd.g_00973
OG0000473	Prbm.g_00326	Prbd.g_00971
OG0000474	Prbm.g_00327	Prbd.g_00970
OG0000475	Prbm.g_00328	Prbd.g_00969
OG0000476	Prbm.g_00330	Prbd.g_00968
OG0000477	Prbm.g_00332	Prbd.g_00964
OG0000478	Prbm.g_00333	Prbd.g_00963
OG0000479	Prbm.g_00334	Prbd.g_00962
OG0000480	Prbm.g_00339	Prbd.g_00957
OG0000481	Prbm.g_00341	Prbd.g_00955
OG0000482	Prbm.g_00342	Prbd.g_00954
OG0000483	Prbm.g_00345	Prbd.g_00951
OG0000484	Prbm.g_00346	Prbd.g_00950
OG0000485	Prbm.g_00347	Prbd.g_00949
OG0000486	Prbm.g_00348	Prbd.g_00948
OG0000487	Prbm.g_00351	Prbd.g_00944
OG0000488	Prbm.g_00354	Prbd.g_00941
OG0000489	Prbm.g_00359	Prbd.g_00936
OG0000490	Prbm.g_00364	Prbd.g_00931
OG0000491	Prbm.g_00365	Prbd.g_00930
OG0000492	Prbm.g_00367	Prbd.g_00928
OG0000493	Prbm.g_00368	Prbd.g_00927
OG0000494	Prbm.g_00369	Prbd.g_00926
OG0000495	Prbm.g_00370	Prbd.g_00925
OG0000496	Prbm.g_00371	Prbd.g_00924
OG0000497	Prbm.g_00372	Prbd.g_00923
OG0000498	Prbm.g_00373	Prbd.g_00922
OG0000499	Prbm.g_00374	Prbd.g_00921
OG0000500	Prbm.g_00375	Prbd.g_00920
OG0000501	Prbm.g_00376	Prbd.g_00918
OG0000502	Prbm.g_00379	Prbd.g_00915
OG0000503	Prbm.g_00400	Prbd.g_00905
OG0000504	Prbm.g_00402	Prbd.g_00904
OG0000505	Prbm.g_00403	Prbd.g_00903
OG0000506	Prbm.g_00404	Prbd.g_00901
OG0000507	Prbm.g_00407	Prbd.g_00898
OG0000508	Prbm.g_00410	Prbd.g_00894
OG0000509	Prbm.g_00412	Prbd.g_00892
OG0000510	Prbm.g_00413	Prbd.g_00891
OG0000511	Prbm.g_00414	Prbd.g_00890
OG0000512	Prbm.g_00416	Prbd.g_00888
OG0000513	Prbm.g_00426	Prbd.g_00881
OG0000514	Prbm.g_00440	Prbd.g_00811
OG0000515	Prbm.g_00441	Prbd.g_00810
OG0000516	Prbm.g_00442	Prbd.g_00809
OG0000517	Prbm.g_00445	Prbd.g_00807
OG0000518	Prbm.g_00456	Prbd.g_00796
OG0000519	Prbm.g_00457	Prbd.g_00795
OG0000520	Prbm.g_00458	Prbd.g_00794
OG0000521	Prbm.g_00480	Prbd.g_00789
OG0000522	Prbm.g_00482	Prbd.g_00787
OG0000523	Prbm.g_00483	Prbd.g_00786
