Orthogroup	Prbm	Syab
OG0000084	Prbm.g_01706	Syab.g_00781
OG0000085	Prbm.g_01834	Syab.g_02243
OG0000086	Prbm.g_00145	Syab.g_02468
OG0000087	Prbm.g_00198	Syab.g_02551
OG0000088	Prbm.g_00225	Syab.g_02586
OG0000089	Prbm.g_00423	Syab.g_00551
OG0000090	Prbm.g_00566	Syab.g_02041
OG0000091	Prbm.g_00673	Syab.g_01866
OG0000092	Prbm.g_00934	Syab.g_01242, Syab.g_00690
OG0000093	Prbm.g_00799	Syab.g_01090
OG0000097	Prbm.g_01502	Syab.g_01051
OG0000098	Prbm.g_01630	Syab.g_01553
OG0000099	Prbm.g_00394	Syab.g_00230
OG0000100	Prbm.g_01787	Syab.g_01694
OG0000101	Prbm.g_02033	Syab.g_00446
OG0000102	Prbm.g_02099	Syab.g_00104
OG0000103	Prbm.g_02218	Syab.g_01296, Syab.g_02895
OG0000104	Prbm.g_02229	Syab.g_02910
OG0000105	Prbm.g_00331	Syab.g_00303
OG0000106	Prbm.g_01172, Prbm.g_01237	Syab.g_01817
OG0000108	Prbm.g_00506	Syab.g_02096
OG0000109	Prbm.g_00519	Syab.g_02112
OG0000110	Prbm.g_00607	Syab.g_01984
OG0000111	Prbm.g_00736	Syab.g_01201
OG0000112	Prbm.g_00980	Syab.g_01392
OG0000113	Prbm.g_00838, Prbm.g_01191	Syab.g_01689
OG0000114	Prbm.g_00929	Syab.g_01633
OG0000115	Prbm.g_01803	Syab.g_00748
OG0000116	Prbm.g_01560	Syab.g_00945
OG0000117	Prbm.g_01522	Syab.g_01018
OG0000118	Prbm.g_01622	Syab.g_00897
OG0000120	Prbm.g_00707	Syab.g_00229
OG0000121	Prbm.g_01712	Syab.g_00772
OG0000122	Prbm.g_01751	Syab.g_01839
OG0000123	Prbm.g_02040	Syab.g_00454
OG0000124	Prbm.g_02111	Syab.g_00088
OG0000125	Prbm.g_02176	Syab.g_02763
OG0000126	Prbm.g_02228	Syab.g_02908
OG0000128	Prbm.g_00011	Syab.g_00012
OG0000129	Prbm.g_00053	Syab.g_02749
OG0000130	Prbm.g_00126	Syab.g_02434
OG0000131	Prbm.g_00204	Syab.g_02564
OG0000132	Prbm.g_00223	Syab.g_02584
OG0000133	Prbm.g_00377	Syab.g_01387
OG0000134	Prbm.g_00425	Syab.g_00554
OG0000135	Prbm.g_01389	Syab.g_02815
OG0000136	Prbm.g_00451	Syab.g_00588
OG0000137	Prbm.g_00500	Syab.g_00697
OG0000138	Prbm.g_00520	Syab.g_02113
OG0000139	Prbm.g_00570	Syab.g_02035
OG0000140	Prbm.g_00571	Syab.g_02033
OG0000141	Prbm.g_00638	Syab.g_01931
OG0000142	Prbm.g_00666	Syab.g_01873
OG0000143	Prbm.g_00670	Syab.g_01870
OG0000144	Prbm.g_00683	Syab.g_01757
OG0000145	Prbm.g_01094	Syab.g_02120
OG0000146	Prbm.g_00979	Syab.g_01393
OG0000147	Prbm.g_00978	Syab.g_01394
OG0000148	Prbm.g_00832	Syab.g_01682
OG0000149	Prbm.g_00862	Syab.g_01720
OG0000150	Prbm.g_00870	Syab.g_01930
OG0000151	Prbm.g_00940	Syab.g_01612
OG0000152	Prbm.g_00988	Syab.g_01383
OG0000153	Prbm.g_01006	Syab.g_01343
OG0000154	Prbm.g_01035	Syab.g_01317
OG0000155	Prbm.g_01527	Syab.g_01009
OG0000156	Prbm.g_01600	Syab.g_00933
OG0000157	Prbm.g_01601	Syab.g_00932
OG0000158	Prbm.g_02077	Syab.g_00161
OG0000160	Prbm.g_01711	Syab.g_00774
OG0000161	Prbm.g_01717	Syab.g_00766
OG0000162	Prbm.g_01723	Syab.g_00755
OG0000163	Prbm.g_01759	Syab.g_02173
OG0000164	Prbm.g_01863	Syab.g_02307
OG0000165	Prbm.g_01871	Syab.g_02316
OG0000166	Prbm.g_01996	Syab.g_00407
OG0000167	Prbm.g_02067	Syab.g_00205
OG0000168	Prbm.g_02078	Syab.g_00136
OG0000169	Prbm.g_02088	Syab.g_00125
OG0000170	Prbm.g_02090	Syab.g_00118
OG0000171	Prbm.g_02110	Syab.g_00089
OG0000172	Prbm.g_02146	Syab.g_00080
OG0000173	Prbm.g_02161	Syab.g_00061
OG0000174	Prbm.g_02192	Syab.g_02819
OG0000175	Prbm.g_02209	Syab.g_02876
OG0000176	Prbm.g_00004	Syab.g_00004
OG0000177	Prbm.g_00005	Syab.g_00005
OG0000178	Prbm.g_00006	Syab.g_00006
OG0000179	Prbm.g_00016	Syab.g_00022
OG0000180	Prbm.g_00017	Syab.g_00023
OG0000181	Prbm.g_00018	Syab.g_00024
OG0000182	Prbm.g_00019	Syab.g_00025
OG0000183	Prbm.g_00023	Syab.g_00029
OG0000184	Prbm.g_00055	Syab.g_02738
OG0000185	Prbm.g_00058	Syab.g_02715
OG0000186	Prbm.g_00121	Syab.g_02430
OG0000187	Prbm.g_00122	Syab.g_02431
OG0000188	Prbm.g_00139	Syab.g_02454
OG0000189	Prbm.g_00153	Syab.g_02487
OG0000190	Prbm.g_00154	Syab.g_00190, Syab.g_00139
OG0000191	Prbm.g_00177	Syab.g_02522
OG0000192	Prbm.g_00181	Syab.g_02528
OG0000193	Prbm.g_00205	Syab.g_02565
OG0000194	Prbm.g_00208	Syab.g_02568
OG0000195	Prbm.g_00210	Syab.g_02570
OG0000196	Prbm.g_00220	Syab.g_02581
OG0000197	Prbm.g_00221	Syab.g_02582
OG0000198	Prbm.g_00222	Syab.g_02583
OG0000199	Prbm.g_00229	Syab.g_02591
OG0000200	Prbm.g_00243	Syab.g_02611
OG0000201	Prbm.g_00252	Syab.g_02628
OG0000202	Prbm.g_00253	Syab.g_02629
OG0000203	Prbm.g_00254	Syab.g_02630
OG0000204	Prbm.g_00255	Syab.g_02631
OG0000205	Prbm.g_00262	Syab.g_02638
OG0000206	Prbm.g_00266	Syab.g_02674
OG0000207	Prbm.g_00268	Syab.g_02677
OG0000208	Prbm.g_00269	Syab.g_02678
OG0000209	Prbm.g_00278	Syab.g_02698
OG0000210	Prbm.g_00279	Syab.g_02699
OG0000212	Prbm.g_00301	Syab.g_02365
OG0000213	Prbm.g_00317	Syab.g_00332
OG0000214	Prbm.g_00325	Syab.g_00312
OG0000215	Prbm.g_00349	Syab.g_00281
OG0000216	Prbm.g_00350	Syab.g_00277
OG0000217	Prbm.g_00353	Syab.g_00273
OG0000218	Prbm.g_00355	Syab.g_00271
OG0000219	Prbm.g_00356	Syab.g_00270
OG0000220	Prbm.g_00357	Syab.g_00269
OG0000221	Prbm.g_00358	Syab.g_00257
OG0000222	Prbm.g_00366	Syab.g_00244
OG0000223	Prbm.g_00378	Syab.g_00226
OG0000224	Prbm.g_00380	Syab.g_00223
OG0000225	Prbm.g_00411	Syab.g_00538
OG0000226	Prbm.g_00415	Syab.g_00542
OG0000227	Prbm.g_00417	Syab.g_00544
OG0000228	Prbm.g_00422	Syab.g_00550
OG0000229	Prbm.g_00446	Syab.g_00583
OG0000230	Prbm.g_00448	Syab.g_00585
OG0000231	Prbm.g_00459	Syab.g_00613
OG0000232	Prbm.g_00484	Syab.g_00631
OG0000233	Prbm.g_00492	Syab.g_00645
OG0000234	Prbm.g_00501	Syab.g_00699
OG0000235	Prbm.g_00505	Syab.g_02095
OG0000236	Prbm.g_00518	Syab.g_02111
OG0000237	Prbm.g_00540	Syab.g_02129
OG0000238	Prbm.g_00546	Syab.g_02134
OG0000239	Prbm.g_00558	Syab.g_02151
OG0000240	Prbm.g_00559	Syab.g_02152
OG0000241	Prbm.g_00563	Syab.g_01884
OG0000242	Prbm.g_00565	Syab.g_02043
OG0000243	Prbm.g_00576	Syab.g_02025
OG0000244	Prbm.g_00579	Syab.g_02017
OG0000245	Prbm.g_00581	Syab.g_02015
OG0000246	Prbm.g_00585	Syab.g_02011
OG0000247	Prbm.g_00595	Syab.g_01999
OG0000248	Prbm.g_00597	Syab.g_01996
OG0000249	Prbm.g_00599	Syab.g_01994
OG0000250	Prbm.g_00604	Syab.g_01988
OG0000251	Prbm.g_00620	Syab.g_01961
OG0000252	Prbm.g_00623	Syab.g_01958
OG0000253	Prbm.g_00625	Syab.g_01956
OG0000254	Prbm.g_00642	Syab.g_01925
OG0000255	Prbm.g_00648	Syab.g_01912
OG0000256	Prbm.g_00658	Syab.g_01890
OG0000257	Prbm.g_00661	Syab.g_01885
OG0000258	Prbm.g_00674	Syab.g_01861
OG0000259	Prbm.g_00691	Syab.g_01538
OG0000260	Prbm.g_00694	Syab.g_01544
OG0000261	Prbm.g_00697	Syab.g_01556
OG0000262	Prbm.g_00702	Syab.g_01561
OG0000263	Prbm.g_00716	Syab.g_01035
OG0000264	Prbm.g_00728	Syab.g_01173
OG0000265	Prbm.g_00742	Syab.g_01773
OG0000266	Prbm.g_00752	Syab.g_01667
OG0000267	Prbm.g_00765	Syab.g_01433
OG0000268	Prbm.g_00766	Syab.g_01432
OG0000269	Prbm.g_00809	Syab.g_01650
OG0000270	Prbm.g_00812	Syab.g_01657
OG0000271	Prbm.g_00820	Syab.g_01279
OG0000272	Prbm.g_00821	Syab.g_01280
OG0000274	Prbm.g_00846	Syab.g_01700
OG0000275	Prbm.g_00848	Syab.g_01704
OG0000276	Prbm.g_00854	Syab.g_01712
OG0000277	Prbm.g_00855	Syab.g_01713
OG0000278	Prbm.g_00858	Syab.g_01716
OG0000279	Prbm.g_00865	Syab.g_01724
OG0000281	Prbm.g_00871	Syab.g_00685, Syab.g_00852, Syab.g_01077, Syab.g_01546
OG0000282	Prbm.g_00931	Syab.g_01631
OG0000283	Prbm.g_00962	Syab.g_01418
OG0000284	Prbm.g_00967	Syab.g_01413
OG0000285	Prbm.g_00972	Syab.g_01402
OG0000286	Prbm.g_00987	Syab.g_01384
OG0000287	Prbm.g_00102	Syab.g_01350
OG0000288	Prbm.g_01034	Syab.g_01318
OG0000289	Prbm.g_01045	Syab.g_01303
OG0000290	Prbm.g_01061	Syab.g_01213
OG0000291	Prbm.g_01063	Syab.g_01211
OG0000292	Prbm.g_01210	Syab.g_02907
OG0000293	Prbm.g_01559	Syab.g_00946
OG0000294	Prbm.g_01558	Syab.g_00947
OG0000295	Prbm.g_01534	Syab.g_01001
OG0000296	Prbm.g_01532	Syab.g_01003
OG0000297	Prbm.g_01524	Syab.g_01016
OG0000298	Prbm.g_01523	Syab.g_01017
OG0000299	Prbm.g_01503	Syab.g_01047
OG0000300	Prbm.g_01500	Syab.g_01054
OG0000301	Prbm.g_01499	Syab.g_01055
OG0000302	Prbm.g_01497	Syab.g_01056
OG0000303	Prbm.g_01492	Syab.g_01149
OG0000304	Prbm.g_01489	Syab.g_01143
OG0000305	Prbm.g_01812	Syab.g_01208
OG0000306	Prbm.g_00875	Syab.g_01819
OG0000307	Prbm.g_01669	Syab.g_02078
OG0000308	Prbm.g_01670	Syab.g_02076
OG0000309	Prbm.g_01674	Syab.g_02071
OG0000310	Prbm.g_01694	Syab.g_00817
OG0000311	Prbm.g_01696	Syab.g_00811
OG0000312	Prbm.g_01699	Syab.g_00793
OG0000313	Prbm.g_01714	Syab.g_00769
OG0000314	Prbm.g_01735	Syab.g_00736
OG0000315	Prbm.g_01745	Syab.g_00726
OG0000316	Prbm.g_01770	Syab.g_02189
OG0000317	Prbm.g_01839	Syab.g_02251
OG0000318	Prbm.g_01842	Syab.g_02257
OG0000319	Prbm.g_01853	Syab.g_02291
OG0000320	Prbm.g_01855	Syab.g_02293
OG0000321	Prbm.g_01856	Syab.g_02294
OG0000322	Prbm.g_01857	Syab.g_02295
OG0000323	Prbm.g_01866	Syab.g_02310
OG0000324	Prbm.g_01893	Syab.g_02341
OG0000325	Prbm.g_01950	Syab.g_00368
OG0000326	Prbm.g_01956	Syab.g_00375
OG0000327	Prbm.g_01991	Syab.g_00402
OG0000328	Prbm.g_01992	Syab.g_00403
OG0000329	Prbm.g_02009	Syab.g_00420
OG0000330	Prbm.g_02010	Syab.g_00421
OG0000331	Prbm.g_02011	Syab.g_00422
OG0000332	Prbm.g_02025	Syab.g_00437
OG0000333	Prbm.g_02027	Syab.g_00440
OG0000334	Prbm.g_02036	Syab.g_00450
OG0000335	Prbm.g_02041	Syab.g_00455
OG0000336	Prbm.g_02045	Syab.g_00459
OG0000337	Prbm.g_02064	Syab.g_00210
OG0000338	Prbm.g_02065	Syab.g_00207
OG0000339	Prbm.g_02070	Syab.g_00201
OG0000340	Prbm.g_02079	Syab.g_00135
OG0000341	Prbm.g_02081	Syab.g_00157, Syab.g_00133
OG0000342	Prbm.g_02082	Syab.g_00132
OG0000343	Prbm.g_02083	Syab.g_00131
OG0000344	Prbm.g_02086	Syab.g_00127
OG0000345	Prbm.g_02091	Syab.g_00117
OG0000346	Prbm.g_02095	Syab.g_00112
OG0000347	Prbm.g_02114	Syab.g_00087
OG0000348	Prbm.g_02149	Syab.g_00076
OG0000349	Prbm.g_02167	Syab.g_00054
OG0000350	Prbm.g_02188	Syab.g_00382
OG0000351	Prbm.g_02212	Syab.g_02879
OG0000352	Prbm.g_02213	Syab.g_02880
OG0000353	Prbm.g_02232	Syab.g_02913
OG0000354	Prbm.g_01220	Syab.g_00020
OG0000355	Prbm.g_00001	Syab.g_00001
OG0000356	Prbm.g_00002	Syab.g_00002
OG0000357	Prbm.g_00003	Syab.g_00003
OG0000358	Prbm.g_00007	Syab.g_00007
OG0000359	Prbm.g_00008	Syab.g_00009
OG0000360	Prbm.g_00009	Syab.g_00010
OG0000361	Prbm.g_00010	Syab.g_00011
OG0000362	Prbm.g_00012	Syab.g_00013
OG0000363	Prbm.g_00014	Syab.g_00015
OG0000364	Prbm.g_00015	Syab.g_00016
OG0000365	Prbm.g_00020	Syab.g_00026
OG0000366	Prbm.g_00021	Syab.g_00027
OG0000367	Prbm.g_00022	Syab.g_00028
OG0000368	Prbm.g_00024	Syab.g_00030
OG0000369	Prbm.g_00025	Syab.g_00031
OG0000370	Prbm.g_00026	Syab.g_00032
OG0000371	Prbm.g_00032	Syab.g_00711, Syab.g_00039
OG0000372	Prbm.g_00033	Syab.g_00045
OG0000373	Prbm.g_00034	Syab.g_00046
OG0000374	Prbm.g_00035	Syab.g_00047
OG0000375	Prbm.g_00049	Syab.g_00050
OG0000376	Prbm.g_00051	Syab.g_00052
OG0000377	Prbm.g_00054	Syab.g_02748
OG0000378	Prbm.g_00056	Syab.g_02717
OG0000379	Prbm.g_00059	Syab.g_02714
OG0000380	Prbm.g_00123	Syab.g_02432
OG0000381	Prbm.g_00127	Syab.g_02435
OG0000382	Prbm.g_00138	Syab.g_02453
OG0000383	Prbm.g_00140	Syab.g_02459
OG0000384	Prbm.g_00141	Syab.g_02460
OG0000385	Prbm.g_00142	Syab.g_02461
OG0000386	Prbm.g_00143	Syab.g_02462
OG0000387	Prbm.g_00156	Syab.g_02491
OG0000388	Prbm.g_00160	Syab.g_02495
OG0000389	Prbm.g_00163	Syab.g_02499
OG0000390	Prbm.g_00172	Syab.g_02516
OG0000391	Prbm.g_00176	Syab.g_02521
OG0000392	Prbm.g_00179	Syab.g_02527
OG0000393	Prbm.g_00182	Syab.g_02530
OG0000394	Prbm.g_00183	Syab.g_02531
OG0000395	Prbm.g_00184	Syab.g_02532
OG0000396	Prbm.g_00187	Syab.g_02535
OG0000397	Prbm.g_00189	Syab.g_02537
OG0000398	Prbm.g_00192	Syab.g_02542
OG0000399	Prbm.g_00193	Syab.g_02543
OG0000400	Prbm.g_00194	Syab.g_02544
OG0000401	Prbm.g_00195	Syab.g_02545
OG0000402	Prbm.g_01096	Syab.g_02547
OG0000403	Prbm.g_00196	Syab.g_02548
OG0000404	Prbm.g_00197	Syab.g_02550
OG0000405	Prbm.g_00202	Syab.g_02562
OG0000406	Prbm.g_00206	Syab.g_02566
OG0000407	Prbm.g_00207	Syab.g_02567
OG0000408	Prbm.g_00209	Syab.g_02569
OG0000409	Prbm.g_00211	Syab.g_02571
OG0000410	Prbm.g_00212	Syab.g_02572
OG0000411	Prbm.g_00213	Syab.g_02573
OG0000412	Prbm.g_00214	Syab.g_02574
OG0000413	Prbm.g_00215	Syab.g_02576
OG0000414	Prbm.g_00216	Syab.g_02577
OG0000415	Prbm.g_00217	Syab.g_02578
OG0000416	Prbm.g_00218	Syab.g_02579
OG0000417	Prbm.g_00219	Syab.g_02580
OG0000418	Prbm.g_00224	Syab.g_02585
OG0000419	Prbm.g_00226	Syab.g_02587
OG0000420	Prbm.g_00227	Syab.g_02589
OG0000421	Prbm.g_00232	Syab.g_02595
OG0000422	Prbm.g_00233	Syab.g_02596
OG0000423	Prbm.g_00234	Syab.g_02597
OG0000424	Prbm.g_00235	Syab.g_02598
OG0000425	Prbm.g_00236	Syab.g_02599
OG0000426	Prbm.g_00237	Syab.g_02600
OG0000427	Prbm.g_00238	Syab.g_02601
OG0000428	Prbm.g_00240	Syab.g_02604
OG0000429	Prbm.g_00241	Syab.g_02608
OG0000430	Prbm.g_00242	Syab.g_02610
OG0000431	Prbm.g_00244	Syab.g_02613
OG0000432	Prbm.g_00248	Syab.g_02619
OG0000433	Prbm.g_00249	Syab.g_02622
OG0000434	Prbm.g_00250	Syab.g_02623
OG0000435	Prbm.g_00251	Syab.g_02625
OG0000436	Prbm.g_00256	Syab.g_02632
OG0000437	Prbm.g_00257	Syab.g_02633
OG0000438	Prbm.g_00258	Syab.g_02634
OG0000439	Prbm.g_00260	Syab.g_02636
OG0000440	Prbm.g_00261	Syab.g_02637
OG0000441	Prbm.g_00263	Syab.g_02641
OG0000442	Prbm.g_00264	Syab.g_02642
OG0000443	Prbm.g_00265	Syab.g_02668
OG0000444	Prbm.g_00270	Syab.g_02681
OG0000445	Prbm.g_00271	Syab.g_02682
OG0000446	Prbm.g_00272	Syab.g_02684
OG0000447	Prbm.g_00273	Syab.g_02687
OG0000448	Prbm.g_00274	Syab.g_02688
OG0000449	Prbm.g_00275	Syab.g_02689
OG0000450	Prbm.g_00276	Syab.g_02695
OG0000451	Prbm.g_00277	Syab.g_02696
OG0000452	Prbm.g_00280	Syab.g_02701
OG0000453	Prbm.g_00281	Syab.g_02702
OG0000454	Prbm.g_00282	Syab.g_02703
OG0000455	Prbm.g_00283	Syab.g_02704
OG0000456	Prbm.g_00284	Syab.g_02705
OG0000457	Prbm.g_00285	Syab.g_02707
OG0000458	Prbm.g_00286	Syab.g_02708
OG0000459	Prbm.g_00287	Syab.g_02709
OG0000460	Prbm.g_00295	Syab.g_02372
OG0000461	Prbm.g_00303	Syab.g_00356
OG0000462	Prbm.g_00305	Syab.g_00352
OG0000463	Prbm.g_00306	Syab.g_00351
OG0000464	Prbm.g_00307	Syab.g_00350
OG0000465	Prbm.g_00308	Syab.g_00349
OG0000466	Prbm.g_00309	Syab.g_00343
OG0000467	Prbm.g_00310	Syab.g_00341
OG0000468	Prbm.g_00312	Syab.g_00336
OG0000469	Prbm.g_00320	Syab.g_00318
OG0000470	Prbm.g_00322	Syab.g_00316
OG0000471	Prbm.g_00323	Syab.g_00315
OG0000472	Prbm.g_00324	Syab.g_00313
OG0000473	Prbm.g_00326	Syab.g_00311
OG0000474	Prbm.g_00327	Syab.g_00310
OG0000475	Prbm.g_00328	Syab.g_00309
OG0000476	Prbm.g_00330	Syab.g_00307
OG0000477	Prbm.g_00332	Syab.g_00301
OG0000478	Prbm.g_00333	Syab.g_00300
OG0000479	Prbm.g_00334	Syab.g_00299
OG0000480	Prbm.g_00339	Syab.g_00292
OG0000481	Prbm.g_00341	Syab.g_00290
OG0000482	Prbm.g_00342	Syab.g_00289
OG0000483	Prbm.g_00345	Syab.g_00285
OG0000484	Prbm.g_00346	Syab.g_00284
OG0000485	Prbm.g_00347	Syab.g_00283
OG0000486	Prbm.g_00348	Syab.g_00282
OG0000487	Prbm.g_00351	Syab.g_00276
OG0000488	Prbm.g_00354	Syab.g_00272
OG0000489	Prbm.g_00359	Syab.g_00256
OG0000490	Prbm.g_00364	Syab.g_00247
OG0000491	Prbm.g_00365	Syab.g_00245
OG0000492	Prbm.g_00367	Syab.g_00243
OG0000493	Prbm.g_00368	Syab.g_00242
OG0000494	Prbm.g_00369	Syab.g_00241
OG0000495	Prbm.g_00370	Syab.g_00240
OG0000496	Prbm.g_00371	Syab.g_00239
OG0000497	Prbm.g_00372	Syab.g_00238
OG0000498	Prbm.g_00373	Syab.g_00237
OG0000499	Prbm.g_00374	Syab.g_00236
OG0000500	Prbm.g_00375	Syab.g_00235
OG0000501	Prbm.g_00376	Syab.g_00232
OG0000502	Prbm.g_00379	Syab.g_00224
OG0000503	Prbm.g_00400	Syab.g_00523
OG0000504	Prbm.g_00402	Syab.g_00525
OG0000505	Prbm.g_00403	Syab.g_00526
OG0000506	Prbm.g_00404	Syab.g_00528
OG0000507	Prbm.g_00407	Syab.g_00533
OG0000508	Prbm.g_00410	Syab.g_00537
OG0000509	Prbm.g_00412	Syab.g_00539
OG0000510	Prbm.g_00413	Syab.g_00540
OG0000511	Prbm.g_00414	Syab.g_00541
OG0000512	Prbm.g_00416	Syab.g_00543
OG0000513	Prbm.g_00426	Syab.g_00555
OG0000514	Prbm.g_00440	Syab.g_00566
OG0000515	Prbm.g_00441	Syab.g_00567
OG0000516	Prbm.g_00442	Syab.g_00575
OG0000517	Prbm.g_00445	Syab.g_00582
OG0000518	Prbm.g_00456	Syab.g_00594
OG0000519	Prbm.g_00457	Syab.g_00610
OG0000520	Prbm.g_00458	Syab.g_00611
OG0000521	Prbm.g_00480	Syab.g_00624
OG0000522	Prbm.g_00482	Syab.g_00626
OG0000523	Prbm.g_00483	Syab.g_00627
OG0000524	Prbm.g_00490	Syab.g_00640
OG0000525	Prbm.g_00494	Syab.g_00671
OG0000526	Prbm.g_00495	Syab.g_00689
OG0000527	Prbm.g_00498	Syab.g_00695
OG0000528	Prbm.g_00504	Syab.g_02092
OG0000529	Prbm.g_00507	Syab.g_02097
OG0000530	Prbm.g_00510	Syab.g_02100
OG0000531	Prbm.g_00511	Syab.g_02101
OG0000532	Prbm.g_00512	Syab.g_02104
OG0000533	Prbm.g_00513	Syab.g_02106
OG0000534	Prbm.g_00514	Syab.g_02107
OG0000535	Prbm.g_00515	Syab.g_02108
OG0000536	Prbm.g_00516	Syab.g_02109
OG0000537	Prbm.g_00517	Syab.g_02110
OG0000538	Prbm.g_00534	Syab.g_02122
OG0000539	Prbm.g_00535	Syab.g_02123
OG0000540	Prbm.g_00536	Syab.g_02124
OG0000541	Prbm.g_00537	Syab.g_02125
OG0000542	Prbm.g_00539	Syab.g_02128
OG0000543	Prbm.g_00541	Syab.g_02130
OG0000544	Prbm.g_00542	Syab.g_02131
OG0000545	Prbm.g_00544	Syab.g_02133
OG0000546	Prbm.g_00547	Syab.g_02135
OG0000547	Prbm.g_00549	Syab.g_02137
OG0000548	Prbm.g_00550	Syab.g_02138
OG0000549	Prbm.g_00553	Syab.g_02144
OG0000550	Prbm.g_00557	Syab.g_02149
OG0000551	Prbm.g_00560	Syab.g_02153
