Orthogroup	Prbm	Syan
OG0000107	Prbm.g_01949	Syan.g_02106
OG0000108	Prbm.g_00506	Syan.g_02764
OG0000109	Prbm.g_00519	Syan.g_02748
OG0000110	Prbm.g_00607	Syan.g_00882
OG0000111	Prbm.g_00736	Syan.g_00187
OG0000112	Prbm.g_00980	Syan.g_00556, Syan.g_00252
OG0000113	Prbm.g_00838, Prbm.g_01191	Syan.g_00664
OG0000114	Prbm.g_00929	Syan.g_00741
OG0000115	Prbm.g_01803	Syan.g_02810
OG0000116	Prbm.g_01560	Syan.g_02710, Syan.g_00460
OG0000117	Prbm.g_01522	Syan.g_02644
OG0000118	Prbm.g_01622	Syan.g_01241, Syan.g_01237
OG0000119	Prbm.g_01653	Syan.g_02672
OG0000120	Prbm.g_00707	Syan.g_01966
OG0000121	Prbm.g_01712	Syan.g_01273
OG0000123	Prbm.g_02040	Syan.g_02190
OG0000124	Prbm.g_02111	Syan.g_01873
OG0000125	Prbm.g_02176	Syan.g_01573
OG0000126	Prbm.g_02228	Syan.g_01705
OG0000127	Prbm.g_01293, Prbm.g_01292	Syan.g_01071
OG0000128	Prbm.g_00011	Syan.g_01768
OG0000129	Prbm.g_00053	Syan.g_01563
OG0000130	Prbm.g_00126	Syan.g_02906, Syan.g_02907
OG0000131	Prbm.g_00204	Syan.g_03008
OG0000132	Prbm.g_00223	Syan.g_03029
OG0000133	Prbm.g_00377	Syan.g_00561
OG0000134	Prbm.g_00425	Syan.g_02319
OG0000135	Prbm.g_01389	Syan.g_01616
OG0000136	Prbm.g_00451	Syan.g_01342
OG0000137	Prbm.g_00500	Syan.g_02846
OG0000138	Prbm.g_00520	Syan.g_02747
OG0000140	Prbm.g_00571	Syan.g_00042
OG0000141	Prbm.g_00638	Syan.g_01032
OG0000142	Prbm.g_00666	Syan.g_00816
OG0000143	Prbm.g_00670	Syan.g_00812
OG0000144	Prbm.g_00683	Syan.g_00782
OG0000145	Prbm.g_01094	Syan.g_02740
OG0000146	Prbm.g_00979	Syan.g_00555, Syan.g_00253
OG0000147	Prbm.g_00978	Syan.g_00254, Syan.g_00554
OG0000148	Prbm.g_00832	Syan.g_00670
OG0000149	Prbm.g_00862	Syan.g_00393
OG0000150	Prbm.g_00870	Syan.g_01031
OG0000151	Prbm.g_00940	Syan.g_00731
OG0000152	Prbm.g_00988	Syan.g_00565
OG0000153	Prbm.g_01006	Syan.g_00601
OG0000154	Prbm.g_01035	Syan.g_00363
OG0000155	Prbm.g_01527	Syan.g_02654
OG0000156	Prbm.g_01600	Syan.g_02717
OG0000157	Prbm.g_01601	Syan.g_02718
OG0000158	Prbm.g_02077	Syan.g_01078, Syan.g_01926
OG0000159	Prbm.g_02133, Prbm.g_02115	Syan.g_01120
OG0000160	Prbm.g_01711	Syan.g_01274
OG0000161	Prbm.g_01717	Syan.g_01268
OG0000162	Prbm.g_01723	Syan.g_01059, Syan.g_01254, Syan.g_01330
OG0000163	Prbm.g_01759	Syan.g_02405
OG0000164	Prbm.g_01863	Syan.g_01440
OG0000165	Prbm.g_01871	Syan.g_01448
OG0000166	Prbm.g_01996	Syan.g_02239
OG0000167	Prbm.g_02067	Syan.g_01941
OG0000168	Prbm.g_02078	Syan.g_01924, Syan.g_01121, Syan.g_01925
OG0000169	Prbm.g_02088	Syan.g_01912
OG0000170	Prbm.g_02090	Syan.g_01901
OG0000171	Prbm.g_02110	Syan.g_01875
OG0000172	Prbm.g_02146	Syan.g_01810
OG0000173	Prbm.g_02161	Syan.g_01720
OG0000174	Prbm.g_02192	Syan.g_01619
OG0000175	Prbm.g_02209	Syan.g_01678, Syan.g_00258
OG0000176	Prbm.g_00004	Syan.g_01801
OG0000177	Prbm.g_00005	Syan.g_01775
OG0000178	Prbm.g_00006	Syan.g_01774
OG0000179	Prbm.g_00016	Syan.g_01759
OG0000180	Prbm.g_00017	Syan.g_01758
OG0000181	Prbm.g_00018	Syan.g_01757
OG0000182	Prbm.g_00019	Syan.g_01756
OG0000183	Prbm.g_00023	Syan.g_01752
OG0000184	Prbm.g_00055	Syan.g_01549
OG0000185	Prbm.g_00058	Syan.g_01540
OG0000186	Prbm.g_00121	Syan.g_02902
OG0000187	Prbm.g_00122	Syan.g_02904
OG0000188	Prbm.g_00139	Syan.g_02926
OG0000189	Prbm.g_00153	Syan.g_02966
OG0000190	Prbm.g_00154	Syan.g_00971
OG0000191	Prbm.g_00177	Syan.g_02300
OG0000192	Prbm.g_00181	Syan.g_02294
OG0000193	Prbm.g_00205	Syan.g_03009
OG0000194	Prbm.g_00208	Syan.g_03012
OG0000195	Prbm.g_00210	Syan.g_03014
OG0000196	Prbm.g_00220	Syan.g_03026
OG0000197	Prbm.g_00221	Syan.g_03027
OG0000198	Prbm.g_00222	Syan.g_03028
OG0000199	Prbm.g_00229	Syan.g_03037
OG0000200	Prbm.g_00243	Syan.g_03055
OG0000201	Prbm.g_00252	Syan.g_03074
OG0000202	Prbm.g_00253	Syan.g_03075
OG0000203	Prbm.g_00254	Syan.g_03076
OG0000204	Prbm.g_00255	Syan.g_03077
OG0000205	Prbm.g_00262	Syan.g_03087
OG0000206	Prbm.g_00266	Syan.g_03095
OG0000207	Prbm.g_00268	Syan.g_03100
OG0000208	Prbm.g_00269	Syan.g_03101
OG0000209	Prbm.g_00278	Syan.g_01521
OG0000210	Prbm.g_00279	Syan.g_01522
OG0000211	Prbm.g_00293	Syan.g_02416
OG0000212	Prbm.g_00301	Syan.g_01508, Syan.g_02438
OG0000213	Prbm.g_00317	Syan.g_02059
OG0000214	Prbm.g_00325	Syan.g_02040
OG0000215	Prbm.g_00349	Syan.g_02010
OG0000216	Prbm.g_00350	Syan.g_02006
OG0000217	Prbm.g_00353	Syan.g_02001
OG0000218	Prbm.g_00355	Syan.g_01999
OG0000219	Prbm.g_00356	Syan.g_01998
OG0000220	Prbm.g_00357	Syan.g_01997
OG0000221	Prbm.g_00358	Syan.g_01994
OG0000222	Prbm.g_00366	Syan.g_01981
OG0000223	Prbm.g_00378	Syan.g_00228
OG0000224	Prbm.g_00380	Syan.g_01959
OG0000225	Prbm.g_00411	Syan.g_02997
OG0000226	Prbm.g_00415	Syan.g_02990
OG0000227	Prbm.g_00417	Syan.g_02988
OG0000228	Prbm.g_00422	Syan.g_02315
OG0000229	Prbm.g_00446	Syan.g_02396
OG0000230	Prbm.g_00448	Syan.g_02398
OG0000231	Prbm.g_00459	Syan.g_01333
OG0000232	Prbm.g_00484	Syan.g_02801
OG0000233	Prbm.g_00492	Syan.g_02876
OG0000234	Prbm.g_00501	Syan.g_02844
OG0000235	Prbm.g_00505	Syan.g_02765
OG0000236	Prbm.g_00518	Syan.g_02749
OG0000237	Prbm.g_00540	Syan.g_02731
OG0000238	Prbm.g_00546	Syan.g_02726
OG0000239	Prbm.g_00558	Syan.g_01187
OG0000240	Prbm.g_00559	Syan.g_01186
OG0000241	Prbm.g_00563	Syan.g_00822
OG0000242	Prbm.g_00565	Syan.g_01168
OG0000243	Prbm.g_00576	Syan.g_00840
OG0000244	Prbm.g_00579	Syan.g_00848
OG0000245	Prbm.g_00581	Syan.g_00850
OG0000246	Prbm.g_00585	Syan.g_00854
OG0000247	Prbm.g_00595	Syan.g_00866
OG0000248	Prbm.g_00597	Syan.g_00869
OG0000249	Prbm.g_00599	Syan.g_00871
OG0000250	Prbm.g_00604	Syan.g_00878
OG0000251	Prbm.g_00620	Syan.g_00961
OG0000252	Prbm.g_00623	Syan.g_00966
OG0000253	Prbm.g_00625	Syan.g_01000
OG0000254	Prbm.g_00642	Syan.g_01026
OG0000255	Prbm.g_00648	Syan.g_00978
OG0000256	Prbm.g_00658	Syan.g_00001, Syan.g_01135
OG0000257	Prbm.g_00661	Syan.g_00827
OG0000258	Prbm.g_00674	Syan.g_00803
OG0000259	Prbm.g_00691	Syan.g_00772
OG0000260	Prbm.g_00694	Syan.g_00769
OG0000261	Prbm.g_00697	Syan.g_00765
OG0000262	Prbm.g_00702	Syan.g_00760
OG0000263	Prbm.g_00716	Syan.g_02618
OG0000264	Prbm.g_00728	Syan.g_00540
OG0000266	Prbm.g_00752	Syan.g_00330
OG0000267	Prbm.g_00765	Syan.g_00470
OG0000268	Prbm.g_00766	Syan.g_00471
OG0000269	Prbm.g_00809	Syan.g_00695
OG0000270	Prbm.g_00812	Syan.g_00692
OG0000271	Prbm.g_00820	Syan.g_00684
OG0000272	Prbm.g_00821	Syan.g_00683
OG0000273	Prbm.g_00845	Syan.g_00654
OG0000274	Prbm.g_00846	Syan.g_00653
OG0000275	Prbm.g_00848	Syan.g_00373
OG0000276	Prbm.g_00854	Syan.g_00380
OG0000277	Prbm.g_00855	Syan.g_00381
OG0000278	Prbm.g_00858	Syan.g_00384
OG0000279	Prbm.g_00865	Syan.g_00398
OG0000282	Prbm.g_00931	Syan.g_00739
OG0000283	Prbm.g_00962	Syan.g_00491
OG0000284	Prbm.g_00967	Syan.g_00497
OG0000285	Prbm.g_00972	Syan.g_00533
OG0000286	Prbm.g_00987	Syan.g_00564
OG0000287	Prbm.g_00102	Syan.g_00593
OG0000288	Prbm.g_01034	Syan.g_00364
OG0000289	Prbm.g_01045	Syan.g_00350
OG0000290	Prbm.g_01061	Syan.g_00293
OG0000291	Prbm.g_01063	Syan.g_00291
OG0000292	Prbm.g_01210	Syan.g_01703
OG0000293	Prbm.g_01559	Syan.g_02709
OG0000294	Prbm.g_01558	Syan.g_02708
OG0000295	Prbm.g_01534	Syan.g_02662
OG0000296	Prbm.g_01532	Syan.g_02660
OG0000299	Prbm.g_01503	Syan.g_02601
OG0000301	Prbm.g_01499	Syan.g_02592
OG0000302	Prbm.g_01497	Syan.g_02591
OG0000303	Prbm.g_01492	Syan.g_02582
OG0000304	Prbm.g_01489	Syan.g_02556
OG0000305	Prbm.g_01812	Syan.g_00195
OG0000306	Prbm.g_00875	Syan.g_00087
OG0000307	Prbm.g_01669	Syan.g_02782
OG0000308	Prbm.g_01670	Syan.g_02784
OG0000309	Prbm.g_01674	Syan.g_02883
OG0000310	Prbm.g_01694	Syan.g_01304
OG0000311	Prbm.g_01696	Syan.g_01299
OG0000312	Prbm.g_01699	Syan.g_01290
OG0000313	Prbm.g_01714	Syan.g_01271
OG0000314	Prbm.g_01735	Syan.g_02823
OG0000315	Prbm.g_01745	Syan.g_02833
OG0000316	Prbm.g_01770	Syan.g_01354
OG0000317	Prbm.g_01839	Syan.g_01396
OG0000318	Prbm.g_01842	Syan.g_01401
OG0000319	Prbm.g_01853	Syan.g_01425
OG0000320	Prbm.g_01855	Syan.g_01427
OG0000321	Prbm.g_01856	Syan.g_01428
OG0000322	Prbm.g_01857	Syan.g_01429
OG0000323	Prbm.g_01866	Syan.g_01442
OG0000324	Prbm.g_01893	Syan.g_01472
OG0000325	Prbm.g_01950	Syan.g_02107
OG0000326	Prbm.g_01956	Syan.g_02114
OG0000327	Prbm.g_01991	Syan.g_02244
OG0000328	Prbm.g_01992	Syan.g_02243
OG0000329	Prbm.g_02009	Syan.g_02225
OG0000330	Prbm.g_02010	Syan.g_02224
OG0000331	Prbm.g_02011	Syan.g_02223
OG0000332	Prbm.g_02025	Syan.g_02208
OG0000333	Prbm.g_02027	Syan.g_02205
OG0000334	Prbm.g_02036	Syan.g_00247, Syan.g_02194
OG0000335	Prbm.g_02041	Syan.g_02189
OG0000336	Prbm.g_02045	Syan.g_02185
OG0000337	Prbm.g_02064	Syan.g_01949
OG0000338	Prbm.g_02065	Syan.g_01943
OG0000339	Prbm.g_02070	Syan.g_01935, Syan.g_00264
OG0000340	Prbm.g_02079	Syan.g_01923
OG0000341	Prbm.g_02081	Syan.g_01921
OG0000342	Prbm.g_02082	Syan.g_01920
OG0000343	Prbm.g_02083	Syan.g_01918
OG0000344	Prbm.g_02086	Syan.g_01914
OG0000345	Prbm.g_02091	Syan.g_01900
OG0000346	Prbm.g_02095	Syan.g_01895
OG0000347	Prbm.g_02114	Syan.g_01867
OG0000348	Prbm.g_02149	Syan.g_01803
OG0000349	Prbm.g_02167	Syan.g_01727
OG0000350	Prbm.g_02188	Syan.g_02121
OG0000351	Prbm.g_02212	Syan.g_01682
OG0000352	Prbm.g_02213	Syan.g_01683
OG0000353	Prbm.g_02232	Syan.g_01795
OG0000354	Prbm.g_01220	Syan.g_01761
OG0000355	Prbm.g_00001	Syan.g_01797
OG0000356	Prbm.g_00002	Syan.g_01798
OG0000357	Prbm.g_00003	Syan.g_01800
OG0000358	Prbm.g_00007	Syan.g_01773
OG0000359	Prbm.g_00008	Syan.g_01771
OG0000360	Prbm.g_00009	Syan.g_01770
OG0000361	Prbm.g_00010	Syan.g_01769
OG0000362	Prbm.g_00012	Syan.g_01767
OG0000363	Prbm.g_00014	Syan.g_01765
OG0000364	Prbm.g_00015	Syan.g_01398
OG0000365	Prbm.g_00020	Syan.g_01755
OG0000366	Prbm.g_00021	Syan.g_01754
OG0000367	Prbm.g_00022	Syan.g_01753
OG0000368	Prbm.g_00024	Syan.g_01751
OG0000369	Prbm.g_00025	Syan.g_01750
OG0000370	Prbm.g_00026	Syan.g_01749
OG0000371	Prbm.g_00032	Syan.g_01740
OG0000372	Prbm.g_00033	Syan.g_01734
OG0000373	Prbm.g_00034	Syan.g_01733
OG0000374	Prbm.g_00035	Syan.g_01732
OG0000375	Prbm.g_00049	Syan.g_01731
OG0000376	Prbm.g_00051	Syan.g_01729
OG0000377	Prbm.g_00054	Syan.g_01555
OG0000378	Prbm.g_00056	Syan.g_01543
OG0000379	Prbm.g_00059	Syan.g_01539
OG0000380	Prbm.g_00123	Syan.g_02905
OG0000381	Prbm.g_00127	Syan.g_02908
OG0000382	Prbm.g_00138	Syan.g_02925
OG0000383	Prbm.g_00140	Syan.g_02936
OG0000384	Prbm.g_00141	Syan.g_02937
OG0000385	Prbm.g_00142	Syan.g_02938
OG0000386	Prbm.g_00143	Syan.g_02939
OG0000387	Prbm.g_00156	Syan.g_00967
OG0000388	Prbm.g_00160	Syan.g_02970
OG0000389	Prbm.g_00163	Syan.g_02973
OG0000390	Prbm.g_00172	Syan.g_02306
OG0000391	Prbm.g_00176	Syan.g_02301
OG0000392	Prbm.g_00179	Syan.g_02295
OG0000393	Prbm.g_00182	Syan.g_02292
OG0000394	Prbm.g_00183	Syan.g_02291
OG0000395	Prbm.g_00184	Syan.g_02290
OG0000396	Prbm.g_00187	Syan.g_02287
OG0000397	Prbm.g_00189	Syan.g_02285
OG0000398	Prbm.g_00192	Syan.g_02279
OG0000399	Prbm.g_00193	Syan.g_02278
OG0000400	Prbm.g_00194	Syan.g_02277
OG0000401	Prbm.g_00195	Syan.g_02274
OG0000402	Prbm.g_01096	Syan.g_02272
OG0000403	Prbm.g_00196	Syan.g_02271
OG0000404	Prbm.g_00197	Syan.g_02269
OG0000405	Prbm.g_00202	Syan.g_03005
OG0000406	Prbm.g_00206	Syan.g_03010
OG0000407	Prbm.g_00207	Syan.g_03011
OG0000408	Prbm.g_00209	Syan.g_03013
OG0000409	Prbm.g_00211	Syan.g_03015
OG0000410	Prbm.g_00212	Syan.g_03016
OG0000411	Prbm.g_00213	Syan.g_03017
OG0000412	Prbm.g_00214	Syan.g_03018
OG0000413	Prbm.g_00215	Syan.g_03020
OG0000414	Prbm.g_00216	Syan.g_03021
OG0000415	Prbm.g_00217	Syan.g_03022
OG0000416	Prbm.g_00218	Syan.g_03023
OG0000417	Prbm.g_00219	Syan.g_03025
OG0000418	Prbm.g_00224	Syan.g_03030
OG0000419	Prbm.g_00226	Syan.g_03033
OG0000420	Prbm.g_00227	Syan.g_03035
OG0000421	Prbm.g_00232	Syan.g_03040
OG0000422	Prbm.g_00233	Syan.g_03041
OG0000423	Prbm.g_00234	Syan.g_03042
OG0000424	Prbm.g_00235	Syan.g_03043
OG0000425	Prbm.g_00236	Syan.g_03044
OG0000426	Prbm.g_00237	Syan.g_03045
OG0000427	Prbm.g_00238	Syan.g_03046
OG0000428	Prbm.g_00240	Syan.g_03049
OG0000429	Prbm.g_00241	Syan.g_03051
OG0000430	Prbm.g_00242	Syan.g_03053
OG0000431	Prbm.g_00244	Syan.g_03058
OG0000432	Prbm.g_00248	Syan.g_03065
OG0000433	Prbm.g_00249	Syan.g_03068
OG0000434	Prbm.g_00250	Syan.g_03069
OG0000435	Prbm.g_00251	Syan.g_03071
OG0000436	Prbm.g_00256	Syan.g_03079
OG0000437	Prbm.g_00257	Syan.g_03080
OG0000438	Prbm.g_00258	Syan.g_03083
OG0000439	Prbm.g_00260	Syan.g_03085
OG0000440	Prbm.g_00261	Syan.g_03086
OG0000441	Prbm.g_00263	Syan.g_03089
OG0000442	Prbm.g_00264	Syan.g_03090
OG0000443	Prbm.g_00265	Syan.g_03094
OG0000444	Prbm.g_00270	Syan.g_03102
OG0000445	Prbm.g_00271	Syan.g_03103
OG0000446	Prbm.g_00272	Syan.g_03105
OG0000447	Prbm.g_00273	Syan.g_03111
OG0000448	Prbm.g_00274	Syan.g_03112
OG0000449	Prbm.g_00275	Syan.g_03113
OG0000450	Prbm.g_00276	Syan.g_01518
OG0000451	Prbm.g_00277	Syan.g_01519
OG0000452	Prbm.g_00280	Syan.g_01523
OG0000453	Prbm.g_00281	Syan.g_01524
OG0000454	Prbm.g_00282	Syan.g_01525
OG0000455	Prbm.g_00283	Syan.g_01526
OG0000456	Prbm.g_00284	Syan.g_01527
OG0000457	Prbm.g_00285	Syan.g_01529
OG0000458	Prbm.g_00286	Syan.g_01530
OG0000459	Prbm.g_00287	Syan.g_01531
OG0000460	Prbm.g_00295	Syan.g_02423
OG0000461	Prbm.g_00303	Syan.g_02099
OG0000462	Prbm.g_00305	Syan.g_02096
OG0000463	Prbm.g_00306	Syan.g_02095
OG0000464	Prbm.g_00307	Syan.g_02094
OG0000465	Prbm.g_00308	Syan.g_02092
OG0000466	Prbm.g_00309	Syan.g_02087
OG0000467	Prbm.g_00310	Syan.g_02086
OG0000468	Prbm.g_00312	Syan.g_02063
OG0000469	Prbm.g_00320	Syan.g_02046
OG0000470	Prbm.g_00322	Syan.g_02044
OG0000471	Prbm.g_00323	Syan.g_02043
OG0000472	Prbm.g_00324	Syan.g_02041
OG0000473	Prbm.g_00326	Syan.g_02039
OG0000474	Prbm.g_00327	Syan.g_02038
OG0000475	Prbm.g_00328	Syan.g_02037
OG0000476	Prbm.g_00330	Syan.g_02035
OG0000477	Prbm.g_00332	Syan.g_02029
OG0000478	Prbm.g_00333	Syan.g_02028
OG0000479	Prbm.g_00334	Syan.g_02027
OG0000480	Prbm.g_00339	Syan.g_02020
OG0000481	Prbm.g_00341	Syan.g_00975
OG0000482	Prbm.g_00342	Syan.g_02018
OG0000483	Prbm.g_00345	Syan.g_02014
OG0000484	Prbm.g_00346	Syan.g_02013
OG0000485	Prbm.g_00347	Syan.g_02012
OG0000486	Prbm.g_00348	Syan.g_02011
OG0000487	Prbm.g_00351	Syan.g_02005
OG0000488	Prbm.g_00354	Syan.g_02000
OG0000489	Prbm.g_00359	Syan.g_01993
OG0000490	Prbm.g_00364	Syan.g_01985
OG0000491	Prbm.g_00365	Syan.g_01983
OG0000492	Prbm.g_00367	Syan.g_01980
OG0000493	Prbm.g_00368	Syan.g_01979
OG0000494	Prbm.g_00369	Syan.g_01978
OG0000495	Prbm.g_00370	Syan.g_01977
OG0000496	Prbm.g_00371	Syan.g_01976
OG0000497	Prbm.g_00372	Syan.g_01975
OG0000498	Prbm.g_00373	Syan.g_01974
OG0000499	Prbm.g_00374	Syan.g_01973
OG0000500	Prbm.g_00375	Syan.g_01972
OG0000501	Prbm.g_00376	Syan.g_01969
OG0000502	Prbm.g_00379	Syan.g_01961
OG0000503	Prbm.g_00400	Syan.g_02144
OG0000504	Prbm.g_00402	Syan.g_02142
OG0000505	Prbm.g_00403	Syan.g_02141
OG0000506	Prbm.g_00404	Syan.g_02139
OG0000507	Prbm.g_00407	Syan.g_02133
OG0000508	Prbm.g_00410	Syan.g_02998
OG0000509	Prbm.g_00412	Syan.g_02993
OG0000510	Prbm.g_00413	Syan.g_02992
OG0000511	Prbm.g_00414	Syan.g_02991
OG0000512	Prbm.g_00416	Syan.g_02989
OG0000513	Prbm.g_00426	Syan.g_02320
OG0000514	Prbm.g_00440	Syan.g_02326
OG0000515	Prbm.g_00441	Syan.g_02327
OG0000516	Prbm.g_00442	Syan.g_02389
OG0000517	Prbm.g_00445	Syan.g_02395
OG0000518	Prbm.g_00456	Syan.g_01336
OG0000519	Prbm.g_00457	Syan.g_01335
OG0000520	Prbm.g_00458	Syan.g_01334
OG0000521	Prbm.g_00480	Syan.g_02805
OG0000522	Prbm.g_00482	Syan.g_02803
OG0000523	Prbm.g_00483	Syan.g_02802
OG0000524	Prbm.g_00490	Syan.g_02878
OG0000525	Prbm.g_00494	Syan.g_02853
OG0000526	Prbm.g_00495	Syan.g_02852
OG0000527	Prbm.g_00498	Syan.g_02848
OG0000528	Prbm.g_00504	Syan.g_02767
OG0000529	Prbm.g_00507	Syan.g_02763
OG0000530	Prbm.g_00510	Syan.g_02760
OG0000531	Prbm.g_00511	Syan.g_02759
OG0000532	Prbm.g_00512	Syan.g_02756
OG0000533	Prbm.g_00513	Syan.g_02754
OG0000534	Prbm.g_00514	Syan.g_02753
OG0000535	Prbm.g_00515	Syan.g_02752
OG0000536	Prbm.g_00516	Syan.g_02751
OG0000537	Prbm.g_00517	Syan.g_02750
OG0000538	Prbm.g_00534	Syan.g_02738
OG0000539	Prbm.g_00535	Syan.g_02737
OG0000540	Prbm.g_00536	Syan.g_02736
OG0000541	Prbm.g_00537	Syan.g_02735
OG0000542	Prbm.g_00539	Syan.g_02732
OG0000543	Prbm.g_00541	Syan.g_02730
OG0000544	Prbm.g_00542	Syan.g_02729
OG0000545	Prbm.g_00544	Syan.g_02727
OG0000546	Prbm.g_00547	Syan.g_02725
OG0000547	Prbm.g_00549	Syan.g_02723
OG0000548	Prbm.g_00550	Syan.g_02722
OG0000549	Prbm.g_00553	Syan.g_01194
OG0000550	Prbm.g_00557	Syan.g_01189
OG0000551	Prbm.g_00560	Syan.g_01184
OG0000552	Prbm.g_00561	Syan.g_01183
OG0000553	Prbm.g_00562	Syan.g_01179
OG0000554	Prbm.g_00567	Syan.g_01165
OG0000555	Prbm.g_00575	Syan.g_00839
OG0000556	Prbm.g_00577	Syan.g_00842
OG0000557	Prbm.g_00578	Syan.g_00847
OG0000558	Prbm.g_00580	Syan.g_00849
OG0000559	Prbm.g_00584	Syan.g_00853
OG0000560	Prbm.g_00587	Syan.g_00856
OG0000561	Prbm.g_00588	Syan.g_00857
OG0000562	Prbm.g_00589	Syan.g_00858
OG0000563	Prbm.g_00590	Syan.g_00859
OG0000564	Prbm.g_00591	Syan.g_00860
OG0000565	Prbm.g_00594	Syan.g_00864
