Orthogroup	Prbm	Syae
OG0000070	Prbm.g_00460	Syae.g_00979
OG0000071	Prbm.g_00468, Prbm.g_01611	Syae.g_00961
OG0000072	Prbm.g_00230	Syae.g_01455
OG0000073	Prbm.g_00533	Syae.g_02330
OG0000075	Prbm.g_02069	Syae.g_01871
OG0000076	Prbm.g_02094	Syae.g_01829
OG0000077	Prbm.g_00135	Syae.g_01297
OG0000078	Prbm.g_00300	Syae.g_02243
OG0000079	Prbm.g_00311	Syae.g_02011
OG0000081	Prbm.g_00564	Syae.g_02261
OG0000082	Prbm.g_01900	Syae.g_02447
OG0000084	Prbm.g_01706	Syae.g_02656
OG0000085	Prbm.g_01834	Syae.g_01152
OG0000086	Prbm.g_00145	Syae.g_01333
OG0000087	Prbm.g_00198	Syae.g_01414
OG0000088	Prbm.g_00225	Syae.g_01449
OG0000089	Prbm.g_00423	Syae.g_02219
OG0000090	Prbm.g_00566	Syae.g_02374
OG0000091	Prbm.g_00673	Syae.g_00082
OG0000092	Prbm.g_00934	Syae.g_00884
OG0000095	Prbm.g_01064	Syae.g_01624
OG0000097	Prbm.g_01502	Syae.g_00683
OG0000098	Prbm.g_01630	Syae.g_02058
OG0000099	Prbm.g_00394	Syae.g_01913, Syae.g_01226
OG0000100	Prbm.g_01787	Syae.g_00489
OG0000101	Prbm.g_02033	Syae.g_02125
OG0000102	Prbm.g_02099	Syae.g_01824
OG0000103	Prbm.g_02218	Syae.g_01694
OG0000104	Prbm.g_02229	Syae.g_01708
OG0000105	Prbm.g_00331	Syae.g_01977
OG0000106	Prbm.g_01172, Prbm.g_01237	Syae.g_00272
OG0000107	Prbm.g_01949	Syae.g_02032
OG0000108	Prbm.g_00506	Syae.g_02309
OG0000109	Prbm.g_00519	Syae.g_02324
OG0000110	Prbm.g_00607	Syae.g_02435
OG0000111	Prbm.g_00736	Syae.g_00783
OG0000112	Prbm.g_00980	Syae.g_00351
OG0000113	Prbm.g_00838, Prbm.g_01191	Syae.g_00494
OG0000114	Prbm.g_00929	Syae.g_00575
OG0000115	Prbm.g_01803	Syae.g_02631
OG0000116	Prbm.g_01560	Syae.g_00939
OG0000117	Prbm.g_01522	Syae.g_00647
OG0000118	Prbm.g_01622	Syae.g_02479
OG0000119	Prbm.g_01653	Syae.g_00904
OG0000120	Prbm.g_00707	Syae.g_01912
OG0000121	Prbm.g_01712	Syae.g_02649
OG0000122	Prbm.g_01751	Syae.g_00112
OG0000123	Prbm.g_02040	Syae.g_02131
OG0000124	Prbm.g_02111	Syae.g_01809
OG0000125	Prbm.g_02176	Syae.g_01573
OG0000126	Prbm.g_02228	Syae.g_01706
OG0000127	Prbm.g_01460	Syae.g_00720
OG0000128	Prbm.g_00011	Syae.g_01724
OG0000129	Prbm.g_00053	Syae.g_01562
OG0000130	Prbm.g_00126	Syae.g_01284
OG0000131	Prbm.g_00204	Syae.g_01428
OG0000132	Prbm.g_00223	Syae.g_01447
OG0000133	Prbm.g_00377	Syae.g_00356
OG0000134	Prbm.g_00425	Syae.g_02222
OG0000135	Prbm.g_01389	Syae.g_01608
OG0000136	Prbm.g_00451	Syae.g_00989
OG0000137	Prbm.g_00500	Syae.g_02530
OG0000138	Prbm.g_00520	Syae.g_02325
OG0000139	Prbm.g_00570	Syae.g_02380
OG0000140	Prbm.g_00571	Syae.g_02383
OG0000141	Prbm.g_00638	Syae.g_00016
OG0000142	Prbm.g_00666	Syae.g_00074
OG0000143	Prbm.g_00670	Syae.g_00078
OG0000144	Prbm.g_00683	Syae.g_00261
OG0000145	Prbm.g_01094	Syae.g_02331
OG0000146	Prbm.g_00979	Syae.g_00350
OG0000147	Prbm.g_00978	Syae.g_00349
OG0000148	Prbm.g_00832	Syae.g_00500
OG0000149	Prbm.g_00862	Syae.g_00847
OG0000150	Prbm.g_00870	Syae.g_00017
OG0000151	Prbm.g_00940	Syae.g_00563
OG0000152	Prbm.g_00988	Syae.g_00360
OG0000153	Prbm.g_01006	Syae.g_00394
OG0000154	Prbm.g_01035	Syae.g_00420
OG0000155	Prbm.g_01527	Syae.g_00885
OG0000156	Prbm.g_01600	Syae.g_00945
OG0000157	Prbm.g_01601	Syae.g_00946
OG0000158	Prbm.g_02077	Syae.g_01858
OG0000160	Prbm.g_01711	Syae.g_02650
OG0000161	Prbm.g_01717	Syae.g_02644
OG0000162	Prbm.g_01723	Syae.g_02638
OG0000163	Prbm.g_01759	Syae.g_01092
OG0000164	Prbm.g_01863	Syae.g_01198
OG0000165	Prbm.g_01871	Syae.g_01021
OG0000166	Prbm.g_01996	Syae.g_02085
OG0000167	Prbm.g_02067	Syae.g_01874
OG0000168	Prbm.g_02078	Syae.g_01856
OG0000169	Prbm.g_02088	Syae.g_01841
OG0000170	Prbm.g_02090	Syae.g_01834
OG0000171	Prbm.g_02110	Syae.g_01810
OG0000172	Prbm.g_02146	Syae.g_01788
OG0000173	Prbm.g_02161	Syae.g_01770
OG0000174	Prbm.g_02192	Syae.g_01610
OG0000175	Prbm.g_02209	Syae.g_01679
OG0000176	Prbm.g_00004	Syae.g_01716
OG0000177	Prbm.g_00005	Syae.g_01717
OG0000178	Prbm.g_00006	Syae.g_01718
OG0000179	Prbm.g_00016	Syae.g_01733
OG0000180	Prbm.g_00017	Syae.g_01734
OG0000181	Prbm.g_00018	Syae.g_01735
OG0000182	Prbm.g_00019	Syae.g_01736
OG0000183	Prbm.g_00023	Syae.g_01740
OG0000184	Prbm.g_00055	Syae.g_01554
OG0000185	Prbm.g_00058	Syae.g_01551
OG0000186	Prbm.g_00121	Syae.g_01279
OG0000187	Prbm.g_00122	Syae.g_01280
OG0000188	Prbm.g_00139	Syae.g_01323
OG0000189	Prbm.g_00153	Syae.g_01350
OG0000190	Prbm.g_00154	Syae.g_01352
OG0000191	Prbm.g_00177	Syae.g_01384
OG0000192	Prbm.g_00181	Syae.g_01390
OG0000193	Prbm.g_00205	Syae.g_01429
OG0000194	Prbm.g_00208	Syae.g_01432
OG0000195	Prbm.g_00210	Syae.g_01434
OG0000196	Prbm.g_00220	Syae.g_01444
OG0000197	Prbm.g_00221	Syae.g_01445
OG0000198	Prbm.g_00222	Syae.g_01446
OG0000199	Prbm.g_00229	Syae.g_01454
OG0000200	Prbm.g_00243	Syae.g_01471
OG0000201	Prbm.g_00252	Syae.g_01487
OG0000202	Prbm.g_00253	Syae.g_01488
OG0000203	Prbm.g_00254	Syae.g_01489
OG0000204	Prbm.g_00255	Syae.g_01490
OG0000205	Prbm.g_00262	Syae.g_01497
OG0000206	Prbm.g_00266	Syae.g_01504
OG0000207	Prbm.g_00268	Syae.g_01506
OG0000208	Prbm.g_00269	Syae.g_01507
OG0000209	Prbm.g_00278	Syae.g_01528
OG0000210	Prbm.g_00279	Syae.g_01529
OG0000212	Prbm.g_00301	Syae.g_02244
OG0000213	Prbm.g_00317	Syae.g_02003
OG0000214	Prbm.g_00325	Syae.g_01986
OG0000215	Prbm.g_00349	Syae.g_01955
OG0000216	Prbm.g_00350	Syae.g_01951
OG0000217	Prbm.g_00353	Syae.g_01947
OG0000218	Prbm.g_00355	Syae.g_01945
OG0000219	Prbm.g_00356	Syae.g_01944
OG0000220	Prbm.g_00357	Syae.g_01943
OG0000221	Prbm.g_00358	Syae.g_01937
OG0000222	Prbm.g_00366	Syae.g_01926
OG0000223	Prbm.g_00378	Syae.g_01904
OG0000224	Prbm.g_00380	Syae.g_01897
OG0000225	Prbm.g_00411	Syae.g_02208
OG0000226	Prbm.g_00415	Syae.g_02212
OG0000227	Prbm.g_00417	Syae.g_02214
OG0000228	Prbm.g_00422	Syae.g_02218
OG0000229	Prbm.g_00446	Syae.g_00994
OG0000230	Prbm.g_00448	Syae.g_00992
OG0000231	Prbm.g_00459	Syae.g_00980
OG0000232	Prbm.g_00484	Syae.g_02496
OG0000233	Prbm.g_00492	Syae.g_02504
OG0000234	Prbm.g_00501	Syae.g_02532
OG0000235	Prbm.g_00505	Syae.g_02308
OG0000236	Prbm.g_00518	Syae.g_02323
OG0000237	Prbm.g_00540	Syae.g_02340
OG0000238	Prbm.g_00546	Syae.g_02345
OG0000239	Prbm.g_00558	Syae.g_02360
OG0000240	Prbm.g_00559	Syae.g_02361
OG0000241	Prbm.g_00563	Syae.g_00065
OG0000242	Prbm.g_00565	Syae.g_02372
OG0000243	Prbm.g_00576	Syae.g_02391
OG0000244	Prbm.g_00579	Syae.g_02399
OG0000245	Prbm.g_00581	Syae.g_02401
OG0000246	Prbm.g_00585	Syae.g_02405
OG0000247	Prbm.g_00595	Syae.g_02416
OG0000248	Prbm.g_00597	Syae.g_02419
OG0000249	Prbm.g_00599	Syae.g_02421
OG0000250	Prbm.g_00604	Syae.g_02431
OG0000251	Prbm.g_00620	Syae.g_02455
OG0000252	Prbm.g_00623	Syae.g_02458
OG0000253	Prbm.g_00625	Syae.g_02459
OG0000254	Prbm.g_00642	Syae.g_00021
OG0000255	Prbm.g_00648	Syae.g_00041
OG0000256	Prbm.g_00658	Syae.g_00058
OG0000257	Prbm.g_00661	Syae.g_00064
OG0000258	Prbm.g_00674	Syae.g_00083
OG0000259	Prbm.g_00691	Syae.g_00608
OG0000260	Prbm.g_00694	Syae.g_00603
OG0000261	Prbm.g_00697	Syae.g_00600
OG0000262	Prbm.g_00702	Syae.g_00595
OG0000263	Prbm.g_00716	Syae.g_00671
OG0000264	Prbm.g_00728	Syae.g_00761
OG0000265	Prbm.g_00742	Syae.g_00932, Syae.g_00226
OG0000266	Prbm.g_00752	Syae.g_00457
OG0000267	Prbm.g_00765	Syae.g_00304
OG0000268	Prbm.g_00766	Syae.g_00308
OG0000269	Prbm.g_00809	Syae.g_00526
OG0000270	Prbm.g_00812	Syae.g_00523
OG0000271	Prbm.g_00820	Syae.g_00515
OG0000272	Prbm.g_00821	Syae.g_00514
OG0000273	Prbm.g_00845	Syae.g_00825
OG0000274	Prbm.g_00846	Syae.g_00826
OG0000275	Prbm.g_00848	Syae.g_00832
OG0000276	Prbm.g_00854	Syae.g_00839
OG0000277	Prbm.g_00855	Syae.g_00840
OG0000278	Prbm.g_00858	Syae.g_00843
OG0000279	Prbm.g_00865	Syae.g_00851
OG0000281	Prbm.g_00871	Syae.g_02057
OG0000282	Prbm.g_00931	Syae.g_00573
OG0000283	Prbm.g_00962	Syae.g_00321
OG0000284	Prbm.g_00967	Syae.g_00327
OG0000285	Prbm.g_00972	Syae.g_00340
OG0000286	Prbm.g_00987	Syae.g_00359
OG0000287	Prbm.g_00102	Syae.g_00387
OG0000288	Prbm.g_01034	Syae.g_00419
OG0000289	Prbm.g_01045	Syae.g_00433
OG0000290	Prbm.g_01061	Syae.g_00796
OG0000291	Prbm.g_01063	Syae.g_00794
OG0000292	Prbm.g_01210	Syae.g_01705
OG0000293	Prbm.g_01559	Syae.g_00938
OG0000294	Prbm.g_01558	Syae.g_00937
OG0000295	Prbm.g_01534	Syae.g_00893
OG0000296	Prbm.g_01532	Syae.g_00891
OG0000297	Prbm.g_01524	Syae.g_00645
OG0000298	Prbm.g_01523	Syae.g_00646
OG0000299	Prbm.g_01503	Syae.g_00680
OG0000300	Prbm.g_01500	Syae.g_00686
OG0000301	Prbm.g_01499	Syae.g_00687
OG0000302	Prbm.g_01497	Syae.g_00691
OG0000303	Prbm.g_01492	Syae.g_00700
OG0000304	Prbm.g_01489	Syae.g_00706
OG0000305	Prbm.g_01812	Syae.g_00791
OG0000306	Prbm.g_00875	Syae.g_00277
OG0000307	Prbm.g_01669	Syae.g_02290
OG0000308	Prbm.g_01670	Syae.g_02288
OG0000309	Prbm.g_01674	Syae.g_02283
OG0000310	Prbm.g_01694	Syae.g_02687
OG0000311	Prbm.g_01696	Syae.g_02682
OG0000312	Prbm.g_01699	Syae.g_02664
OG0000313	Prbm.g_01714	Syae.g_02647
OG0000314	Prbm.g_01735	Syae.g_02618
OG0000315	Prbm.g_01745	Syae.g_02609
OG0000316	Prbm.g_01770	Syae.g_01118
OG0000317	Prbm.g_01839	Syae.g_01160
OG0000318	Prbm.g_01842	Syae.g_01164
OG0000319	Prbm.g_01853	Syae.g_01181
OG0000320	Prbm.g_01855	Syae.g_01183
OG0000321	Prbm.g_01856	Syae.g_01184
OG0000322	Prbm.g_01857	Syae.g_01185
OG0000323	Prbm.g_01866	Syae.g_01200
OG0000324	Prbm.g_01893	Syae.g_01049
OG0000325	Prbm.g_01950	Syae.g_02033
OG0000326	Prbm.g_01956	Syae.g_02040
OG0000327	Prbm.g_01991	Syae.g_02080
OG0000328	Prbm.g_01992	Syae.g_02081
OG0000329	Prbm.g_02009	Syae.g_02099
OG0000330	Prbm.g_02010	Syae.g_02100
OG0000331	Prbm.g_02011	Syae.g_02101
OG0000332	Prbm.g_02025	Syae.g_02116
OG0000333	Prbm.g_02027	Syae.g_02119
OG0000334	Prbm.g_02036	Syae.g_02128
OG0000335	Prbm.g_02041	Syae.g_02132
OG0000336	Prbm.g_02045	Syae.g_02136
OG0000337	Prbm.g_02064	Syae.g_01879
OG0000338	Prbm.g_02065	Syae.g_01876
OG0000339	Prbm.g_02070	Syae.g_01869
OG0000340	Prbm.g_02079	Syae.g_01855
OG0000341	Prbm.g_02081	Syae.g_01853
OG0000342	Prbm.g_02082	Syae.g_01852
OG0000343	Prbm.g_02083	Syae.g_01848
OG0000344	Prbm.g_02086	Syae.g_01843
OG0000345	Prbm.g_02091	Syae.g_01833
OG0000346	Prbm.g_02095	Syae.g_01828
OG0000347	Prbm.g_02114	Syae.g_01805
OG0000348	Prbm.g_02149	Syae.g_01781
OG0000349	Prbm.g_02167	Syae.g_01763
OG0000350	Prbm.g_02188	Syae.g_02047
OG0000351	Prbm.g_02212	Syae.g_01684
OG0000352	Prbm.g_02213	Syae.g_01685
OG0000353	Prbm.g_02232	Syae.g_01711
OG0000354	Prbm.g_01220	Syae.g_01731
OG0000355	Prbm.g_00001	Syae.g_01713
OG0000356	Prbm.g_00002	Syae.g_01714
OG0000357	Prbm.g_00003	Syae.g_01715
OG0000358	Prbm.g_00007	Syae.g_01719
OG0000359	Prbm.g_00008	Syae.g_01721
OG0000360	Prbm.g_00009	Syae.g_01722
OG0000361	Prbm.g_00010	Syae.g_01723
OG0000362	Prbm.g_00012	Syae.g_01725
OG0000363	Prbm.g_00014	Syae.g_01727
OG0000364	Prbm.g_00015	Syae.g_01728
OG0000365	Prbm.g_00020	Syae.g_01737
OG0000366	Prbm.g_00021	Syae.g_01738
OG0000367	Prbm.g_00022	Syae.g_01739
OG0000368	Prbm.g_00024	Syae.g_01741
OG0000369	Prbm.g_00025	Syae.g_01742
OG0000370	Prbm.g_00026	Syae.g_01743
OG0000371	Prbm.g_00032	Syae.g_01751
OG0000372	Prbm.g_00033	Syae.g_01756
OG0000373	Prbm.g_00034	Syae.g_01757
OG0000374	Prbm.g_00035	Syae.g_01758
OG0000375	Prbm.g_00049	Syae.g_01759
OG0000376	Prbm.g_00051	Syae.g_01761
OG0000377	Prbm.g_00054	Syae.g_01561
OG0000378	Prbm.g_00056	Syae.g_01553
OG0000379	Prbm.g_00059	Syae.g_01550
OG0000380	Prbm.g_00123	Syae.g_01281
OG0000381	Prbm.g_00127	Syae.g_01285
OG0000382	Prbm.g_00138	Syae.g_01322
OG0000383	Prbm.g_00140	Syae.g_01324
OG0000384	Prbm.g_00141	Syae.g_01325
OG0000385	Prbm.g_00142	Syae.g_01326
OG0000386	Prbm.g_00143	Syae.g_01327
OG0000387	Prbm.g_00156	Syae.g_01354
OG0000388	Prbm.g_00160	Syae.g_01358
OG0000389	Prbm.g_00163	Syae.g_01362
OG0000390	Prbm.g_00172	Syae.g_01378
OG0000391	Prbm.g_00176	Syae.g_01383
OG0000392	Prbm.g_00179	Syae.g_01389
OG0000393	Prbm.g_00182	Syae.g_01392
OG0000394	Prbm.g_00183	Syae.g_01393
OG0000395	Prbm.g_00184	Syae.g_01394
OG0000396	Prbm.g_00187	Syae.g_01397
OG0000397	Prbm.g_00189	Syae.g_01400
OG0000398	Prbm.g_00192	Syae.g_01405
OG0000399	Prbm.g_00193	Syae.g_01406
OG0000400	Prbm.g_00194	Syae.g_01407
OG0000401	Prbm.g_00195	Syae.g_01408
OG0000402	Prbm.g_01096	Syae.g_01410
OG0000403	Prbm.g_00196	Syae.g_01411
OG0000404	Prbm.g_00197	Syae.g_01412
OG0000405	Prbm.g_00202	Syae.g_01426
OG0000406	Prbm.g_00206	Syae.g_01430
OG0000407	Prbm.g_00207	Syae.g_01431
OG0000408	Prbm.g_00209	Syae.g_01433
OG0000409	Prbm.g_00211	Syae.g_01435
OG0000410	Prbm.g_00212	Syae.g_01436
OG0000411	Prbm.g_00213	Syae.g_01437
OG0000412	Prbm.g_00214	Syae.g_01438
OG0000413	Prbm.g_00215	Syae.g_01440
OG0000415	Prbm.g_00217	Syae.g_01441
OG0000416	Prbm.g_00218	Syae.g_01442
OG0000417	Prbm.g_00219	Syae.g_01443
OG0000418	Prbm.g_00224	Syae.g_01448
OG0000419	Prbm.g_00226	Syae.g_01450
OG0000420	Prbm.g_00227	Syae.g_01452
OG0000421	Prbm.g_00232	Syae.g_01457
OG0000422	Prbm.g_00233	Syae.g_01458
OG0000423	Prbm.g_00234	Syae.g_01459
OG0000424	Prbm.g_00235	Syae.g_01460
OG0000425	Prbm.g_00236	Syae.g_01461
OG0000426	Prbm.g_00237	Syae.g_01462
OG0000427	Prbm.g_00238	Syae.g_01463
OG0000428	Prbm.g_00240	Syae.g_01466
OG0000429	Prbm.g_00241	Syae.g_01468
OG0000430	Prbm.g_00242	Syae.g_01470
OG0000431	Prbm.g_00244	Syae.g_01473
OG0000432	Prbm.g_00248	Syae.g_01481
OG0000433	Prbm.g_00249	Syae.g_01484
OG0000434	Prbm.g_00250	Syae.g_01485
OG0000435	Prbm.g_00251	Syae.g_01486
OG0000436	Prbm.g_00256	Syae.g_01491
OG0000437	Prbm.g_00257	Syae.g_01492
OG0000438	Prbm.g_00258	Syae.g_01493
OG0000439	Prbm.g_00260	Syae.g_01495
OG0000440	Prbm.g_00261	Syae.g_01496
OG0000441	Prbm.g_00263	Syae.g_01501
OG0000442	Prbm.g_00264	Syae.g_01502
OG0000443	Prbm.g_00265	Syae.g_01503
OG0000444	Prbm.g_00270	Syae.g_01509
OG0000445	Prbm.g_00271	Syae.g_01510
OG0000446	Prbm.g_00272	Syae.g_01512
OG0000447	Prbm.g_00273	Syae.g_01517
OG0000448	Prbm.g_00274	Syae.g_01518
OG0000449	Prbm.g_00275	Syae.g_01519
OG0000450	Prbm.g_00276	Syae.g_01525
OG0000451	Prbm.g_00277	Syae.g_01526
OG0000452	Prbm.g_00280	Syae.g_01530
OG0000453	Prbm.g_00281	Syae.g_01531
OG0000454	Prbm.g_00282	Syae.g_01532
OG0000455	Prbm.g_00283	Syae.g_01533
OG0000456	Prbm.g_00284	Syae.g_01534
OG0000457	Prbm.g_00285	Syae.g_01536
OG0000458	Prbm.g_00286	Syae.g_01538
OG0000459	Prbm.g_00287	Syae.g_01539
OG0000460	Prbm.g_00295	Syae.g_02236
OG0000461	Prbm.g_00303	Syae.g_02024
OG0000462	Prbm.g_00305	Syae.g_02021
OG0000463	Prbm.g_00306	Syae.g_02020
OG0000464	Prbm.g_00307	Syae.g_02019
OG0000465	Prbm.g_00308	Syae.g_02018
OG0000466	Prbm.g_00309	Syae.g_02014
OG0000467	Prbm.g_00310	Syae.g_02012
OG0000468	Prbm.g_00312	Syae.g_02007
OG0000469	Prbm.g_00320	Syae.g_01992
OG0000470	Prbm.g_00322	Syae.g_01990
OG0000471	Prbm.g_00323	Syae.g_01989
OG0000472	Prbm.g_00324	Syae.g_01987
OG0000473	Prbm.g_00326	Syae.g_01985
OG0000474	Prbm.g_00327	Syae.g_01984
OG0000475	Prbm.g_00328	Syae.g_01983
OG0000476	Prbm.g_00330	Syae.g_01981
OG0000477	Prbm.g_00332	Syae.g_01975
OG0000478	Prbm.g_00333	Syae.g_01974
OG0000479	Prbm.g_00334	Syae.g_01973
OG0000480	Prbm.g_00339	Syae.g_01966
OG0000481	Prbm.g_00341	Syae.g_01964
OG0000482	Prbm.g_00342	Syae.g_01963
OG0000483	Prbm.g_00345	Syae.g_01959
OG0000484	Prbm.g_00346	Syae.g_01958
OG0000485	Prbm.g_00347	Syae.g_01957
OG0000486	Prbm.g_00348	Syae.g_01956
OG0000487	Prbm.g_00351	Syae.g_01950
OG0000488	Prbm.g_00354	Syae.g_01946
OG0000489	Prbm.g_00359	Syae.g_01936
OG0000490	Prbm.g_00364	Syae.g_01928
OG0000491	Prbm.g_00365	Syae.g_01927
OG0000492	Prbm.g_00367	Syae.g_01925
OG0000493	Prbm.g_00368	Syae.g_01924
OG0000494	Prbm.g_00369	Syae.g_01923
OG0000495	Prbm.g_00370	Syae.g_01922
OG0000496	Prbm.g_00371	Syae.g_01921
OG0000497	Prbm.g_00372	Syae.g_01920
OG0000498	Prbm.g_00373	Syae.g_01919
OG0000499	Prbm.g_00374	Syae.g_01918
OG0000500	Prbm.g_00375	Syae.g_01917
OG0000501	Prbm.g_00376	Syae.g_01914
OG0000502	Prbm.g_00379	Syae.g_01902
OG0000503	Prbm.g_00400	Syae.g_02192
OG0000504	Prbm.g_00402	Syae.g_02194
OG0000505	Prbm.g_00403	Syae.g_02195
OG0000506	Prbm.g_00404	Syae.g_02197
OG0000507	Prbm.g_00407	Syae.g_02203
OG0000508	Prbm.g_00410	Syae.g_02207
OG0000509	Prbm.g_00412	Syae.g_02209
OG0000510	Prbm.g_00413	Syae.g_02210
OG0000511	Prbm.g_00414	Syae.g_02211
OG0000512	Prbm.g_00416	Syae.g_02213
OG0000513	Prbm.g_00426	Syae.g_02223
OG0000514	Prbm.g_00440	Syae.g_02229
OG0000515	Prbm.g_00441	Syae.g_02230
OG0000516	Prbm.g_00442	Syae.g_01000
OG0000517	Prbm.g_00445	Syae.g_00995
OG0000518	Prbm.g_00456	Syae.g_00983
OG0000519	Prbm.g_00457	Syae.g_00982
OG0000520	Prbm.g_00458	Syae.g_00981
OG0000521	Prbm.g_00480	Syae.g_02491
OG0000522	Prbm.g_00482	Syae.g_02493
OG0000523	Prbm.g_00483	Syae.g_02494
OG0000524	Prbm.g_00490	Syae.g_02501
OG0000525	Prbm.g_00494	Syae.g_02520
OG0000526	Prbm.g_00495	Syae.g_02523
OG0000527	Prbm.g_00498	Syae.g_02528
OG0000528	Prbm.g_00504	Syae.g_02304
OG0000529	Prbm.g_00507	Syae.g_02310
OG0000530	Prbm.g_00510	Syae.g_02313
OG0000531	Prbm.g_00511	Syae.g_02314
OG0000532	Prbm.g_00512	Syae.g_02317
OG0000533	Prbm.g_00513	Syae.g_02318
OG0000534	Prbm.g_00514	Syae.g_02319
OG0000535	Prbm.g_00515	Syae.g_02320
OG0000536	Prbm.g_00516	Syae.g_02321
OG0000537	Prbm.g_00517	Syae.g_02322
OG0000538	Prbm.g_00534	Syae.g_02333
OG0000539	Prbm.g_00535	Syae.g_02334
OG0000540	Prbm.g_00536	Syae.g_02335
OG0000541	Prbm.g_00537	Syae.g_02336
OG0000542	Prbm.g_00539	Syae.g_02339
OG0000543	Prbm.g_00541	Syae.g_02341
OG0000544	Prbm.g_00542	Syae.g_02342
OG0000545	Prbm.g_00544	Syae.g_02344
OG0000546	Prbm.g_00547	Syae.g_02346
OG0000547	Prbm.g_00549	Syae.g_02348
OG0000548	Prbm.g_00550	Syae.g_02349
OG0000549	Prbm.g_00553	Syae.g_02354
OG0000550	Prbm.g_00557	Syae.g_02358
OG0000551	Prbm.g_00560	Syae.g_02363
OG0000552	Prbm.g_00561	Syae.g_02364
OG0000553	Prbm.g_00562	Syae.g_02366
OG0000554	Prbm.g_00567	Syae.g_02375
OG0000555	Prbm.g_00575	Syae.g_02390
OG0000556	Prbm.g_00577	Syae.g_02394
OG0000557	Prbm.g_00578	Syae.g_02398
OG0000558	Prbm.g_00580	Syae.g_02400
OG0000559	Prbm.g_00584	Syae.g_02404
OG0000560	Prbm.g_00587	Syae.g_02407
OG0000561	Prbm.g_00588	Syae.g_02408
OG0000562	Prbm.g_00589	Syae.g_02409
OG0000563	Prbm.g_00590	Syae.g_02410
OG0000564	Prbm.g_00591	Syae.g_02411
