Orthogroup	Prbm	Prad
OG0000265	Prbm.g_00742	Prad.g_01049
OG0000266	Prbm.g_00752	Prad.g_01059
OG0000267	Prbm.g_00765	Prad.g_01070
OG0000268	Prbm.g_00766	Prad.g_01071
OG0000269	Prbm.g_00809	Prad.g_01141
OG0000270	Prbm.g_00812	Prad.g_01144
OG0000271	Prbm.g_00820	Prad.g_01152
OG0000272	Prbm.g_00821	Prad.g_01153
OG0000273	Prbm.g_00845	Prad.g_01176
OG0000274	Prbm.g_00846	Prad.g_01177
OG0000275	Prbm.g_00848	Prad.g_01180
OG0000276	Prbm.g_00854	Prad.g_01185
OG0000277	Prbm.g_00855	Prad.g_00308
OG0000278	Prbm.g_00858	Prad.g_00305
OG0000279	Prbm.g_00865	Prad.g_00298
OG0000281	Prbm.g_00871	Prad.g_00292
OG0000282	Prbm.g_00931	Prad.g_00243
OG0000283	Prbm.g_00962	Prad.g_00209
OG0000284	Prbm.g_00967	Prad.g_00204
OG0000285	Prbm.g_00972	Prad.g_00199
OG0000286	Prbm.g_00987	Prad.g_00187
OG0000287	Prbm.g_00102	Prad.g_00170
OG0000288	Prbm.g_01034	Prad.g_00140
OG0000289	Prbm.g_01045	Prad.g_01035
OG0000290	Prbm.g_01061	Prad.g_01021
OG0000291	Prbm.g_01063	Prad.g_01019
OG0000292	Prbm.g_01210	Prad.g_00972
OG0000293	Prbm.g_01559	Prad.g_01505
OG0000294	Prbm.g_01558	Prad.g_01504
OG0000295	Prbm.g_01534	Prad.g_01484
OG0000296	Prbm.g_01532	Prad.g_01482
OG0000297	Prbm.g_01524	Prad.g_01474
OG0000298	Prbm.g_01523	Prad.g_01473
OG0000299	Prbm.g_01503	Prad.g_01455
OG0000300	Prbm.g_01500	Prad.g_01452
OG0000301	Prbm.g_01499	Prad.g_01451
OG0000302	Prbm.g_01497	Prad.g_01449
OG0000303	Prbm.g_01492	Prad.g_01442
OG0000304	Prbm.g_01489	Prad.g_01438
OG0000305	Prbm.g_01812	Prad.g_00602
OG0000306	Prbm.g_00875	Prad.g_00599
OG0000307	Prbm.g_01669	Prad.g_00585
OG0000308	Prbm.g_01670	Prad.g_00584
OG0000309	Prbm.g_01674	Prad.g_00580
OG0000310	Prbm.g_01694	Prad.g_00530
OG0000311	Prbm.g_01696	Prad.g_00528
OG0000312	Prbm.g_01699	Prad.g_00525
OG0000313	Prbm.g_01714	Prad.g_00511
OG0000314	Prbm.g_01735	Prad.g_00487
OG0000315	Prbm.g_01745	Prad.g_00477
OG0000316	Prbm.g_01770	Prad.g_00457
OG0000317	Prbm.g_01839	Prad.g_00943
OG0000318	Prbm.g_01842	Prad.g_00940
OG0000319	Prbm.g_01853	Prad.g_00927
OG0000320	Prbm.g_01855	Prad.g_00925
OG0000321	Prbm.g_01856	Prad.g_00924
OG0000322	Prbm.g_01857	Prad.g_00923
OG0000323	Prbm.g_01866	Prad.g_00914
OG0000324	Prbm.g_01893	Prad.g_00887
OG0000325	Prbm.g_01950	Prad.g_00878
OG0000326	Prbm.g_01956	Prad.g_00872
OG0000327	Prbm.g_01991	Prad.g_00848
OG0000328	Prbm.g_01992	Prad.g_00847
OG0000329	Prbm.g_02009	Prad.g_00830
OG0000330	Prbm.g_02010	Prad.g_00829
OG0000331	Prbm.g_02011	Prad.g_00828
OG0000332	Prbm.g_02025	Prad.g_00814
OG0000333	Prbm.g_02027	Prad.g_00812
OG0000334	Prbm.g_02036	Prad.g_00804
OG0000335	Prbm.g_02041	Prad.g_00799
OG0000336	Prbm.g_02045	Prad.g_00795
OG0000337	Prbm.g_02064	Prad.g_00779
OG0000338	Prbm.g_02065	Prad.g_00778
OG0000339	Prbm.g_02070	Prad.g_00774
OG0000340	Prbm.g_02079	Prad.g_00766, Prad.g_01294
OG0000341	Prbm.g_02081	Prad.g_00764
OG0000342	Prbm.g_02082	Prad.g_00763
OG0000343	Prbm.g_02083	Prad.g_00762
OG0000344	Prbm.g_02086	Prad.g_01639
OG0000345	Prbm.g_02091	Prad.g_01634
OG0000346	Prbm.g_02095	Prad.g_01630
OG0000347	Prbm.g_02114	Prad.g_01615
OG0000348	Prbm.g_02149	Prad.g_01606
OG0000349	Prbm.g_02167	Prad.g_01589
OG0000350	Prbm.g_02188	Prad.g_01570
OG0000351	Prbm.g_02212	Prad.g_01553
OG0000352	Prbm.g_02213	Prad.g_01552
OG0000353	Prbm.g_02232	Prad.g_01537
OG0000354	Prbm.g_01220	Prad.g_01041
OG0000355	Prbm.g_00001	Prad.g_01535
OG0000356	Prbm.g_00002	Prad.g_01534
OG0000357	Prbm.g_00003	Prad.g_01533
OG0000358	Prbm.g_00007	Prad.g_01529
OG0000359	Prbm.g_00008	Prad.g_01528
OG0000360	Prbm.g_00009	Prad.g_01527
OG0000361	Prbm.g_00010	Prad.g_01976
OG0000362	Prbm.g_00012	Prad.g_01974
OG0000363	Prbm.g_00014	Prad.g_01972
OG0000364	Prbm.g_00015	Prad.g_01971
OG0000365	Prbm.g_00020	Prad.g_01966
OG0000366	Prbm.g_00021	Prad.g_01965
OG0000367	Prbm.g_00022	Prad.g_01964
OG0000368	Prbm.g_00024	Prad.g_01962
OG0000369	Prbm.g_00025	Prad.g_01961
OG0000370	Prbm.g_00026	Prad.g_01960
OG0000371	Prbm.g_00032	Prad.g_01954
OG0000372	Prbm.g_00033	Prad.g_01951
OG0000373	Prbm.g_00034	Prad.g_01950
OG0000374	Prbm.g_00035	Prad.g_01949
OG0000375	Prbm.g_00049	Prad.g_01947
OG0000376	Prbm.g_00051	Prad.g_01945
OG0000377	Prbm.g_00054	Prad.g_01941
OG0000378	Prbm.g_00056	Prad.g_01939
OG0000379	Prbm.g_00059	Prad.g_01936
OG0000380	Prbm.g_00123	Prad.g_01927
OG0000381	Prbm.g_00127	Prad.g_01923
OG0000382	Prbm.g_00138	Prad.g_01912
OG0000383	Prbm.g_00140	Prad.g_01910
OG0000384	Prbm.g_00141	Prad.g_01909
OG0000385	Prbm.g_00142	Prad.g_01908
OG0000386	Prbm.g_00143	Prad.g_01907
OG0000387	Prbm.g_00156	Prad.g_01894
OG0000388	Prbm.g_00160	Prad.g_01891
OG0000389	Prbm.g_00163	Prad.g_01887
OG0000390	Prbm.g_00172	Prad.g_00011, Prad.g_01880
OG0000391	Prbm.g_00176	Prad.g_01877
OG0000392	Prbm.g_00179	Prad.g_01873
OG0000393	Prbm.g_00182	Prad.g_01871
OG0000394	Prbm.g_00183	Prad.g_01870
OG0000395	Prbm.g_00184	Prad.g_01869
OG0000396	Prbm.g_00187	Prad.g_01866
OG0000397	Prbm.g_00189	Prad.g_01864
OG0000398	Prbm.g_00192	Prad.g_01862
OG0000399	Prbm.g_00193	Prad.g_01861
OG0000400	Prbm.g_00194	Prad.g_01860
OG0000401	Prbm.g_00195	Prad.g_01859
OG0000402	Prbm.g_01096	Prad.g_01857
OG0000403	Prbm.g_00196	Prad.g_01856
OG0000404	Prbm.g_00197	Prad.g_01855
OG0000405	Prbm.g_00202	Prad.g_01851
OG0000406	Prbm.g_00206	Prad.g_01844
OG0000407	Prbm.g_00207	Prad.g_01843
OG0000408	Prbm.g_00209	Prad.g_01841
OG0000409	Prbm.g_00211	Prad.g_01839
OG0000410	Prbm.g_00212	Prad.g_01838
OG0000411	Prbm.g_00213	Prad.g_01837
OG0000412	Prbm.g_00214	Prad.g_01836
OG0000413	Prbm.g_00215	Prad.g_01835
OG0000414	Prbm.g_00216	Prad.g_01834
OG0000415	Prbm.g_00217	Prad.g_01833
OG0000416	Prbm.g_00218	Prad.g_01832
OG0000417	Prbm.g_00219	Prad.g_01831
OG0000418	Prbm.g_00224	Prad.g_01826
OG0000419	Prbm.g_00226	Prad.g_01824
OG0000420	Prbm.g_00227	Prad.g_01823
OG0000421	Prbm.g_00232	Prad.g_01818
OG0000422	Prbm.g_00233	Prad.g_01817
OG0000423	Prbm.g_00234	Prad.g_01816
OG0000424	Prbm.g_00235	Prad.g_01815
OG0000425	Prbm.g_00236	Prad.g_01814
OG0000426	Prbm.g_00237	Prad.g_01813
OG0000427	Prbm.g_00238	Prad.g_01812
OG0000428	Prbm.g_00240	Prad.g_01810
OG0000429	Prbm.g_00241	Prad.g_01809
OG0000430	Prbm.g_00242	Prad.g_01808
OG0000431	Prbm.g_00244	Prad.g_01806
OG0000432	Prbm.g_00248	Prad.g_01803
OG0000433	Prbm.g_00249	Prad.g_01802
OG0000434	Prbm.g_00250	Prad.g_01801
OG0000435	Prbm.g_00251	Prad.g_01800
OG0000436	Prbm.g_00256	Prad.g_01795
OG0000437	Prbm.g_00257	Prad.g_01794
OG0000438	Prbm.g_00258	Prad.g_01793
OG0000439	Prbm.g_00260	Prad.g_01791
OG0000440	Prbm.g_00261	Prad.g_01790
OG0000441	Prbm.g_00263	Prad.g_01787
OG0000442	Prbm.g_00264	Prad.g_01786
OG0000443	Prbm.g_00265	Prad.g_01785
OG0000444	Prbm.g_00270	Prad.g_01780
OG0000445	Prbm.g_00271	Prad.g_01779
OG0000446	Prbm.g_00272	Prad.g_01778
OG0000447	Prbm.g_00273	Prad.g_01777
OG0000448	Prbm.g_00274	Prad.g_01776
OG0000449	Prbm.g_00275	Prad.g_01775
OG0000450	Prbm.g_00276	Prad.g_01774
OG0000451	Prbm.g_00277	Prad.g_01773
OG0000452	Prbm.g_00280	Prad.g_01770
OG0000453	Prbm.g_00281	Prad.g_01769
OG0000454	Prbm.g_00282	Prad.g_01768
OG0000455	Prbm.g_00283	Prad.g_01767
OG0000456	Prbm.g_00284	Prad.g_01766
OG0000457	Prbm.g_00285	Prad.g_01765
OG0000458	Prbm.g_00286	Prad.g_01764
OG0000459	Prbm.g_00287	Prad.g_01763
OG0000460	Prbm.g_00295	Prad.g_01756
OG0000461	Prbm.g_00303	Prad.g_01749
OG0000462	Prbm.g_00305	Prad.g_01747
OG0000463	Prbm.g_00306	Prad.g_01746
OG0000464	Prbm.g_00307	Prad.g_01745
OG0000465	Prbm.g_00308	Prad.g_01744
OG0000466	Prbm.g_00309	Prad.g_01741
OG0000467	Prbm.g_00310	Prad.g_01740
OG0000468	Prbm.g_00312	Prad.g_01738
OG0000469	Prbm.g_00320	Prad.g_01729
OG0000470	Prbm.g_00322	Prad.g_01727
OG0000471	Prbm.g_00323	Prad.g_01726
OG0000472	Prbm.g_00324	Prad.g_01725
OG0000473	Prbm.g_00326	Prad.g_01723
OG0000474	Prbm.g_00327	Prad.g_01722
OG0000475	Prbm.g_00328	Prad.g_01721
OG0000476	Prbm.g_00330	Prad.g_01720
OG0000477	Prbm.g_00332	Prad.g_01716
OG0000478	Prbm.g_00333	Prad.g_01715
OG0000479	Prbm.g_00334	Prad.g_01714
OG0000480	Prbm.g_00339	Prad.g_01709
OG0000481	Prbm.g_00341	Prad.g_01707
OG0000482	Prbm.g_00342	Prad.g_01706
OG0000483	Prbm.g_00345	Prad.g_01703
OG0000484	Prbm.g_00346	Prad.g_01702
OG0000485	Prbm.g_00347	Prad.g_01701
OG0000486	Prbm.g_00348	Prad.g_01700
OG0000487	Prbm.g_00351	Prad.g_01696
OG0000488	Prbm.g_00354	Prad.g_01693
OG0000489	Prbm.g_00359	Prad.g_01688
OG0000490	Prbm.g_00364	Prad.g_01683
OG0000491	Prbm.g_00365	Prad.g_01682
OG0000492	Prbm.g_00367	Prad.g_01680
OG0000493	Prbm.g_00368	Prad.g_01679
OG0000494	Prbm.g_00369	Prad.g_01678
OG0000495	Prbm.g_00370	Prad.g_01677
OG0000496	Prbm.g_00371	Prad.g_01676
OG0000497	Prbm.g_00372	Prad.g_01675
OG0000498	Prbm.g_00373	Prad.g_01674
OG0000499	Prbm.g_00374	Prad.g_01673
OG0000500	Prbm.g_00375	Prad.g_01672
OG0000501	Prbm.g_00376	Prad.g_01670
OG0000502	Prbm.g_00379	Prad.g_01667
OG0000503	Prbm.g_00400	Prad.g_01657
OG0000504	Prbm.g_00402	Prad.g_01656
OG0000505	Prbm.g_00403	Prad.g_01655
OG0000506	Prbm.g_00404	Prad.g_01653
OG0000507	Prbm.g_00407	Prad.g_01650
OG0000508	Prbm.g_00410	Prad.g_01646
OG0000509	Prbm.g_00412	Prad.g_01644
OG0000510	Prbm.g_00413	Prad.g_01643
OG0000511	Prbm.g_00414	Prad.g_01642
OG0000512	Prbm.g_00416	Prad.g_00760
OG0000513	Prbm.g_00426	Prad.g_00753
OG0000514	Prbm.g_00440	Prad.g_00671
OG0000515	Prbm.g_00441	Prad.g_00670
OG0000516	Prbm.g_00442	Prad.g_00669
OG0000517	Prbm.g_00445	Prad.g_00667
OG0000518	Prbm.g_00456	Prad.g_00061
OG0000519	Prbm.g_00457	Prad.g_00060
OG0000520	Prbm.g_00458	Prad.g_00059
OG0000521	Prbm.g_00480	Prad.g_00054
OG0000522	Prbm.g_00482	Prad.g_00052
OG0000523	Prbm.g_00483	Prad.g_00051
OG0000524	Prbm.g_00490	Prad.g_00045
OG0000525	Prbm.g_00494	Prad.g_00042
OG0000526	Prbm.g_00495	Prad.g_00041
OG0000527	Prbm.g_00498	Prad.g_00034
OG0000528	Prbm.g_00504	Prad.g_00029
OG0000529	Prbm.g_00507	Prad.g_00026
OG0000530	Prbm.g_00510	Prad.g_00023
OG0000531	Prbm.g_00511	Prad.g_00022
OG0000532	Prbm.g_00512	Prad.g_00020
OG0000533	Prbm.g_00513	Prad.g_00019
OG0000534	Prbm.g_00514	Prad.g_00018
OG0000535	Prbm.g_00515	Prad.g_00017
OG0000536	Prbm.g_00516	Prad.g_00016
OG0000537	Prbm.g_00517	Prad.g_00015
OG0000538	Prbm.g_00534	Prad.g_00129
OG0000539	Prbm.g_00535	Prad.g_00128
