Orthogroup	Prbm	Prbi
OG0000205	Prbm.g_00262	Prbi.g_00226
OG0000206	Prbm.g_00266	Prbi.g_00231
OG0000207	Prbm.g_00268	Prbi.g_00233
OG0000208	Prbm.g_00269	Prbi.g_00234
OG0000209	Prbm.g_00278	Prbi.g_00243
OG0000210	Prbm.g_00279	Prbi.g_00244
OG0000211	Prbm.g_00293	Prbi.g_00257
OG0000212	Prbm.g_00301	Prbi.g_00264
OG0000213	Prbm.g_00317	Prbi.g_00281
OG0000214	Prbm.g_00325	Prbi.g_00291
OG0000215	Prbm.g_00349	Prbi.g_00316
OG0000216	Prbm.g_00350	Prbi.g_00318
OG0000217	Prbm.g_00353	Prbi.g_00321
OG0000218	Prbm.g_00355	Prbi.g_00323
OG0000219	Prbm.g_00356	Prbi.g_00324
OG0000220	Prbm.g_00357	Prbi.g_00325
OG0000221	Prbm.g_00358	Prbi.g_00326
OG0000222	Prbm.g_00366	Prbi.g_00334
OG0000223	Prbm.g_00378	Prbi.g_00347
OG0000224	Prbm.g_00380	Prbi.g_00349
OG0000225	Prbm.g_00411	Prbi.g_00370
OG0000226	Prbm.g_00415	Prbi.g_00374
OG0000227	Prbm.g_00417	Prbi.g_00376
OG0000228	Prbm.g_00422	Prbi.g_00379
OG0000229	Prbm.g_00446	Prbi.g_00437
OG0000230	Prbm.g_00448	Prbi.g_00439
OG0000231	Prbm.g_00459	Prbi.g_00450
OG0000232	Prbm.g_00484	Prbi.g_00459
OG0000233	Prbm.g_00492	Prbi.g_00465
OG0000234	Prbm.g_00501	Prbi.g_00479
OG0000235	Prbm.g_00505	Prbi.g_00482
OG0000236	Prbm.g_00518	Prbi.g_00496
OG0000237	Prbm.g_00540	Prbi.g_00509
OG0000238	Prbm.g_00546	Prbi.g_00515
OG0000239	Prbm.g_00558	Prbi.g_00528
OG0000240	Prbm.g_00559	Prbi.g_00529
OG0000241	Prbm.g_00563	Prbi.g_00533
OG0000242	Prbm.g_00565	Prbi.g_00535
OG0000243	Prbm.g_00576	Prbi.g_00546
OG0000244	Prbm.g_00579	Prbi.g_00549
OG0000245	Prbm.g_00581	Prbi.g_00551
OG0000246	Prbm.g_00585	Prbi.g_00555
OG0000247	Prbm.g_00595	Prbi.g_00565
OG0000248	Prbm.g_00597	Prbi.g_00567
OG0000249	Prbm.g_00599	Prbi.g_00569
OG0000250	Prbm.g_00604	Prbi.g_00574
OG0000251	Prbm.g_00620	Prbi.g_00593
OG0000252	Prbm.g_00623	Prbi.g_00596
OG0000253	Prbm.g_00625	Prbi.g_00597
OG0000254	Prbm.g_00642	Prbi.g_00613
OG0000255	Prbm.g_00648	Prbi.g_00619
OG0000256	Prbm.g_00658	Prbi.g_00629
OG0000257	Prbm.g_00661	Prbi.g_00632
OG0000258	Prbm.g_00674	Prbi.g_00646
OG0000259	Prbm.g_00691	Prbi.g_00663
OG0000260	Prbm.g_00694	Prbi.g_00666
OG0000261	Prbm.g_00697	Prbi.g_00668
OG0000262	Prbm.g_00702	Prbi.g_00672
OG0000263	Prbm.g_00716	Prbi.g_00684
OG0000264	Prbm.g_00728	Prbi.g_00694
OG0000265	Prbm.g_00742	Prbi.g_00745
OG0000266	Prbm.g_00752	Prbi.g_00755
OG0000267	Prbm.g_00765	Prbi.g_00766
OG0000268	Prbm.g_00766	Prbi.g_00767
OG0000269	Prbm.g_00809	Prbi.g_00842
OG0000270	Prbm.g_00812	Prbi.g_00845
OG0000271	Prbm.g_00820	Prbi.g_00853
OG0000272	Prbm.g_00821	Prbi.g_00854
OG0000273	Prbm.g_00845	Prbi.g_00877
OG0000274	Prbm.g_00846	Prbi.g_00878
OG0000275	Prbm.g_00848	Prbi.g_00881
OG0000276	Prbm.g_00854	Prbi.g_00886
OG0000277	Prbm.g_00855	Prbi.g_00887
OG0000278	Prbm.g_00858	Prbi.g_00890
OG0000279	Prbm.g_00865	Prbi.g_00897
OG0000281	Prbm.g_00871	Prbi.g_00903
OG0000282	Prbm.g_00931	Prbi.g_00953
OG0000283	Prbm.g_00962	Prbi.g_00986
OG0000284	Prbm.g_00967	Prbi.g_00991
OG0000285	Prbm.g_00972	Prbi.g_00996
OG0000286	Prbm.g_00987	Prbi.g_01008
OG0000287	Prbm.g_00102	Prbi.g_01025
OG0000288	Prbm.g_01034	Prbi.g_01059
OG0000289	Prbm.g_01045	Prbi.g_01070
OG0000290	Prbm.g_01061	Prbi.g_01083
OG0000291	Prbm.g_01063	Prbi.g_01085
OG0000292	Prbm.g_01210	Prbi.g_01136
OG0000293	Prbm.g_01559	Prbi.g_01198
OG0000294	Prbm.g_01558	Prbi.g_01199
OG0000295	Prbm.g_01534	Prbi.g_01219
OG0000296	Prbm.g_01532	Prbi.g_01221
OG0000297	Prbm.g_01524	Prbi.g_01229
OG0000298	Prbm.g_01523	Prbi.g_01230
OG0000299	Prbm.g_01503	Prbi.g_01247
OG0000300	Prbm.g_01500	Prbi.g_01250
OG0000301	Prbm.g_01499	Prbi.g_01251
OG0000302	Prbm.g_01497	Prbi.g_01253
OG0000303	Prbm.g_01492	Prbi.g_01260
OG0000304	Prbm.g_01489	Prbi.g_01264
OG0000305	Prbm.g_01812	Prbi.g_01431
OG0000306	Prbm.g_00875	Prbi.g_01434
OG0000307	Prbm.g_01669	Prbi.g_01448
OG0000308	Prbm.g_01670	Prbi.g_01449
OG0000309	Prbm.g_01674	Prbi.g_01453
OG0000310	Prbm.g_01694	Prbi.g_01574
OG0000311	Prbm.g_01696	Prbi.g_01576
OG0000312	Prbm.g_01699	Prbi.g_01579
OG0000313	Prbm.g_01714	Prbi.g_01595
OG0000314	Prbm.g_01735	Prbi.g_01617
OG0000315	Prbm.g_01745	Prbi.g_01627
OG0000316	Prbm.g_01770	Prbi.g_01647
OG0000317	Prbm.g_01839	Prbi.g_01785
OG0000318	Prbm.g_01842	Prbi.g_01788
OG0000319	Prbm.g_01853	Prbi.g_01801
OG0000320	Prbm.g_01855	Prbi.g_01803
OG0000321	Prbm.g_01856	Prbi.g_01804
OG0000322	Prbm.g_01857	Prbi.g_01805
OG0000323	Prbm.g_01866	Prbi.g_01814
OG0000324	Prbm.g_01893	Prbi.g_01840
OG0000325	Prbm.g_01950	Prbi.g_01849
OG0000326	Prbm.g_01956	Prbi.g_01855
OG0000327	Prbm.g_01991	Prbi.g_01897
OG0000328	Prbm.g_01992	Prbi.g_01898
OG0000329	Prbm.g_02009	Prbi.g_01915
OG0000330	Prbm.g_02010	Prbi.g_01916
OG0000331	Prbm.g_02011	Prbi.g_01917
OG0000332	Prbm.g_02025	Prbi.g_01931
OG0000333	Prbm.g_02027	Prbi.g_01933
OG0000334	Prbm.g_02036	Prbi.g_01941
OG0000335	Prbm.g_02041	Prbi.g_01946
OG0000336	Prbm.g_02045	Prbi.g_01950
OG0000337	Prbm.g_02064	Prbi.g_01966
OG0000338	Prbm.g_02065	Prbi.g_01967
OG0000339	Prbm.g_02070	Prbi.g_01971
OG0000340	Prbm.g_02079	Prbi.g_01979
OG0000341	Prbm.g_02081	Prbi.g_01981
OG0000342	Prbm.g_02082	Prbi.g_01982
OG0000343	Prbm.g_02083	Prbi.g_01983
OG0000344	Prbm.g_02086	Prbi.g_01986
OG0000345	Prbm.g_02091	Prbi.g_01991
OG0000346	Prbm.g_02095	Prbi.g_01995
OG0000347	Prbm.g_02114	Prbi.g_02011
OG0000348	Prbm.g_02149	Prbi.g_02033
OG0000349	Prbm.g_02167	Prbi.g_02050
OG0000350	Prbm.g_02188	Prbi.g_02069
OG0000351	Prbm.g_02212	Prbi.g_02086
OG0000352	Prbm.g_02213	Prbi.g_02087
OG0000353	Prbm.g_02232	Prbi.g_02102
OG0000355	Prbm.g_00001	Prbi.g_00001
OG0000356	Prbm.g_00002	Prbi.g_00002
OG0000357	Prbm.g_00003	Prbi.g_00003
OG0000358	Prbm.g_00007	Prbi.g_00007
OG0000359	Prbm.g_00008	Prbi.g_00008
OG0000360	Prbm.g_00009	Prbi.g_00009
OG0000361	Prbm.g_00010	Prbi.g_00010
OG0000362	Prbm.g_00012	Prbi.g_00012
OG0000363	Prbm.g_00014	Prbi.g_00014
OG0000364	Prbm.g_00015	Prbi.g_00015
OG0000365	Prbm.g_00020	Prbi.g_00020
OG0000366	Prbm.g_00021	Prbi.g_00021
OG0000367	Prbm.g_00022	Prbi.g_00022
OG0000368	Prbm.g_00024	Prbi.g_00024
OG0000369	Prbm.g_00025	Prbi.g_00025
OG0000370	Prbm.g_00026	Prbi.g_00026
OG0000371	Prbm.g_00032	Prbi.g_00032
OG0000372	Prbm.g_00033	Prbi.g_00035
OG0000373	Prbm.g_00034	Prbi.g_00036
OG0000374	Prbm.g_00035	Prbi.g_00037
OG0000375	Prbm.g_00049	Prbi.g_00049
OG0000376	Prbm.g_00051	Prbi.g_00051
OG0000377	Prbm.g_00054	Prbi.g_00056
OG0000378	Prbm.g_00056	Prbi.g_00058
OG0000379	Prbm.g_00059	Prbi.g_00061
OG0000380	Prbm.g_00123	Prbi.g_00073
OG0000381	Prbm.g_00127	Prbi.g_00077
OG0000382	Prbm.g_00138	Prbi.g_00088
OG0000383	Prbm.g_00140	Prbi.g_00090
OG0000384	Prbm.g_00141	Prbi.g_00091
OG0000385	Prbm.g_00142	Prbi.g_00092
OG0000386	Prbm.g_00143	Prbi.g_00093
OG0000387	Prbm.g_00156	Prbi.g_00106
OG0000388	Prbm.g_00160	Prbi.g_00109
OG0000389	Prbm.g_00163	Prbi.g_00113
OG0000390	Prbm.g_00172	Prbi.g_00120
OG0000391	Prbm.g_00176	Prbi.g_00124
OG0000392	Prbm.g_00179	Prbi.g_00128
OG0000393	Prbm.g_00182	Prbi.g_00130
OG0000394	Prbm.g_00183	Prbi.g_00131
OG0000395	Prbm.g_00184	Prbi.g_00132
OG0000396	Prbm.g_00187	Prbi.g_00135
OG0000397	Prbm.g_00189	Prbi.g_00137
OG0000398	Prbm.g_00192	Prbi.g_00139
OG0000399	Prbm.g_00193	Prbi.g_00140
OG0000400	Prbm.g_00194	Prbi.g_00141
OG0000401	Prbm.g_00195	Prbi.g_00142
OG0000402	Prbm.g_01096	Prbi.g_00144
OG0000403	Prbm.g_00196	Prbi.g_00145
OG0000404	Prbm.g_00197	Prbi.g_00146
OG0000405	Prbm.g_00202	Prbi.g_00150
OG0000406	Prbm.g_00206	Prbi.g_00171
OG0000407	Prbm.g_00207	Prbi.g_00172
OG0000408	Prbm.g_00209	Prbi.g_00174
OG0000409	Prbm.g_00211	Prbi.g_00176
OG0000410	Prbm.g_00212	Prbi.g_00177
OG0000411	Prbm.g_00213	Prbi.g_00178
OG0000412	Prbm.g_00214	Prbi.g_00179
OG0000413	Prbm.g_00215	Prbi.g_00180
OG0000414	Prbm.g_00216	Prbi.g_00181
OG0000415	Prbm.g_00217	Prbi.g_00182
OG0000416	Prbm.g_00218	Prbi.g_00183
OG0000417	Prbm.g_00219	Prbi.g_00184
OG0000418	Prbm.g_00224	Prbi.g_00189
OG0000419	Prbm.g_00226	Prbi.g_00191
OG0000420	Prbm.g_00227	Prbi.g_00192
OG0000421	Prbm.g_00232	Prbi.g_00197
OG0000422	Prbm.g_00233	Prbi.g_00198
OG0000423	Prbm.g_00234	Prbi.g_00199
OG0000424	Prbm.g_00235	Prbi.g_00200
OG0000425	Prbm.g_00236	Prbi.g_00201
OG0000426	Prbm.g_00237	Prbi.g_00202
OG0000427	Prbm.g_00238	Prbi.g_00203
OG0000428	Prbm.g_00240	Prbi.g_00205
OG0000429	Prbm.g_00241	Prbi.g_00206
OG0000430	Prbm.g_00242	Prbi.g_00207
OG0000431	Prbm.g_00244	Prbi.g_00209
OG0000432	Prbm.g_00248	Prbi.g_00212
OG0000433	Prbm.g_00249	Prbi.g_00213
OG0000434	Prbm.g_00250	Prbi.g_00214
OG0000435	Prbm.g_00251	Prbi.g_00215
OG0000436	Prbm.g_00256	Prbi.g_00220
OG0000437	Prbm.g_00257	Prbi.g_00221
OG0000438	Prbm.g_00258	Prbi.g_00222
OG0000439	Prbm.g_00260	Prbi.g_00224
OG0000440	Prbm.g_00261	Prbi.g_00225
OG0000441	Prbm.g_00263	Prbi.g_00228
OG0000442	Prbm.g_00264	Prbi.g_00229
OG0000443	Prbm.g_00265	Prbi.g_00230
OG0000444	Prbm.g_00270	Prbi.g_00235
OG0000445	Prbm.g_00271	Prbi.g_00236
OG0000446	Prbm.g_00272	Prbi.g_00237
OG0000447	Prbm.g_00273	Prbi.g_00238
OG0000448	Prbm.g_00274	Prbi.g_00239
OG0000449	Prbm.g_00275	Prbi.g_00240
OG0000450	Prbm.g_00276	Prbi.g_00241
OG0000451	Prbm.g_00277	Prbi.g_00242
OG0000452	Prbm.g_00280	Prbi.g_00245
OG0000453	Prbm.g_00281	Prbi.g_00246
OG0000454	Prbm.g_00282	Prbi.g_00247
OG0000455	Prbm.g_00283	Prbi.g_00248
OG0000456	Prbm.g_00284	Prbi.g_00249
OG0000457	Prbm.g_00285	Prbi.g_00250
OG0000458	Prbm.g_00286	Prbi.g_00251
OG0000459	Prbm.g_00287	Prbi.g_00252
OG0000460	Prbm.g_00295	Prbi.g_00259
OG0000461	Prbm.g_00303	Prbi.g_00266
OG0000462	Prbm.g_00305	Prbi.g_00268
OG0000463	Prbm.g_00306	Prbi.g_00269
OG0000464	Prbm.g_00307	Prbi.g_00270
OG0000465	Prbm.g_00308	Prbi.g_00271
OG0000466	Prbm.g_00309	Prbi.g_00274
OG0000467	Prbm.g_00310	Prbi.g_00275
OG0000468	Prbm.g_00312	Prbi.g_00277
OG0000469	Prbm.g_00320	Prbi.g_00286
OG0000470	Prbm.g_00322	Prbi.g_00288
OG0000471	Prbm.g_00323	Prbi.g_00289
OG0000472	Prbm.g_00324	Prbi.g_00290
OG0000473	Prbm.g_00326	Prbi.g_00292
OG0000474	Prbm.g_00327	Prbi.g_00293
OG0000475	Prbm.g_00328	Prbi.g_00294
OG0000476	Prbm.g_00330	Prbi.g_00295
OG0000477	Prbm.g_00332	Prbi.g_00299
OG0000478	Prbm.g_00333	Prbi.g_00300
OG0000479	Prbm.g_00334	Prbi.g_00301
OG0000480	Prbm.g_00339	Prbi.g_00306
OG0000481	Prbm.g_00341	Prbi.g_00308
OG0000482	Prbm.g_00342	Prbi.g_00309
OG0000483	Prbm.g_00345	Prbi.g_00312
OG0000484	Prbm.g_00346	Prbi.g_00313
OG0000485	Prbm.g_00347	Prbi.g_00314
OG0000486	Prbm.g_00348	Prbi.g_00315
OG0000487	Prbm.g_00351	Prbi.g_00319
OG0000488	Prbm.g_00354	Prbi.g_00322
OG0000489	Prbm.g_00359	Prbi.g_00327
OG0000490	Prbm.g_00364	Prbi.g_00332
OG0000491	Prbm.g_00365	Prbi.g_00333
OG0000492	Prbm.g_00367	Prbi.g_00335
OG0000493	Prbm.g_00368	Prbi.g_00336
OG0000494	Prbm.g_00369	Prbi.g_00337
OG0000495	Prbm.g_00370	Prbi.g_00338
OG0000496	Prbm.g_00371	Prbi.g_00339
OG0000497	Prbm.g_00372	Prbi.g_00340
OG0000498	Prbm.g_00373	Prbi.g_00341
OG0000499	Prbm.g_00374	Prbi.g_00342
OG0000500	Prbm.g_00375	Prbi.g_00343
OG0000501	Prbm.g_00376	Prbi.g_00345
OG0000502	Prbm.g_00379	Prbi.g_00348
OG0000503	Prbm.g_00400	Prbi.g_00358
OG0000504	Prbm.g_00402	Prbi.g_00359
OG0000505	Prbm.g_00403	Prbi.g_00360
OG0000506	Prbm.g_00404	Prbi.g_00362
OG0000507	Prbm.g_00407	Prbi.g_00365
OG0000508	Prbm.g_00410	Prbi.g_00369
OG0000509	Prbm.g_00412	Prbi.g_00371
OG0000510	Prbm.g_00413	Prbi.g_00372
OG0000511	Prbm.g_00414	Prbi.g_00373
OG0000512	Prbm.g_00416	Prbi.g_00375
OG0000513	Prbm.g_00426	Prbi.g_00382
OG0000514	Prbm.g_00440	Prbi.g_00432
OG0000515	Prbm.g_00441	Prbi.g_00433
OG0000516	Prbm.g_00442	Prbi.g_00434
