Orthogroup	Syag	Syar
OG0000146	Syag.g_00800	Syar.g_02549
OG0000147	Syag.g_00799	Syar.g_02550
OG0000148	Syag.g_00693	Syar.g_02658
OG0000149	Syag.g_00731	Syar.g_01830, Syar.g_03289, Syar.g_03288
OG0000150	Syag.g_00352	Syar.g_02130
OG0000151	Syag.g_00623	Syar.g_02038
OG0000152	Syag.g_00810	Syar.g_02539
OG0000153	Syag.g_00845	Syar.g_03283, Syar.g_02503
OG0000154	Syag.g_00870	Syar.g_01800
OG0000155	Syag.g_01107	Syar.g_01959
OG0000156	Syag.g_01166	Syar.g_01517
OG0000157	Syag.g_01167	Syar.g_01516
OG0000158	Syag.g_02422	Syar.g_00650
OG0000159	Syag.g_02425	Syar.g_02762
OG0000160	Syag.g_01415	Syar.g_02807
OG0000161	Syag.g_01409	Syar.g_02801
OG0000162	Syag.g_01402	Syar.g_02863
OG0000163	Syag.g_00706	Syar.g_00639
OG0000163	Syag.g_01618	Syar.g_01186
OG0000164	Syag.g_01725	Syar.g_03168, Syar.g_02969
OG0000165	Syag.g_01733	Syar.g_02976
OG0000166	Syag.g_02733	Syar.g_01034
OG0000167	Syag.g_02437	Syar.g_00662
OG0000168	Syag.g_02417	Syar.g_00246
OG0000169	Syag.g_02405	Syar.g_00262
OG0000170	Syag.g_02398	Syar.g_00613
OG0000171	Syag.g_02368	Syar.g_00587
OG0000172	Syag.g_02360	Syar.g_00547
OG0000173	Syag.g_02337	Syar.g_00528
OG0000174	Syag.g_02175	Syar.g_00701
OG0000175	Syag.g_02240	Syar.g_00438
OG0000176	Syag.g_02276	Syar.g_00474
OG0000177	Syag.g_02277	Syar.g_00475
OG0000178	Syag.g_02278	Syar.g_00476
OG0000179	Syag.g_02293	Syar.g_00489
OG0000180	Syag.g_02294	Syar.g_00490
OG0000181	Syag.g_02295	Syar.g_00491
OG0000182	Syag.g_02296	Syar.g_00492
OG0000183	Syag.g_02300	Syar.g_00496
OG0000184	Syag.g_02110	Syar.g_00897
OG0000185	Syag.g_02092	Syar.g_00909
OG0000186	Syag.g_01815	Syar.g_03036
OG0000187	Syag.g_01816	Syar.g_03038
OG0000188	Syag.g_01839	Syar.g_03058
OG0000189	Syag.g_01872	Syar.g_03104
OG0000190	Syag.g_01874	Syar.g_03107, Syar.g_02374
OG0000191	Syag.g_01909	Syar.g_00039
OG0000192	Syag.g_01915	Syar.g_00046
OG0000193	Syag.g_01952	Syar.g_00079
OG0000194	Syag.g_01955	Syar.g_00082
OG0000195	Syag.g_01957	Syar.g_00023, Syar.g_00084
OG0000196	Syag.g_01968	Syar.g_00096
OG0000197	Syag.g_01969	Syar.g_00097
OG0000198	Syag.g_00108, Syag.g_01971	Syar.g_00098
OG0000199	Syag.g_01979	Syar.g_00106
OG0000200	Syag.g_01996	Syar.g_00124
OG0000201	Syag.g_02023	Syar.g_01000
OG0000202	Syag.g_02024	Syar.g_00998, Syar.g_00021
OG0000203	Syag.g_02025	Syar.g_00020, Syar.g_00997
OG0000204	Syag.g_02020, Syag.g_02026	Syar.g_00996
OG0000205	Syag.g_02035	Syar.g_00988
OG0000206	Syag.g_02047	Syar.g_00963
OG0000207	Syag.g_02051	Syar.g_00957
OG0000208	Syag.g_02052	Syar.g_00956
OG0000209	Syag.g_02069	Syar.g_00936, Syar.g_03261
OG0000210	Syag.g_02070	Syar.g_00935, Syar.g_03260
OG0000211	Syag.g_01788	Syar.g_03026
OG0000212	Syag.g_01777	Syar.g_03017
OG0000213	Syag.g_02632	Syar.g_00187
OG0000214	Syag.g_02615	Syar.g_00209
OG0000215	Syag.g_02584	Syar.g_00239
OG0000216	Syag.g_02580	Syar.g_00244
OG0000217	Syag.g_02576	Syar.g_00854
OG0000218	Syag.g_02574	Syar.g_00852
OG0000219	Syag.g_02573	Syar.g_00851
OG0000220	Syag.g_02572	Syar.g_00850, Syar.g_02026
OG0000221	Syag.g_02566	Syar.g_00834
OG0000222	Syag.g_02550	Syar.g_02119, Syar.g_00728
OG0000223	Syag.g_02475	Syar.g_00649
OG0000224	Syag.g_02471	Syar.g_00273
OG0000225	Syag.g_02861	Syar.g_01142
OG0000226	Syag.g_02865	Syar.g_01146
OG0000227	Syag.g_02867	Syar.g_01148
OG0000228	Syag.g_00004	Syar.g_01161
OG0000229	Syag.g_00033	Syar.g_01177, Syar.g_03273
OG0000230	Syag.g_00035	Syar.g_01179
OG0000231	Syag.g_00048	Syar.g_02865, Syar.g_03151
OG0000232	Syag.g_00059	Syar.g_01424
OG0000233	Syag.g_01330	Syar.g_01247
OG0000234	Syag.g_01358	Syar.g_01275
OG0000235	Syag.g_01529	Syar.g_01468
OG0000236	Syag.g_01513	Syar.g_03311, Syar.g_01484
OG0000237	Syag.g_01495	Syar.g_01503
OG0000238	Syag.g_01490	Syar.g_01508
OG0000239	Syag.g_01472	Syar.g_03277, Syar.g_02687
OG0000240	Syag.g_01471	Syar.g_03278, Syar.g_02686
OG0000241	Syag.g_00396	Syar.g_02410
OG0000242	Syag.g_01456	Syar.g_01926
OG0000243	Syag.g_00255	Syar.g_02335
OG0000244	Syag.g_00268	Syar.g_02327
OG0000245	Syag.g_00270	Syar.g_02325, Syar.g_03238
OG0000246	Syag.g_00274	Syar.g_02321
OG0000247	Syag.g_00286	Syar.g_02310
OG0000248	Syag.g_00289	Syar.g_02307, Syar.g_03293
OG0000249	Syag.g_00291	Syar.g_02305
OG0000250	Syag.g_00299	Syar.g_02299, Syar.g_03194
OG0000251	Syag.g_00328	Syar.g_03207, Syar.g_02194
OG0000252	Syag.g_00331	Syar.g_02189, Syar.g_03263
OG0000253	Syag.g_00333	Syar.g_02028
OG0000254	Syag.g_00356	Syar.g_02169
OG0000255	Syag.g_00369	Syar.g_00011
OG0000256	Syag.g_00385	Syar.g_02244
OG0000257	Syag.g_00395	Syar.g_02407, Syar.g_01762
OG0000258	Syag.g_00423	Syar.g_02427, Syar.g_00010
OG0000259	Syag.g_00560	Syar.g_02472
OG0000260	Syag.g_00570	Syar.g_03220
OG0000261	Syag.g_00581	Syar.g_01916
OG0000262	Syag.g_00586	Syar.g_01690
OG0000263	Syag.g_01079	Syar.g_01991
OG0000264	Syag.g_01011	Syar.g_02135
OG0000266	Syag.g_00907	Syar.g_01570
OG0000267	Syag.g_00762	Syar.g_01873
OG0000268	Syag.g_00763	Syar.g_02589
OG0000269	Syag.g_00662	Syar.g_02634
OG0000270	Syag.g_00665	Syar.g_00744, Syar.g_02637
OG0000271	Syag.g_00673	Syar.g_02645
OG0000273	Syag.g_00713	Syar.g_02481
OG0000274	Syag.g_00714	Syar.g_02482
OG0000275	Syag.g_00717	Syar.g_01810
OG0000276	Syag.g_00723	Syar.g_01817
OG0000277	Syag.g_00724	Syar.g_01818, Syar.g_03242
OG0000278	Syag.g_00727	Syar.g_01821
OG0000279	Syag.g_00735	Syar.g_01838
OG0000280	Syag.g_00741	Syar.g_02067, Syar.g_00734
OG0000281	Syag.g_00572	Syar.g_02218
OG0000282	Syag.g_00611	Syar.g_01614, Syar.g_03255
OG0000283	Syag.g_00775	Syar.g_02574
OG0000284	Syag.g_00780	Syar.g_03258, Syar.g_02568
OG0000285	Syag.g_00791	Syar.g_02560
OG0000286	Syag.g_00809	Syar.g_02540
OG0000287	Syag.g_00838	Syar.g_02512
OG0000288	Syag.g_00869	Syar.g_01801
OG0000289	Syag.g_00884	Syar.g_01786
OG0000290	Syag.g_00970	Syar.g_01928
OG0000291	Syag.g_00972	Syar.g_01930
OG0000292	Syag.g_02265	Syar.g_00463
OG0000293	Syag.g_01155	Syar.g_03297, Syar.g_01526
OG0000294	Syag.g_01154	Syar.g_01527, Syar.g_03296
OG0000295	Syag.g_01115	Syar.g_01951, Syar.g_03208
OG0000296	Syag.g_01113	Syar.g_01953
OG0000297	Syag.g_01099	Syar.g_01967
OG0000298	Syag.g_01098	Syar.g_01968
OG0000299	Syag.g_01067	Syar.g_01704
OG0000300	Syag.g_01062	Syar.g_01711
OG0000301	Syag.g_01061	Syar.g_01712
OG0000302	Syag.g_01060	Syar.g_01713
OG0000303	Syag.g_01048	Syar.g_01723
OG0000304	Syag.g_01041	Syar.g_01728
OG0000305	Syag.g_00977	Syar.g_01933, Syar.g_03163
OG0000306	Syag.g_00460	Syar.g_01884
OG0000307	Syag.g_01546	Syar.g_01452, Syar.g_03153
OG0000308	Syag.g_01548	Syar.g_01450
OG0000309	Syag.g_01553	Syar.g_01239
OG0000310	Syag.g_01291	Syar.g_02826
OG0000311	Syag.g_01300	Syar.g_02823
OG0000312	Syag.g_01434	Syar.g_00015, Syar.g_02818
OG0000313	Syag.g_00966, Syag.g_01412	Syar.g_02804
OG0000314	Syag.g_01380	Syar.g_01403
OG0000315	Syag.g_01369	Syar.g_01393
OG0000316	Syag.g_01641	Syar.g_02885
OG0000317	Syag.g_01684	Syar.g_02926
OG0000318	Syag.g_01688	Syar.g_02930
OG0000319	Syag.g_01710	Syar.g_02954
OG0000320	Syag.g_01712	Syar.g_02956
OG0000321	Syag.g_01713	Syar.g_02957
OG0000322	Syag.g_01714	Syar.g_02958
OG0000323	Syag.g_01728	Syar.g_02973
OG0000324	Syag.g_01757	Syar.g_00350, Syar.g_03001
OG0000325	Syag.g_02690	Syar.g_03291, Syar.g_00148
OG0000326	Syag.g_02698	Syar.g_00139, Syar.g_03134
OG0000327	Syag.g_02728	Syar.g_01029
OG0000328	Syag.g_02729	Syar.g_01030
OG0000329	Syag.g_02747	Syar.g_03189, Syar.g_01048
OG0000330	Syag.g_02748	Syar.g_01049
OG0000331	Syag.g_02749	Syar.g_03191
OG0000332	Syag.g_02764	Syar.g_01064, Syar.g_03299
OG0000333	Syag.g_02767	Syar.g_01067
OG0000334	Syag.g_02777	Syar.g_01076
OG0000335	Syag.g_02782	Syar.g_01080
OG0000336	Syag.g_02786	Syar.g_01084
OG0000337	Syag.g_02445	Syar.g_00285
OG0000338	Syag.g_02440	Syar.g_03225, Syar.g_00287
OG0000340	Syag.g_02416	Syar.g_00247
OG0000341	Syag.g_02414	Syar.g_00249
OG0000342	Syag.g_02413	Syar.g_00250
OG0000343	Syag.g_02411	Syar.g_00256
OG0000344	Syag.g_02407	Syar.g_00260
OG0000345	Syag.g_02397	Syar.g_00612
OG0000346	Syag.g_02392	Syar.g_00607
OG0000347	Syag.g_02366	Syar.g_00558
OG0000348	Syag.g_02357	Syar.g_00544
OG0000349	Syag.g_02330	Syar.g_00521
OG0000350	Syag.g_02705	Syar.g_00132
OG0000351	Syag.g_02244	Syar.g_00442
OG0000352	Syag.g_02245	Syar.g_00443
OG0000353	Syag.g_02271	Syar.g_00469
OG0000354	Syag.g_01484	Syar.g_01514
OG0000354	Syag.g_02291	Syar.g_00487
OG0000355	Syag.g_02273	Syar.g_00471
OG0000356	Syag.g_02274	Syar.g_00472
OG0000357	Syag.g_02275	Syar.g_00473
OG0000358	Syag.g_02279	Syar.g_00477
OG0000359	Syag.g_02281	Syar.g_00479
OG0000360	Syag.g_02282	Syar.g_00480
OG0000361	Syag.g_02283	Syar.g_00481
OG0000362	Syag.g_02285	Syar.g_00483
OG0000363	Syag.g_02287	Syar.g_00484
OG0000364	Syag.g_02288	Syar.g_02928
OG0000365	Syag.g_02297	Syar.g_00493
OG0000366	Syag.g_02298	Syar.g_00494
OG0000367	Syag.g_02299	Syar.g_03262, Syar.g_00495
OG0000368	Syag.g_02301	Syar.g_00497
OG0000369	Syag.g_02302	Syar.g_00498
OG0000370	Syag.g_02303	Syar.g_00499
OG0000371	Syag.g_02312	Syar.g_00508
OG0000372	Syag.g_02317	Syar.g_00514
OG0000373	Syag.g_02318	Syar.g_00515
OG0000374	Syag.g_02319	Syar.g_00516
OG0000375	Syag.g_02326	Syar.g_00517
OG0000376	Syag.g_02328	Syar.g_00519
OG0000377	Syag.g_02119	Syar.g_00322
OG0000378	Syag.g_02099	Syar.g_00905
OG0000379	Syag.g_02091	Syar.g_00910
OG0000380	Syag.g_01817	Syar.g_03039
OG0000381	Syag.g_01820	Syar.g_03041
OG0000382	Syag.g_01838	Syar.g_03057
OG0000383	Syag.g_01843	Syar.g_03074
OG0000384	Syag.g_01844	Syar.g_03075
OG0000385	Syag.g_01845	Syar.g_03076
OG0000386	Syag.g_01846	Syar.g_03077
OG0000387	Syag.g_01876	Syar.g_03109
OG0000388	Syag.g_01880	Syar.g_03148, Syar.g_03113
OG0000389	Syag.g_01884	Syar.g_03118
OG0000390	Syag.g_01903	Syar.g_00033
OG0000391	Syag.g_01908	Syar.g_00038
OG0000392	Syag.g_01914	Syar.g_00045
OG0000393	Syag.g_01917	Syar.g_00048
OG0000394	Syag.g_01918	Syar.g_00049
OG0000395	Syag.g_01919	Syar.g_00050
OG0000396	Syag.g_01922	Syar.g_00053
OG0000397	Syag.g_01924	Syar.g_00055
OG0000398	Syag.g_01929	Syar.g_00060
OG0000399	Syag.g_01930	Syar.g_00061
OG0000400	Syag.g_01931	Syar.g_00062
OG0000401	Syag.g_01932	Syar.g_00063
OG0000402	Syag.g_01934	Syar.g_00065
OG0000403	Syag.g_01935	Syar.g_00066
OG0000404	Syag.g_01937	Syar.g_00067
OG0000405	Syag.g_01949	Syar.g_00076
OG0000406	Syag.g_01953	Syar.g_00080
OG0000407	Syag.g_01954	Syar.g_00081
OG0000408	Syag.g_01956	Syar.g_00083
OG0000409	Syag.g_01958	Syar.g_00085
OG0000410	Syag.g_01959	Syar.g_00086
OG0000411	Syag.g_01960	Syar.g_00087
OG0000412	Syag.g_01961	Syar.g_00088
OG0000413	Syag.g_01963	Syar.g_00090
OG0000414	Syag.g_01964	Syar.g_00091, Syar.g_03179
OG0000415	Syag.g_01965	Syar.g_00092
OG0000416	Syag.g_01966	Syar.g_00093
OG0000417	Syag.g_01967	Syar.g_00095
OG0000418	Syag.g_01973	Syar.g_00100
OG0000419	Syag.g_01975	Syar.g_00102
OG0000420	Syag.g_01977	Syar.g_00104
OG0000421	Syag.g_01982	Syar.g_00109
OG0000422	Syag.g_01983	Syar.g_00110
OG0000423	Syag.g_01984	Syar.g_00111
OG0000424	Syag.g_01985	Syar.g_00112
OG0000425	Syag.g_01986	Syar.g_00113
OG0000426	Syag.g_01987	Syar.g_00114
OG0000427	Syag.g_01988	Syar.g_00115
OG0000428	Syag.g_01991	Syar.g_00118
OG0000429	Syag.g_01993	Syar.g_00121
OG0000430	Syag.g_01995	Syar.g_00123
OG0000431	Syag.g_01998	Syar.g_00127
OG0000432	Syag.g_02007	Syar.g_01009
OG0000433	Syag.g_02009	Syar.g_01007
OG0000434	Syag.g_02010	Syar.g_01006
OG0000435	Syag.g_02017	Syar.g_01003
OG0000436	Syag.g_02028	Syar.g_00994
OG0000437	Syag.g_02029	Syar.g_00993
OG0000438	Syag.g_02031	Syar.g_00992
OG0000439	Syag.g_02033	Syar.g_00990
OG0000440	Syag.g_02034	Syar.g_00989
OG0000441	Syag.g_02041	Syar.g_00986
OG0000442	Syag.g_02044	Syar.g_00977
OG0000443	Syag.g_02046	Syar.g_00964
OG0000444	Syag.g_02053	Syar.g_00954
OG0000445	Syag.g_02054	Syar.g_00953
OG0000446	Syag.g_02056	Syar.g_00951
OG0000447	Syag.g_02059	Syar.g_00948
OG0000448	Syag.g_02060	Syar.g_00947
OG0000449	Syag.g_02061	Syar.g_00946
OG0000450	Syag.g_02066	Syar.g_00939
OG0000451	Syag.g_02067	Syar.g_00938
OG0000452	Syag.g_02071	Syar.g_00934
OG0000453	Syag.g_02072	Syar.g_00933
OG0000454	Syag.g_02073	Syar.g_00932
OG0000455	Syag.g_02074	Syar.g_00931
OG0000456	Syag.g_02075	Syar.g_00930
OG0000457	Syag.g_02077	Syar.g_00928
OG0000458	Syag.g_02080	Syar.g_00918
OG0000459	Syag.g_02081	Syar.g_00917
OG0000460	Syag.g_01786	Syar.g_03024
OG0000461	Syag.g_02675	Syar.g_00153
OG0000462	Syag.g_02672	Syar.g_00155
OG0000463	Syag.g_02671	Syar.g_00156
OG0000464	Syag.g_02670	Syar.g_00157
OG0000465	Syag.g_02668	Syar.g_00159
OG0000466	Syag.g_02662	Syar.g_00164
OG0000467	Syag.g_02660	Syar.g_00165
OG0000468	Syag.g_02636	Syar.g_00170
OG0000469	Syag.g_02621	Syar.g_00203
OG0000470	Syag.g_02619	Syar.g_00206
OG0000471	Syag.g_02618	Syar.g_00207
OG0000472	Syag.g_02616	Syar.g_00208
OG0000473	Syag.g_02614	Syar.g_00210
OG0000474	Syag.g_02613	Syar.g_00211
OG0000475	Syag.g_02612	Syar.g_00212
OG0000476	Syag.g_02610	Syar.g_00214
OG0000477	Syag.g_02604	Syar.g_00219
OG0000478	Syag.g_02603	Syar.g_00220
OG0000479	Syag.g_02602	Syar.g_00221
OG0000480	Syag.g_02595	Syar.g_00228
OG0000481	Syag.g_02593	Syar.g_00230
OG0000482	Syag.g_02592	Syar.g_00231
OG0000483	Syag.g_02588	Syar.g_00235
OG0000484	Syag.g_02587	Syar.g_00236
OG0000485	Syag.g_02586	Syar.g_00237
OG0000486	Syag.g_02585	Syar.g_00024, Syar.g_00238
OG0000487	Syag.g_02579	Syar.g_00245
OG0000488	Syag.g_02575	Syar.g_00853
OG0000489	Syag.g_02565	Syar.g_00833
OG0000490	Syag.g_02553	Syar.g_00823
OG0000491	Syag.g_02551	Syar.g_00822
OG0000492	Syag.g_02549	Syar.g_00727
OG0000493	Syag.g_02548	Syar.g_00726
OG0000494	Syag.g_02547	Syar.g_00725
OG0000495	Syag.g_02546	Syar.g_00724
OG0000496	Syag.g_02545	Syar.g_00723
OG0000497	Syag.g_02544	Syar.g_00722
OG0000498	Syag.g_02543	Syar.g_00721
OG0000499	Syag.g_02542	Syar.g_00720
OG0000500	Syag.g_02541	Syar.g_00719
OG0000501	Syag.g_02538	Syar.g_00716
OG0000502	Syag.g_02467	Syar.g_00275
OG0000503	Syag.g_02843	Syar.g_01118
OG0000504	Syag.g_02845	Syar.g_01120
OG0000505	Syag.g_02846	Syar.g_01121
OG0000506	Syag.g_02849	Syar.g_01123
OG0000507	Syag.g_02855	Syar.g_01129
OG0000508	Syag.g_02860	Syar.g_01141
OG0000509	Syag.g_02862	Syar.g_01143
OG0000510	Syag.g_02863	Syar.g_01144
OG0000511	Syag.g_02864	Syar.g_01145
OG0000512	Syag.g_02866	Syar.g_01147
OG0000513	Syag.g_00009	Syar.g_01166
OG0000514	Syag.g_00018	Syar.g_01169
OG0000515	Syag.g_00019	Syar.g_01170
OG0000516	Syag.g_00025	Syar.g_01172
OG0000517	Syag.g_00032	Syar.g_01176
OG0000518	Syag.g_00044	Syar.g_02868
OG0000519	Syag.g_00045	Syar.g_02867
OG0000520	Syag.g_00046	Syar.g_02866
OG0000521	Syag.g_00054	Syar.g_01419
OG0000522	Syag.g_00056	Syar.g_01421
OG0000523	Syag.g_00057	Syar.g_01422
OG0000524	Syag.g_01327	Syar.g_01244
OG0000525	Syag.g_01345	Syar.g_01263
OG0000526	Syag.g_01348	Syar.g_01266
OG0000527	Syag.g_01354	Syar.g_01271
OG0000528	Syag.g_01532	Syar.g_01466
OG0000529	Syag.g_01527	Syar.g_01470
OG0000530	Syag.g_01524	Syar.g_01473
OG0000531	Syag.g_01523	Syar.g_01474
OG0000532	Syag.g_01520	Syar.g_01477
OG0000533	Syag.g_01518	Syar.g_01479
OG0000534	Syag.g_01517	Syar.g_01480
OG0000535	Syag.g_01516	Syar.g_01481
OG0000536	Syag.g_01515	Syar.g_01482
OG0000537	Syag.g_01514	Syar.g_01483
OG0000538	Syag.g_01502	Syar.g_01496
OG0000539	Syag.g_01501	Syar.g_01497
OG0000540	Syag.g_01500	Syar.g_01498
OG0000541	Syag.g_01499	Syar.g_01499
OG0000542	Syag.g_01496	Syar.g_01502
OG0000543	Syag.g_01494	Syar.g_01504
OG0000544	Syag.g_01493	Syar.g_01505
OG0000545	Syag.g_01491	Syar.g_01507
OG0000546	Syag.g_01489	Syar.g_01509
OG0000547	Syag.g_01487	Syar.g_01511
OG0000548	Syag.g_01486	Syar.g_01512
OG0000549	Syag.g_01480	Syar.g_02693
OG0000550	Syag.g_01474	Syar.g_02689
OG0000551	Syag.g_01470	Syar.g_02684
OG0000552	Syag.g_01469	Syar.g_02683
OG0000553	Syag.g_01464	Syar.g_02679
OG0000554	Syag.g_01453	Syar.g_02352
OG0000555	Syag.g_00075	Syar.g_02336
OG0000556	Syag.g_00257	Syar.g_02332
OG0000557	Syag.g_00267	Syar.g_02328
OG0000558	Syag.g_00269	Syar.g_02326
OG0000559	Syag.g_00273	Syar.g_02322
