Orthogroup	Syag	Prbm
OG0000091	Syag.g_00418	Prbm.g_00673
OG0000092	Syag.g_00242	Prbm.g_00934
OG0000093	Syag.g_00649	Prbm.g_00799
OG0000094	Syag.g_00881	Prbm.g_00888
OG0000095	Syag.g_00974	Prbm.g_01064
OG0000097	Syag.g_01065	Prbm.g_01502
OG0000098	Syag.g_00578, Syag.g_01445	Prbm.g_01630
OG0000099	Syag.g_02536	Prbm.g_00394
OG0000100	Syag.g_00704	Prbm.g_01787
OG0000101	Syag.g_02773	Prbm.g_02033
OG0000102	Syag.g_02387	Prbm.g_02099
OG0000103	Syag.g_02253	Prbm.g_02218
OG0000104	Syag.g_02268	Prbm.g_02229
OG0000105	Syag.g_02606	Prbm.g_00331
OG0000106	Syag.g_00462	Prbm.g_01172, Prbm.g_01237
OG0000107	Syag.g_02689	Prbm.g_01949
OG0000108	Syag.g_01528	Prbm.g_00506
OG0000109	Syag.g_01512	Prbm.g_00519
OG0000110	Syag.g_00303	Prbm.g_00607
OG0000111	Syag.g_00984	Prbm.g_00736
OG0000112	Syag.g_00801	Prbm.g_00980
OG0000113	Syag.g_00699	Prbm.g_00838, Prbm.g_01191
OG0000114	Syag.g_00609	Prbm.g_00929
OG0000115	Syag.g_01397	Prbm.g_01803
OG0000116	Syag.g_01156	Prbm.g_01560
OG0000117	Syag.g_01097	Prbm.g_01522
OG0000118	Syag.g_01232	Prbm.g_01622
OG0000120	Syag.g_02535	Prbm.g_00707
OG0000121	Syag.g_01414	Prbm.g_01712
OG0000122	Syag.g_00446	Prbm.g_01751
OG0000123	Syag.g_02781	Prbm.g_02040
OG0000124	Syag.g_02367, Syag.g_02485	Prbm.g_02111
OG0000125	Syag.g_02136, Syag.g_02134	Prbm.g_02176
OG0000126	Syag.g_02266	Prbm.g_02228
OG0000128	Syag.g_02284	Prbm.g_00011
OG0000129	Syag.g_02121	Prbm.g_00053
OG0000130	Syag.g_01819	Prbm.g_00126
OG0000131	Syag.g_01951	Prbm.g_00204
OG0000132	Syag.g_01972	Prbm.g_00223
OG0000133	Syag.g_00806	Prbm.g_00377
OG0000134	Syag.g_00008	Prbm.g_00425
OG0000135	Syag.g_02171	Prbm.g_01389
OG0000136	Syag.g_00038	Prbm.g_00451
OG0000137	Syag.g_01356	Prbm.g_00500
OG0000138	Syag.g_01511	Prbm.g_00520
OG0000139	Syag.g_01448	Prbm.g_00570
OG0000140	Syag.g_01446	Prbm.g_00571
OG0000141	Syag.g_00351	Prbm.g_00638
OG0000142	Syag.g_00410	Prbm.g_00666
OG0000143	Syag.g_00414	Prbm.g_00670
OG0000144	Syag.g_00493	Prbm.g_00683
OG0000145	Syag.g_01504	Prbm.g_01094
OG0000146	Syag.g_00800	Prbm.g_00979
OG0000147	Syag.g_00799	Prbm.g_00978
OG0000148	Syag.g_00693	Prbm.g_00832
OG0000149	Syag.g_00731	Prbm.g_00862
OG0000150	Syag.g_00352	Prbm.g_00870
OG0000151	Syag.g_00623	Prbm.g_00940
OG0000152	Syag.g_00810	Prbm.g_00988
OG0000153	Syag.g_00845	Prbm.g_01006
OG0000154	Syag.g_00870	Prbm.g_01035
OG0000155	Syag.g_01107	Prbm.g_01527
OG0000156	Syag.g_01166	Prbm.g_01600
OG0000157	Syag.g_01167	Prbm.g_01601
OG0000158	Syag.g_02422	Prbm.g_02077
OG0000160	Syag.g_01415	Prbm.g_01711
OG0000161	Syag.g_01409	Prbm.g_01717
OG0000162	Syag.g_01402	Prbm.g_01723
OG0000163	Syag.g_00706, Syag.g_01618	Prbm.g_01759
OG0000164	Syag.g_01725	Prbm.g_01863
OG0000165	Syag.g_01733	Prbm.g_01871
OG0000166	Syag.g_02733	Prbm.g_01996
OG0000167	Syag.g_02437	Prbm.g_02067
OG0000168	Syag.g_02417	Prbm.g_02078
OG0000169	Syag.g_02405	Prbm.g_02088
OG0000170	Syag.g_02398	Prbm.g_02090
OG0000171	Syag.g_02368	Prbm.g_02110
OG0000172	Syag.g_02360	Prbm.g_02146
OG0000173	Syag.g_02337	Prbm.g_02161
OG0000174	Syag.g_02175	Prbm.g_02192
OG0000175	Syag.g_02240	Prbm.g_02209
OG0000176	Syag.g_02276	Prbm.g_00004
OG0000177	Syag.g_02277	Prbm.g_00005
OG0000178	Syag.g_02278	Prbm.g_00006
OG0000179	Syag.g_02293	Prbm.g_00016
OG0000180	Syag.g_02294	Prbm.g_00017
OG0000181	Syag.g_02295	Prbm.g_00018
OG0000182	Syag.g_02296	Prbm.g_00019
OG0000183	Syag.g_02300	Prbm.g_00023
OG0000184	Syag.g_02110	Prbm.g_00055
OG0000185	Syag.g_02092	Prbm.g_00058
OG0000186	Syag.g_01815	Prbm.g_00121
OG0000187	Syag.g_01816	Prbm.g_00122
OG0000188	Syag.g_01839	Prbm.g_00139
OG0000189	Syag.g_01872	Prbm.g_00153
OG0000190	Syag.g_01874	Prbm.g_00154
OG0000191	Syag.g_01909	Prbm.g_00177
OG0000192	Syag.g_01915	Prbm.g_00181
OG0000193	Syag.g_01952	Prbm.g_00205
OG0000194	Syag.g_01955	Prbm.g_00208
OG0000195	Syag.g_01957	Prbm.g_00210
OG0000196	Syag.g_01968	Prbm.g_00220
OG0000197	Syag.g_01969	Prbm.g_00221
OG0000198	Syag.g_00108, Syag.g_01971	Prbm.g_00222
OG0000199	Syag.g_01979	Prbm.g_00229
OG0000200	Syag.g_01996	Prbm.g_00243
OG0000201	Syag.g_02019, Syag.g_02023	Prbm.g_00252
OG0000202	Syag.g_02024	Prbm.g_00253
OG0000203	Syag.g_02025	Prbm.g_00254
OG0000204	Syag.g_02020, Syag.g_02026	Prbm.g_00255
OG0000205	Syag.g_02035	Prbm.g_00262
OG0000206	Syag.g_02047	Prbm.g_00266
OG0000207	Syag.g_02051	Prbm.g_00268
OG0000208	Syag.g_02052	Prbm.g_00269
OG0000209	Syag.g_02069	Prbm.g_00278
OG0000210	Syag.g_02070	Prbm.g_00279
OG0000211	Syag.g_01788	Prbm.g_00293
OG0000212	Syag.g_01777	Prbm.g_00301
OG0000213	Syag.g_02632	Prbm.g_00317
OG0000214	Syag.g_02615	Prbm.g_00325
OG0000215	Syag.g_02584	Prbm.g_00349
OG0000216	Syag.g_02580	Prbm.g_00350
OG0000217	Syag.g_02576	Prbm.g_00353
OG0000218	Syag.g_02574	Prbm.g_00355
OG0000219	Syag.g_02573	Prbm.g_00356
OG0000220	Syag.g_02572	Prbm.g_00357
OG0000221	Syag.g_02566	Prbm.g_00358
OG0000222	Syag.g_02550	Prbm.g_00366
OG0000223	Syag.g_02475	Prbm.g_00378
OG0000224	Syag.g_02471	Prbm.g_00380
OG0000225	Syag.g_02861	Prbm.g_00411
OG0000226	Syag.g_02865	Prbm.g_00415
OG0000227	Syag.g_02867	Prbm.g_00417
OG0000228	Syag.g_00004	Prbm.g_00422
OG0000229	Syag.g_00033	Prbm.g_00446
OG0000230	Syag.g_00035	Prbm.g_00448
OG0000231	Syag.g_00048	Prbm.g_00459
OG0000232	Syag.g_00059	Prbm.g_00484
OG0000233	Syag.g_01330	Prbm.g_00492
OG0000234	Syag.g_01358	Prbm.g_00501
OG0000235	Syag.g_01529	Prbm.g_00505
OG0000236	Syag.g_01513	Prbm.g_00518
OG0000237	Syag.g_01495	Prbm.g_00540
OG0000238	Syag.g_01490	Prbm.g_00546
OG0000239	Syag.g_01472	Prbm.g_00558
OG0000240	Syag.g_01471	Prbm.g_00559
OG0000241	Syag.g_00396	Prbm.g_00563
OG0000242	Syag.g_01456	Prbm.g_00565
OG0000243	Syag.g_00255	Prbm.g_00576
OG0000244	Syag.g_00268	Prbm.g_00579
OG0000245	Syag.g_00270	Prbm.g_00581
OG0000246	Syag.g_00274	Prbm.g_00585
OG0000247	Syag.g_00286	Prbm.g_00595
OG0000248	Syag.g_00289	Prbm.g_00597
OG0000249	Syag.g_00291	Prbm.g_00599
OG0000250	Syag.g_00299	Prbm.g_00604
OG0000251	Syag.g_00328	Prbm.g_00620
OG0000252	Syag.g_00331	Prbm.g_00623
OG0000253	Syag.g_00333	Prbm.g_00625
OG0000254	Syag.g_00356	Prbm.g_00642
OG0000255	Syag.g_00369	Prbm.g_00648
OG0000256	Syag.g_00385	Prbm.g_00658
OG0000257	Syag.g_00395	Prbm.g_00661
OG0000258	Syag.g_00423	Prbm.g_00674
OG0000259	Syag.g_00560	Prbm.g_00691
OG0000260	Syag.g_00570	Prbm.g_00694
OG0000261	Syag.g_00581	Prbm.g_00697
OG0000262	Syag.g_00586	Prbm.g_00702
OG0000263	Syag.g_01079	Prbm.g_00716
OG0000264	Syag.g_01011	Prbm.g_00728
OG0000265	Syag.g_01021	Prbm.g_00742
OG0000266	Syag.g_00907	Prbm.g_00752
OG0000267	Syag.g_00762	Prbm.g_00765
OG0000268	Syag.g_00763	Prbm.g_00766
OG0000269	Syag.g_00662	Prbm.g_00809
OG0000270	Syag.g_00665	Prbm.g_00812
OG0000271	Syag.g_00673	Prbm.g_00820
OG0000273	Syag.g_00713	Prbm.g_00845
OG0000274	Syag.g_00714	Prbm.g_00846
OG0000275	Syag.g_00717	Prbm.g_00848
OG0000276	Syag.g_00723	Prbm.g_00854
OG0000277	Syag.g_00724	Prbm.g_00855
OG0000278	Syag.g_00727	Prbm.g_00858
OG0000279	Syag.g_00735	Prbm.g_00865
OG0000281	Syag.g_00572	Prbm.g_00871
OG0000282	Syag.g_00611	Prbm.g_00931
OG0000283	Syag.g_00775	Prbm.g_00962
OG0000284	Syag.g_00780	Prbm.g_00967
OG0000285	Syag.g_00791	Prbm.g_00972
OG0000286	Syag.g_00809	Prbm.g_00987
OG0000287	Syag.g_00838	Prbm.g_00102
OG0000288	Syag.g_00869	Prbm.g_01034
OG0000289	Syag.g_00884	Prbm.g_01045
OG0000290	Syag.g_00970	Prbm.g_01061
OG0000291	Syag.g_00972	Prbm.g_01063
OG0000292	Syag.g_02265	Prbm.g_01210
OG0000293	Syag.g_01155	Prbm.g_01559
OG0000294	Syag.g_01154	Prbm.g_01558
OG0000295	Syag.g_01115	Prbm.g_01534
OG0000296	Syag.g_01113	Prbm.g_01532
OG0000297	Syag.g_01099	Prbm.g_01524
OG0000298	Syag.g_01098	Prbm.g_01523
OG0000299	Syag.g_01067	Prbm.g_01503
OG0000300	Syag.g_01062	Prbm.g_01500
OG0000301	Syag.g_01061	Prbm.g_01499
OG0000302	Syag.g_01060	Prbm.g_01497
OG0000303	Syag.g_01048	Prbm.g_01492
OG0000304	Syag.g_01041	Prbm.g_01489
OG0000305	Syag.g_00977	Prbm.g_01812
OG0000306	Syag.g_00460	Prbm.g_00875
OG0000307	Syag.g_01546	Prbm.g_01669
OG0000308	Syag.g_01548	Prbm.g_01670
OG0000309	Syag.g_01553	Prbm.g_01674
OG0000310	Syag.g_01291	Prbm.g_01694
OG0000311	Syag.g_01300	Prbm.g_01696
OG0000312	Syag.g_01434	Prbm.g_01699
OG0000313	Syag.g_00966, Syag.g_01412	Prbm.g_01714
OG0000314	Syag.g_01380	Prbm.g_01735
OG0000315	Syag.g_01369	Prbm.g_01745
OG0000316	Syag.g_01641	Prbm.g_01770
OG0000317	Syag.g_01684	Prbm.g_01839
OG0000318	Syag.g_01688	Prbm.g_01842
OG0000319	Syag.g_01710	Prbm.g_01853
OG0000320	Syag.g_01712	Prbm.g_01855
OG0000321	Syag.g_01713	Prbm.g_01856
OG0000322	Syag.g_01714	Prbm.g_01857
OG0000323	Syag.g_01728	Prbm.g_01866
OG0000324	Syag.g_01757	Prbm.g_01893
OG0000325	Syag.g_02690	Prbm.g_01950
OG0000326	Syag.g_02698	Prbm.g_01956
OG0000327	Syag.g_02728	Prbm.g_01991
OG0000328	Syag.g_02729	Prbm.g_01992
OG0000329	Syag.g_02747	Prbm.g_02009
OG0000330	Syag.g_02748	Prbm.g_02010
OG0000331	Syag.g_02749	Prbm.g_02011
OG0000332	Syag.g_02764	Prbm.g_02025
OG0000333	Syag.g_02767	Prbm.g_02027
OG0000334	Syag.g_02777	Prbm.g_02036
OG0000335	Syag.g_02782	Prbm.g_02041
OG0000336	Syag.g_02786	Prbm.g_02045
OG0000337	Syag.g_02445	Prbm.g_02064
OG0000338	Syag.g_02440	Prbm.g_02065
OG0000340	Syag.g_02416	Prbm.g_02079
OG0000341	Syag.g_02414	Prbm.g_02081
OG0000342	Syag.g_02413	Prbm.g_02082
OG0000343	Syag.g_02411	Prbm.g_02083
OG0000344	Syag.g_02407	Prbm.g_02086
OG0000345	Syag.g_02397	Prbm.g_02091
OG0000346	Syag.g_02392	Prbm.g_02095
OG0000347	Syag.g_02366	Prbm.g_02114
OG0000348	Syag.g_02357	Prbm.g_02149
OG0000349	Syag.g_02330	Prbm.g_02167
OG0000350	Syag.g_02705	Prbm.g_02188
OG0000351	Syag.g_02244	Prbm.g_02212
OG0000352	Syag.g_02245	Prbm.g_02213
OG0000353	Syag.g_02271	Prbm.g_02232
OG0000354	Syag.g_02291	Prbm.g_01220
OG0000355	Syag.g_02273	Prbm.g_00001
OG0000356	Syag.g_02274	Prbm.g_00002
OG0000357	Syag.g_02275	Prbm.g_00003
OG0000358	Syag.g_02279	Prbm.g_00007
OG0000359	Syag.g_02281	Prbm.g_00008
OG0000360	Syag.g_02282	Prbm.g_00009
OG0000361	Syag.g_02283	Prbm.g_00010
OG0000362	Syag.g_02285	Prbm.g_00012
OG0000363	Syag.g_02287	Prbm.g_00014
OG0000364	Syag.g_02288	Prbm.g_00015
OG0000365	Syag.g_02297	Prbm.g_00020
OG0000366	Syag.g_02298	Prbm.g_00021
OG0000367	Syag.g_02299	Prbm.g_00022
OG0000368	Syag.g_02301	Prbm.g_00024
OG0000369	Syag.g_02302	Prbm.g_00025
OG0000370	Syag.g_02303	Prbm.g_00026
OG0000371	Syag.g_02312	Prbm.g_00032
OG0000372	Syag.g_02317	Prbm.g_00033
OG0000373	Syag.g_02318	Prbm.g_00034
OG0000374	Syag.g_02319	Prbm.g_00035
OG0000375	Syag.g_02326	Prbm.g_00049
OG0000376	Syag.g_02328	Prbm.g_00051
OG0000377	Syag.g_02119	Prbm.g_00054
OG0000378	Syag.g_02099	Prbm.g_00056
OG0000379	Syag.g_02091	Prbm.g_00059
OG0000380	Syag.g_01817	Prbm.g_00123
OG0000381	Syag.g_01820	Prbm.g_00127
OG0000382	Syag.g_01838	Prbm.g_00138
OG0000383	Syag.g_01843	Prbm.g_00140
OG0000384	Syag.g_01844	Prbm.g_00141
OG0000385	Syag.g_01845	Prbm.g_00142
OG0000386	Syag.g_01846	Prbm.g_00143
OG0000387	Syag.g_01876	Prbm.g_00156
OG0000388	Syag.g_01880	Prbm.g_00160
OG0000389	Syag.g_01884	Prbm.g_00163
OG0000390	Syag.g_01903	Prbm.g_00172
OG0000391	Syag.g_01908	Prbm.g_00176
OG0000392	Syag.g_01914	Prbm.g_00179
OG0000393	Syag.g_01917	Prbm.g_00182
OG0000394	Syag.g_01918	Prbm.g_00183
OG0000395	Syag.g_01919	Prbm.g_00184
OG0000396	Syag.g_01922	Prbm.g_00187
OG0000397	Syag.g_01924	Prbm.g_00189
OG0000398	Syag.g_01929	Prbm.g_00192
OG0000399	Syag.g_01930	Prbm.g_00193
OG0000400	Syag.g_01931	Prbm.g_00194
OG0000401	Syag.g_01932	Prbm.g_00195
OG0000402	Syag.g_01934	Prbm.g_01096
OG0000403	Syag.g_01935	Prbm.g_00196
OG0000404	Syag.g_01937	Prbm.g_00197
OG0000405	Syag.g_01949	Prbm.g_00202
OG0000406	Syag.g_01953	Prbm.g_00206
OG0000407	Syag.g_01954	Prbm.g_00207
OG0000408	Syag.g_01956	Prbm.g_00209
OG0000409	Syag.g_01958	Prbm.g_00211
OG0000410	Syag.g_01959	Prbm.g_00212
OG0000411	Syag.g_01960	Prbm.g_00213
OG0000412	Syag.g_01961	Prbm.g_00214
OG0000413	Syag.g_01963	Prbm.g_00215
OG0000414	Syag.g_01964	Prbm.g_00216
OG0000415	Syag.g_01965	Prbm.g_00217
OG0000416	Syag.g_01966	Prbm.g_00218
OG0000417	Syag.g_01967	Prbm.g_00219
OG0000418	Syag.g_01973	Prbm.g_00224
OG0000419	Syag.g_01975	Prbm.g_00226
OG0000420	Syag.g_01977	Prbm.g_00227
OG0000421	Syag.g_01982	Prbm.g_00232
OG0000422	Syag.g_01983	Prbm.g_00233
OG0000423	Syag.g_01984	Prbm.g_00234
OG0000424	Syag.g_01985	Prbm.g_00235
OG0000425	Syag.g_01986	Prbm.g_00236
OG0000426	Syag.g_01987	Prbm.g_00237
OG0000427	Syag.g_01988	Prbm.g_00238
OG0000428	Syag.g_01991	Prbm.g_00240
OG0000429	Syag.g_01993	Prbm.g_00241
OG0000430	Syag.g_01995	Prbm.g_00242
OG0000431	Syag.g_01998	Prbm.g_00244
OG0000432	Syag.g_02007	Prbm.g_00248
OG0000433	Syag.g_02009	Prbm.g_00249
OG0000434	Syag.g_02010	Prbm.g_00250
OG0000435	Syag.g_02017	Prbm.g_00251
OG0000436	Syag.g_02028	Prbm.g_00256
OG0000437	Syag.g_02029	Prbm.g_00257
OG0000438	Syag.g_02031	Prbm.g_00258
OG0000439	Syag.g_02033	Prbm.g_00260
OG0000440	Syag.g_02034	Prbm.g_00261
OG0000441	Syag.g_02041	Prbm.g_00263
OG0000442	Syag.g_02044	Prbm.g_00264
OG0000443	Syag.g_02046	Prbm.g_00265
OG0000444	Syag.g_02053	Prbm.g_00270
OG0000445	Syag.g_02054	Prbm.g_00271
OG0000446	Syag.g_02056	Prbm.g_00272
OG0000447	Syag.g_02059	Prbm.g_00273
OG0000448	Syag.g_02060	Prbm.g_00274
OG0000449	Syag.g_02061	Prbm.g_00275
OG0000450	Syag.g_02066	Prbm.g_00276
OG0000451	Syag.g_02067	Prbm.g_00277
OG0000452	Syag.g_02071	Prbm.g_00280
OG0000453	Syag.g_02072	Prbm.g_00281
OG0000454	Syag.g_02073	Prbm.g_00282
OG0000455	Syag.g_02074	Prbm.g_00283
OG0000456	Syag.g_02075	Prbm.g_00284
OG0000457	Syag.g_02077	Prbm.g_00285
OG0000458	Syag.g_02080	Prbm.g_00286
OG0000459	Syag.g_02081	Prbm.g_00287
OG0000460	Syag.g_01786	Prbm.g_00295
OG0000461	Syag.g_02675	Prbm.g_00303
OG0000462	Syag.g_02672	Prbm.g_00305
OG0000463	Syag.g_02671	Prbm.g_00306
OG0000464	Syag.g_02670	Prbm.g_00307
OG0000465	Syag.g_02668	Prbm.g_00308
OG0000466	Syag.g_02662	Prbm.g_00309
OG0000467	Syag.g_02660	Prbm.g_00310
OG0000468	Syag.g_02636	Prbm.g_00312
OG0000469	Syag.g_02621	Prbm.g_00320
OG0000470	Syag.g_02619	Prbm.g_00322
OG0000471	Syag.g_02618	Prbm.g_00323
OG0000472	Syag.g_02616	Prbm.g_00324
OG0000473	Syag.g_02614	Prbm.g_00326
OG0000474	Syag.g_02613	Prbm.g_00327
OG0000475	Syag.g_02612	Prbm.g_00328
OG0000476	Syag.g_02610	Prbm.g_00330
OG0000477	Syag.g_02604	Prbm.g_00332
OG0000478	Syag.g_02603	Prbm.g_00333
OG0000479	Syag.g_02602	Prbm.g_00334
OG0000480	Syag.g_02595	Prbm.g_00339
OG0000481	Syag.g_02593	Prbm.g_00341
OG0000482	Syag.g_02592	Prbm.g_00342
OG0000483	Syag.g_02588	Prbm.g_00345
OG0000484	Syag.g_02587	Prbm.g_00346
OG0000485	Syag.g_02586	Prbm.g_00347
OG0000486	Syag.g_02585	Prbm.g_00348
OG0000487	Syag.g_02579	Prbm.g_00351
OG0000488	Syag.g_02575	Prbm.g_00354
OG0000489	Syag.g_02565	Prbm.g_00359
OG0000490	Syag.g_02553	Prbm.g_00364
OG0000491	Syag.g_02551	Prbm.g_00365
OG0000492	Syag.g_02549	Prbm.g_00367
OG0000493	Syag.g_02548	Prbm.g_00368
OG0000494	Syag.g_02547	Prbm.g_00369
OG0000495	Syag.g_02546	Prbm.g_00370
OG0000496	Syag.g_02545	Prbm.g_00371
OG0000497	Syag.g_02544	Prbm.g_00372
OG0000498	Syag.g_02543	Prbm.g_00373
OG0000499	Syag.g_02542	Prbm.g_00374
OG0000500	Syag.g_02541	Prbm.g_00375
OG0000501	Syag.g_02538	Prbm.g_00376
OG0000502	Syag.g_02467	Prbm.g_00379
OG0000503	Syag.g_02843	Prbm.g_00400
OG0000504	Syag.g_02845	Prbm.g_00402
OG0000505	Syag.g_02846	Prbm.g_00403
OG0000506	Syag.g_02849	Prbm.g_00404
OG0000507	Syag.g_02855	Prbm.g_00407
OG0000508	Syag.g_02860	Prbm.g_00410
OG0000509	Syag.g_02862	Prbm.g_00412
OG0000510	Syag.g_02863	Prbm.g_00413
OG0000511	Syag.g_02864	Prbm.g_00414
OG0000512	Syag.g_02866	Prbm.g_00416
OG0000513	Syag.g_00009	Prbm.g_00426
OG0000514	Syag.g_00018	Prbm.g_00440
OG0000515	Syag.g_00019	Prbm.g_00441
OG0000516	Syag.g_00025	Prbm.g_00442
OG0000517	Syag.g_00032	Prbm.g_00445
OG0000518	Syag.g_00044	Prbm.g_00456
OG0000519	Syag.g_00045	Prbm.g_00457
OG0000520	Syag.g_00046	Prbm.g_00458
OG0000521	Syag.g_00054	Prbm.g_00480
OG0000522	Syag.g_00056	Prbm.g_00482
OG0000523	Syag.g_00057	Prbm.g_00483
OG0000524	Syag.g_01327	Prbm.g_00490
OG0000525	Syag.g_01345	Prbm.g_00494
OG0000526	Syag.g_01348	Prbm.g_00495
OG0000527	Syag.g_01354	Prbm.g_00498
OG0000528	Syag.g_01532	Prbm.g_00504
OG0000529	Syag.g_01527	Prbm.g_00507
OG0000530	Syag.g_01524	Prbm.g_00510
OG0000531	Syag.g_01523	Prbm.g_00511
OG0000532	Syag.g_01520	Prbm.g_00512
OG0000533	Syag.g_01518	Prbm.g_00513
OG0000534	Syag.g_01517	Prbm.g_00514
OG0000535	Syag.g_01516	Prbm.g_00515
OG0000536	Syag.g_01515	Prbm.g_00516
OG0000537	Syag.g_01514	Prbm.g_00517
OG0000538	Syag.g_01502	Prbm.g_00534
OG0000539	Syag.g_01501	Prbm.g_00535
OG0000540	Syag.g_01500	Prbm.g_00536
OG0000541	Syag.g_01499	Prbm.g_00537
OG0000542	Syag.g_01496	Prbm.g_00539
OG0000543	Syag.g_01494	Prbm.g_00541
OG0000544	Syag.g_01493	Prbm.g_00542
OG0000545	Syag.g_01491	Prbm.g_00544
OG0000546	Syag.g_01489	Prbm.g_00547
OG0000547	Syag.g_01487	Prbm.g_00549
OG0000548	Syag.g_01486	Prbm.g_00550
OG0000549	Syag.g_01480	Prbm.g_00553
OG0000550	Syag.g_01474	Prbm.g_00557
OG0000551	Syag.g_01470	Prbm.g_00560
OG0000552	Syag.g_01469	Prbm.g_00561
OG0000553	Syag.g_01464	Prbm.g_00562
OG0000554	Syag.g_01453	Prbm.g_00567
OG0000555	Syag.g_00075	Prbm.g_00575
OG0000556	Syag.g_00257	Prbm.g_00577
OG0000557	Syag.g_00267	Prbm.g_00578
