Orthogroup	Syag	Syai
OG0000185	Syag.g_02092	Syai.g_02734
OG0000186	Syag.g_01815	Syai.g_02469
OG0000187	Syag.g_01816	Syai.g_02471
OG0000188	Syag.g_01839	Syai.g_00696, Syai.g_02494
OG0000189	Syag.g_01872	Syai.g_02530
OG0000190	Syag.g_01874	Syai.g_02532
OG0000191	Syag.g_01909	Syai.g_02562
OG0000192	Syag.g_01915	Syai.g_02569
OG0000193	Syag.g_01952	Syai.g_02609
OG0000194	Syag.g_01955	Syai.g_02612
OG0000195	Syag.g_01957	Syai.g_02614
OG0000196	Syag.g_01968	Syai.g_02625
OG0000197	Syag.g_01969	Syai.g_02626
OG0000198	Syag.g_00108, Syag.g_01971	Syai.g_02627
OG0000199	Syag.g_01979	Syai.g_02635
OG0000200	Syag.g_01996	Syai.g_02651
OG0000201	Syag.g_02023	Syai.g_02667
OG0000202	Syag.g_02024	Syai.g_02668
OG0000203	Syag.g_02025	Syai.g_02669
OG0000204	Syag.g_02020, Syag.g_02026	Syai.g_02670
OG0000205	Syag.g_02035	Syai.g_02677
OG0000206	Syag.g_02047	Syai.g_02684
OG0000207	Syag.g_02051	Syai.g_02686
OG0000208	Syag.g_02052	Syai.g_02687
OG0000209	Syag.g_02069	Syai.g_02699
OG0000210	Syag.g_02070	Syai.g_02700
OG0000211	Syag.g_01788	Syai.g_00533
OG0000212	Syag.g_01777	Syai.g_00544
OG0000213	Syag.g_02632	Syai.g_00292
OG0000214	Syag.g_02615	Syai.g_00276
OG0000215	Syag.g_02584	Syai.g_00245
OG0000216	Syag.g_02580	Syai.g_00241
OG0000217	Syag.g_02576	Syai.g_00237
OG0000218	Syag.g_02574	Syai.g_00235
OG0000219	Syag.g_02573	Syai.g_00234
OG0000220	Syag.g_02572	Syai.g_00233
OG0000221	Syag.g_02566	Syai.g_00227
OG0000222	Syag.g_02550	Syai.g_00215
OG0000223	Syag.g_02475	Syai.g_00194
OG0000224	Syag.g_02471	Syai.g_00186
OG0000225	Syag.g_02861	Syai.g_00502
OG0000226	Syag.g_02865	Syai.g_00506
OG0000227	Syag.g_02867	Syai.g_00508
OG0000228	Syag.g_00004	Syai.g_00516
OG0000229	Syag.g_00033	Syai.g_02228
OG0000230	Syag.g_00035	Syai.g_02226
OG0000231	Syag.g_00048	Syai.g_02208
OG0000232	Syag.g_00059	Syai.g_00846
OG0000233	Syag.g_01330	Syai.g_00855
OG0000234	Syag.g_01358	Syai.g_00866
OG0000235	Syag.g_01529	Syai.g_00637
OG0000236	Syag.g_01513	Syai.g_00652
OG0000237	Syag.g_01495	Syai.g_00669
OG0000238	Syag.g_01490	Syai.g_00674
OG0000239	Syag.g_01472	Syai.g_00691
OG0000240	Syag.g_01471	Syai.g_00692
OG0000241	Syag.g_00396	Syai.g_01085, Syai.g_01089
OG0000242	Syag.g_01456	Syai.g_00705
OG0000243	Syag.g_00255	Syai.g_00726
OG0000244	Syag.g_00268	Syai.g_00731
OG0000245	Syag.g_00270	Syai.g_00733
OG0000246	Syag.g_00274	Syai.g_00737
OG0000247	Syag.g_00286	Syai.g_00748
OG0000248	Syag.g_00289	Syai.g_00751
OG0000249	Syag.g_00291	Syai.g_00753
OG0000250	Syag.g_00299	Syai.g_00762
OG0000251	Syag.g_00328	Syai.g_00789
OG0000252	Syag.g_00331	Syai.g_00797
OG0000253	Syag.g_00333	Syai.g_00798
OG0000254	Syag.g_00356	Syai.g_01045
OG0000255	Syag.g_00369	Syai.g_01061
OG0000256	Syag.g_00385	Syai.g_01077
OG0000257	Syag.g_00395	Syai.g_01084
OG0000258	Syag.g_00423	Syai.g_01113
OG0000259	Syag.g_00560	Syai.g_01229
OG0000260	Syag.g_00570	Syai.g_01232
OG0000261	Syag.g_00581	Syai.g_01235
OG0000262	Syag.g_00586	Syai.g_01240
OG0000263	Syag.g_01079	Syai.g_01776
OG0000264	Syag.g_01011	Syai.g_01962
OG0000265	Syag.g_01021	Syai.g_02245
OG0000266	Syag.g_00907	Syai.g_01401
OG0000267	Syag.g_00762	Syai.g_01569
OG0000268	Syag.g_00763	Syai.g_01568
OG0000269	Syag.g_00662	Syai.g_01316
OG0000270	Syag.g_00665	Syai.g_01319
OG0000271	Syag.g_00673	Syai.g_01327
OG0000274	Syag.g_00714	Syai.g_02038
OG0000275	Syag.g_00717	Syai.g_02043
OG0000276	Syag.g_00723	Syai.g_02051
OG0000277	Syag.g_00724	Syai.g_02052
OG0000278	Syag.g_00727	Syai.g_02055
OG0000279	Syag.g_00735	Syai.g_02063
OG0000280	Syag.g_00741	Syai.g_02084
OG0000281	Syag.g_00572	Syai.g_01719
OG0000282	Syag.g_00611	Syai.g_01263
OG0000283	Syag.g_00775	Syai.g_01554
OG0000284	Syag.g_00780	Syai.g_01548
OG0000285	Syag.g_00791	Syai.g_01522
OG0000286	Syag.g_00809	Syai.g_01504
OG0000287	Syag.g_00838	Syai.g_01469
OG0000288	Syag.g_00869	Syai.g_01435
OG0000289	Syag.g_00884	Syai.g_01421
OG0000290	Syag.g_00970	Syai.g_02010
OG0000291	Syag.g_00972	Syai.g_02008
OG0000292	Syag.g_02265	Syai.g_02926
OG0000293	Syag.g_01155	Syai.g_02155
OG0000294	Syag.g_01154	Syai.g_02154
OG0000295	Syag.g_01115	Syai.g_02117
OG0000296	Syag.g_01113	Syai.g_02115
OG0000298	Syag.g_01098	Syai.g_01755
OG0000299	Syag.g_01067	Syai.g_01783
OG0000300	Syag.g_01062	Syai.g_01790
OG0000301	Syag.g_01061	Syai.g_01791
OG0000302	Syag.g_01060	Syai.g_01793
OG0000303	Syag.g_01048	Syai.g_01802
OG0000304	Syag.g_01041	Syai.g_01826
OG0000305	Syag.g_00977	Syai.g_02005
OG0000306	Syag.g_00460	Syai.g_02090
OG0000307	Syag.g_01546	Syai.g_00619
OG0000308	Syag.g_01548	Syai.g_00617
OG0000309	Syag.g_01553	Syai.g_00612
OG0000310	Syag.g_01291	Syai.g_00989
OG0000311	Syag.g_01300	Syai.g_00985
OG0000312	Syag.g_01434	Syai.g_00966
OG0000313	Syag.g_00966, Syag.g_01412	Syai.g_00949
OG0000314	Syag.g_01380	Syai.g_00908
OG0000315	Syag.g_01369	Syai.g_00897
OG0000316	Syag.g_01641	Syai.g_02320, Syai.g_02322
OG0000317	Syag.g_01684	Syai.g_02373
OG0000318	Syag.g_01688	Syai.g_02379
OG0000319	Syag.g_01710	Syai.g_02395
OG0000320	Syag.g_01712	Syai.g_02397
OG0000321	Syag.g_01713	Syai.g_02398
OG0000322	Syag.g_01714	Syai.g_02399
OG0000323	Syag.g_01728	Syai.g_02413
OG0000324	Syag.g_01757	Syai.g_02272
OG0000325	Syag.g_02690	Syai.g_00320
OG0000326	Syag.g_02698	Syai.g_00327
OG0000327	Syag.g_02728	Syai.g_00359
OG0000328	Syag.g_02729	Syai.g_00360
OG0000329	Syag.g_02747	Syai.g_00378
OG0000330	Syag.g_02748	Syai.g_00379
OG0000331	Syag.g_02749	Syai.g_00380
OG0000332	Syag.g_02764	Syai.g_00395
OG0000333	Syag.g_02767	Syai.g_00398
OG0000334	Syag.g_02777	Syai.g_00407
OG0000335	Syag.g_02782	Syai.g_00412
OG0000336	Syag.g_02786	Syai.g_00416
OG0000337	Syag.g_02445	Syai.g_00169
OG0000338	Syag.g_02440	Syai.g_00166
OG0000340	Syag.g_02416	Syai.g_00133
OG0000341	Syag.g_02414	Syai.g_00131
OG0000342	Syag.g_02413	Syai.g_00130
OG0000343	Syag.g_02411	Syai.g_00129
OG0000344	Syag.g_02407	Syai.g_00125
OG0000345	Syag.g_02397	Syai.g_00115
OG0000346	Syag.g_02392	Syai.g_00110
OG0000347	Syag.g_02366	Syai.g_00087
OG0000348	Syag.g_02357	Syai.g_00076
OG0000349	Syag.g_02330	Syai.g_00057
OG0000350	Syag.g_02705	Syai.g_00334
OG0000351	Syag.g_02244	Syai.g_02904
OG0000352	Syag.g_02245	Syai.g_02905
OG0000353	Syag.g_02271	Syai.g_02932
OG0000354	Syag.g_01484	Syai.g_00680
OG0000354	Syag.g_02291	Syai.g_00019
OG0000355	Syag.g_02273	Syai.g_00001
OG0000356	Syag.g_02274	Syai.g_00002
OG0000357	Syag.g_02275	Syai.g_00003
OG0000358	Syag.g_02279	Syai.g_00007
OG0000359	Syag.g_02281	Syai.g_00009
OG0000360	Syag.g_02282	Syai.g_00010
OG0000361	Syag.g_02283	Syai.g_00011
OG0000362	Syag.g_02285	Syai.g_00013
OG0000363	Syag.g_02287	Syai.g_00015
OG0000364	Syag.g_02288	Syai.g_00016
OG0000365	Syag.g_02297	Syai.g_00027
OG0000366	Syag.g_02298	Syai.g_00028
OG0000367	Syag.g_02299	Syai.g_00029
OG0000368	Syag.g_02301	Syai.g_00031
OG0000369	Syag.g_02302	Syai.g_00032
OG0000370	Syag.g_02303	Syai.g_00033
OG0000371	Syag.g_02312	Syai.g_00041
OG0000372	Syag.g_02317	Syai.g_00047
OG0000373	Syag.g_02318	Syai.g_00048
OG0000374	Syag.g_02319	Syai.g_00049
OG0000375	Syag.g_02326	Syai.g_00053
OG0000376	Syag.g_02328	Syai.g_00055
OG0000377	Syag.g_02119	Syai.g_02769
OG0000378	Syag.g_02099	Syai.g_02751
OG0000379	Syag.g_02091	Syai.g_02733
OG0000380	Syag.g_01817	Syai.g_02472
OG0000381	Syag.g_01820	Syai.g_02475
OG0000382	Syag.g_01838	Syai.g_02493
OG0000383	Syag.g_01843	Syai.g_02498
OG0000384	Syag.g_01844	Syai.g_02499
OG0000385	Syag.g_01845	Syai.g_02500
OG0000386	Syag.g_01846	Syai.g_02501
OG0000387	Syag.g_01876	Syai.g_02534
OG0000388	Syag.g_01880	Syai.g_02538
OG0000389	Syag.g_01884	Syai.g_02542
OG0000390	Syag.g_01903	Syai.g_02556
OG0000391	Syag.g_01908	Syai.g_02561
OG0000392	Syag.g_01914	Syai.g_02568
OG0000393	Syag.g_01917	Syai.g_02570
OG0000394	Syag.g_01918	Syai.g_02571
OG0000395	Syag.g_01919	Syai.g_02572
OG0000396	Syag.g_01922	Syai.g_02575
OG0000397	Syag.g_01924	Syai.g_02577
OG0000398	Syag.g_01929	Syai.g_02582
OG0000399	Syag.g_01930	Syai.g_02583
OG0000400	Syag.g_01931	Syai.g_02584
OG0000401	Syag.g_01932	Syai.g_02585
OG0000402	Syag.g_01934	Syai.g_02588
OG0000403	Syag.g_01935	Syai.g_02589
OG0000404	Syag.g_01937	Syai.g_02590
OG0000405	Syag.g_01949	Syai.g_02606
OG0000406	Syag.g_01953	Syai.g_02610
OG0000407	Syag.g_01954	Syai.g_02611
OG0000408	Syag.g_01956	Syai.g_02613
OG0000409	Syag.g_01958	Syai.g_02615
OG0000410	Syag.g_01959	Syai.g_02616
OG0000411	Syag.g_01960	Syai.g_02617
OG0000412	Syag.g_01961	Syai.g_02618
OG0000413	Syag.g_01963	Syai.g_02620
OG0000414	Syag.g_01964	Syai.g_02621
OG0000415	Syag.g_01965	Syai.g_02622
OG0000416	Syag.g_01966	Syai.g_02623
OG0000417	Syag.g_01967	Syai.g_02624
OG0000418	Syag.g_01973	Syai.g_02629
OG0000419	Syag.g_01975	Syai.g_02631
OG0000420	Syag.g_01977	Syai.g_02633
OG0000421	Syag.g_01982	Syai.g_02638
OG0000422	Syag.g_01983	Syai.g_02639
OG0000423	Syag.g_01984	Syai.g_02640
OG0000424	Syag.g_01985	Syai.g_02641
OG0000425	Syag.g_01986	Syai.g_02642
OG0000426	Syag.g_01987	Syai.g_02643
OG0000427	Syag.g_01988	Syai.g_02644
OG0000428	Syag.g_01991	Syai.g_02647
OG0000429	Syag.g_01993	Syai.g_02649
OG0000430	Syag.g_01995	Syai.g_02650
OG0000431	Syag.g_01998	Syai.g_02654
OG0000432	Syag.g_02007	Syai.g_02660
OG0000433	Syag.g_02009	Syai.g_02662
OG0000434	Syag.g_02010	Syai.g_02663
OG0000435	Syag.g_02017	Syai.g_02666
OG0000436	Syag.g_02028	Syai.g_02671
OG0000437	Syag.g_02029	Syai.g_02672
OG0000438	Syag.g_02031	Syai.g_02673
OG0000439	Syag.g_02033	Syai.g_02675
OG0000440	Syag.g_02034	Syai.g_02676
OG0000441	Syag.g_02041	Syai.g_02681
OG0000442	Syag.g_02044	Syai.g_02682
OG0000443	Syag.g_02046	Syai.g_02683
OG0000444	Syag.g_02053	Syai.g_02688
OG0000445	Syag.g_02054	Syai.g_02689
OG0000446	Syag.g_02056	Syai.g_02690
OG0000447	Syag.g_02059	Syai.g_02693
OG0000448	Syag.g_02060	Syai.g_02694
OG0000449	Syag.g_02061	Syai.g_02695
OG0000450	Syag.g_02066	Syai.g_02696
OG0000451	Syag.g_02067	Syai.g_02697
OG0000452	Syag.g_02071	Syai.g_02701
OG0000453	Syag.g_02072	Syai.g_02702
OG0000454	Syag.g_02073	Syai.g_02703
OG0000455	Syag.g_02074	Syai.g_02704
OG0000456	Syag.g_02075	Syai.g_02705
OG0000457	Syag.g_02077	Syai.g_02707
OG0000458	Syag.g_02080	Syai.g_02708
OG0000459	Syag.g_02081	Syai.g_02709
OG0000460	Syag.g_01786	Syai.g_00535
OG0000461	Syag.g_02675	Syai.g_00314
OG0000462	Syag.g_02672	Syai.g_00311
OG0000463	Syag.g_02671	Syai.g_00310
OG0000464	Syag.g_02670	Syai.g_00309
OG0000465	Syag.g_02668	Syai.g_00307
OG0000466	Syag.g_02662	Syai.g_00303
OG0000467	Syag.g_02660	Syai.g_00301
OG0000468	Syag.g_02636	Syai.g_00296
OG0000469	Syag.g_02621	Syai.g_00282
OG0000470	Syag.g_02619	Syai.g_00280
OG0000471	Syag.g_02618	Syai.g_00279
OG0000472	Syag.g_02616	Syai.g_00277
OG0000473	Syag.g_02614	Syai.g_00275
OG0000474	Syag.g_02613	Syai.g_00274
OG0000475	Syag.g_02612	Syai.g_00273
OG0000476	Syag.g_02610	Syai.g_00271
OG0000477	Syag.g_02604	Syai.g_00265
OG0000478	Syag.g_02603	Syai.g_00264
OG0000479	Syag.g_02602	Syai.g_00263
OG0000480	Syag.g_02595	Syai.g_00256
OG0000481	Syag.g_02593	Syai.g_00254
OG0000482	Syag.g_02592	Syai.g_00253
OG0000483	Syag.g_02588	Syai.g_00249
OG0000484	Syag.g_02587	Syai.g_00248
OG0000485	Syag.g_02586	Syai.g_00247
OG0000486	Syag.g_02585	Syai.g_00246
OG0000487	Syag.g_02579	Syai.g_00240
OG0000488	Syag.g_02575	Syai.g_00236
OG0000489	Syag.g_02565	Syai.g_00226
OG0000490	Syag.g_02553	Syai.g_00218
OG0000491	Syag.g_02551	Syai.g_00217
OG0000492	Syag.g_02549	Syai.g_00214
OG0000493	Syag.g_02548	Syai.g_00213
OG0000494	Syag.g_02547	Syai.g_00212
OG0000495	Syag.g_02546	Syai.g_00211
OG0000496	Syag.g_02545	Syai.g_00210
OG0000497	Syag.g_02544	Syai.g_00209
OG0000498	Syag.g_02543	Syai.g_00208
OG0000499	Syag.g_02542	Syai.g_00207
OG0000500	Syag.g_02541	Syai.g_00206
OG0000501	Syag.g_02538	Syai.g_00203
OG0000502	Syag.g_02467	Syai.g_00192
OG0000503	Syag.g_02843	Syai.g_00486
OG0000504	Syag.g_02845	Syai.g_00488
OG0000505	Syag.g_02846	Syai.g_00489
OG0000506	Syag.g_02849	Syai.g_00491
OG0000507	Syag.g_02855	Syai.g_00497
OG0000508	Syag.g_02860	Syai.g_00501
OG0000509	Syag.g_02862	Syai.g_00503
OG0000510	Syag.g_02863	Syai.g_00504
OG0000511	Syag.g_02864	Syai.g_00505
OG0000512	Syag.g_02866	Syai.g_00507
OG0000513	Syag.g_00009	Syai.g_00521
OG0000514	Syag.g_00018	Syai.g_00528
OG0000515	Syag.g_00019	Syai.g_00529
OG0000516	Syag.g_00025	Syai.g_02223
OG0000517	Syag.g_00032	Syai.g_02229
OG0000518	Syag.g_00044	Syai.g_02211
OG0000519	Syag.g_00045	Syai.g_02210
OG0000520	Syag.g_00046	Syai.g_02209
OG0000521	Syag.g_00054	Syai.g_00842
OG0000522	Syag.g_00056	Syai.g_00844
OG0000523	Syag.g_00057	Syai.g_00845
OG0000524	Syag.g_01327	Syai.g_00852
OG0000525	Syag.g_01345	Syai.g_00856
OG0000526	Syag.g_01348	Syai.g_00859
OG0000527	Syag.g_01354	Syai.g_00863
OG0000528	Syag.g_01532	Syai.g_00633
OG0000529	Syag.g_01527	Syai.g_00639
OG0000530	Syag.g_01524	Syai.g_00642
OG0000531	Syag.g_01523	Syai.g_00643
OG0000532	Syag.g_01520	Syai.g_00646
OG0000533	Syag.g_01518	Syai.g_00647
OG0000534	Syag.g_01517	Syai.g_00648
OG0000535	Syag.g_01516	Syai.g_00649
OG0000536	Syag.g_01515	Syai.g_00650
OG0000537	Syag.g_01514	Syai.g_00651
OG0000538	Syag.g_01502	Syai.g_00662
OG0000539	Syag.g_01501	Syai.g_00663
OG0000540	Syag.g_01500	Syai.g_00664
OG0000541	Syag.g_01499	Syai.g_00665
OG0000542	Syag.g_01496	Syai.g_00668
OG0000543	Syag.g_01494	Syai.g_00670
OG0000544	Syag.g_01493	Syai.g_00671
OG0000545	Syag.g_01491	Syai.g_00673
OG0000546	Syag.g_01489	Syai.g_00675
OG0000547	Syag.g_01487	Syai.g_00677
OG0000548	Syag.g_01486	Syai.g_00678
OG0000549	Syag.g_01480	Syai.g_00684
OG0000550	Syag.g_01474	Syai.g_00689
OG0000551	Syag.g_01470	Syai.g_00694
OG0000552	Syag.g_01469	Syai.g_00695
OG0000553	Syag.g_01464	Syai.g_00698
OG0000554	Syag.g_01453	Syai.g_00708
OG0000555	Syag.g_00075	Syai.g_00725
OG0000556	Syag.g_00257	Syai.g_00728
OG0000557	Syag.g_00267	Syai.g_00730
OG0000558	Syag.g_00269	Syai.g_00732
OG0000559	Syag.g_00273	Syai.g_00736
OG0000560	Syag.g_00276	Syai.g_00739
OG0000561	Syag.g_00277	Syai.g_00740
OG0000562	Syag.g_00278	Syai.g_00741
OG0000563	Syag.g_00279	Syai.g_00742
OG0000564	Syag.g_00280	Syai.g_00743
OG0000565	Syag.g_00284	Syai.g_00746
OG0000566	Syag.g_00288	Syai.g_00750
OG0000567	Syag.g_00292	Syai.g_00754
OG0000568	Syag.g_00295	Syai.g_00758
OG0000569	Syag.g_00296	Syai.g_00759
OG0000570	Syag.g_00297	Syai.g_00760
OG0000571	Syag.g_00301	Syai.g_00764
OG0000572	Syag.g_00320, Syag.g_00251	Syai.g_00782
