Orthogroup	Syag	Prav
OG0000287	Syag.g_00838	Prav.g_00572
OG0000288	Syag.g_00869	Prav.g_00906
OG0000289	Syag.g_00884	Prav.g_00917
OG0000290	Syag.g_00970	Prav.g_00930
OG0000291	Syag.g_00972	Prav.g_00932
OG0000292	Syag.g_02265	Prav.g_00261
OG0000293	Syag.g_01155	Prav.g_00056
OG0000294	Syag.g_01154	Prav.g_00057
OG0000295	Syag.g_01115	Prav.g_00077
OG0000296	Syag.g_01113	Prav.g_01867
OG0000297	Syag.g_01099	Prav.g_01859
OG0000298	Syag.g_01098	Prav.g_01858
OG0000299	Syag.g_01067	Prav.g_01841
OG0000300	Syag.g_01062	Prav.g_01838
OG0000301	Syag.g_01061	Prav.g_00955, Prav.g_01837
OG0000302	Syag.g_01060	Prav.g_01835
OG0000303	Syag.g_01048	Prav.g_01828
OG0000304	Syag.g_01041	Prav.g_01824
OG0000305	Syag.g_00977	Prav.g_01465
OG0000306	Syag.g_00460	Prav.g_01468
OG0000307	Syag.g_01546	Prav.g_01482
OG0000308	Syag.g_01548	Prav.g_01483
OG0000309	Syag.g_01553	Prav.g_01487
OG0000310	Syag.g_01291	Prav.g_01563
OG0000311	Syag.g_01300	Prav.g_01565
OG0000312	Syag.g_01434	Prav.g_01568
OG0000313	Syag.g_00966, Syag.g_01412	Prav.g_01582
OG0000314	Syag.g_01380	Prav.g_01605
OG0000315	Syag.g_01369	Prav.g_01615
OG0000316	Syag.g_01641	Prav.g_01635
OG0000317	Syag.g_01684	Prav.g_01759
OG0000318	Syag.g_01688	Prav.g_01762
OG0000319	Syag.g_01710	Prav.g_01775
OG0000320	Syag.g_01712	Prav.g_01777
OG0000321	Syag.g_01713	Prav.g_01778
OG0000322	Syag.g_01714	Prav.g_01779
OG0000323	Syag.g_01728	Prav.g_01788
OG0000324	Syag.g_01757	Prav.g_01815
OG0000325	Syag.g_02690	Prav.g_00269
OG0000326	Syag.g_02698	Prav.g_00275
OG0000327	Syag.g_02728	Prav.g_00591
OG0000328	Syag.g_02729	Prav.g_00592
OG0000329	Syag.g_02747	Prav.g_00609
OG0000330	Syag.g_02748	Prav.g_00610
OG0000331	Syag.g_02749	Prav.g_00611
OG0000332	Syag.g_02764	Prav.g_00625
OG0000333	Syag.g_02767	Prav.g_00627
OG0000334	Syag.g_02777	Prav.g_00635
OG0000335	Syag.g_02782	Prav.g_00640
OG0000336	Syag.g_02786	Prav.g_00644
OG0000337	Syag.g_02445	Prav.g_00661
OG0000338	Syag.g_02440	Prav.g_00662
OG0000340	Syag.g_02416	Prav.g_00674
OG0000341	Syag.g_02414	Prav.g_00676
OG0000342	Syag.g_02413	Prav.g_00677
OG0000343	Syag.g_02411	Prav.g_00678
OG0000344	Syag.g_02407	Prav.g_00681
OG0000345	Syag.g_02397	Prav.g_00686
OG0000346	Syag.g_02392	Prav.g_00690
OG0000347	Syag.g_02366	Prav.g_00706
OG0000348	Syag.g_02357	Prav.g_00715
OG0000349	Syag.g_02330	Prav.g_00732
OG0000350	Syag.g_02705	Prav.g_00751
OG0000351	Syag.g_02244	Prav.g_00768
OG0000352	Syag.g_02245	Prav.g_00769
OG0000353	Syag.g_02271	Prav.g_00785
OG0000354	Syag.g_02291	Prav.g_01352
OG0000355	Syag.g_02273	Prav.g_00787
OG0000356	Syag.g_02274	Prav.g_00788
OG0000357	Syag.g_02275	Prav.g_00789
OG0000358	Syag.g_02279	Prav.g_00793
OG0000359	Syag.g_02281	Prav.g_00794
OG0000360	Syag.g_02282	Prav.g_00795
OG0000361	Syag.g_02283	Prav.g_00078
OG0000362	Syag.g_02285	Prav.g_00080
OG0000363	Syag.g_02287	Prav.g_00082
OG0000364	Syag.g_02288	Prav.g_00083
OG0000365	Syag.g_02297	Prav.g_00088
OG0000366	Syag.g_02298	Prav.g_00089
OG0000367	Syag.g_02299	Prav.g_00090
OG0000368	Syag.g_02301	Prav.g_00092
OG0000369	Syag.g_02302	Prav.g_00093
OG0000370	Syag.g_02303	Prav.g_00094
OG0000371	Syag.g_02312	Prav.g_00100
OG0000372	Syag.g_02317	Prav.g_00103
OG0000373	Syag.g_02318	Prav.g_00104
OG0000374	Syag.g_02319	Prav.g_00105
OG0000375	Syag.g_02326	Prav.g_00111
OG0000376	Syag.g_02328	Prav.g_00113
OG0000377	Syag.g_02119	Prav.g_00116
OG0000378	Syag.g_02099	Prav.g_00118
OG0000379	Syag.g_02091	Prav.g_00121
OG0000380	Syag.g_01817	Prav.g_00131
OG0000381	Syag.g_01820	Prav.g_00135
OG0000382	Syag.g_01838	Prav.g_00146
OG0000383	Syag.g_01843	Prav.g_00148
OG0000384	Syag.g_01844	Prav.g_00149
OG0000385	Syag.g_01845	Prav.g_00150
OG0000386	Syag.g_01846	Prav.g_00151
OG0000387	Syag.g_01876	Prav.g_00164
OG0000388	Syag.g_01880	Prav.g_00167
OG0000389	Syag.g_01884	Prav.g_00171
OG0000390	Syag.g_01903	Prav.g_00178
OG0000391	Syag.g_01908	Prav.g_00181
OG0000392	Syag.g_01914	Prav.g_00185
OG0000393	Syag.g_01917	Prav.g_00187
OG0000394	Syag.g_01918	Prav.g_00188
OG0000395	Syag.g_01919	Prav.g_00189
OG0000396	Syag.g_01922	Prav.g_00192
OG0000397	Syag.g_01924	Prav.g_00194
OG0000398	Syag.g_01929	Prav.g_00196
OG0000399	Syag.g_01930	Prav.g_00197
OG0000400	Syag.g_01931	Prav.g_00198
OG0000401	Syag.g_01932	Prav.g_00199
OG0000402	Syag.g_01934	Prav.g_00201
OG0000403	Syag.g_01935	Prav.g_00202
OG0000404	Syag.g_01937	Prav.g_00203
OG0000405	Syag.g_01949	Prav.g_00207
OG0000406	Syag.g_01953	Prav.g_00214
OG0000407	Syag.g_01954	Prav.g_00215
OG0000409	Syag.g_01958	Prav.g_00886
OG0000410	Syag.g_01959	Prav.g_00885
OG0000411	Syag.g_01960	Prav.g_00884
OG0000412	Syag.g_01961	Prav.g_00883
OG0000413	Syag.g_01963	Prav.g_00882
OG0000414	Syag.g_01964	Prav.g_00881
OG0000415	Syag.g_01965	Prav.g_00880
OG0000416	Syag.g_01966	Prav.g_00879
OG0000417	Syag.g_01967	Prav.g_00878
OG0000418	Syag.g_01973	Prav.g_00873
OG0000419	Syag.g_01975	Prav.g_00871
OG0000420	Syag.g_01977	Prav.g_00870
OG0000421	Syag.g_01982	Prav.g_00865
OG0000422	Syag.g_01983	Prav.g_00864
OG0000423	Syag.g_01984	Prav.g_00863
OG0000424	Syag.g_01985	Prav.g_00862
OG0000425	Syag.g_01986	Prav.g_00861
OG0000426	Syag.g_01987	Prav.g_00860
OG0000427	Syag.g_01988	Prav.g_00859
OG0000428	Syag.g_01991	Prav.g_00857
OG0000429	Syag.g_01993	Prav.g_00856
OG0000430	Syag.g_01995	Prav.g_00855
OG0000431	Syag.g_01998	Prav.g_00853
OG0000432	Syag.g_02007	Prav.g_00850
OG0000433	Syag.g_02009	Prav.g_00849
OG0000434	Syag.g_02010	Prav.g_00848
OG0000435	Syag.g_02017	Prav.g_00847
OG0000436	Syag.g_02028	Prav.g_00842
OG0000437	Syag.g_02029	Prav.g_00841
OG0000438	Syag.g_02031	Prav.g_00840
OG0000439	Syag.g_02033	Prav.g_00838
OG0000440	Syag.g_02034	Prav.g_00837
OG0000441	Syag.g_02041	Prav.g_00834
OG0000442	Syag.g_02044	Prav.g_00833
OG0000443	Syag.g_02046	Prav.g_00832
OG0000444	Syag.g_02053	Prav.g_00827
OG0000445	Syag.g_02054	Prav.g_00826
OG0000446	Syag.g_02056	Prav.g_00825
OG0000447	Syag.g_02059	Prav.g_00824
OG0000448	Syag.g_02060	Prav.g_00823
OG0000449	Syag.g_02061	Prav.g_00822
OG0000450	Syag.g_02066	Prav.g_00821
OG0000451	Syag.g_02067	Prav.g_00820
OG0000452	Syag.g_02071	Prav.g_00817
OG0000453	Syag.g_02072	Prav.g_00816
OG0000454	Syag.g_02073	Prav.g_00815
OG0000455	Syag.g_02074	Prav.g_00814
OG0000456	Syag.g_02075	Prav.g_00813
OG0000457	Syag.g_02077	Prav.g_00812
OG0000458	Syag.g_02080	Prav.g_00811
OG0000459	Syag.g_02081	Prav.g_00810
OG0000460	Syag.g_01786	Prav.g_00803
OG0000461	Syag.g_02675	Prav.g_01889
OG0000462	Syag.g_02672	Prav.g_01891
OG0000463	Syag.g_02671	Prav.g_01892
OG0000464	Syag.g_02670	Prav.g_01893
OG0000465	Syag.g_02668	Prav.g_01894
OG0000466	Syag.g_02662	Prav.g_01897
OG0000467	Syag.g_02660	Prav.g_01898
OG0000468	Syag.g_02636	Prav.g_01900
OG0000469	Syag.g_02621	Prav.g_01909
OG0000470	Syag.g_02619	Prav.g_01911
OG0000471	Syag.g_02618	Prav.g_01912
OG0000472	Syag.g_02616	Prav.g_01913
OG0000473	Syag.g_02614	Prav.g_01915
OG0000474	Syag.g_02613	Prav.g_01916
OG0000475	Syag.g_02612	Prav.g_01917
OG0000476	Syag.g_02610	Prav.g_01918
OG0000477	Syag.g_02604	Prav.g_01921
OG0000478	Syag.g_02603	Prav.g_01922
OG0000479	Syag.g_02602	Prav.g_01923
OG0000480	Syag.g_02595	Prav.g_01928
OG0000481	Syag.g_02593	Prav.g_01930
OG0000482	Syag.g_02592	Prav.g_01931
OG0000483	Syag.g_02588	Prav.g_01934
OG0000484	Syag.g_02587	Prav.g_01935
OG0000485	Syag.g_02586	Prav.g_01936
OG0000486	Syag.g_02585	Prav.g_01937
OG0000487	Syag.g_02579	Prav.g_01941
OG0000488	Syag.g_02575	Prav.g_01944
OG0000489	Syag.g_02565	Prav.g_01949
OG0000490	Syag.g_02553	Prav.g_01954
OG0000491	Syag.g_02551	Prav.g_01955
OG0000492	Syag.g_02549	Prav.g_01957
OG0000493	Syag.g_02548	Prav.g_01958
OG0000494	Syag.g_02547	Prav.g_01959
OG0000495	Syag.g_02546	Prav.g_01960
OG0000496	Syag.g_02545	Prav.g_01961
OG0000497	Syag.g_02544	Prav.g_01962
OG0000498	Syag.g_02543	Prav.g_01963
OG0000499	Syag.g_02542	Prav.g_01964
OG0000500	Syag.g_02541	Prav.g_01965
OG0000501	Syag.g_02538	Prav.g_01967
OG0000502	Syag.g_02467	Prav.g_01970
OG0000503	Syag.g_02843	Prav.g_01980
OG0000504	Syag.g_02845	Prav.g_01981
OG0000505	Syag.g_02846	Prav.g_01982
OG0000506	Syag.g_02849	Prav.g_01984
OG0000507	Syag.g_02855	Prav.g_01987
OG0000508	Syag.g_02860	Prav.g_01991
OG0000509	Syag.g_02862	Prav.g_01993
OG0000510	Syag.g_02863	Prav.g_01994
OG0000511	Syag.g_02864	Prav.g_01995
OG0000512	Syag.g_02866	Prav.g_01997
OG0000513	Syag.g_00009	Prav.g_00977
OG0000514	Syag.g_00018	Prav.g_01030
OG0000515	Syag.g_00019	Prav.g_01031
OG0000516	Syag.g_00025	Prav.g_01032
OG0000517	Syag.g_00032	Prav.g_01034
OG0000518	Syag.g_00044	Prav.g_01045
OG0000519	Syag.g_00045	Prav.g_01046
OG0000520	Syag.g_00046	Prav.g_01047
OG0000521	Syag.g_00054	Prav.g_01052
OG0000522	Syag.g_00056	Prav.g_01053
OG0000523	Syag.g_00057	Prav.g_01054
OG0000524	Syag.g_01327	Prav.g_01059
OG0000525	Syag.g_01345	Prav.g_01062
OG0000526	Syag.g_01348	Prav.g_01063
OG0000527	Syag.g_01354	Prav.g_01071
OG0000528	Syag.g_01532	Prav.g_01076
OG0000529	Syag.g_01527	Prav.g_01079
OG0000530	Syag.g_01524	Prav.g_01082
OG0000531	Syag.g_01523	Prav.g_01083
OG0000532	Syag.g_01520	Prav.g_01085
OG0000533	Syag.g_01518	Prav.g_01086
OG0000534	Syag.g_01517	Prav.g_01087
OG0000535	Syag.g_01516	Prav.g_01088
OG0000536	Syag.g_01515	Prav.g_01089
OG0000537	Syag.g_01514	Prav.g_01090
OG0000538	Syag.g_01502	Prav.g_01098
OG0000539	Syag.g_01501	Prav.g_01099
OG0000540	Syag.g_01500	Prav.g_01100
OG0000541	Syag.g_01499	Prav.g_01101
OG0000542	Syag.g_01496	Prav.g_01103
OG0000543	Syag.g_01494	Prav.g_01105
OG0000544	Syag.g_01493	Prav.g_01106
OG0000545	Syag.g_01491	Prav.g_01108
OG0000546	Syag.g_01489	Prav.g_01111
OG0000547	Syag.g_01487	Prav.g_01113
OG0000548	Syag.g_01486	Prav.g_01114
OG0000549	Syag.g_01480	Prav.g_01116
OG0000550	Syag.g_01474	Prav.g_01121
OG0000551	Syag.g_01470	Prav.g_01125
OG0000552	Syag.g_01469	Prav.g_01126
OG0000553	Syag.g_01464	Prav.g_01127
OG0000554	Syag.g_01453	Prav.g_01132
OG0000555	Syag.g_00075	Prav.g_01140
OG0000556	Syag.g_00257	Prav.g_01142
OG0000557	Syag.g_00267	Prav.g_01143
OG0000558	Syag.g_00269	Prav.g_01145
OG0000559	Syag.g_00273	Prav.g_01149
OG0000560	Syag.g_00276	Prav.g_01152
OG0000561	Syag.g_00277	Prav.g_01153
OG0000562	Syag.g_00278	Prav.g_01154
OG0000563	Syag.g_00279	Prav.g_01155
OG0000564	Syag.g_00280	Prav.g_01156
OG0000565	Syag.g_00284	Prav.g_01159
OG0000566	Syag.g_00288	Prav.g_01161
OG0000567	Syag.g_00292	Prav.g_01165
OG0000568	Syag.g_00295	Prav.g_01166
OG0000569	Syag.g_00296	Prav.g_01167
OG0000570	Syag.g_00297	Prav.g_01168
OG0000571	Syag.g_00301	Prav.g_01170
OG0000572	Syag.g_00320, Syag.g_00251	Prav.g_01183
OG0000573	Syag.g_00329	Prav.g_01188
OG0000574	Syag.g_00330	Prav.g_01189
OG0000575	Syag.g_00335	Prav.g_01193
OG0000576	Syag.g_00337	Prav.g_01195
OG0000577	Syag.g_00338	Prav.g_01196
OG0000578	Syag.g_00339	Prav.g_01197
OG0000579	Syag.g_00340	Prav.g_01198
OG0000580	Syag.g_00341	Prav.g_01199
OG0000581	Syag.g_00348	Prav.g_01201
