Orthogroup	Syag	Prah
OG0000154	Syag.g_00870	Prah.g_00852
OG0000155	Syag.g_01107	Prah.g_01291
OG0000156	Syag.g_01166	Prah.g_01349
OG0000157	Syag.g_01167	Prah.g_01350
OG0000158	Syag.g_02422	Prah.g_02242
OG0000160	Syag.g_01415	Prah.g_00407
OG0000161	Syag.g_01409	Prah.g_00399
OG0000162	Syag.g_01402	Prah.g_00391
OG0000163	Syag.g_00706, Syag.g_01618	Prah.g_01619
OG0000164	Syag.g_01725	Prah.g_01705
OG0000165	Syag.g_01733	Prah.g_01716
OG0000166	Syag.g_02733	Prah.g_02033
OG0000167	Syag.g_02437	Prah.g_02230
OG0000168	Syag.g_02417	Prah.g_02243
OG0000169	Syag.g_02405	Prah.g_00163
OG0000170	Syag.g_02398	Prah.g_00155
OG0000171	Syag.g_02368	Prah.g_00126
OG0000172	Syag.g_02360	Prah.g_00084
OG0000173	Syag.g_02337	Prah.g_00061
OG0000174	Syag.g_02175	Prah.g_02541
OG0000175	Syag.g_02240	Prah.g_02575
OG0000176	Syag.g_02276	Prah.g_00005
OG0000177	Syag.g_02277	Prah.g_00006
OG0000178	Syag.g_02278	Prah.g_00007
OG0000179	Syag.g_02293	Prah.g_00022
OG0000180	Syag.g_02294	Prah.g_00023
OG0000181	Syag.g_02295	Prah.g_00024
OG0000182	Syag.g_02296	Prah.g_00025
OG0000183	Syag.g_02300	Prah.g_00029
OG0000184	Syag.g_02110	Prah.g_02478
OG0000185	Syag.g_02092	Prah.g_02458
OG0000186	Syag.g_01815	Prah.g_01830
OG0000187	Syag.g_01816	Prah.g_01833
OG0000188	Syag.g_01839	Prah.g_01860
OG0000189	Syag.g_01872	Prah.g_01884
OG0000190	Syag.g_01874	Prah.g_01886
OG0000191	Syag.g_01909	Prah.g_00188
OG0000192	Syag.g_01915	Prah.g_00176, Prah.g_00180
OG0000193	Syag.g_01952	Prah.g_02283
OG0000194	Syag.g_01955	Prah.g_02286
OG0000195	Syag.g_01957	Prah.g_02288
OG0000196	Syag.g_01968	Prah.g_02299
OG0000197	Syag.g_01969	Prah.g_02300
OG0000198	Syag.g_00108, Syag.g_01971	Prah.g_02301
OG0000199	Syag.g_01979	Prah.g_02308
OG0000200	Syag.g_01996	Prah.g_02324
OG0000201	Syag.g_02019, Syag.g_02023	Prah.g_02352
OG0000202	Syag.g_02024	Prah.g_02353
OG0000203	Syag.g_02025	Prah.g_02354
OG0000204	Syag.g_02020, Syag.g_02026	Prah.g_02355
OG0000205	Syag.g_02035	Prah.g_02362
OG0000206	Syag.g_02047	Prah.g_02371
OG0000207	Syag.g_02051	Prah.g_02420
OG0000208	Syag.g_02052	Prah.g_02419
OG0000209	Syag.g_02069	Prah.g_02400
OG0000210	Syag.g_02070	Prah.g_02399
OG0000211	Syag.g_01788	Prah.g_01782
OG0000212	Syag.g_01777	Prah.g_01772
OG0000213	Syag.g_02632	Prah.g_02101
OG0000214	Syag.g_02615	Prah.g_02118
OG0000215	Syag.g_02584	Prah.g_02148
OG0000217	Syag.g_02576	Prah.g_02155
OG0000218	Syag.g_02574	Prah.g_02157
OG0000219	Syag.g_02573	Prah.g_02158
OG0000220	Syag.g_02572	Prah.g_02159
OG0000221	Syag.g_02566	Prah.g_02166
OG0000222	Syag.g_02550	Prah.g_02174
OG0000223	Syag.g_02475	Prah.g_02197
OG0000224	Syag.g_02471	Prah.g_02207
OG0000225	Syag.g_02861	Prah.g_01921
OG0000226	Syag.g_02865	Prah.g_01917
OG0000227	Syag.g_02867	Prah.g_01915
OG0000228	Syag.g_00004	Prah.g_00204
OG0000229	Syag.g_00033	Prah.g_00230
OG0000230	Syag.g_00035	Prah.g_00232
OG0000231	Syag.g_00048	Prah.g_00251
OG0000232	Syag.g_00059	Prah.g_00261
OG0000233	Syag.g_01330	Prah.g_00294
OG0000234	Syag.g_01358	Prah.g_00313, Prah.g_00314
OG0000235	Syag.g_01529	Prah.g_01567
OG0000236	Syag.g_01513	Prah.g_01551
OG0000237	Syag.g_01495	Prah.g_01534
OG0000238	Syag.g_01490	Prah.g_01529
OG0000239	Syag.g_01472	Prah.g_01513
OG0000240	Syag.g_01471	Prah.g_01512
OG0000241	Syag.g_00396	Prah.g_01094
OG0000242	Syag.g_01456	Prah.g_00108, Prah.g_01503
OG0000243	Syag.g_00255	Prah.g_01476
OG0000244	Syag.g_00268	Prah.g_01472
OG0000245	Syag.g_00270	Prah.g_01469
OG0000246	Syag.g_00274	Prah.g_01465
OG0000247	Syag.g_00286	Prah.g_01454
OG0000248	Syag.g_00289	Prah.g_01451
OG0000249	Syag.g_00291	Prah.g_01449
OG0000250	Syag.g_00299	Prah.g_01443
OG0000251	Syag.g_00328	Prah.g_01417
OG0000252	Syag.g_00331	Prah.g_01414
OG0000253	Syag.g_00333	Prah.g_01408
OG0000254	Syag.g_00356	Prah.g_01389
OG0000255	Syag.g_00369	Prah.g_00530
OG0000256	Syag.g_00385	Prah.g_00516
OG0000257	Syag.g_00395	Prah.g_00509
OG0000258	Syag.g_00423	Prah.g_00486
OG0000259	Syag.g_00560	Prah.g_00457
OG0000260	Syag.g_00570	Prah.g_00454
OG0000261	Syag.g_00581	Prah.g_00451
OG0000262	Syag.g_00586	Prah.g_00445
OG0000263	Syag.g_01079	Prah.g_02413
OG0000264	Syag.g_01011	Prah.g_00974
OG0000265	Syag.g_01021	Prah.g_00887
OG0000266	Syag.g_00907	Prah.g_00876
OG0000267	Syag.g_00762	Prah.g_00751
OG0000268	Syag.g_00763	Prah.g_00752
OG0000269	Syag.g_00662	Prah.g_00672
OG0000270	Syag.g_00665	Prah.g_00669
OG0000271	Syag.g_00673	Prah.g_00661
OG0000274	Syag.g_00714	Prah.g_00608
OG0000275	Syag.g_00717	Prah.g_00605
OG0000276	Syag.g_00723	Prah.g_00599
OG0000277	Syag.g_00724	Prah.g_00598
OG0000278	Syag.g_00727	Prah.g_00595
OG0000279	Syag.g_00735	Prah.g_00587
OG0000280	Syag.g_00741	Prah.g_00581
OG0000281	Syag.g_00572	Prah.g_00566
OG0000282	Syag.g_00611	Prah.g_00731
OG0000283	Syag.g_00775	Prah.g_00761
OG0000284	Syag.g_00780	Prah.g_00767
OG0000285	Syag.g_00791	Prah.g_01178
OG0000286	Syag.g_00809	Prah.g_00795
OG0000287	Syag.g_00838	Prah.g_01131
OG0000288	Syag.g_00869	Prah.g_00851
OG0000289	Syag.g_00884	Prah.g_00864
OG0000290	Syag.g_00970	Prah.g_00912
OG0000291	Syag.g_00972	Prah.g_00914
OG0000292	Syag.g_02265	Prah.g_02597
OG0000293	Syag.g_01155	Prah.g_01336
OG0000294	Syag.g_01154	Prah.g_01335
OG0000295	Syag.g_01115	Prah.g_01298
OG0000296	Syag.g_01113	Prah.g_01296
OG0000297	Syag.g_01099	Prah.g_01259
OG0000298	Syag.g_01098	Prah.g_01258
OG0000299	Syag.g_01067	Prah.g_01268
OG0000300	Syag.g_01062	Prah.g_01275
OG0000301	Syag.g_01061	Prah.g_01276
OG0000302	Syag.g_01060	Prah.g_01279
OG0000303	Syag.g_01048	Prah.g_01289
OG0000304	Syag.g_01041	Prah.g_01237, Prah.g_01238
OG0000305	Syag.g_00977	Prah.g_00918
OG0000306	Syag.g_00460	Prah.g_00560
OG0000307	Syag.g_01546	Prah.g_01584
OG0000308	Syag.g_01548	Prah.g_01586
OG0000309	Syag.g_01553	Prah.g_01590
OG0000310	Syag.g_01291	Prah.g_00428
OG0000311	Syag.g_01300	Prah.g_00424
OG0000312	Syag.g_01434	Prah.g_00420
OG0000313	Syag.g_00966, Syag.g_01412	Prah.g_00402
OG0000314	Syag.g_01380	Prah.g_00371
OG0000315	Syag.g_01369	Prah.g_00361
OG0000316	Syag.g_01641	Prah.g_01631
OG0000317	Syag.g_01684	Prah.g_01672
OG0000318	Syag.g_01688	Prah.g_01677
OG0000319	Syag.g_01710	Prah.g_01694
OG0000320	Syag.g_01712	Prah.g_01696
OG0000321	Syag.g_01713	Prah.g_01697
OG0000322	Syag.g_01714	Prah.g_01698
OG0000323	Syag.g_01728	Prah.g_01710
OG0000324	Syag.g_01757	Prah.g_01744
OG0000325	Syag.g_02690	Prah.g_02071
OG0000326	Syag.g_02698	Prah.g_02064
OG0000327	Syag.g_02728	Prah.g_02038
OG0000328	Syag.g_02729	Prah.g_02037
OG0000329	Syag.g_02747	Prah.g_02020
OG0000330	Syag.g_02748	Prah.g_02019
OG0000331	Syag.g_02749	Prah.g_02018
OG0000332	Syag.g_02764	Prah.g_02003
OG0000333	Syag.g_02767	Prah.g_02001
OG0000334	Syag.g_02777	Prah.g_01991
OG0000335	Syag.g_02782	Prah.g_01986
OG0000336	Syag.g_02786	Prah.g_01982
OG0000337	Syag.g_02445	Prah.g_02224
OG0000338	Syag.g_02440	Prah.g_02227
OG0000340	Syag.g_02416	Prah.g_02244
OG0000341	Syag.g_02414	Prah.g_02246
OG0000342	Syag.g_02413	Prah.g_02247
OG0000343	Syag.g_02411	Prah.g_00168
OG0000344	Syag.g_02407	Prah.g_00165
OG0000345	Syag.g_02397	Prah.g_00154
OG0000346	Syag.g_02392	Prah.g_00149
OG0000347	Syag.g_02366	Prah.g_00089
OG0000348	Syag.g_02357	Prah.g_00078
OG0000349	Syag.g_02330	Prah.g_00053
OG0000350	Syag.g_02705	Prah.g_02533
OG0000351	Syag.g_02244	Prah.g_02578
OG0000352	Syag.g_02245	Prah.g_02579
OG0000353	Syag.g_02271	Prah.g_02603
OG0000354	Syag.g_01484	Prah.g_01523
OG0000354	Syag.g_02291	Prah.g_00020
OG0000355	Syag.g_02273	Prah.g_00002
OG0000356	Syag.g_02274	Prah.g_00003
OG0000357	Syag.g_02275	Prah.g_00004
OG0000358	Syag.g_02279	Prah.g_00008
OG0000359	Syag.g_02281	Prah.g_00010
OG0000360	Syag.g_02282	Prah.g_00011
OG0000361	Syag.g_02283	Prah.g_00012
OG0000362	Syag.g_02285	Prah.g_00014
OG0000363	Syag.g_02287	Prah.g_00016
OG0000364	Syag.g_02288	Prah.g_00017
OG0000365	Syag.g_02297	Prah.g_00026
OG0000366	Syag.g_02298	Prah.g_00027
OG0000367	Syag.g_02299	Prah.g_00028
OG0000368	Syag.g_02301	Prah.g_00030
OG0000369	Syag.g_02302	Prah.g_00031
OG0000370	Syag.g_02303	Prah.g_00032
OG0000371	Syag.g_02312	Prah.g_00041
OG0000372	Syag.g_02317	Prah.g_00046
OG0000373	Syag.g_02318	Prah.g_00047
OG0000374	Syag.g_02319	Prah.g_00048
OG0000375	Syag.g_02326	Prah.g_00049
OG0000376	Syag.g_02328	Prah.g_00051
OG0000377	Syag.g_02119	Prah.g_02485
OG0000378	Syag.g_02099	Prah.g_02471
OG0000379	Syag.g_02091	Prah.g_02457
OG0000380	Syag.g_01817	Prah.g_01834
OG0000381	Syag.g_01820	Prah.g_01839
OG0000382	Syag.g_01838	Prah.g_01859
OG0000383	Syag.g_01843	Prah.g_01861
OG0000384	Syag.g_01844	Prah.g_01862
OG0000385	Syag.g_01845	Prah.g_01863
OG0000386	Syag.g_01846	Prah.g_01864
OG0000387	Syag.g_01876	Prah.g_01888
OG0000388	Syag.g_01880	Prah.g_01892
OG0000389	Syag.g_01884	Prah.g_01896
OG0000390	Syag.g_01903	Prah.g_00194
OG0000391	Syag.g_01908	Prah.g_00189
OG0000392	Syag.g_01914	Prah.g_00183
OG0000393	Syag.g_01917	Prah.g_00175
OG0000394	Syag.g_01918	Prah.g_00174
OG0000395	Syag.g_01919	Prah.g_00173
OG0000396	Syag.g_01922	Prah.g_02252
OG0000397	Syag.g_01924	Prah.g_02254
OG0000398	Syag.g_01929	Prah.g_02259
OG0000399	Syag.g_01930	Prah.g_02260
OG0000400	Syag.g_01931	Prah.g_02261
OG0000401	Syag.g_01932	Prah.g_02262
OG0000402	Syag.g_01934	Prah.g_02264
OG0000403	Syag.g_01935	Prah.g_02265
OG0000405	Syag.g_01949	Prah.g_02280
OG0000406	Syag.g_01953	Prah.g_02284
OG0000407	Syag.g_01954	Prah.g_02285
OG0000408	Syag.g_01956	Prah.g_02287
OG0000409	Syag.g_01958	Prah.g_02289
OG0000410	Syag.g_01959	Prah.g_02290
OG0000411	Syag.g_01960	Prah.g_02291
OG0000412	Syag.g_01961	Prah.g_02292
OG0000413	Syag.g_01963	Prah.g_02294
OG0000414	Syag.g_01964	Prah.g_02295
OG0000415	Syag.g_01965	Prah.g_02296
OG0000416	Syag.g_01966	Prah.g_02297
OG0000417	Syag.g_01967	Prah.g_02298
OG0000418	Syag.g_01973	Prah.g_02303
OG0000419	Syag.g_01975	Prah.g_02305
OG0000420	Syag.g_01977	Prah.g_02306
OG0000421	Syag.g_01982	Prah.g_02310
OG0000422	Syag.g_01983	Prah.g_02311
OG0000423	Syag.g_01984	Prah.g_02312
OG0000424	Syag.g_01985	Prah.g_02313
OG0000425	Syag.g_01986	Prah.g_02314
OG0000426	Syag.g_01987	Prah.g_02315
OG0000427	Syag.g_01988	Prah.g_02316
OG0000428	Syag.g_01991	Prah.g_00709
OG0000429	Syag.g_01993	Prah.g_02321
OG0000430	Syag.g_01995	Prah.g_02323
OG0000431	Syag.g_01998	Prah.g_02334
OG0000432	Syag.g_02007	Prah.g_02341
OG0000433	Syag.g_02009	Prah.g_02344
OG0000434	Syag.g_02010	Prah.g_02345
OG0000435	Syag.g_02017	Prah.g_02350
OG0000436	Syag.g_02028	Prah.g_02356
OG0000437	Syag.g_02029	Prah.g_02357
OG0000438	Syag.g_02031	Prah.g_02358
OG0000439	Syag.g_02033	Prah.g_02360
OG0000440	Syag.g_02034	Prah.g_02361
OG0000441	Syag.g_02041	Prah.g_02364
OG0000442	Syag.g_02044	Prah.g_02365
OG0000443	Syag.g_02046	Prah.g_02370
OG0000444	Syag.g_02053	Prah.g_02418
OG0000445	Syag.g_02054	Prah.g_02417
OG0000446	Syag.g_02056	Prah.g_02415
OG0000447	Syag.g_02059	Prah.g_02411
OG0000448	Syag.g_02060	Prah.g_02410
OG0000449	Syag.g_02061	Prah.g_02409
OG0000450	Syag.g_02066	Prah.g_02403
OG0000451	Syag.g_02067	Prah.g_02402
OG0000452	Syag.g_02071	Prah.g_02398
OG0000453	Syag.g_02072	Prah.g_02397
OG0000454	Syag.g_02073	Prah.g_02396
OG0000455	Syag.g_02074	Prah.g_02395
OG0000456	Syag.g_02075	Prah.g_02394
OG0000457	Syag.g_02077	Prah.g_02392
OG0000458	Syag.g_02080	Prah.g_02391
OG0000459	Syag.g_02081	Prah.g_02390
OG0000460	Syag.g_01786	Prah.g_01781
OG0000461	Syag.g_02675	Prah.g_02074
OG0000462	Syag.g_02672	Prah.g_02078
OG0000463	Syag.g_02671	Prah.g_02079
OG0000464	Syag.g_02670	Prah.g_02080
OG0000465	Syag.g_02668	Prah.g_02082
OG0000466	Syag.g_02662	Prah.g_02087
OG0000467	Syag.g_02660	Prah.g_02089
OG0000468	Syag.g_02636	Prah.g_02098
OG0000469	Syag.g_02621	Prah.g_02111
OG0000470	Syag.g_02619	Prah.g_02114
OG0000471	Syag.g_02618	Prah.g_02115
OG0000472	Syag.g_02616	Prah.g_02117
OG0000473	Syag.g_02614	Prah.g_02119
OG0000474	Syag.g_02613	Prah.g_02120
OG0000475	Syag.g_02612	Prah.g_02121
OG0000476	Syag.g_02610	Prah.g_02123
OG0000477	Syag.g_02604	Prah.g_02128
OG0000478	Syag.g_02603	Prah.g_02129
OG0000479	Syag.g_02602	Prah.g_02130
OG0000480	Syag.g_02595	Prah.g_02137
OG0000481	Syag.g_02593	Prah.g_02139
OG0000482	Syag.g_02592	Prah.g_02140
OG0000483	Syag.g_02588	Prah.g_02144
OG0000484	Syag.g_02587	Prah.g_02145
OG0000485	Syag.g_02586	Prah.g_02146
OG0000486	Syag.g_02585	Prah.g_02147
OG0000487	Syag.g_02579	Prah.g_02152
OG0000488	Syag.g_02575	Prah.g_02156
OG0000489	Syag.g_02565	Prah.g_02167
OG0000490	Syag.g_02553	Prah.g_02172
OG0000491	Syag.g_02551	Prah.g_02173
OG0000492	Syag.g_02549	Prah.g_02175
OG0000493	Syag.g_02548	Prah.g_02176
OG0000494	Syag.g_02547	Prah.g_02177
OG0000495	Syag.g_02546	Prah.g_02178
OG0000496	Syag.g_02545	Prah.g_02179
OG0000497	Syag.g_02544	Prah.g_02180
OG0000498	Syag.g_02543	Prah.g_02181
OG0000499	Syag.g_02542	Prah.g_02182
OG0000500	Syag.g_02541	Prah.g_02183
OG0000501	Syag.g_02538	Prah.g_02186
OG0000502	Syag.g_02467	Prah.g_02199
OG0000503	Syag.g_02843	Prah.g_01940
OG0000504	Syag.g_02845	Prah.g_01938
OG0000505	Syag.g_02846	Prah.g_01937
OG0000506	Syag.g_02849	Prah.g_01935
OG0000507	Syag.g_02855	Prah.g_01930
OG0000508	Syag.g_02860	Prah.g_01922
OG0000509	Syag.g_02862	Prah.g_01920
OG0000510	Syag.g_02863	Prah.g_01919
OG0000511	Syag.g_02864	Prah.g_01918
OG0000512	Syag.g_02866	Prah.g_01916
OG0000513	Syag.g_00009	Prah.g_00209
OG0000514	Syag.g_00018	Prah.g_00218
OG0000515	Syag.g_00019	Prah.g_00219
OG0000516	Syag.g_00025	Prah.g_00221
OG0000517	Syag.g_00032	Prah.g_00229
OG0000518	Syag.g_00044	Prah.g_00241
OG0000519	Syag.g_00045	Prah.g_00242
OG0000520	Syag.g_00046	Prah.g_00247
OG0000521	Syag.g_00054	Prah.g_00255
OG0000522	Syag.g_00056	Prah.g_00257
OG0000523	Syag.g_00057	Prah.g_00258
OG0000524	Syag.g_01327	Prah.g_00290
OG0000525	Syag.g_01345	Prah.g_00304
OG0000526	Syag.g_01348	Prah.g_00306
OG0000527	Syag.g_01354	Prah.g_00310
OG0000528	Syag.g_01532	Prah.g_01572
OG0000529	Syag.g_01527	Prah.g_01565
OG0000530	Syag.g_01524	Prah.g_01562
OG0000531	Syag.g_01523	Prah.g_01561
OG0000532	Syag.g_01520	Prah.g_01558
OG0000533	Syag.g_01518	Prah.g_01556
OG0000534	Syag.g_01517	Prah.g_01555
OG0000535	Syag.g_01516	Prah.g_01554
OG0000536	Syag.g_01515	Prah.g_01553
OG0000537	Syag.g_01514	Prah.g_01552
OG0000538	Syag.g_01502	Prah.g_01541
OG0000539	Syag.g_01501	Prah.g_01540
OG0000540	Syag.g_01500	Prah.g_01539
OG0000541	Syag.g_01499	Prah.g_01538
OG0000542	Syag.g_01496	Prah.g_01535
OG0000543	Syag.g_01494	Prah.g_01533
OG0000544	Syag.g_01493	Prah.g_01532
OG0000545	Syag.g_01491	Prah.g_01530
OG0000546	Syag.g_01489	Prah.g_01528
OG0000547	Syag.g_01487	Prah.g_01526
OG0000548	Syag.g_01486	Prah.g_01525
OG0000549	Syag.g_01480	Prah.g_01519
OG0000550	Syag.g_01474	Prah.g_01514
OG0000551	Syag.g_01470	Prah.g_01510
OG0000552	Syag.g_01469	Prah.g_01509
OG0000553	Syag.g_01464	Prah.g_01505
OG0000554	Syag.g_01453	Prah.g_01500
OG0000555	Syag.g_00075	Prah.g_01480
OG0000556	Syag.g_00257	Prah.g_01474
OG0000557	Syag.g_00267	Prah.g_01473
OG0000558	Syag.g_00269	Prah.g_01470
OG0000559	Syag.g_00273	Prah.g_01466
OG0000560	Syag.g_00276	Prah.g_01463
OG0000561	Syag.g_00277	Prah.g_01462
OG0000562	Syag.g_00278	Prah.g_01461
OG0000563	Syag.g_00279	Prah.g_01460
OG0000564	Syag.g_00280	Prah.g_01459
OG0000565	Syag.g_00284	Prah.g_01457
OG0000566	Syag.g_00288	Prah.g_01452
OG0000567	Syag.g_00292	Prah.g_01448
OG0000568	Syag.g_00295	Prah.g_01446
