Orthogroup	Syag	Prai
OG0000097	Syag.g_01065	Prai.g_01214
OG0000098	Syag.g_00578, Syag.g_01445	Prai.g_01353
OG0000099	Syag.g_02536	Prai.g_01393
OG0000100	Syag.g_00704	Prai.g_01536
OG0000101	Syag.g_02773	Prai.g_01782
OG0000102	Syag.g_02387	Prai.g_01843
OG0000103	Syag.g_02253	Prai.g_01923
OG0000104	Syag.g_02268	Prai.g_01932
OG0000105	Syag.g_02606	Prai.g_00286, Prai.g_00287
OG0000106	Syag.g_00462	Prai.g_00383
OG0000107	Syag.g_02689	Prai.g_00397
OG0000108	Syag.g_01528	Prai.g_00510
OG0000109	Syag.g_01512	Prai.g_00524
OG0000110	Syag.g_00303	Prai.g_00603
OG0000111	Syag.g_00984	Prai.g_00728
OG0000112	Syag.g_00801	Prai.g_00882
OG0000113	Syag.g_00699	Prai.g_00825
OG0000114	Syag.g_00609	Prai.g_01046
OG0000115	Syag.g_01397	Prai.g_01119
OG0000116	Syag.g_01156	Prai.g_01162
OG0000117	Syag.g_01097	Prai.g_01273
OG0000118	Syag.g_01232	Prai.g_01347
OG0000120	Syag.g_02535	Prai.g_01443
OG0000121	Syag.g_01414	Prai.g_01465
OG0000123	Syag.g_02781	Prai.g_01789
OG0000124	Syag.g_02367, Syag.g_02485	Prai.g_01854
OG0000125	Syag.g_02136, Syag.g_02134	Prai.g_01892
OG0000126	Syag.g_02266	Prai.g_01931
OG0000128	Syag.g_02284	Prai.g_00011
OG0000129	Syag.g_02121	Prai.g_00051
OG0000130	Syag.g_01819	Prai.g_00069
OG0000131	Syag.g_01951	Prai.g_00156
OG0000132	Syag.g_01972	Prai.g_00175
OG0000133	Syag.g_00806	Prai.g_00335
OG0000134	Syag.g_00008	Prai.g_00369
OG0000135	Syag.g_02171	Prai.g_00393
OG0000136	Syag.g_00038	Prai.g_00472
OG0000137	Syag.g_01356	Prai.g_00505
OG0000138	Syag.g_01511	Prai.g_00525
OG0000139	Syag.g_01448	Prai.g_00565
OG0000140	Syag.g_01446	Prai.g_00566
OG0000141	Syag.g_00351	Prai.g_00635
OG0000142	Syag.g_00410	Prai.g_00664
OG0000143	Syag.g_00414	Prai.g_00668
OG0000144	Syag.g_00493	Prai.g_00681
OG0000145	Syag.g_01504	Prai.g_00883
OG0000146	Syag.g_00800	Prai.g_00881
OG0000147	Syag.g_00799	Prai.g_00880
OG0000148	Syag.g_00693	Prai.g_00831
OG0000149	Syag.g_00731	Prai.g_00800
OG0000150	Syag.g_00352	Prai.g_00792
OG0000151	Syag.g_00623	Prai.g_01036
OG0000152	Syag.g_00810	Prai.g_00989
OG0000153	Syag.g_00845	Prai.g_00970
OG0000154	Syag.g_00870	Prai.g_00943
OG0000155	Syag.g_01107	Prai.g_01191
OG0000156	Syag.g_01166	Prai.g_01323
OG0000157	Syag.g_01167	Prai.g_01324
OG0000158	Syag.g_02422	Prai.g_01392
OG0000160	Syag.g_01415	Prai.g_01464
OG0000161	Syag.g_01409	Prai.g_01470
OG0000162	Syag.g_01402	Prai.g_01476
OG0000163	Syag.g_00706, Syag.g_01618	Prai.g_01509
OG0000164	Syag.g_01725	Prai.g_01662
OG0000165	Syag.g_01733	Prai.g_01669
OG0000166	Syag.g_02733	Prai.g_01740
OG0000167	Syag.g_02437	Prai.g_01812
OG0000168	Syag.g_02417	Prai.g_01822
OG0000169	Syag.g_02405	Prai.g_01832
OG0000170	Syag.g_02398	Prai.g_01834
OG0000171	Syag.g_02368	Prai.g_01853
OG0000172	Syag.g_02360	Prai.g_01863
OG0000173	Syag.g_02337	Prai.g_01878
OG0000174	Syag.g_02175	Prai.g_01905
OG0000175	Syag.g_02240	Prai.g_01915
OG0000176	Syag.g_02276	Prai.g_00004
OG0000177	Syag.g_02277	Prai.g_00005
OG0000178	Syag.g_02278	Prai.g_00006
OG0000179	Syag.g_02293	Prai.g_00016
OG0000180	Syag.g_02294	Prai.g_00017
OG0000181	Syag.g_02295	Prai.g_00018
OG0000182	Syag.g_02296	Prai.g_00019
OG0000183	Syag.g_02300	Prai.g_00023
OG0000184	Syag.g_02110	Prai.g_00053
OG0000185	Syag.g_02092	Prai.g_00056
OG0000186	Syag.g_01815	Prai.g_00064
OG0000187	Syag.g_01816	Prai.g_00065
OG0000188	Syag.g_01839	Prai.g_00082
OG0000189	Syag.g_01872	Prai.g_00096
OG0000190	Syag.g_01874	Prai.g_00097
OG0000191	Syag.g_01909	Prai.g_00117
OG0000192	Syag.g_01915	Prai.g_00121
OG0000193	Syag.g_01952	Prai.g_00157
OG0000194	Syag.g_01955	Prai.g_00160
OG0000195	Syag.g_01957	Prai.g_00162
OG0000196	Syag.g_01968	Prai.g_00172
OG0000197	Syag.g_01969	Prai.g_00173
OG0000198	Syag.g_00108, Syag.g_01971	Prai.g_00174
OG0000199	Syag.g_01979	Prai.g_00181
OG0000200	Syag.g_01996	Prai.g_00195
OG0000201	Syag.g_02019, Syag.g_02023	Prai.g_00203
OG0000202	Syag.g_02024	Prai.g_00204
OG0000203	Syag.g_02025	Prai.g_00205
OG0000204	Syag.g_02020, Syag.g_02026	Prai.g_00206
OG0000205	Syag.g_02035	Prai.g_00213
OG0000206	Syag.g_02047	Prai.g_00218
OG0000207	Syag.g_02051	Prai.g_00220
OG0000208	Syag.g_02052	Prai.g_00221
OG0000209	Syag.g_02069	Prai.g_00230
OG0000210	Syag.g_02070	Prai.g_00231
OG0000211	Syag.g_01788	Prai.g_00244
OG0000212	Syag.g_01777	Prai.g_00251
OG0000213	Syag.g_02632	Prai.g_00270
OG0000214	Syag.g_02615	Prai.g_00280
OG0000215	Syag.g_02584	Prai.g_00305
OG0000216	Syag.g_02580	Prai.g_00307
OG0000217	Syag.g_02576	Prai.g_00310
OG0000218	Syag.g_02574	Prai.g_00312
OG0000219	Syag.g_02573	Prai.g_00313
OG0000220	Syag.g_02572	Prai.g_00314
OG0000221	Syag.g_02566	Prai.g_00315
OG0000222	Syag.g_02550	Prai.g_00323
OG0000223	Syag.g_02475	Prai.g_00336
OG0000224	Syag.g_02471	Prai.g_00338
OG0000225	Syag.g_02861	Prai.g_00358
OG0000226	Syag.g_02865	Prai.g_00362
OG0000227	Syag.g_02867	Prai.g_00364
OG0000228	Syag.g_00004	Prai.g_00367
OG0000229	Syag.g_00033	Prai.g_00467
OG0000230	Syag.g_00035	Prai.g_00469
OG0000231	Syag.g_00048	Prai.g_00480
OG0000232	Syag.g_00059	Prai.g_00489
OG0000233	Syag.g_01330	Prai.g_00494
OG0000234	Syag.g_01358	Prai.g_00506
OG0000235	Syag.g_01529	Prai.g_00509
OG0000236	Syag.g_01513	Prai.g_00523
OG0000237	Syag.g_01495	Prai.g_00536
OG0000238	Syag.g_01490	Prai.g_00542
OG0000239	Syag.g_01472	Prai.g_00553
OG0000240	Syag.g_01471	Prai.g_00554
OG0000241	Syag.g_00396	Prai.g_00558
OG0000242	Syag.g_01456	Prai.g_00560
OG0000243	Syag.g_00255	Prai.g_00571
OG0000244	Syag.g_00268	Prai.g_00574
OG0000245	Syag.g_00270	Prai.g_00576
OG0000246	Syag.g_00274	Prai.g_00580
OG0000247	Syag.g_00286	Prai.g_00590
OG0000248	Syag.g_00289	Prai.g_00593
OG0000249	Syag.g_00291	Prai.g_00595
OG0000250	Syag.g_00299	Prai.g_00600
OG0000251	Syag.g_00328	Prai.g_00619
OG0000252	Syag.g_00331	Prai.g_00622
OG0000253	Syag.g_00333	Prai.g_00623
OG0000254	Syag.g_00356	Prai.g_00639
OG0000255	Syag.g_00369	Prai.g_00645
OG0000256	Syag.g_00385	Prai.g_00656
OG0000257	Syag.g_00395	Prai.g_00659
OG0000258	Syag.g_00423	Prai.g_00672
OG0000259	Syag.g_00560	Prai.g_00689
OG0000260	Syag.g_00570	Prai.g_00692
OG0000261	Syag.g_00581	Prai.g_00694
OG0000262	Syag.g_00586	Prai.g_00698
OG0000263	Syag.g_01079	Prai.g_00710
OG0000264	Syag.g_01011	Prai.g_00720
OG0000265	Syag.g_01021	Prai.g_00748
OG0000266	Syag.g_00907	Prai.g_00758
OG0000267	Syag.g_00762	Prai.g_00769
OG0000268	Syag.g_00763	Prai.g_00770
OG0000269	Syag.g_00662	Prai.g_00853
OG0000270	Syag.g_00665	Prai.g_00850
OG0000271	Syag.g_00673	Prai.g_00842
OG0000273	Syag.g_00713	Prai.g_00817
OG0000274	Syag.g_00714	Prai.g_00816
OG0000275	Syag.g_00717	Prai.g_00741, Prai.g_00813
OG0000276	Syag.g_00723	Prai.g_00808
OG0000277	Syag.g_00724	Prai.g_00807
OG0000278	Syag.g_00727	Prai.g_00804
OG0000279	Syag.g_00735	Prai.g_00797
OG0000280	Syag.g_00741	Prai.g_00796
OG0000281	Syag.g_00572	Prai.g_00791
OG0000282	Syag.g_00611	Prai.g_01044
OG0000283	Syag.g_00775	Prai.g_01012
OG0000284	Syag.g_00780	Prai.g_01007
OG0000285	Syag.g_00791	Prai.g_01002
OG0000286	Syag.g_00809	Prai.g_00990
OG0000287	Syag.g_00838	Prai.g_00973
OG0000288	Syag.g_00869	Prai.g_00944
OG0000289	Syag.g_00884	Prai.g_00934
OG0000290	Syag.g_00970	Prai.g_00921
OG0000291	Syag.g_00972	Prai.g_00919
OG0000292	Syag.g_02265	Prai.g_01107
OG0000293	Syag.g_01155	Prai.g_01163
OG0000294	Syag.g_01154	Prai.g_01164
OG0000295	Syag.g_01115	Prai.g_01183
OG0000296	Syag.g_01113	Prai.g_01185
OG0000297	Syag.g_01099	Prai.g_01193
OG0000298	Syag.g_01098	Prai.g_01194
OG0000299	Syag.g_01067	Prai.g_01213
OG0000300	Syag.g_01062	Prai.g_01216
OG0000301	Syag.g_01061	Prai.g_01217
OG0000302	Syag.g_01060	Prai.g_01219
OG0000303	Syag.g_01048	Prai.g_01226
OG0000304	Syag.g_01041	Prai.g_01230
OG0000305	Syag.g_00977	Prai.g_01362
OG0000306	Syag.g_00460	Prai.g_01365
OG0000307	Syag.g_01546	Prai.g_01379
OG0000308	Syag.g_01548	Prai.g_01380
OG0000309	Syag.g_01553	Prai.g_01384
OG0000310	Syag.g_01291	Prai.g_01448
OG0000311	Syag.g_01300	Prai.g_01450
OG0000312	Syag.g_01434	Prai.g_01453
OG0000313	Syag.g_00966, Syag.g_01412	Prai.g_01467
OG0000314	Syag.g_01380	Prai.g_01489
OG0000315	Syag.g_01369	Prai.g_01499
OG0000316	Syag.g_01641	Prai.g_01519
OG0000317	Syag.g_01684	Prai.g_01636
OG0000318	Syag.g_01688	Prai.g_01639
OG0000319	Syag.g_01710	Prai.g_01652
OG0000320	Syag.g_01712	Prai.g_01654
OG0000321	Syag.g_01713	Prai.g_01655
OG0000322	Syag.g_01714	Prai.g_01656
OG0000323	Syag.g_01728	Prai.g_01665
OG0000324	Syag.g_01757	Prai.g_01691
OG0000325	Syag.g_02690	Prai.g_01702
OG0000326	Syag.g_02698	Prai.g_01708
OG0000327	Syag.g_02728	Prai.g_01735
OG0000328	Syag.g_02729	Prai.g_01736
OG0000329	Syag.g_02747	Prai.g_01754
OG0000330	Syag.g_02748	Prai.g_01755
OG0000331	Syag.g_02749	Prai.g_01756
OG0000332	Syag.g_02764	Prai.g_01770
OG0000333	Syag.g_02767	Prai.g_01777
OG0000334	Syag.g_02777	Prai.g_01785
OG0000335	Syag.g_02782	Prai.g_01790
OG0000336	Syag.g_02786	Prai.g_01794
OG0000337	Syag.g_02445	Prai.g_01810
OG0000338	Syag.g_02440	Prai.g_01811
OG0000340	Syag.g_02416	Prai.g_01823
OG0000341	Syag.g_02414	Prai.g_01825
OG0000342	Syag.g_02413	Prai.g_01826
OG0000343	Syag.g_02411	Prai.g_01827
OG0000344	Syag.g_02407	Prai.g_01830
OG0000345	Syag.g_02397	Prai.g_01835
OG0000346	Syag.g_02392	Prai.g_01839
OG0000347	Syag.g_02366	Prai.g_01855
OG0000348	Syag.g_02357	Prai.g_01866
OG0000349	Syag.g_02330	Prai.g_01883
OG0000350	Syag.g_02705	Prai.g_01901
OG0000351	Syag.g_02244	Prai.g_01918
OG0000352	Syag.g_02245	Prai.g_01919
OG0000353	Syag.g_02271	Prai.g_01935
OG0000355	Syag.g_02273	Prai.g_00001
OG0000356	Syag.g_02274	Prai.g_00002
OG0000357	Syag.g_02275	Prai.g_00003
OG0000358	Syag.g_02279	Prai.g_00007
OG0000359	Syag.g_02281	Prai.g_00008
OG0000360	Syag.g_02282	Prai.g_00009
OG0000361	Syag.g_02283	Prai.g_00010
OG0000362	Syag.g_02285	Prai.g_00012
OG0000363	Syag.g_02287	Prai.g_00014
OG0000364	Syag.g_02288	Prai.g_00015
OG0000365	Syag.g_02297	Prai.g_00020
OG0000366	Syag.g_02298	Prai.g_00021
OG0000367	Syag.g_02299	Prai.g_00022
OG0000368	Syag.g_02301	Prai.g_00024
OG0000369	Syag.g_02302	Prai.g_00025
OG0000370	Syag.g_02303	Prai.g_00026
OG0000371	Syag.g_02312	Prai.g_00032
OG0000372	Syag.g_02317	Prai.g_00035
OG0000373	Syag.g_02318	Prai.g_00036
OG0000374	Syag.g_02319	Prai.g_00037
OG0000375	Syag.g_02326	Prai.g_00047
OG0000376	Syag.g_02328	Prai.g_00049
OG0000377	Syag.g_02119	Prai.g_00052
OG0000378	Syag.g_02099	Prai.g_00054
OG0000379	Syag.g_02091	Prai.g_00057
OG0000380	Syag.g_01817	Prai.g_00066
OG0000381	Syag.g_01820	Prai.g_00070
OG0000382	Syag.g_01838	Prai.g_00081
OG0000383	Syag.g_01843	Prai.g_00083
OG0000384	Syag.g_01844	Prai.g_00084
OG0000385	Syag.g_01845	Prai.g_00085
OG0000386	Syag.g_01846	Prai.g_00086
OG0000387	Syag.g_01876	Prai.g_00099
OG0000388	Syag.g_01880	Prai.g_00102
OG0000389	Syag.g_01884	Prai.g_00106
OG0000390	Syag.g_01903	Prai.g_00113
OG0000391	Syag.g_01908	Prai.g_00116
OG0000392	Syag.g_01914	Prai.g_00120
OG0000393	Syag.g_01917	Prai.g_00122
OG0000394	Syag.g_01918	Prai.g_00123
OG0000395	Syag.g_01919	Prai.g_00124
OG0000396	Syag.g_01922	Prai.g_00127
OG0000397	Syag.g_01924	Prai.g_00129
OG0000398	Syag.g_01929	Prai.g_00131
OG0000399	Syag.g_01930	Prai.g_00132
OG0000400	Syag.g_01931	Prai.g_00133
OG0000401	Syag.g_01932	Prai.g_00134
OG0000402	Syag.g_01934	Prai.g_00136
OG0000403	Syag.g_01935	Prai.g_00137
OG0000404	Syag.g_01937	Prai.g_00138
OG0000405	Syag.g_01949	Prai.g_00142
OG0000406	Syag.g_01953	Prai.g_00158
OG0000407	Syag.g_01954	Prai.g_00159
OG0000408	Syag.g_01956	Prai.g_00161
OG0000409	Syag.g_01958	Prai.g_00163
OG0000410	Syag.g_01959	Prai.g_00164
OG0000411	Syag.g_01960	Prai.g_00165
OG0000412	Syag.g_01961	Prai.g_00166
OG0000413	Syag.g_01963	Prai.g_00167
OG0000414	Syag.g_01964	Prai.g_01288, Prai.g_00168
OG0000415	Syag.g_01965	Prai.g_00169
OG0000416	Syag.g_01966	Prai.g_00170
OG0000417	Syag.g_01967	Prai.g_00171
OG0000418	Syag.g_01973	Prai.g_00176
OG0000419	Syag.g_01975	Prai.g_00178
OG0000420	Syag.g_01977	Prai.g_00179
OG0000421	Syag.g_01982	Prai.g_00184
OG0000422	Syag.g_01983	Prai.g_00185
OG0000423	Syag.g_01984	Prai.g_00186
OG0000424	Syag.g_01985	Prai.g_00187
OG0000425	Syag.g_01986	Prai.g_00188
OG0000426	Syag.g_01987	Prai.g_00189
OG0000427	Syag.g_01988	Prai.g_00190
OG0000428	Syag.g_01991	Prai.g_00192
OG0000429	Syag.g_01993	Prai.g_00193
OG0000430	Syag.g_01995	Prai.g_00194
OG0000431	Syag.g_01998	Prai.g_00196
OG0000432	Syag.g_02007	Prai.g_00199
OG0000433	Syag.g_02009	Prai.g_00200
OG0000434	Syag.g_02010	Prai.g_00201
OG0000435	Syag.g_02017	Prai.g_00202
OG0000436	Syag.g_02028	Prai.g_00207
OG0000437	Syag.g_02029	Prai.g_00208
OG0000438	Syag.g_02031	Prai.g_00209
OG0000439	Syag.g_02033	Prai.g_00211
OG0000440	Syag.g_02034	Prai.g_00212
OG0000441	Syag.g_02041	Prai.g_00215
OG0000442	Syag.g_02044	Prai.g_00216
OG0000443	Syag.g_02046	Prai.g_00217
OG0000444	Syag.g_02053	Prai.g_00222
OG0000445	Syag.g_02054	Prai.g_00223
OG0000446	Syag.g_02056	Prai.g_00224
OG0000447	Syag.g_02059	Prai.g_00225
OG0000448	Syag.g_02060	Prai.g_00226
OG0000449	Syag.g_02061	Prai.g_00227
OG0000450	Syag.g_02066	Prai.g_00228
OG0000451	Syag.g_02067	Prai.g_00229
OG0000452	Syag.g_02071	Prai.g_00232
OG0000453	Syag.g_02072	Prai.g_00233
OG0000454	Syag.g_02073	Prai.g_00234
OG0000455	Syag.g_02074	Prai.g_00235
OG0000456	Syag.g_02075	Prai.g_00236
OG0000457	Syag.g_02077	Prai.g_00237
OG0000458	Syag.g_02080	Prai.g_00238
OG0000459	Syag.g_02081	Prai.g_00239
OG0000460	Syag.g_01786	Prai.g_00246
OG0000461	Syag.g_02675	Prai.g_00255
OG0000462	Syag.g_02672	Prai.g_00257
OG0000463	Syag.g_02671	Prai.g_00258
OG0000464	Syag.g_02670	Prai.g_00259
OG0000465	Syag.g_02668	Prai.g_00260
OG0000466	Syag.g_02662	Prai.g_00263
OG0000467	Syag.g_02660	Prai.g_00264
OG0000468	Syag.g_02636	Prai.g_00266
OG0000469	Syag.g_02621	Prai.g_00275
OG0000470	Syag.g_02619	Prai.g_00277
OG0000471	Syag.g_02618	Prai.g_00278
OG0000472	Syag.g_02616	Prai.g_00279
OG0000473	Syag.g_02614	Prai.g_00281
OG0000474	Syag.g_02613	Prai.g_00282
OG0000475	Syag.g_02612	Prai.g_00283
OG0000476	Syag.g_02610	Prai.g_00284
OG0000477	Syag.g_02604	Prai.g_00288
OG0000478	Syag.g_02603	Prai.g_00289
OG0000479	Syag.g_02602	Prai.g_00290
OG0000480	Syag.g_02595	Prai.g_00295
OG0000481	Syag.g_02593	Prai.g_00297
OG0000482	Syag.g_02592	Prai.g_00298
OG0000483	Syag.g_02588	Prai.g_00301
OG0000484	Syag.g_02587	Prai.g_00302
OG0000485	Syag.g_02586	Prai.g_00303
OG0000486	Syag.g_02585	Prai.g_00304
OG0000487	Syag.g_02579	Prai.g_00308
OG0000488	Syag.g_02575	Prai.g_00311
OG0000489	Syag.g_02565	Prai.g_00316
OG0000490	Syag.g_02553	Prai.g_00321
OG0000491	Syag.g_02551	Prai.g_00322
OG0000492	Syag.g_02549	Prai.g_00324
OG0000493	Syag.g_02548	Prai.g_00325
OG0000494	Syag.g_02547	Prai.g_00326
OG0000495	Syag.g_02546	Prai.g_00327
OG0000496	Syag.g_02545	Prai.g_00328
OG0000497	Syag.g_02544	Prai.g_00329
OG0000498	Syag.g_02543	Prai.g_00330
OG0000499	Syag.g_02542	Prai.g_00331
OG0000500	Syag.g_02541	Prai.g_00332
OG0000501	Syag.g_02538	Prai.g_00334
OG0000502	Syag.g_02467	Prai.g_00337
OG0000503	Syag.g_02843	Prai.g_00347
OG0000504	Syag.g_02845	Prai.g_00348
OG0000505	Syag.g_02846	Prai.g_00349
OG0000506	Syag.g_02849	Prai.g_00351
OG0000507	Syag.g_02855	Prai.g_00354
OG0000508	Syag.g_02860	Prai.g_00357
OG0000509	Syag.g_02862	Prai.g_00359
OG0000510	Syag.g_02863	Prai.g_00360
OG0000511	Syag.g_02864	Prai.g_00361
OG0000512	Syag.g_02866	Prai.g_00363
OG0000513	Syag.g_00009	Prai.g_00370
OG0000514	Syag.g_00018	Prai.g_00462
OG0000515	Syag.g_00019	Prai.g_00463
OG0000516	Syag.g_00025	Prai.g_00464
OG0000517	Syag.g_00032	Prai.g_00466
OG0000518	Syag.g_00044	Prai.g_00477
OG0000519	Syag.g_00045	Prai.g_00478
OG0000520	Syag.g_00046	Prai.g_00479
OG0000521	Syag.g_00054	Prai.g_00484
OG0000522	Syag.g_00056	Prai.g_00486
OG0000523	Syag.g_00057	Prai.g_00487
OG0000524	Syag.g_01327	Prai.g_00492
OG0000525	Syag.g_01345	Prai.g_00495
OG0000526	Syag.g_01348	Prai.g_00496
OG0000527	Syag.g_01354	Prai.g_00503
OG0000528	Syag.g_01532	Prai.g_00508
OG0000529	Syag.g_01527	Prai.g_00511
OG0000530	Syag.g_01524	Prai.g_00514
OG0000531	Syag.g_01523	Prai.g_00515
OG0000532	Syag.g_01520	Prai.g_00517
OG0000533	Syag.g_01518	Prai.g_00518
OG0000534	Syag.g_01517	Prai.g_00519
OG0000535	Syag.g_01516	Prai.g_00520
OG0000536	Syag.g_01515	Prai.g_00521
OG0000537	Syag.g_01514	Prai.g_00522
OG0000538	Syag.g_01502	Prai.g_00530
OG0000539	Syag.g_01501	Prai.g_00531
OG0000540	Syag.g_01500	Prai.g_00532
OG0000541	Syag.g_01499	Prai.g_00533
OG0000542	Syag.g_01496	Prai.g_00535
OG0000543	Syag.g_01494	Prai.g_00537
OG0000544	Syag.g_01493	Prai.g_00538
OG0000545	Syag.g_01491	Prai.g_00540
OG0000546	Syag.g_01489	Prai.g_00543
OG0000547	Syag.g_01487	Prai.g_00544
OG0000548	Syag.g_01486	Prai.g_00545
OG0000549	Syag.g_01480	Prai.g_00547
OG0000550	Syag.g_01474	Prai.g_00552
OG0000551	Syag.g_01470	Prai.g_00555
OG0000552	Syag.g_01469	Prai.g_00556
OG0000553	Syag.g_01464	Prai.g_00557
OG0000554	Syag.g_01453	Prai.g_00562
OG0000555	Syag.g_00075	Prai.g_00570
OG0000556	Syag.g_00257	Prai.g_00572
OG0000557	Syag.g_00267	Prai.g_00573
OG0000558	Syag.g_00269	Prai.g_00575
OG0000559	Syag.g_00273	Prai.g_00579
OG0000560	Syag.g_00276	Prai.g_00582
OG0000561	Syag.g_00277	Prai.g_00583
OG0000562	Syag.g_00278	Prai.g_00584
OG0000563	Syag.g_00279	Prai.g_00585
OG0000564	Syag.g_00280	Prai.g_00586
OG0000565	Syag.g_00284	Prai.g_00589
OG0000566	Syag.g_00288	Prai.g_00592
OG0000567	Syag.g_00292	Prai.g_00596
OG0000568	Syag.g_00295	Prai.g_00597
OG0000569	Syag.g_00296	Prai.g_00598
OG0000570	Syag.g_00297	Prai.g_00599
OG0000571	Syag.g_00301	Prai.g_00601
OG0000572	Syag.g_00320, Syag.g_00251	Prai.g_00614
OG0000573	Syag.g_00329	Prai.g_00620
OG0000574	Syag.g_00330	Prai.g_00621
OG0000575	Syag.g_00335	Prai.g_00625
OG0000576	Syag.g_00337	Prai.g_00627
OG0000577	Syag.g_00338	Prai.g_00628
OG0000578	Syag.g_00339	Prai.g_00629
OG0000579	Syag.g_00340	Prai.g_00630
OG0000580	Syag.g_00341	Prai.g_00631
OG0000581	Syag.g_00348	Prai.g_00633
OG0000582	Syag.g_00353	Prai.g_00636
OG0000583	Syag.g_00354	Prai.g_00637
