Orthogroup	Syag	Syae
OG0000037	Syag.g_00173	Syae.g_01367
OG0000038	Syag.g_02130	Syae.g_01571
OG0000039	Syag.g_02155	Syae.g_02495
OG0000040	Syag.g_02215	Syae.g_01653
OG0000041	Syag.g_00962	Syae.g_00802
OG0000042	Syag.g_01094, Syag.g_02378	Syae.g_01821
OG0000043	Syag.g_00564	Syae.g_00117
OG0000044	Syag.g_00945	Syae.g_00098
OG0000045	Syag.g_00225	Syae.g_00732
OG0000046	Syag.g_02812	Syae.g_02161
OG0000046	Syag.g_02819	Syae.g_02168
OG0000046	Syag.g_02805	Syae.g_02154
OG0000047	Syag.g_00768	Syae.g_02184
OG0000048	Syag.g_02611	Syae.g_01982
OG0000051	Syag.g_01026	Syae.g_00438
OG0000052	Syag.g_02491	Syae.g_01224
OG0000052	Syag.g_02451	Syae.g_01886
OG0000053	Syag.g_01391	Syae.g_02629
OG0000054	Syag.g_00350	Syae.g_00014, Syae.g_00221
OG0000055	Syag.g_00946	Syae.g_00817
OG0000057	Syag.g_00985	Syae.g_00782
OG0000058	Syag.g_02477	Syae.g_01905, Syae.g_01227
OG0000059	Syag.g_02721	Syae.g_02074
OG0000060	Syag.g_01338	Syae.g_02514
OG0000060	Syag.g_01530	Syae.g_02306
OG0000060	Syag.g_01095	Syae.g_00649
OG0000061	Syag.g_01141	Syae.g_00921
OG0000062	Syag.g_01669	Syae.g_01145
OG0000063	Syag.g_02313	Syae.g_01752
OG0000064	Syag.g_00076	Syae.g_01137
OG0000064	Syag.g_00487	Syae.g_01631
OG0000064	Syag.g_01589	Syae.g_00194
OG0000065	Syag.g_00182	Syae.g_00722
OG0000067	Syag.g_00667	Syae.g_00521
OG0000068	Syag.g_01537	Syae.g_02299
OG0000070	Syag.g_00049	Syae.g_00979
OG0000071	Syag.g_01192	Syae.g_00961
OG0000072	Syag.g_01980	Syae.g_01455
OG0000073	Syag.g_01505	Syae.g_02330
OG0000075	Syag.g_02434	Syae.g_01871
OG0000076	Syag.g_02393	Syae.g_01829
OG0000078	Syag.g_01778	Syae.g_02243
OG0000082	Syag.g_00318	Syae.g_02447
OG0000084	Syag.g_00212	Syae.g_00857
OG0000085	Syag.g_01676	Syae.g_01152
OG0000086	Syag.g_01853	Syae.g_01333
OG0000087	Syag.g_01939	Syae.g_01414
OG0000088	Syag.g_01974	Syae.g_01449
OG0000089	Syag.g_00005	Syae.g_02219
OG0000090	Syag.g_01454	Syae.g_02374
OG0000091	Syag.g_00418	Syae.g_00082
OG0000092	Syag.g_00242	Syae.g_00884
OG0000093	Syag.g_00649	Syae.g_00537
OG0000094	Syag.g_00881	Syae.g_00430
OG0000095	Syag.g_00974	Syae.g_00793
OG0000097	Syag.g_01065	Syae.g_00683
OG0000098	Syag.g_01445	Syae.g_02384
OG0000099	Syag.g_02536	Syae.g_01913
OG0000100	Syag.g_00704	Syae.g_00489
OG0000101	Syag.g_02773	Syae.g_02125
OG0000102	Syag.g_02387	Syae.g_01824
OG0000103	Syag.g_02253	Syae.g_01694
OG0000104	Syag.g_02268	Syae.g_01708
OG0000105	Syag.g_02606	Syae.g_01977
OG0000106	Syag.g_00462	Syae.g_00272
OG0000107	Syag.g_02689	Syae.g_02032
OG0000108	Syag.g_01528	Syae.g_02309
OG0000109	Syag.g_01512	Syae.g_02324
OG0000110	Syag.g_00303	Syae.g_02435
OG0000111	Syag.g_00984	Syae.g_00783
OG0000112	Syag.g_00801	Syae.g_00351
OG0000113	Syag.g_00699	Syae.g_00494
OG0000114	Syag.g_00609	Syae.g_00575
OG0000115	Syag.g_01397	Syae.g_02631
OG0000116	Syag.g_01156	Syae.g_00939
OG0000117	Syag.g_01097	Syae.g_00647
OG0000118	Syag.g_01232	Syae.g_02479
OG0000120	Syag.g_02535	Syae.g_01912
OG0000121	Syag.g_01414	Syae.g_02649
OG0000122	Syag.g_00446	Syae.g_00112
OG0000123	Syag.g_02781	Syae.g_02131
OG0000124	Syag.g_02367	Syae.g_01809
OG0000125	Syag.g_02136, Syag.g_02134	Syae.g_01573
OG0000126	Syag.g_02266	Syae.g_01706
OG0000128	Syag.g_02284	Syae.g_01724
OG0000129	Syag.g_02121	Syae.g_01562
OG0000130	Syag.g_01819	Syae.g_01284
OG0000131	Syag.g_01951	Syae.g_01428
OG0000132	Syag.g_01972	Syae.g_01447
OG0000133	Syag.g_00806	Syae.g_00356
OG0000134	Syag.g_00008	Syae.g_02222
OG0000135	Syag.g_02171	Syae.g_01608
OG0000136	Syag.g_00038	Syae.g_00989
OG0000137	Syag.g_01356	Syae.g_02530
OG0000138	Syag.g_01511	Syae.g_02325
OG0000139	Syag.g_01448	Syae.g_02380
OG0000140	Syag.g_01446	Syae.g_02383
OG0000141	Syag.g_00351	Syae.g_00016
OG0000142	Syag.g_00410	Syae.g_00074
OG0000143	Syag.g_00414	Syae.g_00078
OG0000144	Syag.g_00493	Syae.g_00261
OG0000145	Syag.g_01504	Syae.g_02331
OG0000146	Syag.g_00800	Syae.g_00350
OG0000147	Syag.g_00799	Syae.g_00349
OG0000148	Syag.g_00693	Syae.g_00500
OG0000149	Syag.g_00731	Syae.g_00847
OG0000150	Syag.g_00352	Syae.g_00017
OG0000151	Syag.g_00623	Syae.g_00563
OG0000152	Syag.g_00810	Syae.g_00360
OG0000153	Syag.g_00845	Syae.g_00394
OG0000154	Syag.g_00870	Syae.g_00420
OG0000155	Syag.g_01107	Syae.g_00885
OG0000156	Syag.g_01166	Syae.g_00945
OG0000157	Syag.g_01167	Syae.g_00946
OG0000158	Syag.g_02422	Syae.g_01858
OG0000160	Syag.g_01415	Syae.g_02650
OG0000161	Syag.g_01409	Syae.g_02644
OG0000162	Syag.g_01402	Syae.g_02638
OG0000163	Syag.g_01618	Syae.g_01092
OG0000164	Syag.g_01725	Syae.g_01198
OG0000165	Syag.g_01733	Syae.g_01021
OG0000166	Syag.g_02733	Syae.g_02085
OG0000167	Syag.g_02437	Syae.g_01874
OG0000168	Syag.g_02417	Syae.g_01856
OG0000169	Syag.g_02405	Syae.g_01841
OG0000170	Syag.g_02398	Syae.g_01834
OG0000171	Syag.g_02368	Syae.g_01810
OG0000172	Syag.g_02360	Syae.g_01788
OG0000173	Syag.g_02337	Syae.g_01770
OG0000174	Syag.g_02175	Syae.g_01610
OG0000175	Syag.g_02240	Syae.g_01679
OG0000176	Syag.g_02276	Syae.g_01716
OG0000177	Syag.g_02277	Syae.g_01717
OG0000178	Syag.g_02278	Syae.g_01718
OG0000179	Syag.g_02293	Syae.g_01733
OG0000180	Syag.g_02294	Syae.g_01734
OG0000181	Syag.g_02295	Syae.g_01735
OG0000182	Syag.g_02296	Syae.g_01736
OG0000183	Syag.g_02300	Syae.g_01740
OG0000184	Syag.g_02110	Syae.g_01554
OG0000185	Syag.g_02092	Syae.g_01551
OG0000186	Syag.g_01815	Syae.g_01279
OG0000187	Syag.g_01816	Syae.g_01280
OG0000188	Syag.g_01839	Syae.g_01323
OG0000189	Syag.g_01872	Syae.g_01350
OG0000190	Syag.g_01874	Syae.g_01352
OG0000191	Syag.g_01909	Syae.g_01384
OG0000192	Syag.g_01915	Syae.g_01390
OG0000193	Syag.g_01952	Syae.g_01429
OG0000194	Syag.g_01955	Syae.g_01432
OG0000195	Syag.g_01957	Syae.g_01434
OG0000196	Syag.g_01968	Syae.g_01444
OG0000197	Syag.g_01969	Syae.g_01445
OG0000198	Syag.g_01971	Syae.g_01446
OG0000199	Syag.g_01979	Syae.g_01454
OG0000200	Syag.g_01996	Syae.g_01471
OG0000201	Syag.g_02023	Syae.g_01487
OG0000202	Syag.g_02024	Syae.g_01488
OG0000203	Syag.g_02025	Syae.g_01489
OG0000204	Syag.g_02020, Syag.g_02026	Syae.g_01490
OG0000205	Syag.g_02035	Syae.g_01497
OG0000206	Syag.g_02047	Syae.g_01504
OG0000207	Syag.g_02051	Syae.g_01506
OG0000208	Syag.g_02052	Syae.g_01507
OG0000209	Syag.g_02069	Syae.g_01528
OG0000210	Syag.g_02070	Syae.g_01529
OG0000211	Syag.g_01788	Syae.g_02234
OG0000212	Syag.g_01777	Syae.g_02244
OG0000213	Syag.g_02632	Syae.g_02003
OG0000214	Syag.g_02615	Syae.g_01986
OG0000215	Syag.g_02584	Syae.g_01955
OG0000216	Syag.g_02580	Syae.g_01951
OG0000217	Syag.g_02576	Syae.g_01947
OG0000218	Syag.g_02574	Syae.g_01945
OG0000219	Syag.g_02573	Syae.g_01944
OG0000220	Syag.g_02572	Syae.g_01943
OG0000221	Syag.g_02566	Syae.g_01937
OG0000222	Syag.g_02550	Syae.g_01926
OG0000223	Syag.g_02475	Syae.g_01904
OG0000224	Syag.g_02471	Syae.g_01897
OG0000225	Syag.g_02861	Syae.g_02208
OG0000226	Syag.g_02865	Syae.g_02212
OG0000227	Syag.g_02867	Syae.g_02214
OG0000228	Syag.g_00004	Syae.g_02218
OG0000229	Syag.g_00033	Syae.g_00994
OG0000230	Syag.g_00035	Syae.g_00992
OG0000231	Syag.g_00048	Syae.g_00980
OG0000232	Syag.g_00059	Syae.g_02496
OG0000233	Syag.g_01330	Syae.g_02504
OG0000234	Syag.g_01358	Syae.g_02532
OG0000235	Syag.g_01529	Syae.g_02308
OG0000236	Syag.g_01513	Syae.g_02323
OG0000237	Syag.g_01495	Syae.g_02340
OG0000238	Syag.g_01490	Syae.g_02345
OG0000239	Syag.g_01472	Syae.g_02360
OG0000240	Syag.g_01471	Syae.g_02361
OG0000241	Syag.g_00396	Syae.g_00065
OG0000242	Syag.g_01456	Syae.g_02372
OG0000243	Syag.g_00255	Syae.g_02391
OG0000244	Syag.g_00268	Syae.g_02399
OG0000245	Syag.g_00270	Syae.g_02401
OG0000246	Syag.g_00274	Syae.g_02405
OG0000247	Syag.g_00286	Syae.g_02416
OG0000248	Syag.g_00289	Syae.g_02419
OG0000249	Syag.g_00291	Syae.g_02421
OG0000250	Syag.g_00299	Syae.g_02431
OG0000251	Syag.g_00328	Syae.g_02455
OG0000252	Syag.g_00331	Syae.g_02458
OG0000253	Syag.g_00333	Syae.g_02459
OG0000254	Syag.g_00356	Syae.g_00021
OG0000255	Syag.g_00369	Syae.g_00041
OG0000256	Syag.g_00385	Syae.g_00058
OG0000257	Syag.g_00395	Syae.g_00064
OG0000258	Syag.g_00423	Syae.g_00083
OG0000259	Syag.g_00560	Syae.g_00608
OG0000260	Syag.g_00570	Syae.g_00603
OG0000261	Syag.g_00581	Syae.g_00600
OG0000262	Syag.g_00586	Syae.g_00595
OG0000263	Syag.g_01079	Syae.g_00671
OG0000264	Syag.g_01011	Syae.g_00761
OG0000265	Syag.g_01021	Syae.g_00932, Syae.g_00226
OG0000266	Syag.g_00907	Syae.g_00457
OG0000267	Syag.g_00762	Syae.g_00304
OG0000268	Syag.g_00763	Syae.g_00308
OG0000269	Syag.g_00662	Syae.g_00526
OG0000270	Syag.g_00665	Syae.g_00523
OG0000271	Syag.g_00673	Syae.g_00515
OG0000274	Syag.g_00714	Syae.g_00826
OG0000275	Syag.g_00717	Syae.g_00832
OG0000276	Syag.g_00723	Syae.g_00839
OG0000277	Syag.g_00724	Syae.g_00840
OG0000278	Syag.g_00727	Syae.g_00843
OG0000279	Syag.g_00735	Syae.g_00851
OG0000280	Syag.g_00741	Syae.g_00877
OG0000281	Syag.g_00572	Syae.g_02057
OG0000282	Syag.g_00611	Syae.g_00573
OG0000283	Syag.g_00775	Syae.g_00321
OG0000284	Syag.g_00780	Syae.g_00327
OG0000285	Syag.g_00791	Syae.g_00340
OG0000286	Syag.g_00809	Syae.g_00359
OG0000287	Syag.g_00838	Syae.g_00387
OG0000288	Syag.g_00869	Syae.g_00419
OG0000289	Syag.g_00884	Syae.g_00433
OG0000290	Syag.g_00970	Syae.g_00796
OG0000291	Syag.g_00972	Syae.g_00794
OG0000292	Syag.g_02265	Syae.g_01705
OG0000293	Syag.g_01155	Syae.g_00938
OG0000294	Syag.g_01154	Syae.g_00937
OG0000295	Syag.g_01115	Syae.g_00893
OG0000296	Syag.g_01113	Syae.g_00891
OG0000298	Syag.g_01098	Syae.g_00646
OG0000299	Syag.g_01067	Syae.g_00680
OG0000300	Syag.g_01062	Syae.g_00686
OG0000301	Syag.g_01061	Syae.g_00687
OG0000302	Syag.g_01060	Syae.g_00691
OG0000303	Syag.g_01048	Syae.g_00700
OG0000304	Syag.g_01041	Syae.g_00706
OG0000305	Syag.g_00977	Syae.g_00791
OG0000306	Syag.g_00460	Syae.g_00277
OG0000307	Syag.g_01546	Syae.g_02290
OG0000308	Syag.g_01548	Syae.g_02288
OG0000309	Syag.g_01553	Syae.g_02283
OG0000310	Syag.g_01291	Syae.g_02687
OG0000311	Syag.g_01300	Syae.g_02682
OG0000312	Syag.g_01434	Syae.g_02664
OG0000313	Syag.g_00966, Syag.g_01412	Syae.g_02647
OG0000314	Syag.g_01380	Syae.g_02618
OG0000315	Syag.g_01369	Syae.g_02609
OG0000316	Syag.g_01641	Syae.g_01118
OG0000317	Syag.g_01684	Syae.g_01160
OG0000318	Syag.g_01688	Syae.g_01164
OG0000319	Syag.g_01710	Syae.g_01181
OG0000320	Syag.g_01712	Syae.g_01183
OG0000321	Syag.g_01713	Syae.g_01184
OG0000322	Syag.g_01714	Syae.g_01185
OG0000323	Syag.g_01728	Syae.g_01200
OG0000324	Syag.g_01757	Syae.g_01049
OG0000325	Syag.g_02690	Syae.g_02033
OG0000326	Syag.g_02698	Syae.g_02040
OG0000327	Syag.g_02728	Syae.g_02080
OG0000328	Syag.g_02729	Syae.g_02081
OG0000329	Syag.g_02747	Syae.g_02099
OG0000330	Syag.g_02748	Syae.g_02100
OG0000331	Syag.g_02749	Syae.g_02101
OG0000332	Syag.g_02764	Syae.g_02116
OG0000333	Syag.g_02767	Syae.g_02119
OG0000334	Syag.g_02777	Syae.g_02128
OG0000335	Syag.g_02782	Syae.g_02132
OG0000336	Syag.g_02786	Syae.g_02136
OG0000337	Syag.g_02445	Syae.g_01879
OG0000338	Syag.g_02440	Syae.g_01876
OG0000340	Syag.g_02416	Syae.g_01855
OG0000341	Syag.g_02414	Syae.g_01853
OG0000342	Syag.g_02413	Syae.g_01852
OG0000343	Syag.g_02411	Syae.g_01848
OG0000344	Syag.g_02407	Syae.g_01843
OG0000345	Syag.g_02397	Syae.g_01833
OG0000346	Syag.g_02392	Syae.g_01828
OG0000347	Syag.g_02366	Syae.g_01805
OG0000348	Syag.g_02357	Syae.g_01781
OG0000349	Syag.g_02330	Syae.g_01763
OG0000350	Syag.g_02705	Syae.g_02047
OG0000351	Syag.g_02244	Syae.g_01684
OG0000352	Syag.g_02245	Syae.g_01685
OG0000353	Syag.g_02271	Syae.g_01711
OG0000354	Syag.g_01484	Syae.g_02351
OG0000354	Syag.g_02291	Syae.g_01731
OG0000355	Syag.g_02273	Syae.g_01713
OG0000356	Syag.g_02274	Syae.g_01714
OG0000357	Syag.g_02275	Syae.g_01715
OG0000358	Syag.g_02279	Syae.g_01719
OG0000359	Syag.g_02281	Syae.g_01721
OG0000360	Syag.g_02282	Syae.g_01722
OG0000361	Syag.g_02283	Syae.g_01723
OG0000362	Syag.g_02285	Syae.g_01725
OG0000363	Syag.g_02287	Syae.g_01727
OG0000364	Syag.g_02288	Syae.g_01728
OG0000365	Syag.g_02297	Syae.g_01737
OG0000366	Syag.g_02298	Syae.g_01738
OG0000367	Syag.g_02299	Syae.g_01739
OG0000368	Syag.g_02301	Syae.g_01741
OG0000369	Syag.g_02302	Syae.g_01742
OG0000370	Syag.g_02303	Syae.g_01743
OG0000371	Syag.g_02312	Syae.g_01751
OG0000372	Syag.g_02317	Syae.g_01756
OG0000373	Syag.g_02318	Syae.g_01757
OG0000374	Syag.g_02319	Syae.g_01758
OG0000375	Syag.g_02326	Syae.g_01759
OG0000376	Syag.g_02328	Syae.g_01761
OG0000377	Syag.g_02119	Syae.g_01561
OG0000378	Syag.g_02099	Syae.g_01553
OG0000379	Syag.g_02091	Syae.g_01550
OG0000380	Syag.g_01817	Syae.g_01281
OG0000381	Syag.g_01820	Syae.g_01285
OG0000382	Syag.g_01838	Syae.g_01322
OG0000383	Syag.g_01843	Syae.g_01324
OG0000384	Syag.g_01844	Syae.g_01325
OG0000385	Syag.g_01845	Syae.g_01326
OG0000386	Syag.g_01846	Syae.g_01327
OG0000387	Syag.g_01876	Syae.g_01354
OG0000388	Syag.g_01880	Syae.g_01358
OG0000389	Syag.g_01884	Syae.g_01362
OG0000390	Syag.g_01903	Syae.g_01378
OG0000391	Syag.g_01908	Syae.g_01383
OG0000392	Syag.g_01914	Syae.g_01389
OG0000393	Syag.g_01917	Syae.g_01392
OG0000394	Syag.g_01918	Syae.g_01393
OG0000395	Syag.g_01919	Syae.g_01394
OG0000396	Syag.g_01922	Syae.g_01397
OG0000397	Syag.g_01924	Syae.g_01400
OG0000398	Syag.g_01929	Syae.g_01405
OG0000399	Syag.g_01930	Syae.g_01406
OG0000400	Syag.g_01931	Syae.g_01407
OG0000401	Syag.g_01932	Syae.g_01408
OG0000402	Syag.g_01934	Syae.g_01410
OG0000403	Syag.g_01935	Syae.g_01411
OG0000404	Syag.g_01937	Syae.g_01412
OG0000405	Syag.g_01949	Syae.g_01426
OG0000406	Syag.g_01953	Syae.g_01430
OG0000407	Syag.g_01954	Syae.g_01431
OG0000408	Syag.g_01956	Syae.g_01433
OG0000409	Syag.g_01958	Syae.g_01435
OG0000410	Syag.g_01959	Syae.g_01436
OG0000411	Syag.g_01960	Syae.g_01437
OG0000412	Syag.g_01961	Syae.g_01438
OG0000413	Syag.g_01963	Syae.g_01440
OG0000415	Syag.g_01965	Syae.g_01441
OG0000416	Syag.g_01966	Syae.g_01442
OG0000417	Syag.g_01967	Syae.g_01443
OG0000418	Syag.g_01973	Syae.g_01448
OG0000419	Syag.g_01975	Syae.g_01450
OG0000420	Syag.g_01977	Syae.g_01452
OG0000421	Syag.g_01982	Syae.g_01457
OG0000422	Syag.g_01983	Syae.g_01458
OG0000423	Syag.g_01984	Syae.g_01459
OG0000424	Syag.g_01985	Syae.g_01460
OG0000425	Syag.g_01986	Syae.g_01461
OG0000426	Syag.g_01987	Syae.g_01462
OG0000427	Syag.g_01988	Syae.g_01463
OG0000428	Syag.g_01991	Syae.g_01466
OG0000429	Syag.g_01993	Syae.g_01468
OG0000430	Syag.g_01995	Syae.g_01470
OG0000431	Syag.g_01998	Syae.g_01473
OG0000432	Syag.g_02007	Syae.g_01481
OG0000433	Syag.g_02009	Syae.g_01484
OG0000434	Syag.g_02010	Syae.g_01485
OG0000435	Syag.g_02017	Syae.g_01486
OG0000436	Syag.g_02028	Syae.g_01491
OG0000437	Syag.g_02029	Syae.g_01492
OG0000438	Syag.g_02031	Syae.g_01493
OG0000439	Syag.g_02033	Syae.g_01495
OG0000440	Syag.g_02034	Syae.g_01496
OG0000441	Syag.g_02041	Syae.g_01501
OG0000442	Syag.g_02044	Syae.g_01502
OG0000443	Syag.g_02046	Syae.g_01503
OG0000444	Syag.g_02053	Syae.g_01509
OG0000445	Syag.g_02054	Syae.g_01510
OG0000446	Syag.g_02056	Syae.g_01512
OG0000447	Syag.g_02059	Syae.g_01517
OG0000448	Syag.g_02060	Syae.g_01518
OG0000449	Syag.g_02061	Syae.g_01519
OG0000450	Syag.g_02066	Syae.g_01525
OG0000451	Syag.g_02067	Syae.g_01526
OG0000452	Syag.g_02071	Syae.g_01530
OG0000453	Syag.g_02072	Syae.g_01531
OG0000454	Syag.g_02073	Syae.g_01532
OG0000455	Syag.g_02074	Syae.g_01533
OG0000456	Syag.g_02075	Syae.g_01534
OG0000457	Syag.g_02077	Syae.g_01536
OG0000458	Syag.g_02080	Syae.g_01538
OG0000459	Syag.g_02081	Syae.g_01539
OG0000460	Syag.g_01786	Syae.g_02236
OG0000461	Syag.g_02675	Syae.g_02024
OG0000462	Syag.g_02672	Syae.g_02021
OG0000463	Syag.g_02671	Syae.g_02020
OG0000464	Syag.g_02670	Syae.g_02019
OG0000465	Syag.g_02668	Syae.g_02018
OG0000466	Syag.g_02662	Syae.g_02014
OG0000467	Syag.g_02660	Syae.g_02012
OG0000468	Syag.g_02636	Syae.g_02007
OG0000469	Syag.g_02621	Syae.g_01992
OG0000470	Syag.g_02619	Syae.g_01990
OG0000471	Syag.g_02618	Syae.g_01989
OG0000472	Syag.g_02616	Syae.g_01987
OG0000473	Syag.g_02614	Syae.g_01985
OG0000474	Syag.g_02613	Syae.g_01984
OG0000475	Syag.g_02612	Syae.g_01983
OG0000476	Syag.g_02610	Syae.g_01981
OG0000477	Syag.g_02604	Syae.g_01975
OG0000478	Syag.g_02603	Syae.g_01974
OG0000479	Syag.g_02602	Syae.g_01973
OG0000480	Syag.g_02595	Syae.g_01966
OG0000481	Syag.g_02593	Syae.g_01964
OG0000482	Syag.g_02592	Syae.g_01963
OG0000483	Syag.g_02588	Syae.g_01959
OG0000484	Syag.g_02587	Syae.g_01958
OG0000485	Syag.g_02586	Syae.g_01957
OG0000486	Syag.g_02585	Syae.g_01956
OG0000487	Syag.g_02579	Syae.g_01950
OG0000488	Syag.g_02575	Syae.g_01946
OG0000489	Syag.g_02565	Syae.g_01936
OG0000490	Syag.g_02553	Syae.g_01928
OG0000491	Syag.g_02551	Syae.g_01927
OG0000492	Syag.g_02549	Syae.g_01925
OG0000493	Syag.g_02548	Syae.g_01924
OG0000494	Syag.g_02547	Syae.g_01923
OG0000495	Syag.g_02546	Syae.g_01922
OG0000496	Syag.g_02545	Syae.g_01921
OG0000497	Syag.g_02544	Syae.g_01920
OG0000498	Syag.g_02543	Syae.g_01919
OG0000499	Syag.g_02542	Syae.g_01918
OG0000500	Syag.g_02541	Syae.g_01917
OG0000501	Syag.g_02538	Syae.g_01914
OG0000502	Syag.g_02467	Syae.g_01902
OG0000503	Syag.g_02843	Syae.g_02192
OG0000504	Syag.g_02845	Syae.g_02194
OG0000505	Syag.g_02846	Syae.g_02195
OG0000506	Syag.g_02849	Syae.g_02197
OG0000507	Syag.g_02855	Syae.g_02203
OG0000508	Syag.g_02860	Syae.g_02207
OG0000509	Syag.g_02862	Syae.g_02209
OG0000510	Syag.g_02863	Syae.g_02210
OG0000511	Syag.g_02864	Syae.g_02211
OG0000512	Syag.g_02866	Syae.g_02213
OG0000513	Syag.g_00009	Syae.g_02223
OG0000514	Syag.g_00018	Syae.g_02229
OG0000515	Syag.g_00019	Syae.g_02230
OG0000516	Syag.g_00025	Syae.g_01000
OG0000517	Syag.g_00032	Syae.g_00995
OG0000518	Syag.g_00044	Syae.g_00983
OG0000519	Syag.g_00045	Syae.g_00982
OG0000520	Syag.g_00046	Syae.g_00981
OG0000521	Syag.g_00054	Syae.g_02491
OG0000522	Syag.g_00056	Syae.g_02493
OG0000523	Syag.g_00057	Syae.g_02494
OG0000524	Syag.g_01327	Syae.g_02501
OG0000525	Syag.g_01345	Syae.g_02520
OG0000526	Syag.g_01348	Syae.g_02523
OG0000527	Syag.g_01354	Syae.g_02528
OG0000528	Syag.g_01532	Syae.g_02304
OG0000529	Syag.g_01527	Syae.g_02310
OG0000530	Syag.g_01524	Syae.g_02313
OG0000531	Syag.g_01523	Syae.g_02314
OG0000532	Syag.g_01520	Syae.g_02317
OG0000533	Syag.g_01518	Syae.g_02318
OG0000534	Syag.g_01517	Syae.g_02319
OG0000535	Syag.g_01516	Syae.g_02320
OG0000536	Syag.g_01515	Syae.g_02321
OG0000537	Syag.g_01514	Syae.g_02322
OG0000538	Syag.g_01502	Syae.g_02333
OG0000539	Syag.g_01501	Syae.g_02334
OG0000540	Syag.g_01500	Syae.g_02335
OG0000541	Syag.g_01499	Syae.g_02336
OG0000542	Syag.g_01496	Syae.g_02339
OG0000543	Syag.g_01494	Syae.g_02341
OG0000544	Syag.g_01493	Syae.g_02342
OG0000545	Syag.g_01491	Syae.g_02344
OG0000546	Syag.g_01489	Syae.g_02346
OG0000547	Syag.g_01487	Syae.g_02348
OG0000548	Syag.g_01486	Syae.g_02349
OG0000549	Syag.g_01480	Syae.g_02354
OG0000550	Syag.g_01474	Syae.g_02358
OG0000551	Syag.g_01470	Syae.g_02363
OG0000552	Syag.g_01469	Syae.g_02364
OG0000553	Syag.g_01464	Syae.g_02366
OG0000554	Syag.g_01453	Syae.g_02375
OG0000555	Syag.g_00075	Syae.g_02390
OG0000556	Syag.g_00257	Syae.g_02394
OG0000557	Syag.g_00267	Syae.g_02398
OG0000558	Syag.g_00269	Syae.g_02400
OG0000559	Syag.g_00273	Syae.g_02404
OG0000560	Syag.g_00276	Syae.g_02407
OG0000561	Syag.g_00277	Syae.g_02408
OG0000562	Syag.g_00278	Syae.g_02409
OG0000563	Syag.g_00279	Syae.g_02410
OG0000564	Syag.g_00280	Syae.g_02411
OG0000565	Syag.g_00284	Syae.g_02414
OG0000566	Syag.g_00288	Syae.g_02418
OG0000567	Syag.g_00292	Syae.g_02422
OG0000568	Syag.g_00295	Syae.g_02427
OG0000569	Syag.g_00296	Syae.g_02428
OG0000570	Syag.g_00297	Syae.g_02429
OG0000571	Syag.g_00301	Syae.g_02433
OG0000572	Syag.g_00320, Syag.g_00251	Syae.g_02448
OG0000573	Syag.g_00329	Syae.g_02456
