Orthogroup	Syag	Syaj
OG0000038	Syag.g_02130	Syaj.g_02115
OG0000039	Syag.g_02155	Syaj.g_00275
OG0000040	Syag.g_02215	Syaj.g_02208
OG0000041	Syag.g_00962	Syaj.g_00418
OG0000042	Syag.g_01094, Syag.g_02378	Syaj.g_02399
OG0000043	Syag.g_00564	Syaj.g_01085, Syaj.g_01247
OG0000044	Syag.g_00945	Syaj.g_01344
OG0000045	Syag.g_00225	Syaj.g_00132
OG0000046	Syag.g_02812	Syaj.g_02775
OG0000046	Syag.g_02819	Syaj.g_02781
OG0000046	Syag.g_02805	Syaj.g_02768
OG0000047	Syag.g_00768	Syaj.g_02799
OG0000048	Syag.g_02611	Syaj.g_02578
OG0000051	Syag.g_01026	Syaj.g_02898
OG0000051	Syag.g_00214	Syaj.g_00017
OG0000052	Syag.g_02451	Syaj.g_02476
OG0000053	Syag.g_01391	Syaj.g_01409
OG0000054	Syag.g_00350	Syaj.g_01341
OG0000055	Syag.g_00946	Syaj.g_00394
OG0000057	Syag.g_00985	Syaj.g_00438
OG0000058	Syag.g_02477	Syaj.g_02495
OG0000059	Syag.g_02721	Syaj.g_02686
OG0000060	Syag.g_01338	Syaj.g_01469
OG0000060	Syag.g_01530	Syaj.g_00067
OG0000060	Syag.g_01095	Syaj.g_00635
OG0000061	Syag.g_01141	Syaj.g_00302
OG0000062	Syag.g_01669	Syaj.g_01700
OG0000063	Syag.g_02313	Syaj.g_02302
OG0000064	Syag.g_00487	Syaj.g_01253
OG0000065	Syag.g_00182	Syaj.g_00007
OG0000067	Syag.g_00667	Syaj.g_01023
OG0000068	Syag.g_01537	Syaj.g_00059
OG0000070	Syag.g_00049	Syaj.g_01529
OG0000071	Syag.g_01192	Syaj.g_01511
OG0000072	Syag.g_01980	Syaj.g_01992
OG0000073	Syag.g_01505	Syaj.g_00093
OG0000075	Syag.g_02434	Syaj.g_02457
OG0000076	Syag.g_02393	Syaj.g_02417
OG0000077	Syag.g_01831	Syaj.g_01831
OG0000078	Syag.g_01778	Syaj.g_02880
OG0000080	Syag.g_00124	Syaj.g_02022
OG0000080	Syag.g_02500	Syaj.g_02368
OG0000082	Syag.g_00318	Syaj.g_00229
OG0000084	Syag.g_00212	Syaj.g_01375
OG0000085	Syag.g_01676	Syaj.g_01707
OG0000086	Syag.g_01853	Syaj.g_01848
OG0000087	Syag.g_01939	Syaj.g_01945
OG0000088	Syag.g_01974	Syaj.g_01986
OG0000089	Syag.g_00005	Syaj.g_02829, Syaj.g_01915
OG0000090	Syag.g_01454	Syaj.g_00144
OG0000091	Syag.g_00418	Syaj.g_01275
OG0000092	Syag.g_00242	Syaj.g_00339
OG0000093	Syag.g_00649	Syaj.g_01042
OG0000094	Syag.g_00881	Syaj.g_00804
OG0000095	Syag.g_00974	Syaj.g_00427
OG0000097	Syag.g_01065	Syaj.g_00589
OG0000099	Syag.g_02536	Syaj.g_02503
OG0000100	Syag.g_00704	Syaj.g_00987
OG0000101	Syag.g_02773	Syaj.g_02738
OG0000102	Syag.g_02387	Syaj.g_02411
OG0000103	Syag.g_02253	Syaj.g_02243
OG0000104	Syag.g_02268	Syaj.g_02258
OG0000105	Syag.g_02606	Syaj.g_02573
OG0000106	Syag.g_00462	Syaj.g_01130
OG0000107	Syag.g_02689	Syaj.g_02637
OG0000108	Syag.g_01528	Syaj.g_00072
OG0000109	Syag.g_01512	Syaj.g_00087
OG0000110	Syag.g_00303	Syaj.g_00215
OG0000111	Syag.g_00984	Syaj.g_00437
OG0000112	Syag.g_00801	Syaj.g_00907
OG0000113	Syag.g_00699	Syaj.g_00992
OG0000114	Syag.g_00609	Syaj.g_00741
OG0000115	Syag.g_01397	Syaj.g_01402
OG0000116	Syag.g_01156	Syaj.g_00289
OG0000117	Syag.g_01097	Syaj.g_00637
OG0000118	Syag.g_01232	Syaj.g_00267
OG0000120	Syag.g_02535	Syaj.g_02502
OG0000121	Syag.g_01414	Syaj.g_01383
OG0000122	Syag.g_00446	Syaj.g_01250
OG0000123	Syag.g_02781	Syaj.g_02745
OG0000124	Syag.g_02367	Syaj.g_02388
OG0000125	Syag.g_02136, Syag.g_02134	Syaj.g_02117
OG0000126	Syag.g_02266	Syaj.g_02256
OG0000128	Syag.g_02284	Syaj.g_02274
OG0000129	Syag.g_02121	Syaj.g_02106
OG0000130	Syag.g_01819	Syaj.g_01818
OG0000131	Syag.g_01951	Syaj.g_01964
OG0000132	Syag.g_01972	Syaj.g_01984
OG0000133	Syag.g_00806	Syaj.g_00902
OG0000134	Syag.g_00008	Syaj.g_02832
OG0000135	Syag.g_02171	Syaj.g_02167
OG0000136	Syag.g_00038	Syaj.g_01550
OG0000137	Syag.g_01356	Syaj.g_01444
OG0000138	Syag.g_01511	Syaj.g_00088
OG0000139	Syag.g_01448	Syaj.g_00150
OG0000140	Syag.g_01446	Syaj.g_00153
OG0000141	Syag.g_00351	Syaj.g_01340
OG0000142	Syag.g_00410	Syaj.g_01283
OG0000143	Syag.g_00414	Syaj.g_01279
OG0000144	Syag.g_00493	Syaj.g_01151
OG0000145	Syag.g_01504	Syaj.g_00094
OG0000146	Syag.g_00800	Syaj.g_00908
OG0000147	Syag.g_00799	Syaj.g_00909
OG0000148	Syag.g_00693	Syaj.g_01003
OG0000149	Syag.g_00731	Syaj.g_00369
OG0000150	Syag.g_00352	Syaj.g_01339, Syaj.g_00154
OG0000151	Syag.g_00623	Syaj.g_01074
OG0000152	Syag.g_00810	Syaj.g_00898
OG0000153	Syag.g_00845	Syaj.g_00842
OG0000154	Syag.g_00870	Syaj.g_00814
OG0000155	Syag.g_01107	Syaj.g_00338
OG0000156	Syag.g_01166	Syaj.g_00282
OG0000157	Syag.g_01167	Syaj.g_00281
OG0000158	Syag.g_02422	Syaj.g_02445
OG0000160	Syag.g_01415	Syaj.g_01382
OG0000161	Syag.g_01409	Syaj.g_01389
OG0000162	Syag.g_01402	Syaj.g_01395
OG0000163	Syag.g_01618	Syaj.g_01639
OG0000164	Syag.g_01725	Syaj.g_01758
OG0000165	Syag.g_01733	Syaj.g_01582
OG0000166	Syag.g_02733	Syaj.g_02698
OG0000167	Syag.g_02437	Syaj.g_02460
OG0000168	Syag.g_02417	Syaj.g_02444
OG0000169	Syag.g_02405	Syaj.g_02431, Syaj.g_02429
OG0000170	Syag.g_02398	Syaj.g_02422
OG0000171	Syag.g_02368	Syaj.g_02389
OG0000172	Syag.g_02360	Syaj.g_02365
OG0000173	Syag.g_02337	Syaj.g_02321
OG0000174	Syag.g_02175	Syaj.g_02169
OG0000175	Syag.g_02240	Syaj.g_02229
OG0000176	Syag.g_02276	Syaj.g_02266
OG0000177	Syag.g_02277	Syaj.g_02267
OG0000178	Syag.g_02278	Syaj.g_02268
OG0000179	Syag.g_02293	Syaj.g_02283
OG0000180	Syag.g_02294	Syaj.g_02284
OG0000181	Syag.g_02295	Syaj.g_02285
OG0000182	Syag.g_02296	Syaj.g_02286
OG0000183	Syag.g_02300	Syaj.g_02290
OG0000184	Syag.g_02110	Syaj.g_02098
OG0000185	Syag.g_02092	Syaj.g_02087
OG0000186	Syag.g_01815	Syaj.g_01812
OG0000187	Syag.g_01816	Syaj.g_01814
OG0000188	Syag.g_01839	Syaj.g_01837
OG0000189	Syag.g_01872	Syaj.g_01874
OG0000190	Syag.g_01874	Syaj.g_01876
OG0000191	Syag.g_01909	Syaj.g_01910
OG0000192	Syag.g_01915	Syaj.g_01919
OG0000193	Syag.g_01952	Syaj.g_01965
OG0000194	Syag.g_01955	Syaj.g_01968
OG0000195	Syag.g_01957	Syaj.g_01971
OG0000196	Syag.g_01968	Syaj.g_01981
OG0000197	Syag.g_01969	Syaj.g_01982
OG0000198	Syag.g_01971	Syaj.g_01983
OG0000199	Syag.g_01979	Syaj.g_01991
OG0000200	Syag.g_01996	Syaj.g_02008
OG0000201	Syag.g_02019, Syag.g_02023	Syaj.g_02024
OG0000202	Syag.g_02024	Syaj.g_02025
OG0000203	Syag.g_02025	Syaj.g_02026
OG0000204	Syag.g_02020, Syag.g_02026	Syaj.g_02027
OG0000205	Syag.g_02035	Syaj.g_02035
OG0000206	Syag.g_02047	Syaj.g_02043
OG0000207	Syag.g_02051	Syaj.g_02045
OG0000208	Syag.g_02052	Syaj.g_02046
OG0000209	Syag.g_02069	Syaj.g_02070
OG0000210	Syag.g_02070	Syaj.g_02071
OG0000211	Syag.g_01788	Syaj.g_02856
OG0000212	Syag.g_01777	Syaj.g_02881
OG0000213	Syag.g_02632	Syaj.g_02601
OG0000214	Syag.g_02615	Syaj.g_02582
OG0000215	Syag.g_02584	Syaj.g_02551
OG0000216	Syag.g_02580	Syaj.g_02547
OG0000217	Syag.g_02576	Syaj.g_02543
OG0000218	Syag.g_02574	Syaj.g_02541
OG0000219	Syag.g_02573	Syaj.g_02540
OG0000220	Syag.g_02572	Syaj.g_02539
OG0000221	Syag.g_02566	Syaj.g_02530
OG0000222	Syag.g_02550	Syaj.g_02516
OG0000223	Syag.g_02475	Syaj.g_02494
OG0000224	Syag.g_02471	Syaj.g_02487
OG0000225	Syag.g_02861	Syaj.g_02821
OG0000226	Syag.g_02865	Syaj.g_02825
OG0000227	Syag.g_02867	Syaj.g_02827
OG0000228	Syag.g_00004	Syaj.g_02828
OG0000229	Syag.g_00033	Syaj.g_01555
OG0000230	Syag.g_00035	Syaj.g_01553
OG0000231	Syag.g_00048	Syaj.g_01541
OG0000232	Syag.g_00059	Syaj.g_01497
OG0000233	Syag.g_01330	Syaj.g_01481
OG0000234	Syag.g_01358	Syaj.g_01442
OG0000235	Syag.g_01529	Syaj.g_00071
OG0000236	Syag.g_01513	Syaj.g_00086
OG0000237	Syag.g_01495	Syaj.g_00103
OG0000238	Syag.g_01490	Syaj.g_00108
OG0000239	Syag.g_01472	Syaj.g_00125
OG0000240	Syag.g_01471	Syaj.g_00126
OG0000241	Syag.g_00396	Syaj.g_01291
OG0000242	Syag.g_01456	Syaj.g_00142
OG0000243	Syag.g_00255	Syaj.g_00164
OG0000244	Syag.g_00268	Syaj.g_00180
OG0000245	Syag.g_00270	Syaj.g_00182
OG0000246	Syag.g_00274	Syaj.g_00186
OG0000247	Syag.g_00286	Syaj.g_00197
OG0000248	Syag.g_00289	Syaj.g_00200
OG0000249	Syag.g_00291	Syaj.g_00202
OG0000250	Syag.g_00299	Syaj.g_00211
OG0000251	Syag.g_00328	Syaj.g_00237
OG0000252	Syag.g_00331	Syaj.g_00243
OG0000253	Syag.g_00333	Syaj.g_00245
OG0000254	Syag.g_00356	Syaj.g_01335
OG0000255	Syag.g_00369	Syaj.g_01315
OG0000256	Syag.g_00385	Syaj.g_01297
OG0000257	Syag.g_00395	Syaj.g_01292
OG0000258	Syag.g_00423	Syaj.g_01274
OG0000259	Syag.g_00560	Syaj.g_00707
OG0000260	Syag.g_00570	Syaj.g_00712
OG0000261	Syag.g_00581	Syaj.g_00715
OG0000262	Syag.g_00586	Syaj.g_00720
OG0000263	Syag.g_01079	Syaj.g_00605
OG0000264	Syag.g_01011	Syaj.g_00485
OG0000266	Syag.g_00907	Syaj.g_00946
OG0000267	Syag.g_00762	Syaj.g_00770
OG0000268	Syag.g_00763	Syaj.g_00771
OG0000269	Syag.g_00662	Syaj.g_01031
OG0000270	Syag.g_00665	Syaj.g_01025
OG0000271	Syag.g_00673	Syaj.g_01017
OG0000273	Syag.g_00713	Syaj.g_00389
OG0000274	Syag.g_00714	Syaj.g_00388
OG0000275	Syag.g_00717	Syaj.g_00384
OG0000276	Syag.g_00723	Syaj.g_00377
OG0000277	Syag.g_00724	Syaj.g_00376
OG0000278	Syag.g_00727	Syaj.g_00373
OG0000279	Syag.g_00735	Syaj.g_00357
OG0000280	Syag.g_00741	Syaj.g_00348
OG0000281	Syag.g_00572	Syaj.g_02670
OG0000282	Syag.g_00611	Syaj.g_00743
OG0000283	Syag.g_00775	Syaj.g_00790
OG0000284	Syag.g_00780	Syaj.g_00930
OG0000285	Syag.g_00791	Syaj.g_00917
OG0000286	Syag.g_00809	Syaj.g_00899
OG0000287	Syag.g_00838	Syaj.g_00849
OG0000288	Syag.g_00869	Syaj.g_00815
OG0000289	Syag.g_00884	Syaj.g_00800
OG0000290	Syag.g_00970	Syaj.g_00424
OG0000291	Syag.g_00972	Syaj.g_00426
OG0000292	Syag.g_02265	Syaj.g_02255
OG0000293	Syag.g_01155	Syaj.g_00290
OG0000294	Syag.g_01154	Syaj.g_00291
OG0000295	Syag.g_01115	Syaj.g_00330
OG0000296	Syag.g_01113	Syaj.g_00332
OG0000298	Syag.g_01098	Syaj.g_00638
OG0000299	Syag.g_01067	Syaj.g_00592
OG0000300	Syag.g_01062	Syaj.g_00586
OG0000301	Syag.g_01061	Syaj.g_00585
OG0000302	Syag.g_01060	Syaj.g_00582
OG0000303	Syag.g_01048	Syaj.g_00572
OG0000304	Syag.g_01041	Syaj.g_00566
OG0000305	Syag.g_00977	Syaj.g_00429
OG0000306	Syag.g_00460	Syaj.g_01126
OG0000307	Syag.g_01546	Syaj.g_00051
OG0000308	Syag.g_01548	Syaj.g_00049
OG0000309	Syag.g_01553	Syaj.g_00044
OG0000310	Syag.g_01291	Syaj.g_01358
OG0000311	Syag.g_01300	Syaj.g_01362
OG0000312	Syag.g_01434	Syaj.g_01368
OG0000313	Syag.g_00966, Syag.g_01412	Syaj.g_01386
OG0000314	Syag.g_01380	Syaj.g_01420
OG0000315	Syag.g_01369	Syaj.g_01430
OG0000316	Syag.g_01641	Syaj.g_01664
OG0000317	Syag.g_01684	Syaj.g_01715
OG0000318	Syag.g_01688	Syaj.g_01722
OG0000319	Syag.g_01710	Syaj.g_01741
OG0000320	Syag.g_01712	Syaj.g_01743
OG0000321	Syag.g_01713	Syaj.g_01744
OG0000322	Syag.g_01714	Syaj.g_01745
OG0000323	Syag.g_01728	Syaj.g_01760
OG0000324	Syag.g_01757	Syaj.g_01609
OG0000325	Syag.g_02690	Syaj.g_02638
OG0000326	Syag.g_02698	Syaj.g_02645
OG0000327	Syag.g_02728	Syaj.g_02693
OG0000328	Syag.g_02729	Syaj.g_02694
OG0000329	Syag.g_02747	Syaj.g_02712
OG0000330	Syag.g_02748	Syaj.g_02713
OG0000331	Syag.g_02749	Syaj.g_02714
OG0000332	Syag.g_02764	Syaj.g_02729
OG0000333	Syag.g_02767	Syaj.g_02732
OG0000334	Syag.g_02777	Syaj.g_02741
OG0000335	Syag.g_02782	Syaj.g_02746
OG0000336	Syag.g_02786	Syaj.g_02750
OG0000337	Syag.g_02445	Syaj.g_02466
OG0000338	Syag.g_02440	Syaj.g_02462
OG0000340	Syag.g_02416	Syaj.g_02443
OG0000341	Syag.g_02414	Syaj.g_02441
OG0000342	Syag.g_02413	Syaj.g_02440
OG0000343	Syag.g_02411	Syaj.g_02437
OG0000344	Syag.g_02407	Syaj.g_02433
OG0000345	Syag.g_02397	Syaj.g_02421
OG0000346	Syag.g_02392	Syaj.g_02416
OG0000347	Syag.g_02366	Syaj.g_02383
OG0000348	Syag.g_02357	Syaj.g_02333
OG0000349	Syag.g_02330	Syaj.g_02314
OG0000350	Syag.g_02705	Syaj.g_02652
OG0000351	Syag.g_02244	Syaj.g_02234
OG0000352	Syag.g_02245	Syaj.g_02235
OG0000353	Syag.g_02271	Syaj.g_02261
OG0000354	Syag.g_01484	Syaj.g_00114
OG0000354	Syag.g_02291	Syaj.g_02281
OG0000355	Syag.g_02273	Syaj.g_02263
OG0000356	Syag.g_02274	Syaj.g_02264
OG0000357	Syag.g_02275	Syaj.g_02265
OG0000358	Syag.g_02279	Syaj.g_02269
OG0000359	Syag.g_02281	Syaj.g_02271
OG0000360	Syag.g_02282	Syaj.g_02272
OG0000361	Syag.g_02283	Syaj.g_02273
OG0000362	Syag.g_02285	Syaj.g_02275
OG0000363	Syag.g_02287	Syaj.g_02277
OG0000364	Syag.g_02288	Syaj.g_02278
OG0000365	Syag.g_02297	Syaj.g_02287
OG0000366	Syag.g_02298	Syaj.g_02288
OG0000367	Syag.g_02299	Syaj.g_02289
OG0000368	Syag.g_02301	Syaj.g_02291
OG0000369	Syag.g_02302	Syaj.g_02292
OG0000370	Syag.g_02303	Syaj.g_02293
OG0000371	Syag.g_02312	Syaj.g_02301
OG0000372	Syag.g_02317	Syaj.g_02307
OG0000373	Syag.g_02318	Syaj.g_02308
OG0000374	Syag.g_02319	Syaj.g_02309
OG0000375	Syag.g_02326	Syaj.g_02310
OG0000376	Syag.g_02328	Syaj.g_02312
OG0000377	Syag.g_02119	Syaj.g_02105
OG0000378	Syag.g_02099	Syaj.g_02091
OG0000379	Syag.g_02091	Syaj.g_02086
OG0000380	Syag.g_01817	Syaj.g_01815
OG0000381	Syag.g_01820	Syaj.g_01819
OG0000382	Syag.g_01838	Syaj.g_01836
OG0000383	Syag.g_01843	Syaj.g_01839
OG0000384	Syag.g_01844	Syaj.g_01840
OG0000385	Syag.g_01845	Syaj.g_01841
OG0000386	Syag.g_01846	Syaj.g_01842
OG0000387	Syag.g_01876	Syaj.g_01878
OG0000388	Syag.g_01880	Syaj.g_01882
OG0000389	Syag.g_01884	Syaj.g_01886
OG0000390	Syag.g_01903	Syaj.g_01904
OG0000391	Syag.g_01908	Syaj.g_01909
OG0000392	Syag.g_01914	Syaj.g_01918
OG0000393	Syag.g_01917	Syaj.g_01922
OG0000394	Syag.g_01918	Syaj.g_01923
OG0000395	Syag.g_01919	Syaj.g_01924
OG0000396	Syag.g_01922	Syaj.g_01928
OG0000397	Syag.g_01924	Syaj.g_01930
OG0000398	Syag.g_01929	Syaj.g_01935
OG0000399	Syag.g_01930	Syaj.g_01936
OG0000400	Syag.g_01931	Syaj.g_01937
OG0000401	Syag.g_01932	Syaj.g_01938
OG0000402	Syag.g_01934	Syaj.g_01940
OG0000403	Syag.g_01935	Syaj.g_01941
OG0000404	Syag.g_01937	Syaj.g_01943
OG0000405	Syag.g_01949	Syaj.g_01961
OG0000406	Syag.g_01953	Syaj.g_01966
OG0000407	Syag.g_01954	Syaj.g_01967
OG0000408	Syag.g_01956	Syaj.g_01970
OG0000409	Syag.g_01958	Syaj.g_01972
OG0000410	Syag.g_01959	Syaj.g_01973
OG0000411	Syag.g_01960	Syaj.g_01974
OG0000412	Syag.g_01961	Syaj.g_01975
OG0000413	Syag.g_01963	Syaj.g_01977
OG0000415	Syag.g_01965	Syaj.g_01978
OG0000416	Syag.g_01966	Syaj.g_01979
OG0000417	Syag.g_01967	Syaj.g_01980
OG0000418	Syag.g_01973	Syaj.g_01985
OG0000419	Syag.g_01975	Syaj.g_01987
OG0000420	Syag.g_01977	Syaj.g_01989
OG0000421	Syag.g_01982	Syaj.g_01994
OG0000422	Syag.g_01983	Syaj.g_01995
OG0000423	Syag.g_01984	Syaj.g_01996
OG0000424	Syag.g_01985	Syaj.g_01997
OG0000425	Syag.g_01986	Syaj.g_01998
OG0000426	Syag.g_01987	Syaj.g_01999
OG0000427	Syag.g_01988	Syaj.g_02000
OG0000428	Syag.g_01991	Syaj.g_02003
OG0000429	Syag.g_01993	Syaj.g_02005
OG0000430	Syag.g_01995	Syaj.g_02007
OG0000431	Syag.g_01998	Syaj.g_02010
OG0000432	Syag.g_02007	Syaj.g_02017
OG0000433	Syag.g_02009	Syaj.g_02020
OG0000434	Syag.g_02010	Syaj.g_02021
OG0000435	Syag.g_02017	Syaj.g_02023
OG0000436	Syag.g_02028	Syaj.g_02029
OG0000437	Syag.g_02029	Syaj.g_02030
OG0000438	Syag.g_02031	Syaj.g_02031
OG0000439	Syag.g_02033	Syaj.g_02033
OG0000440	Syag.g_02034	Syaj.g_02034
OG0000441	Syag.g_02041	Syaj.g_02038
OG0000442	Syag.g_02044	Syaj.g_02039
OG0000443	Syag.g_02046	Syaj.g_02040
OG0000444	Syag.g_02053	Syaj.g_02052
OG0000445	Syag.g_02054	Syaj.g_02053
OG0000446	Syag.g_02056	Syaj.g_02055
OG0000447	Syag.g_02059	Syaj.g_02058
OG0000448	Syag.g_02060	Syaj.g_02059
OG0000449	Syag.g_02061	Syaj.g_02060
OG0000450	Syag.g_02066	Syaj.g_02067
OG0000451	Syag.g_02067	Syaj.g_02068
OG0000452	Syag.g_02071	Syaj.g_02072
OG0000453	Syag.g_02072	Syaj.g_02073
OG0000454	Syag.g_02073	Syaj.g_02074
OG0000455	Syag.g_02074	Syaj.g_02075
OG0000456	Syag.g_02075	Syaj.g_02076
OG0000457	Syag.g_02077	Syaj.g_02078
OG0000458	Syag.g_02080	Syaj.g_02079
OG0000459	Syag.g_02081	Syaj.g_02080
OG0000460	Syag.g_01786	Syaj.g_02858
OG0000461	Syag.g_02675	Syaj.g_02623
OG0000462	Syag.g_02672	Syaj.g_02620
OG0000463	Syag.g_02671	Syaj.g_02619
OG0000464	Syag.g_02670	Syaj.g_02618
OG0000465	Syag.g_02668	Syaj.g_02617
OG0000466	Syag.g_02662	Syaj.g_02612
OG0000467	Syag.g_02660	Syaj.g_02610
OG0000468	Syag.g_02636	Syaj.g_02605
OG0000469	Syag.g_02621	Syaj.g_02590
OG0000470	Syag.g_02619	Syaj.g_02586
OG0000471	Syag.g_02618	Syaj.g_02585
OG0000472	Syag.g_02616	Syaj.g_02583
OG0000473	Syag.g_02614	Syaj.g_02581
OG0000474	Syag.g_02613	Syaj.g_02580
OG0000475	Syag.g_02612	Syaj.g_02579
OG0000476	Syag.g_02610	Syaj.g_02577
OG0000477	Syag.g_02604	Syaj.g_02571
OG0000478	Syag.g_02603	Syaj.g_02570
OG0000479	Syag.g_02602	Syaj.g_02569
OG0000480	Syag.g_02595	Syaj.g_02562
OG0000481	Syag.g_02593	Syaj.g_02560
OG0000482	Syag.g_02592	Syaj.g_02559
OG0000483	Syag.g_02588	Syaj.g_02555
OG0000484	Syag.g_02587	Syaj.g_02554
OG0000485	Syag.g_02586	Syaj.g_02553
OG0000486	Syag.g_02585	Syaj.g_02552
OG0000487	Syag.g_02579	Syaj.g_02546
OG0000488	Syag.g_02575	Syaj.g_02542
OG0000489	Syag.g_02565	Syaj.g_02529
OG0000490	Syag.g_02553	Syaj.g_02519
OG0000491	Syag.g_02551	Syaj.g_02517
OG0000492	Syag.g_02549	Syaj.g_02515
OG0000493	Syag.g_02548	Syaj.g_02514
OG0000494	Syag.g_02547	Syaj.g_02513
OG0000495	Syag.g_02546	Syaj.g_02512
OG0000496	Syag.g_02545	Syaj.g_02511
OG0000497	Syag.g_02544	Syaj.g_02510
OG0000498	Syag.g_02543	Syaj.g_02509
OG0000499	Syag.g_02542	Syaj.g_02508
OG0000500	Syag.g_02541	Syaj.g_02507
OG0000501	Syag.g_02538	Syaj.g_02504
OG0000502	Syag.g_02467	Syaj.g_02492
OG0000503	Syag.g_02843	Syaj.g_02805
OG0000504	Syag.g_02845	Syaj.g_02807
OG0000505	Syag.g_02846	Syaj.g_02808
OG0000506	Syag.g_02849	Syaj.g_02810
OG0000507	Syag.g_02855	Syaj.g_02816
OG0000508	Syag.g_02860	Syaj.g_02820
OG0000509	Syag.g_02862	Syaj.g_02822
OG0000510	Syag.g_02863	Syaj.g_02823
OG0000511	Syag.g_02864	Syaj.g_02824
OG0000512	Syag.g_02866	Syaj.g_02826
OG0000513	Syag.g_00009	Syaj.g_02833
OG0000514	Syag.g_00018	Syaj.g_02839
OG0000515	Syag.g_00019	Syaj.g_02840
OG0000516	Syag.g_00025	Syaj.g_01561
OG0000517	Syag.g_00032	Syaj.g_01556
OG0000518	Syag.g_00044	Syaj.g_01544
OG0000519	Syag.g_00045	Syaj.g_01543
OG0000520	Syag.g_00046	Syaj.g_01542
OG0000521	Syag.g_00054	Syaj.g_00271
OG0000522	Syag.g_00056	Syaj.g_00273
OG0000523	Syag.g_00057	Syaj.g_00274
OG0000524	Syag.g_01327	Syaj.g_01485
OG0000525	Syag.g_01345	Syaj.g_01454
OG0000526	Syag.g_01348	Syaj.g_01451
OG0000527	Syag.g_01354	Syaj.g_01446
OG0000528	Syag.g_01532	Syaj.g_00065
OG0000529	Syag.g_01527	Syaj.g_00073
OG0000530	Syag.g_01524	Syaj.g_00076
OG0000531	Syag.g_01523	Syaj.g_00077
OG0000532	Syag.g_01520	Syaj.g_00080
OG0000533	Syag.g_01518	Syaj.g_00081
OG0000534	Syag.g_01517	Syaj.g_00082
OG0000535	Syag.g_01516	Syaj.g_00083
OG0000536	Syag.g_01515	Syaj.g_00084
OG0000537	Syag.g_01514	Syaj.g_00085
OG0000538	Syag.g_01502	Syaj.g_00096
OG0000539	Syag.g_01501	Syaj.g_00097
OG0000540	Syag.g_01500	Syaj.g_00098
OG0000541	Syag.g_01499	Syaj.g_00099
OG0000542	Syag.g_01496	Syaj.g_00102
OG0000543	Syag.g_01494	Syaj.g_00104
OG0000544	Syag.g_01493	Syaj.g_00105
OG0000545	Syag.g_01491	Syaj.g_00107
OG0000546	Syag.g_01489	Syaj.g_00109
OG0000547	Syag.g_01487	Syaj.g_00111
OG0000548	Syag.g_01486	Syaj.g_00112
OG0000549	Syag.g_01480	Syaj.g_00118
OG0000550	Syag.g_01474	Syaj.g_00123
OG0000551	Syag.g_01470	Syaj.g_00128
OG0000552	Syag.g_01469	Syaj.g_00129
