Orthogroup	Prah	Praz
OG0000194	Prah.g_02286	Praz.g_00509
OG0000195	Prah.g_02288	Praz.g_00511
OG0000196	Prah.g_02299	Praz.g_00521
OG0000197	Prah.g_02300	Praz.g_00522
OG0000198	Prah.g_02301	Praz.g_00523
OG0000199	Prah.g_02308	Praz.g_00530
OG0000200	Prah.g_02324	Praz.g_00544
OG0000201	Prah.g_02352	Praz.g_00552
OG0000202	Prah.g_02353	Praz.g_00553
OG0000203	Prah.g_02354	Praz.g_00554
OG0000204	Prah.g_02355	Praz.g_00555
OG0000205	Prah.g_02362	Praz.g_00562
OG0000206	Prah.g_02371	Praz.g_00567
OG0000207	Prah.g_02420	Praz.g_00569
OG0000208	Prah.g_02419	Praz.g_00570
OG0000209	Prah.g_02400	Praz.g_00579
OG0000210	Prah.g_02399	Praz.g_00580
OG0000211	Prah.g_01782	Praz.g_00593
OG0000212	Prah.g_01772	Praz.g_00600
OG0000213	Prah.g_02101	Praz.g_00617
OG0000214	Prah.g_02118	Praz.g_00626
OG0000215	Prah.g_02148	Praz.g_00650
OG0000216	Prah.g_02151	Praz.g_00651
OG0000217	Prah.g_02155	Praz.g_00654
OG0000218	Prah.g_02157	Praz.g_00656
OG0000219	Prah.g_02158	Praz.g_00657
OG0000220	Prah.g_02159	Praz.g_00658
OG0000221	Prah.g_02166	Praz.g_00659
OG0000222	Prah.g_02174	Praz.g_00667
OG0000223	Prah.g_02197	Praz.g_00680
OG0000224	Prah.g_02207	Praz.g_00682
OG0000225	Prah.g_01921	Praz.g_00348
OG0000226	Prah.g_01917	Praz.g_00352
OG0000227	Prah.g_01915	Praz.g_00354
OG0000228	Prah.g_00204	Praz.g_00819
OG0000229	Prah.g_00230	Praz.g_01892
OG0000230	Prah.g_00232	Praz.g_01890
OG0000231	Prah.g_00251	Praz.g_01879
OG0000232	Prah.g_00261	Praz.g_01870
OG0000233	Prah.g_00294	Praz.g_01865
OG0000234	Prah.g_00313, Prah.g_00314	Praz.g_01852
OG0000235	Prah.g_01567	Praz.g_01849
OG0000236	Prah.g_01551	Praz.g_01835
OG0000237	Prah.g_01534	Praz.g_01822
OG0000238	Prah.g_01529	Praz.g_01816
OG0000239	Prah.g_01513	Praz.g_01803
OG0000240	Prah.g_01512	Praz.g_01802
OG0000241	Prah.g_01094	Praz.g_01798
OG0000242	Prah.g_00108, Prah.g_01503	Praz.g_01796
OG0000243	Prah.g_01476	Praz.g_01785
OG0000244	Prah.g_01472	Praz.g_01782
OG0000245	Prah.g_01469	Praz.g_01780
OG0000246	Prah.g_01465	Praz.g_01776
OG0000247	Prah.g_01454	Praz.g_01766
OG0000248	Prah.g_01451	Praz.g_01764
OG0000249	Prah.g_01449	Praz.g_01762
OG0000250	Prah.g_01443	Praz.g_01757
OG0000251	Prah.g_01417	Praz.g_01739
OG0000252	Prah.g_01414	Praz.g_01736
OG0000253	Prah.g_01408	Praz.g_01735
OG0000254	Prah.g_01389	Praz.g_01719
OG0000255	Prah.g_00530	Praz.g_01713
OG0000256	Prah.g_00516	Praz.g_01703
OG0000257	Prah.g_00509	Praz.g_01700
OG0000258	Prah.g_00486	Praz.g_01687
OG0000259	Prah.g_00457	Praz.g_01670
OG0000260	Prah.g_00454	Praz.g_01667
OG0000261	Prah.g_00451	Praz.g_01665
OG0000262	Prah.g_00445	Praz.g_01661
OG0000263	Prah.g_02413	Praz.g_01649
OG0000264	Prah.g_00974	Praz.g_01639
OG0000265	Prah.g_00887, Prah.g_00958	Praz.g_01607
OG0000266	Prah.g_00876	Praz.g_01597
OG0000267	Prah.g_00751	Praz.g_01586
OG0000268	Prah.g_00752	Praz.g_01585
OG0000269	Prah.g_00672	Praz.g_01517
OG0000270	Prah.g_00669	Praz.g_01514
OG0000271	Prah.g_00661	Praz.g_01506
OG0000272	Prah.g_00660	Praz.g_01505
OG0000273	Prah.g_00609	Praz.g_01482
OG0000274	Prah.g_00608	Praz.g_01481
OG0000275	Prah.g_00605	Praz.g_01478
OG0000276	Prah.g_00599	Praz.g_01473
OG0000277	Prah.g_00598	Praz.g_01472
OG0000278	Prah.g_00595	Praz.g_01469
OG0000279	Prah.g_00587	Praz.g_01462
OG0000280	Prah.g_00581	Praz.g_01461
OG0000281	Prah.g_00566	Praz.g_01456
OG0000282	Prah.g_00731	Praz.g_01406
OG0000283	Prah.g_00761	Praz.g_01373
OG0000284	Prah.g_00767	Praz.g_01368
OG0000285	Prah.g_01178	Praz.g_01363
OG0000286	Prah.g_00795	Praz.g_01351
OG0000287	Prah.g_01131	Praz.g_01334
OG0000288	Prah.g_00851	Praz.g_01304
OG0000289	Prah.g_00864	Praz.g_01292
OG0000290	Prah.g_00912	Praz.g_01279, Praz.g_00063
OG0000291	Prah.g_00914	Praz.g_00065
OG0000292	Prah.g_02597	Praz.g_00114
OG0000293	Prah.g_01336	Praz.g_00001
OG0000294	Prah.g_01335	Praz.g_00763
OG0000295	Prah.g_01298	Praz.g_00742
OG0000296	Prah.g_01296	Praz.g_00740
OG0000297	Prah.g_01259	Praz.g_00732
OG0000298	Prah.g_01258	Praz.g_00731
OG0000299	Prah.g_01268	Praz.g_00714
OG0000300	Prah.g_01275	Praz.g_00711
OG0000301	Prah.g_01276	Praz.g_00710
OG0000302	Prah.g_01279	Praz.g_00708
OG0000303	Prah.g_01289	Praz.g_00701
OG0000304	Prah.g_01237, Prah.g_01238	Praz.g_00697
OG0000305	Prah.g_00918	Praz.g_01147
OG0000306	Prah.g_00560	Praz.g_01144
OG0000307	Prah.g_01584	Praz.g_01130
OG0000308	Prah.g_01586	Praz.g_01129
OG0000309	Prah.g_01590	Praz.g_01125
OG0000310	Prah.g_00428	Praz.g_01056
OG0000311	Prah.g_00424	Praz.g_01054
OG0000312	Prah.g_00420	Praz.g_01051
OG0000313	Prah.g_00402	Praz.g_01037
OG0000314	Prah.g_00371	Praz.g_01014
OG0000315	Prah.g_00361	Praz.g_01004
OG0000316	Prah.g_01631	Praz.g_00984
OG0000317	Prah.g_01672	Praz.g_00879
OG0000318	Prah.g_01677	Praz.g_00876
OG0000319	Prah.g_01694	Praz.g_00863
OG0000320	Prah.g_01696	Praz.g_00861
OG0000321	Prah.g_01697	Praz.g_00860
OG0000322	Prah.g_01698	Praz.g_00859
OG0000323	Prah.g_01710	Praz.g_00850
OG0000324	Prah.g_01744	Praz.g_00824
OG0000325	Prah.g_02071	Praz.g_00334
OG0000326	Prah.g_02064	Praz.g_00328
OG0000327	Prah.g_02038	Praz.g_00304
OG0000328	Prah.g_02037	Praz.g_00303
OG0000329	Prah.g_02020	Praz.g_00286
OG0000330	Prah.g_02019	Praz.g_00285
OG0000331	Prah.g_02018	Praz.g_00284
OG0000332	Prah.g_02003	Praz.g_00270
OG0000333	Prah.g_02001	Praz.g_00268
OG0000334	Prah.g_01991	Praz.g_00260
OG0000335	Prah.g_01986	Praz.g_00255
OG0000336	Prah.g_01982	Praz.g_00251
OG0000337	Prah.g_02224	Praz.g_00234
OG0000338	Prah.g_02227	Praz.g_00233
OG0000339	Prah.g_02234	Praz.g_00229
OG0000340	Prah.g_02244	Praz.g_00221
OG0000341	Prah.g_02246	Praz.g_00219
OG0000342	Prah.g_02247	Praz.g_00218
OG0000343	Prah.g_00168	Praz.g_00217
OG0000344	Prah.g_00165	Praz.g_00214
OG0000345	Prah.g_00154	Praz.g_00209
OG0000346	Prah.g_00149	Praz.g_00204
OG0000347	Prah.g_00089	Praz.g_00188
OG0000348	Prah.g_00078	Praz.g_00178
OG0000349	Prah.g_00053	Praz.g_00161
OG0000350	Prah.g_02533	Praz.g_00142
OG0000351	Prah.g_02578	Praz.g_00125
OG0000352	Prah.g_02579	Praz.g_00124
OG0000353	Prah.g_02603	Praz.g_00364
OG0000355	Prah.g_00002	Praz.g_00366
OG0000356	Prah.g_00003	Praz.g_00367
OG0000357	Prah.g_00004	Praz.g_00368
OG0000358	Prah.g_00008	Praz.g_00372
OG0000359	Prah.g_00010	Praz.g_00373
OG0000360	Prah.g_00011	Praz.g_00374
OG0000361	Prah.g_00012	Praz.g_00375
OG0000362	Prah.g_00014	Praz.g_00377
OG0000363	Prah.g_00016	Praz.g_00379
OG0000364	Prah.g_00017	Praz.g_00380
OG0000365	Prah.g_00026	Praz.g_00385
OG0000366	Prah.g_00027	Praz.g_00386
OG0000367	Prah.g_00028	Praz.g_00387
OG0000368	Prah.g_00030	Praz.g_00389
OG0000369	Prah.g_00031	Praz.g_00390
OG0000370	Prah.g_00032	Praz.g_00391
OG0000371	Prah.g_00041	Praz.g_00397
OG0000372	Prah.g_00046	Praz.g_00400
OG0000373	Prah.g_00047	Praz.g_00401
OG0000374	Prah.g_00048	Praz.g_00402
OG0000375	Prah.g_00049	Praz.g_00406
OG0000376	Prah.g_00051	Praz.g_00408
OG0000377	Prah.g_02485	Praz.g_00411
OG0000378	Prah.g_02471	Praz.g_00413
OG0000379	Prah.g_02457	Praz.g_00416
OG0000380	Prah.g_01834	Praz.g_00426
OG0000381	Prah.g_01839	Praz.g_00430
OG0000382	Prah.g_01859	Praz.g_00441
OG0000383	Prah.g_01861	Praz.g_00443
OG0000384	Prah.g_01862	Praz.g_00444
OG0000385	Prah.g_01863	Praz.g_00445
OG0000386	Prah.g_01864	Praz.g_00446
OG0000387	Prah.g_01888	Praz.g_00459
OG0000388	Prah.g_01892	Praz.g_00462
OG0000389	Prah.g_01896	Praz.g_00466
OG0000390	Prah.g_00194	Praz.g_00473
OG0000391	Prah.g_00189	Praz.g_00476
OG0000392	Prah.g_00183	Praz.g_00480
OG0000393	Prah.g_00175	Praz.g_00482
OG0000394	Prah.g_00174	Praz.g_00483
OG0000395	Prah.g_00173	Praz.g_00484
OG0000396	Prah.g_02252	Praz.g_00487
OG0000397	Prah.g_02254	Praz.g_00489
OG0000398	Prah.g_02259	Praz.g_00491
OG0000399	Prah.g_02260	Praz.g_00492
OG0000400	Prah.g_02261	Praz.g_00493
OG0000401	Prah.g_02262	Praz.g_00494
OG0000402	Prah.g_02264	Praz.g_00496
OG0000403	Prah.g_02265	Praz.g_00497
OG0000405	Prah.g_02280	Praz.g_00502
OG0000406	Prah.g_02284	Praz.g_00507
OG0000407	Prah.g_02285	Praz.g_00508
OG0000408	Prah.g_02287	Praz.g_00510
OG0000409	Prah.g_02289	Praz.g_00512
OG0000410	Prah.g_02290	Praz.g_00513
OG0000411	Prah.g_02291	Praz.g_00514
OG0000412	Prah.g_02292	Praz.g_00515
OG0000413	Prah.g_02294	Praz.g_00516
OG0000414	Prah.g_02295	Praz.g_00517
OG0000415	Prah.g_02296	Praz.g_00518
OG0000416	Prah.g_02297	Praz.g_00519
OG0000417	Prah.g_02298	Praz.g_00520
OG0000418	Prah.g_02303	Praz.g_00525
OG0000419	Prah.g_02305	Praz.g_00527
OG0000420	Prah.g_02306	Praz.g_00528
OG0000421	Prah.g_02310	Praz.g_00533
OG0000422	Prah.g_02311	Praz.g_00534
OG0000423	Prah.g_02312	Praz.g_00535
OG0000424	Prah.g_02313	Praz.g_00536
OG0000425	Prah.g_02314	Praz.g_00537
OG0000426	Prah.g_02315	Praz.g_00538
OG0000427	Prah.g_02316	Praz.g_00539
OG0000428	Prah.g_00709	Praz.g_00541
OG0000429	Prah.g_02321	Praz.g_00542
OG0000430	Prah.g_02323	Praz.g_00543
OG0000431	Prah.g_02334	Praz.g_00545
OG0000432	Prah.g_02341	Praz.g_00548
OG0000433	Prah.g_02344	Praz.g_00549
OG0000434	Prah.g_02345	Praz.g_00550
OG0000435	Prah.g_02350	Praz.g_00551
OG0000436	Prah.g_02356	Praz.g_00556
OG0000437	Prah.g_02357	Praz.g_00557
OG0000438	Prah.g_02358	Praz.g_00558
OG0000439	Prah.g_02360	Praz.g_00560
OG0000440	Prah.g_02361	Praz.g_00561
OG0000441	Prah.g_02364	Praz.g_00564
OG0000442	Prah.g_02365	Praz.g_00565
OG0000443	Prah.g_02370	Praz.g_00566
OG0000444	Prah.g_02418	Praz.g_00571
OG0000445	Prah.g_02417	Praz.g_00572
OG0000446	Prah.g_02415	Praz.g_00573
OG0000447	Prah.g_02411	Praz.g_00574
OG0000448	Prah.g_02410	Praz.g_00575
OG0000449	Prah.g_02409	Praz.g_00576
OG0000450	Prah.g_02403	Praz.g_00577
OG0000451	Prah.g_02402	Praz.g_00578
OG0000452	Prah.g_02398	Praz.g_00581
OG0000453	Prah.g_02397	Praz.g_00582
OG0000454	Prah.g_02396	Praz.g_00583
OG0000455	Prah.g_02395	Praz.g_00584
OG0000456	Prah.g_02394	Praz.g_00585
OG0000457	Prah.g_02392	Praz.g_00586
OG0000458	Prah.g_02391	Praz.g_00587
OG0000459	Prah.g_02390	Praz.g_00588
OG0000460	Prah.g_01781	Praz.g_00595
OG0000461	Prah.g_02074	Praz.g_00602
OG0000462	Prah.g_02078	Praz.g_00604
OG0000463	Prah.g_02079	Praz.g_00605
OG0000464	Prah.g_02080	Praz.g_00606
OG0000465	Prah.g_02082	Praz.g_00607
OG0000466	Prah.g_02087	Praz.g_00610
OG0000467	Prah.g_02089	Praz.g_00611
OG0000468	Prah.g_02098	Praz.g_00613
OG0000469	Prah.g_02111	Praz.g_00621
OG0000470	Prah.g_02114	Praz.g_00623
OG0000471	Prah.g_02115	Praz.g_00624
OG0000472	Prah.g_02117	Praz.g_00625
OG0000473	Prah.g_02119	Praz.g_00627
OG0000474	Prah.g_02120	Praz.g_00628
OG0000475	Prah.g_02121	Praz.g_00629
OG0000476	Prah.g_02123	Praz.g_00630
OG0000477	Prah.g_02128	Praz.g_00633
OG0000478	Prah.g_02129	Praz.g_00634
OG0000479	Prah.g_02130	Praz.g_00635
OG0000480	Prah.g_02137	Praz.g_00640
OG0000481	Prah.g_02139	Praz.g_00642
OG0000482	Prah.g_02140	Praz.g_00643
OG0000483	Prah.g_02144	Praz.g_00646
OG0000484	Prah.g_02145	Praz.g_00647
OG0000485	Prah.g_02146	Praz.g_00648
OG0000486	Prah.g_02147	Praz.g_00649
OG0000487	Prah.g_02152	Praz.g_00652
OG0000488	Prah.g_02156	Praz.g_00655
OG0000489	Prah.g_02167	Praz.g_00660
OG0000490	Prah.g_02172	Praz.g_00665
OG0000491	Prah.g_02173	Praz.g_00666
OG0000492	Prah.g_02175	Praz.g_00668
OG0000493	Prah.g_02176	Praz.g_00669
OG0000494	Prah.g_02177	Praz.g_00670
OG0000495	Prah.g_02178	Praz.g_00671
OG0000496	Prah.g_02179	Praz.g_00672
OG0000497	Prah.g_02180	Praz.g_00673
OG0000498	Prah.g_02181	Praz.g_00674
OG0000499	Prah.g_02182	Praz.g_00675
OG0000500	Prah.g_02183	Praz.g_00676
OG0000501	Prah.g_02186	Praz.g_00678
OG0000502	Prah.g_02199	Praz.g_00681
OG0000503	Prah.g_01940	Praz.g_01931
OG0000504	Prah.g_01938	Praz.g_01932
OG0000505	Prah.g_01937	Praz.g_01933
OG0000506	Prah.g_01935	Praz.g_01935
OG0000507	Prah.g_01930	Praz.g_00343
OG0000508	Prah.g_01922	Praz.g_00347
OG0000509	Prah.g_01920	Praz.g_00349
OG0000510	Prah.g_01919	Praz.g_00350
OG0000511	Prah.g_01918	Praz.g_00351
OG0000512	Prah.g_01916	Praz.g_00353
OG0000513	Prah.g_00209	Praz.g_00816
OG0000514	Prah.g_00218	Praz.g_01897
OG0000515	Prah.g_00219	Praz.g_01896
OG0000516	Prah.g_00221	Praz.g_01895
OG0000517	Prah.g_00229	Praz.g_01893
OG0000518	Prah.g_00241	Praz.g_01882
OG0000519	Prah.g_00242	Praz.g_01881
OG0000520	Prah.g_00247	Praz.g_01880
OG0000521	Prah.g_00255	Praz.g_01875
OG0000522	Prah.g_00257	Praz.g_01873
OG0000523	Prah.g_00258	Praz.g_01872
OG0000524	Prah.g_00290	Praz.g_01867
OG0000525	Prah.g_00304	Praz.g_01864
OG0000526	Prah.g_00306	Praz.g_01863
OG0000527	Prah.g_00310	Praz.g_01855
OG0000528	Prah.g_01572	Praz.g_01850
OG0000529	Prah.g_01565	Praz.g_01847
OG0000530	Prah.g_01562	Praz.g_01844
OG0000531	Prah.g_01561	Praz.g_01843
OG0000532	Prah.g_01558	Praz.g_01841
OG0000533	Prah.g_01556	Praz.g_01840
OG0000534	Prah.g_01555	Praz.g_01839
OG0000535	Prah.g_01554	Praz.g_01838
OG0000536	Prah.g_01553	Praz.g_01837
OG0000537	Prah.g_01552	Praz.g_01836
OG0000538	Prah.g_01541	Praz.g_01828
OG0000539	Prah.g_01540	Praz.g_01827
OG0000540	Prah.g_01539	Praz.g_01826
OG0000541	Prah.g_01538	Praz.g_01825
OG0000542	Prah.g_01535	Praz.g_01823
OG0000543	Prah.g_01533	Praz.g_01821
OG0000544	Prah.g_01532	Praz.g_01820
OG0000545	Prah.g_01530	Praz.g_01818
OG0000546	Prah.g_01528	Praz.g_01815
OG0000547	Prah.g_01526	Praz.g_01813
OG0000548	Prah.g_01525	Praz.g_01812
OG0000549	Prah.g_01519	Praz.g_01810
OG0000550	Prah.g_01514	Praz.g_01805
OG0000551	Prah.g_01510	Praz.g_01801
OG0000552	Prah.g_01509	Praz.g_01800
OG0000553	Prah.g_01505	Praz.g_01799
OG0000554	Prah.g_01500	Praz.g_01794
OG0000555	Prah.g_01480	Praz.g_01786
OG0000556	Prah.g_01474	Praz.g_01784
OG0000557	Prah.g_01473	Praz.g_01783
OG0000558	Prah.g_01470	Praz.g_01781
OG0000559	Prah.g_01466	Praz.g_01777
OG0000560	Prah.g_01463	Praz.g_01774
OG0000561	Prah.g_01462	Praz.g_01773
OG0000562	Prah.g_01461	Praz.g_01772
OG0000563	Prah.g_01460	Praz.g_01771
OG0000564	Prah.g_01459	Praz.g_01770
OG0000565	Prah.g_01457	Praz.g_01767
OG0000566	Prah.g_01452	Praz.g_01765
OG0000567	Prah.g_01448	Praz.g_01761
OG0000568	Prah.g_01446	Praz.g_01760
OG0000569	Prah.g_01445	Praz.g_01759
OG0000570	Prah.g_01444	Praz.g_01758
OG0000571	Prah.g_01441	Praz.g_01756
OG0000572	Prah.g_01425	Praz.g_01743
OG0000573	Prah.g_01416	Praz.g_01738
OG0000574	Prah.g_01415	Praz.g_01737
OG0000575	Prah.g_01406	Praz.g_01733
OG0000576	Prah.g_01404	Praz.g_01731
OG0000577	Prah.g_01403	Praz.g_01730
OG0000578	Prah.g_01402	Praz.g_01729
OG0000579	Prah.g_01401	Praz.g_01728
OG0000580	Prah.g_01400	Praz.g_01727
OG0000581	Prah.g_01396	Praz.g_01725
OG0000582	Prah.g_01392	Praz.g_01722
OG0000583	Prah.g_01391	Praz.g_01721
OG0000584	Prah.g_01390	Praz.g_01720
OG0000585	Prah.g_01388	Praz.g_01718
OG0000586	Prah.g_01387	Praz.g_01717
OG0000587	Prah.g_01385	Praz.g_01716
OG0000588	Prah.g_00529	Praz.g_01712
OG0000589	Prah.g_00526	Praz.g_01709
OG0000590	Prah.g_00525	Praz.g_01708
