Orthogroup	Prah	Pran
OG0000067	Prah.g_00667	Pran.g_01343
OG0000068	Prah.g_01576	Pran.g_00841
OG0000070	Prah.g_00252	Pran.g_01727
OG0000071	Prah.g_01364	Pran.g_00938, Pran.g_00876
OG0000072	Prah.g_02309	Pran.g_00261
OG0000073	Prah.g_01544	Pran.g_01679
OG0000075	Prah.g_02232	Pran.g_01137
OG0000076	Prah.g_00150	Pran.g_01160
OG0000077	Prah.g_01850	Pran.g_00354
OG0000078	Prah.g_01773	Pran.g_00194
OG0000079	Prah.g_02090, Prah.g_01868	Pran.g_01940
OG0000081	Prah.g_01035	Pran.g_01647
OG0000082	Prah.g_01427	Pran.g_01593
OG0000084	Prah.g_00412	Pran.g_00737
OG0000085	Prah.g_01666	Pran.g_00963
OG0000086	Prah.g_01866	Pran.g_00344
OG0000087	Prah.g_02268	Pran.g_00295
OG0000088	Prah.g_02304	Pran.g_00266
OG0000089	Prah.g_00205	Pran.g_01839
OG0000090	Prah.g_01501	Pran.g_01645
OG0000091	Prah.g_00493	Pran.g_01536
OG0000093	Prah.g_00692	Pran.g_00455
OG0000094	Prah.g_02518	Pran.g_00549
OG0000097	Prah.g_01272	Pran.g_00019
OG0000098	Prah.g_00327	Pran.g_00855
OG0000099	Prah.g_02191	Pran.g_00806
OG0000100	Prah.g_01791, Prah.g_00636	Pran.g_00659
OG0000101	Prah.g_01995	Pran.g_01105
OG0000102	Prah.g_00144	Pran.g_01165
OG0000103	Prah.g_02586	Pran.g_01244
OG0000104	Prah.g_02600	Pran.g_01253
OG0000105	Prah.g_02126	Pran.g_01920
OG0000106	Prah.g_01660	Pran.g_01824
OG0000108	Prah.g_01566	Pran.g_01698
OG0000109	Prah.g_01550	Pran.g_01684
OG0000110	Prah.g_01439	Pran.g_01603
OG0000111	Prah.g_01028	Pran.g_01479
OG0000112	Prah.g_00788	Pran.g_01378
OG0000113	Prah.g_00641	Pran.g_01321
OG0000114	Prah.g_00733	Pran.g_00429
OG0000115	Prah.g_00383	Pran.g_00123
OG0000116	Prah.g_01337	Pran.g_00070
OG0000117	Prah.g_01257	Pran.g_01466
OG0000118	Prah.g_01378	Pran.g_00864
OG0000119	Prah.g_01007, Prah.g_01048	Pran.g_00845
OG0000120	Prah.g_02192	Pran.g_00752
OG0000121	Prah.g_00406	Pran.g_00731
OG0000122	Prah.g_01203	Pran.g_00693
OG0000123	Prah.g_01987	Pran.g_01112
OG0000124	Prah.g_00125	Pran.g_01176
OG0000125	Prah.g_02498	Pran.g_01212
OG0000126	Prah.g_02598	Pran.g_01252
OG0000128	Prah.g_00013	Pran.g_01268
OG0000129	Prah.g_02486	Pran.g_00381
OG0000130	Prah.g_01838	Pran.g_00363
OG0000131	Prah.g_02282	Pran.g_00288
OG0000132	Prah.g_02302	Pran.g_00268
OG0000133	Prah.g_02187	Pran.g_01872
OG0000134	Prah.g_00208	Pran.g_01838
OG0000135	Prah.g_02538	Pran.g_01812
OG0000136	Prah.g_00235	Pran.g_01739
OG0000137	Prah.g_00312	Pran.g_01703
OG0000138	Prah.g_01549	Pran.g_01683
OG0000139	Prah.g_01495	Pran.g_01641
OG0000140	Prah.g_01489	Pran.g_01640
OG0000141	Prah.g_01393	Pran.g_01571
OG0000142	Prah.g_00501	Pran.g_01543
OG0000143	Prah.g_00497	Pran.g_01539
OG0000144	Prah.g_00473	Pran.g_01526
OG0000145	Prah.g_01543	Pran.g_01400
OG0000146	Prah.g_00787	Pran.g_01377
OG0000147	Prah.g_00786	Pran.g_01376
OG0000148	Prah.g_00649	Pran.g_01327
OG0000149	Prah.g_00591	Pran.g_01297
OG0000150	Prah.g_00568	Pran.g_01289
OG0000151	Prah.g_00718	Pran.g_00439
OG0000152	Prah.g_00796	Pran.g_00487
OG0000153	Prah.g_00826	Pran.g_00506
OG0000154	Prah.g_00852	Pran.g_00542
OG0000155	Prah.g_01291	Pran.g_00040
OG0000156	Prah.g_01349	Pran.g_00887
OG0000157	Prah.g_01350	Pran.g_00886
OG0000158	Prah.g_02242	Pran.g_00822
OG0000160	Prah.g_00407	Pran.g_00732
OG0000161	Prah.g_00399	Pran.g_00726
OG0000162	Prah.g_00391	Pran.g_00720
OG0000163	Prah.g_01619	Pran.g_00686
OG0000164	Prah.g_01705	Pran.g_00994
OG0000165	Prah.g_01716	Pran.g_01001
OG0000166	Prah.g_02033	Pran.g_01069, Pran.g_01068
OG0000167	Prah.g_02230	Pran.g_01135
OG0000168	Prah.g_02243	Pran.g_01144
OG0000169	Prah.g_00163	Pran.g_01154
OG0000170	Prah.g_00155	Pran.g_01156
OG0000171	Prah.g_00126	Pran.g_01175
OG0000172	Prah.g_00084	Pran.g_01184
OG0000173	Prah.g_00061	Pran.g_01199
OG0000174	Prah.g_02541	Pran.g_01226
OG0000175	Prah.g_02575	Pran.g_01236
OG0000176	Prah.g_00005	Pran.g_01261
OG0000177	Prah.g_00006	Pran.g_01262
OG0000178	Prah.g_00007	Pran.g_01263
OG0000179	Prah.g_00022	Pran.g_00408
OG0000180	Prah.g_00023	Pran.g_00407
OG0000181	Prah.g_00024	Pran.g_00406
OG0000182	Prah.g_00025	Pran.g_00405
OG0000183	Prah.g_00029	Pran.g_00401
OG0000184	Prah.g_02478	Pran.g_00379
OG0000185	Prah.g_02458	Pran.g_00376
OG0000186	Prah.g_01830	Pran.g_00368
OG0000187	Prah.g_01833	Pran.g_00367
OG0000188	Prah.g_01860	Pran.g_00350
OG0000189	Prah.g_01884	Pran.g_00337
OG0000190	Prah.g_01886	Pran.g_00336
OG0000191	Prah.g_00188	Pran.g_00316
OG0000192	Prah.g_00176, Prah.g_00180	Pran.g_00312
OG0000193	Prah.g_02283	Pran.g_00287
OG0000194	Prah.g_02286	Pran.g_00283
OG0000195	Prah.g_02288	Pran.g_00281
OG0000196	Prah.g_02299	Pran.g_00271
OG0000197	Prah.g_02300	Pran.g_00270
OG0000198	Prah.g_02301	Pran.g_00269
OG0000199	Prah.g_02308	Pran.g_00262
OG0000200	Prah.g_02324	Pran.g_00248
OG0000201	Prah.g_02352	Pran.g_00240
OG0000202	Prah.g_02353	Pran.g_00239
OG0000203	Prah.g_02354	Pran.g_00238
OG0000204	Prah.g_02355	Pran.g_00237
OG0000205	Prah.g_02362	Pran.g_00230
OG0000206	Prah.g_02371	Pran.g_00225
OG0000207	Prah.g_02420	Pran.g_00223
OG0000208	Prah.g_02419	Pran.g_00222
OG0000209	Prah.g_02400	Pran.g_00213
OG0000210	Prah.g_02399	Pran.g_00212
OG0000211	Prah.g_01782	Pran.g_00199
OG0000212	Prah.g_01772	Pran.g_00193
OG0000213	Prah.g_02101	Pran.g_01935
OG0000214	Prah.g_02118	Pran.g_01926
OG0000215	Prah.g_02148	Pran.g_01902
OG0000216	Prah.g_02151	Pran.g_01900
OG0000217	Prah.g_02155	Pran.g_01897
OG0000218	Prah.g_02157	Pran.g_01895
OG0000219	Prah.g_02158	Pran.g_01894
OG0000220	Prah.g_02159	Pran.g_01893
OG0000221	Prah.g_02166	Pran.g_01892
OG0000222	Prah.g_02174	Pran.g_01884
OG0000223	Prah.g_02197	Pran.g_01871
OG0000224	Prah.g_02207	Pran.g_01869
OG0000225	Prah.g_01921	Pran.g_01849
OG0000226	Prah.g_01917	Pran.g_01845
OG0000227	Prah.g_01915	Pran.g_01843
OG0000228	Prah.g_00204	Pran.g_01840
OG0000229	Prah.g_00230	Pran.g_01744
OG0000230	Prah.g_00232	Pran.g_01742
OG0000231	Prah.g_00251	Pran.g_01728
OG0000232	Prah.g_00261	Pran.g_01720
OG0000233	Prah.g_00294	Pran.g_01715
OG0000234	Prah.g_00313, Prah.g_00314	Pran.g_01702
OG0000235	Prah.g_01567	Pran.g_01699
OG0000236	Prah.g_01551	Pran.g_01685
OG0000237	Prah.g_01534	Pran.g_01672
OG0000238	Prah.g_01529	Pran.g_01666
OG0000239	Prah.g_01513	Pran.g_01653
OG0000240	Prah.g_01512	Pran.g_01652
OG0000241	Prah.g_01094	Pran.g_01648
OG0000242	Prah.g_00108, Prah.g_01503	Pran.g_01646
OG0000243	Prah.g_01476	Pran.g_01635
OG0000244	Prah.g_01472	Pran.g_01632
OG0000245	Prah.g_01469	Pran.g_01630
OG0000246	Prah.g_01465	Pran.g_01626
OG0000247	Prah.g_01454	Pran.g_01616
OG0000248	Prah.g_01451	Pran.g_01613
OG0000249	Prah.g_01449	Pran.g_01611
OG0000250	Prah.g_01443	Pran.g_01606
OG0000251	Prah.g_01417	Pran.g_01587
OG0000252	Prah.g_01414	Pran.g_01584
OG0000253	Prah.g_01408	Pran.g_01583
OG0000254	Prah.g_01389	Pran.g_01567
OG0000255	Prah.g_00530	Pran.g_01561
OG0000256	Prah.g_00516	Pran.g_01551
OG0000257	Prah.g_00509	Pran.g_01548
OG0000258	Prah.g_00486	Pran.g_01535
OG0000259	Prah.g_00457	Pran.g_01518
OG0000260	Prah.g_00454	Pran.g_01515
OG0000261	Prah.g_00451	Pran.g_01513
OG0000262	Prah.g_00445	Pran.g_01509
OG0000263	Prah.g_02413	Pran.g_01497
OG0000264	Prah.g_00974	Pran.g_01487
OG0000265	Prah.g_00887, Prah.g_00958	Pran.g_01460
OG0000266	Prah.g_00876	Pran.g_01450
OG0000267	Prah.g_00751	Pran.g_01439
OG0000268	Prah.g_00752	Pran.g_01438
OG0000269	Prah.g_00672	Pran.g_01348
OG0000270	Prah.g_00669	Pran.g_01345
OG0000271	Prah.g_00661	Pran.g_01337
OG0000272	Prah.g_00660	Pran.g_01336
OG0000273	Prah.g_00609	Pran.g_01313
OG0000274	Prah.g_00608	Pran.g_01312
OG0000275	Prah.g_00605	Pran.g_01310
OG0000276	Prah.g_00599	Pran.g_01305
OG0000277	Prah.g_00598	Pran.g_01304
OG0000278	Prah.g_00595	Pran.g_01301
OG0000279	Prah.g_00587	Pran.g_01294
OG0000280	Prah.g_00581	Pran.g_01293
OG0000281	Prah.g_00566	Pran.g_01287
OG0000282	Prah.g_00731	Pran.g_00431
OG0000283	Prah.g_00761	Pran.g_00464
OG0000284	Prah.g_00767	Pran.g_00469
OG0000285	Prah.g_01178	Pran.g_00474
OG0000286	Prah.g_00795	Pran.g_00486
OG0000287	Prah.g_01131	Pran.g_00503
OG0000288	Prah.g_00851	Pran.g_00541
OG0000289	Prah.g_00864	Pran.g_00552
OG0000290	Prah.g_00912	Pran.g_00565
OG0000291	Prah.g_00914	Pran.g_00567
OG0000292	Prah.g_02597	Pran.g_00135
OG0000293	Prah.g_01336	Pran.g_00069
OG0000294	Prah.g_01335	Pran.g_00068
OG0000295	Prah.g_01298	Pran.g_00048
OG0000296	Prah.g_01296	Pran.g_00046
OG0000297	Prah.g_01259	Pran.g_00038
OG0000298	Prah.g_01258	Pran.g_00037
OG0000299	Prah.g_01268	Pran.g_00020
OG0000300	Prah.g_01275	Pran.g_00017
OG0000301	Prah.g_01276	Pran.g_00016
OG0000302	Prah.g_01279	Pran.g_00014
OG0000303	Prah.g_01289	Pran.g_00007
OG0000304	Prah.g_01237, Prah.g_01238	Pran.g_00003
OG0000305	Prah.g_00918	Pran.g_00848
OG0000306	Prah.g_00560	Pran.g_00846
OG0000307	Prah.g_01584	Pran.g_00832
OG0000308	Prah.g_01586	Pran.g_00831
OG0000309	Prah.g_01590	Pran.g_00827
OG0000310	Prah.g_00428	Pran.g_00748
OG0000311	Prah.g_00424	Pran.g_00746
OG0000312	Prah.g_00420	Pran.g_00743
OG0000313	Prah.g_00402	Pran.g_00729
OG0000314	Prah.g_00371	Pran.g_00706
OG0000315	Prah.g_00361	Pran.g_00696
OG0000316	Prah.g_01631	Pran.g_00676
OG0000317	Prah.g_01672	Pran.g_00968
OG0000318	Prah.g_01677	Pran.g_00971
OG0000319	Prah.g_01694	Pran.g_00984
OG0000320	Prah.g_01696	Pran.g_00986
OG0000321	Prah.g_01697	Pran.g_00987
OG0000322	Prah.g_01698	Pran.g_00988
OG0000323	Prah.g_01710	Pran.g_00997
OG0000324	Prah.g_01744	Pran.g_01023
OG0000325	Prah.g_02071	Pran.g_01033
OG0000326	Prah.g_02064	Pran.g_01039
OG0000327	Prah.g_02038	Pran.g_01063
OG0000328	Prah.g_02037	Pran.g_01064
OG0000329	Prah.g_02020	Pran.g_01082
OG0000330	Prah.g_02019	Pran.g_01083
OG0000331	Prah.g_02018	Pran.g_01084
OG0000332	Prah.g_02003	Pran.g_01098
OG0000333	Prah.g_02001	Pran.g_01100
OG0000334	Prah.g_01991	Pran.g_01108
OG0000335	Prah.g_01986	Pran.g_01113
OG0000336	Prah.g_01982	Pran.g_01117
OG0000337	Prah.g_02224	Pran.g_01133
OG0000338	Prah.g_02227	Pran.g_01134
OG0000339	Prah.g_02234	Pran.g_01138
OG0000340	Prah.g_02244	Pran.g_01145
OG0000341	Prah.g_02246	Pran.g_01147
OG0000342	Prah.g_02247	Pran.g_01148
OG0000343	Prah.g_00168	Pran.g_01149
OG0000344	Prah.g_00165	Pran.g_01152
OG0000345	Prah.g_00154	Pran.g_01157
OG0000346	Prah.g_00149	Pran.g_01161
OG0000347	Prah.g_00089	Pran.g_01177
OG0000348	Prah.g_00078	Pran.g_01187
OG0000349	Prah.g_00053	Pran.g_01203
OG0000350	Prah.g_02533	Pran.g_01222
OG0000351	Prah.g_02578	Pran.g_01239
OG0000352	Prah.g_02579	Pran.g_01240
OG0000353	Prah.g_02603	Pran.g_01256
OG0000355	Prah.g_00002	Pran.g_01258
OG0000356	Prah.g_00003	Pran.g_01259
OG0000357	Prah.g_00004	Pran.g_01260
OG0000358	Prah.g_00008	Pran.g_01264
OG0000359	Prah.g_00010	Pran.g_01265
OG0000360	Prah.g_00011	Pran.g_01266
OG0000361	Prah.g_00012	Pran.g_01267
OG0000362	Prah.g_00014	Pran.g_01269
OG0000363	Prah.g_00016	Pran.g_00410
OG0000364	Prah.g_00017	Pran.g_00409
OG0000365	Prah.g_00026	Pran.g_00404
OG0000366	Prah.g_00027	Pran.g_00403
OG0000367	Prah.g_00028	Pran.g_00402
OG0000368	Prah.g_00030	Pran.g_00400
OG0000369	Prah.g_00031	Pran.g_00399
OG0000370	Prah.g_00032	Pran.g_00398
OG0000371	Prah.g_00041	Pran.g_00392
OG0000372	Prah.g_00046	Pran.g_00389
OG0000373	Prah.g_00047	Pran.g_00388
OG0000374	Prah.g_00048	Pran.g_00387
OG0000375	Prah.g_00049	Pran.g_00385
OG0000376	Prah.g_00051	Pran.g_00383
OG0000377	Prah.g_02485	Pran.g_00380
OG0000378	Prah.g_02471	Pran.g_00378
OG0000379	Prah.g_02457	Pran.g_00375
OG0000380	Prah.g_01834	Pran.g_00366
OG0000381	Prah.g_01839	Pran.g_00362
OG0000382	Prah.g_01859	Pran.g_00351
OG0000383	Prah.g_01861	Pran.g_00349
OG0000384	Prah.g_01862	Pran.g_00348
OG0000385	Prah.g_01863	Pran.g_00347
OG0000386	Prah.g_01864	Pran.g_00346
OG0000387	Prah.g_01888	Pran.g_00334
OG0000388	Prah.g_01892	Pran.g_00331
OG0000389	Prah.g_01896	Pran.g_00327
OG0000390	Prah.g_00194	Pran.g_00320
OG0000391	Prah.g_00189	Pran.g_00317
OG0000392	Prah.g_00183	Pran.g_00313
OG0000393	Prah.g_00175	Pran.g_00311
OG0000394	Prah.g_00174	Pran.g_00310
OG0000395	Prah.g_00173	Pran.g_00309
OG0000396	Prah.g_02252	Pran.g_00307
OG0000397	Prah.g_02254	Pran.g_00305
OG0000398	Prah.g_02259	Pran.g_00303
OG0000399	Prah.g_02260	Pran.g_00302
OG0000400	Prah.g_02261	Pran.g_00301
OG0000401	Prah.g_02262	Pran.g_00300
OG0000402	Prah.g_02264	Pran.g_00298
OG0000403	Prah.g_02265	Pran.g_00297
OG0000405	Prah.g_02280	Pran.g_00292
OG0000406	Prah.g_02284	Pran.g_00286
OG0000407	Prah.g_02285	Pran.g_00285
OG0000408	Prah.g_02287	Pran.g_00282
OG0000409	Prah.g_02289	Pran.g_00280
OG0000410	Prah.g_02290	Pran.g_00279
OG0000411	Prah.g_02291	Pran.g_00278
OG0000412	Prah.g_02292	Pran.g_00277
OG0000413	Prah.g_02294	Pran.g_00276
OG0000414	Prah.g_02295	Pran.g_00275
OG0000415	Prah.g_02296	Pran.g_00274
OG0000416	Prah.g_02297	Pran.g_00273
OG0000417	Prah.g_02298	Pran.g_00272
OG0000418	Prah.g_02303	Pran.g_00267
OG0000419	Prah.g_02305	Pran.g_00265
OG0000420	Prah.g_02306	Pran.g_00264
OG0000421	Prah.g_02310	Pran.g_00259
OG0000422	Prah.g_02311	Pran.g_00258
OG0000423	Prah.g_02312	Pran.g_00257
OG0000424	Prah.g_02313	Pran.g_00256
OG0000425	Prah.g_02314	Pran.g_00255
OG0000426	Prah.g_02315	Pran.g_00254
OG0000427	Prah.g_02316	Pran.g_00253
OG0000428	Prah.g_00709	Pran.g_00251
OG0000429	Prah.g_02321	Pran.g_00250
OG0000430	Prah.g_02323	Pran.g_00249
OG0000431	Prah.g_02334	Pran.g_00247
OG0000432	Prah.g_02341	Pran.g_00244
OG0000433	Prah.g_02344	Pran.g_00243
OG0000434	Prah.g_02345	Pran.g_00242
OG0000435	Prah.g_02350	Pran.g_00241
OG0000436	Prah.g_02356	Pran.g_00236
OG0000437	Prah.g_02357	Pran.g_00235
OG0000438	Prah.g_02358	Pran.g_00234
OG0000439	Prah.g_02360	Pran.g_00232
OG0000440	Prah.g_02361	Pran.g_00231
OG0000441	Prah.g_02364	Pran.g_00228
OG0000442	Prah.g_02365	Pran.g_00227
OG0000443	Prah.g_02370	Pran.g_00226
OG0000444	Prah.g_02418	Pran.g_00221
OG0000445	Prah.g_02417	Pran.g_00220
OG0000446	Prah.g_02415	Pran.g_00219
OG0000447	Prah.g_02411	Pran.g_00218
OG0000448	Prah.g_02410	Pran.g_00217
OG0000449	Prah.g_02409	Pran.g_00216
OG0000450	Prah.g_02403	Pran.g_00215
OG0000451	Prah.g_02402	Pran.g_00214
OG0000452	Prah.g_02398	Pran.g_00211
OG0000453	Prah.g_02397	Pran.g_00210
OG0000454	Prah.g_02396	Pran.g_00209
OG0000455	Prah.g_02395	Pran.g_00208
OG0000456	Prah.g_02394	Pran.g_00207
OG0000457	Prah.g_02392	Pran.g_00206
OG0000458	Prah.g_02391	Pran.g_00205
OG0000459	Prah.g_02390	Pran.g_00204
OG0000460	Prah.g_01781	Pran.g_00197
OG0000461	Prah.g_02074	Pran.g_01950
OG0000462	Prah.g_02078	Pran.g_01948
OG0000463	Prah.g_02079	Pran.g_01947
OG0000464	Prah.g_02080	Pran.g_01946
OG0000465	Prah.g_02082	Pran.g_01945
OG0000466	Prah.g_02087	Pran.g_01942
OG0000467	Prah.g_02089	Pran.g_01941
OG0000468	Prah.g_02098	Pran.g_01939
OG0000469	Prah.g_02111	Pran.g_01931
OG0000470	Prah.g_02114	Pran.g_01929
OG0000471	Prah.g_02115	Pran.g_01928
OG0000472	Prah.g_02117	Pran.g_01927
OG0000473	Prah.g_02119	Pran.g_01925
OG0000474	Prah.g_02120	Pran.g_01924
OG0000475	Prah.g_02121	Pran.g_01923
OG0000476	Prah.g_02123	Pran.g_01922
OG0000477	Prah.g_02128	Pran.g_01919
OG0000478	Prah.g_02129	Pran.g_01918
OG0000479	Prah.g_02130	Pran.g_01917
OG0000480	Prah.g_02137	Pran.g_01912
OG0000481	Prah.g_02139	Pran.g_01910
OG0000482	Prah.g_02140	Pran.g_01909
OG0000483	Prah.g_02144	Pran.g_01906
OG0000484	Prah.g_02145	Pran.g_01905
OG0000485	Prah.g_02146	Pran.g_01904
OG0000486	Prah.g_02147	Pran.g_01903
OG0000487	Prah.g_02152	Pran.g_01899
OG0000488	Prah.g_02156	Pran.g_01896
OG0000489	Prah.g_02167	Pran.g_01891
OG0000490	Prah.g_02172	Pran.g_01886
OG0000491	Prah.g_02173	Pran.g_01885
OG0000492	Prah.g_02175	Pran.g_01883
OG0000493	Prah.g_02176	Pran.g_01882
OG0000494	Prah.g_02177	Pran.g_01881
OG0000495	Prah.g_02178	Pran.g_01880
OG0000496	Prah.g_02179	Pran.g_01879
OG0000497	Prah.g_02180	Pran.g_01878
OG0000498	Prah.g_02181	Pran.g_01877
OG0000499	Prah.g_02182	Pran.g_01876
OG0000500	Prah.g_02183	Pran.g_01875
OG0000501	Prah.g_02186	Pran.g_01873
OG0000502	Prah.g_02199	Pran.g_01870
OG0000503	Prah.g_01940	Pran.g_01860
OG0000504	Prah.g_01938	Pran.g_01859
OG0000505	Prah.g_01937	Pran.g_01858
OG0000506	Prah.g_01935	Pran.g_01857
OG0000507	Prah.g_01930	Pran.g_01854
OG0000508	Prah.g_01922	Pran.g_01850
OG0000509	Prah.g_01920	Pran.g_01848
OG0000510	Prah.g_01919	Pran.g_01847
OG0000511	Prah.g_01918	Pran.g_01846
OG0000512	Prah.g_01916	Pran.g_01844
OG0000513	Prah.g_00209	Pran.g_01837
OG0000514	Prah.g_00218	Pran.g_01749
OG0000515	Prah.g_00219	Pran.g_01748
OG0000516	Prah.g_00221	Pran.g_01747
OG0000517	Prah.g_00229	Pran.g_01745
OG0000518	Prah.g_00241	Pran.g_01734
OG0000519	Prah.g_00242	Pran.g_01733
OG0000520	Prah.g_00247	Pran.g_01729
OG0000521	Prah.g_00255	Pran.g_01724
OG0000522	Prah.g_00257	Pran.g_01723
OG0000523	Prah.g_00258	Pran.g_01722
OG0000524	Prah.g_00290	Pran.g_01717
OG0000525	Prah.g_00304	Pran.g_01714
OG0000526	Prah.g_00306	Pran.g_01713
OG0000527	Prah.g_00310	Pran.g_01705
OG0000528	Prah.g_01572	Pran.g_01700
OG0000529	Prah.g_01565	Pran.g_01697
OG0000530	Prah.g_01562	Pran.g_01694
OG0000531	Prah.g_01561	Pran.g_01693
OG0000532	Prah.g_01558	Pran.g_01691
OG0000533	Prah.g_01556	Pran.g_01690
OG0000534	Prah.g_01555	Pran.g_01689
OG0000535	Prah.g_01554	Pran.g_01688
OG0000536	Prah.g_01553	Pran.g_01687
OG0000537	Prah.g_01552	Pran.g_01686
OG0000538	Prah.g_01541	Pran.g_01678
OG0000539	Prah.g_01540	Pran.g_01677
OG0000540	Prah.g_01539	Pran.g_01676
OG0000541	Prah.g_01538	Pran.g_01675
OG0000542	Prah.g_01535	Pran.g_01673
OG0000543	Prah.g_01533	Pran.g_01671
OG0000544	Prah.g_01532	Pran.g_01670
OG0000545	Prah.g_01530	Pran.g_01668
OG0000546	Prah.g_01528	Pran.g_01665
OG0000547	Prah.g_01526	Pran.g_01663
OG0000548	Prah.g_01525	Pran.g_01662
OG0000549	Prah.g_01519	Pran.g_01660
OG0000550	Prah.g_01514	Pran.g_01655
OG0000551	Prah.g_01510	Pran.g_01651
OG0000552	Prah.g_01509	Pran.g_01650
OG0000553	Prah.g_01505	Pran.g_01649
OG0000554	Prah.g_01500	Pran.g_01644
OG0000555	Prah.g_01480	Pran.g_01636
OG0000556	Prah.g_01474	Pran.g_01634
OG0000557	Prah.g_01473	Pran.g_01633
OG0000558	Prah.g_01470	Pran.g_01631
OG0000559	Prah.g_01466	Pran.g_01627
OG0000560	Prah.g_01463	Pran.g_01624
OG0000561	Prah.g_01462	Pran.g_01623
OG0000562	Prah.g_01461	Pran.g_01622
OG0000563	Prah.g_01460	Pran.g_01621
OG0000564	Prah.g_01459	Pran.g_01620
OG0000565	Prah.g_01457	Pran.g_01617
OG0000566	Prah.g_01452	Pran.g_01614
OG0000567	Prah.g_01448	Pran.g_01610
OG0000568	Prah.g_01446	Pran.g_01609
OG0000569	Prah.g_01445	Pran.g_01608
OG0000570	Prah.g_01444	Pran.g_01607
OG0000571	Prah.g_01441	Pran.g_01605
OG0000572	Prah.g_01425	Pran.g_01592
OG0000573	Prah.g_01416	Pran.g_01586
OG0000574	Prah.g_01415	Pran.g_01585
OG0000575	Prah.g_01406	Pran.g_01581
OG0000576	Prah.g_01404	Pran.g_01579
OG0000577	Prah.g_01403	Pran.g_01578
OG0000578	Prah.g_01402	Pran.g_01577
OG0000579	Prah.g_01401	Pran.g_01576
OG0000580	Prah.g_01400	Pran.g_01575
OG0000581	Prah.g_01396	Pran.g_01573
OG0000582	Prah.g_01392	Pran.g_01570
OG0000583	Prah.g_01391	Pran.g_01569
OG0000584	Prah.g_01390	Pran.g_01568
OG0000585	Prah.g_01388	Pran.g_01566
OG0000586	Prah.g_01387	Pran.g_01565
OG0000587	Prah.g_01385	Pran.g_01564
OG0000588	Prah.g_00529	Pran.g_01560
OG0000589	Prah.g_00526	Pran.g_01557
OG0000590	Prah.g_00525	Pran.g_01556
