Orthogroup	Prah	Prbn
OG0000293	Prah.g_01336	Prbn.g_01179
OG0000294	Prah.g_01335	Prbn.g_01180
OG0000295	Prah.g_01298	Prbn.g_01203
OG0000296	Prah.g_01296	Prbn.g_01205
OG0000297	Prah.g_01259	Prbn.g_00387
OG0000298	Prah.g_01258	Prbn.g_00388
OG0000299	Prah.g_01268	Prbn.g_00407
OG0000300	Prah.g_01275	Prbn.g_00410
OG0000301	Prah.g_01276	Prbn.g_00411
OG0000302	Prah.g_01279	Prbn.g_00413
OG0000303	Prah.g_01289	Prbn.g_00419
OG0000304	Prah.g_01237, Prah.g_01238	Prbn.g_00482
OG0000305	Prah.g_00918	Prbn.g_01146
OG0000306	Prah.g_00560	Prbn.g_01482
OG0000307	Prah.g_01584	Prbn.g_00159
OG0000308	Prah.g_01586	Prbn.g_00160
OG0000309	Prah.g_01590	Prbn.g_00164
OG0000310	Prah.g_00428	Prbn.g_00198
OG0000311	Prah.g_00424	Prbn.g_00200
OG0000312	Prah.g_00420	Prbn.g_00203
OG0000313	Prah.g_00402	Prbn.g_00216
OG0000314	Prah.g_00371	Prbn.g_00239
OG0000315	Prah.g_00361	Prbn.g_00249
OG0000316	Prah.g_01631	Prbn.g_00274
OG0000317	Prah.g_01672	Prbn.g_01742
OG0000318	Prah.g_01677	Prbn.g_01746
OG0000319	Prah.g_01694	Prbn.g_01759
OG0000320	Prah.g_01696	Prbn.g_01761
OG0000321	Prah.g_01697	Prbn.g_01762
OG0000322	Prah.g_01698	Prbn.g_01763
OG0000323	Prah.g_01710	Prbn.g_01773
OG0000324	Prah.g_01744	Prbn.g_01800
OG0000325	Prah.g_02071	Prbn.g_01811
OG0000326	Prah.g_02064	Prbn.g_01818
OG0000327	Prah.g_02038	Prbn.g_01839
OG0000328	Prah.g_02037	Prbn.g_01840
OG0000329	Prah.g_02020	Prbn.g_01857
OG0000330	Prah.g_02019	Prbn.g_01858
OG0000331	Prah.g_02018	Prbn.g_01859
OG0000332	Prah.g_02003	Prbn.g_01873
OG0000333	Prah.g_02001	Prbn.g_01875
OG0000334	Prah.g_01991	Prbn.g_01884
OG0000335	Prah.g_01986	Prbn.g_01889
OG0000336	Prah.g_01982	Prbn.g_01893
OG0000337	Prah.g_02224	Prbn.g_01911
OG0000338	Prah.g_02227	Prbn.g_01912
OG0000339	Prah.g_02234	Prbn.g_01918
OG0000340	Prah.g_02244	Prbn.g_01012
OG0000341	Prah.g_02246	Prbn.g_01010
OG0000342	Prah.g_02247	Prbn.g_01009
OG0000343	Prah.g_00168	Prbn.g_01008
OG0000344	Prah.g_00165	Prbn.g_01005
OG0000345	Prah.g_00154	Prbn.g_00999
OG0000346	Prah.g_00149	Prbn.g_00995
OG0000347	Prah.g_00089	Prbn.g_00978
OG0000348	Prah.g_00078	Prbn.g_00970
OG0000349	Prah.g_00053	Prbn.g_00953
OG0000350	Prah.g_02533	Prbn.g_00798
OG0000351	Prah.g_02578	Prbn.g_00913
OG0000352	Prah.g_02579	Prbn.g_00912
OG0000353	Prah.g_02603	Prbn.g_00299
OG0000355	Prah.g_00002	Prbn.g_00301
OG0000356	Prah.g_00003	Prbn.g_00302
OG0000357	Prah.g_00004	Prbn.g_00011
OG0000358	Prah.g_00008	Prbn.g_00007
OG0000359	Prah.g_00010	Prbn.g_00006
OG0000360	Prah.g_00011	Prbn.g_00005
OG0000361	Prah.g_00012	Prbn.g_00004
OG0000362	Prah.g_00014	Prbn.g_00001
OG0000363	Prah.g_00016	Prbn.g_00768
OG0000364	Prah.g_00017	Prbn.g_00767
OG0000365	Prah.g_00026	Prbn.g_00762
OG0000366	Prah.g_00027	Prbn.g_00761
OG0000367	Prah.g_00028	Prbn.g_00760
OG0000368	Prah.g_00030	Prbn.g_00758
OG0000369	Prah.g_00031	Prbn.g_00757
OG0000370	Prah.g_00032	Prbn.g_00756
OG0000371	Prah.g_00041	Prbn.g_00749
OG0000372	Prah.g_00046	Prbn.g_00746
OG0000373	Prah.g_00047	Prbn.g_00745
OG0000374	Prah.g_00048	Prbn.g_00744
OG0000375	Prah.g_00049	Prbn.g_00742
OG0000376	Prah.g_00051	Prbn.g_00740
OG0000377	Prah.g_02485	Prbn.g_00736
OG0000378	Prah.g_02471	Prbn.g_00732
OG0000379	Prah.g_02457	Prbn.g_00729
OG0000380	Prah.g_01834	Prbn.g_00712
OG0000381	Prah.g_01839	Prbn.g_00707
OG0000382	Prah.g_01859	Prbn.g_01340
OG0000383	Prah.g_01861	Prbn.g_01338
OG0000384	Prah.g_01862	Prbn.g_01337
OG0000385	Prah.g_01863	Prbn.g_01336
OG0000386	Prah.g_01864	Prbn.g_01335
OG0000387	Prah.g_01888	Prbn.g_01321
OG0000388	Prah.g_01892	Prbn.g_01317
OG0000389	Prah.g_01896	Prbn.g_01314
OG0000390	Prah.g_00194	Prbn.g_01304
OG0000391	Prah.g_00189	Prbn.g_01301
OG0000392	Prah.g_00183	Prbn.g_01297
OG0000393	Prah.g_00175	Prbn.g_01294
OG0000394	Prah.g_00174	Prbn.g_01293
OG0000395	Prah.g_00173	Prbn.g_01292
OG0000396	Prah.g_02252	Prbn.g_01290
OG0000397	Prah.g_02254	Prbn.g_01288
OG0000398	Prah.g_02259	Prbn.g_01285
OG0000399	Prah.g_02260	Prbn.g_01284
OG0000400	Prah.g_02261	Prbn.g_01283
OG0000401	Prah.g_02262	Prbn.g_01282
OG0000402	Prah.g_02264	Prbn.g_01356
OG0000403	Prah.g_02265	Prbn.g_01280
OG0000405	Prah.g_02280	Prbn.g_01275
OG0000406	Prah.g_02284	Prbn.g_01267
OG0000407	Prah.g_02285	Prbn.g_01266
OG0000408	Prah.g_02287	Prbn.g_01264
OG0000409	Prah.g_02289	Prbn.g_01262
OG0000410	Prah.g_02290	Prbn.g_01261
OG0000411	Prah.g_02291	Prbn.g_01260
OG0000412	Prah.g_02292	Prbn.g_01259
OG0000413	Prah.g_02294	Prbn.g_01257
OG0000414	Prah.g_02295	Prbn.g_01256
OG0000415	Prah.g_02296	Prbn.g_01255
OG0000416	Prah.g_02297	Prbn.g_01254
OG0000417	Prah.g_02298	Prbn.g_01253
OG0000418	Prah.g_02303	Prbn.g_01248
OG0000419	Prah.g_02305	Prbn.g_01246
OG0000420	Prah.g_02306	Prbn.g_01245
OG0000421	Prah.g_02310	Prbn.g_00381
OG0000422	Prah.g_02311	Prbn.g_00380
OG0000423	Prah.g_02312	Prbn.g_00379
OG0000424	Prah.g_02313	Prbn.g_00378
OG0000425	Prah.g_02314	Prbn.g_00377
OG0000426	Prah.g_02315	Prbn.g_00376
OG0000427	Prah.g_02316	Prbn.g_00375
OG0000428	Prah.g_00709	Prbn.g_00373
OG0000429	Prah.g_02321	Prbn.g_00372
OG0000430	Prah.g_02323	Prbn.g_00371
OG0000431	Prah.g_02334	Prbn.g_00369
OG0000432	Prah.g_02341	Prbn.g_00365
OG0000433	Prah.g_02344	Prbn.g_00364
OG0000434	Prah.g_02345	Prbn.g_00363
OG0000435	Prah.g_02350	Prbn.g_00362
OG0000436	Prah.g_02356	Prbn.g_00357
OG0000437	Prah.g_02357	Prbn.g_00356
OG0000438	Prah.g_02358	Prbn.g_00355
OG0000439	Prah.g_02360	Prbn.g_00353
OG0000440	Prah.g_02361	Prbn.g_00352
OG0000441	Prah.g_02364	Prbn.g_00349
OG0000442	Prah.g_02365	Prbn.g_00348
OG0000443	Prah.g_02370	Prbn.g_00347
OG0000444	Prah.g_02418	Prbn.g_00341
OG0000445	Prah.g_02417	Prbn.g_00340
OG0000446	Prah.g_02415	Prbn.g_00339
OG0000447	Prah.g_02411	Prbn.g_00338
OG0000448	Prah.g_02410	Prbn.g_00337
OG0000449	Prah.g_02409	Prbn.g_00336
OG0000450	Prah.g_02403	Prbn.g_00335
OG0000451	Prah.g_02402	Prbn.g_00334
OG0000452	Prah.g_02398	Prbn.g_00331
OG0000453	Prah.g_02397	Prbn.g_00330
OG0000454	Prah.g_02396	Prbn.g_00329
OG0000455	Prah.g_02395	Prbn.g_00328
OG0000456	Prah.g_02394	Prbn.g_00327
OG0000457	Prah.g_02392	Prbn.g_00325
OG0000458	Prah.g_02391	Prbn.g_00324
OG0000459	Prah.g_02390	Prbn.g_00323
OG0000460	Prah.g_01781	Prbn.g_00315
OG0000461	Prah.g_02074	Prbn.g_00307
OG0000462	Prah.g_02078	Prbn.g_00305
OG0000463	Prah.g_02079	Prbn.g_00304
OG0000464	Prah.g_02080	Prbn.g_00012
OG0000465	Prah.g_02082	Prbn.g_00013
OG0000466	Prah.g_02087	Prbn.g_00016
OG0000467	Prah.g_02089	Prbn.g_00017
OG0000468	Prah.g_02098	Prbn.g_00020
OG0000469	Prah.g_02111	Prbn.g_00028
OG0000470	Prah.g_02114	Prbn.g_00030
OG0000471	Prah.g_02115	Prbn.g_00031
OG0000472	Prah.g_02117	Prbn.g_00033
OG0000473	Prah.g_02119	Prbn.g_00035
OG0000474	Prah.g_02120	Prbn.g_00036
OG0000475	Prah.g_02121	Prbn.g_00037
OG0000476	Prah.g_02123	Prbn.g_00039
OG0000477	Prah.g_02128	Prbn.g_00042
OG0000478	Prah.g_02129	Prbn.g_00043
OG0000479	Prah.g_02130	Prbn.g_00044
OG0000480	Prah.g_02137	Prbn.g_00049
OG0000481	Prah.g_02139	Prbn.g_00052
OG0000482	Prah.g_02140	Prbn.g_00053
OG0000483	Prah.g_02144	Prbn.g_00056
OG0000484	Prah.g_02145	Prbn.g_00057
OG0000485	Prah.g_02146	Prbn.g_00059
OG0000486	Prah.g_02147	Prbn.g_00060
OG0000487	Prah.g_02152	Prbn.g_00063
OG0000488	Prah.g_02156	Prbn.g_00066
OG0000489	Prah.g_02167	Prbn.g_00071
OG0000490	Prah.g_02172	Prbn.g_00075
OG0000491	Prah.g_02173	Prbn.g_00076
OG0000492	Prah.g_02175	Prbn.g_00078
OG0000493	Prah.g_02176	Prbn.g_00079
OG0000494	Prah.g_02177	Prbn.g_00080
OG0000495	Prah.g_02178	Prbn.g_00081
OG0000496	Prah.g_02179	Prbn.g_00082
OG0000497	Prah.g_02180	Prbn.g_00083
OG0000498	Prah.g_02181	Prbn.g_00084
OG0000499	Prah.g_02182	Prbn.g_00085
OG0000500	Prah.g_02183	Prbn.g_00086
OG0000501	Prah.g_02186	Prbn.g_00087
OG0000502	Prah.g_02199	Prbn.g_00090
OG0000503	Prah.g_01940	Prbn.g_00105
OG0000504	Prah.g_01938	Prbn.g_00107
OG0000505	Prah.g_01937	Prbn.g_00108
OG0000506	Prah.g_01935	Prbn.g_00109
OG0000507	Prah.g_01930	Prbn.g_00112
OG0000508	Prah.g_01922	Prbn.g_00116
OG0000509	Prah.g_01920	Prbn.g_00118
OG0000510	Prah.g_01919	Prbn.g_00119
OG0000511	Prah.g_01918	Prbn.g_00120
OG0000512	Prah.g_01916	Prbn.g_00122
OG0000513	Prah.g_00209	Prbn.g_00693
OG0000514	Prah.g_00218	Prbn.g_00682
OG0000515	Prah.g_00219	Prbn.g_00681
OG0000516	Prah.g_00221	Prbn.g_00680
OG0000517	Prah.g_00229	Prbn.g_00678
OG0000518	Prah.g_00241	Prbn.g_00667
OG0000519	Prah.g_00242	Prbn.g_00666
OG0000520	Prah.g_00247	Prbn.g_00665
OG0000521	Prah.g_00255	Prbn.g_00657
OG0000522	Prah.g_00257	Prbn.g_00655
OG0000523	Prah.g_00258	Prbn.g_00654
OG0000524	Prah.g_00290	Prbn.g_00649
OG0000525	Prah.g_00304	Prbn.g_00645
OG0000526	Prah.g_00306	Prbn.g_00644
OG0000527	Prah.g_00310	Prbn.g_00641
OG0000528	Prah.g_01572	Prbn.g_00636
OG0000529	Prah.g_01565	Prbn.g_00633
OG0000530	Prah.g_01562	Prbn.g_00630
OG0000531	Prah.g_01561	Prbn.g_00629
OG0000532	Prah.g_01558	Prbn.g_00627
OG0000533	Prah.g_01556	Prbn.g_00626
OG0000534	Prah.g_01555	Prbn.g_00625
OG0000535	Prah.g_01554	Prbn.g_00624
OG0000536	Prah.g_01553	Prbn.g_00623
OG0000537	Prah.g_01552	Prbn.g_00622
OG0000538	Prah.g_01541	Prbn.g_00613
OG0000539	Prah.g_01540	Prbn.g_00612
OG0000540	Prah.g_01539	Prbn.g_00611
OG0000541	Prah.g_01538	Prbn.g_00610
OG0000542	Prah.g_01535	Prbn.g_00609
OG0000543	Prah.g_01533	Prbn.g_00607
OG0000544	Prah.g_01532	Prbn.g_00606
OG0000545	Prah.g_01530	Prbn.g_00604
OG0000546	Prah.g_01528	Prbn.g_00601
OG0000547	Prah.g_01526	Prbn.g_00599
OG0000548	Prah.g_01525	Prbn.g_00598
OG0000549	Prah.g_01519	Prbn.g_00596
OG0000550	Prah.g_01514	Prbn.g_00592
OG0000551	Prah.g_01510	Prbn.g_00589
OG0000552	Prah.g_01509	Prbn.g_00588
OG0000553	Prah.g_01505	Prbn.g_00587
OG0000554	Prah.g_01500	Prbn.g_00582
OG0000555	Prah.g_01480	Prbn.g_00574
OG0000556	Prah.g_01474	Prbn.g_00572
OG0000557	Prah.g_01473	Prbn.g_00571
OG0000558	Prah.g_01470	Prbn.g_00569
OG0000559	Prah.g_01466	Prbn.g_00565
OG0000560	Prah.g_01463	Prbn.g_00562
OG0000561	Prah.g_01462	Prbn.g_00561
OG0000562	Prah.g_01461	Prbn.g_00560
OG0000563	Prah.g_01460	Prbn.g_00559
OG0000564	Prah.g_01459	Prbn.g_00558
