Orthogroup	Prah	Prau
OG0000047	Prah.g_00353	Prau.g_00332
OG0000048	Prah.g_02122	Prau.g_00377
OG0000051	Prah.g_01166	Prau.g_01347, Prau.g_01275, Prau.g_01681
OG0000052	Prah.g_02219	Prau.g_01489, Prau.g_01448
OG0000053	Prah.g_00381	Prau.g_00040, Prau.g_01551
OG0000054	Prah.g_01394	Prau.g_00644
OG0000055	Prah.g_00942	Prau.g_00835
OG0000057	Prah.g_01027	Prau.g_00738
OG0000061	Prah.g_00104	Prau.g_01206
OG0000062	Prah.g_01654	Prau.g_01609
OG0000063	Prah.g_00042	Prau.g_00032, Prau.g_01295
OG0000065	Prah.g_01897	Prau.g_00108
OG0000066	Prah.g_01485	Prau.g_00579
OG0000067	Prah.g_00667	Prau.g_00854
OG0000068	Prah.g_01576	Prau.g_01409
OG0000070	Prah.g_00252	Prau.g_00491
OG0000071	Prah.g_01364	Prau.g_01371
OG0000072	Prah.g_02309	Prau.g_00172
OG0000073	Prah.g_01544	Prau.g_00540
OG0000075	Prah.g_02232	Prau.g_01901
OG0000076	Prah.g_00150	Prau.g_00037, Prau.g_01925
OG0000077	Prah.g_01850	Prau.g_00079
OG0000078	Prah.g_01773	Prau.g_00240
OG0000079	Prah.g_02090, Prah.g_01868	Prau.g_00254
OG0000081	Prah.g_01035	Prau.g_00571
OG0000082	Prah.g_01427	Prau.g_00624
OG0000084	Prah.g_00412	Prau.g_01524
OG0000085	Prah.g_01666	Prau.g_01725
OG0000086	Prah.g_01866	Prau.g_00089
OG0000087	Prah.g_02268	Prau.g_00140
OG0000088	Prah.g_02304	Prau.g_00167
OG0000089	Prah.g_00205	Prau.g_00358
OG0000090	Prah.g_01501	Prau.g_00573
OG0000091	Prah.g_00493	Prau.g_00682
OG0000093	Prah.g_00692	Prau.g_00983
OG0000094	Prah.g_02518	Prau.g_01070
OG0000097	Prah.g_01272	Prau.g_01247
OG0000098	Prah.g_00327	Prau.g_01391
OG0000099	Prah.g_02191	Prau.g_01434, Prau.g_01435
OG0000100	Prah.g_01791, Prah.g_00636	Prau.g_01605
OG0000101	Prah.g_01995	Prau.g_01869
OG0000102	Prah.g_00144	Prau.g_01930
OG0000103	Prah.g_02586	Prau.g_02009
OG0000104	Prah.g_02600	Prau.g_02018
OG0000105	Prah.g_02126	Prau.g_00276
OG0000106	Prah.g_01660	Prau.g_00373
OG0000108	Prah.g_01566	Prau.g_00521
OG0000109	Prah.g_01550	Prau.g_00535
OG0000110	Prah.g_01439	Prau.g_00614
OG0000111	Prah.g_01028	Prau.g_00739
OG0000112	Prah.g_00788	Prau.g_00818
OG0000113	Prah.g_00641	Prau.g_00876
OG0000114	Prah.g_00733	Prau.g_00956
OG0000115	Prah.g_00383	Prau.g_01148
OG0000116	Prah.g_01337	Prau.g_01197
OG0000117	Prah.g_01257	Prau.g_01318
OG0000118	Prah.g_01378	Prau.g_01383
OG0000119	Prah.g_01007, Prah.g_01048	Prau.g_01405
OG0000120	Prah.g_02192	Prau.g_01430
OG0000121	Prah.g_00406	Prau.g_01533
OG0000122	Prah.g_01203	Prau.g_01571
OG0000123	Prah.g_01987	Prau.g_01876
OG0000124	Prah.g_00125	Prau.g_01941
OG0000125	Prah.g_02498	Prau.g_01978
OG0000126	Prah.g_02598	Prau.g_02017
OG0000128	Prah.g_00013	Prau.g_00011
OG0000129	Prah.g_02486	Prau.g_00051
OG0000130	Prah.g_01838	Prau.g_00071
OG0000131	Prah.g_02282	Prau.g_00146
OG0000132	Prah.g_02302	Prau.g_00165
OG0000133	Prah.g_02187	Prau.g_00324
OG0000134	Prah.g_00208	Prau.g_00359
OG0000135	Prah.g_02538	Prau.g_00386
OG0000136	Prah.g_00235	Prau.g_00482
OG0000137	Prah.g_00312	Prau.g_00516
OG0000138	Prah.g_01549	Prau.g_00536
OG0000139	Prah.g_01495	Prau.g_00577
OG0000140	Prah.g_01489	Prau.g_00578
OG0000141	Prah.g_01393	Prau.g_00645
OG0000142	Prah.g_00501	Prau.g_00675
OG0000143	Prah.g_00497	Prau.g_00679
OG0000144	Prah.g_00473	Prau.g_00692
OG0000145	Prah.g_01543	Prau.g_00816
OG0000146	Prah.g_00787	Prau.g_00819
OG0000147	Prah.g_00786	Prau.g_00820
OG0000148	Prah.g_00649	Prau.g_00870
OG0000149	Prah.g_00591	Prau.g_00900
OG0000150	Prah.g_00568	Prau.g_00909
OG0000151	Prah.g_00718	Prau.g_00966
OG0000152	Prah.g_00796	Prau.g_01015
OG0000153	Prah.g_00826	Prau.g_01034
OG0000154	Prah.g_00852	Prau.g_01063
OG0000155	Prah.g_01291	Prau.g_01226
OG0000156	Prah.g_01349	Prau.g_01359
OG0000157	Prah.g_01350	Prau.g_01360
OG0000158	Prah.g_02242	Prau.g_01436
OG0000160	Prah.g_00407	Prau.g_01532
OG0000161	Prah.g_00399	Prau.g_01538
OG0000162	Prah.g_00391	Prau.g_01544
OG0000163	Prah.g_01619	Prau.g_01578
OG0000164	Prah.g_01705	Prau.g_01756
OG0000165	Prah.g_01716	Prau.g_01763
OG0000166	Prah.g_02033	Prau.g_01833
OG0000167	Prah.g_02230	Prau.g_01899
OG0000168	Prah.g_02243	Prau.g_01909
OG0000169	Prah.g_00163	Prau.g_01919
OG0000170	Prah.g_00155	Prau.g_01921
OG0000171	Prah.g_00126	Prau.g_01940
OG0000172	Prah.g_00084	Prau.g_01949
OG0000173	Prah.g_00061	Prau.g_01964
OG0000174	Prah.g_02541	Prau.g_01991
OG0000175	Prah.g_02575	Prau.g_02001
OG0000176	Prah.g_00005	Prau.g_00004
OG0000177	Prah.g_00006	Prau.g_00005
OG0000178	Prah.g_00007	Prau.g_00006
OG0000179	Prah.g_00022	Prau.g_00016
OG0000180	Prah.g_00023	Prau.g_00017
OG0000181	Prah.g_00024	Prau.g_00018
OG0000182	Prah.g_00025	Prau.g_00019
OG0000183	Prah.g_00029	Prau.g_00023
OG0000184	Prah.g_02478	Prau.g_00054
OG0000185	Prah.g_02458	Prau.g_00057
OG0000186	Prah.g_01830	Prau.g_00066
OG0000187	Prah.g_01833	Prau.g_00067
OG0000188	Prah.g_01860	Prau.g_00083
OG0000189	Prah.g_01884	Prau.g_00097
OG0000190	Prah.g_01886	Prau.g_00098
OG0000191	Prah.g_00188	Prau.g_00118
OG0000192	Prah.g_00176, Prah.g_00180	Prau.g_00122
OG0000193	Prah.g_02283	Prau.g_00147
OG0000194	Prah.g_02286	Prau.g_00150
OG0000195	Prah.g_02288	Prau.g_00152
OG0000196	Prah.g_02299	Prau.g_00162
OG0000197	Prah.g_02300	Prau.g_00163
OG0000198	Prah.g_02301	Prau.g_00164
OG0000199	Prah.g_02308	Prau.g_00171
OG0000200	Prah.g_02324	Prau.g_00185
OG0000201	Prah.g_02352	Prau.g_00193
OG0000202	Prah.g_02353	Prau.g_00194
OG0000203	Prah.g_02354	Prau.g_00195
OG0000204	Prah.g_02355	Prau.g_00196
OG0000205	Prah.g_02362	Prau.g_00203
OG0000206	Prah.g_02371	Prau.g_00208
OG0000207	Prah.g_02420	Prau.g_00210
OG0000208	Prah.g_02419	Prau.g_00211
OG0000209	Prah.g_02400	Prau.g_00220
OG0000210	Prah.g_02399	Prau.g_00221
OG0000211	Prah.g_01782	Prau.g_00234
OG0000212	Prah.g_01772	Prau.g_00241
OG0000213	Prah.g_02101	Prau.g_00259
OG0000214	Prah.g_02118	Prau.g_00269
OG0000215	Prah.g_02148	Prau.g_00294
OG0000216	Prah.g_02151	Prau.g_00296
OG0000217	Prah.g_02155	Prau.g_00299
OG0000218	Prah.g_02157	Prau.g_00301
OG0000219	Prah.g_02158	Prau.g_00302
OG0000220	Prah.g_02159	Prau.g_00303
OG0000221	Prah.g_02166	Prau.g_00304
OG0000222	Prah.g_02174	Prau.g_00312
OG0000223	Prah.g_02197	Prau.g_00325
OG0000224	Prah.g_02207	Prau.g_00327
OG0000225	Prah.g_01921	Prau.g_00348
OG0000226	Prah.g_01917	Prau.g_00352
OG0000227	Prah.g_01915	Prau.g_00354
OG0000228	Prah.g_00204	Prau.g_00357
OG0000229	Prah.g_00230	Prau.g_00477
OG0000230	Prah.g_00232	Prau.g_00479
OG0000231	Prah.g_00251	Prau.g_00490
OG0000232	Prah.g_00261	Prau.g_00499
OG0000233	Prah.g_00294	Prau.g_00505
OG0000234	Prah.g_00313, Prah.g_00314	Prau.g_00517
OG0000235	Prah.g_01567	Prau.g_00520
OG0000236	Prah.g_01551	Prau.g_00534
OG0000237	Prah.g_01534	Prau.g_00547
OG0000238	Prah.g_01529	Prau.g_00553
OG0000239	Prah.g_01513	Prau.g_00565
OG0000240	Prah.g_01512	Prau.g_00566
OG0000241	Prah.g_01094	Prau.g_00570
OG0000242	Prah.g_00108, Prah.g_01503	Prau.g_00572
OG0000243	Prah.g_01476	Prau.g_00583
OG0000244	Prah.g_01472	Prau.g_00586
OG0000245	Prah.g_01469	Prau.g_00588
OG0000246	Prah.g_01465	Prau.g_00592
OG0000247	Prah.g_01454	Prau.g_00602
OG0000248	Prah.g_01451	Prau.g_00604
OG0000249	Prah.g_01449	Prau.g_00606
OG0000250	Prah.g_01443	Prau.g_00611
OG0000251	Prah.g_01417	Prau.g_00629
OG0000252	Prah.g_01414	Prau.g_00632
OG0000253	Prah.g_01408	Prau.g_00633
OG0000254	Prah.g_01389	Prau.g_00649
OG0000255	Prah.g_00530	Prau.g_00655
OG0000256	Prah.g_00516	Prau.g_00667
OG0000257	Prah.g_00509	Prau.g_00670
OG0000258	Prah.g_00486	Prau.g_00683
OG0000259	Prah.g_00457	Prau.g_00700
OG0000260	Prah.g_00454	Prau.g_00703
OG0000261	Prah.g_00451	Prau.g_00705
OG0000262	Prah.g_00445	Prau.g_00709
OG0000263	Prah.g_02413	Prau.g_00721
OG0000264	Prah.g_00974	Prau.g_00731
OG0000265	Prah.g_00887, Prah.g_00958	Prau.g_00755
OG0000266	Prah.g_00876	Prau.g_00765
OG0000267	Prah.g_00751	Prau.g_00776
OG0000268	Prah.g_00752	Prau.g_00777
OG0000269	Prah.g_00672	Prau.g_00849
OG0000270	Prah.g_00669	Prau.g_00852
OG0000271	Prah.g_00661	Prau.g_00860
OG0000272	Prah.g_00660	Prau.g_00861
OG0000273	Prah.g_00609	Prau.g_00884
OG0000274	Prah.g_00608	Prau.g_00885
OG0000275	Prah.g_00605	Prau.g_00887
OG0000276	Prah.g_00599	Prau.g_00892
OG0000277	Prah.g_00598	Prau.g_00893
OG0000278	Prah.g_00595	Prau.g_00896
OG0000279	Prah.g_00587	Prau.g_00904
OG0000280	Prah.g_00581	Prau.g_00905
OG0000281	Prah.g_00566	Prau.g_00910
OG0000282	Prah.g_00731	Prau.g_00958
OG0000283	Prah.g_00761	Prau.g_00992
OG0000284	Prah.g_00767	Prau.g_00997
OG0000285	Prah.g_01178	Prau.g_01002
OG0000286	Prah.g_00795	Prau.g_01014
OG0000287	Prah.g_01131	Prau.g_01031
OG0000288	Prah.g_00851	Prau.g_01062
OG0000289	Prah.g_00864	Prau.g_01073
OG0000290	Prah.g_00912	Prau.g_01086
OG0000291	Prah.g_00914	Prau.g_01088
OG0000292	Prah.g_02597	Prau.g_01136
OG0000293	Prah.g_01336	Prau.g_01198
OG0000294	Prah.g_01335	Prau.g_01199
OG0000295	Prah.g_01298	Prau.g_01218
OG0000296	Prah.g_01296	Prau.g_01220
OG0000297	Prah.g_01259	Prau.g_01228
OG0000298	Prah.g_01258	Prau.g_01229
OG0000299	Prah.g_01268	Prau.g_01246
OG0000300	Prah.g_01275	Prau.g_01249
OG0000301	Prah.g_01276	Prau.g_01250
OG0000302	Prah.g_01279	Prau.g_01252
OG0000303	Prah.g_01289	Prau.g_01259
OG0000304	Prah.g_01237, Prah.g_01238	Prau.g_01263
OG0000305	Prah.g_00918	Prau.g_01401
OG0000306	Prah.g_00560	Prau.g_01404
OG0000307	Prah.g_01584	Prau.g_01418
OG0000308	Prah.g_01586	Prau.g_01419
OG0000309	Prah.g_01590	Prau.g_01423
OG0000310	Prah.g_00428	Prau.g_01513
OG0000311	Prah.g_00424	Prau.g_01515
OG0000312	Prah.g_00420	Prau.g_01518
OG0000313	Prah.g_00402	Prau.g_01535
OG0000314	Prah.g_00371	Prau.g_01558
OG0000315	Prah.g_00361	Prau.g_01568
OG0000316	Prah.g_01631	Prau.g_01588
OG0000317	Prah.g_01672	Prau.g_01730
OG0000318	Prah.g_01677	Prau.g_01733
OG0000319	Prah.g_01694	Prau.g_01746
OG0000320	Prah.g_01696	Prau.g_01748
OG0000321	Prah.g_01697	Prau.g_01749
OG0000322	Prah.g_01698	Prau.g_01750
OG0000323	Prah.g_01710	Prau.g_01759
OG0000324	Prah.g_01744	Prau.g_01785
OG0000325	Prah.g_02071	Prau.g_01795
OG0000326	Prah.g_02064	Prau.g_01801
OG0000327	Prah.g_02038	Prau.g_01828
OG0000328	Prah.g_02037	Prau.g_01829
OG0000329	Prah.g_02020	Prau.g_01846
OG0000330	Prah.g_02019	Prau.g_01847
OG0000331	Prah.g_02018	Prau.g_01848
OG0000332	Prah.g_02003	Prau.g_01862
OG0000333	Prah.g_02001	Prau.g_01864
OG0000334	Prah.g_01991	Prau.g_01872
OG0000335	Prah.g_01986	Prau.g_01877
OG0000336	Prah.g_01982	Prau.g_01881
OG0000337	Prah.g_02224	Prau.g_01897
OG0000338	Prah.g_02227	Prau.g_01898
OG0000339	Prah.g_02234	Prau.g_01902
OG0000340	Prah.g_02244	Prau.g_01910
OG0000341	Prah.g_02246	Prau.g_01912
OG0000342	Prah.g_02247	Prau.g_01913
OG0000343	Prah.g_00168	Prau.g_01914
OG0000344	Prah.g_00165	Prau.g_01917
OG0000345	Prah.g_00154	Prau.g_01922
OG0000346	Prah.g_00149	Prau.g_01926
OG0000347	Prah.g_00089	Prau.g_01942
OG0000348	Prah.g_00078	Prau.g_01952
OG0000349	Prah.g_00053	Prau.g_01969
OG0000350	Prah.g_02533	Prau.g_01987, Prau.g_01297
OG0000351	Prah.g_02578	Prau.g_02004
OG0000352	Prah.g_02579	Prau.g_02005
OG0000353	Prah.g_02603	Prau.g_02021
OG0000355	Prah.g_00002	Prau.g_00001
OG0000356	Prah.g_00003	Prau.g_00002
OG0000357	Prah.g_00004	Prau.g_00003
OG0000358	Prah.g_00008	Prau.g_00007
OG0000359	Prah.g_00010	Prau.g_00008
OG0000360	Prah.g_00011	Prau.g_00009
OG0000361	Prah.g_00012	Prau.g_00010
OG0000362	Prah.g_00014	Prau.g_00012
OG0000363	Prah.g_00016	Prau.g_00014
OG0000364	Prah.g_00017	Prau.g_00015
OG0000365	Prah.g_00026	Prau.g_00020
OG0000366	Prah.g_00027	Prau.g_00021
OG0000367	Prah.g_00028	Prau.g_00022
OG0000368	Prah.g_00030	Prau.g_00024
OG0000369	Prah.g_00031	Prau.g_00025
OG0000370	Prah.g_00032	Prau.g_00026
OG0000371	Prah.g_00041	Prau.g_00031
OG0000372	Prah.g_00046	Prau.g_00034
OG0000373	Prah.g_00047	Prau.g_00035
OG0000374	Prah.g_00048	Prau.g_00036
OG0000375	Prah.g_00049	Prau.g_00047
OG0000376	Prah.g_00051	Prau.g_00049
OG0000377	Prah.g_02485	Prau.g_00053
OG0000378	Prah.g_02471	Prau.g_00055
OG0000379	Prah.g_02457	Prau.g_00058
OG0000380	Prah.g_01834	Prau.g_00068
OG0000381	Prah.g_01839	Prau.g_00072
OG0000382	Prah.g_01859	Prau.g_00082
OG0000383	Prah.g_01861	Prau.g_00084
OG0000384	Prah.g_01862	Prau.g_00085
OG0000385	Prah.g_01863	Prau.g_00086
OG0000386	Prah.g_01864	Prau.g_00087
OG0000387	Prah.g_01888	Prau.g_00100
OG0000388	Prah.g_01892	Prau.g_00103
OG0000389	Prah.g_01896	Prau.g_00107
OG0000390	Prah.g_00194	Prau.g_00114
OG0000391	Prah.g_00189	Prau.g_00117
OG0000392	Prah.g_00183	Prau.g_00121
OG0000393	Prah.g_00175	Prau.g_00123
OG0000394	Prah.g_00174	Prau.g_00124
OG0000395	Prah.g_00173	Prau.g_00125
OG0000396	Prah.g_02252	Prau.g_00128
OG0000397	Prah.g_02254	Prau.g_00130
OG0000398	Prah.g_02259	Prau.g_00132
OG0000399	Prah.g_02260	Prau.g_00133
OG0000400	Prah.g_02261	Prau.g_00134
OG0000401	Prah.g_02262	Prau.g_00135
OG0000402	Prah.g_02264	Prau.g_00137
OG0000403	Prah.g_02265	Prau.g_00138
OG0000405	Prah.g_02280	Prau.g_00143
OG0000406	Prah.g_02284	Prau.g_00148
OG0000407	Prah.g_02285	Prau.g_00149
OG0000408	Prah.g_02287	Prau.g_00151
OG0000409	Prah.g_02289	Prau.g_00153
OG0000410	Prah.g_02290	Prau.g_00154
OG0000411	Prah.g_02291	Prau.g_00155
OG0000412	Prah.g_02292	Prau.g_00156
OG0000413	Prah.g_02294	Prau.g_00157
OG0000414	Prah.g_02295	Prau.g_00158
OG0000415	Prah.g_02296	Prau.g_00159
OG0000416	Prah.g_02297	Prau.g_00160
OG0000417	Prah.g_02298	Prau.g_00161
OG0000418	Prah.g_02303	Prau.g_00166
OG0000419	Prah.g_02305	Prau.g_00168
OG0000420	Prah.g_02306	Prau.g_00169
OG0000421	Prah.g_02310	Prau.g_00174
OG0000422	Prah.g_02311	Prau.g_00175
OG0000423	Prah.g_02312	Prau.g_00176
OG0000424	Prah.g_02313	Prau.g_00177
OG0000425	Prah.g_02314	Prau.g_00178
OG0000426	Prah.g_02315	Prau.g_00179
OG0000427	Prah.g_02316	Prau.g_00180
OG0000428	Prah.g_00709	Prau.g_00182
OG0000429	Prah.g_02321	Prau.g_00183
OG0000430	Prah.g_02323	Prau.g_00184
OG0000431	Prah.g_02334	Prau.g_00186
OG0000432	Prah.g_02341	Prau.g_00189
OG0000433	Prah.g_02344	Prau.g_00190
OG0000434	Prah.g_02345	Prau.g_00191
OG0000435	Prah.g_02350	Prau.g_00192
OG0000436	Prah.g_02356	Prau.g_00197
OG0000437	Prah.g_02357	Prau.g_00198
OG0000438	Prah.g_02358	Prau.g_00199
OG0000439	Prah.g_02360	Prau.g_00201
OG0000440	Prah.g_02361	Prau.g_00202
OG0000441	Prah.g_02364	Prau.g_00205
OG0000442	Prah.g_02365	Prau.g_00206
OG0000443	Prah.g_02370	Prau.g_00207
OG0000444	Prah.g_02418	Prau.g_00212
OG0000445	Prah.g_02417	Prau.g_00213
OG0000446	Prah.g_02415	Prau.g_00214
OG0000447	Prah.g_02411	Prau.g_00215
OG0000448	Prah.g_02410	Prau.g_00216
OG0000449	Prah.g_02409	Prau.g_00217
OG0000450	Prah.g_02403	Prau.g_00218
OG0000451	Prah.g_02402	Prau.g_00219
OG0000452	Prah.g_02398	Prau.g_00222
OG0000453	Prah.g_02397	Prau.g_00223
OG0000454	Prah.g_02396	Prau.g_00224
OG0000455	Prah.g_02395	Prau.g_00225
OG0000456	Prah.g_02394	Prau.g_00226
OG0000457	Prah.g_02392	Prau.g_00227
OG0000458	Prah.g_02391	Prau.g_00228
OG0000459	Prah.g_02390	Prau.g_00229
OG0000460	Prah.g_01781	Prau.g_00236
OG0000461	Prah.g_02074	Prau.g_00244
OG0000462	Prah.g_02078	Prau.g_00246
OG0000463	Prah.g_02079	Prau.g_00247
OG0000464	Prah.g_02080	Prau.g_00248
OG0000465	Prah.g_02082	Prau.g_00249
OG0000466	Prah.g_02087	Prau.g_00252
OG0000467	Prah.g_02089	Prau.g_00253
OG0000468	Prah.g_02098	Prau.g_00255
OG0000469	Prah.g_02111	Prau.g_00264
OG0000470	Prah.g_02114	Prau.g_00266
OG0000471	Prah.g_02115	Prau.g_00267
OG0000472	Prah.g_02117	Prau.g_00268
OG0000473	Prah.g_02119	Prau.g_00270
OG0000474	Prah.g_02120	Prau.g_00271
OG0000475	Prah.g_02121	Prau.g_00272
OG0000476	Prah.g_02123	Prau.g_00273
OG0000477	Prah.g_02128	Prau.g_00277
OG0000478	Prah.g_02129	Prau.g_00278
OG0000479	Prah.g_02130	Prau.g_00279
OG0000480	Prah.g_02137	Prau.g_00284
OG0000481	Prah.g_02139	Prau.g_00286
OG0000482	Prah.g_02140	Prau.g_00287
OG0000483	Prah.g_02144	Prau.g_00290
OG0000484	Prah.g_02145	Prau.g_00291
OG0000485	Prah.g_02146	Prau.g_00292
OG0000486	Prah.g_02147	Prau.g_00293
OG0000487	Prah.g_02152	Prau.g_00297
OG0000488	Prah.g_02156	Prau.g_00300
OG0000489	Prah.g_02167	Prau.g_00305
OG0000490	Prah.g_02172	Prau.g_00310
OG0000491	Prah.g_02173	Prau.g_00311
OG0000492	Prah.g_02175	Prau.g_00313
OG0000493	Prah.g_02176	Prau.g_00314
OG0000494	Prah.g_02177	Prau.g_00315
OG0000495	Prah.g_02178	Prau.g_00316
OG0000496	Prah.g_02179	Prau.g_00317
OG0000497	Prah.g_02180	Prau.g_00318
OG0000498	Prah.g_02181	Prau.g_00319
OG0000499	Prah.g_02182	Prau.g_00320
OG0000500	Prah.g_02183	Prau.g_00321
OG0000501	Prah.g_02186	Prau.g_00323
OG0000502	Prah.g_02199	Prau.g_00326
OG0000503	Prah.g_01940	Prau.g_00336
OG0000504	Prah.g_01938	Prau.g_00337
OG0000505	Prah.g_01937	Prau.g_00338
OG0000506	Prah.g_01935	Prau.g_00340
OG0000507	Prah.g_01930	Prau.g_00343
OG0000508	Prah.g_01922	Prau.g_00347
OG0000509	Prah.g_01920	Prau.g_00349
OG0000510	Prah.g_01919	Prau.g_00350
OG0000511	Prah.g_01918	Prau.g_00351
OG0000512	Prah.g_01916	Prau.g_00353
OG0000513	Prah.g_00209	Prau.g_00360
OG0000514	Prah.g_00218	Prau.g_00472
OG0000515	Prah.g_00219	Prau.g_00473
OG0000516	Prah.g_00221	Prau.g_00474
OG0000517	Prah.g_00229	Prau.g_00476
OG0000518	Prah.g_00241	Prau.g_00487
OG0000519	Prah.g_00242	Prau.g_00488
OG0000520	Prah.g_00247	Prau.g_00489
OG0000521	Prah.g_00255	Prau.g_00494
OG0000522	Prah.g_00257	Prau.g_00496
OG0000523	Prah.g_00258	Prau.g_00497
OG0000524	Prah.g_00290	Prau.g_00503
OG0000525	Prah.g_00304	Prau.g_00506
OG0000526	Prah.g_00306	Prau.g_00507
OG0000527	Prah.g_00310	Prau.g_00514
OG0000528	Prah.g_01572	Prau.g_00519
OG0000529	Prah.g_01565	Prau.g_00522
OG0000530	Prah.g_01562	Prau.g_00525
OG0000531	Prah.g_01561	Prau.g_00526
OG0000532	Prah.g_01558	Prau.g_00528
OG0000533	Prah.g_01556	Prau.g_00529
OG0000534	Prah.g_01555	Prau.g_00530
OG0000535	Prah.g_01554	Prau.g_00531
OG0000536	Prah.g_01553	Prau.g_00532
OG0000537	Prah.g_01552	Prau.g_00533
OG0000538	Prah.g_01541	Prau.g_00541
OG0000539	Prah.g_01540	Prau.g_00542
OG0000540	Prah.g_01539	Prau.g_00543
OG0000541	Prah.g_01538	Prau.g_00544
OG0000542	Prah.g_01535	Prau.g_00546
OG0000543	Prah.g_01533	Prau.g_00548
OG0000544	Prah.g_01532	Prau.g_00549
OG0000545	Prah.g_01530	Prau.g_00551
OG0000546	Prah.g_01528	Prau.g_00554
OG0000547	Prah.g_01526	Prau.g_00556
OG0000548	Prah.g_01525	Prau.g_00557
OG0000549	Prah.g_01519	Prau.g_00559
OG0000550	Prah.g_01514	Prau.g_00564
OG0000551	Prah.g_01510	Prau.g_00567
OG0000552	Prah.g_01509	Prau.g_00568
OG0000553	Prah.g_01505	Prau.g_00569
OG0000554	Prah.g_01500	Prau.g_00574
OG0000555	Prah.g_01480	Prau.g_00582
OG0000556	Prah.g_01474	Prau.g_00584
OG0000557	Prah.g_01473	Prau.g_00585
OG0000558	Prah.g_01470	Prau.g_00587
OG0000559	Prah.g_01466	Prau.g_00591
OG0000560	Prah.g_01463	Prau.g_00594
OG0000561	Prah.g_01462	Prau.g_00595
OG0000562	Prah.g_01461	Prau.g_00596
OG0000563	Prah.g_01460	Prau.g_00597
OG0000564	Prah.g_01459	Prau.g_00598
OG0000565	Prah.g_01457	Prau.g_00601
OG0000566	Prah.g_01452	Prau.g_00603
OG0000567	Prah.g_01448	Prau.g_00607
OG0000568	Prah.g_01446	Prau.g_00608
OG0000569	Prah.g_01445	Prau.g_00609
OG0000570	Prah.g_01444	Prau.g_00610
OG0000571	Prah.g_01441	Prau.g_00612
OG0000572	Prah.g_01425	Prau.g_00625
OG0000573	Prah.g_01416	Prau.g_00630
OG0000574	Prah.g_01415	Prau.g_00631
OG0000575	Prah.g_01406	Prau.g_00635
OG0000576	Prah.g_01404	Prau.g_00637
OG0000577	Prah.g_01403	Prau.g_00638
OG0000578	Prah.g_01402	Prau.g_00639
OG0000579	Prah.g_01401	Prau.g_00640
OG0000580	Prah.g_01400	Prau.g_00641
OG0000581	Prah.g_01396	Prau.g_00643
OG0000582	Prah.g_01392	Prau.g_00646
OG0000583	Prah.g_01391	Prau.g_00647
OG0000584	Prah.g_01390	Prau.g_00648
OG0000585	Prah.g_01388	Prau.g_00650
OG0000586	Prah.g_01387	Prau.g_00651
OG0000587	Prah.g_01385	Prau.g_00652
