Orthogroup	Prah	Prba
OG0000053	Prah.g_00381	Prba.g_00693
OG0000054	Prah.g_01394	Prba.g_01711
OG0000055	Prah.g_00942	Prba.g_01518
OG0000056	Prah.g_00543, Prah.g_01082, Prah.g_00342	Prba.g_01120
OG0000057	Prah.g_01027	Prba.g_01619
OG0000061	Prah.g_00104	Prba.g_00064
OG0000062	Prah.g_01654	Prba.g_00310
OG0000063	Prah.g_00042	Prba.g_01826
OG0000065	Prah.g_01897	Prba.g_01895
OG0000066	Prah.g_01485	Prba.g_00922
OG0000067	Prah.g_00667	Prba.g_01499
OG0000068	Prah.g_01576	Prba.g_00196
OG0000070	Prah.g_00252	Prba.g_01011
OG0000071	Prah.g_01364	Prba.g_01192
OG0000072	Prah.g_02309	Prba.g_00627
OG0000073	Prah.g_01544	Prba.g_00962
OG0000075	Prah.g_02232	Prba.g_01071
OG0000076	Prah.g_00150	Prba.g_00768
OG0000077	Prah.g_01850	Prba.g_01866
OG0000078	Prah.g_01773	Prba.g_00458
OG0000079	Prah.g_02090, Prah.g_01868	Prba.g_00471
OG0000081	Prah.g_01035	Prba.g_00930
OG0000082	Prah.g_01427	Prba.g_01731
OG0000084	Prah.g_00412	Prba.g_00717
OG0000085	Prah.g_01666	Prba.g_00233
OG0000086	Prah.g_01866	Prba.g_01876
OG0000087	Prah.g_02268	Prba.g_01927
OG0000088	Prah.g_02304	Prba.g_00622
OG0000089	Prah.g_00205	Prba.g_00850
OG0000090	Prah.g_01501	Prba.g_00928
OG0000091	Prah.g_00493	Prba.g_01675
OG0000093	Prah.g_00692	Prba.g_01369
OG0000094	Prah.g_02518	Prba.g_01283
OG0000097	Prah.g_01272	Prba.g_00022
OG0000098	Prah.g_00327	Prba.g_00214
OG0000099	Prah.g_02191	Prba.g_00155
OG0000100	Prah.g_01791, Prah.g_00636	Prba.g_00314
OG0000101	Prah.g_01995	Prba.g_00429
OG0000102	Prah.g_00144	Prba.g_00773
OG0000103	Prah.g_02586	Prba.g_01781
OG0000104	Prah.g_02600	Prba.g_01789
OG0000105	Prah.g_02126	Prba.g_00491
OG0000106	Prah.g_01660	Prba.g_00864
OG0000108	Prah.g_01566	Prba.g_00981
OG0000109	Prah.g_01550	Prba.g_00967
OG0000110	Prah.g_01439	Prba.g_01741
OG0000111	Prah.g_01028	Prba.g_01618
OG0000112	Prah.g_00788	Prba.g_01534
OG0000113	Prah.g_00641	Prba.g_01477
OG0000114	Prah.g_00733	Prba.g_01395
OG0000115	Prah.g_00383	Prba.g_00743
OG0000116	Prah.g_01337	Prba.g_00074
OG0000117	Prah.g_01257	Prba.g_01135
OG0000118	Prah.g_01378	Prba.g_01204
OG0000119	Prah.g_01007, Prah.g_01048	Prba.g_00200
OG0000120	Prah.g_02192	Prba.g_00175
OG0000121	Prah.g_00406	Prba.g_00711
OG0000122	Prah.g_01203	Prba.g_00348
OG0000123	Prah.g_01987	Prba.g_00436
OG0000124	Prah.g_00125	Prba.g_00784
OG0000125	Prah.g_02498	Prba.g_01089, Prba.g_00821
OG0000126	Prah.g_02598	Prba.g_01788
OG0000128	Prah.g_00013	Prba.g_01804
OG0000129	Prah.g_02486	Prba.g_01838
OG0000130	Prah.g_01838	Prba.g_01857
OG0000131	Prah.g_02282	Prba.g_01933
OG0000132	Prah.g_02302	Prba.g_01952
OG0000133	Prah.g_02187	Prba.g_00538
OG0000134	Prah.g_00208	Prba.g_00851
OG0000135	Prah.g_02538	Prba.g_00877
OG0000136	Prah.g_00235	Prba.g_01020
OG0000137	Prah.g_00312	Prba.g_00986
OG0000138	Prah.g_01549	Prba.g_00966
OG0000139	Prah.g_01495	Prba.g_00924
OG0000140	Prah.g_01489	Prba.g_00923
OG0000141	Prah.g_01393	Prba.g_01710
OG0000142	Prah.g_00501	Prba.g_01682
OG0000143	Prah.g_00497	Prba.g_01678
OG0000144	Prah.g_00473	Prba.g_01665
OG0000145	Prah.g_01543	Prba.g_01541
OG0000146	Prah.g_00787	Prba.g_01533
OG0000147	Prah.g_00786	Prba.g_01532
OG0000148	Prah.g_00649	Prba.g_01483
OG0000149	Prah.g_00591	Prba.g_01452
OG0000150	Prah.g_00568	Prba.g_01444
OG0000151	Prah.g_00718	Prba.g_01385
OG0000152	Prah.g_00796	Prba.g_01337
OG0000153	Prah.g_00826	Prba.g_01318
OG0000154	Prah.g_00852	Prba.g_01290
OG0000155	Prah.g_01291	Prba.g_00043
OG0000156	Prah.g_01349	Prba.g_01181
OG0000157	Prah.g_01350	Prba.g_01182
OG0000158	Prah.g_02242	Prba.g_00154
OG0000160	Prah.g_00407	Prba.g_00712
OG0000161	Prah.g_00399	Prba.g_00706
OG0000162	Prah.g_00391	Prba.g_00700
OG0000163	Prah.g_01619	Prba.g_00341
OG0000164	Prah.g_01705	Prba.g_00596
OG0000165	Prah.g_01716	Prba.g_00589
OG0000166	Prah.g_02033	Prba.g_00393
OG0000167	Prah.g_02230	Prba.g_01069
OG0000168	Prah.g_02243	Prba.g_01079
OG0000169	Prah.g_00163	Prba.g_00761
OG0000170	Prah.g_00155	Prba.g_00763
OG0000171	Prah.g_00126	Prba.g_00783
OG0000172	Prah.g_00084	Prba.g_00792
OG0000173	Prah.g_00061	Prba.g_00807
OG0000174	Prah.g_02541	Prba.g_00835
OG0000175	Prah.g_02575	Prba.g_00845
OG0000176	Prah.g_00005	Prba.g_01797
OG0000177	Prah.g_00006	Prba.g_01798
OG0000178	Prah.g_00007	Prba.g_01799
OG0000179	Prah.g_00022	Prba.g_01809
OG0000180	Prah.g_00023	Prba.g_01810
OG0000181	Prah.g_00024	Prba.g_01811
OG0000182	Prah.g_00025	Prba.g_01812
OG0000183	Prah.g_00029	Prba.g_01816
OG0000184	Prah.g_02478	Prba.g_01840
OG0000185	Prah.g_02458	Prba.g_01843
OG0000186	Prah.g_01830	Prba.g_01852
OG0000187	Prah.g_01833	Prba.g_01853
OG0000188	Prah.g_01860	Prba.g_01870
OG0000189	Prah.g_01884	Prba.g_01884
OG0000190	Prah.g_01886	Prba.g_01885
OG0000191	Prah.g_00188	Prba.g_01905
OG0000192	Prah.g_00176, Prah.g_00180	Prba.g_01909
OG0000193	Prah.g_02283	Prba.g_01934
OG0000194	Prah.g_02286	Prba.g_01937
OG0000195	Prah.g_02288	Prba.g_01939
OG0000196	Prah.g_02299	Prba.g_01949
OG0000197	Prah.g_02300	Prba.g_01950
OG0000198	Prah.g_02301	Prba.g_01951
OG0000199	Prah.g_02308	Prba.g_00626
OG0000200	Prah.g_02324	Prba.g_00640
OG0000201	Prah.g_02352	Prba.g_00648
OG0000202	Prah.g_02353	Prba.g_00649
OG0000203	Prah.g_02354	Prba.g_00650
OG0000204	Prah.g_02355	Prba.g_00651
OG0000205	Prah.g_02362	Prba.g_00658
OG0000206	Prah.g_02371	Prba.g_00663
OG0000207	Prah.g_02420	Prba.g_00665
OG0000208	Prah.g_02419	Prba.g_00666
OG0000209	Prah.g_02400	Prba.g_00675
OG0000210	Prah.g_02399	Prba.g_00439
OG0000211	Prah.g_01782	Prba.g_00452
OG0000212	Prah.g_01772	Prba.g_00459
OG0000213	Prah.g_02101	Prba.g_00476
OG0000214	Prah.g_02118	Prba.g_00485
OG0000215	Prah.g_02148	Prba.g_00509
OG0000216	Prah.g_02151	Prba.g_00510
OG0000217	Prah.g_02155	Prba.g_00513
OG0000218	Prah.g_02157	Prba.g_00515
OG0000219	Prah.g_02158	Prba.g_00516
OG0000220	Prah.g_02159	Prba.g_00517
OG0000221	Prah.g_02166	Prba.g_00518
OG0000222	Prah.g_02174	Prba.g_00526
OG0000223	Prah.g_02197	Prba.g_00539
OG0000224	Prah.g_02207	Prba.g_00541
OG0000225	Prah.g_01921	Prba.g_00562
OG0000226	Prah.g_01917	Prba.g_00221
OG0000227	Prah.g_01915	Prba.g_00223
OG0000228	Prah.g_00204	Prba.g_00849
OG0000229	Prah.g_00230	Prba.g_01025
OG0000230	Prah.g_00232	Prba.g_01023
OG0000231	Prah.g_00251	Prba.g_01012
OG0000232	Prah.g_00261	Prba.g_01003
OG0000233	Prah.g_00294	Prba.g_00998
OG0000234	Prah.g_00313, Prah.g_00314	Prba.g_00985
OG0000235	Prah.g_01567	Prba.g_00982
OG0000236	Prah.g_01551	Prba.g_00968
OG0000237	Prah.g_01534	Prba.g_00955
OG0000238	Prah.g_01529	Prba.g_00949
OG0000239	Prah.g_01513	Prba.g_00936
OG0000240	Prah.g_01512	Prba.g_00935
OG0000241	Prah.g_01094	Prba.g_00931
OG0000242	Prah.g_00108, Prah.g_01503	Prba.g_00929
OG0000243	Prah.g_01476	Prba.g_01772
OG0000244	Prah.g_01472	Prba.g_01769
OG0000245	Prah.g_01469	Prba.g_01767
OG0000246	Prah.g_01465	Prba.g_01763
OG0000247	Prah.g_01454	Prba.g_01753
OG0000248	Prah.g_01451	Prba.g_01751
OG0000249	Prah.g_01449	Prba.g_01749
OG0000250	Prah.g_01443	Prba.g_01744
OG0000251	Prah.g_01417	Prba.g_01726
OG0000252	Prah.g_01414	Prba.g_01723
OG0000253	Prah.g_01408	Prba.g_01722
OG0000254	Prah.g_01389	Prba.g_01706
OG0000255	Prah.g_00530	Prba.g_01700
OG0000256	Prah.g_00516	Prba.g_01690
OG0000257	Prah.g_00509	Prba.g_01687
OG0000258	Prah.g_00486	Prba.g_01674
OG0000259	Prah.g_00457	Prba.g_01657
OG0000260	Prah.g_00454	Prba.g_01654
OG0000261	Prah.g_00451	Prba.g_01652
OG0000262	Prah.g_00445	Prba.g_01648
OG0000263	Prah.g_02413	Prba.g_01636
OG0000264	Prah.g_00974	Prba.g_01626
OG0000265	Prah.g_00887, Prah.g_00958	Prba.g_01594
OG0000266	Prah.g_00876	Prba.g_01584
OG0000267	Prah.g_00751	Prba.g_01573
OG0000268	Prah.g_00752	Prba.g_01572
OG0000269	Prah.g_00672	Prba.g_01504
OG0000270	Prah.g_00669	Prba.g_01501
OG0000271	Prah.g_00661	Prba.g_01493
OG0000272	Prah.g_00660	Prba.g_01492
OG0000273	Prah.g_00609	Prba.g_01469
OG0000274	Prah.g_00608	Prba.g_01468
OG0000275	Prah.g_00605	Prba.g_01465
OG0000276	Prah.g_00599	Prba.g_01460
OG0000277	Prah.g_00598	Prba.g_01459
OG0000278	Prah.g_00595	Prba.g_01456
OG0000279	Prah.g_00587	Prba.g_01449
OG0000280	Prah.g_00581	Prba.g_01448
OG0000281	Prah.g_00566	Prba.g_01443
OG0000282	Prah.g_00731	Prba.g_01393
OG0000283	Prah.g_00761	Prba.g_01360
OG0000284	Prah.g_00767	Prba.g_01355
OG0000285	Prah.g_01178	Prba.g_01350
OG0000286	Prah.g_00795	Prba.g_01338
OG0000287	Prah.g_01131	Prba.g_01321
OG0000288	Prah.g_00851	Prba.g_01291
OG0000289	Prah.g_00864	Prba.g_01280
OG0000290	Prah.g_00912	Prba.g_01267
OG0000291	Prah.g_00914	Prba.g_01265
OG0000292	Prah.g_02597	Prba.g_01216
OG0000293	Prah.g_01336	Prba.g_00073
OG0000294	Prah.g_01335	Prba.g_00072
OG0000295	Prah.g_01298	Prba.g_00051
OG0000296	Prah.g_01296	Prba.g_00049
OG0000297	Prah.g_01259	Prba.g_00041
OG0000298	Prah.g_01258	Prba.g_00040
OG0000299	Prah.g_01268	Prba.g_00023
OG0000300	Prah.g_01275	Prba.g_00020
OG0000301	Prah.g_01276	Prba.g_00019
OG0000302	Prah.g_01279	Prba.g_00017
OG0000303	Prah.g_01289	Prba.g_00010
OG0000304	Prah.g_01237, Prah.g_01238	Prba.g_00006
OG0000305	Prah.g_00918	Prba.g_00204
OG0000306	Prah.g_00560	Prba.g_00201
OG0000307	Prah.g_01584	Prba.g_00187
OG0000308	Prah.g_01586	Prba.g_00186
OG0000309	Prah.g_01590	Prba.g_00182
OG0000310	Prah.g_00428	Prba.g_00112
OG0000311	Prah.g_00424	Prba.g_00110
OG0000312	Prah.g_00420	Prba.g_00107
OG0000313	Prah.g_00402	Prba.g_00709
OG0000314	Prah.g_00371	Prba.g_00686
OG0000315	Prah.g_00361	Prba.g_00351, Prba.g_00676
OG0000316	Prah.g_01631	Prba.g_00331
OG0000317	Prah.g_01672	Prba.g_00228
OG0000318	Prah.g_01677	Prba.g_00619
OG0000319	Prah.g_01694	Prba.g_00606
OG0000320	Prah.g_01696	Prba.g_00604
OG0000321	Prah.g_01697	Prba.g_00603
OG0000322	Prah.g_01698	Prba.g_00602
OG0000323	Prah.g_01710	Prba.g_00593
OG0000324	Prah.g_01744	Prba.g_00567
OG0000325	Prah.g_02071	Prba.g_00358
OG0000326	Prah.g_02064	Prba.g_00364
OG0000327	Prah.g_02038	Prba.g_00388
OG0000328	Prah.g_02037	Prba.g_00389
OG0000329	Prah.g_02020	Prba.g_00406
OG0000330	Prah.g_02019	Prba.g_00407
OG0000331	Prah.g_02018	Prba.g_00408
OG0000332	Prah.g_02003	Prba.g_00422
OG0000333	Prah.g_02001	Prba.g_00424
OG0000334	Prah.g_01991	Prba.g_00432
OG0000335	Prah.g_01986	Prba.g_00437
OG0000336	Prah.g_01982	Prba.g_01050
OG0000337	Prah.g_02224	Prba.g_01067
OG0000338	Prah.g_02227	Prba.g_01068
OG0000339	Prah.g_02234	Prba.g_01072
OG0000340	Prah.g_02244	Prba.g_00752
OG0000341	Prah.g_02246	Prba.g_00754
OG0000342	Prah.g_02247	Prba.g_00755
OG0000343	Prah.g_00168	Prba.g_00756
OG0000344	Prah.g_00165	Prba.g_00759
OG0000345	Prah.g_00154	Prba.g_00764
OG0000346	Prah.g_00149	Prba.g_00769
OG0000347	Prah.g_00089	Prba.g_00785
OG0000348	Prah.g_00078	Prba.g_00795
OG0000349	Prah.g_00053	Prba.g_00812
OG0000350	Prah.g_02533	Prba.g_00831
OG0000351	Prah.g_02578	Prba.g_00848, Prba.g_01776
OG0000352	Prah.g_02579	Prba.g_01777
OG0000353	Prah.g_02603	Prba.g_01792
OG0000355	Prah.g_00002	Prba.g_01794
OG0000356	Prah.g_00003	Prba.g_01795
OG0000357	Prah.g_00004	Prba.g_01796
OG0000358	Prah.g_00008	Prba.g_01800
OG0000359	Prah.g_00010	Prba.g_01801
OG0000360	Prah.g_00011	Prba.g_01802
OG0000361	Prah.g_00012	Prba.g_01803
OG0000362	Prah.g_00014	Prba.g_01805
OG0000363	Prah.g_00016	Prba.g_01807
OG0000364	Prah.g_00017	Prba.g_01808
OG0000365	Prah.g_00026	Prba.g_01813
OG0000366	Prah.g_00027	Prba.g_01814
OG0000367	Prah.g_00028	Prba.g_01815
OG0000368	Prah.g_00030	Prba.g_01817
OG0000369	Prah.g_00031	Prba.g_01818
OG0000370	Prah.g_00032	Prba.g_01819
OG0000371	Prah.g_00041	Prba.g_01825
OG0000372	Prah.g_00046	Prba.g_01828
OG0000373	Prah.g_00047	Prba.g_01829
OG0000374	Prah.g_00048	Prba.g_01830
OG0000375	Prah.g_00049	Prba.g_01834
OG0000376	Prah.g_00051	Prba.g_01836
OG0000377	Prah.g_02485	Prba.g_01839
OG0000378	Prah.g_02471	Prba.g_01841
OG0000379	Prah.g_02457	Prba.g_01844
OG0000380	Prah.g_01834	Prba.g_01854
OG0000381	Prah.g_01839	Prba.g_01858
OG0000382	Prah.g_01859	Prba.g_01869
OG0000383	Prah.g_01861	Prba.g_01871
OG0000384	Prah.g_01862	Prba.g_01872
OG0000385	Prah.g_01863	Prba.g_01873
OG0000386	Prah.g_01864	Prba.g_01874
OG0000387	Prah.g_01888	Prba.g_01887
OG0000388	Prah.g_01892	Prba.g_01890
OG0000389	Prah.g_01896	Prba.g_01894
OG0000390	Prah.g_00194	Prba.g_01901
OG0000391	Prah.g_00189	Prba.g_01904
OG0000392	Prah.g_00183	Prba.g_01908
OG0000393	Prah.g_00175	Prba.g_01910
OG0000394	Prah.g_00174	Prba.g_01911
OG0000395	Prah.g_00173	Prba.g_01912
OG0000396	Prah.g_02252	Prba.g_01915
OG0000397	Prah.g_02254	Prba.g_01917
OG0000398	Prah.g_02259	Prba.g_01919
OG0000399	Prah.g_02260	Prba.g_01920
OG0000400	Prah.g_02261	Prba.g_01921
OG0000401	Prah.g_02262	Prba.g_01922
OG0000402	Prah.g_02264	Prba.g_01924
OG0000403	Prah.g_02265	Prba.g_01925
OG0000405	Prah.g_02280	Prba.g_01930
OG0000406	Prah.g_02284	Prba.g_01935
OG0000407	Prah.g_02285	Prba.g_01936
OG0000408	Prah.g_02287	Prba.g_01938
OG0000409	Prah.g_02289	Prba.g_01940
OG0000410	Prah.g_02290	Prba.g_01941
OG0000411	Prah.g_02291	Prba.g_01942
OG0000412	Prah.g_02292	Prba.g_01943
OG0000413	Prah.g_02294	Prba.g_01944
OG0000414	Prah.g_02295	Prba.g_01945
OG0000415	Prah.g_02296	Prba.g_01946
OG0000416	Prah.g_02297	Prba.g_01947
OG0000417	Prah.g_02298	Prba.g_01948
OG0000418	Prah.g_02303	Prba.g_01953
OG0000419	Prah.g_02305	Prba.g_00623
OG0000420	Prah.g_02306	Prba.g_00624
OG0000421	Prah.g_02310	Prba.g_00629
OG0000422	Prah.g_02311	Prba.g_00630
OG0000423	Prah.g_02312	Prba.g_00631
OG0000424	Prah.g_02313	Prba.g_00632
OG0000425	Prah.g_02314	Prba.g_00633
OG0000426	Prah.g_02315	Prba.g_00634
OG0000427	Prah.g_02316	Prba.g_00635
OG0000428	Prah.g_00709	Prba.g_00637
OG0000429	Prah.g_02321	Prba.g_00638
OG0000430	Prah.g_02323	Prba.g_00639
OG0000431	Prah.g_02334	Prba.g_00641
OG0000432	Prah.g_02341	Prba.g_00644
OG0000433	Prah.g_02344	Prba.g_00645
OG0000434	Prah.g_02345	Prba.g_00646
OG0000435	Prah.g_02350	Prba.g_00647
OG0000436	Prah.g_02356	Prba.g_00652
OG0000437	Prah.g_02357	Prba.g_00653
OG0000438	Prah.g_02358	Prba.g_00654
OG0000439	Prah.g_02360	Prba.g_00656
OG0000440	Prah.g_02361	Prba.g_00657
OG0000441	Prah.g_02364	Prba.g_00660
OG0000442	Prah.g_02365	Prba.g_00661
OG0000443	Prah.g_02370	Prba.g_00662
OG0000444	Prah.g_02418	Prba.g_00667
OG0000445	Prah.g_02417	Prba.g_00668
OG0000446	Prah.g_02415	Prba.g_00669
OG0000447	Prah.g_02411	Prba.g_00670
OG0000448	Prah.g_02410	Prba.g_00671
OG0000449	Prah.g_02409	Prba.g_00672
OG0000450	Prah.g_02403	Prba.g_00673
OG0000451	Prah.g_02402	Prba.g_00674
OG0000452	Prah.g_02398	Prba.g_00440
OG0000453	Prah.g_02397	Prba.g_00441
OG0000454	Prah.g_02396	Prba.g_00442
OG0000455	Prah.g_02395	Prba.g_00443
OG0000456	Prah.g_02394	Prba.g_00444
OG0000457	Prah.g_02392	Prba.g_00445
OG0000458	Prah.g_02391	Prba.g_00446
OG0000459	Prah.g_02390	Prba.g_00447
OG0000460	Prah.g_01781	Prba.g_00454
OG0000461	Prah.g_02074	Prba.g_00461
OG0000462	Prah.g_02078	Prba.g_00463
OG0000463	Prah.g_02079	Prba.g_00464
OG0000464	Prah.g_02080	Prba.g_00465
OG0000465	Prah.g_02082	Prba.g_00466
OG0000466	Prah.g_02087	Prba.g_00469
OG0000467	Prah.g_02089	Prba.g_00470
OG0000468	Prah.g_02098	Prba.g_00472
OG0000469	Prah.g_02111	Prba.g_00480
OG0000470	Prah.g_02114	Prba.g_00482
OG0000471	Prah.g_02115	Prba.g_00483
OG0000472	Prah.g_02117	Prba.g_00484
OG0000473	Prah.g_02119	Prba.g_00486
OG0000474	Prah.g_02120	Prba.g_00487
OG0000475	Prah.g_02121	Prba.g_00488
OG0000476	Prah.g_02123	Prba.g_00489
OG0000477	Prah.g_02128	Prba.g_00492
OG0000478	Prah.g_02129	Prba.g_00493
OG0000479	Prah.g_02130	Prba.g_00494
OG0000480	Prah.g_02137	Prba.g_00499
OG0000481	Prah.g_02139	Prba.g_00501
OG0000482	Prah.g_02140	Prba.g_00502
OG0000483	Prah.g_02144	Prba.g_00505
OG0000484	Prah.g_02145	Prba.g_00506
OG0000485	Prah.g_02146	Prba.g_00507
OG0000486	Prah.g_02147	Prba.g_00508
OG0000487	Prah.g_02152	Prba.g_00511
OG0000488	Prah.g_02156	Prba.g_00514
OG0000489	Prah.g_02167	Prba.g_00519
OG0000490	Prah.g_02172	Prba.g_00524
OG0000491	Prah.g_02173	Prba.g_00525
OG0000492	Prah.g_02175	Prba.g_00527
OG0000493	Prah.g_02176	Prba.g_00528
OG0000494	Prah.g_02177	Prba.g_00529
OG0000495	Prah.g_02178	Prba.g_00530
OG0000496	Prah.g_02179	Prba.g_00531
OG0000497	Prah.g_02180	Prba.g_00532
OG0000498	Prah.g_02181	Prba.g_00533
OG0000499	Prah.g_02182	Prba.g_00534
OG0000500	Prah.g_02183	Prba.g_00535
OG0000501	Prah.g_02186	Prba.g_00537
OG0000502	Prah.g_02199	Prba.g_00540
OG0000503	Prah.g_01940	Prba.g_00550
OG0000504	Prah.g_01938	Prba.g_00551
OG0000505	Prah.g_01937	Prba.g_00552
OG0000506	Prah.g_01935	Prba.g_00554
OG0000507	Prah.g_01930	Prba.g_00557
OG0000508	Prah.g_01922	Prba.g_00561
OG0000509	Prah.g_01920	Prba.g_00218
OG0000510	Prah.g_01919	Prba.g_00219
OG0000511	Prah.g_01918	Prba.g_00220
OG0000512	Prah.g_01916	Prba.g_00222
OG0000513	Prah.g_00209	Prba.g_00852
OG0000514	Prah.g_00218	Prba.g_01030
OG0000515	Prah.g_00219	Prba.g_01029
OG0000516	Prah.g_00221	Prba.g_01028
OG0000517	Prah.g_00229	Prba.g_01026
OG0000518	Prah.g_00241	Prba.g_01015
OG0000519	Prah.g_00242	Prba.g_01014
OG0000520	Prah.g_00247	Prba.g_01013
OG0000521	Prah.g_00255	Prba.g_01008
OG0000522	Prah.g_00257	Prba.g_01006
OG0000523	Prah.g_00258	Prba.g_01005
OG0000524	Prah.g_00290	Prba.g_01000
OG0000525	Prah.g_00304	Prba.g_00997
OG0000526	Prah.g_00306	Prba.g_00996
OG0000527	Prah.g_00310	Prba.g_00988
OG0000528	Prah.g_01572	Prba.g_00983
OG0000529	Prah.g_01565	Prba.g_00980
OG0000530	Prah.g_01562	Prba.g_00977
OG0000531	Prah.g_01561	Prba.g_00976
OG0000532	Prah.g_01558	Prba.g_00974
OG0000533	Prah.g_01556	Prba.g_00973
OG0000534	Prah.g_01555	Prba.g_00972
OG0000535	Prah.g_01554	Prba.g_00971
OG0000536	Prah.g_01553	Prba.g_00970
OG0000537	Prah.g_01552	Prba.g_00969
OG0000538	Prah.g_01541	Prba.g_00961
OG0000539	Prah.g_01540	Prba.g_00960
OG0000540	Prah.g_01539	Prba.g_00959
OG0000541	Prah.g_01538	Prba.g_00958
OG0000542	Prah.g_01535	Prba.g_00956
OG0000543	Prah.g_01533	Prba.g_00954
OG0000544	Prah.g_01532	Prba.g_00953
OG0000545	Prah.g_01530	Prba.g_00951
OG0000546	Prah.g_01528	Prba.g_00948
OG0000547	Prah.g_01526	Prba.g_00946
OG0000548	Prah.g_01525	Prba.g_00945
OG0000549	Prah.g_01519	Prba.g_00943
OG0000550	Prah.g_01514	Prba.g_00938
OG0000551	Prah.g_01510	Prba.g_00934
OG0000552	Prah.g_01509	Prba.g_00933
OG0000553	Prah.g_01505	Prba.g_00932
OG0000554	Prah.g_01500	Prba.g_00927
OG0000555	Prah.g_01480	Prba.g_01773
OG0000556	Prah.g_01474	Prba.g_01771
OG0000557	Prah.g_01473	Prba.g_01770
OG0000558	Prah.g_01470	Prba.g_01768
OG0000559	Prah.g_01466	Prba.g_01764
OG0000560	Prah.g_01463	Prba.g_01761
OG0000561	Prah.g_01462	Prba.g_01760
OG0000562	Prah.g_01461	Prba.g_01759
OG0000563	Prah.g_01460	Prba.g_01758
OG0000564	Prah.g_01459	Prba.g_01757
OG0000565	Prah.g_01457	Prba.g_01754
OG0000566	Prah.g_01452	Prba.g_01752
OG0000567	Prah.g_01448	Prba.g_01748
OG0000568	Prah.g_01446	Prba.g_01747
OG0000569	Prah.g_01445	Prba.g_01746
OG0000570	Prah.g_01444	Prba.g_01745
OG0000571	Prah.g_01441	Prba.g_01743
OG0000572	Prah.g_01425	Prba.g_01730
OG0000573	Prah.g_01416	Prba.g_01725
OG0000574	Prah.g_01415	Prba.g_01724
OG0000575	Prah.g_01406	Prba.g_01720
OG0000576	Prah.g_01404	Prba.g_01718
OG0000577	Prah.g_01403	Prba.g_01717
OG0000578	Prah.g_01402	Prba.g_01716
OG0000579	Prah.g_01401	Prba.g_01715
OG0000580	Prah.g_01400	Prba.g_01714
OG0000581	Prah.g_01396	Prba.g_01712
OG0000582	Prah.g_01392	Prba.g_01709
OG0000583	Prah.g_01391	Prba.g_01708
OG0000584	Prah.g_01390	Prba.g_01707
OG0000585	Prah.g_01388	Prba.g_01705
OG0000586	Prah.g_01387	Prba.g_01704
OG0000587	Prah.g_01385	Prba.g_01703
OG0000588	Prah.g_00529	Prba.g_01699
OG0000589	Prah.g_00526	Prba.g_01696
