Orthogroup	Prah	Prbl
OG0000030	Prah.g_00131	Prbl.g_02060
OG0000031	Prah.g_02248	Prbl.g_00835
OG0000032	Prah.g_00358	Prbl.g_00712
OG0000032	Prah.g_02196	Prbl.g_00889
OG0000033	Prah.g_02307	Prbl.g_00278
OG0000034	Prah.g_01376	Prbl.g_01734
OG0000035	Prah.g_00408	Prbl.g_00242
OG0000036	Prah.g_01133	Prbl.g_01476, Prbl.g_00741
OG0000036	Prah.g_01478	Prbl.g_00807, Prbl.g_01129, Prbl.g_02649, Prbl.g_00264, Prbl.g_02665, Prbl.g_00734, Prbl.g_00065
OG0000036	Prah.g_00393, Prah.g_01061, Prah.g_01606	Prbl.g_00465
OG0000037	Prah.g_01901	Prbl.g_00548
OG0000038	Prah.g_02494	Prbl.g_02235
OG0000038	Prah.g_02496	Prbl.g_02233
OG0000039	Prah.g_01758	Prbl.g_00318
OG0000039	Prah.g_02382	Prbl.g_01272
OG0000041	Prah.g_01737	Prbl.g_00339
OG0000042	Prah.g_00135	Prbl.g_01236
OG0000042	Prah.g_01256	Prbl.g_01121
OG0000044	Prah.g_00994, Prah.g_00343	Prbl.g_01937
OG0000045	Prah.g_01837	Prbl.g_00609
OG0000046	Prah.g_01955	Prbl.g_01184
OG0000047	Prah.g_00321, Prah.g_00322	Prbl.g_01574
OG0000047	Prah.g_00353	Prbl.g_00719
OG0000048	Prah.g_02122	Prbl.g_01465
OG0000051	Prah.g_01166	Prbl.g_01677
OG0000051	Prah.g_00717	Prbl.g_02385
OG0000052	Prah.g_02219	Prbl.g_00870
OG0000053	Prah.g_00381	Prbl.g_00691
OG0000054	Prah.g_01394	Prbl.g_01752
OG0000056	Prah.g_00543	Prbl.g_01599
OG0000056	Prah.g_01968	Prbl.g_01171
OG0000057	Prah.g_01027	Prbl.g_00025
OG0000058	Prah.g_02195	Prbl.g_00890
OG0000059	Prah.g_02043	Prbl.g_00952
OG0000060	Prah.g_01569	Prbl.g_00508
OG0000061	Prah.g_01322	Prbl.g_02084
OG0000062	Prah.g_01654	Prbl.g_00417
OG0000063	Prah.g_00042	Prbl.g_01981
OG0000065	Prah.g_01897	Prbl.g_00552
OG0000066	Prah.g_01485	Prbl.g_00752
OG0000067	Prah.g_00667	Prbl.g_02335
OG0000068	Prah.g_01576	Prbl.g_00502
OG0000070	Prah.g_00252	Prbl.g_00634
OG0000071	Prah.g_01364	Prbl.g_01722
OG0000072	Prah.g_02309	Prbl.g_00276
OG0000073	Prah.g_01544	Prbl.g_00533
OG0000075	Prah.g_02232	Prbl.g_00855
OG0000076	Prah.g_00150	Prbl.g_01285
OG0000077	Prah.g_01850	Prbl.g_00596
OG0000078	Prah.g_01773	Prbl.g_00193
OG0000079	Prah.g_02090	Prbl.g_01505
OG0000081	Prah.g_01035	Prbl.g_00032
OG0000082	Prah.g_01427	Prbl.g_01783
OG0000084	Prah.g_00412	Prbl.g_00246
OG0000085	Prah.g_01666	Prbl.g_00405
OG0000086	Prah.g_01866	Prbl.g_00583
OG0000087	Prah.g_02268	Prbl.g_00810
OG0000088	Prah.g_00957	Prbl.g_01838
OG0000088	Prah.g_02304	Prbl.g_00281
OG0000089	Prah.g_00205	Prbl.g_02674
OG0000090	Prah.g_01501	Prbl.g_00766
OG0000091	Prah.g_00493	Prbl.g_01647
OG0000093	Prah.g_00692	Prbl.g_02359
OG0000094	Prah.g_02518	Prbl.g_02209
OG0000095	Prah.g_00915	Prbl.g_00927
OG0000097	Prah.g_01272	Prbl.g_02579
OG0000098	Prah.g_00327	Prbl.g_00722
OG0000099	Prah.g_02191	Prbl.g_00893
OG0000100	Prah.g_01791	Prbl.g_01914
OG0000100	Prah.g_00636	Prbl.g_02305
OG0000101	Prah.g_01995	Prbl.g_01000
OG0000102	Prah.g_00144	Prbl.g_02636
OG0000103	Prah.g_02586	Prbl.g_02139
OG0000104	Prah.g_02600	Prbl.g_02125
OG0000105	Prah.g_02126	Prbl.g_01461
OG0000106	Prah.g_01660	Prbl.g_00411
OG0000107	Prah.g_02072	Prbl.g_02681
OG0000108	Prah.g_01566	Prbl.g_00511
OG0000109	Prah.g_01550	Prbl.g_00527
OG0000110	Prah.g_01439	Prbl.g_01795
OG0000111	Prah.g_01028	Prbl.g_00026
OG0000112	Prah.g_00788	Prbl.g_02470
OG0000113	Prah.g_00641	Prbl.g_02310
OG0000114	Prah.g_00733	Prbl.g_02407
OG0000115	Prah.g_00383	Prbl.g_00687
OG0000116	Prah.g_01337	Prbl.g_02069
OG0000117	Prah.g_01257	Prbl.g_01384
OG0000118	Prah.g_01378	Prbl.g_01736
OG0000119	Prah.g_01007	Prbl.g_00007
OG0000119	Prah.g_01048	Prbl.g_00046
OG0000120	Prah.g_02192	Prbl.g_00892
OG0000121	Prah.g_00406	Prbl.g_00234, Prbl.g_00240
OG0000122	Prah.g_01203	Prbl.g_01808
OG0000123	Prah.g_01987	Prbl.g_01135
OG0000124	Prah.g_00125	Prbl.g_02054
OG0000125	Prah.g_02498	Prbl.g_02231
OG0000126	Prah.g_02598	Prbl.g_02127
OG0000127	Prah.g_01083	Prbl.g_01022
OG0000128	Prah.g_00013	Prbl.g_02109
OG0000129	Prah.g_02486	Prbl.g_02243
OG0000130	Prah.g_01838	Prbl.g_00608
OG0000131	Prah.g_02282	Prbl.g_00303
OG0000132	Prah.g_02302	Prbl.g_00283
OG0000133	Prah.g_02187	Prbl.g_00897
OG0000134	Prah.g_00208	Prbl.g_02677
OG0000135	Prah.g_02538	Prbl.g_02190
OG0000136	Prah.g_00235	Prbl.g_00647
OG0000137	Prah.g_00105, Prah.g_00312	Prbl.g_01340
OG0000138	Prah.g_01549	Prbl.g_00528
OG0000139	Prah.g_01495	Prbl.g_00760
OG0000140	Prah.g_01489	Prbl.g_00754
OG0000141	Prah.g_01393	Prbl.g_01751
OG0000142	Prah.g_00501	Prbl.g_01639
OG0000143	Prah.g_00497	Prbl.g_01643
OG0000144	Prah.g_00473	Prbl.g_01042
OG0000145	Prah.g_01543	Prbl.g_00534
OG0000146	Prah.g_00787	Prbl.g_02469
OG0000147	Prah.g_00786	Prbl.g_02468
OG0000148	Prah.g_00649	Prbl.g_02316
OG0000149	Prah.g_00591	Prbl.g_01552
OG0000150	Prah.g_00568	Prbl.g_01576
OG0000151	Prah.g_00718	Prbl.g_02386
OG0000152	Prah.g_00796	Prbl.g_02478
OG0000153	Prah.g_00826	Prbl.g_02505
OG0000154	Prah.g_00852	Prbl.g_02532
OG0000155	Prah.g_01291	Prbl.g_00185
OG0000156	Prah.g_01349	Prbl.g_00115
OG0000157	Prah.g_01350	Prbl.g_00114
OG0000158	Prah.g_02242	Prbl.g_00843
OG0000160	Prah.g_00407	Prbl.g_00241
OG0000161	Prah.g_00399	Prbl.g_00227
OG0000162	Prah.g_00391	Prbl.g_00221
OG0000163	Prah.g_01619	Prbl.g_00452
OG0000164	Prah.g_01705	Prbl.g_00365
OG0000165	Prah.g_01716	Prbl.g_00356
OG0000166	Prah.g_02033	Prbl.g_00962
OG0000167	Prah.g_02230	Prbl.g_00857
OG0000168	Prah.g_02243	Prbl.g_00842
OG0000169	Prah.g_00163	Prbl.g_01302
OG0000170	Prah.g_00155	Prbl.g_01290
OG0000171	Prah.g_00126	Prbl.g_02055
OG0000172	Prah.g_00084	Prbl.g_02021
OG0000173	Prah.g_00061	Prbl.g_02000
OG0000174	Prah.g_02541	Prbl.g_02188
OG0000175	Prah.g_02575	Prbl.g_02150
OG0000176	Prah.g_00005	Prbl.g_02117
OG0000177	Prah.g_00006	Prbl.g_02116
OG0000178	Prah.g_00007	Prbl.g_02115
OG0000179	Prah.g_00022	Prbl.g_01961
OG0000180	Prah.g_00023	Prbl.g_01962
OG0000181	Prah.g_00024	Prbl.g_01963
OG0000182	Prah.g_00025	Prbl.g_01964
OG0000183	Prah.g_00029	Prbl.g_01968
OG0000184	Prah.g_02478	Prbl.g_02251
OG0000185	Prah.g_02458	Prbl.g_02273
OG0000186	Prah.g_01830	Prbl.g_00614
OG0000187	Prah.g_01833	Prbl.g_00613
OG0000188	Prah.g_01860	Prbl.g_00591
OG0000189	Prah.g_01884	Prbl.g_00565
OG0000190	Prah.g_01886	Prbl.g_00563
OG0000191	Prah.g_00188	Prbl.g_01325
OG0000192	Prah.g_00176, Prah.g_00180	Prbl.g_01316
OG0000193	Prah.g_02283	Prbl.g_00302
OG0000194	Prah.g_02286	Prbl.g_00299
OG0000195	Prah.g_02288	Prbl.g_00297
OG0000196	Prah.g_02299	Prbl.g_00286
OG0000197	Prah.g_02300	Prbl.g_00285
OG0000198	Prah.g_02301	Prbl.g_00284
OG0000199	Prah.g_02308	Prbl.g_00277
OG0000200	Prah.g_02324	Prbl.g_00069
OG0000201	Prah.g_02352	Prbl.g_00088
OG0000202	Prah.g_02353	Prbl.g_00089
OG0000203	Prah.g_02354	Prbl.g_00090
OG0000204	Prah.g_02355	Prbl.g_00091
OG0000205	Prah.g_02362	Prbl.g_00098
OG0000206	Prah.g_02371	Prbl.g_01282
OG0000207	Prah.g_02420	Prbl.g_00130
OG0000208	Prah.g_02419	Prbl.g_00129
OG0000209	Prah.g_02400	Prbl.g_01256
OG0000210	Prah.g_02399	Prbl.g_01257
OG0000211	Prah.g_01782	Prbl.g_01922
OG0000212	Prah.g_01772	Prbl.g_00192
OG0000213	Prah.g_02101	Prbl.g_01496
OG0000214	Prah.g_02118	Prbl.g_01469
OG0000215	Prah.g_02148	Prbl.g_01439
OG0000216	Prah.g_02151	Prbl.g_01436
OG0000217	Prah.g_02155	Prbl.g_01432
OG0000218	Prah.g_02157	Prbl.g_01428
OG0000219	Prah.g_02158	Prbl.g_01427
OG0000220	Prah.g_02159	Prbl.g_01426
OG0000221	Prah.g_02166	Prbl.g_01421
OG0000222	Prah.g_02174	Prbl.g_00911
OG0000223	Prah.g_02197	Prbl.g_00888
OG0000224	Prah.g_02207	Prbl.g_00877
OG0000225	Prah.g_01921	Prbl.g_01218
OG0000226	Prah.g_01917	Prbl.g_01222
OG0000227	Prah.g_01915	Prbl.g_01224
OG0000228	Prah.g_00204	Prbl.g_02673
OG0000229	Prah.g_00230	Prbl.g_00652
OG0000230	Prah.g_00232	Prbl.g_00650
OG0000231	Prah.g_00251	Prbl.g_00635
OG0000232	Prah.g_00261	Prbl.g_00619
OG0000233	Prah.g_00294	Prbl.g_01360
OG0000234	Prah.g_00313, Prah.g_00314	Prbl.g_01339
OG0000235	Prah.g_01567	Prbl.g_00510
OG0000236	Prah.g_01551	Prbl.g_00526
OG0000237	Prah.g_01534	Prbl.g_00800
OG0000238	Prah.g_01529	Prbl.g_00795
OG0000239	Prah.g_01513	Prbl.g_00779
OG0000240	Prah.g_01512	Prbl.g_00778
OG0000241	Prah.g_01094	Prbl.g_01526
OG0000242	Prah.g_00108, Prah.g_01503	Prbl.g_00768
OG0000243	Prah.g_01476	Prbl.g_02647
OG0000244	Prah.g_01472	Prbl.g_01879
OG0000245	Prah.g_01469	Prbl.g_01882
OG0000246	Prah.g_01465	Prbl.g_01886
OG0000247	Prah.g_01454	Prbl.g_01897
OG0000248	Prah.g_01451	Prbl.g_01900
OG0000249	Prah.g_01449	Prbl.g_01902
OG0000250	Prah.g_01443	Prbl.g_01799
OG0000251	Prah.g_01417	Prbl.g_01775
OG0000252	Prah.g_01414	Prbl.g_01772
OG0000253	Prah.g_01408	Prbl.g_01766
OG0000254	Prah.g_01389	Prbl.g_01747
OG0000255	Prah.g_00530	Prbl.g_01612
OG0000256	Prah.g_00516	Prbl.g_01626
OG0000257	Prah.g_00509	Prbl.g_01632
OG0000258	Prah.g_00486	Prbl.g_01655
OG0000259	Prah.g_00457	Prbl.g_01406
OG0000260	Prah.g_00454	Prbl.g_01403
OG0000261	Prah.g_00451	Prbl.g_01400
OG0000262	Prah.g_00445	Prbl.g_01395
OG0000263	Prah.g_02413	Prbl.g_01242
OG0000264	Prah.g_00974	Prbl.g_01859
OG0000265	Prah.g_00887	Prbl.g_02567
OG0000265	Prah.g_00958	Prbl.g_01839
OG0000266	Prah.g_00876	Prbl.g_02556
OG0000267	Prah.g_00751	Prbl.g_02431
OG0000268	Prah.g_00752	Prbl.g_02432
OG0000269	Prah.g_00672	Prbl.g_02340
OG0000270	Prah.g_00669	Prbl.g_02337
OG0000271	Prah.g_00661	Prbl.g_02329
OG0000272	Prah.g_00660	Prbl.g_02328
OG0000273	Prah.g_00609	Prbl.g_01534
OG0000274	Prah.g_00608	Prbl.g_01535
OG0000275	Prah.g_00605	Prbl.g_01538
OG0000276	Prah.g_00599	Prbl.g_01544
OG0000277	Prah.g_00598	Prbl.g_01545
OG0000278	Prah.g_00595	Prbl.g_01548
OG0000279	Prah.g_00587	Prbl.g_01556
OG0000280	Prah.g_00581	Prbl.g_01562
OG0000281	Prah.g_00566	Prbl.g_01577
OG0000282	Prah.g_00731	Prbl.g_02405
OG0000283	Prah.g_00761	Prbl.g_02443
OG0000284	Prah.g_00767	Prbl.g_02449
OG0000285	Prah.g_01178	Prbl.g_01688
OG0000286	Prah.g_00795	Prbl.g_02477
OG0000287	Prah.g_01131	Prbl.g_02608
OG0000288	Prah.g_00851	Prbl.g_02531
OG0000289	Prah.g_00864	Prbl.g_02544
OG0000290	Prah.g_00912	Prbl.g_00930
OG0000291	Prah.g_00914	Prbl.g_00928
OG0000292	Prah.g_02597	Prbl.g_02128
OG0000293	Prah.g_01336	Prbl.g_02071
OG0000294	Prah.g_01335	Prbl.g_02072
OG0000295	Prah.g_01298	Prbl.g_00178
OG0000296	Prah.g_01296	Prbl.g_00180
OG0000297	Prah.g_01259	Prbl.g_01382
OG0000298	Prah.g_01258	Prbl.g_01383
OG0000299	Prah.g_01268	Prbl.g_01372
OG0000300	Prah.g_01275	Prbl.g_02582
OG0000301	Prah.g_01276	Prbl.g_02583
OG0000302	Prah.g_01279	Prbl.g_02586
OG0000303	Prah.g_01289	Prbl.g_00187
OG0000304	Prah.g_01237, Prah.g_01238	Prbl.g_01102
OG0000305	Prah.g_00918	Prbl.g_00926
OG0000306	Prah.g_00560	Prbl.g_01586
OG0000307	Prah.g_01584	Prbl.g_00494
OG0000308	Prah.g_01586	Prbl.g_00492
OG0000309	Prah.g_01590	Prbl.g_00488
OG0000310	Prah.g_00428	Prbl.g_00160
OG0000311	Prah.g_00424	Prbl.g_00258
OG0000312	Prah.g_00420	Prbl.g_00254
OG0000313	Prah.g_00402	Prbl.g_00230
OG0000314	Prah.g_00371	Prbl.g_00699
OG0000315	Prah.g_00361	Prbl.g_00709
OG0000316	Prah.g_01631	Prbl.g_00441
OG0000317	Prah.g_01672	Prbl.g_00399
OG0000318	Prah.g_01677	Prbl.g_00393
OG0000319	Prah.g_01694	Prbl.g_00376
OG0000320	Prah.g_01696	Prbl.g_00374
OG0000321	Prah.g_01697	Prbl.g_00373
OG0000322	Prah.g_01698	Prbl.g_00372
OG0000323	Prah.g_01710	Prbl.g_00361
OG0000324	Prah.g_01744	Prbl.g_00332
OG0000325	Prah.g_02071	Prbl.g_02683
OG0000326	Prah.g_02064	Prbl.g_01059
OG0000327	Prah.g_02038	Prbl.g_00957
OG0000328	Prah.g_02037	Prbl.g_00958
OG0000329	Prah.g_02020	Prbl.g_00975
OG0000330	Prah.g_02019	Prbl.g_00976
OG0000331	Prah.g_02018	Prbl.g_00977
OG0000332	Prah.g_02003	Prbl.g_00992
OG0000333	Prah.g_02001	Prbl.g_00994
OG0000334	Prah.g_01991	Prbl.g_01131
OG0000335	Prah.g_01986	Prbl.g_01136
OG0000336	Prah.g_01982	Prbl.g_01140
OG0000337	Prah.g_02224	Prbl.g_00863
OG0000338	Prah.g_02227	Prbl.g_00859
OG0000339	Prah.g_02234	Prbl.g_00853
OG0000340	Prah.g_02244	Prbl.g_00841
OG0000341	Prah.g_02246	Prbl.g_00839
OG0000342	Prah.g_02247	Prbl.g_00838
OG0000343	Prah.g_00168	Prbl.g_01307
OG0000344	Prah.g_00165	Prbl.g_01304
OG0000345	Prah.g_00154	Prbl.g_01289
OG0000346	Prah.g_00149	Prbl.g_01284
OG0000347	Prah.g_00089	Prbl.g_02053
OG0000348	Prah.g_00078	Prbl.g_02016
OG0000349	Prah.g_00053	Prbl.g_01992
OG0000350	Prah.g_02533	Prbl.g_02195
OG0000351	Prah.g_02578	Prbl.g_02147
OG0000352	Prah.g_02579	Prbl.g_02146
OG0000353	Prah.g_02603	Prbl.g_02122
OG0000354	Prah.g_01523	Prbl.g_00789
OG0000354	Prah.g_00020	Prbl.g_01959
OG0000355	Prah.g_00002	Prbl.g_02120
OG0000356	Prah.g_00003	Prbl.g_02119
OG0000357	Prah.g_00004	Prbl.g_02118
OG0000358	Prah.g_00008	Prbl.g_02114
OG0000359	Prah.g_00010	Prbl.g_02112
OG0000360	Prah.g_00011	Prbl.g_02111
OG0000361	Prah.g_00012	Prbl.g_02110
OG0000362	Prah.g_00014	Prbl.g_02108
OG0000363	Prah.g_00016	Prbl.g_01955
OG0000364	Prah.g_00017	Prbl.g_01956
OG0000365	Prah.g_00026	Prbl.g_01965
OG0000366	Prah.g_00027	Prbl.g_01966
OG0000367	Prah.g_00028	Prbl.g_01967
OG0000368	Prah.g_00030	Prbl.g_01969
OG0000369	Prah.g_00031	Prbl.g_01970
OG0000370	Prah.g_00032	Prbl.g_01971
OG0000371	Prah.g_00041	Prbl.g_01980
OG0000372	Prah.g_00046	Prbl.g_01985
OG0000373	Prah.g_00047	Prbl.g_01986
OG0000374	Prah.g_00048	Prbl.g_01987
OG0000375	Prah.g_00049	Prbl.g_01988
OG0000376	Prah.g_00051	Prbl.g_01990
OG0000377	Prah.g_02485	Prbl.g_02244
OG0000378	Prah.g_02471	Prbl.g_02258
OG0000379	Prah.g_02457	Prbl.g_02274
OG0000380	Prah.g_01834	Prbl.g_00612
OG0000381	Prah.g_01839	Prbl.g_00607
OG0000382	Prah.g_01859	Prbl.g_00592
OG0000383	Prah.g_01861	Prbl.g_00590
OG0000384	Prah.g_01862	Prbl.g_00589
OG0000385	Prah.g_01863	Prbl.g_00588
OG0000386	Prah.g_01864	Prbl.g_00587
OG0000387	Prah.g_01888	Prbl.g_00561
OG0000388	Prah.g_01892	Prbl.g_00557
OG0000389	Prah.g_01896	Prbl.g_00553
OG0000390	Prah.g_00194	Prbl.g_01331
OG0000391	Prah.g_00189	Prbl.g_01326
OG0000392	Prah.g_00183	Prbl.g_01320
OG0000393	Prah.g_00175	Prbl.g_01315
OG0000394	Prah.g_00174	Prbl.g_01314
OG0000395	Prah.g_00173	Prbl.g_01313
OG0000396	Prah.g_02252	Prbl.g_00827
OG0000397	Prah.g_02254	Prbl.g_00825
OG0000398	Prah.g_02259	Prbl.g_00820
OG0000399	Prah.g_02260	Prbl.g_00819
OG0000400	Prah.g_02261	Prbl.g_00818
OG0000401	Prah.g_02262	Prbl.g_00817
OG0000402	Prah.g_02264	Prbl.g_00815
OG0000403	Prah.g_02265	Prbl.g_00814
OG0000405	Prah.g_02280	Prbl.g_00305
OG0000406	Prah.g_02284	Prbl.g_00301
OG0000407	Prah.g_02285	Prbl.g_00300
OG0000408	Prah.g_02287	Prbl.g_00298
OG0000409	Prah.g_02289	Prbl.g_00296
OG0000410	Prah.g_02290	Prbl.g_00295
OG0000411	Prah.g_02291	Prbl.g_00294
OG0000412	Prah.g_02292	Prbl.g_00293
OG0000413	Prah.g_02294	Prbl.g_00291
OG0000414	Prah.g_02295	Prbl.g_00290
OG0000415	Prah.g_02296	Prbl.g_00289
OG0000416	Prah.g_02297	Prbl.g_00288
OG0000417	Prah.g_02298	Prbl.g_00287
OG0000418	Prah.g_02303	Prbl.g_00282
OG0000419	Prah.g_02305	Prbl.g_00280
OG0000420	Prah.g_02306	Prbl.g_00279
OG0000421	Prah.g_02310	Prbl.g_00275
OG0000422	Prah.g_02311	Prbl.g_00274
OG0000423	Prah.g_02312	Prbl.g_00273
OG0000424	Prah.g_02313	Prbl.g_00272
OG0000425	Prah.g_02314	Prbl.g_00271
OG0000426	Prah.g_02315	Prbl.g_00270
OG0000427	Prah.g_02316	Prbl.g_00269
OG0000428	Prah.g_00709	Prbl.g_02377
OG0000429	Prah.g_02321	Prbl.g_00066
OG0000430	Prah.g_02323	Prbl.g_00068
OG0000431	Prah.g_02334	Prbl.g_00072
OG0000432	Prah.g_02341	Prbl.g_00079
OG0000433	Prah.g_02344	Prbl.g_00082
OG0000434	Prah.g_02345	Prbl.g_00083
OG0000435	Prah.g_02350	Prbl.g_00086
OG0000436	Prah.g_02356	Prbl.g_00092
OG0000437	Prah.g_02357	Prbl.g_00093
OG0000438	Prah.g_02358	Prbl.g_00094
OG0000439	Prah.g_02360	Prbl.g_00096
OG0000440	Prah.g_02361	Prbl.g_00097
OG0000441	Prah.g_02364	Prbl.g_00104
OG0000442	Prah.g_02365	Prbl.g_00105
OG0000443	Prah.g_02370	Prbl.g_01283
OG0000444	Prah.g_02418	Prbl.g_00127
OG0000445	Prah.g_02417	Prbl.g_00126
OG0000446	Prah.g_02415	Prbl.g_00124
OG0000447	Prah.g_02411	Prbl.g_01244
OG0000448	Prah.g_02410	Prbl.g_01245
OG0000449	Prah.g_02409	Prbl.g_01246
OG0000450	Prah.g_02403	Prbl.g_01252
OG0000451	Prah.g_02402	Prbl.g_01253
OG0000452	Prah.g_02398	Prbl.g_01258
OG0000453	Prah.g_02397	Prbl.g_01259
OG0000454	Prah.g_02396	Prbl.g_01260
OG0000455	Prah.g_02395	Prbl.g_01261
OG0000456	Prah.g_02394	Prbl.g_01262
OG0000457	Prah.g_02392	Prbl.g_01264
OG0000458	Prah.g_02391	Prbl.g_01265
OG0000459	Prah.g_02390	Prbl.g_01266
OG0000460	Prah.g_01781	Prbl.g_01923
OG0000461	Prah.g_02074	Prbl.g_02679
OG0000462	Prah.g_02078	Prbl.g_02666
OG0000463	Prah.g_02079	Prbl.g_01516
OG0000464	Prah.g_02080	Prbl.g_01515
OG0000465	Prah.g_02082	Prbl.g_01513
OG0000466	Prah.g_02087	Prbl.g_01508
OG0000467	Prah.g_02089	Prbl.g_01506
OG0000468	Prah.g_02098	Prbl.g_01499
OG0000469	Prah.g_02111	Prbl.g_01486
OG0000470	Prah.g_02114	Prbl.g_01473
OG0000471	Prah.g_02115	Prbl.g_01472
OG0000472	Prah.g_02117	Prbl.g_01470
OG0000473	Prah.g_02119	Prbl.g_01468
OG0000474	Prah.g_02120	Prbl.g_01467
OG0000475	Prah.g_02121	Prbl.g_01466
OG0000476	Prah.g_02123	Prbl.g_01464
OG0000477	Prah.g_02128	Prbl.g_01459
OG0000478	Prah.g_02129	Prbl.g_01458
OG0000479	Prah.g_02130	Prbl.g_01457
OG0000480	Prah.g_02137	Prbl.g_01450
OG0000481	Prah.g_02139	Prbl.g_01448
OG0000482	Prah.g_02140	Prbl.g_01447
OG0000483	Prah.g_02144	Prbl.g_01443
OG0000484	Prah.g_02145	Prbl.g_01442
OG0000485	Prah.g_02146	Prbl.g_01441
OG0000486	Prah.g_02147	Prbl.g_01440
OG0000487	Prah.g_02152	Prbl.g_01435
OG0000488	Prah.g_02156	Prbl.g_01431
OG0000489	Prah.g_02167	Prbl.g_01420
OG0000490	Prah.g_02172	Prbl.g_01414
OG0000491	Prah.g_02173	Prbl.g_01413
OG0000492	Prah.g_02175	Prbl.g_00909
OG0000493	Prah.g_02176	Prbl.g_00908
OG0000494	Prah.g_02177	Prbl.g_00907
OG0000495	Prah.g_02178	Prbl.g_00906
OG0000496	Prah.g_02179	Prbl.g_00905
OG0000497	Prah.g_02180	Prbl.g_00904
OG0000498	Prah.g_02181	Prbl.g_00903
OG0000499	Prah.g_02182	Prbl.g_00902
OG0000500	Prah.g_02183	Prbl.g_00901
OG0000501	Prah.g_02186	Prbl.g_00898
OG0000502	Prah.g_02199	Prbl.g_00886
OG0000503	Prah.g_01940	Prbl.g_01201
OG0000504	Prah.g_01938	Prbl.g_01203
OG0000505	Prah.g_01937	Prbl.g_01204
OG0000506	Prah.g_01935	Prbl.g_01206
OG0000507	Prah.g_01930	Prbl.g_01210
OG0000508	Prah.g_01922	Prbl.g_01217
OG0000509	Prah.g_01920	Prbl.g_01219
OG0000510	Prah.g_01919	Prbl.g_01220
OG0000511	Prah.g_01918	Prbl.g_01221
OG0000512	Prah.g_01916	Prbl.g_01223
OG0000513	Prah.g_00209	Prbl.g_02678
OG0000514	Prah.g_00218	Prbl.g_00676
OG0000515	Prah.g_00219	Prbl.g_00675
OG0000516	Prah.g_00221	Prbl.g_00663
OG0000517	Prah.g_00229	Prbl.g_00653
OG0000518	Prah.g_00241	Prbl.g_00641
OG0000519	Prah.g_00242	Prbl.g_00640
OG0000520	Prah.g_00247	Prbl.g_00639
OG0000521	Prah.g_00255	Prbl.g_00625
OG0000522	Prah.g_00257	Prbl.g_00623
OG0000523	Prah.g_00258	Prbl.g_00622
OG0000524	Prah.g_00290	Prbl.g_01364
OG0000525	Prah.g_00304	Prbl.g_01348
OG0000526	Prah.g_00306	Prbl.g_01346
OG0000527	Prah.g_00310	Prbl.g_01342
OG0000528	Prah.g_01572	Prbl.g_00506
